stat, rank, value, (percentage) 
minecraft.used.netherrack: #6, 10250(7%)
minecraft.used.clay: #5, 230(4%)
minecraft.dropped.yellow_stained_glass: #5, 10(8%)
minecraft.dropped.lapis_lazuli: #6, 282(8%)
minecraft.used.horn_coral_fan: #5, 30(3%)
minecraft.picked_up.magenta_terracotta: #5, 77(7%)
minecraft.picked_up.emerald: #5, 1506(3%)
minecraft.used.black_terracotta: #5, 730(4%)
minecraft.used.music_disc_blocks: #5, 3(8%)
minecraft.picked_up.polished_andesite_stairs: #5, 75(4%)
minecraft.picked_up.diamond_horse_armor: #5, 1(6%)
minecraft.crafted.dark_oak_trapdoor: #6, 624(7%)
minecraft.mined.light_blue_stained_glass: #5, 421(3%)
minecraft.dropped.pink_shulker_box: #5, 2(6%)
minecraft.used.wooden_shovel: #5, 52(5%)
minecraft.mined.lime_banner: #5, 2(8%)
minecraft.mined.orange_concrete_powder: #5, 6(8%)
minecraft.picked_up.glass: #5, 5557(2%)
minecraft.dropped.golden_boots: #6, 21(7%)
minecraft.mined.andesite_slab: #5, 37(5%)
minecraft.mined.andesite_wall: #5, 16(4%)
minecraft.crafted.birch_slab: #5, 1132(3%)
minecraft.picked_up.lime_terracotta: #5, 355(3%)
minecraft.used.brown_mushroom_block: #5, 284(4%)
minecraft.crafted.cooked_porkchop: #5, 118(3%)
minecraft.used.dead_horn_coral_block: #5, 17(7%)
minecraft.crafted.redstone_block: #6, 2918(6%)
minecraft.used.sandstone_slab: #5, 2620(3%)
minecraft.picked_up.pink_bed: #5, 9(6%)
minecraft.dropped.stone_stairs: #5, 30(5%)
minecraft.picked_up.golden_carrot: #6, 1937(7%)
minecraft.picked_up.grass_block: #6, 32432(6%)
minecraft.picked_up.feather: #6, 820(6%)
minecraft.picked_up.stone_slab: #6, 667(8%)
minecraft.dropped.nautilus_shell: #5, 9(4%)
minecraft.used.dark_oak_trapdoor: #6, 602(7%)
minecraft.picked_up.stick: #6, 2557(5%)
minecraft.picked_up.iron_ore: #6, 7079(6%)
minecraft.picked_up.oak_boat: #6, 159(6%)
minecraft.dropped.yellow_concrete: #5, 42(5%)
minecraft.picked_up.lime_wool: #5, 196(2%)
minecraft.dropped.sandstone: #5, 357(2%)
minecraft.mined.spruce_slab: #6, 1003(5%)
minecraft.mined.oak_wall_sign: #6, 191(6%)
minecraft.used.music_disc_11: #5, 1(7%)
minecraft.crafted.red_carpet: #5, 351(2%)
minecraft.picked_up.diorite_slab: #5, 3(8%)
minecraft.mined.red_stained_glass: #5, 75(3%)
minecraft.killed.silverfish: #6, 81(9%)
minecraft.crafted.clay: #5, 54(3%)
minecraft.used.light_blue_shulker_box: #6, 653(7%)
minecraft.dropped.hay_block: #5, 8(6%)
minecraft.mined.green_banner: #5, 1(6%)
minecraft.picked_up.shulker_box: #6, 2318(6%)
minecraft.mined.spawner: #5, 4(3%)
minecraft.picked_up.dead_brain_coral_block: #5, 42(3%)
minecraft.picked_up.netherrack: #6, 45196(5%)
minecraft.picked_up.water_bucket: #6, 53(6%)
minecraft.mined.iron_ore: #6, 6436(5%)
minecraft.picked_up.wooden_shovel: #5, 3(5%)
minecraft.picked_up.oak_wood: #5, 27(2%)
minecraft.picked_up.red_stained_glass_pane: #5, 40(3%)
minecraft.crafted.andesite_wall: #5, 114(3%)
minecraft.dropped.cobblestone_slab: #6, 205(8%)
minecraft.dropped.phantom_membrane: #5, 14(2%)
minecraft.crafted.scaffolding: #5, 660(2%)
minecraft.dropped.bricks: #5, 38(5%)
minecraft.crafted.diamond_leggings: #6, 7(6%)
minecraft.picked_up.rabbit_foot: #5, 1(5%)
minecraft.dropped.pufferfish_bucket: #5, 1(5%)
minecraft.dropped.glass_pane: #5, 9(2%)
minecraft.dropped.porkchop: #5, 8(3%)
minecraft.picked_up.blue_concrete_powder: #5, 163(4%)
minecraft.crafted.daylight_detector: #5, 25(2%)
minecraft.used.andesite_slab: #5, 249(3%)
minecraft.mined.magenta_concrete: #5, 95(3%)
minecraft.picked_up.light_gray_glazed_terracotta: #5, 97(3%)
minecraft.crafted.pink_banner: #5, 2(6%)
minecraft.picked_up.dark_oak_button: #5, 6(2%)
minecraft.used.music_disc_mall: #5, 1(5%)
minecraft.dropped.pink_tulip: #5, 6(3%)
minecraft.used.red_stained_glass: #5, 380(2%)
minecraft.picked_up.lead: #6, 132(6%)
minecraft.picked_up.light_blue_shulker_box: #6, 612(6%)
minecraft.mined.cyan_wool: #6, 44(10%)
minecraft.mined.oak_wood: #5, 20(2%)
minecraft.used.cyan_concrete_powder: #6, 425(9%)
minecraft.used.dead_fire_coral_block: #5, 39(3%)
minecraft.crafted.orange_banner: #5, 2(5%)
minecraft.used.red_mushroom_block: #5, 106(2%)
minecraft.mined.tripwire_hook: #6, 18(7%)
minecraft.dropped.spruce_wood: #5, 1(5%)
minecraft.used.music_disc_stal: #5, 1(5%)
minecraft.crafted.acacia_button: #5, 4(4%)
minecraft.picked_up.magenta_concrete: #5, 73(2%)
minecraft.mined.light_blue_shulker_box: #6, 577(6%)
minecraft.used.magenta_concrete: #5, 59(2%)
minecraft.dropped.tipped_arrow: #5, 4(2%)
minecraft.mined.lime_glazed_terracotta: #5, 2(3%)
minecraft.picked_up.apple: #6, 310(5%)
minecraft.picked_up.chicken: #6, 257(5%)
minecraft.used.dead_bubble_coral_block: #5, 7(3%)
minecraft.dropped.trident: #6, 12(6%)
minecraft.crafted.jungle_pressure_plate: #5, 4(3%)
minecraft.picked_up.dead_bubble_coral_block: #5, 17(2%)
minecraft.mined.light_blue_carpet: #5, 7(2%)
minecraft.picked_up.music_disc_blocks: #5, 3(2%)
minecraft.mined.jungle_fence_gate: #5, 1(4%)
minecraft.mined.fire_coral_block: #5, 87(2%)
minecraft.mined.white_stained_glass_pane: #6, 353(6%)
minecraft.picked_up.jungle_fence_gate: #5, 1(4%)
minecraft.used.black_bed: #5, 7(2%)
minecraft.dropped.spruce_sign: #5, 8(2%)
minecraft.used.lime_terracotta: #5, 1649(1%)
minecraft.picked_up.magenta_concrete_powder: #5, 14(2%)
minecraft.picked_up.lapis_lazuli: #6, 6201(5%)
minecraft.used.brown_concrete_powder: #6, 544(7%)
minecraft.picked_up.green_bed: #5, 4(2%)
minecraft.dropped.light_blue_carpet: #5, 2(3%)
minecraft.dropped.quartz_block: #5, 204(1%)
minecraft.dropped.cyan_stained_glass: #5, 16(2%)
minecraft.used.glowstone: #6, 685(5%)
minecraft.picked_up.dragon_head: #6, 16(8%)
minecraft.used.spruce_pressure_plate: #6, 29(6%)
minecraft.picked_up.stripped_birch_log: #6, 483(6%)
minecraft.dropped.ink_sac: #6, 93(6%)
minecraft.mined.cauldron: #6, 33(7%)
minecraft.mined.turtle_egg: #5, 14(2%)
minecraft.dropped.oak_wood: #5, 1(2%)
minecraft.dropped.oak_sapling: #6, 203(5%)
minecraft.picked_up.music_disc_11: #5, 1(2%)
minecraft.mined.dark_prismarine_stairs: #5, 17(1%)
minecraft.mined.polished_andesite: #6, 1303(5%)
minecraft.crafted.observer: #6, 904(6%)
minecraft.crafted.magenta_terracotta: #5, 100(1%)
minecraft.used.green_bed: #5, 4(2%)
minecraft.mined.stripped_birch_log: #6, 454(6%)
minecraft.mined.green_bed: #5, 3(2%)
minecraft.dropped.light_gray_carpet: #5, 25(1%)
minecraft.mined.acacia_sapling: #5, 5(1%)
minecraft.mined.birch_wood: #5, 6(1%)
minecraft.crafted.lime_dye: #6, 1516(5%)
minecraft.picked_up.acacia_button: #5, 1(2%)
minecraft.used.lime_carpet: #6, 234(7%)
minecraft.used.lava_bucket: #6, 120(5%)
minecraft.dropped.crossbow: #5, 17(1%)
minecraft.picked_up.green_glazed_terracotta: #5, 23(1%)
minecraft.picked_up.dark_prismarine_stairs: #5, 17(1%)
minecraft.used.cooked_rabbit: #5, 1(2%)
minecraft.killed.turtle: #5, 4(1%)
minecraft.mined.black_bed: #5, 3(1%)
minecraft.used.player_head: #6, 313(4%)
minecraft.crafted.cartography_table: #5, 2(1%)
minecraft.crafted.campfire: #6, 113(6%)
minecraft.dropped.blue_carpet: #5, 2(1%)
minecraft.picked_up.magenta_shulker_box: #6, 171(6%)
minecraft.used.magenta_shulker_box: #6, 160(5%)
minecraft.used.acacia_button: #5, 1(1%)
minecraft.picked_up.polished_andesite: #6, 1406(5%)
minecraft.crafted.black_glazed_terracotta: #5, 3(1%)
minecraft.used.pink_terracotta: #5, 12(1%)
minecraft.crafted.green_glazed_terracotta: #5, 2(1%)
minecraft.mined.birch_button: #5, 25(0%)
minecraft.mined.mushroom_stem: #6, 582(8%)
minecraft.crafted.polished_granite: #6, 1028(6%)
minecraft.dropped.cyan_dye: #5, 2(0%)
minecraft.used.gray_terracotta: #5, 38(0%)
minecraft.mined.dead_fire_coral_fan: #5, 1(0%)
minecraft.picked_up.red_tulip: #6, 87(5%)
minecraft.crafted.red_dye: #6, 2000(5%)
minecraft.dropped.green_terracotta: #5, 2(0%)
minecraft.used.diamond_axe: #6, 40858(4%)
minecraft.picked_up.red_sandstone_slab: #5, 1(0%)
minecraft.broken.iron_boots: #6, 1(12%)
minecraft.crafted.nether_brick_slab: #6, 546(7%)
minecraft.mined.acacia_wood: #6, 102(8%)
minecraft.picked_up.campfire: #6, 42(7%)
minecraft.mined.magenta_shulker_box: #6, 156(5%)
minecraft.picked_up.ink_sac: #6, 737(4%)
minecraft.crafted.quartz_pillar: #6, 952(5%)
minecraft.crafted.light_blue_stained_glass_pane: #6, 304(6%)
minecraft.used.cracked_stone_bricks: #6, 562(4%)
minecraft.crafted.black_carpet: #6, 453(6%)
minecraft.used.cactus: #6, 129(4%)
minecraft.used.dark_oak_boat: #6, 53(4%)
minecraft.dropped.glass: #6, 533(5%)
minecraft.used.acacia_log: #6, 2010(5%)
minecraft.used.spruce_door: #6, 63(4%)
minecraft.dropped.white_stained_glass: #6, 130(7%)
minecraft.crafted.firework_rocket: #6, 37500(5%)
minecraft.picked_up.glowstone: #6, 824(5%)
minecraft.crafted.spruce_door: #6, 57(4%)
minecraft.dropped.oak_door: #6, 7(7%)
minecraft.used.yellow_stained_glass: #6, 292(5%)
minecraft.dropped.dark_oak_boat: #6, 4(6%)
minecraft.crafted.green_wool: #6, 64(7%)
minecraft.picked_up.nautilus_shell: #6, 35(4%)
minecraft.mined.orange_wool: #6, 37(7%)
minecraft.crafted.black_wool: #6, 139(5%)
minecraft.used.cooked_cod: #6, 1098(4%)
minecraft.mined.red_wool: #6, 100(5%)
minecraft.dropped.grass: #6, 7(5%)
minecraft.mined.diamond_ore: #6, 936(4%)
minecraft.used.purple_stained_glass: #6, 205(5%)
minecraft.mined.jungle_slab: #6, 83(6%)
minecraft.dropped.kelp: #6, 3438(3%)
minecraft.used.terracotta: #6, 393(4%)
minecraft.mined.redstone_ore: #6, 3709(3%)
minecraft.picked_up.crossbow: #6, 41(4%)
minecraft.picked_up.white_banner: #6, 82(4%)
minecraft.dropped.dark_oak_sign: #6, 5(7%)
minecraft.crafted.polished_diorite: #6, 780(4%)
minecraft.crafted.brewing_stand: #6, 22(4%)
minecraft.used.golden_apple: #6, 9(4%)
minecraft.picked_up.mushroom_stem: #6, 468(7%)
minecraft.picked_up.peony: #6, 93(4%)
minecraft.crafted.acacia_slab: #6, 138(6%)
minecraft.used.purple_carpet: #6, 113(6%)
minecraft.picked_up.andesite_stairs: #6, 16(7%)
minecraft.dropped.spruce_leaves: #6, 232(5%)
minecraft.used.prismarine_bricks: #6, 1378(4%)
minecraft.used.tropical_fish_bucket: #6, 19(4%)
minecraft.dropped.nether_quartz_ore: #6, 39(7%)
minecraft.dropped.nether_bricks: #6, 60(5%)
minecraft.picked_up.light_gray_terracotta: #6, 4808(3%)
minecraft.dropped.damaged_anvil: #6, 1(11%)
minecraft.picked_up.quartz_pillar: #6, 323(3%)
minecraft.picked_up.jungle_slab: #6, 76(4%)
minecraft.used.polished_andesite_stairs: #6, 254(5%)
minecraft.picked_up.white_terracotta: #6, 2878(3%)
minecraft.mined.white_terracotta: #6, 2871(3%)
minecraft.picked_up.cake: #6, 8(5%)
minecraft.used.fishing_rod: #6, 7423(3%)
minecraft.killed_by.drowned: #6, 3(4%)
minecraft.picked_up.lime_banner: #6, 4(6%)
minecraft.crafted.purple_carpet: #6, 117(6%)
minecraft.crafted.yellow_stained_glass: #6, 416(4%)
minecraft.picked_up.smoker: #6, 13(5%)
minecraft.picked_up.acacia_log: #6, 1931(3%)
minecraft.mined.blue_stained_glass_pane: #6, 20(6%)
minecraft.used.pink_wool: #6, 61(4%)
minecraft.picked_up.golden_boots: #7, 28(7%)
minecraft.picked_up.yellow_terracotta: #6, 941(3%)
minecraft.mined.orange_stained_glass: #6, 24(5%)
minecraft.crafted.pink_bed: #6, 3(6%)
minecraft.picked_up.melon_seeds: #6, 31(4%)
minecraft.mined.smoker: #6, 13(5%)
minecraft.mined.potted_oxeye_daisy: #6, 1(7%)
minecraft.mined.light_gray_terracotta: #6, 4518(3%)
minecraft.crafted.stone_stairs: #6, 360(3%)
minecraft.used.smooth_stone_slab: #7, 19262(7%)
minecraft.custom.fish_caught: #6, 2089(3%)
minecraft.used.seagrass: #6, 66(5%)
minecraft.used.pink_bed: #6, 11(6%)
minecraft.mined.yellow_wall_banner: #6, 3(6%)
minecraft.picked_up.rabbit: #6, 5(4%)
minecraft.mined.light_blue_wool: #6, 42(4%)
minecraft.mined.purple_wool: #6, 43(5%)
minecraft.crafted.mossy_cobblestone: #6, 179(4%)
minecraft.mined.acacia_log: #6, 1546(2%)
minecraft.dropped.iron_trapdoor: #6, 21(4%)
minecraft.custom.tune_noteblock: #6, 148647(2%)
minecraft.dropped.quartz_stairs: #6, 22(4%)
minecraft.mined.pink_bed: #6, 9(6%)
minecraft.used.polished_granite: #6, 545(3%)
minecraft.mined.grass_block: #7, 37672(4%)
minecraft.killed.phantom: #6, 116(2%)
minecraft.picked_up.iron_horse_armor: #6, 1(5%)
minecraft.killed.wolf: #6, 1(6%)
minecraft.crafted.activator_rail: #6, 24(4%)
minecraft.picked_up.terracotta: #6, 5170(2%)
minecraft.picked_up.birch_planks: #7, 514(6%)
minecraft.crafted.light_blue_dye: #7, 1360(7%)
minecraft.mined.terracotta: #6, 4967(2%)
minecraft.dropped.bowl: #6, 10(3%)
minecraft.dropped.light_gray_dye: #6, 26(5%)
minecraft.dropped.acacia_sapling: #6, 23(3%)
minecraft.used.red_tulip: #6, 7(4%)
minecraft.mined.cobblestone_stairs: #7, 200(6%)
minecraft.dropped.barrel: #6, 8(5%)
minecraft.used.andesite_wall: #6, 114(3%)
minecraft.mined.pink_wool: #6, 15(4%)
minecraft.custom.play_record: #6, 21(4%)
minecraft.dropped.light_blue_stained_glass: #6, 14(3%)
minecraft.used.cauldron: #7, 77(7%)
minecraft.used.lever: #7, 394(6%)
minecraft.picked_up.oak_fence: #7, 345(6%)
minecraft.custom.interact_with_furnace: #7, 4066(5%)
minecraft.used.cooked_mutton: #6, 58(2%)
minecraft.crafted.brown_dye: #6, 156(3%)
minecraft.broken.iron_hoe: #6, 1(6%)
minecraft.dropped.quartz_pillar: #6, 13(4%)
minecraft.crafted.firework_star: #6, 384(3%)
minecraft.picked_up.red_terracotta: #6, 1819(2%)
minecraft.used.blue_terracotta: #6, 185(3%)
minecraft.used.tnt_minecart: #6, 11(4%)
minecraft.dropped.white_tulip: #6, 8(3%)
minecraft.picked_up.dead_horn_coral_block: #6, 21(4%)
minecraft.dropped.player_head: #7, 128(5%)
minecraft.killed.skeleton_horse: #6, 1(5%)
minecraft.picked_up.turtle_helmet: #6, 3(2%)
minecraft.picked_up.spruce_slab: #7, 1082(5%)
minecraft.used.music_disc_chirp: #6, 1(4%)
minecraft.dropped.black_wool: #6, 8(2%)
minecraft.used.chorus_flower: #6, 51(2%)
minecraft.picked_up.spruce_fence: #7, 517(6%)
minecraft.mined.red_terracotta: #6, 1425(2%)
minecraft.dropped.cauldron: #6, 2(5%)
minecraft.mined.daylight_detector: #6, 7(3%)
minecraft.picked_up.dark_oak_fence: #7, 336(6%)
minecraft.used.brown_terracotta: #6, 335(2%)
minecraft.mined.cartography_table: #6, 2(3%)
minecraft.picked_up.cartography_table: #6, 2(3%)
minecraft.picked_up.blaze_powder: #6, 38(1%)
minecraft.picked_up.cobblestone_stairs: #7, 344(6%)
minecraft.picked_up.chainmail_chestplate: #7, 7(7%)
minecraft.used.fire_coral_block: #6, 73(2%)
minecraft.used.music_disc_cat: #6, 1(3%)
minecraft.crafted.smithing_table: #6, 50(3%)
minecraft.dropped.elytra: #7, 11(6%)
minecraft.used.melon_seeds: #6, 42(2%)
minecraft.mined.black_carpet: #7, 69(7%)
minecraft.dropped.saddle: #6, 9(2%)
minecraft.crafted.iron_bars: #7, 1728(5%)
minecraft.used.mushroom_stem: #6, 76(2%)
minecraft.picked_up.potion: #7, 127(5%)
minecraft.used.acacia_sapling: #6, 104(1%)
minecraft.picked_up.music_disc_cat: #6, 2(2%)
minecraft.mined.dead_tube_coral_block: #6, 12(2%)
minecraft.used.iron_axe: #7, 1486(5%)
minecraft.mined.grass_path: #7, 444(5%)
minecraft.dropped.sweet_berries: #6, 121(1%)
minecraft.dropped.birch_stairs: #6, 6(2%)
minecraft.picked_up.chainmail_helmet: #7, 7(7%)
minecraft.picked_up.turtle_egg: #6, 24(3%)
minecraft.picked_up.acacia_fence: #6, 19(1%)
minecraft.used.birch_button: #6, 101(1%)
minecraft.used.magenta_stained_glass_pane: #6, 41(2%)
minecraft.picked_up.oak_door: #7, 54(6%)
minecraft.crafted.blue_terracotta: #6, 192(1%)
minecraft.picked_up.pink_carpet: #6, 5(2%)
minecraft.crafted.lime_stained_glass_pane: #7, 512(8%)
minecraft.mined.acacia_fence: #6, 17(1%)
minecraft.mined.pink_terracotta: #6, 12(2%)
minecraft.mined.jungle_wall_sign: #6, 1(2%)
minecraft.picked_up.fire_coral_block: #6, 71(1%)
minecraft.dropped.item_frame: #6, 8(1%)
minecraft.picked_up.pink_terracotta: #6, 12(2%)
minecraft.dropped.leather_chestplate: #7, 13(6%)
minecraft.crafted.diorite_wall: #6, 6(2%)
minecraft.dropped.dark_prismarine: #6, 5(1%)
minecraft.picked_up.black_bed: #6, 4(1%)
minecraft.picked_up.armor_stand: #7, 74(5%)
minecraft.mined.green_wool: #6, 5(1%)
minecraft.crafted.stone_slab: #7, 1614(5%)
minecraft.mined.jungle_wood: #6, 1(2%)
minecraft.used.black_carpet: #7, 415(5%)
minecraft.dropped.cooked_beef: #7, 107(5%)
minecraft.mined.stripped_jungle_log: #6, 14(1%)
minecraft.mined.bubble_coral_block: #6, 32(1%)
minecraft.used.jungle_sign: #6, 3(1%)
minecraft.dropped.lime_dye: #6, 4(1%)
minecraft.picked_up.stripped_jungle_log: #6, 14(1%)
minecraft.used.purpur_stairs: #6, 7(1%)
minecraft.crafted.mossy_stone_brick_slab: #6, 6(1%)
minecraft.picked_up.music_disc_far: #6, 2(1%)
minecraft.used.mossy_stone_brick_slab: #6, 7(1%)
minecraft.picked_up.music_disc_wait: #6, 2(1%)
minecraft.mined.mossy_cobblestone_slab: #6, 1(1%)
minecraft.picked_up.white_stained_glass_pane: #7, 483(5%)
minecraft.used.music_disc_wait: #6, 1(1%)
minecraft.used.birch_planks: #7, 490(5%)
minecraft.custom.damage_absorbed: #7, 360(6%)
minecraft.dropped.cyan_stained_glass_pane: #6, 1(1%)
minecraft.crafted.brown_concrete_powder: #7, 664(8%)
minecraft.picked_up.item_frame: #7, 309(5%)
minecraft.picked_up.music_disc_strad: #6, 1(1%)
minecraft.picked_up.mossy_stone_brick_slab: #6, 1(1%)
minecraft.mined.mossy_stone_brick_slab: #6, 1(1%)
minecraft.crafted.green_bed: #6, 1(1%)
minecraft.used.dried_kelp: #6, 5(0%)
minecraft.mined.magenta_terracotta: #6, 5(1%)
minecraft.picked_up.dead_tube_coral_fan: #6, 2(0%)
minecraft.dropped.magenta_stained_glass: #6, 2(0%)
minecraft.dropped.stone_brick_slab: #7, 202(6%)
minecraft.used.dirt: #7, 25583(3%)
minecraft.crafted.brown_terracotta: #6, 24(0%)
minecraft.crafted.cobblestone_slab: #7, 1840(5%)
minecraft.dropped.blue_stained_glass: #6, 1(0%)
minecraft.dropped.lime_terracotta: #6, 3(0%)
minecraft.mined.brown_stained_glass: #6, 1(0%)
minecraft.used.baked_potato: #7, 769(4%)
minecraft.picked_up.jungle_door: #6, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #6, 1(0%)
minecraft.mined.stripped_acacia_wood: #6, 1(0%)
minecraft.mined.netherrack: #7, 57548(4%)
minecraft.picked_up.stone_brick_wall: #7, 121(6%)
minecraft.used.cobblestone_slab: #7, 1438(4%)
minecraft.picked_up.spruce_door: #7, 43(4%)
minecraft.used.potion: #7, 53(4%)
minecraft.picked_up.stone_pickaxe: #7, 5(6%)
minecraft.picked_up.ladder: #7, 508(4%)
minecraft.mined.player_head: #7, 93(4%)
minecraft.used.spruce_trapdoor: #7, 1044(4%)
minecraft.mined.obsidian: #7, 1167(4%)
minecraft.mined.cobblestone_slab: #7, 281(4%)
minecraft.mined.flower_pot: #7, 9(5%)
minecraft.crafted.blue_shulker_box: #7, 5(6%)
minecraft.picked_up.flower_pot: #7, 53(5%)
minecraft.mined.cracked_stone_bricks: #7, 106(4%)
minecraft.broken.golden_helmet: #7, 1(11%)
minecraft.used.stone_bricks: #8, 27298(7%)
minecraft.used.light_gray_stained_glass_pane: #7, 845(6%)
minecraft.crafted.tripwire_hook: #7, 182(4%)
minecraft.crafted.spruce_trapdoor: #7, 908(4%)
minecraft.picked_up.dark_oak_boat: #7, 43(3%)
minecraft.dropped.lever: #7, 33(4%)
minecraft.crafted.spruce_pressure_plate: #7, 20(4%)
minecraft.mined.spruce_sign: #7, 4(6%)
minecraft.mined.tnt: #7, 69(4%)
minecraft.dropped.oak_slab: #7, 62(5%)
minecraft.used.nether_brick_slab: #7, 319(5%)
minecraft.crafted.green_concrete_powder: #7, 1544(5%)
minecraft.used.orange_shulker_box: #7, 274(5%)
minecraft.picked_up.gold_ore: #7, 882(3%)
minecraft.used.cyan_wool: #7, 80(5%)
minecraft.mined.lapis_ore: #7, 509(3%)
minecraft.picked_up.orange_shulker_box: #7, 270(4%)
minecraft.used.obsidian: #7, 658(3%)
minecraft.killed.elder_guardian: #7, 4(8%)
minecraft.mined.white_wool: #7, 87(3%)
minecraft.picked_up.poisonous_potato: #7, 37(3%)
minecraft.mined.orange_shulker_box: #7, 257(4%)
minecraft.crafted.oak_button: #7, 43(3%)
minecraft.mined.spruce_fence_gate: #7, 36(4%)
minecraft.picked_up.cooked_salmon: #7, 55(4%)
minecraft.used.dragon_head: #7, 5(5%)
minecraft.mined.potted_dandelion: #7, 1(9%)
minecraft.crafted.chiseled_quartz_block: #7, 110(4%)
minecraft.picked_up.allium: #7, 64(4%)
minecraft.used.green_concrete_powder: #7, 1175(4%)
minecraft.picked_up.green_banner: #7, 2(6%)
minecraft.picked_up.light_gray_stained_glass_pane: #7, 200(4%)
minecraft.used.quartz_pillar: #7, 551(3%)
minecraft.picked_up.shears: #7, 21(3%)
minecraft.picked_up.spruce_planks: #8, 2261(6%)
minecraft.crafted.blue_concrete_powder: #7, 416(4%)
minecraft.used.polished_diorite: #7, 582(3%)
minecraft.dropped.spruce_door: #7, 5(4%)
minecraft.mined.pink_concrete: #7, 68(4%)
minecraft.used.smoker: #7, 15(3%)
minecraft.used.chiseled_sandstone: #7, 20(5%)
minecraft.dropped.snowball: #7, 168(4%)
minecraft.dropped.leather: #7, 68(3%)
minecraft.custom.interact_with_cartography_table: #7, 3(4%)
minecraft.crafted.red_stained_glass: #7, 888(3%)
minecraft.used.jungle_slab: #7, 214(4%)
minecraft.dropped.tropical_fish: #7, 7(4%)
minecraft.crafted.bricks: #7, 2181(4%)
minecraft.used.red_stained_glass_pane: #7, 183(3%)
minecraft.dropped.wooden_hoe: #7, 1(6%)
minecraft.used.light_blue_stained_glass: #7, 1081(2%)
minecraft.used.birch_sapling: #7, 267(2%)
minecraft.picked_up.jungle_sapling: #7, 77(2%)
minecraft.mined.seagrass: #7, 352(2%)
minecraft.crafted.blaze_powder: #7, 172(2%)
minecraft.dropped.tnt: #7, 14(4%)
minecraft.picked_up.glass_bottle: #7, 70(2%)
minecraft.mined.glowstone: #7, 432(2%)
minecraft.crafted.glass: #8, 8159(6%)
minecraft.picked_up.bell: #7, 11(6%)
minecraft.custom.interact_with_blast_furnace: #7, 13(2%)
minecraft.used.smithing_table: #7, 49(4%)
minecraft.mined.smooth_stone_slab: #8, 3108(7%)
minecraft.picked_up.black_concrete_powder: #7, 1667(2%)
minecraft.crafted.oak_boat: #8, 26(6%)
minecraft.picked_up.pink_concrete: #7, 46(3%)
minecraft.crafted.green_carpet: #7, 96(3%)
minecraft.dropped.poisonous_potato: #7, 8(2%)
minecraft.picked_up.smooth_stone_slab: #8, 4245(6%)
minecraft.crafted.gold_block: #7, 308(2%)
minecraft.picked_up.acacia_sapling: #7, 235(2%)
minecraft.dropped.dark_oak_fence: #7, 13(2%)
minecraft.used.black_wool: #7, 193(2%)
minecraft.dropped.stone_brick_stairs: #7, 78(2%)
minecraft.picked_up.ender_eye: #7, 1(4%)
minecraft.crafted.stone_bricks: #8, 25510(5%)
minecraft.used.birch_slab: #7, 657(2%)
minecraft.crafted.cyan_banner: #7, 3(4%)
minecraft.custom.eat_cake_slice: #7, 30(2%)
minecraft.crafted.lever: #8, 290(6%)
minecraft.mined.pumpkin_stem: #7, 10(3%)
minecraft.used.pumpkin_seeds: #7, 71(1%)
minecraft.killed.vex: #7, 11(3%)
minecraft.used.dark_prismarine: #7, 343(2%)
minecraft.crafted.paper: #8, 36432(6%)
minecraft.mined.chorus_flower: #7, 39(2%)
minecraft.used.daylight_detector: #7, 14(2%)
minecraft.picked_up.bowl: #7, 10(2%)
minecraft.mined.white_carpet: #8, 141(6%)
minecraft.crafted.flower_pot: #7, 55(1%)
minecraft.custom.mob_kills: #8, 96180(3%)
minecraft.used.allium: #7, 3(2%)
minecraft.dropped.jungle_trapdoor: #7, 3(2%)
minecraft.crafted.orange_glazed_terracotta: #7, 24(3%)
minecraft.picked_up.jungle_sign: #7, 4(3%)
minecraft.dropped.jack_o_lantern: #7, 1(3%)
minecraft.picked_up.purple_wool: #7, 83(1%)
minecraft.used.cartography_table: #7, 2(2%)
minecraft.picked_up.dark_oak_slab: #8, 713(6%)
minecraft.mined.bricks: #7, 72(1%)
minecraft.crafted.magenta_stained_glass_pane: #7, 48(2%)
minecraft.dropped.light_gray_shulker_box: #7, 1(2%)
minecraft.custom.crouch_one_cm: #9, 13265569(5%)
minecraft.crafted.yellow_glazed_terracotta: #7, 12(2%)
minecraft.picked_up.cooked_cod: #7, 919(1%)
minecraft.mined.dark_oak_slab: #8, 520(6%)
minecraft.mined.coal_ore: #8, 10451(5%)
minecraft.mined.oak_fence: #8, 263(5%)
minecraft.dropped.orange_tulip: #7, 7(2%)
minecraft.crafted.mossy_cobblestone_wall: #7, 18(3%)
minecraft.picked_up.blue_stained_glass_pane: #7, 20(2%)
minecraft.picked_up.music_disc_chirp: #7, 2(2%)
minecraft.mined.birch_stairs: #7, 65(1%)
minecraft.picked_up.daylight_detector: #7, 5(2%)
minecraft.used.green_banner: #7, 1(2%)
minecraft.picked_up.leather_boots: #8, 27(5%)
minecraft.picked_up.sweet_berries: #7, 264(1%)
minecraft.crafted.dark_prismarine: #7, 317(1%)
minecraft.used.campfire: #8, 89(6%)
minecraft.picked_up.light_blue_concrete_powder: #7, 65(1%)
minecraft.mined.brick_stairs: #7, 12(1%)
minecraft.used.purple_wool: #7, 37(1%)
minecraft.mined.spruce_fence: #8, 335(5%)
minecraft.dropped.painting: #7, 1(1%)
