stat, rank, value, (percentage) 
minecraft.mined.lime_terracotta: #10, 23(0%)
minecraft.mined.mushroom_stem: #10, 20(0%)
minecraft.crafted.smooth_quartz_slab: #10, 28(0%)
minecraft.crafted.blast_furnace: #10, 2(0%)
minecraft.mined.light_blue_carpet: #10, 1(0%)
minecraft.crafted.light_blue_carpet: #10, 3(0%)
minecraft.dropped.orange_tulip: #10, 1(0%)
minecraft.dropped.acacia_leaves: #10, 1(0%)
minecraft.dropped.birch_slab: #10, 1(0%)
minecraft.mined.brown_wool: #10, 1(0%)
minecraft.picked_up.acacia_slab: #10, 1(0%)
minecraft.used.gray_stained_glass_pane: #10, 15(0%)
minecraft.picked_up.magenta_wool: #10, 5(0%)
minecraft.used.smooth_sandstone_slab: #10, 2(0%)
minecraft.used.stripped_acacia_log: #10, 1(0%)
minecraft.used.iron_shovel: #11, 1776(4%)
minecraft.used.golden_carrot: #11, 2124(4%)
minecraft.used.torch: #11, 11279(3%)
minecraft.crafted.rail: #11, 1760(4%)
minecraft.picked_up.redstone_block: #11, 543(4%)
minecraft.picked_up.spruce_stairs: #11, 423(3%)
minecraft.crafted.stone_brick_stairs: #11, 2016(3%)
minecraft.used.birch_sign: #11, 73(3%)
minecraft.custom.leave_game: #12, 1074(3%)
minecraft.used.oak_sign: #11, 436(3%)
minecraft.killed.slime: #11, 542(3%)
minecraft.crafted.spruce_planks: #11, 12064(3%)
minecraft.picked_up.stone_brick_slab: #11, 1039(3%)
minecraft.mined.redstone_torch: #11, 74(3%)
minecraft.used.diamond_shovel: #11, 127374(3%)
minecraft.picked_up.brown_mushroom: #11, 140(3%)
minecraft.picked_up.cobblestone_stairs: #11, 179(3%)
minecraft.mined.redstone_wall_torch: #11, 56(3%)
minecraft.used.oak_slab: #11, 574(2%)
minecraft.crafted.glass_bottle: #11, 150(3%)
minecraft.mined.iron_bars: #11, 250(2%)
minecraft.crafted.sandstone: #11, 569(3%)
minecraft.used.hopper: #11, 737(2%)
minecraft.crafted.cobblestone_slab: #11, 978(3%)
minecraft.dropped.diamond: #11, 232(2%)
minecraft.dropped.bow: #11, 90(2%)
minecraft.used.coal_ore: #11, 667(2%)
minecraft.crafted.charcoal: #11, 65(2%)
minecraft.custom.interact_with_brewingstand: #11, 203(2%)
minecraft.mined.ladder: #11, 97(2%)
minecraft.dropped.oak_sapling: #11, 84(2%)
minecraft.used.cobblestone_stairs: #11, 272(2%)
minecraft.dropped.leather_helmet: #11, 5(2%)
minecraft.used.player_head: #11, 132(2%)
minecraft.used.dispenser: #11, 74(2%)
minecraft.picked_up.birch_sign: #11, 21(2%)
minecraft.mined.white_stained_glass_pane: #11, 130(2%)
minecraft.dropped.spruce_planks: #11, 104(2%)
minecraft.dropped.book: #11, 14(3%)
minecraft.dropped.string: #11, 182(2%)
minecraft.used.glowstone: #11, 249(2%)
minecraft.dropped.stick: #11, 404(2%)
minecraft.crafted.iron_door: #11, 18(2%)
minecraft.dropped.oak_door: #11, 3(3%)
minecraft.used.oak_sapling: #11, 339(1%)
minecraft.dropped.dandelion: #11, 59(2%)
minecraft.mined.beetroots: #11, 29(2%)
minecraft.crafted.yellow_concrete_powder: #11, 568(2%)
minecraft.used.poppy: #11, 8(2%)
minecraft.mined.stone_stairs: #11, 25(2%)
minecraft.picked_up.dark_oak_door: #11, 6(2%)
minecraft.used.sea_lantern: #11, 1078(1%)
minecraft.dropped.coal_ore: #11, 157(2%)
minecraft.crafted.dark_oak_door: #11, 9(2%)
minecraft.used.written_book: #11, 515(1%)
minecraft.picked_up.cooked_beef: #11, 249(1%)
minecraft.dropped.polished_granite: #11, 18(2%)
minecraft.picked_up.beetroot: #11, 28(2%)
minecraft.used.black_concrete: #11, 1493(1%)
minecraft.crafted.dark_oak_stairs: #11, 336(1%)
minecraft.mined.gold_block: #11, 155(1%)
minecraft.mined.red_carpet: #11, 34(2%)
minecraft.picked_up.dark_oak_boat: #11, 14(1%)
minecraft.mined.white_concrete_powder: #11, 94(1%)
minecraft.picked_up.stone_stairs: #11, 28(1%)
minecraft.crafted.blue_dye: #11, 333(1%)
minecraft.mined.pink_tulip: #11, 7(1%)
minecraft.used.green_concrete_powder: #11, 488(1%)
minecraft.crafted.purple_dye: #11, 120(1%)
minecraft.crafted.green_concrete_powder: #11, 488(1%)
minecraft.picked_up.black_stained_glass: #11, 88(1%)
minecraft.dropped.oak_pressure_plate: #11, 2(1%)
minecraft.custom.sprint_one_cm: #12, 77822007(3%)
minecraft.mined.orange_stained_glass: #11, 8(2%)
minecraft.used.yellow_concrete_powder: #11, 302(1%)
minecraft.crafted.yellow_dye: #11, 262(1%)
minecraft.used.jungle_leaves: #11, 94(1%)
minecraft.used.brown_carpet: #11, 56(1%)
minecraft.picked_up.birch_fence_gate: #11, 4(1%)
minecraft.dropped.dark_oak_stairs: #11, 11(1%)
minecraft.mined.jungle_leaves: #11, 161(1%)
minecraft.crafted.flower_pot: #11, 30(1%)
minecraft.killed.wither: #11, 3(1%)
minecraft.used.birch_slab: #11, 264(1%)
minecraft.used.pumpkin: #11, 85(1%)
minecraft.dropped.lapis_ore: #11, 2(1%)
minecraft.used.wooden_axe: #11, 8(1%)
minecraft.picked_up.jungle_leaves: #11, 106(1%)
minecraft.picked_up.jungle_slab: #11, 12(1%)
minecraft.used.cyan_banner: #11, 1(1%)
minecraft.crafted.cut_sandstone: #11, 64(1%)
minecraft.used.cornflower: #11, 2(1%)
minecraft.dropped.pumpkin_seeds: #11, 116(1%)
minecraft.picked_up.snow: #11, 429(1%)
minecraft.dropped.seagrass: #11, 4(1%)
minecraft.crafted.spruce_fence_gate: #11, 31(0%)
minecraft.picked_up.yellow_terracotta: #11, 139(0%)
minecraft.crafted.firework_star: #11, 92(1%)
minecraft.used.sandstone_slab: #11, 436(0%)
minecraft.dropped.light_blue_stained_glass: #11, 3(1%)
minecraft.picked_up.gray_stained_glass_pane: #11, 18(1%)
minecraft.picked_up.blue_bed: #11, 2(1%)
minecraft.used.acacia_planks: #11, 7(0%)
minecraft.mined.blue_bed: #11, 2(1%)
minecraft.used.dark_oak_button: #11, 4(1%)
minecraft.custom.interact_with_crafting_table: #12, 2939(3%)
minecraft.crafted.black_stained_glass_pane: #11, 32(0%)
minecraft.crafted.cooked_mutton: #11, 10(0%)
minecraft.dropped.pumpkin_pie: #11, 3(0%)
minecraft.picked_up.jungle_trapdoor: #11, 6(0%)
minecraft.used.brown_mushroom_block: #11, 30(0%)
minecraft.used.sweet_berries: #11, 22(0%)
minecraft.mined.smoker: #11, 1(0%)
minecraft.mined.prismarine: #11, 71(0%)
minecraft.used.dark_oak_wood: #11, 20(0%)
minecraft.picked_up.lime_terracotta: #11, 22(0%)
minecraft.used.lily_pad: #11, 1(0%)
minecraft.mined.red_mushroom_block: #11, 45(0%)
minecraft.crafted.grindstone: #11, 2(0%)
minecraft.dropped.red_tulip: #11, 1(0%)
minecraft.mined.acacia_slab: #11, 1(0%)
minecraft.used.pink_stained_glass_pane: #11, 1(0%)
minecraft.used.gray_stained_glass: #11, 57(0%)
minecraft.picked_up.light_blue_carpet: #11, 1(0%)
minecraft.used.light_blue_carpet: #11, 1(0%)
minecraft.picked_up.bubble_coral_fan: #11, 2(0%)
minecraft.picked_up.andesite: #12, 9956(3%)
minecraft.used.anvil: #12, 53(3%)
minecraft.crafted.anvil: #12, 36(3%)
minecraft.mined.dirt: #12, 24553(2%)
minecraft.mined.spruce_trapdoor: #12, 238(3%)
minecraft.crafted.hopper: #12, 740(3%)
minecraft.used.minecart: #12, 125(3%)
minecraft.picked_up.diamond_pickaxe: #12, 65(3%)
minecraft.dropped.diamond_axe: #12, 5(3%)
minecraft.picked_up.diamond: #12, 1130(2%)
minecraft.custom.inspect_dispenser: #12, 497(2%)
minecraft.used.beacon: #12, 24(3%)
minecraft.mined.shulker_box: #12, 917(2%)
minecraft.used.shulker_box: #12, 926(2%)
minecraft.picked_up.shulker_box: #12, 928(2%)
minecraft.dropped.diorite: #12, 1830(2%)
minecraft.dropped.golden_boots: #12, 7(2%)
minecraft.crafted.armor_stand: #12, 76(2%)
minecraft.picked_up.rotten_flesh: #12, 1523(1%)
minecraft.mined.white_carpet: #12, 53(2%)
minecraft.picked_up.snowball: #12, 2100(2%)
minecraft.mined.anvil: #12, 18(2%)
minecraft.dropped.bucket: #12, 12(2%)
minecraft.crafted.dark_oak_fence: #12, 309(2%)
minecraft.mined.oak_slab: #12, 124(2%)
minecraft.dropped.white_carpet: #12, 15(2%)
minecraft.mined.piston: #12, 76(2%)
minecraft.mined.infested_stone: #12, 28(2%)
minecraft.crafted.stone: #12, 2797(2%)
minecraft.crafted.piston: #12, 300(2%)
minecraft.picked_up.beetroot_seeds: #12, 71(2%)
minecraft.used.lapis_ore: #12, 66(2%)
minecraft.dropped.cobblestone_stairs: #12, 35(2%)
minecraft.dropped.lever: #12, 14(2%)
minecraft.used.campfire: #12, 26(2%)
minecraft.picked_up.item_frame: #12, 95(1%)
minecraft.used.dropper: #12, 114(2%)
minecraft.used.light_gray_concrete_powder: #12, 1580(2%)
minecraft.picked_up.sponge: #12, 34(2%)
minecraft.picked_up.cobblestone_slab: #12, 175(1%)
minecraft.picked_up.bookshelf: #12, 24(2%)
minecraft.custom.play_one_minute: #13, 44911721(2%)
minecraft.dropped.grass_block: #12, 537(2%)
minecraft.mined.dropper: #12, 43(2%)
minecraft.picked_up.dispenser: #12, 37(1%)
minecraft.used.cooked_porkchop: #12, 10(1%)
minecraft.crafted.red_concrete_powder: #12, 344(2%)
minecraft.picked_up.gold_block: #12, 180(1%)
minecraft.crafted.light_gray_concrete_powder: #12, 1312(1%)
minecraft.used.white_stained_glass_pane: #12, 402(1%)
minecraft.mined.campfire: #12, 11(2%)
minecraft.used.beetroot_seeds: #12, 21(2%)
minecraft.picked_up.flower_pot: #12, 13(1%)
minecraft.picked_up.oak_fence_gate: #12, 12(1%)
minecraft.dropped.powered_rail: #12, 12(1%)
minecraft.dropped.birch_log: #12, 33(1%)
minecraft.dropped.red_mushroom: #12, 6(1%)
minecraft.killed.pufferfish: #12, 1(2%)
minecraft.crafted.observer: #12, 155(1%)
minecraft.mined.white_tulip: #12, 9(1%)
minecraft.crafted.black_concrete_powder: #12, 1440(1%)
minecraft.used.black_concrete_powder: #12, 1231(1%)
minecraft.dropped.white_wool: #12, 15(1%)
minecraft.used.rose_bush: #12, 10(1%)
minecraft.killed.ravager: #12, 1(1%)
minecraft.mined.dark_oak_log: #12, 813(1%)
minecraft.picked_up.glowstone_dust: #12, 176(1%)
minecraft.crafted.white_stained_glass_pane: #12, 256(1%)
minecraft.mined.orange_terracotta: #12, 698(1%)
minecraft.mined.carved_pumpkin: #12, 77(1%)
minecraft.dropped.gold_ingot: #12, 34(1%)
minecraft.picked_up.cobweb: #12, 81(1%)
minecraft.crafted.beacon: #12, 3(1%)
minecraft.mined.sea_pickle: #12, 20(1%)
minecraft.used.yellow_concrete: #12, 114(1%)
minecraft.dropped.poisonous_potato: #12, 3(1%)
minecraft.used.end_crystal: #12, 1(1%)
minecraft.picked_up.orange_terracotta: #12, 611(1%)
minecraft.used.terracotta: #12, 59(1%)
minecraft.dropped.sandstone: #12, 104(1%)
minecraft.dropped.spruce_sapling: #12, 11(1%)
minecraft.dropped.leather: #12, 15(1%)
minecraft.used.smoker: #12, 3(1%)
minecraft.used.wither_skeleton_skull: #12, 9(1%)
minecraft.picked_up.turtle_helmet: #12, 1(1%)
minecraft.used.white_stained_glass: #12, 573(0%)
minecraft.used.stone_stairs: #12, 25(1%)
minecraft.dropped.birch_sapling: #12, 7(1%)
minecraft.dropped.birch_sign: #12, 2(1%)
minecraft.killed.rabbit: #12, 1(1%)
minecraft.dropped.oak_trapdoor: #12, 2(1%)
minecraft.used.cut_sandstone: #12, 43(0%)
minecraft.mined.birch_fence: #12, 5(0%)
minecraft.picked_up.green_carpet: #12, 3(1%)
minecraft.mined.light_blue_stained_glass: #12, 59(0%)
minecraft.crafted.cake: #12, 6(0%)
minecraft.dropped.terracotta: #12, 17(0%)
minecraft.dropped.stone_brick_stairs: #12, 17(0%)
minecraft.mined.smooth_sandstone: #12, 48(0%)
minecraft.mined.sponge: #12, 2(1%)
minecraft.mined.orange_carpet: #12, 1(1%)
minecraft.used.cake: #12, 3(0%)
minecraft.crafted.stone_stairs: #12, 32(0%)
minecraft.used.sandstone: #12, 137(0%)
minecraft.picked_up.smoker: #12, 1(0%)
minecraft.used.orange_stained_glass: #12, 8(0%)
minecraft.picked_up.prismarine: #12, 74(0%)
minecraft.mined.jungle_trapdoor: #12, 4(0%)
minecraft.killed_by.guardian: #12, 1(0%)
minecraft.mined.oak_wood: #12, 3(0%)
minecraft.picked_up.chorus_flower: #12, 7(0%)
minecraft.crafted.stone_brick_wall: #12, 36(0%)
minecraft.dropped.sunflower: #12, 1(0%)
minecraft.crafted.cooked_porkchop: #12, 9(0%)
minecraft.mined.polished_granite: #12, 12(0%)
minecraft.picked_up.orange_carpet: #12, 1(0%)
minecraft.picked_up.oak_wood: #12, 3(0%)
minecraft.dropped.snow_block: #12, 4(0%)
minecraft.dropped.lilac: #12, 1(0%)
minecraft.used.smooth_quartz_slab: #12, 30(0%)
minecraft.picked_up.gray_stained_glass: #12, 10(0%)
minecraft.dropped.azure_bluet: #12, 4(0%)
minecraft.dropped.sugar: #12, 2(0%)
minecraft.dropped.smooth_sandstone: #12, 4(0%)
minecraft.dropped.gray_carpet: #12, 1(0%)
minecraft.picked_up.smooth_quartz: #12, 20(0%)
minecraft.picked_up.smooth_quartz_slab: #12, 5(0%)
minecraft.dropped.light_gray_carpet: #12, 2(0%)
minecraft.dropped.white_banner: #12, 1(0%)
minecraft.picked_up.prismarine_brick_slab: #12, 1(0%)
minecraft.dropped.sea_pickle: #12, 1(0%)
minecraft.custom.open_chest: #13, 18363(2%)
minecraft.custom.drop: #13, 5057(3%)
minecraft.used.spruce_stairs: #13, 871(4%)
minecraft.mined.stone: #13, 167151(3%)
minecraft.picked_up.spruce_trapdoor: #13, 296(3%)
minecraft.mined.andesite: #13, 10683(3%)
minecraft.custom.fall_one_cm: #13, 5205869(2%)
minecraft.crafted.torch: #13, 6844(3%)
minecraft.crafted.iron_ingot: #13, 9997(3%)
minecraft.picked_up.flint: #13, 639(2%)
minecraft.custom.interact_with_beacon: #13, 41(3%)
minecraft.dropped.torch: #13, 317(3%)
minecraft.crafted.diamond_sword: #13, 4(2%)
minecraft.used.dirt: #13, 14801(2%)
minecraft.picked_up.iron_leggings: #13, 7(2%)
minecraft.used.spruce_trapdoor: #13, 639(2%)
minecraft.dropped.golden_leggings: #13, 7(3%)
minecraft.picked_up.iron_boots: #13, 6(2%)
minecraft.custom.mob_kills: #13, 40873(1%)
minecraft.mined.oak_fence: #13, 114(2%)
minecraft.custom.animals_bred: #13, 373(2%)
minecraft.dropped.firework_rocket: #13, 538(2%)
minecraft.mined.wheat: #13, 1178(2%)
minecraft.mined.kelp: #13, 331(2%)
minecraft.crafted.minecart: #13, 66(2%)
minecraft.custom.inspect_dropper: #13, 347(2%)
minecraft.picked_up.netherrack: #13, 15488(2%)
minecraft.mined.mossy_cobblestone: #13, 56(2%)
minecraft.used.furnace: #13, 144(2%)
minecraft.picked_up.anvil: #13, 21(2%)
minecraft.used.vine: #13, 62(2%)
minecraft.mined.black_shulker_box: #13, 79(2%)
minecraft.used.quartz_slab: #13, 1062(2%)
minecraft.picked_up.black_shulker_box: #13, 79(2%)
minecraft.used.black_shulker_box: #13, 79(2%)
minecraft.crafted.glass: #13, 2369(2%)
minecraft.dropped.player_head: #13, 39(2%)
minecraft.picked_up.slime_ball: #13, 874(2%)
minecraft.used.glass_bottle: #13, 103(2%)
minecraft.used.redstone_torch: #13, 245(2%)
minecraft.mined.dark_oak_trapdoor: #13, 36(2%)
minecraft.used.armor_stand: #13, 56(2%)
minecraft.picked_up.white_carpet: #13, 77(1%)
minecraft.used.dark_oak_leaves: #13, 91(2%)
minecraft.picked_up.potion: #13, 36(1%)
minecraft.picked_up.golden_carrot: #13, 384(1%)
minecraft.picked_up.dark_oak_trapdoor: #13, 43(1%)
minecraft.picked_up.observer: #13, 142(1%)
minecraft.mined.observer: #13, 117(1%)
minecraft.used.cauldron: #13, 16(1%)
minecraft.mined.lantern: #13, 22(1%)
minecraft.crafted.black_dye: #13, 404(1%)
minecraft.used.jungle_log: #13, 113(1%)
minecraft.picked_up.black_concrete: #13, 921(1%)
minecraft.dropped.spruce_boat: #13, 3(2%)
minecraft.mined.dispenser: #13, 22(1%)
minecraft.crafted.repeater: #13, 201(1%)
minecraft.used.dark_oak_boat: #13, 14(1%)
minecraft.dropped.wooden_pickaxe: #13, 1(2%)
minecraft.mined.pumpkin: #13, 42(1%)
minecraft.mined.barrel: #13, 14(1%)
minecraft.used.nether_quartz_ore: #13, 506(1%)
minecraft.dropped.cooked_beef: #13, 22(1%)
minecraft.used.comparator: #13, 78(1%)
minecraft.picked_up.white_banner: #13, 22(1%)
minecraft.picked_up.rose_bush: #13, 113(1%)
minecraft.dropped.iron_block: #13, 59(1%)
minecraft.dropped.enchanted_book: #13, 7(1%)
minecraft.mined.yellow_concrete: #13, 190(1%)
minecraft.crafted.blaze_powder: #13, 76(1%)
minecraft.used.gold_block: #13, 186(1%)
minecraft.used.tripwire_hook: #13, 22(1%)
minecraft.custom.interact_with_smoker: #13, 5(1%)
minecraft.picked_up.nether_quartz_ore: #13, 560(1%)
minecraft.mined.orange_tulip: #13, 9(1%)
minecraft.crafted.dark_oak_slab: #13, 342(1%)
minecraft.broken.fishing_rod: #13, 1(1%)
minecraft.picked_up.yellow_concrete: #13, 165(1%)
minecraft.dropped.snowball: #13, 52(1%)
minecraft.picked_up.dark_oak_log: #13, 898(1%)
minecraft.used.stone_pressure_plate: #13, 28(1%)
minecraft.crafted.dark_oak_boat: #13, 2(1%)
minecraft.killed.trader_llama: #13, 2(1%)
minecraft.crafted.birch_slab: #13, 300(1%)
minecraft.picked_up.pink_tulip: #13, 8(1%)
minecraft.crafted.white_stained_glass: #13, 952(1%)
minecraft.dropped.redstone_block: #13, 14(1%)
minecraft.mined.birch_log: #13, 309(1%)
minecraft.picked_up.carved_pumpkin: #13, 77(1%)
minecraft.used.conduit: #13, 1(1%)
minecraft.picked_up.light_blue_stained_glass: #13, 112(1%)
minecraft.mined.birch_slab: #13, 25(1%)
minecraft.picked_up.red_concrete_powder: #13, 34(1%)
minecraft.crafted.gold_block: #13, 93(1%)
minecraft.crafted.purple_shulker_box: #13, 1(1%)
minecraft.picked_up.crossbow: #13, 5(1%)
minecraft.mined.emerald_block: #13, 6(0%)
minecraft.picked_up.sea_pickle: #13, 62(1%)
minecraft.mined.tripwire: #13, 11(0%)
minecraft.killed.snow_golem: #13, 1(1%)
minecraft.dropped.obsidian: #13, 9(1%)
minecraft.used.black_wool: #13, 50(1%)
minecraft.mined.chiseled_sandstone: #13, 1(1%)
minecraft.mined.lime_carpet: #13, 3(1%)
minecraft.picked_up.coarse_dirt: #13, 75(0%)
minecraft.crafted.light_blue_stained_glass: #13, 200(0%)
minecraft.used.oxeye_daisy: #13, 1(1%)
minecraft.used.blue_bed: #13, 2(1%)
minecraft.custom.walk_under_water_one_cm: #14, 10550880(2%)
minecraft.dropped.oak_slab: #13, 5(0%)
minecraft.crafted.yellow_stained_glass_pane: #13, 16(0%)
minecraft.crafted.lime_shulker_box: #13, 1(0%)
minecraft.used.red_concrete: #13, 51(0%)
minecraft.picked_up.lime_carpet: #13, 3(0%)
minecraft.dropped.nether_bricks: #13, 4(0%)
minecraft.crafted.bone_block: #13, 170(0%)
minecraft.mined.red_wall_banner: #13, 1(0%)
minecraft.dropped.black_wool: #13, 1(0%)
minecraft.crafted.dark_oak_wood: #13, 15(0%)
minecraft.used.light_blue_stained_glass: #13, 42(0%)
minecraft.picked_up.acacia_fence: #13, 2(0%)
minecraft.mined.acacia_fence: #13, 2(0%)
minecraft.picked_up.smooth_sandstone: #13, 31(0%)
minecraft.picked_up.seagrass: #13, 4(0%)
minecraft.dropped.light_gray_concrete: #13, 1(0%)
minecraft.mined.smooth_quartz_slab: #13, 3(0%)
minecraft.used.pink_wool: #13, 1(0%)
minecraft.dropped.jungle_leaves: #13, 1(0%)
minecraft.used.brown_wool: #13, 1(0%)
minecraft.dropped.bone_block: #13, 3(0%)
minecraft.picked_up.gold_nugget: #13, 68(0%)
minecraft.killed.pillager: #13, 23(0%)
minecraft.killed.witch: #13, 5(0%)
minecraft.used.carrot_on_a_stick: #13, 1(0%)
minecraft.killed.vindicator: #13, 8(0%)
minecraft.used.lime_terracotta: #13, 2(0%)
minecraft.custom.damage_taken: #14, 182502(2%)
minecraft.picked_up.torch: #14, 5296(3%)
minecraft.mined.oak_planks: #14, 572(3%)
minecraft.custom.damage_dealt: #14, 464874(2%)
minecraft.mined.granite: #14, 7968(3%)
minecraft.mined.diorite: #14, 8732(3%)
minecraft.picked_up.diorite: #14, 8196(3%)
minecraft.picked_up.granite: #14, 7227(3%)
minecraft.crafted.chest: #14, 1247(2%)
minecraft.custom.time_since_death: #14, 3234133(1%)
minecraft.mined.cobblestone: #14, 2585(2%)
minecraft.killed_by.player: #14, 2(3%)
minecraft.custom.swim_one_cm: #14, 4659889(2%)
minecraft.used.cobblestone_wall: #14, 354(2%)
minecraft.crafted.wooden_axe: #14, 1(3%)
minecraft.dropped.bone_meal: #14, 193(2%)
minecraft.crafted.spruce_trapdoor: #14, 450(2%)
minecraft.used.cobblestone: #14, 4938(2%)
minecraft.crafted.spruce_boat: #14, 7(2%)
minecraft.mined.sand: #14, 26206(1%)
minecraft.used.bow: #14, 1168(2%)
minecraft.dropped.dirt: #14, 1872(2%)
minecraft.picked_up.gold_ore: #14, 472(2%)
minecraft.mined.flower_pot: #14, 4(2%)
minecraft.picked_up.sand: #14, 26082(1%)
minecraft.crafted.furnace: #14, 123(1%)
minecraft.custom.interact_with_lectern: #14, 48(2%)
minecraft.crafted.coal: #14, 1350(2%)
minecraft.used.flower_pot: #14, 36(2%)
minecraft.used.gravel: #14, 798(2%)
minecraft.killed.cow: #14, 145(1%)
minecraft.mined.cactus: #14, 48(2%)
minecraft.picked_up.chainmail_chestplate: #14, 2(2%)
minecraft.used.enchanting_table: #14, 2(2%)
minecraft.used.granite: #14, 180(1%)
minecraft.mined.dark_oak_stairs: #14, 81(1%)
minecraft.dropped.diamond_boots: #14, 2(2%)
minecraft.mined.quartz_slab: #14, 220(2%)
minecraft.used.obsidian: #14, 291(1%)
minecraft.picked_up.mossy_cobblestone: #14, 56(2%)
minecraft.custom.open_barrel: #14, 479(1%)
minecraft.picked_up.trident: #14, 11(1%)
minecraft.picked_up.white_stained_glass_pane: #14, 124(1%)
minecraft.mined.hopper: #14, 138(1%)
minecraft.picked_up.quartz_slab: #14, 240(1%)
minecraft.mined.dark_oak_slab: #14, 115(1%)
minecraft.picked_up.diamond_helmet: #14, 10(1%)
minecraft.used.sticky_piston: #14, 152(1%)
minecraft.custom.walk_one_cm: #15, 92945991(3%)
minecraft.dropped.name_tag: #14, 3(1%)
minecraft.picked_up.dropper: #14, 44(1%)
minecraft.dropped.dark_oak_boat: #14, 1(2%)
minecraft.crafted.cauldron: #14, 15(1%)
minecraft.crafted.red_dye: #14, 438(1%)
minecraft.dropped.netherrack: #14, 3088(1%)
minecraft.killed.bat: #14, 9(1%)
minecraft.used.white_terracotta: #14, 96(1%)
minecraft.picked_up.dark_oak_slab: #14, 125(1%)
minecraft.mined.birch_pressure_plate: #14, 2(1%)
minecraft.killed_by.drowned: #14, 1(1%)
minecraft.crafted.redstone_torch: #14, 707(1%)
minecraft.mined.quartz_block: #14, 67(1%)
minecraft.crafted.light_blue_dye: #14, 192(1%)
minecraft.dropped.minecart: #14, 5(1%)
minecraft.used.kelp: #14, 285(1%)
minecraft.picked_up.lantern: #14, 35(1%)
minecraft.used.dark_oak_stairs: #14, 184(1%)
minecraft.dropped.stone_hoe: #14, 1(1%)
minecraft.used.dark_oak_slab: #14, 310(1%)
minecraft.picked_up.birch_pressure_plate: #14, 2(1%)
minecraft.crafted.pink_dye: #14, 66(1%)
minecraft.custom.fill_cauldron: #14, 3(1%)
minecraft.dropped.iron_ore: #14, 137(1%)
minecraft.used.white_carpet: #14, 132(1%)
minecraft.picked_up.barrel: #14, 14(1%)
minecraft.mined.white_stained_glass: #14, 149(1%)
minecraft.crafted.light_gray_dye: #14, 239(1%)
minecraft.picked_up.white_stained_glass: #14, 179(1%)
minecraft.dropped.gunpowder: #14, 60(1%)
minecraft.mined.cut_sandstone: #14, 23(1%)
minecraft.crafted.comparator: #14, 61(1%)
minecraft.dropped.sugar_cane: #14, 106(1%)
minecraft.picked_up.quartz_block: #14, 131(1%)
minecraft.killed.wandering_trader: #14, 1(1%)
minecraft.dropped.glass: #14, 77(1%)
minecraft.picked_up.sandstone_slab: #14, 74(1%)
minecraft.mined.sandstone_slab: #14, 69(1%)
minecraft.dropped.smooth_stone: #14, 21(1%)
minecraft.picked_up.carrot: #14, 899(1%)
minecraft.mined.black_concrete: #14, 648(1%)
minecraft.picked_up.cut_sandstone: #14, 20(1%)
minecraft.picked_up.smooth_stone: #14, 193(1%)
minecraft.picked_up.orange_tulip: #14, 12(1%)
minecraft.picked_up.white_tulip: #14, 10(1%)
minecraft.picked_up.birch_slab: #14, 30(1%)
minecraft.dropped.spider_eye: #14, 27(1%)
minecraft.used.red_concrete_powder: #14, 117(1%)
minecraft.picked_up.lime_stained_glass_pane: #14, 8(1%)
minecraft.crafted.smooth_sandstone: #14, 352(1%)
minecraft.crafted.black_shulker_box: #14, 1(1%)
minecraft.mined.lime_stained_glass_pane: #14, 4(1%)
minecraft.used.sugar_cane: #14, 120(0%)
minecraft.picked_up.red_concrete: #14, 97(0%)
minecraft.crafted.leather_leggings: #14, 5(1%)
minecraft.crafted.iron_trapdoor: #14, 71(0%)
minecraft.dropped.brown_mushroom: #14, 5(0%)
minecraft.used.smooth_sandstone: #14, 324(1%)
minecraft.picked_up.birch_fence: #14, 5(0%)
minecraft.crafted.light_gray_stained_glass: #14, 256(1%)
minecraft.used.red_terracotta: #14, 136(0%)
minecraft.dropped.salmon: #14, 13(0%)
minecraft.used.iron_trapdoor: #14, 70(0%)
minecraft.picked_up.campfire: #14, 3(0%)
minecraft.used.polished_andesite: #14, 254(0%)
minecraft.picked_up.red_banner: #14, 3(0%)
minecraft.mined.coarse_dirt: #14, 50(0%)
minecraft.mined.slime_block: #14, 28(0%)
minecraft.dropped.filled_map: #14, 1(0%)
minecraft.crafted.shulker_box: #14, 17(0%)
minecraft.crafted.white_wool: #14, 46(0%)
minecraft.dropped.kelp: #14, 206(0%)
minecraft.crafted.glowstone: #14, 47(0%)
minecraft.picked_up.red_terracotta: #14, 217(0%)
minecraft.used.carved_pumpkin: #14, 2(0%)
minecraft.crafted.yellow_shulker_box: #14, 2(0%)
minecraft.used.stone_brick_wall: #14, 16(0%)
minecraft.crafted.smoker: #14, 2(0%)
minecraft.picked_up.brown_concrete_powder: #14, 6(0%)
minecraft.picked_up.shulker_shell: #14, 32(0%)
minecraft.mined.light_gray_stained_glass: #14, 10(0%)
minecraft.mined.yellow_bed: #14, 1(0%)
minecraft.picked_up.yellow_bed: #14, 1(0%)
minecraft.crafted.dark_oak_button: #14, 2(0%)
minecraft.dropped.phantom_membrane: #14, 1(0%)
minecraft.dropped.iron_trapdoor: #14, 1(0%)
minecraft.used.lime_stained_glass_pane: #14, 8(0%)
minecraft.picked_up.light_gray_stained_glass: #14, 10(0%)
minecraft.dropped.poppy: #14, 72(0%)
minecraft.mined.stone_brick_wall: #14, 2(0%)
minecraft.mined.red_terracotta: #14, 103(0%)
minecraft.dropped.dark_oak_slab: #14, 2(0%)
