stat, rank, value, (percentage) 
minecraft.picked_up.lime_concrete: #15, 1(0%)
minecraft.used.gray_stained_glass: #15, 3(0%)
minecraft.used.red_stained_glass: #15, 1(0%)
minecraft.used.cyan_stained_glass: #15, 1(0%)
minecraft.used.diamond_pickaxe: #16, 260438(2%)
minecraft.mined.cobblestone: #16, 2240(2%)
minecraft.picked_up.oak_planks: #16, 525(2%)
minecraft.used.iron_shovel: #16, 926(2%)
minecraft.picked_up.bow: #16, 90(2%)
minecraft.custom.open_shulker_box: #16, 9001(1%)
minecraft.crafted.diamond_pickaxe: #16, 10(2%)
minecraft.crafted.ladder: #16, 234(2%)
minecraft.picked_up.cobblestone_stairs: #16, 95(2%)
minecraft.picked_up.dark_oak_fence: #16, 88(2%)
minecraft.used.bow: #16, 874(1%)
minecraft.picked_up.anvil: #16, 15(1%)
minecraft.mined.soul_sand: #16, 594(1%)
minecraft.picked_up.soul_sand: #16, 548(1%)
minecraft.picked_up.chainmail_boots: #16, 2(1%)
minecraft.picked_up.rotten_flesh: #16, 865(1%)
minecraft.used.spruce_door: #16, 18(1%)
minecraft.used.quartz_block: #16, 179(1%)
minecraft.picked_up.charcoal: #16, 6(1%)
minecraft.custom.mob_kills: #16, 18185(1%)
minecraft.picked_up.hopper: #16, 137(1%)
minecraft.mined.hopper: #16, 118(1%)
minecraft.used.stone_hoe: #16, 65(1%)
minecraft.mined.netherrack: #16, 13211(1%)
minecraft.picked_up.diamond_boots: #16, 10(1%)
minecraft.mined.gravel: #16, 6232(1%)
minecraft.picked_up.gravel: #16, 6400(1%)
minecraft.mined.beacon: #16, 6(1%)
minecraft.used.iron_door: #16, 13(1%)
minecraft.picked_up.diamond_helmet: #16, 8(1%)
minecraft.crafted.paper: #16, 5712(1%)
minecraft.used.beacon: #16, 8(1%)
minecraft.used.oak_trapdoor: #16, 90(1%)
minecraft.picked_up.cobblestone_slab: #16, 103(1%)
minecraft.picked_up.birch_boat: #16, 16(1%)
minecraft.used.netherrack: #16, 1167(1%)
minecraft.used.sea_lantern: #16, 541(1%)
minecraft.killed.slime: #16, 131(1%)
minecraft.crafted.glass_bottle: #16, 45(1%)
minecraft.dropped.diamond: #16, 75(1%)
minecraft.used.damaged_anvil: #16, 2(1%)
minecraft.used.glass_bottle: #16, 45(1%)
minecraft.picked_up.diamond_leggings: #16, 7(1%)
minecraft.used.detector_rail: #16, 6(1%)
minecraft.mined.damaged_anvil: #16, 2(1%)
minecraft.mined.oak_button: #16, 2(1%)
minecraft.picked_up.brown_mushroom: #16, 30(1%)
minecraft.picked_up.damaged_anvil: #16, 2(1%)
minecraft.picked_up.slime_ball: #16, 284(1%)
minecraft.used.comparator: #16, 46(1%)
minecraft.used.ender_pearl: #16, 65(0%)
minecraft.dropped.spruce_log: #16, 34(0%)
minecraft.picked_up.quartz_block: #16, 91(0%)
minecraft.used.rose_bush: #16, 5(0%)
minecraft.picked_up.white_tulip: #16, 7(1%)
minecraft.dropped.iron_nugget: #16, 7(0%)
minecraft.mined.orange_tulip: #16, 4(0%)
minecraft.used.cyan_carpet: #16, 5(0%)
minecraft.used.smoker: #16, 2(0%)
minecraft.mined.piston_head: #16, 1(0%)
minecraft.crafted.book: #16, 25(0%)
minecraft.crafted.spruce_button: #16, 5(0%)
minecraft.used.white_stained_glass: #16, 360(0%)
minecraft.mined.carrots: #16, 86(0%)
minecraft.picked_up.sandstone_stairs: #16, 8(0%)
minecraft.custom.fly_one_cm: #17, 54456766(2%)
minecraft.used.light_blue_concrete: #16, 31(0%)
minecraft.mined.stripped_dark_oak_log: #16, 13(0%)
minecraft.crafted.birch_slab: #16, 96(0%)
minecraft.picked_up.light_gray_carpet: #16, 16(0%)
minecraft.crafted.dispenser: #16, 10(0%)
minecraft.used.yellow_concrete: #16, 31(0%)
minecraft.used.birch_sapling: #16, 20(0%)
minecraft.crafted.brewing_stand: #16, 1(0%)
minecraft.picked_up.stone_slab: #16, 13(0%)
minecraft.mined.lime_wool: #16, 1(0%)
minecraft.picked_up.white_terracotta: #16, 96(0%)
minecraft.mined.red_mushroom: #16, 1(0%)
minecraft.mined.stone_slab: #16, 7(0%)
minecraft.crafted.yellow_shulker_box: #16, 1(0%)
minecraft.picked_up.packed_ice: #16, 258(0%)
minecraft.picked_up.blue_wool: #16, 22(0%)
minecraft.crafted.glowstone: #16, 20(0%)
minecraft.used.packed_ice: #16, 80(0%)
minecraft.picked_up.red_terracotta: #16, 77(0%)
minecraft.picked_up.light_gray_terracotta: #16, 95(0%)
minecraft.mined.packed_ice: #16, 169(0%)
minecraft.picked_up.blue_concrete: #16, 6(0%)
minecraft.crafted.birch_stairs: #16, 8(0%)
minecraft.picked_up.iron_ingot: #16, 477(0%)
minecraft.crafted.red_carpet: #16, 9(0%)
minecraft.mined.nether_bricks: #16, 15(0%)
minecraft.mined.yellow_wool: #16, 1(0%)
minecraft.used.lime_stained_glass_pane: #16, 3(0%)
minecraft.mined.white_terracotta: #16, 29(0%)
minecraft.picked_up.sweet_berries: #16, 8(0%)
minecraft.used.dark_oak_leaves: #16, 1(0%)
minecraft.crafted.polished_diorite: #16, 4(0%)
minecraft.mined.light_gray_terracotta: #16, 28(0%)
minecraft.picked_up.orange_concrete: #16, 1(0%)
minecraft.used.lime_stained_glass: #16, 1(0%)
minecraft.picked_up.yellow_concrete: #16, 1(0%)
minecraft.custom.walk_one_cm: #17, 57069222(2%)
minecraft.custom.open_chest: #17, 13872(2%)
minecraft.custom.crouch_one_cm: #17, 3830246(2%)
minecraft.mined.oak_fence: #17, 96(2%)
minecraft.picked_up.oak_fence: #17, 97(2%)
minecraft.killed_by.creeper: #17, 2(2%)
minecraft.picked_up.golden_boots: #17, 6(1%)
minecraft.mined.torch: #17, 607(1%)
minecraft.used.anvil: #17, 22(1%)
minecraft.dropped.diamond_sword: #17, 3(1%)
minecraft.crafted.iron_shovel: #17, 6(1%)
minecraft.crafted.diamond: #17, 729(1%)
minecraft.used.bone_meal: #17, 1329(1%)
minecraft.mined.redstone_torch: #17, 28(1%)
minecraft.used.coal_ore: #17, 305(1%)
minecraft.crafted.spruce_door: #17, 15(1%)
minecraft.picked_up.minecart: #17, 52(1%)
minecraft.used.writable_book: #17, 32(1%)
minecraft.custom.inspect_hopper: #17, 443(1%)
minecraft.used.redstone_torch: #17, 137(1%)
minecraft.crafted.iron_door: #17, 9(1%)
minecraft.killed.skeleton: #17, 697(1%)
minecraft.picked_up.beacon: #17, 6(1%)
minecraft.used.glass: #17, 833(1%)
minecraft.used.redstone: #17, 492(1%)
minecraft.picked_up.spruce_door: #17, 8(1%)
minecraft.dropped.coal: #17, 74(1%)
minecraft.picked_up.detector_rail: #17, 5(1%)
minecraft.picked_up.diamond_pickaxe: #17, 16(1%)
minecraft.crafted.baked_potato: #17, 99(1%)
minecraft.dropped.baked_potato: #17, 20(1%)
minecraft.picked_up.flint: #17, 145(1%)
minecraft.used.oak_fence_gate: #17, 10(1%)
minecraft.crafted.cobblestone_slab: #17, 258(1%)
minecraft.crafted.enchanted_book: #17, 26(1%)
minecraft.mined.cobblestone_slab: #17, 42(1%)
minecraft.picked_up.diamond_shovel: #17, 8(1%)
minecraft.custom.inspect_dropper: #17, 103(1%)
minecraft.picked_up.dark_oak_boat: #17, 7(1%)
minecraft.mined.quartz_block: #17, 40(1%)
minecraft.crafted.redstone_torch: #17, 409(1%)
minecraft.picked_up.glass_pane: #17, 24(1%)
minecraft.mined.brown_mushroom: #17, 8(1%)
minecraft.crafted.repeater: #17, 86(0%)
minecraft.used.repeater: #17, 99(0%)
minecraft.used.tripwire_hook: #17, 12(0%)
minecraft.crafted.white_banner: #17, 6(0%)
minecraft.mined.smooth_stone: #17, 58(0%)
minecraft.used.cobblestone_slab: #17, 139(0%)
minecraft.used.jungle_log: #17, 37(0%)
minecraft.used.birch_door: #17, 1(1%)
minecraft.crafted.leather_boots: #17, 4(1%)
minecraft.picked_up.nether_star: #17, 2(0%)
minecraft.used.oak_button: #17, 4(0%)
minecraft.picked_up.red_tulip: #17, 6(0%)
minecraft.dropped.rotten_flesh: #17, 126(0%)
minecraft.used.milk_bucket: #17, 1(0%)
minecraft.picked_up.nautilus_shell: #17, 2(0%)
minecraft.crafted.dropper: #17, 17(0%)
minecraft.used.horn_coral_fan: #17, 2(0%)
minecraft.dropped.white_concrete: #17, 19(0%)
minecraft.crafted.white_shulker_box: #17, 1(0%)
minecraft.picked_up.tnt: #17, 9(0%)
minecraft.mined.red_carpet: #17, 4(0%)
minecraft.picked_up.red_carpet: #17, 6(0%)
minecraft.picked_up.golden_apple: #17, 1(0%)
minecraft.crafted.lectern: #17, 1(0%)
minecraft.used.jungle_leaves: #17, 13(0%)
minecraft.crafted.campfire: #17, 2(0%)
minecraft.used.acacia_log: #17, 32(0%)
minecraft.crafted.stone_slab: #17, 18(0%)
minecraft.used.red_carpet: #17, 10(0%)
minecraft.crafted.observer: #17, 9(0%)
minecraft.dropped.diamond_block: #17, 1(0%)
minecraft.mined.yellow_terracotta: #17, 15(0%)
minecraft.picked_up.nether_bricks: #17, 15(0%)
minecraft.used.nether_bricks: #17, 15(0%)
minecraft.dropped.oxeye_daisy: #17, 1(0%)
minecraft.dropped.azure_bluet: #17, 1(0%)
minecraft.used.iron_ore: #17, 1(0%)
minecraft.used.stripped_dark_oak_log: #17, 1(0%)
minecraft.used.stone_slab: #17, 8(0%)
minecraft.dropped.prismarine_crystals: #17, 7(0%)
minecraft.mined.polished_diorite: #17, 1(0%)
minecraft.picked_up.polished_diorite: #17, 1(0%)
minecraft.mined.red_terracotta: #17, 12(0%)
minecraft.mined.light_blue_stained_glass: #17, 1(0%)
minecraft.picked_up.cyan_stained_glass: #17, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #17, 1(0%)
minecraft.mined.prismarine_bricks: #17, 2(0%)
minecraft.used.prismarine_bricks: #17, 2(0%)
minecraft.picked_up.gold_nugget: #17, 17(0%)
minecraft.used.prismarine: #17, 1(0%)
minecraft.picked_up.prismarine_bricks: #17, 2(0%)
minecraft.crafted.air: #17, 0(0%)
minecraft.custom.interact_with_crafting_table: #18, 1566(2%)
minecraft.custom.damage_dealt: #18, 248545(1%)
minecraft.picked_up.wheat_seeds: #18, 2285(1%)
minecraft.picked_up.redstone: #18, 6819(1%)
minecraft.mined.wall_torch: #18, 268(1%)
minecraft.used.diamond_sword: #18, 3837(1%)
minecraft.custom.damage_taken: #18, 68358(1%)
minecraft.used.wheat_seeds: #18, 988(1%)
minecraft.crafted.crafting_table: #18, 34(1%)
minecraft.crafted.lapis_block: #18, 160(1%)
minecraft.used.oak_sign: #18, 177(1%)
minecraft.picked_up.wheat: #18, 929(1%)
minecraft.custom.swim_one_cm: #18, 2505930(1%)
minecraft.used.water_bucket: #18, 739(1%)
minecraft.custom.interact_with_beacon: #18, 17(1%)
minecraft.picked_up.leather_boots: #18, 6(1%)
minecraft.used.diorite: #18, 185(1%)
minecraft.dropped.gravel: #18, 263(1%)
minecraft.mined.lever: #18, 21(1%)
minecraft.mined.potatoes: #18, 165(1%)
minecraft.picked_up.diamond_sword: #18, 10(1%)
minecraft.custom.interact_with_loom: #18, 5(1%)
minecraft.used.enchanting_table: #18, 1(1%)
minecraft.picked_up.diamond_axe: #18, 8(1%)
minecraft.crafted.charcoal: #18, 21(1%)
minecraft.crafted.oak_trapdoor: #18, 60(1%)
minecraft.picked_up.rail: #18, 363(1%)
minecraft.picked_up.sea_lantern: #18, 204(1%)
minecraft.crafted.stone_shovel: #18, 3(1%)
minecraft.crafted.redstone: #18, 1278(1%)
minecraft.used.firework_rocket: #18, 74(0%)
minecraft.used.stripped_oak_log: #18, 14(1%)
minecraft.used.oak_leaves: #18, 393(1%)
minecraft.picked_up.string: #18, 224(0%)
minecraft.used.obsidian: #18, 108(1%)
minecraft.mined.rail: #18, 194(0%)
minecraft.picked_up.lever: #18, 26(0%)
minecraft.used.minecart: #18, 17(0%)
minecraft.used.andesite: #18, 187(0%)
minecraft.used.dark_oak_boat: #18, 5(0%)
minecraft.mined.vine: #18, 60(0%)
minecraft.used.dispenser: #18, 11(0%)
minecraft.used.smooth_stone: #18, 166(0%)
minecraft.picked_up.gold_ingot: #18, 35(0%)
minecraft.dropped.player_head: #18, 6(0%)
minecraft.crafted.green_dye: #18, 192(0%)
minecraft.used.oak_door: #18, 2(0%)
minecraft.mined.repeater: #18, 14(0%)
minecraft.mined.oak_fence_gate: #18, 2(0%)
minecraft.picked_up.repeater: #18, 22(0%)
minecraft.picked_up.orange_tulip: #18, 4(0%)
minecraft.mined.player_head: #18, 4(0%)
minecraft.picked_up.crossbow: #18, 2(0%)
minecraft.picked_up.oak_fence_gate: #18, 2(0%)
minecraft.mined.redstone_lamp: #18, 3(0%)
minecraft.crafted.spruce_sign: #18, 3(0%)
minecraft.used.campfire: #18, 2(0%)
minecraft.picked_up.beetroot_seeds: #18, 5(0%)
minecraft.mined.dropper: #18, 3(0%)
minecraft.picked_up.black_concrete: #18, 69(0%)
minecraft.crafted.player_head: #18, 6(0%)
minecraft.picked_up.redstone_lamp: #18, 3(0%)
minecraft.picked_up.end_stone_bricks: #18, 6(0%)
minecraft.picked_up.dropper: #18, 3(0%)
minecraft.dropped.stone_bricks: #18, 17(0%)
minecraft.used.spruce_fence_gate: #18, 4(0%)
minecraft.used.observer: #18, 11(0%)
minecraft.mined.end_stone_bricks: #18, 4(0%)
minecraft.picked_up.cookie: #18, 2(0%)
minecraft.used.purple_shulker_box: #18, 1(0%)
minecraft.picked_up.purple_shulker_box: #18, 1(0%)
minecraft.used.hay_block: #18, 1(0%)
minecraft.dropped.grass_block: #18, 12(0%)
minecraft.picked_up.brown_shulker_box: #18, 2(0%)
minecraft.picked_up.nether_quartz_ore: #18, 19(0%)
minecraft.crafted.spruce_fence_gate: #18, 2(0%)
minecraft.dropped.ender_pearl: #18, 6(0%)
minecraft.crafted.hay_block: #18, 2(0%)
minecraft.dropped.cod: #18, 8(0%)
minecraft.used.end_stone: #18, 1(0%)
minecraft.used.blue_stained_glass: #18, 1(0%)
minecraft.used.polished_diorite: #18, 1(0%)
minecraft.used.light_blue_stained_glass: #18, 2(0%)
minecraft.mined.end_stone: #18, 1(0%)
minecraft.picked_up.end_stone: #18, 1(0%)
minecraft.picked_up.prismarine: #18, 1(0%)
minecraft.mined.prismarine: #18, 1(0%)
minecraft.custom.sneak_time: #19, 956878(1%)
minecraft.custom.walk_on_water_one_cm: #19, 1923461(1%)
minecraft.custom.interact_with_furnace: #19, 1229(2%)
minecraft.mined.lapis_ore: #19, 244(1%)
minecraft.crafted.diamond_chestplate: #19, 1(1%)
minecraft.crafted.oak_boat: #19, 5(1%)
minecraft.used.bucket: #19, 749(1%)
minecraft.picked_up.golden_leggings: #19, 4(1%)
minecraft.picked_up.coal_ore: #19, 644(1%)
minecraft.picked_up.redstone_torch: #19, 104(1%)
minecraft.crafted.oak_sign: #19, 96(1%)
minecraft.picked_up.iron_pickaxe: #19, 2(1%)
minecraft.picked_up.iron_bars: #19, 127(1%)
minecraft.mined.iron_bars: #19, 83(1%)
minecraft.mined.stripped_oak_log: #19, 38(1%)
minecraft.picked_up.stripped_oak_log: #19, 38(1%)
minecraft.picked_up.water_bucket: #19, 7(1%)
minecraft.picked_up.end_rod: #19, 119(1%)
minecraft.crafted.bone_meal: #19, 7773(1%)
minecraft.picked_up.obsidian: #19, 258(1%)
minecraft.crafted.cobblestone_wall: #19, 144(1%)
minecraft.mined.redstone_wire: #19, 125(1%)
minecraft.picked_up.player_head: #19, 96(1%)
minecraft.used.birch_boat: #19, 12(1%)
minecraft.mined.obsidian: #19, 177(1%)
minecraft.custom.talked_to_villager: #19, 312(1%)
minecraft.picked_up.chainmail_leggings: #19, 1(1%)
minecraft.dropped.oak_boat: #19, 2(1%)
minecraft.mined.cobblestone_wall: #19, 19(1%)
minecraft.crafted.oak_fence_gate: #19, 8(1%)
minecraft.used.granite: #19, 63(0%)
minecraft.picked_up.egg: #19, 82(0%)
minecraft.used.end_rod: #19, 94(0%)
minecraft.picked_up.writable_book: #19, 3(1%)
minecraft.mined.oak_sign: #19, 4(0%)
minecraft.picked_up.magma_block: #19, 110(0%)
minecraft.mined.magma_block: #19, 110(0%)
minecraft.used.player_head: #19, 25(0%)
minecraft.crafted.bow: #19, 24(0%)
minecraft.picked_up.cobblestone_wall: #19, 19(0%)
minecraft.picked_up.potato: #19, 377(0%)
minecraft.dropped.stick: #19, 76(0%)
minecraft.used.potato: #19, 111(0%)
minecraft.crafted.tripwire_hook: #19, 14(0%)
minecraft.picked_up.chicken: #19, 14(0%)
minecraft.picked_up.fishing_rod: #19, 1(0%)
minecraft.crafted.red_shulker_box: #19, 1(0%)
minecraft.crafted.smooth_stone: #19, 108(0%)
minecraft.used.flint_and_steel: #19, 12(0%)
minecraft.crafted.blaze_powder: #19, 20(0%)
minecraft.picked_up.name_tag: #19, 2(0%)
minecraft.dropped.gunpowder: #19, 20(0%)
minecraft.dropped.leather_boots: #19, 1(0%)
minecraft.picked_up.rose_bush: #19, 24(0%)
minecraft.custom.traded_with_villager: #19, 454(0%)
minecraft.dropped.iron_ingot: #19, 30(0%)
minecraft.picked_up.smooth_stone: #19, 58(0%)
minecraft.dropped.oak_fence: #19, 2(0%)
minecraft.used.soul_sand: #19, 33(0%)
minecraft.picked_up.vine: #19, 29(0%)
minecraft.used.spruce_sign: #19, 3(0%)
minecraft.dropped.string: #19, 14(0%)
minecraft.picked_up.shears: #19, 1(0%)
minecraft.used.lapis_ore: #19, 5(0%)
minecraft.dropped.redstone: #19, 12(0%)
minecraft.used.diamond_ore: #19, 11(0%)
minecraft.picked_up.pumpkin: #19, 40(0%)
minecraft.dropped.cooked_beef: #19, 2(0%)
minecraft.mined.stone_button: #19, 2(0%)
minecraft.picked_up.ice: #19, 64(0%)
minecraft.dropped.spider_eye: #19, 3(0%)
minecraft.mined.stone_pressure_plate: #19, 1(0%)
minecraft.used.dropper: #19, 4(0%)
minecraft.used.bread: #19, 1(0%)
minecraft.used.trident: #19, 14(0%)
minecraft.picked_up.pumpkin_seeds: #19, 14(0%)
minecraft.killed.phantom: #19, 2(0%)
minecraft.dropped.soul_sand: #19, 1(0%)
minecraft.picked_up.cooked_porkchop: #19, 1(0%)
minecraft.dropped.iron_ore: #19, 5(0%)
minecraft.used.redstone_ore: #19, 6(0%)
minecraft.dropped.netherrack: #19, 55(0%)
minecraft.used.yellow_stained_glass: #19, 1(0%)
minecraft.dropped.sandstone: #19, 2(0%)
minecraft.dropped.poppy: #19, 3(0%)
minecraft.mined.ice: #19, 8(0%)
minecraft.used.iron_sword: #20, 233(1%)
minecraft.crafted.diamond_sword: #20, 2(1%)
minecraft.crafted.diamond_boots: #20, 2(1%)
minecraft.picked_up.golden_chestplate: #20, 4(1%)
minecraft.picked_up.leather_chestplate: #20, 4(1%)
minecraft.used.cobblestone: #20, 2922(1%)
minecraft.custom.boat_one_cm: #20, 6128994(1%)
minecraft.crafted.stone_hoe: #20, 1(1%)
minecraft.crafted.anvil: #20, 7(1%)
minecraft.crafted.writable_book: #20, 5(1%)
minecraft.picked_up.armor_stand: #20, 9(1%)
minecraft.killed.zombie_villager: #20, 2(1%)
minecraft.used.cobblestone_wall: #20, 83(1%)
minecraft.crafted.glass: #20, 657(0%)
minecraft.dropped.diamond_pickaxe: #20, 2(0%)
minecraft.dropped.golden_leggings: #20, 1(0%)
minecraft.killed.bat: #20, 3(0%)
minecraft.dropped.leather_leggings: #20, 1(0%)
minecraft.custom.inspect_dispenser: #20, 56(0%)
minecraft.picked_up.sugar_cane: #20, 435(0%)
minecraft.dropped.spruce_planks: #20, 9(0%)
minecraft.used.brewing_stand: #20, 1(0%)
minecraft.custom.interact_with_smoker: #20, 1(0%)
minecraft.mined.sugar_cane: #20, 107(0%)
minecraft.mined.comparator: #20, 3(0%)
minecraft.picked_up.lapis_ore: #20, 9(0%)
minecraft.picked_up.diamond_ore: #20, 11(0%)
minecraft.crafted.emerald: #20, 306(0%)
minecraft.picked_up.comparator: #20, 5(0%)
minecraft.dropped.arrow: #20, 28(0%)
minecraft.mined.observer: #20, 6(0%)
minecraft.killed.drowned: #20, 10(0%)
minecraft.dropped.chest: #20, 1(0%)
minecraft.picked_up.observer: #20, 6(0%)
minecraft.picked_up.stone_button: #20, 4(0%)
minecraft.picked_up.phantom_membrane: #20, 2(0%)
minecraft.dropped.dandelion: #20, 1(0%)
minecraft.used.iron_trapdoor: #20, 6(0%)
minecraft.dropped.torch: #20, 3(0%)
minecraft.used.nether_quartz_ore: #20, 9(0%)
minecraft.crafted.iron_trapdoor: #20, 3(0%)
minecraft.dropped.gold_nugget: #20, 1(0%)
minecraft.killed.pillager: #20, 3(0%)
minecraft.broken.iron_pickaxe: #21, 4(1%)
minecraft.used.iron_pickaxe: #21, 1018(1%)
minecraft.mined.redstone_ore: #21, 1109(1%)
minecraft.custom.climb_one_cm: #21, 539465(1%)
minecraft.crafted.white_bed: #21, 3(1%)
minecraft.picked_up.stick: #21, 248(0%)
minecraft.custom.deaths: #21, 13(0%)
minecraft.picked_up.red_shulker_box: #21, 43(0%)
minecraft.picked_up.spruce_boat: #21, 7(0%)
minecraft.mined.red_shulker_box: #21, 41(0%)
minecraft.used.red_shulker_box: #21, 40(0%)
minecraft.picked_up.bucket: #21, 4(0%)
minecraft.dropped.golden_boots: #21, 1(0%)
minecraft.used.spruce_boat: #21, 5(0%)
minecraft.picked_up.bone_meal: #21, 84(0%)
minecraft.killed.chicken: #21, 8(0%)
minecraft.used.gravel: #21, 126(0%)
minecraft.picked_up.poisonous_potato: #21, 3(0%)
minecraft.picked_up.trident: #21, 2(0%)
minecraft.picked_up.feather: #21, 21(0%)
minecraft.dropped.bucket: #21, 1(0%)
minecraft.picked_up.tripwire_hook: #21, 3(0%)
minecraft.picked_up.item_frame: #21, 10(0%)
minecraft.dropped.bone: #21, 20(0%)
minecraft.used.carrot: #21, 72(0%)
minecraft.picked_up.mossy_stone_bricks: #21, 1(0%)
minecraft.mined.iron_trapdoor: #21, 3(0%)
minecraft.dropped.oak_planks: #21, 2(0%)
minecraft.picked_up.emerald: #21, 22(0%)
minecraft.used.stone_button: #21, 20(0%)
minecraft.picked_up.iron_trapdoor: #21, 3(0%)
minecraft.crafted.stone_button: #21, 16(0%)
minecraft.custom.minecart_one_cm: #21, 59625(0%)
minecraft.picked_up.redstone_ore: #21, 6(0%)
minecraft.crafted.acacia_planks: #21, 8(0%)
minecraft.used.cyan_terracotta: #21, 5(0%)
minecraft.used.ice: #21, 1(0%)
minecraft.custom.leave_game: #22, 440(1%)
minecraft.custom.time_since_death: #22, 1460614(1%)
minecraft.crafted.iron_pickaxe: #22, 5(1%)
minecraft.picked_up.diamond: #22, 296(1%)
minecraft.mined.diamond_ore: #22, 164(1%)
minecraft.used.iron_bars: #22, 162(1%)
minecraft.crafted.iron_bars: #22, 176(1%)
minecraft.used.potion: #22, 4(0%)
minecraft.crafted.flint_and_steel: #22, 1(0%)
minecraft.crafted.stone: #22, 256(0%)
minecraft.used.lava_bucket: #22, 3(0%)
minecraft.mined.player_wall_head: #22, 2(0%)
minecraft.picked_up.firework_rocket: #22, 98(0%)
minecraft.used.written_book: #22, 38(0%)
minecraft.custom.interact_with_brewingstand: #22, 7(0%)
minecraft.mined.mossy_stone_bricks: #22, 1(0%)
minecraft.mined.dispenser: #22, 1(0%)
minecraft.crafted.white_dye: #22, 40(0%)
minecraft.picked_up.paper: #22, 16(0%)
minecraft.dropped.spruce_slab: #22, 1(0%)
minecraft.dropped.wheat_seeds: #22, 22(0%)
minecraft.picked_up.stone_pressure_plate: #22, 1(0%)
minecraft.picked_up.dispenser: #22, 1(0%)
minecraft.used.magma_block: #22, 2(0%)
minecraft.custom.open_barrel: #22, 3(0%)
minecraft.custom.walk_under_water_one_cm: #23, 2267369(0%)
minecraft.crafted.diamond_leggings: #23, 1(1%)
minecraft.crafted.stone_pickaxe: #23, 1(0%)
minecraft.crafted.bucket: #23, 5(0%)
minecraft.picked_up.carrot: #23, 218(0%)
minecraft.used.egg: #23, 26(0%)
minecraft.dropped.bow: #23, 1(0%)
minecraft.dropped.egg: #23, 1(0%)
minecraft.custom.tune_noteblock: #23, 2(0%)
minecraft.picked_up.iron_boots: #24, 1(0%)
minecraft.picked_up.iron_helmet: #24, 1(0%)
minecraft.picked_up.iron_shovel: #24, 1(0%)
minecraft.used.stone_pickaxe: #24, 5(0%)
minecraft.dropped.kelp: #24, 1(0%)
minecraft.picked_up.elytra: #25, 1(0%)
minecraft.crafted.jungle_planks: #25, 12(0%)
minecraft.custom.play_one_minute: #26, 19486869(1%)
minecraft.custom.time_since_rest: #40, 12513(0%)
