stat, rank, value, (percentage) 
minecraft.dropped.tube_coral_fan: #1, 45(65%)
minecraft.mined.dark_oak_log: #3, 21124(16%)
minecraft.mined.purple_banner: #1, 28(65%)
minecraft.mined.smooth_stone: #2, 1808(13%)
minecraft.dropped.magenta_terracotta: #1, 1792(97%)
minecraft.used.tropical_fish: #1, 14(39%)
minecraft.mined.azure_bluet: #3, 311(18%)
minecraft.used.jungle_wood: #2, 411(33%)
minecraft.mined.stripped_oak_wood: #2, 219(33%)
minecraft.picked_up.blaze_powder: #2, 439(17%)
minecraft.dropped.soul_sand: #2, 455(14%)
minecraft.picked_up.sandstone: #2, 28593(12%)
minecraft.crafted.sea_lantern: #3, 26369(30%)
minecraft.dropped.brown_glazed_terracotta: #1, 128(64%)
minecraft.picked_up.damaged_anvil: #2, 41(16%)
minecraft.crafted.clay: #2, 413(24%)
minecraft.dropped.spruce_sapling: #2, 270(18%)
minecraft.used.magenta_terracotta: #2, 1078(32%)
minecraft.used.wheat_seeds: #2, 8930(12%)
minecraft.custom.pot_flower: #2, 181(15%)
minecraft.dropped.stone_shovel: #2, 32(19%)
minecraft.custom.crouch_one_cm: #3, 23616790(9%)
minecraft.crafted.pink_concrete_powder: #2, 624(19%)
minecraft.mined.dispenser: #2, 247(13%)
minecraft.dropped.green_shulker_box: #1, 6(32%)
minecraft.killed.skeleton_horse: #1, 6(32%)
minecraft.dropped.brown_shulker_box: #1, 24(47%)
minecraft.dropped.orange_glazed_terracotta: #1, 64(94%)
minecraft.picked_up.leather_chestplate: #2, 43(12%)
minecraft.mined.spruce_log: #3, 29502(16%)
minecraft.crafted.black_concrete_powder: #2, 23008(18%)
minecraft.used.mushroom_stem: #2, 1049(26%)
minecraft.crafted.stonecutter: #2, 146(21%)
minecraft.used.lime_carpet: #2, 612(19%)
minecraft.mined.spruce_wall_sign: #2, 38(15%)
minecraft.mined.light_blue_terracotta: #2, 462(18%)
minecraft.used.cut_red_sandstone: #1, 1061(93%)
minecraft.crafted.tipped_arrow: #1, 1496(62%)
minecraft.crafted.leather: #1, 13(93%)
minecraft.dropped.name_tag: #2, 36(16%)
minecraft.mined.blue_orchid: #2, 283(24%)
minecraft.picked_up.jukebox: #2, 50(32%)
minecraft.crafted.end_stone_brick_slab: #1, 48(62%)
minecraft.dropped.diorite_wall: #1, 30(46%)
minecraft.dropped.music_disc_far: #1, 12(92%)
minecraft.crafted.chainmail_leggings: #1, 39(46%)
minecraft.crafted.stick: #2, 37294(10%)
minecraft.crafted.birch_planks: #2, 16470(10%)
minecraft.mined.kelp_plant: #3, 5999(15%)
minecraft.dropped.phantom_membrane: #2, 116(20%)
minecraft.used.acacia_stairs: #2, 368(28%)
minecraft.picked_up.spruce_log: #3, 31949(15%)
minecraft.picked_up.beetroot_seeds: #2, 555(15%)
minecraft.used.painting: #2, 436(13%)
minecraft.picked_up.leather_leggings: #2, 52(11%)
minecraft.custom.walk_on_water_one_cm: #4, 18928802(10%)
minecraft.picked_up.green_bed: #2, 71(40%)
minecraft.mined.brown_banner: #1, 36(90%)
minecraft.used.cyan_bed: #2, 144(25%)
minecraft.mined.dark_oak_wall_sign: #2, 26(19%)
minecraft.picked_up.brain_coral_block: #2, 1216(21%)
minecraft.mined.jukebox: #2, 47(31%)
minecraft.crafted.crafting_table: #2, 303(10%)
minecraft.used.dried_kelp: #2, 381(35%)
minecraft.custom.damage_dealt: #3, 2297572(10%)
minecraft.crafted.blue_orchid: #1, 8(89%)
minecraft.crafted.granite_wall: #1, 48(89%)
minecraft.dropped.white_glazed_terracotta: #1, 64(89%)
minecraft.crafted.purple_glazed_terracotta: #1, 128(44%)
minecraft.used.music_disc_13: #1, 12(44%)
minecraft.mined.sand: #3, 236283(13%)
minecraft.mined.cut_red_sandstone: #1, 62(89%)
minecraft.picked_up.purpur_slab: #2, 139(18%)
minecraft.crafted.smithing_table: #2, 606(31%)
minecraft.mined.purpur_slab: #2, 141(18%)
minecraft.crafted.birch_fence: #2, 345(15%)
minecraft.mined.jungle_slab: #2, 276(18%)
minecraft.used.azure_bluet: #2, 94(23%)
minecraft.mined.stone_button: #2, 311(15%)
minecraft.mined.tripwire_hook: #2, 39(14%)
minecraft.mined.green_glazed_terracotta: #1, 45(29%)
minecraft.mined.dark_oak_pressure_plate: #2, 22(28%)
minecraft.used.lingering_potion: #1, 7(88%)
minecraft.picked_up.cut_red_sandstone: #1, 55(87%)
minecraft.used.flint_and_steel: #2, 637(12%)
minecraft.used.peony: #2, 149(17%)
minecraft.custom.clean_armor: #1, 13(87%)
minecraft.crafted.end_crystal: #2, 26(25%)
minecraft.mined.smooth_red_sandstone_slab: #1, 181(86%)
minecraft.dropped.cake: #2, 19(23%)
minecraft.dropped.lime_glazed_terracotta: #1, 64(85%)
minecraft.crafted.white_banner: #2, 171(13%)
minecraft.picked_up.iron_chestplate: #2, 28(10%)
minecraft.mined.gray_terracotta: #2, 1349(27%)
minecraft.crafted.prismarine_stairs: #2, 468(34%)
minecraft.crafted.light_blue_carpet: #2, 306(27%)
minecraft.picked_up.smooth_red_sandstone_slab: #1, 163(84%)
minecraft.picked_up.pumpkin_pie: #2, 237(22%)
minecraft.picked_up.light_gray_dye: #2, 356(17%)
minecraft.dropped.iron_helmet: #2, 37(15%)
minecraft.used.beetroot_seeds: #2, 232(17%)
minecraft.mined.redstone_wire: #2, 1990(12%)
minecraft.picked_up.horn_coral: #2, 159(38%)
minecraft.picked_up.note_block: #2, 186(13%)
minecraft.picked_up.dark_oak_log: #3, 21335(15%)
minecraft.dropped.gray_wool: #2, 100(24%)
minecraft.picked_up.emerald_ore: #2, 76(24%)
minecraft.dropped.spruce_trapdoor: #2, 92(14%)
minecraft.crafted.green_glazed_terracotta: #1, 68(33%)
minecraft.crafted.nether_bricks: #2, 9010(24%)
minecraft.picked_up.blaze_rod: #2, 1221(13%)
minecraft.used.dandelion: #2, 30(18%)
minecraft.dropped.pink_glazed_terracotta: #1, 64(55%)
minecraft.dropped.diamond: #2, 1154(12%)
minecraft.crafted.name_tag: #2, 118(16%)
minecraft.dropped.yellow_shulker_box: #2, 43(24%)
minecraft.dropped.mossy_cobblestone: #2, 107(22%)
minecraft.dropped.shield: #2, 14(19%)
minecraft.crafted.beacon: #2, 55(16%)
minecraft.dropped.writable_book: #2, 17(17%)
minecraft.mined.acacia_pressure_plate: #1, 16(53%)
minecraft.broken.diamond_hoe: #1, 2(40%)
minecraft.dropped.light_blue_bed: #1, 2(40%)
minecraft.dropped.tnt: #2, 85(26%)
minecraft.picked_up.green_dye: #2, 13373(16%)
minecraft.crafted.light_blue_shulker_box: #2, 71(16%)
minecraft.dropped.horn_coral_block: #1, 65(79%)
minecraft.crafted.polished_diorite_stairs: #1, 240(32%)
minecraft.picked_up.dark_oak_sign: #2, 57(15%)
minecraft.picked_up.nautilus_shell: #2, 102(12%)
minecraft.used.birch_fence: #2, 321(14%)
minecraft.picked_up.nether_wart_block: #2, 37(26%)
minecraft.dropped.stone_axe: #2, 22(18%)
minecraft.crafted.iron_ingot: #2, 38081(10%)
minecraft.crafted.daylight_detector: #2, 203(18%)
minecraft.picked_up.light_blue_terracotta: #2, 457(16%)
minecraft.used.end_stone_brick_slab: #1, 27(77%)
minecraft.crafted.gray_bed: #2, 48(28%)
minecraft.used.oak_sign: #3, 2092(14%)
minecraft.crafted.dark_oak_button: #2, 186(18%)
minecraft.mined.cyan_banner: #2, 10(28%)
minecraft.picked_up.creeper_head: #1, 3(75%)
minecraft.mined.lilac: #1, 2(50%)
minecraft.dropped.jungle_door: #1, 3(75%)
minecraft.custom.clean_banner: #1, 120(50%)
minecraft.mined.acacia_stairs: #2, 149(31%)
minecraft.dropped.bricks: #2, 281(35%)
minecraft.mined.granite_wall: #1, 46(73%)
minecraft.mined.scaffolding: #3, 6364(16%)
minecraft.used.polished_andesite_slab: #2, 1990(20%)
minecraft.mined.polished_andesite_slab: #2, 463(22%)
minecraft.picked_up.beetroot: #2, 228(15%)
minecraft.used.jungle_boat: #3, 43(16%)
minecraft.mined.dead_brain_coral_block: #2, 231(24%)
minecraft.crafted.bell: #1, 33(48%)
minecraft.mined.prismarine: #3, 6036(19%)
minecraft.used.green_wool: #2, 267(20%)
minecraft.picked_up.sand: #3, 227933(12%)
minecraft.picked_up.granite_wall: #1, 45(71%)
minecraft.crafted.lime_banner: #2, 48(27%)
minecraft.used.end_stone_brick_wall: #1, 159(47%)
minecraft.picked_up.acacia_stairs: #2, 158(30%)
minecraft.crafted.filled_map: #2, 479(16%)
minecraft.used.dark_oak_pressure_plate: #2, 65(22%)
minecraft.used.light_gray_wool: #2, 1793(15%)
minecraft.dropped.gray_banner: #1, 7(70%)
minecraft.used.smooth_red_sandstone_slab: #1, 833(70%)
minecraft.crafted.composter: #3, 247(19%)
minecraft.crafted.lapis_lazuli: #3, 6222(15%)
minecraft.mined.potted_bamboo: #1, 9(69%)
minecraft.mined.lapis_ore: #3, 2295(14%)
minecraft.used.dead_bubble_coral_block: #2, 77(30%)
minecraft.used.spruce_boat: #3, 234(14%)
minecraft.killed.wandering_trader: #2, 17(16%)
minecraft.mined.bookshelf: #2, 625(10%)
minecraft.dropped.oak_boat: #2, 36(11%)
minecraft.used.oak_sapling: #3, 3009(12%)
minecraft.used.diamond_sword: #3, 39073(10%)
minecraft.used.blue_concrete_powder: #2, 1537(16%)
minecraft.crafted.orange_bed: #2, 13(26%)
minecraft.dropped.lime_carpet: #2, 33(29%)
minecraft.dropped.stripped_acacia_wood: #1, 2(67%)
minecraft.dropped.fire_charge: #1, 4(67%)
minecraft.used.dark_oak_sign: #2, 73(12%)
minecraft.used.grass: #2, 280(18%)
minecraft.mined.nether_wart_block: #2, 34(29%)
minecraft.crafted.andesite: #1, 3264(66%)
minecraft.dropped.cyan_carpet: #2, 18(29%)
minecraft.used.purple_stained_glass_pane: #2, 326(15%)
minecraft.used.lime_stained_glass: #2, 2253(14%)
minecraft.mined.acacia_trapdoor: #3, 287(21%)
minecraft.dropped.dark_prismarine: #2, 99(29%)
minecraft.dropped.spruce_pressure_plate: #2, 15(23%)
minecraft.dropped.bubble_coral_block: #1, 32(65%)
minecraft.mined.activator_rail: #2, 31(18%)
minecraft.crafted.light_gray_stained_glass_pane: #2, 2928(18%)
minecraft.mined.spruce_trapdoor: #2, 762(10%)
minecraft.crafted.smooth_red_sandstone_slab: #1, 672(65%)
minecraft.mined.emerald_ore: #2, 82(15%)
minecraft.crafted.golden_sword: #1, 3(43%)
minecraft.picked_up.acacia_trapdoor: #3, 365(20%)
minecraft.used.rabbit_stew: #1, 7(64%)
minecraft.used.birch_wood: #2, 402(25%)
minecraft.used.chicken: #1, 12(63%)
minecraft.used.brown_bed: #2, 65(32%)
minecraft.used.stone_slab: #3, 5587(17%)
minecraft.crafted.prismarine: #2, 3256(22%)
minecraft.used.bone_block: #3, 3360(15%)
minecraft.dropped.birch_sign: #2, 47(17%)
minecraft.dropped.hay_block: #2, 47(37%)
minecraft.crafted.mossy_cobblestone: #2, 778(16%)
minecraft.picked_up.golden_chestplate: #2, 32(9%)
minecraft.used.green_banner: #2, 13(28%)
minecraft.crafted.iron_leggings: #2, 28(9%)
minecraft.dropped.beetroot_seeds: #3, 101(20%)
minecraft.mined.redstone_ore: #3, 14819(13%)
minecraft.dropped.light_blue_shulker_box: #2, 11(20%)
minecraft.crafted.blue_ice: #2, 2503(22%)
minecraft.mined.jungle_wood: #2, 23(37%)
minecraft.mined.melon_stem: #2, 69(31%)
minecraft.crafted.white_shulker_box: #3, 83(18%)
minecraft.dropped.poisonous_potato: #3, 72(18%)
minecraft.dropped.anvil: #2, 13(22%)
minecraft.dropped.shulker_box: #2, 144(12%)
minecraft.dropped.andesite_slab: #2, 51(24%)
minecraft.mined.orange_glazed_terracotta: #2, 47(24%)
minecraft.killed.trader_llama: #2, 31(15%)
minecraft.picked_up.redstone_ore: #3, 6942(15%)
minecraft.mined.dirt: #3, 105030(10%)
minecraft.crafted.polished_andesite_stairs: #2, 1088(24%)
minecraft.used.oxeye_daisy: #2, 29(16%)
minecraft.crafted.iron_axe: #3, 36(12%)
minecraft.used.stripped_oak_wood: #2, 86(27%)
minecraft.mined.sea_pickle: #2, 301(13%)
minecraft.used.stone_pressure_plate: #3, 590(16%)
minecraft.used.white_tulip: #2, 36(19%)
minecraft.crafted.nautilus_shell: #1, 5(56%)
minecraft.mined.spruce_sapling: #2, 98(10%)
minecraft.mined.grass: #3, 7772(10%)
minecraft.dropped.iron_ore: #3, 2624(15%)
minecraft.picked_up.dark_oak_sapling: #3, 2271(16%)
minecraft.picked_up.tnt: #3, 857(16%)
minecraft.crafted.end_stone_brick_wall: #1, 114(54%)
minecraft.used.gray_carpet: #3, 3893(15%)
minecraft.picked_up.grass_block: #3, 66873(12%)
minecraft.crafted.andesite_stairs: #2, 199(23%)
minecraft.mined.enchanting_table: #2, 10(14%)
minecraft.picked_up.pink_shulker_box: #2, 359(13%)
minecraft.mined.piston_head: #2, 28(11%)
minecraft.picked_up.stripped_dark_oak_log: #2, 633(12%)
minecraft.used.diamond_shovel: #3, 567795(12%)
minecraft.mined.dragon_head: #2, 7(23%)
minecraft.picked_up.red_mushroom_block: #2, 3338(20%)
minecraft.crafted.stone_brick_slab: #3, 12316(13%)
minecraft.dropped.ender_chest: #2, 15(13%)
minecraft.mined.polished_diorite_slab: #2, 92(29%)
minecraft.picked_up.jungle_sign: #2, 35(25%)
minecraft.picked_up.red_sandstone_wall: #1, 2(100%)
minecraft.picked_up.end_stone_brick_slab: #1, 19(100%)
minecraft.picked_up.golden_axe: #1, 1(100%)
minecraft.picked_up.cut_red_sandstone_slab: #1, 5(100%)
minecraft.picked_up.lingering_potion: #1, 2(100%)
minecraft.crafted.cut_red_sandstone_slab: #1, 6(100%)
minecraft.crafted.bubble_coral_block: #1, 8(100%)
minecraft.crafted.cornflower: #1, 12(100%)
minecraft.crafted.vine: #1, 12(100%)
minecraft.crafted.trident: #1, 1(100%)
minecraft.broken.chainmail_boots: #1, 2(100%)
minecraft.used.red_sandstone_wall: #1, 2(100%)
minecraft.used.poisonous_potato: #1, 5(100%)
minecraft.used.creeper_head: #1, 1(100%)
minecraft.used.cut_red_sandstone_slab: #1, 11(100%)
minecraft.used.cow_spawn_egg: #1, 9(100%)
minecraft.used.zombie_head: #1, 1(50%)
minecraft.used.rabbit: #1, 2(100%)
minecraft.killed_by.zombie_villager: #1, 1(50%)
minecraft.dropped.music_disc_mall: #1, 3(100%)
minecraft.dropped.tube_coral_block: #1, 8(100%)
minecraft.dropped.orange_bed: #1, 1(100%)
minecraft.dropped.magenta_stained_glass_pane: #1, 6(100%)
minecraft.dropped.bubble_coral_fan: #1, 7(100%)
minecraft.dropped.end_crystal: #1, 4(100%)
minecraft.dropped.brick_wall: #1, 43(100%)
minecraft.dropped.skeleton_skull: #1, 1(100%)
minecraft.dropped.smithing_table: #1, 3(100%)
minecraft.dropped.leather_horse_armor: #1, 11(100%)
minecraft.dropped.black_bed: #1, 92(100%)
minecraft.dropped.red_nether_brick_wall: #1, 4(100%)
minecraft.dropped.end_stone_brick_wall: #1, 1(100%)
minecraft.dropped.smooth_red_sandstone_stairs: #1, 4(100%)
minecraft.dropped.end_stone_brick_stairs: #1, 18(100%)
minecraft.mined.cut_red_sandstone_slab: #1, 5(100%)
minecraft.mined.potted_lily_of_the_valley: #1, 1(100%)
minecraft.mined.red_sandstone_wall: #1, 2(100%)
minecraft.mined.end_stone_brick_slab: #1, 19(100%)
minecraft.mined.magenta_glazed_terracotta: #1, 7(100%)
minecraft.dropped.pink_dye: #2, 11(33%)
minecraft.used.acacia_slab: #2, 266(18%)
minecraft.picked_up.oak_leaves: #2, 9763(8%)
minecraft.used.red_carpet: #2, 1769(11%)
minecraft.mined.black_bed: #2, 87(28%)
minecraft.mined.blue_banner: #2, 23(33%)
minecraft.crafted.diamond: #2, 4905(9%)
minecraft.crafted.mossy_stone_brick_wall: #2, 78(39%)
minecraft.picked_up.trident: #3, 116(13%)
minecraft.picked_up.green_stained_glass_pane: #2, 97(22%)
minecraft.used.pink_shulker_box: #2, 359(13%)
minecraft.custom.interact_with_blast_furnace: #2, 64(12%)
minecraft.killed.wither_skeleton: #2, 3142(11%)
minecraft.used.end_rod: #3, 2464(13%)
minecraft.used.redstone_lamp: #3, 794(15%)
minecraft.picked_up.pufferfish: #3, 299(12%)
minecraft.crafted.cookie: #3, 2212(21%)
minecraft.custom.interact_with_smoker: #2, 52(9%)
minecraft.crafted.spruce_button: #3, 225(15%)
minecraft.dropped.green_glazed_terracotta: #2, 64(47%)
minecraft.used.quartz_block: #2, 1362(8%)
minecraft.used.turtle_egg: #2, 116(21%)
minecraft.crafted.acacia_stairs: #2, 304(19%)
minecraft.dropped.beetroot: #2, 32(31%)
minecraft.crafted.stone_slab: #3, 4224(12%)
minecraft.dropped.gray_concrete: #2, 229(16%)
minecraft.dropped.yellow_concrete_powder: #2, 24(31%)
minecraft.picked_up.lapis_block: #3, 379(15%)
minecraft.used.dark_oak_button: #2, 104(14%)
minecraft.mined.black_stained_glass_pane: #2, 327(14%)
minecraft.picked_up.light_blue_concrete_powder: #2, 809(14%)
minecraft.killed.cat: #2, 7(37%)
minecraft.used.jungle_sign: #2, 67(26%)
minecraft.crafted.jungle_stairs: #2, 472(17%)
minecraft.mined.acacia_slab: #2, 89(15%)
minecraft.used.ender_eye: #2, 18(37%)
minecraft.crafted.black_banner: #2, 67(17%)
minecraft.mined.pink_shulker_box: #2, 354(13%)
minecraft.picked_up.spruce_slab: #3, 2359(10%)
minecraft.picked_up.blue_concrete: #3, 1421(17%)
minecraft.used.andesite: #3, 5703(11%)
minecraft.used.dead_bush: #2, 67(26%)
minecraft.used.cocoa_beans: #3, 2635(15%)
minecraft.crafted.iron_chestplate: #3, 34(10%)
minecraft.mined.spruce_slab: #3, 1990(11%)
minecraft.used.jungle_pressure_plate: #2, 37(26%)
minecraft.crafted.redstone_block: #3, 5398(11%)
minecraft.picked_up.diamond_block: #3, 711(13%)
minecraft.crafted.purple_banner: #2, 39(25%)
minecraft.dropped.quartz_pillar: #2, 66(18%)
minecraft.killed.cod: #2, 127(9%)
minecraft.crafted.red_sandstone: #2, 4286(29%)
minecraft.custom.climb_one_cm: #3, 6950937(8%)
minecraft.crafted.green_banner: #2, 24(35%)
minecraft.mined.gray_glazed_terracotta: #2, 14(25%)
minecraft.killed.parrot: #2, 4(25%)
minecraft.crafted.acacia_button: #2, 27(25%)
minecraft.picked_up.stone_sword: #2, 90(8%)
minecraft.mined.wheat: #3, 6587(11%)
minecraft.crafted.slime_ball: #2, 2493(11%)
minecraft.used.jungle_stairs: #2, 420(13%)
minecraft.dropped.jungle_boat: #2, 5(19%)
minecraft.picked_up.smooth_stone: #3, 4257(12%)
minecraft.used.conduit: #3, 22(19%)
minecraft.used.prismarine: #3, 2949(15%)
minecraft.picked_up.acacia_door: #2, 43(22%)
minecraft.picked_up.mycelium: #2, 3668(13%)
minecraft.custom.play_record: #2, 90(19%)
minecraft.dropped.splash_potion: #2, 14(14%)
minecraft.crafted.conduit: #2, 9(21%)
minecraft.used.brewing_stand: #3, 73(12%)
minecraft.used.cooked_porkchop: #3, 95(14%)
minecraft.picked_up.compass: #2, 13(19%)
minecraft.used.light_gray_banner: #2, 31(24%)
minecraft.mined.dark_prismarine_stairs: #2, 257(19%)
minecraft.broken.flint_and_steel: #2, 7(24%)
minecraft.dropped.acacia_log: #2, 140(13%)
minecraft.mined.smooth_quartz_stairs: #2, 216(17%)
minecraft.picked_up.smithing_table: #2, 56(21%)
minecraft.dropped.yellow_carpet: #2, 97(19%)
minecraft.used.spruce_stairs: #3, 2527(10%)
minecraft.picked_up.spruce_fence: #3, 1074(12%)
minecraft.picked_up.redstone: #3, 50897(11%)
minecraft.picked_up.sea_lantern: #2, 2525(7%)
minecraft.used.potato: #3, 3947(11%)
minecraft.crafted.piston: #3, 2138(11%)
minecraft.picked_up.sea_pickle: #2, 1150(10%)
minecraft.picked_up.magenta_banner: #2, 16(23%)
minecraft.used.dark_oak_sapling: #3, 2075(17%)
minecraft.used.suspicious_stew: #2, 11(18%)
minecraft.picked_up.light_blue_carpet: #3, 234(24%)
minecraft.picked_up.polished_diorite_slab: #2, 109(23%)
minecraft.custom.inspect_hopper: #3, 5309(11%)
minecraft.dropped.blue_banner: #2, 7(32%)
minecraft.used.porkchop: #2, 7(32%)
minecraft.used.redstone: #3, 7230(11%)
minecraft.picked_up.acacia_slab: #2, 92(14%)
minecraft.picked_up.brown_bed: #2, 33(20%)
minecraft.crafted.purple_dye: #3, 1248(14%)
minecraft.dropped.dirt: #3, 11508(10%)
minecraft.picked_up.stripped_dark_oak_wood: #2, 155(26%)
minecraft.picked_up.dark_prismarine_stairs: #2, 316(17%)
minecraft.custom.play_noteblock: #3, 570(13%)
minecraft.crafted.light_blue_stained_glass: #3, 6656(14%)
minecraft.crafted.ender_pearl: #2, 16(39%)
minecraft.picked_up.black_bed: #2, 54(17%)
minecraft.dropped.blue_dye: #2, 14(39%)
minecraft.used.red_glazed_terracotta: #2, 178(16%)
minecraft.used.light_blue_shulker_box: #3, 1208(13%)
minecraft.crafted.spruce_planks: #3, 42330(9%)
minecraft.used.white_banner: #3, 158(12%)
minecraft.mined.diamond_block: #3, 425(13%)
minecraft.mined.light_blue_shulker_box: #3, 1180(13%)
minecraft.dropped.elytra: #3, 23(12%)
minecraft.used.magenta_concrete_powder: #2, 664(13%)
minecraft.used.acacia_fence_gate: #2, 109(22%)
minecraft.mined.pumpkin_stem: #2, 55(14%)
minecraft.used.lead: #2, 5(14%)
minecraft.picked_up.light_blue_shulker_box: #3, 1202(13%)
minecraft.mined.stripped_dark_oak_wood: #2, 156(25%)
minecraft.crafted.grindstone: #3, 215(17%)
minecraft.used.oak_button: #3, 134(13%)
minecraft.picked_up.diamond: #3, 4595(9%)
minecraft.picked_up.light_blue_stained_glass: #3, 2312(15%)
minecraft.dropped.cyan_concrete: #2, 23(19%)
minecraft.used.music_disc_mall: #2, 5(25%)
minecraft.picked_up.brown_banner: #2, 36(38%)
minecraft.broken.bow: #2, 2(25%)
minecraft.mined.jungle_button: #2, 26(21%)
minecraft.picked_up.wither_skeleton_skull: #2, 47(9%)
minecraft.used.stripped_dark_oak_wood: #2, 140(30%)
minecraft.picked_up.redstone_torch: #3, 1227(11%)
minecraft.used.brown_glazed_terracotta: #2, 130(37%)
minecraft.picked_up.tropical_fish: #3, 59(11%)
minecraft.picked_up.item_frame: #3, 718(11%)
minecraft.mined.repeater: #3, 689(12%)
minecraft.mined.white_wool: #3, 303(11%)
minecraft.dropped.birch_slab: #2, 79(15%)
minecraft.used.mossy_stone_brick_wall: #2, 82(29%)
minecraft.used.diamond_ore: #3, 1044(11%)
minecraft.picked_up.prismarine: #3, 3971(14%)
minecraft.mined.oak_leaves: #3, 13658(8%)
minecraft.dropped.chainmail_helmet: #3, 12(19%)
minecraft.used.polished_diorite_stairs: #2, 305(24%)
minecraft.used.oak_log: #3, 3097(10%)
minecraft.dropped.dark_oak_planks: #3, 337(13%)
minecraft.mined.comparator: #3, 239(12%)
minecraft.crafted.pink_dye: #3, 960(12%)
minecraft.picked_up.black_wool: #3, 696(13%)
minecraft.crafted.snow_block: #3, 3785(13%)
minecraft.mined.pink_concrete_powder: #2, 24(28%)
minecraft.picked_up.acacia_leaves: #3, 2895(20%)
minecraft.used.polished_granite_slab: #2, 290(28%)
minecraft.crafted.loom: #3, 67(12%)
minecraft.crafted.birch_door: #3, 33(14%)
minecraft.crafted.leather_horse_armor: #2, 13(46%)
minecraft.used.black_banner: #2, 34(13%)
minecraft.crafted.smoker: #3, 147(15%)
minecraft.dropped.lime_dye: #2, 69(15%)
minecraft.used.sand: #4, 48325(12%)
minecraft.crafted.blue_concrete_powder: #3, 1704(16%)
minecraft.picked_up.redstone_lamp: #3, 378(13%)
minecraft.used.magenta_banner: #2, 18(23%)
minecraft.mined.glass: #3, 2914(10%)
minecraft.crafted.red_sandstone_slab: #2, 1700(27%)
minecraft.dropped.pink_shulker_box: #2, 5(15%)
minecraft.crafted.shulker_box: #3, 769(15%)
minecraft.picked_up.acacia_pressure_plate: #2, 20(34%)
minecraft.picked_up.dark_oak_pressure_plate: #3, 31(20%)
minecraft.crafted.suspicious_stew: #2, 74(19%)
minecraft.crafted.iron_helmet: #3, 36(9%)
minecraft.crafted.magenta_stained_glass_pane: #2, 320(15%)
minecraft.crafted.shears: #3, 312(9%)
minecraft.dropped.light_blue_banner: #2, 4(33%)
minecraft.dropped.fire_coral_block: #2, 19(33%)
minecraft.mined.birch_sapling: #3, 78(15%)
minecraft.mined.dark_oak_leaves: #3, 1611(11%)
minecraft.picked_up.stick: #4, 5870(11%)
minecraft.crafted.brown_shulker_box: #3, 24(15%)
minecraft.crafted.yellow_shulker_box: #2, 69(7%)
minecraft.crafted.sandstone: #3, 2345(13%)
minecraft.used.magenta_stained_glass_pane: #2, 314(15%)
minecraft.crafted.glass_pane: #3, 1637(10%)
minecraft.picked_up.allium: #3, 239(15%)
minecraft.picked_up.smooth_quartz_slab: #2, 510(10%)
minecraft.crafted.stone_bricks: #3, 44718(9%)
minecraft.crafted.purple_bed: #2, 9(21%)
minecraft.used.smooth_quartz_stairs: #2, 503(13%)
minecraft.used.oak_wood: #2, 522(9%)
minecraft.crafted.oak_sign: #3, 1072(9%)
minecraft.picked_up.firework_star: #2, 51(42%)
minecraft.mined.flower_pot: #3, 22(12%)
minecraft.crafted.blast_furnace: #3, 146(16%)
minecraft.picked_up.end_rod: #3, 1495(10%)
minecraft.picked_up.rose_bush: #3, 1222(10%)
minecraft.mined.beetroots: #3, 178(13%)
minecraft.mined.brown_bed: #2, 33(21%)
minecraft.dropped.campfire: #2, 12(18%)
minecraft.used.cauldron: #3, 124(11%)
minecraft.picked_up.spruce_trapdoor: #3, 831(9%)
minecraft.dropped.birch_boat: #3, 11(14%)
minecraft.dropped.map: #2, 28(15%)
minecraft.crafted.diamond_block: #3, 921(10%)
minecraft.dropped.glass_bottle: #3, 223(12%)
minecraft.dropped.chainmail_boots: #3, 15(16%)
minecraft.picked_up.nether_star: #3, 58(12%)
minecraft.used.cyan_carpet: #3, 146(14%)
minecraft.picked_up.dragon_breath: #2, 64(24%)
minecraft.dropped.blaze_powder: #3, 64(22%)
minecraft.picked_up.brewing_stand: #3, 54(12%)
minecraft.picked_up.chainmail_helmet: #3, 13(12%)
minecraft.crafted.smooth_quartz_stairs: #2, 336(12%)
minecraft.mined.diamond_ore: #3, 2413(9%)
minecraft.mined.red_sandstone_stairs: #2, 16(39%)
minecraft.used.dark_oak_leaves: #3, 558(14%)
minecraft.used.blue_bed: #3, 62(17%)
minecraft.crafted.enchanted_book: #3, 402(10%)
minecraft.used.cyan_stained_glass_pane: #3, 341(17%)
minecraft.picked_up.gold_block: #3, 1397(10%)
minecraft.mined.gold_block: #3, 1195(11%)
minecraft.crafted.light_blue_wool: #3, 161(18%)
minecraft.mined.stripped_dark_oak_log: #3, 633(12%)
minecraft.picked_up.skeleton_skull: #2, 2(29%)
minecraft.picked_up.music_disc_13: #2, 18(14%)
minecraft.picked_up.spruce_sapling: #4, 2674(12%)
minecraft.picked_up.diamond_ore: #3, 965(10%)
minecraft.killed.wither: #3, 52(13%)
minecraft.mined.quartz_stairs: #3, 898(10%)
minecraft.mined.smooth_quartz_slab: #2, 295(9%)
minecraft.dropped.rabbit_stew: #2, 43(38%)
minecraft.crafted.polished_granite_slab: #2, 338(23%)
minecraft.mined.brown_wall_banner: #2, 6(38%)
minecraft.used.acacia_pressure_plate: #2, 22(28%)
minecraft.crafted.iron_trapdoor: #3, 1697(10%)
minecraft.picked_up.white_tulip: #3, 179(13%)
