stat, rank, value, (percentage) 
minecraft.picked_up.stone_brick_slab: #14, 401(1%)
minecraft.dropped.iron_boots: #14, 2(2%)
minecraft.crafted.paper: #14, 7656(1%)
minecraft.picked_up.lead: #14, 27(1%)
minecraft.dropped.arrow: #14, 330(1%)
minecraft.crafted.piston: #14, 206(1%)
minecraft.used.splash_potion: #14, 6(1%)
minecraft.crafted.repeater: #14, 191(1%)
minecraft.picked_up.brewing_stand: #14, 6(1%)
minecraft.picked_up.phantom_membrane: #14, 52(1%)
minecraft.mined.observer: #14, 95(1%)
minecraft.picked_up.dispenser: #14, 30(1%)
minecraft.used.poppy: #14, 5(1%)
minecraft.picked_up.potato: #14, 1074(1%)
minecraft.mined.smooth_stone_slab: #14, 482(1%)
minecraft.killed.sheep: #14, 17(1%)
minecraft.crafted.book: #14, 77(1%)
minecraft.picked_up.grass_block: #14, 4486(1%)
minecraft.picked_up.cyan_carpet: #14, 5(1%)
minecraft.crafted.flint_and_steel: #14, 4(1%)
minecraft.crafted.detector_rail: #14, 12(1%)
minecraft.crafted.bow: #14, 57(1%)
minecraft.picked_up.observer: #14, 98(1%)
minecraft.crafted.smooth_stone_slab: #14, 2977(1%)
minecraft.picked_up.stone_slab: #14, 86(1%)
minecraft.picked_up.bone_meal: #14, 241(1%)
minecraft.dropped.shield: #14, 1(1%)
minecraft.used.dark_oak_boat: #14, 9(1%)
minecraft.dropped.lead: #14, 2(1%)
minecraft.picked_up.pumpkin_seeds: #14, 259(1%)
minecraft.used.dropper: #14, 54(1%)
minecraft.used.smooth_stone_slab: #14, 1868(1%)
minecraft.mined.snow: #14, 1257(1%)
minecraft.crafted.tripwire_hook: #14, 28(1%)
minecraft.mined.stone_slab: #14, 44(1%)
minecraft.used.magma_block: #14, 69(1%)
minecraft.picked_up.acacia_boat: #14, 2(1%)
minecraft.picked_up.oxeye_daisy: #14, 35(1%)
minecraft.killed.silverfish: #14, 6(1%)
minecraft.custom.traded_with_villager: #14, 1040(0%)
minecraft.used.composter: #14, 5(1%)
minecraft.dropped.iron_door: #14, 1(1%)
minecraft.mined.birch_fence: #14, 5(0%)
minecraft.mined.redstone_lamp: #14, 7(0%)
minecraft.used.apple: #14, 5(0%)
minecraft.crafted.observer: #14, 57(0%)
minecraft.crafted.scaffolding: #14, 132(0%)
minecraft.crafted.red_concrete_powder: #14, 72(0%)
minecraft.crafted.lime_shulker_box: #14, 1(0%)
minecraft.picked_up.wet_sponge: #14, 41(0%)
minecraft.picked_up.dark_prismarine: #14, 19(0%)
minecraft.picked_up.cornflower: #14, 14(0%)
minecraft.crafted.sponge: #14, 35(0%)
minecraft.picked_up.light_gray_terracotta: #14, 336(0%)
minecraft.mined.lime_wool: #14, 2(0%)
minecraft.mined.wet_sponge: #14, 38(0%)
minecraft.picked_up.yellow_terracotta: #14, 73(0%)
minecraft.used.sponge: #14, 35(0%)
minecraft.picked_up.redstone_lamp: #14, 7(0%)
minecraft.used.birch_sapling: #14, 23(0%)
minecraft.used.red_concrete: #14, 38(0%)
minecraft.picked_up.dark_oak_sapling: #14, 28(0%)
minecraft.picked_up.chorus_flower: #14, 6(0%)
minecraft.mined.lime_concrete: #14, 32(0%)
minecraft.mined.polished_granite: #14, 10(0%)
minecraft.dropped.cornflower: #14, 1(0%)
minecraft.crafted.black_carpet: #14, 12(0%)
minecraft.picked_up.cooked_cod: #14, 117(0%)
minecraft.custom.minecart_one_cm: #14, 296924(0%)
minecraft.used.cod: #14, 1(0%)
minecraft.used.stone_stairs: #14, 6(0%)
minecraft.picked_up.pink_concrete: #14, 3(0%)
minecraft.picked_up.prismarine: #14, 34(0%)
minecraft.used.blue_wool: #14, 10(0%)
minecraft.crafted.filled_map: #14, 4(0%)
minecraft.dropped.magma_block: #14, 2(0%)
minecraft.used.pink_shulker_box: #14, 3(0%)
minecraft.crafted.jack_o_lantern: #14, 7(0%)
minecraft.picked_up.iron_ingot: #14, 612(0%)
minecraft.picked_up.snow: #14, 52(0%)
minecraft.mined.pink_shulker_box: #14, 2(0%)
minecraft.used.andesite_wall: #14, 2(0%)
minecraft.used.light_blue_stained_glass: #14, 16(0%)
minecraft.dropped.snowball: #14, 2(0%)
minecraft.picked_up.lime_terracotta: #14, 4(0%)
minecraft.used.light_blue_terracotta: #14, 2(0%)
minecraft.dropped.green_dye: #14, 5(0%)
minecraft.custom.sneak_time: #15, 1341954(2%)
minecraft.custom.walk_on_water_one_cm: #15, 3439139(2%)
minecraft.crafted.iron_pickaxe: #15, 17(3%)
minecraft.picked_up.leather_leggings: #15, 13(3%)
minecraft.mined.grass: #15, 1748(2%)
minecraft.custom.damage_dealt: #15, 421894(2%)
minecraft.picked_up.iron_chestplate: #15, 7(2%)
minecraft.used.bucket: #15, 1914(3%)
minecraft.custom.open_enderchest: #15, 1951(2%)
minecraft.crafted.iron_ingot: #15, 8639(2%)
minecraft.killed_by.player: #15, 2(3%)
minecraft.crafted.ladder: #15, 288(2%)
minecraft.used.spruce_boat: #15, 32(2%)
minecraft.crafted.wooden_axe: #15, 1(3%)
minecraft.crafted.ender_eye: #15, 14(2%)
minecraft.used.furnace: #15, 140(2%)
minecraft.crafted.white_bed: #15, 8(2%)
minecraft.used.bow: #15, 1159(2%)
minecraft.picked_up.gold_ore: #15, 464(2%)
minecraft.dropped.oak_planks: #15, 91(2%)
minecraft.picked_up.diamond_shovel: #15, 23(2%)
minecraft.picked_up.chainmail_leggings: #15, 3(2%)
minecraft.used.anvil: #15, 27(1%)
minecraft.crafted.iron_sword: #15, 6(1%)
minecraft.picked_up.elytra: #15, 23(1%)
minecraft.mined.iron_bars: #15, 163(2%)
minecraft.picked_up.diamond_pickaxe: #15, 37(1%)
minecraft.picked_up.iron_block: #15, 843(2%)
minecraft.dropped.diorite: #15, 1272(1%)
minecraft.picked_up.chest: #15, 325(1%)
minecraft.dropped.diamond_shovel: #15, 3(2%)
minecraft.crafted.bone_meal: #15, 14318(1%)
minecraft.dropped.wheat_seeds: #15, 689(1%)
minecraft.mined.diamond_ore: #15, 323(1%)
minecraft.mined.grass_path: #15, 99(1%)
minecraft.used.hopper: #15, 357(1%)
minecraft.killed.slime: #15, 193(1%)
minecraft.dropped.diamond_axe: #15, 2(1%)
minecraft.used.obsidian: #15, 233(1%)
minecraft.used.piston: #15, 117(1%)
minecraft.picked_up.oak_pressure_plate: #15, 5(1%)
minecraft.crafted.red_dye: #15, 435(1%)
minecraft.mined.rail: #15, 403(1%)
minecraft.picked_up.cobblestone_slab: #15, 117(1%)
minecraft.used.stone_bricks: #15, 2972(1%)
minecraft.mined.piston: #15, 38(1%)
minecraft.mined.vine: #15, 180(1%)
minecraft.dropped.white_bed: #15, 1(1%)
minecraft.picked_up.piston: #15, 55(1%)
minecraft.picked_up.bookshelf: #15, 14(1%)
minecraft.picked_up.stone_pressure_plate: #15, 23(1%)
minecraft.picked_up.shield: #15, 3(1%)
minecraft.crafted.fishing_rod: #15, 2(1%)
minecraft.mined.stone_pressure_plate: #15, 14(1%)
minecraft.mined.snow_block: #15, 86(1%)
minecraft.dropped.writable_book: #15, 1(1%)
minecraft.used.grass_block: #15, 1843(1%)
minecraft.mined.oak_fence_gate: #15, 6(1%)
minecraft.dropped.player_head: #15, 13(1%)
minecraft.used.observer: #15, 125(1%)
minecraft.killed.bat: #15, 5(1%)
minecraft.crafted.note_block: #15, 15(1%)
minecraft.crafted.white_dye: #15, 408(1%)
minecraft.crafted.dropper: #15, 47(1%)
minecraft.picked_up.azure_bluet: #15, 36(1%)
minecraft.crafted.green_dye: #15, 347(1%)
minecraft.crafted.cyan_carpet: #15, 6(1%)
minecraft.dropped.dandelion: #15, 15(0%)
minecraft.used.cyan_carpet: #15, 6(1%)
minecraft.picked_up.smooth_stone: #15, 134(0%)
minecraft.used.stone_pressure_plate: #15, 16(0%)
minecraft.picked_up.lime_shulker_box: #15, 15(0%)
minecraft.used.terracotta: #15, 36(0%)
minecraft.crafted.name_tag: #15, 3(0%)
minecraft.used.note_block: #15, 10(0%)
minecraft.used.lime_shulker_box: #15, 12(0%)
minecraft.mined.lime_shulker_box: #15, 11(0%)
minecraft.used.lime_concrete_powder: #15, 33(0%)
minecraft.picked_up.birch_leaves: #15, 54(0%)
minecraft.picked_up.polished_granite: #15, 20(0%)
minecraft.mined.chiseled_quartz_block: #15, 3(0%)
minecraft.mined.black_wool: #15, 5(0%)
minecraft.picked_up.peony: #15, 6(0%)
minecraft.used.snow_block: #15, 51(0%)
minecraft.dropped.bowl: #15, 1(0%)
minecraft.used.chiseled_quartz_block: #15, 9(0%)
minecraft.picked_up.chiseled_quartz_block: #15, 3(0%)
minecraft.crafted.pink_concrete_powder: #15, 8(0%)
minecraft.used.red_concrete_powder: #15, 40(0%)
minecraft.mined.iron_trapdoor: #15, 10(0%)
minecraft.crafted.slime_block: #15, 32(0%)
minecraft.dropped.oxeye_daisy: #15, 3(0%)
minecraft.crafted.stone_stairs: #15, 16(0%)
minecraft.picked_up.light_gray_dye: #15, 3(0%)
minecraft.mined.dark_prismarine: #15, 7(0%)
minecraft.mined.chorus_flower: #15, 3(0%)
minecraft.dropped.stone_button: #15, 5(0%)
minecraft.dropped.item_frame: #15, 1(0%)
minecraft.crafted.green_concrete_powder: #15, 32(0%)
minecraft.crafted.polished_granite: #15, 16(0%)
minecraft.crafted.chiseled_stone_bricks: #15, 12(0%)
minecraft.crafted.cooked_cod: #15, 6(0%)
minecraft.mined.light_blue_terracotta: #15, 2(0%)
minecraft.picked_up.pink_shulker_box: #15, 2(0%)
minecraft.picked_up.light_blue_terracotta: #15, 2(0%)
minecraft.used.snow: #15, 39(0%)
minecraft.mined.blue_wool: #15, 1(0%)
minecraft.dropped.coarse_dirt: #15, 1(0%)
minecraft.mined.gray_concrete_powder: #15, 3(0%)
minecraft.crafted.dried_kelp_block: #15, 101(0%)
minecraft.used.orange_terracotta: #15, 4(0%)
minecraft.picked_up.green_concrete_powder: #15, 1(0%)
minecraft.used.brown_terracotta: #15, 1(0%)
minecraft.killed.vindicator: #15, 1(0%)
minecraft.picked_up.iron_sword: #16, 8(4%)
minecraft.custom.crouch_one_cm: #16, 4475921(2%)
minecraft.custom.sprint_one_cm: #16, 38676014(1%)
minecraft.crafted.diamond_boots: #16, 4(3%)
minecraft.picked_up.leather_boots: #16, 13(3%)
minecraft.used.diamond_sword: #16, 6330(2%)
minecraft.picked_up.white_wool: #16, 272(2%)
minecraft.custom.damage_taken: #16, 104177(1%)
minecraft.crafted.diamond_helmet: #16, 3(2%)
minecraft.custom.walk_under_water_one_cm: #16, 4680318(1%)
minecraft.custom.climb_one_cm: #16, 1166560(1%)
minecraft.mined.torch: #16, 741(1%)
minecraft.used.dirt: #16, 9956(1%)
minecraft.mined.wall_torch: #16, 295(1%)
minecraft.mined.dirt: #16, 11894(1%)
minecraft.custom.boat_one_cm: #16, 8426748(1%)
minecraft.picked_up.minecart: #16, 76(1%)
minecraft.used.shears: #16, 3385(1%)
minecraft.picked_up.wooden_pickaxe: #16, 1(2%)
minecraft.picked_up.stone: #16, 32859(1%)
minecraft.picked_up.ender_chest: #16, 197(1%)
minecraft.picked_up.sand: #16, 20505(1%)
minecraft.crafted.iron_bars: #16, 416(1%)
minecraft.mined.ender_chest: #16, 181(1%)
minecraft.picked_up.player_head: #16, 170(1%)
minecraft.mined.sand: #16, 16565(1%)
minecraft.used.ender_chest: #16, 176(1%)
minecraft.crafted.redstone: #16, 2538(1%)
minecraft.killed.squid: #16, 39(1%)
minecraft.crafted.oak_fence: #16, 123(1%)
minecraft.mined.magma_block: #16, 258(1%)
minecraft.mined.stone_button: #16, 25(1%)
minecraft.custom.talked_to_villager: #16, 494(1%)
minecraft.used.dispenser: #16, 35(1%)
minecraft.picked_up.golden_carrot: #16, 274(1%)
minecraft.dropped.birch_boat: #16, 1(1%)
minecraft.picked_up.poisonous_potato: #16, 10(1%)
minecraft.mined.iron_block: #16, 313(1%)
minecraft.crafted.lever: #16, 41(1%)
minecraft.dropped.firework_rocket: #16, 193(1%)
minecraft.used.birch_boat: #16, 15(1%)
minecraft.picked_up.magma_cream: #16, 8(1%)
minecraft.used.oak_fence_gate: #16, 12(1%)
minecraft.picked_up.stone_sword: #16, 8(1%)
minecraft.crafted.hopper: #16, 160(1%)
minecraft.crafted.magenta_shulker_box: #16, 1(1%)
minecraft.mined.fern: #16, 19(1%)
minecraft.crafted.sticky_piston: #16, 64(1%)
minecraft.used.stone_brick_stairs: #16, 403(1%)
minecraft.crafted.gold_ingot: #16, 1183(1%)
minecraft.picked_up.stone_button: #16, 56(1%)
minecraft.crafted.stone_brick_stairs: #16, 368(1%)
minecraft.used.minecart: #16, 24(1%)
minecraft.dropped.stick: #16, 133(1%)
minecraft.mined.stone_brick_slab: #16, 188(1%)
minecraft.crafted.oak_fence_gate: #16, 9(1%)
minecraft.mined.dark_oak_leaves: #16, 85(1%)
minecraft.mined.stone_brick_stairs: #16, 90(0%)
minecraft.mined.smooth_stone: #16, 70(1%)
minecraft.used.rail: #16, 407(0%)
minecraft.used.andesite: #16, 214(0%)
minecraft.mined.tnt: #16, 9(1%)
minecraft.dropped.ladder: #16, 8(1%)
minecraft.picked_up.carrot: #16, 723(0%)
minecraft.picked_up.birch_sapling: #16, 66(0%)
minecraft.crafted.lime_concrete_powder: #16, 64(1%)
minecraft.picked_up.vine: #16, 79(0%)
minecraft.crafted.quartz_block: #16, 346(0%)
minecraft.picked_up.oak_trapdoor: #16, 13(0%)
minecraft.crafted.bread: #16, 25(0%)
minecraft.crafted.emerald: #16, 936(0%)
minecraft.crafted.stone_pressure_plate: #16, 16(0%)
minecraft.crafted.light_gray_shulker_box: #16, 1(0%)
minecraft.dropped.slime_ball: #16, 31(0%)
minecraft.crafted.birch_trapdoor: #16, 10(0%)
minecraft.mined.clay: #16, 58(0%)
minecraft.used.gold_block: #16, 56(0%)
minecraft.used.jungle_sapling: #16, 13(0%)
minecraft.picked_up.scaffolding: #16, 275(0%)
minecraft.dropped.brown_mushroom: #16, 3(0%)
minecraft.picked_up.red_concrete: #16, 46(0%)
minecraft.mined.dark_oak_log: #16, 219(0%)
minecraft.used.birch_pressure_plate: #16, 1(0%)
minecraft.used.stone_slab: #16, 64(0%)
minecraft.used.quartz_slab: #16, 94(0%)
minecraft.crafted.yellow_concrete_powder: #16, 56(0%)
minecraft.dropped.potato: #16, 32(0%)
minecraft.mined.red_concrete: #16, 43(0%)
minecraft.crafted.sandstone_slab: #16, 350(0%)
minecraft.mined.quartz_slab: #16, 23(0%)
minecraft.crafted.birch_pressure_plate: #16, 1(0%)
minecraft.used.orange_shulker_box: #16, 11(0%)
minecraft.used.mossy_cobblestone: #16, 5(0%)
minecraft.picked_up.quartz_slab: #16, 23(0%)
minecraft.mined.orange_shulker_box: #16, 9(0%)
minecraft.used.brown_shulker_box: #16, 7(0%)
minecraft.picked_up.stone_stairs: #16, 2(0%)
minecraft.used.black_carpet: #16, 7(0%)
minecraft.picked_up.acacia_sapling: #16, 12(0%)
minecraft.picked_up.black_wool: #16, 5(0%)
minecraft.dropped.spruce_sapling: #16, 1(0%)
minecraft.dropped.pufferfish: #16, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #16, 8(0%)
minecraft.crafted.pumpkin_pie: #16, 2(0%)
minecraft.used.fishing_rod: #16, 77(0%)
minecraft.picked_up.gray_concrete_powder: #16, 11(0%)
minecraft.mined.smooth_sandstone: #16, 2(0%)
minecraft.used.acacia_sapling: #16, 1(0%)
minecraft.used.green_concrete: #16, 1(0%)
minecraft.custom.fish_caught: #16, 4(0%)
minecraft.used.gray_stained_glass: #16, 2(0%)
minecraft.custom.jump: #17, 158288(2%)
minecraft.picked_up.torch: #17, 3144(2%)
minecraft.used.torch: #17, 4997(2%)
minecraft.custom.open_shulker_box: #17, 7923(1%)
minecraft.picked_up.red_shulker_box: #17, 161(2%)
minecraft.mined.red_shulker_box: #17, 158(2%)
minecraft.used.red_shulker_box: #17, 159(2%)
minecraft.crafted.oak_sign: #17, 177(2%)
minecraft.picked_up.dirt: #17, 13804(1%)
minecraft.picked_up.white_bed: #17, 37(1%)
minecraft.mined.anvil: #17, 13(1%)
minecraft.mined.chest: #17, 246(1%)
minecraft.used.oak_sign: #17, 187(1%)
minecraft.crafted.anvil: #17, 15(1%)
minecraft.custom.aviate_one_cm: #17, 91069138(1%)
minecraft.picked_up.shulker_box: #17, 512(1%)
minecraft.mined.spruce_stairs: #17, 96(1%)
minecraft.picked_up.anvil: #17, 14(1%)
minecraft.used.shulker_box: #17, 458(1%)
minecraft.mined.shulker_box: #17, 446(1%)
minecraft.used.oak_fence: #17, 121(1%)
minecraft.used.stone: #17, 7759(1%)
minecraft.picked_up.coal_block: #17, 45(1%)
minecraft.broken.shears: #17, 11(1%)
minecraft.used.diamond_shovel: #17, 35573(1%)
minecraft.crafted.jungle_planks: #17, 668(1%)
minecraft.mined.dispenser: #17, 16(1%)
minecraft.picked_up.spruce_stairs: #17, 97(1%)
minecraft.crafted.furnace: #17, 59(1%)
minecraft.used.end_rod: #17, 150(1%)
minecraft.picked_up.chainmail_chestplate: #17, 1(1%)
minecraft.used.stone_axe: #17, 83(1%)
minecraft.mined.oak_pressure_plate: #17, 2(1%)
minecraft.picked_up.enchanted_book: #17, 7(1%)
minecraft.used.brewing_stand: #17, 4(1%)
minecraft.killed.cod: #17, 10(1%)
minecraft.dropped.birch_planks: #17, 12(1%)
minecraft.used.glowstone: #17, 79(1%)
minecraft.picked_up.kelp: #17, 2104(0%)
minecraft.crafted.red_shulker_box: #17, 2(1%)
minecraft.used.golden_carrot: #17, 264(0%)
minecraft.mined.glowstone: #17, 122(1%)
minecraft.picked_up.stone_brick_stairs: #17, 119(1%)
minecraft.picked_up.powered_rail: #17, 103(1%)
minecraft.crafted.birch_boat: #17, 1(1%)
minecraft.killed.drowned: #17, 58(0%)
minecraft.mined.note_block: #17, 5(0%)
minecraft.crafted.stone_brick_slab: #17, 330(0%)
minecraft.dropped.flint: #17, 31(0%)
minecraft.dropped.spruce_planks: #17, 18(0%)
minecraft.picked_up.note_block: #17, 5(0%)
minecraft.mined.tripwire: #17, 9(0%)
minecraft.used.white_terracotta: #17, 32(0%)
minecraft.used.stone_brick_slab: #17, 268(0%)
minecraft.picked_up.cocoa_beans: #17, 120(0%)
minecraft.mined.spruce_button: #17, 1(0%)
minecraft.used.redstone_lamp: #17, 17(0%)
minecraft.crafted.oak_pressure_plate: #17, 2(0%)
minecraft.used.acacia_boat: #17, 1(0%)
minecraft.picked_up.crossbow: #17, 3(0%)
minecraft.used.powered_rail: #17, 89(0%)
minecraft.mined.powered_rail: #17, 21(0%)
minecraft.picked_up.quartz_stairs: #17, 24(0%)
minecraft.used.scaffolding: #17, 232(0%)
minecraft.mined.white_wall_banner: #17, 1(0%)
minecraft.used.black_shulker_box: #17, 8(0%)
minecraft.killed.wither: #17, 1(0%)
minecraft.dropped.dark_oak_log: #17, 8(0%)
minecraft.picked_up.acacia_log: #17, 123(0%)
minecraft.picked_up.pumpkin: #17, 64(0%)
minecraft.crafted.acacia_planks: #17, 116(0%)
minecraft.used.pufferfish_bucket: #17, 1(0%)
minecraft.mined.black_shulker_box: #17, 6(0%)
minecraft.picked_up.wither_skeleton_skull: #17, 1(0%)
minecraft.mined.scaffolding: #17, 58(0%)
minecraft.picked_up.black_shulker_box: #17, 6(0%)
minecraft.dropped.fishing_rod: #17, 1(0%)
minecraft.picked_up.orange_shulker_box: #17, 10(0%)
minecraft.mined.gold_block: #17, 15(0%)
minecraft.picked_up.iron_trapdoor: #17, 10(0%)
minecraft.picked_up.brown_shulker_box: #17, 6(0%)
minecraft.dropped.obsidian: #17, 2(0%)
minecraft.killed.wither_skeleton: #17, 26(0%)
minecraft.mined.stone_stairs: #17, 1(0%)
minecraft.dropped.dark_oak_planks: #17, 2(0%)
minecraft.used.trident: #17, 18(0%)
minecraft.dropped.oak_slab: #17, 1(0%)
minecraft.mined.brown_shulker_box: #17, 4(0%)
minecraft.dropped.apple: #17, 1(0%)
minecraft.dropped.coal_ore: #17, 5(0%)
minecraft.dropped.pumpkin: #17, 1(0%)
minecraft.mined.birch_stairs: #17, 1(0%)
minecraft.picked_up.purple_wool: #17, 1(0%)
minecraft.picked_up.birch_stairs: #17, 1(0%)
minecraft.killed.witch: #17, 4(0%)
minecraft.picked_up.green_concrete: #17, 1(0%)
minecraft.mined.green_concrete: #17, 1(0%)
minecraft.used.green_concrete_powder: #17, 1(0%)
minecraft.picked_up.smooth_sandstone: #17, 1(0%)
minecraft.custom.fall_one_cm: #18, 3388178(1%)
minecraft.custom.sleep_in_bed: #18, 555(2%)
minecraft.used.white_bed: #18, 40(1%)
minecraft.crafted.torch: #18, 2920(1%)
minecraft.picked_up.andesite: #18, 3984(1%)
minecraft.picked_up.coal_ore: #18, 734(1%)
minecraft.crafted.iron_helmet: #18, 4(1%)
minecraft.dropped.granite: #18, 744(1%)
minecraft.crafted.coal: #18, 873(1%)
minecraft.mined.redstone_torch: #18, 25(1%)
minecraft.dropped.elytra: #18, 2(1%)
minecraft.mined.obsidian: #18, 260(1%)
minecraft.crafted.shears: #18, 27(1%)
minecraft.picked_up.obsidian: #18, 283(1%)
minecraft.killed.skeleton: #18, 678(1%)
minecraft.crafted.stone_bricks: #18, 3362(1%)
minecraft.dropped.bone_meal: #18, 69(1%)
minecraft.dropped.oak_sapling: #18, 27(1%)
minecraft.used.granite: #18, 76(1%)
minecraft.mined.redstone_block: #18, 33(1%)
minecraft.crafted.armor_stand: #18, 19(1%)
minecraft.mined.kelp_plant: #18, 173(0%)
minecraft.mined.pumpkin: #18, 18(0%)
minecraft.used.vine: #18, 15(1%)
minecraft.crafted.diamond_block: #18, 42(0%)
minecraft.crafted.light_blue_dye: #18, 90(0%)
minecraft.picked_up.slime_ball: #18, 195(0%)
minecraft.mined.oak_trapdoor: #18, 12(0%)
minecraft.mined.birch_log: #18, 206(0%)
minecraft.used.damaged_anvil: #18, 1(0%)
minecraft.used.golden_apple: #18, 1(0%)
minecraft.dropped.name_tag: #18, 1(0%)
minecraft.picked_up.glass_pane: #18, 16(0%)
minecraft.mined.damaged_anvil: #18, 1(0%)
minecraft.used.written_book: #18, 120(0%)
minecraft.picked_up.tripwire_hook: #18, 6(0%)
minecraft.picked_up.damaged_anvil: #18, 1(0%)
minecraft.crafted.cobblestone_slab: #18, 126(0%)
minecraft.picked_up.cobweb: #18, 37(0%)
minecraft.picked_up.dark_oak_stairs: #18, 20(0%)
minecraft.crafted.powered_rail: #18, 72(0%)
minecraft.mined.dark_oak_stairs: #18, 12(0%)
minecraft.picked_up.mutton: #18, 10(0%)
minecraft.used.redstone_block: #18, 29(0%)
minecraft.used.blue_shulker_box: #18, 6(0%)
minecraft.mined.cocoa: #18, 11(0%)
minecraft.crafted.quartz_slab: #18, 94(0%)
minecraft.picked_up.blue_shulker_box: #18, 5(0%)
minecraft.crafted.iron_block: #18, 237(0%)
minecraft.crafted.light_gray_dye: #18, 53(0%)
minecraft.dropped.spruce_slab: #18, 3(0%)
minecraft.mined.blue_shulker_box: #18, 4(0%)
minecraft.used.gray_shulker_box: #18, 6(0%)
minecraft.mined.gray_shulker_box: #18, 5(0%)
minecraft.picked_up.gray_shulker_box: #18, 5(0%)
minecraft.dropped.iron_ore: #18, 19(0%)
minecraft.used.magenta_shulker_box: #18, 3(0%)
minecraft.crafted.gray_dye: #18, 34(0%)
minecraft.picked_up.lapis_block: #18, 2(0%)
minecraft.used.spruce_button: #18, 1(0%)
minecraft.crafted.composter: #18, 1(0%)
minecraft.used.crossbow: #18, 2(0%)
minecraft.mined.magenta_shulker_box: #18, 2(0%)
minecraft.killed.guardian: #18, 123(0%)
minecraft.dropped.diamond_block: #18, 1(0%)
minecraft.crafted.light_gray_carpet: #18, 8(0%)
minecraft.crafted.map: #18, 1(0%)
minecraft.used.pumpkin_seeds: #18, 2(0%)
minecraft.crafted.blue_stained_glass: #18, 8(0%)
minecraft.used.cooked_cod: #18, 6(0%)
minecraft.crafted.firework_rocket: #18, 159(0%)
minecraft.used.acacia_log: #18, 8(0%)
minecraft.crafted.light_blue_stained_glass: #18, 8(0%)
minecraft.used.light_gray_terracotta: #18, 1(0%)
minecraft.used.gray_concrete_powder: #18, 11(0%)
minecraft.killed.pillager: #18, 8(0%)
minecraft.used.prismarine: #18, 1(0%)
minecraft.crafted.emerald_block: #18, 1(0%)
minecraft.custom.walk_one_cm: #19, 39891857(1%)
minecraft.crafted.diamond_axe: #19, 3(2%)
minecraft.custom.open_chest: #19, 7639(1%)
minecraft.crafted.diamond_leggings: #19, 2(2%)
minecraft.picked_up.iron_boots: #19, 4(1%)
minecraft.picked_up.diamond: #19, 549(1%)
minecraft.mined.andesite: #19, 3814(1%)
minecraft.used.diamond_pickaxe: #19, 101603(1%)
minecraft.crafted.iron_boots: #19, 3(1%)
minecraft.picked_up.apple: #19, 57(1%)
minecraft.crafted.writable_book: #19, 7(1%)
minecraft.used.writable_book: #19, 28(1%)
minecraft.crafted.coal_block: #19, 228(1%)
minecraft.mined.grass_block: #19, 4555(1%)
minecraft.picked_up.birch_boat: #19, 14(1%)
minecraft.used.armor_stand: #19, 24(1%)
minecraft.crafted.chest: #19, 287(1%)
minecraft.picked_up.ink_sac: #19, 108(1%)
minecraft.crafted.stone_shovel: #19, 3(1%)
minecraft.picked_up.gravel: #19, 3896(1%)
minecraft.mined.gravel: #19, 3731(0%)
minecraft.picked_up.redstone_block: #19, 76(1%)
minecraft.used.diamond_axe: #19, 4742(0%)
minecraft.picked_up.book: #19, 60(0%)
minecraft.mined.spruce_planks: #19, 118(0%)
minecraft.picked_up.sea_lantern: #19, 169(0%)
minecraft.used.stone_shovel: #19, 131(1%)
minecraft.mined.flower_pot: #19, 1(1%)
minecraft.mined.dark_oak_planks: #19, 44(0%)
minecraft.mined.cobblestone_slab: #19, 29(0%)
minecraft.crafted.birch_planks: #19, 520(0%)
minecraft.picked_up.birch_log: #19, 215(0%)
minecraft.mined.spruce_wall_sign: #19, 1(0%)
minecraft.picked_up.dark_oak_planks: #19, 44(0%)
minecraft.used.white_banner: #19, 4(0%)
minecraft.used.firework_rocket: #19, 36(0%)
minecraft.crafted.quartz_stairs: #19, 56(0%)
minecraft.mined.quartz_block: #19, 19(0%)
minecraft.used.glass_pane: #19, 29(0%)
minecraft.custom.fill_cauldron: #19, 1(0%)
minecraft.picked_up.dark_oak_log: #19, 302(0%)
minecraft.used.cobblestone_slab: #19, 76(0%)
minecraft.mined.dead_bush: #19, 3(0%)
minecraft.used.quartz_stairs: #19, 59(0%)
minecraft.picked_up.white_banner: #19, 5(0%)
minecraft.mined.seagrass: #19, 37(0%)
minecraft.dropped.crafting_table: #19, 1(0%)
minecraft.mined.sea_lantern: #19, 16(0%)
minecraft.picked_up.totem_of_undying: #19, 1(0%)
minecraft.mined.beacon: #19, 1(0%)
minecraft.picked_up.beacon: #19, 1(0%)
minecraft.mined.white_stained_glass: #19, 23(0%)
minecraft.custom.play_noteblock: #19, 5(0%)
minecraft.picked_up.yellow_wool: #19, 9(0%)
minecraft.picked_up.quartz_block: #19, 19(0%)
minecraft.picked_up.gray_wool: #19, 3(0%)
minecraft.picked_up.prismarine_crystals: #19, 93(0%)
minecraft.used.hopper_minecart: #19, 1(0%)
minecraft.mined.acacia_log: #19, 54(0%)
minecraft.crafted.hopper_minecart: #19, 1(0%)
minecraft.picked_up.flower_pot: #19, 1(0%)
minecraft.used.light_blue_shulker_box: #19, 7(0%)
minecraft.picked_up.clay_ball: #19, 40(0%)
minecraft.picked_up.prismarine_shard: #19, 216(0%)
minecraft.crafted.spruce_button: #19, 1(0%)
minecraft.custom.interact_with_stonecutter: #19, 1(0%)
