stat, rank, value, (percentage) 
minecraft.used.yellow_bed: #4, 44(8%)
minecraft.used.granite_slab: #3, 6(1%)
minecraft.used.green_carpet: #4, 230(6%)
minecraft.mined.light_blue_carpet: #4, 37(10%)
minecraft.crafted.magenta_wool: #3, 6(1%)
minecraft.mined.dead_horn_coral: #3, 1(1%)
minecraft.dropped.spruce_fence: #4, 72(6%)
minecraft.picked_up.cobblestone_slab: #5, 1108(9%)
minecraft.mined.dead_tube_coral_fan: #3, 4(1%)
minecraft.dropped.pink_concrete: #3, 2(1%)
minecraft.mined.light_gray_concrete: #5, 4724(10%)
minecraft.mined.bamboo_sapling: #4, 5(10%)
minecraft.picked_up.purpur_block: #4, 444(7%)
minecraft.dropped.spectral_arrow: #4, 52(13%)
minecraft.custom.raid_win: #3, 4(0%)
minecraft.mined.red_glazed_terracotta: #4, 45(10%)
minecraft.crafted.cooked_chicken: #4, 440(6%)
minecraft.used.jungle_trapdoor: #4, 475(10%)
minecraft.picked_up.diamond_pickaxe: #5, 195(8%)
minecraft.picked_up.andesite_stairs: #4, 22(10%)
minecraft.mined.spruce_fence: #5, 580(9%)
minecraft.dropped.birch_sapling: #4, 69(5%)
minecraft.dropped.tropical_fish: #4, 13(7%)
minecraft.crafted.green_carpet: #4, 249(7%)
minecraft.crafted.lapis_lazuli: #5, 3505(8%)
minecraft.mined.orange_stained_glass: #4, 37(7%)
minecraft.picked_up.stone: #5, 197495(7%)
minecraft.picked_up.anvil: #5, 93(8%)
minecraft.broken.golden_helmet: #4, 1(11%)
minecraft.picked_up.end_stone_bricks: #5, 727(10%)
minecraft.picked_up.light_gray_banner: #4, 12(11%)
minecraft.crafted.jungle_trapdoor: #4, 360(9%)
minecraft.custom.damage_blocked_by_shield: #4, 5850(5%)
minecraft.mined.red_banner: #4, 17(8%)
minecraft.picked_up.wheat: #5, 5955(8%)
minecraft.mined.dark_oak_sign: #4, 3(8%)
minecraft.mined.redstone_ore: #5, 8468(7%)
minecraft.used.magenta_terracotta: #4, 307(9%)
minecraft.picked_up.netherrack: #5, 60772(7%)
minecraft.crafted.cyan_carpet: #5, 114(12%)
minecraft.crafted.birch_sign: #5, 228(10%)
minecraft.crafted.green_stained_glass_pane: #4, 176(10%)
minecraft.picked_up.purple_terracotta: #4, 84(9%)
minecraft.mined.andesite_slab: #4, 57(7%)
minecraft.crafted.ladder: #5, 1080(8%)
minecraft.picked_up.diamond_sword: #5, 103(7%)
minecraft.dropped.gray_concrete: #4, 96(7%)
minecraft.killed.snow_golem: #4, 9(6%)
minecraft.mined.green_stained_glass: #4, 36(6%)
minecraft.used.polished_andesite: #5, 6496(8%)
minecraft.mined.loom: #5, 13(9%)
minecraft.picked_up.black_terracotta: #4, 263(5%)
minecraft.dropped.sunflower: #4, 19(6%)
minecraft.picked_up.wither_rose: #4, 302(9%)
minecraft.mined.end_stone_bricks: #5, 636(9%)
minecraft.crafted.rail: #5, 3488(8%)
minecraft.crafted.dark_oak_fence_gate: #5, 227(11%)
minecraft.used.cyan_carpet: #5, 115(11%)
minecraft.mined.light_blue_stained_glass: #4, 556(4%)
minecraft.used.dark_prismarine: #4, 898(5%)
minecraft.crafted.lever: #5, 387(7%)
minecraft.mined.potted_red_tulip: #4, 1(14%)
minecraft.broken.iron_leggings: #4, 1(14%)
minecraft.used.light_gray_banner: #4, 13(10%)
minecraft.picked_up.smooth_quartz_stairs: #4, 121(6%)
minecraft.mined.redstone_block: #5, 434(8%)
minecraft.picked_up.diamond_shovel: #5, 98(7%)
minecraft.used.bone_block: #5, 1768(8%)
minecraft.picked_up.loom: #5, 13(8%)
minecraft.used.red_mushroom: #5, 78(15%)
minecraft.used.light_gray_concrete: #5, 3821(8%)
minecraft.picked_up.acacia_stairs: #4, 44(8%)
minecraft.mined.lapis_ore: #5, 1135(7%)
minecraft.mined.jungle_slab: #5, 166(11%)
minecraft.mined.stone_brick_slab: #5, 2313(7%)
minecraft.mined.white_stained_glass: #5, 1628(7%)
minecraft.used.azure_bluet: #4, 22(5%)
minecraft.crafted.glass: #5, 9367(7%)
minecraft.dropped.quartz_pillar: #4, 23(6%)
minecraft.dropped.diamond_boots: #5, 10(8%)
minecraft.picked_up.stone_slab: #5, 731(8%)
minecraft.picked_up.elytra: #5, 97(6%)
minecraft.mined.red_nether_bricks: #4, 66(6%)
minecraft.picked_up.birch_wood: #4, 38(8%)
minecraft.dropped.light_gray_dye: #4, 36(7%)
minecraft.mined.cyan_carpet: #4, 12(5%)
minecraft.mined.mushroom_stem: #5, 893(12%)
minecraft.picked_up.red_concrete_powder: #5, 475(10%)
minecraft.mined.stonecutter: #4, 32(4%)
minecraft.picked_up.brown_wool: #4, 278(3%)
minecraft.picked_up.iron_ore: #5, 7751(6%)
minecraft.picked_up.stonecutter: #4, 32(4%)
minecraft.dropped.black_banner: #4, 1(11%)
minecraft.dropped.acacia_door: #4, 3(8%)
minecraft.used.lever: #5, 444(7%)
minecraft.custom.sprint_one_cm: #6, 165019931(6%)
minecraft.mined.diamond_ore: #5, 1715(6%)
minecraft.crafted.yellow_bed: #4, 4(5%)
minecraft.custom.open_shulker_box: #6, 50114(7%)
minecraft.mined.orange_banner: #4, 5(9%)
minecraft.picked_up.jungle_fence_gate: #4, 3(11%)
minecraft.dropped.gravel: #5, 1838(7%)
minecraft.broken.shield: #4, 1(7%)
minecraft.mined.jukebox: #4, 9(6%)
minecraft.dropped.oxeye_daisy: #4, 62(3%)
minecraft.picked_up.orange_banner: #4, 5(8%)
minecraft.picked_up.jukebox: #4, 9(6%)
minecraft.killed.dolphin: #4, 1(8%)
minecraft.mined.iron_ore: #5, 7064(6%)
minecraft.picked_up.red_nether_bricks: #4, 66(5%)
minecraft.custom.fly_one_cm: #6, 128171113(5%)
minecraft.picked_up.dark_oak_leaves: #5, 754(9%)
minecraft.dropped.polished_andesite_stairs: #4, 14(9%)
minecraft.picked_up.red_glazed_terracotta: #4, 133(5%)
minecraft.picked_up.rail: #5, 3946(6%)
minecraft.mined.hopper: #6, 1246(11%)
minecraft.dropped.detector_rail: #4, 3(6%)
minecraft.picked_up.powered_rail: #5, 1427(7%)
minecraft.crafted.birch_planks: #6, 14122(9%)
minecraft.used.dead_fire_coral_block: #4, 60(5%)
minecraft.crafted.nether_brick_wall: #4, 66(9%)
minecraft.crafted.light_gray_bed: #4, 2(5%)
minecraft.dropped.cauldron: #4, 3(7%)
minecraft.picked_up.charcoal: #5, 34(8%)
minecraft.picked_up.redstone_lamp: #5, 224(8%)
minecraft.picked_up.birch_fence: #4, 25(2%)
minecraft.used.dropper: #5, 493(7%)
minecraft.mined.oak_planks: #5, 972(6%)
minecraft.dropped.porkchop: #4, 10(4%)
minecraft.killed.wandering_trader: #5, 10(9%)
minecraft.picked_up.acacia_planks: #5, 119(8%)
minecraft.used.purple_terracotta: #4, 134(5%)
minecraft.mined.tripwire: #5, 173(7%)
minecraft.picked_up.gold_ingot: #5, 753(6%)
minecraft.mined.gray_shulker_box: #5, 278(7%)
minecraft.dropped.lime_carpet: #4, 5(4%)
minecraft.picked_up.gray_shulker_box: #5, 282(7%)
minecraft.killed_by.skeleton: #5, 7(8%)
minecraft.dropped.wheat_seeds: #6, 5481(9%)
minecraft.custom.drop: #6, 12471(7%)
minecraft.dropped.wooden_sword: #4, 7(5%)
minecraft.mined.beacon: #5, 38(7%)
minecraft.used.nether_brick_wall: #4, 51(7%)
minecraft.dropped.netherrack: #5, 18836(6%)
minecraft.used.andesite_slab: #4, 263(3%)
minecraft.picked_up.pink_dye: #5, 55(12%)
minecraft.dropped.brick_slab: #4, 5(4%)
minecraft.dropped.note_block: #4, 6(4%)
minecraft.crafted.black_stained_glass: #5, 3240(9%)
minecraft.picked_up.pink_wool: #4, 152(2%)
minecraft.used.gray_shulker_box: #5, 283(7%)
minecraft.crafted.lime_stained_glass: #5, 1800(9%)
minecraft.used.blue_carpet: #4, 510(2%)
minecraft.picked_up.coarse_dirt: #5, 1172(6%)
minecraft.dropped.sweet_berries: #4, 171(2%)
minecraft.picked_up.beacon: #5, 41(7%)
minecraft.dropped.acacia_pressure_plate: #4, 1(7%)
minecraft.dropped.minecart: #5, 31(7%)
minecraft.used.acacia_log: #5, 2680(7%)
minecraft.picked_up.tropical_fish: #5, 30(6%)
minecraft.picked_up.orange_glazed_terracotta: #4, 66(3%)
minecraft.dropped.dark_prismarine_slab: #4, 3(3%)
minecraft.broken.shears: #5, 67(5%)
minecraft.crafted.light_blue_wool: #5, 92(10%)
minecraft.mined.tnt: #5, 106(6%)
minecraft.picked_up.lime_dye: #4, 64(2%)
minecraft.crafted.polished_granite_slab: #4, 66(4%)
minecraft.picked_up.diorite_wall: #4, 7(3%)
minecraft.custom.inspect_dropper: #5, 904(5%)
minecraft.dropped.quartz_block: #4, 287(2%)
minecraft.used.magenta_carpet: #4, 22(2%)
minecraft.mined.jungle_fence_gate: #4, 1(4%)
minecraft.crafted.diorite_slab: #4, 6(4%)
minecraft.used.chorus_fruit: #5, 24(9%)
minecraft.dropped.stone_brick_slab: #5, 235(7%)
minecraft.mined.stripped_acacia_log: #4, 38(1%)
minecraft.used.red_stained_glass_pane: #5, 456(8%)
minecraft.mined.polished_diorite: #5, 334(7%)
minecraft.used.acacia_button: #4, 3(3%)
minecraft.dropped.ink_sac: #5, 96(6%)
minecraft.picked_up.magenta_bed: #4, 1(3%)
minecraft.crafted.white_dye: #5, 4072(5%)
minecraft.dropped.compass: #4, 2(2%)
minecraft.dropped.coal_ore: #5, 554(7%)
minecraft.used.jungle_pressure_plate: #4, 3(2%)
minecraft.mined.jungle_pressure_plate: #4, 1(3%)
minecraft.crafted.torch: #6, 19164(8%)
minecraft.used.chipped_anvil: #5, 23(7%)
minecraft.mined.netherrack: #5, 65128(5%)
minecraft.dropped.black_concrete: #5, 193(9%)
minecraft.picked_up.black_banner: #5, 17(9%)
minecraft.picked_up.dead_brain_coral: #4, 3(3%)
minecraft.mined.redstone_lamp: #5, 98(6%)
minecraft.crafted.bucket: #6, 277(8%)
minecraft.picked_up.dead_fire_coral: #4, 3(3%)
minecraft.crafted.magenta_carpet: #4, 18(2%)
minecraft.picked_up.gold_ore: #5, 1269(4%)
minecraft.dropped.iron_boots: #5, 8(7%)
minecraft.custom.inspect_hopper: #6, 4314(9%)
minecraft.crafted.white_wool: #5, 1019(6%)
minecraft.dropped.light_weighted_pressure_plate: #4, 1(3%)
minecraft.mined.magenta_bed: #4, 1(2%)
minecraft.picked_up.acacia_button: #4, 1(2%)
minecraft.mined.chipped_anvil: #5, 24(6%)
minecraft.used.bow: #5, 3044(5%)
minecraft.mined.nether_brick_wall: #4, 6(2%)
minecraft.dropped.blue_carpet: #4, 3(1%)
minecraft.mined.gold_ore: #5, 1224(4%)
minecraft.crafted.magenta_bed: #4, 1(2%)
minecraft.mined.birch_sign: #5, 15(6%)
minecraft.mined.lime_bed: #5, 6(11%)
minecraft.picked_up.dead_tube_coral: #4, 2(2%)
minecraft.picked_up.dandelion: #5, 506(4%)
minecraft.used.dandelion: #5, 12(7%)
minecraft.picked_up.chipped_anvil: #5, 24(6%)
minecraft.used.dead_horn_coral_fan: #4, 1(1%)
minecraft.used.dried_kelp_block: #4, 39(0%)
minecraft.killed.trader_llama: #5, 15(7%)
minecraft.picked_up.dead_horn_coral: #4, 1(1%)
minecraft.dropped.white_stained_glass: #5, 147(7%)
minecraft.dropped.magenta_stained_glass: #4, 3(0%)
minecraft.dropped.light_blue_concrete_powder: #4, 1(1%)
minecraft.crafted.polished_granite_stairs: #4, 8(0%)
minecraft.used.beacon: #5, 42(5%)
minecraft.mined.dead_brain_coral_fan: #4, 1(0%)
minecraft.killed.witch: #4, 30(0%)
minecraft.crafted.red_shulker_box: #5, 16(5%)
minecraft.mined.dead_horn_coral_fan: #4, 1(0%)
minecraft.mined.dead_fire_coral_fan: #4, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #4, 2(0%)
minecraft.killed_by.zombie_pigman: #5, 2(9%)
minecraft.mined.coarse_dirt: #5, 818(5%)
minecraft.picked_up.green_concrete_powder: #5, 256(7%)
minecraft.dropped.carved_pumpkin: #5, 13(8%)
minecraft.picked_up.purpur_pillar: #5, 192(7%)
minecraft.crafted.pink_shulker_box: #5, 7(7%)
minecraft.picked_up.ender_pearl: #5, 1210(4%)
minecraft.crafted.spruce_fence_gate: #5, 311(5%)
minecraft.mined.gray_stained_glass_pane: #5, 94(9%)
minecraft.picked_up.dark_oak_planks: #6, 1227(8%)
minecraft.crafted.stone_sword: #5, 16(4%)
minecraft.dropped.bone_block: #5, 363(6%)
minecraft.killed_by.drowned: #5, 4(6%)
minecraft.dropped.purpur_block: #5, 87(8%)
minecraft.used.brown_wool: #5, 99(6%)
minecraft.crafted.stick: #6, 23748(6%)
minecraft.crafted.acacia_stairs: #5, 128(8%)
minecraft.picked_up.cooked_mutton: #5, 90(4%)
minecraft.picked_up.stripped_spruce_log: #5, 100(4%)
minecraft.crafted.jungle_stairs: #5, 200(7%)
minecraft.picked_up.trapped_chest: #5, 8(8%)
minecraft.crafted.pink_stained_glass: #5, 352(8%)
minecraft.dropped.baked_potato: #5, 104(4%)
minecraft.picked_up.poisonous_potato: #5, 40(3%)
minecraft.picked_up.light_blue_carpet: #5, 67(7%)
minecraft.crafted.cyan_shulker_box: #5, 5(6%)
minecraft.picked_up.green_dye: #5, 3842(5%)
minecraft.dropped.chainmail_leggings: #5, 6(5%)
minecraft.used.rail: #6, 6442(8%)
minecraft.used.nether_brick_stairs: #5, 295(6%)
minecraft.used.spruce_leaves: #5, 1870(3%)
minecraft.picked_up.cake: #5, 9(6%)
minecraft.mined.acacia_planks: #5, 43(5%)
minecraft.mined.stripped_spruce_log: #5, 90(3%)
minecraft.crafted.acacia_slab: #5, 138(6%)
minecraft.dropped.jungle_boat: #5, 2(8%)
minecraft.mined.gray_stained_glass: #5, 124(4%)
minecraft.killed.slime: #6, 1254(8%)
minecraft.used.acacia_sign: #5, 3(9%)
minecraft.dropped.dark_oak_fence: #5, 27(5%)
minecraft.used.ender_pearl: #6, 929(7%)
minecraft.used.red_carpet: #5, 600(4%)
minecraft.used.lime_stained_glass_pane: #6, 569(10%)
minecraft.mined.light_blue_terracotta: #5, 108(4%)
minecraft.mined.trapped_chest: #5, 7(7%)
minecraft.picked_up.lime_stained_glass: #5, 149(4%)
minecraft.dropped.birch_stairs: #5, 22(7%)
minecraft.mined.infested_stone: #6, 116(9%)
minecraft.used.mycelium: #5, 357(6%)
minecraft.crafted.light_blue_dye: #6, 1546(7%)
minecraft.dropped.shulker_shell: #5, 64(8%)
minecraft.picked_up.diamond_ore: #5, 287(3%)
minecraft.mined.potted_dandelion: #5, 1(9%)
minecraft.used.jungle_log: #6, 658(7%)
minecraft.crafted.birch_boat: #6, 19(10%)
minecraft.picked_up.light_gray_concrete: #6, 2996(8%)
minecraft.picked_up.jungle_stairs: #5, 49(4%)
minecraft.dropped.poisonous_potato: #5, 14(3%)
minecraft.mined.orange_carpet: #5, 10(5%)
minecraft.picked_up.nether_wart: #5, 2560(3%)
minecraft.picked_up.acacia_slab: #5, 35(5%)
minecraft.picked_up.cornflower: #5, 166(3%)
minecraft.picked_up.soul_sand: #6, 2899(7%)
minecraft.crafted.oak_trapdoor: #6, 670(7%)
minecraft.picked_up.oak_planks: #6, 1575(6%)
minecraft.mined.rail: #6, 2923(7%)
minecraft.dropped.iron_nugget: #5, 50(3%)
minecraft.crafted.green_stained_glass: #5, 320(4%)
minecraft.mined.smooth_quartz_stairs: #5, 69(5%)
minecraft.dropped.dark_prismarine: #5, 23(7%)
minecraft.picked_up.light_weighted_pressure_plate: #5, 6(8%)
minecraft.picked_up.bone_meal: #6, 1944(5%)
minecraft.used.magenta_stained_glass: #5, 158(4%)
minecraft.picked_up.written_book: #6, 118(6%)
minecraft.picked_up.mycelium: #5, 1078(4%)
minecraft.crafted.heavy_weighted_pressure_plate: #5, 19(3%)
minecraft.crafted.loom: #5, 14(3%)
minecraft.dropped.ender_pearl: #5, 529(2%)
minecraft.used.lime_bed: #5, 6(5%)
minecraft.used.orange_banner: #5, 5(6%)
minecraft.mined.mycelium: #5, 1125(3%)
minecraft.picked_up.redstone_block: #6, 927(7%)
minecraft.used.allium: #5, 6(4%)
minecraft.crafted.oak_boat: #6, 28(6%)
minecraft.used.jukebox: #5, 9(5%)
minecraft.used.brain_coral: #5, 9(4%)
minecraft.dropped.acacia_boat: #5, 1(6%)
minecraft.used.green_stained_glass_pane: #5, 66(5%)
minecraft.mined.potted_spruce_sapling: #5, 1(7%)
minecraft.mined.nether_wart: #5, 418(3%)
minecraft.crafted.prismarine_stairs: #5, 72(5%)
minecraft.mined.redstone_wire: #6, 1054(6%)
minecraft.crafted.purple_shulker_box: #5, 4(3%)
minecraft.crafted.magenta_stained_glass: #5, 360(5%)
minecraft.crafted.dropper: #6, 568(7%)
minecraft.dropped.stripped_acacia_log: #5, 2(4%)
minecraft.crafted.writable_book: #6, 49(6%)
minecraft.mined.soul_sand: #6, 2751(6%)
minecraft.crafted.purple_stained_glass: #5, 296(4%)
minecraft.used.cod_bucket: #5, 10(3%)
minecraft.used.crafting_table: #6, 473(5%)
minecraft.dropped.stone_button: #5, 105(2%)
minecraft.crafted.bowl: #5, 36(4%)
minecraft.picked_up.purple_wool: #5, 142(2%)
minecraft.dropped.yellow_shulker_box: #5, 6(3%)
minecraft.crafted.light_blue_stained_glass: #6, 3528(8%)
minecraft.used.red_nether_bricks: #5, 239(4%)
minecraft.picked_up.yellow_glazed_terracotta: #5, 87(4%)
minecraft.used.potato: #6, 2009(6%)
minecraft.used.white_stained_glass: #6, 7573(6%)
minecraft.picked_up.cyan_concrete_powder: #5, 29(3%)
minecraft.picked_up.white_dye: #5, 163(2%)
minecraft.crafted.diamond_boots: #6, 9(6%)
minecraft.crafted.andesite_slab: #5, 294(3%)
minecraft.crafted.blue_carpet: #5, 507(2%)
minecraft.picked_up.acacia_sign: #5, 1(4%)
minecraft.dropped.slime_block: #5, 33(2%)
minecraft.crafted.magenta_stained_glass_pane: #5, 64(3%)
minecraft.dropped.dried_kelp: #5, 121(2%)
minecraft.crafted.redstone_lamp: #6, 319(7%)
minecraft.mined.note_block: #6, 72(7%)
minecraft.mined.pink_terracotta: #5, 17(3%)
minecraft.used.dead_tube_coral_fan: #5, 3(3%)
minecraft.dropped.light_gray_wool: #5, 20(2%)
minecraft.picked_up.firework_rocket: #6, 5156(5%)
minecraft.dropped.nether_brick_slab: #5, 14(3%)
minecraft.dropped.cooked_porkchop: #5, 12(2%)
minecraft.dropped.light_gray_shulker_box: #5, 1(2%)
minecraft.used.blue_stained_glass: #6, 1052(7%)
minecraft.picked_up.gold_nugget: #5, 3437(1%)
minecraft.crafted.white_stained_glass: #6, 8752(6%)
minecraft.used.jungle_fence: #6, 147(8%)
minecraft.picked_up.pink_terracotta: #5, 17(3%)
minecraft.dropped.gunpowder: #6, 481(5%)
minecraft.dropped.brown_concrete: #5, 2(2%)
minecraft.killed.endermite: #6, 15(7%)
minecraft.killed_by.guardian: #5, 4(1%)
minecraft.picked_up.detector_rail: #6, 36(6%)
minecraft.mined.stripped_jungle_log: #5, 25(1%)
minecraft.picked_up.stripped_jungle_log: #5, 26(1%)
minecraft.crafted.purple_bed: #5, 1(2%)
minecraft.picked_up.purple_dye: #5, 4(2%)
minecraft.picked_up.prismarine_stairs: #5, 7(2%)
minecraft.killed_by.iron_golem: #5, 1(2%)
minecraft.mined.dead_fire_coral_wall_fan: #5, 1(2%)
minecraft.mined.flower_pot: #6, 11(6%)
minecraft.crafted.diorite_wall: #5, 6(2%)
minecraft.picked_up.nether_brick: #5, 621(2%)
minecraft.picked_up.polished_granite_slab: #5, 6(2%)
minecraft.picked_up.orange_bed: #5, 1(1%)
minecraft.crafted.prismarine_slab: #5, 72(1%)
minecraft.used.brown_stained_glass_pane: #5, 3(2%)
minecraft.mined.acacia_stairs: #5, 6(1%)
minecraft.mined.piston_head: #6, 15(6%)
minecraft.mined.granite_stairs: #5, 1(2%)
minecraft.used.magenta_bed: #5, 1(2%)
minecraft.picked_up.granite_stairs: #5, 1(2%)
minecraft.used.purpur_stairs: #5, 7(1%)
minecraft.dropped.black_stained_glass: #5, 10(1%)
minecraft.picked_up.scute: #5, 4(2%)
minecraft.used.melon: #5, 19(1%)
minecraft.crafted.prismarine: #5, 92(1%)
minecraft.picked_up.dead_tube_coral_fan: #5, 4(1%)
minecraft.mined.glass: #7, 2528(9%)
minecraft.picked_up.potato: #6, 5042(4%)
minecraft.crafted.red_stained_glass: #6, 1848(7%)
minecraft.crafted.jungle_fence_gate: #5, 1(1%)
minecraft.picked_up.slime_ball: #6, 2270(5%)
minecraft.picked_up.light_gray_concrete_powder: #6, 1423(5%)
minecraft.picked_up.dead_horn_coral_fan: #5, 1(0%)
minecraft.picked_up.spectral_arrow: #5, 3(0%)
minecraft.crafted.jungle_door: #5, 3(0%)
minecraft.custom.raid_trigger: #5, 6(0%)
minecraft.crafted.pink_dye: #6, 399(5%)
minecraft.dropped.wither_rose: #5, 2(0%)
minecraft.killed.evoker: #5, 7(0%)
minecraft.used.stone_bricks: #7, 29027(7%)
minecraft.mined.stripped_acacia_wood: #5, 1(0%)
minecraft.crafted.air: #5, 0(0%)
minecraft.mined.light_blue_stained_glass_pane: #6, 44(7%)
minecraft.killed.guardian: #6, 10605(5%)
minecraft.used.apple: #6, 68(5%)
minecraft.dropped.lead: #6, 12(6%)
minecraft.mined.pumpkin: #6, 165(5%)
minecraft.dropped.purpur_slab: #6, 24(7%)
minecraft.used.acacia_planks: #6, 86(6%)
minecraft.used.detector_rail: #6, 36(5%)
minecraft.used.lime_stained_glass: #6, 909(6%)
minecraft.used.stripped_spruce_log: #6, 44(5%)
minecraft.used.light_blue_stained_glass: #6, 2098(5%)
minecraft.picked_up.baked_potato: #6, 362(4%)
minecraft.used.stripped_dark_oak_log: #6, 189(5%)
minecraft.crafted.light_gray_shulker_box: #6, 13(6%)
minecraft.dropped.andesite: #6, 2182(4%)
minecraft.used.cobblestone_wall: #6, 613(4%)
minecraft.picked_up.repeater: #7, 943(8%)
minecraft.picked_up.torch: #7, 11505(7%)
minecraft.picked_up.prismarine_crystals: #6, 4235(4%)
minecraft.used.iron_hoe: #6, 462(5%)
minecraft.dropped.iron_block: #6, 236(5%)
minecraft.crafted.wooden_hoe: #6, 3(6%)
minecraft.used.end_stone_bricks: #6, 234(5%)
minecraft.dropped.red_dye: #6, 45(6%)
minecraft.crafted.white_carpet: #6, 678(4%)
minecraft.picked_up.polished_granite: #6, 322(4%)
minecraft.picked_up.oxeye_daisy: #6, 224(4%)
minecraft.crafted.jungle_fence: #6, 150(7%)
minecraft.mined.spruce_fence_gate: #6, 42(5%)
minecraft.dropped.iron_leggings: #6, 5(4%)
minecraft.custom.play_noteblock: #6, 170(4%)
minecraft.mined.purpur_block: #6, 338(5%)
minecraft.used.red_banner: #6, 56(5%)
minecraft.picked_up.ice: #6, 3748(3%)
minecraft.picked_up.shears: #6, 26(3%)
minecraft.mined.black_stained_glass: #6, 192(3%)
minecraft.picked_up.iron_boots: #7, 19(7%)
minecraft.dropped.sugar_cane: #6, 527(4%)
minecraft.crafted.black_banner: #6, 26(6%)
minecraft.dropped.birch_slab: #6, 37(7%)
minecraft.mined.lime_stained_glass: #6, 84(4%)
minecraft.dropped.stone_pressure_plate: #6, 50(4%)
minecraft.used.diamond_shovel: #7, 312762(6%)
minecraft.mined.torch: #7, 3090(6%)
minecraft.custom.interact_with_crafting_table: #7, 4545(5%)
minecraft.used.diamond_ore: #6, 276(3%)
minecraft.used.dragon_head: #6, 5(5%)
minecraft.picked_up.gray_stained_glass_pane: #6, 139(5%)
minecraft.used.flint_and_steel: #6, 147(3%)
minecraft.picked_up.purpur_stairs: #6, 41(4%)
minecraft.crafted.black_dye: #6, 889(3%)
minecraft.used.light_blue_carpet: #6, 71(6%)
minecraft.mined.magenta_stained_glass: #6, 28(4%)
minecraft.custom.deaths: #7, 155(6%)
minecraft.mined.purpur_stairs: #6, 46(4%)
minecraft.used.acacia_slab: #6, 78(5%)
minecraft.crafted.hopper: #7, 1630(7%)
minecraft.picked_up.prismarine_shard: #6, 8805(3%)
minecraft.used.yellow_carpet: #6, 130(3%)
minecraft.used.stonecutter: #6, 34(4%)
minecraft.dropped.tnt: #6, 18(6%)
minecraft.used.soul_sand: #7, 1452(7%)
minecraft.picked_up.clay: #6, 220(3%)
minecraft.picked_up.white_carpet: #7, 330(6%)
minecraft.picked_up.andesite_wall: #6, 17(4%)
minecraft.dropped.redstone_lamp: #6, 3(6%)
minecraft.crafted.wooden_sword: #6, 9(3%)
minecraft.dropped.stone_hoe: #6, 3(4%)
minecraft.used.clay: #6, 191(4%)
minecraft.picked_up.gray_stained_glass: #6, 204(3%)
minecraft.picked_up.podzol: #6, 349(3%)
minecraft.dropped.emerald: #6, 204(3%)
minecraft.crafted.acacia_door: #6, 9(5%)
minecraft.crafted.glowstone: #6, 525(3%)
minecraft.dropped.diamond: #7, 638(7%)
minecraft.crafted.light_blue_carpet: #6, 51(4%)
minecraft.used.dead_fire_coral_fan: #6, 10(5%)
minecraft.picked_up.crafting_table: #7, 454(5%)
minecraft.crafted.acacia_boat: #6, 3(4%)
minecraft.crafted.gold_block: #6, 386(2%)
minecraft.crafted.acacia_sign: #6, 3(7%)
minecraft.dropped.rose_bush: #6, 18(3%)
minecraft.crafted.smooth_quartz_slab: #6, 346(4%)
minecraft.crafted.shield: #6, 15(2%)
minecraft.used.purple_bed: #6, 11(4%)
minecraft.dropped.blaze_powder: #6, 12(4%)
minecraft.used.smooth_quartz_slab: #6, 462(3%)
minecraft.custom.mob_kills: #7, 108107(4%)
minecraft.picked_up.purple_bed: #6, 10(4%)
minecraft.mined.light_gray_banner: #6, 3(6%)
minecraft.used.jungle_stairs: #6, 94(3%)
minecraft.dropped.ghast_tear: #6, 2(5%)
minecraft.crafted.orange_shulker_box: #6, 7(2%)
minecraft.crafted.cyan_stained_glass: #6, 1792(3%)
minecraft.dropped.brick: #6, 33(4%)
minecraft.killed_by.ravager: #6, 8(4%)
minecraft.used.light_blue_bed: #6, 12(3%)
minecraft.custom.minecart_one_cm: #6, 4305943(1%)
minecraft.mined.light_blue_bed: #6, 11(3%)
minecraft.crafted.painting: #6, 48(2%)
minecraft.picked_up.light_blue_bed: #6, 11(3%)
minecraft.dropped.blue_ice: #6, 11(4%)
minecraft.picked_up.sunflower: #6, 205(2%)
minecraft.used.acacia_stairs: #6, 42(3%)
minecraft.dropped.white_terracotta: #6, 64(2%)
minecraft.dropped.green_shulker_box: #6, 1(5%)
minecraft.mined.acacia_slab: #6, 15(3%)
minecraft.mined.jungle_stairs: #6, 23(2%)
minecraft.used.barrel: #7, 231(6%)
minecraft.dropped.sand: #6, 2865(1%)
minecraft.dropped.smooth_sandstone: #6, 69(2%)
minecraft.mined.crafting_table: #7, 388(5%)
minecraft.mined.dragon_head: #6, 1(3%)
minecraft.mined.red_wall_banner: #6, 7(2%)
minecraft.used.emerald_ore: #6, 3(3%)
minecraft.dropped.pink_shulker_box: #6, 1(3%)
minecraft.dropped.dark_oak_button: #6, 3(2%)
minecraft.crafted.pumpkin_seeds: #6, 112(2%)
minecraft.used.trapped_chest: #6, 7(3%)
minecraft.picked_up.compass: #6, 2(3%)
minecraft.picked_up.orange_dye: #6, 23(3%)
minecraft.picked_up.dark_oak_button: #6, 5(2%)
minecraft.dropped.birch_button: #6, 7(2%)
minecraft.picked_up.leather: #7, 1414(5%)
minecraft.killed_by.vex: #6, 1(3%)
minecraft.picked_up.pink_bed: #6, 4(3%)
minecraft.dropped.phantom_membrane: #6, 9(2%)
minecraft.crafted.andesite_wall: #6, 72(2%)
