stat, rank, value, (percentage) 
minecraft.crafted.diamond: #10, 1674(3%)
minecraft.used.white_carpet: #10, 550(3%)
minecraft.picked_up.chainmail_leggings: #10, 5(3%)
minecraft.custom.talked_to_villager: #10, 1447(2%)
minecraft.mined.sticky_piston: #10, 161(3%)
minecraft.used.light_gray_concrete_powder: #10, 2946(3%)
minecraft.used.iron_door: #10, 37(3%)
minecraft.crafted.redstone: #10, 5798(3%)
minecraft.killed.salmon: #10, 14(3%)
minecraft.dropped.bone: #10, 495(2%)
minecraft.picked_up.barrel: #10, 50(3%)
minecraft.crafted.black_wool: #10, 88(3%)
minecraft.picked_up.chainmail_boots: #10, 4(3%)
minecraft.picked_up.campfire: #10, 23(4%)
minecraft.picked_up.tnt: #10, 148(3%)
minecraft.dropped.lever: #10, 21(3%)
minecraft.custom.horse_one_cm: #10, 748639(2%)
minecraft.picked_up.ladder: #10, 273(2%)
minecraft.mined.red_wool: #10, 58(3%)
minecraft.crafted.stone_hoe: #10, 3(2%)
minecraft.dropped.leather_leggings: #10, 7(2%)
minecraft.picked_up.dropper: #10, 94(3%)
minecraft.crafted.stone_pressure_plate: #10, 106(2%)
minecraft.mined.clay: #10, 463(2%)
minecraft.dropped.leather_boots: #10, 10(2%)
minecraft.used.red_wool: #10, 109(2%)
minecraft.used.birch_door: #10, 5(3%)
minecraft.mined.brown_mushroom: #10, 31(2%)
minecraft.mined.seagrass: #10, 332(2%)
minecraft.used.sticky_piston: #10, 238(2%)
minecraft.dropped.iron_pickaxe: #10, 2(2%)
minecraft.picked_up.activator_rail: #10, 11(3%)
minecraft.picked_up.bread: #10, 39(2%)
minecraft.picked_up.stone_sword: #10, 20(2%)
minecraft.picked_up.glass: #10, 3838(2%)
minecraft.mined.polished_granite: #10, 112(2%)
minecraft.crafted.enchanting_table: #10, 1(2%)
minecraft.used.diamond_block: #10, 82(2%)
minecraft.picked_up.cyan_terracotta: #10, 1222(2%)
minecraft.mined.purple_stained_glass: #10, 12(2%)
minecraft.crafted.smooth_quartz: #10, 99(2%)
minecraft.picked_up.acacia_boat: #10, 5(2%)
minecraft.used.horn_coral_block: #10, 30(2%)
minecraft.used.blue_concrete_powder: #10, 200(2%)
minecraft.used.activator_rail: #10, 11(2%)
minecraft.used.coal_block: #10, 138(1%)
minecraft.mined.iron_trapdoor: #10, 95(1%)
minecraft.picked_up.blue_concrete: #10, 139(2%)
minecraft.dropped.diamond_chestplate: #10, 1(2%)
minecraft.picked_up.purple_stained_glass_pane: #10, 11(2%)
minecraft.used.yellow_banner: #10, 5(2%)
minecraft.used.cyan_concrete: #10, 48(2%)
minecraft.picked_up.iron_trapdoor: #10, 109(1%)
minecraft.used.polished_granite: #10, 279(1%)
minecraft.dropped.lava_bucket: #10, 1(2%)
minecraft.picked_up.blue_carpet: #10, 18(1%)
minecraft.custom.traded_with_villager: #10, 2471(1%)
minecraft.picked_up.birch_slab: #10, 66(1%)
minecraft.used.emerald_block: #10, 49(1%)
minecraft.picked_up.cookie: #10, 41(1%)
minecraft.picked_up.arrow: #11, 2796(4%)
minecraft.dropped.diamond_block: #10, 19(1%)
minecraft.crafted.red_bed: #10, 2(1%)
minecraft.crafted.flower_pot: #10, 43(1%)
minecraft.picked_up.bamboo: #10, 909(1%)
minecraft.crafted.cooked_salmon: #10, 34(1%)
minecraft.mined.blue_wool: #10, 20(1%)
minecraft.used.orange_tulip: #10, 3(1%)
minecraft.crafted.slime_block: #10, 203(1%)
minecraft.dropped.prismarine_shard: #10, 721(1%)
minecraft.used.fire_coral: #10, 4(1%)
minecraft.mined.heavy_weighted_pressure_plate: #10, 2(1%)
minecraft.dropped.pumpkin_seeds: #10, 181(1%)
minecraft.used.pink_concrete: #10, 10(1%)
minecraft.custom.open_enderchest: #11, 3658(3%)
minecraft.picked_up.lime_carpet: #10, 9(1%)
minecraft.used.orange_carpet: #10, 10(1%)
minecraft.used.horn_coral: #10, 3(1%)
minecraft.picked_up.conduit: #10, 1(1%)
minecraft.crafted.gray_stained_glass: #10, 592(1%)
minecraft.dropped.gray_carpet: #10, 9(1%)
minecraft.killed.wither: #10, 3(1%)
minecraft.picked_up.gray_concrete_powder: #10, 331(1%)
minecraft.used.ice: #10, 339(1%)
minecraft.crafted.pumpkin_pie: #10, 32(1%)
minecraft.mined.light_blue_concrete_powder: #10, 8(1%)
minecraft.crafted.activator_rail: #10, 6(1%)
minecraft.dropped.poppy: #10, 398(1%)
minecraft.used.rotten_flesh: #10, 3(1%)
minecraft.crafted.bricks: #10, 456(1%)
minecraft.dropped.beetroot_seeds: #10, 3(1%)
minecraft.mined.spawner: #10, 1(1%)
minecraft.mined.pumpkin_stem: #10, 3(1%)
minecraft.picked_up.fern: #10, 29(1%)
minecraft.crafted.dark_oak_wood: #10, 36(0%)
minecraft.picked_up.iron_chestplate: #11, 11(4%)
minecraft.mined.brown_mushroom_block: #10, 123(0%)
minecraft.mined.cake: #10, 1(0%)
minecraft.mined.brick_slab: #10, 8(0%)
minecraft.picked_up.acacia_trapdoor: #10, 6(0%)
minecraft.used.purpur_pillar: #10, 5(0%)
minecraft.used.purple_carpet: #10, 8(0%)
minecraft.mined.lapis_block: #10, 2(0%)
minecraft.picked_up.pumpkin_pie: #10, 4(0%)
minecraft.crafted.cookie: #10, 34(0%)
minecraft.picked_up.purple_concrete: #10, 15(0%)
minecraft.mined.acacia_fence: #10, 3(0%)
minecraft.used.purple_concrete: #10, 14(0%)
minecraft.dropped.saddle: #10, 1(0%)
minecraft.dropped.lime_wool: #10, 1(0%)
minecraft.picked_up.gray_terracotta: #10, 10(0%)
minecraft.mined.dead_tube_coral_block: #10, 1(0%)
minecraft.crafted.magenta_concrete_powder: #10, 8(0%)
minecraft.used.red_glazed_terracotta: #10, 1(0%)
minecraft.used.brown_terracotta: #10, 9(0%)
minecraft.custom.tune_noteblock: #10, 1750(0%)
minecraft.mined.birch_button: #10, 3(0%)
minecraft.picked_up.dried_kelp: #10, 142(0%)
minecraft.picked_up.golden_chestplate: #11, 14(4%)
minecraft.picked_up.bucket: #11, 47(4%)
minecraft.picked_up.bow: #11, 154(3%)
minecraft.picked_up.oak_sign: #11, 304(3%)
minecraft.dropped.golden_leggings: #11, 10(4%)
minecraft.picked_up.birch_planks: #11, 276(3%)
minecraft.picked_up.oak_boat: #11, 81(3%)
minecraft.crafted.diamond_pickaxe: #11, 17(3%)
minecraft.used.potion: #11, 40(3%)
minecraft.mined.dispenser: #11, 59(3%)
minecraft.mined.lever: #11, 64(3%)
minecraft.mined.smooth_stone_slab: #11, 1445(3%)
minecraft.picked_up.gunpowder: #11, 630(2%)
minecraft.dropped.rotten_flesh: #11, 1201(2%)
minecraft.custom.inspect_dispenser: #11, 507(3%)
minecraft.dropped.diamond_sword: #11, 6(2%)
minecraft.dropped.golden_helmet: #11, 8(3%)
minecraft.crafted.flint_and_steel: #11, 10(2%)
minecraft.used.dark_oak_sign: #11, 16(3%)
minecraft.mined.black_shulker_box: #11, 95(3%)
minecraft.picked_up.black_shulker_box: #11, 95(3%)
minecraft.picked_up.purpur_slab: #11, 25(3%)
minecraft.picked_up.iron_helmet: #11, 7(2%)
minecraft.picked_up.ink_sac: #11, 367(2%)
minecraft.dropped.diamond_helmet: #11, 3(3%)
minecraft.killed.skeleton: #11, 1711(2%)
minecraft.crafted.repeater: #11, 374(2%)
minecraft.used.cooked_beef: #11, 415(2%)
minecraft.crafted.smooth_stone_slab: #11, 6856(2%)
minecraft.used.obsidian: #11, 412(2%)
minecraft.used.cobblestone_slab: #11, 666(2%)
minecraft.dropped.cut_sandstone: #11, 8(3%)
minecraft.dropped.leather_chestplate: #11, 5(2%)
minecraft.used.snowball: #11, 63(2%)
minecraft.killed.squid: #11, 64(2%)
minecraft.dropped.snowball: #11, 122(3%)
minecraft.killed.shulker: #11, 161(3%)
minecraft.crafted.redstone_torch: #11, 1197(2%)
minecraft.picked_up.clay_ball: #11, 967(2%)
minecraft.mined.birch_wall_sign: #11, 6(2%)
minecraft.picked_up.chainmail_helmet: #11, 2(2%)
minecraft.picked_up.snow_block: #11, 171(2%)
minecraft.crafted.oak_fence_gate: #11, 20(1%)
minecraft.used.black_concrete_powder: #11, 1953(2%)
minecraft.picked_up.stone_hoe: #11, 1(2%)
minecraft.crafted.shulker_box: #11, 86(2%)
minecraft.crafted.black_concrete_powder: #11, 1952(2%)
minecraft.mined.birch_slab: #11, 52(1%)
minecraft.picked_up.milk_bucket: #11, 2(1%)
minecraft.mined.smooth_stone: #11, 143(1%)
minecraft.dropped.armor_stand: #11, 3(1%)
minecraft.dropped.iron_helmet: #11, 3(1%)
minecraft.used.lime_shulker_box: #11, 40(1%)
minecraft.used.lime_banner: #11, 2(2%)
minecraft.picked_up.lime_shulker_box: #11, 39(1%)
minecraft.dropped.enchanted_book: #11, 7(1%)
minecraft.mined.lime_shulker_box: #11, 38(1%)
minecraft.picked_up.cobweb: #11, 113(1%)
minecraft.picked_up.nether_brick_stairs: #11, 34(1%)
minecraft.picked_up.slime_block: #11, 110(1%)
minecraft.dropped.cod: #11, 721(1%)
minecraft.used.bubble_coral_block: #11, 19(1%)
minecraft.picked_up.stone_shovel: #11, 1(1%)
minecraft.killed_by.phantom: #11, 1(1%)
minecraft.dropped.chainmail_boots: #11, 1(1%)
minecraft.crafted.beacon: #11, 3(1%)
minecraft.crafted.birch_stairs: #11, 96(1%)
minecraft.picked_up.crossbow: #11, 7(1%)
minecraft.dropped.shulker_box: #11, 9(1%)
minecraft.picked_up.pumpkin: #11, 215(1%)
minecraft.dropped.splash_potion: #11, 1(1%)
minecraft.custom.eat_cake_slice: #11, 12(1%)
minecraft.used.wither_skeleton_skull: #11, 9(1%)
minecraft.mined.purple_stained_glass_pane: #11, 2(1%)
minecraft.picked_up.birch_stairs: #11, 42(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #11, 2(1%)
minecraft.picked_up.yellow_banner: #11, 4(1%)
minecraft.picked_up.blaze_powder: #11, 13(1%)
minecraft.picked_up.cooked_salmon: #11, 7(1%)
minecraft.used.fire_coral_block: #11, 25(1%)
minecraft.mined.red_concrete_powder: #11, 3(1%)
minecraft.picked_up.light_blue_wool: #11, 35(0%)
minecraft.crafted.cooked_cod: #11, 35(0%)
minecraft.dropped.black_carpet: #11, 2(1%)
minecraft.crafted.slime_ball: #11, 99(0%)
minecraft.crafted.map: #11, 8(0%)
minecraft.used.light_gray_stained_glass_pane: #11, 62(0%)
minecraft.used.bubble_coral: #11, 1(1%)
minecraft.mined.acacia_trapdoor: #11, 5(0%)
minecraft.used.cooked_salmon: #11, 13(0%)
minecraft.mined.smooth_quartz: #11, 16(0%)
minecraft.picked_up.prismarine: #11, 81(0%)
minecraft.used.pink_concrete_powder: #11, 8(0%)
minecraft.mined.cyan_stained_glass_pane: #11, 1(0%)
minecraft.mined.nether_brick_slab: #11, 9(0%)
minecraft.crafted.pink_concrete_powder: #11, 8(0%)
minecraft.dropped.bamboo: #11, 51(0%)
minecraft.mined.blue_stained_glass_pane: #11, 1(0%)
minecraft.crafted.yellow_wool: #11, 16(0%)
minecraft.dropped.pumpkin: #11, 9(0%)
minecraft.used.smooth_quartz: #11, 22(0%)
minecraft.mined.horn_coral_block: #11, 9(0%)
minecraft.picked_up.horn_coral_block: #11, 7(0%)
minecraft.picked_up.cyan_stained_glass_pane: #11, 1(0%)
minecraft.mined.purple_concrete: #11, 13(0%)
minecraft.picked_up.birch_button: #11, 9(0%)
minecraft.mined.bubble_coral_block: #11, 5(0%)
minecraft.picked_up.dead_tube_coral_block: #11, 1(0%)
minecraft.picked_up.bubble_coral_block: #11, 4(0%)
minecraft.picked_up.blue_stained_glass_pane: #11, 1(0%)
minecraft.mined.tube_coral_block: #11, 3(0%)
minecraft.picked_up.fire_coral_block: #11, 4(0%)
minecraft.picked_up.tube_coral_block: #11, 2(0%)
minecraft.used.lime_terracotta: #11, 2(0%)
minecraft.picked_up.iron_leggings: #12, 10(3%)
minecraft.crafted.white_bed: #12, 15(3%)
minecraft.picked_up.coal_ore: #12, 2009(3%)
minecraft.killed.spider: #12, 114(3%)
minecraft.crafted.ender_chest: #12, 16(3%)
minecraft.killed.creeper: #12, 219(3%)
minecraft.dropped.cobblestone: #12, 9940(3%)
minecraft.picked_up.brown_mushroom: #12, 135(3%)
minecraft.crafted.diamond_chestplate: #12, 2(3%)
minecraft.mined.obsidian: #12, 718(2%)
minecraft.custom.swim_one_cm: #12, 4996202(2%)
minecraft.used.oak_planks: #12, 569(2%)
minecraft.mined.player_wall_head: #12, 41(2%)
minecraft.used.iron_block: #12, 1568(2%)
minecraft.crafted.diamond_block: #12, 220(2%)
minecraft.killed.zombie_villager: #12, 8(2%)
minecraft.dropped.oak_planks: #12, 118(2%)
minecraft.used.birch_sign: #12, 50(2%)
minecraft.mined.iron_block: #12, 819(2%)
minecraft.picked_up.iron_block: #12, 1083(2%)
minecraft.dropped.potion: #12, 17(2%)
minecraft.picked_up.birch_boat: #12, 37(2%)
minecraft.used.oak_leaves: #12, 1323(2%)
minecraft.used.dispenser: #12, 68(2%)
minecraft.picked_up.clock: #12, 2(2%)
minecraft.used.kelp: #12, 535(2%)
minecraft.dropped.leather_helmet: #12, 4(2%)
minecraft.picked_up.shulker_shell: #12, 330(2%)
minecraft.used.smooth_stone_slab: #12, 3896(1%)
minecraft.picked_up.lily_pad: #12, 27(2%)
minecraft.mined.bookshelf: #12, 81(1%)
minecraft.used.white_wool: #12, 92(1%)
minecraft.used.splash_potion: #12, 7(2%)
minecraft.used.black_concrete: #12, 1476(1%)
minecraft.mined.birch_trapdoor: #12, 11(1%)
minecraft.picked_up.diamond_block: #12, 67(1%)
minecraft.mined.light_gray_stained_glass_pane: #12, 43(2%)
minecraft.picked_up.smooth_stone: #12, 374(1%)
minecraft.picked_up.emerald_block: #12, 24(1%)
minecraft.picked_up.nether_bricks: #12, 343(1%)
minecraft.picked_up.lime_stained_glass_pane: #12, 17(1%)
minecraft.crafted.purple_dye: #12, 104(1%)
minecraft.dropped.chainmail_helmet: #12, 1(2%)
minecraft.dropped.spider_eye: #12, 47(1%)
minecraft.mined.lime_stained_glass_pane: #12, 7(1%)
minecraft.crafted.birch_slab: #12, 316(1%)
minecraft.mined.light_blue_wool: #12, 10(1%)
minecraft.used.light_gray_carpet: #12, 109(1%)
minecraft.used.yellow_terracotta: #12, 45(1%)
minecraft.crafted.smooth_sandstone: #12, 378(1%)
minecraft.crafted.iron_block: #12, 756(0%)
minecraft.crafted.compass: #12, 10(0%)
minecraft.used.tube_coral_block: #12, 16(1%)
minecraft.picked_up.birch_fence_gate: #12, 2(1%)
minecraft.picked_up.bricks: #12, 31(0%)
minecraft.used.prismarine: #12, 65(0%)
minecraft.dropped.end_stone: #12, 2(0%)
minecraft.dropped.bowl: #12, 1(0%)
minecraft.picked_up.green_wool: #12, 14(0%)
minecraft.used.birch_leaves: #12, 12(0%)
minecraft.mined.brown_concrete_powder: #12, 1(0%)
minecraft.mined.birch_stairs: #12, 9(0%)
minecraft.used.light_blue_wool: #12, 5(0%)
minecraft.mined.smooth_sandstone_slab: #12, 1(0%)
minecraft.picked_up.smooth_sandstone: #12, 45(0%)
minecraft.picked_up.smooth_sandstone_slab: #12, 1(0%)
minecraft.killed.villager: #12, 2(0%)
minecraft.crafted.birch_fence_gate: #12, 1(0%)
minecraft.crafted.grindstone: #12, 1(0%)
minecraft.picked_up.orange_stained_glass: #12, 2(0%)
minecraft.used.lapis_block: #12, 2(0%)
minecraft.used.purple_concrete_powder: #12, 8(0%)
minecraft.crafted.purple_concrete_powder: #12, 8(0%)
minecraft.picked_up.brown_concrete: #12, 3(0%)
minecraft.crafted.acacia_wood: #12, 3(0%)
minecraft.picked_up.cyan_dye: #12, 1(0%)
minecraft.used.birch_button: #12, 3(0%)
minecraft.picked_up.magenta_wool: #12, 2(0%)
minecraft.mined.brain_coral_block: #12, 1(0%)
minecraft.custom.damage_dealt: #13, 560115(2%)
minecraft.used.iron_pickaxe: #13, 3243(3%)
minecraft.killed.zombie: #13, 492(2%)
minecraft.used.diamond_sword: #13, 8683(2%)
minecraft.crafted.diamond_axe: #13, 5(3%)
minecraft.picked_up.water_bucket: #13, 26(3%)
minecraft.crafted.oak_sign: #13, 312(3%)
minecraft.crafted.diamond_leggings: #13, 3(2%)
minecraft.mined.shulker_box: #13, 823(2%)
minecraft.used.shulker_box: #13, 836(2%)
minecraft.picked_up.shulker_box: #13, 863(2%)
minecraft.used.damaged_anvil: #13, 6(3%)
minecraft.mined.ladder: #13, 94(2%)
minecraft.picked_up.rotten_flesh: #13, 1386(1%)
minecraft.used.stripped_oak_log: #13, 48(2%)
minecraft.crafted.player_head: #13, 100(2%)
minecraft.picked_up.name_tag: #13, 12(1%)
minecraft.picked_up.enchanted_book: #13, 13(1%)
minecraft.picked_up.lead: #13, 28(1%)
minecraft.crafted.birch_fence: #13, 33(1%)
minecraft.picked_up.salmon: #13, 78(1%)
minecraft.used.birch_pressure_plate: #13, 6(2%)
minecraft.picked_up.lava_bucket: #13, 3(1%)
minecraft.crafted.cauldron: #13, 16(1%)
minecraft.picked_up.birch_trapdoor: #13, 13(1%)
minecraft.mined.snow_block: #13, 117(1%)
minecraft.crafted.cyan_dye: #13, 366(1%)
minecraft.mined.cauldron: #13, 6(1%)
minecraft.crafted.smooth_stone: #13, 418(1%)
minecraft.picked_up.mutton: #13, 42(1%)
minecraft.mined.cobweb: #13, 119(1%)
minecraft.picked_up.cauldron: #13, 6(1%)
minecraft.used.magma_block: #13, 86(1%)
minecraft.crafted.fishing_rod: #13, 2(1%)
minecraft.dropped.oak_fence: #13, 8(1%)
minecraft.dropped.potato: #13, 129(1%)
minecraft.used.birch_fence: #13, 17(1%)
minecraft.crafted.golden_boots: #13, 1(1%)
minecraft.mined.sea_pickle: #13, 18(1%)
minecraft.mined.nether_bricks: #13, 189(1%)
minecraft.crafted.leather_chestplate: #13, 8(1%)
minecraft.crafted.dispenser: #13, 30(1%)
minecraft.mined.dark_oak_wall_sign: #13, 1(1%)
minecraft.used.iron_trapdoor: #13, 103(0%)
minecraft.used.birch_slab: #13, 219(1%)
minecraft.crafted.iron_trapdoor: #13, 80(0%)
minecraft.crafted.brick: #13, 206(0%)
minecraft.crafted.sandstone_slab: #13, 880(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #13, 27(1%)
minecraft.crafted.observer: #13, 62(0%)
minecraft.mined.hay_block: #13, 3(0%)
minecraft.mined.smooth_sandstone: #13, 47(0%)
minecraft.used.crossbow: #13, 10(0%)
minecraft.crafted.cake: #13, 5(0%)
minecraft.used.pumpkin_seeds: #13, 14(0%)
minecraft.mined.nether_brick_stairs: #13, 9(0%)
minecraft.used.orange_concrete_powder: #13, 24(0%)
minecraft.dropped.sandstone_slab: #13, 5(0%)
minecraft.used.black_carpet: #13, 17(0%)
minecraft.crafted.orange_concrete_powder: #13, 24(0%)
minecraft.used.brain_coral_block: #13, 7(0%)
minecraft.crafted.tnt: #13, 78(0%)
minecraft.crafted.black_carpet: #13, 18(0%)
minecraft.crafted.birch_pressure_plate: #13, 1(0%)
minecraft.mined.gray_concrete_powder: #13, 13(0%)
minecraft.dropped.fishing_rod: #13, 1(0%)
minecraft.used.cooked_cod: #13, 36(0%)
minecraft.mined.bricks: #13, 9(0%)
minecraft.picked_up.golden_sword: #13, 1(0%)
minecraft.picked_up.cyan_stained_glass: #13, 20(0%)
minecraft.dropped.golden_sword: #13, 1(0%)
minecraft.picked_up.orange_concrete: #13, 8(0%)
minecraft.crafted.blue_concrete_powder: #13, 8(0%)
minecraft.crafted.snow: #13, 6(0%)
minecraft.used.brown_concrete: #13, 1(0%)
minecraft.used.bricks: #13, 9(0%)
minecraft.used.smooth_sandstone_slab: #13, 1(0%)
minecraft.picked_up.brick: #13, 3(0%)
minecraft.crafted.oak_planks: #14, 10458(3%)
minecraft.used.wooden_pickaxe: #14, 32(3%)
minecraft.used.bucket: #14, 2044(3%)
minecraft.picked_up.golden_boots: #14, 11(3%)
minecraft.used.water_bucket: #14, 1662(2%)
minecraft.picked_up.obsidian: #14, 798(2%)
minecraft.picked_up.stripped_oak_log: #14, 112(2%)
minecraft.picked_up.player_head: #14, 300(2%)
minecraft.mined.stripped_oak_log: #14, 104(2%)
minecraft.used.stone_sword: #14, 46(2%)
minecraft.mined.iron_bars: #14, 178(2%)
minecraft.used.oak_sign: #14, 226(2%)
minecraft.picked_up.iron_bars: #14, 244(2%)
minecraft.crafted.iron_helmet: #14, 5(1%)
minecraft.picked_up.dark_oak_sign: #14, 7(2%)
minecraft.crafted.sticky_piston: #14, 109(1%)
minecraft.used.player_head: #14, 73(1%)
minecraft.picked_up.piston: #14, 74(1%)
minecraft.used.lava_bucket: #14, 26(1%)
minecraft.picked_up.iron_axe: #14, 5(1%)
minecraft.used.salmon_bucket: #14, 1(1%)
minecraft.picked_up.string: #14, 382(1%)
minecraft.picked_up.lapis_ore: #14, 65(1%)
minecraft.picked_up.spider_eye: #14, 96(1%)
minecraft.crafted.blue_shulker_box: #14, 1(1%)
minecraft.crafted.leather_helmet: #14, 2(1%)
minecraft.crafted.sandstone: #14, 182(1%)
minecraft.picked_up.iron_nugget: #14, 25(1%)
minecraft.picked_up.porkchop: #14, 13(1%)
minecraft.dropped.chicken: #14, 12(1%)
minecraft.picked_up.splash_potion: #14, 3(1%)
minecraft.dropped.oak_button: #14, 2(1%)
minecraft.used.oak_button: #14, 7(1%)
minecraft.used.written_book: #14, 200(0%)
minecraft.mined.white_concrete_powder: #14, 40(1%)
minecraft.crafted.oak_button: #14, 7(1%)
minecraft.crafted.birch_trapdoor: #14, 17(1%)
minecraft.picked_up.cyan_wool: #14, 54(1%)
minecraft.crafted.light_gray_carpet: #14, 72(0%)
minecraft.used.smooth_stone: #14, 206(0%)
minecraft.used.end_stone: #14, 47(0%)
minecraft.picked_up.composter: #14, 2(0%)
minecraft.crafted.stone_button: #14, 175(0%)
minecraft.mined.jack_o_lantern: #14, 2(0%)
minecraft.crafted.lectern: #14, 2(0%)
minecraft.picked_up.sea_pickle: #14, 41(0%)
minecraft.picked_up.jack_o_lantern: #14, 3(0%)
minecraft.used.tube_coral_fan: #14, 3(0%)
minecraft.picked_up.hay_block: #14, 3(0%)
minecraft.crafted.firework_rocket: #14, 1728(0%)
minecraft.used.sandstone: #14, 106(0%)
minecraft.used.cake: #14, 2(0%)
minecraft.mined.yellow_terracotta: #14, 45(0%)
minecraft.used.hay_block: #14, 3(0%)
minecraft.crafted.oak_wood: #14, 6(0%)
minecraft.used.blue_concrete: #14, 8(0%)
minecraft.used.birch_stairs: #14, 12(0%)
minecraft.crafted.composter: #14, 1(0%)
minecraft.mined.orange_concrete: #14, 9(0%)
minecraft.mined.prismarine: #14, 23(0%)
minecraft.dropped.red_terracotta: #14, 1(0%)
minecraft.custom.fish_caught: #14, 15(0%)
minecraft.used.orange_terracotta: #14, 4(0%)
minecraft.picked_up.green_terracotta: #14, 2(0%)
minecraft.mined.green_terracotta: #14, 1(0%)
minecraft.used.green_terracotta: #14, 1(0%)
minecraft.picked_up.golden_leggings: #15, 12(3%)
minecraft.picked_up.bone: #15, 1358(2%)
minecraft.picked_up.flint: #15, 472(2%)
minecraft.crafted.iron_leggings: #15, 5(2%)
minecraft.picked_up.golden_helmet: #15, 6(2%)
minecraft.mined.oak_wall_sign: #15, 52(2%)
minecraft.picked_up.ender_chest: #15, 228(2%)
minecraft.picked_up.iron_shovel: #15, 5(1%)
minecraft.used.ender_chest: #15, 230(2%)
minecraft.mined.ender_chest: #15, 210(1%)
minecraft.picked_up.blue_shulker_box: #15, 46(2%)
minecraft.crafted.iron_bars: #15, 448(1%)
minecraft.mined.blue_shulker_box: #15, 41(1%)
minecraft.used.blue_shulker_box: #15, 41(1%)
minecraft.used.stone_hoe: #15, 79(1%)
minecraft.picked_up.nautilus_shell: #15, 11(1%)
minecraft.mined.magma_block: #15, 275(1%)
minecraft.used.iron_bars: #15, 320(1%)
minecraft.mined.player_head: #15, 22(1%)
minecraft.picked_up.diamond_helmet: #15, 8(1%)
minecraft.used.cauldron: #15, 11(1%)
minecraft.used.bookshelf: #15, 72(1%)
minecraft.mined.cyan_terracotta: #15, 453(1%)
minecraft.picked_up.redstone_ore: #15, 407(1%)
minecraft.killed.cod: #15, 13(1%)
minecraft.mined.brewing_stand: #15, 4(1%)
minecraft.picked_up.light_gray_wool: #15, 63(1%)
minecraft.used.golden_apple: #15, 2(1%)
minecraft.picked_up.rose_bush: #15, 79(1%)
minecraft.picked_up.nether_star: #15, 3(1%)
minecraft.used.birch_trapdoor: #15, 17(1%)
minecraft.crafted.detector_rail: #15, 6(1%)
minecraft.picked_up.wither_skeleton_skull: #15, 3(1%)
minecraft.picked_up.sandstone_stairs: #15, 14(0%)
minecraft.used.redstone_ore: #15, 104(0%)
minecraft.used.smooth_sandstone: #15, 313(0%)
minecraft.mined.snow: #15, 709(0%)
minecraft.picked_up.fishing_rod: #15, 1(0%)
minecraft.crafted.scaffolding: #15, 120(0%)
minecraft.picked_up.glass_bottle: #15, 10(0%)
minecraft.used.horn_coral_fan: #15, 3(0%)
minecraft.mined.sandstone_stairs: #15, 7(0%)
minecraft.mined.end_stone: #15, 49(0%)
minecraft.picked_up.end_stone: #15, 49(0%)
minecraft.crafted.brewing_stand: #15, 1(0%)
minecraft.picked_up.white_terracotta: #15, 128(0%)
minecraft.dropped.iron_bars: #15, 6(0%)
minecraft.used.grindstone: #15, 1(0%)
minecraft.crafted.smoker: #15, 1(0%)
minecraft.picked_up.brown_concrete_powder: #15, 3(0%)
minecraft.used.orange_concrete: #15, 8(0%)
minecraft.crafted.filled_map: #15, 3(0%)
minecraft.mined.cut_sandstone: #15, 2(0%)
minecraft.picked_up.cut_sandstone: #15, 2(0%)
minecraft.picked_up.iron_ingot: #15, 506(0%)
minecraft.used.fishing_rod: #15, 90(0%)
minecraft.crafted.cut_sandstone: #15, 4(0%)
minecraft.picked_up.lime_terracotta: #15, 3(0%)
minecraft.mined.lime_terracotta: #15, 2(0%)
minecraft.used.jack_o_lantern: #15, 1(0%)
minecraft.broken.iron_pickaxe: #16, 7(2%)
minecraft.crafted.iron_chestplate: #16, 5(2%)
minecraft.picked_up.magma_block: #16, 357(1%)
minecraft.crafted.stone_pickaxe: #16, 4(1%)
minecraft.picked_up.beef: #16, 319(1%)
minecraft.crafted.charcoal: #16, 29(1%)
minecraft.picked_up.oak_button: #16, 6(1%)
minecraft.picked_up.potion: #16, 19(1%)
minecraft.used.lapis_ore: #16, 26(1%)
minecraft.crafted.cooked_beef: #16, 75(1%)
minecraft.used.birch_planks: #16, 45(0%)
minecraft.killed.phantom: #16, 21(0%)
minecraft.mined.composter: #16, 2(0%)
minecraft.picked_up.sandstone: #16, 678(0%)
minecraft.used.stone_button: #16, 152(0%)
minecraft.mined.sandstone: #16, 572(0%)
minecraft.used.composter: #16, 3(0%)
minecraft.mined.black_carpet: #16, 3(0%)
minecraft.killed.wither_skeleton: #16, 73(0%)
minecraft.crafted.leather_leggings: #16, 2(0%)
minecraft.picked_up.pumpkin_seeds: #16, 57(0%)
minecraft.used.snow_block: #16, 38(0%)
minecraft.picked_up.yellow_terracotta: #16, 39(0%)
minecraft.picked_up.gray_carpet: #16, 10(0%)
minecraft.crafted.gray_carpet: #16, 24(0%)
minecraft.dropped.sandstone: #16, 13(0%)
minecraft.used.cyan_terracotta: #16, 100(0%)
minecraft.picked_up.carved_pumpkin: #16, 6(0%)
minecraft.used.cut_sandstone: #16, 2(0%)
minecraft.mined.lectern: #16, 1(0%)
minecraft.picked_up.lectern: #16, 1(0%)
minecraft.used.brown_concrete_powder: #16, 1(0%)
minecraft.picked_up.leather_leggings: #17, 10(2%)
