stat, rank, value, (percentage) 
minecraft.mined.lime_carpet: #7, 23(5%)
minecraft.picked_up.bricks: #7, 286(4%)
minecraft.dropped.purpur_stairs: #7, 11(6%)
minecraft.custom.interact_with_smoker: #7, 17(3%)
minecraft.used.dropper: #7, 215(3%)
minecraft.dropped.nether_star: #7, 3(8%)
minecraft.used.lime_stained_glass_pane: #7, 203(4%)
minecraft.picked_up.arrow: #8, 3652(5%)
minecraft.dropped.dragon_head: #7, 1(8%)
minecraft.mined.potted_oxeye_daisy: #7, 1(7%)
minecraft.picked_up.cyan_banner: #7, 4(5%)
minecraft.mined.white_tulip: #7, 28(4%)
minecraft.picked_up.diamond_horse_armor: #7, 1(6%)
minecraft.mined.pink_stained_glass_pane: #7, 3(5%)
minecraft.picked_up.orange_stained_glass: #7, 94(5%)
minecraft.broken.shield: #7, 1(7%)
minecraft.mined.smooth_sandstone_slab: #7, 25(4%)
minecraft.picked_up.smooth_sandstone_slab: #7, 26(4%)
minecraft.dropped.hopper: #7, 26(4%)
minecraft.crafted.golden_leggings: #7, 3(4%)
minecraft.used.orange_carpet: #7, 36(4%)
minecraft.crafted.orange_carpet: #7, 42(4%)
minecraft.used.chest: #8, 2041(5%)
minecraft.dropped.gold_ingot: #7, 113(3%)
minecraft.picked_up.white_carpet: #8, 318(6%)
minecraft.crafted.acacia_door: #7, 9(5%)
minecraft.dropped.stone_shovel: #7, 5(3%)
minecraft.used.wet_sponge: #7, 6(4%)
minecraft.used.red_terracotta: #7, 784(3%)
minecraft.mined.sugar_cane: #7, 1550(2%)
minecraft.dropped.bowl: #7, 10(3%)
minecraft.killed.parrot: #7, 1(6%)
minecraft.dropped.stone_pressure_plate: #7, 32(3%)
minecraft.picked_up.lime_carpet: #7, 28(3%)
minecraft.dropped.magma_cream: #7, 3(5%)
minecraft.dropped.red_wool: #7, 16(3%)
minecraft.dropped.magenta_shulker_box: #7, 1(6%)
minecraft.crafted.glowstone: #7, 456(2%)
minecraft.dropped.stone_bricks: #7, 455(2%)
minecraft.dropped.slime_ball: #7, 184(2%)
minecraft.picked_up.crafting_table: #8, 442(5%)
minecraft.crafted.pink_shulker_box: #7, 3(3%)
minecraft.picked_up.lime_stained_glass: #7, 89(2%)
minecraft.mined.spruce_wood: #7, 35(2%)
minecraft.used.powered_rail: #8, 2675(7%)
minecraft.picked_up.prismarine: #7, 629(2%)
minecraft.crafted.birch_stairs: #7, 248(2%)
minecraft.used.birch_fence: #7, 44(2%)
minecraft.mined.cyan_carpet: #7, 7(3%)
minecraft.used.acacia_door: #7, 9(4%)
minecraft.used.wooden_pickaxe: #8, 60(6%)
minecraft.dropped.gray_concrete: #7, 41(3%)
minecraft.dropped.birch_door: #7, 1(5%)
minecraft.mined.quartz_stairs: #8, 561(6%)
minecraft.used.birch_wood: #7, 58(4%)
minecraft.crafted.purple_shulker_box: #7, 3(2%)
minecraft.picked_up.brick_stairs: #7, 30(3%)
minecraft.crafted.diamond_boots: #8, 9(6%)
minecraft.used.crafting_table: #8, 442(5%)
minecraft.mined.red_stained_glass_pane: #7, 29(3%)
minecraft.crafted.rail: #8, 2576(6%)
minecraft.used.cod_bucket: #7, 7(2%)
minecraft.mined.brown_concrete: #7, 90(2%)
minecraft.mined.lime_banner: #7, 1(4%)
minecraft.dropped.stripped_birch_log: #7, 5(3%)
minecraft.picked_up.golden_leggings: #8, 20(6%)
minecraft.picked_up.spruce_wood: #7, 35(2%)
minecraft.crafted.ladder: #8, 756(6%)
minecraft.used.purpur_slab: #7, 8(2%)
minecraft.dropped.dark_oak_leaves: #7, 14(2%)
minecraft.mined.conduit: #7, 2(2%)
minecraft.used.netherrack: #8, 8050(5%)
minecraft.dropped.oak_sign: #8, 88(6%)
minecraft.used.jukebox: #7, 5(3%)
minecraft.custom.inspect_dispenser: #8, 1056(5%)
minecraft.dropped.cookie: #7, 57(2%)
minecraft.broken.flint_and_steel: #7, 1(3%)
minecraft.used.music_disc_cat: #7, 1(3%)
minecraft.dropped.shulker_box: #7, 16(1%)
minecraft.dropped.lilac: #7, 9(2%)
minecraft.crafted.nether_bricks: #7, 792(2%)
minecraft.mined.mossy_cobblestone_wall: #7, 2(2%)
minecraft.dropped.smooth_sandstone: #7, 52(2%)
minecraft.mined.stripped_birch_wood: #7, 12(2%)
minecraft.picked_up.stripped_birch_wood: #7, 11(2%)
minecraft.picked_up.chorus_flower: #7, 33(1%)
minecraft.dropped.ice: #7, 96(1%)
minecraft.crafted.birch_fence_gate: #7, 11(1%)
minecraft.picked_up.dark_oak_fence: #8, 314(6%)
minecraft.picked_up.mossy_cobblestone_wall: #7, 2(2%)
minecraft.used.white_bed: #8, 133(5%)
minecraft.dropped.iron_axe: #7, 11(1%)
minecraft.picked_up.gray_dye: #7, 48(2%)
minecraft.used.birch_fence_gate: #7, 11(1%)
minecraft.picked_up.oak_stairs: #8, 276(5%)
minecraft.crafted.diamond_axe: #8, 8(4%)
minecraft.used.lectern: #7, 44(1%)
minecraft.used.brick_stairs: #7, 49(1%)
minecraft.picked_up.nether_wart_block: #7, 2(1%)
minecraft.used.red_mushroom_block: #7, 53(1%)
minecraft.dropped.poppy: #7, 452(1%)
minecraft.crafted.acacia_button: #7, 2(2%)
minecraft.picked_up.spruce_sign: #8, 47(5%)
minecraft.picked_up.comparator: #8, 258(5%)
minecraft.mined.quartz_slab: #8, 774(5%)
minecraft.picked_up.birch_button: #7, 66(1%)
minecraft.used.magenta_stained_glass: #7, 32(1%)
minecraft.dropped.yellow_concrete: #7, 10(1%)
minecraft.mined.birch_wood: #7, 5(1%)
minecraft.dropped.spruce_sign: #7, 4(1%)
minecraft.mined.pink_wool: #7, 3(1%)
minecraft.used.purpur_stairs: #7, 7(1%)
minecraft.crafted.yellow_terracotta: #7, 80(1%)
minecraft.mined.nether_wart_block: #7, 1(1%)
minecraft.used.music_disc_wait: #7, 1(1%)
minecraft.dropped.blaze_rod: #7, 8(1%)
minecraft.crafted.jungle_wood: #7, 9(1%)
minecraft.mined.cyan_stained_glass: #7, 30(0%)
minecraft.used.brick_slab: #7, 39(0%)
minecraft.picked_up.suspicious_stew: #7, 2(1%)
minecraft.mined.black_glazed_terracotta: #7, 1(1%)
minecraft.used.gray_banner: #7, 1(1%)
minecraft.used.dark_prismarine_slab: #7, 96(0%)
minecraft.mined.green_wool: #7, 2(1%)
minecraft.crafted.prismarine_slab: #7, 24(0%)
minecraft.picked_up.red_mushroom_block: #7, 62(0%)
minecraft.picked_up.music_disc_wait: #7, 1(1%)
minecraft.crafted.polished_granite_stairs: #7, 8(0%)
minecraft.picked_up.blue_concrete_powder: #7, 11(0%)
minecraft.dropped.lime_terracotta: #7, 3(0%)
minecraft.killed.witch: #7, 22(0%)
minecraft.custom.raid_trigger: #7, 3(0%)
minecraft.dropped.cobblestone: #8, 15145(4%)
minecraft.picked_up.lily_pad: #8, 87(5%)
minecraft.mined.mossy_cobblestone: #8, 123(5%)
minecraft.crafted.light_blue_stained_glass: #8, 2504(5%)
minecraft.mined.quartz_block: #8, 316(4%)
minecraft.mined.white_bed: #8, 87(4%)
minecraft.picked_up.spruce_door: #8, 43(4%)
minecraft.picked_up.scaffolding: #8, 4859(4%)
minecraft.dropped.ender_chest: #8, 7(6%)
minecraft.dropped.ink_sac: #8, 75(5%)
minecraft.crafted.minecart: #8, 127(5%)
minecraft.mined.brown_mushroom: #8, 65(4%)
minecraft.mined.dark_oak_fence: #8, 188(4%)
minecraft.broken.golden_helmet: #8, 1(11%)
minecraft.picked_up.salmon: #8, 285(4%)
minecraft.used.cooked_porkchop: #8, 31(4%)
minecraft.picked_up.kelp: #8, 13893(3%)
minecraft.mined.flower_pot: #8, 8(4%)
minecraft.used.potato: #8, 1202(4%)
minecraft.mined.nether_bricks: #8, 1220(4%)
minecraft.used.dark_oak_sign: #8, 25(4%)
minecraft.picked_up.saddle: #8, 11(3%)
minecraft.crafted.red_stained_glass_pane: #8, 368(5%)
minecraft.custom.horse_one_cm: #8, 1107756(3%)
minecraft.picked_up.detector_rail: #8, 24(4%)
minecraft.dropped.smooth_stone_slab: #8, 374(4%)
minecraft.crafted.spruce_sign: #8, 78(4%)
minecraft.used.redstone_torch: #8, 480(3%)
minecraft.broken.fishing_rod: #8, 4(5%)
minecraft.used.glass_bottle: #8, 191(3%)
minecraft.picked_up.red_carpet: #8, 133(4%)
minecraft.crafted.magenta_dye: #8, 328(3%)
minecraft.used.gold_block: #8, 663(4%)
minecraft.used.spruce_pressure_plate: #8, 16(3%)
minecraft.used.lead: #8, 2(6%)
minecraft.crafted.smooth_sandstone: #8, 2130(4%)
minecraft.picked_up.birch_slab: #8, 164(3%)
minecraft.picked_up.ender_pearl: #8, 750(2%)
minecraft.mined.dark_oak_sign: #8, 2(6%)
minecraft.used.flower_pot: #8, 54(3%)
minecraft.picked_up.pink_shulker_box: #8, 96(3%)
minecraft.killed.endermite: #8, 7(3%)
minecraft.dropped.stone_pickaxe: #8, 4(3%)
minecraft.used.tripwire_hook: #8, 61(2%)
minecraft.used.pink_shulker_box: #8, 94(3%)
minecraft.mined.clay: #8, 504(2%)
minecraft.crafted.bookshelf: #8, 252(2%)
minecraft.picked_up.potion: #8, 53(2%)
minecraft.dropped.black_shulker_box: #8, 1(6%)
minecraft.crafted.chest_minecart: #8, 6(4%)
minecraft.picked_up.oak_fence_gate: #8, 27(3%)
minecraft.mined.orange_tulip: #8, 24(3%)
minecraft.mined.pink_shulker_box: #8, 93(3%)
minecraft.mined.birch_slab: #8, 103(2%)
minecraft.picked_up.flint: #9, 1451(6%)
minecraft.picked_up.chest: #9, 1401(6%)
minecraft.dropped.oak_pressure_plate: #8, 4(3%)
minecraft.picked_up.pink_tulip: #8, 27(2%)
minecraft.used.stonecutter: #8, 26(3%)
minecraft.mined.jungle_planks: #8, 32(3%)
minecraft.picked_up.cactus: #8, 915(2%)
minecraft.picked_up.brown_carpet: #8, 46(3%)
minecraft.used.cyan_banner: #8, 4(4%)
minecraft.used.nether_brick_stairs: #8, 166(3%)
minecraft.dropped.birch_boat: #8, 2(3%)
minecraft.used.rose_bush: #8, 23(2%)
minecraft.crafted.brown_shulker_box: #8, 4(3%)
minecraft.picked_up.golden_boots: #9, 24(6%)
minecraft.dropped.light_gray_dye: #8, 22(4%)
minecraft.killed.phantom: #8, 89(2%)
minecraft.crafted.gold_block: #8, 307(2%)
minecraft.picked_up.prismarine_brick_stairs: #8, 23(3%)
minecraft.crafted.oak_button: #8, 21(2%)
minecraft.dropped.feather: #8, 159(2%)
minecraft.mined.orange_carpet: #8, 5(3%)
minecraft.picked_up.pumpkin: #8, 503(1%)
minecraft.dropped.carved_pumpkin: #8, 4(2%)
minecraft.dropped.iron_helmet: #8, 4(2%)
minecraft.mined.birch_fence_gate: #8, 8(3%)
minecraft.picked_up.birch_fence_gate: #8, 7(2%)
minecraft.crafted.bricks: #8, 1152(2%)
minecraft.crafted.slime_block: #8, 287(1%)
minecraft.mined.andesite_stairs: #8, 3(2%)
minecraft.mined.cyan_banner: #8, 1(3%)
minecraft.picked_up.pink_stained_glass_pane: #8, 3(2%)
minecraft.dropped.quartz_slab: #8, 20(2%)
minecraft.mined.chorus_flower: #8, 35(1%)
minecraft.crafted.lime_shulker_box: #8, 4(2%)
minecraft.picked_up.dispenser: #9, 157(5%)
minecraft.crafted.spruce_wood: #8, 99(1%)
minecraft.crafted.cyan_stained_glass: #8, 968(1%)
minecraft.dropped.rabbit_hide: #8, 1(2%)
minecraft.mined.orange_wool: #8, 8(2%)
minecraft.used.dark_oak_pressure_plate: #8, 5(2%)
minecraft.picked_up.brown_wool: #8, 87(1%)
minecraft.crafted.diamond_chestplate: #9, 4(6%)
minecraft.crafted.scaffolding: #8, 342(1%)
minecraft.dropped.redstone_lamp: #8, 1(2%)
minecraft.used.red_mushroom: #8, 8(2%)
minecraft.dropped.mossy_cobblestone: #8, 7(1%)
minecraft.picked_up.red_stained_glass_pane: #8, 19(1%)
minecraft.used.yellow_wool: #8, 116(1%)
minecraft.dropped.porkchop: #8, 4(2%)
minecraft.used.rail: #9, 4281(5%)
minecraft.used.birch_button: #8, 90(1%)
minecraft.custom.play_record: #8, 8(2%)
minecraft.dropped.mossy_stone_bricks: #8, 3(1%)
minecraft.mined.birch_stairs: #8, 55(1%)
minecraft.used.lily_pad: #8, 5(1%)
minecraft.mined.redstone_wire: #9, 851(5%)
minecraft.used.brown_concrete: #8, 23(1%)
minecraft.picked_up.prismarine_brick_slab: #8, 34(1%)
minecraft.picked_up.orange_wool: #8, 66(1%)
minecraft.mined.brick_stairs: #8, 11(1%)
minecraft.dropped.yellow_shulker_box: #8, 2(1%)
minecraft.used.stone_button: #8, 310(1%)
minecraft.crafted.light_gray_terracotta: #8, 24(1%)
minecraft.used.blue_orchid: #8, 1(1%)
minecraft.crafted.nether_brick: #8, 284(1%)
minecraft.mined.yellow_glazed_terracotta: #8, 3(1%)
minecraft.picked_up.stripped_spruce_wood: #8, 4(1%)
minecraft.mined.stripped_spruce_wood: #8, 4(1%)
minecraft.dropped.white_shulker_box: #8, 1(1%)
minecraft.dropped.blue_wool: #8, 5(1%)
minecraft.used.blue_carpet: #8, 151(1%)
minecraft.crafted.bone_meal: #9, 47452(4%)
minecraft.crafted.prismarine_stairs: #8, 12(1%)
minecraft.mined.acacia_fence: #8, 7(0%)
minecraft.dropped.yellow_stained_glass: #8, 1(1%)
minecraft.picked_up.black_bed: #8, 2(1%)
minecraft.used.chorus_flower: #8, 10(0%)
minecraft.crafted.prismarine_brick_stairs: #8, 16(1%)
minecraft.used.yellow_glazed_terracotta: #8, 4(1%)
minecraft.dropped.note_block: #8, 1(1%)
minecraft.used.jungle_button: #8, 2(0%)
minecraft.mined.prismarine_brick_stairs: #8, 3(1%)
minecraft.picked_up.lime_concrete_powder: #8, 8(0%)
minecraft.used.ender_pearl: #9, 570(4%)
minecraft.dropped.green_concrete_powder: #8, 3(0%)
minecraft.killed.cave_spider: #8, 16(0%)
minecraft.picked_up.brown_mushroom_block: #8, 49(0%)
minecraft.used.prismarine_brick_stairs: #8, 6(0%)
minecraft.dropped.cyan_stained_glass: #8, 2(0%)
minecraft.picked_up.mushroom_stem: #8, 12(0%)
minecraft.crafted.melon: #8, 146(0%)
minecraft.dropped.white_banner: #8, 2(0%)
minecraft.used.black_glazed_terracotta: #8, 1(0%)
minecraft.killed.pillager: #8, 55(0%)
minecraft.picked_up.purple_concrete_powder: #8, 2(0%)
minecraft.used.stone_brick_slab: #9, 4077(4%)
minecraft.killed.vindicator: #8, 16(0%)
minecraft.custom.raid_win: #8, 1(0%)
minecraft.picked_up.white_bed: #9, 106(4%)
minecraft.picked_up.written_book: #9, 75(4%)
minecraft.mined.piston_head: #9, 13(5%)
minecraft.picked_up.netherrack: #9, 29559(4%)
minecraft.used.dispenser: #9, 144(4%)
minecraft.mined.quartz_pillar: #9, 171(4%)
minecraft.mined.oak_sign: #9, 30(3%)
minecraft.used.white_carpet: #9, 622(3%)
minecraft.picked_up.potato: #9, 3470(3%)
minecraft.used.dandelion: #9, 8(5%)
minecraft.custom.interact_with_brewingstand: #9, 290(3%)
minecraft.mined.note_block: #9, 40(4%)
minecraft.mined.cactus: #9, 89(3%)
minecraft.mined.cyan_stained_glass_pane: #9, 14(6%)
minecraft.used.cyan_wool: #9, 67(5%)
minecraft.crafted.gold_ingot: #9, 4935(3%)
minecraft.dropped.smooth_stone: #9, 97(4%)
minecraft.used.mossy_cobblestone: #9, 110(3%)
minecraft.picked_up.carrot: #9, 4149(3%)
minecraft.custom.interact_with_lectern: #9, 73(3%)
minecraft.used.carrot: #9, 1789(2%)
minecraft.dropped.end_rod: #9, 90(4%)
minecraft.picked_up.red_concrete_powder: #9, 162(3%)
minecraft.picked_up.gold_ingot: #9, 295(3%)
minecraft.mined.infested_stone: #9, 37(3%)
minecraft.used.note_block: #9, 81(2%)
minecraft.mined.black_shulker_box: #9, 97(3%)
minecraft.picked_up.black_shulker_box: #9, 98(3%)
minecraft.dropped.leather_boots: #9, 11(2%)
minecraft.used.stone_axe: #9, 246(2%)
minecraft.dropped.sugar_cane: #9, 377(3%)
minecraft.mined.stone_button: #9, 55(3%)
minecraft.custom.fill_cauldron: #9, 9(3%)
minecraft.dropped.glass: #9, 254(2%)
minecraft.used.cyan_carpet: #9, 30(3%)
minecraft.picked_up.quartz_pillar: #9, 214(2%)
minecraft.dropped.stone_sword: #9, 28(2%)
minecraft.picked_up.white_shulker_box: #9, 193(2%)
minecraft.dropped.birch_trapdoor: #9, 3(4%)
minecraft.crafted.golden_apple: #9, 30(3%)
minecraft.picked_up.dragon_egg: #9, 1(5%)
minecraft.crafted.chiseled_quartz_block: #9, 71(2%)
minecraft.crafted.cauldron: #9, 27(2%)
minecraft.used.bookshelf: #9, 143(2%)
minecraft.used.red_stained_glass_pane: #9, 149(3%)
minecraft.dropped.milk_bucket: #9, 1(4%)
minecraft.mined.yellow_wall_banner: #9, 2(4%)
minecraft.used.red_banner: #9, 26(2%)
minecraft.picked_up.cobweb: #9, 192(2%)
minecraft.picked_up.fishing_rod: #9, 5(2%)
minecraft.picked_up.purpur_stairs: #9, 21(2%)
minecraft.crafted.quartz_pillar: #9, 310(2%)
minecraft.used.yellow_banner: #9, 6(2%)
minecraft.mined.purpur_stairs: #9, 24(2%)
minecraft.dropped.dark_oak_sign: #9, 2(3%)
minecraft.dropped.white_concrete: #9, 132(1%)
minecraft.crafted.green_shulker_box: #9, 3(2%)
minecraft.mined.black_banner: #9, 1(2%)
minecraft.crafted.oak_boat: #10, 24(5%)
minecraft.used.spruce_wood: #9, 110(2%)
minecraft.picked_up.conduit: #9, 2(2%)
minecraft.mined.stonecutter: #9, 13(2%)
minecraft.picked_up.brown_concrete: #9, 84(2%)
minecraft.custom.play_noteblock: #9, 50(1%)
minecraft.crafted.shield: #9, 8(1%)
minecraft.crafted.flower_pot: #9, 45(1%)
minecraft.mined.magenta_stained_glass: #9, 9(1%)
minecraft.used.brown_mushroom: #9, 14(2%)
minecraft.used.wither_skeleton_skull: #9, 15(1%)
minecraft.used.purpur_pillar: #9, 18(1%)
minecraft.dropped.iron_nugget: #9, 15(1%)
minecraft.dropped.purpur_pillar: #9, 10(2%)
minecraft.used.end_stone: #9, 105(1%)
minecraft.used.lilac: #9, 14(1%)
minecraft.dropped.iron_trapdoor: #9, 7(1%)
minecraft.mined.nether_wart: #9, 162(1%)
minecraft.dropped.jungle_planks: #9, 18(1%)
minecraft.dropped.pumpkin_seeds: #9, 200(1%)
minecraft.used.rotten_flesh: #9, 4(1%)
minecraft.dropped.cracked_stone_bricks: #9, 18(1%)
minecraft.used.cobweb: #9, 67(1%)
minecraft.mined.orange_glazed_terracotta: #9, 3(2%)
minecraft.mined.blue_terracotta: #9, 15(1%)
minecraft.used.orange_wool: #9, 17(1%)
minecraft.mined.gray_stained_glass_pane: #9, 12(1%)
minecraft.picked_up.magenta_stained_glass: #9, 10(1%)
minecraft.crafted.acacia_fence: #9, 18(1%)
minecraft.picked_up.bowl: #9, 4(1%)
minecraft.dropped.pink_tulip: #9, 2(1%)
minecraft.dropped.pumpkin: #9, 34(1%)
minecraft.picked_up.orange_stained_glass_pane: #9, 7(1%)
minecraft.crafted.blue_carpet: #9, 150(0%)
minecraft.dropped.sugar: #9, 9(1%)
minecraft.used.brown_mushroom_block: #9, 44(1%)
minecraft.picked_up.acacia_fence: #9, 8(1%)
minecraft.mined.lectern: #9, 22(0%)
minecraft.mined.red_glazed_terracotta: #9, 3(1%)
minecraft.picked_up.wooden_sword: #9, 2(1%)
minecraft.used.black_bed: #9, 2(1%)
minecraft.crafted.dark_prismarine_slab: #9, 84(0%)
minecraft.mined.red_mushroom_block: #9, 63(0%)
minecraft.dropped.cooked_salmon: #9, 2(0%)
minecraft.mined.prismarine_brick_slab: #9, 6(0%)
minecraft.used.cyan_stained_glass: #9, 121(0%)
minecraft.dropped.prismarine: #9, 5(0%)
minecraft.crafted.magenta_concrete_powder: #9, 16(0%)
minecraft.crafted.prismarine_brick_slab: #9, 18(0%)
minecraft.used.carrot_on_a_stick: #9, 4(0%)
minecraft.used.prismarine_brick_slab: #9, 7(0%)
minecraft.dropped.black_dye: #9, 1(0%)
minecraft.used.nether_wart_block: #9, 1(0%)
minecraft.dropped.prismarine_bricks: #9, 1(0%)
minecraft.picked_up.bucket: #10, 51(4%)
minecraft.mined.smooth_stone_slab: #10, 2168(5%)
minecraft.picked_up.name_tag: #10, 35(4%)
minecraft.picked_up.bone_meal: #10, 1035(3%)
minecraft.crafted.iron_sword: #10, 12(3%)
minecraft.mined.dispenser: #10, 65(3%)
minecraft.used.quartz_block: #10, 546(3%)
minecraft.crafted.smooth_stone_slab: #10, 11212(4%)
minecraft.crafted.writable_book: #10, 26(3%)
minecraft.custom.climb_one_cm: #11, 4363173(5%)
minecraft.picked_up.brown_mushroom: #10, 147(3%)
minecraft.picked_up.bone: #10, 1931(2%)
minecraft.mined.emerald_ore: #10, 25(5%)
minecraft.dropped.andesite: #10, 1671(3%)
minecraft.picked_up.mossy_cobblestone: #10, 121(3%)
minecraft.dropped.dark_oak_boat: #10, 3(5%)
minecraft.used.bone_block: #10, 684(3%)
minecraft.used.smooth_stone_slab: #10, 7804(3%)
minecraft.used.lava_bucket: #10, 69(3%)
minecraft.picked_up.bone_block: #10, 482(3%)
minecraft.picked_up.note_block: #10, 43(3%)
minecraft.dropped.chest: #10, 39(3%)
minecraft.mined.red_mushroom: #10, 26(3%)
minecraft.picked_up.light_gray_shulker_box: #10, 122(3%)
minecraft.dropped.potion: #10, 19(3%)
minecraft.used.black_shulker_box: #10, 101(3%)
minecraft.dropped.spruce_boat: #10, 6(3%)
minecraft.picked_up.red_dye: #10, 93(3%)
minecraft.used.scaffolding: #10, 2701(2%)
minecraft.dropped.iron_block: #10, 144(3%)
minecraft.used.light_gray_shulker_box: #10, 110(2%)
minecraft.mined.repeater: #10, 140(2%)
minecraft.mined.comparator: #10, 49(2%)
minecraft.mined.light_gray_shulker_box: #10, 106(2%)
minecraft.mined.cocoa: #10, 133(2%)
minecraft.mined.observer: #10, 185(2%)
minecraft.used.white_shulker_box: #10, 196(2%)
minecraft.crafted.jungle_planks: #10, 1556(2%)
minecraft.dropped.book: #10, 14(3%)
minecraft.mined.cracked_stone_bricks: #10, 51(2%)
minecraft.crafted.fishing_rod: #10, 5(2%)
minecraft.mined.spruce_sign: #10, 2(3%)
minecraft.dropped.oak_door: #10, 3(3%)
minecraft.dropped.iron_chestplate: #10, 3(2%)
minecraft.picked_up.cauldron: #10, 13(2%)
minecraft.broken.stone_hoe: #10, 1(4%)
minecraft.picked_up.sugar_cane: #10, 3080(2%)
minecraft.dropped.tropical_fish: #10, 5(3%)
minecraft.picked_up.orange_tulip: #10, 35(2%)
minecraft.dropped.potato: #10, 294(2%)
minecraft.picked_up.rabbit: #10, 3(3%)
minecraft.crafted.mossy_cobblestone: #10, 110(2%)
minecraft.dropped.polished_granite: #10, 18(2%)
minecraft.picked_up.spruce_button: #10, 8(1%)
minecraft.crafted.name_tag: #10, 13(2%)
minecraft.mined.purpur_block: #10, 127(2%)
minecraft.dropped.obsidian: #10, 29(2%)
minecraft.used.carved_pumpkin: #10, 14(2%)
minecraft.dropped.poisonous_potato: #10, 6(1%)
minecraft.picked_up.light_gray_dye: #10, 35(2%)
minecraft.dropped.egg: #10, 109(1%)
minecraft.used.purpur_block: #10, 31(2%)
minecraft.mined.activator_rail: #10, 3(2%)
minecraft.used.chiseled_sandstone: #10, 8(2%)
minecraft.used.red_carpet: #10, 190(1%)
minecraft.dropped.end_stone: #10, 9(1%)
minecraft.crafted.red_carpet: #10, 183(1%)
minecraft.crafted.white_wool: #10, 171(1%)
minecraft.crafted.dried_kelp: #10, 1281(1%)
minecraft.crafted.chest: #11, 2206(4%)
minecraft.picked_up.gray_stained_glass_pane: #10, 32(1%)
minecraft.used.slime_block: #10, 120(1%)
minecraft.picked_up.prismarine_bricks: #10, 318(1%)
minecraft.picked_up.black_banner: #10, 2(1%)
minecraft.picked_up.light_blue_dye: #10, 11(1%)
minecraft.mined.jungle_fence: #10, 4(1%)
minecraft.dropped.gold_nugget: #10, 72(1%)
minecraft.picked_up.yellow_banner: #10, 5(1%)
minecraft.used.prismarine: #10, 120(1%)
minecraft.used.clay: #10, 42(1%)
minecraft.mined.bamboo: #10, 34(1%)
minecraft.mined.polished_diorite: #10, 31(1%)
minecraft.mined.dark_oak_button: #10, 1(1%)
minecraft.picked_up.jungle_stairs: #10, 8(1%)
minecraft.mined.nether_brick_stairs: #10, 17(1%)
minecraft.picked_up.dark_oak_button: #10, 2(1%)
minecraft.picked_up.music_disc_cat: #10, 1(1%)
minecraft.dropped.item_frame: #10, 6(1%)
minecraft.dropped.polished_diorite: #10, 8(1%)
minecraft.picked_up.cyan_stained_glass_pane: #10, 5(1%)
minecraft.used.birch_stairs: #10, 79(0%)
minecraft.picked_up.blue_terracotta: #10, 15(1%)
minecraft.dropped.red_dye: #10, 5(1%)
minecraft.dropped.observer: #10, 2(1%)
minecraft.crafted.glistering_melon_slice: #10, 3(1%)
minecraft.dropped.repeater: #10, 5(1%)
minecraft.picked_up.lectern: #10, 24(0%)
minecraft.picked_up.dark_prismarine_slab: #10, 30(1%)
minecraft.dropped.emerald: #10, 30(1%)
minecraft.used.prismarine_bricks: #10, 139(0%)
minecraft.dropped.ender_pearl: #10, 72(0%)
minecraft.mined.jungle_stairs: #10, 5(0%)
minecraft.dropped.slime_block: #10, 8(0%)
minecraft.custom.fish_caught: #10, 244(0%)
minecraft.crafted.birch_planks: #11, 6168(4%)
minecraft.mined.dark_prismarine_slab: #10, 18(1%)
minecraft.used.pink_stained_glass_pane: #10, 3(0%)
minecraft.dropped.bone_block: #10, 21(0%)
minecraft.dropped.comparator: #10, 3(0%)
minecraft.used.blue_terracotta: #10, 25(0%)
minecraft.mined.prismarine: #10, 71(0%)
minecraft.dropped.birch_button: #10, 1(0%)
minecraft.crafted.blue_terracotta: #10, 32(0%)
minecraft.dropped.brick: #10, 2(0%)
minecraft.picked_up.magenta_concrete: #10, 6(0%)
minecraft.killed.turtle: #10, 1(0%)
minecraft.dropped.nether_quartz_ore: #10, 1(0%)
minecraft.dropped.magenta_stained_glass: #10, 1(0%)
minecraft.used.mushroom_stem: #10, 4(0%)
minecraft.killed.evoker: #10, 2(0%)
minecraft.crafted.iron_pickaxe: #11, 22(4%)
minecraft.used.cobblestone: #11, 9875(3%)
minecraft.picked_up.smooth_stone_slab: #11, 2528(4%)
minecraft.mined.redstone_block: #11, 203(4%)
minecraft.used.writable_book: #11, 117(3%)
minecraft.crafted.iron_boots: #11, 10(3%)
minecraft.dropped.bone_meal: #11, 292(3%)
minecraft.picked_up.baked_potato: #11, 260(3%)
minecraft.picked_up.hopper: #11, 354(3%)
minecraft.custom.damage_absorbed: #11, 194(3%)
minecraft.used.redstone_block: #11, 369(3%)
minecraft.custom.player_kills: #11, 2(3%)
minecraft.used.ladder: #11, 358(2%)
minecraft.picked_up.piston: #11, 142(2%)
minecraft.used.cactus: #11, 63(2%)
minecraft.dropped.soul_sand: #11, 69(2%)
minecraft.used.observer: #11, 427(2%)
minecraft.picked_up.white_tulip: #11, 37(3%)
minecraft.mined.dropper: #11, 61(2%)
minecraft.mined.white_shulker_box: #11, 180(2%)
minecraft.picked_up.lava_bucket: #11, 5(2%)
minecraft.picked_up.wet_sponge: #11, 298(2%)
minecraft.used.stripped_spruce_log: #11, 19(2%)
minecraft.picked_up.pumpkin_seeds: #11, 629(2%)
minecraft.picked_up.red_mushroom: #11, 52(2%)
minecraft.dropped.ladder: #11, 27(2%)
minecraft.used.comparator: #11, 113(1%)
minecraft.dropped.furnace: #11, 9(2%)
