stat, rank, value, (percentage) 
minecraft.dropped.terracotta: #3, 476(14%)
minecraft.picked_up.glowstone: #3, 1848(10%)
minecraft.used.flint_and_steel: #3, 469(9%)
minecraft.dropped.gray_carpet: #3, 144(16%)
minecraft.crafted.lime_stained_glass: #3, 2792(13%)
minecraft.used.salmon: #2, 10(11%)
minecraft.killed_by.enderman: #3, 5(14%)
minecraft.killed.fox: #2, 1(50%)
minecraft.broken.diamond_chestplate: #2, 1(50%)
minecraft.killed_by.wither_skeleton: #2, 1(50%)
minecraft.mined.acacia_sign: #2, 1(50%)
minecraft.killed_by.zombie_villager: #2, 1(50%)
minecraft.killed_by.ghast: #2, 1(33%)
minecraft.crafted.spruce_door: #3, 126(9%)
minecraft.used.diamond_sword: #4, 34927(9%)
minecraft.killed.salmon: #3, 48(10%)
minecraft.crafted.light_weighted_pressure_plate: #3, 25(20%)
minecraft.picked_up.purple_dye: #3, 56(25%)
minecraft.mined.dead_tube_coral_block: #3, 119(20%)
minecraft.mined.purple_stained_glass_pane: #3, 37(14%)
minecraft.used.player_head: #4, 871(12%)
minecraft.mined.light_blue_carpet: #3, 70(20%)
minecraft.picked_up.green_dye: #3, 10164(12%)
minecraft.used.lime_concrete_powder: #3, 1120(12%)
minecraft.dropped.brown_glazed_terracotta: #2, 64(32%)
minecraft.picked_up.dead_bubble_coral_fan: #2, 78(16%)
minecraft.dropped.lily_pad: #3, 67(19%)
minecraft.crafted.pink_terracotta: #2, 864(14%)
minecraft.dropped.cyan_wool: #3, 120(19%)
minecraft.used.light_blue_glazed_terracotta: #2, 1127(9%)
minecraft.picked_up.campfire: #3, 81(13%)
minecraft.dropped.blue_orchid: #2, 20(30%)
minecraft.picked_up.andesite_slab: #3, 135(16%)
minecraft.crafted.purple_concrete_powder: #3, 1456(14%)
minecraft.picked_up.cyan_concrete_powder: #3, 176(17%)
minecraft.crafted.red_shulker_box: #3, 30(9%)
minecraft.picked_up.dead_bubble_coral: #2, 21(22%)
minecraft.used.tropical_fish_bucket: #3, 52(12%)
minecraft.used.podzol: #3, 779(12%)
minecraft.mined.magenta_stained_glass_pane: #2, 29(12%)
minecraft.dropped.cooked_cod: #2, 1212(6%)
minecraft.used.acacia_stairs: #3, 242(19%)
minecraft.picked_up.red_sandstone_slab: #2, 312(17%)
minecraft.mined.red_sandstone_slab: #2, 254(21%)
minecraft.used.purple_stained_glass_pane: #3, 259(12%)
minecraft.used.red_sandstone_slab: #2, 1259(21%)
minecraft.dropped.gray_concrete_powder: #2, 130(12%)
minecraft.mined.oak_trapdoor: #3, 248(8%)
minecraft.mined.brown_concrete_powder: #3, 75(13%)
minecraft.mined.brown_stained_glass: #2, 111(12%)
minecraft.picked_up.redstone_block: #3, 1137(8%)
minecraft.crafted.dark_prismarine: #3, 3731(12%)
minecraft.dropped.apple: #3, 146(11%)
minecraft.dropped.crafting_table: #4, 69(15%)
minecraft.used.light_blue_bed: #2, 27(6%)
minecraft.mined.dark_oak_trapdoor: #3, 176(8%)
minecraft.mined.light_blue_banner: #2, 9(15%)
minecraft.used.potion: #3, 99(8%)
minecraft.mined.dead_bubble_coral: #2, 21(25%)
minecraft.custom.interact_with_blast_furnace: #3, 57(11%)
minecraft.picked_up.birch_wood: #2, 47(9%)
minecraft.dropped.stone_stairs: #2, 45(7%)
minecraft.dropped.purple_glazed_terracotta: #2, 32(25%)
minecraft.picked_up.pink_terracotta: #3, 161(25%)
minecraft.dropped.dandelion: #3, 276(8%)
minecraft.picked_up.spectral_arrow: #2, 203(11%)
minecraft.used.rabbit_stew: #2, 4(36%)
minecraft.picked_up.blue_concrete: #4, 1371(16%)
minecraft.picked_up.lever: #3, 426(8%)
minecraft.crafted.firework_star: #3, 1884(14%)
minecraft.dropped.cake: #3, 12(14%)
minecraft.crafted.leather_boots: #3, 79(10%)
minecraft.picked_up.music_disc_chirp: #2, 8(8%)
minecraft.picked_up.pink_wool: #2, 354(5%)
minecraft.used.pink_wool: #3, 169(11%)
minecraft.mined.lime_terracotta: #3, 1036(8%)
minecraft.mined.andesite_slab: #3, 118(15%)
minecraft.mined.light_blue_glazed_terracotta: #3, 371(11%)
minecraft.mined.dead_horn_coral_fan: #2, 55(17%)
minecraft.picked_up.armor_stand: #3, 110(8%)
minecraft.crafted.ender_chest: #3, 38(8%)
minecraft.crafted.lime_stained_glass_pane: #3, 728(11%)
minecraft.picked_up.rotten_flesh: #4, 8327(8%)
minecraft.crafted.popped_chorus_fruit: #3, 518(18%)
minecraft.mined.dead_bubble_coral_fan: #2, 54(16%)
minecraft.mined.spruce_sapling: #3, 76(8%)
minecraft.dropped.cyan_stained_glass_pane: #2, 10(10%)
minecraft.crafted.leather_helmet: #3, 18(11%)
minecraft.picked_up.sea_pickle: #3, 1133(9%)
minecraft.picked_up.nether_brick: #2, 3056(8%)
minecraft.mined.dead_tube_coral_fan: #2, 83(20%)
minecraft.used.stripped_oak_wood: #3, 64(20%)
minecraft.killed.horse: #3, 14(10%)
minecraft.used.light_gray_banner: #3, 29(23%)
minecraft.killed_by.zombie: #2, 17(3%)
minecraft.mined.purple_concrete: #3, 1207(11%)
minecraft.dropped.oak_stairs: #3, 42(16%)
minecraft.dropped.gray_terracotta: #2, 220(8%)
minecraft.mined.dead_brain_coral: #2, 10(14%)
minecraft.picked_up.brown_glazed_terracotta: #2, 256(11%)
minecraft.dropped.green_terracotta: #2, 126(6%)
minecraft.crafted.oak_fence_gate: #4, 169(12%)
minecraft.dropped.spider_eye: #3, 391(7%)
minecraft.dropped.filled_map: #3, 28(9%)
minecraft.picked_up.milk_bucket: #3, 13(9%)
minecraft.dropped.water_bucket: #3, 18(9%)
minecraft.mined.dead_horn_coral: #2, 13(17%)
minecraft.mined.dead_fire_coral: #2, 13(17%)
minecraft.used.yellow_shulker_box: #4, 895(11%)
minecraft.mined.yellow_shulker_box: #4, 883(11%)
minecraft.dropped.stripped_jungle_wood: #2, 1(25%)
minecraft.dropped.orange_wool: #2, 1(25%)
minecraft.picked_up.light_blue_terracotta: #3, 267(9%)
minecraft.dropped.white_stained_glass_pane: #3, 176(13%)
minecraft.used.spruce_planks: #4, 5696(10%)
minecraft.picked_up.lime_glazed_terracotta: #2, 129(6%)
minecraft.crafted.black_concrete_powder: #4, 19800(15%)
minecraft.picked_up.green_glazed_terracotta: #2, 128(6%)
minecraft.picked_up.dead_tube_coral_block: #3, 116(13%)
minecraft.killed.creeper: #4, 794(10%)
minecraft.dropped.acacia_leaves: #3, 66(15%)
minecraft.dropped.brown_terracotta: #2, 149(6%)
minecraft.picked_up.yellow_shulker_box: #4, 907(11%)
minecraft.picked_up.oak_trapdoor: #3, 238(6%)
minecraft.used.music_disc_chirp: #3, 5(21%)
minecraft.mined.redstone_torch: #3, 156(7%)
minecraft.dropped.birch_slab: #3, 79(15%)
minecraft.dropped.golden_helmet: #3, 22(9%)
minecraft.used.golden_apple: #3, 18(8%)
minecraft.used.sunflower: #3, 11(13%)
minecraft.crafted.wheat: #3, 2628(13%)
minecraft.mined.purpur_slab: #3, 73(10%)
minecraft.mined.bamboo_sapling: #3, 7(14%)
minecraft.dropped.light_blue_concrete: #3, 128(18%)
minecraft.mined.light_gray_glazed_terracotta: #3, 59(18%)
minecraft.picked_up.prismarine_crystals: #4, 12226(10%)
minecraft.mined.black_concrete: #4, 12437(10%)
minecraft.mined.dead_tube_coral: #2, 10(13%)
minecraft.picked_up.chicken: #4, 504(10%)
minecraft.picked_up.pink_bed: #3, 25(17%)
minecraft.used.dark_oak_planks: #4, 2589(11%)
minecraft.custom.open_barrel: #4, 3900(11%)
minecraft.used.smooth_stone: #4, 6006(11%)
minecraft.used.iron_ore: #2, 73(2%)
minecraft.mined.dead_fire_coral_wall_fan: #3, 10(23%)
minecraft.crafted.oak_planks: #4, 28676(8%)
minecraft.used.purple_concrete_powder: #3, 996(10%)
minecraft.mined.player_head: #4, 233(10%)
minecraft.picked_up.blue_stained_glass_pane: #3, 149(12%)
minecraft.dropped.stick: #4, 2268(10%)
minecraft.picked_up.brick_slab: #3, 226(9%)
minecraft.used.iron_door: #3, 81(7%)
minecraft.killed.snow_golem: #3, 15(10%)
minecraft.dropped.dark_oak_log: #3, 261(7%)
minecraft.picked_up.soul_sand: #4, 4196(10%)
minecraft.picked_up.snow_block: #4, 1307(13%)
minecraft.mined.cobblestone_wall: #4, 347(10%)
minecraft.picked_up.acacia_planks: #4, 197(13%)
minecraft.picked_up.pink_concrete_powder: #3, 176(16%)
minecraft.crafted.spectral_arrow: #2, 340(6%)
minecraft.crafted.black_carpet: #4, 1071(14%)
minecraft.picked_up.white_concrete: #4, 29186(9%)
minecraft.used.orange_tulip: #3, 21(9%)
minecraft.dropped.light_blue_glazed_terracotta: #2, 17(5%)
minecraft.crafted.stone_slab: #4, 3336(10%)
minecraft.used.crossbow: #3, 188(7%)
minecraft.crafted.light_blue_glazed_terracotta: #3, 137(16%)
minecraft.dropped.grass_block: #4, 4007(11%)
minecraft.crafted.purple_dye: #4, 1092(13%)
minecraft.mined.lily_of_the_valley: #3, 14(12%)
minecraft.dropped.light_blue_terracotta: #2, 355(4%)
minecraft.picked_up.minecart: #4, 517(10%)
minecraft.dropped.spruce_button: #3, 18(9%)
minecraft.used.white_stained_glass: #4, 12476(10%)
minecraft.picked_up.oxeye_daisy: #3, 337(5%)
minecraft.killed_by.phantom: #3, 8(8%)
minecraft.dropped.wooden_axe: #3, 2(20%)
minecraft.dropped.light_gray_concrete_powder: #3, 250(10%)
minecraft.picked_up.gray_bed: #3, 49(12%)
minecraft.crafted.diamond_hoe: #3, 6(9%)
minecraft.crafted.iron_axe: #4, 25(8%)
minecraft.used.filled_map: #2, 14(5%)
minecraft.picked_up.trapped_chest: #3, 12(12%)
minecraft.picked_up.cornflower: #3, 323(6%)
minecraft.used.gray_stained_glass: #4, 7435(13%)
minecraft.picked_up.ender_chest: #4, 1348(9%)
minecraft.crafted.golden_helmet: #3, 3(10%)
minecraft.dropped.spruce_sapling: #3, 105(7%)
minecraft.crafted.gray_stained_glass: #4, 10024(14%)
minecraft.dropped.stone_button: #3, 314(6%)
minecraft.dropped.dead_bubble_coral_fan: #2, 2(6%)
minecraft.crafted.white_bed: #4, 40(9%)
minecraft.picked_up.rail: #4, 5728(9%)
minecraft.dropped.stone: #4, 41429(9%)
minecraft.picked_up.green_concrete_powder: #3, 289(7%)
minecraft.used.purple_carpet: #3, 178(9%)
minecraft.broken.diamond_shovel: #3, 6(10%)
minecraft.dropped.dead_tube_coral_fan: #2, 1(5%)
minecraft.dropped.white_stained_glass: #3, 153(8%)
minecraft.crafted.yellow_carpet: #4, 699(14%)
minecraft.picked_up.stripped_acacia_wood: #2, 42(1%)
minecraft.mined.stripped_acacia_wood: #2, 39(1%)
minecraft.dropped.lime_carpet: #3, 15(13%)
minecraft.mined.spruce_fence_gate: #3, 56(7%)
minecraft.dropped.dragon_breath: #2, 1(3%)
minecraft.crafted.purple_carpet: #3, 198(11%)
minecraft.dropped.pink_terracotta: #2, 27(1%)
minecraft.used.beef: #3, 6(12%)
minecraft.mined.red_banner: #3, 20(9%)
minecraft.used.light_blue_wool: #4, 471(12%)
minecraft.picked_up.dark_oak_planks: #4, 1323(8%)
minecraft.crafted.skull_banner_pattern: #3, 1(33%)
minecraft.dropped.diamond_horse_armor: #3, 1(33%)
minecraft.dropped.daylight_detector: #3, 1(33%)
minecraft.dropped.brewing_stand: #3, 1(33%)
minecraft.crafted.orange_stained_glass_pane: #3, 408(8%)
minecraft.used.jungle_sapling: #4, 470(11%)
minecraft.used.light_blue_banner: #3, 48(12%)
minecraft.dropped.red_concrete_powder: #3, 10(16%)
minecraft.picked_up.yellow_concrete_powder: #3, 470(8%)
minecraft.crafted.end_rod: #4, 2371(13%)
minecraft.mined.orange_concrete: #4, 1357(12%)
minecraft.used.black_concrete: #4, 10183(9%)
minecraft.used.iron_bars: #4, 2577(8%)
minecraft.picked_up.prismarine_shard: #4, 29776(10%)
minecraft.killed.chicken: #4, 250(8%)
minecraft.dropped.diamond_helmet: #4, 12(10%)
minecraft.dropped.lapis_lazuli: #4, 345(10%)
minecraft.killed.wandering_trader: #4, 14(13%)
minecraft.picked_up.oak_pressure_plate: #4, 43(10%)
minecraft.crafted.red_sandstone_slab: #3, 1164(19%)
minecraft.crafted.yellow_dye: #4, 2659(10%)
minecraft.mined.dead_bush: #4, 118(8%)
minecraft.custom.talked_to_villager: #4, 4267(7%)
minecraft.crafted.dark_oak_trapdoor: #4, 764(9%)
minecraft.mined.soul_sand: #4, 3754(8%)
minecraft.dropped.iron_hoe: #3, 2(10%)
minecraft.mined.acacia_stairs: #3, 54(11%)
minecraft.dropped.spruce_door: #3, 8(7%)
minecraft.crafted.stone_button: #3, 2396(4%)
minecraft.picked_up.birch_door: #4, 20(11%)
minecraft.picked_up.light_weighted_pressure_plate: #3, 10(13%)
minecraft.crafted.nether_brick_slab: #4, 1028(13%)
minecraft.mined.white_stained_glass: #4, 1851(9%)
minecraft.crafted.light_gray_wool: #3, 546(6%)
minecraft.mined.ender_chest: #4, 1183(8%)
minecraft.mined.red_concrete: #4, 2273(10%)
minecraft.crafted.golden_sword: #3, 2(29%)
minecraft.killed.iron_golem: #4, 21(21%)
minecraft.mined.stone_brick_stairs: #4, 1455(8%)
minecraft.picked_up.dark_oak_door: #4, 31(12%)
minecraft.mined.pink_terracotta: #3, 69(12%)
minecraft.used.orange_bed: #3, 8(8%)
minecraft.mined.sea_pickle: #4, 259(11%)
minecraft.picked_up.white_stained_glass: #4, 2232(8%)
minecraft.dropped.sunflower: #3, 21(7%)
minecraft.picked_up.orange_bed: #3, 7(9%)
minecraft.killed_by.ender_dragon: #3, 4(14%)
minecraft.dropped.name_tag: #4, 23(10%)
minecraft.used.dark_oak_fence: #4, 1170(9%)
minecraft.picked_up.fire_charge: #3, 110(16%)
minecraft.crafted.red_wool: #3, 424(5%)
minecraft.crafted.pink_dye: #4, 715(9%)
minecraft.picked_up.dropper: #4, 355(9%)
minecraft.mined.purple_bed: #4, 42(16%)
minecraft.dropped.spruce_wood: #3, 3(16%)
minecraft.picked_up.light_blue_bed: #3, 26(7%)
minecraft.picked_up.dark_oak_fence_gate: #4, 80(13%)
minecraft.dropped.brick_stairs: #3, 8(20%)
minecraft.dropped.light_blue_carpet: #3, 10(13%)
minecraft.dropped.diamond_boots: #4, 11(8%)
minecraft.used.ender_chest: #4, 1193(8%)
minecraft.crafted.brown_carpet: #4, 669(14%)
minecraft.used.acacia_boat: #4, 30(10%)
minecraft.mined.infested_stone_bricks: #3, 5(8%)
minecraft.mined.light_blue_bed: #3, 24(6%)
minecraft.mined.jungle_sign: #3, 1(25%)
minecraft.broken.diamond_helmet: #3, 1(25%)
minecraft.crafted.polished_granite: #4, 1752(10%)
minecraft.dropped.acacia_door: #3, 4(11%)
minecraft.crafted.gray_carpet: #4, 2071(10%)
minecraft.used.acacia_leaves: #4, 566(13%)
minecraft.dropped.shulker_shell: #3, 73(9%)
minecraft.picked_up.acacia_stairs: #3, 47(9%)
minecraft.picked_up.quartz_stairs: #4, 945(8%)
minecraft.picked_up.dead_horn_coral_fan: #3, 62(14%)
minecraft.mined.seagrass: #4, 1370(7%)
minecraft.mined.grass: #5, 6789(9%)
minecraft.crafted.sandstone_stairs: #4, 1096(11%)
minecraft.used.lime_carpet: #4, 364(11%)
minecraft.used.orange_concrete: #4, 870(11%)
minecraft.picked_up.item_frame: #4, 496(7%)
minecraft.mined.snow_block: #4, 913(9%)
minecraft.picked_up.iron_bars: #4, 1081(7%)
minecraft.crafted.sandstone: #4, 1703(9%)
minecraft.dropped.powered_rail: #4, 93(11%)
minecraft.used.wooden_axe: #4, 116(13%)
minecraft.mined.orange_bed: #3, 7(9%)
minecraft.mined.powered_rail: #4, 787(8%)
minecraft.used.blue_concrete: #4, 868(10%)
minecraft.picked_up.yellow_dye: #4, 266(13%)
minecraft.picked_up.purple_bed: #4, 41(15%)
minecraft.dropped.white_dye: #3, 198(5%)
minecraft.dropped.chainmail_helmet: #4, 8(12%)
minecraft.crafted.red_dye: #4, 3218(8%)
minecraft.mined.yellow_concrete: #4, 1536(10%)
minecraft.dropped.golden_leggings: #4, 20(8%)
minecraft.picked_up.stone_axe: #4, 5(10%)
minecraft.killed.trader_llama: #4, 23(11%)
minecraft.dropped.white_carpet: #4, 57(9%)
minecraft.used.light_gray_wool: #4, 1186(10%)
minecraft.crafted.blaze_powder: #4, 626(7%)
minecraft.mined.beacon: #4, 45(8%)
minecraft.picked_up.player_head: #5, 1538(9%)
minecraft.used.lime_terracotta: #3, 5835(4%)
minecraft.picked_up.cooked_cod: #3, 2662(3%)
minecraft.dropped.cauldron: #3, 4(9%)
minecraft.dropped.golden_carrot: #4, 395(7%)
minecraft.picked_up.dead_horn_coral: #3, 13(13%)
minecraft.picked_up.dead_fire_coral: #3, 13(13%)
minecraft.used.grass: #4, 182(12%)
minecraft.picked_up.yellow_glazed_terracotta: #3, 124(5%)
minecraft.picked_up.orange_glazed_terracotta: #3, 132(5%)
minecraft.crafted.lime_terracotta: #3, 7416(4%)
minecraft.mined.cyan_wool: #4, 51(11%)
minecraft.mined.blue_concrete_powder: #3, 11(8%)
minecraft.crafted.yellow_shulker_box: #3, 24(3%)
minecraft.mined.blue_wall_banner: #3, 5(8%)
minecraft.picked_up.beacon: #4, 47(8%)
minecraft.picked_up.ice: #4, 7335(6%)
minecraft.dropped.lectern: #3, 1(11%)
minecraft.used.end_crystal: #4, 11(11%)
minecraft.picked_up.gunpowder: #5, 2471(9%)
minecraft.mined.oak_planks: #4, 1003(6%)
minecraft.dropped.glass_bottle: #4, 145(8%)
minecraft.crafted.compass: #4, 169(7%)
minecraft.dropped.black_stained_glass: #3, 56(4%)
minecraft.mined.dried_kelp_block: #3, 33(4%)
minecraft.dropped.cobblestone_slab: #4, 218(8%)
minecraft.used.purple_bed: #4, 38(13%)
minecraft.dropped.cooked_beef: #4, 140(7%)
minecraft.picked_up.cake: #4, 18(12%)
minecraft.picked_up.dead_brain_coral: #3, 10(10%)
minecraft.crafted.arrow: #3, 88(4%)
minecraft.dropped.light_gray_concrete: #4, 117(10%)
minecraft.dropped.purpur_slab: #4, 36(11%)
minecraft.picked_up.orange_concrete_powder: #4, 454(14%)
minecraft.crafted.heavy_weighted_pressure_plate: #4, 53(9%)
minecraft.used.black_wool: #4, 824(9%)
minecraft.picked_up.chiseled_red_sandstone: #3, 10(10%)
minecraft.picked_up.book: #4, 741(6%)
minecraft.crafted.armor_stand: #4, 216(7%)
minecraft.dropped.cod: #4, 5654(7%)
minecraft.used.spider_eye: #3, 1(12%)
minecraft.picked_up.black_dye: #3, 105(4%)
minecraft.dropped.lead: #4, 17(9%)
minecraft.picked_up.filled_map: #4, 333(6%)
minecraft.picked_up.pufferfish_bucket: #4, 6(14%)
minecraft.crafted.player_head: #4, 432(7%)
minecraft.picked_up.dead_tube_coral: #3, 10(9%)
minecraft.dropped.bookshelf: #3, 16(5%)
minecraft.mined.infested_mossy_stone_bricks: #3, 2(9%)
minecraft.dropped.diamond_chestplate: #4, 5(10%)
minecraft.crafted.book: #4, 500(6%)
minecraft.used.snowball: #4, 196(7%)
minecraft.picked_up.black_glazed_terracotta: #3, 129(5%)
minecraft.mined.podzol: #4, 927(7%)
minecraft.picked_up.slime_ball: #4, 2915(6%)
minecraft.mined.pink_carpet: #3, 7(4%)
minecraft.crafted.fire_charge: #3, 972(6%)
minecraft.dropped.shield: #4, 7(9%)
minecraft.crafted.black_stained_glass_pane: #4, 608(8%)
minecraft.mined.purple_glazed_terracotta: #3, 6(6%)
minecraft.dropped.iron_door: #4, 15(9%)
minecraft.picked_up.pink_glazed_terracotta: #3, 132(5%)
minecraft.used.diorite_wall: #3, 42(4%)
minecraft.crafted.bell: #3, 6(9%)
minecraft.used.brown_carpet: #4, 420(8%)
minecraft.dropped.red_sandstone_slab: #3, 8(6%)
minecraft.mined.dark_oak_sapling: #4, 53(12%)
minecraft.used.dark_oak_stairs: #5, 2232(9%)
minecraft.killed.slime: #5, 1662(11%)
minecraft.crafted.red_stained_glass: #4, 2184(8%)
minecraft.used.fire_charge: #3, 4(6%)
minecraft.crafted.map: #4, 144(7%)
minecraft.dropped.sea_pickle: #3, 74(2%)
minecraft.dropped.brown_mushroom: #4, 72(6%)
minecraft.crafted.torch: #5, 19928(9%)
minecraft.picked_up.podzol: #4, 876(8%)
minecraft.mined.chiseled_red_sandstone: #3, 8(7%)
minecraft.picked_up.nether_brick_slab: #4, 302(7%)
minecraft.dropped.nautilus_shell: #4, 23(11%)
minecraft.used.purple_glazed_terracotta: #3, 6(3%)
minecraft.used.lapis_block: #4, 202(8%)
minecraft.dropped.yellow_stained_glass_pane: #3, 1(5%)
minecraft.dropped.brain_coral_fan: #3, 1(5%)
minecraft.mined.pink_glazed_terracotta: #3, 4(4%)
minecraft.used.beacon: #4, 47(6%)
minecraft.crafted.yellow_banner: #3, 14(1%)
minecraft.dropped.tube_coral_fan: #3, 3(4%)
minecraft.used.pink_glazed_terracotta: #3, 9(3%)
minecraft.picked_up.blue_bed: #4, 29(9%)
minecraft.picked_up.purple_glazed_terracotta: #3, 38(2%)
minecraft.dropped.diamond_block: #5, 198(12%)
minecraft.crafted.leather_horse_armor: #3, 1(4%)
minecraft.dropped.smooth_quartz: #4, 35(16%)
minecraft.picked_up.glass_pane: #4, 228(5%)
minecraft.mined.pink_bed: #4, 20(13%)
minecraft.crafted.chiseled_red_sandstone: #3, 9(2%)
minecraft.crafted.knowledge_book: #4, 2(13%)
minecraft.dropped.blue_terracotta: #3, 22(1%)
minecraft.crafted.tipped_arrow: #3, 40(2%)
minecraft.picked_up.brown_dye: #3, 2(2%)
minecraft.picked_up.compass: #4, 8(12%)
minecraft.dropped.torch: #5, 1030(9%)
minecraft.picked_up.red_stained_glass: #4, 352(7%)
minecraft.picked_up.clay: #4, 414(6%)
minecraft.dropped.wither_rose: #3, 8(0%)
minecraft.used.chiseled_red_sandstone: #3, 14(1%)
minecraft.picked_up.iron_chestplate: #5, 21(8%)
minecraft.used.acacia_slab: #4, 136(9%)
minecraft.dropped.andesite_slab: #4, 24(11%)
minecraft.mined.blue_bed: #4, 28(8%)
minecraft.picked_up.purple_stained_glass: #4, 492(7%)
minecraft.crafted.experience_bottle: #3, 24(0%)
minecraft.used.stripped_acacia_wood: #3, 3(0%)
minecraft.killed_by.blaze: #4, 1(25%)
minecraft.broken.diamond_leggings: #4, 1(25%)
minecraft.used.egg: #4, 1095(4%)
minecraft.dropped.sandstone_stairs: #4, 40(8%)
minecraft.mined.light_gray_wool: #4, 105(6%)
minecraft.dropped.cornflower: #4, 33(7%)
minecraft.used.purple_concrete: #4, 554(6%)
minecraft.crafted.filled_map: #4, 188(6%)
minecraft.used.stone_slab: #4, 1631(5%)
minecraft.picked_up.feather: #5, 1067(7%)
minecraft.mined.frosted_ice: #4, 5(19%)
minecraft.used.heavy_weighted_pressure_plate: #4, 38(6%)
minecraft.killed.rabbit: #4, 10(8%)
minecraft.used.black_stained_glass_pane: #4, 448(5%)
minecraft.dropped.writable_book: #4, 6(6%)
minecraft.used.blue_stained_glass_pane: #4, 327(8%)
minecraft.mined.lime_stained_glass: #4, 114(6%)
minecraft.dropped.red_mushroom: #4, 26(5%)
minecraft.dropped.nether_brick_slab: #4, 61(11%)
minecraft.picked_up.tripwire_hook: #5, 158(9%)
minecraft.picked_up.repeater: #5, 961(9%)
minecraft.used.soul_sand: #5, 1771(8%)
minecraft.dropped.dark_oak_fence: #4, 35(6%)
minecraft.crafted.light_blue_shulker_box: #4, 24(5%)
minecraft.picked_up.acacia_slab: #4, 51(8%)
minecraft.dropped.chainmail_leggings: #4, 7(5%)
minecraft.crafted.magenta_stained_glass: #4, 768(11%)
minecraft.picked_up.stone_sword: #4, 44(4%)
minecraft.picked_up.oak_fence: #5, 466(8%)
minecraft.used.wheat_seeds: #5, 5673(8%)
minecraft.mined.rail: #5, 3411(8%)
minecraft.mined.anvil: #5, 74(8%)
minecraft.dropped.birch_leaves: #4, 88(8%)
minecraft.dropped.oak_wood: #4, 7(13%)
minecraft.crafted.light_gray_carpet: #5, 1527(9%)
minecraft.used.anvil: #5, 125(7%)
minecraft.dropped.light_blue_bed: #4, 1(20%)
minecraft.picked_up.birch_trapdoor: #5, 101(10%)
minecraft.crafted.andesite_wall: #4, 264(7%)
minecraft.picked_up.trident: #5, 70(8%)
minecraft.used.white_concrete_powder: #5, 32813(8%)
minecraft.crafted.white_concrete_powder: #5, 35048(8%)
minecraft.crafted.shulker_box: #5, 582(11%)
minecraft.mined.wither_skeleton_wall_skull: #4, 3(13%)
minecraft.picked_up.lime_banner: #4, 5(8%)
minecraft.picked_up.leather_boots: #5, 41(8%)
minecraft.used.spruce_fence_gate: #4, 253(4%)
minecraft.used.jungle_boat: #5, 22(8%)
minecraft.used.oak_planks: #5, 1766(7%)
minecraft.dropped.black_concrete_powder: #4, 139(7%)
minecraft.crafted.brown_dye: #4, 321(6%)
minecraft.mined.acacia_slab: #4, 36(6%)
minecraft.picked_up.grass: #5, 227(8%)
minecraft.used.cocoa_beans: #5, 1631(9%)
minecraft.mined.light_weighted_pressure_plate: #4, 5(15%)
minecraft.picked_up.seagrass: #5, 532(11%)
minecraft.mined.chest: #5, 1341(7%)
minecraft.mined.purple_carpet: #4, 23(6%)
minecraft.picked_up.golden_helmet: #5, 26(8%)
minecraft.dropped.phantom_membrane: #4, 29(5%)
minecraft.crafted.lime_carpet: #5, 375(12%)
minecraft.mined.lapis_block: #4, 30(5%)
minecraft.dropped.coal_block: #4, 44(6%)
minecraft.picked_up.white_dye: #4, 369(4%)
minecraft.dropped.prismarine_crystals: #5, 2624(9%)
minecraft.dropped.polished_andesite_slab: #4, 43(8%)
minecraft.mined.smooth_sandstone: #5, 1164(10%)
minecraft.dropped.dark_oak_planks: #5, 233(9%)
minecraft.used.red_stained_glass: #4, 870(5%)
minecraft.picked_up.leather_helmet: #5, 21(7%)
minecraft.picked_up.purple_carpet: #4, 25(6%)
minecraft.picked_up.green_stained_glass: #4, 98(5%)
minecraft.mined.potted_cactus: #4, 1(17%)
minecraft.crafted.lime_banner: #4, 13(7%)
minecraft.dropped.gold_ore: #4, 133(4%)
minecraft.crafted.stone_brick_stairs: #5, 4323(7%)
minecraft.crafted.magenta_stained_glass_pane: #4, 152(7%)
minecraft.used.andesite_wall: #4, 174(5%)
minecraft.custom.interact_with_furnace: #5, 4827(6%)
minecraft.mined.tripwire_hook: #5, 23(9%)
minecraft.picked_up.stone_brick_stairs: #5, 1665(7%)
minecraft.mined.white_concrete: #5, 25940(7%)
minecraft.dropped.golden_boots: #5, 22(7%)
minecraft.dropped.stripped_acacia_log: #4, 3(7%)
minecraft.used.trapped_chest: #4, 16(6%)
minecraft.used.suspicious_stew: #4, 4(7%)
minecraft.picked_up.green_stained_glass_pane: #4, 29(7%)
minecraft.picked_up.yellow_concrete: #5, 1559(10%)
minecraft.dropped.stone_axe: #4, 5(4%)
minecraft.crafted.powered_rail: #5, 2064(8%)
minecraft.dropped.lime_banner: #4, 1(14%)
minecraft.mined.potted_blue_orchid: #4, 1(14%)
minecraft.dropped.lantern: #4, 17(6%)
minecraft.picked_up.bell: #4, 15(8%)
minecraft.dropped.dark_oak_trapdoor: #4, 13(5%)
minecraft.used.blue_banner: #4, 13(6%)
minecraft.picked_up.black_stained_glass: #5, 590(7%)
minecraft.crafted.spruce_button: #5, 121(8%)
minecraft.used.trident: #5, 2169(7%)
minecraft.picked_up.leather_horse_armor: #4, 1(11%)
minecraft.crafted.light_blue_banner: #4, 40(8%)
minecraft.picked_up.acacia_boat: #5, 24(9%)
minecraft.used.iron_sword: #5, 1034(6%)
