stat, rank, value, (percentage) 
minecraft.crafted.pale_oak_stairs: #8, 76(5%)
minecraft.used.damaged_anvil: #8, 6(4%)
minecraft.mined.lime_concrete: #8, 309(4%)
minecraft.used.flowering_azalea: #8, 50(3%)
minecraft.crafted.stone_stairs: #8, 104(3%)
minecraft.crafted.magenta_terracotta: #8, 184(4%)
minecraft.used.andesite: #8, 2542(3%)
minecraft.killed.shulker: #8, 138(3%)
minecraft.crafted.slime_block: #8, 198(3%)
minecraft.picked_up.gray_concrete: #8, 878(3%)
minecraft.used.leather_leggings: #8, 4(3%)
minecraft.mined.tuff_wall: #8, 11(5%)
minecraft.mined.stripped_jungle_log: #8, 133(3%)
minecraft.used.iron_sword: #8, 625(3%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #8, 105(4%)
minecraft.mined.deepslate_brick_wall: #8, 17(4%)
minecraft.killed.husk: #8, 70(3%)
minecraft.mined.bee_nest: #8, 18(3%)
minecraft.picked_up.green_terracotta: #8, 56(3%)
minecraft.used.warped_wart_block: #8, 75(3%)
minecraft.crafted.pink_shulker_box: #8, 4(3%)
minecraft.used.stripped_jungle_log: #8, 94(4%)
minecraft.picked_up.coarse_dirt: #8, 586(2%)
minecraft.picked_up.stripped_jungle_log: #8, 131(3%)
minecraft.mined.tuff_brick_slab: #8, 49(3%)
minecraft.mined.pearlescent_froglight: #8, 150(3%)
minecraft.picked_up.spruce_wood: #8, 49(3%)
minecraft.picked_up.slime_block: #8, 323(2%)
minecraft.mined.green_stained_glass_pane: #8, 15(4%)
minecraft.mined.sandstone: #8, 3263(2%)
minecraft.crafted.lever: #9, 451(6%)
minecraft.mined.attached_pumpkin_stem: #8, 8(3%)
minecraft.mined.cobweb: #8, 349(2%)
minecraft.picked_up.light_blue_shulker_box: #8, 132(2%)
minecraft.crafted.light_gray_stained_glass: #8, 920(3%)
minecraft.picked_up.gold_ingot: #8, 629(2%)
minecraft.mined.mangrove_propagule: #8, 51(2%)
minecraft.picked_up.pale_oak_sapling: #8, 194(2%)
minecraft.picked_up.warped_sign: #8, 9(4%)
minecraft.picked_up.iron_door: #8, 16(2%)
minecraft.mined.light_blue_shulker_box: #8, 130(2%)
minecraft.picked_up.enchanting_table: #8, 2(4%)
minecraft.used.brown_mushroom: #8, 52(2%)
minecraft.broken.shield: #8, 2(3%)
minecraft.picked_up.blue_dye: #8, 19(2%)
minecraft.mined.spore_blossom: #8, 17(3%)
minecraft.crafted.deepslate_bricks: #8, 745(3%)
minecraft.picked_up.firework_rocket: #9, 6455(4%)
minecraft.picked_up.pale_moss_block: #8, 477(2%)
minecraft.mined.red_stained_glass: #8, 22(3%)
minecraft.picked_up.sunflower: #9, 938(5%)
minecraft.picked_up.cracked_stone_bricks: #8, 191(2%)
minecraft.used.netherite_leggings: #8, 11(3%)
minecraft.used.oak_boat: #9, 75(6%)
minecraft.crafted.bamboo_hanging_sign: #8, 6(3%)
minecraft.picked_up.fire_coral_fan: #8, 67(2%)
minecraft.used.bee_nest: #8, 13(3%)
minecraft.dropped.flowering_azalea: #8, 101(2%)
minecraft.used.orange_banner: #8, 8(3%)
minecraft.picked_up.shelter_pottery_sherd: #8, 2(3%)
minecraft.crafted.brick: #8, 2191(2%)
minecraft.picked_up.red_shulker_box: #9, 774(5%)
minecraft.mined.red_shulker_box: #9, 756(5%)
minecraft.picked_up.pale_moss_carpet: #8, 191(2%)
minecraft.dropped.light_blue_dye: #8, 6(2%)
minecraft.used.gray_stained_glass_pane: #8, 119(3%)
minecraft.crafted.cherry_trapdoor: #8, 44(2%)
minecraft.dropped.chest: #8, 95(2%)
minecraft.dropped.coarse_dirt: #8, 53(2%)
minecraft.used.cherry_log: #8, 118(2%)
minecraft.used.andesite_stairs: #8, 40(2%)
minecraft.dropped.iron_trapdoor: #8, 6(3%)
minecraft.dropped.blackstone: #8, 168(2%)
minecraft.mined.short_dry_grass: #8, 35(3%)
minecraft.crafted.purple_concrete_powder: #8, 216(2%)
minecraft.crafted.mangrove_hanging_sign: #8, 6(3%)
minecraft.picked_up.azure_bluet: #8, 224(1%)
minecraft.used.stripped_warped_stem: #8, 48(2%)
minecraft.picked_up.fern: #8, 273(2%)
minecraft.crafted.jungle_hanging_sign: #8, 6(4%)
minecraft.picked_up.orange_concrete: #8, 120(2%)
minecraft.used.fern: #8, 281(2%)
minecraft.dropped.purpur_block: #8, 33(2%)
minecraft.picked_up.warped_stairs: #8, 14(2%)
minecraft.dropped.mossy_cobblestone: #8, 44(2%)
minecraft.crafted.stone_brick_slab: #8, 256(2%)
minecraft.mined.gray_concrete_powder: #8, 26(2%)
minecraft.used.quartz_slab: #8, 186(2%)
minecraft.killed_by.slime: #9, 22(4%)
minecraft.mined.quartz_stairs: #8, 35(2%)
minecraft.dropped.cyan_dye: #8, 6(2%)
minecraft.used.copper_grate: #8, 79(2%)
minecraft.picked_up.tinted_glass: #8, 64(2%)
minecraft.mined.large_fern: #8, 90(1%)
minecraft.picked_up.purpur_stairs: #8, 31(2%)
minecraft.crafted.dried_kelp: #8, 51(2%)
minecraft.crafted.netherite_chestplate: #8, 1(2%)
minecraft.used.bucket: #9, 3931(5%)
minecraft.crafted.orange_concrete_powder: #8, 400(2%)
minecraft.picked_up.short_dry_grass: #8, 34(3%)
minecraft.mined.rail: #9, 1726(5%)
minecraft.used.cobblestone_wall: #8, 48(1%)
minecraft.used.pale_oak_planks: #8, 89(2%)
minecraft.mined.bush: #8, 44(3%)
minecraft.used.grindstone: #9, 126(5%)
minecraft.picked_up.lead: #9, 379(4%)
minecraft.picked_up.quartz_stairs: #8, 35(1%)
minecraft.crafted.cobblestone_stairs: #8, 69(1%)
minecraft.picked_up.polished_andesite_slab: #8, 27(1%)
minecraft.dropped.repeater: #8, 19(1%)
minecraft.crafted.oxidized_cut_copper_stairs: #8, 13(2%)
minecraft.used.sand: #8, 3812(1%)
minecraft.picked_up.chorus_flower: #8, 41(1%)
minecraft.used.gravel: #8, 1150(1%)
minecraft.used.warped_hanging_sign: #8, 4(2%)
minecraft.crafted.birch_door: #8, 3(2%)
minecraft.picked_up.bush: #8, 38(2%)
minecraft.used.cyan_stained_glass_pane: #8, 49(2%)
minecraft.crafted.crimson_slab: #8, 60(2%)
minecraft.crafted.lime_stained_glass: #8, 224(1%)
minecraft.picked_up.dandelion: #8, 540(1%)
minecraft.dropped.spruce_boat: #8, 1(2%)
minecraft.used.black_banner: #8, 14(1%)
minecraft.killed.wandering_trader: #9, 10(5%)
minecraft.used.orange_concrete_powder: #8, 237(1%)
minecraft.used.pale_moss_carpet: #8, 139(1%)
minecraft.picked_up.brain_coral: #8, 9(1%)
minecraft.mined.light_blue_bed: #8, 5(1%)
minecraft.mined.barrel: #9, 186(5%)
minecraft.picked_up.deepslate_brick_stairs: #8, 55(1%)
minecraft.picked_up.light_blue_bed: #8, 5(1%)
minecraft.picked_up.bamboo_block: #8, 552(1%)
minecraft.crafted.slime_ball: #8, 657(1%)
minecraft.used.red_stained_glass_pane: #8, 46(2%)
minecraft.used.cyan_candle: #8, 7(1%)
minecraft.killed.player: #9, 102(4%)
minecraft.crafted.chiseled_polished_blackstone: #8, 2(2%)
minecraft.picked_up.warped_button: #8, 2(2%)
minecraft.crafted.magenta_dye: #8, 128(1%)
minecraft.crafted.yellow_stained_glass: #8, 312(1%)
minecraft.crafted.smooth_sandstone_stairs: #8, 11(2%)
minecraft.picked_up.dead_tube_coral_block: #8, 18(1%)
minecraft.crafted.birch_pressure_plate: #8, 1(2%)
minecraft.picked_up.horn_coral: #8, 8(1%)
minecraft.used.jungle_hanging_sign: #8, 2(2%)
minecraft.used.cherry_fence: #8, 8(1%)
minecraft.mined.orange_concrete: #8, 120(1%)
minecraft.dropped.clay_ball: #8, 36(1%)
minecraft.crafted.waxed_copper_trapdoor: #8, 22(1%)
minecraft.crafted.waxed_weathered_cut_copper: #8, 8(1%)
minecraft.used.black_terracotta: #8, 149(1%)
minecraft.dropped.jungle_trapdoor: #8, 2(1%)
minecraft.dropped.breeze_rod: #8, 17(1%)
minecraft.used.lapis_block: #8, 31(1%)
minecraft.crafted.red_sandstone_stairs: #8, 3(1%)
minecraft.used.cherry_leaves: #8, 42(0%)
minecraft.crafted.fletching_table: #8, 1(1%)
minecraft.crafted.tuff_stairs: #8, 4(1%)
minecraft.mined.blue_terracotta: #8, 16(1%)
minecraft.picked_up.oak_boat: #9, 73(4%)
minecraft.used.purple_stained_glass_pane: #8, 26(1%)
minecraft.used.cobblestone: #9, 4048(4%)
minecraft.crafted.polished_blackstone_pressure_plate: #8, 1(1%)
minecraft.killed_by.stray: #8, 3(1%)
minecraft.crafted.magenta_stained_glass_pane: #8, 16(1%)
minecraft.picked_up.netherrack: #9, 12562(4%)
minecraft.used.blue_orchid: #8, 2(1%)
minecraft.crafted.cherry_fence_gate: #8, 1(1%)
minecraft.picked_up.honeycomb_block: #8, 20(0%)
minecraft.custom.crouch_one_cm: #10, 27666266(5%)
minecraft.mined.pitcher_crop: #8, 4(0%)
minecraft.picked_up.chipped_anvil: #9, 16(4%)
minecraft.used.pitcher_pod: #8, 4(0%)
minecraft.dropped.bone_block: #8, 83(0%)
minecraft.crafted.cut_sandstone_slab: #8, 2(0%)
minecraft.crafted.smooth_basalt: #8, 32(0%)
minecraft.crafted.waxed_weathered_cut_copper_stairs: #8, 1(0%)
minecraft.crafted.polished_blackstone_wall: #8, 1(0%)
minecraft.mined.small_amethyst_bud: #8, 3(0%)
minecraft.picked_up.stripped_pale_oak_wood: #8, 1(0%)
minecraft.used.red_sandstone_wall: #8, 5(0%)
minecraft.used.nether_sprouts: #8, 1(0%)
minecraft.mined.mycelium: #8, 1(0%)
minecraft.picked_up.iron_chestplate: #9, 10(4%)
minecraft.picked_up.powered_rail: #9, 500(4%)
minecraft.mined.seagrass: #9, 321(4%)
minecraft.picked_up.flower_pot: #9, 44(4%)
minecraft.used.soul_sand: #9, 438(4%)
minecraft.picked_up.nether_bricks: #9, 360(5%)
minecraft.crafted.bricks: #9, 1163(4%)
minecraft.crafted.iron_nugget: #9, 6327(4%)
minecraft.crafted.bamboo_planks: #9, 11660(4%)
minecraft.picked_up.rooted_dirt: #9, 795(4%)
minecraft.picked_up.soul_soil: #9, 1017(4%)
minecraft.custom.interact_with_campfire: #9, 548(4%)
minecraft.used.flint_and_steel: #9, 266(3%)
minecraft.used.milk_bucket: #9, 7(5%)
minecraft.dropped.coal_ore: #9, 135(4%)
minecraft.picked_up.chainmail_leggings: #9, 5(4%)
minecraft.used.moss_block: #9, 6153(3%)
minecraft.picked_up.iron_boots: #9, 10(3%)
minecraft.crafted.bookshelf: #9, 206(3%)
minecraft.mined.gold_ore: #9, 125(3%)
minecraft.picked_up.dispenser: #9, 129(3%)
minecraft.crafted.acacia_planks: #9, 2040(3%)
minecraft.used.iron_pickaxe: #9, 1671(3%)
minecraft.picked_up.nether_wart: #9, 1427(3%)
minecraft.picked_up.gold_block: #9, 284(3%)
minecraft.used.minecart: #9, 97(3%)
minecraft.picked_up.orange_shulker_box: #9, 158(3%)
minecraft.dropped.raw_iron: #9, 69(4%)
minecraft.dropped.iron_chestplate: #9, 5(3%)
minecraft.picked_up.iron_shovel: #9, 10(3%)
minecraft.picked_up.pale_oak_stairs: #9, 18(6%)
minecraft.mined.orange_shulker_box: #9, 158(3%)
minecraft.mined.ancient_debris: #9, 50(3%)
minecraft.used.oak_door: #9, 8(3%)
minecraft.picked_up.spruce_leaves: #9, 1361(3%)
minecraft.crafted.lightning_rod: #9, 216(3%)
minecraft.mined.chiseled_bookshelf: #9, 19(4%)
minecraft.mined.waxed_copper_bulb: #9, 46(3%)
minecraft.custom.drop: #10, 13352(4%)
minecraft.used.lightning_rod: #9, 197(3%)
minecraft.used.sunflower: #9, 67(3%)
minecraft.dropped.spruce_sign: #9, 16(3%)
minecraft.mined.chain: #9, 109(3%)
minecraft.picked_up.ominous_trial_key: #9, 35(4%)
minecraft.mined.stripped_bamboo_block: #9, 73(3%)
minecraft.mined.spruce_sign: #9, 4(3%)
minecraft.picked_up.stripped_bamboo_block: #9, 72(3%)
minecraft.used.baked_potato: #9, 180(3%)
minecraft.picked_up.campfire: #9, 36(2%)
minecraft.dropped.stick: #9, 1785(2%)
minecraft.crafted.polished_deepslate: #9, 1045(3%)
minecraft.killed_by.ravager: #9, 119(3%)
minecraft.picked_up.stripped_warped_stem: #9, 112(3%)
minecraft.crafted.coal_block: #9, 576(2%)
minecraft.picked_up.deepslate_bricks: #9, 270(3%)
minecraft.crafted.smooth_sandstone: #9, 299(3%)
minecraft.mined.calibrated_sculk_sensor: #9, 5(3%)
minecraft.mined.orange_bed: #9, 6(3%)
minecraft.crafted.iron_hoe: #9, 2(3%)
minecraft.used.polished_deepslate: #9, 629(2%)
minecraft.used.stripped_spruce_log: #9, 331(2%)
minecraft.mined.yellow_terracotta: #9, 364(2%)
minecraft.picked_up.orange_bed: #9, 6(3%)
minecraft.picked_up.waxed_copper_bulb: #9, 36(3%)
minecraft.crafted.mossy_cobblestone_slab: #9, 30(3%)
minecraft.mined.melon_stem: #9, 8(3%)
minecraft.dropped.flint: #9, 181(2%)
minecraft.mined.mushroom_stem: #9, 243(2%)
minecraft.dropped.iron_helmet: #9, 4(3%)
minecraft.used.brown_terracotta: #9, 98(3%)
minecraft.crafted.white_terracotta: #9, 200(2%)
minecraft.mined.brown_terracotta: #9, 659(3%)
minecraft.picked_up.brown_terracotta: #9, 654(3%)
minecraft.crafted.detector_rail: #9, 54(3%)
minecraft.crafted.acacia_wood: #9, 327(3%)
minecraft.used.waxed_copper_bulb: #9, 61(3%)
minecraft.used.tinted_glass: #9, 246(2%)
minecraft.picked_up.cobbled_deepslate_stairs: #9, 42(2%)
minecraft.dropped.mangrove_leaves: #9, 183(3%)
minecraft.used.white_dye: #9, 24(2%)
minecraft.killed.pig: #9, 22(2%)
minecraft.dropped.shears: #9, 35(2%)
minecraft.crafted.orange_terracotta: #9, 216(3%)
minecraft.mined.waxed_oxidized_copper: #9, 305(2%)
minecraft.used.pearlescent_froglight: #9, 544(2%)
minecraft.used.packed_ice: #9, 796(2%)
minecraft.mined.smooth_sandstone: #9, 70(2%)
minecraft.crafted.tuff_slab: #9, 74(2%)
minecraft.crafted.warped_sign: #9, 24(2%)
minecraft.picked_up.oak_pressure_plate: #9, 2(2%)
minecraft.picked_up.waxed_oxidized_copper: #9, 296(2%)
minecraft.mined.detector_rail: #9, 5(2%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #9, 23(2%)
minecraft.used.crossbow: #9, 68(2%)
minecraft.picked_up.wind_charge: #10, 936(5%)
minecraft.dropped.oak_trapdoor: #9, 6(2%)
minecraft.used.cyan_terracotta: #9, 1360(2%)
minecraft.used.yellow_bed: #9, 20(2%)
minecraft.dropped.lime_dye: #9, 6(2%)
minecraft.custom.damage_absorbed: #9, 548(2%)
minecraft.used.brown_carpet: #9, 66(2%)
minecraft.mined.deepslate_tile_slab: #9, 64(2%)
minecraft.dropped.redstone_torch: #9, 17(2%)
minecraft.broken.stone_axe: #9, 2(3%)
minecraft.dropped.pink_petals: #9, 66(2%)
minecraft.dropped.compass: #9, 3(2%)
minecraft.mined.tall_dry_grass: #9, 15(2%)
minecraft.picked_up.mushroom_stem: #9, 207(2%)
minecraft.dropped.purpur_stairs: #9, 4(3%)
minecraft.used.music_disc_cat: #9, 2(2%)
minecraft.picked_up.calibrated_sculk_sensor: #9, 5(2%)
minecraft.picked_up.torchflower: #9, 27(1%)
minecraft.used.quartz_stairs: #9, 123(2%)
minecraft.picked_up.sweet_berries: #9, 319(1%)
minecraft.picked_up.gray_wool: #9, 419(1%)
minecraft.picked_up.pale_hanging_moss: #9, 32(2%)
minecraft.used.cherry_sign: #9, 3(2%)
minecraft.mined.pale_hanging_moss: #9, 42(2%)
minecraft.mined.warped_slab: #9, 18(2%)
minecraft.crafted.netherite_helmet: #9, 1(2%)
minecraft.crafted.quartz_stairs: #9, 29(2%)
minecraft.killed.breeze: #9, 60(2%)
minecraft.used.light_gray_stained_glass: #9, 249(2%)
minecraft.used.golden_apple: #9, 10(2%)
minecraft.mined.diorite_slab: #9, 8(2%)
minecraft.used.exposed_copper_trapdoor: #9, 10(2%)
minecraft.used.light_gray_carpet: #9, 137(1%)
minecraft.crafted.mossy_cobblestone_wall: #9, 6(2%)
minecraft.crafted.netherite_boots: #9, 1(2%)
minecraft.used.warped_fence: #9, 34(2%)
minecraft.picked_up.deepslate_tile_slab: #9, 63(1%)
minecraft.picked_up.warped_slab: #9, 19(1%)
minecraft.mined.red_candle: #9, 2(2%)
minecraft.killed.piglin_brute: #9, 4(2%)
minecraft.crafted.deepslate_brick_wall: #9, 7(2%)
minecraft.used.purpur_pillar: #9, 5(1%)
minecraft.dropped.flower_pot: #9, 4(1%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #9, 1(2%)
minecraft.picked_up.stone_slab: #10, 676(4%)
minecraft.used.daylight_detector: #9, 28(1%)
minecraft.dropped.amethyst_cluster: #9, 1(2%)
minecraft.dropped.cooked_porkchop: #9, 82(1%)
minecraft.picked_up.cherry_sign: #9, 1(2%)
minecraft.dropped.azalea_leaves: #9, 62(1%)
minecraft.picked_up.spruce_stairs: #10, 286(5%)
minecraft.crafted.cut_copper: #9, 12(1%)
minecraft.crafted.cooked_porkchop: #9, 17(1%)
minecraft.mined.polished_blackstone_stairs: #9, 3(1%)
minecraft.dropped.nether_brick: #9, 43(1%)
minecraft.crafted.blue_wool: #9, 9(1%)
minecraft.crafted.blue_ice: #9, 47(1%)
minecraft.used.carrot: #10, 699(4%)
minecraft.used.flower_pot: #10, 121(5%)
minecraft.used.honey_bottle: #9, 43(1%)
minecraft.picked_up.blue_bed: #9, 6(1%)
minecraft.used.chorus_flower: #9, 12(1%)
minecraft.picked_up.red_stained_glass: #9, 22(1%)
minecraft.picked_up.bow: #10, 210(4%)
minecraft.crafted.black_banner: #9, 11(1%)
minecraft.picked_up.cherry_fence: #9, 5(1%)
minecraft.dropped.packed_mud: #9, 21(1%)
minecraft.mined.warped_fence: #9, 4(1%)
minecraft.crafted.nether_brick: #9, 85(1%)
minecraft.used.blue_bed: #9, 6(1%)
minecraft.picked_up.birch_boat: #9, 2(1%)
minecraft.used.mangrove_pressure_plate: #9, 2(1%)
minecraft.used.cookie: #9, 13(1%)
minecraft.used.diorite_slab: #9, 44(1%)
minecraft.picked_up.bamboo_pressure_plate: #9, 1(1%)
minecraft.crafted.waxed_weathered_cut_copper_slab: #9, 12(1%)
minecraft.crafted.pale_moss_carpet: #9, 75(1%)
minecraft.mined.spawner: #9, 1(1%)
minecraft.mined.activator_rail: #9, 5(0%)
minecraft.dropped.light_gray_stained_glass_pane: #9, 2(1%)
minecraft.crafted.chiseled_deepslate: #9, 1(1%)
minecraft.crafted.orange_banner: #9, 4(1%)
minecraft.picked_up.polished_blackstone_brick_stairs: #9, 3(1%)
minecraft.mined.glass_pane: #10, 58(5%)
minecraft.used.lantern: #10, 309(4%)
minecraft.used.pale_oak_wood: #9, 19(1%)
minecraft.custom.play_record: #10, 48(4%)
minecraft.used.bush: #9, 8(1%)
minecraft.crafted.gray_banner: #9, 2(1%)
minecraft.used.purpur_slab: #9, 4(1%)
minecraft.used.raw_iron_block: #9, 10(0%)
minecraft.crafted.pale_oak_wood: #9, 18(0%)
minecraft.mined.dead_fire_coral_block: #9, 4(1%)
minecraft.dropped.cactus: #9, 69(0%)
minecraft.picked_up.cyan_concrete_powder: #9, 12(0%)
minecraft.crafted.light_blue_banner: #9, 1(0%)
minecraft.used.blue_concrete: #9, 13(0%)
minecraft.picked_up.mossy_cobblestone_wall: #9, 2(0%)
minecraft.used.mossy_stone_brick_slab: #9, 4(0%)
minecraft.crafted.activator_rail: #9, 18(0%)
minecraft.used.prismarine_bricks: #9, 118(0%)
minecraft.crafted.calibrated_sculk_sensor: #9, 2(0%)
minecraft.picked_up.melon: #10, 1488(4%)
minecraft.crafted.blue_stained_glass: #9, 16(0%)
minecraft.used.tall_dry_grass: #9, 1(0%)
minecraft.crafted.melon: #9, 93(0%)
minecraft.crafted.pink_banner: #9, 1(0%)
minecraft.crafted.magenta_wool: #9, 3(0%)
minecraft.crafted.cyan_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.dead_fire_coral_block: #9, 3(0%)
minecraft.mined.coal_block: #9, 3(0%)
minecraft.used.light_gray_banner: #9, 1(0%)
minecraft.used.activator_rail: #9, 10(0%)
minecraft.crafted.quartz_bricks: #9, 1(0%)
minecraft.used.pale_oak_button: #9, 3(0%)
minecraft.custom.deaths: #10, 593(2%)
minecraft.crafted.polished_blackstone_brick_stairs: #9, 1(0%)
minecraft.used.red_sandstone_stairs: #9, 2(0%)
minecraft.crafted.pale_oak_fence_gate: #9, 1(0%)
minecraft.used.lime_shulker_box: #10, 153(4%)
minecraft.crafted.experience_bottle: #9, 24(0%)
minecraft.crafted.dried_kelp_block: #9, 2(0%)
minecraft.crafted.magenta_stained_glass: #9, 16(0%)
minecraft.picked_up.small_amethyst_bud: #9, 2(0%)
minecraft.mined.smooth_red_sandstone: #9, 1(0%)
minecraft.picked_up.large_amethyst_bud: #9, 1(0%)
minecraft.picked_up.medium_amethyst_bud: #9, 1(0%)
minecraft.custom.raid_win: #9, 1(0%)
minecraft.crafted.dark_oak_slab: #10, 996(4%)
minecraft.used.netherrack: #10, 2586(4%)
minecraft.mined.powered_rail: #10, 270(4%)
minecraft.picked_up.lime_shulker_box: #10, 143(4%)
minecraft.crafted.leather_chestplate: #10, 81(4%)
minecraft.picked_up.barrel: #10, 203(4%)
minecraft.mined.lime_shulker_box: #10, 142(4%)
minecraft.mined.magma_block: #10, 1486(4%)
minecraft.picked_up.lantern: #10, 158(4%)
minecraft.used.spruce_planks: #10, 1762(3%)
minecraft.picked_up.birch_sign: #10, 32(4%)
minecraft.mined.campfire: #10, 36(3%)
minecraft.picked_up.red_mushroom: #10, 63(4%)
minecraft.picked_up.diamond_helmet: #10, 15(3%)
minecraft.dropped.obsidian: #10, 61(4%)
minecraft.mined.pink_petals: #10, 250(4%)
minecraft.crafted.gray_dye: #10, 1100(3%)
minecraft.picked_up.nether_quartz_ore: #10, 438(3%)
minecraft.picked_up.wheat_seeds: #10, 17274(2%)
minecraft.mined.rooted_dirt: #10, 562(3%)
minecraft.mined.soul_soil: #10, 767(3%)
minecraft.picked_up.iron_helmet: #10, 5(3%)
minecraft.mined.cobbled_deepslate: #10, 541(3%)
minecraft.mined.oak_fence_gate: #10, 8(3%)
minecraft.mined.smoker: #10, 4(3%)
minecraft.picked_up.dark_oak_stairs: #10, 53(3%)
minecraft.mined.kelp: #10, 112(2%)
minecraft.picked_up.end_rod: #10, 194(2%)
minecraft.crafted.acacia_trapdoor: #10, 234(3%)
minecraft.used.iron_door: #10, 22(3%)
minecraft.crafted.grindstone: #10, 83(3%)
minecraft.crafted.iron_block: #10, 746(3%)
minecraft.picked_up.smoker: #10, 4(3%)
minecraft.dropped.iron_block: #10, 205(2%)
minecraft.crafted.cyan_terracotta: #10, 2280(3%)
minecraft.dropped.wind_charge: #10, 168(3%)
minecraft.picked_up.acacia_sign: #10, 9(3%)
minecraft.mined.red_terracotta: #10, 954(3%)
minecraft.used.pitcher_plant: #10, 14(3%)
minecraft.picked_up.red_terracotta: #10, 938(2%)
minecraft.killed.bat: #10, 5(3%)
minecraft.picked_up.bee_nest: #10, 18(3%)
minecraft.mined.kelp_plant: #10, 162(2%)
minecraft.crafted.diamond_boots: #10, 4(2%)
minecraft.used.andesite_slab: #10, 230(2%)
minecraft.crafted.dark_oak_sign: #10, 27(2%)
minecraft.mined.spruce_leaves: #10, 1690(2%)
minecraft.picked_up.tuff_brick_slab: #10, 95(2%)
minecraft.used.moss_carpet: #10, 780(2%)
minecraft.crafted.orange_dye: #10, 498(2%)
minecraft.picked_up.sandstone: #10, 3296(2%)
minecraft.used.spruce_fence_gate: #10, 125(2%)
minecraft.crafted.spruce_door: #10, 15(2%)
minecraft.crafted.coal: #10, 1415(2%)
minecraft.used.mud: #10, 1936(2%)
minecraft.picked_up.warped_trapdoor: #10, 27(3%)
minecraft.dropped.wooden_pickaxe: #10, 1(3%)
minecraft.picked_up.trident: #10, 10(2%)
minecraft.mined.dragon_wall_head: #10, 4(2%)
minecraft.mined.warped_roots: #10, 155(2%)
minecraft.picked_up.mossy_stone_bricks: #10, 144(2%)
minecraft.picked_up.brown_dye: #10, 25(2%)
minecraft.mined.cactus: #10, 44(2%)
minecraft.mined.white_wall_banner: #10, 7(2%)
minecraft.used.iron_chestplate: #10, 1(3%)
minecraft.crafted.cyan_dye: #10, 442(2%)
minecraft.crafted.copper_grate: #10, 40(3%)
minecraft.dropped.quartz: #10, 66(2%)
minecraft.dropped.diamond_hoe: #10, 1(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #10, 24(2%)
minecraft.crafted.red_banner: #10, 13(2%)
minecraft.mined.jungle_sapling: #10, 4(3%)
minecraft.picked_up.music_disc_creator: #10, 4(3%)
minecraft.mined.orange_wool: #10, 43(2%)
minecraft.mined.oak_pressure_plate: #10, 1(2%)
minecraft.dropped.spruce_sapling: #10, 41(2%)
minecraft.picked_up.deepslate_brick_slab: #10, 81(2%)
minecraft.picked_up.polished_blackstone: #10, 15(2%)
