stat, rank, value, (percentage) 
minecraft.dropped.acacia_trapdoor: #8, 15(4%)
minecraft.mined.twisting_vines_plant: #8, 13(4%)
minecraft.picked_up.guster_banner_pattern: #8, 2(4%)
minecraft.mined.bamboo_fence: #8, 35(3%)
minecraft.custom.swim_one_cm: #9, 6565884(4%)
minecraft.dropped.snow: #8, 76(3%)
minecraft.used.spruce_wood: #8, 228(2%)
minecraft.dropped.stone_axe: #8, 2(3%)
minecraft.dropped.tripwire_hook: #8, 6(3%)
minecraft.used.fire_coral_fan: #8, 7(3%)
minecraft.mined.dark_oak_wood: #8, 14(3%)
minecraft.picked_up.brick_slab: #8, 6(3%)
minecraft.picked_up.bamboo_planks: #8, 618(2%)
minecraft.mined.jungle_planks: #8, 65(2%)
minecraft.picked_up.flow_banner_pattern: #8, 4(3%)
minecraft.crafted.warped_fence_gate: #8, 16(3%)
minecraft.picked_up.blue_concrete: #8, 66(2%)
minecraft.crafted.pale_oak_sign: #8, 36(3%)
minecraft.picked_up.jungle_sign: #8, 9(2%)
minecraft.picked_up.beetroot: #8, 461(2%)
minecraft.dropped.brush: #8, 1(5%)
minecraft.picked_up.wooden_shovel: #8, 4(3%)
minecraft.mined.mossy_cobblestone_wall: #8, 2(4%)
minecraft.used.elytra: #9, 102(4%)
minecraft.used.warped_fence_gate: #8, 14(3%)
minecraft.used.light_blue_bed: #8, 12(2%)
minecraft.mined.mangrove_sign: #8, 1(4%)
minecraft.mined.loom: #9, 13(7%)
minecraft.dropped.yellow_bed: #8, 1(4%)
minecraft.picked_up.torchflower: #8, 31(2%)
minecraft.picked_up.lime_wool: #8, 130(2%)
minecraft.crafted.light_gray_carpet: #8, 240(2%)
minecraft.killed.zombie: #8, 2035(1%)
minecraft.dropped.red_shulker_box: #8, 2(3%)
minecraft.custom.sleep_in_bed: #9, 1724(4%)
minecraft.used.cooked_mutton: #8, 47(2%)
minecraft.used.light_blue_concrete: #8, 388(2%)
minecraft.picked_up.detector_rail: #8, 10(2%)
minecraft.mined.warped_stairs: #8, 10(2%)
minecraft.picked_up.polished_tuff_slab: #9, 259(5%)
minecraft.mined.waxed_copper_trapdoor: #8, 5(2%)
minecraft.mined.stripped_mangrove_log: #8, 162(1%)
minecraft.used.light_blue_concrete_powder: #8, 416(2%)
minecraft.picked_up.ladder: #9, 435(5%)
minecraft.mined.birch_door: #8, 1(3%)
minecraft.crafted.polished_granite: #8, 192(1%)
minecraft.picked_up.waxed_copper_trapdoor: #8, 5(2%)
minecraft.used.oak_sign: #9, 125(5%)
minecraft.used.chiseled_stone_bricks: #8, 48(2%)
minecraft.dropped.glistering_melon_slice: #8, 6(2%)
minecraft.dropped.azalea: #8, 88(1%)
minecraft.mined.stripped_oak_wood: #8, 31(1%)
minecraft.dropped.tuff_brick_slab: #8, 12(2%)
minecraft.dropped.cooked_mutton: #8, 10(2%)
minecraft.mined.pink_concrete: #8, 91(1%)
minecraft.picked_up.stripped_oak_wood: #8, 28(1%)
minecraft.crafted.calibrated_sculk_sensor: #8, 10(1%)
minecraft.crafted.deepslate_tiles: #8, 73(1%)
minecraft.picked_up.blue_bed: #8, 9(1%)
minecraft.dropped.deepslate_brick_slab: #8, 5(2%)
minecraft.mined.blue_bed: #8, 8(1%)
minecraft.crafted.dark_oak_button: #8, 32(1%)
minecraft.dropped.bamboo_raft: #8, 1(2%)
minecraft.dropped.bone: #9, 857(5%)
minecraft.used.music_disc_otherside: #8, 2(2%)
minecraft.used.birch_boat: #8, 3(1%)
minecraft.used.brown_bed: #8, 2(2%)
minecraft.used.red_sand: #8, 37(1%)
minecraft.dropped.dropper: #8, 6(1%)
minecraft.used.netherite_chestplate: #8, 7(1%)
minecraft.used.pink_concrete: #8, 78(1%)
minecraft.used.blue_bed: #8, 8(1%)
minecraft.picked_up.waxed_weathered_chiseled_copper: #8, 2(2%)
minecraft.picked_up.twisting_vines: #8, 32(1%)
minecraft.picked_up.bricks: #9, 304(5%)
minecraft.dropped.diamond_boots: #9, 9(4%)
minecraft.picked_up.snow: #8, 545(1%)
minecraft.dropped.pitcher_plant: #8, 3(1%)
minecraft.dropped.coal: #8, 137(1%)
minecraft.used.stripped_oak_wood: #8, 22(1%)
minecraft.picked_up.pale_oak_trapdoor: #9, 40(5%)
minecraft.dropped.white_banner: #8, 27(1%)
minecraft.used.amethyst_cluster: #8, 17(1%)
minecraft.mined.verdant_froglight: #8, 52(1%)
minecraft.picked_up.torch: #9, 5159(4%)
minecraft.used.blue_concrete: #8, 24(1%)
minecraft.used.stripped_cherry_wood: #8, 3(1%)
minecraft.dropped.gray_carpet: #8, 3(1%)
minecraft.used.orange_tulip: #8, 1(1%)
minecraft.picked_up.resin_clump: #8, 153(0%)
minecraft.picked_up.moss_carpet: #9, 3365(4%)
minecraft.dropped.nether_brick_fence: #8, 1(1%)
minecraft.used.stripped_acacia_log: #8, 26(0%)
minecraft.dropped.stripped_dark_oak_log: #8, 1(0%)
minecraft.dropped.light_blue_terracotta: #8, 1(1%)
minecraft.used.magenta_wool: #8, 4(0%)
minecraft.dropped.glow_lichen: #8, 10(0%)
minecraft.mined.quartz_bricks: #8, 1(0%)
minecraft.dropped.deepslate_tile_wall: #8, 1(0%)
minecraft.picked_up.quartz_bricks: #8, 1(0%)
minecraft.dropped.bamboo_button: #8, 2(0%)
minecraft.mined.comparator: #9, 96(4%)
minecraft.mined.smooth_quartz_slab: #9, 106(4%)
minecraft.crafted.deepslate_tile_stairs: #9, 28(5%)
minecraft.crafted.diamond_sword: #9, 6(4%)
minecraft.broken.iron_axe: #9, 3(5%)
minecraft.picked_up.ominous_bottle: #9, 24(4%)
minecraft.crafted.iron_chestplate: #9, 5(3%)
minecraft.mined.dispenser: #9, 61(3%)
minecraft.crafted.sandstone: #9, 239(4%)
minecraft.broken.shears: #9, 24(4%)
minecraft.mined.beetroots: #9, 151(3%)
minecraft.used.orange_terracotta: #9, 691(4%)
minecraft.picked_up.dark_oak_door: #9, 7(5%)
minecraft.picked_up.chiseled_tuff: #9, 67(3%)
minecraft.crafted.diamond_chestplate: #9, 3(3%)
minecraft.dropped.pointed_dripstone: #9, 82(3%)
minecraft.picked_up.coal: #9, 7697(3%)
minecraft.picked_up.pale_oak_planks: #9, 63(4%)
minecraft.used.beetroot_seeds: #9, 194(3%)
minecraft.mined.pale_oak_stairs: #9, 16(6%)
minecraft.mined.raw_copper_block: #9, 8(4%)
minecraft.dropped.paper: #9, 121(3%)
minecraft.picked_up.dark_oak_stairs: #9, 61(3%)
minecraft.mined.piston_head: #9, 7(4%)
minecraft.dropped.lapis_ore: #9, 8(4%)
minecraft.used.mangrove_log: #9, 460(3%)
minecraft.picked_up.note_block: #9, 70(3%)
minecraft.dropped.iron_sword: #9, 10(3%)
minecraft.picked_up.iron_ore: #9, 502(3%)
minecraft.used.glass_pane: #9, 105(3%)
minecraft.dropped.wind_charge: #9, 190(3%)
minecraft.mined.orange_terracotta: #9, 1232(3%)
minecraft.picked_up.glow_berries: #9, 154(3%)
minecraft.crafted.brown_wool: #9, 97(4%)
minecraft.used.mangrove_sign: #9, 36(3%)
minecraft.picked_up.brick_stairs: #9, 16(4%)
minecraft.mined.snow_block: #9, 706(3%)
minecraft.picked_up.music_disc_creator: #9, 6(4%)
minecraft.picked_up.writable_book: #9, 14(2%)
minecraft.picked_up.cobblestone: #9, 49186(2%)
minecraft.crafted.blackstone_slab: #9, 58(4%)
minecraft.mined.chiseled_tuff: #9, 37(2%)
minecraft.killed_by.zombified_piglin: #9, 1(5%)
minecraft.dropped.cooked_cod: #9, 63(2%)
minecraft.picked_up.feather: #9, 286(2%)
minecraft.picked_up.dark_oak_wood: #9, 14(3%)
minecraft.dropped.crafting_table: #9, 9(2%)
minecraft.used.slime_block: #9, 296(2%)
minecraft.dropped.moss_block: #9, 671(2%)
minecraft.crafted.netherite_leggings: #9, 2(3%)
minecraft.mined.orange_tulip: #9, 36(2%)
minecraft.dropped.golden_carrot: #10, 622(5%)
minecraft.picked_up.totem_of_undying: #9, 14(2%)
minecraft.used.lead: #9, 2(3%)
minecraft.used.shroomlight: #9, 63(2%)
minecraft.used.salmon: #9, 3(3%)
minecraft.crafted.pale_oak_stairs: #9, 44(3%)
minecraft.picked_up.pink_dye: #9, 11(2%)
minecraft.crafted.oak_wood: #9, 192(2%)
minecraft.mined.white_tulip: #9, 28(2%)
minecraft.mined.red_tulip: #9, 37(2%)
minecraft.picked_up.dark_oak_sign: #9, 12(2%)
minecraft.used.pale_oak_slab: #9, 55(2%)
minecraft.picked_up.bamboo_fence: #9, 33(2%)
minecraft.dropped.writable_book: #9, 7(1%)
minecraft.picked_up.spruce_hanging_sign: #9, 6(2%)
minecraft.picked_up.target: #9, 22(2%)
minecraft.picked_up.milk_bucket: #9, 4(2%)
minecraft.used.light_blue_wool: #9, 149(2%)
minecraft.mined.purpur_block: #9, 188(1%)
minecraft.dropped.netherite_shovel: #9, 1(2%)
minecraft.picked_up.deepslate_tile_stairs: #9, 45(2%)
minecraft.dropped.light_blue_dye: #9, 5(2%)
minecraft.dropped.orange_tulip: #9, 13(2%)
minecraft.mined.dark_oak_wall_sign: #9, 3(2%)
minecraft.used.acacia_stairs: #9, 40(2%)
minecraft.used.oak_wood: #9, 153(1%)
minecraft.picked_up.map: #9, 16(2%)
minecraft.picked_up.gray_concrete: #9, 363(1%)
minecraft.dropped.cherry_planks: #9, 6(2%)
minecraft.crafted.gray_wool: #9, 93(2%)
minecraft.crafted.dried_kelp: #9, 45(2%)
minecraft.picked_up.brush: #9, 1(3%)
minecraft.used.player_head: #10, 237(4%)
minecraft.used.bucket: #10, 3803(5%)
minecraft.picked_up.purple_wool: #9, 99(1%)
minecraft.crafted.polished_blackstone_bricks: #9, 50(2%)
minecraft.used.wheat: #9, 7(1%)
minecraft.mined.scaffolding: #10, 3762(5%)
minecraft.used.stone_hoe: #9, 138(1%)
minecraft.mined.light_blue_stained_glass: #9, 37(1%)
minecraft.mined.diamond_block: #9, 28(1%)
minecraft.picked_up.flint_and_steel: #9, 14(1%)
minecraft.used.sculk_sensor: #9, 13(1%)
minecraft.killed_by.drowned: #9, 3(1%)
minecraft.picked_up.bamboo_hanging_sign: #9, 2(2%)
minecraft.mined.light_gray_bed: #9, 20(1%)
minecraft.dropped.red_tulip: #9, 7(1%)
minecraft.used.quartz_block: #9, 258(1%)
minecraft.picked_up.sponge: #9, 128(1%)
minecraft.picked_up.jungle_pressure_plate: #9, 1(2%)
minecraft.picked_up.echo_shard: #9, 4(2%)
minecraft.picked_up.dark_oak_leaves: #9, 81(1%)
minecraft.used.scaffolding: #10, 9080(5%)
minecraft.mined.acacia_fence_gate: #9, 1(1%)
minecraft.dropped.oak_door: #9, 2(1%)
minecraft.mined.waxed_cut_copper_stairs: #9, 2(1%)
minecraft.used.snow: #9, 516(1%)
minecraft.used.crimson_hyphae: #9, 13(1%)
minecraft.picked_up.light_blue_stained_glass: #9, 36(0%)
minecraft.dropped.deepslate_iron_ore: #9, 4(1%)
minecraft.crafted.cut_sandstone: #9, 24(1%)
minecraft.crafted.compass: #9, 191(0%)
minecraft.used.stripped_mangrove_log: #9, 52(1%)
minecraft.picked_up.acacia_fence_gate: #9, 1(1%)
minecraft.picked_up.spruce_button: #9, 16(0%)
minecraft.crafted.brown_stained_glass_pane: #9, 16(1%)
minecraft.used.magenta_dye: #9, 1(1%)
minecraft.dropped.torchflower: #9, 1(1%)
minecraft.crafted.light_gray_banner: #9, 2(1%)
minecraft.used.brown_stained_glass_pane: #9, 7(1%)
minecraft.crafted.pale_oak_button: #9, 7(0%)
minecraft.picked_up.resin_block: #9, 14(0%)
minecraft.killed_by.stray: #9, 2(0%)
minecraft.used.light_blue_carpet: #9, 18(0%)
minecraft.used.resin_clump: #9, 19(0%)
minecraft.used.chiseled_quartz_block: #9, 9(0%)
minecraft.used.torchflower_seeds: #9, 2(0%)
minecraft.picked_up.sculk_vein: #9, 45(0%)
minecraft.mined.magenta_wool: #9, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #9, 8(0%)
minecraft.used.quartz_bricks: #9, 2(0%)
minecraft.used.bow: #10, 3262(4%)
minecraft.used.glow_ink_sac: #10, 181(3%)
minecraft.crafted.iron_bars: #10, 1264(4%)
minecraft.picked_up.jungle_log: #10, 1834(4%)
minecraft.picked_up.light_gray_wool: #10, 235(4%)
minecraft.picked_up.paper: #10, 323(3%)
minecraft.mined.redstone_torch: #10, 71(3%)
minecraft.mined.deepslate_iron_ore: #10, 722(3%)
minecraft.dropped.tuff_bricks: #10, 172(4%)
minecraft.mined.polished_tuff_slab: #10, 97(3%)
minecraft.mined.note_block: #10, 64(3%)
minecraft.crafted.mangrove_planks: #10, 2014(3%)
minecraft.picked_up.smooth_quartz_slab: #10, 112(4%)
minecraft.used.mangrove_door: #10, 7(5%)
minecraft.mined.copper_ore: #10, 3741(3%)
minecraft.picked_up.bone_meal: #10, 3784(3%)
minecraft.picked_up.netherite_boots: #10, 12(3%)
minecraft.picked_up.golden_apple: #10, 27(3%)
minecraft.used.diamond_pickaxe: #10, 142378(2%)
minecraft.picked_up.dark_oak_planks: #10, 175(3%)
minecraft.picked_up.soul_soil: #10, 742(3%)
minecraft.mined.bamboo_wall_sign: #10, 13(3%)
minecraft.picked_up.acacia_planks: #10, 52(3%)
minecraft.picked_up.lever: #10, 231(3%)
minecraft.used.birch_sign: #10, 34(2%)
minecraft.mined.stone_brick_stairs: #10, 73(3%)
minecraft.dropped.spruce_sign: #10, 15(2%)
minecraft.mined.piston: #10, 103(2%)
minecraft.crafted.writable_book: #10, 33(2%)
minecraft.picked_up.tnt: #10, 302(3%)
minecraft.crafted.chiseled_tuff: #10, 17(3%)
minecraft.crafted.iron_hoe: #10, 2(3%)
minecraft.crafted.polished_tuff: #10, 916(2%)
minecraft.dropped.stick: #10, 1602(2%)
minecraft.mined.oak_button: #10, 6(3%)
minecraft.picked_up.tipped_arrow: #10, 289(3%)
minecraft.mined.target: #10, 22(3%)
minecraft.picked_up.glass_bottle: #10, 722(2%)
minecraft.crafted.mace: #10, 1(4%)
minecraft.crafted.polished_deepslate: #10, 916(2%)
minecraft.dropped.moss_carpet: #10, 500(2%)
minecraft.mined.gray_carpet: #10, 54(2%)
minecraft.killed.phantom: #10, 26(2%)
minecraft.picked_up.orange_dye: #10, 16(2%)
minecraft.dropped.cocoa_beans: #10, 22(2%)
minecraft.crafted.mangrove_slab: #10, 222(2%)
minecraft.crafted.white_terracotta: #10, 168(2%)
minecraft.dropped.netherite_helmet: #10, 1(3%)
minecraft.custom.fish_caught: #10, 330(1%)
minecraft.mined.deepslate_tile_stairs: #10, 38(2%)
minecraft.picked_up.white_tulip: #10, 83(1%)
minecraft.custom.aviate_one_cm: #11, 562019205(3%)
minecraft.crafted.hopper_minecart: #10, 14(1%)
minecraft.crafted.detector_rail: #10, 36(2%)
minecraft.dropped.melon_slice: #10, 326(1%)
minecraft.crafted.light_gray_terracotta: #10, 104(2%)
minecraft.used.cracked_stone_bricks: #10, 90(2%)
minecraft.used.end_rod: #10, 168(1%)
minecraft.crafted.soul_lantern: #10, 64(2%)
minecraft.crafted.acacia_stairs: #10, 40(1%)
minecraft.dropped.spruce_fence: #10, 13(2%)
minecraft.dropped.raw_copper: #10, 165(1%)
minecraft.crafted.light_blue_concrete_powder: #10, 416(2%)
minecraft.dropped.oak_button: #10, 4(1%)
minecraft.used.deepslate_iron_ore: #10, 70(1%)
minecraft.dropped.potato: #10, 226(1%)
minecraft.mined.deepslate_tile_wall: #10, 13(1%)
minecraft.crafted.cracked_stone_bricks: #10, 87(2%)
minecraft.picked_up.sugar: #10, 92(1%)
minecraft.dropped.tropical_fish: #10, 4(2%)
minecraft.crafted.birch_door: #10, 3(2%)
minecraft.dropped.flowering_azalea: #10, 53(1%)
minecraft.used.deepslate_brick_slab: #10, 185(1%)
minecraft.mined.gray_concrete: #10, 372(1%)
minecraft.dropped.beetroot: #10, 241(1%)
minecraft.dropped.stonecutter: #10, 1(2%)
minecraft.dropped.glass_bottle: #10, 152(1%)
minecraft.used.crimson_sign: #10, 5(1%)
minecraft.used.golden_apple: #10, 6(1%)
minecraft.dropped.ice: #10, 17(1%)
minecraft.used.dark_oak_sapling: #10, 173(1%)
minecraft.crafted.cooked_mutton: #10, 24(1%)
minecraft.custom.damage_absorbed: #10, 207(1%)
minecraft.used.gray_concrete: #10, 347(1%)
minecraft.picked_up.sculk_catalyst: #10, 7(1%)
minecraft.crafted.cooked_chicken: #10, 11(1%)
minecraft.dropped.stone_sword: #10, 16(1%)
minecraft.used.diamond_axe: #11, 44167(4%)
minecraft.dropped.blaze_powder: #10, 1(1%)
minecraft.crafted.baked_potato: #10, 26(1%)
minecraft.dropped.trial_key: #10, 2(1%)
minecraft.used.respawn_anchor: #10, 1(1%)
minecraft.dropped.glow_item_frame: #10, 1(1%)
minecraft.mined.birch_slab: #10, 6(1%)
minecraft.picked_up.acacia_button: #10, 1(1%)
minecraft.used.acacia_planks: #10, 52(0%)
minecraft.mined.oxidized_chiseled_copper: #10, 1(1%)
minecraft.custom.damage_taken: #10, 687386(0%)
minecraft.used.tropical_fish_bucket: #10, 4(1%)
minecraft.used.netherite_helmet: #10, 2(1%)
minecraft.used.stripped_pale_oak_log: #10, 14(0%)
minecraft.crafted.gray_banner: #10, 2(1%)
minecraft.dropped.azalea_leaves: #10, 25(0%)
minecraft.dropped.stripped_oak_log: #10, 1(1%)
minecraft.picked_up.light_blue_stained_glass_pane: #10, 3(1%)
minecraft.dropped.totem_of_undying: #10, 3(0%)
minecraft.dropped.lava_bucket: #10, 1(0%)
minecraft.mined.sponge: #10, 39(0%)
minecraft.picked_up.mossy_cobblestone_wall: #10, 2(0%)
minecraft.mined.jack_o_lantern: #10, 1(0%)
minecraft.picked_up.prismarine_crystals: #10, 10(0%)
minecraft.used.wet_sponge: #10, 43(0%)
minecraft.dropped.polished_deepslate_slab: #10, 2(0%)
minecraft.crafted.waxed_copper_bulb: #10, 4(0%)
minecraft.used.light_gray_banner: #10, 1(0%)
minecraft.crafted.polished_blackstone_slab: #10, 6(0%)
minecraft.picked_up.black_carpet: #10, 36(0%)
minecraft.dropped.porkchop: #10, 22(0%)
minecraft.used.lapis_block: #10, 7(0%)
minecraft.used.pale_oak_fence: #10, 9(0%)
minecraft.crafted.brown_stained_glass: #10, 16(0%)
minecraft.crafted.magenta_wool: #10, 2(0%)
minecraft.mined.lime_carpet: #10, 1(0%)
minecraft.dropped.polished_diorite: #10, 1(0%)
minecraft.dropped.blue_ice: #10, 1(0%)
minecraft.crafted.air: #10, 0(0%)
minecraft.picked_up.vine: #11, 266(4%)
minecraft.picked_up.chiseled_tuff_bricks: #11, 217(4%)
minecraft.dropped.goat_horn: #11, 6(5%)
minecraft.picked_up.spruce_sign: #11, 69(3%)
minecraft.picked_up.cooked_beef: #11, 507(2%)
minecraft.picked_up.flower_pot: #11, 35(3%)
minecraft.picked_up.basalt: #11, 904(3%)
minecraft.mined.acacia_planks: #11, 35(4%)
minecraft.custom.interact_with_beacon: #11, 42(3%)
minecraft.picked_up.mangrove_stairs: #11, 42(4%)
minecraft.picked_up.mangrove_leaves: #11, 3283(3%)
minecraft.picked_up.netherite_leggings: #11, 11(3%)
minecraft.dropped.raw_iron: #11, 59(3%)
minecraft.mined.dripstone_block: #11, 1190(3%)
minecraft.picked_up.white_bed: #11, 153(2%)
minecraft.crafted.iron_leggings: #11, 4(3%)
minecraft.mined.white_bed: #11, 146(2%)
minecraft.picked_up.ink_sac: #11, 644(2%)
minecraft.picked_up.brown_wool: #11, 135(3%)
minecraft.used.writable_book: #11, 149(2%)
minecraft.mined.coal_ore: #11, 4170(2%)
minecraft.crafted.iron_door: #11, 9(3%)
minecraft.used.grass_block: #11, 9534(2%)
minecraft.used.pale_oak_trapdoor: #11, 89(2%)
minecraft.picked_up.crossbow: #11, 26(2%)
minecraft.dropped.white_dye: #11, 43(2%)
minecraft.mined.mossy_cobblestone_slab: #11, 5(3%)
minecraft.used.dark_oak_trapdoor: #11, 225(2%)
minecraft.crafted.green_dye: #11, 246(2%)
minecraft.picked_up.decorated_pot: #11, 46(2%)
minecraft.used.emerald_block: #11, 163(2%)
minecraft.mined.decorated_pot: #11, 100(2%)
minecraft.crafted.polished_deepslate_slab: #11, 72(2%)
minecraft.dropped.quartz: #11, 64(2%)
minecraft.picked_up.short_grass: #11, 938(1%)
minecraft.dropped.brown_dye: #11, 10(2%)
minecraft.killed.husk: #11, 36(2%)
minecraft.crafted.polished_blackstone: #11, 148(1%)
minecraft.picked_up.waxed_copper_bulb: #11, 21(2%)
minecraft.mined.waxed_copper_bulb: #11, 20(1%)
minecraft.used.bamboo_raft: #11, 5(2%)
minecraft.used.white_terracotta: #11, 142(1%)
minecraft.used.loom: #11, 15(1%)
minecraft.dropped.bowl: #11, 5(2%)
minecraft.picked_up.light_blue_terracotta: #11, 35(1%)
minecraft.mined.bamboo_stairs: #11, 8(2%)
minecraft.crafted.mangrove_button: #11, 3(1%)
minecraft.dropped.chest: #11, 66(1%)
minecraft.dropped.cyan_dye: #11, 5(1%)
minecraft.mined.copper_grate: #11, 8(2%)
minecraft.used.stripped_spruce_wood: #11, 39(1%)
minecraft.picked_up.red_bed: #11, 5(1%)
minecraft.crafted.cyan_wool: #11, 29(1%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #11, 1(2%)
minecraft.used.mangrove_button: #11, 2(1%)
minecraft.picked_up.birch_door: #11, 1(2%)
minecraft.mined.birch_stairs: #11, 6(1%)
minecraft.used.ice: #11, 206(1%)
minecraft.mined.chiseled_polished_blackstone: #11, 1(1%)
minecraft.picked_up.birch_stairs: #11, 7(1%)
minecraft.used.music_disc_13: #11, 1(1%)
minecraft.custom.tune_noteblock: #11, 1892(0%)
minecraft.picked_up.mossy_cobblestone_slab: #11, 5(1%)
minecraft.picked_up.cyan_banner: #11, 1(1%)
minecraft.used.blue_wool: #11, 31(1%)
minecraft.used.soul_lantern: #11, 16(1%)
minecraft.dropped.orange_dye: #11, 3(1%)
minecraft.picked_up.blackstone_stairs: #11, 2(1%)
minecraft.used.jungle_sapling: #11, 66(1%)
minecraft.killed.breeze: #11, 26(1%)
minecraft.crafted.black_wool: #11, 98(1%)
minecraft.used.birch_door: #11, 1(1%)
minecraft.mined.chiseled_deepslate: #11, 5(1%)
minecraft.used.orange_carpet: #11, 12(1%)
minecraft.picked_up.cooked_mutton: #11, 36(0%)
minecraft.mined.sculk_shrieker: #11, 4(1%)
minecraft.mined.sculk_sensor: #11, 21(0%)
minecraft.used.totem_of_undying: #11, 2(1%)
minecraft.used.polished_diorite_stairs: #11, 19(1%)
minecraft.crafted.cyan_bed: #11, 1(1%)
minecraft.picked_up.sculk_sensor: #11, 19(0%)
minecraft.crafted.map: #11, 192(0%)
minecraft.mined.oak_wood: #11, 15(1%)
minecraft.dropped.short_grass: #11, 12(0%)
minecraft.picked_up.sculk_shrieker: #11, 3(0%)
minecraft.crafted.stripped_spruce_wood: #11, 6(1%)
minecraft.used.pale_oak_planks: #11, 24(0%)
minecraft.dropped.iron_axe: #11, 3(0%)
minecraft.mined.blue_wool: #11, 4(1%)
minecraft.crafted.purple_wool: #11, 2(1%)
minecraft.mined.warped_fence: #11, 2(0%)
minecraft.picked_up.gilded_blackstone: #11, 5(1%)
minecraft.dropped.comparator: #11, 3(0%)
minecraft.custom.leave_game: #13, 1268(4%)
minecraft.mined.ice: #11, 657(0%)
minecraft.dropped.smooth_stone: #11, 64(0%)
minecraft.crafted.purple_stained_glass_pane: #11, 16(0%)
minecraft.crafted.beacon: #11, 1(0%)
minecraft.crafted.orange_carpet: #11, 13(0%)
minecraft.used.light_gray_bed: #11, 4(0%)
minecraft.used.sculk: #11, 145(0%)
minecraft.mined.black_carpet: #11, 8(0%)
minecraft.picked_up.red_carpet: #11, 21(0%)
minecraft.used.pink_stained_glass: #11, 4(0%)
minecraft.picked_up.bamboo_button: #11, 4(0%)
minecraft.used.chiseled_deepslate: #11, 21(0%)
minecraft.dropped.torchflower_seeds: #11, 2(0%)
minecraft.used.stripped_mangrove_wood: #11, 1(0%)
minecraft.mined.bamboo_button: #11, 1(0%)
minecraft.dropped.ochre_froglight: #11, 3(0%)
minecraft.picked_up.prismarine_shard: #11, 10(0%)
minecraft.used.item_frame: #12, 331(3%)
minecraft.mined.jungle_log: #12, 1444(3%)
minecraft.picked_up.rotten_flesh: #12, 4500(3%)
minecraft.picked_up.mangrove_trapdoor: #12, 41(3%)
minecraft.mined.jukebox: #12, 14(3%)
minecraft.mined.powered_rail: #12, 216(3%)
minecraft.used.iron_bars: #12, 685(3%)
minecraft.picked_up.comparator: #12, 134(3%)
minecraft.mined.iron_block: #12, 1053(3%)
minecraft.used.dark_oak_log: #12, 699(3%)
minecraft.picked_up.clay_ball: #12, 2012(3%)
minecraft.used.iron_block: #12, 2048(3%)
minecraft.picked_up.golden_boots: #12, 17(3%)
minecraft.crafted.glass_pane: #12, 384(3%)
minecraft.mined.deepslate_redstone_ore: #12, 1266(2%)
minecraft.picked_up.orange_terracotta: #12, 1229(2%)
minecraft.mined.repeater: #12, 119(2%)
minecraft.mined.fire: #12, 384(2%)
minecraft.dropped.item_frame: #12, 14(3%)
minecraft.picked_up.bundle: #12, 9(2%)
minecraft.dropped.iron_shovel: #12, 5(2%)
minecraft.used.oak_fence_gate: #12, 23(2%)
minecraft.picked_up.tuff_bricks: #12, 695(2%)
minecraft.mined.redstone_block: #12, 98(2%)
minecraft.used.redstone: #12, 1653(2%)
minecraft.dropped.lapis_lazuli: #12, 100(2%)
minecraft.dropped.chiseled_tuff_bricks: #12, 18(3%)
minecraft.dropped.water_bucket: #12, 9(2%)
minecraft.mined.birch_sign: #12, 3(2%)
minecraft.picked_up.repeater: #12, 176(2%)
minecraft.picked_up.light_gray_concrete: #12, 202(2%)
minecraft.used.deepslate_bricks: #12, 736(2%)
minecraft.used.mud: #12, 1630(2%)
minecraft.picked_up.slime_ball: #12, 587(2%)
minecraft.mined.polished_blackstone: #12, 12(2%)
minecraft.mined.lilac: #12, 16(2%)
minecraft.mined.tuff_bricks: #12, 490(1%)
minecraft.used.golden_carrot: #13, 3083(4%)
minecraft.picked_up.light_gray_concrete_powder: #12, 118(2%)
minecraft.used.note_block: #12, 90(2%)
minecraft.used.packed_ice: #12, 663(1%)
minecraft.mined.potatoes: #12, 95(1%)
minecraft.picked_up.gold_ingot: #12, 418(1%)
minecraft.picked_up.crying_obsidian: #12, 76(2%)
minecraft.picked_up.stone_brick_stairs: #12, 71(1%)
minecraft.dropped.cooked_chicken: #12, 54(1%)
minecraft.picked_up.glow_lichen: #12, 734(1%)
minecraft.picked_up.heavy_core: #12, 2(2%)
minecraft.used.jungle_boat: #12, 4(2%)
minecraft.crafted.smooth_sandstone: #12, 163(2%)
minecraft.mined.mangrove_slab: #12, 23(1%)
minecraft.mined.mangrove_planks: #12, 37(1%)
minecraft.mined.stripped_spruce_wood: #12, 45(1%)
minecraft.crafted.magenta_shulker_box: #12, 1(2%)
minecraft.dropped.dripstone_block: #12, 63(1%)
minecraft.picked_up.stripped_spruce_wood: #12, 44(1%)
minecraft.picked_up.wither_skeleton_skull: #12, 10(1%)
minecraft.used.glass: #12, 2197(1%)
minecraft.used.mud_bricks: #12, 228(1%)
minecraft.used.ominous_trial_key: #12, 12(2%)
minecraft.dropped.cookie: #12, 57(1%)
minecraft.crafted.mossy_cobblestone_wall: #12, 6(2%)
minecraft.custom.bell_ring: #12, 11(1%)
minecraft.used.polished_basalt: #12, 118(1%)
minecraft.used.diorite: #12, 492(1%)
minecraft.picked_up.orange_tulip: #12, 79(1%)
minecraft.mined.dark_oak_sapling: #12, 5(1%)
