stat, rank, value, (percentage) 
minecraft.mined.warped_fence: #5, 29(6%)
minecraft.used.flowering_azalea: #6, 134(9%)
minecraft.picked_up.guster_pottery_sherd: #5, 23(5%)
minecraft.used.spruce_planks: #6, 3659(7%)
minecraft.picked_up.spruce_door: #6, 20(8%)
minecraft.dropped.packed_mud: #5, 144(5%)
minecraft.mined.warped_nylium: #5, 261(4%)
minecraft.mined.birch_wall_sign: #5, 14(5%)
minecraft.picked_up.gray_dye: #5, 73(4%)
minecraft.dropped.stone_button: #6, 80(8%)
minecraft.dropped.moss_block: #5, 1110(3%)
minecraft.picked_up.andesite_stairs: #5, 28(4%)
minecraft.crafted.light_gray_stained_glass: #5, 1440(5%)
minecraft.used.tropical_fish: #5, 3(9%)
minecraft.dropped.light_gray_wool: #5, 98(4%)
minecraft.dropped.dropper: #5, 28(6%)
minecraft.mined.crimson_stem: #6, 855(9%)
minecraft.mined.pale_oak_planks: #5, 38(5%)
minecraft.used.cyan_wool: #5, 230(4%)
minecraft.picked_up.wheat: #6, 13137(6%)
minecraft.picked_up.smooth_quartz: #5, 422(3%)
minecraft.dropped.orange_tulip: #5, 31(4%)
minecraft.mined.jukebox: #6, 31(7%)
minecraft.crafted.dried_kelp: #5, 129(6%)
minecraft.picked_up.cracked_stone_bricks: #5, 313(3%)
minecraft.used.cobblestone: #6, 6511(7%)
minecraft.crafted.cooked_mutton: #5, 121(4%)
minecraft.dropped.melon_seeds: #5, 29(4%)
minecraft.picked_up.smooth_sandstone_slab: #5, 69(4%)
minecraft.picked_up.light_blue_stained_glass: #5, 246(3%)
minecraft.picked_up.oak_sign: #6, 118(6%)
minecraft.killed_by.pufferfish: #5, 1(11%)
minecraft.picked_up.carrot: #6, 4466(6%)
minecraft.picked_up.pufferfish_bucket: #5, 2(7%)
minecraft.picked_up.mud_brick_wall: #6, 121(9%)
minecraft.mined.yellow_candle: #5, 2(11%)
minecraft.used.cherry_sign: #5, 6(5%)
minecraft.picked_up.grindstone: #6, 59(7%)
minecraft.picked_up.small_dripleaf: #5, 16(6%)
minecraft.used.diorite: #5, 1263(2%)
minecraft.mined.cut_copper_slab: #5, 24(6%)
minecraft.dropped.mangrove_log: #5, 84(4%)
minecraft.picked_up.jungle_wood: #5, 64(5%)
minecraft.crafted.white_wool: #5, 801(3%)
minecraft.custom.play_record: #6, 70(7%)
minecraft.mined.spruce_log: #6, 12588(6%)
minecraft.picked_up.copper_ingot: #6, 1293(7%)
minecraft.used.wooden_hoe: #5, 49(8%)
minecraft.dropped.birch_button: #5, 4(6%)
minecraft.dropped.birch_pressure_plate: #5, 1(11%)
minecraft.used.apple: #5, 27(3%)
minecraft.picked_up.waxed_oxidized_copper: #6, 1124(7%)
minecraft.dropped.anvil: #5, 5(3%)
minecraft.used.quartz_block: #5, 746(2%)
minecraft.mined.oxidized_chiseled_copper: #5, 6(5%)
minecraft.picked_up.spruce_log: #6, 13782(6%)
minecraft.mined.crying_obsidian: #5, 38(3%)
minecraft.used.horn_coral_block: #5, 36(4%)
minecraft.mined.shroomlight: #6, 173(6%)
minecraft.dropped.diamond_axe: #6, 17(7%)
minecraft.used.smooth_red_sandstone: #5, 221(5%)
minecraft.picked_up.music_disc_5: #5, 1(6%)
minecraft.crafted.bamboo_chest_raft: #5, 1(8%)
minecraft.picked_up.birch_planks: #6, 407(6%)
minecraft.dropped.warped_planks: #5, 36(5%)
minecraft.picked_up.wet_sponge: #5, 374(3%)
minecraft.mined.waxed_oxidized_copper: #6, 1027(7%)
minecraft.picked_up.chorus_flower: #5, 79(2%)
minecraft.used.lantern: #6, 412(6%)
minecraft.used.sponge: #5, 300(2%)
minecraft.picked_up.gilded_blackstone: #5, 37(4%)
minecraft.used.heavy_core: #5, 2(7%)
minecraft.mined.smooth_quartz_slab: #6, 167(7%)
minecraft.mined.wet_sponge: #5, 323(2%)
minecraft.picked_up.breeze_rod: #6, 1047(7%)
minecraft.crafted.mangrove_fence_gate: #5, 15(3%)
minecraft.picked_up.end_stone_brick_stairs: #5, 3(7%)
minecraft.used.spruce_log: #6, 2469(5%)
minecraft.used.azalea: #6, 230(6%)
minecraft.dropped.coal: #5, 439(2%)
minecraft.crafted.blue_stained_glass_pane: #5, 24(4%)
minecraft.crafted.cobblestone_stairs: #5, 112(2%)
minecraft.dropped.coal_ore: #6, 213(6%)
minecraft.dropped.flow_pottery_sherd: #5, 2(5%)
minecraft.dropped.granite: #6, 1086(6%)
minecraft.mined.mangrove_button: #5, 1(5%)
minecraft.mined.polished_blackstone_stairs: #5, 7(3%)
minecraft.crafted.copper_bulb: #6, 96(8%)
minecraft.mined.weathered_chiseled_copper: #5, 1(5%)
minecraft.used.cobblestone_stairs: #5, 171(2%)
minecraft.dropped.deepslate_copper_ore: #5, 2(5%)
minecraft.dropped.jungle_sign: #5, 4(4%)
minecraft.crafted.iron_nugget: #6, 9027(5%)
minecraft.mined.vine: #6, 826(5%)
minecraft.picked_up.purple_banner: #5, 1(6%)
minecraft.custom.interact_with_cartography_table: #6, 38(7%)
minecraft.picked_up.cherry_slab: #5, 18(3%)
minecraft.crafted.polished_andesite_slab: #6, 120(9%)
minecraft.mined.green_wool: #6, 153(6%)
minecraft.dropped.yellow_stained_glass_pane: #5, 10(6%)
minecraft.dropped.dark_oak_sign: #5, 2(3%)
minecraft.dropped.ominous_trial_key: #6, 9(8%)
minecraft.picked_up.cobblestone: #6, 115379(5%)
minecraft.picked_up.stone_stairs: #6, 133(5%)
minecraft.crafted.white_glazed_terracotta: #5, 8(6%)
minecraft.mined.brain_coral_block: #5, 89(3%)
minecraft.dropped.black_stained_glass_pane: #5, 4(3%)
minecraft.picked_up.polished_blackstone: #6, 53(7%)
minecraft.crafted.tuff_brick_slab: #6, 148(6%)
minecraft.dropped.pumpkin: #5, 463(1%)
minecraft.picked_up.blue_stained_glass_pane: #5, 3(4%)
minecraft.dropped.podzol: #6, 103(9%)
minecraft.crafted.cut_red_sandstone_slab: #5, 6(4%)
minecraft.picked_up.leaf_litter: #6, 270(6%)
minecraft.dropped.grindstone: #5, 2(2%)
minecraft.picked_up.lily_pad: #6, 196(5%)
minecraft.dropped.horn_coral_block: #5, 1(3%)
minecraft.dropped.oak_log: #6, 470(5%)
minecraft.dropped.observer: #6, 62(7%)
minecraft.picked_up.prismarine_brick_slab: #5, 14(3%)
minecraft.mined.oxeye_daisy: #6, 68(5%)
minecraft.dropped.crimson_sign: #5, 1(3%)
minecraft.picked_up.red_sandstone_wall: #5, 15(2%)
minecraft.mined.mangrove_stairs: #6, 43(6%)
minecraft.dropped.stone_hoe: #5, 2(1%)
minecraft.picked_up.cyan_concrete_powder: #5, 32(1%)
minecraft.used.cobbled_deepslate: #6, 4443(5%)
minecraft.used.chiseled_copper: #6, 62(10%)
minecraft.crafted.scaffolding: #6, 2570(5%)
minecraft.dropped.green_shulker_box: #5, 1(2%)
minecraft.picked_up.netherite_chestplate: #6, 5(6%)
minecraft.crafted.copper_block: #6, 1687(5%)
minecraft.dropped.blackstone_slab: #5, 4(2%)
minecraft.picked_up.exposed_chiseled_copper: #5, 1(1%)
minecraft.dropped.bone_block: #5, 353(1%)
minecraft.crafted.mossy_stone_brick_slab: #5, 18(1%)
minecraft.picked_up.white_dye: #7, 327(8%)
minecraft.dropped.cracked_stone_bricks: #5, 47(1%)
minecraft.dropped.stick: #6, 3314(4%)
minecraft.dropped.stripped_dark_oak_log: #5, 2(1%)
minecraft.picked_up.polished_deepslate_stairs: #6, 124(5%)
minecraft.crafted.black_glazed_terracotta: #5, 12(2%)
minecraft.picked_up.crimson_sign: #6, 11(8%)
minecraft.used.cherry_boat: #5, 1(1%)
minecraft.dropped.purple_carpet: #5, 1(2%)
minecraft.picked_up.diamond_shovel: #6, 45(4%)
minecraft.picked_up.charcoal: #6, 363(6%)
minecraft.dropped.waxed_cut_copper: #5, 1(1%)
minecraft.used.cherry_fence_gate: #5, 2(1%)
minecraft.used.cherry_stairs: #5, 8(1%)
minecraft.dropped.black_concrete_powder: #5, 4(1%)
minecraft.dropped.dried_kelp_block: #5, 24(1%)
minecraft.crafted.red_sandstone: #6, 1816(6%)
minecraft.used.light_gray_wool: #6, 527(6%)
minecraft.dropped.ochre_froglight: #5, 64(1%)
minecraft.dropped.polished_andesite: #6, 67(6%)
minecraft.crafted.stripped_mangrove_wood: #5, 3(1%)
minecraft.crafted.pink_bed: #5, 1(1%)
minecraft.picked_up.white_stained_glass_pane: #6, 90(6%)
minecraft.dropped.stone_slab: #7, 469(9%)
minecraft.picked_up.end_stone_brick_wall: #5, 1(0%)
minecraft.used.end_stone_brick_wall: #5, 1(0%)
minecraft.mined.coal_ore: #6, 7502(4%)
minecraft.dropped.wheat_seeds: #6, 7011(4%)
minecraft.dropped.stone_pickaxe: #6, 4(4%)
minecraft.mined.crimson_fungus: #6, 41(5%)
minecraft.custom.minecart_one_cm: #6, 5002785(4%)
minecraft.picked_up.cherry_planks: #6, 72(6%)
minecraft.mined.tall_dry_grass: #6, 41(6%)
minecraft.used.oak_wood: #6, 512(5%)
minecraft.crafted.black_carpet: #6, 663(5%)
minecraft.picked_up.warped_stem: #7, 1592(8%)
minecraft.crafted.black_wool: #6, 745(6%)
minecraft.custom.open_barrel: #7, 12976(5%)
minecraft.mined.smooth_quartz_stairs: #6, 81(4%)
minecraft.crafted.smooth_quartz_stairs: #6, 52(6%)
minecraft.crafted.cherry_slab: #6, 156(6%)
minecraft.used.small_dripleaf: #6, 19(8%)
minecraft.custom.happy_ghast_one_cm: #7, 1594746(7%)
minecraft.used.copper_bulb: #6, 41(5%)
minecraft.mined.white_carpet: #6, 81(4%)
minecraft.dropped.brown_dye: #6, 24(4%)
minecraft.crafted.iron_hoe: #6, 3(4%)
minecraft.picked_up.heavy_core: #6, 5(5%)
minecraft.used.mangrove_hanging_sign: #6, 15(8%)
minecraft.mined.cartography_table: #6, 14(5%)
minecraft.mined.gravel: #6, 17162(3%)
minecraft.picked_up.pale_oak_stairs: #6, 20(6%)
minecraft.dropped.mangrove_slab: #6, 23(6%)
minecraft.picked_up.smooth_quartz_stairs: #6, 79(4%)
minecraft.custom.player_kills: #7, 74(6%)
minecraft.picked_up.wooden_hoe: #6, 4(8%)
minecraft.used.coal_ore: #6, 1602(3%)
minecraft.dropped.birch_log: #6, 83(4%)
minecraft.picked_up.cartography_table: #6, 15(4%)
minecraft.used.pale_oak_planks: #6, 251(4%)
minecraft.mined.warped_slab: #6, 44(4%)
minecraft.picked_up.cherry_leaves: #7, 2253(8%)
minecraft.killed.bogged: #6, 134(4%)
minecraft.picked_up.warped_slab: #6, 52(4%)
minecraft.crafted.mangrove_hanging_sign: #6, 12(6%)
minecraft.picked_up.bone_meal: #7, 8528(6%)
minecraft.picked_up.cherry_fence: #6, 27(6%)
minecraft.picked_up.black_concrete_powder: #6, 664(3%)
minecraft.dropped.netherite_chestplate: #6, 2(8%)
minecraft.killed.ravager: #6, 2(6%)
minecraft.mined.pink_candle: #6, 5(8%)
minecraft.picked_up.quartz_block: #6, 372(3%)
minecraft.crafted.red_banner: #6, 21(3%)
minecraft.mined.emerald_block: #6, 190(3%)
minecraft.crafted.cherry_sign: #6, 6(5%)
minecraft.crafted.furnace_minecart: #6, 2(6%)
minecraft.crafted.oxidized_copper_door: #6, 3(7%)
minecraft.used.spruce_slab: #7, 3292(6%)
minecraft.dropped.red_tulip: #6, 22(3%)
minecraft.crafted.lapis_block: #6, 287(3%)
minecraft.picked_up.conduit: #6, 2(7%)
minecraft.picked_up.gray_stained_glass_pane: #6, 17(5%)
minecraft.dropped.lime_dye: #6, 9(3%)
minecraft.picked_up.light_weighted_pressure_plate: #6, 13(7%)
minecraft.mined.grindstone: #7, 43(7%)
minecraft.mined.light_gray_wool: #7, 124(8%)
minecraft.dropped.nautilus_shell: #6, 2(6%)
minecraft.picked_up.bubble_coral_block: #6, 83(4%)
minecraft.mined.dark_oak_sign: #6, 1(8%)
minecraft.crafted.small_dripleaf: #6, 10(8%)
minecraft.dropped.acacia_stairs: #6, 9(7%)
minecraft.used.netherite_helmet: #6, 12(4%)
minecraft.dropped.tuff_bricks: #7, 295(7%)
minecraft.dropped.birch_planks: #6, 86(2%)
minecraft.crafted.black_stained_glass: #6, 1224(2%)
minecraft.used.birch_door: #6, 4(4%)
minecraft.crafted.deepslate_tiles: #6, 164(3%)
minecraft.picked_up.written_book: #7, 34(6%)
minecraft.mined.stripped_mangrove_log: #6, 237(2%)
minecraft.mined.pale_oak_sapling: #6, 8(3%)
minecraft.dropped.iron_ingot: #6, 535(2%)
minecraft.picked_up.heart_of_the_sea: #6, 2(6%)
minecraft.dropped.smooth_quartz_slab: #6, 12(5%)
minecraft.dropped.composter: #6, 5(3%)
minecraft.dropped.sticky_piston: #6, 32(4%)
minecraft.crafted.light_blue_glazed_terracotta: #6, 12(5%)
minecraft.mined.bubble_coral_block: #6, 83(4%)
minecraft.picked_up.stripped_mangrove_log: #6, 214(2%)
minecraft.mined.clay: #7, 2640(6%)
minecraft.picked_up.yellow_terracotta: #7, 1014(6%)
minecraft.mined.conduit: #6, 1(5%)
minecraft.dropped.brewing_stand: #6, 1(4%)
minecraft.custom.leave_game: #8, 1478(4%)
minecraft.mined.light_blue_stained_glass: #6, 68(2%)
minecraft.mined.emerald_ore: #6, 18(2%)
minecraft.crafted.cracked_stone_bricks: #6, 140(3%)
minecraft.dropped.cherry_log: #6, 22(3%)
minecraft.dropped.mangrove_door: #6, 1(6%)
minecraft.dropped.diamond_helmet: #7, 5(5%)
minecraft.used.pink_candle: #6, 14(4%)
minecraft.picked_up.stone_hoe: #6, 3(3%)
minecraft.used.blackstone: #7, 1589(5%)
minecraft.mined.stripped_pale_oak_log: #6, 64(2%)
minecraft.dropped.sweet_berries: #6, 66(2%)
minecraft.mined.waxed_weathered_copper_trapdoor: #6, 6(2%)
minecraft.used.purpur_slab: #6, 20(3%)
minecraft.dropped.bamboo_fence: #6, 4(4%)
minecraft.used.black_carpet: #6, 517(2%)
minecraft.picked_up.polished_diorite_slab: #6, 10(3%)
minecraft.dropped.mangrove_fence: #6, 8(3%)
minecraft.used.wildflowers: #6, 30(3%)
minecraft.dropped.brown_shulker_box: #6, 1(3%)
minecraft.dropped.brown_wool: #6, 6(2%)
minecraft.used.blackstone_stairs: #6, 28(2%)
minecraft.dropped.bell: #6, 2(5%)
minecraft.picked_up.emerald: #7, 2277(5%)
minecraft.killed.dolphin: #6, 1(4%)
minecraft.killed.ender_dragon: #6, 1(5%)
minecraft.mined.glass_pane: #7, 68(6%)
minecraft.crafted.wooden_hoe: #6, 1(3%)
minecraft.picked_up.waxed_weathered_copper_trapdoor: #6, 6(2%)
minecraft.used.red_sandstone: #6, 35(3%)
minecraft.picked_up.barrel: #7, 277(5%)
minecraft.mined.redstone_lamp: #7, 42(6%)
minecraft.mined.waxed_weathered_chiseled_copper: #6, 4(4%)
minecraft.picked_up.white_carpet: #7, 198(6%)
minecraft.used.writable_book: #7, 325(4%)
minecraft.dropped.tuff_brick_wall: #6, 7(3%)
minecraft.mined.respawn_anchor: #6, 1(3%)
minecraft.picked_up.note_block: #7, 124(5%)
minecraft.picked_up.polished_blackstone_pressure_plate: #6, 4(2%)
minecraft.used.tube_coral_block: #6, 19(2%)
minecraft.dropped.white_stained_glass_pane: #6, 10(3%)
minecraft.used.ancient_debris: #6, 1(2%)
minecraft.mined.leaf_litter: #7, 101(6%)
minecraft.used.oak_sapling: #6, 381(1%)
minecraft.crafted.birch_wood: #6, 48(1%)
minecraft.picked_up.tuff_bricks: #7, 1520(5%)
minecraft.dropped.polished_tuff_wall: #6, 5(1%)
minecraft.picked_up.blackstone: #7, 2681(5%)
minecraft.dropped.beef: #6, 31(1%)
minecraft.picked_up.purple_dye: #6, 16(1%)
minecraft.used.nether_brick_slab: #6, 16(2%)
minecraft.crafted.observer: #7, 1103(5%)
minecraft.crafted.chiseled_nether_bricks: #6, 1(2%)
minecraft.crafted.cherry_fence_gate: #6, 3(2%)
minecraft.dropped.pink_tulip: #6, 4(1%)
minecraft.dropped.diorite_slab: #6, 6(2%)
minecraft.picked_up.white_glazed_terracotta: #6, 2(2%)
minecraft.dropped.spruce_trapdoor: #7, 132(6%)
minecraft.crafted.red_sandstone_stairs: #6, 4(1%)
minecraft.used.prismarine_bricks: #6, 317(1%)
minecraft.mined.birch_sapling: #7, 15(7%)
minecraft.picked_up.yellow_concrete_powder: #6, 90(1%)
minecraft.used.pink_bed: #6, 4(1%)
minecraft.crafted.polished_deepslate_slab: #7, 190(6%)
minecraft.crafted.polished_blackstone_slab: #6, 24(1%)
minecraft.mined.red_sandstone_wall: #6, 7(1%)
minecraft.mined.decorated_pot: #7, 260(4%)
minecraft.dropped.feather: #6, 64(0%)
minecraft.mined.sandstone_stairs: #6, 9(1%)
minecraft.picked_up.rooted_dirt: #7, 943(5%)
minecraft.picked_up.black_carpet: #6, 129(0%)
minecraft.picked_up.spruce_sign: #7, 91(4%)
minecraft.dropped.beehive: #6, 4(1%)
minecraft.mined.crimson_fence: #6, 2(1%)
minecraft.dropped.fire_coral_fan: #6, 1(1%)
minecraft.picked_up.orange_concrete_powder: #6, 63(1%)
minecraft.picked_up.red_terracotta: #7, 1789(5%)
minecraft.broken.stone_sword: #6, 1(1%)
minecraft.dropped.redstone: #7, 900(4%)
minecraft.dropped.black_banner: #6, 1(1%)
minecraft.picked_up.anvil: #7, 57(4%)
minecraft.dropped.cherry_trapdoor: #6, 1(1%)
minecraft.dropped.copper_ore: #7, 120(5%)
minecraft.picked_up.birch_wood: #6, 1(1%)
minecraft.mined.birch_wood: #6, 1(1%)
minecraft.picked_up.end_rod: #7, 329(4%)
minecraft.dropped.white_dye: #7, 93(5%)
minecraft.mined.magenta_wool: #6, 3(0%)
minecraft.killed_by.zombie: #7, 15(4%)
minecraft.dropped.lapis_block: #6, 4(0%)
minecraft.mined.oak_stairs: #7, 108(5%)
minecraft.dropped.gray_concrete_powder: #6, 5(0%)
minecraft.custom.drop: #8, 16087(5%)
minecraft.dropped.light_blue_stained_glass: #6, 4(0%)
minecraft.mined.deepslate_redstone_ore: #7, 2157(4%)
minecraft.mined.calcite: #7, 1410(4%)
minecraft.dropped.mud: #7, 177(6%)
minecraft.used.pointed_dripstone: #7, 526(4%)
minecraft.crafted.oak_wood: #7, 483(5%)
minecraft.mined.observer: #7, 354(4%)
minecraft.mined.stone_bricks: #7, 1596(4%)
minecraft.picked_up.light_gray_concrete: #7, 449(4%)
minecraft.dropped.flint: #7, 338(4%)
minecraft.crafted.item_frame: #7, 429(4%)
minecraft.crafted.bamboo_trapdoor: #7, 532(4%)
minecraft.used.yellow_dye: #7, 39(4%)
minecraft.mined.red_terracotta: #7, 1580(4%)
minecraft.crafted.oak_button: #7, 29(4%)
minecraft.mined.waxed_oxidized_cut_copper: #7, 199(5%)
minecraft.used.black_concrete: #7, 1119(4%)
minecraft.used.shroomlight: #7, 125(4%)
minecraft.used.netherite_axe: #7, 23590(6%)
minecraft.used.bamboo_trapdoor: #7, 499(4%)
minecraft.mined.chiseled_bookshelf: #7, 23(4%)
minecraft.picked_up.brown_carpet: #7, 77(4%)
minecraft.killed.husk: #7, 89(4%)
minecraft.picked_up.kelp: #7, 2818(3%)
minecraft.picked_up.flowering_azalea_leaves: #7, 1587(4%)
minecraft.dropped.chainmail_helmet: #7, 4(5%)
minecraft.mined.deepslate_gold_ore: #7, 780(3%)
minecraft.picked_up.cactus_flower: #7, 15(6%)
minecraft.picked_up.egg: #7, 626(2%)
minecraft.crafted.iron_block: #7, 913(3%)
minecraft.dropped.sunflower: #7, 67(3%)
minecraft.mined.orange_bed: #7, 8(4%)
minecraft.used.sugar_cane: #7, 406(3%)
minecraft.mined.waxed_copper_block: #7, 434(4%)
minecraft.dropped.lantern: #7, 19(4%)
minecraft.used.acacia_fence_gate: #7, 25(4%)
minecraft.used.dandelion: #7, 26(3%)
minecraft.dropped.dandelion: #7, 135(3%)
minecraft.picked_up.azalea_leaves: #7, 4218(3%)
minecraft.picked_up.waxed_cut_copper_slab: #7, 16(4%)
minecraft.picked_up.waxed_copper_block: #7, 396(4%)
minecraft.picked_up.ominous_trial_key: #7, 38(4%)
minecraft.picked_up.black_stained_glass: #7, 187(3%)
minecraft.picked_up.yellow_dye: #7, 90(2%)
minecraft.custom.interact_with_furnace: #8, 3132(5%)
minecraft.used.ominous_trial_key: #7, 29(4%)
minecraft.crafted.oxidized_cut_copper_stairs: #7, 36(5%)
minecraft.picked_up.tall_dry_grass: #7, 30(5%)
minecraft.crafted.white_carpet: #7, 249(3%)
minecraft.picked_up.crimson_stem: #8, 900(7%)
minecraft.used.acacia_wood: #7, 397(4%)
minecraft.picked_up.warped_nylium: #7, 213(3%)
minecraft.mined.purpur_slab: #7, 22(3%)
minecraft.dropped.orange_dye: #7, 14(4%)
minecraft.crafted.acacia_wood: #7, 429(4%)
minecraft.picked_up.orange_dye: #7, 21(2%)
minecraft.used.netherite_leggings: #7, 15(5%)
minecraft.dropped.bee_nest: #7, 1(6%)
minecraft.picked_up.stone_slab: #8, 892(6%)
minecraft.dropped.birch_sign: #7, 5(3%)
minecraft.picked_up.oxidized_chiseled_copper: #7, 6(4%)
minecraft.used.granite_wall: #7, 58(4%)
minecraft.used.warped_slab: #7, 257(3%)
minecraft.mined.copper_bulb: #7, 11(3%)
minecraft.picked_up.chest_minecart: #7, 19(3%)
minecraft.crafted.brick_wall: #7, 20(4%)
minecraft.crafted.stone_brick_wall: #7, 77(3%)
minecraft.picked_up.cooked_chicken: #7, 211(2%)
minecraft.picked_up.pink_candle: #7, 10(6%)
minecraft.picked_up.purple_bed: #7, 12(3%)
minecraft.mined.dark_oak_wood: #7, 16(3%)
minecraft.killed_by.piglin_brute: #7, 1(5%)
minecraft.picked_up.packed_mud: #7, 1172(2%)
minecraft.crafted.mud_brick_slab: #7, 96(3%)
minecraft.picked_up.deepslate_coal_ore: #7, 19(4%)
minecraft.used.soul_campfire: #7, 19(4%)
minecraft.used.chiseled_polished_blackstone: #7, 11(4%)
minecraft.crafted.written_book: #7, 12(4%)
minecraft.dropped.azure_bluet: #7, 28(2%)
minecraft.picked_up.oxidized_copper_door: #7, 3(3%)
minecraft.dropped.stone_axe: #7, 2(3%)
minecraft.crafted.popped_chorus_fruit: #7, 64(4%)
minecraft.picked_up.green_concrete: #7, 133(3%)
minecraft.crafted.hay_block: #7, 433(2%)
minecraft.picked_up.pink_wool: #7, 204(2%)
minecraft.crafted.deepslate_tile_slab: #7, 66(2%)
minecraft.mined.packed_mud: #7, 832(2%)
minecraft.mined.stripped_acacia_wood: #7, 21(3%)
minecraft.picked_up.mud_brick_stairs: #7, 14(3%)
minecraft.mined.sea_lantern: #7, 30(2%)
minecraft.dropped.sponge: #7, 22(5%)
minecraft.dropped.dark_oak_boat: #7, 1(6%)
minecraft.dropped.glowstone: #7, 106(3%)
minecraft.dropped.chest: #7, 100(2%)
minecraft.dropped.yellow_bed: #7, 1(4%)
minecraft.mined.cobblestone_stairs: #7, 50(2%)
minecraft.picked_up.pink_concrete: #7, 220(2%)
minecraft.mined.spruce_stairs: #8, 254(5%)
minecraft.used.light_blue_wool: #7, 168(2%)
minecraft.mined.dead_brain_coral_block: #7, 25(3%)
minecraft.picked_up.cherry_sign: #7, 2(3%)
minecraft.used.stripped_warped_stem: #7, 51(2%)
minecraft.dropped.acacia_leaves: #7, 32(3%)
minecraft.dropped.spruce_leaves: #7, 123(2%)
minecraft.dropped.elytra: #8, 13(4%)
minecraft.crafted.spruce_stairs: #8, 780(5%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #7, 5(3%)
minecraft.dropped.yellow_dye: #7, 12(2%)
minecraft.mined.barrel: #8, 208(5%)
minecraft.picked_up.light_blue_dye: #7, 16(2%)
minecraft.dropped.white_carpet: #7, 12(2%)
minecraft.mined.purple_stained_glass: #7, 45(3%)
minecraft.used.jukebox: #8, 31(6%)
minecraft.picked_up.crafter: #8, 97(6%)
minecraft.picked_up.stripped_pale_oak_log: #7, 60(2%)
minecraft.picked_up.brain_coral_block: #7, 82(2%)
minecraft.dropped.honey_bottle: #7, 10(2%)
minecraft.mined.birch_stairs: #7, 10(2%)
minecraft.picked_up.yellow_carpet: #7, 25(2%)
minecraft.picked_up.waxed_weathered_chiseled_copper: #7, 4(4%)
minecraft.used.cherry_planks: #7, 72(2%)
minecraft.picked_up.shroomlight: #8, 175(5%)
minecraft.picked_up.horn_coral_block: #7, 49(2%)
minecraft.crafted.diorite_stairs: #7, 8(3%)
minecraft.picked_up.soul_campfire: #7, 2(3%)
minecraft.used.cut_copper: #7, 37(2%)
minecraft.used.birch_leaves: #7, 956(1%)
minecraft.picked_up.item_frame: #8, 363(5%)
minecraft.used.stripped_pale_oak_log: #7, 49(2%)
minecraft.used.beehive: #7, 146(1%)
minecraft.mined.quartz_block: #7, 119(1%)
minecraft.crafted.polished_diorite_slab: #7, 6(3%)
minecraft.picked_up.open_eyeblossom: #7, 7(2%)
minecraft.custom.fly_one_cm: #9, 102104405(4%)
minecraft.crafted.cherry_boat: #7, 1(3%)
minecraft.killed.glow_squid: #8, 33(5%)
minecraft.picked_up.spruce_trapdoor: #8, 807(5%)
minecraft.mined.horn_coral_block: #7, 47(2%)
minecraft.crafted.black_dye: #8, 3998(5%)
minecraft.mined.yellow_stained_glass_pane: #7, 10(2%)
minecraft.used.lime_bed: #7, 13(1%)
minecraft.picked_up.brick: #8, 1069(5%)
minecraft.killed.elder_guardian: #7, 2(2%)
minecraft.dropped.birch_leaves: #7, 47(1%)
minecraft.mined.spruce_trapdoor: #8, 514(5%)
minecraft.picked_up.dark_oak_boat: #7, 2(2%)
minecraft.picked_up.yellow_stained_glass_pane: #7, 15(2%)
minecraft.used.end_stone_brick_stairs: #7, 3(2%)
minecraft.mined.beehive: #7, 42(1%)
minecraft.dropped.polished_deepslate_slab: #7, 11(2%)
minecraft.crafted.torch: #8, 6096(5%)
minecraft.mined.spawner: #7, 2(1%)
minecraft.mined.magenta_terracotta: #7, 9(1%)
minecraft.used.blue_dye: #7, 1(2%)
minecraft.used.waxed_exposed_copper_trapdoor: #7, 14(1%)
minecraft.used.glowstone: #8, 416(6%)
minecraft.crafted.light_gray_bed: #7, 3(1%)
minecraft.mined.chiseled_stone_bricks: #7, 16(1%)
minecraft.mined.note_block: #8, 89(5%)
minecraft.used.jungle_sign: #8, 59(6%)
minecraft.dropped.purple_wool: #7, 3(1%)
minecraft.picked_up.dirt: #8, 92107(4%)
minecraft.dropped.clay_ball: #7, 40(1%)
minecraft.used.pale_oak_leaves: #7, 17(1%)
minecraft.crafted.diamond_axe: #8, 6(5%)
minecraft.dropped.light_gray_bed: #7, 1(2%)
minecraft.dropped.pitcher_plant: #7, 3(1%)
minecraft.crafted.map: #7, 291(1%)
minecraft.picked_up.granite: #8, 10018(4%)
minecraft.used.dried_kelp: #7, 2(1%)
minecraft.picked_up.music_disc_ward: #7, 1(2%)
minecraft.killed.wolf: #7, 1(1%)
minecraft.dropped.lava_bucket: #7, 2(1%)
minecraft.dropped.nether_bricks: #7, 7(1%)
minecraft.dropped.black_wool: #7, 15(1%)
minecraft.picked_up.sandstone_stairs: #7, 9(1%)
minecraft.picked_up.crimson_fence: #7, 2(1%)
minecraft.picked_up.dead_fire_coral_block: #7, 10(1%)
minecraft.mined.jungle_fence: #8, 39(6%)
minecraft.dropped.sculk_sensor: #7, 1(1%)
minecraft.custom.interact_with_grindstone: #8, 86(5%)
minecraft.mined.pink_bed: #7, 3(1%)
minecraft.used.nether_sprouts: #7, 18(1%)
minecraft.dropped.bamboo_slab: #7, 12(1%)
minecraft.used.dead_brain_coral_block: #7, 5(1%)
minecraft.used.spruce_door: #8, 21(5%)
