stat, rank, value, (percentage) 
minecraft.picked_up.allium: #16, 6(0%)
minecraft.mined.birch_slab: #16, 1(0%)
minecraft.used.gray_wool: #16, 18(0%)
minecraft.used.pink_carpet: #16, 1(0%)
minecraft.used.stripped_jungle_log: #16, 2(0%)
minecraft.picked_up.magenta_wool: #16, 3(0%)
minecraft.dropped.golden_sword: #16, 1(0%)
minecraft.used.light_blue_stained_glass_pane: #16, 1(0%)
minecraft.crafted.baked_potato: #16, 1(0%)
minecraft.dropped.bamboo_block: #16, 3(0%)
minecraft.picked_up.resin_clump: #16, 4(0%)
minecraft.used.snow_block: #16, 20(0%)
minecraft.used.bamboo_button: #16, 1(0%)
minecraft.killed.vindicator: #16, 7(0%)
minecraft.mined.dark_oak_log: #17, 1802(2%)
minecraft.picked_up.dark_oak_log: #17, 2017(2%)
minecraft.picked_up.chipped_anvil: #17, 8(2%)
minecraft.used.glow_ink_sac: #17, 91(2%)
minecraft.crafted.emerald: #17, 9888(2%)
minecraft.picked_up.jungle_log: #17, 934(2%)
minecraft.used.scaffolding: #17, 3348(2%)
minecraft.mined.chipped_anvil: #17, 6(2%)
minecraft.mined.dispenser: #17, 30(2%)
minecraft.broken.shears: #17, 12(2%)
minecraft.picked_up.iron_chestplate: #17, 4(2%)
minecraft.mined.oak_sign: #17, 4(2%)
minecraft.dropped.cooked_beef: #17, 53(1%)
minecraft.mined.jungle_log: #17, 652(2%)
minecraft.picked_up.painting: #17, 70(2%)
minecraft.mined.melon: #17, 415(1%)
minecraft.mined.ladder: #17, 37(1%)
minecraft.crafted.iron_pickaxe: #17, 5(1%)
minecraft.picked_up.ladder: #17, 117(1%)
minecraft.picked_up.white_concrete: #17, 738(1%)
minecraft.picked_up.beacon: #17, 7(1%)
minecraft.dropped.leather_helmet: #17, 3(1%)
minecraft.mined.anvil: #17, 12(1%)
minecraft.picked_up.pumpkin: #17, 1055(1%)
minecraft.used.chipped_anvil: #17, 4(1%)
minecraft.killed.cow: #17, 142(1%)
minecraft.picked_up.flower_pot: #17, 14(1%)
minecraft.picked_up.oak_fence: #17, 61(1%)
minecraft.picked_up.cauldron: #17, 5(1%)
minecraft.picked_up.porkchop: #17, 51(1%)
minecraft.mined.ochre_froglight: #17, 41(1%)
minecraft.custom.interact_with_beacon: #17, 16(1%)
minecraft.mined.acacia_trapdoor: #17, 27(1%)
minecraft.picked_up.spruce_boat: #17, 7(1%)
minecraft.picked_up.white_banner: #17, 34(1%)
minecraft.used.calcite: #17, 183(1%)
minecraft.picked_up.stone_button: #17, 30(1%)
minecraft.picked_up.bread: #17, 74(1%)
minecraft.used.polished_tuff_wall: #17, 129(1%)
minecraft.mined.flowering_azalea: #17, 17(1%)
minecraft.killed.slime: #17, 122(1%)
minecraft.killed.shulker: #17, 49(1%)
minecraft.used.andesite: #17, 892(1%)
minecraft.picked_up.lightning_rod: #17, 24(1%)
minecraft.used.leather_boots: #17, 2(1%)
minecraft.crafted.coarse_dirt: #17, 808(1%)
minecraft.used.green_terracotta: #17, 72(1%)
minecraft.picked_up.stone_pickaxe: #17, 1(1%)
minecraft.used.lectern: #17, 61(1%)
minecraft.crafted.dark_oak_trapdoor: #17, 90(1%)
minecraft.crafted.oak_trapdoor: #17, 40(1%)
minecraft.mined.stripped_oak_log: #17, 59(1%)
minecraft.dropped.iron_pickaxe: #17, 1(1%)
minecraft.mined.oak_fence_gate: #17, 2(1%)
minecraft.dropped.wooden_sword: #17, 1(1%)
minecraft.used.diamond_hoe: #17, 4358(1%)
minecraft.picked_up.light_gray_carpet: #17, 10(1%)
minecraft.dropped.wind_charge: #17, 42(1%)
minecraft.picked_up.spruce_leaves: #17, 283(1%)
minecraft.picked_up.oak_door: #17, 2(1%)
minecraft.picked_up.acacia_trapdoor: #17, 19(1%)
minecraft.used.polished_deepslate_slab: #17, 108(1%)
minecraft.mined.bamboo_planks: #17, 11(1%)
minecraft.mined.amethyst_cluster: #17, 54(1%)
minecraft.used.diamond_helmet: #17, 1(1%)
minecraft.dropped.armor_stand: #17, 2(1%)
minecraft.used.pumpkin: #17, 29(0%)
minecraft.killed.skeleton: #17, 280(0%)
minecraft.crafted.polished_tuff_stairs: #17, 4(1%)
minecraft.used.chiseled_tuff: #17, 39(0%)
minecraft.custom.sprint_one_cm: #18, 94183611(3%)
minecraft.used.white_concrete: #17, 422(0%)
minecraft.used.acacia_trapdoor: #17, 41(0%)
minecraft.used.polished_deepslate_stairs: #17, 34(0%)
minecraft.crafted.yellow_shulker_box: #17, 1(0%)
minecraft.killed_by.skeleton: #17, 1(0%)
minecraft.picked_up.blue_wool: #17, 22(0%)
minecraft.used.stone_shovel: #17, 103(0%)
minecraft.picked_up.purple_wool: #17, 25(0%)
minecraft.used.gravel: #17, 285(0%)
minecraft.dropped.basalt: #17, 4(0%)
minecraft.picked_up.ghast_tear: #17, 4(0%)
minecraft.picked_up.white_tulip: #17, 13(0%)
minecraft.crafted.birch_trapdoor: #17, 4(0%)
minecraft.crafted.brown_terracotta: #17, 12(0%)
minecraft.crafted.raw_iron_block: #17, 12(0%)
minecraft.crafted.lime_dye: #17, 28(0%)
minecraft.mined.pale_oak_leaves: #17, 125(0%)
minecraft.picked_up.oxidized_copper_trapdoor: #17, 11(0%)
minecraft.picked_up.purpur_stairs: #17, 4(0%)
minecraft.used.andesite_stairs: #17, 4(0%)
minecraft.picked_up.nether_bricks: #17, 12(0%)
minecraft.mined.tuff_brick_wall: #17, 1(0%)
minecraft.crafted.mangrove_fence: #17, 6(0%)
minecraft.picked_up.pink_tulip: #17, 4(0%)
minecraft.picked_up.bamboo_stairs: #17, 1(0%)
minecraft.crafted.gray_terracotta: #17, 12(0%)
minecraft.used.diorite_slab: #17, 9(0%)
minecraft.used.dark_oak_fence_gate: #17, 1(0%)
minecraft.crafted.light_blue_terracotta: #17, 12(0%)
minecraft.picked_up.birch_slab: #17, 1(0%)
minecraft.used.crimson_stem: #17, 2(0%)
minecraft.used.birch_slab: #17, 5(0%)
minecraft.picked_up.deepslate_brick_stairs: #17, 3(0%)
minecraft.crafted.slime_block: #17, 3(0%)
minecraft.dropped.purpur_block: #17, 1(0%)
minecraft.crafted.glowstone: #17, 4(0%)
minecraft.used.stripped_birch_log: #17, 2(0%)
minecraft.used.deepslate_tile_stairs: #17, 4(0%)
minecraft.used.flowering_azalea_leaves: #17, 4(0%)
minecraft.crafted.black_terracotta: #17, 8(0%)
minecraft.used.yellow_concrete: #17, 4(0%)
minecraft.crafted.light_blue_stained_glass: #17, 8(0%)
minecraft.used.pale_moss_block: #17, 1(0%)
minecraft.killed.witch: #17, 3(0%)
minecraft.mined.tuff: #18, 6779(3%)
minecraft.picked_up.crafting_table: #18, 170(2%)
minecraft.custom.damage_resisted: #18, 5275(1%)
minecraft.used.cooked_beef: #18, 316(1%)
minecraft.crafted.chest: #18, 1133(2%)
minecraft.dropped.ender_pearl: #18, 4289(2%)
minecraft.picked_up.shulker_box: #18, 1075(1%)
minecraft.used.shulker_box: #18, 943(1%)
minecraft.picked_up.bone: #18, 1501(1%)
minecraft.mined.shulker_box: #18, 905(1%)
minecraft.picked_up.cooked_beef: #18, 200(1%)
minecraft.custom.trigger_trapped_chest: #18, 14(1%)
minecraft.picked_up.carved_pumpkin: #18, 88(1%)
minecraft.crafted.birch_planks: #18, 1020(1%)
minecraft.crafted.bone_meal: #18, 15883(1%)
minecraft.custom.total_world_time: #19, 50634756(2%)
minecraft.custom.play_time: #19, 50634756(2%)
minecraft.mined.moss_block: #18, 640(1%)
minecraft.mined.pumpkin: #18, 413(1%)
minecraft.crafted.iron_ingot: #18, 8163(1%)
minecraft.killed_by.slime: #18, 4(1%)
minecraft.used.stone_stairs: #18, 73(1%)
minecraft.picked_up.beef: #18, 278(1%)
minecraft.used.flint_and_steel: #18, 64(1%)
minecraft.used.redstone_torch: #18, 119(1%)
minecraft.picked_up.music_disc_cat: #18, 3(1%)
minecraft.mined.oak_slab: #18, 18(1%)
minecraft.custom.sneak_time: #19, 2638841(2%)
minecraft.used.chiseled_tuff_bricks: #18, 121(1%)
minecraft.used.dark_oak_trapdoor: #18, 78(1%)
minecraft.used.stone_button: #18, 50(1%)
minecraft.mined.birch_sign: #18, 1(1%)
minecraft.mined.nether_gold_ore: #18, 25(1%)
minecraft.picked_up.stripped_oak_log: #18, 46(1%)
minecraft.crafted.cyan_terracotta: #18, 536(1%)
minecraft.mined.andesite_slab: #18, 6(1%)
minecraft.dropped.golden_chestplate: #18, 2(1%)
minecraft.used.copper_trapdoor: #18, 77(1%)
minecraft.crafted.enchanted_book: #18, 25(1%)
minecraft.crafted.emerald_block: #18, 157(1%)
minecraft.crafted.copper_trapdoor: #18, 84(1%)
minecraft.crafted.stone_shovel: #18, 2(0%)
minecraft.mined.smithing_table: #18, 2(0%)
minecraft.mined.iron_door: #18, 3(0%)
minecraft.picked_up.cookie: #18, 18(0%)
minecraft.mined.brewing_stand: #18, 3(0%)
minecraft.dropped.oak_sapling: #18, 15(0%)
minecraft.dropped.lead: #18, 3(0%)
minecraft.mined.stripped_dark_oak_log: #18, 32(0%)
minecraft.picked_up.end_stone_bricks: #18, 10(0%)
minecraft.picked_up.stripped_dark_oak_log: #18, 32(0%)
minecraft.picked_up.slime_block: #18, 41(0%)
minecraft.used.birch_button: #18, 1(0%)
minecraft.picked_up.cobblestone_slab: #18, 19(0%)
minecraft.mined.carved_pumpkin: #18, 17(0%)
minecraft.crafted.sandstone: #18, 18(0%)
minecraft.crafted.glass_bottle: #18, 76(0%)
minecraft.mined.smooth_stone_slab: #18, 21(0%)
minecraft.used.magma_block: #18, 63(0%)
minecraft.crafted.red_dye: #18, 135(0%)
minecraft.used.end_stone: #18, 17(0%)
minecraft.mined.target: #18, 2(0%)
minecraft.used.orange_terracotta: #18, 33(0%)
minecraft.crafted.white_stained_glass_pane: #18, 32(0%)
minecraft.picked_up.dark_oak_sign: #18, 1(0%)
minecraft.used.bamboo_fence: #18, 7(0%)
minecraft.mined.end_stone: #18, 18(0%)
minecraft.mined.green_carpet: #18, 1(0%)
minecraft.crafted.bamboo_slab: #18, 72(0%)
minecraft.mined.red_concrete: #18, 11(0%)
minecraft.used.bamboo_stairs: #18, 3(0%)
minecraft.crafted.cyan_stained_glass: #18, 8(0%)
minecraft.used.jungle_leaves: #18, 5(0%)
minecraft.mined.oxidized_copper_trapdoor: #18, 3(0%)
minecraft.used.spruce_leaves: #18, 13(0%)
minecraft.used.oxidized_copper_trapdoor: #18, 2(0%)
minecraft.crafted.nether_bricks: #18, 5(0%)
minecraft.crafted.yellow_concrete_powder: #18, 8(0%)
minecraft.used.red_concrete_powder: #18, 2(0%)
minecraft.mined.snow: #18, 34(0%)
minecraft.custom.open_shulker_box: #19, 17282(2%)
minecraft.custom.crouch_one_cm: #19, 8540243(2%)
minecraft.picked_up.netherrack: #19, 4673(2%)
minecraft.crafted.furnace: #19, 112(2%)
minecraft.mined.furnace: #19, 45(2%)
minecraft.picked_up.soul_sand: #19, 369(1%)
minecraft.used.redstone: #19, 1033(1%)
minecraft.crafted.iron_leggings: #19, 2(1%)
minecraft.used.spruce_boat: #19, 7(1%)
minecraft.picked_up.apple: #19, 65(1%)
minecraft.used.beacon: #19, 8(1%)
minecraft.used.hopper: #19, 430(1%)
minecraft.mined.moss_carpet: #19, 83(1%)
minecraft.picked_up.comparator: #19, 45(1%)
minecraft.mined.polished_tuff: #19, 100(1%)
minecraft.picked_up.diamond_block: #19, 52(1%)
minecraft.picked_up.ender_chest: #19, 184(1%)
minecraft.crafted.white_dye: #19, 802(1%)
minecraft.picked_up.gold_nugget: #19, 579(1%)
minecraft.mined.dark_oak_trapdoor: #19, 18(1%)
minecraft.killed.ghast: #19, 9(1%)
minecraft.picked_up.cherry_sapling: #19, 83(1%)
minecraft.used.oak_trapdoor: #19, 50(1%)
minecraft.custom.interact_with_loom: #19, 16(1%)
minecraft.mined.coarse_dirt: #19, 145(1%)
minecraft.mined.amethyst_block: #19, 96(1%)
minecraft.picked_up.amethyst_block: #19, 108(1%)
minecraft.mined.white_concrete: #19, 564(1%)
minecraft.mined.polished_tuff_wall: #19, 9(1%)
minecraft.crafted.smooth_stone: #19, 172(1%)
minecraft.picked_up.iron_sword: #19, 3(1%)
minecraft.used.anvil: #19, 21(0%)
minecraft.picked_up.shulker_shell: #19, 83(0%)
minecraft.picked_up.dark_oak_slab: #19, 21(0%)
minecraft.used.ochre_froglight: #19, 107(0%)
minecraft.crafted.shears: #19, 56(0%)
minecraft.mined.bamboo_wall_sign: #19, 2(0%)
minecraft.crafted.acacia_trapdoor: #19, 38(0%)
minecraft.mined.polished_andesite: #19, 20(0%)
minecraft.picked_up.smithing_table: #19, 2(0%)
minecraft.mined.bamboo_sign: #19, 1(0%)
minecraft.picked_up.jungle_leaves: #19, 67(0%)
minecraft.picked_up.orange_wool: #19, 22(0%)
minecraft.crafted.raw_copper: #19, 636(0%)
minecraft.mined.polished_diorite: #19, 2(0%)
minecraft.picked_up.jungle_boat: #19, 1(0%)
minecraft.used.jungle_log: #19, 32(0%)
minecraft.crafted.gray_dye: #19, 88(0%)
minecraft.crafted.dark_oak_sign: #19, 3(0%)
minecraft.used.dark_oak_slab: #19, 43(0%)
minecraft.used.andesite_slab: #19, 22(0%)
minecraft.mined.stripped_birch_log: #19, 13(0%)
minecraft.used.dark_oak_planks: #19, 42(0%)
minecraft.mined.soul_soil: #19, 46(0%)
minecraft.used.mud: #19, 158(0%)
minecraft.used.red_bed: #19, 1(0%)
minecraft.picked_up.stripped_birch_log: #19, 11(0%)
minecraft.picked_up.light_blue_terracotta: #19, 4(0%)
minecraft.used.stripped_dark_oak_log: #19, 10(0%)
minecraft.picked_up.amethyst_cluster: #19, 6(0%)
minecraft.crafted.stone_pressure_plate: #19, 3(0%)
minecraft.used.smithing_table: #19, 3(0%)
minecraft.crafted.cherry_trapdoor: #19, 2(0%)
minecraft.crafted.white_stained_glass: #19, 32(0%)
minecraft.crafted.bamboo_fence: #19, 3(0%)
minecraft.picked_up.golden_sword: #19, 1(0%)
minecraft.crafted.red_concrete_powder: #19, 8(0%)
minecraft.mined.smooth_sandstone: #19, 1(0%)
minecraft.used.light_blue_terracotta: #19, 4(0%)
minecraft.crafted.purple_dye: #19, 4(0%)
minecraft.mined.brown_shulker_box: #19, 1(0%)
minecraft.used.smooth_sandstone: #19, 5(0%)
minecraft.mined.verdant_froglight: #19, 2(0%)
minecraft.picked_up.smooth_sandstone: #19, 1(0%)
minecraft.picked_up.green_carpet: #19, 1(0%)
minecraft.used.red_concrete: #19, 1(0%)
minecraft.crafted.gold_nugget: #19, 9(0%)
minecraft.custom.walk_one_cm: #20, 71359959(2%)
minecraft.killed_by.player: #20, 28(1%)
minecraft.picked_up.golden_leggings: #20, 5(1%)
minecraft.picked_up.lead: #20, 89(1%)
minecraft.custom.talked_to_villager: #20, 638(1%)
minecraft.used.oak_fence: #20, 80(1%)
minecraft.mined.powered_rail: #20, 76(1%)
minecraft.dropped.deepslate: #20, 367(1%)
minecraft.picked_up.golden_helmet: #20, 4(1%)
minecraft.crafted.diamond_hoe: #20, 1(1%)
minecraft.crafted.diamond_block: #20, 131(1%)
minecraft.mined.torch: #20, 377(1%)
minecraft.picked_up.polished_tuff: #20, 112(1%)
minecraft.picked_up.decorated_pot: #20, 21(1%)
minecraft.used.splash_potion: #20, 15(1%)
minecraft.picked_up.red_shulker_box: #20, 108(1%)
minecraft.dropped.pointed_dripstone: #20, 21(1%)
minecraft.used.diamond_boots: #20, 3(1%)
minecraft.mined.red_shulker_box: #20, 98(1%)
minecraft.used.red_shulker_box: #20, 98(1%)
minecraft.picked_up.dark_oak_planks: #20, 36(1%)
minecraft.picked_up.loom: #20, 2(1%)
minecraft.used.oak_slab: #20, 46(1%)
minecraft.used.bundle: #20, 6(0%)
minecraft.crafted.stone_button: #20, 45(1%)
minecraft.picked_up.armor_stand: #20, 23(0%)
minecraft.mined.lightning_rod: #20, 8(0%)
minecraft.crafted.shulker_box: #20, 49(0%)
minecraft.picked_up.iron_door: #20, 3(0%)
minecraft.custom.traded_with_villager: #20, 1833(0%)
minecraft.mined.dark_oak_planks: #20, 11(0%)
minecraft.crafted.lightning_rod: #20, 19(0%)
minecraft.crafted.anvil: #20, 13(0%)
minecraft.mined.fern: #20, 12(0%)
minecraft.used.oak_stairs: #20, 8(0%)
minecraft.custom.use_cauldron: #20, 15(0%)
minecraft.used.smoker: #20, 1(0%)
minecraft.picked_up.peony: #20, 10(0%)
minecraft.picked_up.polished_tuff_stairs: #20, 5(0%)
minecraft.crafted.polished_diorite: #20, 12(0%)
minecraft.crafted.smoker: #20, 1(0%)
minecraft.used.lightning_rod: #20, 10(0%)
minecraft.used.white_wool: #20, 24(0%)
minecraft.mined.purpur_pillar: #20, 3(0%)
minecraft.picked_up.polished_diorite: #20, 2(0%)
minecraft.picked_up.polished_basalt: #20, 3(0%)
minecraft.picked_up.honey_block: #20, 25(0%)
minecraft.mined.lilac: #20, 1(0%)
minecraft.mined.bamboo_block: #20, 3(0%)
minecraft.picked_up.end_stone: #20, 18(0%)
minecraft.used.cherry_log: #20, 7(0%)
minecraft.used.packed_ice: #20, 33(0%)
minecraft.crafted.wheat: #20, 72(0%)
minecraft.picked_up.purpur_pillar: #20, 3(0%)
minecraft.picked_up.birch_fence: #20, 1(0%)
minecraft.crafted.leather_leggings: #20, 1(0%)
minecraft.mined.yellow_terracotta: #20, 9(0%)
minecraft.used.polished_diorite: #20, 5(0%)
minecraft.mined.polished_granite: #20, 1(0%)
minecraft.used.cobblestone_slab: #20, 12(0%)
minecraft.mined.polished_tuff_stairs: #20, 1(0%)
minecraft.crafted.cobblestone_slab: #20, 6(0%)
minecraft.picked_up.seagrass: #20, 2(0%)
minecraft.crafted.polished_granite: #20, 4(0%)
minecraft.picked_up.brown_shulker_box: #20, 1(0%)
minecraft.crafted.magenta_dye: #20, 4(0%)
minecraft.mined.pearlescent_froglight: #20, 1(0%)
minecraft.used.honey_bottle: #20, 1(0%)
minecraft.mined.large_fern: #20, 1(0%)
minecraft.used.deepslate_brick_stairs: #20, 2(0%)
minecraft.picked_up.ice: #20, 16(0%)
minecraft.used.pearlescent_froglight: #20, 1(0%)
minecraft.killed.zombified_piglin: #20, 4(0%)
minecraft.mined.crafting_table: #21, 125(2%)
minecraft.picked_up.leather_chestplate: #21, 9(1%)
minecraft.used.shears: #21, 2936(1%)
minecraft.picked_up.white_shulker_box: #21, 81(1%)
minecraft.used.netherrack: #21, 691(1%)
minecraft.crafted.diamond: #21, 810(1%)
minecraft.mined.white_shulker_box: #21, 67(1%)
minecraft.mined.oak_fence: #21, 41(1%)
minecraft.dropped.netherrack: #21, 859(1%)
minecraft.mined.spruce_leaves: #21, 610(1%)
minecraft.crafted.dark_oak_planks: #21, 1224(1%)
minecraft.dropped.diamond_block: #21, 12(1%)
minecraft.crafted.iron_chestplate: #21, 1(1%)
minecraft.crafted.redstone: #21, 1880(1%)
minecraft.picked_up.white_bed: #21, 33(1%)
minecraft.crafted.hopper_minecart: #21, 5(0%)
minecraft.mined.loom: #21, 1(1%)
minecraft.dropped.golden_boots: #21, 2(0%)
minecraft.mined.comparator: #21, 10(0%)
minecraft.custom.interact_with_brewingstand: #21, 56(0%)
minecraft.mined.terracotta: #21, 634(0%)
minecraft.crafted.flower_pot: #21, 13(0%)
minecraft.used.iron_door: #21, 3(0%)
minecraft.crafted.lapis_lazuli: #21, 72(0%)
minecraft.crafted.powered_rail: #21, 60(0%)
minecraft.custom.interact_with_blast_furnace: #21, 12(0%)
minecraft.mined.white_wall_banner: #21, 1(0%)
minecraft.used.moss_carpet: #21, 91(0%)
minecraft.used.cyan_terracotta: #21, 193(0%)
minecraft.crafted.raw_copper_block: #21, 89(0%)
minecraft.used.nether_wart: #21, 26(0%)
minecraft.killed.blaze: #21, 24(0%)
minecraft.used.brewing_stand: #21, 2(0%)
minecraft.mined.dark_oak_leaves: #21, 76(0%)
minecraft.mined.copper_trapdoor: #21, 3(0%)
minecraft.picked_up.packed_ice: #21, 310(0%)
minecraft.picked_up.snowball: #21, 163(0%)
minecraft.used.black_stained_glass_pane: #21, 10(0%)
minecraft.mined.deepslate_tiles: #21, 13(0%)
minecraft.crafted.oak_stairs: #21, 4(0%)
minecraft.crafted.leather_chestplate: #21, 2(0%)
minecraft.mined.cut_sandstone: #21, 3(0%)
minecraft.used.dark_oak_sign: #21, 1(0%)
minecraft.used.gray_concrete_powder: #21, 57(0%)
minecraft.crafted.gray_concrete_powder: #21, 64(0%)
minecraft.used.birch_log: #21, 9(0%)
minecraft.crafted.decorated_pot: #21, 6(0%)
minecraft.used.polished_deepslate: #21, 14(0%)
minecraft.mined.soul_fire: #21, 1(0%)
minecraft.crafted.lectern: #21, 1(0%)
minecraft.mined.diamond_block: #21, 1(0%)
minecraft.used.polished_tuff_stairs: #21, 3(0%)
minecraft.crafted.gold_block: #21, 2(0%)
minecraft.picked_up.gray_concrete: #21, 8(0%)
minecraft.mined.purpur_block: #21, 3(0%)
minecraft.picked_up.gray_carpet: #21, 1(0%)
minecraft.used.polished_granite: #21, 1(0%)
minecraft.mined.gray_concrete: #21, 4(0%)
minecraft.used.green_carpet: #21, 1(0%)
minecraft.picked_up.pearlescent_froglight: #21, 1(0%)
minecraft.mined.ice: #21, 3(0%)
minecraft.crafted.diamond_boots: #22, 2(1%)
minecraft.used.white_shulker_box: #22, 89(1%)
minecraft.mined.obsidian: #22, 160(1%)
minecraft.used.painting: #22, 43(1%)
minecraft.used.hopper_minecart: #22, 6(1%)
minecraft.crafted.dark_oak_slab: #22, 132(1%)
minecraft.picked_up.terracotta: #22, 832(0%)
minecraft.used.deepslate: #22, 357(0%)
minecraft.used.white_bed: #22, 28(0%)
minecraft.mined.soul_sand: #22, 94(0%)
minecraft.used.polished_tuff: #22, 188(0%)
minecraft.used.powered_rail: #22, 86(0%)
minecraft.used.decorated_pot: #22, 12(0%)
minecraft.mined.nether_wart: #22, 31(0%)
minecraft.mined.stone_button: #22, 4(0%)
minecraft.picked_up.nether_wart: #22, 123(0%)
minecraft.used.comparator: #22, 29(0%)
minecraft.crafted.painting: #22, 5(0%)
minecraft.crafted.stonecutter: #22, 2(0%)
minecraft.mined.peony: #22, 1(0%)
minecraft.mined.basalt: #22, 133(0%)
minecraft.picked_up.nether_quartz_ore: #22, 21(0%)
minecraft.used.polished_blackstone_button: #22, 2(0%)
minecraft.mined.slime_block: #22, 8(0%)
minecraft.mined.dark_oak_stairs: #22, 2(0%)
minecraft.mined.polished_deepslate: #22, 6(0%)
minecraft.crafted.gold_ingot: #22, 218(0%)
minecraft.crafted.light_blue_dye: #22, 27(0%)
minecraft.picked_up.dark_oak_stairs: #22, 2(0%)
minecraft.crafted.loom: #22, 2(0%)
minecraft.mined.white_wool: #22, 3(0%)
minecraft.used.loom: #22, 1(0%)
minecraft.picked_up.cut_sandstone: #22, 2(0%)
minecraft.crafted.blaze_powder: #22, 8(0%)
minecraft.used.blast_furnace: #22, 1(0%)
minecraft.crafted.pink_dye: #22, 5(0%)
minecraft.mined.black_shulker_box: #22, 1(0%)
minecraft.used.diamond_block: #22, 1(0%)
minecraft.used.yellow_concrete_powder: #22, 1(0%)
minecraft.custom.climb_one_cm: #23, 904092(1%)
minecraft.custom.open_enderchest: #23, 834(1%)
minecraft.mined.stonecutter: #23, 12(1%)
minecraft.picked_up.stonecutter: #23, 12(1%)
minecraft.used.leather_leggings: #23, 1(1%)
minecraft.mined.white_bed: #23, 29(0%)
minecraft.used.armor_stand: #23, 22(0%)
minecraft.used.ender_chest: #23, 56(0%)
minecraft.mined.ender_chest: #23, 56(0%)
minecraft.mined.jungle_leaves: #23, 117(0%)
minecraft.used.flower_pot: #23, 6(0%)
minecraft.crafted.armor_stand: #23, 13(0%)
minecraft.used.redstone_block: #23, 19(0%)
minecraft.picked_up.soul_soil: #23, 24(0%)
minecraft.picked_up.stone_sword: #23, 1(0%)
minecraft.mined.packed_ice: #23, 202(0%)
minecraft.picked_up.basalt: #23, 21(0%)
minecraft.crafted.brick: #23, 92(0%)
minecraft.used.yellow_shulker_box: #23, 3(0%)
minecraft.crafted.blast_furnace: #23, 1(0%)
minecraft.dropped.stone_sword: #23, 1(0%)
minecraft.used.slime_block: #23, 3(0%)
minecraft.used.dark_oak_stairs: #23, 1(0%)
minecraft.killed.wither_skeleton: #23, 2(0%)
minecraft.used.honey_block: #23, 1(0%)
minecraft.picked_up.bamboo_block: #23, 2(0%)
minecraft.crafted.golden_carrot: #23, 1(0%)
minecraft.custom.animals_bred: #24, 98(1%)
minecraft.picked_up.golden_chestplate: #24, 2(0%)
minecraft.crafted.redstone_block: #24, 92(0%)
minecraft.mined.dark_oak_fence: #24, 7(0%)
minecraft.used.cauldron: #24, 2(0%)
minecraft.picked_up.raw_gold: #24, 75(0%)
minecraft.picked_up.golden_boots: #24, 1(0%)
minecraft.crafted.cauldron: #24, 2(0%)
minecraft.picked_up.hopper_minecart: #24, 1(0%)
minecraft.used.spyglass: #24, 4(0%)
minecraft.dropped.diamond: #24, 7(0%)
minecraft.picked_up.yellow_shulker_box: #24, 3(0%)
minecraft.used.polished_andesite: #24, 7(0%)
minecraft.picked_up.purpur_block: #24, 1(0%)
minecraft.crafted.coal_block: #24, 1(0%)
minecraft.picked_up.leather_leggings: #25, 4(1%)
minecraft.picked_up.leather_helmet: #25, 2(1%)
minecraft.used.stonecutter: #25, 10(1%)
minecraft.mined.redstone_block: #25, 10(0%)
minecraft.custom.pot_flower: #25, 2(0%)
minecraft.mined.yellow_shulker_box: #25, 2(0%)
minecraft.used.lime_shulker_box: #25, 1(0%)
minecraft.used.dark_oak_fence: #25, 1(0%)
minecraft.used.deepslate_tiles: #25, 9(0%)
minecraft.custom.time_since_rest: #32, 22531(0%)
minecraft.custom.time_since_death: #37, 22518(0%)
