stat, rank, value, (percentage) 
minecraft.dropped.sunflower: #16, 16(1%)
minecraft.picked_up.cherry_log: #16, 219(1%)
minecraft.picked_up.grass_block: #16, 7567(1%)
minecraft.used.sea_lantern: #16, 37(1%)
minecraft.crafted.mangrove_slab: #16, 78(1%)
minecraft.dropped.cobblestone: #16, 1301(1%)
minecraft.picked_up.flowering_azalea: #16, 80(1%)
minecraft.picked_up.red_bed: #16, 3(1%)
minecraft.picked_up.black_stained_glass_pane: #16, 5(1%)
minecraft.picked_up.end_stone_bricks: #16, 18(1%)
minecraft.used.iron_ore: #16, 58(1%)
minecraft.used.green_shulker_box: #16, 22(1%)
minecraft.mined.oak_stairs: #16, 13(1%)
minecraft.mined.warped_trapdoor: #16, 4(1%)
minecraft.crafted.bone_block: #16, 315(1%)
minecraft.picked_up.nautilus_shell: #16, 4(1%)
minecraft.used.dark_oak_sign: #16, 6(1%)
minecraft.used.damaged_anvil: #16, 1(1%)
minecraft.killed.skeleton: #16, 289(0%)
minecraft.picked_up.purpur_slab: #16, 5(0%)
minecraft.used.packed_mud: #16, 566(0%)
minecraft.used.ender_pearl: #16, 44(0%)
minecraft.picked_up.light_blue_terracotta: #16, 11(0%)
minecraft.picked_up.goat_horn: #16, 3(0%)
minecraft.crafted.sugar: #16, 44(0%)
minecraft.picked_up.pale_hanging_moss: #16, 8(0%)
minecraft.mined.green_carpet: #16, 3(0%)
minecraft.picked_up.netherite_axe: #16, 1(0%)
minecraft.mined.stripped_spruce_wood: #16, 10(0%)
minecraft.crafted.cartography_table: #16, 1(0%)
minecraft.mined.pale_hanging_moss: #16, 9(0%)
minecraft.crafted.green_shulker_box: #16, 1(0%)
minecraft.used.bread: #16, 31(0%)
minecraft.dropped.rose_bush: #16, 3(0%)
minecraft.used.green_concrete_powder: #16, 32(0%)
minecraft.picked_up.seagrass: #16, 14(0%)
minecraft.mined.nether_sprouts: #16, 14(0%)
minecraft.used.jungle_slab: #16, 16(0%)
minecraft.dropped.orange_tulip: #16, 2(0%)
minecraft.used.experience_bottle: #16, 32(0%)
minecraft.picked_up.light_blue_dye: #16, 2(0%)
minecraft.used.spruce_leaves: #16, 57(0%)
minecraft.mined.allium: #16, 3(0%)
minecraft.used.smooth_basalt: #16, 38(0%)
minecraft.picked_up.cyan_carpet: #16, 2(0%)
minecraft.mined.birch_fence: #16, 2(0%)
minecraft.picked_up.yellow_concrete: #16, 34(0%)
minecraft.used.bamboo_slab: #16, 21(0%)
minecraft.picked_up.packed_mud: #16, 78(0%)
minecraft.mined.packed_mud: #16, 58(0%)
minecraft.crafted.cobblestone_stairs: #16, 8(0%)
minecraft.picked_up.birch_fence: #16, 2(0%)
minecraft.used.diorite_slab: #16, 10(0%)
minecraft.dropped.calcite: #16, 2(0%)
minecraft.used.acacia_wood: #16, 14(0%)
minecraft.crafted.yellow_concrete_powder: #16, 32(0%)
minecraft.crafted.acacia_wood: #16, 12(0%)
minecraft.dropped.glow_ink_sac: #16, 1(0%)
minecraft.used.acacia_planks: #16, 9(0%)
minecraft.used.green_carpet: #16, 7(0%)
minecraft.picked_up.wither_rose: #16, 4(0%)
minecraft.picked_up.prismarine_bricks: #16, 9(0%)
minecraft.picked_up.white_concrete_powder: #16, 17(0%)
minecraft.used.dark_oak_button: #16, 1(0%)
minecraft.killed.bogged: #16, 1(0%)
minecraft.crafted.map: #16, 12(0%)
minecraft.crafted.black_carpet: #16, 3(0%)
minecraft.crafted.spruce_button: #16, 11(0%)
minecraft.mined.black_concrete_powder: #16, 1(0%)
minecraft.used.red_carpet: #16, 3(0%)
minecraft.picked_up.golden_carrot: #17, 920(1%)
minecraft.picked_up.diorite: #17, 4884(2%)
minecraft.picked_up.iron_boots: #17, 5(2%)
minecraft.mined.iron_bars: #17, 68(2%)
minecraft.used.wind_charge: #17, 123(2%)
minecraft.crafted.powered_rail: #17, 288(1%)
minecraft.picked_up.spruce_fence: #17, 83(1%)
minecraft.dropped.netherite_pickaxe: #17, 2(1%)
minecraft.used.chiseled_bookshelf: #17, 30(1%)
minecraft.crafted.iron_boots: #17, 2(1%)
minecraft.picked_up.oak_slab: #17, 45(1%)
minecraft.mined.mangrove_stairs: #17, 9(1%)
minecraft.picked_up.mossy_cobblestone: #17, 96(1%)
minecraft.dropped.blue_dye: #17, 4(1%)
minecraft.picked_up.blue_dye: #17, 9(1%)
minecraft.crafted.shield: #17, 3(1%)
minecraft.crafted.glass: #17, 1480(1%)
minecraft.mined.cyan_terracotta: #17, 71(1%)
minecraft.mined.coarse_dirt: #17, 163(1%)
minecraft.mined.ancient_debris: #17, 13(1%)
minecraft.picked_up.clock: #17, 1(1%)
minecraft.picked_up.shulker_shell: #17, 131(1%)
minecraft.picked_up.mangrove_planks: #17, 32(1%)
minecraft.killed.creeper: #17, 141(1%)
minecraft.mined.diamond_ore: #17, 2(1%)
minecraft.picked_up.ancient_debris: #17, 13(1%)
minecraft.dropped.fishing_rod: #17, 3(1%)
minecraft.used.diorite: #17, 314(1%)
minecraft.crafted.player_head: #17, 104(1%)
minecraft.picked_up.pink_dye: #17, 4(1%)
minecraft.mined.warped_planks: #17, 10(1%)
minecraft.crafted.emerald_block: #17, 175(1%)
minecraft.picked_up.jungle_boat: #17, 2(1%)
minecraft.mined.green_shulker_box: #17, 20(0%)
minecraft.picked_up.green_shulker_box: #17, 20(0%)
minecraft.picked_up.magenta_dye: #17, 5(0%)
minecraft.crafted.dark_oak_sign: #17, 6(1%)
minecraft.used.deepslate_diamond_ore: #17, 101(0%)
minecraft.picked_up.deepslate_diamond_ore: #17, 139(0%)
minecraft.picked_up.rabbit: #17, 2(1%)
minecraft.mined.mangrove_slab: #17, 8(0%)
minecraft.used.mangrove_log: #17, 67(0%)
minecraft.crafted.gray_dye: #17, 148(0%)
minecraft.mined.black_stained_glass: #17, 26(0%)
minecraft.crafted.oak_stairs: #17, 16(0%)
minecraft.used.short_grass: #17, 144(0%)
minecraft.crafted.light_gray_terracotta: #17, 32(0%)
minecraft.mined.oak_sapling: #17, 2(0%)
minecraft.picked_up.mossy_stone_bricks: #17, 27(0%)
minecraft.used.mud: #17, 340(0%)
minecraft.used.gold_block: #17, 37(0%)
minecraft.picked_up.andesite_wall: #17, 5(0%)
minecraft.crafted.dark_oak_wood: #17, 48(0%)
minecraft.mined.orange_terracotta: #17, 141(0%)
minecraft.used.moss_block: #17, 512(0%)
minecraft.crafted.birch_fence: #17, 9(0%)
minecraft.used.deepslate_tiles: #17, 242(0%)
minecraft.picked_up.light_gray_dye: #17, 3(0%)
minecraft.picked_up.orange_terracotta: #17, 139(0%)
minecraft.used.tnt: #17, 40(0%)
minecraft.used.jungle_planks: #17, 47(0%)
minecraft.dropped.white_dye: #17, 5(0%)
minecraft.killed.husk: #17, 6(0%)
minecraft.picked_up.mangrove_slab: #17, 8(0%)
minecraft.dropped.red_tulip: #17, 2(0%)
minecraft.picked_up.stripped_spruce_wood: #17, 8(0%)
minecraft.picked_up.pitcher_plant: #17, 4(0%)
minecraft.mined.gold_block: #17, 14(0%)
minecraft.mined.nether_wart_block: #17, 49(0%)
minecraft.mined.deepslate_tile_slab: #17, 8(0%)
minecraft.used.stripped_spruce_wood: #17, 7(0%)
minecraft.mined.purpur_pillar: #17, 4(0%)
minecraft.used.flowering_azalea: #17, 3(0%)
minecraft.crafted.white_terracotta: #17, 16(0%)
minecraft.picked_up.gray_dye: #17, 3(0%)
minecraft.used.warped_planks: #17, 19(0%)
minecraft.used.yellow_concrete_powder: #17, 32(0%)
minecraft.mined.yellow_concrete: #17, 34(0%)
minecraft.dropped.sandstone: #17, 11(0%)
minecraft.crafted.polished_granite: #17, 14(0%)
minecraft.used.dark_oak_wood: #17, 12(0%)
minecraft.used.jungle_fence_gate: #17, 1(0%)
minecraft.mined.stripped_cherry_log: #17, 2(0%)
minecraft.crafted.red_terracotta: #17, 8(0%)
minecraft.picked_up.green_carpet: #17, 4(0%)
minecraft.picked_up.tube_coral_fan: #17, 1(0%)
minecraft.used.yellow_carpet: #17, 1(0%)
minecraft.dropped.cactus: #17, 5(0%)
minecraft.mined.pink_concrete: #17, 1(0%)
minecraft.used.black_carpet: #17, 3(0%)
minecraft.picked_up.pink_concrete: #17, 1(0%)
minecraft.mined.dark_oak_log: #18, 1785(2%)
minecraft.custom.boat_one_cm: #18, 2092394(2%)
minecraft.used.shears: #18, 4007(2%)
minecraft.picked_up.smooth_basalt: #18, 198(2%)
minecraft.broken.shears: #18, 12(2%)
minecraft.used.bow: #18, 1206(1%)
minecraft.mined.mossy_cobblestone: #18, 60(1%)
minecraft.mined.gold_ore: #18, 45(1%)
minecraft.mined.oak_fence: #18, 46(1%)
minecraft.used.grass_block: #18, 4971(1%)
minecraft.crafted.white_dye: #18, 974(1%)
minecraft.mined.gravel: #18, 5223(1%)
minecraft.used.cobbled_deepslate: #18, 877(1%)
minecraft.mined.spruce_fence: #18, 38(1%)
minecraft.picked_up.sunflower: #18, 139(1%)
minecraft.mined.flowering_azalea: #18, 15(1%)
minecraft.custom.pot_flower: #18, 16(1%)
minecraft.mined.azalea: #18, 20(1%)
minecraft.custom.traded_with_villager: #18, 3805(1%)
minecraft.used.lectern: #18, 58(1%)
minecraft.picked_up.splash_potion: #18, 11(1%)
minecraft.dropped.ink_sac: #18, 7(1%)
minecraft.picked_up.netherite_leggings: #18, 3(1%)
minecraft.picked_up.dragon_head: #18, 3(1%)
minecraft.crafted.lime_shulker_box: #18, 1(1%)
minecraft.picked_up.mangrove_stairs: #18, 9(1%)
minecraft.picked_up.coarse_dirt: #18, 152(1%)
minecraft.used.iron_shovel: #18, 443(1%)
minecraft.mined.terracotta: #18, 915(1%)
minecraft.crafted.dark_oak_fence: #18, 39(1%)
minecraft.used.end_rod: #18, 68(0%)
minecraft.picked_up.tropical_fish: #18, 6(1%)
minecraft.picked_up.short_grass: #18, 308(0%)
minecraft.used.diamond_helmet: #18, 1(1%)
minecraft.mined.bookshelf: #18, 19(0%)
minecraft.mined.damaged_anvil: #18, 1(1%)
minecraft.used.mangrove_stairs: #18, 23(1%)
minecraft.crafted.fishing_rod: #18, 2(0%)
minecraft.picked_up.damaged_anvil: #18, 1(0%)
minecraft.used.stone_sword: #18, 51(0%)
minecraft.picked_up.trident: #18, 2(0%)
minecraft.broken.iron_shovel: #18, 1(1%)
minecraft.crafted.mangrove_stairs: #18, 20(0%)
minecraft.crafted.polished_diorite: #18, 28(0%)
minecraft.used.jungle_boat: #18, 1(0%)
minecraft.mined.sea_lantern: #18, 5(0%)
minecraft.used.chiseled_tuff: #18, 27(0%)
minecraft.mined.light_blue_terracotta: #18, 8(0%)
minecraft.picked_up.lectern: #18, 17(0%)
minecraft.picked_up.polished_diorite: #18, 4(0%)
minecraft.used.quartz_block: #18, 87(0%)
minecraft.picked_up.ochre_froglight: #18, 109(0%)
minecraft.dropped.yellow_dye: #18, 2(0%)
minecraft.picked_up.gold_block: #18, 21(0%)
minecraft.picked_up.warped_trapdoor: #18, 3(0%)
minecraft.used.white_terracotta: #18, 26(0%)
minecraft.crafted.gray_shulker_box: #18, 1(0%)
minecraft.picked_up.stone_brick_slab: #18, 23(0%)
minecraft.used.red_banner: #18, 1(0%)
minecraft.crafted.jungle_slab: #18, 18(0%)
minecraft.used.birch_planks: #18, 25(0%)
minecraft.used.birch_fence: #18, 6(0%)
minecraft.dropped.moss_carpet: #18, 41(0%)
minecraft.used.apple: #18, 2(0%)
minecraft.picked_up.nether_wart_block: #18, 41(0%)
minecraft.used.stripped_dark_oak_log: #18, 13(0%)
minecraft.picked_up.white_stained_glass: #18, 8(0%)
minecraft.dropped.coal: #18, 35(0%)
minecraft.picked_up.crying_obsidian: #18, 7(0%)
minecraft.crafted.red_banner: #18, 1(0%)
minecraft.picked_up.deepslate_tile_slab: #18, 7(0%)
minecraft.mined.tuff_brick_wall: #18, 1(0%)
minecraft.dropped.glow_berries: #18, 1(0%)
minecraft.mined.brown_wool: #18, 1(0%)
minecraft.mined.stripped_pale_oak_log: #18, 3(0%)
minecraft.picked_up.stripped_pale_oak_log: #18, 3(0%)
minecraft.picked_up.stripped_cherry_log: #18, 2(0%)
minecraft.used.light_blue_terracotta: #18, 8(0%)
minecraft.mined.infested_stone: #18, 1(0%)
minecraft.crafted.green_carpet: #18, 6(0%)
minecraft.used.warped_wart_block: #18, 1(0%)
minecraft.dropped.gray_wool: #18, 1(0%)
minecraft.picked_up.lapis_block: #18, 1(0%)
minecraft.used.cherry_leaves: #18, 2(0%)
minecraft.used.flowering_azalea_leaves: #18, 1(0%)
minecraft.used.birch_leaves: #18, 2(0%)
minecraft.mined.tall_grass: #19, 514(2%)
minecraft.picked_up.dark_oak_log: #19, 2011(2%)
minecraft.picked_up.oak_planks: #19, 271(2%)
minecraft.picked_up.deepslate: #19, 4383(2%)
minecraft.custom.talked_to_villager: #19, 844(1%)
minecraft.picked_up.leather_boots: #19, 8(1%)
minecraft.mined.vine: #19, 223(1%)
minecraft.picked_up.arrow: #19, 1381(1%)
minecraft.mined.oak_planks: #19, 85(1%)
minecraft.picked_up.pointed_dripstone: #19, 362(1%)
minecraft.used.bookshelf: #19, 39(1%)
minecraft.crafted.diamond_chestplate: #19, 1(1%)
minecraft.picked_up.diamond: #19, 749(1%)
minecraft.used.splash_potion: #19, 17(1%)
minecraft.mined.brown_mushroom: #19, 17(1%)
minecraft.picked_up.name_tag: #19, 7(1%)
minecraft.used.flower_pot: #19, 18(1%)
minecraft.picked_up.netherite_helmet: #19, 2(1%)
minecraft.used.spruce_planks: #19, 300(1%)
minecraft.crafted.pink_shulker_box: #19, 1(1%)
minecraft.mined.flower_pot: #19, 2(1%)
minecraft.mined.mud: #19, 1496(1%)
minecraft.crafted.mangrove_planks: #19, 348(1%)
minecraft.used.oak_slab: #19, 49(1%)
minecraft.killed.enderman: #19, 5169(1%)
minecraft.picked_up.moss_carpet: #19, 409(0%)
minecraft.mined.white_wall_banner: #19, 2(1%)
minecraft.picked_up.azalea: #19, 125(0%)
minecraft.picked_up.black_stained_glass: #19, 26(0%)
minecraft.crafted.black_dye: #19, 278(0%)
minecraft.used.oak_stairs: #19, 13(0%)
minecraft.crafted.decorated_pot: #19, 34(0%)
minecraft.mined.sweet_berry_bush: #19, 4(0%)
minecraft.picked_up.sea_lantern: #19, 5(0%)
minecraft.picked_up.netherite_shovel: #19, 1(0%)
minecraft.mined.birch_planks: #19, 10(0%)
minecraft.picked_up.cherry_leaves: #19, 78(0%)
minecraft.used.oak_leaves: #19, 268(0%)
minecraft.used.spyglass: #19, 13(0%)
minecraft.crafted.cooked_salmon: #19, 13(0%)
minecraft.mined.spruce_fence_gate: #19, 2(0%)
minecraft.custom.fish_caught: #19, 36(0%)
minecraft.crafted.pink_dye: #19, 24(0%)
minecraft.picked_up.light_gray_concrete_powder: #19, 12(0%)
minecraft.mined.jungle_slab: #19, 2(0%)
minecraft.mined.quartz_stairs: #19, 4(0%)
minecraft.mined.jungle_planks: #19, 5(0%)
minecraft.picked_up.dark_oak_sign: #19, 1(0%)
minecraft.dropped.jungle_planks: #19, 1(0%)
minecraft.picked_up.quartz_stairs: #19, 4(0%)
minecraft.used.light_gray_wool: #19, 14(0%)
minecraft.dropped.dark_oak_planks: #19, 2(0%)
minecraft.picked_up.ghast_tear: #19, 2(0%)
minecraft.used.azalea: #19, 4(0%)
minecraft.used.lilac: #19, 1(0%)
minecraft.mined.end_stone: #19, 13(0%)
minecraft.crafted.jungle_fence: #19, 3(0%)
minecraft.mined.white_stained_glass: #19, 2(0%)
minecraft.used.jungle_fence: #19, 2(0%)
minecraft.dropped.mossy_cobblestone: #19, 1(0%)
minecraft.used.stripped_dark_oak_wood: #19, 1(0%)
minecraft.used.brown_wool: #19, 1(0%)
minecraft.mined.gray_wool: #19, 1(0%)
minecraft.custom.swim_one_cm: #20, 2251173(1%)
minecraft.mined.short_grass: #20, 2013(2%)
minecraft.mined.pointed_dripstone: #20, 105(2%)
minecraft.picked_up.iron_leggings: #20, 3(1%)
minecraft.picked_up.gravel: #20, 5844(1%)
minecraft.mined.chiseled_tuff_bricks: #20, 54(1%)
minecraft.picked_up.oak_fence: #20, 47(1%)
minecraft.picked_up.raw_iron: #20, 605(1%)
minecraft.picked_up.enchanted_book: #20, 12(1%)
minecraft.crafted.stone_axe: #20, 1(1%)
minecraft.picked_up.brown_mushroom: #20, 69(1%)
minecraft.used.shield: #20, 36(1%)
minecraft.custom.damage_blocked_by_shield: #20, 2485(1%)
minecraft.custom.interact_with_loom: #20, 13(0%)
minecraft.mined.deepslate_gold_ore: #20, 133(1%)
minecraft.picked_up.terracotta: #20, 925(1%)
minecraft.picked_up.netherite_boots: #20, 2(0%)
minecraft.dropped.ender_pearl: #20, 1157(0%)
minecraft.crafted.flower_pot: #20, 16(0%)
minecraft.used.fishing_rod: #20, 180(0%)
minecraft.mined.glass_pane: #20, 5(0%)
minecraft.mined.mangrove_trapdoor: #20, 3(0%)
minecraft.used.cooked_salmon: #20, 13(0%)
minecraft.picked_up.filled_map: #20, 48(0%)
minecraft.mined.polished_diorite: #20, 2(0%)
minecraft.crafted.netherite_ingot: #20, 1(0%)
minecraft.used.black_concrete_powder: #20, 160(0%)
minecraft.crafted.black_concrete_powder: #20, 176(0%)
minecraft.crafted.stone_brick_stairs: #20, 8(0%)
minecraft.used.cactus: #20, 10(0%)
minecraft.used.mud_bricks: #20, 43(0%)
minecraft.picked_up.torchflower: #20, 4(0%)
minecraft.dropped.red_dye: #20, 2(0%)
minecraft.picked_up.white_dye: #20, 6(0%)
minecraft.mined.birch_leaves: #20, 183(0%)
minecraft.mined.lectern: #20, 9(0%)
minecraft.picked_up.yellow_dye: #20, 4(0%)
minecraft.mined.pale_oak_trapdoor: #20, 1(0%)
minecraft.dropped.green_dye: #20, 4(0%)
minecraft.used.dark_oak_sapling: #20, 24(0%)
minecraft.used.sandstone: #20, 18(0%)
minecraft.used.mangrove_trapdoor: #20, 4(0%)
minecraft.dropped.salmon: #20, 1(0%)
minecraft.used.orange_terracotta: #20, 14(0%)
minecraft.mined.white_terracotta: #20, 11(0%)
minecraft.picked_up.white_terracotta: #20, 11(0%)
minecraft.picked_up.stripped_mangrove_log: #20, 5(0%)
minecraft.mined.stripped_mangrove_log: #20, 5(0%)
minecraft.mined.quartz_block: #20, 4(0%)
minecraft.picked_up.stripped_dark_oak_wood: #20, 1(0%)
minecraft.picked_up.quartz_block: #20, 5(0%)
minecraft.mined.stripped_dark_oak_wood: #20, 1(0%)
minecraft.used.pink_petals: #20, 2(0%)
minecraft.used.gray_wool: #20, 2(0%)
minecraft.used.azalea_leaves: #20, 6(0%)
minecraft.picked_up.azalea_leaves: #20, 9(0%)
minecraft.picked_up.black_concrete_powder: #20, 1(0%)
minecraft.picked_up.flowering_azalea_leaves: #20, 1(0%)
minecraft.mined.lapis_ore: #21, 49(1%)
minecraft.crafted.diamond_leggings: #21, 1(1%)
minecraft.picked_up.deepslate_lapis_ore: #21, 34(1%)
minecraft.picked_up.ender_pearl: #21, 2049(1%)
minecraft.picked_up.chiseled_tuff_bricks: #21, 46(1%)
minecraft.picked_up.white_concrete: #21, 360(1%)
minecraft.used.spruce_boat: #21, 4(1%)
minecraft.picked_up.cyan_terracotta: #21, 67(1%)
minecraft.custom.trigger_trapped_chest: #21, 7(1%)
minecraft.mined.moss_block: #21, 345(0%)
minecraft.killed.salmon: #21, 15(0%)
minecraft.picked_up.netherite_pickaxe: #21, 3(0%)
minecraft.mined.jungle_leaves: #21, 153(0%)
minecraft.mined.white_concrete: #21, 384(0%)
minecraft.mined.deepslate_diamond_ore: #21, 249(0%)
minecraft.mined.stone_bricks: #21, 158(0%)
minecraft.picked_up.dripstone_block: #21, 142(0%)
minecraft.crafted.jungle_planks: #21, 304(0%)
minecraft.mined.dripstone_block: #21, 141(0%)
minecraft.mined.dead_bush: #21, 19(0%)
minecraft.mined.oak_slab: #21, 6(0%)
minecraft.picked_up.deepslate_iron_ore: #21, 20(0%)
minecraft.picked_up.mangrove_trapdoor: #21, 3(0%)
minecraft.mined.cactus: #21, 5(0%)
minecraft.picked_up.pufferfish: #21, 9(0%)
minecraft.mined.farmland: #21, 8(0%)
minecraft.mined.pale_moss_carpet: #21, 4(0%)
minecraft.mined.stripped_dark_oak_log: #21, 16(0%)
minecraft.picked_up.stripped_dark_oak_log: #21, 16(0%)
minecraft.crafted.coal: #21, 81(0%)
minecraft.picked_up.pale_oak_trapdoor: #21, 1(0%)
minecraft.picked_up.jungle_planks: #21, 7(0%)
minecraft.picked_up.jungle_sapling: #21, 8(0%)
minecraft.crafted.leather_boots: #21, 1(0%)
minecraft.picked_up.cactus: #21, 26(0%)
minecraft.used.polished_diorite: #21, 5(0%)
minecraft.used.glow_berries: #21, 1(0%)
minecraft.used.white_concrete_powder: #21, 41(0%)
minecraft.picked_up.purpur_pillar: #21, 2(0%)
minecraft.mined.azalea_leaves: #21, 8(0%)
minecraft.crafted.golden_carrot: #21, 6(0%)
minecraft.mined.red_terracotta: #21, 1(0%)
minecraft.mined.flowering_azalea_leaves: #21, 1(0%)
minecraft.crafted.diamond_helmet: #22, 1(1%)
minecraft.mined.cobbled_deepslate: #22, 140(1%)
minecraft.dropped.diamond_block: #22, 12(1%)
minecraft.picked_up.lapis_ore: #22, 19(1%)
minecraft.mined.moss_carpet: #22, 51(1%)
minecraft.crafted.dark_oak_planks: #22, 892(1%)
minecraft.picked_up.lapis_lazuli: #22, 642(1%)
minecraft.mined.dirt_path: #22, 118(1%)
minecraft.used.white_banner: #22, 6(1%)
minecraft.picked_up.spruce_boat: #22, 3(1%)
minecraft.crafted.chiseled_tuff_bricks: #22, 4(0%)
minecraft.killed.glow_squid: #22, 2(0%)
minecraft.used.sugar_cane: #22, 39(0%)
minecraft.picked_up.rose_bush: #22, 17(0%)
minecraft.crafted.coal_block: #22, 41(0%)
minecraft.used.dark_oak_planks: #22, 25(0%)
minecraft.used.melon: #22, 1(0%)
minecraft.picked_up.deepslate_tiles: #22, 15(0%)
minecraft.mined.cherry_log: #22, 24(0%)
minecraft.picked_up.jungle_slab: #22, 2(0%)
minecraft.picked_up.end_stone: #22, 14(0%)
minecraft.mined.mangrove_leaves: #22, 123(0%)
minecraft.used.sand: #22, 243(0%)
minecraft.picked_up.green_dye: #22, 5(0%)
minecraft.mined.cherry_leaves: #22, 15(0%)
minecraft.used.white_concrete: #22, 37(0%)
minecraft.picked_up.birch_leaves: #22, 36(0%)
minecraft.mined.pink_petals: #22, 2(0%)
minecraft.crafted.white_concrete_powder: #22, 24(0%)
minecraft.crafted.quartz_block: #22, 15(0%)
minecraft.used.mangrove_propagule: #22, 1(0%)
minecraft.picked_up.mangrove_leaves: #22, 7(0%)
minecraft.picked_up.red_terracotta: #22, 1(0%)
minecraft.picked_up.tuff: #23, 2711(1%)
minecraft.picked_up.glow_ink_sac: #23, 19(0%)
minecraft.mined.jungle_log: #23, 173(0%)
minecraft.picked_up.jungle_log: #23, 194(0%)
minecraft.picked_up.raw_gold: #23, 96(0%)
minecraft.mined.mud_bricks: #23, 10(0%)
minecraft.used.golden_carrot: #23, 99(0%)
minecraft.mined.mangrove_log: #23, 58(0%)
minecraft.used.chiseled_tuff_bricks: #23, 30(0%)
minecraft.picked_up.dark_oak_sapling: #23, 44(0%)
minecraft.picked_up.red_dye: #23, 2(0%)
minecraft.picked_up.armadillo_scute: #23, 8(0%)
minecraft.used.stone_axe: #23, 10(0%)
minecraft.used.dark_oak_slab: #23, 14(0%)
minecraft.picked_up.glow_berries: #23, 4(0%)
minecraft.used.dripstone_block: #23, 11(0%)
minecraft.crafted.dark_oak_stairs: #23, 4(0%)
minecraft.mined.dark_oak_planks: #23, 2(0%)
minecraft.used.jungle_log: #23, 6(0%)
minecraft.crafted.mangrove_trapdoor: #23, 2(0%)
minecraft.mined.mangrove_propagule: #23, 1(0%)
minecraft.mined.deepslate_tiles: #23, 4(0%)
minecraft.picked_up.sandstone: #23, 48(0%)
minecraft.custom.enchant_item: #23, 1(0%)
minecraft.picked_up.cherry_sapling: #23, 3(0%)
minecraft.used.glass_pane: #23, 1(0%)
minecraft.mined.sandstone: #23, 34(0%)
minecraft.used.oak_sapling: #23, 7(0%)
minecraft.dropped.armadillo_scute: #23, 1(0%)
minecraft.crafted.green_dye: #23, 1(0%)
minecraft.mined.deepslate: #24, 7462(1%)
minecraft.crafted.diamond_sword: #24, 1(1%)
minecraft.killed_by.slime: #24, 2(0%)
minecraft.custom.interact_with_grindstone: #24, 9(0%)
minecraft.picked_up.salmon: #24, 34(0%)
minecraft.used.elytra: #24, 4(0%)
minecraft.mined.seagrass: #24, 15(0%)
minecraft.picked_up.mangrove_log: #24, 56(0%)
minecraft.mined.bamboo: #24, 39(0%)
minecraft.used.enchanted_book: #24, 1(0%)
minecraft.picked_up.dark_oak_planks: #24, 2(0%)
minecraft.mined.mangrove_roots: #24, 21(0%)
minecraft.crafted.cherry_planks: #24, 8(0%)
minecraft.picked_up.mangrove_roots: #24, 18(0%)
minecraft.picked_up.pink_petals: #24, 5(0%)
minecraft.mined.tuff: #25, 1808(1%)
minecraft.mined.deepslate_lapis_ore: #25, 38(0%)
minecraft.picked_up.diamond_block: #25, 19(0%)
minecraft.mined.deepslate_iron_ore: #25, 38(0%)
minecraft.crafted.dark_oak_slab: #25, 12(0%)
minecraft.used.mace: #29, 7(0%)
minecraft.custom.time_since_rest: #38, 11523(0%)
minecraft.custom.time_since_death: #41, 11492(0%)
