stat, rank, value, (percentage) 
minecraft.picked_up.red_candle: #9, 8(1%)
minecraft.crafted.cooked_mutton: #9, 25(1%)
minecraft.crafted.raw_gold_block: #9, 30(1%)
minecraft.mined.infested_stone: #9, 12(1%)
minecraft.picked_up.brick_wall: #9, 2(1%)
minecraft.dropped.music_disc_cat: #9, 1(1%)
minecraft.picked_up.dark_oak_hanging_sign: #9, 2(1%)
minecraft.dropped.mangrove_trapdoor: #9, 2(1%)
minecraft.mined.brown_wall_banner: #9, 2(1%)
minecraft.picked_up.pink_carpet: #9, 3(1%)
minecraft.picked_up.warped_hanging_sign: #9, 1(1%)
minecraft.dropped.grindstone: #9, 1(1%)
minecraft.dropped.glow_ink_sac: #9, 7(1%)
minecraft.crafted.waxed_copper_trapdoor: #9, 20(1%)
minecraft.used.birch_fence_gate: #9, 7(1%)
minecraft.dropped.birch_leaves: #9, 24(1%)
minecraft.mined.sandstone_wall: #9, 2(1%)
minecraft.crafted.birch_fence_gate: #9, 7(1%)
minecraft.crafted.clay: #9, 23(1%)
minecraft.dropped.bamboo_block: #9, 132(1%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #9, 3(1%)
minecraft.mined.waxed_exposed_copper_trapdoor: #9, 3(1%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #9, 4(1%)
minecraft.mined.lime_stained_glass_pane: #9, 3(1%)
minecraft.crafted.wooden_sword: #9, 4(0%)
minecraft.dropped.deepslate_lapis_ore: #9, 1(1%)
minecraft.dropped.polished_deepslate_slab: #9, 4(1%)
minecraft.dropped.dark_oak_stairs: #9, 1(1%)
minecraft.crafted.muddy_mangrove_roots: #9, 34(1%)
minecraft.mined.bubble_coral_wall_fan: #9, 9(0%)
minecraft.mined.stripped_crimson_stem: #9, 6(0%)
minecraft.dropped.polished_tuff_stairs: #9, 1(1%)
minecraft.used.yellow_concrete: #9, 56(0%)
minecraft.crafted.cherry_stairs: #9, 4(1%)
minecraft.mined.bubble_coral_fan: #9, 2(0%)
minecraft.used.purpur_block: #9, 36(0%)
minecraft.used.purple_stained_glass_pane: #9, 17(0%)
minecraft.picked_up.bubble_coral_fan: #9, 8(0%)
minecraft.dropped.clay_ball: #9, 12(0%)
minecraft.used.oxidized_cut_copper: #9, 18(0%)
minecraft.picked_up.sandstone_slab: #9, 3(0%)
minecraft.mined.yellow_glazed_terracotta: #9, 1(0%)
minecraft.mined.cherry_slab: #9, 1(0%)
minecraft.dropped.warped_wart_block: #9, 6(0%)
minecraft.dropped.polished_andesite_stairs: #9, 1(0%)
minecraft.picked_up.yellow_glazed_terracotta: #9, 1(0%)
minecraft.used.pale_oak_fence: #9, 11(0%)
minecraft.used.prismarine_wall: #9, 15(0%)
minecraft.used.polished_granite_stairs: #9, 3(0%)
minecraft.crafted.waxed_weathered_copper_grate: #9, 1(0%)
minecraft.picked_up.loom: #10, 15(5%)
minecraft.crafted.waxed_chiseled_copper: #9, 1(0%)
minecraft.crafted.arrow: #9, 4(0%)
minecraft.used.polished_granite_slab: #9, 3(0%)
minecraft.crafted.waxed_weathered_copper: #9, 1(0%)
minecraft.used.shield: #10, 234(4%)
minecraft.used.crafter: #10, 120(4%)
minecraft.mined.brown_mushroom: #10, 87(4%)
minecraft.mined.oak_slab: #10, 87(4%)
minecraft.picked_up.furnace: #10, 129(4%)
minecraft.mined.cobblestone: #10, 1857(3%)
minecraft.used.wheat_seeds: #10, 7303(3%)
minecraft.broken.shears: #10, 24(4%)
minecraft.dropped.ender_pearl: #10, 8014(3%)
minecraft.picked_up.mangrove_leaves: #10, 3477(3%)
minecraft.used.oak_slab: #10, 253(3%)
minecraft.custom.damage_blocked_by_shield: #10, 11280(3%)
minecraft.mined.deepslate_copper_ore: #10, 200(3%)
minecraft.mined.mangrove_leaves: #10, 4922(3%)
minecraft.mined.sunflower: #10, 146(3%)
minecraft.used.iron_leggings: #10, 1(7%)
minecraft.picked_up.jungle_stairs: #10, 34(3%)
minecraft.picked_up.andesite_wall: #10, 40(3%)
minecraft.used.white_concrete: #10, 2672(3%)
minecraft.mined.piston_head: #10, 6(3%)
minecraft.mined.oak_stairs: #10, 63(3%)
minecraft.dropped.lantern: #10, 15(3%)
minecraft.mined.acacia_slab: #10, 13(4%)
minecraft.mined.dropper: #10, 41(2%)
minecraft.used.mossy_stone_brick_wall: #10, 5(5%)
minecraft.picked_up.cherry_log: #10, 716(2%)
minecraft.picked_up.green_stained_glass_pane: #10, 28(4%)
minecraft.killed.enderman: #10, 20422(2%)
minecraft.mined.end_stone_bricks: #10, 45(2%)
minecraft.picked_up.wooden_sword: #10, 11(3%)
minecraft.mined.cherry_log: #10, 547(2%)
minecraft.mined.exposed_copper: #10, 66(2%)
minecraft.picked_up.raw_copper_block: #10, 50(2%)
minecraft.dropped.iron_sword: #10, 7(2%)
minecraft.mined.stripped_jungle_log: #10, 94(2%)
minecraft.dropped.birch_sign: #10, 4(2%)
minecraft.crafted.polished_blackstone: #10, 204(2%)
minecraft.used.acacia_log: #10, 337(2%)
minecraft.used.warped_wart_block: #10, 53(2%)
minecraft.used.deepslate_brick_wall: #10, 60(2%)
minecraft.dropped.stone_slab: #10, 97(2%)
minecraft.mined.acacia_wood: #10, 18(2%)
minecraft.picked_up.pink_wool: #10, 189(2%)
minecraft.mined.pink_tulip: #10, 21(2%)
minecraft.killed_by.enderman: #10, 1(4%)
minecraft.mined.heavy_weighted_pressure_plate: #10, 2(3%)
minecraft.dropped.brewing_stand: #10, 1(4%)
minecraft.mined.light_gray_stained_glass: #10, 35(2%)
minecraft.mined.smooth_stone_slab: #10, 146(2%)
minecraft.crafted.jungle_stairs: #10, 56(2%)
minecraft.mined.sandstone: #10, 2228(2%)
minecraft.used.bamboo_door: #10, 10(3%)
minecraft.crafted.orange_terracotta: #10, 184(3%)
minecraft.crafted.smooth_sandstone: #10, 192(2%)
minecraft.used.air: #10, 695(1%)
minecraft.used.honey_block: #10, 248(2%)
minecraft.crafted.target: #10, 58(2%)
minecraft.used.diamond_helmet: #10, 3(2%)
minecraft.used.white_dye: #10, 18(2%)
minecraft.picked_up.dark_oak_fence_gate: #10, 11(2%)
minecraft.picked_up.dark_oak_sign: #10, 10(2%)
minecraft.used.music_disc_13: #10, 2(2%)
minecraft.mined.lime_stained_glass: #10, 13(2%)
minecraft.mined.honey_block: #10, 87(1%)
minecraft.mined.granite_wall: #10, 3(2%)
minecraft.picked_up.acacia_slab: #10, 18(2%)
minecraft.used.turtle_egg: #10, 14(2%)
minecraft.dropped.glass_pane: #10, 20(2%)
minecraft.mined.cyan_concrete: #10, 61(1%)
minecraft.crafted.tuff_brick_stairs: #10, 24(1%)
minecraft.crafted.blue_stained_glass_pane: #10, 16(3%)
minecraft.crafted.bamboo_door: #10, 12(2%)
minecraft.used.fire_coral_fan: #10, 4(2%)
minecraft.mined.red_candle: #10, 2(2%)
minecraft.dropped.jungle_sapling: #10, 3(2%)
minecraft.crafted.lime_stained_glass_pane: #10, 80(2%)
minecraft.used.birch_door: #10, 2(2%)
minecraft.mined.purpur_stairs: #10, 23(1%)
minecraft.crafted.jungle_door: #10, 3(2%)
minecraft.picked_up.turtle_egg: #10, 14(1%)
minecraft.mined.packed_mud: #10, 387(1%)
minecraft.mined.turtle_egg: #10, 14(1%)
minecraft.crafted.bamboo_stairs: #10, 32(1%)
minecraft.used.birch_slab: #10, 79(1%)
minecraft.used.crimson_stem: #10, 28(1%)
minecraft.picked_up.jungle_door: #10, 1(2%)
minecraft.dropped.bamboo: #10, 469(1%)
minecraft.crafted.mangrove_door: #11, 9(7%)
minecraft.crafted.oak_sign: #11, 105(4%)
minecraft.used.cyan_stained_glass_pane: #10, 36(1%)
minecraft.crafted.quartz_pillar: #10, 18(1%)
minecraft.picked_up.crimson_roots: #10, 180(1%)
minecraft.crafted.cooked_porkchop: #10, 16(1%)
minecraft.dropped.acacia_planks: #10, 7(1%)
minecraft.crafted.raw_iron: #10, 99(1%)
minecraft.used.bamboo_slab: #10, 93(1%)
minecraft.picked_up.green_stained_glass: #10, 11(1%)
minecraft.picked_up.stripped_acacia_log: #10, 60(1%)
minecraft.killed.tropical_fish: #10, 4(1%)
minecraft.dropped.oak_door: #10, 2(1%)
minecraft.crafted.flint_and_steel: #10, 12(1%)
minecraft.dropped.white_stained_glass: #10, 4(1%)
minecraft.mined.magenta_terracotta: #10, 6(1%)
minecraft.dropped.white_concrete: #10, 13(1%)
minecraft.picked_up.yellow_stained_glass: #10, 11(1%)
minecraft.crafted.waxed_oxidized_copper_grate: #10, 4(1%)
minecraft.used.quartz_pillar: #10, 16(1%)
minecraft.picked_up.bamboo_pressure_plate: #10, 1(1%)
minecraft.picked_up.granite_wall: #10, 3(1%)
minecraft.picked_up.beehive: #10, 32(1%)
minecraft.crafted.red_shulker_box: #10, 3(0%)
minecraft.dropped.magma_cream: #10, 2(1%)
minecraft.crafted.purple_stained_glass_pane: #10, 32(1%)
minecraft.picked_up.sandstone_wall: #10, 3(1%)
minecraft.mined.horn_coral_wall_fan: #10, 11(0%)
minecraft.dropped.smooth_quartz_slab: #10, 2(1%)
minecraft.crafted.waxed_weathered_cut_copper: #10, 5(1%)
minecraft.picked_up.horn_coral: #10, 4(0%)
minecraft.picked_up.horn_coral_fan: #10, 11(0%)
minecraft.mined.brain_coral_wall_fan: #10, 9(0%)
minecraft.picked_up.stripped_crimson_stem: #10, 6(0%)
minecraft.crafted.warped_planks: #11, 1572(4%)
minecraft.used.seagrass: #10, 4(0%)
minecraft.dropped.oak_stairs: #10, 2(1%)
minecraft.mined.cut_copper_slab: #10, 2(0%)
minecraft.crafted.green_stained_glass: #10, 40(0%)
minecraft.mined.sandstone_slab: #10, 3(0%)
minecraft.used.yellow_stained_glass: #10, 50(0%)
minecraft.used.diorite_wall: #10, 30(0%)
minecraft.dropped.lime_wool: #10, 2(0%)
minecraft.crafted.yellow_stained_glass_pane: #10, 24(0%)
minecraft.crafted.yellow_stained_glass: #10, 64(0%)
minecraft.used.waxed_weathered_cut_copper_stairs: #10, 3(0%)
minecraft.used.yellow_stained_glass_pane: #10, 14(0%)
minecraft.mined.moss_carpet: #11, 347(4%)
minecraft.picked_up.exposed_copper: #10, 62(0%)
minecraft.used.stripped_cherry_log: #10, 2(0%)
minecraft.picked_up.red_sandstone_stairs: #10, 1(0%)
minecraft.dropped.brown_mushroom_block: #10, 7(0%)
minecraft.dropped.resin_clump: #10, 3(0%)
minecraft.mined.spruce_fence: #11, 170(4%)
minecraft.used.powered_rail: #11, 848(3%)
minecraft.crafted.chain: #11, 656(3%)
minecraft.used.leather_chestplate: #11, 6(3%)
minecraft.picked_up.ender_pearl: #11, 8066(2%)
minecraft.used.piston: #11, 496(3%)
minecraft.mined.carrots: #11, 326(3%)
minecraft.mined.bone_block: #11, 218(3%)
minecraft.mined.spruce_wall_sign: #11, 16(3%)
minecraft.picked_up.wheat_seeds: #11, 16824(2%)
minecraft.used.chiseled_bookshelf: #11, 71(3%)
minecraft.crafted.iron_helmet: #11, 4(3%)
minecraft.picked_up.raw_copper: #11, 12921(2%)
minecraft.used.smoker: #11, 13(3%)
minecraft.picked_up.leather: #11, 862(2%)
minecraft.picked_up.bamboo_trapdoor: #11, 68(2%)
minecraft.dropped.sunflower: #11, 50(2%)
minecraft.crafted.polished_diorite: #11, 172(2%)
minecraft.crafted.iron_boots: #11, 4(2%)
minecraft.picked_up.tuff_brick_wall: #11, 40(3%)
minecraft.mined.acacia_fence: #11, 11(3%)
minecraft.crafted.iron_ingot: #11, 17252(2%)
minecraft.picked_up.tuff_brick_slab: #11, 90(2%)
minecraft.crafted.stone_brick_stairs: #11, 68(2%)
minecraft.picked_up.flowering_azalea: #11, 273(2%)
minecraft.crafted.acacia_hanging_sign: #11, 6(4%)
minecraft.dropped.snowball: #11, 82(2%)
minecraft.crafted.pink_shulker_box: #11, 3(2%)
minecraft.picked_up.acacia_sapling: #11, 392(2%)
minecraft.used.azalea_leaves: #11, 1712(2%)
minecraft.used.mud: #11, 1751(2%)
minecraft.mined.jungle_sign: #11, 1(4%)
minecraft.mined.smooth_quartz_slab: #11, 48(2%)
minecraft.dropped.iron_hoe: #11, 1(4%)
minecraft.used.iron_sword: #11, 382(2%)
minecraft.mined.polished_deepslate_slab: #11, 39(2%)
minecraft.crafted.note_block: #11, 93(2%)
minecraft.mined.green_carpet: #11, 15(2%)
minecraft.mined.deepslate_diamond_ore: #11, 958(2%)
minecraft.used.jungle_planks: #11, 297(2%)
minecraft.picked_up.stripped_jungle_log: #11, 84(2%)
minecraft.crafted.cookie: #11, 216(2%)
minecraft.dropped.dark_oak_sapling: #11, 6(2%)
minecraft.crafted.firework_rocket: #11, 5970(2%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #11, 57(2%)
minecraft.picked_up.smooth_quartz_slab: #11, 48(2%)
minecraft.used.detector_rail: #11, 10(2%)
minecraft.mined.polished_deepslate_wall: #11, 15(2%)
minecraft.picked_up.dead_bush: #11, 99(2%)
minecraft.picked_up.lilac: #11, 107(1%)
minecraft.picked_up.white_tulip: #11, 78(1%)
minecraft.used.andesite_stairs: #11, 34(2%)
minecraft.mined.birch_door: #11, 1(3%)
minecraft.dropped.dandelion: #11, 58(1%)
minecraft.crafted.brick_stairs: #11, 4(2%)
minecraft.used.sunflower: #11, 30(1%)
minecraft.picked_up.target: #11, 18(1%)
minecraft.picked_up.light_gray_stained_glass: #11, 24(1%)
minecraft.picked_up.magenta_dye: #11, 11(1%)
minecraft.used.brick_stairs: #11, 10(2%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #11, 17(1%)
minecraft.mined.weathered_copper: #11, 46(1%)
minecraft.used.acacia_wood: #11, 127(1%)
minecraft.mined.pale_oak_slab: #11, 7(2%)
minecraft.crafted.acacia_wood: #11, 141(1%)
minecraft.dropped.cobbled_deepslate: #11, 1095(1%)
minecraft.used.short_grass: #11, 288(1%)
minecraft.picked_up.oxidized_chiseled_copper: #11, 2(1%)
minecraft.picked_up.light_blue_shulker_box: #11, 46(1%)
minecraft.dropped.gold_ingot: #11, 78(1%)
minecraft.crafted.cyan_stained_glass_pane: #11, 48(1%)
minecraft.dropped.mud: #11, 32(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #11, 11(1%)
minecraft.dropped.flowering_azalea: #11, 41(1%)
minecraft.crafted.crimson_planks: #11, 156(1%)
minecraft.used.brown_banner: #11, 5(1%)
minecraft.crafted.brick: #11, 832(1%)
minecraft.picked_up.dried_kelp: #11, 73(1%)
minecraft.crafted.dark_oak_fence_gate: #11, 12(1%)
minecraft.picked_up.stripped_pale_oak_log: #11, 27(1%)
minecraft.dropped.campfire: #11, 1(1%)
minecraft.mined.stone_brick_wall: #11, 7(1%)
minecraft.used.light_gray_stained_glass: #11, 126(1%)
minecraft.picked_up.oxidized_copper_grate: #11, 13(1%)
minecraft.mined.acacia_fence_gate: #11, 1(1%)
minecraft.picked_up.packed_mud: #11, 321(1%)
minecraft.dropped.black_dye: #11, 3(1%)
minecraft.used.lime_stained_glass: #11, 69(1%)
minecraft.mined.packed_ice: #11, 1345(1%)
minecraft.picked_up.acacia_stairs: #11, 5(1%)
minecraft.picked_up.bamboo_slab: #11, 40(1%)
minecraft.mined.purpur_pillar: #11, 11(1%)
minecraft.crafted.warped_stairs: #11, 16(1%)
minecraft.used.yellow_concrete_powder: #11, 128(0%)
minecraft.mined.blue_bed: #11, 4(1%)
minecraft.mined.brain_coral_fan: #11, 4(1%)
minecraft.mined.birch_fence_gate: #11, 2(1%)
minecraft.used.waxed_exposed_chiseled_copper: #11, 7(1%)
minecraft.crafted.lime_stained_glass: #11, 96(1%)
minecraft.dropped.light_gray_stained_glass: #11, 2(1%)
minecraft.used.light_blue_terracotta: #11, 62(0%)
minecraft.crafted.crimson_trapdoor: #11, 10(1%)
minecraft.custom.damage_taken: #11, 626576(0%)
minecraft.used.orange_tulip: #11, 1(1%)
minecraft.used.wooden_axe: #11, 3(1%)
minecraft.mined.deepslate_tile_stairs: #11, 8(0%)
minecraft.used.crimson_trapdoor: #11, 10(0%)
minecraft.crafted.cherry_slab: #11, 12(0%)
minecraft.mined.horn_coral: #11, 4(0%)
minecraft.picked_up.brain_coral_fan: #11, 12(0%)
minecraft.mined.fire_coral: #11, 3(0%)
minecraft.crafted.brown_banner: #11, 3(0%)
minecraft.used.magenta_concrete_powder: #11, 40(0%)
minecraft.mined.cyan_stained_glass_pane: #11, 1(0%)
minecraft.dropped.deepslate_iron_ore: #11, 2(0%)
minecraft.picked_up.birch_fence_gate: #11, 2(0%)
minecraft.dropped.flint_and_steel: #11, 3(0%)
minecraft.dropped.dark_oak_slab: #11, 3(0%)
minecraft.dropped.copper_ingot: #11, 14(0%)
minecraft.used.stripped_acacia_log: #11, 20(0%)
minecraft.used.pale_oak_leaves: #11, 5(0%)
minecraft.crafted.pale_oak_fence: #11, 15(0%)
minecraft.picked_up.cut_copper_slab: #11, 2(0%)
minecraft.crafted.red_carpet: #11, 24(0%)
minecraft.used.stripped_birch_wood: #11, 9(0%)
minecraft.mined.oxidized_cut_copper_stairs: #11, 2(0%)
minecraft.picked_up.weathered_copper: #11, 46(0%)
minecraft.mined.lime_carpet: #11, 1(0%)
minecraft.used.waxed_exposed_cut_copper_slab: #11, 1(0%)
minecraft.dropped.hay_block: #11, 2(0%)
minecraft.used.rail: #12, 2314(4%)
minecraft.used.cobblestone: #12, 3599(4%)
minecraft.picked_up.cauldron: #12, 15(4%)
minecraft.crafted.oxidized_cut_copper: #12, 52(5%)
minecraft.used.shears: #12, 7004(3%)
minecraft.mined.crafter: #12, 49(3%)
minecraft.used.oak_fence: #12, 207(3%)
minecraft.crafted.oak_planks: #12, 9392(3%)
minecraft.dropped.diamond_shovel: #12, 7(3%)
minecraft.picked_up.pink_petals: #12, 1299(3%)
minecraft.crafted.polished_tuff_stairs: #12, 25(3%)
minecraft.picked_up.chain: #12, 171(3%)
minecraft.picked_up.crafter: #12, 49(3%)
minecraft.mined.birch_log: #12, 1331(3%)
minecraft.used.soul_sand: #12, 291(3%)
minecraft.crafted.white_bed: #12, 16(3%)
minecraft.dropped.white_bed: #12, 4(3%)
minecraft.picked_up.sticky_piston: #12, 101(2%)
minecraft.crafted.stone_slab: #12, 768(2%)
minecraft.used.mangrove_door: #12, 5(4%)
minecraft.used.polished_andesite_stairs: #12, 63(2%)
minecraft.dropped.ink_sac: #12, 20(2%)
minecraft.broken.diamond_pickaxe: #12, 1(4%)
minecraft.used.warped_nylium: #12, 88(2%)
minecraft.crafted.bamboo_planks: #12, 6112(2%)
minecraft.used.cobbled_deepslate: #12, 1853(2%)
minecraft.mined.moss_block: #12, 1185(2%)
minecraft.used.polished_deepslate_stairs: #12, 163(2%)
minecraft.mined.bamboo_wall_sign: #12, 9(2%)
minecraft.used.potion: #12, 711(1%)
minecraft.dropped.oak_planks: #12, 51(2%)
minecraft.mined.deepslate_lapis_ore: #12, 154(2%)
minecraft.picked_up.beef: #12, 527(2%)
minecraft.used.muddy_mangrove_roots: #12, 195(2%)
minecraft.picked_up.azalea: #12, 423(2%)
minecraft.mined.ochre_froglight: #12, 60(2%)
minecraft.crafted.dark_oak_sign: #12, 21(2%)
minecraft.picked_up.cyan_concrete: #12, 61(2%)
minecraft.mined.dark_oak_planks: #12, 62(2%)
minecraft.crafted.spyglass: #12, 2(2%)
minecraft.crafted.oak_door: #12, 6(2%)
minecraft.used.spyglass: #12, 89(1%)
minecraft.mined.azalea_leaves: #12, 2043(2%)
minecraft.picked_up.end_stone_bricks: #12, 47(1%)
minecraft.crafted.anvil: #12, 73(1%)
minecraft.mined.stripped_oak_log: #12, 114(1%)
minecraft.used.pale_oak_sapling: #12, 63(2%)
minecraft.used.deepslate_diamond_ore: #12, 274(1%)
minecraft.dropped.oak_slab: #12, 13(1%)
minecraft.used.bamboo_trapdoor: #12, 180(1%)
minecraft.picked_up.azalea_leaves: #12, 1802(1%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #12, 17(2%)
minecraft.crafted.red_terracotta: #12, 176(2%)
minecraft.mined.coarse_dirt: #12, 252(1%)
minecraft.used.light_gray_concrete: #12, 140(1%)
minecraft.picked_up.cherry_planks: #12, 22(2%)
minecraft.used.acacia_fence_gate: #12, 10(2%)
minecraft.used.acacia_leaves: #12, 30(2%)
minecraft.mined.white_tulip: #12, 20(1%)
minecraft.mined.stripped_warped_stem: #12, 45(1%)
minecraft.broken.diamond_shovel: #12, 1(2%)
minecraft.dropped.chain: #12, 19(1%)
minecraft.crafted.chiseled_tuff_bricks: #12, 10(1%)
minecraft.picked_up.bamboo_stairs: #12, 10(1%)
minecraft.crafted.acacia_slab: #12, 87(1%)
minecraft.crafted.oak_wood: #12, 114(1%)
minecraft.used.waxed_copper_bulb: #12, 30(1%)
minecraft.broken.stone_pickaxe: #12, 1(2%)
minecraft.dropped.flower_pot: #12, 4(1%)
minecraft.crafted.cherry_planks: #12, 344(1%)
minecraft.crafted.coal: #12, 621(1%)
minecraft.mined.bamboo_stairs: #12, 6(1%)
minecraft.killed.creeper: #12, 176(1%)
minecraft.used.polished_diorite: #12, 83(1%)
minecraft.dropped.leather: #12, 64(1%)
minecraft.mined.magenta_shulker_box: #12, 19(1%)
minecraft.picked_up.magenta_shulker_box: #12, 19(1%)
minecraft.mined.birch_fence: #12, 11(1%)
minecraft.used.magenta_shulker_box: #12, 19(1%)
minecraft.picked_up.mangrove_propagule: #12, 163(1%)
minecraft.crafted.cartography_table: #12, 3(1%)
minecraft.picked_up.birch_door: #12, 1(2%)
minecraft.crafted.quartz_stairs: #12, 20(1%)
minecraft.dropped.birch_planks: #12, 34(1%)
minecraft.dropped.acacia_trapdoor: #12, 5(1%)
minecraft.used.oak_wood: #12, 99(1%)
minecraft.mined.bell: #12, 2(1%)
minecraft.mined.birch_wall_sign: #12, 3(1%)
minecraft.killed_by.player: #13, 83(3%)
minecraft.used.light_blue_shulker_box: #12, 45(1%)
minecraft.crafted.acacia_fence_gate: #12, 9(1%)
minecraft.mined.purpur_block: #12, 96(1%)
minecraft.mined.white_stained_glass: #12, 29(1%)
minecraft.dropped.cornflower: #12, 8(1%)
minecraft.mined.light_blue_shulker_box: #12, 45(1%)
minecraft.dropped.deepslate_tiles: #12, 11(1%)
minecraft.picked_up.gray_stained_glass_pane: #12, 5(1%)
minecraft.used.cyan_concrete: #12, 32(1%)
minecraft.mined.stripped_bamboo_block: #12, 18(1%)
minecraft.picked_up.azure_bluet: #12, 101(1%)
minecraft.picked_up.packed_ice: #12, 1211(1%)
minecraft.crafted.mud_brick_wall: #12, 24(1%)
minecraft.picked_up.stripped_bamboo_block: #12, 17(1%)
minecraft.crafted.polished_blackstone_button: #12, 12(1%)
minecraft.dropped.cherry_planks: #12, 3(1%)
minecraft.used.bell: #12, 2(1%)
minecraft.dropped.mangrove_roots: #12, 20(1%)
minecraft.crafted.cooked_chicken: #12, 10(1%)
minecraft.picked_up.purpur_stairs: #12, 12(1%)
minecraft.picked_up.stone_brick_wall: #12, 7(1%)
minecraft.used.cyan_dye: #12, 2(1%)
minecraft.mined.oxidized_copper_grate: #12, 9(0%)
minecraft.used.stripped_warped_stem: #12, 13(1%)
minecraft.crafted.cobbled_deepslate_wall: #12, 6(1%)
minecraft.picked_up.stone_pressure_plate: #12, 9(0%)
minecraft.picked_up.acacia_fence_gate: #12, 1(1%)
minecraft.crafted.yellow_concrete_powder: #12, 128(0%)
minecraft.dropped.spruce_leaves: #12, 26(0%)
minecraft.picked_up.brown_banner: #12, 2(1%)
minecraft.dropped.dark_oak_fence: #12, 2(1%)
minecraft.used.waxed_oxidized_copper_grate: #12, 12(0%)
minecraft.crafted.waxed_oxidized_cut_copper: #12, 8(0%)
minecraft.mined.stripped_acacia_log: #12, 28(0%)
minecraft.picked_up.deepslate_tile_stairs: #12, 8(0%)
minecraft.dropped.short_grass: #12, 9(0%)
minecraft.mined.stone_pressure_plate: #12, 6(0%)
minecraft.mined.fire_coral_wall_fan: #12, 8(0%)
minecraft.dropped.andesite_slab: #12, 2(0%)
minecraft.dropped.smooth_stone: #12, 61(0%)
minecraft.mined.wildflowers: #12, 2(0%)
minecraft.picked_up.waxed_weathered_copper_trapdoor: #12, 1(0%)
minecraft.dropped.lightning_rod: #12, 1(0%)
minecraft.picked_up.tube_coral: #12, 2(0%)
minecraft.used.cyan_stained_glass: #12, 17(0%)
minecraft.crafted.magenta_concrete_powder: #12, 40(0%)
minecraft.dropped.cherry_sapling: #12, 2(0%)
minecraft.picked_up.green_carpet: #12, 15(0%)
minecraft.picked_up.tube_coral_fan: #12, 4(0%)
minecraft.used.waxed_oxidized_copper_trapdoor: #12, 2(0%)
minecraft.used.blue_terracotta: #12, 12(0%)
minecraft.dropped.warped_roots: #12, 3(0%)
minecraft.used.cherry_slab: #12, 2(0%)
minecraft.used.stripped_oak_wood: #12, 3(0%)
minecraft.used.red_stained_glass_pane: #12, 3(0%)
minecraft.picked_up.cyan_stained_glass: #12, 1(0%)
minecraft.used.waxed_weathered_cut_copper: #12, 1(0%)
minecraft.crafted.bamboo_button: #12, 3(0%)
minecraft.crafted.light_blue_carpet: #12, 2(0%)
minecraft.custom.boat_one_cm: #13, 3818665(4%)
minecraft.mined.short_grass: #13, 3699(3%)
minecraft.used.oak_sign: #13, 78(3%)
minecraft.mined.oak_log: #13, 3189(3%)
minecraft.crafted.chest: #13, 2157(3%)
minecraft.dropped.rotten_flesh: #13, 3087(2%)
minecraft.crafted.diamond_helmet: #13, 3(3%)
minecraft.used.armor_stand: #13, 154(2%)
minecraft.crafted.iron_chestplate: #13, 4(3%)
minecraft.picked_up.gold_nugget: #13, 1757(2%)
minecraft.mined.iron_ore: #13, 945(2%)
minecraft.crafted.iron_leggings: #13, 4(3%)
minecraft.crafted.copper_ingot: #13, 3691(2%)
minecraft.picked_up.iron_boots: #13, 7(2%)
minecraft.picked_up.birch_log: #13, 1329(2%)
minecraft.mined.dandelion: #13, 164(2%)
minecraft.crafted.iron_sword: #13, 7(2%)
minecraft.crafted.iron_hoe: #13, 2(3%)
minecraft.dropped.gravel: #13, 1038(2%)
minecraft.mined.birch_planks: #13, 79(2%)
minecraft.picked_up.cyan_terracotta: #13, 209(2%)
minecraft.picked_up.warped_nylium: #13, 150(2%)
minecraft.picked_up.smoker: #13, 3(2%)
minecraft.crafted.stone_button: #13, 162(2%)
minecraft.mined.cobbled_deepslate: #13, 346(2%)
minecraft.picked_up.oak_stairs: #13, 62(2%)
minecraft.mined.acacia_log: #13, 745(2%)
minecraft.dropped.oak_leaves: #13, 138(2%)
minecraft.used.coarse_dirt: #13, 1351(2%)
minecraft.dropped.terracotta: #13, 35(2%)
minecraft.used.oak_planks: #13, 229(2%)
minecraft.mined.poppy: #13, 111(2%)
minecraft.picked_up.stone_pickaxe: #13, 2(2%)
minecraft.crafted.smoker: #13, 10(2%)
minecraft.picked_up.diamond_ore: #13, 4(2%)
minecraft.used.calcite: #13, 257(2%)
minecraft.picked_up.stone_bricks: #13, 653(1%)
minecraft.mined.bamboo_block: #13, 45(2%)
minecraft.picked_up.jungle_planks: #13, 91(1%)
minecraft.killed_by.creeper: #13, 2(2%)
minecraft.mined.tuff_bricks: #13, 443(1%)
minecraft.custom.interact_with_loom: #13, 32(1%)
minecraft.used.iron_shovel: #13, 1084(1%)
minecraft.used.spruce_fence_gate: #13, 81(1%)
minecraft.dropped.lapis_lazuli: #13, 67(2%)
minecraft.picked_up.mangrove_slab: #13, 48(1%)
minecraft.picked_up.stripped_oak_log: #13, 106(1%)
minecraft.used.yellow_dye: #13, 13(1%)
minecraft.crafted.mangrove_slab: #13, 162(1%)
minecraft.mined.oxidized_copper_door: #13, 1(2%)
minecraft.mined.mangrove_slab: #13, 20(1%)
