stat, rank, value, (percentage) 
minecraft.crafted.warped_button: #12, 2(1%)
minecraft.mined.mossy_stone_brick_slab: #12, 1(1%)
minecraft.mined.packed_ice: #12, 1279(0%)
minecraft.crafted.oxidized_chiseled_copper: #12, 4(1%)
minecraft.picked_up.stone_hoe: #12, 1(1%)
minecraft.used.oxidized_copper_bulb: #12, 4(1%)
minecraft.used.red_tulip: #12, 1(1%)
minecraft.picked_up.magenta_stained_glass: #12, 6(1%)
minecraft.used.tnt_minecart: #12, 3(1%)
minecraft.crafted.chiseled_deepslate: #12, 1(1%)
minecraft.used.blue_wool: #12, 18(1%)
minecraft.picked_up.cut_copper: #12, 3(1%)
minecraft.used.shulker_box: #13, 2624(3%)
minecraft.used.powder_snow_bucket: #12, 11(0%)
minecraft.mined.red_stained_glass: #12, 3(0%)
minecraft.killed.cave_spider: #12, 203(0%)
minecraft.picked_up.brown_candle: #12, 2(0%)
minecraft.picked_up.twisting_vines: #12, 11(0%)
minecraft.used.mangrove_propagule: #12, 22(0%)
minecraft.crafted.pink_wool: #12, 4(0%)
minecraft.picked_up.prismarine: #12, 26(0%)
minecraft.used.red_stained_glass: #12, 29(0%)
minecraft.crafted.blackstone_wall: #12, 1(0%)
minecraft.crafted.red_stained_glass: #12, 32(0%)
minecraft.crafted.yellow_wool: #12, 9(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #12, 1(0%)
minecraft.picked_up.red_stained_glass: #12, 3(0%)
minecraft.picked_up.cut_copper_slab: #12, 1(0%)
minecraft.used.oxidized_chiseled_copper: #12, 3(0%)
minecraft.crafted.warped_fence: #12, 3(0%)
minecraft.crafted.granite_wall: #12, 1(0%)
minecraft.used.fern: #12, 9(0%)
minecraft.used.purple_concrete_powder: #12, 4(0%)
minecraft.crafted.cut_sandstone: #12, 2(0%)
minecraft.dropped.fire_charge: #12, 1(0%)
minecraft.crafted.jungle_wood: #12, 3(0%)
minecraft.used.jungle_wood: #12, 1(0%)
minecraft.picked_up.shulker_box: #13, 2667(3%)
minecraft.mined.shulker_box: #13, 2611(3%)
minecraft.used.rail: #13, 2137(4%)
minecraft.picked_up.iron_chestplate: #13, 9(4%)
minecraft.mined.red_shulker_box: #13, 471(3%)
minecraft.picked_up.red_shulker_box: #13, 471(3%)
minecraft.used.red_shulker_box: #13, 471(3%)
minecraft.picked_up.amethyst_block: #13, 489(3%)
minecraft.mined.powered_rail: #13, 200(3%)
minecraft.crafted.dark_oak_slab: #13, 696(3%)
minecraft.used.stonecutter: #13, 44(3%)
minecraft.picked_up.diamond_leggings: #13, 18(2%)
minecraft.used.hopper_minecart: #13, 24(3%)
minecraft.mined.spruce_stairs: #13, 112(2%)
minecraft.broken.shears: #13, 18(3%)
minecraft.mined.redstone_torch: #13, 46(2%)
minecraft.used.composter: #13, 176(2%)
minecraft.used.oak_button: #13, 17(3%)
minecraft.mined.note_block: #13, 41(2%)
minecraft.picked_up.lapis_ore: #13, 63(2%)
minecraft.picked_up.spider_eye: #13, 1052(2%)
minecraft.picked_up.glass_pane: #13, 56(2%)
minecraft.mined.tripwire: #13, 31(2%)
minecraft.mined.spruce_sapling: #13, 11(2%)
minecraft.mined.bamboo_sapling: #13, 5(2%)
minecraft.mined.bamboo: #13, 725(2%)
minecraft.dropped.raw_iron: #13, 35(2%)
minecraft.dropped.iron_helmet: #13, 3(2%)
minecraft.crafted.brown_wool: #13, 57(2%)
minecraft.picked_up.decorated_pot: #13, 37(1%)
minecraft.custom.drop: #14, 10818(3%)
minecraft.mined.polished_andesite_stairs: #13, 9(2%)
minecraft.picked_up.clock: #13, 2(2%)
minecraft.picked_up.warped_wart_block: #13, 411(2%)
minecraft.used.oxidized_copper_grate: #13, 46(2%)
minecraft.dropped.netherite_shovel: #13, 1(2%)
minecraft.crafted.cherry_sign: #13, 3(2%)
minecraft.picked_up.smooth_stone_slab: #13, 186(1%)
minecraft.used.oxidized_copper: #13, 143(1%)
minecraft.crafted.iron_block: #13, 336(1%)
minecraft.crafted.gold_block: #13, 86(1%)
minecraft.used.end_rod: #13, 148(1%)
minecraft.crafted.lapis_block: #13, 123(1%)
minecraft.picked_up.deepslate_diamond_ore: #13, 294(1%)
minecraft.picked_up.brick: #13, 211(1%)
minecraft.picked_up.dark_oak_sapling: #13, 276(1%)
minecraft.used.azalea_leaves: #13, 864(1%)
minecraft.picked_up.cherry_leaves: #13, 286(1%)
minecraft.used.oak_pressure_plate: #13, 2(1%)
minecraft.mined.twisting_vines: #13, 4(2%)
minecraft.picked_up.netherite_upgrade_smithing_template: #13, 1(1%)
minecraft.crafted.gray_shulker_box: #13, 4(1%)
minecraft.used.sea_lantern: #13, 50(1%)
minecraft.picked_up.polished_tuff_stairs: #13, 21(1%)
minecraft.dropped.dark_oak_log: #13, 32(1%)
minecraft.picked_up.copper_bulb: #13, 5(1%)
minecraft.mined.birch_leaves: #13, 859(1%)
minecraft.mined.infested_deepslate: #13, 2(1%)
minecraft.used.oak_leaves: #13, 714(1%)
minecraft.dropped.acacia_trapdoor: #13, 4(1%)
minecraft.dropped.book: #13, 5(1%)
minecraft.used.dark_oak_sapling: #13, 156(1%)
minecraft.dropped.oak_button: #13, 2(1%)
minecraft.used.experience_bottle: #13, 84(1%)
minecraft.dropped.chicken: #13, 20(1%)
minecraft.crafted.smooth_quartz_slab: #13, 18(1%)
minecraft.crafted.black_stained_glass: #13, 280(1%)
minecraft.mined.purpur_block: #13, 57(0%)
minecraft.picked_up.wooden_shovel: #13, 1(1%)
minecraft.picked_up.bamboo_block: #13, 271(0%)
minecraft.used.white_tulip: #13, 1(1%)
minecraft.mined.chiseled_copper: #13, 1(1%)
minecraft.dropped.stone_stairs: #13, 2(1%)
minecraft.crafted.orange_wool: #13, 13(0%)
minecraft.crafted.dark_oak_fence_gate: #13, 7(0%)
minecraft.mined.twisting_vines_plant: #13, 2(1%)
minecraft.crafted.cherry_wood: #13, 6(1%)
minecraft.dropped.stone_hoe: #13, 1(1%)
minecraft.dropped.beef: #13, 12(0%)
minecraft.used.warped_button: #13, 1(0%)
minecraft.mined.cherry_planks: #13, 3(0%)
minecraft.dropped.spruce_leaves: #13, 19(0%)
minecraft.used.cherry_wood: #13, 3(0%)
minecraft.dropped.stone_brick_stairs: #13, 2(0%)
minecraft.crafted.slime_ball: #13, 171(0%)
minecraft.used.sculk_sensor: #13, 3(0%)
minecraft.crafted.polished_andesite_stairs: #13, 1(0%)
minecraft.crafted.crimson_hyphae: #13, 3(0%)
minecraft.picked_up.red_candle: #13, 2(0%)
minecraft.crafted.granite_stairs: #13, 1(0%)
minecraft.mined.spruce_button: #13, 3(0%)
minecraft.crafted.popped_chorus_fruit: #13, 4(0%)
minecraft.mined.purple_wool: #13, 1(0%)
minecraft.crafted.brick_wall: #13, 1(0%)
minecraft.picked_up.deepslate_coal_ore: #13, 1(0%)
minecraft.crafted.deepslate_tile_wall: #13, 1(0%)
minecraft.dropped.birch_leaves: #13, 5(0%)
minecraft.crafted.bamboo_fence_gate: #13, 2(0%)
minecraft.used.amethyst_block: #13, 6(0%)
minecraft.crafted.diorite_slab: #13, 2(0%)
minecraft.crafted.granite_slab: #13, 2(0%)
minecraft.crafted.polished_blackstone_slab: #13, 2(0%)
minecraft.used.crimson_hyphae: #13, 1(0%)
minecraft.crafted.diorite_wall: #13, 1(0%)
minecraft.custom.sneak_time: #15, 4090650(3%)
minecraft.picked_up.painting: #14, 148(3%)
minecraft.mined.player_head: #14, 83(3%)
minecraft.mined.obsidian: #14, 496(3%)
minecraft.used.hopper: #14, 1093(3%)
minecraft.mined.lever: #14, 71(3%)
minecraft.picked_up.diamond_pickaxe: #14, 38(2%)
minecraft.used.lever: #14, 221(2%)
minecraft.used.oak_fence: #14, 165(3%)
minecraft.mined.pointed_dripstone: #14, 158(2%)
minecraft.mined.soul_sand: #14, 519(2%)
minecraft.used.cactus: #14, 96(2%)
minecraft.mined.stonecutter: #14, 32(2%)
minecraft.mined.comparator: #14, 54(2%)
minecraft.mined.oak_wall_sign: #14, 10(2%)
minecraft.picked_up.stonecutter: #14, 32(2%)
minecraft.picked_up.dispenser: #14, 81(2%)
minecraft.mined.nether_gold_ore: #14, 90(2%)
minecraft.dropped.diamond_chestplate: #14, 2(2%)
minecraft.custom.interact_with_blast_furnace: #14, 80(2%)
minecraft.dropped.cooked_beef: #14, 66(2%)
minecraft.mined.sunflower: #14, 103(2%)
minecraft.picked_up.iron_ore: #14, 342(2%)
minecraft.picked_up.melon_seeds: #14, 30(2%)
minecraft.dropped.golden_boots: #14, 9(2%)
minecraft.mined.stone: #14, 116091(2%)
minecraft.mined.piston: #14, 72(2%)
minecraft.picked_up.oak_pressure_plate: #14, 2(2%)
minecraft.picked_up.note_block: #14, 41(2%)
minecraft.custom.animals_bred: #14, 310(2%)
minecraft.mined.cocoa: #14, 35(2%)
minecraft.picked_up.stone_pickaxe: #14, 2(2%)
minecraft.picked_up.spyglass: #14, 3(1%)
minecraft.picked_up.diamond_ore: #14, 4(2%)
minecraft.killed.spider: #14, 92(1%)
minecraft.crafted.repeater: #14, 155(1%)
minecraft.mined.diamond_ore: #14, 4(2%)
minecraft.picked_up.beef: #14, 383(1%)
minecraft.mined.cherry_leaves: #14, 465(1%)
minecraft.mined.deepslate_diamond_ore: #14, 714(1%)
minecraft.used.deepslate_diamond_ore: #14, 253(1%)
minecraft.picked_up.polished_deepslate_wall: #14, 20(1%)
minecraft.crafted.polished_andesite: #14, 228(1%)
minecraft.crafted.note_block: #14, 64(1%)
minecraft.mined.polished_deepslate_wall: #14, 11(1%)
minecraft.picked_up.hay_block: #14, 82(1%)
minecraft.picked_up.polished_andesite_stairs: #14, 9(1%)
minecraft.mined.azalea_leaves: #14, 1382(1%)
minecraft.mined.flowering_azalea_leaves: #14, 465(1%)
minecraft.used.azalea: #14, 38(1%)
minecraft.mined.dark_oak_fence: #14, 30(1%)
minecraft.picked_up.flowering_azalea_leaves: #14, 440(1%)
minecraft.picked_up.azalea_leaves: #14, 1309(1%)
minecraft.mined.target: #14, 8(1%)
minecraft.picked_up.smooth_quartz_slab: #14, 25(1%)
minecraft.used.book: #14, 18(1%)
minecraft.crafted.cookie: #14, 90(1%)
minecraft.picked_up.birch_leaves: #14, 785(1%)
minecraft.used.music_disc_13: #14, 1(1%)
minecraft.used.copper_bulb: #14, 7(1%)
minecraft.picked_up.netherite_axe: #14, 2(1%)
minecraft.dropped.light_gray_dye: #14, 2(1%)
minecraft.picked_up.target: #14, 8(1%)
minecraft.crafted.oxidized_cut_copper: #14, 8(1%)
minecraft.picked_up.weathered_copper_grate: #14, 1(1%)
minecraft.used.white_carpet: #14, 36(1%)
minecraft.crafted.stone_pressure_plate: #14, 18(1%)
minecraft.mined.weathered_copper_grate: #14, 1(1%)
minecraft.dropped.wooden_shovel: #14, 1(1%)
minecraft.used.yellow_bed: #14, 5(0%)
minecraft.picked_up.purpur_stairs: #14, 10(0%)
minecraft.picked_up.red_tulip: #14, 34(0%)
minecraft.dropped.composter: #14, 1(1%)
minecraft.crafted.polished_granite: #14, 56(0%)
minecraft.picked_up.chest_minecart: #14, 3(1%)
minecraft.crafted.brush: #14, 1(1%)
minecraft.used.deepslate_iron_ore: #14, 22(0%)
minecraft.picked_up.exposed_copper_grate: #14, 1(1%)
minecraft.crafted.mossy_cobblestone_stairs: #14, 1(1%)
minecraft.mined.exposed_copper_grate: #14, 1(1%)
minecraft.dropped.orange_tulip: #14, 3(0%)
minecraft.crafted.red_shulker_box: #14, 2(0%)
minecraft.crafted.brick_slab: #14, 2(0%)
minecraft.crafted.blackstone_stairs: #14, 1(0%)
minecraft.picked_up.mossy_stone_brick_slab: #14, 1(0%)
minecraft.picked_up.chiseled_copper: #14, 1(0%)
minecraft.crafted.mossy_cobblestone_wall: #14, 1(0%)
minecraft.crafted.cherry_slab: #14, 6(0%)
minecraft.picked_up.stone_brick_wall: #14, 2(0%)
minecraft.picked_up.ice: #14, 247(0%)
minecraft.dropped.flint_and_steel: #14, 2(0%)
minecraft.picked_up.brown_concrete: #14, 4(0%)
minecraft.crafted.mangrove_fence_gate: #14, 1(0%)
minecraft.crafted.jungle_button: #14, 1(0%)
minecraft.picked_up.copper_block: #14, 109(0%)
minecraft.crafted.tuff_stairs: #14, 1(0%)
minecraft.crafted.warped_hyphae: #14, 3(0%)
minecraft.crafted.snow_block: #14, 20(0%)
minecraft.dropped.white_terracotta: #14, 1(0%)
minecraft.crafted.andesite_stairs: #14, 1(0%)
minecraft.crafted.cobbled_deepslate_wall: #14, 1(0%)
minecraft.dropped.green_wool: #14, 1(0%)
minecraft.used.snow: #14, 29(0%)
minecraft.mined.prismarine: #14, 3(0%)
minecraft.used.birch_wood: #14, 1(0%)
minecraft.used.magenta_stained_glass: #14, 1(0%)
minecraft.crafted.rail: #15, 1168(3%)
minecraft.picked_up.carved_pumpkin: #15, 248(2%)
minecraft.used.diamond_axe: #15, 30401(3%)
minecraft.crafted.spruce_trapdoor: #15, 1454(3%)
minecraft.picked_up.stone: #15, 108462(2%)
minecraft.picked_up.obsidian: #15, 592(3%)
minecraft.mined.furnace: #15, 77(3%)
minecraft.mined.dark_oak_log: #15, 2108(3%)
minecraft.custom.interact_with_grindstone: #15, 50(3%)
minecraft.used.player_head: #15, 111(2%)
minecraft.used.furnace: #15, 121(2%)
minecraft.picked_up.dark_oak_log: #15, 2139(2%)
minecraft.used.torch: #15, 4197(2%)
minecraft.crafted.torch: #15, 2824(2%)
minecraft.picked_up.cauldron: #15, 9(2%)
minecraft.dropped.leather_chestplate: #15, 7(2%)
minecraft.dropped.deepslate: #15, 607(2%)
minecraft.custom.inspect_hopper: #15, 1336(2%)
minecraft.picked_up.comparator: #15, 76(2%)
minecraft.used.minecart: #15, 49(2%)
minecraft.killed.enderman: #15, 14794(2%)
minecraft.picked_up.lever: #15, 125(1%)
minecraft.picked_up.sunflower: #15, 220(1%)
minecraft.dropped.oak_sign: #15, 7(2%)
minecraft.used.splash_potion: #15, 25(1%)
minecraft.picked_up.brown_mushroom: #15, 138(1%)
minecraft.crafted.jukebox: #15, 4(1%)
minecraft.crafted.white_dye: #15, 1196(1%)
minecraft.crafted.writable_book: #15, 17(1%)
minecraft.dropped.oak_boat: #15, 3(1%)
minecraft.dropped.oak_slab: #15, 12(1%)
minecraft.mined.polished_tuff_wall: #15, 19(1%)
minecraft.used.stone_bricks: #15, 1152(1%)
minecraft.picked_up.deepslate_bricks: #15, 113(1%)
minecraft.crafted.chiseled_tuff_bricks: #15, 9(1%)
minecraft.dropped.oak_fence: #15, 5(1%)
minecraft.mined.stone_bricks: #15, 374(1%)
minecraft.mined.mangrove_propagule: #15, 22(1%)
minecraft.used.oak_fence_gate: #15, 9(1%)
minecraft.mined.orange_terracotta: #15, 397(1%)
minecraft.picked_up.smithing_table: #15, 5(1%)
minecraft.mined.cherry_log: #15, 221(1%)
minecraft.killed.pig: #15, 10(1%)
minecraft.picked_up.orange_terracotta: #15, 418(1%)
minecraft.mined.smithing_table: #15, 4(1%)
minecraft.picked_up.netherite_shovel: #15, 3(1%)
minecraft.mined.mangrove_leaves: #15, 1307(1%)
minecraft.used.coal_ore: #15, 360(1%)
minecraft.used.cherry_sapling: #15, 17(1%)
minecraft.picked_up.cherry_log: #15, 220(1%)
minecraft.used.lapis_ore: #15, 9(1%)
minecraft.used.cobblestone_wall: #15, 26(1%)
minecraft.used.polished_andesite_stairs: #15, 17(1%)
minecraft.used.black_stained_glass: #15, 257(1%)
minecraft.dropped.chain: #15, 9(1%)
minecraft.mined.slime_block: #15, 33(0%)
minecraft.picked_up.spruce_hanging_sign: #15, 2(1%)
minecraft.mined.white_carpet: #15, 11(1%)
minecraft.dropped.shears: #15, 8(0%)
minecraft.used.ice: #15, 117(1%)
minecraft.picked_up.yellow_bed: #15, 5(0%)
minecraft.mined.crimson_stem: #15, 47(0%)
minecraft.mined.yellow_bed: #15, 5(0%)
minecraft.dropped.tnt: #15, 14(1%)
minecraft.dropped.magenta_dye: #15, 4(0%)
minecraft.mined.bamboo_fence: #15, 5(0%)
minecraft.crafted.brick_stairs: #15, 1(0%)
minecraft.picked_up.birch_stairs: #15, 3(0%)
minecraft.crafted.bamboo_door: #15, 3(0%)
minecraft.used.cookie: #15, 7(0%)
minecraft.mined.stripped_cherry_log: #15, 7(0%)
minecraft.picked_up.stripped_cherry_log: #15, 7(0%)
minecraft.picked_up.cobweb: #15, 21(0%)
minecraft.used.blackstone: #15, 62(0%)
minecraft.used.crimson_stem: #15, 8(0%)
minecraft.used.sandstone: #15, 48(0%)
minecraft.used.smooth_stone: #15, 254(0%)
minecraft.mined.stone_brick_wall: #15, 2(0%)
minecraft.crafted.smooth_quartz_stairs: #15, 2(0%)
minecraft.mined.brown_concrete: #15, 4(0%)
minecraft.mined.copper_grate: #15, 1(0%)
minecraft.mined.ice: #15, 360(0%)
minecraft.crafted.warped_fence_gate: #15, 1(0%)
minecraft.crafted.birch_stairs: #15, 4(0%)
minecraft.picked_up.copper_grate: #15, 1(0%)
minecraft.crafted.polished_andesite_slab: #15, 2(0%)
minecraft.mined.stripped_acacia_wood: #15, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #15, 1(0%)
minecraft.mined.stripped_mangrove_wood: #15, 1(0%)
minecraft.picked_up.stripped_mangrove_wood: #15, 1(0%)
minecraft.crafted.blackstone_slab: #15, 2(0%)
minecraft.picked_up.wither_rose: #15, 7(0%)
minecraft.crafted.crimson_trapdoor: #15, 2(0%)
minecraft.dropped.poppy: #15, 36(0%)
minecraft.dropped.feather: #15, 10(0%)
minecraft.used.amethyst_cluster: #15, 2(0%)
minecraft.crafted.purple_concrete_powder: #15, 8(0%)
minecraft.used.cherry_planks: #15, 3(0%)
minecraft.mined.gray_concrete_powder: #15, 1(0%)
minecraft.crafted.birch_wood: #15, 3(0%)
minecraft.mined.sculk: #15, 58(0%)
minecraft.used.poppy: #15, 4(0%)
minecraft.picked_up.prismarine_bricks: #15, 10(0%)
minecraft.used.polished_blackstone_bricks: #15, 2(0%)
minecraft.used.warped_hyphae: #15, 1(0%)
minecraft.picked_up.sculk: #15, 31(0%)
minecraft.used.sculk: #15, 12(0%)
minecraft.mined.orange_concrete: #15, 2(0%)
minecraft.killed.drowned: #15, 51(0%)
minecraft.custom.boat_one_cm: #16, 2688478(3%)
minecraft.picked_up.quartz: #16, 1738(2%)
minecraft.mined.jukebox: #16, 10(2%)
minecraft.crafted.lever: #16, 160(2%)
minecraft.used.spruce_trapdoor: #16, 1253(2%)
minecraft.used.cooked_beef: #16, 349(1%)
minecraft.used.scaffolding: #16, 4050(2%)
minecraft.used.soul_sand: #16, 234(2%)
minecraft.used.diamond_pickaxe: #16, 102149(2%)
minecraft.dropped.wooden_pickaxe: #16, 1(3%)
minecraft.mined.lantern: #16, 29(2%)
minecraft.picked_up.observer: #16, 204(2%)
minecraft.dropped.goat_horn: #16, 3(2%)
minecraft.mined.sand: #16, 22392(2%)
minecraft.picked_up.jukebox: #16, 10(2%)
minecraft.crafted.mangrove_door: #16, 3(2%)
minecraft.custom.time_since_death: #16, 791568(1%)
minecraft.dropped.lapis_ore: #16, 4(2%)
minecraft.picked_up.gravel: #16, 7212(1%)
minecraft.used.beacon: #16, 10(1%)
minecraft.picked_up.sticky_piston: #16, 56(1%)
minecraft.used.decorated_pot: #16, 50(1%)
minecraft.mined.scaffolding: #16, 967(1%)
minecraft.mined.torch: #16, 520(1%)
minecraft.picked_up.gold_nugget: #16, 818(1%)
minecraft.picked_up.oak_stairs: #16, 43(1%)
minecraft.mined.sticky_piston: #16, 35(1%)
minecraft.crafted.lapis_lazuli: #16, 216(1%)
minecraft.mined.oak_fence_gate: #16, 3(1%)
minecraft.mined.coarse_dirt: #16, 177(1%)
minecraft.picked_up.book: #16, 87(1%)
minecraft.used.anvil: #16, 33(1%)
minecraft.crafted.black_dye: #16, 601(1%)
minecraft.mined.dark_oak_sapling: #16, 4(1%)
minecraft.mined.warped_nylium: #16, 55(1%)
minecraft.picked_up.pink_petals: #16, 327(1%)
minecraft.picked_up.polished_tuff_wall: #16, 24(1%)
minecraft.picked_up.cookie: #16, 31(1%)
minecraft.dropped.ladder: #16, 16(1%)
minecraft.used.egg: #16, 194(0%)
minecraft.mined.crimson_nylium: #16, 27(0%)
minecraft.mined.oak_door: #16, 1(1%)
minecraft.picked_up.crimson_nylium: #16, 26(0%)
minecraft.picked_up.raw_copper_block: #16, 11(1%)
minecraft.dropped.sand: #16, 238(0%)
minecraft.used.orange_wool: #16, 17(0%)
minecraft.crafted.tripwire_hook: #16, 10(0%)
minecraft.picked_up.spectral_arrow: #16, 71(1%)
minecraft.dropped.slime_ball: #16, 56(0%)
minecraft.dropped.orange_dye: #16, 2(1%)
minecraft.dropped.basalt: #16, 6(0%)
minecraft.picked_up.oak_hanging_sign: #16, 1(0%)
minecraft.crafted.brown_dye: #16, 60(0%)
minecraft.picked_up.purpur_block: #16, 50(0%)
minecraft.picked_up.warped_trapdoor: #16, 4(0%)
minecraft.mined.honey_block: #16, 21(0%)
minecraft.used.enchanted_book: #16, 7(0%)
minecraft.mined.weeping_vines_plant: #16, 3(0%)
minecraft.picked_up.chorus_fruit: #16, 64(0%)
minecraft.crafted.magenta_dye: #16, 45(0%)
minecraft.crafted.copper_bulb: #16, 4(0%)
minecraft.mined.deepslate_tile_slab: #16, 10(0%)
minecraft.crafted.white_wool: #16, 73(0%)
minecraft.used.stripped_dark_oak_log: #16, 18(0%)
minecraft.dropped.sugar_cane: #16, 64(0%)
minecraft.dropped.mossy_cobblestone: #16, 7(0%)
minecraft.crafted.crimson_planks: #16, 48(0%)
minecraft.used.totem_of_undying: #16, 1(0%)
minecraft.dropped.gold_ingot: #16, 20(0%)
minecraft.picked_up.deepslate_tile_slab: #16, 10(0%)
minecraft.mined.orange_wool: #16, 4(0%)
minecraft.mined.stripped_jungle_log: #16, 7(0%)
minecraft.used.deepslate_gold_ore: #16, 10(0%)
minecraft.picked_up.stripped_jungle_log: #16, 7(0%)
minecraft.used.smithing_table: #16, 5(0%)
minecraft.dropped.white_carpet: #16, 1(0%)
minecraft.crafted.red_wool: #16, 9(0%)
minecraft.crafted.purple_dye: #16, 18(0%)
minecraft.crafted.acacia_button: #16, 1(0%)
minecraft.dropped.ghast_tear: #16, 1(0%)
minecraft.crafted.nether_bricks: #16, 16(0%)
minecraft.used.birch_stairs: #16, 3(0%)
minecraft.dropped.deepslate_redstone_ore: #16, 1(0%)
minecraft.dropped.cut_sandstone: #16, 1(0%)
minecraft.crafted.light_blue_terracotta: #16, 14(0%)
minecraft.picked_up.green_concrete_powder: #16, 1(0%)
minecraft.picked_up.light_blue_wool: #16, 5(0%)
minecraft.crafted.cyan_concrete_powder: #16, 8(0%)
minecraft.used.gray_stained_glass: #16, 8(0%)
minecraft.mined.red_carpet: #16, 3(0%)
minecraft.dropped.end_stone: #16, 1(0%)
minecraft.crafted.tuff_wall: #16, 1(0%)
minecraft.mined.stripped_jungle_wood: #16, 1(0%)
minecraft.picked_up.stripped_jungle_wood: #16, 1(0%)
minecraft.dropped.red_sand: #16, 2(0%)
minecraft.crafted.dark_oak_button: #16, 1(0%)
minecraft.crafted.deepslate_brick_slab: #16, 2(0%)
minecraft.crafted.orange_concrete_powder: #16, 8(0%)
minecraft.picked_up.orange_concrete: #16, 2(0%)
minecraft.mined.pink_concrete: #16, 2(0%)
minecraft.used.pink_concrete_powder: #16, 2(0%)
minecraft.picked_up.pink_concrete: #16, 2(0%)
minecraft.dropped.azalea_leaves: #16, 1(0%)
minecraft.crafted.deepslate_tiles: #16, 1(0%)
minecraft.picked_up.red_carpet: #16, 3(0%)
minecraft.crafted.lime_terracotta: #16, 1(0%)
minecraft.crafted.bamboo_button: #16, 1(0%)
minecraft.used.golden_carrot: #17, 1773(2%)
minecraft.picked_up.bow: #17, 116(2%)
minecraft.custom.interact_with_smithing_table: #17, 29(2%)
minecraft.picked_up.furnace: #17, 78(2%)
minecraft.custom.interact_with_anvil: #17, 263(2%)
minecraft.used.bucket: #17, 1593(2%)
minecraft.used.jukebox: #17, 12(2%)
minecraft.picked_up.oak_sign: #17, 36(2%)
minecraft.crafted.crafting_table: #17, 105(2%)
minecraft.used.shears: #17, 4606(2%)
minecraft.dropped.diamond_boots: #17, 4(2%)
minecraft.picked_up.golden_chestplate: #17, 9(2%)
minecraft.crafted.barrel: #17, 176(2%)
minecraft.picked_up.scaffolding: #17, 2919(1%)
minecraft.mined.player_wall_head: #17, 10(2%)
minecraft.mined.beacon: #17, 7(1%)
minecraft.crafted.birch_planks: #17, 1236(1%)
minecraft.picked_up.lantern: #17, 60(1%)
minecraft.used.shield: #17, 80(1%)
minecraft.picked_up.music_disc_cat: #17, 5(2%)
minecraft.mined.gravel: #17, 6933(1%)
minecraft.dropped.diorite: #17, 251(1%)
minecraft.used.obsidian: #17, 224(1%)
minecraft.mined.gold_ore: #17, 48(1%)
minecraft.picked_up.diamond: #17, 989(1%)
minecraft.picked_up.glass: #17, 775(1%)
minecraft.mined.glowstone: #17, 64(1%)
minecraft.picked_up.oak_button: #17, 8(1%)
minecraft.used.stone_brick_stairs: #17, 122(1%)
minecraft.picked_up.cherry_sapling: #17, 118(1%)
minecraft.picked_up.coal: #17, 2745(1%)
minecraft.used.sticky_piston: #17, 100(1%)
minecraft.picked_up.lapis_lazuli: #17, 1230(1%)
minecraft.custom.horse_one_cm: #17, 7739835(1%)
minecraft.used.pumpkin_seeds: #17, 25(1%)
minecraft.custom.damage_blocked_by_shield: #17, 4106(1%)
minecraft.mined.redstone_wall_torch: #17, 14(1%)
minecraft.picked_up.slime_ball: #17, 332(1%)
minecraft.picked_up.yellow_shulker_box: #17, 48(1%)
minecraft.used.redstone_torch: #17, 130(1%)
minecraft.mined.yellow_shulker_box: #17, 48(1%)
minecraft.used.yellow_shulker_box: #17, 48(1%)
minecraft.dropped.pointed_dripstone: #17, 24(1%)
minecraft.crafted.spruce_hanging_sign: #17, 6(1%)
minecraft.dropped.spyglass: #17, 1(1%)
minecraft.dropped.chainmail_chestplate: #17, 1(1%)
minecraft.crafted.stone_bricks: #17, 1244(1%)
minecraft.used.melon_seeds: #17, 13(1%)
minecraft.picked_up.stone_bricks: #17, 363(1%)
minecraft.dropped.redstone: #17, 154(1%)
minecraft.mined.pink_petals: #17, 56(1%)
minecraft.picked_up.music_disc_13: #17, 3(1%)
minecraft.picked_up.coarse_dirt: #17, 175(1%)
minecraft.dropped.spruce_slab: #17, 14(1%)
minecraft.picked_up.bell: #17, 2(1%)
minecraft.picked_up.string: #17, 504(1%)
minecraft.crafted.oak_fence_gate: #17, 7(1%)
minecraft.used.black_stained_glass_pane: #17, 57(1%)
minecraft.picked_up.bamboo_planks: #17, 194(1%)
minecraft.crafted.light_blue_dye: #17, 152(1%)
minecraft.dropped.azure_bluet: #17, 8(1%)
minecraft.mined.crimson_fungus: #17, 5(1%)
minecraft.dropped.cornflower: #17, 5(0%)
minecraft.mined.mangrove_planks: #17, 12(0%)
minecraft.dropped.stone_slab: #17, 23(0%)
minecraft.mined.smooth_quartz_slab: #17, 11(0%)
minecraft.crafted.mangrove_button: #17, 1(0%)
minecraft.picked_up.goat_horn: #17, 3(0%)
minecraft.used.oxeye_daisy: #17, 1(0%)
minecraft.mined.polished_tuff_stairs: #17, 8(0%)
minecraft.picked_up.white_carpet: #17, 13(0%)
minecraft.picked_up.polished_blackstone_button: #17, 1(0%)
minecraft.dropped.iron_ingot: #17, 84(0%)
minecraft.used.slime_block: #17, 41(0%)
minecraft.mined.smooth_stone: #17, 72(0%)
minecraft.mined.stripped_bamboo_block: #17, 7(0%)
minecraft.picked_up.stripped_bamboo_block: #17, 7(0%)
minecraft.mined.chorus_plant: #17, 4(0%)
