stat, rank, value, (percentage) 
minecraft.crafted.fishing_rod: #22, 1(0%)
minecraft.picked_up.pufferfish: #22, 9(0%)
minecraft.mined.warped_fungus: #22, 3(0%)
minecraft.crafted.shears: #22, 27(0%)
minecraft.dropped.oxeye_daisy: #22, 2(0%)
minecraft.crafted.warped_planks: #22, 72(0%)
minecraft.mined.polished_tuff_slab: #22, 5(0%)
minecraft.used.stone_button: #22, 14(0%)
minecraft.picked_up.deepslate_gold_ore: #22, 17(0%)
minecraft.picked_up.iron_trapdoor: #22, 4(0%)
minecraft.picked_up.green_shulker_box: #22, 6(0%)
minecraft.mined.bee_nest: #22, 1(0%)
minecraft.used.tripwire_hook: #22, 1(0%)
minecraft.dropped.white_dye: #22, 3(0%)
minecraft.picked_up.mud: #22, 257(0%)
minecraft.used.iron_axe: #22, 33(0%)
minecraft.crafted.hay_block: #22, 29(0%)
minecraft.crafted.campfire: #22, 5(0%)
minecraft.crafted.polished_tuff_stairs: #22, 1(0%)
minecraft.used.dandelion: #22, 1(0%)
minecraft.picked_up.snowball: #22, 149(0%)
minecraft.crafted.birch_trapdoor: #22, 2(0%)
minecraft.dropped.filled_map: #22, 3(0%)
minecraft.mined.bamboo_planks: #22, 2(0%)
minecraft.used.jungle_log: #22, 12(0%)
minecraft.picked_up.short_grass: #22, 52(0%)
minecraft.used.iron_trapdoor: #22, 8(0%)
minecraft.picked_up.tropical_fish: #22, 1(0%)
minecraft.picked_up.cyan_dye: #22, 1(0%)
minecraft.crafted.dark_oak_fence: #22, 6(0%)
minecraft.used.iron_sword: #22, 18(0%)
minecraft.picked_up.clay: #22, 20(0%)
minecraft.crafted.smooth_stone_slab: #22, 24(0%)
minecraft.picked_up.ochre_froglight: #22, 29(0%)
minecraft.picked_up.polished_diorite: #22, 1(0%)
minecraft.crafted.jungle_slab: #22, 6(0%)
minecraft.used.birch_log: #22, 8(0%)
minecraft.picked_up.bone_block: #22, 40(0%)
minecraft.crafted.iron_trapdoor: #22, 6(0%)
minecraft.crafted.polished_diorite: #22, 4(0%)
minecraft.crafted.mangrove_slab: #22, 6(0%)
minecraft.picked_up.gray_dye: #22, 1(0%)
minecraft.mined.bamboo_trapdoor: #22, 1(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #22, 1(0%)
minecraft.crafted.jungle_planks: #22, 40(0%)
minecraft.crafted.birch_slab: #22, 6(0%)
minecraft.mined.light_gray_concrete_powder: #22, 1(0%)
minecraft.mined.oak_stairs: #22, 1(0%)
minecraft.dropped.cooked_porkchop: #22, 4(0%)
minecraft.used.oak_sapling: #22, 16(0%)
minecraft.mined.bamboo_block: #22, 1(0%)
minecraft.dropped.bone_meal: #22, 27(0%)
minecraft.dropped.coal: #22, 8(0%)
minecraft.mined.stripped_spruce_wood: #22, 1(0%)
minecraft.crafted.spruce_wood: #22, 3(0%)
minecraft.crafted.stone_stairs: #22, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #22, 1(0%)
minecraft.mined.sandstone: #22, 38(0%)
minecraft.picked_up.warped_fungus: #22, 3(0%)
minecraft.crafted.stone_slab: #22, 8(0%)
minecraft.used.stone_brick_slab: #22, 5(0%)
minecraft.used.polished_diorite: #22, 2(0%)
minecraft.mined.acacia_leaves: #22, 6(0%)
minecraft.picked_up.crimson_roots: #22, 5(0%)
minecraft.picked_up.stone_brick_slab: #22, 2(0%)
minecraft.used.light_blue_shulker_box: #22, 1(0%)
minecraft.mined.light_blue_shulker_box: #22, 1(0%)
minecraft.used.bamboo_planks: #22, 2(0%)
minecraft.crafted.lightning_rod: #22, 1(0%)
minecraft.crafted.mud_bricks: #22, 4(0%)
minecraft.crafted.cobblestone_slab: #22, 2(0%)
minecraft.used.mangrove_planks: #22, 2(0%)
minecraft.crafted.black_concrete_powder: #22, 8(0%)
minecraft.used.clay: #22, 1(0%)
minecraft.used.polished_granite: #22, 1(0%)
minecraft.picked_up.yellow_concrete: #22, 2(0%)
minecraft.dropped.bamboo: #22, 5(0%)
minecraft.used.deepslate_bricks: #22, 3(0%)
minecraft.used.bamboo_trapdoor: #22, 1(0%)
minecraft.mined.yellow_concrete: #22, 2(0%)
minecraft.picked_up.warped_roots: #22, 2(0%)
minecraft.used.gray_concrete_powder: #22, 4(0%)
minecraft.mined.light_gray_terracotta: #22, 1(0%)
minecraft.dropped.glass: #22, 1(0%)
minecraft.crafted.polished_deepslate: #22, 1(0%)
minecraft.used.snow_block: #22, 2(0%)
minecraft.crafted.air: #22, 0(0%)
minecraft.custom.total_world_time: #23, 36295110(2%)
minecraft.custom.play_time: #23, 36295110(2%)
minecraft.crafted.wooden_pickaxe: #23, 1(2%)
minecraft.custom.interact_with_crafting_table: #23, 1508(2%)
minecraft.used.crafting_table: #23, 131(2%)
minecraft.custom.sleep_in_bed: #23, 403(1%)
minecraft.custom.interact_with_stonecutter: #23, 132(1%)
minecraft.picked_up.leather_leggings: #23, 5(1%)
minecraft.custom.interact_with_lectern: #23, 114(1%)
minecraft.picked_up.firework_rocket: #23, 1178(1%)
minecraft.crafted.diamond_pickaxe: #23, 3(1%)
minecraft.crafted.diamond_hoe: #23, 1(1%)
minecraft.used.bone_meal: #23, 1986(1%)
minecraft.picked_up.water_bucket: #23, 7(1%)
minecraft.used.wooden_pickaxe: #23, 4(1%)
minecraft.mined.deepslate_redstone_ore: #23, 388(1%)
minecraft.mined.oak_trapdoor: #23, 13(1%)
minecraft.picked_up.iron_nugget: #23, 66(1%)
minecraft.crafted.iron_axe: #23, 1(1%)
minecraft.picked_up.deepslate_lapis_ore: #23, 25(1%)
minecraft.picked_up.calcite: #23, 242(1%)
minecraft.mined.oak_log: #23, 561(1%)
minecraft.dropped.golden_carrot: #23, 59(0%)
minecraft.picked_up.apple: #23, 30(1%)
minecraft.dropped.torch: #23, 46(1%)
minecraft.picked_up.oak_trapdoor: #23, 13(0%)
minecraft.dropped.dirt: #23, 574(0%)
minecraft.custom.inspect_dropper: #23, 150(0%)
minecraft.picked_up.lead: #23, 30(0%)
minecraft.mined.deepslate_gold_ore: #23, 95(0%)
minecraft.dropped.diamond_axe: #23, 1(0%)
minecraft.dropped.written_book: #23, 1(0%)
minecraft.mined.cauldron: #23, 1(0%)
minecraft.dropped.bucket: #23, 5(0%)
minecraft.picked_up.redstone_block: #23, 29(0%)
minecraft.used.iron_door: #23, 2(0%)
minecraft.dropped.oak_planks: #23, 6(0%)
minecraft.used.tuff: #23, 157(0%)
minecraft.crafted.stone_shovel: #23, 1(0%)
minecraft.killed.player: #23, 4(0%)
minecraft.crafted.iron_shovel: #23, 1(0%)
minecraft.used.ender_pearl: #23, 18(0%)
minecraft.used.deepslate_redstone_ore: #23, 25(0%)
minecraft.used.redstone_lamp: #23, 4(0%)
minecraft.picked_up.tripwire_hook: #23, 1(0%)
minecraft.picked_up.pink_dye: #23, 1(0%)
minecraft.mined.polished_diorite: #23, 1(0%)
minecraft.dropped.spruce_planks: #23, 5(0%)
minecraft.picked_up.acacia_log: #23, 57(0%)
minecraft.mined.flowering_azalea: #23, 2(0%)
minecraft.picked_up.azure_bluet: #23, 17(0%)
minecraft.used.string: #23, 29(0%)
minecraft.dropped.stone_button: #23, 1(0%)
minecraft.crafted.acacia_planks: #23, 48(0%)
minecraft.custom.damage_taken: #23, 142021(0%)
minecraft.picked_up.cooked_cod: #23, 4(0%)
minecraft.crafted.white_shulker_box: #23, 1(0%)
minecraft.mined.basalt: #23, 54(0%)
minecraft.dropped.dark_oak_planks: #23, 1(0%)
minecraft.used.stone_sword: #23, 7(0%)
minecraft.used.gravel: #23, 62(0%)
minecraft.picked_up.jungle_sapling: #23, 6(0%)
minecraft.picked_up.orange_wool: #23, 4(0%)
minecraft.used.mangrove_log: #23, 8(0%)
minecraft.used.hay_block: #23, 1(0%)
minecraft.picked_up.bamboo_trapdoor: #23, 1(0%)
minecraft.picked_up.white_tulip: #23, 2(0%)
minecraft.picked_up.black_stained_glass: #23, 2(0%)
minecraft.used.oak_stairs: #23, 1(0%)
minecraft.mined.beetroots: #23, 1(0%)
minecraft.mined.bricks: #23, 1(0%)
minecraft.crafted.white_banner: #23, 2(0%)
minecraft.picked_up.light_gray_concrete: #23, 2(0%)
minecraft.mined.light_gray_concrete: #23, 2(0%)
minecraft.used.beetroot_seeds: #23, 1(0%)
minecraft.mined.stone_brick_slab: #23, 1(0%)
minecraft.used.bricks: #23, 2(0%)
minecraft.crafted.polished_tuff: #23, 4(0%)
minecraft.picked_up.gray_concrete: #23, 3(0%)
minecraft.mined.gray_concrete: #23, 3(0%)
minecraft.used.cobblestone_slab: #23, 1(0%)
minecraft.used.black_concrete_powder: #23, 2(0%)
minecraft.custom.walk_on_water_one_cm: #24, 1239119(1%)
minecraft.picked_up.leather_chestplate: #24, 7(1%)
minecraft.used.item_frame: #24, 91(1%)
minecraft.picked_up.golden_helmet: #24, 3(1%)
minecraft.crafted.diamond_axe: #24, 1(1%)
minecraft.picked_up.leather_boots: #24, 4(1%)
minecraft.picked_up.diamond_axe: #24, 8(1%)
minecraft.crafted.iron_chestplate: #24, 1(1%)
minecraft.mined.barrel: #24, 25(1%)
minecraft.mined.short_grass: #24, 636(0%)
minecraft.picked_up.oak_log: #24, 616(0%)
minecraft.picked_up.paper: #24, 45(0%)
minecraft.used.spruce_sign: #24, 28(0%)
minecraft.mined.anvil: #24, 4(0%)
minecraft.picked_up.barrel: #24, 23(0%)
minecraft.used.stone_pickaxe: #24, 43(0%)
minecraft.mined.oak_sign: #24, 1(0%)
minecraft.mined.oak_planks: #24, 27(0%)
minecraft.crafted.item_frame: #24, 39(0%)
minecraft.picked_up.oak_planks: #24, 50(0%)
minecraft.crafted.iron_sword: #24, 1(0%)
minecraft.mined.dandelion: #24, 22(0%)
minecraft.crafted.shield: #24, 1(0%)
minecraft.picked_up.bucket: #24, 11(0%)
minecraft.crafted.iron_pickaxe: #24, 1(0%)
minecraft.crafted.iron_nugget: #24, 450(0%)
minecraft.mined.spruce_slab: #24, 27(0%)
minecraft.picked_up.deepslate_redstone_ore: #24, 59(0%)
minecraft.mined.tall_grass: #24, 58(0%)
minecraft.used.oak_log: #24, 44(0%)
minecraft.used.glow_ink_sac: #24, 11(0%)
minecraft.dropped.water_bucket: #24, 1(0%)
minecraft.used.pointed_dripstone: #24, 27(0%)
minecraft.crafted.birch_sign: #24, 3(0%)
minecraft.mined.bamboo_wall_sign: #24, 1(0%)
minecraft.picked_up.name_tag: #24, 2(0%)
minecraft.crafted.spruce_stairs: #24, 28(0%)
minecraft.mined.azure_bluet: #24, 5(0%)
minecraft.used.cobbled_deepslate: #24, 168(0%)
minecraft.picked_up.melon_slice: #24, 100(0%)
minecraft.dropped.spruce_sign: #24, 1(0%)
minecraft.mined.cornflower: #24, 3(0%)
minecraft.mined.iron_block: #24, 60(0%)
minecraft.picked_up.chain: #24, 9(0%)
minecraft.picked_up.spruce_leaves: #24, 62(0%)
minecraft.mined.stone_slab: #24, 10(0%)
minecraft.picked_up.red_dye: #24, 2(0%)
minecraft.mined.dirt_path: #24, 25(0%)
minecraft.dropped.wheat: #24, 21(0%)
minecraft.picked_up.flowering_azalea: #24, 16(0%)
minecraft.picked_up.golden_apple: #24, 1(0%)
minecraft.mined.mud: #24, 259(0%)
minecraft.crafted.red_dye: #24, 61(0%)
minecraft.picked_up.cooked_salmon: #24, 2(0%)
minecraft.mined.spruce_planks: #24, 12(0%)
minecraft.used.melon: #24, 1(0%)
minecraft.picked_up.clay_ball: #24, 72(0%)
minecraft.used.spruce_slab: #24, 45(0%)
minecraft.mined.moss_block: #24, 51(0%)
minecraft.crafted.mangrove_planks: #24, 44(0%)
minecraft.mined.oxeye_daisy: #24, 1(0%)
minecraft.mined.farmland: #24, 3(0%)
minecraft.picked_up.lime_dye: #24, 1(0%)
minecraft.picked_up.shears: #24, 1(0%)
minecraft.picked_up.bamboo_sign: #24, 1(0%)
minecraft.crafted.stone: #24, 8(0%)
minecraft.mined.clay: #24, 26(0%)
minecraft.crafted.yellow_dye: #24, 17(0%)
minecraft.mined.spruce_fence: #24, 2(0%)
minecraft.used.stone_axe: #24, 5(0%)
minecraft.mined.mud_bricks: #24, 2(0%)
minecraft.mined.stripped_spruce_log: #24, 8(0%)
minecraft.crafted.flint_and_steel: #24, 1(0%)
minecraft.crafted.mangrove_trapdoor: #24, 2(0%)
minecraft.picked_up.stripped_spruce_log: #24, 8(0%)
minecraft.crafted.glass_bottle: #24, 12(0%)
minecraft.picked_up.spruce_fence: #24, 2(0%)
minecraft.used.spruce_planks: #24, 13(0%)
minecraft.picked_up.mud_bricks: #24, 2(0%)
minecraft.used.stone_slab: #24, 19(0%)
minecraft.picked_up.filled_map: #24, 4(0%)
minecraft.used.bamboo_sign: #24, 1(0%)
minecraft.dropped.moss_block: #24, 7(0%)
minecraft.used.spruce_fence: #24, 4(0%)
minecraft.picked_up.light_blue_shulker_box: #24, 1(0%)
minecraft.picked_up.cobblestone_slab: #24, 1(0%)
minecraft.picked_up.moss_block: #24, 52(0%)
minecraft.crafted.spruce_fence: #24, 3(0%)
minecraft.mined.packed_mud: #24, 6(0%)
minecraft.picked_up.light_gray_concrete_powder: #24, 1(0%)
minecraft.used.light_gray_concrete_powder: #24, 3(0%)
minecraft.used.deepslate_tiles: #24, 10(0%)
minecraft.used.mud_bricks: #24, 2(0%)
minecraft.used.white_terracotta: #24, 1(0%)
minecraft.used.moss_block: #24, 14(0%)
minecraft.crafted.cyan_dye: #24, 2(0%)
minecraft.crafted.light_gray_dye: #24, 2(0%)
minecraft.mined.white_terracotta: #24, 1(0%)
minecraft.used.white_concrete_powder: #24, 4(0%)
minecraft.picked_up.white_terracotta: #24, 1(0%)
minecraft.picked_up.white_concrete: #24, 2(0%)
minecraft.picked_up.beetroot: #24, 1(0%)
minecraft.picked_up.green_wool: #24, 1(0%)
minecraft.mined.white_concrete: #24, 2(0%)
minecraft.custom.leave_game: #25, 252(1%)
minecraft.picked_up.diamond_boots: #25, 11(1%)
minecraft.custom.swim_one_cm: #25, 1181569(1%)
minecraft.crafted.stone_axe: #25, 1(1%)
minecraft.picked_up.cobbled_deepslate: #25, 5222(1%)
minecraft.crafted.stone_pickaxe: #25, 1(1%)
minecraft.custom.open_barrel: #25, 772(0%)
minecraft.crafted.diamond_shovel: #25, 1(0%)
minecraft.crafted.oak_planks: #25, 1140(0%)
minecraft.picked_up.salmon: #25, 16(0%)
minecraft.mined.glow_lichen: #25, 39(0%)
minecraft.used.spruce_log: #25, 67(0%)
minecraft.picked_up.splash_potion: #25, 2(0%)
minecraft.picked_up.oak_sapling: #25, 41(0%)
minecraft.mined.cobbled_deepslate: #25, 19(0%)
minecraft.dropped.andesite: #25, 23(0%)
minecraft.mined.moss_carpet: #25, 7(0%)
minecraft.picked_up.polished_tuff_slab: #25, 4(0%)
minecraft.picked_up.iron_bars: #25, 6(0%)
minecraft.used.chain: #25, 12(0%)
minecraft.picked_up.lily_pad: #25, 3(0%)
minecraft.used.andesite: #25, 68(0%)
minecraft.mined.iron_bars: #25, 3(0%)
minecraft.picked_up.stone_slab: #25, 10(0%)
minecraft.mined.jungle_leaves: #25, 26(0%)
minecraft.picked_up.glow_lichen: #25, 36(0%)
minecraft.picked_up.moss_carpet: #25, 48(0%)
minecraft.picked_up.black_dye: #25, 1(0%)
minecraft.crafted.polished_tuff_slab: #25, 2(0%)
minecraft.mined.vine: #25, 8(0%)
minecraft.used.oak_planks: #25, 7(0%)
minecraft.mined.poppy: #25, 3(0%)
minecraft.killed.salmon: #25, 1(0%)
minecraft.picked_up.birch_sapling: #25, 4(0%)
minecraft.custom.target_hit: #25, 1(0%)
minecraft.used.glow_lichen: #25, 6(0%)
minecraft.used.polished_tuff_slab: #25, 3(0%)
minecraft.picked_up.bricks: #25, 1(0%)
minecraft.picked_up.packed_mud: #25, 6(0%)
minecraft.picked_up.black_concrete: #25, 2(0%)
minecraft.mined.deepslate_tiles: #25, 1(0%)
minecraft.used.stripped_spruce_log: #25, 1(0%)
minecraft.picked_up.deepslate_tiles: #25, 1(0%)
minecraft.mined.black_concrete: #25, 2(0%)
minecraft.used.moss_carpet: #25, 2(0%)
minecraft.used.packed_mud: #25, 6(0%)
minecraft.crafted.packed_mud: #25, 5(0%)
minecraft.used.bone_block: #25, 1(0%)
minecraft.picked_up.grass_block: #25, 28(0%)
minecraft.dropped.grass_block: #25, 1(0%)
minecraft.used.grass_block: #25, 4(0%)
minecraft.killed_by.zombie: #26, 1(0%)
minecraft.picked_up.spruce_planks: #26, 27(0%)
minecraft.picked_up.cooked_porkchop: #26, 9(0%)
minecraft.picked_up.bone_meal: #26, 30(0%)
minecraft.dropped.snowball: #26, 1(0%)
minecraft.dropped.moss_carpet: #26, 2(0%)
minecraft.dropped.potato: #26, 1(0%)
minecraft.picked_up.tuff_bricks: #26, 1(0%)
minecraft.picked_up.bundle: #27, 2(0%)
minecraft.used.carved_pumpkin: #27, 1(0%)
minecraft.picked_up.fishing_rod: #27, 1(0%)
minecraft.used.spyglass: #27, 1(0%)
minecraft.picked_up.potato: #27, 7(0%)
minecraft.picked_up.spruce_sign: #28, 11(0%)
minecraft.used.snowball: #28, 6(0%)
minecraft.custom.player_kills: #28, 1(0%)
minecraft.picked_up.peony: #28, 1(0%)
minecraft.custom.time_since_rest: #30, 36505(0%)
minecraft.killed_by.player: #31, 4(0%)
minecraft.custom.deaths: #35, 11(0%)
