stat, rank, value, (percentage) 
minecraft.crafted.bamboo_mosaic_slab: #5, 36(5%)
minecraft.mined.cyan_shulker_box: #6, 252(5%)
minecraft.used.kelp: #6, 1042(6%)
minecraft.picked_up.melon_seeds: #6, 98(6%)
minecraft.used.warped_hyphae: #5, 98(3%)
minecraft.mined.blue_concrete: #5, 71(3%)
minecraft.crafted.pumpkin_pie: #5, 200(4%)
minecraft.mined.oak_hanging_sign: #5, 3(6%)
minecraft.mined.spawner: #5, 5(4%)
minecraft.crafted.spruce_boat: #6, 17(6%)
minecraft.dropped.clay_ball: #5, 130(3%)
minecraft.used.dead_tube_coral_block: #5, 49(6%)
minecraft.mined.bell: #6, 16(8%)
minecraft.dropped.guster_pottery_sherd: #5, 2(6%)
minecraft.mined.redstone_lamp: #6, 48(6%)
minecraft.dropped.flow_banner_pattern: #5, 1(7%)
minecraft.dropped.yellow_terracotta: #5, 16(4%)
minecraft.used.smooth_red_sandstone_stairs: #5, 84(4%)
minecraft.crafted.quartz_pillar: #5, 48(3%)
minecraft.dropped.deepslate: #6, 1930(6%)
minecraft.used.jungle_sapling: #5, 212(2%)
minecraft.mined.mud_brick_wall: #6, 69(8%)
minecraft.picked_up.cyan_glazed_terracotta: #5, 6(5%)
minecraft.picked_up.iron_ingot: #6, 6566(6%)
minecraft.used.cyan_shulker_box: #6, 253(5%)
minecraft.killed_by.iron_golem: #5, 1(8%)
minecraft.crafted.pink_banner: #5, 12(3%)
minecraft.picked_up.white_carpet: #6, 216(6%)
minecraft.dropped.netherite_ingot: #5, 1(7%)
minecraft.mined.potted_cherry_sapling: #5, 2(4%)
minecraft.picked_up.tuff: #6, 17232(5%)
minecraft.picked_up.warped_hanging_sign: #5, 3(4%)
minecraft.used.stripped_birch_wood: #5, 115(2%)
minecraft.mined.tall_grass: #6, 1257(5%)
minecraft.picked_up.golden_helmet: #6, 21(5%)
minecraft.dropped.painting: #5, 5(4%)
minecraft.dropped.magenta_shulker_box: #5, 1(6%)
minecraft.picked_up.diamond_block: #6, 304(5%)
minecraft.picked_up.bell: #6, 16(7%)
minecraft.mined.polished_diorite_slab: #5, 3(3%)
minecraft.mined.smoker: #6, 8(7%)
minecraft.picked_up.andesite_slab: #6, 119(6%)
minecraft.used.pale_oak_fence: #5, 111(2%)
minecraft.used.weathered_cut_copper_stairs: #5, 1(6%)
minecraft.crafted.waxed_weathered_cut_copper_stairs: #5, 12(3%)
minecraft.crafted.lime_shulker_box: #6, 8(6%)
minecraft.mined.oak_wall_sign: #6, 24(5%)
minecraft.crafted.yellow_shulker_box: #6, 15(6%)
minecraft.dropped.hopper: #6, 62(6%)
minecraft.used.redstone_lamp: #6, 125(5%)
minecraft.mined.dead_fire_coral_block: #5, 15(2%)
minecraft.crafted.prismarine_brick_slab: #5, 12(3%)
minecraft.crafted.brown_bed: #5, 3(4%)
minecraft.crafted.white_bed: #6, 32(5%)
minecraft.dropped.green_concrete_powder: #5, 4(2%)
minecraft.dropped.saddle: #6, 6(5%)
minecraft.picked_up.brown_stained_glass: #5, 30(2%)
minecraft.dropped.mutton: #6, 59(7%)
minecraft.used.blue_concrete: #5, 48(1%)
minecraft.used.activator_rail: #5, 81(1%)
minecraft.used.firework_rocket: #7, 37041(5%)
minecraft.used.azalea_leaves: #6, 4405(6%)
minecraft.dropped.emerald_block: #6, 192(8%)
minecraft.used.white_carpet: #6, 342(5%)
minecraft.picked_up.dead_fire_coral_block: #5, 15(1%)
minecraft.dropped.chiseled_sandstone: #5, 4(1%)
minecraft.crafted.waxed_cut_copper_slab: #5, 5(2%)
minecraft.picked_up.cobweb: #6, 450(6%)
minecraft.dropped.mossy_stone_brick_stairs: #5, 1(3%)
minecraft.crafted.cooked_cod: #5, 67(1%)
minecraft.mined.exposed_copper: #6, 149(6%)
minecraft.dropped.sculk: #5, 30(1%)
minecraft.used.warped_pressure_plate: #5, 1(2%)
minecraft.killed.zombie_villager: #6, 12(4%)
minecraft.mined.orange_concrete_powder: #5, 11(2%)
minecraft.picked_up.cobbled_deepslate_slab: #6, 319(6%)
minecraft.mined.magenta_concrete_powder: #5, 1(2%)
minecraft.dropped.acacia_wood: #5, 1(2%)
minecraft.dropped.bamboo_pressure_plate: #5, 2(2%)
minecraft.crafted.netherite_shovel: #6, 2(9%)
minecraft.mined.lime_banner: #5, 1(1%)
minecraft.used.sculk: #5, 398(0%)
minecraft.used.dead_horn_coral_block: #5, 4(1%)
minecraft.picked_up.music_disc_otherside: #6, 14(7%)
minecraft.crafted.netherite_ingot: #6, 18(5%)
minecraft.mined.brown_concrete: #6, 131(7%)
minecraft.picked_up.golden_chestplate: #6, 20(4%)
minecraft.used.stone_axe: #6, 473(4%)
minecraft.dropped.black_terracotta: #5, 1(1%)
minecraft.dropped.red_mushroom_block: #5, 4(0%)
minecraft.crafted.stripped_oak_wood: #5, 3(0%)
minecraft.dropped.nether_quartz_ore: #6, 23(8%)
minecraft.picked_up.deepslate_lapis_ore: #6, 150(4%)
minecraft.crafted.chiseled_bookshelf: #6, 147(5%)
minecraft.mined.polished_deepslate_slab: #6, 96(5%)
minecraft.dropped.blue_dye: #6, 17(5%)
minecraft.crafted.mossy_cobblestone_stairs: #6, 12(7%)
minecraft.crafted.white_stained_glass_pane: #6, 864(5%)
minecraft.crafted.bamboo_pressure_plate: #6, 8(9%)
minecraft.crafted.target: #6, 159(5%)
minecraft.used.target: #6, 135(4%)
minecraft.dropped.chainmail_boots: #6, 7(5%)
minecraft.crafted.blackstone_stairs: #6, 16(6%)
minecraft.crafted.magenta_shulker_box: #6, 3(6%)
minecraft.picked_up.flowering_azalea_leaves: #6, 1778(4%)
minecraft.crafted.birch_trapdoor: #7, 144(8%)
minecraft.dropped.dead_brain_coral_block: #6, 1(14%)
minecraft.mined.end_rod: #6, 202(3%)
minecraft.dropped.golden_chestplate: #6, 13(4%)
minecraft.mined.muddy_mangrove_roots: #6, 496(4%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #6, 129(5%)
minecraft.used.dark_oak_fence_gate: #6, 51(4%)
minecraft.used.bamboo_fence_gate: #6, 59(5%)
minecraft.mined.copper_door: #6, 5(7%)
minecraft.crafted.cherry_door: #6, 3(12%)
minecraft.crafted.netherite_leggings: #6, 3(5%)
minecraft.dropped.red_bed: #6, 1(12%)
minecraft.picked_up.sugar: #6, 300(4%)
minecraft.picked_up.dead_brain_coral_block: #6, 63(5%)
minecraft.mined.waxed_oxidized_copper_trapdoor: #6, 37(7%)
minecraft.mined.cobweb: #6, 469(3%)
minecraft.crafted.brown_stained_glass_pane: #6, 144(8%)
minecraft.picked_up.leather_boots: #7, 37(5%)
minecraft.picked_up.sugar_cane: #6, 13202(3%)
minecraft.mined.ladder: #7, 174(7%)
minecraft.crafted.deepslate_tile_slab: #6, 100(4%)
minecraft.picked_up.waxed_oxidized_copper_trapdoor: #6, 34(6%)
minecraft.used.podzol: #6, 189(3%)
minecraft.picked_up.mud_brick_stairs: #6, 21(4%)
minecraft.dropped.music_disc_otherside: #6, 1(9%)
minecraft.dropped.glowstone: #6, 163(5%)
minecraft.dropped.emerald: #6, 1101(3%)
minecraft.mined.cobbled_deepslate_slab: #6, 91(3%)
minecraft.picked_up.bamboo_pressure_plate: #6, 6(6%)
minecraft.picked_up.gray_banner: #6, 5(6%)
minecraft.dropped.fire_coral_block: #6, 1(10%)
minecraft.crafted.golden_carrot: #6, 3849(3%)
minecraft.crafted.smooth_sandstone_stairs: #6, 40(7%)
minecraft.mined.oak_sapling: #6, 13(3%)
minecraft.crafted.daylight_detector: #6, 115(3%)
minecraft.killed_by.wither: #6, 1(9%)
minecraft.used.deepslate_iron_ore: #6, 145(3%)
minecraft.crafted.red_sandstone_slab: #6, 30(5%)
minecraft.picked_up.bamboo_door: #6, 17(3%)
minecraft.custom.interact_with_crafting_table: #7, 4553(5%)
minecraft.crafted.wind_charge: #6, 2692(4%)
minecraft.mined.glow_lichen: #7, 1456(6%)
minecraft.used.brown_stained_glass_pane: #6, 69(5%)
minecraft.picked_up.hopper_minecart: #6, 25(2%)
minecraft.picked_up.gray_concrete_powder: #6, 561(3%)
minecraft.crafted.bamboo_chest_raft: #6, 1(8%)
minecraft.used.diorite: #6, 1019(2%)
minecraft.picked_up.gunpowder: #6, 3331(2%)
minecraft.crafted.stick: #7, 24705(5%)
minecraft.mined.iron_trapdoor: #7, 81(6%)
minecraft.crafted.end_rod: #6, 256(3%)
minecraft.used.acacia_pressure_plate: #6, 4(5%)
minecraft.crafted.quartz_block: #6, 1923(2%)
minecraft.crafted.oak_trapdoor: #7, 330(6%)
minecraft.crafted.sandstone_wall: #6, 18(5%)
minecraft.picked_up.deepslate: #7, 15969(6%)
minecraft.mined.potted_flowering_azalea_bush: #6, 1(7%)
minecraft.mined.cyan_banner: #6, 1(7%)
minecraft.picked_up.jungle_log: #7, 2872(6%)
minecraft.mined.polished_blackstone_brick_stairs: #6, 9(3%)
minecraft.crafted.light_blue_banner: #6, 7(3%)
minecraft.used.birch_stairs: #6, 49(2%)
minecraft.mined.moss_block: #7, 3482(5%)
minecraft.crafted.decorated_pot: #6, 155(2%)
minecraft.used.polished_diorite_slab: #6, 47(3%)
minecraft.used.white_stained_glass_pane: #7, 1048(7%)
minecraft.dropped.sea_pickle: #6, 37(2%)
minecraft.dropped.jungle_sign: #6, 4(4%)
minecraft.crafted.brown_carpet: #6, 117(2%)
minecraft.dropped.gray_stained_glass: #6, 4(4%)
minecraft.used.smooth_quartz_slab: #7, 677(6%)
minecraft.dropped.shulker_shell: #6, 77(2%)
minecraft.mined.green_candle: #6, 1(5%)
minecraft.used.diorite_stairs: #6, 17(3%)
minecraft.dropped.dark_oak_sign: #6, 2(3%)
minecraft.dropped.light_gray_shulker_box: #6, 1(4%)
minecraft.dropped.magenta_concrete_powder: #6, 1(5%)
minecraft.crafted.smooth_red_sandstone: #6, 129(3%)
minecraft.used.green_bed: #6, 14(2%)
minecraft.dropped.warped_nylium: #6, 2(4%)
minecraft.mined.waxed_exposed_copper_trapdoor: #6, 10(2%)
minecraft.dropped.tuff_wall: #6, 1(5%)
minecraft.dropped.mud_bricks: #6, 7(2%)
minecraft.picked_up.smooth_red_sandstone_stairs: #6, 18(3%)
minecraft.used.bread: #6, 134(1%)
minecraft.used.waxed_weathered_copper_grate: #6, 96(2%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #6, 9(2%)
minecraft.mined.jungle_wall_hanging_sign: #6, 1(4%)
minecraft.picked_up.polished_blackstone_brick_stairs: #6, 9(2%)
minecraft.crafted.waxed_exposed_chiseled_copper: #6, 8(2%)
minecraft.crafted.pink_concrete_powder: #6, 192(1%)
minecraft.mined.nether_gold_ore: #7, 226(6%)
minecraft.used.written_book: #7, 262(5%)
minecraft.used.waxed_exposed_chiseled_copper: #6, 18(2%)
minecraft.dropped.flowering_azalea_leaves: #6, 73(2%)
minecraft.dropped.gray_carpet: #6, 9(2%)
minecraft.mined.oak_wall_hanging_sign: #6, 2(3%)
minecraft.used.obsidian: #7, 879(5%)
minecraft.used.cherry_sapling: #7, 122(6%)
minecraft.crafted.pale_oak_planks: #7, 2384(6%)
minecraft.used.azalea: #7, 199(6%)
minecraft.picked_up.smooth_quartz_slab: #7, 166(6%)
minecraft.crafted.pumpkin_seeds: #7, 116(8%)
minecraft.used.smooth_red_sandstone_slab: #6, 53(2%)
minecraft.dropped.birch_boat: #6, 1(3%)
minecraft.dropped.sugar: #6, 246(1%)
minecraft.dropped.horn_coral_block: #6, 1(3%)
minecraft.picked_up.smoker: #7, 8(6%)
minecraft.mined.black_stained_glass_pane: #7, 25(6%)
minecraft.used.smooth_quartz_stairs: #7, 315(5%)
minecraft.picked_up.hay_block: #7, 395(5%)
minecraft.picked_up.white_candle: #6, 14(2%)
minecraft.dropped.loom: #6, 1(2%)
minecraft.used.oak_hanging_sign: #6, 8(1%)
minecraft.picked_up.stone_pickaxe: #7, 6(6%)
minecraft.dropped.netherite_pickaxe: #7, 8(5%)
minecraft.custom.inspect_hopper: #7, 3554(5%)
minecraft.picked_up.pink_bed: #6, 4(1%)
minecraft.mined.tube_coral_fan: #6, 5(1%)
minecraft.picked_up.glowstone: #7, 418(5%)
minecraft.crafted.red_sandstone_wall: #6, 6(2%)
minecraft.crafted.ender_pearl: #6, 8(2%)
minecraft.picked_up.acacia_wood: #7, 84(6%)
minecraft.dropped.glow_lichen: #6, 45(1%)
minecraft.picked_up.black_dye: #7, 81(4%)
minecraft.crafted.oxidized_copper_grate: #7, 56(7%)
minecraft.used.dropper: #7, 341(4%)
minecraft.dropped.deepslate_gold_ore: #6, 9(1%)
minecraft.mined.waxed_oxidized_chiseled_copper: #6, 2(1%)
minecraft.used.bamboo_sign: #7, 201(5%)
minecraft.dropped.orange_stained_glass: #6, 3(2%)
minecraft.dropped.lever: #7, 75(5%)
minecraft.picked_up.netherite_axe: #7, 16(5%)
minecraft.picked_up.blackstone_wall: #6, 3(1%)
minecraft.killed.zombified_piglin: #6, 8547(0%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #6, 2(1%)
minecraft.mined.player_wall_head: #7, 29(5%)
minecraft.mined.coal_block: #6, 7(1%)
minecraft.picked_up.black_candle: #6, 1(1%)
minecraft.mined.pink_stained_glass_pane: #6, 1(1%)
minecraft.dropped.brown_candle: #6, 1(1%)
minecraft.dropped.bamboo_door: #6, 1(1%)
minecraft.mined.bamboo_mosaic_slab: #6, 1(1%)
minecraft.dropped.tinted_glass: #6, 2(1%)
minecraft.picked_up.exposed_copper: #6, 147(0%)
minecraft.picked_up.white_banner: #7, 137(4%)
minecraft.used.cherry_fence_gate: #6, 1(1%)
minecraft.used.honeycomb_block: #6, 41(0%)
minecraft.dropped.pearlescent_froglight: #6, 16(0%)
minecraft.dropped.orange_concrete: #6, 2(0%)
minecraft.used.polished_deepslate_wall: #7, 425(5%)
minecraft.dropped.gold_ingot: #7, 424(4%)
minecraft.used.cake: #7, 6(6%)
minecraft.used.exposed_copper: #6, 39(0%)
minecraft.crafted.dark_oak_sign: #7, 51(5%)
minecraft.dropped.diamond_ore: #7, 1(14%)
minecraft.crafted.redstone_lamp: #7, 128(5%)
minecraft.mined.grass_block: #7, 64824(4%)
minecraft.used.enchanted_book: #7, 104(4%)
minecraft.crafted.composter: #7, 296(4%)
minecraft.picked_up.emerald_block: #7, 474(4%)
minecraft.dropped.golden_boots: #7, 20(4%)
minecraft.crafted.armor_stand: #7, 329(4%)
minecraft.custom.traded_with_villager: #7, 18514(4%)
minecraft.dropped.wheat_seeds: #7, 6556(3%)
minecraft.picked_up.smithing_table: #7, 22(4%)
minecraft.dropped.lapis_lazuli: #7, 184(4%)
minecraft.dropped.fishing_rod: #7, 17(4%)
minecraft.crafted.bone_block: #7, 2256(4%)
minecraft.mined.tnt: #7, 101(4%)
minecraft.picked_up.tripwire_hook: #7, 24(4%)
minecraft.dropped.smooth_basalt: #7, 31(5%)
minecraft.used.bamboo_pressure_plate: #7, 9(9%)
minecraft.picked_up.cherry_planks: #7, 66(5%)
minecraft.crafted.melon_seeds: #7, 79(5%)
minecraft.used.oxidized_copper_trapdoor: #7, 219(4%)
minecraft.used.light_gray_shulker_box: #7, 192(4%)
minecraft.crafted.spruce_fence_gate: #7, 223(4%)
minecraft.custom.minecart_one_cm: #7, 4418576(3%)
minecraft.used.packed_mud: #7, 4366(3%)
minecraft.used.jungle_planks: #7, 648(4%)
minecraft.crafted.glass: #8, 12592(7%)
minecraft.used.golden_carrot: #8, 4079(5%)
minecraft.picked_up.chainmail_helmet: #7, 4(4%)
minecraft.mined.poppy: #7, 226(3%)
minecraft.custom.damage_absorbed: #7, 1171(5%)
minecraft.crafted.magenta_bed: #7, 1(11%)
minecraft.picked_up.warped_fence: #7, 34(5%)
minecraft.mined.smithing_table: #7, 16(3%)
minecraft.crafted.oak_fence_gate: #7, 35(3%)
minecraft.crafted.tripwire_hook: #7, 78(3%)
minecraft.used.jungle_slab: #7, 237(3%)
minecraft.crafted.name_tag: #7, 65(4%)
minecraft.mined.cobbled_deepslate_stairs: #7, 34(3%)
minecraft.crafted.cobblestone_slab: #7, 470(3%)
minecraft.used.brain_coral_block: #7, 63(5%)
minecraft.picked_up.milk_bucket: #7, 8(4%)
minecraft.used.lime_terracotta: #7, 415(5%)
minecraft.mined.kelp_plant: #7, 201(3%)
minecraft.custom.aviate_one_cm: #8, 711179203(4%)
minecraft.picked_up.warped_sign: #7, 12(6%)
minecraft.dropped.pink_petals: #7, 127(4%)
minecraft.picked_up.gold_ingot: #7, 789(3%)
minecraft.crafted.lever: #8, 473(6%)
minecraft.crafted.smooth_sandstone: #7, 320(4%)
minecraft.killed_by.piglin: #7, 2(6%)
minecraft.used.pufferfish_bucket: #7, 7(4%)
minecraft.crafted.waxed_weathered_cut_copper: #7, 40(5%)
minecraft.used.golden_apple: #7, 22(4%)
minecraft.used.bamboo_raft: #7, 10(4%)
minecraft.used.tall_dry_grass: #7, 15(5%)
minecraft.crafted.spyglass: #7, 3(4%)
minecraft.used.gold_ore: #7, 36(3%)
minecraft.dropped.acacia_planks: #7, 26(4%)
minecraft.dropped.red_shulker_box: #7, 3(4%)
minecraft.dropped.crossbow: #7, 38(2%)
minecraft.picked_up.gray_stained_glass_pane: #7, 16(4%)
minecraft.used.apple: #7, 25(3%)
minecraft.used.spyglass: #7, 125(2%)
minecraft.crafted.blaze_powder: #7, 386(2%)
minecraft.mined.waxed_oxidized_copper_door: #7, 3(7%)
minecraft.mined.light_blue_bed: #7, 12(3%)
minecraft.crafted.waxed_oxidized_cut_copper: #7, 64(4%)
minecraft.custom.walk_under_water_one_cm: #9, 14896644(5%)
minecraft.used.melon_seeds: #8, 94(6%)
minecraft.picked_up.light_blue_bed: #7, 12(3%)
minecraft.used.ice: #7, 552(2%)
minecraft.used.smooth_sandstone_slab: #7, 185(3%)
minecraft.used.cherry_wood: #7, 25(3%)
minecraft.crafted.cobblestone_wall: #7, 54(2%)
minecraft.mined.short_grass: #8, 6525(5%)
minecraft.used.light_blue_bed: #7, 13(3%)
minecraft.dropped.jungle_leaves: #7, 21(3%)
minecraft.crafted.waxed_exposed_copper: #7, 48(5%)
minecraft.dropped.iron_trapdoor: #7, 7(4%)
minecraft.dropped.redstone_torch: #7, 20(2%)
minecraft.crafted.light_gray_carpet: #7, 273(2%)
minecraft.dropped.pufferfish: #7, 10(2%)
minecraft.used.horn_coral_block: #7, 28(3%)
minecraft.used.waxed_weathered_cut_copper_slab: #7, 53(4%)
minecraft.picked_up.jungle_sapling: #7, 194(2%)
minecraft.picked_up.bone_block: #7, 1134(2%)
minecraft.mined.grindstone: #8, 39(6%)
minecraft.used.green_stained_glass: #7, 117(2%)
minecraft.crafted.brown_banner: #7, 21(3%)
minecraft.picked_up.glowstone_dust: #7, 259(2%)
minecraft.crafted.gray_bed: #7, 4(3%)
minecraft.picked_up.copper_door: #7, 5(3%)
minecraft.mined.smooth_quartz: #7, 192(2%)
minecraft.picked_up.oak_slab: #8, 238(6%)
minecraft.picked_up.stripped_acacia_wood: #7, 18(2%)
minecraft.mined.pointed_dripstone: #8, 378(5%)
minecraft.mined.weathered_chiseled_copper: #7, 1(5%)
minecraft.crafted.black_terracotta: #7, 444(2%)
minecraft.dropped.birch_trapdoor: #7, 4(4%)
minecraft.picked_up.cake: #7, 3(4%)
minecraft.used.oak_sign: #8, 130(5%)
minecraft.crafted.yellow_banner: #7, 12(3%)
minecraft.used.oxidized_cut_copper_stairs: #7, 83(2%)
minecraft.used.granite_slab: #7, 103(2%)
minecraft.custom.inspect_dispenser: #8, 1456(5%)
minecraft.picked_up.lightning_rod: #8, 136(6%)
minecraft.dropped.jungle_trapdoor: #7, 6(3%)
minecraft.dropped.twisting_vines: #7, 2(5%)
minecraft.dropped.red_terracotta: #7, 29(2%)
minecraft.used.grindstone: #8, 132(5%)
minecraft.picked_up.gilded_blackstone: #7, 27(3%)
minecraft.mined.pale_oak_fence: #7, 8(3%)
minecraft.used.brown_candle: #7, 15(3%)
minecraft.crafted.waxed_oxidized_copper_grate: #7, 11(2%)
minecraft.crafted.light_blue_bed: #7, 2(3%)
minecraft.used.leather_boots: #8, 11(4%)
minecraft.used.warped_hanging_sign: #7, 5(3%)
minecraft.mined.waxed_weathered_copper_grate: #7, 8(2%)
minecraft.dropped.iron_axe: #7, 12(1%)
minecraft.picked_up.oak_fence: #8, 259(5%)
minecraft.picked_up.cyan_harness: #7, 1(4%)
minecraft.dropped.jungle_fence: #7, 7(2%)
minecraft.crafted.gold_nugget: #7, 2030(1%)
minecraft.crafted.yellow_bed: #7, 2(2%)
minecraft.mined.warped_wall_sign: #7, 2(3%)
minecraft.crafted.waxed_copper_trapdoor: #7, 46(2%)
minecraft.custom.interact_with_loom: #8, 119(4%)
minecraft.dropped.jungle_button: #7, 2(4%)
minecraft.mined.vine: #8, 771(5%)
minecraft.mined.pink_carpet: #7, 3(2%)
minecraft.dropped.warped_wart_block: #7, 40(2%)
minecraft.dropped.obsidian: #8, 93(6%)
minecraft.mined.activator_rail: #7, 13(1%)
minecraft.mined.stone_pressure_plate: #7, 24(1%)
minecraft.mined.brown_candle: #7, 3(3%)
minecraft.dropped.orange_shulker_box: #7, 1(3%)
minecraft.mined.exposed_cut_copper: #7, 3(2%)
minecraft.picked_up.exposed_cut_copper: #7, 3(2%)
minecraft.dropped.short_grass: #7, 35(1%)
minecraft.used.sculk_sensor: #7, 14(1%)
minecraft.picked_up.waxed_weathered_copper_grate: #7, 6(2%)
minecraft.mined.light_blue_banner: #7, 1(3%)
minecraft.dropped.cobblestone_stairs: #7, 4(2%)
minecraft.used.deepslate_copper_ore: #7, 32(1%)
minecraft.mined.smooth_quartz_slab: #8, 141(6%)
minecraft.mined.magenta_concrete: #7, 64(1%)
minecraft.mined.warped_wall_hanging_sign: #7, 1(3%)
minecraft.used.diamond_hoe: #8, 32897(5%)
minecraft.used.white_shulker_box: #8, 385(4%)
minecraft.mined.fire_coral: #7, 9(1%)
minecraft.crafted.pink_stained_glass_pane: #7, 48(2%)
minecraft.mined.brain_coral_fan: #7, 7(1%)
minecraft.dropped.chorus_flower: #7, 2(2%)
minecraft.dropped.deepslate_copper_ore: #7, 1(2%)
minecraft.mined.smooth_red_sandstone_slab: #7, 6(2%)
minecraft.mined.horn_coral_fan: #7, 6(1%)
minecraft.used.pink_concrete_powder: #7, 74(1%)
minecraft.used.red_glazed_terracotta: #7, 14(1%)
minecraft.mined.composter: #8, 109(5%)
minecraft.mined.waxed_weathered_cut_copper_slab: #7, 3(1%)
minecraft.used.iron_bars: #8, 1076(5%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #7, 3(1%)
minecraft.crafted.waxed_exposed_cut_copper: #7, 8(2%)
minecraft.killed_by.vex: #7, 1(2%)
minecraft.used.red_sandstone_slab: #7, 19(1%)
minecraft.picked_up.weathered_cut_copper_stairs: #7, 1(2%)
minecraft.mined.weathered_cut_copper_stairs: #7, 1(2%)
minecraft.used.waxed_oxidized_chiseled_copper: #7, 14(1%)
minecraft.used.sugar: #7, 1(2%)
minecraft.used.waxed_cut_copper_slab: #7, 5(1%)
minecraft.dropped.melon: #7, 53(1%)
minecraft.crafted.cherry_fence_gate: #7, 2(1%)
minecraft.mined.lime_carpet: #7, 5(1%)
minecraft.crafted.pale_oak_fence_gate: #7, 7(1%)
minecraft.crafted.crossbow: #7, 1(1%)
minecraft.killed.frog: #7, 1(1%)
minecraft.dropped.fire_coral_fan: #7, 1(1%)
minecraft.dropped.warped_planks: #7, 6(1%)
minecraft.picked_up.smooth_red_sandstone: #7, 13(1%)
minecraft.dropped.sandstone_wall: #7, 1(1%)
minecraft.mined.red_sandstone_slab: #7, 4(1%)
minecraft.mined.smooth_red_sandstone: #7, 10(1%)
minecraft.crafted.pink_carpet: #7, 15(0%)
minecraft.dropped.amethyst_shard: #7, 12(0%)
minecraft.used.oak_slab: #8, 365(4%)
minecraft.picked_up.leather_chestplate: #8, 22(3%)
minecraft.mined.cut_copper_stairs: #7, 2(1%)
minecraft.dropped.stripped_birch_log: #7, 1(1%)
minecraft.crafted.black_stained_glass_pane: #8, 560(5%)
minecraft.dropped.green_stained_glass_pane: #7, 1(1%)
minecraft.picked_up.cut_copper_stairs: #7, 2(1%)
minecraft.picked_up.bamboo_mosaic_slab: #7, 1(1%)
minecraft.crafted.packed_mud: #8, 4645(4%)
minecraft.used.cut_red_sandstone: #7, 20(0%)
minecraft.crafted.lime_bed: #7, 2(0%)
minecraft.dropped.mud_brick_slab: #7, 1(0%)
minecraft.picked_up.lime_carpet: #7, 5(0%)
minecraft.picked_up.oak_sign: #8, 72(4%)
minecraft.dropped.spruce_slab: #8, 84(5%)
minecraft.used.white_candle: #7, 2(0%)
minecraft.picked_up.prismarine_brick_stairs: #7, 1(0%)
minecraft.crafted.dropper: #8, 395(4%)
minecraft.mined.white_wool: #8, 142(4%)
minecraft.dropped.dirt: #8, 4819(4%)
minecraft.used.chipped_anvil: #8, 12(4%)
minecraft.mined.magma_block: #8, 1560(4%)
minecraft.picked_up.deepslate_gold_ore: #8, 390(4%)
minecraft.picked_up.chain: #8, 234(4%)
minecraft.picked_up.cherry_log: #8, 1242(4%)
minecraft.used.jungle_leaves: #8, 433(5%)
minecraft.picked_up.tuff_slab: #8, 72(4%)
minecraft.used.copper_trapdoor: #8, 577(4%)
minecraft.used.cobbled_deepslate_slab: #8, 794(5%)
minecraft.crafted.iron_ingot: #8, 30635(4%)
minecraft.used.mud: #8, 3592(4%)
minecraft.used.ladder: #8, 447(4%)
minecraft.dropped.chain: #8, 65(5%)
minecraft.used.stone_slab: #8, 2662(4%)
minecraft.crafted.flower_pot: #8, 136(4%)
minecraft.picked_up.dark_oak_door: #8, 8(5%)
minecraft.crafted.spruce_sign: #8, 255(4%)
minecraft.mined.bamboo_fence_gate: #8, 15(6%)
minecraft.picked_up.gold_ore: #8, 69(4%)
minecraft.mined.lilac: #8, 35(4%)
minecraft.used.brown_concrete_powder: #8, 305(4%)
minecraft.mined.cyan_terracotta: #8, 302(4%)
minecraft.crafted.acacia_sign: #8, 36(4%)
minecraft.crafted.comparator: #8, 216(3%)
minecraft.crafted.stone_button: #8, 288(3%)
minecraft.dropped.tuff: #8, 707(3%)
minecraft.mined.spruce_sign: #8, 5(4%)
minecraft.crafted.brown_wool: #8, 118(4%)
minecraft.crafted.lightning_rod: #8, 228(3%)
minecraft.dropped.stick: #8, 2175(3%)
minecraft.picked_up.mud_brick_wall: #8, 53(4%)
minecraft.dropped.spruce_sapling: #8, 76(3%)
minecraft.picked_up.light_gray_shulker_box: #8, 134(3%)
minecraft.dropped.calcite: #8, 56(4%)
minecraft.custom.fish_caught: #8, 592(3%)
minecraft.mined.smooth_quartz_stairs: #8, 59(3%)
minecraft.mined.light_gray_shulker_box: #8, 129(3%)
minecraft.used.deepslate_gold_ore: #8, 193(3%)
minecraft.crafted.red_terracotta: #8, 392(4%)
minecraft.mined.deepslate_gold_ore: #8, 657(3%)
minecraft.crafted.redstone_torch: #8, 1626(3%)
minecraft.mined.oak_button: #8, 7(3%)
minecraft.crafted.cherry_sign: #8, 6(5%)
minecraft.dropped.moss_block: #8, 827(2%)
minecraft.crafted.mud_bricks: #8, 776(3%)
minecraft.mined.white_carpet: #8, 59(3%)
minecraft.crafted.chiseled_tuff_bricks: #8, 23(3%)
minecraft.mined.cherry_sapling: #8, 7(4%)
minecraft.picked_up.mud: #8, 4483(2%)
minecraft.crafted.orange_wool: #8, 86(3%)
minecraft.mined.white_concrete_powder: #8, 54(3%)
minecraft.dropped.dark_oak_planks: #8, 40(2%)
minecraft.mined.smooth_sandstone_slab: #8, 24(3%)
minecraft.picked_up.deepslate_copper_ore: #8, 89(3%)
