stat, rank, value, (percentage) 
minecraft.broken.stone_axe: #8, 3(4%)
minecraft.picked_up.stone_slab: #9, 867(6%)
minecraft.mined.tall_dry_grass: #8, 23(4%)
minecraft.picked_up.light_gray_stained_glass_pane: #8, 32(3%)
minecraft.picked_up.totem_of_undying: #8, 16(2%)
minecraft.crafted.warped_hyphae: #8, 84(4%)
minecraft.mined.exposed_copper_trapdoor: #8, 37(3%)
minecraft.picked_up.deepslate_iron_ore: #8, 163(2%)
minecraft.crafted.smooth_stone_slab: #8, 714(2%)
minecraft.used.brown_concrete: #8, 44(4%)
minecraft.used.cooked_cod: #8, 112(2%)
minecraft.picked_up.exposed_copper_trapdoor: #8, 36(3%)
minecraft.custom.boat_one_cm: #9, 6133496(6%)
minecraft.crafted.hopper_minecart: #8, 20(2%)
minecraft.dropped.scaffolding: #9, 612(6%)
minecraft.used.book: #8, 49(2%)
minecraft.picked_up.tall_dry_grass: #8, 21(3%)
minecraft.mined.nether_wart_block: #8, 483(2%)
minecraft.used.sweet_berries: #8, 305(2%)
minecraft.dropped.sculk_vein: #8, 10(3%)
minecraft.mined.stripped_acacia_wood: #8, 21(3%)
minecraft.used.cobbled_deepslate_stairs: #8, 131(2%)
minecraft.used.granite_stairs: #8, 17(3%)
minecraft.used.mud_brick_wall: #8, 239(2%)
minecraft.picked_up.raw_gold: #8, 716(2%)
minecraft.used.lapis_ore: #8, 25(2%)
minecraft.picked_up.white_shulker_box: #9, 387(5%)
minecraft.picked_up.orange_stained_glass_pane: #8, 19(3%)
minecraft.used.spruce_hanging_sign: #8, 9(2%)
minecraft.picked_up.dark_oak_fence_gate: #8, 12(2%)
minecraft.crafted.acacia_slab: #8, 132(2%)
minecraft.used.flowering_azalea_leaves: #8, 200(2%)
minecraft.mined.red_sandstone: #8, 17(2%)
minecraft.used.cyan_concrete: #8, 68(2%)
minecraft.crafted.acacia_pressure_plate: #8, 4(3%)
minecraft.used.deepslate_lapis_ore: #8, 32(2%)
minecraft.dropped.white_wool: #8, 84(1%)
minecraft.dropped.glass_bottle: #8, 286(1%)
minecraft.used.redstone_ore: #8, 25(2%)
minecraft.dropped.lime_shulker_box: #8, 1(3%)
minecraft.crafted.gray_shulker_box: #8, 6(1%)
minecraft.crafted.pink_wool: #8, 31(2%)
minecraft.mined.lily_of_the_valley: #8, 15(2%)
minecraft.crafted.bamboo_raft: #8, 6(2%)
minecraft.used.exposed_copper_trapdoor: #8, 11(2%)
minecraft.picked_up.bubble_coral_block: #8, 45(2%)
minecraft.used.cooked_porkchop: #8, 195(1%)
minecraft.mined.packed_mud: #8, 514(1%)
minecraft.crafted.diorite_slab: #8, 42(2%)
minecraft.used.stripped_acacia_wood: #8, 14(2%)
minecraft.dropped.tuff_slab: #8, 8(2%)
minecraft.picked_up.cornflower: #8, 162(1%)
minecraft.dropped.dead_bush: #8, 22(2%)
minecraft.picked_up.brain_coral_block: #8, 63(2%)
minecraft.crafted.yellow_wool: #8, 85(1%)
minecraft.used.gray_concrete: #8, 595(1%)
minecraft.mined.tube_coral_block: #8, 62(1%)
minecraft.picked_up.stone_pressure_plate: #8, 24(1%)
minecraft.crafted.spruce_slab: #9, 3174(5%)
minecraft.dropped.jukebox: #8, 1(3%)
minecraft.mined.brain_coral_block: #8, 67(2%)
minecraft.used.pink_banner: #8, 3(1%)
minecraft.picked_up.red_sandstone: #8, 17(1%)
minecraft.picked_up.pink_carpet: #8, 5(2%)
minecraft.dropped.flow_pottery_sherd: #8, 1(2%)
minecraft.dropped.bamboo: #8, 507(1%)
minecraft.dropped.polished_deepslate_slab: #8, 11(2%)
minecraft.dropped.mangrove_planks: #8, 8(1%)
minecraft.used.trident: #8, 220(1%)
minecraft.mined.bubble_coral_block: #8, 35(2%)
minecraft.used.cookie: #8, 22(1%)
minecraft.crafted.cooked_porkchop: #8, 18(1%)
minecraft.crafted.nether_brick: #8, 128(1%)
minecraft.crafted.black_carpet: #8, 123(1%)
minecraft.dropped.light_blue_concrete_powder: #8, 1(2%)
minecraft.mined.acacia_stairs: #8, 5(1%)
minecraft.mined.brain_coral: #8, 7(1%)
minecraft.used.waxed_copper_grate: #8, 45(1%)
minecraft.used.oak_sapling: #8, 278(1%)
minecraft.picked_up.smooth_red_sandstone_slab: #8, 7(2%)
minecraft.picked_up.acacia_pressure_plate: #8, 1(2%)
minecraft.dropped.deepslate_iron_ore: #8, 6(1%)
minecraft.picked_up.bamboo_fence_gate: #8, 14(1%)
minecraft.dropped.light_blue_shulker_box: #8, 1(2%)
minecraft.crafted.dark_prismarine_stairs: #8, 4(2%)
minecraft.mined.chiseled_sandstone: #8, 4(1%)
minecraft.dropped.pumpkin: #8, 209(1%)
minecraft.picked_up.gray_bed: #8, 6(1%)
minecraft.mined.gray_bed: #8, 6(1%)
minecraft.used.light_gray_banner: #8, 4(1%)
minecraft.dropped.polished_tuff_stairs: #8, 2(1%)
minecraft.dropped.leather_boots: #9, 22(4%)
minecraft.used.item_frame: #9, 402(4%)
minecraft.dropped.crying_obsidian: #8, 12(1%)
minecraft.picked_up.tube_coral_fan: #8, 13(1%)
minecraft.mined.acacia_button: #8, 1(1%)
minecraft.mined.red_nether_brick_wall: #8, 1(1%)
minecraft.picked_up.horn_coral_fan: #8, 16(1%)
minecraft.picked_up.polished_diorite_slab: #8, 3(1%)
minecraft.picked_up.chiseled_sandstone: #8, 4(1%)
minecraft.crafted.spruce_hanging_sign: #9, 30(6%)
minecraft.used.yellow_glazed_terracotta: #8, 35(1%)
minecraft.mined.brain_coral_wall_fan: #8, 12(0%)
minecraft.used.dark_oak_button: #8, 15(1%)
minecraft.used.smooth_red_sandstone: #8, 37(1%)
minecraft.mined.pink_bed: #8, 3(1%)
minecraft.used.pink_bed: #8, 3(1%)
minecraft.dropped.light_gray_concrete: #8, 3(1%)
minecraft.used.waxed_weathered_chiseled_copper: #8, 9(1%)
minecraft.picked_up.pale_oak_fence: #8, 6(1%)
minecraft.mined.acacia_log: #9, 1859(4%)
minecraft.dropped.brown_carpet: #8, 1(1%)
minecraft.used.pale_oak_button: #8, 6(0%)
minecraft.dropped.stone_brick_slab: #8, 4(0%)
minecraft.used.cherry_slab: #8, 4(0%)
minecraft.picked_up.bamboo_sign: #9, 73(4%)
minecraft.used.pink_stained_glass_pane: #8, 9(0%)
minecraft.mined.bamboo_button: #8, 4(0%)
minecraft.dropped.gray_concrete: #8, 5(0%)
minecraft.used.pale_oak_fence_gate: #8, 2(0%)
minecraft.used.lime_carpet: #8, 14(0%)
minecraft.dropped.cracked_polished_blackstone_bricks: #8, 1(0%)
minecraft.mined.honeycomb_block: #8, 3(0%)
minecraft.used.white_wool: #9, 759(4%)
minecraft.used.dead_fire_coral_block: #8, 1(0%)
minecraft.dropped.water_bucket: #9, 19(4%)
minecraft.picked_up.magenta_concrete_powder: #8, 4(0%)
minecraft.used.prismarine_brick_stairs: #8, 3(0%)
minecraft.mined.cut_red_sandstone: #8, 1(0%)
minecraft.dropped.light_blue_stained_glass: #8, 1(0%)
minecraft.crafted.cauldron: #9, 77(4%)
minecraft.picked_up.golden_leggings: #9, 15(4%)
minecraft.mined.oak_trapdoor: #9, 71(4%)
minecraft.crafted.hopper: #9, 1122(4%)
minecraft.mined.lever: #9, 107(4%)
minecraft.crafted.chest: #9, 2609(4%)
minecraft.dropped.golden_leggings: #9, 10(4%)
minecraft.mined.stone_stairs: #9, 66(4%)
minecraft.picked_up.stone_stairs: #9, 94(4%)
minecraft.mined.redstone_torch: #9, 73(4%)
minecraft.mined.lantern: #9, 56(4%)
minecraft.crafted.dark_oak_planks: #9, 5664(4%)
minecraft.mined.smooth_basalt: #9, 367(4%)
minecraft.mined.mud: #9, 8691(3%)
minecraft.mined.pink_petals: #9, 263(4%)
minecraft.custom.climb_one_cm: #10, 4070502(5%)
minecraft.used.composter: #9, 263(3%)
minecraft.mined.jungle_slab: #9, 47(4%)
minecraft.custom.jump: #10, 485297(4%)
minecraft.crafted.item_frame: #9, 371(3%)
minecraft.mined.cornflower: #9, 61(3%)
minecraft.used.magma_block: #9, 919(3%)
minecraft.crafted.copper_trapdoor: #9, 596(4%)
minecraft.crafted.shulker_box: #9, 375(3%)
minecraft.picked_up.mangrove_leaves: #9, 3638(3%)
minecraft.dropped.chainmail_helmet: #9, 4(5%)
minecraft.picked_up.netherite_shovel: #9, 12(4%)
minecraft.dropped.observer: #9, 39(4%)
minecraft.mined.pale_oak_log: #9, 1467(4%)
minecraft.used.polished_deepslate_slab: #9, 579(4%)
minecraft.custom.open_shulker_box: #10, 42725(4%)
minecraft.mined.mangrove_leaves: #9, 5253(3%)
minecraft.picked_up.crossbow: #9, 38(3%)
minecraft.mined.granite_stairs: #9, 5(5%)
minecraft.crafted.repeater: #9, 302(3%)
minecraft.used.experience_bottle: #9, 468(3%)
minecraft.picked_up.pale_oak_log: #9, 1296(3%)
minecraft.crafted.jukebox: #9, 8(3%)
minecraft.mined.dropper: #9, 49(3%)
minecraft.mined.deepslate: #9, 20389(3%)
minecraft.mined.red_wool: #9, 62(3%)
minecraft.crafted.green_banner: #9, 12(4%)
minecraft.crafted.anvil: #9, 135(3%)
minecraft.used.mace: #9, 430(2%)
minecraft.used.calcite: #9, 439(3%)
minecraft.used.spruce_fence_gate: #9, 150(3%)
minecraft.picked_up.polished_deepslate_slab: #9, 110(3%)
minecraft.mined.dragon_wall_head: #9, 5(3%)
minecraft.used.anvil: #9, 105(2%)
minecraft.mined.polished_basalt: #9, 39(3%)
minecraft.mined.green_stained_glass_pane: #9, 15(4%)
minecraft.crafted.orange_shulker_box: #9, 10(3%)
minecraft.used.gray_carpet: #9, 293(3%)
minecraft.used.sugar_cane: #9, 304(2%)
minecraft.picked_up.smooth_quartz_stairs: #9, 54(3%)
minecraft.used.waxed_oxidized_cut_copper_slab: #9, 113(4%)
minecraft.used.netherite_shovel: #9, 69219(4%)
minecraft.mined.stripped_jungle_log: #9, 106(3%)
minecraft.dropped.magma_block: #9, 33(3%)
minecraft.crafted.redstone: #9, 6845(2%)
minecraft.killed.iron_golem: #9, 11(3%)
minecraft.picked_up.netherite_sword: #9, 8(2%)
minecraft.crafted.oxidized_chiseled_copper: #9, 16(4%)
minecraft.crafted.leather_helmet: #9, 6(3%)
minecraft.mined.red_sand: #9, 3421(2%)
minecraft.crafted.gray_terracotta: #9, 240(3%)
minecraft.crafted.fishing_rod: #9, 9(2%)
minecraft.dropped.cocoa_beans: #9, 23(2%)
minecraft.dropped.dandelion: #9, 85(2%)
minecraft.mined.jungle_planks: #9, 64(2%)
minecraft.mined.gray_concrete: #9, 725(2%)
minecraft.mined.light_gray_stained_glass: #9, 38(2%)
minecraft.crafted.pale_oak_sign: #9, 36(3%)
minecraft.picked_up.honeycomb: #9, 856(2%)
minecraft.crafted.acacia_fence_gate: #9, 21(2%)
minecraft.dropped.leather: #9, 123(2%)
minecraft.mined.sandstone: #9, 2337(2%)
minecraft.picked_up.cactus: #9, 724(2%)
minecraft.mined.white_shulker_box: #10, 365(5%)
minecraft.used.cobblestone_slab: #9, 416(2%)
minecraft.dropped.rabbit_hide: #9, 3(3%)
minecraft.crafted.acacia_stairs: #9, 52(2%)
minecraft.dropped.yellow_shulker_box: #9, 1(4%)
minecraft.used.smooth_basalt: #9, 332(2%)
minecraft.dropped.shroomlight: #9, 4(3%)
minecraft.used.birch_slab: #9, 145(2%)
minecraft.used.cobweb: #9, 85(2%)
minecraft.crafted.cherry_wood: #9, 24(2%)
minecraft.used.brown_wool: #9, 59(2%)
minecraft.dropped.anvil: #9, 3(2%)
minecraft.picked_up.rose_bush: #10, 498(5%)
minecraft.dropped.chest: #9, 82(1%)
minecraft.picked_up.smooth_sandstone_slab: #9, 32(2%)
minecraft.picked_up.nether_wart_block: #9, 346(2%)
minecraft.used.netherite_boots: #9, 8(2%)
minecraft.used.orange_banner: #9, 6(2%)
minecraft.picked_up.packed_mud: #9, 712(1%)
minecraft.used.green_concrete: #9, 89(2%)
minecraft.mined.granite_slab: #9, 5(2%)
minecraft.dropped.tropical_fish: #9, 5(2%)
minecraft.mined.red_glazed_terracotta: #9, 6(2%)
minecraft.used.pale_oak_sign: #9, 17(2%)
minecraft.used.water_bucket: #10, 2916(5%)
minecraft.picked_up.brown_concrete_powder: #9, 70(2%)
minecraft.used.spore_blossom: #9, 5(2%)
minecraft.killed.creeper: #9, 211(1%)
minecraft.mined.creaking_heart: #9, 9(2%)
minecraft.dropped.torch: #10, 439(5%)
minecraft.dropped.cooked_mutton: #9, 10(2%)
minecraft.mined.exposed_copper_grate: #9, 3(2%)
minecraft.used.light_blue_banner: #9, 2(2%)
minecraft.used.yellow_carpet: #9, 52(1%)
minecraft.picked_up.tube_coral_block: #9, 61(2%)
minecraft.mined.fire_coral_fan: #9, 6(1%)
minecraft.dropped.dark_oak_slab: #9, 16(2%)
minecraft.crafted.nether_brick_fence: #9, 24(2%)
minecraft.used.acacia_sapling: #9, 214(1%)
minecraft.crafted.red_wool: #9, 76(1%)
minecraft.picked_up.obsidian: #10, 1101(5%)
minecraft.crafted.light_gray_stained_glass: #9, 376(1%)
minecraft.picked_up.quartz: #10, 3467(5%)
minecraft.used.ancient_debris: #9, 1(2%)
minecraft.picked_up.quartz_pillar: #9, 6(1%)
minecraft.used.blue_concrete_powder: #9, 64(1%)
minecraft.custom.walk_on_water_one_cm: #11, 6074886(4%)
minecraft.mined.mossy_cobblestone_wall: #9, 1(2%)
minecraft.mined.crying_obsidian: #9, 14(1%)
minecraft.mined.tinted_glass: #9, 28(1%)
minecraft.picked_up.ender_eye: #9, 2(1%)
minecraft.used.lime_stained_glass: #9, 98(1%)
minecraft.used.powder_snow_bucket: #9, 32(1%)
minecraft.mined.quartz_pillar: #9, 6(1%)
minecraft.mined.diorite_stairs: #9, 3(2%)
minecraft.picked_up.nether_brick: #9, 45(2%)
minecraft.mined.pink_concrete: #9, 74(1%)
minecraft.used.hanging_roots: #9, 5(1%)
minecraft.picked_up.creaking_heart: #9, 9(1%)
minecraft.dropped.repeater: #9, 13(1%)
minecraft.used.quartz_slab: #9, 94(1%)
minecraft.mined.ice: #9, 1855(1%)
minecraft.used.cyan_candle: #9, 6(1%)
minecraft.picked_up.ice: #9, 1172(1%)
minecraft.crafted.bamboo_mosaic_stairs: #9, 4(2%)
minecraft.crafted.golden_apple: #9, 25(1%)
minecraft.mined.polished_diorite_stairs: #9, 4(1%)
minecraft.mined.warped_fence_gate: #9, 1(1%)
minecraft.picked_up.horn_coral_block: #9, 22(1%)
minecraft.mined.short_dry_grass: #9, 13(1%)
minecraft.used.stone_pressure_plate: #9, 18(1%)
minecraft.picked_up.fire_coral: #9, 6(1%)
minecraft.picked_up.exposed_chiseled_copper: #9, 1(1%)
minecraft.crafted.cherry_fence: #9, 9(1%)
minecraft.dropped.sea_lantern: #9, 1(1%)
minecraft.dropped.smooth_quartz_slab: #9, 3(1%)
minecraft.used.acacia_button: #9, 3(1%)
minecraft.mined.horn_coral_block: #9, 22(1%)
minecraft.used.waxed_exposed_cut_copper_slab: #9, 6(1%)
minecraft.crafted.blue_concrete_powder: #9, 64(1%)
minecraft.mined.exposed_chiseled_copper: #9, 1(1%)
minecraft.picked_up.short_dry_grass: #9, 13(1%)
minecraft.mined.tube_coral_wall_fan: #9, 11(1%)
minecraft.mined.cut_copper_slab: #9, 4(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #9, 35(1%)
minecraft.mined.horn_coral: #9, 6(1%)
minecraft.mined.cyan_carpet: #9, 4(1%)
minecraft.used.nether_wart_block: #9, 25(1%)
minecraft.mined.suspicious_sand: #9, 1(1%)
minecraft.dropped.black_wool: #9, 13(1%)
minecraft.used.light_blue_concrete: #9, 106(1%)
minecraft.used.magenta_concrete_powder: #9, 66(1%)
minecraft.used.gray_bed: #9, 7(1%)
minecraft.picked_up.hanging_roots: #9, 10(1%)
minecraft.crafted.oxidized_copper_bulb: #9, 8(1%)
minecraft.dropped.purpur_pillar: #9, 5(1%)
minecraft.picked_up.brown_candle: #9, 3(1%)
minecraft.mined.waxed_exposed_cut_copper_slab: #9, 1(1%)
minecraft.mined.horn_coral_wall_fan: #9, 12(0%)
minecraft.dropped.bamboo_sign: #9, 6(1%)
minecraft.mined.fire_coral_block: #9, 20(1%)
minecraft.crafted.orange_carpet: #9, 27(1%)
minecraft.dropped.birch_fence: #9, 1(1%)
minecraft.used.magenta_concrete: #9, 21(0%)
minecraft.picked_up.warped_fence_gate: #9, 1(1%)
minecraft.mined.black_wool: #9, 31(0%)
minecraft.dropped.black_banner: #9, 1(1%)
minecraft.picked_up.green_bed: #9, 2(0%)
minecraft.mined.raw_iron_block: #9, 6(0%)
minecraft.picked_up.red_nether_brick_wall: #9, 1(1%)
minecraft.mined.spruce_fence: #10, 181(4%)
minecraft.mined.torchflower: #9, 4(0%)
minecraft.mined.moss_carpet: #10, 355(4%)
minecraft.picked_up.raw_iron_block: #9, 6(0%)
minecraft.used.prismarine_slab: #9, 5(0%)
minecraft.picked_up.honeycomb_block: #9, 19(0%)
minecraft.used.fire_coral: #9, 1(0%)
minecraft.dropped.armadillo_scute: #9, 15(0%)
minecraft.picked_up.red_sandstone_slab: #9, 3(0%)
minecraft.dropped.firework_rocket: #10, 1214(3%)
minecraft.used.pink_candle: #9, 1(0%)
minecraft.mined.blue_carpet: #9, 1(0%)
minecraft.used.spruce_boat: #10, 25(4%)
minecraft.crafted.filled_map: #9, 70(0%)
minecraft.used.bamboo_mosaic_slab: #9, 2(0%)
minecraft.mined.anvil: #10, 38(4%)
minecraft.picked_up.orange_concrete_powder: #9, 11(0%)
minecraft.mined.white_candle: #9, 1(0%)
minecraft.crafted.lime_carpet: #9, 9(0%)
minecraft.used.red_nether_brick_wall: #9, 1(0%)
minecraft.picked_up.blue_carpet: #9, 1(0%)
minecraft.used.waxed_weathered_cut_copper: #9, 3(0%)
minecraft.crafted.blue_carpet: #9, 6(0%)
minecraft.used.purple_carpet: #9, 4(0%)
minecraft.crafted.ladder: #10, 507(4%)
minecraft.used.weathered_copper: #9, 16(0%)
minecraft.crafted.purple_carpet: #9, 3(0%)
minecraft.picked_up.cut_red_sandstone: #9, 1(0%)
minecraft.dropped.yellow_concrete: #9, 2(0%)
minecraft.crafted.emerald: #10, 21163(4%)
minecraft.picked_up.gold_nugget: #10, 2639(4%)
minecraft.mined.stone_slab: #10, 301(4%)
minecraft.dropped.enchanted_book: #10, 29(4%)
minecraft.crafted.iron_door: #10, 15(4%)
minecraft.mined.farmland: #10, 160(4%)
minecraft.picked_up.magma_block: #10, 1385(4%)
minecraft.dropped.string: #10, 556(3%)
minecraft.used.stone_stairs: #10, 268(4%)
minecraft.used.hopper: #10, 1369(3%)
minecraft.crafted.warped_trapdoor: #10, 102(4%)
minecraft.picked_up.netherite_pickaxe: #10, 21(3%)
minecraft.picked_up.enchanted_book: #10, 47(3%)
minecraft.used.dispenser: #10, 170(3%)
minecraft.used.oak_trapdoor: #10, 219(3%)
minecraft.crafted.birch_sign: #10, 48(3%)
minecraft.crafted.netherite_upgrade_smithing_template: #10, 26(4%)
minecraft.used.enchanting_table: #10, 3(4%)
minecraft.used.smithing_table: #10, 135(3%)
minecraft.crafted.netherite_axe: #10, 1(7%)
minecraft.picked_up.iron_trapdoor: #10, 76(3%)
minecraft.mined.gold_ore: #10, 120(3%)
minecraft.used.oak_fence_gate: #10, 32(3%)
minecraft.crafted.paper: #10, 6051(3%)
minecraft.custom.inspect_dropper: #10, 1051(2%)
minecraft.crafted.diamond_hoe: #10, 3(3%)
minecraft.picked_up.redstone_lamp: #10, 48(3%)
minecraft.dropped.item_frame: #10, 17(4%)
minecraft.used.minecart: #10, 86(3%)
minecraft.mined.water_cauldron: #10, 4(4%)
minecraft.killed.pufferfish: #10, 7(4%)
minecraft.dropped.iron_pickaxe: #10, 4(4%)
minecraft.used.splash_potion: #10, 50(3%)
minecraft.picked_up.armor_stand: #10, 128(2%)
minecraft.picked_up.grass_block: #10, 30894(3%)
minecraft.used.pale_oak_stairs: #10, 41(4%)
minecraft.mined.repeater: #10, 128(2%)
minecraft.mined.rose_bush: #10, 36(3%)
minecraft.used.comparator: #10, 269(2%)
minecraft.mined.polished_deepslate_wall: #10, 27(3%)
minecraft.picked_up.cyan_terracotta: #10, 271(3%)
minecraft.picked_up.iron_axe: #10, 12(3%)
minecraft.crafted.dark_oak_trapdoor: #10, 294(2%)
minecraft.picked_up.cod: #10, 378(2%)
minecraft.used.pointed_dripstone: #10, 303(2%)
minecraft.killed.hoglin: #10, 6(3%)
minecraft.crafted.purple_shulker_box: #10, 3(3%)
minecraft.dropped.sunflower: #10, 51(2%)
minecraft.used.muddy_mangrove_roots: #10, 256(3%)
minecraft.picked_up.chiseled_bookshelf: #10, 21(3%)
minecraft.dropped.iron_ore: #10, 54(3%)
minecraft.used.waxed_exposed_copper_bulb: #10, 14(4%)
minecraft.mined.dragon_head: #10, 1(5%)
minecraft.used.brown_dye: #10, 8(3%)
minecraft.killed.rabbit: #10, 5(3%)
minecraft.picked_up.nautilus_shell: #10, 17(2%)
minecraft.mined.powder_snow: #10, 24(3%)
minecraft.dropped.phantom_membrane: #10, 6(3%)
minecraft.dropped.light_gray_terracotta: #10, 17(4%)
minecraft.dropped.pumpkin_seeds: #10, 279(2%)
minecraft.dropped.stone_axe: #10, 2(3%)
minecraft.dropped.stone_button: #10, 20(2%)
minecraft.picked_up.stripped_jungle_log: #10, 103(2%)
minecraft.picked_up.red_sand: #10, 3315(2%)
minecraft.dropped.purple_shulker_box: #10, 1(4%)
minecraft.crafted.acacia_door: #10, 3(4%)
minecraft.picked_up.cooked_salmon: #10, 36(2%)
minecraft.crafted.warped_fence_gate: #10, 16(3%)
minecraft.picked_up.jungle_slab: #10, 44(2%)
minecraft.picked_up.lilac: #10, 133(2%)
minecraft.dropped.waxed_copper_block: #10, 15(2%)
minecraft.crafted.soul_torch: #10, 136(3%)
minecraft.crafted.polished_andesite_slab: #10, 36(3%)
minecraft.dropped.shears: #10, 31(2%)
minecraft.crafted.firework_rocket: #10, 6373(2%)
minecraft.used.warped_fence_gate: #10, 13(3%)
minecraft.crafted.pale_oak_slab: #10, 72(2%)
minecraft.picked_up.light_gray_stained_glass: #10, 31(2%)
minecraft.dropped.birch_planks: #10, 64(2%)
minecraft.used.waxed_copper_block: #10, 52(2%)
minecraft.crafted.mangrove_button: #10, 4(2%)
minecraft.mined.white_tulip: #10, 24(2%)
minecraft.crafted.loom: #10, 29(1%)
minecraft.crafted.red_sandstone: #10, 557(2%)
minecraft.used.polished_basalt: #10, 159(2%)
minecraft.dropped.lectern: #10, 1(3%)
minecraft.mined.infested_deepslate: #10, 4(2%)
minecraft.picked_up.peony: #10, 69(1%)
minecraft.used.brown_carpet: #10, 56(2%)
minecraft.used.green_stained_glass_pane: #10, 47(2%)
minecraft.dropped.acacia_log: #10, 8(2%)
minecraft.mined.polished_andesite_slab: #10, 17(2%)
minecraft.mined.green_concrete: #10, 83(2%)
minecraft.mined.yellow_concrete_powder: #10, 7(2%)
minecraft.mined.brown_carpet: #10, 12(1%)
minecraft.mined.green_concrete_powder: #10, 12(2%)
minecraft.crafted.quartz_stairs: #10, 28(2%)
minecraft.crafted.warped_hanging_sign: #10, 6(3%)
minecraft.used.mud_brick_stairs: #10, 26(2%)
minecraft.used.gray_wool: #10, 292(1%)
minecraft.dropped.spruce_stairs: #10, 12(2%)
minecraft.used.shulker_box: #11, 3071(4%)
minecraft.mined.light_blue_concrete: #10, 233(1%)
minecraft.dropped.cooked_salmon: #10, 10(1%)
minecraft.picked_up.exposed_copper_grate: #10, 3(2%)
minecraft.dropped.soul_soil: #10, 13(1%)
minecraft.crafted.blackstone_slab: #10, 24(2%)
minecraft.crafted.cobblestone_stairs: #10, 64(1%)
minecraft.picked_up.flow_armor_trim_smithing_template: #10, 3(1%)
minecraft.used.purpur_pillar: #10, 5(1%)
minecraft.picked_up.ladder: #11, 404(5%)
minecraft.used.lime_concrete: #10, 65(1%)
minecraft.crafted.brick: #10, 1110(1%)
minecraft.dropped.white_terracotta: #10, 12(1%)
minecraft.dropped.rabbit: #10, 3(1%)
minecraft.picked_up.soul_torch: #10, 8(2%)
minecraft.used.golden_helmet: #10, 1(2%)
minecraft.crafted.yellow_carpet: #10, 75(1%)
minecraft.mined.mossy_cobblestone_stairs: #10, 2(1%)
minecraft.used.acacia_stairs: #10, 25(1%)
minecraft.mined.pale_oak_sapling: #10, 3(1%)
minecraft.used.beehive: #10, 90(1%)
minecraft.used.fire_coral_block: #10, 15(1%)
minecraft.used.cyan_carpet: #10, 13(1%)
minecraft.picked_up.bamboo_block: #10, 427(1%)
minecraft.picked_up.lime_bed: #10, 3(1%)
minecraft.dropped.dispenser: #10, 4(1%)
minecraft.picked_up.brain_coral: #10, 6(1%)
minecraft.crafted.spruce_stairs: #11, 656(5%)
minecraft.picked_up.composter: #11, 125(5%)
minecraft.mined.oxidized_copper: #10, 153(1%)
minecraft.crafted.lime_stained_glass: #10, 128(1%)
minecraft.picked_up.granite_slab: #10, 5(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #10, 2(1%)
minecraft.used.torchflower: #10, 4(1%)
minecraft.used.birch_boat: #10, 2(1%)
minecraft.picked_up.shulker_box: #11, 3053(4%)
minecraft.dropped.glow_ink_sac: #10, 7(1%)
minecraft.picked_up.birch_boat: #10, 2(1%)
minecraft.picked_up.polished_diorite_stairs: #10, 4(1%)
minecraft.used.polished_diorite_stairs: #10, 22(1%)
minecraft.picked_up.red_glazed_terracotta: #10, 3(1%)
minecraft.picked_up.coal_block: #10, 26(1%)
minecraft.mined.cracked_polished_blackstone_bricks: #10, 36(1%)
minecraft.dropped.mossy_stone_brick_slab: #10, 1(1%)
minecraft.mined.shulker_box: #11, 3005(4%)
minecraft.dropped.end_stone_bricks: #10, 4(1%)
minecraft.picked_up.cut_copper_slab: #10, 5(1%)
minecraft.crafted.chest_minecart: #10, 2(1%)
minecraft.mined.bubble_coral: #10, 4(1%)
minecraft.crafted.magenta_concrete_powder: #10, 80(1%)
minecraft.picked_up.fire_coral_fan: #10, 12(0%)
minecraft.dropped.deepslate_lapis_ore: #10, 1(1%)
minecraft.used.amethyst_cluster: #10, 11(0%)
minecraft.mined.fire_coral_wall_fan: #10, 10(0%)
minecraft.mined.tube_coral: #10, 3(0%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #10, 1(1%)
minecraft.mined.green_bed: #10, 2(0%)
minecraft.used.birch_fence_gate: #10, 4(0%)
minecraft.crafted.green_carpet: #10, 39(0%)
minecraft.crafted.cherry_stairs: #10, 4(1%)
minecraft.mined.bubble_coral_fan: #10, 2(0%)
minecraft.used.cherry_fence: #10, 3(0%)
minecraft.picked_up.cyan_concrete_powder: #10, 11(0%)
minecraft.used.pink_concrete: #10, 18(0%)
minecraft.picked_up.powder_snow_bucket: #10, 1(0%)
minecraft.dropped.stripped_jungle_log: #10, 1(0%)
minecraft.dropped.end_stone: #10, 3(0%)
minecraft.crafted.packed_ice: #10, 6(0%)
minecraft.dropped.copper_block: #10, 1(0%)
minecraft.picked_up.sculk_vein: #10, 40(0%)
minecraft.dropped.cobweb: #10, 1(0%)
minecraft.crafted.experience_bottle: #10, 17(0%)
minecraft.used.prismarine_brick_slab: #10, 1(0%)
minecraft.dropped.prismarine: #10, 1(0%)
minecraft.mined.purple_carpet: #10, 1(0%)
minecraft.used.blue_carpet: #10, 1(0%)
minecraft.used.red_sandstone_wall: #10, 2(0%)
minecraft.mined.rail: #11, 1350(4%)
minecraft.picked_up.grindstone: #11, 36(4%)
minecraft.custom.play_record: #11, 44(4%)
minecraft.dropped.diamond_leggings: #11, 5(3%)
minecraft.used.stone: #11, 28901(3%)
