stat, rank, value, (percentage) 
minecraft.picked_up.polished_granite: #6, 98(5%)
minecraft.dropped.jungle_wood: #5, 1(1%)
minecraft.crafted.stone_shovel: #6, 20(4%)
minecraft.crafted.yellow_dye: #6, 1458(4%)
minecraft.picked_up.dark_oak_wood: #6, 28(6%)
minecraft.used.spruce_button: #5, 72(0%)
minecraft.used.weathered_copper: #5, 59(0%)
minecraft.picked_up.dark_oak_fence: #6, 181(4%)
minecraft.picked_up.prismarine_brick_stairs: #5, 3(0%)
minecraft.used.spruce_wood: #6, 498(5%)
minecraft.mined.prismarine_brick_stairs: #5, 3(0%)
minecraft.crafted.white_stained_glass: #6, 2136(5%)
minecraft.crafted.bamboo_trapdoor: #6, 572(5%)
minecraft.dropped.prismarine_shard: #5, 64(0%)
minecraft.used.cooked_salmon: #6, 184(4%)
minecraft.crafted.fire_charge: #5, 21(0%)
minecraft.used.large_amethyst_bud: #5, 1(0%)
minecraft.picked_up.redstone_block: #6, 503(4%)
minecraft.used.experience_bottle: #6, 704(5%)
minecraft.dropped.birch_leaves: #6, 226(5%)
minecraft.picked_up.ominous_trial_key: #6, 55(6%)
minecraft.crafted.bamboo_block: #6, 1628(4%)
minecraft.picked_up.light_gray_stained_glass: #6, 85(5%)
minecraft.killed.vex: #6, 17(6%)
minecraft.used.light_gray_stained_glass: #6, 889(5%)
minecraft.picked_up.glow_item_frame: #6, 136(4%)
minecraft.mined.cyan_concrete: #6, 218(5%)
minecraft.crafted.dark_oak_wood: #6, 618(5%)
minecraft.mined.twisting_vines_plant: #6, 23(6%)
minecraft.crafted.tripwire_hook: #6, 104(4%)
minecraft.dropped.raw_iron: #6, 88(5%)
minecraft.crafted.cyan_dye: #6, 1024(4%)
minecraft.used.sunflower: #6, 99(4%)
minecraft.mined.tuff_slab: #6, 32(5%)
minecraft.crafted.orange_dye: #6, 917(4%)
minecraft.mined.waxed_oxidized_cut_copper: #6, 202(5%)
minecraft.picked_up.acacia_trapdoor: #6, 125(4%)
minecraft.picked_up.smooth_stone_slab: #6, 577(4%)
minecraft.used.turtle_egg: #6, 46(6%)
minecraft.crafted.anvil: #6, 195(4%)
minecraft.picked_up.tipped_arrow: #6, 494(4%)
minecraft.picked_up.oxidized_copper_trapdoor: #6, 261(4%)
minecraft.mined.twisting_vines: #6, 17(6%)
minecraft.mined.gray_stained_glass_pane: #6, 13(7%)
minecraft.dropped.cobbled_deepslate_slab: #6, 70(6%)
minecraft.mined.oak_sign: #6, 9(4%)
minecraft.picked_up.music_disc_creator: #6, 9(6%)
minecraft.mined.jungle_sign: #6, 2(7%)
minecraft.used.magenta_banner: #6, 1(14%)
minecraft.mined.turtle_egg: #6, 58(6%)
minecraft.used.mangrove_planks: #6, 608(4%)
minecraft.used.bell: #6, 13(6%)
minecraft.crafted.red_terracotta: #6, 496(5%)
minecraft.used.muddy_mangrove_roots: #6, 375(4%)
minecraft.crafted.iron_shovel: #6, 18(3%)
minecraft.picked_up.spruce_slab: #7, 1095(7%)
minecraft.mined.light_blue_bed: #6, 19(4%)
minecraft.crafted.enchanted_book: #6, 163(4%)
minecraft.crafted.jungle_wood: #6, 384(6%)
minecraft.dropped.polished_deepslate: #6, 35(5%)
minecraft.picked_up.birch_door: #6, 4(6%)
minecraft.picked_up.sniffer_egg: #6, 8(10%)
minecraft.used.gray_wool: #6, 857(4%)
minecraft.dropped.sand: #6, 1736(3%)
minecraft.used.bamboo_planks: #6, 467(3%)
minecraft.dropped.rabbit_hide: #6, 6(7%)
minecraft.crafted.smooth_sandstone: #6, 384(4%)
minecraft.crafted.dark_oak_stairs: #7, 532(8%)
minecraft.crafted.gray_stained_glass_pane: #6, 320(5%)
minecraft.mined.light_gray_stained_glass: #6, 65(4%)
minecraft.mined.dead_bush: #7, 445(7%)
minecraft.picked_up.pitcher_plant: #6, 59(3%)
minecraft.killed.breeze: #6, 149(4%)
minecraft.broken.stone_pickaxe: #6, 3(5%)
minecraft.picked_up.black_concrete: #7, 1381(7%)
minecraft.crafted.bamboo_fence_gate: #6, 69(5%)
minecraft.dropped.packed_mud: #6, 115(4%)
minecraft.used.light_blue_wool: #6, 295(4%)
minecraft.used.cyan_candle: #6, 26(5%)
minecraft.used.music_disc_5: #6, 1(11%)
minecraft.used.spruce_pressure_plate: #6, 13(4%)
minecraft.dropped.netherite_sword: #6, 3(4%)
minecraft.mined.end_stone: #7, 1061(7%)
minecraft.picked_up.phantom_membrane: #6, 49(3%)
minecraft.used.end_rod: #6, 356(3%)
minecraft.crafted.soul_lantern: #6, 138(4%)
minecraft.picked_up.yellow_bed: #6, 32(3%)
minecraft.dropped.dragon_head: #6, 4(7%)
minecraft.crafted.warped_stairs: #6, 92(4%)
minecraft.used.light_blue_bed: #6, 19(4%)
minecraft.mined.mossy_stone_brick_slab: #6, 5(5%)
minecraft.picked_up.light_blue_stained_glass: #6, 222(3%)
minecraft.picked_up.oak_hanging_sign: #6, 8(4%)
minecraft.killed_by.piglin: #6, 2(6%)
minecraft.crafted.diamond_leggings: #7, 7(6%)
minecraft.dropped.cooked_mutton: #6, 25(4%)
minecraft.mined.mossy_cobblestone_wall: #6, 3(7%)
minecraft.dropped.rabbit_foot: #6, 1(10%)
minecraft.used.deepslate_tile_wall: #6, 136(3%)
minecraft.picked_up.red_banner: #6, 13(4%)
minecraft.crafted.andesite_slab: #6, 164(3%)
minecraft.mined.melon: #7, 1798(6%)
minecraft.crafted.crimson_sign: #6, 18(5%)
minecraft.dropped.terracotta: #7, 134(7%)
minecraft.dropped.red_shulker_box: #6, 3(4%)
minecraft.mined.potted_torchflower: #6, 1(9%)
minecraft.mined.pale_oak_sign: #6, 1(9%)
minecraft.picked_up.quartz: #7, 4409(6%)
minecraft.dropped.sugar_cane: #6, 675(2%)
minecraft.used.hay_block: #7, 138(7%)
minecraft.crafted.brown_dye: #6, 438(3%)
minecraft.picked_up.smooth_stone: #6, 1286(2%)
minecraft.picked_up.end_stone: #7, 1183(6%)
minecraft.mined.pale_oak_leaves: #6, 1719(2%)
minecraft.crafted.mossy_stone_bricks: #6, 575(3%)
minecraft.crafted.shield: #7, 20(6%)
minecraft.mined.stripped_acacia_wood: #6, 24(3%)
minecraft.picked_up.sea_pickle: #7, 689(6%)
minecraft.mined.soul_campfire: #6, 3(5%)
minecraft.dropped.brain_coral: #6, 1(8%)
minecraft.picked_up.diorite_slab: #6, 29(3%)
minecraft.dropped.clock: #6, 2(5%)
minecraft.used.quartz_stairs: #6, 184(2%)
minecraft.mined.yellow_concrete_powder: #6, 12(3%)
minecraft.picked_up.ender_pearl: #7, 14410(4%)
minecraft.picked_up.armadillo_scute: #6, 162(1%)
minecraft.crafted.golden_apple: #6, 86(3%)
minecraft.dropped.chiseled_stone_bricks: #6, 100(4%)
minecraft.crafted.end_stone_bricks: #6, 44(5%)
minecraft.used.elytra: #7, 106(4%)
minecraft.used.stone_sword: #6, 236(2%)
minecraft.picked_up.paper: #7, 525(5%)
minecraft.picked_up.mangrove_propagule: #6, 349(2%)
minecraft.picked_up.twisting_vines: #6, 93(2%)
minecraft.crafted.polished_blackstone: #7, 648(6%)
minecraft.picked_up.resin_clump: #6, 859(2%)
minecraft.crafted.black_dye: #7, 4618(6%)
minecraft.mined.jungle_wall_sign: #6, 6(3%)
minecraft.crafted.mud_brick_stairs: #6, 21(3%)
minecraft.mined.mangrove_fence_gate: #6, 2(6%)
minecraft.picked_up.creaking_heart: #6, 21(3%)
minecraft.used.mangrove_trapdoor: #7, 308(6%)
minecraft.used.polished_deepslate_stairs: #7, 502(7%)
minecraft.picked_up.bamboo_trapdoor: #7, 173(6%)
minecraft.used.snow_block: #6, 3932(2%)
minecraft.mined.mangrove_door: #7, 6(9%)
minecraft.used.lava_bucket: #7, 275(6%)
minecraft.used.mud_brick_stairs: #6, 37(2%)
minecraft.custom.tune_noteblock: #6, 4885(1%)
minecraft.mined.crimson_hyphae: #6, 4(4%)
minecraft.picked_up.orange_shulker_box: #7, 283(5%)
minecraft.used.shield: #7, 321(6%)
minecraft.mined.diamond_block: #6, 48(2%)
minecraft.picked_up.gray_wool: #6, 470(2%)
minecraft.used.mangrove_boat: #6, 2(5%)
minecraft.dropped.turtle_egg: #6, 3(5%)
minecraft.picked_up.purple_banner: #6, 1(6%)
minecraft.dropped.water_bucket: #7, 25(6%)
minecraft.mined.infested_stone: #6, 28(2%)
minecraft.picked_up.light_gray_wool: #7, 348(6%)
minecraft.picked_up.oak_wood: #6, 58(2%)
minecraft.used.dark_prismarine: #7, 586(9%)
minecraft.crafted.pale_oak_fence: #6, 132(2%)
minecraft.mined.blackstone_wall: #6, 2(3%)
minecraft.mined.lever: #7, 147(5%)
minecraft.used.acacia_trapdoor: #7, 555(7%)
minecraft.mined.polished_blackstone_brick_slab: #6, 13(4%)
minecraft.mined.attached_pumpkin_stem: #7, 19(6%)
minecraft.used.orange_terracotta: #7, 1148(6%)
minecraft.picked_up.bamboo_sign: #7, 91(5%)
minecraft.crafted.jungle_fence: #7, 276(6%)
minecraft.dropped.cobbled_deepslate: #6, 1599(1%)
minecraft.mined.warped_hyphae: #6, 4(4%)
minecraft.used.waxed_weathered_copper_bulb: #6, 15(2%)
minecraft.picked_up.leather_leggings: #7, 21(4%)
minecraft.mined.orange_shulker_box: #7, 280(5%)
minecraft.crafted.end_stone_brick_stairs: #6, 4(4%)
minecraft.picked_up.lime_stained_glass_pane: #6, 18(2%)
minecraft.used.oxidized_cut_copper: #6, 120(2%)
minecraft.crafted.diamond_chestplate: #7, 5(5%)
minecraft.dropped.cake: #6, 1(4%)
minecraft.mined.yellow_wool: #6, 220(1%)
minecraft.crafted.mossy_cobblestone: #7, 929(6%)
minecraft.picked_up.melon: #7, 1781(5%)
minecraft.used.bamboo_stairs: #6, 39(1%)
minecraft.crafted.brown_stained_glass: #6, 192(2%)
minecraft.used.ender_pearl: #7, 516(4%)
minecraft.dropped.azalea_leaves: #6, 80(1%)
minecraft.picked_up.blue_banner: #6, 1(4%)
minecraft.used.black_wool: #6, 393(1%)
minecraft.used.pale_oak_fence: #6, 91(2%)
minecraft.picked_up.crimson_hyphae: #6, 4(2%)
minecraft.picked_up.brick: #7, 1070(5%)
minecraft.picked_up.dried_ghast: #6, 13(2%)
minecraft.used.cherry_fence: #6, 13(2%)
minecraft.mined.soul_torch: #6, 1(3%)
minecraft.used.soul_torch: #6, 6(3%)
minecraft.crafted.pale_oak_trapdoor: #7, 228(6%)
minecraft.used.blue_stained_glass: #6, 58(2%)
minecraft.dropped.crimson_planks: #6, 4(2%)
minecraft.dropped.warped_fungus: #6, 5(2%)
minecraft.picked_up.painting: #7, 230(5%)
minecraft.dropped.armor_stand: #7, 21(6%)
minecraft.mined.light_blue_glazed_terracotta: #6, 2(3%)
minecraft.mined.gray_wall_banner: #6, 1(3%)
minecraft.dropped.chorus_flower: #6, 2(2%)
minecraft.mined.bell: #7, 13(7%)
minecraft.mined.polished_deepslate_stairs: #7, 89(6%)
minecraft.picked_up.brown_wool: #7, 265(5%)
minecraft.dropped.wildflowers: #6, 1(3%)
minecraft.used.oxidized_copper_grate: #7, 155(5%)
minecraft.dropped.andesite_wall: #6, 4(2%)
minecraft.dropped.cactus: #6, 175(1%)
minecraft.picked_up.bell: #7, 14(6%)
minecraft.used.emerald_ore: #6, 5(1%)
minecraft.mined.birch_trapdoor: #7, 26(6%)
minecraft.picked_up.nether_bricks: #7, 419(5%)
minecraft.picked_up.oak_sign: #7, 79(4%)
minecraft.used.polished_andesite: #7, 912(5%)
minecraft.crafted.dark_prismarine_slab: #6, 6(2%)
minecraft.dropped.polished_andesite_stairs: #6, 3(1%)
minecraft.picked_up.bamboo_mosaic_stairs: #6, 2(2%)
minecraft.picked_up.mangrove_door: #7, 7(7%)
minecraft.used.red_candle: #6, 19(1%)
minecraft.picked_up.cookie: #7, 211(5%)
minecraft.picked_up.polished_deepslate_stairs: #7, 123(5%)
minecraft.used.purpur_stairs: #6, 14(1%)
minecraft.killed.frog: #6, 1(1%)
minecraft.picked_up.waxed_exposed_copper_grate: #6, 4(1%)
minecraft.dropped.bamboo_mosaic: #6, 1(1%)
minecraft.picked_up.chainmail_chestplate: #7, 6(5%)
minecraft.picked_up.stripped_crimson_hyphae: #6, 5(1%)
minecraft.dropped.copper_bulb: #6, 1(1%)
minecraft.picked_up.large_amethyst_bud: #6, 10(1%)
minecraft.used.stripped_crimson_hyphae: #6, 5(1%)
minecraft.used.resin_clump: #6, 49(0%)
minecraft.dropped.light_blue_wool: #6, 6(1%)
minecraft.picked_up.polished_basalt: #7, 105(5%)
minecraft.dropped.stripped_birch_log: #6, 1(1%)
minecraft.dropped.stripped_warped_stem: #6, 1(1%)
minecraft.dropped.jack_o_lantern: #6, 1(1%)
minecraft.picked_up.warped_trapdoor: #7, 58(5%)
minecraft.dropped.medium_amethyst_bud: #6, 1(1%)
minecraft.crafted.orange_glazed_terracotta: #6, 1(1%)
minecraft.crafted.spruce_button: #6, 115(0%)
minecraft.dropped.granite_wall: #6, 1(1%)
minecraft.dropped.green_carpet: #6, 1(1%)
minecraft.mined.red_sandstone_stairs: #6, 2(0%)
minecraft.mined.white_candle: #6, 2(0%)
minecraft.mined.prismarine_wall: #6, 3(0%)
minecraft.used.crimson_nylium: #7, 158(6%)
minecraft.crafted.light_gray_glazed_terracotta: #6, 1(0%)
minecraft.mined.black_concrete: #7, 1340(4%)
minecraft.crafted.cut_red_sandstone: #6, 4(0%)
minecraft.mined.magma_block: #7, 1644(4%)
minecraft.dropped.stick: #7, 3003(4%)
minecraft.used.cyan_terracotta: #7, 3437(4%)
minecraft.killed.ghast: #7, 45(4%)
minecraft.mined.sweet_berry_bush: #7, 57(5%)
minecraft.mined.pale_oak_stairs: #7, 21(8%)
minecraft.broken.fishing_rod: #7, 6(5%)
minecraft.picked_up.acacia_sign: #7, 15(5%)
minecraft.picked_up.magenta_shulker_box: #7, 88(5%)
minecraft.killed.endermite: #7, 10(5%)
minecraft.dropped.netherite_axe: #7, 4(7%)
minecraft.mined.magenta_shulker_box: #7, 86(5%)
minecraft.used.magenta_shulker_box: #7, 87(5%)
minecraft.broken.iron_shovel: #7, 10(5%)
minecraft.mined.acacia_planks: #7, 43(5%)
minecraft.picked_up.waxed_oxidized_cut_copper: #7, 200(5%)
minecraft.crafted.yellow_shulker_box: #7, 11(4%)
minecraft.used.dark_oak_wood: #7, 536(4%)
minecraft.picked_up.golden_boots: #7, 24(4%)
minecraft.crafted.dark_oak_trapdoor: #7, 444(4%)
minecraft.crafted.glow_item_frame: #7, 162(5%)
minecraft.mined.wall_torch: #7, 400(4%)
minecraft.mined.gray_concrete: #7, 1512(4%)
minecraft.mined.waxed_oxidized_copper_bulb: #7, 8(5%)
minecraft.killed.bee: #7, 14(7%)
minecraft.picked_up.blue_shulker_box: #7, 269(4%)
minecraft.crafted.blast_furnace: #7, 99(3%)
minecraft.picked_up.glow_lichen: #7, 1857(3%)
minecraft.dropped.bricks: #7, 65(6%)
minecraft.used.blue_shulker_box: #7, 271(4%)
minecraft.dropped.iron_ore: #7, 83(4%)
minecraft.mined.dropper: #7, 62(3%)
minecraft.picked_up.jungle_fence: #7, 55(5%)
minecraft.mined.budding_amethyst: #7, 16(4%)
minecraft.dropped.iron_hoe: #7, 2(7%)
minecraft.mined.blue_shulker_box: #7, 261(4%)
minecraft.mined.bamboo: #7, 1443(3%)
minecraft.dropped.snow: #7, 129(4%)
minecraft.used.crossbow: #7, 134(5%)
minecraft.picked_up.golden_horse_armor: #7, 4(5%)
minecraft.picked_up.pale_oak_stairs: #7, 19(6%)
minecraft.mined.acacia_sign: #7, 2(7%)
minecraft.picked_up.enchanting_table: #7, 3(5%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #7, 8(5%)
minecraft.mined.andesite_wall: #7, 30(4%)
minecraft.picked_up.smooth_quartz_stairs: #7, 71(3%)
minecraft.dropped.nether_gold_ore: #7, 4(6%)
minecraft.used.mangrove_hanging_sign: #7, 13(7%)
minecraft.used.birch_fence: #7, 100(4%)
minecraft.crafted.orange_wool: #7, 103(4%)
minecraft.used.air: #7, 1376(3%)
minecraft.used.polished_andesite_stairs: #7, 84(3%)
minecraft.dropped.calcite: #7, 58(4%)
minecraft.crafted.fishing_rod: #7, 13(3%)
minecraft.picked_up.rabbit: #7, 12(4%)
minecraft.mined.exposed_copper: #7, 90(3%)
minecraft.picked_up.stone_sword: #7, 34(3%)
minecraft.mined.warped_nylium: #7, 211(3%)
minecraft.dropped.cooked_cod: #7, 81(3%)
minecraft.mined.cobblestone_slab: #7, 115(3%)
minecraft.mined.chain: #7, 114(3%)
minecraft.used.jungle_wood: #7, 310(6%)
minecraft.used.black_stained_glass: #7, 1351(3%)
minecraft.used.waxed_oxidized_copper_trapdoor: #7, 54(5%)
minecraft.picked_up.rabbit_foot: #7, 2(5%)
minecraft.mined.amethyst_cluster: #7, 290(3%)
minecraft.picked_up.smooth_sandstone_stairs: #7, 34(5%)
minecraft.dropped.end_rod: #7, 35(6%)
minecraft.picked_up.scrape_pottery_sherd: #7, 14(4%)
minecraft.picked_up.wind_charge: #8, 1086(6%)
minecraft.mined.birch_door: #7, 2(6%)
minecraft.dropped.pale_moss_carpet: #7, 38(4%)
minecraft.dropped.mangrove_leaves: #7, 244(4%)
minecraft.mined.birch_fence_gate: #7, 12(5%)
minecraft.crafted.cookie: #7, 344(4%)
minecraft.crafted.red_dye: #7, 1480(2%)
minecraft.dropped.jungle_boat: #7, 3(6%)
minecraft.dropped.shulker_box: #7, 57(2%)
minecraft.dropped.spruce_fence: #7, 26(3%)
minecraft.dropped.birch_button: #7, 4(6%)
minecraft.mined.purple_bed: #7, 12(3%)
minecraft.dropped.amethyst_cluster: #7, 3(6%)
minecraft.picked_up.basalt: #8, 1881(6%)
minecraft.used.tropical_fish: #7, 2(6%)
minecraft.picked_up.cherry_fence: #7, 21(5%)
minecraft.dropped.stone_brick_stairs: #7, 20(4%)
minecraft.used.yellow_wool: #7, 602(3%)
minecraft.custom.eat_cake_slice: #7, 13(4%)
minecraft.picked_up.amethyst_shard: #7, 1105(2%)
minecraft.picked_up.honeycomb: #7, 1062(2%)
minecraft.picked_up.purple_stained_glass: #7, 82(4%)
minecraft.mined.yellow_bed: #7, 26(2%)
minecraft.used.tuff_wall: #7, 124(3%)
minecraft.picked_up.red_bed: #7, 11(2%)
minecraft.dropped.dark_oak_fence: #7, 14(4%)
minecraft.crafted.cyan_stained_glass: #7, 248(3%)
minecraft.dropped.glow_ink_sac: #7, 31(3%)
minecraft.mined.exposed_copper_trapdoor: #7, 37(3%)
minecraft.picked_up.oak_stairs: #8, 217(7%)
minecraft.picked_up.exposed_copper_trapdoor: #7, 37(3%)
minecraft.dropped.cherry_leaves: #7, 42(3%)
minecraft.dropped.tuff_bricks: #8, 295(7%)
minecraft.dropped.scaffolding: #8, 620(6%)
minecraft.crafted.chiseled_copper: #7, 20(4%)
minecraft.crafted.cut_copper: #7, 32(4%)
minecraft.used.white_tulip: #7, 5(4%)
minecraft.mined.tuff_stairs: #7, 7(4%)
minecraft.dropped.composter: #7, 5(3%)
minecraft.dropped.deepslate_tiles: #7, 29(2%)
minecraft.dropped.big_dripleaf: #7, 7(3%)
minecraft.crafted.bamboo_stairs: #7, 72(2%)
minecraft.crafted.resin_block: #7, 117(3%)
minecraft.mined.tuff: #8, 15399(6%)
minecraft.dropped.stone_bricks: #7, 91(2%)
minecraft.dropped.sandstone: #7, 186(2%)
minecraft.used.gray_concrete: #7, 1057(2%)
minecraft.used.porkchop: #7, 5(3%)
minecraft.used.stripped_acacia_wood: #7, 22(3%)
minecraft.picked_up.black_bed: #7, 17(3%)
minecraft.used.end_stone: #8, 447(6%)
minecraft.picked_up.mangrove_fence: #7, 36(2%)
minecraft.picked_up.piglin_banner_pattern: #7, 1(6%)
minecraft.crafted.light_blue_stained_glass_pane: #7, 96(2%)
minecraft.dropped.stripped_oak_wood: #7, 1(5%)
minecraft.dropped.bamboo_trapdoor: #7, 20(4%)
minecraft.mined.smooth_stone: #7, 428(1%)
minecraft.mined.creaking_heart: #7, 13(3%)
minecraft.dropped.yellow_wool: #7, 66(2%)
minecraft.used.flowering_azalea_leaves: #7, 202(2%)
minecraft.picked_up.jungle_pressure_plate: #7, 2(4%)
minecraft.crafted.jungle_pressure_plate: #7, 2(4%)
minecraft.mined.spruce_wall_sign: #8, 29(5%)
minecraft.picked_up.polished_blackstone_brick_slab: #7, 13(4%)
minecraft.used.dark_oak_sapling: #7, 369(2%)
minecraft.crafted.acacia_pressure_plate: #7, 4(3%)
minecraft.used.black_bed: #7, 14(2%)
minecraft.crafted.bamboo_mosaic_slab: #7, 24(3%)
minecraft.crafted.decorated_pot: #7, 147(1%)
minecraft.picked_up.music_disc_pigstep: #7, 2(4%)
minecraft.mined.orange_stained_glass_pane: #7, 13(2%)
minecraft.dropped.acacia_fence: #7, 6(5%)
minecraft.mined.light_blue_wall_banner: #7, 1(5%)
minecraft.used.creaking_heart: #7, 29(3%)
minecraft.killed.turtle: #7, 8(3%)
minecraft.crafted.diorite_slab: #7, 48(2%)
minecraft.used.purple_bed: #7, 10(2%)
minecraft.used.tnt_minecart: #7, 10(2%)
minecraft.mined.exposed_cut_copper_slab: #7, 3(3%)
minecraft.dropped.magenta_stained_glass: #7, 1(4%)
minecraft.crafted.tuff_wall: #7, 32(2%)
minecraft.picked_up.music_disc_13: #8, 22(6%)
minecraft.killed.piglin: #8, 62(6%)
minecraft.picked_up.acacia_button: #7, 3(3%)
minecraft.picked_up.mace: #8, 15(5%)
minecraft.crafted.white_dye: #8, 4864(5%)
minecraft.picked_up.obsidian: #8, 1161(5%)
minecraft.picked_up.andesite: #8, 13304(5%)
minecraft.used.blackstone_stairs: #7, 25(2%)
minecraft.picked_up.crimson_roots: #7, 310(1%)
minecraft.used.music_disc_otherside: #7, 3(3%)
minecraft.used.green_bed: #7, 13(2%)
minecraft.used.polished_diorite_slab: #7, 37(2%)
minecraft.picked_up.spire_armor_trim_smithing_template: #7, 1(4%)
minecraft.crafted.chiseled_polished_blackstone: #7, 3(2%)
minecraft.crafted.wind_charge: #7, 1348(2%)
minecraft.mined.cave_vines: #8, 44(5%)
minecraft.crafted.iron_door: #8, 21(6%)
minecraft.crafted.andesite_wall: #7, 45(1%)
minecraft.picked_up.cornflower: #7, 162(1%)
minecraft.dropped.blaze_powder: #7, 2(2%)
minecraft.dropped.white_banner: #7, 60(1%)
minecraft.dropped.stone_sword: #7, 31(1%)
minecraft.picked_up.pale_oak_door: #7, 2(3%)
minecraft.picked_up.mutton: #7, 144(1%)
minecraft.used.orange_shulker_box: #8, 287(5%)
minecraft.used.leather_chestplate: #8, 9(4%)
minecraft.mined.tripwire_hook: #8, 8(6%)
minecraft.dropped.pink_shulker_box: #7, 1(3%)
minecraft.dropped.sweet_berries: #7, 44(1%)
minecraft.mined.cut_copper_slab: #7, 9(2%)
minecraft.dropped.guster_pottery_sherd: #7, 1(3%)
minecraft.picked_up.smooth_red_sandstone_slab: #7, 10(2%)
minecraft.picked_up.polished_blackstone_pressure_plate: #7, 4(2%)
minecraft.picked_up.dead_bush: #8, 360(6%)
minecraft.dropped.bow: #8, 128(5%)
minecraft.picked_up.weathered_cut_copper_slab: #7, 3(2%)
minecraft.used.trident: #7, 235(1%)
minecraft.used.chain: #8, 775(5%)
minecraft.picked_up.tuff: #8, 15177(5%)
minecraft.used.purpur_slab: #7, 11(1%)
minecraft.picked_up.stonecutter: #8, 74(5%)
minecraft.used.painting: #8, 269(5%)
minecraft.mined.ice: #7, 2088(1%)
minecraft.mined.yellow_wall_banner: #7, 1(2%)
minecraft.crafted.stone_slab: #8, 1590(5%)
minecraft.dropped.light_blue_concrete_powder: #7, 1(2%)
minecraft.mined.blue_wool: #7, 10(1%)
minecraft.dropped.blue_wool: #7, 5(1%)
minecraft.crafted.blue_stained_glass: #7, 64(1%)
minecraft.picked_up.iron_nugget: #8, 451(4%)
minecraft.picked_up.cut_copper_slab: #7, 9(1%)
minecraft.picked_up.string: #8, 3578(4%)
minecraft.dropped.green_concrete_powder: #7, 3(2%)
minecraft.dropped.mud_brick_wall: #7, 2(2%)
minecraft.dropped.tnt_minecart: #7, 1(2%)
minecraft.used.torch: #8, 8502(4%)
minecraft.used.mossy_stone_brick_slab: #7, 10(1%)
minecraft.crafted.red_sandstone_stairs: #7, 4(1%)
minecraft.crafted.wooden_sword: #7, 6(1%)
minecraft.mined.mangrove_trapdoor: #8, 42(5%)
minecraft.mined.red_nether_brick_wall: #7, 1(1%)
minecraft.used.gray_glazed_terracotta: #7, 10(1%)
minecraft.picked_up.melon_seeds: #8, 72(5%)
minecraft.dropped.chest_minecart: #7, 1(1%)
minecraft.dropped.waxed_cut_copper: #7, 1(1%)
minecraft.picked_up.warped_hyphae: #7, 3(1%)
minecraft.picked_up.red_concrete_powder: #7, 36(1%)
minecraft.dropped.crafter: #7, 1(1%)
minecraft.crafted.green_bed: #7, 2(1%)
minecraft.broken.stone_sword: #7, 1(1%)
minecraft.dropped.pink_wool: #7, 23(1%)
minecraft.crafted.warped_trapdoor: #8, 128(6%)
minecraft.dropped.sculk: #7, 13(0%)
minecraft.dropped.stone_stairs: #8, 24(7%)
minecraft.picked_up.copper_block: #7, 231(0%)
minecraft.used.black_glazed_terracotta: #7, 9(1%)
minecraft.mined.oak_fence: #8, 181(4%)
minecraft.dropped.small_amethyst_bud: #7, 1(1%)
minecraft.used.pink_stained_glass_pane: #7, 10(0%)
minecraft.dropped.deepslate_tile_wall: #7, 2(0%)
minecraft.picked_up.exposed_copper: #7, 90(0%)
minecraft.picked_up.medium_amethyst_bud: #7, 5(0%)
minecraft.used.mace: #8, 711(3%)
minecraft.dropped.pale_oak_planks: #7, 1(0%)
minecraft.picked_up.prismarine_shard: #7, 79(0%)
minecraft.used.bone_block: #8, 913(4%)
minecraft.dropped.chainmail_leggings: #8, 5(6%)
minecraft.used.light_gray_glazed_terracotta: #7, 1(0%)
minecraft.crafted.iron_trapdoor: #8, 434(4%)
minecraft.mined.mycelium: #7, 3(0%)
minecraft.custom.raid_trigger: #7, 14(0%)
minecraft.crafted.furnace: #8, 294(4%)
minecraft.used.sculk_vein: #7, 4(0%)
minecraft.picked_up.anvil: #8, 53(3%)
minecraft.crafted.black_concrete_powder: #8, 2952(4%)
minecraft.picked_up.stone_pickaxe: #8, 5(5%)
minecraft.crafted.birch_sign: #8, 57(4%)
minecraft.crafted.blue_shulker_box: #8, 5(5%)
minecraft.mined.mossy_cobblestone_slab: #8, 10(6%)
minecraft.picked_up.magma_block: #8, 1527(4%)
minecraft.dropped.spruce_pressure_plate: #8, 3(8%)
minecraft.dropped.item_frame: #8, 23(6%)
minecraft.used.potion: #8, 1469(3%)
minecraft.picked_up.raw_copper_block: #8, 95(4%)
minecraft.picked_up.smooth_basalt: #8, 447(4%)
minecraft.dropped.iron_chestplate: #8, 6(4%)
minecraft.custom.climb_one_cm: #9, 4175545(5%)
minecraft.used.jungle_trapdoor: #8, 235(4%)
minecraft.dropped.snowball: #8, 157(3%)
minecraft.picked_up.clay: #8, 1045(3%)
minecraft.picked_up.bucket: #8, 127(3%)
minecraft.picked_up.emerald_block: #8, 415(4%)
minecraft.crafted.cherry_planks: #8, 1292(3%)
minecraft.crafted.polished_deepslate: #8, 1430(4%)
minecraft.mined.jungle_trapdoor: #8, 38(4%)
minecraft.picked_up.white_banner: #8, 106(3%)
minecraft.used.dark_oak_trapdoor: #8, 388(3%)
minecraft.used.wooden_sword: #8, 92(4%)
minecraft.dropped.wooden_sword: #8, 5(4%)
minecraft.used.dragon_head: #8, 2(6%)
minecraft.dropped.written_book: #8, 9(3%)
minecraft.dropped.spruce_planks: #8, 122(3%)
