stat, rank, value, (percentage) 
minecraft.dropped.blast_furnace: #3, 2(5%)
minecraft.dropped.lilac: #4, 40(10%)
minecraft.used.red_banner: #4, 24(6%)
minecraft.dropped.charcoal: #3, 5(2%)
minecraft.dropped.resin_clump: #3, 77(1%)
minecraft.crafted.charcoal: #4, 700(5%)
minecraft.picked_up.white_stained_glass_pane: #4, 100(6%)
minecraft.used.red_nether_brick_stairs: #3, 14(2%)
minecraft.crafted.brewing_stand: #4, 74(6%)
minecraft.dropped.deepslate_iron_ore: #4, 46(8%)
minecraft.crafted.saddle: #3, 4(3%)
minecraft.used.warped_fungus_on_a_stick: #3, 2(4%)
minecraft.dropped.cooked_rabbit: #3, 1(4%)
minecraft.dropped.peony: #5, 40(11%)
minecraft.dropped.purpur_slab: #4, 6(9%)
minecraft.picked_up.amethyst_cluster: #4, 259(5%)
minecraft.dropped.bamboo_door: #3, 2(2%)
minecraft.picked_up.allium: #4, 352(6%)
minecraft.dropped.green_bed: #3, 1(3%)
minecraft.crafted.nether_wart_block: #3, 7(2%)
minecraft.used.stripped_bamboo_block: #4, 83(7%)
minecraft.broken.stone_shovel: #4, 16(7%)
minecraft.crafted.black_stained_glass: #4, 2768(5%)
minecraft.mined.oak_trapdoor: #5, 154(8%)
minecraft.crafted.deepslate_tile_slab: #4, 158(6%)
minecraft.used.green_concrete_powder: #4, 567(6%)
minecraft.dropped.pale_oak_slab: #3, 1(2%)
minecraft.crafted.prismarine_bricks: #3, 229(1%)
minecraft.dropped.orange_glazed_terracotta: #3, 1(2%)
minecraft.picked_up.pale_oak_sapling: #4, 403(5%)
minecraft.picked_up.coarse_dirt: #5, 2060(8%)
minecraft.mined.spruce_fence_gate: #5, 100(10%)
minecraft.used.blue_wool: #4, 240(7%)
minecraft.crafted.prismarine: #3, 64(1%)
minecraft.mined.andesite_slab: #5, 91(9%)
minecraft.crafted.golden_leggings: #4, 7(10%)
minecraft.used.waxed_copper_bulb: #4, 136(6%)
minecraft.dropped.iron_trapdoor: #4, 17(9%)
minecraft.dropped.cut_copper_slab: #3, 1(1%)
minecraft.crafted.mossy_cobblestone_slab: #5, 116(11%)
minecraft.used.dead_bush: #4, 69(6%)
minecraft.crafted.lever: #5, 588(8%)
minecraft.mined.spawner: #4, 11(8%)
minecraft.mined.light_gray_banner: #3, 1(1%)
minecraft.broken.leather_leggings: #4, 1(25%)
minecraft.killed_by.piglin_brute: #4, 2(10%)
minecraft.killed_by.witch: #4, 1(25%)
minecraft.mined.light_gray_candle: #4, 1(25%)
minecraft.dropped.hanging_roots: #4, 3(20%)
minecraft.mined.waxed_oxidized_copper_grate: #4, 91(5%)
minecraft.dropped.white_carpet: #4, 35(6%)
minecraft.picked_up.light_gray_bed: #4, 90(6%)
minecraft.used.mangrove_stairs: #5, 430(9%)
minecraft.used.mangrove_pressure_plate: #4, 18(9%)
minecraft.killed.ravager: #4, 3(9%)
minecraft.crafted.light_gray_stained_glass: #4, 1696(6%)
minecraft.picked_up.nether_wart: #5, 3579(8%)
minecraft.used.pale_oak_sign: #4, 60(6%)
minecraft.mined.polished_blackstone_pressure_plate: #4, 8(12%)
minecraft.used.polished_blackstone_brick_slab: #4, 152(12%)
minecraft.mined.pumpkin_stem: #5, 45(9%)
minecraft.picked_up.orange_stained_glass_pane: #4, 49(7%)
minecraft.picked_up.waxed_oxidized_copper_grate: #4, 88(5%)
minecraft.mined.glow_lichen: #5, 1868(7%)
minecraft.used.chiseled_sandstone: #4, 24(8%)
minecraft.crafted.bone_block: #5, 4987(8%)
minecraft.used.spruce_slab: #5, 3982(8%)
minecraft.crafted.smoker: #5, 53(9%)
minecraft.picked_up.crossbow: #5, 102(8%)
minecraft.picked_up.warped_hanging_sign: #4, 8(10%)
minecraft.mined.stripped_cherry_log: #4, 111(5%)
minecraft.crafted.copper_ingot: #5, 11683(8%)
minecraft.used.spruce_sign: #5, 476(7%)
minecraft.dropped.breeze_rod: #4, 147(9%)
minecraft.crafted.quartz_block: #4, 3853(4%)
minecraft.picked_up.stripped_cherry_log: #4, 111(5%)
minecraft.picked_up.enchanted_book: #5, 106(8%)
minecraft.crafted.polished_diorite_slab: #4, 20(11%)
minecraft.dropped.acacia_stairs: #4, 16(12%)
minecraft.picked_up.oxidized_copper: #4, 1107(4%)
minecraft.picked_up.leather: #5, 2817(7%)
minecraft.picked_up.decorated_pot: #5, 191(7%)
minecraft.crafted.lime_dye: #5, 1364(9%)
minecraft.used.bamboo_fence_gate: #4, 65(6%)
minecraft.picked_up.netherite_upgrade_smithing_template: #4, 4(6%)
minecraft.picked_up.light_gray_candle: #4, 1(17%)
minecraft.used.pink_banner: #4, 12(6%)
minecraft.dropped.melon_seeds: #4, 34(5%)
minecraft.dropped.rabbit: #4, 12(5%)
minecraft.broken.leather_helmet: #4, 1(20%)
minecraft.dropped.dark_oak_leaves: #4, 37(6%)
minecraft.dropped.copper_ingot: #4, 267(5%)
minecraft.picked_up.black_stained_glass: #4, 217(3%)
minecraft.picked_up.pale_oak_fence: #4, 68(7%)
minecraft.picked_up.iron_chestplate: #5, 18(7%)
minecraft.dropped.yellow_bed: #4, 2(9%)
minecraft.crafted.acacia_wood: #4, 543(5%)
minecraft.crafted.smooth_sandstone_stairs: #4, 52(9%)
minecraft.picked_up.cooked_salmon: #5, 147(7%)
minecraft.crafted.stripped_acacia_wood: #4, 24(13%)
minecraft.used.oak_slab: #5, 608(7%)
minecraft.crafted.green_dye: #5, 947(7%)
minecraft.used.copper_bulb: #5, 85(10%)
minecraft.dropped.white_wool: #5, 448(7%)
minecraft.picked_up.iron_leggings: #5, 15(7%)
minecraft.custom.damage_blocked_by_shield: #5, 28291(7%)
minecraft.crafted.gray_stained_glass: #4, 880(4%)
minecraft.picked_up.flower_banner_pattern: #4, 1(14%)
minecraft.dropped.red_dye: #5, 76(8%)
minecraft.dropped.green_stained_glass_pane: #4, 15(10%)
minecraft.used.blackstone: #5, 2007(7%)
minecraft.used.polished_deepslate: #5, 1982(8%)
minecraft.dropped.amethyst_block: #4, 33(5%)
minecraft.used.black_stained_glass_pane: #5, 662(8%)
minecraft.mined.glass_pane: #5, 90(7%)
minecraft.used.ominous_bottle: #5, 26(11%)
minecraft.used.end_crystal: #4, 18(11%)
minecraft.picked_up.grindstone: #5, 61(7%)
minecraft.mined.green_bed: #4, 22(5%)
minecraft.crafted.bookshelf: #5, 413(7%)
minecraft.picked_up.white_terracotta: #6, 2829(11%)
minecraft.picked_up.chain: #5, 414(6%)
minecraft.used.oxidized_cut_copper_stairs: #4, 158(4%)
minecraft.picked_up.iron_helmet: #5, 12(7%)
minecraft.dropped.podzol: #5, 136(12%)
minecraft.dropped.torch: #5, 584(7%)
minecraft.mined.cherry_log: #5, 1765(7%)
minecraft.killed.trader_llama: #5, 27(7%)
minecraft.crafted.tuff_stairs: #4, 32(4%)
minecraft.dropped.mangrove_boat: #4, 1(12%)
minecraft.used.pale_oak_hanging_sign: #4, 2(12%)
minecraft.dropped.warped_fence: #4, 11(10%)
minecraft.dropped.mangrove_button: #4, 4(9%)
minecraft.picked_up.map: #4, 36(5%)
minecraft.used.warped_hyphae: #4, 125(4%)
minecraft.picked_up.yellow_stained_glass_pane: #4, 45(6%)
minecraft.mined.pink_wool: #4, 33(4%)
minecraft.used.enchanted_book: #5, 170(7%)
minecraft.picked_up.polished_deepslate: #5, 407(7%)
minecraft.picked_up.green_bed: #4, 22(5%)
minecraft.crafted.black_stained_glass_pane: #5, 848(8%)
minecraft.dropped.flow_pottery_sherd: #4, 3(7%)
minecraft.dropped.diamond_hoe: #5, 4(8%)
minecraft.dropped.horn_coral_block: #4, 3(10%)
minecraft.used.cherry_slab: #4, 64(5%)
minecraft.used.book: #5, 169(7%)
minecraft.picked_up.breeze_rod: #5, 1160(8%)
minecraft.mined.potted_orange_tulip: #4, 1(14%)
minecraft.picked_up.purpur_block: #4, 393(2%)
minecraft.picked_up.iron_shovel: #5, 21(7%)
minecraft.dropped.crossbow: #5, 111(7%)
minecraft.mined.warped_wall_hanging_sign: #4, 3(8%)
minecraft.mined.blackstone_stairs: #5, 18(10%)
minecraft.picked_up.netherrack: #5, 18487(6%)
minecraft.picked_up.crafting_table: #5, 427(5%)
minecraft.used.mangrove_slab: #5, 837(7%)
minecraft.picked_up.end_stone_brick_stairs: #4, 4(9%)
minecraft.dropped.snow_block: #5, 293(10%)
minecraft.used.bookshelf: #5, 232(6%)
minecraft.used.tube_coral_fan: #4, 10(5%)
minecraft.dropped.sponge: #4, 28(7%)
minecraft.used.ender_eye: #4, 11(10%)
minecraft.crafted.chiseled_deepslate: #4, 6(4%)
minecraft.picked_up.item_frame: #5, 434(5%)
minecraft.dropped.light_gray_bed: #4, 4(6%)
minecraft.used.gravel: #4, 2504(2%)
minecraft.picked_up.wet_sponge: #4, 400(3%)
minecraft.killed.armadillo: #4, 2(5%)
minecraft.dropped.mangrove_fence_gate: #4, 1(12%)
minecraft.crafted.crafter: #5, 181(6%)
minecraft.dropped.vine: #4, 10(4%)
minecraft.crafted.bundle: #4, 19(3%)
minecraft.killed.zombie: #4, 2655(2%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #4, 163(3%)
minecraft.mined.cherry_leaves: #5, 2364(6%)
minecraft.dropped.lapis_lazuli: #5, 302(7%)
minecraft.picked_up.torchflower: #5, 120(6%)
minecraft.dropped.waxed_chiseled_copper: #4, 4(4%)
minecraft.used.granite_wall: #5, 150(10%)
minecraft.crafted.chiseled_tuff_bricks: #5, 57(7%)
minecraft.crafted.jungle_fence_gate: #5, 102(9%)
minecraft.crafted.deepslate_tile_stairs: #5, 46(8%)
minecraft.mined.player_head: #5, 174(6%)
minecraft.picked_up.beehive: #4, 153(2%)
minecraft.picked_up.bone: #5, 6101(6%)
minecraft.crafted.gray_dye: #5, 2120(6%)
minecraft.mined.pitcher_crop: #4, 47(4%)
minecraft.mined.tuff_wall: #5, 24(10%)
minecraft.crafted.orange_stained_glass_pane: #5, 704(10%)
minecraft.picked_up.orange_stained_glass: #5, 131(8%)
minecraft.used.beef: #4, 4(7%)
minecraft.picked_up.stone_shovel: #4, 5(2%)
minecraft.mined.cracked_polished_blackstone_bricks: #4, 145(3%)
minecraft.used.resin_block: #4, 155(3%)
minecraft.used.oak_planks: #5, 821(6%)
minecraft.dropped.polished_andesite: #5, 90(8%)
minecraft.used.bamboo_hanging_sign: #5, 14(9%)
minecraft.dropped.lava_bucket: #4, 7(3%)
minecraft.crafted.lightning_rod: #5, 438(6%)
minecraft.dropped.egg: #5, 347(5%)
minecraft.picked_up.jungle_boat: #5, 22(7%)
minecraft.used.black_terracotta: #4, 510(3%)
minecraft.dropped.smooth_quartz_stairs: #4, 6(6%)
minecraft.crafted.purple_stained_glass_pane: #4, 144(3%)
minecraft.used.lingering_potion: #4, 2(8%)
minecraft.picked_up.dragon_breath: #4, 18(6%)
minecraft.picked_up.salmon: #5, 434(5%)
minecraft.picked_up.fern: #5, 1116(8%)
minecraft.crafted.bucket: #5, 397(5%)
minecraft.crafted.coal_block: #5, 1354(5%)
minecraft.mined.purple_wall_banner: #4, 1(9%)
minecraft.picked_up.cocoa_beans: #5, 2184(5%)
minecraft.used.pitcher_pod: #4, 50(4%)
minecraft.used.pumpkin: #5, 350(5%)
minecraft.crafted.emerald: #5, 28790(5%)
minecraft.dropped.oak_fence_gate: #4, 5(4%)
minecraft.picked_up.golden_leggings: #5, 21(6%)
minecraft.mined.green_wool: #5, 156(6%)
minecraft.picked_up.birch_trapdoor: #5, 36(7%)
minecraft.crafted.cherry_fence_gate: #4, 7(4%)
minecraft.mined.dead_horn_coral_wall_fan: #4, 1(8%)
minecraft.used.light_gray_banner: #4, 12(3%)
minecraft.picked_up.turtle_scute: #4, 15(5%)
minecraft.picked_up.polished_deepslate_slab: #5, 244(6%)
minecraft.dropped.orange_stained_glass: #4, 10(5%)
minecraft.crafted.light_gray_bed: #4, 6(3%)
minecraft.picked_up.cobblestone: #5, 117325(5%)
minecraft.dropped.waxed_copper_grate: #5, 29(8%)
minecraft.picked_up.golden_chestplate: #5, 25(5%)
minecraft.picked_up.copper_bulb: #5, 36(7%)
minecraft.crafted.turtle_helmet: #4, 1(8%)
minecraft.mined.sandstone_slab: #4, 19(3%)
minecraft.picked_up.glow_berries: #5, 309(5%)
minecraft.dropped.tnt: #5, 187(7%)
minecraft.used.sculk_shrieker: #4, 2(6%)
minecraft.used.string: #4, 322(1%)
minecraft.mined.green_concrete_powder: #5, 56(9%)
minecraft.used.candle: #5, 37(9%)
minecraft.used.cherry_fence_gate: #4, 7(4%)
minecraft.mined.sea_pickle: #5, 148(6%)
minecraft.dropped.bamboo_fence_gate: #4, 1(7%)
minecraft.picked_up.turtle_egg: #5, 84(7%)
minecraft.used.white_candle: #4, 87(3%)
minecraft.mined.mangrove_stairs: #5, 47(6%)
minecraft.picked_up.candle: #5, 96(7%)
minecraft.dropped.soul_soil: #5, 69(7%)
minecraft.dropped.fire_coral_fan: #4, 3(3%)
minecraft.mined.lily_of_the_valley: #5, 64(7%)
minecraft.mined.resin_block: #4, 76(1%)
minecraft.dropped.detector_rail: #4, 4(3%)
minecraft.crafted.green_stained_glass: #4, 192(1%)
minecraft.mined.waxed_cut_copper: #4, 26(2%)
minecraft.dropped.sandstone_slab: #4, 5(4%)
minecraft.picked_up.light_gray_banner: #4, 7(4%)
minecraft.used.stripped_warped_hyphae: #5, 57(12%)
minecraft.mined.soul_wall_torch: #4, 1(6%)
minecraft.killed_by.husk: #4, 1(6%)
minecraft.dropped.warped_hanging_sign: #4, 1(6%)
minecraft.picked_up.mossy_cobblestone_wall: #4, 9(2%)
minecraft.dropped.red_sandstone_stairs: #4, 2(5%)
minecraft.used.light_gray_terracotta: #5, 396(6%)
minecraft.mined.blue_wall_banner: #4, 1(5%)
minecraft.used.copper_block: #4, 1152(1%)
minecraft.dropped.blue_concrete_powder: #4, 5(3%)
minecraft.picked_up.spruce_button: #4, 40(1%)
minecraft.killed.donkey: #4, 3(4%)
minecraft.dropped.oak_leaves: #5, 393(5%)
minecraft.crafted.warped_sign: #5, 69(7%)
minecraft.picked_up.blackstone_stairs: #5, 18(8%)
minecraft.crafted.jungle_button: #5, 47(8%)
minecraft.killed.stray: #5, 207(6%)
minecraft.custom.bell_ring: #5, 51(5%)
minecraft.dropped.experience_bottle: #4, 384(2%)
minecraft.used.stone_axe: #5, 530(5%)
minecraft.picked_up.egg: #5, 970(4%)
minecraft.mined.rose_bush: #6, 125(10%)
minecraft.dropped.orange_terracotta: #5, 132(7%)
minecraft.mined.red_nether_brick_stairs: #4, 2(3%)
minecraft.picked_up.cooked_rabbit: #4, 1(3%)
minecraft.picked_up.gray_concrete: #5, 1489(5%)
minecraft.mined.light_gray_concrete_powder: #5, 114(5%)
minecraft.mined.orange_wool: #5, 125(6%)
minecraft.used.raw_gold_block: #4, 28(1%)
minecraft.dropped.armadillo_scute: #4, 42(0%)
minecraft.dropped.grass_block: #6, 3945(8%)
minecraft.picked_up.light_weighted_pressure_plate: #5, 26(14%)
minecraft.dropped.creaking_heart: #4, 2(2%)
minecraft.dropped.brick: #5, 319(5%)
minecraft.mined.lime_wall_banner: #4, 1(2%)
minecraft.used.smooth_stone: #5, 5934(5%)
minecraft.dropped.slime_ball: #5, 663(5%)
minecraft.dropped.crimson_trapdoor: #4, 1(1%)
minecraft.picked_up.magenta_banner: #4, 1(1%)
minecraft.killed.skeleton: #5, 2639(4%)
minecraft.dropped.paper: #6, 346(8%)
minecraft.used.anvil: #5, 187(4%)
minecraft.used.prismarine_brick_stairs: #4, 44(1%)
minecraft.dropped.dripstone_block: #5, 230(5%)
minecraft.dropped.black_terracotta: #4, 2(1%)
minecraft.dropped.blue_terracotta: #4, 3(1%)
minecraft.mined.crimson_roots: #5, 239(5%)
minecraft.crafted.cooked_salmon: #5, 264(5%)
minecraft.killed.spider: #6, 529(8%)
minecraft.dropped.ender_eye: #5, 3(12%)
minecraft.used.dark_oak_sign: #5, 52(5%)
minecraft.mined.dark_prismarine_stairs: #5, 16(10%)
minecraft.crafted.iron_sword: #5, 13(4%)
minecraft.mined.polished_blackstone_button: #5, 10(8%)
minecraft.used.exposed_copper: #4, 72(0%)
minecraft.dropped.golden_boots: #5, 21(5%)
minecraft.dropped.dried_ghast: #4, 1(0%)
minecraft.dropped.tripwire_hook: #5, 13(7%)
minecraft.dropped.netherite_shovel: #5, 3(7%)
minecraft.picked_up.bookshelf: #5, 82(5%)
minecraft.picked_up.iron_pickaxe: #6, 21(8%)
minecraft.used.cornflower: #5, 8(6%)
minecraft.used.cherry_wood: #5, 55(8%)
minecraft.mined.polished_blackstone: #5, 29(5%)
minecraft.picked_up.cactus: #5, 1811(4%)
minecraft.dropped.carrot_on_a_stick: #5, 3(10%)
minecraft.used.exposed_copper_trapdoor: #5, 37(6%)
minecraft.dropped.lime_wool: #5, 54(9%)
minecraft.picked_up.honey_bottle: #6, 157(9%)
minecraft.mined.smooth_sandstone_stairs: #5, 43(8%)
minecraft.dropped.chainmail_helmet: #5, 5(7%)
minecraft.used.oak_wood: #5, 523(5%)
minecraft.dropped.smooth_quartz_slab: #5, 25(9%)
minecraft.crafted.tuff_slab: #5, 168(5%)
minecraft.crafted.cyan_wool: #5, 126(6%)
minecraft.dropped.oak_planks: #6, 221(7%)
minecraft.picked_up.bamboo_stairs: #5, 39(5%)
minecraft.mined.cherry_fence: #5, 19(9%)
minecraft.picked_up.light_blue_bed: #5, 23(5%)
minecraft.mined.pink_candle: #5, 7(11%)
minecraft.used.dark_oak_pressure_plate: #5, 14(8%)
minecraft.used.cherry_leaves: #5, 440(5%)
minecraft.crafted.acacia_door: #5, 6(9%)
minecraft.dropped.dead_brain_coral_block: #5, 1(14%)
minecraft.crafted.oak_stairs: #6, 306(8%)
minecraft.used.polished_blackstone_pressure_plate: #5, 19(9%)
minecraft.mined.green_stained_glass_pane: #5, 23(7%)
minecraft.mined.red_wall_banner: #5, 8(6%)
minecraft.picked_up.chiseled_stone_bricks: #5, 123(4%)
minecraft.picked_up.diorite_wall: #5, 34(6%)
minecraft.broken.leather_boots: #5, 1(17%)
minecraft.dropped.white_terracotta: #5, 49(6%)
minecraft.picked_up.wither_skeleton_skull: #5, 29(4%)
minecraft.dropped.twisting_vines: #5, 5(12%)
minecraft.dropped.brush: #5, 2(10%)
minecraft.crafted.dark_oak_planks: #6, 11580(7%)
minecraft.used.oxidized_copper: #5, 394(4%)
minecraft.mined.pale_oak_wall_sign: #5, 6(7%)
minecraft.used.stone: #6, 57467(7%)
minecraft.crafted.soul_torch: #5, 264(5%)
minecraft.used.cut_copper_slab: #5, 67(8%)
minecraft.crafted.mangrove_boat: #5, 2(11%)
minecraft.picked_up.coast_armor_trim_smithing_template: #5, 3(9%)
minecraft.crafted.chain: #6, 1383(7%)
minecraft.killed.slime: #6, 898(8%)
minecraft.picked_up.flow_pottery_sherd: #5, 18(4%)
minecraft.dropped.red_bed: #5, 1(12%)
minecraft.picked_up.stripped_acacia_wood: #5, 36(5%)
minecraft.used.shears: #6, 15860(7%)
minecraft.used.jungle_log: #6, 914(7%)
minecraft.picked_up.mangrove_trapdoor: #6, 90(8%)
minecraft.killed.bogged: #5, 140(5%)
minecraft.dropped.nether_wart: #5, 26(6%)
minecraft.mined.polished_blackstone_wall: #5, 11(7%)
minecraft.crafted.gray_shulker_box: #5, 14(3%)
minecraft.dropped.shears: #5, 57(3%)
minecraft.picked_up.soul_campfire: #5, 5(8%)
minecraft.dropped.light_blue_bed: #5, 1(14%)
minecraft.broken.stone_axe: #5, 4(5%)
minecraft.dropped.netherite_upgrade_smithing_template: #5, 2(6%)
minecraft.used.cocoa_beans: #5, 729(3%)
minecraft.dropped.deepslate_tile_slab: #5, 29(6%)
minecraft.used.dark_oak_slab: #6, 1298(7%)
minecraft.picked_up.slime_ball: #6, 2420(7%)
minecraft.mined.cyan_candle: #5, 6(6%)
minecraft.crafted.beehive: #5, 319(4%)
minecraft.used.red_stained_glass: #5, 636(5%)
minecraft.custom.interact_with_anvil: #6, 791(6%)
minecraft.picked_up.dark_oak_sapling: #5, 770(3%)
minecraft.dropped.music_disc_pigstep: #5, 1(11%)
minecraft.mined.cobbled_deepslate_slab: #5, 95(3%)
minecraft.used.fern: #5, 559(5%)
minecraft.dropped.stone_brick_slab: #5, 70(6%)
minecraft.mined.stone_slab: #6, 529(7%)
minecraft.picked_up.hanging_roots: #5, 72(5%)
minecraft.picked_up.mangrove_fence_gate: #5, 3(8%)
minecraft.used.white_wool: #6, 1229(7%)
minecraft.crafted.crimson_hyphae: #5, 48(5%)
minecraft.used.light_gray_bed: #5, 71(5%)
minecraft.picked_up.closed_eyeblossom: #5, 71(4%)
minecraft.crafted.red_sandstone_slab: #5, 36(6%)
minecraft.mined.light_blue_stained_glass: #5, 110(3%)
minecraft.mined.cobbled_deepslate_wall: #5, 18(4%)
minecraft.crafted.spruce_pressure_plate: #5, 14(4%)
minecraft.dropped.acacia_sapling: #6, 73(9%)
minecraft.dropped.blue_shulker_box: #5, 2(7%)
minecraft.used.jungle_sign: #6, 82(9%)
minecraft.picked_up.spruce_planks: #6, 1264(6%)
minecraft.dropped.nether_brick_fence: #5, 11(7%)
minecraft.dropped.muddy_mangrove_roots: #5, 15(5%)
minecraft.used.stripped_pale_oak_log: #5, 107(4%)
minecraft.used.polished_deepslate_wall: #6, 666(8%)
minecraft.mined.pale_oak_sapling: #5, 10(4%)
minecraft.crafted.red_concrete_powder: #5, 664(3%)
minecraft.mined.yellow_terracotta: #6, 1074(7%)
minecraft.used.sniffer_egg: #5, 4(8%)
minecraft.killed_by.creaking: #5, 1(11%)
minecraft.picked_up.leather_helmet: #6, 17(5%)
minecraft.dropped.rose_bush: #5, 27(3%)
minecraft.used.prismarine_brick_slab: #5, 71(6%)
minecraft.mined.light_gray_wool: #6, 125(8%)
minecraft.picked_up.composter: #6, 170(6%)
minecraft.mined.lightning_rod: #6, 115(7%)
minecraft.picked_up.pitcher_pod: #5, 50(3%)
minecraft.used.brown_stained_glass_pane: #5, 72(5%)
minecraft.picked_up.yellow_terracotta: #6, 1100(6%)
minecraft.used.leather_boots: #6, 13(5%)
minecraft.crafted.creaking_heart: #5, 45(7%)
minecraft.crafted.torch: #6, 7788(6%)
minecraft.mined.nether_bricks: #6, 438(8%)
minecraft.dropped.smooth_basalt: #6, 54(9%)
minecraft.killed.horse: #5, 35(5%)
minecraft.dropped.emerald_ore: #5, 1(10%)
minecraft.custom.pot_flower: #6, 114(6%)
minecraft.mined.purpur_stairs: #5, 51(3%)
minecraft.crafted.light_gray_wool: #5, 306(3%)
minecraft.custom.walk_one_cm: #7, 194609420(6%)
minecraft.picked_up.weathered_copper_grate: #5, 4(3%)
minecraft.crafted.light_blue_stained_glass: #5, 984(3%)
minecraft.mined.weathered_copper_grate: #5, 4(3%)
minecraft.crafted.light_gray_banner: #5, 17(4%)
minecraft.dropped.white_stained_glass_pane: #5, 22(6%)
minecraft.dropped.chicken: #5, 82(2%)
minecraft.picked_up.dark_prismarine_stairs: #5, 12(5%)
minecraft.picked_up.purpur_stairs: #5, 50(2%)
minecraft.used.warped_planks: #6, 902(8%)
minecraft.mined.dried_ghast: #5, 9(5%)
minecraft.mined.pale_oak_fence: #5, 12(4%)
minecraft.dropped.cherry_sapling: #5, 23(3%)
minecraft.dropped.magma_cream: #5, 10(3%)
minecraft.dropped.gray_bundle: #5, 1(9%)
minecraft.picked_up.lightning_rod: #6, 148(7%)
minecraft.mined.purpur_block: #5, 254(2%)
minecraft.picked_up.iron_boots: #6, 17(6%)
minecraft.used.salmon_bucket: #5, 12(4%)
minecraft.crafted.sugar: #5, 239(2%)
minecraft.crafted.jungle_planks: #6, 5476(6%)
minecraft.picked_up.bundle: #6, 23(5%)
minecraft.dropped.bone: #6, 1034(6%)
minecraft.dropped.arrow: #6, 2132(5%)
minecraft.dropped.gray_stained_glass: #5, 5(5%)
minecraft.mined.wither_skeleton_wall_skull: #5, 1(8%)
minecraft.picked_up.white_candle: #5, 34(4%)
minecraft.used.diorite_slab: #5, 170(2%)
minecraft.mined.emerald_ore: #5, 19(2%)
minecraft.picked_up.andesite_wall: #6, 89(7%)
minecraft.dropped.ink_sac: #6, 54(6%)
minecraft.used.wildflowers: #5, 38(4%)
minecraft.used.mossy_cobblestone_wall: #5, 20(2%)
minecraft.used.crimson_hyphae: #5, 48(3%)
minecraft.used.music_disc_pigstep: #5, 1(8%)
minecraft.used.diamond_sword: #6, 50731(5%)
minecraft.crafted.diamond_helmet: #6, 6(6%)
minecraft.crafted.light_gray_dye: #6, 1643(6%)
minecraft.mined.yellow_stained_glass_pane: #5, 16(3%)
