stat, rank, value, (percentage) 
minecraft.picked_up.lily_pad: #12, 54(1%)
minecraft.used.iron_ore: #12, 142(1%)
minecraft.crafted.light_gray_concrete_powder: #12, 504(1%)
minecraft.used.jungle_trapdoor: #12, 75(1%)
minecraft.mined.bricks: #12, 57(1%)
minecraft.crafted.brown_terracotta: #12, 64(1%)
minecraft.picked_up.bell: #12, 3(1%)
minecraft.used.bamboo_raft: #12, 4(1%)
minecraft.used.gray_concrete_powder: #12, 730(1%)
minecraft.crafted.gray_terracotta: #12, 112(1%)
minecraft.crafted.jungle_trapdoor: #12, 56(1%)
minecraft.picked_up.gray_concrete: #12, 267(1%)
minecraft.used.granite_stairs: #12, 8(1%)
minecraft.dropped.cobbled_deepslate: #12, 1060(1%)
minecraft.used.bamboo_door: #12, 5(1%)
minecraft.mined.red_bed: #12, 4(1%)
minecraft.picked_up.light_blue_shulker_box: #12, 45(1%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #12, 2(1%)
minecraft.mined.gray_concrete: #12, 267(1%)
minecraft.mined.copper_bulb: #12, 3(1%)
minecraft.picked_up.jungle_slab: #12, 16(1%)
minecraft.used.stone_shovel: #12, 216(1%)
minecraft.picked_up.wet_sponge: #12, 105(1%)
minecraft.mined.pale_oak_wall_sign: #12, 1(1%)
minecraft.used.fire_coral_fan: #12, 2(1%)
minecraft.used.red_concrete_powder: #12, 104(1%)
minecraft.mined.birch_stairs: #12, 4(1%)
minecraft.picked_up.flint_and_steel: #12, 8(1%)
minecraft.mined.granite_slab: #12, 2(1%)
minecraft.mined.stripped_oak_wood: #12, 14(1%)
minecraft.used.orange_banner: #12, 2(1%)
minecraft.used.mossy_stone_brick_stairs: #12, 6(1%)
minecraft.used.flowering_azalea_leaves: #12, 58(1%)
minecraft.dropped.cut_sandstone: #12, 5(1%)
minecraft.used.gravel: #12, 445(0%)
minecraft.crafted.red_concrete_powder: #12, 104(0%)
minecraft.used.stripped_dark_oak_wood: #12, 13(0%)
minecraft.picked_up.stone_shovel: #12, 1(0%)
minecraft.mined.light_blue_bed: #12, 2(0%)
minecraft.mined.allium: #12, 6(0%)
minecraft.crafted.polished_deepslate_wall: #12, 4(0%)
minecraft.picked_up.magenta_stained_glass_pane: #12, 1(1%)
minecraft.dropped.cherry_leaves: #12, 5(0%)
minecraft.dropped.stone_brick_stairs: #12, 2(0%)
minecraft.mined.gray_wool: #12, 21(0%)
minecraft.dropped.dark_oak_trapdoor: #12, 2(0%)
minecraft.used.oxidized_cut_copper_slab: #12, 14(0%)
minecraft.dropped.soul_soil: #12, 2(0%)
minecraft.used.crimson_sign: #12, 1(0%)
minecraft.mined.tube_coral_fan: #12, 1(0%)
minecraft.used.red_carpet: #12, 34(0%)
minecraft.crafted.orange_carpet: #12, 9(0%)
minecraft.picked_up.blue_bed: #12, 1(0%)
minecraft.mined.black_carpet: #12, 7(0%)
minecraft.picked_up.stripped_crimson_stem: #12, 2(0%)
minecraft.used.stripped_birch_wood: #12, 7(0%)
minecraft.used.amethyst_cluster: #12, 3(0%)
minecraft.used.blue_bed: #12, 1(0%)
minecraft.used.torchflower_seeds: #12, 1(0%)
minecraft.picked_up.item_frame: #13, 252(3%)
minecraft.mined.tuff: #13, 9092(3%)
minecraft.picked_up.iron_bars: #13, 250(3%)
minecraft.used.flower_pot: #13, 82(3%)
minecraft.used.lantern: #13, 221(3%)
minecraft.picked_up.oak_slab: #13, 131(3%)
minecraft.custom.pot_flower: #13, 55(3%)
minecraft.picked_up.furnace: #13, 98(3%)
minecraft.mined.netherrack: #13, 11683(3%)
minecraft.mined.soul_sand: #13, 609(3%)
minecraft.used.cauldron: #13, 28(3%)
minecraft.picked_up.jungle_log: #13, 1309(3%)
minecraft.crafted.book: #13, 216(3%)
minecraft.mined.birch_log: #13, 1180(2%)
minecraft.mined.ladder: #13, 59(2%)
minecraft.crafted.wooden_pickaxe: #13, 1(2%)
minecraft.used.cactus: #13, 101(2%)
minecraft.used.spruce_planks: #13, 1096(2%)
minecraft.mined.cocoa: #13, 49(2%)
minecraft.used.oak_fence_gate: #13, 22(2%)
minecraft.crafted.iron_helmet: #13, 3(2%)
minecraft.mined.white_wool: #13, 68(2%)
minecraft.picked_up.oak_sapling: #13, 666(2%)
minecraft.used.glow_item_frame: #13, 79(2%)
minecraft.picked_up.gold_block: #13, 170(2%)
minecraft.used.warped_nylium: #13, 83(2%)
minecraft.mined.chain: #13, 78(2%)
minecraft.picked_up.egg: #13, 379(1%)
minecraft.picked_up.podzol: #13, 288(2%)
minecraft.crafted.iron_boots: #13, 3(2%)
minecraft.dropped.saddle: #13, 2(2%)
minecraft.crafted.mangrove_door: #13, 3(2%)
minecraft.mined.pumpkin_stem: #13, 9(2%)
minecraft.picked_up.cobblestone: #13, 33444(1%)
minecraft.killed.spider: #13, 92(1%)
minecraft.used.light_gray_concrete_powder: #13, 359(1%)
minecraft.mined.smooth_quartz_stairs: #13, 30(2%)
minecraft.mined.cherry_leaves: #13, 527(1%)
minecraft.picked_up.smooth_quartz_stairs: #13, 32(2%)
minecraft.used.acacia_trapdoor: #13, 137(2%)
minecraft.used.black_shulker_box: #13, 70(1%)
minecraft.dropped.wooden_sword: #13, 2(2%)
minecraft.mined.black_shulker_box: #13, 68(1%)
minecraft.used.black_concrete_powder: #13, 847(1%)
minecraft.picked_up.black_shulker_box: #13, 68(1%)
minecraft.crafted.dark_oak_sign: #13, 15(1%)
minecraft.picked_up.big_dripleaf: #13, 57(1%)
minecraft.picked_up.hay_block: #13, 92(1%)
minecraft.picked_up.black_stained_glass_pane: #13, 10(1%)
minecraft.dropped.cooked_chicken: #13, 42(1%)
minecraft.mined.red_terracotta: #13, 438(1%)
minecraft.mined.cobbled_deepslate_slab: #13, 37(1%)
minecraft.mined.acacia_planks: #13, 12(1%)
minecraft.picked_up.warped_planks: #13, 26(1%)
minecraft.used.damaged_anvil: #13, 2(1%)
minecraft.mined.mangrove_door: #13, 1(2%)
minecraft.used.diorite: #13, 467(1%)
minecraft.picked_up.sea_lantern: #13, 18(1%)
minecraft.used.white_dye: #13, 12(1%)
minecraft.mined.waxed_oxidized_copper_bulb: #13, 2(1%)
minecraft.dropped.cobblestone: #13, 1904(1%)
minecraft.picked_up.glow_item_frame: #13, 29(1%)
minecraft.picked_up.red_concrete: #13, 107(1%)
minecraft.crafted.stone_shovel: #13, 4(1%)
minecraft.mined.red_concrete: #13, 107(1%)
minecraft.crafted.tuff_brick_stairs: #13, 18(1%)
minecraft.killed.creeper: #13, 160(1%)
minecraft.killed.endermite: #13, 2(1%)
minecraft.mined.jungle_slab: #13, 10(1%)
minecraft.used.bamboo_planks: #13, 107(1%)
minecraft.mined.white_carpet: #13, 16(1%)
minecraft.picked_up.birch_leaves: #13, 818(1%)
minecraft.used.granite_slab: #13, 41(1%)
minecraft.crafted.moss_carpet: #13, 171(1%)
minecraft.used.redstone_ore: #13, 10(1%)
minecraft.crafted.lime_terracotta: #13, 104(1%)
minecraft.crafted.black_terracotta: #13, 136(1%)
minecraft.picked_up.stripped_oak_wood: #13, 14(1%)
minecraft.mined.acacia_wall_sign: #13, 1(1%)
minecraft.mined.nether_bricks: #13, 29(1%)
minecraft.crafted.acacia_fence_gate: #13, 5(1%)
minecraft.used.orange_carpet: #13, 10(1%)
minecraft.crafted.cobbled_deepslate_slab: #13, 46(0%)
minecraft.used.cooked_mutton: #13, 12(0%)
minecraft.mined.lime_terracotta: #13, 11(1%)
minecraft.crafted.brown_carpet: #13, 30(1%)
minecraft.crafted.acacia_stairs: #13, 12(0%)
minecraft.used.oxeye_daisy: #13, 1(0%)
minecraft.mined.cherry_sapling: #13, 1(1%)
minecraft.used.netherite_shovel: #13, 10415(1%)
minecraft.mined.sculk_shrieker: #13, 3(0%)
minecraft.crafted.quartz_stairs: #13, 8(1%)
minecraft.crafted.brewing_stand: #13, 5(0%)
minecraft.dropped.observer: #13, 4(0%)
minecraft.mined.fire_coral_fan: #13, 2(0%)
minecraft.used.light_blue_bed: #13, 2(0%)
minecraft.used.cherry_log: #13, 21(0%)
minecraft.crafted.orange_terracotta: #13, 32(0%)
minecraft.crafted.bamboo_door: #13, 3(0%)
minecraft.dropped.mangrove_roots: #13, 9(0%)
minecraft.picked_up.sponge: #13, 40(0%)
minecraft.mined.lime_bed: #13, 1(0%)
minecraft.mined.acacia_sapling: #13, 2(0%)
minecraft.crafted.bamboo_raft: #13, 1(0%)
minecraft.crafted.cyan_banner: #13, 1(0%)
minecraft.used.green_carpet: #13, 22(0%)
minecraft.crafted.wooden_sword: #13, 2(0%)
minecraft.picked_up.allium: #13, 12(0%)
minecraft.used.mangrove_propagule: #13, 18(0%)
minecraft.picked_up.green_carpet: #13, 14(0%)
minecraft.mined.chiseled_sandstone: #13, 1(0%)
minecraft.crafted.yellow_carpet: #13, 12(0%)
minecraft.crafted.yellow_banner: #13, 1(0%)
minecraft.picked_up.brown_candle: #13, 1(0%)
minecraft.picked_up.green_concrete: #13, 8(0%)
minecraft.used.golden_apple: #13, 1(0%)
minecraft.mined.green_concrete: #13, 8(0%)
minecraft.picked_up.charcoal: #13, 9(0%)
minecraft.mined.blue_bed: #13, 1(0%)
minecraft.used.firefly_bush: #13, 2(0%)
minecraft.crafted.red_carpet: #13, 15(0%)
minecraft.picked_up.map: #13, 1(0%)
minecraft.crafted.black_carpet: #13, 12(0%)
minecraft.picked_up.light_blue_concrete_powder: #13, 1(0%)
minecraft.picked_up.cyan_concrete_powder: #13, 3(0%)
minecraft.used.green_concrete: #13, 4(0%)
minecraft.used.blue_wool: #13, 3(0%)
minecraft.crafted.pink_carpet: #13, 3(0%)
minecraft.used.poppy: #13, 5(0%)
minecraft.mined.sponge: #13, 4(0%)
minecraft.crafted.bamboo_button: #13, 2(0%)
minecraft.custom.interact_with_stonecutter: #14, 411(4%)
minecraft.mined.jungle_log: #14, 1290(3%)
minecraft.used.spruce_slab: #14, 1466(3%)
minecraft.mined.furnace: #14, 82(3%)
minecraft.picked_up.spruce_log: #14, 6027(3%)
minecraft.mined.barrel: #14, 99(3%)
minecraft.mined.player_wall_head: #14, 17(3%)
minecraft.used.dirt: #14, 20932(2%)
minecraft.mined.cobblestone: #14, 1274(2%)
minecraft.crafted.dark_oak_planks: #14, 3656(2%)
minecraft.picked_up.soul_sand: #14, 607(2%)
minecraft.picked_up.iron_boots: #14, 6(2%)
minecraft.picked_up.lantern: #14, 87(2%)
minecraft.crafted.iron_chestplate: #14, 3(2%)
minecraft.dropped.pointed_dripstone: #14, 51(2%)
minecraft.mined.anvil: #14, 17(2%)
minecraft.picked_up.white_concrete: #14, 962(2%)
minecraft.picked_up.diamond_chestplate: #14, 7(2%)
minecraft.crafted.diamond_sword: #14, 3(2%)
minecraft.mined.deepslate_redstone_ore: #14, 870(2%)
minecraft.mined.spruce_sapling: #14, 10(2%)
minecraft.crafted.cooked_beef: #14, 205(2%)
minecraft.killed.glow_squid: #14, 10(2%)
minecraft.mined.warped_nylium: #14, 117(2%)
minecraft.crafted.netherite_upgrade_smithing_template: #14, 12(2%)
minecraft.dropped.iron_block: #14, 128(2%)
minecraft.picked_up.deepslate_redstone_ore: #14, 342(1%)
minecraft.picked_up.red_terracotta: #14, 587(2%)
minecraft.picked_up.cherry_sapling: #14, 141(1%)
minecraft.mined.white_wall_banner: #14, 5(1%)
minecraft.mined.soul_soil: #14, 335(1%)
minecraft.picked_up.nether_wart: #14, 552(1%)
minecraft.picked_up.tnt: #14, 155(1%)
minecraft.picked_up.soul_soil: #14, 331(1%)
minecraft.picked_up.oak_leaves: #14, 1950(1%)
minecraft.dropped.crafting_table: #14, 5(1%)
minecraft.used.smoker: #14, 6(1%)
minecraft.crafted.cyan_shulker_box: #14, 2(1%)
minecraft.mined.tuff_slab: #14, 9(1%)
minecraft.used.white_wool: #14, 197(1%)
minecraft.broken.iron_pickaxe: #14, 2(1%)
minecraft.used.melon: #14, 11(1%)
minecraft.mined.polished_diorite: #14, 8(1%)
minecraft.picked_up.dead_bush: #14, 77(1%)
minecraft.picked_up.oak_fence_gate: #14, 5(1%)
minecraft.mined.stripped_warped_stem: #14, 42(1%)
minecraft.crafted.gold_block: #14, 81(1%)
minecraft.mined.coarse_dirt: #14, 211(1%)
minecraft.picked_up.brown_wool: #14, 55(1%)
minecraft.used.spruce_wood: #14, 118(1%)
minecraft.crafted.polished_tuff_wall: #14, 27(1%)
minecraft.picked_up.stripped_warped_stem: #14, 42(1%)
minecraft.mined.calibrated_sculk_sensor: #14, 2(1%)
minecraft.mined.damaged_anvil: #14, 2(1%)
minecraft.dropped.chainmail_chestplate: #14, 1(1%)
minecraft.mined.piston_head: #14, 2(1%)
minecraft.mined.andesite_slab: #14, 9(1%)
minecraft.crafted.lead: #14, 24(1%)
minecraft.crafted.raw_copper: #14, 1836(1%)
minecraft.crafted.bread: #14, 237(1%)
minecraft.picked_up.milk_bucket: #14, 2(1%)
minecraft.crafted.red_bed: #14, 1(1%)
minecraft.dropped.ladder: #14, 16(1%)
minecraft.picked_up.mangrove_door: #14, 1(1%)
minecraft.used.flowering_azalea: #14, 11(1%)
minecraft.mined.oak_stairs: #14, 16(1%)
minecraft.picked_up.birch_trapdoor: #14, 4(1%)
minecraft.crafted.white_stained_glass_pane: #14, 128(1%)
minecraft.picked_up.calibrated_sculk_sensor: #14, 2(1%)
minecraft.crafted.acacia_slab: #14, 48(1%)
minecraft.dropped.chainmail_boots: #14, 1(1%)
minecraft.picked_up.glowstone_dust: #14, 84(1%)
minecraft.crafted.deepslate_tile_stairs: #14, 4(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #14, 1(1%)
minecraft.used.birch_trapdoor: #14, 10(1%)
minecraft.used.acacia_slab: #14, 31(1%)
minecraft.mined.stripped_bamboo_block: #14, 12(1%)
minecraft.picked_up.stripped_bamboo_block: #14, 12(1%)
minecraft.picked_up.waxed_oxidized_copper: #14, 73(0%)
minecraft.picked_up.brown_shulker_box: #14, 18(0%)
minecraft.used.bamboo_slab: #14, 61(1%)
minecraft.mined.brown_shulker_box: #14, 18(0%)
minecraft.used.deepslate_brick_stairs: #14, 56(0%)
minecraft.crafted.oak_boat: #14, 7(0%)
minecraft.used.brown_shulker_box: #14, 18(0%)
minecraft.crafted.gray_concrete_powder: #14, 320(0%)
minecraft.used.leaf_litter: #14, 52(0%)
minecraft.picked_up.light_blue_bed: #14, 2(0%)
minecraft.mined.purpur_pillar: #14, 7(0%)
minecraft.used.mangrove_wood: #14, 25(0%)
minecraft.crafted.mangrove_wood: #14, 27(0%)
minecraft.killed_by.drowned: #14, 1(0%)
minecraft.mined.dark_oak_wood: #14, 2(0%)
minecraft.picked_up.cobweb: #14, 25(0%)
minecraft.picked_up.lime_terracotta: #14, 11(0%)
minecraft.used.gray_concrete: #14, 152(0%)
minecraft.picked_up.pink_wool: #14, 26(0%)
minecraft.used.warped_roots: #14, 3(0%)
minecraft.mined.light_blue_concrete: #14, 49(0%)
minecraft.mined.weathered_copper_trapdoor: #14, 4(0%)
minecraft.dropped.iron_axe: #14, 2(0%)
minecraft.dropped.glow_berries: #14, 2(0%)
minecraft.dropped.sculk_vein: #14, 1(0%)
minecraft.picked_up.red_banner: #14, 1(0%)
minecraft.used.light_blue_concrete_powder: #14, 58(0%)
minecraft.crafted.light_blue_concrete_powder: #14, 64(0%)
minecraft.dropped.splash_potion: #14, 2(0%)
minecraft.picked_up.magenta_wool: #14, 10(0%)
minecraft.used.pink_carpet: #14, 3(0%)
minecraft.picked_up.gray_terracotta: #14, 4(0%)
minecraft.picked_up.twisting_vines: #14, 8(0%)
minecraft.used.lime_bed: #14, 2(0%)
minecraft.used.lime_concrete: #14, 11(0%)
minecraft.crafted.purple_terracotta: #14, 16(0%)
minecraft.used.light_blue_concrete: #14, 36(0%)
minecraft.picked_up.light_blue_wool: #14, 12(0%)
minecraft.mined.black_bed: #14, 1(0%)
minecraft.dropped.cherry_sapling: #14, 1(0%)
minecraft.picked_up.gray_bed: #14, 1(0%)
minecraft.crafted.green_carpet: #14, 9(0%)
minecraft.used.diorite_wall: #14, 8(0%)
minecraft.mined.black_terracotta: #14, 3(0%)
minecraft.picked_up.black_terracotta: #14, 3(0%)
minecraft.used.purple_terracotta: #14, 1(0%)
minecraft.used.bamboo_button: #14, 2(0%)
minecraft.killed.drowned: #14, 51(0%)
minecraft.used.exposed_copper: #14, 1(0%)
minecraft.picked_up.netherrack: #15, 9632(3%)
minecraft.picked_up.iron_leggings: #15, 6(3%)
minecraft.picked_up.spruce_sign: #15, 57(2%)
minecraft.mined.vine: #15, 421(3%)
minecraft.mined.dirt_path: #15, 532(2%)
minecraft.dropped.diamond_helmet: #15, 2(2%)
minecraft.mined.podzol: #15, 387(2%)
minecraft.dropped.diamond_shovel: #15, 5(2%)
minecraft.picked_up.iron_chestplate: #15, 5(2%)
minecraft.killed.zombie_villager: #15, 5(2%)
minecraft.crafted.diamond_leggings: #15, 2(2%)
minecraft.crafted.iron_leggings: #15, 3(2%)
minecraft.picked_up.pumpkin: #15, 1484(2%)
minecraft.crafted.iron_pickaxe: #15, 6(2%)
minecraft.mined.kelp: #15, 67(1%)
minecraft.picked_up.warped_nylium: #15, 116(2%)
minecraft.custom.enchant_item: #15, 50(1%)
minecraft.mined.peony: #15, 9(1%)
minecraft.crafted.flower_pot: #15, 50(1%)
minecraft.crafted.dispenser: #15, 23(1%)
minecraft.picked_up.dispenser: #15, 52(1%)
minecraft.picked_up.phantom_membrane: #15, 24(1%)
minecraft.crafted.acacia_planks: #15, 796(1%)
minecraft.mined.ancient_debris: #15, 21(1%)
minecraft.mined.flowering_azalea: #15, 20(1%)
minecraft.picked_up.beef: #15, 347(1%)
minecraft.used.copper_trapdoor: #15, 172(1%)
minecraft.used.oak_door: #15, 3(1%)
minecraft.picked_up.ancient_debris: #15, 21(1%)
minecraft.crafted.iron_sword: #15, 3(1%)
minecraft.mined.dark_oak_stairs: #15, 15(1%)
minecraft.killed.chicken: #15, 52(1%)
minecraft.used.smooth_quartz_stairs: #15, 59(1%)
minecraft.mined.cyan_bed: #15, 11(1%)
minecraft.used.polished_andesite: #15, 174(1%)
minecraft.crafted.hay_block: #15, 205(1%)
minecraft.crafted.spruce_wood: #15, 93(1%)
minecraft.crafted.packed_mud: #15, 915(1%)
minecraft.used.spruce_sapling: #15, 310(1%)
minecraft.picked_up.amethyst_shard: #15, 430(1%)
minecraft.picked_up.damaged_anvil: #15, 2(1%)
minecraft.mined.bamboo_wall_sign: #15, 4(1%)
minecraft.crafted.green_dye: #15, 108(1%)
minecraft.picked_up.cocoa_beans: #15, 318(1%)
minecraft.picked_up.stone_pickaxe: #15, 1(1%)
minecraft.mined.lilac: #15, 8(1%)
minecraft.mined.cave_vines_plant: #15, 3(1%)
minecraft.used.dark_oak_stairs: #15, 56(1%)
minecraft.picked_up.diamond_ore: #15, 2(1%)
minecraft.used.moss_carpet: #15, 267(1%)
minecraft.picked_up.spider_eye: #15, 394(1%)
minecraft.used.sea_lantern: #15, 43(1%)
minecraft.mined.birch_trapdoor: #15, 4(1%)
minecraft.crafted.tuff_brick_slab: #15, 20(1%)
minecraft.used.brewing_stand: #15, 7(1%)
minecraft.used.white_concrete: #15, 708(1%)
minecraft.picked_up.honey_bottle: #15, 13(1%)
minecraft.mined.light_gray_wool: #15, 13(1%)
minecraft.mined.white_banner: #15, 1(1%)
minecraft.used.warped_stem: #15, 50(1%)
minecraft.picked_up.acacia_leaves: #15, 149(1%)
minecraft.killed.skeleton: #15, 357(1%)
minecraft.mined.acacia_fence: #15, 3(1%)
minecraft.picked_up.cyan_bed: #15, 7(1%)
minecraft.picked_up.white_carpet: #15, 20(1%)
minecraft.dropped.iron_helmet: #15, 1(1%)
minecraft.used.cornflower: #15, 1(1%)
minecraft.mined.dragon_wall_head: #15, 1(1%)
minecraft.used.mud: #15, 442(0%)
minecraft.picked_up.copper_bulb: #15, 3(1%)
minecraft.used.white_carpet: #15, 32(0%)
minecraft.picked_up.mangrove_propagule: #15, 82(0%)
minecraft.mined.magenta_stained_glass: #15, 2(1%)
minecraft.used.red_banner: #15, 2(0%)
minecraft.crafted.brick: #15, 472(0%)
minecraft.killed_by.skeleton: #15, 1(0%)
minecraft.crafted.birch_trapdoor: #15, 6(0%)
minecraft.dropped.oak_log: #15, 30(0%)
minecraft.picked_up.dark_oak_wood: #15, 2(0%)
minecraft.used.cocoa_beans: #15, 72(0%)
minecraft.mined.quartz_stairs: #15, 8(0%)
minecraft.used.yellow_concrete_powder: #15, 82(0%)
minecraft.used.tnt: #15, 44(0%)
minecraft.custom.interact_with_smoker: #15, 7(0%)
minecraft.crafted.light_blue_stained_glass_pane: #15, 16(0%)
minecraft.picked_up.light_blue_dye: #15, 3(0%)
minecraft.picked_up.yellow_concrete: #15, 60(0%)
minecraft.picked_up.quartz_stairs: #15, 8(0%)
minecraft.picked_up.rabbit_hide: #15, 1(0%)
minecraft.used.bamboo_trapdoor: #15, 31(0%)
minecraft.picked_up.weathered_copper_trapdoor: #15, 4(0%)
minecraft.picked_up.lime_bed: #15, 1(0%)
minecraft.picked_up.lime_wool: #15, 17(0%)
minecraft.picked_up.target: #15, 3(0%)
minecraft.picked_up.wooden_sword: #15, 1(0%)
minecraft.dropped.sandstone: #15, 20(0%)
minecraft.used.purpur_pillar: #15, 1(0%)
minecraft.picked_up.purple_bed: #15, 1(0%)
minecraft.mined.gray_terracotta: #15, 4(0%)
minecraft.used.lilac: #15, 2(0%)
minecraft.crafted.orange_wool: #15, 6(0%)
minecraft.crafted.deepslate_tile_slab: #15, 6(0%)
minecraft.picked_up.chorus_flower: #15, 7(0%)
minecraft.picked_up.fern: #15, 31(0%)
minecraft.dropped.acacia_trapdoor: #15, 1(0%)
minecraft.crafted.cobbled_deepslate_stairs: #15, 8(0%)
minecraft.used.stone_pressure_plate: #15, 5(0%)
minecraft.used.diamond_chestplate: #15, 1(0%)
minecraft.picked_up.mud_brick_stairs: #15, 1(0%)
minecraft.crafted.yellow_concrete_powder: #15, 48(0%)
minecraft.crafted.red_shulker_box: #15, 1(0%)
minecraft.dropped.packed_mud: #15, 5(0%)
minecraft.used.acacia_planks: #15, 16(0%)
minecraft.picked_up.sculk_shrieker: #15, 1(0%)
minecraft.killed.silverfish: #15, 103(0%)
minecraft.used.lime_concrete_powder: #15, 16(0%)
minecraft.used.gray_wool: #15, 25(0%)
minecraft.dropped.acacia_sapling: #15, 1(0%)
minecraft.dropped.cobblestone_slab: #15, 2(0%)
minecraft.used.brick_slab: #15, 4(0%)
minecraft.dropped.jungle_log: #15, 2(0%)
minecraft.used.deepslate_copper_ore: #15, 3(0%)
minecraft.used.stripped_birch_log: #15, 4(0%)
minecraft.crafted.blue_ice: #15, 5(0%)
minecraft.crafted.lime_concrete_powder: #15, 16(0%)
minecraft.mined.yellow_wool: #15, 13(0%)
minecraft.mined.firefly_bush: #15, 2(0%)
minecraft.picked_up.firefly_bush: #15, 2(0%)
minecraft.used.light_blue_stained_glass_pane: #15, 2(0%)
minecraft.used.black_carpet: #15, 13(0%)
minecraft.used.yellow_concrete: #15, 5(0%)
minecraft.crafted.light_gray_wool: #15, 3(0%)
minecraft.picked_up.tuff: #16, 8897(3%)
minecraft.crafted.chest: #16, 1802(3%)
minecraft.mined.melon: #16, 614(2%)
minecraft.picked_up.birch_log: #16, 1216(2%)
minecraft.picked_up.golden_leggings: #16, 8(2%)
minecraft.dropped.diamond_boots: #16, 4(2%)
minecraft.used.iron_pickaxe: #16, 1024(2%)
minecraft.mined.oak_log: #16, 1799(2%)
minecraft.mined.obsidian: #16, 322(2%)
minecraft.dropped.ender_pearl: #16, 4482(2%)
minecraft.picked_up.ladder: #16, 139(2%)
minecraft.crafted.dark_oak_slab: #16, 414(2%)
minecraft.picked_up.iron_ore: #16, 292(2%)
minecraft.mined.grass_block: #16, 24840(1%)
minecraft.dropped.deepslate: #16, 523(2%)
minecraft.used.chain: #16, 221(1%)
minecraft.picked_up.white_shulker_box: #16, 91(1%)
minecraft.dropped.wheat_seeds: #16, 2341(1%)
minecraft.picked_up.chain: #16, 82(1%)
minecraft.used.flint_and_steel: #16, 97(1%)
minecraft.mined.seagrass: #16, 102(1%)
minecraft.crafted.netherite_ingot: #16, 5(1%)
minecraft.crafted.oak_planks: #16, 3728(1%)
minecraft.dropped.oak_sign: #16, 6(1%)
minecraft.crafted.player_head: #16, 200(1%)
minecraft.crafted.copper_block: #16, 412(1%)
minecraft.crafted.campfire: #16, 48(1%)
minecraft.crafted.piston: #16, 186(1%)
minecraft.mined.white_concrete: #16, 976(1%)
minecraft.killed.enderman: #16, 9973(1%)
minecraft.picked_up.saddle: #16, 8(1%)
minecraft.picked_up.amethyst_block: #16, 170(1%)
minecraft.dropped.diamond_chestplate: #16, 1(1%)
minecraft.picked_up.leaf_litter: #16, 52(1%)
minecraft.crafted.oak_slab: #16, 330(1%)
minecraft.mined.leaf_litter: #16, 19(1%)
minecraft.picked_up.dark_oak_stairs: #16, 19(1%)
minecraft.used.stone_bricks: #16, 1023(1%)
minecraft.used.stone_axe: #16, 97(1%)
minecraft.mined.mangrove_propagule: #16, 20(1%)
minecraft.picked_up.bricks: #16, 53(1%)
minecraft.used.iron_sword: #16, 190(1%)
minecraft.crafted.oak_door: #16, 3(1%)
minecraft.used.sugar_cane: #16, 102(1%)
minecraft.picked_up.music_disc_13: #16, 3(1%)
minecraft.mined.cherry_log: #16, 188(1%)
minecraft.picked_up.dragon_head: #16, 3(1%)
minecraft.killed_by.creeper: #16, 1(1%)
minecraft.picked_up.dark_oak_planks: #16, 42(1%)
minecraft.picked_up.cyan_shulker_box: #16, 27(1%)
minecraft.crafted.hopper_minecart: #16, 7(1%)
minecraft.mined.bamboo_sapling: #16, 2(1%)
minecraft.dropped.tuff: #16, 144(1%)
minecraft.mined.cyan_shulker_box: #16, 27(1%)
minecraft.picked_up.acacia_planks: #16, 12(1%)
minecraft.used.coal_ore: #16, 308(1%)
minecraft.crafted.copper_trapdoor: #16, 112(1%)
minecraft.used.cyan_shulker_box: #16, 27(1%)
minecraft.killed.sheep: #16, 23(1%)
minecraft.mined.green_shulker_box: #16, 22(1%)
minecraft.picked_up.short_grass: #16, 344(1%)
minecraft.picked_up.green_shulker_box: #16, 22(1%)
minecraft.dropped.lead: #16, 5(1%)
minecraft.picked_up.mangrove_roots: #16, 458(1%)
minecraft.dropped.pufferfish: #16, 3(1%)
minecraft.picked_up.cactus: #16, 232(0%)
minecraft.mined.andesite_wall: #16, 5(1%)
minecraft.picked_up.magma_block: #16, 187(0%)
minecraft.picked_up.tuff_slab: #16, 9(1%)
minecraft.used.lapis_ore: #16, 7(1%)
minecraft.mined.pitcher_plant: #16, 1(1%)
minecraft.dropped.armor_stand: #16, 2(1%)
minecraft.used.mangrove_door: #16, 1(1%)
minecraft.mined.tnt: #16, 13(1%)
minecraft.crafted.brown_wool: #16, 16(1%)
minecraft.picked_up.muddy_mangrove_roots: #16, 74(0%)
minecraft.used.acacia_sign: #16, 4(0%)
minecraft.used.green_banner: #16, 1(1%)
minecraft.mined.nether_brick_fence: #16, 2(0%)
minecraft.mined.quartz_block: #16, 41(0%)
minecraft.picked_up.ghast_tear: #16, 7(0%)
minecraft.used.bricks: #16, 66(0%)
minecraft.mined.orange_bed: #16, 1(1%)
minecraft.picked_up.orange_bed: #16, 1(0%)
minecraft.dropped.dark_oak_planks: #16, 6(0%)
minecraft.picked_up.acacia_fence: #16, 3(0%)
minecraft.mined.magma_block: #16, 130(0%)
minecraft.used.cod: #16, 1(0%)
minecraft.picked_up.andesite_wall: #16, 5(0%)
minecraft.used.exposed_copper_trapdoor: #16, 3(0%)
minecraft.mined.yellow_bed: #16, 4(0%)
