stat, rank, value, (percentage) 
minecraft.picked_up.acacia_fence: #15, 6(1%)
minecraft.mined.big_dripleaf: #15, 5(1%)
minecraft.mined.warped_roots: #15, 51(1%)
minecraft.picked_up.end_stone: #15, 119(1%)
minecraft.custom.open_chest: #16, 25570(3%)
minecraft.picked_up.white_terracotta: #15, 150(1%)
minecraft.used.pale_oak_sapling: #15, 28(1%)
minecraft.crafted.acacia_sign: #15, 6(1%)
minecraft.mined.brewing_stand: #15, 5(1%)
minecraft.dropped.waxed_copper_block: #15, 5(1%)
minecraft.picked_up.bone_block: #15, 379(1%)
minecraft.picked_up.detector_rail: #15, 4(1%)
minecraft.picked_up.breeze_rod: #15, 99(1%)
minecraft.used.ominous_bottle: #15, 2(1%)
minecraft.dropped.cornflower: #15, 6(1%)
minecraft.picked_up.brick: #15, 108(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #15, 1(1%)
minecraft.crafted.target: #15, 20(1%)
minecraft.used.ominous_trial_key: #15, 5(1%)
minecraft.dropped.pumpkin_seeds: #15, 65(0%)
minecraft.picked_up.lily_of_the_valley: #15, 7(1%)
minecraft.mined.sandstone: #15, 628(0%)
minecraft.dropped.leather: #15, 32(0%)
minecraft.picked_up.ochre_froglight: #15, 185(0%)
minecraft.dropped.blackstone: #15, 48(1%)
minecraft.dropped.cooked_porkchop: #15, 46(0%)
minecraft.mined.small_dripleaf: #15, 2(1%)
minecraft.used.dark_oak_sapling: #15, 113(0%)
minecraft.used.mud_brick_slab: #15, 26(1%)
minecraft.dropped.cooked_salmon: #15, 4(0%)
minecraft.dropped.gunpowder: #15, 115(0%)
minecraft.killed.hoglin: #15, 1(1%)
minecraft.used.calibrated_sculk_sensor: #15, 3(1%)
minecraft.dropped.spruce_trapdoor: #15, 11(0%)
minecraft.crafted.loom: #15, 8(0%)
minecraft.dropped.waxed_copper_grate: #15, 2(1%)
minecraft.dropped.deepslate_diamond_ore: #15, 3(1%)
minecraft.picked_up.copper_ingot: #15, 72(0%)
minecraft.dropped.glass_bottle: #15, 76(0%)
minecraft.picked_up.milk_bucket: #15, 1(1%)
minecraft.used.oxeye_daisy: #15, 1(0%)
minecraft.mined.lily_of_the_valley: #15, 4(0%)
minecraft.picked_up.pale_moss_block: #15, 80(0%)
minecraft.crafted.mud_brick_wall: #15, 12(0%)
minecraft.mined.fire_coral_fan: #15, 2(0%)
minecraft.crafted.warped_button: #15, 1(0%)
minecraft.crafted.stone_brick_wall: #15, 9(0%)
minecraft.used.mossy_cobblestone_stairs: #15, 2(0%)
minecraft.dropped.book: #15, 2(0%)
minecraft.mined.crying_obsidian: #15, 4(0%)
minecraft.picked_up.waxed_oxidized_cut_copper: #15, 12(0%)
minecraft.used.beetroot: #15, 1(0%)
minecraft.dropped.stone_stairs: #15, 1(0%)
minecraft.mined.twisting_vines_plant: #15, 1(0%)
minecraft.used.smithing_table: #15, 6(0%)
minecraft.dropped.orange_terracotta: #15, 4(0%)
minecraft.used.sculk_sensor: #15, 2(0%)
minecraft.mined.brown_terracotta: #15, 34(0%)
minecraft.picked_up.cooked_mutton: #15, 8(0%)
minecraft.picked_up.brain_coral: #15, 1(0%)
minecraft.mined.tall_dry_grass: #15, 1(0%)
minecraft.mined.wildflowers: #15, 1(0%)
minecraft.picked_up.bubble_coral_fan: #15, 4(0%)
minecraft.used.verdant_froglight: #15, 49(0%)
minecraft.mined.red_sandstone: #15, 1(0%)
minecraft.picked_up.twisting_vines: #15, 4(0%)
minecraft.used.azure_bluet: #15, 1(0%)
minecraft.mined.activator_rail: #15, 1(0%)
minecraft.picked_up.horn_coral: #15, 1(0%)
minecraft.mined.green_stained_glass: #15, 1(0%)
minecraft.picked_up.sugar: #15, 7(0%)
minecraft.crafted.activator_rail: #15, 6(0%)
minecraft.mined.brain_coral_wall_fan: #15, 2(0%)
minecraft.dropped.gray_wool: #15, 2(0%)
minecraft.used.firefly_bush: #15, 1(0%)
minecraft.used.pink_concrete_powder: #15, 4(0%)
minecraft.picked_up.wildflowers: #15, 3(0%)
minecraft.mined.stripped_birch_wood: #15, 1(0%)
minecraft.picked_up.leather_leggings: #16, 14(3%)
minecraft.crafted.spruce_trapdoor: #16, 1452(3%)
minecraft.mined.tall_grass: #16, 636(3%)
minecraft.dropped.rotten_flesh: #16, 2778(2%)
minecraft.used.stone: #16, 20788(2%)
minecraft.picked_up.painting: #16, 122(3%)
minecraft.mined.spruce_log: #16, 4956(2%)
minecraft.dropped.bone: #16, 412(2%)
minecraft.picked_up.furnace: #16, 78(2%)
minecraft.used.painting: #16, 119(2%)
minecraft.used.dirt: #16, 17093(2%)
minecraft.custom.play_noteblock: #16, 95(2%)
minecraft.crafted.barrel: #16, 186(2%)
minecraft.mined.soul_sand: #16, 435(2%)
minecraft.picked_up.anvil: #16, 25(2%)
minecraft.mined.glow_lichen: #16, 420(2%)
minecraft.used.white_banner: #16, 20(2%)
minecraft.used.campfire: #16, 65(2%)
minecraft.used.polished_tuff: #16, 729(2%)
minecraft.picked_up.soul_sand: #16, 419(1%)
minecraft.used.crafter: #16, 44(2%)
minecraft.picked_up.red_mushroom: #16, 26(1%)
minecraft.picked_up.diamond: #16, 1139(1%)
minecraft.picked_up.spruce_boat: #16, 9(2%)
minecraft.mined.lightning_rod: #16, 25(2%)
minecraft.crafted.iron_chestplate: #16, 2(1%)
minecraft.crafted.stone_button: #16, 118(1%)
minecraft.used.splash_potion: #16, 24(1%)
minecraft.mined.gold_ore: #16, 48(1%)
minecraft.mined.white_wall_banner: #16, 5(1%)
minecraft.dropped.string: #16, 196(1%)
minecraft.picked_up.dropper: #16, 42(1%)
minecraft.used.polished_deepslate: #16, 340(1%)
minecraft.picked_up.slime_ball: #16, 417(1%)
minecraft.mined.stone_button: #16, 17(1%)
minecraft.used.oak_log: #16, 207(1%)
minecraft.killed.magma_cube: #16, 74(1%)
minecraft.dropped.obsidian: #16, 20(1%)
minecraft.killed.glow_squid: #16, 7(1%)
minecraft.used.copper_trapdoor: #16, 165(1%)
minecraft.picked_up.lightning_rod: #16, 25(1%)
minecraft.picked_up.gold_block: #16, 89(1%)
minecraft.dropped.oak_planks: #16, 27(1%)
minecraft.used.spruce_planks: #16, 456(1%)
minecraft.picked_up.dark_oak_slab: #16, 44(1%)
minecraft.mined.calibrated_sculk_sensor: #16, 2(1%)
minecraft.dropped.chiseled_tuff_bricks: #16, 8(1%)
minecraft.dropped.player_head: #16, 128(1%)
minecraft.used.end_rod: #16, 109(1%)
minecraft.dropped.oxeye_daisy: #16, 8(1%)
minecraft.crafted.cauldron: #16, 15(1%)
minecraft.used.diamond: #16, 12(1%)
minecraft.used.oxidized_copper_grate: #16, 25(1%)
minecraft.picked_up.feather: #16, 93(1%)
minecraft.picked_up.tipped_arrow: #16, 92(1%)
minecraft.picked_up.smithing_table: #16, 4(1%)
minecraft.mined.soul_fire: #16, 14(1%)
minecraft.mined.cauldron: #16, 2(1%)
minecraft.killed.blaze: #16, 80(1%)
minecraft.used.mud_bricks: #16, 124(1%)
minecraft.dropped.ominous_trial_key: #16, 1(1%)
minecraft.mined.stone_slab: #16, 46(1%)
minecraft.mined.bookshelf: #16, 24(1%)
minecraft.picked_up.sweet_berries: #16, 135(0%)
minecraft.crafted.crafter: #16, 16(1%)
minecraft.picked_up.enchanted_golden_apple: #16, 3(1%)
minecraft.dropped.stone_shovel: #16, 1(1%)
minecraft.mined.crimson_fungus: #16, 5(1%)
minecraft.dropped.acacia_log: #16, 3(1%)
minecraft.mined.acacia_wall_sign: #16, 1(1%)
minecraft.picked_up.ominous_trial_key: #16, 6(1%)
minecraft.picked_up.nether_gold_ore: #16, 6(1%)
minecraft.mined.crimson_roots: #16, 23(0%)
minecraft.picked_up.sandstone: #16, 628(0%)
minecraft.picked_up.orange_wool: #16, 30(0%)
minecraft.dropped.jungle_planks: #16, 3(0%)
minecraft.crafted.tnt: #16, 128(0%)
minecraft.picked_up.light_blue_shulker_box: #16, 17(0%)
minecraft.used.light_blue_shulker_box: #16, 17(0%)
minecraft.crafted.quartz_block: #16, 288(0%)
minecraft.mined.smooth_sandstone: #16, 11(0%)
minecraft.mined.light_blue_shulker_box: #16, 17(0%)
minecraft.picked_up.cyan_concrete: #16, 10(0%)
minecraft.mined.cut_sandstone: #16, 8(0%)
minecraft.dropped.flower_pot: #16, 1(0%)
minecraft.crafted.detector_rail: #16, 6(0%)
minecraft.picked_up.diorite_slab: #16, 3(0%)
minecraft.dropped.oak_leaves: #16, 16(0%)
minecraft.used.acacia_leaves: #16, 5(0%)
minecraft.picked_up.pearlescent_froglight: #16, 62(0%)
minecraft.dropped.sculk_vein: #16, 1(0%)
minecraft.picked_up.scrape_pottery_sherd: #16, 1(0%)
minecraft.mined.bricks: #16, 9(0%)
minecraft.mined.oxidized_copper_bulb: #16, 1(0%)
minecraft.used.copper_bulb: #16, 2(0%)
minecraft.mined.polished_blackstone_bricks: #16, 16(0%)
minecraft.crafted.brown_shulker_box: #16, 1(0%)
minecraft.used.azalea_leaves: #16, 145(0%)
minecraft.picked_up.oxidized_copper_bulb: #16, 1(0%)
minecraft.used.mossy_cobblestone_slab: #16, 3(0%)
minecraft.picked_up.crimson_roots: #16, 40(0%)
minecraft.used.map: #16, 2(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #16, 2(0%)
minecraft.used.oak_sapling: #16, 63(0%)
minecraft.picked_up.smooth_sandstone: #16, 11(0%)
minecraft.used.dark_oak_fence_gate: #16, 2(0%)
minecraft.picked_up.sculk_shrieker: #16, 1(0%)
minecraft.picked_up.brown_terracotta: #16, 34(0%)
minecraft.crafted.dark_oak_fence_gate: #16, 2(0%)
minecraft.mined.weathered_copper: #16, 4(0%)
minecraft.crafted.fermented_spider_eye: #16, 4(0%)
minecraft.dropped.soul_soil: #16, 1(0%)
minecraft.crafted.cobbled_deepslate_stairs: #16, 4(0%)
minecraft.dropped.white_banner: #16, 4(0%)
minecraft.picked_up.red_sandstone: #16, 1(0%)
minecraft.picked_up.brain_coral_fan: #16, 2(0%)
minecraft.crafted.pink_concrete_powder: #16, 8(0%)
minecraft.used.birch_leaves: #16, 25(0%)
minecraft.used.amethyst_block: #16, 2(0%)
minecraft.crafted.resin_block: #16, 1(0%)
minecraft.picked_up.stripped_birch_wood: #16, 1(0%)
minecraft.dropped.smooth_stone: #16, 3(0%)
minecraft.used.diorite_wall: #16, 1(0%)
minecraft.used.firework_rocket: #17, 16743(2%)
minecraft.custom.open_enderchest: #17, 2225(2%)
minecraft.mined.short_grass: #17, 2878(2%)
minecraft.crafted.diamond_shovel: #17, 5(2%)
minecraft.crafted.spruce_stairs: #17, 292(2%)
minecraft.used.cooked_beef: #17, 324(1%)
minecraft.mined.crafter: #17, 28(2%)
minecraft.mined.obsidian: #17, 308(2%)
minecraft.picked_up.crafter: #17, 28(2%)
minecraft.picked_up.redstone: #17, 4171(1%)
minecraft.used.spruce_stairs: #17, 250(1%)
minecraft.picked_up.minecart: #17, 54(1%)
minecraft.picked_up.chainmail_leggings: #17, 2(2%)
minecraft.dropped.diamond: #17, 151(1%)
minecraft.crafted.spruce_boat: #17, 4(1%)
minecraft.picked_up.emerald: #17, 587(1%)
minecraft.picked_up.white_shulker_box: #17, 91(1%)
minecraft.picked_up.ink_sac: #17, 352(1%)
minecraft.crafted.iron_helmet: #17, 2(1%)
minecraft.used.snowball: #17, 65(1%)
minecraft.crafted.stone_pickaxe: #17, 2(1%)
minecraft.picked_up.birch_sapling: #17, 191(1%)
minecraft.picked_up.redstone_torch: #17, 116(1%)
minecraft.used.grass_block: #17, 5204(1%)
minecraft.mined.warped_stem: #17, 188(1%)
minecraft.picked_up.brown_mushroom: #17, 102(1%)
minecraft.killed.squid: #17, 64(1%)
minecraft.picked_up.bamboo: #17, 3921(1%)
minecraft.picked_up.blaze_rod: #17, 136(1%)
minecraft.picked_up.warped_stem: #17, 188(1%)
minecraft.used.trial_key: #17, 9(1%)
minecraft.dropped.oak_slab: #17, 9(1%)
minecraft.picked_up.iron_sword: #17, 5(1%)
minecraft.picked_up.splash_potion: #17, 12(1%)
minecraft.picked_up.stone_slab: #17, 107(1%)
minecraft.crafted.purple_shulker_box: #17, 1(1%)
minecraft.picked_up.diamond_ore: #17, 2(1%)
minecraft.mined.stone_bricks: #17, 284(1%)
minecraft.used.melon: #17, 7(1%)
minecraft.mined.pale_oak_log: #17, 327(1%)
minecraft.picked_up.stripped_oak_log: #17, 55(1%)
minecraft.mined.jungle_leaves: #17, 240(1%)
minecraft.picked_up.golden_apple: #17, 6(1%)
minecraft.broken.fishing_rod: #17, 1(1%)
minecraft.used.loom: #17, 8(1%)
minecraft.crafted.smooth_stone: #17, 218(1%)
minecraft.used.smooth_quartz_stairs: #17, 40(1%)
minecraft.picked_up.brewing_stand: #17, 6(1%)
minecraft.mined.tuff_slab: #17, 5(1%)
minecraft.picked_up.glass_pane: #17, 17(1%)
minecraft.killed.sheep: #17, 23(1%)
minecraft.crafted.leather_leggings: #17, 10(1%)
minecraft.dropped.iron_sword: #17, 2(1%)
minecraft.mined.white_wool: #17, 19(1%)
minecraft.crafted.light_gray_dye: #17, 160(1%)
minecraft.mined.melon_stem: #17, 2(1%)
minecraft.mined.cave_vines_plant: #17, 2(1%)
minecraft.used.dark_oak_sign: #17, 6(1%)
minecraft.mined.stripped_dark_oak_log: #17, 49(0%)
minecraft.picked_up.dead_bush: #17, 34(1%)
minecraft.used.stone_sword: #17, 57(0%)
minecraft.crafted.dropper: #17, 39(0%)
minecraft.picked_up.stripped_dark_oak_log: #17, 44(0%)
minecraft.used.waxed_copper_block: #17, 14(0%)
minecraft.custom.fly_one_cm: #18, 49634647(2%)
minecraft.picked_up.pale_oak_sapling: #17, 35(0%)
minecraft.mined.purpur_slab: #17, 3(0%)
minecraft.used.cyan_bed: #17, 5(0%)
minecraft.picked_up.slime_block: #17, 47(0%)
minecraft.crafted.anvil: #17, 17(0%)
minecraft.mined.cyan_bed: #17, 4(0%)
minecraft.picked_up.cyan_bed: #17, 4(0%)
minecraft.picked_up.mutton: #17, 45(0%)
minecraft.picked_up.bowl: #17, 2(0%)
minecraft.picked_up.pale_oak_sign: #17, 1(0%)
minecraft.crafted.andesite_slab: #17, 20(0%)
minecraft.killed_by.drowned: #17, 1(0%)
minecraft.mined.yellow_terracotta: #17, 44(0%)
minecraft.mined.waxed_oxidized_cut_copper: #17, 13(0%)
minecraft.mined.waxed_copper_block: #17, 34(0%)
minecraft.mined.cyan_wool: #17, 6(0%)
minecraft.mined.stripped_spruce_wood: #17, 8(0%)
minecraft.picked_up.oxidized_copper_grate: #17, 5(0%)
minecraft.used.glowstone: #17, 18(0%)
minecraft.dropped.iron_axe: #17, 2(0%)
minecraft.picked_up.flow_pottery_sherd: #17, 1(0%)
minecraft.dropped.item_frame: #17, 1(0%)
minecraft.picked_up.red_concrete: #17, 21(0%)
minecraft.picked_up.polished_blackstone_bricks: #17, 16(0%)
minecraft.crafted.polished_deepslate: #17, 64(0%)
minecraft.picked_up.gray_wool: #17, 43(0%)
minecraft.mined.white_concrete_powder: #17, 3(0%)
minecraft.used.daylight_detector: #17, 4(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #17, 2(0%)
minecraft.mined.sculk_shrieker: #17, 1(0%)
minecraft.picked_up.crimson_fungus: #17, 5(0%)
minecraft.used.mud_brick_wall: #17, 12(0%)
minecraft.crafted.slime_ball: #17, 72(0%)
minecraft.used.mossy_cobblestone_wall: #17, 1(0%)
minecraft.dropped.glow_ink_sac: #17, 1(0%)
minecraft.used.gray_wool: #17, 15(0%)
minecraft.picked_up.green_stained_glass: #17, 1(0%)
minecraft.used.jungle_sapling: #17, 4(0%)
minecraft.mined.red_carpet: #17, 2(0%)
minecraft.crafted.red_stained_glass: #17, 8(0%)
minecraft.dropped.dark_oak_log: #17, 1(0%)
minecraft.dropped.mud: #17, 1(0%)
minecraft.custom.aviate_one_cm: #18, 424847553(3%)
minecraft.crafted.purple_stained_glass: #17, 8(0%)
minecraft.used.green_stained_glass: #17, 1(0%)
minecraft.mined.black_concrete_powder: #17, 1(0%)
minecraft.used.activator_rail: #17, 1(0%)
minecraft.picked_up.resin_clump: #17, 4(0%)
minecraft.picked_up.red_carpet: #17, 2(0%)
minecraft.picked_up.weathered_copper: #17, 4(0%)
minecraft.dropped.bone_block: #17, 2(0%)
minecraft.custom.open_barrel: #18, 4319(2%)
minecraft.crafted.wooden_pickaxe: #18, 1(2%)
minecraft.used.player_head: #18, 105(2%)
minecraft.dropped.diamond_sword: #18, 5(2%)
minecraft.used.spruce_sign: #18, 122(2%)
minecraft.used.iron_pickaxe: #18, 1000(2%)
minecraft.dropped.golden_carrot: #18, 197(1%)
minecraft.used.netherrack: #18, 1194(2%)
minecraft.used.spruce_log: #18, 777(2%)
minecraft.picked_up.player_head: #18, 525(1%)
minecraft.mined.dirt: #18, 24584(2%)
minecraft.picked_up.iron_chestplate: #18, 4(2%)
minecraft.used.cauldron: #18, 16(1%)
minecraft.used.bamboo: #18, 318(1%)
minecraft.mined.oak_wall_sign: #18, 7(1%)
minecraft.mined.shroomlight: #18, 41(1%)
minecraft.mined.calcite: #18, 487(1%)
minecraft.used.scaffolding: #18, 2650(1%)
minecraft.crafted.item_frame: #18, 151(1%)
minecraft.picked_up.raw_copper: #18, 7079(1%)
minecraft.mined.chiseled_tuff_bricks: #18, 62(1%)
minecraft.used.white_shulker_box: #18, 99(1%)
minecraft.picked_up.shroomlight: #18, 41(1%)
minecraft.mined.smooth_basalt: #18, 128(1%)
minecraft.picked_up.filled_map: #18, 203(1%)
minecraft.crafted.glass_pane: #18, 176(1%)
minecraft.picked_up.enchanted_book: #18, 16(1%)
minecraft.mined.scaffolding: #18, 854(1%)
minecraft.used.obsidian: #18, 196(1%)
minecraft.picked_up.stone_button: #18, 30(1%)
minecraft.dropped.diamond_chestplate: #18, 1(1%)
minecraft.dropped.wheat_seeds: #18, 1657(1%)
minecraft.used.shield: #18, 54(1%)
minecraft.picked_up.cyan_terracotta: #18, 103(1%)
minecraft.dropped.arrow: #18, 320(1%)
minecraft.used.spruce_slab: #18, 435(1%)
minecraft.dropped.potion: #18, 31(1%)
minecraft.killed_by.zombie: #18, 3(1%)
minecraft.picked_up.pumpkin_seeds: #18, 238(1%)
minecraft.crafted.dispenser: #18, 13(1%)
minecraft.custom.damage_blocked_by_shield: #18, 3035(1%)
minecraft.mined.cave_vines: #18, 6(1%)
minecraft.mined.stripped_oak_log: #18, 59(1%)
minecraft.killed_by.creeper: #18, 1(1%)
minecraft.crafted.mud_bricks: #18, 192(1%)
minecraft.picked_up.shears: #18, 10(1%)
minecraft.picked_up.iron_axe: #18, 3(1%)
minecraft.used.stone_axe: #18, 67(1%)
minecraft.dropped.filled_map: #18, 17(1%)
minecraft.mined.spruce_planks: #18, 70(1%)
minecraft.picked_up.grass_block: #18, 6503(1%)
minecraft.picked_up.spider_eye: #18, 283(0%)
minecraft.crafted.leather_boots: #18, 8(1%)
minecraft.used.brewing_stand: #18, 5(1%)
minecraft.crafted.dark_oak_sign: #18, 6(1%)
minecraft.dropped.azure_bluet: #18, 7(1%)
minecraft.custom.bell_ring: #18, 5(0%)
minecraft.dropped.flint: #18, 40(0%)
minecraft.crafted.polished_tuff_stairs: #18, 4(1%)
minecraft.dropped.tuff_bricks: #18, 21(1%)
minecraft.mined.warped_fungus: #18, 6(0%)
minecraft.mined.dark_oak_planks: #18, 16(0%)
minecraft.killed.endermite: #18, 1(0%)
minecraft.mined.oak_sapling: #18, 2(0%)
minecraft.used.ender_pearl: #18, 36(0%)
minecraft.mined.sweet_berry_bush: #18, 5(0%)
minecraft.dropped.pufferfish: #18, 2(0%)
minecraft.dropped.polished_tuff: #18, 4(0%)
minecraft.mined.mud_bricks: #18, 14(0%)
minecraft.used.acacia_sign: #18, 3(0%)
minecraft.dropped.birch_log: #18, 7(0%)
minecraft.picked_up.tuff_slab: #18, 5(0%)
minecraft.dropped.iron_ingot: #18, 74(0%)
minecraft.dropped.brown_mushroom: #18, 2(0%)
minecraft.used.packed_mud: #18, 301(0%)
minecraft.picked_up.candle: #18, 4(0%)
minecraft.picked_up.stripped_spruce_wood: #18, 8(0%)
minecraft.mined.oxidized_copper_grate: #18, 5(0%)
minecraft.mined.copper_bulb: #18, 1(0%)
minecraft.picked_up.cut_sandstone: #18, 7(0%)
minecraft.used.stripped_spruce_log: #18, 29(0%)
minecraft.picked_up.waxed_copper_block: #18, 27(0%)
minecraft.killed.iron_golem: #18, 1(0%)
minecraft.mined.weeping_vines_plant: #18, 2(0%)
minecraft.custom.sprint_one_cm: #19, 89167193(2%)
minecraft.mined.emerald_ore: #18, 2(0%)
minecraft.crafted.flint_and_steel: #18, 4(0%)
minecraft.crafted.sugar: #18, 21(0%)
minecraft.used.end_stone_bricks: #18, 1(0%)
minecraft.mined.pale_oak_leaves: #18, 122(0%)
minecraft.used.cobblestone_slab: #18, 40(0%)
minecraft.crafted.cooked_chicken: #18, 3(0%)
minecraft.picked_up.chorus_flower: #18, 6(0%)
minecraft.mined.flowering_azalea_leaves: #18, 62(0%)
minecraft.dropped.honey_bottle: #18, 1(0%)
minecraft.picked_up.spruce_button: #18, 6(0%)
minecraft.picked_up.flowering_azalea_leaves: #18, 57(0%)
minecraft.mined.azalea_leaves: #18, 164(0%)
minecraft.used.flowering_azalea: #18, 2(0%)
minecraft.picked_up.azalea_leaves: #18, 147(0%)
minecraft.mined.pale_hanging_moss: #18, 3(0%)
minecraft.crafted.daylight_detector: #18, 4(0%)
minecraft.used.smooth_sandstone: #18, 20(0%)
minecraft.picked_up.brown_shulker_box: #18, 3(0%)
minecraft.mined.brown_shulker_box: #18, 3(0%)
minecraft.mined.oxidized_copper: #18, 17(0%)
minecraft.used.brown_shulker_box: #18, 3(0%)
minecraft.picked_up.bamboo_block: #18, 40(0%)
minecraft.crafted.white_banner: #18, 6(0%)
minecraft.dropped.golden_sword: #18, 1(0%)
minecraft.crafted.slime_block: #18, 3(0%)
minecraft.picked_up.torchflower_seeds: #18, 1(0%)
minecraft.mined.stripped_oak_wood: #18, 1(0%)
minecraft.picked_up.stripped_oak_wood: #18, 1(0%)
minecraft.mined.resin_clump: #18, 1(0%)
minecraft.used.light_blue_concrete_powder: #18, 1(0%)
minecraft.custom.jump: #19, 251131(2%)
minecraft.picked_up.spruce_log: #19, 5190(2%)
minecraft.killed_by.player: #19, 39(1%)
minecraft.used.bone_meal: #19, 4595(2%)
minecraft.killed.player: #19, 37(1%)
minecraft.picked_up.iron_boots: #19, 4(1%)
minecraft.picked_up.scaffolding: #19, 2388(1%)
minecraft.crafted.scaffolding: #19, 696(1%)
minecraft.mined.white_shulker_box: #19, 80(1%)
minecraft.picked_up.chiseled_tuff_bricks: #19, 68(1%)
minecraft.used.minecart: #19, 36(1%)
minecraft.dropped.carved_pumpkin: #19, 12(1%)
minecraft.used.glow_ink_sac: #19, 52(1%)
minecraft.picked_up.calcite: #19, 413(1%)
minecraft.crafted.chain: #19, 204(1%)
minecraft.dropped.shield: #19, 2(1%)
minecraft.crafted.paper: #19, 2187(1%)
minecraft.picked_up.lapis_lazuli: #19, 1174(1%)
minecraft.picked_up.cobblestone: #19, 22019(1%)
minecraft.mined.moss_block: #19, 596(1%)
minecraft.picked_up.oak_sapling: #19, 308(1%)
minecraft.picked_up.ladder: #19, 70(1%)
minecraft.dropped.pointed_dripstone: #19, 23(1%)
minecraft.custom.trigger_trapped_chest: #19, 10(1%)
minecraft.dropped.dirt: #19, 1029(1%)
minecraft.picked_up.dispenser: #19, 33(1%)
minecraft.custom.animals_bred: #19, 157(1%)
minecraft.dropped.oak_boat: #19, 2(1%)
minecraft.mined.tuff_bricks: #19, 232(1%)
minecraft.crafted.oak_planks: #19, 2196(1%)
minecraft.mined.jungle_log: #19, 289(1%)
minecraft.picked_up.pale_oak_log: #19, 326(1%)
minecraft.used.iron_bars: #19, 153(1%)
minecraft.picked_up.oak_fence_gate: #19, 3(1%)
minecraft.dropped.golden_boots: #19, 3(1%)
minecraft.crafted.pale_oak_planks: #19, 272(1%)
minecraft.dropped.paper: #19, 23(1%)
minecraft.crafted.ender_chest: #19, 6(1%)
minecraft.picked_up.totem_of_undying: #19, 4(0%)
minecraft.picked_up.diamond_hoe: #19, 1(1%)
minecraft.used.diorite: #19, 232(0%)
minecraft.picked_up.white_wool: #19, 162(0%)
minecraft.dropped.writable_book: #19, 2(0%)
minecraft.mined.piston_head: #19, 1(1%)
minecraft.picked_up.vine: #19, 28(0%)
minecraft.dropped.stone_button: #19, 4(0%)
minecraft.dropped.scaffolding: #19, 37(0%)
minecraft.used.stone_slab: #19, 262(0%)
minecraft.used.honeycomb: #19, 67(0%)
minecraft.dropped.gold_nugget: #19, 52(0%)
minecraft.used.mossy_cobblestone: #19, 35(0%)
minecraft.mined.pink_shulker_box: #19, 10(0%)
minecraft.picked_up.pink_shulker_box: #19, 10(0%)
minecraft.used.pink_shulker_box: #19, 10(0%)
minecraft.picked_up.calibrated_sculk_sensor: #19, 1(0%)
minecraft.crafted.stonecutter: #19, 3(0%)
minecraft.picked_up.yellow_terracotta: #19, 44(0%)
minecraft.mined.oak_stairs: #19, 6(0%)
minecraft.dropped.stone_slab: #19, 13(0%)
minecraft.dropped.oak_sapling: #19, 10(0%)
minecraft.mined.dark_oak_slab: #19, 6(0%)
minecraft.picked_up.gunpowder: #19, 316(0%)
minecraft.crafted.glass_bottle: #19, 60(0%)
minecraft.picked_up.podzol: #19, 28(0%)
minecraft.mined.birch_leaves: #19, 185(0%)
minecraft.crafted.sandstone: #19, 11(0%)
minecraft.picked_up.deepslate_copper_ore: #19, 6(0%)
minecraft.used.white_stained_glass: #19, 52(0%)
minecraft.used.cyan_wool: #19, 10(0%)
minecraft.used.target: #19, 5(0%)
minecraft.crafted.name_tag: #19, 3(0%)
minecraft.picked_up.target: #19, 2(0%)
minecraft.crafted.red_shulker_box: #19, 1(0%)
minecraft.dropped.spider_eye: #19, 105(0%)
minecraft.dropped.shears: #19, 2(0%)
minecraft.used.waxed_oxidized_copper: #19, 11(0%)
minecraft.crafted.wheat: #19, 108(0%)
minecraft.crafted.light_gray_terracotta: #19, 8(0%)
minecraft.used.leaf_litter: #19, 14(0%)
minecraft.picked_up.cyan_dye: #19, 1(0%)
minecraft.picked_up.birch_leaves: #19, 101(0%)
minecraft.mined.stone_pressure_plate: #19, 2(0%)
minecraft.picked_up.mangrove_leaves: #19, 88(0%)
minecraft.mined.deepslate_tile_stairs: #19, 2(0%)
minecraft.picked_up.bamboo_slab: #19, 5(0%)
minecraft.mined.sculk_sensor: #19, 3(0%)
minecraft.used.stone_shovel: #19, 21(0%)
minecraft.used.iron_hoe: #19, 4(0%)
minecraft.picked_up.dark_oak_leaves: #19, 6(0%)
minecraft.crafted.smooth_quartz_slab: #19, 2(0%)
minecraft.crafted.smithing_table: #19, 2(0%)
minecraft.dropped.purpur_block: #19, 1(0%)
minecraft.picked_up.verdant_froglight: #19, 22(0%)
minecraft.picked_up.activator_rail: #19, 1(0%)
minecraft.killed.silverfish: #19, 31(0%)
minecraft.mined.light_blue_stained_glass: #19, 1(0%)
minecraft.used.red_sand: #19, 1(0%)
minecraft.used.red_carpet: #19, 2(0%)
minecraft.picked_up.brown_mushroom_block: #19, 2(0%)
minecraft.picked_up.sculk_vein: #19, 1(0%)
minecraft.picked_up.sculk: #19, 2(0%)
minecraft.custom.interact_with_crafting_table: #20, 2172(2%)
minecraft.custom.climb_one_cm: #20, 1548655(2%)
minecraft.custom.fall_one_cm: #20, 6353693(2%)
minecraft.used.crafting_table: #20, 160(2%)
minecraft.mined.crafting_table: #20, 126(2%)
minecraft.used.item_frame: #20, 160(2%)
