stat, rank, value, (percentage) 
minecraft.used.pitcher_pod: #9, 1(0%)
minecraft.mined.spruce_planks: #10, 505(4%)
minecraft.picked_up.oak_slab: #10, 160(4%)
minecraft.picked_up.flint: #10, 699(4%)
minecraft.custom.fly_one_cm: #11, 86296514(3%)
minecraft.dropped.diamond_axe: #10, 10(4%)
minecraft.mined.oak_fence: #10, 152(4%)
minecraft.mined.chipped_anvil: #10, 12(3%)
minecraft.picked_up.diamond_boots: #10, 29(2%)
minecraft.picked_up.golden_chestplate: #10, 16(3%)
minecraft.picked_up.golden_helmet: #10, 13(3%)
minecraft.used.beacon: #10, 24(3%)
minecraft.picked_up.emerald: #10, 1424(3%)
minecraft.used.flint_and_steel: #10, 243(3%)
minecraft.picked_up.bamboo_sign: #10, 57(3%)
minecraft.mined.lightning_rod: #10, 60(4%)
minecraft.picked_up.redstone_block: #10, 397(3%)
minecraft.picked_up.iron_boots: #10, 9(3%)
minecraft.used.kelp: #10, 531(3%)
minecraft.custom.interact_with_beacon: #10, 43(3%)
minecraft.mined.diamond_ore: #10, 9(4%)
minecraft.dropped.raw_iron: #10, 68(4%)
minecraft.dropped.egg: #10, 182(3%)
minecraft.picked_up.breeze_rod: #10, 537(4%)
minecraft.crafted.iron_sword: #10, 9(3%)
minecraft.picked_up.waxed_exposed_copper_bulb: #10, 11(4%)
minecraft.picked_up.cherry_leaves: #10, 943(3%)
minecraft.used.acacia_trapdoor: #10, 299(4%)
minecraft.mined.cave_vines: #10, 23(3%)
minecraft.custom.open_chest: #11, 36718(4%)
minecraft.picked_up.ancient_debris: #10, 52(3%)
minecraft.dropped.chainmail_chestplate: #10, 3(3%)
minecraft.mined.moss_block: #10, 1558(2%)
minecraft.crafted.white_concrete_powder: #10, 3136(3%)
minecraft.mined.torch: #10, 902(2%)
minecraft.dropped.brown_mushroom: #10, 18(3%)
minecraft.crafted.bamboo_slab: #10, 1578(3%)
minecraft.mined.cyan_bed: #10, 27(2%)
minecraft.used.smooth_quartz_slab: #10, 263(2%)
minecraft.mined.polished_tuff_wall: #10, 35(2%)
minecraft.custom.minecart_one_cm: #10, 2676208(2%)
minecraft.mined.end_stone: #10, 320(2%)
minecraft.crafted.lime_concrete_powder: #10, 480(3%)
minecraft.dropped.jungle_planks: #10, 16(2%)
minecraft.picked_up.seagrass: #10, 118(2%)
minecraft.mined.smooth_quartz_stairs: #10, 41(2%)
minecraft.crafted.gray_concrete_powder: #10, 1664(2%)
minecraft.picked_up.stripped_dark_oak_log: #10, 201(2%)
minecraft.picked_up.waxed_cut_copper_slab: #10, 10(3%)
minecraft.used.nether_bricks: #10, 66(2%)
minecraft.killed.pig: #10, 21(2%)
minecraft.used.waxed_copper_bulb: #10, 55(3%)
minecraft.crafted.pink_dye: #10, 260(2%)
minecraft.picked_up.cyan_concrete: #10, 64(2%)
minecraft.mined.amethyst_cluster: #10, 177(2%)
minecraft.mined.oxidized_copper_trapdoor: #10, 109(2%)
minecraft.dropped.stone_bricks: #10, 80(2%)
minecraft.dropped.bone_meal: #10, 1325(1%)
minecraft.used.gray_concrete_powder: #10, 1162(2%)
minecraft.dropped.brown_dye: #10, 10(2%)
minecraft.dropped.minecart: #10, 12(2%)
minecraft.picked_up.waxed_oxidized_cut_copper: #10, 75(2%)
minecraft.picked_up.rotten_flesh: #11, 7220(4%)
minecraft.dropped.soul_sand: #10, 73(1%)
minecraft.crafted.deepslate_tile_stairs: #10, 10(2%)
minecraft.used.oak_leaves: #10, 1417(1%)
minecraft.crafted.chiseled_tuff_bricks: #10, 12(1%)
minecraft.used.dark_prismarine_stairs: #10, 23(2%)
minecraft.used.polished_deepslate_wall: #10, 126(2%)
minecraft.used.cherry_log: #10, 94(1%)
minecraft.dropped.acacia_trapdoor: #10, 8(2%)
minecraft.dropped.poisonous_potato: #10, 2(2%)
minecraft.picked_up.pale_oak_leaves: #10, 129(1%)
minecraft.picked_up.light_blue_wool: #10, 117(1%)
minecraft.dropped.bricks: #10, 22(2%)
minecraft.used.red_concrete_powder: #10, 224(1%)
minecraft.crafted.cartography_table: #10, 4(1%)
minecraft.picked_up.milk_bucket: #10, 3(2%)
minecraft.used.light_blue_wool: #10, 112(1%)
minecraft.dropped.kelp: #10, 193(1%)
minecraft.dropped.blackstone: #10, 112(1%)
minecraft.crafted.smooth_quartz: #10, 263(1%)
minecraft.crafted.white_stained_glass_pane: #10, 208(1%)
minecraft.mined.acacia_sapling: #10, 9(1%)
minecraft.picked_up.smooth_sandstone_stairs: #10, 12(2%)
minecraft.custom.boat_one_cm: #11, 5034673(5%)
minecraft.dropped.mud: #10, 37(1%)
minecraft.used.water_bucket: #11, 2782(4%)
minecraft.picked_up.red_stained_glass_pane: #10, 6(2%)
minecraft.dropped.calcite: #10, 17(1%)
minecraft.crafted.red_concrete_powder: #10, 224(1%)
minecraft.picked_up.cracked_stone_bricks: #10, 84(1%)
minecraft.picked_up.gray_terracotta: #10, 20(1%)
minecraft.used.brown_banner: #10, 6(1%)
minecraft.custom.time_since_death: #11, 2519225(2%)
minecraft.crafted.cyan_concrete_powder: #10, 128(1%)
minecraft.picked_up.quartz: #11, 3352(5%)
minecraft.used.tuff_stairs: #10, 19(1%)
minecraft.picked_up.orange_carpet: #10, 9(1%)
minecraft.used.gravel: #10, 783(1%)
minecraft.mined.purpur_pillar: #10, 15(1%)
minecraft.crafted.copper_door: #10, 3(1%)
minecraft.crafted.blue_ice: #10, 42(1%)
minecraft.mined.prismarine_bricks: #10, 138(1%)
minecraft.crafted.apple: #10, 64(1%)
minecraft.mined.tuff_stairs: #10, 2(1%)
minecraft.dropped.glass: #10, 175(1%)
minecraft.crafted.tuff_wall: #10, 14(1%)
minecraft.used.polished_blackstone_stairs: #10, 15(1%)
minecraft.dropped.splash_potion: #10, 6(1%)
minecraft.used.green_stained_glass: #10, 36(1%)
minecraft.picked_up.stone_hoe: #10, 1(1%)
minecraft.picked_up.chest_minecart: #10, 4(1%)
minecraft.used.firefly_bush: #10, 10(1%)
minecraft.mined.mangrove_fence: #10, 7(1%)
minecraft.crafted.pink_concrete_powder: #10, 88(1%)
minecraft.mined.stone_pressure_plate: #10, 12(1%)
minecraft.used.dark_oak_boat: #10, 1(1%)
minecraft.used.waxed_oxidized_copper_trapdoor: #10, 9(1%)
minecraft.used.hanging_roots: #10, 3(1%)
minecraft.crafted.waxed_copper_trapdoor: #10, 18(1%)
minecraft.picked_up.stripped_cherry_log: #10, 12(1%)
minecraft.used.light_blue_terracotta: #10, 65(0%)
minecraft.picked_up.ender_eye: #10, 1(1%)
minecraft.dropped.light_gray_stained_glass: #10, 2(1%)
minecraft.mined.warped_fence: #10, 3(1%)
minecraft.dropped.composter: #10, 1(1%)
minecraft.crafted.granite_slab: #10, 16(1%)
minecraft.dropped.nether_quartz_ore: #10, 2(1%)
minecraft.crafted.map: #10, 198(0%)
minecraft.mined.horn_coral: #10, 5(1%)
minecraft.picked_up.fire_coral: #10, 4(1%)
minecraft.picked_up.deepslate_coal_ore: #10, 3(1%)
minecraft.mined.cyan_carpet: #10, 3(0%)
minecraft.broken.stone_shovel: #10, 1(0%)
minecraft.picked_up.music_disc_13: #11, 18(5%)
minecraft.killed.happy_ghast: #10, 2(0%)
minecraft.crafted.birch_stairs: #10, 8(0%)
minecraft.used.copper_block: #10, 257(0%)
minecraft.mined.bubble_coral_wall_fan: #10, 7(0%)
minecraft.picked_up.bubble_coral_fan: #10, 7(0%)
minecraft.mined.pink_wool: #10, 2(0%)
minecraft.crafted.pink_stained_glass: #10, 16(0%)
minecraft.used.yellow_concrete: #10, 33(0%)
minecraft.dropped.gray_carpet: #10, 1(0%)
minecraft.crafted.bundle: #10, 1(0%)
minecraft.picked_up.pale_oak_wood: #10, 1(0%)
minecraft.mined.torchflower: #10, 2(0%)
minecraft.used.polished_blackstone_slab: #10, 7(0%)
minecraft.used.waxed_cut_copper_slab: #10, 1(0%)
minecraft.picked_up.jack_o_lantern: #10, 1(0%)
minecraft.mined.waxed_oxidized_copper_trapdoor: #10, 1(0%)
minecraft.dropped.nether_wart_block: #10, 1(0%)
minecraft.used.torchflower_seeds: #10, 1(0%)
minecraft.mined.pitcher_crop: #10, 1(0%)
minecraft.crafted.muddy_mangrove_roots: #10, 1(0%)
minecraft.dropped.scaffolding: #11, 409(4%)
minecraft.dropped.bone: #11, 693(4%)
minecraft.mined.sand: #11, 50141(4%)
minecraft.mined.composter: #11, 89(4%)
minecraft.picked_up.iron_leggings: #11, 8(4%)
minecraft.mined.bamboo_planks: #11, 78(4%)
minecraft.crafted.diamond_pickaxe: #11, 10(4%)
minecraft.mined.dirt_path: #11, 739(3%)
minecraft.picked_up.moss_carpet: #11, 2692(3%)
minecraft.killed_by.zombie: #11, 12(3%)
minecraft.mined.glowstone: #11, 184(3%)
minecraft.custom.time_since_rest: #11, 1543475(1%)
minecraft.mined.mud: #11, 7689(3%)
minecraft.picked_up.sand: #11, 51266(3%)
minecraft.used.iron_bars: #11, 699(3%)
minecraft.used.polished_tuff_wall: #11, 394(3%)
minecraft.mined.wall_torch: #11, 325(3%)
minecraft.dropped.copper_ore: #11, 82(3%)
minecraft.picked_up.golden_boots: #11, 19(3%)
minecraft.picked_up.dark_oak_trapdoor: #11, 97(3%)
minecraft.mined.terracotta: #11, 4853(3%)
minecraft.crafted.warped_trapdoor: #11, 84(4%)
minecraft.picked_up.filled_map: #11, 470(3%)
minecraft.mined.oak_wall_sign: #11, 13(3%)
minecraft.picked_up.chicken: #11, 233(3%)
minecraft.used.oak_planks: #11, 385(3%)
minecraft.picked_up.dark_oak_door: #11, 6(4%)
minecraft.mined.fire: #11, 439(3%)
minecraft.picked_up.terracotta: #11, 4700(3%)
minecraft.mined.cyan_terracotta: #11, 233(3%)
minecraft.picked_up.pale_oak_planks: #11, 55(4%)
minecraft.used.lightning_rod: #11, 189(3%)
minecraft.used.orange_terracotta: #11, 550(3%)
minecraft.mined.tripwire: #11, 43(2%)
minecraft.picked_up.lightning_rod: #11, 61(3%)
minecraft.picked_up.iron_shovel: #11, 8(3%)
minecraft.picked_up.azalea: #11, 602(2%)
minecraft.dropped.baked_potato: #11, 93(2%)
minecraft.custom.open_shulker_box: #12, 39023(4%)
minecraft.crafted.stone_stairs: #11, 83(3%)
minecraft.picked_up.nether_bricks: #11, 202(3%)
minecraft.picked_up.acacia_planks: #11, 43(3%)
minecraft.used.anvil: #11, 95(2%)
minecraft.dropped.golden_boots: #11, 11(2%)
minecraft.crafted.lectern: #11, 50(2%)
minecraft.mined.smithing_table: #11, 11(2%)
minecraft.picked_up.smithing_table: #11, 12(2%)
minecraft.crafted.anvil: #11, 105(2%)
minecraft.picked_up.splash_potion: #11, 29(2%)
minecraft.mined.snow_block: #11, 573(2%)
minecraft.mined.red_terracotta: #11, 812(2%)
minecraft.picked_up.red_terracotta: #11, 804(2%)
minecraft.picked_up.white_wool: #11, 714(2%)
minecraft.mined.red_concrete: #11, 239(2%)
minecraft.used.oak_slab: #11, 155(2%)
minecraft.dropped.flint: #11, 157(2%)
minecraft.crafted.spruce_hanging_sign: #11, 12(3%)
minecraft.used.end_stone: #11, 136(2%)
minecraft.crafted.yellow_shulker_box: #11, 5(2%)
minecraft.picked_up.smooth_quartz_stairs: #11, 40(2%)
minecraft.picked_up.end_stone: #11, 309(2%)
minecraft.custom.drop: #12, 11089(3%)
minecraft.mined.mushroom_stem: #11, 185(2%)
minecraft.mined.green_shulker_box: #11, 62(2%)
minecraft.picked_up.oak_leaves: #11, 2583(1%)
minecraft.killed.skeleton: #11, 903(1%)
minecraft.used.smooth_stone_slab: #11, 877(2%)
minecraft.picked_up.cobbled_deepslate_slab: #11, 104(2%)
minecraft.picked_up.green_shulker_box: #11, 59(1%)
minecraft.used.green_shulker_box: #11, 60(1%)
minecraft.used.copper_trapdoor: #11, 221(2%)
minecraft.mined.cobbled_deepslate_slab: #11, 50(2%)
minecraft.picked_up.hopper_minecart: #11, 17(1%)
minecraft.picked_up.stone_sword: #11, 17(1%)
minecraft.crafted.white_stained_glass: #11, 712(2%)
minecraft.used.waxed_oxidized_cut_copper_slab: #11, 72(3%)
minecraft.dropped.redstone_block: #11, 57(2%)
minecraft.mined.stripped_spruce_wood: #11, 48(1%)
minecraft.picked_up.stripped_spruce_wood: #11, 48(1%)
minecraft.crafted.pale_oak_stairs: #11, 32(2%)
minecraft.dropped.dripstone_block: #11, 65(1%)
minecraft.used.tnt: #11, 191(1%)
minecraft.crafted.coal: #11, 841(1%)
minecraft.dropped.netherite_leggings: #11, 1(2%)
minecraft.dropped.birch_log: #11, 31(1%)
minecraft.crafted.orange_shulker_box: #11, 5(1%)
minecraft.dropped.netherite_boots: #11, 1(2%)
minecraft.used.rooted_dirt: #11, 195(2%)
minecraft.used.brick_wall: #11, 14(2%)
minecraft.picked_up.guster_banner_pattern: #11, 1(2%)
minecraft.crafted.lime_dye: #11, 194(1%)
minecraft.used.blue_ice: #11, 59(1%)
minecraft.used.shroomlight: #11, 38(1%)
minecraft.used.pink_wool: #11, 29(1%)
minecraft.dropped.book: #11, 9(2%)
minecraft.used.white_stained_glass_pane: #11, 201(1%)
minecraft.picked_up.glow_item_frame: #11, 35(1%)
minecraft.picked_up.bone_block: #11, 699(1%)
minecraft.used.mushroom_stem: #11, 98(1%)
minecraft.dropped.lever: #11, 16(1%)
minecraft.used.white_carpet: #11, 68(1%)
minecraft.mined.magenta_shulker_box: #11, 20(1%)
minecraft.picked_up.magenta_shulker_box: #11, 20(1%)
minecraft.used.magenta_shulker_box: #11, 20(1%)
minecraft.picked_up.purple_wool: #11, 85(1%)
minecraft.picked_up.orange_concrete: #11, 66(1%)
minecraft.picked_up.scrape_pottery_sherd: #11, 4(1%)
minecraft.picked_up.warped_sign: #11, 3(1%)
minecraft.crafted.stonecutter: #11, 8(1%)
minecraft.crafted.moss_carpet: #11, 213(1%)
minecraft.custom.eat_cake_slice: #11, 4(1%)
minecraft.used.cyan_concrete_powder: #11, 64(1%)
minecraft.mined.pink_concrete: #11, 64(1%)
minecraft.used.smooth_quartz: #11, 330(1%)
minecraft.used.apple: #11, 7(1%)
minecraft.mined.red_mushroom_block: #11, 56(1%)
minecraft.dropped.rabbit: #11, 2(1%)
minecraft.crafted.blackstone_slab: #11, 14(1%)
minecraft.picked_up.smooth_sandstone_slab: #11, 13(1%)
minecraft.used.pale_moss_block: #11, 125(1%)
minecraft.dropped.jungle_leaves: #11, 6(1%)
minecraft.used.lime_bed: #11, 7(1%)
minecraft.dropped.orange_tulip: #11, 5(1%)
minecraft.used.polished_blackstone_bricks: #11, 37(1%)
minecraft.picked_up.pink_concrete: #11, 65(1%)
minecraft.dropped.pale_moss_carpet: #11, 7(1%)
minecraft.used.cyan_carpet: #11, 9(1%)
minecraft.mined.polished_blackstone_stairs: #11, 2(1%)
minecraft.crafted.quartz_slab: #11, 24(1%)
minecraft.picked_up.fire_charge: #11, 15(1%)
minecraft.crafted.snow_block: #11, 110(1%)
minecraft.used.crimson_planks: #11, 26(1%)
minecraft.mined.beehive: #11, 21(1%)
minecraft.used.bucket: #12, 3336(4%)
minecraft.mined.brain_coral: #11, 4(1%)
minecraft.mined.blackstone_stairs: #11, 1(1%)
minecraft.dropped.light_gray_terracotta: #11, 3(1%)
minecraft.used.pearlescent_froglight: #11, 106(0%)
minecraft.mined.open_eyeblossom: #11, 2(1%)
minecraft.picked_up.blackstone_slab: #11, 7(0%)
minecraft.picked_up.open_eyeblossom: #11, 2(1%)
minecraft.crafted.oxidized_cut_copper_stairs: #11, 4(1%)
minecraft.dropped.beef: #11, 12(0%)
minecraft.mined.orange_concrete: #11, 67(0%)
minecraft.picked_up.brick_wall: #11, 1(1%)
minecraft.crafted.jungle_boat: #11, 1(0%)
minecraft.picked_up.white_concrete_powder: #11, 195(0%)
minecraft.used.birch_stairs: #11, 9(0%)
minecraft.picked_up.mangrove_fence: #11, 6(0%)
minecraft.mined.large_fern: #11, 20(0%)
minecraft.mined.waxed_copper_trapdoor: #11, 1(0%)
minecraft.used.orange_stained_glass_pane: #11, 20(0%)
minecraft.used.oak_hanging_sign: #11, 3(0%)
minecraft.dropped.oak_door: #11, 1(1%)
minecraft.picked_up.waxed_copper_trapdoor: #11, 1(0%)
minecraft.dropped.nether_brick: #11, 16(0%)
minecraft.crafted.jungle_fence_gate: #11, 4(0%)
minecraft.used.crimson_roots: #11, 2(0%)
minecraft.mined.waxed_weathered_copper_trapdoor: #11, 1(0%)
minecraft.used.nether_wart_block: #11, 14(0%)
minecraft.picked_up.bamboo_mosaic: #11, 3(0%)
minecraft.dropped.bamboo_slab: #11, 7(0%)
minecraft.picked_up.torchflower_seeds: #11, 5(0%)
minecraft.picked_up.waxed_weathered_copper_trapdoor: #11, 1(0%)
minecraft.used.brown_concrete: #11, 4(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #11, 2(0%)
minecraft.dropped.bamboo_sign: #11, 3(0%)
minecraft.used.stripped_jungle_wood: #11, 5(0%)
minecraft.picked_up.hanging_roots: #11, 4(0%)
minecraft.used.light_blue_stained_glass_pane: #11, 7(0%)
minecraft.mined.tube_coral_fan: #11, 1(0%)
minecraft.used.yellow_stained_glass: #11, 34(0%)
minecraft.picked_up.resin_clump: #11, 57(0%)
minecraft.mined.bubble_coral_fan: #11, 1(0%)
minecraft.dropped.red_sand: #11, 6(0%)
minecraft.dropped.feather: #11, 14(0%)
minecraft.used.purple_concrete_powder: #11, 9(0%)
minecraft.used.waxed_weathered_copper: #11, 4(0%)
minecraft.picked_up.map: #11, 1(0%)
minecraft.used.purpur_slab: #11, 1(0%)
minecraft.mined.brain_coral_block: #11, 5(0%)
minecraft.mined.waxed_weathered_copper: #11, 1(0%)
minecraft.used.fern: #11, 10(0%)
minecraft.picked_up.sculk_vein: #11, 30(0%)
minecraft.crafted.spruce_button: #11, 24(0%)
minecraft.dropped.cracked_stone_bricks: #11, 3(0%)
minecraft.picked_up.granite: #12, 8545(4%)
minecraft.picked_up.diorite: #12, 9664(4%)
minecraft.picked_up.ender_pearl: #12, 7947(2%)
minecraft.dropped.diamond_sword: #12, 8(3%)
minecraft.mined.furnace: #12, 93(3%)
minecraft.picked_up.barrel: #12, 172(3%)
minecraft.picked_up.chipped_anvil: #12, 12(3%)
minecraft.crafted.diamond_shovel: #12, 7(3%)
minecraft.used.chipped_anvil: #12, 9(3%)
minecraft.used.leather_chestplate: #12, 5(2%)
minecraft.picked_up.spruce_planks: #12, 537(2%)
minecraft.dropped.enchanted_book: #12, 21(3%)
minecraft.dropped.golden_leggings: #12, 7(3%)
minecraft.dropped.chainmail_leggings: #12, 3(3%)
minecraft.picked_up.iron_ore: #12, 434(2%)
minecraft.used.iron_hoe: #12, 163(3%)
minecraft.used.tripwire_hook: #12, 16(2%)
minecraft.used.glow_item_frame: #12, 84(2%)
minecraft.picked_up.cyan_terracotta: #12, 224(2%)
minecraft.mined.bamboo_block: #12, 62(2%)
minecraft.used.leather_leggings: #12, 3(2%)
minecraft.mined.kelp_plant: #12, 141(2%)
minecraft.used.leather_boots: #12, 4(2%)
minecraft.mined.acacia_trapdoor: #12, 43(2%)
minecraft.used.andesite: #12, 1610(2%)
minecraft.mined.decorated_pot: #12, 95(2%)
minecraft.used.moss_block: #12, 2809(2%)
minecraft.used.polished_blackstone: #12, 104(2%)
minecraft.picked_up.flowering_azalea: #12, 214(2%)
minecraft.used.bricks: #12, 261(2%)
minecraft.used.damaged_anvil: #12, 3(2%)
minecraft.used.light_gray_concrete_powder: #12, 365(1%)
minecraft.picked_up.dragon_head: #12, 6(2%)
minecraft.picked_up.moss_block: #12, 4962(1%)
minecraft.picked_up.smooth_stone_slab: #12, 216(1%)
minecraft.dropped.armor_stand: #12, 6(2%)
minecraft.dropped.iron_ore: #12, 34(2%)
minecraft.used.waxed_oxidized_copper: #12, 150(2%)
minecraft.mined.waxed_oxidized_copper_bulb: #12, 3(2%)
minecraft.picked_up.oxidized_copper_trapdoor: #12, 91(2%)
minecraft.mined.brick_stairs: #12, 5(2%)
minecraft.crafted.pink_shulker_box: #12, 2(2%)
minecraft.picked_up.light_gray_shulker_box: #12, 60(1%)
minecraft.mined.light_gray_shulker_box: #12, 59(1%)
minecraft.used.cartography_table: #12, 6(2%)
minecraft.picked_up.mushroom_stem: #12, 174(2%)
minecraft.used.end_rod: #12, 151(1%)
minecraft.used.light_gray_shulker_box: #12, 61(1%)
minecraft.crafted.bamboo_fence: #12, 60(1%)
minecraft.dropped.birch_sapling: #12, 9(1%)
minecraft.used.podzol: #12, 69(1%)
minecraft.broken.shield: #12, 1(2%)
minecraft.picked_up.iron_horse_armor: #12, 1(2%)
minecraft.mined.andesite_stairs: #12, 4(1%)
minecraft.crafted.bread: #12, 284(1%)
minecraft.crafted.green_banner: #12, 4(1%)
minecraft.dropped.waxed_oxidized_cut_copper: #12, 3(2%)
minecraft.used.stripped_spruce_wood: #12, 32(1%)
minecraft.crafted.purple_shulker_box: #12, 1(1%)
minecraft.picked_up.brick_stairs: #12, 5(1%)
minecraft.used.bamboo_planks: #12, 116(1%)
minecraft.used.pale_oak_stairs: #12, 12(1%)
minecraft.dropped.basalt: #12, 12(1%)
minecraft.mined.nether_wart_block: #12, 177(1%)
minecraft.crafted.white_carpet: #12, 63(1%)
minecraft.crafted.cracked_stone_bricks: #12, 60(1%)
minecraft.picked_up.lime_dye: #12, 10(1%)
minecraft.used.quartz_stairs: #12, 58(1%)
minecraft.picked_up.nether_wart_block: #12, 152(1%)
minecraft.mined.jungle_fence_gate: #12, 1(1%)
minecraft.picked_up.music_disc_creator_music_box: #12, 1(1%)
minecraft.dropped.stone_shovel: #12, 1(1%)
minecraft.mined.bamboo_fence: #12, 8(1%)
minecraft.mined.stone_brick_wall: #12, 6(1%)
minecraft.killed_by.guardian: #12, 1(1%)
minecraft.mined.quartz_block: #12, 50(0%)
minecraft.picked_up.snow_block: #12, 560(1%)
minecraft.crafted.pale_oak_sign: #12, 9(1%)
minecraft.dropped.sandstone: #12, 45(0%)
minecraft.dropped.red_terracotta: #12, 9(1%)
minecraft.used.diamond_chestplate: #12, 3(1%)
minecraft.dropped.stone_sword: #12, 12(0%)
minecraft.used.jungle_fence_gate: #12, 5(1%)
minecraft.mined.light_blue_concrete: #12, 89(1%)
minecraft.used.gray_stained_glass_pane: #12, 29(1%)
minecraft.mined.chiseled_deepslate: #12, 4(1%)
minecraft.used.yellow_concrete_powder: #12, 105(0%)
minecraft.mined.quartz_stairs: #12, 10(0%)
minecraft.dropped.white_carpet: #12, 3(1%)
minecraft.used.waxed_copper_grate: #12, 25(1%)
minecraft.picked_up.tuff_stairs: #12, 2(1%)
minecraft.mined.brown_concrete: #12, 10(1%)
minecraft.picked_up.purpur_pillar: #12, 16(0%)
minecraft.crafted.light_blue_terracotta: #12, 64(0%)
minecraft.dropped.mangrove_propagule: #12, 2(1%)
minecraft.used.brain_coral_fan: #12, 2(0%)
minecraft.crafted.crimson_trapdoor: #12, 8(0%)
minecraft.used.warped_roots: #12, 4(0%)
minecraft.picked_up.brain_coral: #12, 3(0%)
minecraft.picked_up.warped_fence: #12, 3(0%)
minecraft.mined.warped_slab: #12, 4(0%)
minecraft.picked_up.nether_brick: #12, 16(1%)
minecraft.dropped.acacia_planks: #12, 3(0%)
minecraft.crafted.bamboo_door: #12, 3(0%)
minecraft.picked_up.beehive: #12, 22(0%)
minecraft.picked_up.brown_concrete: #12, 9(0%)
minecraft.mined.tuff_wall: #12, 1(0%)
minecraft.used.orange_concrete_powder: #12, 64(0%)
minecraft.picked_up.birch_boat: #12, 1(0%)
minecraft.crafted.light_gray_stained_glass: #12, 96(0%)
minecraft.picked_up.black_concrete_powder: #12, 49(0%)
minecraft.mined.tube_coral_wall_fan: #12, 5(0%)
minecraft.crafted.orange_concrete_powder: #12, 64(0%)
minecraft.mined.brain_coral_wall_fan: #12, 6(0%)
minecraft.mined.bubble_coral: #12, 2(0%)
minecraft.picked_up.bubble_coral: #12, 2(0%)
minecraft.crafted.brown_shulker_box: #12, 1(0%)
minecraft.mined.diorite_wall: #12, 1(0%)
minecraft.crafted.stripped_spruce_wood: #12, 3(0%)
minecraft.dropped.crying_obsidian: #12, 4(0%)
minecraft.dropped.mangrove_slab: #12, 1(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #12, 12(0%)
minecraft.dropped.white_terracotta: #12, 2(0%)
minecraft.dropped.white_banner: #12, 8(0%)
minecraft.picked_up.snow: #12, 137(0%)
minecraft.used.crimson_fungus: #12, 2(0%)
minecraft.mined.spruce_button: #12, 3(0%)
minecraft.picked_up.sandstone_wall: #12, 1(0%)
minecraft.mined.horn_coral_fan: #12, 1(0%)
minecraft.picked_up.magenta_concrete: #12, 8(0%)
minecraft.picked_up.red_mushroom_block: #12, 9(0%)
minecraft.mined.magenta_concrete: #12, 8(0%)
minecraft.dropped.armadillo_scute: #12, 10(0%)
minecraft.dropped.melon: #12, 11(0%)
minecraft.used.purpur_block: #12, 12(0%)
minecraft.used.diorite_wall: #12, 13(0%)
minecraft.mined.oxidized_cut_copper_slab: #12, 2(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #12, 2(0%)
minecraft.crafted.purple_concrete_powder: #12, 8(0%)
minecraft.used.chorus_flower: #12, 1(0%)
minecraft.used.brain_coral_block: #12, 1(0%)
minecraft.picked_up.waxed_weathered_copper: #12, 1(0%)
minecraft.mined.oxidized_cut_copper: #12, 1(0%)
minecraft.custom.interact_with_stonecutter: #13, 427(4%)
minecraft.mined.oak_slab: #13, 76(3%)
minecraft.picked_up.oak_log: #13, 3985(3%)
minecraft.custom.fill_cauldron: #13, 29(3%)
minecraft.dropped.leather_helmet: #13, 7(3%)
minecraft.mined.tall_grass: #13, 696(3%)
minecraft.picked_up.white_concrete: #13, 1577(3%)
minecraft.picked_up.shield: #13, 12(3%)
minecraft.mined.polished_tuff_slab: #13, 77(3%)
minecraft.picked_up.beacon: #13, 14(3%)
minecraft.picked_up.diamond_axe: #13, 30(2%)
minecraft.mined.beacon: #13, 13(3%)
minecraft.mined.anvil: #13, 24(2%)
minecraft.used.dark_oak_log: #13, 683(3%)
minecraft.crafted.stone: #13, 353(3%)
minecraft.mined.pointed_dripstone: #13, 164(2%)
minecraft.picked_up.enchanted_book: #13, 33(2%)
minecraft.picked_up.mangrove_leaves: #13, 2689(2%)
minecraft.crafted.armor_stand: #13, 197(2%)
minecraft.mined.coal_ore: #13, 4028(2%)
minecraft.dropped.leather_leggings: #13, 6(2%)
minecraft.picked_up.diamond_shovel: #13, 22(2%)
minecraft.mined.shroomlight: #13, 60(2%)
minecraft.picked_up.gravel: #13, 10590(2%)
minecraft.crafted.stone_axe: #13, 3(2%)
minecraft.picked_up.paper: #13, 176(2%)
minecraft.used.shield: #13, 113(2%)
minecraft.crafted.lightning_rod: #13, 146(2%)
minecraft.dropped.spruce_slab: #13, 38(2%)
minecraft.crafted.flower_pot: #13, 70(2%)
minecraft.used.glass_bottle: #13, 884(2%)
minecraft.mined.clay: #13, 828(2%)
minecraft.picked_up.bone: #13, 1873(2%)
minecraft.picked_up.diamond_block: #13, 99(2%)
minecraft.dropped.water_bucket: #13, 8(2%)
minecraft.crafted.netherite_pickaxe: #13, 1(3%)
minecraft.mined.white_concrete: #13, 1580(2%)
minecraft.used.polished_andesite_stairs: #13, 50(2%)
minecraft.used.potion: #13, 631(1%)
minecraft.used.white_concrete_powder: #13, 1677(2%)
minecraft.mined.dead_bush: #13, 103(2%)
minecraft.mined.glass_pane: #13, 21(2%)
minecraft.crafted.oak_trapdoor: #13, 88(2%)
minecraft.picked_up.porkchop: #13, 67(1%)
minecraft.dropped.golden_chestplate: #13, 6(2%)
minecraft.used.cyan_bed: #13, 22(2%)
