stat, rank, value, (percentage) 
minecraft.mined.pale_moss_carpet: #5, 128(6%)
minecraft.crafted.music_disc_5: #4, 1(6%)
minecraft.crafted.crossbow: #4, 4(5%)
minecraft.mined.bamboo_trapdoor: #5, 127(6%)
minecraft.mined.deepslate: #5, 43312(5%)
minecraft.killed.creeper: #4, 311(1%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #4, 8(3%)
minecraft.crafted.waxed_cut_copper_stairs: #4, 24(7%)
minecraft.crafted.white_glazed_terracotta: #4, 10(7%)
minecraft.dropped.gunpowder: #5, 1599(5%)
minecraft.crafted.waxed_exposed_cut_copper: #4, 21(4%)
minecraft.dropped.oak_hanging_sign: #4, 2(7%)
minecraft.used.wet_sponge: #4, 335(3%)
minecraft.picked_up.spruce_boat: #5, 36(6%)
minecraft.used.music_disc_cat: #5, 8(9%)
minecraft.used.waxed_oxidized_copper_door: #4, 2(7%)
minecraft.picked_up.music_disc_wait: #4, 2(8%)
minecraft.mined.spruce_leaves: #5, 4238(5%)
minecraft.used.red_wool: #5, 357(6%)
minecraft.used.white_glazed_terracotta: #4, 11(6%)
minecraft.picked_up.cherry_slab: #4, 18(3%)
minecraft.picked_up.acacia_sign: #5, 21(7%)
minecraft.dropped.chiseled_deepslate: #4, 2(4%)
minecraft.mined.cherry_sign: #4, 1(6%)
minecraft.dropped.white_shulker_box: #4, 5(2%)
minecraft.crafted.chiseled_resin_bricks: #4, 2(8%)
minecraft.mined.bamboo_mosaic_slab: #4, 6(5%)
minecraft.dropped.ominous_trial_key: #5, 9(8%)
minecraft.mined.melon_stem: #5, 20(6%)
minecraft.used.ender_pearl: #6, 951(7%)
minecraft.picked_up.green_carpet: #4, 129(1%)
minecraft.used.red_sandstone_slab: #4, 43(3%)
minecraft.mined.waxed_weathered_cut_copper_slab: #4, 6(3%)
minecraft.mined.black_shulker_box: #5, 279(6%)
minecraft.picked_up.black_shulker_box: #5, 280(6%)
minecraft.used.black_shulker_box: #5, 280(6%)
minecraft.used.spruce_boat: #5, 31(6%)
minecraft.picked_up.flow_armor_trim_smithing_template: #5, 17(8%)
minecraft.picked_up.armor_stand: #5, 252(4%)
minecraft.crafted.diamond_block: #5, 698(5%)
minecraft.mined.brewing_stand: #5, 45(5%)
minecraft.used.diamond_leggings: #5, 12(6%)
minecraft.custom.damage_taken: #4, 1865474(1%)
minecraft.used.cut_sandstone_slab: #4, 41(3%)
minecraft.used.firework_rocket: #6, 38392(6%)
minecraft.crafted.pale_oak_door: #4, 3(2%)
minecraft.picked_up.chainmail_helmet: #5, 6(6%)
minecraft.dropped.observer: #5, 63(7%)
minecraft.custom.raid_win: #4, 102(1%)
minecraft.dropped.goat_horn: #5, 8(6%)
minecraft.crafted.leather_helmet: #5, 15(7%)
minecraft.used.deepslate_tile_stairs: #5, 565(5%)
minecraft.mined.cherry_stairs: #4, 6(3%)
minecraft.picked_up.blast_furnace: #5, 30(5%)
minecraft.crafted.brown_wool: #5, 179(6%)
minecraft.dropped.sculk: #4, 39(1%)
minecraft.picked_up.quartz_bricks: #4, 10(2%)
minecraft.mined.blast_furnace: #5, 26(5%)
minecraft.picked_up.trial_key: #5, 72(6%)
minecraft.used.tube_coral: #4, 2(2%)
minecraft.mined.chiseled_tuff: #5, 81(5%)
minecraft.dropped.crafter: #4, 2(2%)
minecraft.dropped.green_shulker_box: #4, 1(2%)
minecraft.picked_up.netherite_chestplate: #5, 5(6%)
minecraft.used.dark_oak_door: #5, 15(8%)
minecraft.dropped.dark_oak_fence_gate: #4, 4(2%)
minecraft.picked_up.gray_candle: #4, 2(2%)
minecraft.mined.dark_oak_button: #4, 2(1%)
minecraft.dropped.flint_and_steel: #4, 8(1%)
minecraft.used.sunflower: #5, 116(5%)
minecraft.mined.chiseled_resin_bricks: #4, 1(2%)
minecraft.dropped.prismarine_bricks: #4, 75(1%)
minecraft.picked_up.yellow_wool: #5, 1425(5%)
minecraft.mined.pale_moss_block: #5, 648(5%)
minecraft.picked_up.cherry_stairs: #4, 4(1%)
minecraft.used.dead_horn_coral_fan: #4, 1(2%)
minecraft.picked_up.dead_horn_coral_fan: #4, 1(1%)
minecraft.picked_up.stone: #5, 167207(4%)
minecraft.mined.dead_horn_coral_fan: #4, 1(2%)
minecraft.crafted.dark_oak_trapdoor: #5, 528(4%)
minecraft.used.honeycomb_block: #4, 68(1%)
minecraft.picked_up.cherry_sapling: #5, 460(5%)
minecraft.picked_up.cut_sandstone_slab: #4, 6(1%)
minecraft.used.chiseled_resin_bricks: #4, 1(1%)
minecraft.dropped.green_carpet: #4, 1(1%)
minecraft.mined.gravel: #5, 21723(4%)
minecraft.crafted.white_candle: #4, 20(0%)
minecraft.dropped.music_disc_13: #5, 3(7%)
minecraft.picked_up.note_block: #6, 206(8%)
minecraft.crafted.cooked_chicken: #5, 88(5%)
minecraft.crafted.smooth_quartz_stairs: #5, 60(7%)
minecraft.used.green_concrete_powder: #5, 542(6%)
minecraft.crafted.prismarine: #4, 16(0%)
minecraft.killed.goat: #4, 1(0%)
minecraft.crafted.amethyst_block: #4, 5(0%)
minecraft.used.map: #5, 57(5%)
minecraft.picked_up.black_wool: #5, 1310(4%)
minecraft.picked_up.pale_moss_carpet: #5, 485(4%)
minecraft.used.melon_seeds: #6, 122(8%)
minecraft.crafted.oak_fence_gate: #5, 44(4%)
minecraft.used.diamond_helmet: #5, 8(4%)
minecraft.mined.granite: #6, 18984(8%)
minecraft.mined.twisting_vines: #5, 17(6%)
minecraft.crafted.soul_lantern: #5, 192(6%)
minecraft.mined.muddy_mangrove_roots: #5, 545(4%)
minecraft.dropped.trial_key: #5, 15(6%)
minecraft.mined.exposed_copper_grate: #5, 11(6%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #5, 29(7%)
minecraft.dropped.smooth_stone_slab: #5, 177(4%)
minecraft.killed.piglin_brute: #5, 14(7%)
minecraft.picked_up.sculk_shrieker: #5, 33(5%)
minecraft.crafted.warped_stairs: #5, 120(5%)
minecraft.picked_up.dark_oak_boat: #5, 8(7%)
minecraft.crafted.enchanted_book: #5, 171(4%)
minecraft.mined.pumpkin_stem: #6, 42(8%)
minecraft.crafted.smooth_red_sandstone_slab: #5, 30(8%)
minecraft.mined.orange_stained_glass: #5, 67(6%)
minecraft.picked_up.exposed_cut_copper_slab: #5, 8(7%)
minecraft.used.gray_wool: #5, 879(4%)
minecraft.dropped.breeze_rod: #5, 128(8%)
minecraft.picked_up.sculk_sensor: #5, 174(3%)
minecraft.used.black_concrete_powder: #6, 4829(8%)
minecraft.picked_up.granite_stairs: #5, 7(5%)
minecraft.used.chiseled_polished_blackstone: #5, 17(7%)
minecraft.used.black_wool: #5, 1283(3%)
minecraft.crafted.dark_oak_boat: #5, 2(6%)
minecraft.picked_up.elytra: #6, 87(5%)
minecraft.mined.blue_orchid: #5, 30(6%)
minecraft.picked_up.mangrove_wood: #6, 69(11%)
minecraft.crafted.lever: #6, 498(7%)
minecraft.mined.exposed_cut_copper_slab: #5, 7(6%)
minecraft.crafted.jack_o_lantern: #5, 101(6%)
minecraft.crafted.chiseled_polished_blackstone: #5, 8(6%)
minecraft.used.packed_ice: #5, 1326(3%)
minecraft.dropped.red_candle: #5, 6(12%)
minecraft.mined.purple_stained_glass: #5, 94(6%)
minecraft.used.nether_brick_fence: #5, 36(5%)
minecraft.picked_up.bamboo: #6, 27953(5%)
minecraft.dropped.glowstone: #5, 173(5%)
minecraft.used.birch_leaves: #5, 2285(4%)
minecraft.picked_up.deepslate: #6, 18610(7%)
minecraft.picked_up.shaper_armor_trim_smithing_template: #5, 2(10%)
minecraft.picked_up.gray_wool: #5, 865(3%)
minecraft.mined.light_blue_wool: #6, 117(10%)
minecraft.dropped.netherite_sword: #5, 3(4%)
minecraft.crafted.smooth_sandstone_stairs: #5, 44(7%)
minecraft.mined.waxed_exposed_copper: #5, 31(5%)
minecraft.used.acacia_slab: #5, 189(4%)
minecraft.picked_up.diamond_horse_armor: #5, 2(6%)
minecraft.picked_up.waxed_oxidized_copper_door: #5, 3(7%)
minecraft.dropped.light_blue_dye: #5, 10(4%)
minecraft.used.end_stone_bricks: #5, 17(4%)
minecraft.mined.waxed_cut_copper_stairs: #5, 11(6%)
minecraft.killed_by.warden: #5, 4(5%)
minecraft.crafted.black_terracotta: #5, 768(4%)
minecraft.dropped.lime_dye: #5, 10(3%)
minecraft.picked_up.lever: #6, 593(7%)
minecraft.picked_up.host_armor_trim_smithing_template: #5, 2(9%)
minecraft.mined.wither_skeleton_skull: #5, 2(6%)
minecraft.picked_up.waxed_cut_copper_stairs: #5, 11(7%)
minecraft.dropped.amethyst_block: #5, 28(5%)
minecraft.crafted.waxed_exposed_copper: #5, 66(7%)
minecraft.crafted.white_dye: #6, 5982(6%)
minecraft.crafted.resin_block: #5, 157(4%)
minecraft.picked_up.dark_oak_sign: #5, 18(3%)
minecraft.used.oak_sign: #6, 152(6%)
minecraft.mined.dispenser: #6, 118(6%)
minecraft.used.netherite_pickaxe: #6, 470870(7%)
minecraft.mined.fire_coral_fan: #5, 15(3%)
minecraft.mined.nether_quartz_ore: #6, 2914(6%)
minecraft.crafted.decorated_pot: #5, 244(2%)
minecraft.used.amethyst_block: #5, 216(3%)
minecraft.picked_up.heart_pottery_sherd: #5, 2(7%)
minecraft.dropped.resin_block: #5, 64(7%)
minecraft.dropped.wither_rose: #5, 133(7%)
minecraft.mined.chiseled_sandstone: #5, 17(3%)
minecraft.killed_by.zombified_piglin: #5, 1(5%)
minecraft.crafted.blue_wool: #5, 30(3%)
minecraft.crafted.chest_minecart: #5, 12(5%)
minecraft.picked_up.pink_stained_glass: #5, 32(5%)
minecraft.picked_up.iron_helmet: #6, 11(6%)
minecraft.mined.smooth_red_sandstone_stairs: #5, 18(5%)
minecraft.mined.obsidian: #6, 1095(6%)
minecraft.picked_up.sponge: #5, 362(3%)
minecraft.dropped.cyan_dye: #5, 10(3%)
minecraft.mined.green_stained_glass: #5, 29(3%)
minecraft.dropped.salmon: #5, 29(2%)
minecraft.picked_up.wooden_shovel: #5, 5(4%)
minecraft.crafted.stick: #6, 25148(6%)
minecraft.mined.skeleton_skull: #5, 3(7%)
minecraft.crafted.dark_oak_hanging_sign: #5, 12(5%)
minecraft.used.iron_trapdoor: #6, 587(6%)
minecraft.mined.sculk_sensor: #5, 96(2%)
minecraft.used.orange_shulker_box: #6, 339(6%)
minecraft.mined.fletching_table: #5, 4(5%)
minecraft.used.item_frame: #6, 526(5%)
minecraft.picked_up.polished_andesite_slab: #5, 50(3%)
minecraft.used.red_glazed_terracotta: #5, 43(4%)
minecraft.dropped.purple_dye: #5, 10(3%)
minecraft.mined.fire_coral_wall_fan: #5, 68(3%)
minecraft.custom.inspect_dispenser: #6, 1551(5%)
minecraft.picked_up.bamboo_trapdoor: #6, 177(6%)
minecraft.picked_up.iron_block: #6, 3452(5%)
minecraft.mined.bookshelf: #6, 248(6%)
minecraft.dropped.potion: #6, 212(6%)
minecraft.picked_up.iron_trapdoor: #6, 140(6%)
minecraft.used.lava_bucket: #6, 283(6%)
minecraft.dropped.lily_of_the_valley: #5, 5(3%)
minecraft.picked_up.fletching_table: #5, 4(5%)
minecraft.mined.copper_trapdoor: #6, 105(6%)
minecraft.crafted.golden_helmet: #6, 7(7%)
minecraft.dropped.comparator: #5, 21(3%)
minecraft.dropped.pale_oak_leaves: #5, 12(5%)
minecraft.mined.diamond_block: #5, 53(2%)
minecraft.picked_up.red_candle: #5, 21(3%)
minecraft.used.purpur_pillar: #5, 9(2%)
minecraft.crafted.dark_oak_slab: #6, 1422(6%)
minecraft.dropped.yellow_bed: #5, 1(4%)
minecraft.picked_up.dark_oak_hanging_sign: #5, 6(4%)
minecraft.picked_up.chiseled_sandstone: #5, 16(2%)
minecraft.picked_up.green_stained_glass: #5, 29(2%)
minecraft.mined.cherry_log: #6, 1453(6%)
minecraft.dropped.stripped_mangrove_log: #5, 2(4%)
minecraft.dropped.tipped_arrow: #6, 152(8%)
minecraft.mined.rooted_dirt: #6, 1071(6%)
minecraft.dropped.turtle_egg: #5, 3(5%)
minecraft.mined.waxed_chiseled_copper: #6, 48(7%)
minecraft.used.yellow_dye: #6, 55(6%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #5, 1(5%)
minecraft.crafted.diamond_sword: #6, 9(5%)
minecraft.mined.waxed_exposed_copper_bulb: #6, 21(8%)
minecraft.used.bamboo_mosaic_stairs: #5, 20(4%)
minecraft.picked_up.resin_bricks: #5, 4(4%)
minecraft.mined.black_glazed_terracotta: #5, 17(3%)
minecraft.used.tuff_bricks: #6, 3279(5%)
minecraft.mined.waxed_cut_copper_slab: #6, 32(8%)
minecraft.dropped.acacia_slab: #5, 4(4%)
minecraft.used.waxed_cut_copper_stairs: #5, 19(4%)
minecraft.used.exposed_cut_copper_slab: #5, 5(4%)
minecraft.mined.bamboo_fence_gate: #6, 22(9%)
minecraft.crafted.dark_oak_button: #5, 47(2%)
minecraft.picked_up.smooth_red_sandstone_stairs: #5, 18(3%)
minecraft.crafted.item_frame: #6, 573(5%)
minecraft.used.cherry_sapling: #6, 126(6%)
minecraft.picked_up.spire_armor_trim_smithing_template: #5, 1(4%)
minecraft.picked_up.diamond_ore: #6, 14(7%)
minecraft.used.netherite_axe: #6, 34712(9%)
minecraft.killed.armadillo: #5, 1(2%)
minecraft.broken.stone_sword: #5, 4(3%)
minecraft.used.smooth_quartz_stairs: #6, 333(5%)
minecraft.picked_up.danger_pottery_sherd: #5, 1(5%)
minecraft.dropped.sea_lantern: #5, 2(2%)
minecraft.picked_up.bamboo_mosaic_slab: #5, 6(3%)
minecraft.picked_up.brown_shulker_box: #6, 219(6%)
minecraft.crafted.stone_sword: #6, 20(5%)
minecraft.picked_up.blue_orchid: #5, 126(2%)
minecraft.used.dark_oak_button: #5, 34(1%)
minecraft.crafted.waxed_exposed_copper_grate: #5, 11(2%)
minecraft.dropped.iron_chestplate: #6, 8(5%)
minecraft.dropped.bamboo_raft: #5, 1(2%)
minecraft.mined.weathered_cut_copper: #5, 4(1%)
minecraft.picked_up.waxed_exposed_copper: #5, 31(1%)
minecraft.crafted.baked_potato: #5, 39(1%)
minecraft.picked_up.weathered_cut_copper: #5, 4(1%)
minecraft.mined.nether_wart: #6, 525(5%)
minecraft.mined.brown_terracotta: #6, 1580(6%)
minecraft.used.stripped_cherry_log: #5, 19(2%)
minecraft.dropped.netherite_axe: #6, 5(9%)
minecraft.picked_up.firefly_bush: #6, 195(7%)
minecraft.picked_up.honeycomb_block: #5, 67(1%)
minecraft.mined.purple_concrete_powder: #5, 1(2%)
minecraft.picked_up.copper_trapdoor: #6, 105(5%)
minecraft.picked_up.music_disc_cat: #6, 17(5%)
minecraft.dropped.music_disc_cat: #5, 1(1%)
minecraft.picked_up.diamond_leggings: #6, 31(4%)
minecraft.dropped.oak_sapling: #6, 216(5%)
minecraft.broken.fishing_rod: #6, 7(6%)
minecraft.mined.brown_shulker_box: #6, 218(6%)
minecraft.mined.red_sandstone_slab: #5, 7(1%)
minecraft.dropped.deepslate_tile_wall: #5, 6(1%)
minecraft.picked_up.rooted_dirt: #6, 960(5%)
minecraft.crafted.dark_prismarine_slab: #5, 6(2%)
minecraft.picked_up.brown_terracotta: #6, 1491(6%)
minecraft.dropped.prismarine_crystals: #5, 18(1%)
minecraft.killed.evoker: #5, 582(0%)
minecraft.dropped.prismarine: #5, 10(1%)
minecraft.killed.pillager: #5, 3586(0%)
minecraft.crafted.green_wool: #6, 216(7%)
minecraft.mined.exposed_copper_trapdoor: #6, 80(6%)
minecraft.dropped.smooth_quartz_stairs: #5, 1(1%)
minecraft.crafted.bamboo_button: #5, 70(0%)
minecraft.killed.vindicator: #5, 2433(0%)
minecraft.picked_up.exposed_copper_trapdoor: #6, 80(6%)
minecraft.dropped.cherry_trapdoor: #5, 1(1%)
minecraft.picked_up.mangrove_roots: #6, 3771(4%)
minecraft.dropped.stripped_birch_log: #5, 1(1%)
minecraft.dropped.iron_nugget: #6, 754(4%)
minecraft.mined.stone: #6, 286948(4%)
minecraft.used.pumpkin_pie: #5, 9(1%)
minecraft.used.waxed_exposed_cut_copper: #5, 15(1%)
minecraft.dropped.soul_lantern: #5, 1(1%)
minecraft.custom.raid_trigger: #5, 176(0%)
minecraft.used.iron_block: #6, 3306(4%)
minecraft.used.bamboo_button: #5, 28(0%)
minecraft.picked_up.glow_lichen: #6, 2267(4%)
minecraft.used.small_amethyst_bud: #5, 6(0%)
minecraft.mined.polished_blackstone_slab: #5, 1(0%)
minecraft.dropped.dark_prismarine: #5, 2(0%)
minecraft.picked_up.prismarine_shard: #5, 85(0%)
minecraft.picked_up.cobbled_deepslate_wall: #6, 48(7%)
minecraft.dropped.brown_concrete: #5, 1(0%)
minecraft.mined.waxed_exposed_cut_copper: #5, 1(0%)
minecraft.picked_up.waxed_exposed_cut_copper: #5, 1(0%)
minecraft.crafted.magenta_carpet: #5, 3(0%)
minecraft.mined.oak_door: #6, 9(6%)
minecraft.used.resin_brick_wall: #5, 1(0%)
minecraft.crafted.dark_oak_sign: #6, 51(5%)
minecraft.picked_up.redstone: #6, 10882(4%)
minecraft.picked_up.bread: #6, 286(4%)
minecraft.mined.white_stained_glass: #6, 166(5%)
minecraft.dropped.fishing_rod: #6, 19(4%)
minecraft.crafted.glass: #7, 13651(8%)
minecraft.dropped.piston: #6, 104(7%)
minecraft.killed.stray: #6, 169(5%)
minecraft.mined.acacia_slab: #6, 21(6%)
minecraft.mined.waxed_oxidized_copper_grate: #6, 85(5%)
minecraft.picked_up.acacia_leaves: #6, 902(5%)
minecraft.mined.white_concrete_powder: #6, 89(5%)
minecraft.used.stripped_jungle_log: #6, 140(5%)
minecraft.crafted.acacia_fence_gate: #6, 45(5%)
minecraft.picked_up.red_wool: #6, 237(4%)
minecraft.mined.dark_oak_door: #6, 6(8%)
minecraft.killed.phantom: #6, 44(4%)
minecraft.dropped.iron_hoe: #6, 2(7%)
minecraft.mined.birch_leaves: #6, 3775(3%)
minecraft.used.closed_eyeblossom: #6, 6(6%)
minecraft.dropped.chainmail_helmet: #6, 4(5%)
minecraft.mined.dark_oak_fence_gate: #6, 12(5%)
minecraft.crafted.soul_torch: #6, 256(5%)
minecraft.picked_up.player_head: #7, 2156(5%)
minecraft.mined.lime_stained_glass: #6, 31(5%)
minecraft.used.cherry_leaves: #6, 352(4%)
minecraft.mined.deepslate_tile_stairs: #6, 80(4%)
minecraft.picked_up.weathered_copper_trapdoor: #6, 55(4%)
minecraft.dropped.ender_eye: #6, 2(8%)
minecraft.mined.target: #6, 29(3%)
minecraft.crafted.dark_oak_door: #6, 12(4%)
minecraft.mined.weathered_copper_trapdoor: #6, 55(4%)
minecraft.dropped.flowering_azalea: #6, 157(3%)
minecraft.crafted.dark_prismarine_stairs: #6, 20(8%)
minecraft.dropped.lectern: #6, 2(6%)
minecraft.picked_up.wind_charge: #7, 1106(6%)
minecraft.picked_up.shulker_box: #7, 4485(5%)
minecraft.mined.waxed_weathered_copper_bulb: #6, 15(5%)
minecraft.picked_up.decorated_pot: #7, 167(7%)
minecraft.dropped.warped_wart_block: #6, 106(5%)
minecraft.picked_up.pale_moss_block: #6, 657(3%)
minecraft.used.chiseled_sandstone: #6, 16(5%)
minecraft.dropped.iron_helmet: #6, 5(3%)
minecraft.used.golden_apple: #6, 22(4%)
minecraft.dropped.black_dye: #6, 13(4%)
minecraft.picked_up.deepslate_tile_stairs: #6, 79(3%)
minecraft.used.cherry_wood: #6, 32(4%)
minecraft.used.shulker_box: #7, 3856(5%)
minecraft.used.sea_lantern: #6, 138(3%)
minecraft.mined.warped_stairs: #6, 17(4%)
minecraft.mined.oak_fence_gate: #7, 19(7%)
minecraft.used.deepslate: #7, 4959(6%)
minecraft.crafted.smooth_quartz_slab: #6, 86(3%)
minecraft.broken.stone_axe: #6, 3(4%)
minecraft.picked_up.amethyst_cluster: #6, 125(3%)
minecraft.mined.yellow_stained_glass: #6, 27(4%)
minecraft.picked_up.birch_leaves: #6, 2700(2%)
minecraft.picked_up.howl_pottery_sherd: #6, 2(6%)
minecraft.used.pumpkin_seeds: #7, 150(6%)
minecraft.used.cut_sandstone: #6, 143(3%)
minecraft.used.hopper_minecart: #7, 59(6%)
minecraft.crafted.warped_fence: #6, 108(4%)
minecraft.mined.bamboo_pressure_plate: #6, 2(6%)
minecraft.crafted.tuff_brick_stairs: #6, 44(3%)
minecraft.crafted.polished_blackstone_pressure_plate: #6, 8(5%)
minecraft.used.orange_stained_glass: #6, 503(3%)
minecraft.crafted.quartz_stairs: #6, 50(3%)
minecraft.crafted.cyan_shulker_box: #7, 11(7%)
minecraft.picked_up.skeleton_skull: #6, 4(6%)
minecraft.picked_up.diamond_helmet: #7, 27(5%)
minecraft.dropped.diorite: #7, 1158(6%)
minecraft.picked_up.leather_helmet: #7, 16(5%)
minecraft.used.powder_snow_bucket: #6, 79(3%)
minecraft.used.warped_stairs: #6, 77(3%)
minecraft.dropped.polished_tuff_slab: #6, 21(3%)
minecraft.picked_up.dark_oak_fence_gate: #6, 15(3%)
minecraft.mined.potted_dead_bush: #6, 1(4%)
minecraft.picked_up.obsidian: #7, 1290(5%)
minecraft.dropped.spruce_button: #6, 12(3%)
minecraft.used.ender_chest: #7, 942(5%)
minecraft.crafted.bamboo_mosaic_slab: #6, 30(4%)
minecraft.crafted.iron_trapdoor: #7, 609(6%)
minecraft.used.cherry_planks: #6, 100(2%)
minecraft.used.iron_helmet: #6, 1(4%)
minecraft.killed.piglin: #7, 67(7%)
minecraft.crafted.emerald_block: #6, 551(2%)
minecraft.mined.cherry_leaves: #7, 2254(6%)
minecraft.dropped.brush: #6, 1(5%)
minecraft.used.furnace: #7, 291(5%)
minecraft.crafted.flint_and_steel: #6, 39(2%)
minecraft.picked_up.polished_blackstone_bricks: #6, 154(2%)
minecraft.picked_up.closed_eyeblossom: #6, 43(3%)
minecraft.mined.scaffolding: #7, 4259(6%)
minecraft.crafted.lime_wool: #6, 96(3%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #6, 18(4%)
minecraft.used.furnace_minecart: #6, 7(4%)
minecraft.dropped.granite: #7, 1068(5%)
minecraft.crafted.tuff_stairs: #6, 18(3%)
minecraft.mined.blue_bed: #6, 14(2%)
minecraft.picked_up.blue_bed: #6, 15(2%)
minecraft.crafted.red_bed: #6, 2(2%)
minecraft.crafted.brush: #6, 4(2%)
minecraft.used.smooth_red_sandstone_stairs: #6, 66(3%)
minecraft.mined.ender_chest: #7, 900(5%)
minecraft.dropped.spruce_door: #6, 2(4%)
minecraft.used.quartz_block: #6, 450(1%)
minecraft.picked_up.jungle_hanging_sign: #6, 2(4%)
minecraft.used.waxed_weathered_cut_copper: #6, 77(2%)
minecraft.used.gold_block: #7, 600(6%)
minecraft.picked_up.rail: #7, 2516(5%)
minecraft.used.wither_rose: #6, 73(2%)
minecraft.used.armor_stand: #7, 302(5%)
minecraft.dropped.acacia_sign: #6, 1(3%)
minecraft.dropped.chicken: #6, 48(1%)
minecraft.broken.diamond_shovel: #6, 1(2%)
minecraft.picked_up.music_disc_chirp: #6, 2(4%)
minecraft.crafted.blue_stained_glass_pane: #6, 16(3%)
minecraft.used.blue_stained_glass_pane: #6, 9(3%)
minecraft.dropped.pale_moss_block: #6, 12(2%)
minecraft.crafted.red_nether_bricks: #6, 64(2%)
minecraft.used.red_mushroom: #6, 7(2%)
minecraft.used.blue_bed: #6, 13(2%)
minecraft.crafted.stone_hoe: #6, 3(1%)
minecraft.picked_up.music_disc_ward: #6, 2(3%)
minecraft.dropped.waxed_chiseled_copper: #6, 2(2%)
minecraft.crafted.pale_oak_pressure_plate: #6, 2(4%)
minecraft.mined.green_wall_banner: #6, 1(3%)
minecraft.crafted.candle: #6, 250(1%)
minecraft.crafted.resin_clump: #6, 342(2%)
minecraft.dropped.magenta_dye: #6, 10(1%)
minecraft.crafted.gray_banner: #6, 6(2%)
minecraft.used.heavy_core: #6, 1(4%)
minecraft.picked_up.powered_rail: #7, 616(5%)
minecraft.picked_up.diamond_chestplate: #7, 19(5%)
minecraft.mined.bone_block: #7, 341(5%)
minecraft.picked_up.blue_stained_glass: #6, 26(2%)
minecraft.used.pink_stained_glass: #6, 40(1%)
minecraft.crafted.polished_tuff_stairs: #7, 42(5%)
minecraft.dropped.nether_bricks: #6, 10(2%)
minecraft.mined.black_concrete_powder: #6, 48(1%)
minecraft.used.pale_oak_leaves: #6, 19(1%)
minecraft.used.stripped_birch_log: #7, 246(6%)
minecraft.mined.bamboo_sign: #7, 14(5%)
minecraft.picked_up.nether_wart: #7, 2077(5%)
minecraft.dropped.dark_oak_stairs: #6, 2(1%)
minecraft.crafted.oak_hanging_sign: #6, 6(1%)
minecraft.dropped.diamond: #7, 494(5%)
minecraft.crafted.light_blue_shulker_box: #6, 3(1%)
minecraft.mined.green_bed: #6, 4(1%)
minecraft.picked_up.brewing_stand: #7, 45(5%)
minecraft.crafted.waxed_exposed_copper_trapdoor: #6, 9(1%)
minecraft.picked_up.spider_eye: #7, 2498(4%)
minecraft.picked_up.green_bed: #6, 4(1%)
minecraft.crafted.lime_carpet: #6, 75(1%)
minecraft.dropped.moss_carpet: #7, 1106(4%)
minecraft.crafted.acacia_stairs: #7, 156(6%)
minecraft.dropped.deepslate_tile_stairs: #6, 2(1%)
minecraft.mined.small_amethyst_bud: #6, 17(1%)
minecraft.crafted.waxed_oxidized_copper_trapdoor: #6, 9(1%)
minecraft.picked_up.cherry_log: #7, 1438(5%)
minecraft.picked_up.dispenser: #7, 175(4%)
minecraft.mined.repeater: #7, 221(4%)
minecraft.dropped.brain_coral_block: #6, 1(1%)
minecraft.picked_up.red_sandstone_slab: #6, 7(1%)
minecraft.used.brown_shulker_box: #7, 218(5%)
minecraft.used.bamboo_mosaic_slab: #6, 6(1%)
minecraft.custom.jump: #8, 548129(5%)
minecraft.dropped.amethyst_shard: #6, 12(0%)
minecraft.dropped.cyan_concrete_powder: #6, 1(1%)
minecraft.used.lime_carpet: #6, 31(1%)
minecraft.dropped.small_amethyst_bud: #6, 1(1%)
minecraft.used.polished_deepslate: #7, 1212(5%)
minecraft.dropped.phantom_membrane: #7, 13(5%)
minecraft.dropped.pitcher_pod: #6, 5(0%)
minecraft.crafted.stripped_jungle_wood: #6, 3(1%)
minecraft.used.dark_oak_trapdoor: #7, 508(4%)
minecraft.used.white_candle: #6, 12(0%)
minecraft.picked_up.blue_concrete_powder: #6, 4(0%)
minecraft.mined.mangrove_leaves: #7, 7549(4%)
minecraft.mined.light_blue_carpet: #6, 8(0%)
minecraft.mined.bamboo_button: #6, 4(0%)
minecraft.picked_up.oak_fence_gate: #7, 20(5%)
minecraft.used.purple_carpet: #6, 8(0%)
minecraft.used.lodestone: #6, 1(0%)
minecraft.crafted.diamond: #7, 3231(4%)
minecraft.dropped.prismarine_shard: #6, 14(0%)
minecraft.used.warped_stem: #7, 320(4%)
minecraft.dropped.iron_shovel: #7, 9(4%)
minecraft.crafted.yellow_dye: #7, 1346(4%)
minecraft.dropped.oak_log: #7, 374(4%)
minecraft.crafted.netherite_ingot: #7, 16(5%)
minecraft.used.acacia_hanging_sign: #7, 8(9%)
minecraft.picked_up.mud: #7, 7128(4%)
minecraft.picked_up.polished_tuff_stairs: #7, 105(4%)
minecraft.custom.sprint_one_cm: #8, 161897723(4%)
minecraft.used.pale_oak_log: #7, 474(4%)
minecraft.used.candle: #7, 25(6%)
minecraft.used.stone_axe: #7, 388(4%)
minecraft.used.dark_oak_sign: #7, 42(4%)
minecraft.mined.stripped_jungle_log: #7, 168(4%)
minecraft.mined.redstone_wall_torch: #7, 47(3%)
minecraft.dropped.iron_sword: #7, 12(4%)
minecraft.dropped.gravel: #7, 1662(3%)
