stat, rank, value, (percentage) 
minecraft.mined.copper_ore: #11, 2203(3%)
minecraft.mined.turtle_egg: #10, 2(0%)
minecraft.crafted.smooth_sandstone_slab: #10, 2(0%)
minecraft.crafted.muddy_mangrove_roots: #10, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #10, 6(0%)
minecraft.crafted.lime_wool: #10, 1(0%)
minecraft.dropped.light_gray_concrete: #10, 1(0%)
minecraft.picked_up.prismarine_brick_slab: #10, 2(0%)
minecraft.killed.witch: #10, 9(0%)
minecraft.crafted.oak_fence: #11, 195(3%)
minecraft.dropped.diamond_axe: #11, 6(3%)
minecraft.used.grindstone: #11, 47(3%)
minecraft.picked_up.chain: #11, 161(3%)
minecraft.mined.oak_trapdoor: #11, 41(3%)
minecraft.picked_up.moss_carpet: #11, 1324(3%)
minecraft.used.lantern: #11, 234(3%)
minecraft.picked_up.end_rod: #11, 139(3%)
minecraft.used.writable_book: #11, 180(3%)
minecraft.used.spruce_fence: #11, 645(3%)
minecraft.used.iron_sword: #11, 398(3%)
minecraft.picked_up.stonecutter: #11, 66(3%)
minecraft.picked_up.dark_oak_log: #11, 5906(3%)
minecraft.crafted.hopper: #11, 1042(3%)
minecraft.used.stonecutter: #11, 68(3%)
minecraft.picked_up.flowering_azalea: #11, 242(3%)
minecraft.dropped.written_book: #11, 5(3%)
minecraft.used.oak_door: #11, 6(4%)
minecraft.crafted.spruce_fence: #11, 606(3%)
minecraft.crafted.grindstone: #11, 40(3%)
minecraft.crafted.item_frame: #11, 209(3%)
minecraft.picked_up.beef: #11, 376(2%)
minecraft.dropped.goat_horn: #11, 3(3%)
minecraft.killed.trader_llama: #11, 9(3%)
minecraft.mined.amethyst_cluster: #11, 565(3%)
minecraft.picked_up.glass: #11, 1444(2%)
minecraft.mined.spore_blossom: #11, 11(3%)
minecraft.crafted.painting: #11, 17(3%)
minecraft.picked_up.black_concrete: #11, 1289(2%)
minecraft.picked_up.grindstone: #11, 26(2%)
minecraft.crafted.diamond_shovel: #11, 6(2%)
minecraft.picked_up.stripped_crimson_stem: #11, 81(2%)
minecraft.dropped.spruce_slab: #11, 61(3%)
minecraft.mined.stripped_crimson_stem: #11, 79(2%)
minecraft.picked_up.netherite_axe: #11, 9(3%)
minecraft.picked_up.netherite_leggings: #11, 10(2%)
minecraft.picked_up.deepslate_tile_slab: #11, 96(2%)
minecraft.used.white_concrete_powder: #11, 2115(2%)
minecraft.mined.mossy_cobblestone: #11, 142(2%)
minecraft.picked_up.smooth_quartz: #11, 178(2%)
minecraft.picked_up.soul_soil: #11, 580(2%)
minecraft.mined.fern: #11, 238(2%)
minecraft.crafted.white_concrete_powder: #11, 2112(2%)
minecraft.mined.sea_pickle: #11, 24(2%)
minecraft.picked_up.nether_gold_ore: #11, 87(2%)
minecraft.picked_up.cauldron: #11, 15(2%)
minecraft.mined.smooth_quartz: #11, 84(2%)
minecraft.picked_up.purpur_block: #11, 92(2%)
minecraft.mined.cobblestone_stairs: #11, 24(2%)
minecraft.picked_up.deepslate_copper_ore: #11, 31(2%)
minecraft.dropped.spruce_trapdoor: #11, 21(2%)
minecraft.mined.soul_soil: #11, 549(2%)
minecraft.killed.hoglin: #11, 8(2%)
minecraft.mined.oak_door: #11, 2(2%)
minecraft.used.black_stained_glass_pane: #11, 109(3%)
minecraft.mined.polished_blackstone: #11, 43(2%)
minecraft.crafted.red_shulker_box: #11, 9(2%)
minecraft.crafted.glow_item_frame: #11, 28(2%)
minecraft.mined.tinted_glass: #11, 57(2%)
minecraft.mined.cyan_concrete: #11, 292(2%)
minecraft.crafted.gray_terracotta: #11, 400(2%)
minecraft.used.loom: #11, 13(2%)
minecraft.crafted.iron_nugget: #11, 3969(1%)
minecraft.picked_up.deepslate_coal_ore: #11, 4(2%)
minecraft.used.comparator: #11, 142(1%)
minecraft.used.powered_rail: #11, 486(1%)
minecraft.dropped.dark_oak_planks: #11, 44(1%)
minecraft.crafted.smooth_quartz_slab: #11, 144(2%)
minecraft.mined.snow: #11, 6380(1%)
minecraft.crafted.birch_door: #11, 3(2%)
minecraft.mined.birch_slab: #11, 9(2%)
minecraft.crafted.golden_boots: #11, 2(2%)
minecraft.mined.cocoa: #11, 68(1%)
minecraft.mined.purpur_stairs: #11, 12(1%)
minecraft.crafted.gray_stained_glass: #11, 424(1%)
minecraft.mined.cyan_carpet: #11, 9(1%)
minecraft.used.cyan_concrete: #11, 157(1%)
minecraft.mined.small_dripleaf: #11, 4(1%)
minecraft.killed.spider: #12, 106(4%)
minecraft.crafted.dark_oak_button: #11, 32(1%)
minecraft.dropped.leather_leggings: #11, 4(1%)
minecraft.crafted.snow_block: #11, 1089(1%)
minecraft.mined.polished_andesite_slab: #11, 35(1%)
minecraft.custom.inspect_hopper: #12, 1771(3%)
minecraft.picked_up.cocoa_beans: #11, 217(1%)
minecraft.crafted.netherite_ingot: #11, 18(1%)
minecraft.mined.pearlescent_froglight: #11, 8(1%)
minecraft.used.spruce_wood: #11, 140(1%)
minecraft.crafted.gray_wool: #11, 57(1%)
minecraft.dropped.apple: #11, 10(1%)
minecraft.picked_up.smithing_table: #11, 5(1%)
minecraft.dropped.iron_leggings: #11, 3(1%)
minecraft.used.prismarine: #11, 72(1%)
minecraft.picked_up.acacia_wood: #11, 6(1%)
minecraft.dropped.stone_pressure_plate: #11, 4(1%)
minecraft.mined.crimson_stairs: #11, 3(1%)
minecraft.used.lime_concrete: #11, 69(1%)
minecraft.picked_up.brick_stairs: #11, 4(1%)
minecraft.picked_up.mangrove_propagule: #11, 55(1%)
minecraft.mined.coal_ore: #12, 4180(3%)
minecraft.picked_up.stripped_warped_stem: #11, 64(0%)
minecraft.dropped.dark_oak_trapdoor: #11, 6(0%)
minecraft.killed.zombie: #11, 538(0%)
minecraft.crafted.andesite_wall: #11, 24(0%)
minecraft.used.tube_coral_fan: #11, 3(0%)
minecraft.crafted.blue_stained_glass_pane: #11, 16(0%)
minecraft.picked_up.chiseled_quartz_block: #11, 1(0%)
minecraft.used.acacia_wood: #11, 17(0%)
minecraft.crafted.bowl: #11, 4(0%)
minecraft.picked_up.polished_granite_slab: #11, 4(0%)
minecraft.dropped.birch_fence: #11, 1(0%)
minecraft.mined.crafting_table: #12, 193(3%)
minecraft.custom.interact_with_campfire: #11, 1(0%)
minecraft.mined.fire_coral_block: #11, 8(0%)
minecraft.picked_up.turtle_egg: #11, 2(0%)
minecraft.mined.dandelion: #12, 161(4%)
minecraft.mined.activator_rail: #11, 1(0%)
minecraft.crafted.magenta_concrete_powder: #11, 8(0%)
minecraft.dropped.black_stained_glass: #11, 1(0%)
minecraft.picked_up.red_concrete_powder: #11, 6(0%)
minecraft.crafted.light_weighted_pressure_plate: #11, 3(0%)
minecraft.used.prismarine_brick_slab: #11, 2(0%)
minecraft.used.light_weighted_pressure_plate: #11, 1(0%)
minecraft.used.player_head: #12, 98(3%)
minecraft.dropped.wheat_seeds: #12, 2233(3%)
minecraft.picked_up.lapis_ore: #12, 80(4%)
minecraft.picked_up.moss_block: #12, 4141(3%)
minecraft.dropped.grass_block: #12, 934(3%)
minecraft.used.iron_block: #12, 1708(3%)
minecraft.crafted.dark_oak_planks: #12, 9201(2%)
minecraft.custom.interact_with_lectern: #12, 206(2%)
minecraft.crafted.chain: #12, 337(3%)
minecraft.crafted.lectern: #12, 38(3%)
minecraft.custom.walk_one_cm: #13, 106098236(3%)
minecraft.picked_up.hopper: #12, 308(3%)
minecraft.mined.iron_block: #12, 765(3%)
minecraft.picked_up.filled_map: #12, 2073(2%)
minecraft.picked_up.written_book: #12, 14(2%)
minecraft.dropped.crafting_table: #12, 20(2%)
minecraft.killed_by.enderman: #12, 1(4%)
minecraft.custom.walk_under_water_one_cm: #13, 7186783(2%)
minecraft.mined.ender_chest: #12, 347(2%)
minecraft.mined.farmland: #12, 24(3%)
minecraft.used.baked_potato: #12, 140(2%)
minecraft.picked_up.chainmail_leggings: #12, 3(3%)
minecraft.used.lapis_ore: #12, 23(3%)
minecraft.killed_by.piglin: #12, 1(4%)
minecraft.crafted.ender_eye: #12, 26(2%)
minecraft.picked_up.smooth_quartz_slab: #12, 78(2%)
minecraft.picked_up.bee_nest: #12, 14(2%)
minecraft.mined.lily_of_the_valley: #12, 6(2%)
minecraft.dropped.raw_iron: #12, 33(2%)
minecraft.mined.deepslate_tile_stairs: #12, 36(2%)
minecraft.used.lime_shulker_box: #12, 49(2%)
minecraft.used.minecart: #12, 40(2%)
minecraft.mined.sugar_cane: #12, 989(1%)
minecraft.dropped.trident: #12, 1(3%)
minecraft.mined.soul_sand: #12, 650(1%)
minecraft.mined.purpur_slab: #12, 7(2%)
minecraft.mined.red_concrete: #12, 397(1%)
minecraft.crafted.raw_gold_block: #12, 45(2%)
minecraft.crafted.cobblestone_stairs: #12, 36(2%)
minecraft.mined.spruce_fence_gate: #12, 14(1%)
minecraft.dropped.pumpkin_pie: #12, 71(1%)
minecraft.dropped.diamond_chestplate: #12, 1(2%)
minecraft.mined.brick_stairs: #12, 4(2%)
minecraft.picked_up.sea_lantern: #12, 96(1%)
minecraft.mined.podzol: #12, 390(1%)
minecraft.crafted.copper_block: #12, 796(1%)
minecraft.dropped.calcite: #12, 38(1%)
minecraft.used.black_wool: #12, 129(1%)
minecraft.used.red_concrete: #12, 251(1%)
minecraft.mined.orange_wool: #12, 25(1%)
minecraft.picked_up.spruce_wood: #12, 36(1%)
minecraft.dropped.spruce_door: #12, 2(2%)
minecraft.dropped.amethyst_block: #12, 19(1%)
minecraft.crafted.brown_shulker_box: #12, 3(1%)
minecraft.picked_up.sculk_sensor: #12, 42(1%)
minecraft.dropped.bone: #12, 268(1%)
minecraft.mined.gravel: #13, 17323(4%)
minecraft.crafted.bookshelf: #12, 223(1%)
minecraft.dropped.magma_block: #12, 10(1%)
minecraft.used.birch_door: #12, 1(1%)
minecraft.crafted.crimson_stairs: #12, 32(1%)
minecraft.crafted.deepslate_tile_slab: #12, 38(1%)
minecraft.crafted.light_gray_shulker_box: #12, 2(1%)
minecraft.crafted.spyglass: #12, 1(1%)
minecraft.picked_up.white_banner: #12, 35(1%)
minecraft.used.quartz_slab: #12, 109(1%)
minecraft.killed.husk: #12, 2(1%)
minecraft.picked_up.polished_blackstone: #12, 40(1%)
minecraft.picked_up.purpur_stairs: #12, 12(1%)
minecraft.used.birch_slab: #12, 37(1%)
minecraft.used.beehive: #12, 24(1%)
minecraft.dropped.carrot: #12, 204(1%)
minecraft.picked_up.crossbow: #12, 10(1%)
minecraft.used.music_disc_13: #12, 2(1%)
minecraft.picked_up.polished_blackstone_bricks: #12, 348(1%)
minecraft.picked_up.crimson_sign: #12, 1(1%)
minecraft.used.black_concrete_powder: #12, 1170(1%)
minecraft.dropped.chorus_fruit: #12, 19(1%)
minecraft.dropped.tropical_fish: #12, 12(1%)
minecraft.used.cocoa_beans: #12, 62(1%)
minecraft.dropped.raw_copper: #12, 68(1%)
minecraft.used.polished_blackstone: #12, 181(1%)
minecraft.crafted.cyan_concrete_powder: #12, 288(1%)
minecraft.mined.carved_pumpkin: #12, 77(0%)
minecraft.crafted.white_terracotta: #12, 64(1%)
minecraft.dropped.crimson_nylium: #12, 5(1%)
minecraft.picked_up.stripped_birch_log: #12, 29(0%)
minecraft.crafted.blue_terracotta: #12, 128(1%)
minecraft.dropped.nether_bricks: #12, 8(1%)
minecraft.dropped.polished_andesite_slab: #12, 6(1%)
minecraft.used.decorated_pot: #12, 4(1%)
minecraft.mined.fire_coral_wall_fan: #12, 9(0%)
minecraft.mined.light_gray_concrete: #12, 91(0%)
minecraft.used.pumpkin: #12, 76(0%)
minecraft.mined.stripped_birch_log: #12, 34(0%)
minecraft.picked_up.nether_star: #12, 2(0%)
minecraft.picked_up.crimson_stairs: #12, 3(1%)
minecraft.used.brown_terracotta: #12, 72(0%)
minecraft.mined.tube_coral_fan: #12, 2(0%)
minecraft.picked_up.blue_stained_glass_pane: #12, 1(1%)
minecraft.picked_up.cut_sandstone: #12, 31(0%)
minecraft.picked_up.raw_copper_block: #12, 8(0%)
minecraft.mined.bubble_coral_wall_fan: #12, 7(0%)
minecraft.killed.wither: #12, 1(0%)
minecraft.picked_up.bubble_coral_fan: #12, 8(0%)
minecraft.used.birch_planks: #12, 328(0%)
minecraft.dropped.flower_pot: #12, 1(0%)
minecraft.mined.polished_granite_slab: #12, 3(0%)
minecraft.used.netherite_leggings: #12, 1(0%)
minecraft.used.soul_soil: #12, 20(0%)
minecraft.used.stripped_birch_log: #12, 10(0%)
minecraft.used.muddy_mangrove_roots: #12, 3(0%)
minecraft.used.quartz_bricks: #12, 4(0%)
minecraft.picked_up.fire_coral_block: #12, 8(0%)
minecraft.mined.purple_concrete: #12, 11(0%)
minecraft.dropped.acacia_log: #12, 2(0%)
minecraft.dropped.hay_block: #12, 1(0%)
minecraft.used.polished_granite_slab: #12, 5(0%)
minecraft.picked_up.cyan_wool: #12, 2(0%)
minecraft.used.cracked_polished_blackstone_bricks: #12, 3(0%)
minecraft.used.magenta_stained_glass: #12, 3(0%)
minecraft.dropped.gold_block: #12, 1(0%)
minecraft.killed.pillager: #12, 56(0%)
minecraft.killed.vindicator: #12, 4(0%)
minecraft.killed.evoker: #12, 1(0%)
minecraft.used.tuff: #13, 1563(3%)
minecraft.crafted.stick: #13, 9388(3%)
minecraft.crafted.chest: #13, 1972(3%)
minecraft.crafted.oak_door: #13, 6(4%)
minecraft.picked_up.azalea: #13, 397(3%)
minecraft.picked_up.raw_gold: #13, 943(3%)
minecraft.dropped.torch: #13, 282(2%)
minecraft.picked_up.oak_trapdoor: #13, 44(2%)
minecraft.used.chain: #13, 294(3%)
minecraft.mined.oak_log: #13, 2283(2%)
minecraft.picked_up.iron_sword: #13, 7(3%)
minecraft.mined.rose_bush: #13, 12(3%)
minecraft.used.stone_pickaxe: #13, 333(2%)
minecraft.picked_up.netherite_pickaxe: #13, 20(2%)
minecraft.crafted.diamond_helmet: #13, 3(2%)
minecraft.picked_up.ender_chest: #13, 360(2%)
minecraft.dropped.dirt: #13, 1636(2%)
minecraft.used.ender_chest: #13, 350(2%)
minecraft.used.andesite: #13, 1352(2%)
minecraft.picked_up.oak_log: #13, 2452(2%)
minecraft.custom.talked_to_villager: #13, 1468(2%)
minecraft.mined.end_rod: #13, 50(2%)
minecraft.used.glow_berries: #13, 74(2%)
minecraft.used.gold_ore: #13, 23(2%)
minecraft.picked_up.cooked_beef: #13, 109(2%)
minecraft.picked_up.red_concrete: #13, 398(2%)
minecraft.mined.mud_bricks: #13, 41(2%)
minecraft.used.redstone_torch: #13, 251(2%)
minecraft.dropped.spruce_log: #13, 164(2%)
minecraft.dropped.netherite_pickaxe: #13, 4(2%)
minecraft.dropped.writable_book: #13, 3(2%)
minecraft.crafted.dark_oak_slab: #13, 792(2%)
minecraft.picked_up.spore_blossom: #13, 11(2%)
minecraft.crafted.bow: #13, 84(2%)
minecraft.mined.redstone_lamp: #13, 16(2%)
minecraft.mined.rail: #13, 637(1%)
minecraft.dropped.coal_ore: #13, 55(1%)
minecraft.mined.tripwire_hook: #13, 3(2%)
minecraft.picked_up.big_dripleaf: #13, 65(1%)
minecraft.mined.obsidian: #13, 743(1%)
minecraft.picked_up.carrot: #13, 1013(1%)
minecraft.crafted.cyan_shulker_box: #13, 5(2%)
minecraft.picked_up.sugar_cane: #13, 1937(1%)
minecraft.picked_up.purpur_slab: #13, 6(2%)
minecraft.picked_up.lime_shulker_box: #13, 36(1%)
minecraft.mined.lime_shulker_box: #13, 35(1%)
minecraft.dropped.scaffolding: #13, 167(1%)
minecraft.crafted.red_concrete_powder: #13, 456(1%)
minecraft.crafted.warped_door: #13, 3(2%)
minecraft.picked_up.stone_pressure_plate: #13, 7(1%)
minecraft.used.rose_bush: #13, 12(1%)
minecraft.dropped.stone_bricks: #13, 64(1%)
minecraft.used.redstone_ore: #13, 4(1%)
minecraft.crafted.comparator: #13, 106(1%)
minecraft.dropped.netherite_ingot: #13, 1(1%)
minecraft.picked_up.spruce_fence_gate: #13, 13(1%)
minecraft.picked_up.deepslate_tile_stairs: #13, 35(1%)
minecraft.picked_up.milk_bucket: #13, 1(1%)
minecraft.mined.red_mushroom: #13, 17(1%)
minecraft.picked_up.torch: #14, 3663(3%)
minecraft.picked_up.tinted_glass: #13, 56(1%)
minecraft.dropped.flint: #13, 69(1%)
minecraft.picked_up.dark_oak_leaves: #13, 142(1%)
minecraft.dropped.egg: #13, 82(1%)
minecraft.crafted.deepslate_brick_slab: #13, 32(1%)
minecraft.used.brush: #13, 32(1%)
minecraft.used.deepslate_copper_ore: #13, 9(1%)
minecraft.used.string: #13, 182(1%)
minecraft.crafted.bamboo_planks: #13, 128(1%)
minecraft.used.stone_shovel: #13, 125(1%)
minecraft.picked_up.polished_basalt: #13, 52(1%)
minecraft.used.crimson_stairs: #13, 21(1%)
minecraft.picked_up.verdant_froglight: #13, 16(1%)
minecraft.crafted.green_terracotta: #13, 296(1%)
minecraft.used.fern: #13, 14(1%)
minecraft.crafted.polished_basalt: #13, 132(1%)
minecraft.crafted.bamboo_block: #13, 96(1%)
minecraft.picked_up.clock: #13, 1(1%)
minecraft.picked_up.white_stained_glass: #13, 58(0%)
minecraft.picked_up.blue_concrete: #13, 12(1%)
minecraft.dropped.gunpowder: #13, 160(0%)
minecraft.used.polished_basalt: #13, 127(0%)
minecraft.dropped.beef: #13, 6(0%)
minecraft.mined.horn_coral: #13, 2(1%)
minecraft.mined.prismarine: #13, 31(0%)
minecraft.picked_up.wooden_shovel: #13, 1(1%)
minecraft.picked_up.music_disc_wait: #13, 1(1%)
minecraft.picked_up.fire_coral_fan: #13, 10(0%)
minecraft.picked_up.polished_blackstone_button: #13, 6(0%)
minecraft.picked_up.tube_coral: #13, 2(0%)
minecraft.used.green_dye: #13, 1(0%)
minecraft.used.wither_skeleton_skull: #13, 6(0%)
minecraft.used.brown_concrete: #13, 6(0%)
minecraft.killed.tropical_fish: #13, 1(0%)
minecraft.used.chiseled_polished_blackstone: #13, 11(0%)
minecraft.mined.dark_prismarine_slab: #13, 8(0%)
minecraft.mined.horn_coral_fan: #13, 1(0%)
minecraft.crafted.beacon: #13, 1(0%)
minecraft.picked_up.prismarine_shard: #13, 23(0%)
minecraft.picked_up.lily_of_the_valley: #13, 6(0%)
minecraft.mined.grass: #14, 2276(3%)
minecraft.mined.white_carpet: #13, 13(0%)
minecraft.dropped.warped_fungus: #13, 1(0%)
minecraft.used.cyan_stained_glass_pane: #13, 2(0%)
minecraft.crafted.acacia_wood: #13, 12(0%)
minecraft.crafted.dark_prismarine_slab: #13, 2(0%)
minecraft.used.purple_concrete_powder: #13, 8(0%)
minecraft.dropped.diamond_sword: #14, 6(3%)
minecraft.picked_up.blue_terracotta: #13, 4(0%)
minecraft.mined.warped_slab: #13, 2(0%)
minecraft.used.chiseled_quartz_block: #13, 1(0%)
minecraft.mined.jack_o_lantern: #13, 2(0%)
minecraft.used.orange_concrete: #13, 5(0%)
minecraft.used.beetroot_seeds: #13, 1(0%)
minecraft.picked_up.beetroot: #13, 1(0%)
minecraft.used.purple_concrete: #13, 3(0%)
minecraft.dropped.paper: #13, 18(0%)
minecraft.dropped.black_concrete: #13, 1(0%)
minecraft.used.green_stained_glass: #13, 2(0%)
minecraft.used.polished_blackstone_brick_stairs: #13, 3(0%)
minecraft.picked_up.light_weighted_pressure_plate: #13, 1(0%)
minecraft.killed.drowned: #13, 199(0%)
minecraft.custom.raid_trigger: #13, 1(0%)
minecraft.picked_up.crafting_table: #14, 206(3%)
minecraft.used.crafting_table: #14, 215(3%)
minecraft.mined.nether_quartz_ore: #14, 1883(3%)
minecraft.used.cyan_shulker_box: #14, 249(3%)
minecraft.mined.cobblestone: #14, 1391(2%)
minecraft.picked_up.beacon: #14, 23(3%)
minecraft.picked_up.diamond_boots: #14, 21(2%)
minecraft.picked_up.coal_ore: #14, 1317(3%)
minecraft.mined.barrel: #14, 83(3%)
minecraft.custom.play_time: #15, 57652167(2%)
minecraft.custom.total_world_time: #15, 57652167(2%)
minecraft.mined.diamond_ore: #14, 14(3%)
minecraft.crafted.iron_ingot: #14, 12613(2%)
minecraft.dropped.ender_pearl: #14, 6668(2%)
minecraft.mined.kelp: #14, 158(3%)
minecraft.crafted.rail: #14, 960(2%)
minecraft.dropped.stone_pickaxe: #14, 3(3%)
minecraft.killed.squid: #14, 180(2%)
minecraft.crafted.oak_planks: #14, 4516(2%)
minecraft.picked_up.grass_block: #14, 12716(2%)
minecraft.mined.hopper: #14, 206(2%)
minecraft.picked_up.leather_leggings: #14, 10(2%)
minecraft.mined.amethyst_block: #14, 468(2%)
minecraft.crafted.diamond_pickaxe: #14, 6(2%)
minecraft.crafted.diamond_boots: #14, 3(2%)
minecraft.mined.birch_sign: #14, 7(2%)
minecraft.dropped.ender_chest: #14, 6(2%)
minecraft.dropped.stone: #14, 4538(1%)
minecraft.picked_up.obsidian: #14, 762(2%)
minecraft.crafted.dark_oak_fence: #14, 240(2%)
minecraft.picked_up.netherite_boots: #14, 8(2%)
minecraft.picked_up.diamond_ore: #14, 7(2%)
minecraft.mined.big_dripleaf_stem: #14, 6(2%)
minecraft.used.soul_lantern: #14, 39(2%)
minecraft.mined.loom: #14, 4(2%)
minecraft.picked_up.soul_sand: #14, 733(1%)
minecraft.dropped.netherite_helmet: #14, 1(2%)
minecraft.picked_up.chainmail_chestplate: #14, 2(2%)
minecraft.picked_up.golden_chestplate: #14, 5(1%)
minecraft.mined.carrots: #14, 152(1%)
minecraft.crafted.iron_trapdoor: #14, 76(1%)
minecraft.used.diamond_helmet: #14, 2(2%)
minecraft.used.carrot: #14, 296(1%)
minecraft.used.spruce_sapling: #14, 208(1%)
minecraft.used.glow_item_frame: #14, 31(1%)
minecraft.dropped.orange_terracotta: #14, 10(1%)
minecraft.mined.pumpkin: #14, 80(1%)
minecraft.dropped.coal: #14, 65(1%)
minecraft.dropped.bundle: #14, 6(1%)
minecraft.broken.stone_pickaxe: #14, 1(1%)
minecraft.mined.stone_brick_slab: #14, 34(1%)
minecraft.crafted.black_terracotta: #14, 232(1%)
minecraft.dropped.wheat: #14, 27(1%)
minecraft.mined.birch_stairs: #14, 4(1%)
minecraft.used.prismarine_bricks: #14, 102(1%)
minecraft.crafted.cyan_stained_glass_pane: #14, 16(1%)
minecraft.crafted.purple_dye: #14, 256(1%)
minecraft.dropped.smooth_basalt: #14, 20(1%)
minecraft.dropped.brown_terracotta: #14, 9(1%)
minecraft.picked_up.red_banner: #14, 4(1%)
minecraft.dropped.lapis_lazuli: #14, 36(1%)
minecraft.dropped.red_shulker_box: #14, 1(1%)
minecraft.custom.open_enderchest: #15, 2948(3%)
minecraft.crafted.black_concrete_powder: #14, 1288(1%)
minecraft.crafted.cyan_carpet: #14, 24(1%)
minecraft.dropped.iron_door: #14, 1(1%)
minecraft.crafted.spruce_wood: #14, 138(1%)
minecraft.picked_up.black_stained_glass_pane: #14, 9(1%)
minecraft.picked_up.axolotl_bucket: #14, 1(1%)
minecraft.mined.black_stained_glass: #14, 28(1%)
minecraft.used.packed_ice: #14, 561(0%)
minecraft.crafted.light_gray_terracotta: #14, 64(1%)
minecraft.dropped.chainmail_boots: #14, 1(1%)
minecraft.used.red_dye: #14, 3(1%)
minecraft.picked_up.horn_coral: #14, 2(1%)
minecraft.used.exposed_copper: #14, 6(0%)
minecraft.crafted.green_dye: #14, 96(0%)
minecraft.crafted.bricks: #14, 112(0%)
minecraft.mined.piston_head: #14, 2(0%)
minecraft.dropped.spruce_leaves: #14, 14(0%)
minecraft.picked_up.birch_slab: #14, 9(0%)
minecraft.crafted.warped_stairs: #14, 28(0%)
minecraft.mined.yellow_bed: #14, 3(0%)
minecraft.picked_up.yellow_bed: #14, 3(0%)
minecraft.used.polished_diorite: #14, 53(0%)
minecraft.used.lime_dye: #14, 1(0%)
minecraft.mined.brain_coral_wall_fan: #14, 7(0%)
minecraft.picked_up.name_tag: #14, 8(0%)
minecraft.dropped.string: #14, 185(0%)
minecraft.mined.warped_stem: #14, 88(0%)
minecraft.dropped.crossbow: #14, 7(0%)
minecraft.picked_up.brain_coral_fan: #14, 7(0%)
minecraft.dropped.leather_chestplate: #14, 2(0%)
minecraft.mined.tube_coral: #14, 2(0%)
minecraft.picked_up.tube_coral_fan: #14, 7(0%)
minecraft.used.orange_dye: #14, 1(0%)
minecraft.mined.brown_carpet: #14, 6(0%)
minecraft.mined.tube_coral_wall_fan: #14, 6(0%)
minecraft.used.green_concrete: #14, 43(0%)
minecraft.used.warped_nylium: #14, 9(0%)
minecraft.crafted.polished_blackstone_stairs: #14, 2(0%)
minecraft.used.mud: #14, 106(0%)
minecraft.crafted.netherite_scrap: #14, 10(0%)
minecraft.crafted.smooth_quartz_stairs: #14, 8(0%)
minecraft.used.light_blue_concrete_powder: #14, 8(0%)
minecraft.mined.fire_coral_fan: #14, 1(0%)
minecraft.mined.orange_concrete: #14, 23(0%)
minecraft.dropped.light_gray_terracotta: #14, 3(0%)
minecraft.used.mushroom_stem: #14, 43(0%)
minecraft.used.polished_blackstone_bricks: #14, 92(0%)
minecraft.dropped.iron_axe: #14, 2(0%)
minecraft.used.smooth_sandstone: #14, 118(0%)
minecraft.crafted.deepslate_tiles: #14, 23(0%)
minecraft.picked_up.paper: #14, 73(0%)
minecraft.crafted.arrow: #14, 16(0%)
minecraft.picked_up.torchflower_seeds: #14, 3(0%)
minecraft.crafted.orange_terracotta: #14, 8(0%)
minecraft.dropped.lilac: #14, 1(0%)
minecraft.picked_up.pink_dye: #14, 1(0%)
minecraft.used.jungle_sapling: #14, 2(0%)
minecraft.crafted.purple_concrete_powder: #14, 8(0%)
minecraft.picked_up.jack_o_lantern: #14, 2(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #14, 3(0%)
minecraft.used.pointed_dripstone: #14, 29(0%)
minecraft.crafted.cyan_stained_glass: #14, 8(0%)
minecraft.picked_up.pitcher_pod: #14, 1(0%)
minecraft.used.warped_fungus: #14, 2(0%)
minecraft.dropped.slime_block: #14, 1(0%)
minecraft.mined.muddy_mangrove_roots: #14, 2(0%)
minecraft.killed.wither_skeleton: #14, 27(0%)
minecraft.used.crying_obsidian: #14, 3(0%)
minecraft.dropped.bone_block: #14, 1(0%)
minecraft.mined.black_concrete_powder: #14, 3(0%)
minecraft.used.furnace: #15, 128(3%)
minecraft.crafted.diamond_sword: #15, 4(3%)
minecraft.used.chest: #15, 972(2%)
minecraft.used.ladder: #15, 236(3%)
minecraft.used.firework_rocket: #15, 14694(2%)
minecraft.picked_up.red_shulker_box: #15, 251(2%)
minecraft.mined.red_shulker_box: #15, 250(2%)
minecraft.picked_up.dark_oak_planks: #15, 400(2%)
minecraft.used.red_shulker_box: #15, 259(2%)
minecraft.picked_up.ender_pearl: #15, 6703(2%)
minecraft.mined.poppy: #15, 79(2%)
minecraft.picked_up.barrel: #15, 82(2%)
minecraft.used.carved_pumpkin: #15, 15(2%)
minecraft.crafted.stone_pickaxe: #15, 4(2%)
minecraft.used.golden_carrot: #15, 712(1%)
minecraft.crafted.smooth_stone: #15, 287(2%)
minecraft.mined.player_head: #15, 19(1%)
minecraft.used.water_bucket: #15, 1245(1%)
minecraft.mined.oak_fence: #15, 31(2%)
minecraft.killed.wandering_trader: #15, 3(2%)
minecraft.picked_up.ghast_tear: #15, 10(2%)
minecraft.used.netherrack: #15, 2334(1%)
minecraft.picked_up.ink_sac: #15, 652(1%)
minecraft.picked_up.rotten_flesh: #15, 940(1%)
minecraft.dropped.cobblestone: #15, 857(1%)
minecraft.killed.magma_cube: #15, 148(1%)
minecraft.crafted.ender_chest: #15, 13(1%)
minecraft.dropped.oak_sapling: #15, 36(1%)
minecraft.crafted.white_bed: #15, 11(1%)
