stat, rank, value, (percentage) 
minecraft.used.cut_sandstone: #17, 2(0%)
minecraft.mined.crafting_table: #18, 132(2%)
minecraft.used.furnace: #18, 81(2%)
minecraft.picked_up.red_shulker_box: #18, 197(2%)
minecraft.picked_up.iron_block: #18, 808(2%)
minecraft.used.player_head: #18, 50(1%)
minecraft.picked_up.ender_pearl: #18, 4378(1%)
minecraft.killed.wandering_trader: #18, 3(2%)
minecraft.picked_up.leather: #18, 305(1%)
minecraft.picked_up.cobbled_deepslate: #18, 11035(1%)
minecraft.crafted.item_frame: #18, 109(1%)
minecraft.mined.beacon: #18, 6(1%)
minecraft.picked_up.polished_deepslate: #18, 152(1%)
minecraft.mined.dispenser: #18, 17(1%)
minecraft.dropped.cobbled_deepslate: #18, 378(1%)
minecraft.picked_up.glass: #18, 575(1%)
minecraft.mined.smooth_basalt: #18, 197(1%)
minecraft.used.flowering_azalea: #18, 17(1%)
minecraft.picked_up.white_shulker_box: #18, 45(1%)
minecraft.mined.moss_block: #18, 867(1%)
minecraft.dropped.bowl: #18, 2(1%)
minecraft.picked_up.piston: #18, 64(1%)
minecraft.dropped.iron_helmet: #18, 1(1%)
minecraft.picked_up.dropper: #18, 25(1%)
minecraft.used.dark_oak_planks: #18, 178(1%)
minecraft.mined.white_shulker_box: #18, 35(1%)
minecraft.picked_up.diamond_chestplate: #18, 2(1%)
minecraft.used.deepslate_tiles: #18, 369(1%)
minecraft.dropped.stone_shovel: #18, 1(1%)
minecraft.mined.stone_pressure_plate: #18, 2(1%)
minecraft.picked_up.cod: #18, 21(1%)
minecraft.mined.farmland: #18, 5(1%)
minecraft.mined.stone_bricks: #18, 170(0%)
minecraft.used.deepslate_diamond_ore: #18, 91(0%)
minecraft.mined.black_wool: #18, 10(0%)
minecraft.crafted.copper_block: #18, 269(0%)
minecraft.used.orange_shulker_box: #18, 14(0%)
minecraft.used.stone_sword: #18, 17(0%)
minecraft.used.gray_shulker_box: #18, 12(0%)
minecraft.used.crimson_stem: #18, 116(0%)
minecraft.used.copper_ore: #18, 55(0%)
minecraft.picked_up.gray_shulker_box: #18, 11(0%)
minecraft.mined.gray_shulker_box: #18, 10(0%)
minecraft.mined.deepslate_tile_wall: #18, 3(0%)
minecraft.used.mossy_cobblestone: #18, 41(0%)
minecraft.picked_up.diamond_ore: #18, 1(0%)
minecraft.dropped.azure_bluet: #18, 2(0%)
minecraft.crafted.green_terracotta: #18, 128(0%)
minecraft.used.netherite_boots: #18, 1(0%)
minecraft.mined.oxidized_cut_copper_stairs: #18, 2(0%)
minecraft.mined.yellow_terracotta: #18, 25(0%)
minecraft.mined.diamond_block: #18, 5(0%)
minecraft.dropped.sunflower: #18, 2(0%)
minecraft.dropped.pointed_dripstone: #18, 3(0%)
minecraft.used.polished_blackstone_button: #18, 4(0%)
minecraft.crafted.mangrove_fence: #18, 3(0%)
minecraft.used.oxidized_cut_copper_stairs: #18, 7(0%)
minecraft.used.chiseled_stone_bricks: #18, 9(0%)
minecraft.crafted.crimson_stairs: #18, 4(0%)
minecraft.crafted.glass_bottle: #18, 84(0%)
minecraft.used.stone_hoe: #18, 6(0%)
minecraft.crafted.light_gray_stained_glass: #18, 64(0%)
minecraft.picked_up.red_tulip: #18, 2(0%)
minecraft.dropped.glow_ink_sac: #18, 1(0%)
minecraft.used.red_banner: #18, 1(0%)
minecraft.used.cyan_concrete: #18, 9(0%)
minecraft.used.crimson_slab: #18, 18(0%)
minecraft.picked_up.light_gray_wool: #18, 6(0%)
minecraft.used.ochre_froglight: #18, 2(0%)
minecraft.custom.interact_with_furnace: #19, 1112(2%)
minecraft.picked_up.dirt: #19, 24515(2%)
minecraft.used.torch: #19, 3952(2%)
minecraft.picked_up.coal: #19, 3447(2%)
minecraft.picked_up.crafting_table: #19, 132(2%)
minecraft.mined.poppy: #19, 71(2%)
minecraft.picked_up.stone_axe: #19, 2(2%)
minecraft.mined.tuff: #19, 2336(1%)
minecraft.used.stone_pickaxe: #19, 191(1%)
minecraft.used.bucket: #19, 1280(1%)
minecraft.custom.interact_with_beacon: #19, 15(1%)
minecraft.used.shears: #19, 2689(1%)
minecraft.used.water_bucket: #19, 865(1%)
minecraft.mined.moss_carpet: #19, 119(1%)
minecraft.picked_up.beacon: #19, 9(1%)
minecraft.used.chipped_anvil: #19, 3(1%)
minecraft.killed.player: #19, 17(1%)
minecraft.mined.amethyst_block: #19, 239(1%)
minecraft.mined.chipped_anvil: #19, 4(1%)
minecraft.dropped.bow: #19, 33(1%)
minecraft.used.beacon: #19, 8(1%)
minecraft.mined.gold_ore: #19, 63(1%)
minecraft.crafted.bow: #19, 48(1%)
minecraft.picked_up.chipped_anvil: #19, 4(1%)
minecraft.crafted.armor_stand: #19, 27(1%)
minecraft.killed.magma_cube: #19, 93(1%)
minecraft.mined.birch_leaves: #19, 519(1%)
minecraft.picked_up.green_shulker_box: #19, 19(1%)
minecraft.dropped.carved_pumpkin: #19, 13(0%)
minecraft.mined.green_shulker_box: #19, 19(1%)
minecraft.picked_up.smooth_stone_slab: #19, 29(1%)
minecraft.picked_up.iron_leggings: #19, 3(0%)
minecraft.mined.polished_andesite_stairs: #19, 11(1%)
minecraft.picked_up.wooden_axe: #19, 1(1%)
minecraft.mined.glow_lichen: #19, 116(0%)
minecraft.picked_up.vine: #19, 36(0%)
minecraft.picked_up.oak_button: #19, 1(1%)
minecraft.picked_up.emerald_block: #19, 131(0%)
minecraft.picked_up.snow: #19, 139(0%)
minecraft.dropped.tropical_fish: #19, 5(0%)
minecraft.picked_up.pufferfish: #19, 1(0%)
minecraft.used.oak_button: #19, 1(0%)
minecraft.used.diamond_block: #19, 7(0%)
minecraft.picked_up.blue_bed: #19, 1(0%)
minecraft.picked_up.nether_star: #19, 1(0%)
minecraft.crafted.gold_ingot: #19, 1087(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #19, 2(0%)
minecraft.crafted.spruce_pressure_plate: #19, 1(0%)
minecraft.picked_up.stripped_birch_log: #19, 10(0%)
minecraft.used.yellow_wool: #19, 15(0%)
minecraft.dropped.glow_berries: #19, 1(0%)
minecraft.dropped.leather_boots: #19, 2(0%)
minecraft.picked_up.warped_planks: #19, 11(0%)
minecraft.used.big_dripleaf: #19, 1(0%)
minecraft.mined.stripped_birch_log: #19, 10(0%)
minecraft.used.smooth_basalt: #19, 21(0%)
minecraft.crafted.wooden_sword: #19, 2(0%)
minecraft.picked_up.tnt: #19, 58(0%)
minecraft.mined.melon: #19, 5(0%)
minecraft.picked_up.name_tag: #19, 2(0%)
minecraft.picked_up.yellow_terracotta: #19, 12(0%)
minecraft.crafted.red_carpet: #19, 11(0%)
minecraft.picked_up.blaze_powder: #19, 1(0%)
minecraft.crafted.compass: #19, 14(0%)
minecraft.used.cyan_concrete_powder: #19, 19(0%)
minecraft.mined.green_terracotta: #19, 8(0%)
minecraft.picked_up.cyan_concrete: #19, 8(0%)
minecraft.crafted.baked_potato: #19, 4(0%)
minecraft.picked_up.light_gray_bed: #19, 1(0%)
minecraft.mined.cyan_concrete: #19, 8(0%)
minecraft.used.orange_wool: #19, 5(0%)
minecraft.crafted.tnt: #19, 44(0%)
minecraft.used.quartz_block: #19, 12(0%)
minecraft.picked_up.red_carpet: #19, 5(0%)
minecraft.crafted.light_blue_terracotta: #19, 7(0%)
minecraft.mined.blue_shulker_box: #19, 1(0%)
minecraft.dropped.spectral_arrow: #19, 4(0%)
minecraft.used.quartz_pillar: #19, 2(0%)
minecraft.used.dirt: #20, 13597(2%)
minecraft.used.tuff: #20, 673(1%)
minecraft.picked_up.bow: #20, 65(1%)
minecraft.dropped.stone_axe: #20, 2(2%)
minecraft.picked_up.glow_berries: #20, 80(1%)
minecraft.mined.lilac: #20, 7(1%)
minecraft.crafted.enchanting_table: #20, 1(2%)
minecraft.picked_up.iron_ingot: #20, 547(1%)
minecraft.broken.shears: #20, 4(1%)
minecraft.used.carved_pumpkin: #20, 6(1%)
minecraft.picked_up.moss_block: #20, 1070(1%)
minecraft.picked_up.diamond_block: #20, 37(1%)
minecraft.crafted.iron_helmet: #20, 2(1%)
minecraft.picked_up.amethyst_block: #20, 208(1%)
minecraft.crafted.stone_hoe: #20, 1(1%)
minecraft.picked_up.stone_shovel: #20, 1(1%)
minecraft.crafted.coal: #20, 423(1%)
minecraft.used.moss_carpet: #20, 126(1%)
minecraft.used.green_shulker_box: #20, 18(1%)
minecraft.crafted.lapis_block: #20, 60(1%)
minecraft.killed.glow_squid: #20, 10(1%)
minecraft.used.wheat_seeds: #20, 321(1%)
minecraft.used.white_shulker_box: #20, 36(1%)
minecraft.crafted.white_shulker_box: #20, 2(1%)
minecraft.picked_up.bundle: #20, 7(1%)
minecraft.picked_up.black_shulker_box: #20, 25(0%)
minecraft.crafted.spruce_boat: #20, 2(1%)
minecraft.mined.black_shulker_box: #20, 24(0%)
minecraft.picked_up.dark_oak_slab: #20, 47(0%)
minecraft.picked_up.splash_potion: #20, 4(0%)
minecraft.mined.redstone_lamp: #20, 5(1%)
minecraft.used.black_shulker_box: #20, 24(0%)
minecraft.used.stripped_crimson_stem: #20, 6(0%)
minecraft.used.iron_door: #20, 3(0%)
minecraft.mined.dark_prismarine: #20, 7(0%)
minecraft.picked_up.polished_andesite_stairs: #20, 11(0%)
minecraft.custom.target_hit: #20, 10(0%)
minecraft.used.potion: #20, 24(0%)
minecraft.picked_up.black_concrete: #20, 187(0%)
minecraft.picked_up.dispenser: #20, 11(0%)
minecraft.used.armor_stand: #20, 9(0%)
minecraft.mined.stone_brick_slab: #20, 12(0%)
minecraft.mined.mossy_cobblestone: #20, 20(0%)
minecraft.mined.black_concrete: #20, 195(0%)
minecraft.crafted.stone: #20, 36(0%)
minecraft.used.hay_block: #20, 3(0%)
minecraft.crafted.deepslate_brick_stairs: #20, 5(0%)
minecraft.picked_up.golden_sword: #20, 3(0%)
minecraft.used.sculk_sensor: #20, 1(0%)
minecraft.crafted.purple_dye: #20, 60(0%)
minecraft.used.cobbled_deepslate_stairs: #20, 9(0%)
minecraft.picked_up.packed_ice: #20, 388(0%)
minecraft.picked_up.nether_wart: #20, 65(0%)
minecraft.mined.white_terracotta: #20, 39(0%)
minecraft.mined.packed_ice: #20, 369(0%)
minecraft.crafted.light_blue_shulker_box: #20, 2(0%)
minecraft.picked_up.purple_shulker_box: #20, 2(0%)
minecraft.picked_up.crying_obsidian: #20, 8(0%)
minecraft.used.light_gray_shulker_box: #20, 3(0%)
minecraft.crafted.black_concrete_powder: #20, 160(0%)
minecraft.crafted.gold_block: #20, 39(0%)
minecraft.used.black_concrete_powder: #20, 153(0%)
minecraft.used.egg: #20, 22(0%)
minecraft.used.black_concrete: #20, 79(0%)
minecraft.picked_up.stripped_oak_log: #20, 13(0%)
minecraft.mined.stripped_oak_log: #20, 12(0%)
minecraft.mined.light_gray_shulker_box: #20, 2(0%)
minecraft.picked_up.sculk_shrieker: #20, 1(0%)
minecraft.picked_up.light_gray_shulker_box: #20, 2(0%)
minecraft.used.terracotta: #20, 18(0%)
minecraft.used.ice: #20, 19(0%)
minecraft.picked_up.birch_slab: #20, 1(0%)
minecraft.used.tnt: #20, 26(0%)
minecraft.picked_up.polished_granite_slab: #20, 1(0%)
minecraft.picked_up.beetroot_seeds: #20, 2(0%)
minecraft.used.red_carpet: #20, 7(0%)
minecraft.used.packed_ice: #20, 28(0%)
minecraft.picked_up.blue_shulker_box: #20, 1(0%)
minecraft.used.light_gray_terracotta: #20, 2(0%)
minecraft.mined.blue_terracotta: #20, 1(0%)
minecraft.used.stripped_birch_log: #20, 1(0%)
minecraft.crafted.torch: #21, 2596(1%)
minecraft.crafted.stone_pickaxe: #21, 3(2%)
minecraft.picked_up.iron_shovel: #21, 3(2%)
minecraft.custom.interact_with_stonecutter: #21, 131(1%)
minecraft.picked_up.tuff: #21, 1808(1%)
minecraft.used.writable_book: #21, 65(1%)
minecraft.picked_up.pointed_dripstone: #21, 157(1%)
minecraft.picked_up.smooth_basalt: #21, 168(1%)
minecraft.used.piston: #21, 108(1%)
minecraft.picked_up.netherite_hoe: #21, 1(1%)
minecraft.mined.oxeye_daisy: #21, 2(1%)
minecraft.used.oak_log: #21, 189(1%)
minecraft.picked_up.leather_chestplate: #21, 4(1%)
minecraft.custom.horse_one_cm: #21, 333849(0%)
minecraft.picked_up.cooked_beef: #21, 33(1%)
minecraft.custom.damage_resisted: #21, 803(0%)
minecraft.crafted.dark_oak_door: #21, 3(1%)
minecraft.mined.azalea: #21, 18(0%)
minecraft.picked_up.poisonous_potato: #21, 1(1%)
minecraft.picked_up.glow_ink_sac: #21, 48(0%)
minecraft.custom.eat_cake_slice: #21, 1(0%)
minecraft.crafted.iron_leggings: #21, 2(0%)
minecraft.picked_up.big_dripleaf: #21, 14(0%)
minecraft.used.deepslate_bricks: #21, 279(0%)
minecraft.crafted.mossy_cobblestone: #21, 96(0%)
minecraft.picked_up.stone_pressure_plate: #21, 2(0%)
minecraft.picked_up.gray_wool: #21, 32(0%)
minecraft.used.lilac: #21, 2(0%)
minecraft.used.soul_lantern: #21, 5(0%)
minecraft.picked_up.azure_bluet: #21, 11(0%)
minecraft.picked_up.polished_andesite_slab: #21, 10(0%)
minecraft.used.snow: #21, 106(0%)
minecraft.picked_up.light_blue_shulker_box: #21, 21(0%)
minecraft.picked_up.mangrove_planks: #21, 2(0%)
minecraft.mined.chiseled_stone_bricks: #21, 2(0%)
minecraft.picked_up.yellow_wool: #21, 7(0%)
minecraft.custom.animals_bred: #21, 14(0%)
minecraft.picked_up.amethyst_cluster: #21, 6(0%)
minecraft.picked_up.deepslate_tile_wall: #21, 2(0%)
minecraft.used.sea_pickle: #21, 2(0%)
minecraft.used.baked_potato: #21, 4(0%)
minecraft.picked_up.spectral_arrow: #21, 11(0%)
minecraft.used.pumpkin: #21, 11(0%)
minecraft.mined.deepslate_tile_stairs: #21, 1(0%)
minecraft.used.deepslate_tile_stairs: #21, 6(0%)
minecraft.mined.quartz_pillar: #21, 1(0%)
minecraft.killed.chicken: #21, 8(0%)
minecraft.used.rotten_flesh: #21, 1(0%)
minecraft.picked_up.black_wool: #21, 7(0%)
minecraft.used.blue_shulker_box: #21, 1(0%)
minecraft.dropped.wooden_pickaxe: #22, 1(2%)
minecraft.dropped.diamond_leggings: #22, 3(1%)
minecraft.used.iron_sword: #22, 141(1%)
minecraft.used.enchanting_table: #22, 1(1%)
minecraft.picked_up.flowering_azalea: #22, 54(1%)
minecraft.crafted.iron_boots: #22, 2(1%)
minecraft.picked_up.chainmail_boots: #22, 1(1%)
minecraft.crafted.wooden_axe: #22, 1(1%)
minecraft.mined.flowering_azalea: #22, 13(1%)
minecraft.picked_up.wheat_seeds: #22, 1209(0%)
minecraft.picked_up.carved_pumpkin: #22, 85(0%)
minecraft.used.damaged_anvil: #22, 1(1%)
minecraft.crafted.smooth_stone: #22, 65(0%)
minecraft.used.flint_and_steel: #22, 69(0%)
minecraft.crafted.iron_chestplate: #22, 2(0%)
minecraft.picked_up.redstone_lamp: #22, 6(0%)
minecraft.picked_up.stone_bricks: #22, 161(0%)
minecraft.picked_up.dark_oak_stairs: #22, 14(0%)
minecraft.mined.pumpkin: #22, 30(0%)
minecraft.mined.quartz_bricks: #22, 2(0%)
minecraft.picked_up.cut_copper_stairs: #22, 2(0%)
minecraft.used.birch_sign: #22, 11(0%)
minecraft.mined.diamond_ore: #22, 1(0%)
minecraft.mined.light_blue_shulker_box: #22, 21(0%)
minecraft.used.light_blue_shulker_box: #22, 20(0%)
minecraft.used.amethyst_cluster: #22, 4(0%)
minecraft.mined.pointed_dripstone: #22, 4(0%)
minecraft.picked_up.white_terracotta: #22, 39(0%)
minecraft.picked_up.stone_brick_slab: #22, 10(0%)
minecraft.picked_up.deepslate_brick_stairs: #22, 5(0%)
minecraft.used.stone_pressure_plate: #22, 1(0%)
minecraft.picked_up.slime_ball: #22, 23(0%)
minecraft.killed.slime: #22, 15(0%)
minecraft.mined.deepslate_brick_stairs: #22, 2(0%)
minecraft.picked_up.ice: #22, 60(0%)
minecraft.used.deepslate_brick_stairs: #22, 6(0%)
minecraft.mined.ice: #22, 74(0%)
minecraft.used.crimson_planks: #22, 3(0%)
minecraft.picked_up.deepslate_tile_stairs: #22, 1(0%)
minecraft.picked_up.lime_wool: #22, 1(0%)
minecraft.picked_up.polished_diorite: #22, 1(0%)
minecraft.picked_up.melon_slice: #22, 3(0%)
minecraft.crafted.smooth_quartz: #22, 3(0%)
minecraft.used.grass_block: #23, 1940(0%)
minecraft.mined.wheat: #23, 114(0%)
minecraft.picked_up.damaged_anvil: #23, 1(0%)
minecraft.picked_up.azalea: #23, 51(0%)
minecraft.picked_up.potato: #23, 92(0%)
minecraft.crafted.green_shulker_box: #23, 1(0%)
minecraft.picked_up.quartz_bricks: #23, 2(0%)
minecraft.picked_up.mossy_cobblestone: #23, 11(0%)
minecraft.mined.potatoes: #23, 5(0%)
minecraft.used.azalea: #23, 3(0%)
minecraft.used.gold_block: #23, 4(0%)
minecraft.picked_up.feather: #23, 13(0%)
minecraft.used.polished_andesite_slab: #23, 10(0%)
minecraft.picked_up.green_terracotta: #23, 6(0%)
minecraft.picked_up.chicken: #23, 11(0%)
minecraft.used.polished_andesite_stairs: #23, 3(0%)
minecraft.picked_up.chiseled_stone_bricks: #23, 2(0%)
minecraft.picked_up.copper_ingot: #23, 9(0%)
minecraft.used.polished_basalt: #23, 1(0%)
minecraft.used.pointed_dripstone: #23, 1(0%)
minecraft.dropped.shield: #24, 1(1%)
minecraft.mined.damaged_anvil: #24, 1(0%)
minecraft.picked_up.wheat: #24, 119(0%)
minecraft.mined.big_dripleaf: #24, 1(0%)
minecraft.crafted.stone_sword: #24, 1(0%)
minecraft.crafted.writable_book: #24, 2(0%)
minecraft.used.potato: #24, 5(0%)
minecraft.crafted.leather_boots: #24, 1(0%)
minecraft.crafted.moss_carpet: #24, 6(0%)
minecraft.picked_up.lilac: #24, 5(0%)
minecraft.picked_up.sunflower: #24, 8(0%)
minecraft.mined.emerald_block: #24, 5(0%)
minecraft.mined.prismarine_bricks: #24, 2(0%)
minecraft.picked_up.sculk_sensor: #24, 1(0%)
minecraft.used.bone_block: #24, 7(0%)
minecraft.crafted.pink_dye: #24, 2(0%)
minecraft.mined.rose_bush: #25, 2(0%)
minecraft.dropped.leather_helmet: #25, 1(0%)
minecraft.crafted.birch_sign: #25, 6(0%)
minecraft.picked_up.ghast_tear: #25, 1(0%)
minecraft.used.rose_bush: #25, 1(0%)
minecraft.used.written_book: #25, 13(0%)
minecraft.mined.carved_pumpkin: #25, 3(0%)
minecraft.picked_up.pumpkin_seeds: #25, 9(0%)
minecraft.mined.quartz_block: #25, 1(0%)
minecraft.crafted.wooden_pickaxe: #26, 1(2%)
minecraft.killed_by.creeper: #26, 1(1%)
minecraft.picked_up.shield: #26, 2(1%)
minecraft.picked_up.rose_bush: #26, 58(0%)
minecraft.picked_up.prismarine_bricks: #26, 1(0%)
minecraft.picked_up.oxeye_daisy: #26, 1(0%)
minecraft.used.iron_axe: #27, 55(0%)
minecraft.picked_up.iron_helmet: #28, 1(1%)
minecraft.mined.furnace: #28, 11(0%)
minecraft.picked_up.saddle: #29, 1(0%)
minecraft.picked_up.furnace: #30, 12(0%)
minecraft.crafted.iron_axe: #30, 1(0%)
minecraft.crafted.air: #33, 0(0%)
minecraft.custom.time_since_rest: #51, 7741(0%)
minecraft.custom.time_since_death: #59, 7679(0%)
