stat, rank, value, (percentage) 
minecraft.used.stripped_birch_log: #11, 14(0%)
minecraft.crafted.yellow_bed: #11, 1(0%)
minecraft.mined.sculk_vein: #11, 45(0%)
minecraft.crafted.pumpkin_seeds: #11, 4(0%)
minecraft.picked_up.bamboo_planks: #11, 1(0%)
minecraft.dropped.deepslate_tile_stairs: #11, 1(0%)
minecraft.dropped.polished_deepslate: #11, 4(0%)
minecraft.used.jungle_fence_gate: #11, 1(0%)
minecraft.used.warped_fungus: #11, 11(0%)
minecraft.used.brain_coral_block: #11, 4(0%)
minecraft.mined.acacia_sapling: #11, 1(0%)
minecraft.picked_up.brain_coral_block: #11, 6(0%)
minecraft.picked_up.blue_orchid: #11, 8(0%)
minecraft.picked_up.mycelium: #11, 32(0%)
minecraft.mined.brain_coral_block: #11, 6(0%)
minecraft.used.acacia_sapling: #11, 14(0%)
minecraft.picked_up.blue_dye: #11, 2(0%)
minecraft.dropped.dark_oak_button: #11, 1(0%)
minecraft.used.weeping_vines: #11, 1(0%)
minecraft.used.brick_wall: #11, 1(0%)
minecraft.picked_up.calcite: #12, 1691(3%)
minecraft.mined.cracked_deepslate_bricks: #11, 1(0%)
minecraft.dropped.paper: #11, 20(0%)
minecraft.mined.calcite: #12, 1625(3%)
minecraft.picked_up.spruce_slab: #12, 417(3%)
minecraft.picked_up.iron_pickaxe: #12, 5(3%)
minecraft.crafted.iron_sword: #12, 6(3%)
minecraft.dropped.spruce_sign: #12, 9(3%)
minecraft.picked_up.dark_oak_stairs: #12, 99(2%)
minecraft.custom.traded_with_villager: #12, 15986(3%)
minecraft.crafted.bow: #12, 114(2%)
minecraft.dropped.netherite_boots: #12, 2(3%)
minecraft.mined.dark_oak_trapdoor: #12, 45(2%)
minecraft.used.brown_mushroom_block: #12, 160(3%)
minecraft.mined.big_dripleaf: #12, 8(2%)
minecraft.dropped.water_bucket: #12, 8(2%)
minecraft.used.warped_trapdoor: #12, 101(3%)
minecraft.used.armor_stand: #12, 55(2%)
minecraft.used.fishing_rod: #12, 73(2%)
minecraft.picked_up.stone_brick_stairs: #12, 69(2%)
minecraft.picked_up.deepslate_tile_slab: #12, 81(2%)
minecraft.dropped.spruce_slab: #12, 47(2%)
minecraft.used.azalea_leaves: #12, 664(2%)
minecraft.crafted.leather_helmet: #12, 3(3%)
minecraft.dropped.flint_and_steel: #12, 3(2%)
minecraft.mined.carrots: #12, 205(1%)
minecraft.crafted.crimson_trapdoor: #12, 74(2%)
minecraft.used.carrot: #12, 410(1%)
minecraft.mined.sea_pickle: #12, 20(2%)
minecraft.dropped.spruce_trapdoor: #12, 20(2%)
minecraft.crafted.armor_stand: #12, 44(1%)
minecraft.crafted.mossy_cobblestone: #12, 505(2%)
minecraft.used.flowering_azalea_leaves: #12, 198(1%)
minecraft.mined.fern: #12, 176(1%)
minecraft.dropped.netherite_helmet: #12, 1(2%)
minecraft.picked_up.trident: #12, 4(2%)
minecraft.dropped.scaffolding: #12, 194(2%)
minecraft.used.light_gray_shulker_box: #12, 45(1%)
minecraft.used.glass_pane: #12, 86(2%)
minecraft.crafted.purple_shulker_box: #12, 2(2%)
minecraft.picked_up.leather_chestplate: #12, 8(1%)
minecraft.mined.yellow_terracotta: #12, 193(1%)
minecraft.picked_up.jukebox: #12, 7(1%)
minecraft.used.dark_oak_trapdoor: #12, 188(1%)
minecraft.crafted.mossy_cobblestone_slab: #12, 30(2%)
minecraft.dropped.podzol: #12, 7(2%)
minecraft.dropped.phantom_membrane: #12, 4(1%)
minecraft.mined.bookshelf: #12, 203(1%)
minecraft.picked_up.dark_oak_button: #12, 11(1%)
minecraft.picked_up.cobblestone_wall: #12, 30(1%)
minecraft.picked_up.stone_stairs: #12, 53(1%)
minecraft.picked_up.light_blue_shulker_box: #12, 119(1%)
minecraft.crafted.wheat: #12, 954(1%)
minecraft.mined.light_blue_shulker_box: #12, 108(1%)
minecraft.crafted.crimson_slab: #12, 324(1%)
minecraft.dropped.mud: #12, 13(1%)
minecraft.used.white_stained_glass_pane: #12, 75(1%)
minecraft.used.brush: #12, 40(2%)
minecraft.used.light_blue_shulker_box: #12, 107(1%)
minecraft.picked_up.netherite_sword: #12, 3(1%)
minecraft.used.gold_block: #12, 58(1%)
minecraft.used.leather_boots: #12, 1(1%)
minecraft.picked_up.stone_brick_slab: #12, 66(1%)
minecraft.picked_up.netherite_shovel: #12, 3(1%)
minecraft.crafted.deepslate_brick_slab: #12, 32(1%)
minecraft.dropped.book: #12, 5(1%)
minecraft.used.dark_oak_boat: #12, 4(1%)
minecraft.picked_up.cooked_porkchop: #12, 360(0%)
minecraft.picked_up.enchanted_book: #12, 9(1%)
minecraft.crafted.bricks: #12, 164(1%)
minecraft.crafted.cobbled_deepslate_stairs: #12, 16(1%)
minecraft.mined.brain_coral: #12, 3(1%)
minecraft.dropped.purpur_slab: #12, 1(1%)
minecraft.dropped.spruce_fence: #12, 4(1%)
minecraft.dropped.cooked_chicken: #12, 3(1%)
minecraft.used.bricks: #12, 74(1%)
minecraft.used.white_stained_glass: #12, 209(0%)
minecraft.dropped.chainmail_boots: #12, 1(1%)
minecraft.used.cyan_wool: #12, 53(0%)
minecraft.picked_up.spectral_arrow: #12, 89(0%)
minecraft.mined.horn_coral: #12, 2(1%)
minecraft.mined.cobbled_deepslate_wall: #12, 2(1%)
minecraft.picked_up.twisting_vines: #12, 12(0%)
minecraft.mined.piston_head: #12, 2(0%)
minecraft.crafted.orange_terracotta: #12, 36(1%)
minecraft.picked_up.allium: #12, 12(0%)
minecraft.mined.orange_tulip: #12, 1(1%)
minecraft.used.acacia_slab: #12, 6(0%)
minecraft.used.mangrove_roots: #12, 25(0%)
minecraft.picked_up.dark_prismarine_slab: #12, 13(0%)
minecraft.crafted.black_wool: #12, 64(0%)
minecraft.picked_up.yellow_stained_glass_pane: #12, 4(0%)
minecraft.used.horn_coral_fan: #12, 1(0%)
minecraft.picked_up.sculk_shrieker: #12, 4(0%)
minecraft.picked_up.brick_stairs: #12, 2(0%)
minecraft.used.goat_horn: #12, 1(0%)
minecraft.mined.brick_slab: #12, 4(0%)
minecraft.dropped.beetroot_seeds: #12, 3(0%)
minecraft.picked_up.cyan_stained_glass_pane: #12, 1(0%)
minecraft.mined.orange_bed: #12, 1(0%)
minecraft.picked_up.green_stained_glass: #12, 5(0%)
minecraft.used.cyan_stained_glass: #12, 20(0%)
minecraft.dropped.smooth_sandstone: #12, 3(0%)
minecraft.mined.cyan_stained_glass: #12, 1(0%)
minecraft.custom.leave_game: #14, 1026(3%)
minecraft.dropped.smooth_quartz_slab: #12, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #12, 4(0%)
minecraft.used.pink_concrete: #12, 2(0%)
minecraft.mined.sculk_catalyst: #12, 3(0%)
minecraft.used.polished_blackstone_brick_stairs: #12, 4(0%)
minecraft.used.sculk_catalyst: #12, 2(0%)
minecraft.crafted.emerald: #13, 17260(3%)
minecraft.custom.interact_with_stonecutter: #13, 281(3%)
minecraft.crafted.dark_oak_planks: #13, 7908(2%)
minecraft.picked_up.sandstone: #13, 7599(3%)
minecraft.picked_up.bone_block: #13, 480(2%)
minecraft.crafted.stone_axe: #13, 4(2%)
minecraft.mined.spruce_fence: #13, 77(2%)
minecraft.picked_up.filled_map: #13, 1459(1%)
minecraft.picked_up.soul_lantern: #13, 25(2%)
minecraft.used.iron_helmet: #13, 2(2%)
minecraft.crafted.diamond_boots: #13, 3(2%)
minecraft.used.stone_brick_slab: #13, 416(2%)
minecraft.killed_by.zombie: #13, 2(2%)
minecraft.picked_up.deepslate_bricks: #13, 342(2%)
minecraft.used.diamond_leggings: #13, 4(2%)
minecraft.mined.potatoes: #13, 112(2%)
minecraft.killed_by.skeleton: #13, 2(2%)
minecraft.mined.azure_bluet: #13, 13(2%)
minecraft.picked_up.soul_sand: #13, 885(2%)
minecraft.mined.large_fern: #13, 66(2%)
minecraft.crafted.composter: #13, 84(2%)
minecraft.mined.spore_blossom: #13, 7(2%)
minecraft.picked_up.golden_leggings: #13, 5(1%)
minecraft.picked_up.rooted_dirt: #13, 250(2%)
minecraft.used.bamboo: #13, 139(1%)
minecraft.mined.crimson_trapdoor: #13, 8(2%)
minecraft.used.spore_blossom: #13, 6(2%)
minecraft.picked_up.quartz_slab: #13, 54(2%)
minecraft.dropped.iron_sword: #13, 3(2%)
minecraft.picked_up.stone_bricks: #13, 544(1%)
minecraft.picked_up.snow_block: #13, 992(1%)
minecraft.dropped.oak_boat: #13, 2(2%)
minecraft.used.diamond_helmet: #13, 2(2%)
minecraft.mined.rooted_dirt: #13, 191(1%)
minecraft.crafted.dark_oak_door: #13, 6(1%)
minecraft.picked_up.lilac: #13, 127(1%)
minecraft.custom.swim_one_cm: #14, 3967612(3%)
minecraft.picked_up.chest_minecart: #13, 1(2%)
minecraft.mined.jukebox: #13, 6(1%)
minecraft.dropped.oak_slab: #13, 5(1%)
minecraft.crafted.red_stained_glass: #13, 256(1%)
minecraft.crafted.smooth_stone_slab: #13, 126(1%)
minecraft.used.netherite_boots: #13, 5(1%)
minecraft.picked_up.bricks: #13, 104(1%)
minecraft.dropped.bone_meal: #13, 219(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #13, 15(1%)
minecraft.used.jukebox: #13, 7(1%)
minecraft.dropped.birch_leaves: #13, 32(1%)
minecraft.picked_up.iron_trapdoor: #13, 16(1%)
minecraft.picked_up.leather_boots: #13, 11(1%)
minecraft.mined.warped_trapdoor: #13, 9(1%)
minecraft.mined.white_terracotta: #13, 182(1%)
minecraft.used.mossy_cobblestone_slab: #13, 27(1%)
minecraft.used.deepslate_brick_stairs: #13, 124(1%)
minecraft.used.sculk: #13, 240(1%)
minecraft.mined.brick_stairs: #13, 2(1%)
minecraft.picked_up.light_blue_wool: #13, 55(1%)
minecraft.crafted.cobblestone_wall: #13, 43(1%)
minecraft.used.music_disc_cat: #13, 2(1%)
minecraft.crafted.deepslate_brick_wall: #13, 6(1%)
minecraft.used.cake: #13, 1(1%)
minecraft.crafted.light_gray_wool: #13, 46(1%)
minecraft.picked_up.axolotl_bucket: #13, 1(1%)
minecraft.picked_up.deepslate_brick_slab: #13, 27(1%)
minecraft.killed.cod: #13, 7(1%)
minecraft.dropped.purpur_stairs: #13, 1(1%)
minecraft.picked_up.light_gray_terracotta: #13, 80(0%)
minecraft.picked_up.cobblestone_slab: #13, 60(0%)
minecraft.crafted.warped_stairs: #13, 40(1%)
minecraft.mined.cobbled_deepslate_slab: #13, 36(0%)
minecraft.mined.nether_wart: #13, 43(0%)
minecraft.mined.soul_fire: #13, 5(1%)
minecraft.picked_up.horn_coral: #13, 2(1%)
minecraft.used.blue_concrete_powder: #13, 14(1%)
minecraft.dropped.wooden_shovel: #13, 1(1%)
minecraft.dropped.enchanted_book: #13, 6(0%)
minecraft.used.warped_stairs: #13, 33(0%)
minecraft.killed.vex: #13, 2(1%)
minecraft.crafted.spruce_planks: #14, 18831(3%)
minecraft.mined.stripped_spruce_wood: #13, 12(0%)
minecraft.used.pink_dye: #13, 1(1%)
minecraft.used.polished_granite: #13, 51(0%)
minecraft.used.brown_mushroom: #13, 23(0%)
minecraft.dropped.red_carpet: #13, 2(1%)
minecraft.picked_up.fire_coral: #13, 2(0%)
minecraft.crafted.netherite_scrap: #13, 16(0%)
minecraft.dropped.suspicious_stew: #13, 2(0%)
minecraft.mined.light_gray_wool: #13, 7(0%)
minecraft.mined.stripped_birch_log: #13, 25(0%)
minecraft.dropped.name_tag: #13, 2(0%)
minecraft.crafted.iron_hoe: #13, 1(0%)
minecraft.crafted.compass: #13, 51(0%)
minecraft.picked_up.sculk_catalyst: #13, 3(0%)
minecraft.mined.tube_coral_block: #13, 6(0%)
minecraft.dropped.emerald: #13, 193(0%)
minecraft.picked_up.blue_wool: #13, 12(0%)
minecraft.used.oxidized_cut_copper_slab: #13, 26(0%)
minecraft.mined.brain_coral_fan: #13, 1(0%)
minecraft.mined.fire_coral_fan: #13, 1(0%)
minecraft.crafted.purple_terracotta: #13, 24(0%)
minecraft.picked_up.tube_coral_block: #13, 6(0%)
minecraft.used.purpur_pillar: #13, 1(0%)
minecraft.crafted.golden_apple: #13, 6(0%)
minecraft.picked_up.cobbled_deepslate_wall: #13, 2(0%)
minecraft.mined.bubble_coral_fan: #13, 1(0%)
minecraft.used.purple_wool: #13, 8(0%)
minecraft.crafted.gold_nugget: #13, 108(0%)
minecraft.used.dead_bush: #13, 1(0%)
minecraft.picked_up.light_gray_carpet: #13, 10(0%)
minecraft.dropped.pumpkin: #13, 10(0%)
minecraft.crafted.filled_map: #13, 14(0%)
minecraft.picked_up.cracked_deepslate_bricks: #13, 1(0%)
minecraft.used.iron_hoe: #13, 16(0%)
minecraft.picked_up.dark_oak_planks: #14, 516(3%)
minecraft.killed_by.vex: #14, 7(3%)
minecraft.mined.crafting_table: #14, 155(2%)
minecraft.used.iron_axe: #14, 778(2%)
minecraft.dropped.diamond_shovel: #14, 4(2%)
minecraft.picked_up.glow_berries: #14, 134(2%)
minecraft.crafted.stone_pickaxe: #14, 4(2%)
minecraft.broken.shears: #14, 9(2%)
minecraft.used.dandelion: #14, 10(2%)
minecraft.custom.talked_to_villager: #14, 1467(2%)
minecraft.used.diamond_hoe: #14, 9826(2%)
minecraft.picked_up.crimson_planks: #14, 96(2%)
minecraft.picked_up.spruce_fence: #14, 112(2%)
minecraft.mined.oak_leaves: #14, 2111(1%)
minecraft.used.spruce_fence: #14, 359(2%)
minecraft.picked_up.kelp: #14, 1983(2%)
minecraft.used.crimson_trapdoor: #14, 68(2%)
minecraft.used.potato: #14, 126(2%)
minecraft.used.white_wool: #14, 496(1%)
minecraft.crafted.warped_trapdoor: #14, 92(2%)
minecraft.mined.grindstone: #14, 8(2%)
minecraft.custom.interact_with_cartography_table: #14, 14(2%)
minecraft.picked_up.mossy_cobblestone: #14, 143(1%)
minecraft.used.campfire: #14, 48(1%)
minecraft.picked_up.lantern: #14, 86(1%)
minecraft.used.lectern: #14, 131(1%)
minecraft.picked_up.redstone_torch: #14, 102(1%)
minecraft.picked_up.golden_boots: #14, 7(1%)
minecraft.picked_up.chainmail_boots: #14, 2(1%)
minecraft.mined.tripwire: #14, 27(1%)
minecraft.crafted.diamond_leggings: #14, 3(1%)
minecraft.picked_up.spore_blossom: #14, 7(1%)
minecraft.crafted.moss_carpet: #14, 111(1%)
minecraft.picked_up.crimson_trapdoor: #14, 8(1%)
minecraft.picked_up.grindstone: #14, 11(1%)
minecraft.crafted.dark_oak_trapdoor: #14, 176(1%)
minecraft.crafted.bone_meal: #14, 27394(1%)
minecraft.picked_up.yellow_terracotta: #14, 171(1%)
minecraft.used.cobblestone_slab: #14, 151(1%)
minecraft.crafted.fishing_rod: #14, 2(1%)
minecraft.crafted.golden_carrot: #14, 699(1%)
minecraft.picked_up.iron_chestplate: #14, 5(1%)
minecraft.used.azalea: #14, 40(1%)
minecraft.dropped.lever: #14, 4(1%)
minecraft.dropped.diamond_block: #14, 19(1%)
minecraft.mined.dragon_wall_head: #14, 1(1%)
minecraft.picked_up.cyan_terracotta: #14, 128(1%)
minecraft.crafted.fermented_spider_eye: #14, 15(1%)
minecraft.crafted.chest_minecart: #14, 1(1%)
minecraft.crafted.white_stained_glass_pane: #14, 80(1%)
minecraft.used.green_concrete_powder: #14, 309(1%)
minecraft.used.dark_prismarine_slab: #14, 45(1%)
minecraft.used.deepslate_brick_slab: #14, 146(1%)
minecraft.picked_up.netherite_helmet: #14, 2(1%)
minecraft.used.stripped_dark_oak_log: #14, 29(1%)
minecraft.crafted.gray_carpet: #14, 144(0%)
minecraft.used.chest_minecart: #14, 1(1%)
minecraft.used.stripped_spruce_log: #14, 51(1%)
minecraft.picked_up.white_terracotta: #14, 165(0%)
minecraft.mined.oxidized_cut_copper_stairs: #14, 6(1%)
minecraft.used.warped_planks: #14, 145(1%)
minecraft.used.nether_wart: #14, 53(0%)
minecraft.picked_up.netherite_leggings: #14, 2(0%)
minecraft.dropped.snow: #14, 50(0%)
minecraft.picked_up.pearlescent_froglight: #14, 10(0%)
minecraft.used.axolotl_bucket: #14, 3(1%)
minecraft.used.amethyst_block: #14, 67(0%)
minecraft.picked_up.nether_wart: #14, 153(0%)
minecraft.used.written_book: #14, 99(0%)
minecraft.picked_up.acacia_sapling: #14, 34(0%)
minecraft.mined.cobblestone_slab: #14, 26(0%)
minecraft.used.bone_block: #14, 159(0%)
minecraft.picked_up.acacia_sign: #14, 2(0%)
minecraft.used.gray_carpet: #14, 151(0%)
minecraft.picked_up.cooked_chicken: #14, 15(0%)
minecraft.dropped.iron_chestplate: #14, 2(0%)
minecraft.dropped.end_stone_bricks: #14, 2(0%)
minecraft.mined.fire_coral: #14, 2(0%)
minecraft.used.beehive: #14, 10(0%)
minecraft.picked_up.sculk_sensor: #14, 13(0%)
minecraft.crafted.light_blue_terracotta: #14, 66(0%)
minecraft.mined.orange_stained_glass: #14, 5(0%)
minecraft.picked_up.yellow_stained_glass: #14, 16(0%)
minecraft.picked_up.stripped_spruce_wood: #14, 8(0%)
minecraft.used.fern: #14, 6(0%)
minecraft.used.orange_terracotta: #14, 24(0%)
minecraft.dropped.light_gray_stained_glass_pane: #14, 1(0%)
minecraft.mined.mud_brick_stairs: #14, 2(0%)
minecraft.crafted.dark_oak_button: #14, 7(0%)
minecraft.picked_up.soul_torch: #14, 4(0%)
minecraft.mined.light_gray_terracotta: #14, 23(0%)
minecraft.picked_up.brick_slab: #14, 4(0%)
minecraft.used.birch_wood: #14, 6(0%)
minecraft.used.orange_bed: #14, 1(0%)
minecraft.picked_up.orange_bed: #14, 1(0%)
minecraft.picked_up.white_stained_glass_pane: #14, 3(0%)
minecraft.picked_up.tube_coral: #14, 1(0%)
minecraft.crafted.light_blue_stained_glass: #14, 16(0%)
minecraft.picked_up.deepslate_brick_wall: #14, 3(0%)
minecraft.used.end_stone_bricks: #14, 4(0%)
minecraft.mined.oxidized_cut_copper_slab: #14, 2(0%)
minecraft.crafted.blue_stained_glass: #14, 8(0%)
minecraft.used.red_carpet: #14, 20(0%)
minecraft.mined.sandstone_wall: #14, 1(0%)
minecraft.mined.sculk_sensor: #14, 5(0%)
minecraft.used.chiseled_deepslate: #14, 2(0%)
minecraft.mined.light_gray_bed: #14, 1(0%)
minecraft.picked_up.lime_dye: #14, 2(0%)
minecraft.killed.vindicator: #14, 3(0%)
minecraft.dropped.elytra: #15, 10(3%)
minecraft.picked_up.crafting_table: #15, 172(2%)
minecraft.custom.minecart_one_cm: #15, 1918817(2%)
minecraft.mined.sandstone: #15, 7580(3%)
minecraft.picked_up.spruce_trapdoor: #15, 183(2%)
minecraft.picked_up.diamond_sword: #15, 23(2%)
minecraft.custom.interact_with_smithing_table: #15, 31(2%)
minecraft.crafted.spruce_door: #15, 15(2%)
minecraft.picked_up.oak_slab: #15, 63(2%)
minecraft.mined.sweet_berry_bush: #15, 10(2%)
minecraft.crafted.shield: #15, 7(3%)
minecraft.used.spruce_door: #15, 13(2%)
minecraft.picked_up.bone: #15, 1432(2%)
minecraft.mined.oak_slab: #15, 37(2%)
minecraft.picked_up.potato: #15, 509(2%)
minecraft.used.enchanting_table: #15, 2(2%)
minecraft.picked_up.stone_pickaxe: #15, 3(2%)
minecraft.picked_up.brown_mushroom: #15, 172(2%)
minecraft.crafted.wooden_pickaxe: #15, 1(2%)
minecraft.mined.lantern: #15, 16(1%)
minecraft.used.lantern: #15, 103(1%)
minecraft.mined.dark_oak_door: #15, 2(2%)
minecraft.used.elytra: #15, 13(1%)
minecraft.used.deepslate_tiles: #15, 904(1%)
minecraft.crafted.campfire: #15, 44(1%)
minecraft.mined.repeater: #15, 62(1%)
minecraft.picked_up.oak_boat: #15, 14(1%)
minecraft.crafted.enchanting_table: #15, 1(2%)
minecraft.dropped.ender_chest: #15, 4(1%)
minecraft.used.grindstone: #15, 15(1%)
minecraft.mined.brewing_stand: #15, 5(1%)
minecraft.picked_up.armor_stand: #15, 22(1%)
minecraft.used.polished_andesite: #15, 440(1%)
minecraft.mined.player_wall_head: #15, 7(1%)
minecraft.crafted.iron_boots: #15, 3(1%)
minecraft.mined.brown_mushroom: #15, 47(1%)
minecraft.picked_up.music_disc_cat: #15, 5(1%)
minecraft.used.iron_boots: #15, 1(1%)
minecraft.picked_up.golden_chestplate: #15, 4(1%)
minecraft.picked_up.andesite_stairs: #15, 10(1%)
minecraft.mined.piston: #15, 72(1%)
minecraft.used.smooth_stone_slab: #15, 230(1%)
minecraft.mined.dark_oak_sign: #15, 1(1%)
minecraft.mined.rail: #15, 356(1%)
minecraft.dropped.crafting_table: #15, 7(1%)
minecraft.crafted.acacia_planks: #15, 552(1%)
minecraft.mined.birch_trapdoor: #15, 6(1%)
minecraft.picked_up.gold_block: #15, 91(1%)
minecraft.picked_up.netherite_hoe: #15, 1(1%)
minecraft.mined.smooth_stone: #15, 46(1%)
minecraft.dropped.red_mushroom: #15, 8(1%)
minecraft.mined.warped_fungus: #15, 11(1%)
minecraft.mined.comparator: #15, 14(1%)
minecraft.picked_up.cobbled_deepslate_slab: #15, 67(1%)
minecraft.mined.hay_block: #15, 21(1%)
minecraft.picked_up.dark_oak_boat: #15, 4(1%)
minecraft.dropped.flint: #15, 49(0%)
minecraft.dropped.stone_shovel: #15, 1(1%)
minecraft.crafted.polished_andesite_slab: #15, 42(1%)
minecraft.picked_up.acacia_log: #15, 176(0%)
minecraft.picked_up.birch_trapdoor: #15, 6(1%)
minecraft.custom.fill_cauldron: #15, 5(1%)
minecraft.picked_up.smithing_table: #15, 4(0%)
minecraft.crafted.stone_brick_slab: #15, 126(0%)
minecraft.mined.lectern: #15, 34(0%)
minecraft.crafted.light_gray_shulker_box: #15, 1(0%)
minecraft.dropped.glass: #15, 91(0%)
minecraft.crafted.stone_shovel: #15, 3(0%)
minecraft.picked_up.dead_bush: #15, 19(1%)
minecraft.mined.white_stained_glass_pane: #15, 3(0%)
minecraft.mined.deepslate_brick_stairs: #15, 13(0%)
minecraft.used.polished_deepslate_wall: #15, 66(0%)
minecraft.mined.quartz_bricks: #15, 2(0%)
minecraft.dropped.stone_sword: #15, 3(0%)
minecraft.picked_up.stripped_birch_log: #15, 24(0%)
minecraft.mined.mud_brick_slab: #15, 4(0%)
minecraft.mined.tinted_glass: #15, 12(0%)
minecraft.used.deepslate_tile_wall: #15, 37(0%)
minecraft.mined.deepslate_brick_slab: #15, 9(0%)
minecraft.picked_up.warped_roots: #15, 89(0%)
minecraft.picked_up.purpur_stairs: #15, 5(0%)
minecraft.picked_up.black_wool: #15, 63(0%)
minecraft.used.cobbled_deepslate_wall: #15, 13(0%)
minecraft.dropped.beef: #15, 4(0%)
minecraft.crafted.gray_terracotta: #15, 72(0%)
minecraft.crafted.white_terracotta: #15, 36(0%)
minecraft.dropped.cooked_porkchop: #15, 102(0%)
minecraft.picked_up.melon_slice: #15, 44(0%)
minecraft.dropped.purpur_block: #15, 2(0%)
minecraft.picked_up.bubble_coral: #15, 1(0%)
minecraft.picked_up.mud_brick_stairs: #15, 2(0%)
minecraft.used.dark_oak_fence_gate: #15, 5(0%)
minecraft.mined.bubble_coral: #15, 1(0%)
minecraft.mined.red_carpet: #15, 5(0%)
minecraft.crafted.target: #15, 5(0%)
minecraft.dropped.amethyst_block: #15, 3(0%)
minecraft.crafted.map: #15, 36(0%)
minecraft.used.mud: #15, 80(0%)
minecraft.mined.chorus_plant: #15, 1(0%)
minecraft.mined.tube_coral: #15, 1(0%)
minecraft.picked_up.horn_coral_fan: #15, 3(0%)
minecraft.used.light_gray_wool: #15, 44(0%)
minecraft.picked_up.chorus_flower: #15, 2(0%)
minecraft.picked_up.polished_granite: #15, 7(0%)
minecraft.picked_up.red_tulip: #15, 3(0%)
minecraft.picked_up.fire_coral_fan: #15, 3(0%)
minecraft.picked_up.red_stained_glass_pane: #15, 1(0%)
minecraft.picked_up.nether_brick: #15, 12(0%)
minecraft.dropped.iron_axe: #15, 1(0%)
minecraft.mined.andesite_wall: #15, 1(0%)
minecraft.picked_up.cyan_stained_glass: #15, 1(0%)
minecraft.picked_up.andesite_wall: #15, 1(0%)
minecraft.used.pointed_dripstone: #15, 27(0%)
minecraft.picked_up.pink_concrete: #15, 2(0%)
minecraft.picked_up.orange_tulip: #15, 1(0%)
minecraft.crafted.andesite_wall: #15, 2(0%)
minecraft.used.end_stone: #15, 15(0%)
minecraft.mined.pink_concrete: #15, 2(0%)
minecraft.mined.wall_torch: #16, 258(2%)
minecraft.picked_up.diamond_pickaxe: #16, 38(2%)
minecraft.mined.barrel: #16, 64(2%)
minecraft.crafted.ladder: #16, 228(2%)
minecraft.crafted.iron_axe: #16, 6(2%)
minecraft.custom.interact_with_grindstone: #16, 28(2%)
minecraft.mined.dark_oak_log: #16, 3257(2%)
minecraft.picked_up.diamond_shovel: #16, 15(1%)
minecraft.picked_up.furnace: #16, 47(1%)
minecraft.dropped.diamond_helmet: #16, 2(2%)
minecraft.picked_up.diamond_block: #16, 63(1%)
minecraft.used.glass: #16, 1152(1%)
minecraft.used.tripwire_hook: #16, 10(2%)
minecraft.dropped.stone_axe: #16, 2(2%)
minecraft.mined.chain: #16, 30(1%)
minecraft.picked_up.white_shulker_box: #16, 80(1%)
minecraft.used.white_shulker_box: #16, 81(1%)
minecraft.mined.white_shulker_box: #16, 78(1%)
minecraft.picked_up.polished_deepslate: #16, 184(1%)
minecraft.crafted.lantern: #16, 145(1%)
minecraft.picked_up.dragon_head: #16, 3(2%)
minecraft.used.gold_ore: #16, 15(2%)
minecraft.picked_up.repeater: #16, 98(1%)
minecraft.mined.flower_pot: #16, 3(1%)
minecraft.used.moss_carpet: #16, 217(1%)
minecraft.custom.horse_one_cm: #16, 644934(1%)
minecraft.picked_up.smooth_stone: #16, 166(1%)
minecraft.crafted.birch_sign: #16, 39(1%)
minecraft.picked_up.flint: #16, 188(1%)
minecraft.picked_up.bookshelf: #16, 29(1%)
minecraft.picked_up.dark_oak_trapdoor: #16, 45(1%)
minecraft.used.oak_boat: #16, 11(1%)
minecraft.mined.sugar_cane: #16, 721(1%)
minecraft.dropped.oak_sapling: #16, 29(1%)
minecraft.picked_up.brewing_stand: #16, 5(1%)
minecraft.used.birch_sign: #16, 45(1%)
minecraft.crafted.crimson_planks: #16, 972(1%)
minecraft.picked_up.piston: #16, 89(1%)
minecraft.mined.bone_block: #16, 70(1%)
minecraft.picked_up.flowering_azalea_leaves: #16, 230(1%)
minecraft.custom.open_chest: #17, 21623(2%)
minecraft.picked_up.azalea_leaves: #16, 650(1%)
minecraft.used.stone_slab: #16, 660(1%)
minecraft.picked_up.sea_pickle: #16, 74(1%)
minecraft.picked_up.weeping_vines: #16, 32(1%)
minecraft.used.observer: #16, 208(1%)
minecraft.used.spruce_fence_gate: #16, 23(1%)
minecraft.dropped.chest: #16, 10(1%)
minecraft.mined.warped_nylium: #16, 50(1%)
minecraft.used.nether_bricks: #16, 79(1%)
minecraft.mined.stripped_spruce_log: #16, 76(1%)
minecraft.picked_up.spyglass: #16, 1(1%)
minecraft.crafted.tripwire_hook: #16, 16(1%)
minecraft.mined.white_wool: #16, 42(1%)
minecraft.dropped.player_head: #16, 59(0%)
minecraft.used.totem_of_undying: #16, 6(1%)
minecraft.custom.crouch_one_cm: #17, 16469007(2%)
minecraft.used.loom: #16, 6(1%)
minecraft.picked_up.stripped_spruce_log: #16, 73(1%)
minecraft.picked_up.warped_nylium: #16, 47(1%)
minecraft.crafted.raw_gold: #16, 63(1%)
minecraft.picked_up.warped_trapdoor: #16, 9(1%)
minecraft.mined.andesite_slab: #16, 4(1%)
minecraft.used.crimson_stem: #16, 190(0%)
minecraft.dropped.chainmail_helmet: #16, 1(1%)
minecraft.used.netherite_pickaxe: #16, 29495(1%)
