stat, rank, value, (percentage) 
minecraft.mined.deepslate_tile_stairs: #16, 12(1%)
minecraft.mined.birch_planks: #16, 70(0%)
minecraft.dropped.wooden_sword: #16, 4(1%)
minecraft.crafted.observer: #16, 113(0%)
minecraft.dropped.spruce_boat: #16, 1(1%)
minecraft.dropped.potion: #16, 12(0%)
minecraft.crafted.polished_deepslate_stairs: #16, 17(1%)
minecraft.crafted.redstone_lamp: #16, 26(0%)
minecraft.picked_up.stone_brick_slab: #16, 41(0%)
minecraft.dropped.arrow: #16, 553(0%)
minecraft.picked_up.experience_bottle: #16, 13(0%)
minecraft.dropped.spider_eye: #16, 367(0%)
minecraft.picked_up.stripped_birch_log: #16, 21(0%)
minecraft.mined.white_stained_glass_pane: #16, 2(0%)
minecraft.used.redstone_ore: #16, 1(0%)
minecraft.picked_up.stripped_oak_log: #16, 42(0%)
minecraft.picked_up.charcoal: #16, 16(0%)
minecraft.mined.ice: #16, 447(0%)
minecraft.used.white_stained_glass: #16, 78(0%)
minecraft.mined.chiseled_stone_bricks: #16, 3(0%)
minecraft.dropped.acacia_sapling: #16, 1(0%)
minecraft.crafted.target: #16, 5(0%)
minecraft.picked_up.light_blue_concrete: #16, 5(0%)
minecraft.dropped.deepslate_tile_slab: #16, 1(0%)
minecraft.dropped.birch_leaves: #16, 3(0%)
minecraft.used.dark_oak_wood: #16, 6(0%)
minecraft.used.red_carpet: #16, 19(0%)
minecraft.used.purple_bed: #16, 1(0%)
minecraft.used.blue_concrete_powder: #16, 2(0%)
minecraft.crafted.blue_concrete_powder: #16, 8(0%)
minecraft.dropped.soul_soil: #16, 1(0%)
minecraft.picked_up.gold_nugget: #16, 384(0%)
minecraft.crafted.clay: #16, 2(0%)
minecraft.crafted.ladder: #17, 228(2%)
minecraft.used.diamond_shovel: #17, 67122(2%)
minecraft.crafted.spruce_stairs: #17, 408(2%)
minecraft.crafted.diamond_axe: #17, 3(2%)
minecraft.custom.inspect_hopper: #17, 721(1%)
minecraft.picked_up.diamond_helmet: #17, 7(1%)
minecraft.crafted.diamond_shovel: #17, 4(1%)
minecraft.dropped.stone_axe: #17, 2(2%)
minecraft.used.crossbow: #17, 13(1%)
minecraft.killed.magma_cube: #17, 125(1%)
minecraft.crafted.ender_chest: #17, 11(1%)
minecraft.crafted.spruce_boat: #17, 4(1%)
minecraft.mined.birch_sign: #17, 4(1%)
minecraft.mined.smooth_basalt: #17, 206(1%)
minecraft.used.lava_bucket: #17, 99(1%)
minecraft.mined.stone_brick_stairs: #17, 23(1%)
minecraft.picked_up.vine: #17, 78(1%)
minecraft.dropped.spruce_trapdoor: #17, 11(1%)
minecraft.mined.repeater: #17, 38(1%)
minecraft.mined.rail: #17, 315(1%)
minecraft.used.birch_sign: #17, 36(1%)
minecraft.picked_up.sugar_cane: #17, 1308(1%)
minecraft.mined.sugar_cane: #17, 525(1%)
minecraft.mined.redstone_torch: #17, 22(1%)
minecraft.dropped.iron_ingot: #17, 130(1%)
minecraft.crafted.dropper: #17, 70(1%)
minecraft.used.diamond_sword: #17, 5053(0%)
minecraft.picked_up.netherite_hoe: #17, 1(1%)
minecraft.used.observer: #17, 175(1%)
minecraft.dropped.gravel: #17, 347(1%)
minecraft.mined.dark_oak_wall_sign: #17, 3(1%)
minecraft.dropped.flint_and_steel: #17, 1(1%)
minecraft.crafted.iron_leggings: #17, 3(0%)
minecraft.dropped.bucket: #17, 5(1%)
minecraft.used.bookshelf: #17, 94(0%)
minecraft.dropped.lead: #17, 2(0%)
minecraft.used.slime_block: #17, 122(1%)
minecraft.picked_up.slime_block: #17, 95(0%)
minecraft.picked_up.comparator: #17, 22(0%)
minecraft.crafted.fishing_rod: #17, 1(1%)
minecraft.mined.cobblestone_wall: #17, 7(0%)
minecraft.picked_up.bell: #17, 2(0%)
minecraft.crafted.paper: #17, 1845(0%)
minecraft.custom.animals_bred: #17, 57(0%)
minecraft.crafted.stone_button: #17, 83(0%)
minecraft.crafted.smooth_stone_slab: #17, 44(0%)
minecraft.used.honey_block: #17, 31(0%)
minecraft.dropped.phantom_membrane: #17, 1(0%)
minecraft.dropped.spruce_fence: #17, 2(0%)
minecraft.crafted.black_concrete_powder: #17, 456(0%)
minecraft.mined.carved_pumpkin: #17, 38(0%)
minecraft.dropped.enchanted_book: #17, 3(0%)
minecraft.mined.smooth_quartz_slab: #17, 4(0%)
minecraft.mined.stripped_oak_log: #17, 33(0%)
minecraft.used.target: #17, 5(0%)
minecraft.custom.traded_with_villager: #17, 1102(0%)
minecraft.picked_up.chiseled_stone_bricks: #17, 18(0%)
minecraft.crafted.gold_block: #17, 78(0%)
minecraft.mined.tinted_glass: #17, 6(0%)
minecraft.crafted.leather_chestplate: #17, 2(0%)
minecraft.dropped.stone_slab: #17, 11(0%)
minecraft.picked_up.end_stone: #17, 96(0%)
minecraft.crafted.glowstone: #17, 28(0%)
minecraft.picked_up.tnt: #17, 67(0%)
minecraft.dropped.dark_oak_leaves: #17, 1(0%)
minecraft.picked_up.tinted_glass: #17, 6(0%)
minecraft.dropped.spruce_slab: #17, 2(0%)
minecraft.dropped.hopper: #17, 1(0%)
minecraft.used.experience_bottle: #17, 28(0%)
minecraft.dropped.feather: #17, 3(0%)
minecraft.crafted.quartz_slab: #17, 4(0%)
minecraft.dropped.nether_wart_block: #17, 5(0%)
minecraft.crafted.deepslate_tiles: #17, 12(0%)
minecraft.used.quartz_block: #17, 20(0%)
minecraft.mined.quartz_block: #17, 7(0%)
minecraft.used.quartz_pillar: #17, 3(0%)
minecraft.crafted.snow: #17, 12(0%)
minecraft.crafted.filled_map: #17, 2(0%)
minecraft.custom.interact_with_anvil: #18, 286(2%)
minecraft.used.diamond_axe: #18, 21574(2%)
minecraft.picked_up.kelp: #18, 1789(2%)
minecraft.custom.enchant_item: #18, 33(1%)
minecraft.picked_up.iron_ingot: #18, 595(1%)
minecraft.killed.ghast: #18, 17(1%)
minecraft.picked_up.scaffolding: #18, 2636(1%)
minecraft.picked_up.smooth_basalt: #18, 261(1%)
minecraft.mined.dark_oak_planks: #18, 78(1%)
minecraft.used.splash_potion: #18, 11(1%)
minecraft.picked_up.glowstone: #18, 127(1%)
minecraft.used.poppy: #18, 6(1%)
minecraft.used.glowstone: #18, 83(1%)
minecraft.used.scaffolding: #18, 2059(1%)
minecraft.custom.talked_to_villager: #18, 549(1%)
minecraft.used.sugar_cane: #18, 92(1%)
minecraft.picked_up.powered_rail: #18, 106(1%)
minecraft.picked_up.dispenser: #18, 25(1%)
minecraft.dropped.basalt: #18, 183(1%)
minecraft.mined.scaffolding: #18, 584(1%)
minecraft.mined.pumpkin: #18, 52(1%)
minecraft.used.note_block: #18, 27(1%)
minecraft.dropped.dark_oak_planks: #18, 19(0%)
minecraft.mined.deepslate_tile_slab: #18, 11(1%)
minecraft.picked_up.black_concrete: #18, 273(1%)
minecraft.picked_up.painting: #18, 9(1%)
minecraft.used.dark_oak_log: #18, 230(0%)
minecraft.used.birch_fence: #18, 28(1%)
minecraft.crafted.painting: #18, 3(0%)
minecraft.used.cooked_beef: #18, 41(0%)
minecraft.picked_up.sticky_piston: #18, 21(0%)
minecraft.crafted.quartz_block: #18, 396(0%)
minecraft.crafted.iron_nugget: #18, 1099(0%)
minecraft.mined.magma_block: #18, 138(0%)
minecraft.used.dark_oak_trapdoor: #18, 52(0%)
minecraft.used.cooked_mutton: #18, 3(0%)
minecraft.used.black_wool: #18, 38(0%)
minecraft.used.magma_block: #18, 86(0%)
minecraft.mined.comparator: #18, 7(0%)
minecraft.crafted.birch_fence: #18, 18(0%)
minecraft.dropped.minecart: #18, 2(0%)
minecraft.picked_up.stone_sword: #18, 2(0%)
minecraft.killed.bat: #18, 1(0%)
minecraft.dropped.birch_sign: #18, 2(0%)
minecraft.crafted.stone_shovel: #18, 2(0%)
minecraft.crafted.stone_sword: #18, 1(0%)
minecraft.picked_up.pumpkin_seeds: #18, 143(0%)
minecraft.used.black_concrete_powder: #18, 456(0%)
minecraft.mined.oxidized_copper: #18, 59(0%)
minecraft.mined.blue_bed: #18, 1(0%)
minecraft.used.fishing_rod: #18, 6(0%)
minecraft.used.axolotl_bucket: #18, 1(0%)
minecraft.used.deepslate_tile_wall: #18, 17(0%)
minecraft.mined.prismarine: #18, 11(0%)
minecraft.mined.red_bed: #18, 2(0%)
minecraft.mined.crying_obsidian: #18, 1(0%)
minecraft.crafted.white_carpet: #18, 30(0%)
minecraft.used.cooked_chicken: #18, 3(0%)
minecraft.used.red_bed: #18, 2(0%)
minecraft.crafted.charcoal: #18, 15(0%)
minecraft.picked_up.chicken: #18, 37(0%)
minecraft.dropped.emerald: #18, 99(0%)
minecraft.crafted.red_stained_glass: #18, 24(0%)
minecraft.crafted.sugar: #18, 32(0%)
minecraft.mined.green_bed: #18, 1(0%)
minecraft.used.cooked_salmon: #18, 1(0%)
minecraft.used.green_bed: #18, 1(0%)
minecraft.mined.quartz_slab: #18, 2(0%)
minecraft.crafted.dark_oak_wood: #18, 6(0%)
minecraft.crafted.black_stained_glass: #18, 104(0%)
minecraft.crafted.red_wool: #18, 5(0%)
minecraft.used.powder_snow_bucket: #18, 3(0%)
minecraft.dropped.slime_ball: #18, 2(0%)
minecraft.used.black_stained_glass: #18, 17(0%)
minecraft.mined.white_bed: #19, 25(1%)
minecraft.mined.lantern: #19, 12(1%)
minecraft.mined.sunflower: #19, 6(1%)
minecraft.crafted.diamond_leggings: #19, 2(1%)
minecraft.picked_up.redstone_torch: #19, 53(1%)
minecraft.used.hopper_minecart: #19, 12(1%)
minecraft.used.repeater: #19, 118(1%)
minecraft.mined.note_block: #19, 7(1%)
minecraft.used.dark_oak_planks: #19, 158(1%)
minecraft.used.dropper: #19, 48(0%)
minecraft.picked_up.dark_oak_stairs: #19, 21(0%)
minecraft.dropped.tuff: #19, 118(0%)
minecraft.mined.sticky_piston: #19, 16(0%)
minecraft.dropped.pumpkin_pie: #19, 24(0%)
minecraft.custom.target_hit: #19, 10(0%)
minecraft.dropped.coal_ore: #19, 15(0%)
minecraft.crafted.emerald: #19, 1620(0%)
minecraft.used.nether_quartz_ore: #19, 44(0%)
minecraft.crafted.scaffolding: #19, 258(0%)
minecraft.used.dark_oak_sapling: #19, 24(0%)
minecraft.mined.smooth_quartz_stairs: #19, 3(0%)
minecraft.crafted.black_shulker_box: #19, 1(0%)
minecraft.dropped.glass: #19, 57(0%)
minecraft.dropped.smooth_basalt: #19, 6(0%)
minecraft.dropped.copper_ore: #19, 6(0%)
minecraft.dropped.flint: #19, 19(0%)
minecraft.dropped.flowering_azalea: #19, 2(0%)
minecraft.dropped.oak_slab: #19, 1(0%)
minecraft.crafted.white_wool: #19, 128(0%)
minecraft.used.oak_sapling: #19, 56(0%)
minecraft.dropped.string: #19, 115(0%)
minecraft.crafted.white_stained_glass: #19, 104(0%)
minecraft.crafted.iron_block: #19, 194(0%)
minecraft.crafted.hopper_minecart: #19, 7(0%)
minecraft.mined.polished_deepslate_stairs: #19, 3(0%)
minecraft.crafted.deepslate_tile_slab: #19, 6(0%)
minecraft.dropped.azure_bluet: #19, 1(0%)
minecraft.used.oak_fence_gate: #19, 1(0%)
minecraft.used.pumpkin: #19, 24(0%)
minecraft.picked_up.melon_slice: #19, 19(0%)
minecraft.crafted.oak_fence_gate: #19, 1(0%)
minecraft.picked_up.quartz_slab: #19, 3(0%)
minecraft.dropped.powered_rail: #19, 1(0%)
minecraft.dropped.dripstone_block: #19, 2(0%)
minecraft.picked_up.oxeye_daisy: #19, 5(0%)
minecraft.mined.black_stained_glass: #19, 2(0%)
minecraft.used.white_carpet: #19, 14(0%)
minecraft.killed.zombified_piglin: #19, 1(0%)
minecraft.custom.time_since_death: #20, 2164397(1%)
minecraft.dropped.wheat_seeds: #20, 704(1%)
minecraft.used.gravel: #20, 235(1%)
minecraft.used.dark_oak_fence: #20, 100(1%)
minecraft.used.redstone: #20, 620(1%)
minecraft.crafted.dark_oak_fence: #20, 111(1%)
minecraft.mined.kelp: #20, 44(1%)
minecraft.used.redstone_torch: #20, 91(1%)
minecraft.used.snowball: #20, 39(1%)
minecraft.mined.dark_oak_trapdoor: #20, 13(1%)
minecraft.crafted.rail: #20, 240(1%)
minecraft.used.flint_and_steel: #20, 92(0%)
minecraft.mined.dropper: #20, 13(0%)
minecraft.crafted.repeater: #20, 73(0%)
minecraft.crafted.redstone_torch: #20, 308(0%)
minecraft.mined.honey_block: #20, 7(0%)
minecraft.used.smooth_quartz: #20, 120(0%)
minecraft.used.painting: #20, 8(0%)
minecraft.crafted.dark_oak_trapdoor: #20, 64(0%)
minecraft.picked_up.magma_block: #20, 119(0%)
minecraft.used.dark_oak_sign: #20, 5(0%)
minecraft.crafted.raw_iron_block: #20, 18(0%)
minecraft.used.cooked_porkchop: #20, 72(0%)
minecraft.used.comparator: #20, 24(0%)
minecraft.crafted.comparator: #20, 17(0%)
minecraft.crafted.gold_ingot: #20, 978(0%)
minecraft.picked_up.red_bed: #20, 2(0%)
minecraft.dropped.leather: #20, 5(0%)
minecraft.crafted.slime_ball: #20, 18(0%)
minecraft.picked_up.lily_of_the_valley: #20, 2(0%)
minecraft.dropped.blackstone: #20, 17(0%)
minecraft.crafted.hay_block: #20, 7(0%)
minecraft.mined.white_carpet: #20, 2(0%)
minecraft.dropped.paper: #20, 8(0%)
minecraft.crafted.crafting_table: #21, 54(2%)
minecraft.crafted.birch_planks: #21, 2316(1%)
minecraft.picked_up.white_bed: #21, 19(1%)
minecraft.mined.azure_bluet: #21, 5(1%)
minecraft.used.netherrack: #21, 926(1%)
minecraft.custom.inspect_dropper: #21, 147(0%)
minecraft.mined.redstone_wall_torch: #21, 8(0%)
minecraft.picked_up.bamboo: #21, 1242(0%)
minecraft.mined.damaged_anvil: #21, 1(0%)
minecraft.crafted.birch_sign: #21, 15(0%)
minecraft.dropped.bone_meal: #21, 102(0%)
minecraft.picked_up.nether_quartz_ore: #21, 61(0%)
minecraft.crafted.lantern: #21, 34(0%)
minecraft.dropped.iron_block: #21, 26(0%)
minecraft.mined.lily_of_the_valley: #21, 1(0%)
minecraft.picked_up.smooth_quartz_stairs: #21, 4(0%)
minecraft.used.kelp: #21, 35(0%)
minecraft.used.dark_oak_stairs: #21, 24(0%)
minecraft.dropped.dark_oak_sapling: #21, 2(0%)
minecraft.mined.deepslate_tile_wall: #21, 1(0%)
minecraft.crafted.cobblestone_wall: #21, 5(0%)
minecraft.used.tnt: #21, 22(0%)
minecraft.dropped.pumpkin_seeds: #21, 4(0%)
minecraft.dropped.snow_block: #21, 3(0%)
minecraft.crafted.chiseled_stone_bricks: #21, 2(0%)
minecraft.dropped.shield: #22, 1(1%)
minecraft.mined.spruce_sign: #22, 1(1%)
minecraft.used.rail: #22, 417(1%)
minecraft.custom.damage_absorbed: #22, 120(0%)
minecraft.used.minecart: #22, 10(0%)
minecraft.custom.damage_resisted: #22, 527(0%)
minecraft.crafted.diamond_chestplate: #22, 1(0%)
minecraft.crafted.minecart: #22, 22(0%)
minecraft.crafted.redstone: #22, 1152(0%)
minecraft.dropped.redstone: #22, 46(0%)
minecraft.dropped.oak_sapling: #22, 9(0%)
minecraft.used.totem_of_undying: #22, 3(0%)
minecraft.mined.glowstone: #22, 25(0%)
minecraft.used.glass: #22, 214(0%)
minecraft.crafted.piston: #22, 70(0%)
minecraft.crafted.oak_boat: #22, 1(0%)
minecraft.mined.soul_sand: #22, 112(0%)
minecraft.crafted.dark_oak_stairs: #22, 24(0%)
minecraft.mined.bamboo: #22, 49(0%)
minecraft.dropped.iron_ore: #22, 5(0%)
minecraft.crafted.dark_oak_sign: #22, 3(0%)
minecraft.used.sticky_piston: #22, 21(0%)
minecraft.dropped.rail: #22, 8(0%)
minecraft.mined.redstone_lamp: #22, 1(0%)
minecraft.used.written_book: #22, 26(0%)
minecraft.crafted.cobbled_deepslate_slab: #22, 6(0%)
minecraft.crafted.stone_brick_slab: #22, 14(0%)
minecraft.dropped.pointed_dripstone: #22, 1(0%)
minecraft.dropped.chicken: #22, 3(0%)
minecraft.mined.crafting_table: #23, 101(1%)
minecraft.crafted.diamond_helmet: #23, 1(1%)
minecraft.dropped.stone_pickaxe: #23, 1(1%)
minecraft.crafted.dark_oak_planks: #23, 2108(1%)
minecraft.crafted.note_block: #23, 20(0%)
minecraft.mined.glass: #23, 56(0%)
minecraft.picked_up.minecart: #23, 9(0%)
minecraft.mined.birch_wall_sign: #23, 2(0%)
minecraft.picked_up.dark_oak_slab: #23, 15(0%)
minecraft.crafted.dark_oak_slab: #23, 72(0%)
minecraft.mined.powered_rail: #23, 7(0%)
minecraft.crafted.sticky_piston: #23, 8(0%)
minecraft.dropped.white_wool: #23, 2(0%)
minecraft.dropped.wheat: #23, 1(0%)
minecraft.dropped.stone_bricks: #23, 1(0%)
minecraft.crafted.emerald_block: #23, 1(0%)
minecraft.used.crafting_table: #24, 117(1%)
minecraft.broken.shears: #24, 2(0%)
minecraft.used.white_bed: #24, 13(0%)
minecraft.custom.play_noteblock: #24, 12(0%)
minecraft.mined.cornflower: #24, 1(0%)
minecraft.mined.dark_oak_slab: #24, 4(0%)
minecraft.dropped.coal: #24, 7(0%)
minecraft.used.powered_rail: #24, 18(0%)
minecraft.used.packed_ice: #24, 12(0%)
minecraft.used.lantern: #25, 44(1%)
minecraft.crafted.diamond_boots: #25, 1(1%)
minecraft.dropped.written_book: #25, 1(1%)
minecraft.picked_up.written_book: #25, 3(0%)
minecraft.dropped.birch_sapling: #25, 1(0%)
minecraft.dropped.raw_iron: #25, 1(0%)
minecraft.crafted.firework_rocket: #25, 183(0%)
minecraft.used.cobblestone_wall: #26, 5(0%)
minecraft.used.bamboo: #26, 5(0%)
minecraft.mined.powder_snow: #27, 12(1%)
minecraft.dropped.crafting_table: #27, 1(0%)
minecraft.mined.dark_oak_stairs: #28, 2(0%)
minecraft.crafted.diamond_sword: #29, 1(1%)
minecraft.custom.boat_one_cm: #31, 230582(0%)
minecraft.custom.time_since_rest: #44, 14498(0%)
