stat, rank, value, (percentage) 
minecraft.used.pointed_dripstone: #1, 91050(95%)
minecraft.crafted.dark_oak_fence_gate: #9, 59(2%)
minecraft.mined.crimson_stem: #9, 524(2%)
minecraft.used.moss_block: #9, 3031(2%)
minecraft.picked_up.wet_sponge: #9, 448(2%)
minecraft.picked_up.nether_bricks: #9, 418(2%)
minecraft.picked_up.dead_bush: #9, 92(2%)
minecraft.used.grass: #9, 207(2%)
minecraft.used.cooked_cod: #9, 20(2%)
minecraft.dropped.totem_of_undying: #9, 19(2%)
minecraft.picked_up.chorus_fruit: #9, 140(1%)
minecraft.used.bread: #9, 139(2%)
minecraft.mined.purpur_pillar: #9, 35(2%)
minecraft.used.stone_shovel: #9, 324(2%)
minecraft.picked_up.crossbow: #9, 26(2%)
minecraft.crafted.birch_fence: #9, 93(2%)
minecraft.crafted.flower_pot: #9, 92(1%)
minecraft.mined.orange_terracotta: #9, 997(2%)
minecraft.picked_up.purple_stained_glass: #9, 65(2%)
minecraft.used.pitcher_plant: #9, 6(3%)
minecraft.used.rose_bush: #9, 19(1%)
minecraft.dropped.fishing_rod: #9, 2(2%)
minecraft.used.warped_stairs: #9, 132(2%)
minecraft.picked_up.light_gray_concrete: #9, 455(2%)
minecraft.crafted.jungle_fence_gate: #9, 12(3%)
minecraft.dropped.coal: #9, 98(1%)
minecraft.picked_up.yellow_stained_glass_pane: #9, 21(2%)
minecraft.used.rooted_dirt: #9, 128(2%)
minecraft.picked_up.mushroom_stem: #9, 659(1%)
minecraft.dropped.green_shulker_box: #9, 1(3%)
minecraft.picked_up.andesite_wall: #9, 45(2%)
minecraft.picked_up.yellow_dye: #9, 39(2%)
minecraft.killed.villager: #9, 4(3%)
minecraft.used.jungle_boat: #9, 3(3%)
minecraft.crafted.blue_stained_glass: #9, 112(2%)
minecraft.picked_up.stone_stairs: #9, 73(1%)
minecraft.dropped.tropical_fish: #9, 26(1%)
minecraft.crafted.acacia_slab: #9, 42(2%)
minecraft.picked_up.golden_carrot: #10, 1168(3%)
minecraft.mined.fire: #10, 863(4%)
minecraft.dropped.amethyst_block: #9, 24(2%)
minecraft.used.purple_stained_glass: #9, 266(2%)
minecraft.picked_up.nether_brick_fence: #9, 37(2%)
minecraft.used.cyan_stained_glass_pane: #9, 19(2%)
minecraft.crafted.blue_concrete_powder: #9, 256(2%)
minecraft.mined.blue_wool: #9, 20(2%)
minecraft.crafted.gray_stained_glass: #9, 488(1%)
minecraft.used.light_gray_concrete: #9, 289(1%)
minecraft.mined.blue_orchid: #9, 14(2%)
minecraft.picked_up.smithing_table: #9, 9(1%)
minecraft.picked_up.light_blue_stained_glass: #9, 26(2%)
minecraft.custom.player_kills: #10, 34(4%)
minecraft.used.yellow_stained_glass: #9, 166(1%)
minecraft.dropped.gray_wool: #9, 31(1%)
minecraft.dropped.smooth_stone_slab: #9, 8(1%)
minecraft.picked_up.nether_brick: #9, 172(1%)
minecraft.mined.warped_fence_gate: #9, 1(2%)
minecraft.picked_up.warped_fence_gate: #9, 1(2%)
minecraft.used.jungle_wood: #9, 22(1%)
minecraft.picked_up.warped_door: #9, 1(2%)
minecraft.used.cyan_bed: #9, 8(1%)
minecraft.picked_up.stripped_birch_log: #9, 58(1%)
minecraft.picked_up.wheat: #10, 1961(4%)
minecraft.crafted.quartz_pillar: #9, 230(1%)
minecraft.picked_up.stripped_acacia_log: #9, 22(1%)
minecraft.mined.tall_grass: #10, 622(4%)
minecraft.dropped.crimson_stem: #9, 52(1%)
minecraft.used.black_terracotta: #9, 197(1%)
minecraft.dropped.acacia_log: #9, 19(1%)
minecraft.used.pink_concrete_powder: #9, 97(1%)
minecraft.picked_up.music_disc_wait: #9, 2(1%)
minecraft.used.stripped_jungle_wood: #9, 13(1%)
minecraft.used.orange_stained_glass: #9, 158(1%)
minecraft.broken.stone_shovel: #9, 2(2%)
minecraft.dropped.snow_block: #9, 157(1%)
minecraft.picked_up.daylight_detector: #9, 4(1%)
minecraft.used.dark_oak_button: #9, 21(1%)
minecraft.picked_up.moss_carpet: #10, 1647(3%)
minecraft.picked_up.black_terracotta: #9, 95(1%)
minecraft.picked_up.jungle_door: #9, 1(1%)
minecraft.custom.interact_with_stonecutter: #10, 422(4%)
minecraft.crafted.jungle_wood: #9, 30(1%)
minecraft.picked_up.diamond_boots: #10, 30(3%)
minecraft.dropped.warped_wart_block: #9, 64(1%)
minecraft.killed.ravager: #9, 1(1%)
minecraft.picked_up.pink_dye: #9, 9(1%)
minecraft.mined.powder_snow: #10, 64(4%)
minecraft.used.warped_roots: #9, 9(1%)
minecraft.crafted.jungle_boat: #9, 1(1%)
minecraft.dropped.light_blue_shulker_box: #9, 2(1%)
minecraft.mined.prismarine: #9, 39(1%)
minecraft.dropped.polished_diorite: #9, 9(1%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #9, 2(1%)
minecraft.picked_up.cyan_stained_glass_pane: #9, 3(1%)
minecraft.killed.warden: #9, 1(1%)
minecraft.crafted.pink_concrete_powder: #9, 96(1%)
minecraft.crafted.yellow_carpet: #9, 75(0%)
minecraft.dropped.name_tag: #9, 3(0%)
minecraft.picked_up.pink_terracotta: #9, 9(0%)
minecraft.picked_up.brown_carpet: #9, 53(0%)
minecraft.mined.beetroots: #9, 10(1%)
minecraft.used.smooth_sandstone: #9, 313(0%)
minecraft.dropped.cracked_polished_blackstone_bricks: #9, 9(1%)
minecraft.mined.iron_block: #10, 1131(4%)
minecraft.picked_up.light_gray_carpet: #9, 44(0%)
minecraft.used.stripped_birch_log: #9, 18(0%)
minecraft.dropped.mangrove_log: #9, 2(0%)
minecraft.mined.purple_terracotta: #9, 6(0%)
minecraft.dropped.note_block: #9, 1(1%)
minecraft.used.blackstone_stairs: #9, 10(0%)
minecraft.mined.pink_terracotta: #9, 4(0%)
minecraft.picked_up.stripped_birch_wood: #9, 6(0%)
minecraft.mined.blackstone_stairs: #9, 1(0%)
minecraft.dropped.soul_lantern: #9, 1(0%)
minecraft.dropped.light_gray_carpet: #9, 2(0%)
minecraft.used.stripped_oak_log: #9, 38(0%)
minecraft.crafted.purple_wool: #9, 5(0%)
minecraft.mined.stripped_mangrove_log: #9, 18(0%)
minecraft.picked_up.stripped_mangrove_log: #9, 18(0%)
minecraft.used.nether_brick_stairs: #9, 2(0%)
minecraft.dropped.paper: #9, 110(0%)
minecraft.dropped.jungle_leaves: #9, 1(0%)
minecraft.crafted.crimson_pressure_plate: #9, 2(0%)
minecraft.mined.waxed_oxidized_copper: #9, 2(0%)
minecraft.mined.stripped_birch_wood: #9, 2(0%)
minecraft.crafted.blue_ice: #9, 13(0%)
minecraft.mined.wither_skeleton_skull: #9, 1(0%)
minecraft.dropped.dark_oak_stairs: #9, 2(0%)
minecraft.crafted.honey_block: #9, 44(0%)
minecraft.picked_up.green_carpet: #9, 16(0%)
minecraft.crafted.magenta_stained_glass: #9, 16(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #9, 9(0%)
minecraft.used.warped_fungus_on_a_stick: #9, 2(0%)
minecraft.used.blue_ice: #9, 13(0%)
minecraft.mined.light_gray_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.light_gray_glazed_terracotta: #9, 1(0%)
minecraft.mined.brown_glazed_terracotta: #9, 1(0%)
minecraft.used.stripped_mangrove_log: #9, 5(0%)
minecraft.picked_up.wither_rose: #9, 2(0%)
minecraft.used.brown_glazed_terracotta: #9, 1(0%)
minecraft.dropped.black_wool: #9, 4(0%)
minecraft.used.andesite: #10, 2312(3%)
minecraft.custom.interact_with_beacon: #10, 37(3%)
minecraft.picked_up.iron_ingot: #10, 1622(3%)
minecraft.mined.scaffolding: #10, 3422(4%)
minecraft.dropped.stone_pickaxe: #10, 4(3%)
minecraft.picked_up.oak_planks: #10, 506(3%)
minecraft.crafted.stone_axe: #10, 5(3%)
minecraft.picked_up.slime_ball: #10, 1123(3%)
minecraft.used.dark_oak_planks: #10, 815(3%)
minecraft.picked_up.red_concrete: #10, 581(2%)
minecraft.used.warped_trapdoor: #10, 141(4%)
minecraft.crafted.light_blue_terracotta: #10, 744(4%)
minecraft.dropped.lead: #10, 11(3%)
minecraft.used.oak_trapdoor: #10, 204(2%)
minecraft.picked_up.splash_potion: #10, 20(2%)
minecraft.crafted.acacia_planks: #10, 1724(3%)
minecraft.dropped.spruce_slab: #10, 72(3%)
minecraft.used.bookshelf: #10, 484(2%)
minecraft.mined.brown_mushroom: #10, 115(3%)
minecraft.dropped.andesite: #10, 544(2%)
minecraft.crafted.birch_trapdoor: #10, 86(3%)
minecraft.used.mossy_cobblestone: #10, 448(3%)
minecraft.mined.dirt: #11, 40971(4%)
minecraft.crafted.oak_wood: #10, 216(3%)
minecraft.used.acacia_button: #10, 7(3%)
minecraft.used.dark_oak_log: #10, 1062(2%)
minecraft.picked_up.stone_hoe: #10, 2(4%)
minecraft.picked_up.black_banner: #10, 14(4%)
minecraft.dropped.stone_axe: #10, 3(2%)
minecraft.used.warped_planks: #10, 684(2%)
minecraft.dropped.chest: #10, 29(2%)
minecraft.picked_up.weathered_copper: #10, 80(2%)
minecraft.crafted.packed_mud: #10, 748(2%)
minecraft.dropped.chain: #10, 36(3%)
minecraft.crafted.lead: #10, 22(3%)
minecraft.picked_up.tinted_glass: #10, 145(2%)
minecraft.used.dark_oak_sapling: #10, 181(2%)
minecraft.used.white_stained_glass: #10, 942(2%)
minecraft.mined.mud: #10, 2012(2%)
minecraft.picked_up.fishing_rod: #10, 3(3%)
minecraft.picked_up.candle: #10, 19(2%)
minecraft.used.mangrove_door: #10, 4(3%)
minecraft.mined.obsidian: #10, 909(2%)
minecraft.crafted.wheat: #10, 1896(2%)
minecraft.dropped.gold_ore: #10, 4(3%)
minecraft.used.spruce_fence_gate: #10, 52(2%)
minecraft.picked_up.milk_bucket: #10, 2(3%)
minecraft.dropped.bone: #10, 537(1%)
minecraft.picked_up.clock: #10, 4(3%)
minecraft.used.torch: #11, 7950(4%)
minecraft.crafted.warped_fence: #10, 48(2%)
minecraft.picked_up.stripped_jungle_wood: #10, 17(3%)
minecraft.dropped.yellow_shulker_box: #10, 1(4%)
minecraft.mined.weathered_copper: #10, 62(2%)
minecraft.dropped.mud: #10, 25(2%)
minecraft.mined.stone_stairs: #10, 38(2%)
minecraft.used.birch_stairs: #10, 43(2%)
minecraft.used.peony: #10, 6(2%)
minecraft.mined.nether_bricks: #10, 364(1%)
minecraft.mined.gravel: #11, 19651(4%)
minecraft.mined.pitcher_plant: #10, 2(3%)
minecraft.picked_up.yellow_stained_glass: #10, 105(2%)
minecraft.used.polished_blackstone: #10, 494(2%)
minecraft.used.mud: #10, 874(1%)
minecraft.killed.bee: #10, 3(2%)
minecraft.picked_up.book: #10, 787(1%)
minecraft.picked_up.orange_terracotta: #10, 979(1%)
minecraft.dropped.acacia_sapling: #10, 9(2%)
minecraft.used.red_concrete: #10, 337(1%)
minecraft.mined.coal_block: #10, 10(2%)
minecraft.mined.light_gray_concrete: #10, 389(1%)
minecraft.picked_up.brown_terracotta: #10, 1345(1%)
minecraft.used.quartz_stairs: #10, 59(2%)
minecraft.mined.crimson_roots: #10, 104(1%)
minecraft.used.cobblestone_wall: #10, 96(1%)
minecraft.mined.brown_terracotta: #10, 1266(1%)
minecraft.dropped.grass: #10, 9(2%)
minecraft.dropped.bread: #10, 439(1%)
minecraft.dropped.beef: #10, 17(1%)
minecraft.dropped.music_disc_wait: #10, 1(2%)
minecraft.picked_up.light_gray_stained_glass_pane: #10, 13(1%)
minecraft.used.black_concrete_powder: #10, 2015(1%)
minecraft.crafted.black_concrete_powder: #10, 1864(1%)
minecraft.crafted.pink_shulker_box: #10, 2(1%)
minecraft.used.cooked_mutton: #10, 8(1%)
minecraft.used.green_concrete_powder: #10, 444(1%)
minecraft.picked_up.gilded_blackstone: #10, 12(1%)
minecraft.used.cod_bucket: #10, 1(2%)
minecraft.used.light_gray_banner: #10, 2(2%)
minecraft.picked_up.clay_ball: #10, 1402(1%)
minecraft.used.coal_block: #10, 42(1%)
minecraft.picked_up.blue_wool: #10, 56(1%)
minecraft.picked_up.purpur_stairs: #10, 14(1%)
minecraft.mined.stripped_spruce_wood: #10, 26(1%)
minecraft.dropped.raw_gold: #10, 11(1%)
minecraft.dropped.acacia_planks: #10, 6(1%)
minecraft.mined.birch_fence_gate: #10, 2(1%)
minecraft.used.cobbled_deepslate_wall: #10, 35(1%)
minecraft.used.deepslate_brick_wall: #10, 69(1%)
minecraft.dropped.polished_deepslate: #10, 18(1%)
minecraft.mined.beehive: #10, 9(1%)
minecraft.crafted.stone_stairs: #10, 69(1%)
minecraft.dropped.nautilus_shell: #10, 1(1%)
minecraft.crafted.dripstone_block: #10, 112(1%)
minecraft.used.horn_coral_fan: #10, 2(1%)
minecraft.mined.stripped_jungle_log: #10, 28(1%)
minecraft.mined.diorite_stairs: #10, 1(1%)
minecraft.used.jungle_door: #10, 1(1%)
minecraft.mined.stripped_birch_log: #10, 52(0%)
minecraft.dropped.nether_quartz_ore: #10, 14(1%)
minecraft.crafted.jungle_trapdoor: #10, 58(1%)
minecraft.used.red_mushroom_block: #10, 45(1%)
minecraft.picked_up.stone_slab: #11, 810(4%)
minecraft.dropped.baked_potato: #10, 2(1%)
minecraft.picked_up.stripped_jungle_log: #10, 28(1%)
minecraft.dropped.copper_ingot: #10, 5(0%)
minecraft.dropped.polished_andesite: #10, 18(1%)
minecraft.dropped.black_dye: #10, 7(1%)
minecraft.mined.chiseled_quartz_block: #10, 1(1%)
minecraft.dropped.deepslate_copper_ore: #10, 1(1%)
minecraft.picked_up.birch_fence_gate: #10, 2(0%)
minecraft.crafted.crimson_button: #10, 1(1%)
minecraft.dropped.hay_block: #10, 4(0%)
minecraft.dropped.mossy_stone_bricks: #10, 4(0%)
minecraft.mined.wall_torch: #11, 320(3%)
minecraft.picked_up.beetroot: #10, 9(0%)
minecraft.picked_up.orange_dye: #10, 5(0%)
minecraft.crafted.suspicious_stew: #10, 2(1%)
minecraft.crafted.slime_block: #10, 155(0%)
minecraft.mined.cyan_concrete_powder: #10, 2(0%)
minecraft.picked_up.diorite_stairs: #10, 1(0%)
minecraft.picked_up.blue_orchid: #10, 14(0%)
minecraft.picked_up.blackstone_wall: #10, 3(0%)
minecraft.picked_up.magenta_terracotta: #10, 8(0%)
minecraft.broken.shears: #11, 17(4%)
minecraft.dropped.dark_oak_button: #10, 2(0%)
minecraft.picked_up.blue_dye: #10, 3(0%)
minecraft.picked_up.blackstone_stairs: #10, 1(0%)
minecraft.crafted.experience_bottle: #10, 132(0%)
minecraft.crafted.stripped_dark_oak_wood: #10, 3(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #10, 4(0%)
minecraft.dropped.yellow_dye: #10, 1(0%)
minecraft.picked_up.green_dye: #10, 61(0%)
minecraft.killed.squid: #11, 285(4%)
minecraft.dropped.grass_block: #11, 989(3%)
minecraft.dropped.oak_sapling: #11, 105(3%)
minecraft.dropped.diamond_shovel: #11, 6(3%)
minecraft.picked_up.porkchop: #11, 76(3%)
minecraft.picked_up.pink_shulker_box: #11, 80(4%)
minecraft.mined.pink_shulker_box: #11, 78(4%)
minecraft.used.pink_shulker_box: #11, 79(4%)
minecraft.picked_up.bucket: #11, 56(3%)
minecraft.dropped.crafting_table: #11, 22(3%)
minecraft.mined.dead_bush: #11, 126(3%)
minecraft.dropped.orange_terracotta: #11, 27(3%)
minecraft.picked_up.smooth_quartz_slab: #11, 109(3%)
minecraft.crafted.warped_trapdoor: #11, 144(3%)
minecraft.picked_up.shulker_shell: #11, 523(3%)
minecraft.mined.peony: #11, 7(2%)
minecraft.used.dark_oak_stairs: #11, 269(2%)
minecraft.mined.acacia_log: #11, 560(2%)
minecraft.crafted.mossy_stone_bricks: #11, 281(3%)
minecraft.dropped.stone: #11, 5172(2%)
minecraft.crafted.quartz_block: #11, 2052(2%)
minecraft.used.wooden_sword: #11, 86(2%)
minecraft.mined.andesite_stairs: #11, 11(3%)
minecraft.dropped.shulker_box: #11, 21(2%)
minecraft.used.warped_fence: #11, 57(3%)
minecraft.crafted.birch_boat: #11, 3(2%)
minecraft.picked_up.acacia_log: #11, 628(2%)
minecraft.picked_up.cod: #11, 78(2%)
minecraft.mined.white_stained_glass: #11, 171(2%)
minecraft.crafted.acacia_trapdoor: #11, 276(3%)
minecraft.picked_up.magma_block: #11, 680(2%)
minecraft.used.diamond_helmet: #11, 3(3%)
minecraft.crafted.red_stained_glass: #11, 480(2%)
minecraft.crafted.white_stained_glass: #11, 1040(2%)
minecraft.used.cobblestone_stairs: #11, 100(2%)
minecraft.mined.magma_block: #11, 698(1%)
minecraft.mined.red_concrete: #11, 501(1%)
minecraft.picked_up.baked_potato: #11, 36(2%)
minecraft.crafted.golden_carrot: #11, 1233(2%)
minecraft.used.exposed_copper: #11, 24(2%)
minecraft.crafted.mossy_cobblestone_slab: #11, 38(2%)
minecraft.mined.warped_trapdoor: #11, 18(2%)
minecraft.mined.quartz_slab: #11, 44(2%)
minecraft.dropped.white_shulker_box: #11, 1(3%)
minecraft.picked_up.warped_trapdoor: #11, 20(2%)
minecraft.used.crimson_planks: #11, 130(1%)
minecraft.crafted.bread: #11, 445(1%)
minecraft.used.andesite_slab: #11, 132(1%)
minecraft.dropped.oak_leaves: #11, 37(1%)
minecraft.picked_up.warped_fence: #11, 11(1%)
minecraft.used.dark_prismarine: #11, 172(1%)
minecraft.mined.chest: #12, 664(3%)
minecraft.dropped.stonecutter: #11, 1(2%)
minecraft.picked_up.stone_sword: #11, 7(1%)
minecraft.used.map: #11, 8(1%)
minecraft.dropped.copper_ore: #11, 27(1%)
minecraft.used.totem_of_undying: #11, 9(1%)
minecraft.dropped.moss_carpet: #11, 144(1%)
minecraft.picked_up.light_gray_terracotta: #11, 151(1%)
minecraft.crafted.bookshelf: #11, 236(1%)
minecraft.used.warped_stem: #11, 400(1%)
minecraft.mined.white_terracotta: #11, 214(1%)
minecraft.dropped.end_stone_bricks: #11, 6(1%)
minecraft.broken.diamond_shovel: #11, 1(1%)
minecraft.mined.cherry_leaves: #11, 327(1%)
minecraft.picked_up.smooth_sandstone: #11, 124(1%)
minecraft.picked_up.white_terracotta: #11, 275(1%)
minecraft.used.packed_ice: #11, 943(1%)
minecraft.dropped.splash_potion: #11, 7(1%)
minecraft.mined.warped_planks: #11, 77(1%)
minecraft.used.warped_slab: #11, 108(1%)
minecraft.picked_up.stripped_spruce_wood: #11, 27(1%)
minecraft.mined.cobbled_deepslate_slab: #11, 60(1%)
minecraft.crafted.furnace_minecart: #11, 1(1%)
minecraft.crafted.green_concrete_powder: #11, 448(1%)
minecraft.dropped.mangrove_planks: #11, 4(1%)
minecraft.picked_up.warped_roots: #11, 222(1%)
minecraft.mined.brown_carpet: #11, 19(1%)
minecraft.crafted.yellow_stained_glass: #11, 200(1%)
minecraft.dropped.suspicious_stew: #11, 5(1%)
minecraft.picked_up.music_disc_mall: #11, 1(1%)
minecraft.dropped.tripwire_hook: #11, 1(1%)
minecraft.crafted.quartz_slab: #11, 40(1%)
minecraft.mined.spruce_wood: #11, 17(1%)
minecraft.dropped.sweet_berries: #11, 25(1%)
minecraft.mined.warped_stairs: #11, 8(1%)
minecraft.picked_up.beehive: #11, 9(1%)
minecraft.used.music_disc_blocks: #11, 1(1%)
minecraft.used.azure_bluet: #11, 9(1%)
minecraft.mined.light_gray_terracotta: #11, 84(1%)
minecraft.crafted.warped_hyphae: #11, 57(1%)
minecraft.used.blackstone: #11, 647(1%)
minecraft.dropped.comparator: #11, 7(1%)
minecraft.dropped.crossbow: #11, 13(1%)
minecraft.mined.cyan_stained_glass: #11, 5(1%)
minecraft.dropped.gray_carpet: #11, 8(1%)
minecraft.crafted.birch_pressure_plate: #11, 2(1%)
minecraft.picked_up.beetroot_seeds: #11, 34(1%)
minecraft.used.jungle_leaves: #11, 35(1%)
minecraft.dropped.gunpowder: #11, 175(0%)
minecraft.used.smithing_table: #11, 12(0%)
minecraft.used.detector_rail: #11, 4(1%)
minecraft.dropped.deepslate_tile_slab: #11, 5(1%)
minecraft.picked_up.orange_stained_glass_pane: #11, 3(1%)
minecraft.used.jungle_sapling: #11, 15(1%)
minecraft.picked_up.bone_meal: #11, 949(0%)
minecraft.used.brown_terracotta: #11, 97(0%)
minecraft.dropped.white_wool: #11, 20(0%)
minecraft.mined.light_gray_concrete_powder: #11, 22(1%)
minecraft.picked_up.white_concrete_powder: #11, 138(0%)
minecraft.used.white_candle: #11, 1(1%)
minecraft.picked_up.chest: #12, 765(3%)
minecraft.used.purple_bed: #11, 4(0%)
minecraft.dropped.smooth_quartz_slab: #11, 3(1%)
minecraft.used.soul_soil: #11, 41(0%)
minecraft.crafted.mangrove_wood: #11, 30(0%)
minecraft.used.beetroot_seeds: #11, 10(0%)
minecraft.used.polished_diorite_stairs: #11, 7(1%)
minecraft.dropped.dark_oak_fence: #11, 5(0%)
minecraft.used.mangrove_wood: #11, 24(0%)
minecraft.mined.detector_rail: #11, 1(0%)
minecraft.picked_up.birch_button: #11, 2(0%)
minecraft.dropped.iron_axe: #11, 4(0%)
minecraft.dropped.warped_fungus: #11, 2(0%)
minecraft.used.birch_wood: #11, 8(0%)
minecraft.crafted.clay: #11, 51(0%)
minecraft.dropped.emerald: #11, 208(0%)
minecraft.picked_up.hopper_minecart: #11, 10(0%)
minecraft.dropped.warped_nylium: #11, 1(0%)
minecraft.crafted.cyan_stained_glass: #11, 40(0%)
minecraft.mined.mangrove_wood: #11, 1(0%)
minecraft.dropped.gold_nugget: #11, 72(0%)
minecraft.used.waxed_exposed_cut_copper_stairs: #11, 2(0%)
minecraft.dropped.cobbled_deepslate_stairs: #11, 1(0%)
minecraft.used.crimson_fungus: #11, 7(0%)
minecraft.used.bubble_coral_fan: #11, 1(0%)
minecraft.dropped.warped_stem: #11, 3(0%)
minecraft.dropped.clay_ball: #11, 24(0%)
minecraft.dropped.sea_lantern: #11, 3(0%)
minecraft.crafted.chiseled_quartz_block: #11, 1(0%)
minecraft.dropped.ink_sac: #11, 12(0%)
minecraft.crafted.red_sandstone: #11, 6(0%)
minecraft.used.waxed_oxidized_copper: #11, 1(0%)
minecraft.crafted.orange_carpet: #11, 3(0%)
minecraft.mined.light_blue_terracotta: #11, 1(0%)
minecraft.crafted.chest: #12, 2040(3%)
minecraft.picked_up.spruce_trapdoor: #12, 256(3%)
minecraft.used.spruce_log: #12, 1311(3%)
minecraft.dropped.bow: #12, 109(2%)
minecraft.used.spruce_fence: #12, 606(3%)
minecraft.picked_up.iron_block: #12, 1274(3%)
minecraft.picked_up.bone_block: #12, 595(3%)
minecraft.used.oak_door: #12, 6(4%)
minecraft.mined.furnace: #12, 71(2%)
minecraft.picked_up.poisonous_potato: #12, 6(3%)
minecraft.mined.shroomlight: #12, 133(3%)
minecraft.mined.budding_amethyst: #12, 12(3%)
minecraft.picked_up.furnace: #12, 69(2%)
minecraft.crafted.dark_oak_sign: #12, 54(3%)
minecraft.used.emerald_block: #12, 516(2%)
minecraft.used.poppy: #12, 15(2%)
minecraft.crafted.smooth_stone: #12, 317(2%)
minecraft.used.polished_deepslate: #12, 1470(2%)
minecraft.crafted.dark_oak_stairs: #12, 252(2%)
minecraft.mined.spruce_wall_sign: #12, 12(2%)
minecraft.used.stone_brick_stairs: #12, 197(2%)
minecraft.crafted.coal: #12, 1161(2%)
minecraft.picked_up.gray_stained_glass: #12, 43(3%)
minecraft.picked_up.copper_block: #12, 215(2%)
minecraft.killed_by.creeper: #12, 2(2%)
minecraft.picked_up.warped_planks: #12, 197(2%)
minecraft.mined.spruce_planks: #12, 324(1%)
minecraft.mined.stone_brick_stairs: #12, 42(2%)
minecraft.used.ender_pearl: #12, 98(1%)
minecraft.picked_up.piston: #12, 156(2%)
minecraft.crafted.oak_boat: #12, 6(2%)
minecraft.picked_up.saddle: #12, 6(1%)
minecraft.dropped.bucket: #12, 14(2%)
minecraft.crafted.cyan_shulker_box: #12, 6(2%)
minecraft.used.diamond_boots: #12, 3(2%)
minecraft.dropped.player_head: #12, 134(1%)
minecraft.picked_up.bread: #12, 185(2%)
minecraft.crafted.lime_shulker_box: #12, 3(2%)
minecraft.mined.andesite_slab: #12, 10(2%)
minecraft.crafted.red_shulker_box: #12, 8(2%)
minecraft.crafted.coal_block: #12, 323(1%)
minecraft.used.dark_oak_slab: #12, 414(1%)
minecraft.mined.rooted_dirt: #12, 198(1%)
minecraft.picked_up.iron_horse_armor: #12, 1(2%)
minecraft.picked_up.white_stained_glass: #12, 169(1%)
minecraft.killed.horse: #12, 3(1%)
minecraft.used.prismarine_bricks: #12, 146(1%)
minecraft.crafted.birch_stairs: #12, 36(1%)
minecraft.mined.exposed_copper: #12, 28(1%)
minecraft.used.snow_block: #12, 1530(1%)
minecraft.used.mossy_cobblestone_slab: #12, 35(1%)
minecraft.crafted.yellow_terracotta: #12, 160(1%)
minecraft.mined.crimson_fungus: #12, 16(1%)
minecraft.crafted.soul_torch: #12, 104(1%)
minecraft.used.warped_button: #12, 8(1%)
minecraft.picked_up.diamond_horse_armor: #12, 1(2%)
minecraft.used.string: #12, 228(1%)
minecraft.crafted.blast_furnace: #12, 8(1%)
minecraft.picked_up.gold_ingot: #12, 253(1%)
minecraft.crafted.quartz_stairs: #12, 12(1%)
minecraft.picked_up.jungle_sapling: #12, 33(1%)
minecraft.used.cyan_concrete_powder: #12, 249(1%)
minecraft.picked_up.mossy_cobblestone_slab: #12, 6(1%)
minecraft.crafted.cyan_carpet: #12, 28(1%)
minecraft.used.crimson_stairs: #12, 28(1%)
minecraft.picked_up.acacia_sapling: #12, 68(1%)
minecraft.crafted.cooked_porkchop: #12, 8(1%)
minecraft.crafted.purple_stained_glass: #12, 248(1%)
minecraft.dropped.glass: #12, 146(1%)
minecraft.crafted.brown_terracotta: #12, 40(1%)
minecraft.picked_up.quartz_block: #12, 160(1%)
minecraft.mined.blackstone_slab: #12, 5(1%)
minecraft.crafted.orange_stained_glass: #12, 200(1%)
minecraft.picked_up.acacia_wood: #12, 6(1%)
minecraft.mined.chorus_plant: #12, 4(1%)
minecraft.picked_up.black_wool: #12, 116(0%)
minecraft.crafted.orange_stained_glass_pane: #12, 16(1%)
minecraft.mined.green_concrete_powder: #12, 14(1%)
minecraft.dropped.cobbled_deepslate_slab: #12, 6(1%)
minecraft.mined.warped_stem: #12, 139(0%)
minecraft.crafted.birch_fence_gate: #12, 7(1%)
minecraft.used.light_blue_stained_glass_pane: #12, 11(1%)
minecraft.used.red_stained_glass: #12, 74(1%)
minecraft.used.light_gray_carpet: #12, 69(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #12, 9(1%)
minecraft.mined.red_sand: #12, 186(0%)
minecraft.used.birch_fence_gate: #12, 6(1%)
minecraft.used.andesite_wall: #12, 72(0%)
minecraft.picked_up.lily_of_the_valley: #12, 14(0%)
minecraft.crafted.green_carpet: #12, 36(0%)
minecraft.used.golden_carrot: #13, 1331(2%)
minecraft.picked_up.jungle_slab: #12, 10(1%)
minecraft.dropped.tnt: #12, 148(0%)
minecraft.used.diorite_wall: #12, 14(0%)
minecraft.picked_up.copper_ingot: #12, 123(0%)
minecraft.dropped.dripstone_block: #12, 8(0%)
minecraft.picked_up.chiseled_quartz_block: #12, 1(0%)
minecraft.dropped.crimson_slab: #12, 2(0%)
minecraft.used.warped_hyphae: #12, 26(0%)
minecraft.picked_up.gravel: #13, 15552(3%)
minecraft.crafted.light_blue_shulker_box: #12, 3(0%)
minecraft.crafted.yellow_bed: #12, 1(0%)
minecraft.crafted.pumpkin_seeds: #12, 4(0%)
minecraft.dropped.glowstone_dust: #12, 10(0%)
minecraft.used.magenta_terracotta: #12, 6(0%)
minecraft.used.purple_wool: #12, 11(0%)
