stat, rank, value, (percentage) 
minecraft.crafted.iron_helmet: #13, 4(1%)
minecraft.picked_up.polished_deepslate_slab: #13, 105(2%)
minecraft.used.armor_stand: #13, 50(1%)
minecraft.mined.lever: #13, 23(1%)
minecraft.picked_up.blaze_rod: #13, 75(2%)
minecraft.crafted.stone_hoe: #13, 2(2%)
minecraft.custom.interact_with_blast_furnace: #13, 80(1%)
minecraft.killed.cow: #13, 92(1%)
minecraft.used.ender_pearl: #13, 91(1%)
minecraft.crafted.clock: #13, 5(2%)
minecraft.used.gray_concrete_powder: #13, 840(2%)
minecraft.crafted.note_block: #13, 69(1%)
minecraft.custom.interact_with_brewingstand: #13, 130(1%)
minecraft.used.diamond_sword: #13, 9167(1%)
minecraft.crafted.yellow_shulker_box: #13, 4(2%)
minecraft.used.spruce_leaves: #13, 551(1%)
minecraft.picked_up.light_gray_shulker_box: #13, 42(1%)
minecraft.used.leather_chestplate: #13, 1(2%)
minecraft.used.mangrove_sign: #13, 8(2%)
minecraft.used.red_wool: #13, 132(1%)
minecraft.mined.blast_furnace: #13, 5(1%)
minecraft.picked_up.stone_hoe: #13, 1(2%)
minecraft.dropped.diamond_block: #13, 28(1%)
minecraft.crafted.blaze_powder: #13, 92(1%)
minecraft.mined.dark_oak_leaves: #13, 559(1%)
minecraft.used.acacia_button: #13, 3(1%)
minecraft.mined.yellow_concrete: #13, 156(1%)
minecraft.mined.gray_shulker_box: #13, 34(1%)
minecraft.mined.mossy_cobblestone_slab: #13, 3(1%)
minecraft.crafted.white_stained_glass_pane: #13, 112(1%)
minecraft.crafted.warped_fence: #13, 27(1%)
minecraft.used.acacia_log: #13, 117(1%)
minecraft.mined.yellow_bed: #13, 8(1%)
minecraft.used.cooked_porkchop: #13, 226(1%)
minecraft.used.target: #13, 22(1%)
minecraft.used.deepslate_tile_stairs: #13, 104(1%)
minecraft.crafted.bone_block: #13, 1372(1%)
minecraft.crafted.brush: #13, 1(1%)
minecraft.dropped.leather_leggings: #13, 3(1%)
minecraft.used.dark_oak_boat: #13, 4(1%)
minecraft.custom.trigger_trapped_chest: #13, 5(1%)
minecraft.picked_up.purpur_stairs: #13, 10(1%)
minecraft.used.white_stained_glass_pane: #13, 49(1%)
minecraft.used.soul_sand: #13, 136(0%)
minecraft.dropped.snowball: #13, 98(0%)
minecraft.used.yellow_bed: #13, 6(1%)
minecraft.picked_up.netherite_shovel: #13, 2(1%)
minecraft.mined.light_gray_terracotta: #13, 68(0%)
minecraft.used.yellow_concrete: #13, 70(0%)
minecraft.dropped.chainmail_boots: #13, 1(1%)
minecraft.used.oak_fence_gate: #13, 4(1%)
minecraft.mined.carved_pumpkin: #13, 72(0%)
minecraft.mined.red_stained_glass: #13, 8(0%)
minecraft.mined.tube_coral_wall_fan: #13, 11(1%)
minecraft.picked_up.warped_roots: #13, 121(0%)
minecraft.picked_up.brain_coral_fan: #13, 10(0%)
minecraft.picked_up.warped_fungus: #13, 32(0%)
minecraft.picked_up.tube_coral_fan: #13, 9(0%)
minecraft.mined.brain_coral_wall_fan: #13, 7(0%)
minecraft.crafted.wooden_sword: #13, 7(0%)
minecraft.mined.fire_coral_wall_fan: #13, 8(0%)
minecraft.dropped.crossbow: #13, 7(0%)
minecraft.used.orange_concrete_powder: #13, 64(0%)
minecraft.custom.interact_with_smoker: #13, 2(0%)
minecraft.dropped.leather_chestplate: #13, 2(0%)
minecraft.crafted.mangrove_button: #13, 1(0%)
minecraft.dropped.dark_oak_trapdoor: #13, 4(0%)
minecraft.mined.horn_coral_wall_fan: #13, 5(0%)
minecraft.mined.end_stone: #13, 156(0%)
minecraft.crafted.jungle_slab: #13, 24(0%)
minecraft.picked_up.horn_coral_fan: #13, 5(0%)
minecraft.used.mud: #13, 118(0%)
minecraft.picked_up.deepslate_brick_wall: #13, 5(0%)
minecraft.picked_up.rabbit_hide: #13, 1(0%)
minecraft.picked_up.cut_sandstone: #13, 21(0%)
minecraft.dropped.golden_sword: #13, 3(0%)
minecraft.crafted.tnt: #13, 234(0%)
minecraft.used.purpur_block: #13, 3(0%)
minecraft.used.black_bed: #13, 2(0%)
minecraft.used.end_stone_bricks: #13, 5(0%)
minecraft.mined.blue_terracotta: #13, 6(0%)
minecraft.mined.polished_granite_slab: #13, 2(0%)
minecraft.mined.stripped_jungle_log: #13, 5(0%)
minecraft.used.red_mushroom: #13, 7(0%)
minecraft.picked_up.stripped_jungle_log: #13, 5(0%)
minecraft.dropped.clay_ball: #13, 15(0%)
minecraft.mined.smooth_sandstone_stairs: #13, 1(0%)
minecraft.picked_up.smooth_sandstone_stairs: #13, 1(0%)
minecraft.used.polished_blackstone_wall: #13, 3(0%)
minecraft.used.blackstone_wall: #13, 1(0%)
minecraft.picked_up.mycelium: #13, 2(0%)
minecraft.used.smooth_sandstone_stairs: #13, 1(0%)
minecraft.used.pink_stained_glass: #13, 1(0%)
minecraft.killed.pillager: #13, 53(0%)
minecraft.custom.sneak_time: #15, 4031766(3%)
minecraft.custom.sprint_one_cm: #15, 106804246(4%)
minecraft.picked_up.shulker_box: #14, 2188(3%)
minecraft.used.shulker_box: #14, 2059(3%)
minecraft.mined.shulker_box: #14, 2019(3%)
minecraft.used.spruce_sign: #14, 72(3%)
minecraft.picked_up.writable_book: #14, 9(3%)
minecraft.picked_up.lapis_ore: #14, 60(3%)
minecraft.mined.wheat: #14, 733(2%)
minecraft.crafted.chest: #14, 1470(2%)
minecraft.mined.spruce_trapdoor: #14, 142(2%)
minecraft.mined.anvil: #14, 27(2%)
minecraft.picked_up.oak_boat: #14, 27(2%)
minecraft.picked_up.wheat_seeds: #14, 4893(2%)
minecraft.used.flower_pot: #14, 45(2%)
minecraft.crafted.bucket: #14, 163(2%)
minecraft.picked_up.lever: #14, 81(2%)
minecraft.dropped.wooden_pickaxe: #14, 1(2%)
minecraft.used.oak_boat: #14, 20(2%)
minecraft.picked_up.ender_chest: #14, 271(1%)
minecraft.picked_up.glow_ink_sac: #14, 221(2%)
minecraft.mined.dark_oak_stairs: #14, 38(2%)
minecraft.crafted.spruce_fence: #14, 367(2%)
minecraft.crafted.coarse_dirt: #14, 676(1%)
minecraft.picked_up.yellow_shulker_box: #14, 80(1%)
minecraft.mined.big_dripleaf: #14, 6(2%)
minecraft.used.yellow_shulker_box: #14, 79(1%)
minecraft.mined.tall_seagrass: #14, 81(2%)
minecraft.picked_up.music_disc_otherside: #14, 4(2%)
minecraft.used.note_block: #14, 67(1%)
minecraft.custom.sleep_in_bed: #15, 1195(3%)
minecraft.dropped.glass_bottle: #14, 92(1%)
minecraft.mined.birch_wall_sign: #14, 15(1%)
minecraft.mined.dark_oak_fence: #14, 31(1%)
minecraft.picked_up.spyglass: #14, 2(2%)
minecraft.picked_up.music_disc_13: #14, 7(1%)
minecraft.crafted.dark_oak_sign: #14, 24(1%)
minecraft.picked_up.red_mushroom_block: #14, 649(1%)
minecraft.used.gray_shulker_box: #14, 39(1%)
minecraft.mined.stripped_spruce_log: #14, 115(1%)
minecraft.crafted.coal_block: #14, 249(1%)
minecraft.crafted.cyan_shulker_box: #14, 4(1%)
minecraft.dropped.kelp: #14, 105(1%)
minecraft.picked_up.painting: #14, 17(1%)
minecraft.used.polished_deepslate: #14, 611(1%)
minecraft.used.stone_brick_wall: #14, 86(1%)
minecraft.used.snow_block: #14, 1363(1%)
minecraft.picked_up.gray_shulker_box: #14, 34(1%)
minecraft.used.flowering_azalea_leaves: #14, 124(1%)
minecraft.picked_up.stripped_spruce_log: #14, 108(1%)
minecraft.crafted.tripwire_hook: #14, 22(1%)
minecraft.picked_up.gray_wool: #14, 106(1%)
minecraft.used.golden_apple: #14, 3(1%)
minecraft.mined.crimson_trapdoor: #14, 5(1%)
minecraft.mined.glow_lichen: #14, 246(1%)
minecraft.mined.comparator: #14, 20(1%)
minecraft.mined.magma_block: #14, 343(1%)
minecraft.picked_up.leather_chestplate: #14, 5(1%)
minecraft.mined.dark_oak_wall_sign: #14, 4(1%)
minecraft.mined.stone_bricks: #14, 302(1%)
minecraft.used.smooth_stone: #14, 192(1%)
minecraft.picked_up.leather_boots: #14, 11(1%)
minecraft.crafted.comparator: #14, 83(1%)
minecraft.picked_up.wooden_hoe: #14, 1(1%)
minecraft.crafted.raw_gold: #14, 72(1%)
minecraft.crafted.jukebox: #14, 3(1%)
minecraft.used.warped_fence: #14, 18(1%)
minecraft.crafted.hopper_minecart: #14, 28(1%)
minecraft.crafted.acacia_button: #14, 3(1%)
minecraft.used.cake: #14, 1(1%)
minecraft.used.tinted_glass: #14, 314(1%)
minecraft.dropped.jungle_planks: #14, 6(1%)
minecraft.mined.cut_copper: #14, 4(1%)
minecraft.killed.cod: #14, 7(1%)
minecraft.killed.bee: #14, 1(1%)
minecraft.dropped.item_frame: #14, 2(1%)
minecraft.mined.slime_block: #14, 72(0%)
minecraft.used.blue_shulker_box: #14, 25(1%)
minecraft.dropped.glow_ink_sac: #14, 7(1%)
minecraft.picked_up.prismarine_crystals: #14, 26(0%)
minecraft.picked_up.cut_copper: #14, 4(1%)
minecraft.picked_up.oak_button: #14, 1(1%)
minecraft.dropped.spider_eye: #14, 485(0%)
minecraft.dropped.wooden_shovel: #14, 1(1%)
minecraft.picked_up.blue_shulker_box: #14, 21(0%)
minecraft.mined.blue_shulker_box: #14, 21(0%)
minecraft.crafted.polished_deepslate_slab: #14, 72(0%)
minecraft.picked_up.fire_coral: #14, 2(0%)
minecraft.used.yellow_dye: #14, 1(0%)
minecraft.crafted.gold_ingot: #14, 1863(0%)
minecraft.mined.prismarine_bricks: #14, 21(0%)
minecraft.dropped.cooked_porkchop: #14, 114(0%)
minecraft.mined.stripped_oak_log: #14, 44(0%)
minecraft.used.warped_stairs: #14, 21(0%)
minecraft.dropped.oak_trapdoor: #14, 1(0%)
minecraft.dropped.sugar: #14, 20(0%)
minecraft.picked_up.fire_coral_fan: #14, 7(0%)
minecraft.crafted.sandstone: #14, 97(0%)
minecraft.crafted.iron_hoe: #14, 1(0%)
minecraft.picked_up.white_stained_glass: #14, 29(0%)
minecraft.picked_up.gray_carpet: #14, 56(0%)
minecraft.used.mossy_cobblestone_stairs: #14, 4(0%)
minecraft.used.large_amethyst_bud: #14, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #14, 4(0%)
minecraft.mined.deepslate_brick_wall: #14, 2(0%)
minecraft.dropped.carrot: #14, 43(0%)
minecraft.picked_up.bubble_coral_fan: #14, 4(0%)
minecraft.dropped.cobblestone_wall: #14, 2(0%)
minecraft.mined.bubble_coral_fan: #14, 1(0%)
minecraft.mined.lime_wool: #14, 2(0%)
minecraft.mined.black_bed: #14, 1(0%)
minecraft.picked_up.jungle_slab: #14, 3(0%)
minecraft.mined.magenta_glazed_terracotta: #14, 1(0%)
minecraft.used.red_stained_glass: #14, 15(0%)
minecraft.mined.acacia_planks: #14, 2(0%)
minecraft.dropped.gray_wool: #14, 2(0%)
minecraft.dropped.shulker_shell: #14, 3(0%)
minecraft.dropped.ice: #14, 4(0%)
minecraft.used.stripped_oak_log: #14, 14(0%)
minecraft.crafted.clay: #14, 11(0%)
minecraft.picked_up.pink_wool: #14, 3(0%)
minecraft.picked_up.magenta_glazed_terracotta: #14, 1(0%)
minecraft.used.pink_wool: #14, 5(0%)
minecraft.picked_up.cracked_deepslate_bricks: #14, 1(0%)
minecraft.picked_up.blue_orchid: #14, 1(0%)
minecraft.used.brick_slab: #14, 1(0%)
minecraft.crafted.black_carpet: #14, 3(0%)
minecraft.killed.witch: #14, 6(0%)
minecraft.killed_by.vex: #15, 7(3%)
minecraft.mined.powder_snow: #15, 47(3%)
minecraft.mined.crafting_table: #15, 153(2%)
minecraft.picked_up.composter: #15, 60(3%)
minecraft.picked_up.ladder: #15, 147(2%)
minecraft.crafted.dark_oak_planks: #15, 6928(2%)
minecraft.picked_up.diamond: #15, 659(2%)
minecraft.used.stone_axe: #15, 176(2%)
minecraft.mined.spruce_slab: #15, 192(2%)
minecraft.used.bucket: #15, 1971(2%)
minecraft.used.stone_pickaxe: #15, 276(2%)
minecraft.mined.oak_trapdoor: #15, 24(2%)
minecraft.custom.interact_with_loom: #15, 16(2%)
minecraft.killed.glow_squid: #15, 31(2%)
minecraft.custom.bell_ring: #15, 50(2%)
minecraft.used.spruce_fence: #15, 332(2%)
minecraft.mined.polished_andesite: #15, 81(2%)
minecraft.used.wheat_seeds: #15, 884(2%)
minecraft.used.lava_bucket: #15, 178(2%)
minecraft.used.granite: #15, 354(1%)
minecraft.mined.end_rod: #15, 39(1%)
minecraft.used.white_shulker_box: #15, 91(1%)
minecraft.crafted.dark_oak_slab: #15, 700(1%)
minecraft.mined.white_shulker_box: #15, 86(1%)
minecraft.picked_up.white_shulker_box: #15, 87(1%)
minecraft.picked_up.leather_helmet: #15, 4(1%)
minecraft.mined.yellow_shulker_box: #15, 76(1%)
minecraft.mined.nether_gold_ore: #15, 121(1%)
minecraft.used.beacon: #15, 11(1%)
minecraft.used.poppy: #15, 8(1%)
minecraft.picked_up.flint: #15, 226(1%)
minecraft.mined.big_dripleaf_stem: #15, 5(2%)
minecraft.picked_up.carrot: #15, 945(1%)
minecraft.mined.lightning_rod: #15, 14(1%)
minecraft.picked_up.nether_quartz_ore: #15, 204(1%)
minecraft.dropped.bucket: #15, 10(1%)
minecraft.dropped.coal_ore: #15, 40(1%)
minecraft.used.dark_oak_sign: #15, 19(1%)
minecraft.used.ender_chest: #15, 152(1%)
minecraft.used.purple_shulker_box: #15, 20(1%)
minecraft.used.coarse_dirt: #15, 412(1%)
minecraft.picked_up.birch_leaves: #15, 498(1%)
minecraft.crafted.iron_door: #15, 6(1%)
minecraft.used.deepslate_bricks: #15, 852(1%)
minecraft.picked_up.purple_shulker_box: #15, 16(1%)
minecraft.dropped.iron_nugget: #15, 389(1%)
minecraft.crafted.jungle_planks: #15, 1004(1%)
minecraft.mined.ender_chest: #15, 128(1%)
minecraft.mined.purple_shulker_box: #15, 16(1%)
minecraft.picked_up.dark_oak_stairs: #15, 34(1%)
minecraft.mined.red_mushroom_block: #15, 660(1%)
minecraft.picked_up.glow_lichen: #15, 310(1%)
minecraft.killed.piglin: #15, 18(1%)
minecraft.mined.deepslate_coal_ore: #15, 3(1%)
minecraft.mined.coarse_dirt: #15, 121(1%)
minecraft.picked_up.stone_sword: #15, 5(1%)
minecraft.dropped.leather_helmet: #15, 2(1%)
minecraft.crafted.iron_nugget: #15, 1991(1%)
minecraft.picked_up.spruce_pressure_plate: #15, 2(1%)
minecraft.used.orange_shulker_box: #15, 26(1%)
minecraft.dropped.potion: #15, 16(1%)
minecraft.used.big_dripleaf: #15, 6(1%)
minecraft.picked_up.orange_shulker_box: #15, 23(1%)
minecraft.used.white_dye: #15, 11(1%)
minecraft.used.lapis_ore: #15, 6(1%)
minecraft.mined.orange_shulker_box: #15, 23(1%)
minecraft.used.apple: #15, 3(1%)
minecraft.picked_up.crossbow: #15, 8(1%)
minecraft.mined.spruce_button: #15, 1(1%)
minecraft.used.yellow_concrete_powder: #15, 88(0%)
minecraft.mined.polished_deepslate_slab: #15, 39(0%)
minecraft.picked_up.tropical_fish: #15, 23(0%)
minecraft.crafted.cooked_beef: #15, 24(0%)
minecraft.used.granite_slab: #15, 21(0%)
minecraft.mined.white_stained_glass: #15, 33(0%)
minecraft.dropped.sandstone: #15, 36(0%)
minecraft.mined.brain_coral: #15, 2(1%)
minecraft.dropped.mud: #15, 5(0%)
minecraft.used.rooted_dirt: #15, 28(0%)
minecraft.used.music_disc_cat: #15, 1(0%)
minecraft.mined.fire_coral: #15, 2(0%)
minecraft.picked_up.charcoal: #15, 22(0%)
minecraft.used.white_banner: #15, 2(0%)
minecraft.crafted.oak_fence_gate: #15, 3(0%)
minecraft.crafted.warped_stairs: #15, 20(0%)
minecraft.picked_up.stripped_oak_log: #15, 43(0%)
minecraft.used.cyan_concrete_powder: #15, 72(0%)
minecraft.picked_up.end_stone: #15, 152(0%)
minecraft.used.oxidized_cut_copper_stairs: #15, 13(0%)
minecraft.used.warped_nylium: #15, 8(0%)
minecraft.killed.creeper: #15, 114(0%)
minecraft.crafted.cut_copper: #15, 4(0%)
minecraft.crafted.netherite_scrap: #15, 9(0%)
minecraft.dropped.nether_bricks: #15, 3(0%)
minecraft.dropped.raw_gold: #15, 2(0%)
minecraft.mined.polished_blackstone_stairs: #15, 2(0%)
minecraft.used.cut_copper: #15, 7(0%)
minecraft.picked_up.black_bed: #15, 1(0%)
minecraft.used.smooth_sandstone: #15, 83(0%)
minecraft.picked_up.cornflower: #15, 45(0%)
minecraft.mined.light_gray_carpet: #15, 3(0%)
minecraft.crafted.polished_basalt: #15, 8(0%)
minecraft.crafted.wooden_shovel: #15, 1(0%)
minecraft.killed.wither_skeleton: #15, 24(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #15, 5(0%)
minecraft.picked_up.blue_ice: #15, 1(0%)
minecraft.used.blue_ice: #15, 1(0%)
minecraft.used.black_carpet: #15, 2(0%)
minecraft.killed_by.ravager: #16, 41(3%)
minecraft.picked_up.spruce_door: #16, 11(3%)
minecraft.custom.inspect_hopper: #16, 928(2%)
minecraft.used.writable_book: #16, 121(2%)
minecraft.picked_up.wheat: #16, 923(2%)
minecraft.killed.player: #16, 34(2%)
minecraft.crafted.lever: #16, 110(2%)
minecraft.mined.spruce_door: #16, 6(2%)
minecraft.mined.sweet_berry_bush: #16, 9(2%)
minecraft.picked_up.raw_gold: #16, 628(2%)
minecraft.used.stonecutter: #16, 42(2%)
minecraft.picked_up.cobbled_deepslate: #16, 14571(2%)
minecraft.picked_up.kelp: #16, 1929(2%)
minecraft.used.bow: #16, 990(1%)
minecraft.mined.spruce_log: #16, 3456(1%)
minecraft.picked_up.blackstone: #16, 2629(2%)
minecraft.used.wooden_sword: #16, 72(2%)
minecraft.crafted.wooden_pickaxe: #16, 1(2%)
minecraft.mined.hopper: #16, 148(2%)
minecraft.used.oak_slab: #16, 137(1%)
minecraft.picked_up.basalt: #16, 2863(1%)
minecraft.used.shield: #16, 74(2%)
minecraft.used.deepslate_tiles: #16, 883(1%)
minecraft.mined.spruce_leaves: #16, 1257(1%)
minecraft.picked_up.red_terracotta: #16, 498(1%)
minecraft.crafted.enchanting_table: #16, 1(2%)
minecraft.picked_up.rooted_dirt: #16, 207(1%)
minecraft.dropped.ender_chest: #16, 4(1%)
minecraft.used.netherrack: #16, 1858(1%)
minecraft.mined.seagrass: #16, 74(1%)
minecraft.mined.redstone_lamp: #16, 11(1%)
minecraft.picked_up.golden_boots: #16, 6(1%)
minecraft.picked_up.cauldron: #16, 9(1%)
minecraft.used.lime_shulker_box: #16, 34(1%)
minecraft.mined.spruce_wall_sign: #16, 6(1%)
minecraft.used.deepslate_redstone_ore: #16, 87(1%)
minecraft.used.basalt: #16, 735(1%)
minecraft.used.dark_oak_stairs: #16, 118(1%)
minecraft.mined.lime_shulker_box: #16, 30(1%)
minecraft.picked_up.lime_shulker_box: #16, 30(1%)
minecraft.crafted.dark_oak_stairs: #16, 112(1%)
minecraft.mined.dark_oak_sign: #16, 1(1%)
minecraft.used.andesite_stairs: #16, 35(1%)
minecraft.mined.birch_leaves: #16, 582(1%)
minecraft.used.stone_pressure_plate: #16, 9(1%)
minecraft.mined.rooted_dirt: #16, 131(1%)
minecraft.mined.carrots: #16, 92(1%)
minecraft.picked_up.chainmail_leggings: #16, 1(1%)
minecraft.used.flint_and_steel: #16, 117(1%)
minecraft.crafted.white_bed: #16, 6(1%)
minecraft.crafted.red_shulker_box: #16, 4(1%)
minecraft.crafted.white_wool: #16, 452(1%)
minecraft.custom.animals_bred: #16, 98(1%)
minecraft.dropped.bundle: #16, 4(1%)
minecraft.picked_up.grass: #16, 81(1%)
minecraft.crafted.iron_leggings: #16, 3(0%)
minecraft.picked_up.yellow_terracotta: #16, 93(1%)
minecraft.used.magma_block: #16, 137(1%)
minecraft.picked_up.cobblestone_wall: #16, 15(0%)
minecraft.picked_up.cooked_porkchop: #16, 270(0%)
minecraft.dropped.flint: #16, 36(0%)
minecraft.mined.large_amethyst_bud: #16, 5(0%)
minecraft.used.dark_prismarine: #16, 42(0%)
minecraft.crafted.oxidized_cut_copper_stairs: #16, 4(0%)
minecraft.used.white_terracotta: #16, 56(0%)
minecraft.used.gray_wool: #16, 44(0%)
minecraft.picked_up.jungle_planks: #16, 24(0%)
minecraft.picked_up.bubble_coral: #16, 1(0%)
minecraft.picked_up.allium: #16, 6(0%)
minecraft.used.grass: #16, 18(0%)
minecraft.mined.smooth_sandstone: #16, 14(0%)
minecraft.dropped.chorus_fruit: #16, 5(0%)
minecraft.used.orange_wool: #16, 22(0%)
minecraft.used.bricks: #16, 22(0%)
minecraft.dropped.powered_rail: #16, 2(0%)
minecraft.used.brown_terracotta: #16, 31(0%)
minecraft.mined.chorus_plant: #16, 1(0%)
minecraft.crafted.compass: #16, 29(0%)
minecraft.mined.warped_fence: #16, 1(0%)
minecraft.crafted.dark_oak_button: #16, 4(0%)
minecraft.picked_up.cooked_mutton: #16, 1(0%)
minecraft.mined.warped_stairs: #16, 1(0%)
minecraft.used.cracked_stone_bricks: #16, 7(0%)
minecraft.used.mossy_stone_bricks: #16, 3(0%)
minecraft.used.dark_oak_button: #16, 2(0%)
minecraft.picked_up.large_amethyst_bud: #16, 1(0%)
minecraft.crafted.cracked_stone_bricks: #16, 8(0%)
minecraft.mined.white_carpet: #16, 6(0%)
minecraft.mined.brick_slab: #16, 1(0%)
minecraft.dropped.amethyst_block: #16, 1(0%)
minecraft.mined.medium_amethyst_bud: #16, 1(0%)
minecraft.picked_up.polished_granite_slab: #16, 1(0%)
minecraft.crafted.yellow_carpet: #16, 6(0%)
minecraft.used.yellow_carpet: #16, 6(0%)
minecraft.mined.dark_prismarine_slab: #16, 1(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #16, 5(0%)
minecraft.mined.muddy_mangrove_roots: #16, 1(0%)
minecraft.mined.stripped_mangrove_log: #16, 1(0%)
minecraft.mined.blue_ice: #16, 1(0%)
minecraft.picked_up.stripped_mangrove_log: #16, 1(0%)
minecraft.used.stripped_warped_stem: #16, 1(0%)
minecraft.mined.torch: #17, 606(2%)
minecraft.mined.wall_torch: #17, 243(2%)
minecraft.picked_up.cyan_shulker_box: #17, 143(2%)
minecraft.mined.deepslate_gold_ore: #17, 336(2%)
minecraft.used.iron_axe: #17, 660(2%)
minecraft.used.anvil: #17, 68(2%)
minecraft.used.lever: #17, 118(2%)
minecraft.used.white_bed: #17, 54(2%)
minecraft.picked_up.oak_trapdoor: #17, 27(2%)
minecraft.custom.interact_with_lectern: #17, 118(1%)
minecraft.crafted.spruce_slab: #17, 1054(2%)
minecraft.used.spruce_planks: #17, 904(1%)
minecraft.crafted.coal: #17, 918(2%)
minecraft.mined.amethyst_block: #17, 345(2%)
minecraft.custom.interact_with_beacon: #17, 16(1%)
minecraft.picked_up.wooden_pickaxe: #17, 1(2%)
minecraft.picked_up.scaffolding: #17, 2951(1%)
minecraft.dropped.netherite_leggings: #17, 1(2%)
minecraft.used.spruce_slab: #17, 530(1%)
minecraft.used.dandelion: #17, 6(1%)
minecraft.crafted.bow: #17, 59(1%)
minecraft.used.campfire: #17, 38(1%)
minecraft.custom.walk_one_cm: #18, 79125781(2%)
minecraft.crafted.polished_andesite: #17, 556(1%)
minecraft.picked_up.bundle: #17, 13(1%)
minecraft.used.oak_door: #17, 2(1%)
minecraft.picked_up.deepslate_lapis_ore: #17, 25(1%)
minecraft.custom.play_record: #17, 11(1%)
minecraft.picked_up.green_shulker_box: #17, 23(1%)
minecraft.used.baked_potato: #17, 52(1%)
minecraft.mined.green_shulker_box: #17, 22(1%)
minecraft.mined.red_terracotta: #17, 288(1%)
minecraft.mined.basalt: #17, 2133(1%)
minecraft.used.stone_brick_slab: #17, 149(1%)
minecraft.picked_up.big_dripleaf: #17, 31(1%)
minecraft.dropped.writable_book: #17, 1(1%)
minecraft.dropped.scaffolding: #17, 87(1%)
minecraft.crafted.iron_chestplate: #17, 3(0%)
minecraft.used.dark_oak_trapdoor: #17, 87(0%)
minecraft.used.comparator: #17, 50(0%)
minecraft.used.redstone_block: #17, 87(0%)
minecraft.crafted.slime_ball: #17, 137(0%)
minecraft.used.dripstone_block: #17, 24(0%)
minecraft.dropped.brown_mushroom: #17, 5(0%)
minecraft.used.black_wool: #17, 42(0%)
minecraft.used.red_terracotta: #17, 185(0%)
minecraft.custom.mob_kills: #17, 30132(0%)
minecraft.picked_up.lily_pad: #17, 2(0%)
minecraft.mined.deepslate_brick_stairs: #17, 9(0%)
minecraft.mined.fern: #17, 28(0%)
minecraft.used.polished_deepslate_slab: #17, 97(0%)
minecraft.used.netherite_pickaxe: #17, 11829(0%)
minecraft.picked_up.horn_coral: #17, 1(0%)
minecraft.mined.yellow_terracotta: #17, 31(0%)
minecraft.mined.horn_coral: #17, 1(0%)
minecraft.dropped.big_dripleaf: #17, 1(0%)
minecraft.picked_up.brown_terracotta: #17, 135(0%)
minecraft.used.packed_ice: #17, 138(0%)
minecraft.dropped.blackstone: #17, 41(0%)
minecraft.mined.gray_concrete_powder: #17, 1(0%)
minecraft.used.light_gray_terracotta: #17, 10(0%)
minecraft.dropped.white_terracotta: #17, 2(0%)
minecraft.mined.brown_terracotta: #17, 71(0%)
minecraft.crafted.beehive: #17, 2(0%)
minecraft.mined.lime_concrete: #17, 8(0%)
minecraft.picked_up.brick_slab: #17, 1(0%)
minecraft.dropped.obsidian: #17, 3(0%)
minecraft.mined.orange_terracotta: #17, 18(0%)
minecraft.picked_up.raw_iron_block: #17, 4(0%)
minecraft.dropped.potato: #17, 1(0%)
minecraft.used.oak_fence: #18, 138(3%)
minecraft.used.cyan_shulker_box: #18, 182(2%)
minecraft.custom.open_enderchest: #18, 1351(1%)
minecraft.mined.cyan_shulker_box: #18, 129(2%)
minecraft.crafted.spruce_door: #18, 12(2%)
minecraft.used.spruce_trapdoor: #18, 411(1%)
minecraft.custom.boat_one_cm: #18, 4705587(1%)
minecraft.crafted.lectern: #18, 22(2%)
minecraft.used.glow_ink_sac: #18, 52(1%)
minecraft.custom.interact_with_smithing_table: #18, 20(1%)
minecraft.crafted.spruce_planks: #18, 6817(1%)
minecraft.crafted.smooth_stone: #18, 193(1%)
minecraft.mined.fire: #18, 216(1%)
minecraft.picked_up.end_rod: #18, 49(1%)
minecraft.picked_up.filled_map: #18, 887(1%)
minecraft.picked_up.netherrack: #18, 8702(1%)
minecraft.used.deepslate: #18, 1451(1%)
minecraft.picked_up.black_shulker_box: #18, 44(1%)
minecraft.used.green_shulker_box: #18, 26(1%)
minecraft.used.moss_carpet: #18, 174(1%)
minecraft.used.black_shulker_box: #18, 46(1%)
minecraft.mined.blackstone: #18, 1332(1%)
minecraft.mined.black_shulker_box: #18, 40(1%)
minecraft.used.redstone_lamp: #18, 35(1%)
minecraft.killed.shulker: #18, 31(1%)
minecraft.used.glass_bottle: #18, 70(1%)
minecraft.crafted.dark_oak_trapdoor: #18, 116(1%)
minecraft.picked_up.chainmail_boots: #18, 1(1%)
minecraft.mined.large_fern: #18, 25(1%)
minecraft.killed.skeleton: #18, 414(0%)
minecraft.used.smooth_stone_slab: #18, 129(1%)
minecraft.mined.powered_rail: #18, 51(1%)
minecraft.used.observer: #18, 137(0%)
minecraft.picked_up.clay: #18, 279(1%)
minecraft.mined.bamboo_sapling: #18, 1(1%)
minecraft.dropped.magma_block: #18, 6(1%)
minecraft.mined.dead_bush: #18, 20(0%)
minecraft.dropped.cooked_cod: #18, 1(1%)
minecraft.dropped.orange_terracotta: #18, 4(0%)
minecraft.used.hay_block: #18, 4(0%)
minecraft.dropped.filled_map: #18, 174(0%)
minecraft.mined.cobbled_deepslate_stairs: #18, 3(0%)
