stat, rank, value, (percentage) 
minecraft.crafted.conduit: #4, 2(11%)
minecraft.mined.glass: #5, 1440(8%)
minecraft.dropped.chiseled_quartz_block: #3, 2(3%)
minecraft.picked_up.book: #5, 4810(7%)
minecraft.used.stripped_mangrove_wood: #4, 157(12%)
minecraft.crafted.pink_terracotta: #5, 1498(11%)
minecraft.mined.farmland: #5, 86(9%)
minecraft.mined.dead_tube_coral_block: #3, 12(1%)
minecraft.used.ender_eye: #4, 19(13%)
minecraft.dropped.oak_leaves: #5, 283(9%)
minecraft.crafted.lodestone: #3, 3(1%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #3, 11(1%)
minecraft.mined.dark_oak_button: #4, 12(8%)
minecraft.dropped.iron_door: #4, 7(8%)
minecraft.used.mangrove_wood: #4, 410(6%)
minecraft.dropped.purple_glazed_terracotta: #3, 4(1%)
minecraft.custom.tune_noteblock: #5, 2215(6%)
minecraft.crafted.mangrove_wood: #4, 486(6%)
minecraft.dropped.green_stained_glass_pane: #3, 1(1%)
minecraft.mined.crimson_sign: #3, 2(1%)
minecraft.mined.acacia_sapling: #4, 37(9%)
minecraft.dropped.oak_boat: #4, 7(6%)
minecraft.crafted.fishing_rod: #5, 18(10%)
minecraft.mined.coal_block: #5, 63(11%)
minecraft.dropped.spruce_sign: #5, 28(9%)
minecraft.mined.smooth_quartz: #5, 385(8%)
minecraft.mined.stripped_warped_hyphae: #4, 189(7%)
minecraft.dropped.stripped_jungle_log: #3, 2(0%)
minecraft.picked_up.stripped_birch_wood: #4, 134(8%)
minecraft.picked_up.diamond_block: #5, 324(6%)
minecraft.picked_up.yellow_stained_glass_pane: #4, 63(7%)
minecraft.mined.tuff: #5, 10649(6%)
minecraft.picked_up.netherite_ingot: #5, 13(10%)
minecraft.picked_up.stripped_warped_hyphae: #4, 188(7%)
minecraft.used.sniffer_egg: #4, 9(7%)
minecraft.dropped.dark_oak_wood: #4, 28(16%)
minecraft.mined.stone_brick_slab: #4, 159(4%)
minecraft.mined.cyan_wool: #4, 52(6%)
minecraft.mined.brain_coral_block: #4, 230(8%)
minecraft.used.lime_stained_glass: #4, 777(5%)
minecraft.picked_up.elytra: #5, 85(5%)
minecraft.picked_up.lime_wool: #5, 403(9%)
minecraft.dropped.white_stained_glass_pane: #4, 41(10%)
minecraft.picked_up.orange_stained_glass: #4, 180(5%)
minecraft.picked_up.sniffer_egg: #4, 8(6%)
minecraft.dropped.deepslate_tile_stairs: #4, 23(7%)
minecraft.used.stripped_jungle_wood: #4, 73(8%)
minecraft.mined.emerald_block: #5, 1033(7%)
minecraft.dropped.nether_wart_block: #4, 324(5%)
minecraft.used.orange_stained_glass_pane: #4, 72(6%)
minecraft.mined.cave_vines_plant: #4, 68(3%)
minecraft.dropped.crafting_table: #5, 59(7%)
minecraft.mined.mud_bricks: #5, 162(9%)
minecraft.broken.diamond_helmet: #4, 1(12%)
minecraft.dropped.brown_shulker_box: #4, 1(12%)
minecraft.mined.green_concrete: #4, 757(4%)
minecraft.picked_up.mangrove_boat: #4, 5(9%)
minecraft.crafted.decorated_pot: #4, 35(6%)
minecraft.dropped.diamond_boots: #5, 13(7%)
minecraft.crafted.end_crystal: #4, 8(8%)
minecraft.dropped.lava_bucket: #4, 6(6%)
minecraft.crafted.cherry_sign: #4, 12(14%)
minecraft.picked_up.honey_block: #5, 284(7%)
minecraft.crafted.mud_brick_slab: #4, 114(5%)
minecraft.used.cherry_sign: #4, 10(16%)
minecraft.picked_up.lava_bucket: #4, 44(5%)
minecraft.killed.villager: #4, 10(6%)
minecraft.custom.walk_on_water_one_cm: #7, 7565530(6%)
minecraft.mined.spruce_stairs: #5, 247(6%)
minecraft.mined.warped_sign: #4, 3(8%)
minecraft.picked_up.stripped_dark_oak_wood: #4, 115(4%)
minecraft.picked_up.black_terracotta: #4, 486(4%)
minecraft.dropped.coal: #4, 211(3%)
minecraft.used.minecart: #5, 181(7%)
minecraft.mined.waxed_exposed_cut_copper_slab: #4, 19(7%)
minecraft.mined.smooth_quartz_stairs: #5, 81(7%)
minecraft.dropped.black_stained_glass: #4, 59(7%)
minecraft.used.waxed_exposed_cut_copper_slab: #4, 81(8%)
minecraft.mined.dark_oak_slab: #5, 183(6%)
minecraft.crafted.green_dye: #5, 1815(8%)
minecraft.dropped.acacia_slab: #4, 14(8%)
minecraft.picked_up.chest: #5, 1227(5%)
minecraft.picked_up.diorite_slab: #4, 14(6%)
minecraft.picked_up.cherry_sign: #4, 2(12%)
minecraft.picked_up.mourner_pottery_sherd: #4, 4(10%)
minecraft.mined.sticky_piston: #5, 254(6%)
minecraft.picked_up.iron_bars: #5, 417(6%)
minecraft.dropped.dispenser: #4, 61(5%)
minecraft.dropped.light_gray_carpet: #4, 37(6%)
minecraft.picked_up.andesite_wall: #5, 236(11%)
minecraft.picked_up.slime_ball: #5, 2450(7%)
minecraft.dropped.black_dye: #4, 63(5%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #4, 66(13%)
minecraft.picked_up.shield: #5, 16(6%)
minecraft.used.birch_button: #4, 37(4%)
minecraft.used.polished_blackstone_button: #4, 88(3%)
minecraft.picked_up.note_block: #5, 114(7%)
minecraft.mined.jungle_sapling: #4, 11(7%)
minecraft.crafted.cooked_mutton: #5, 59(7%)
minecraft.picked_up.lime_glazed_terracotta: #4, 24(8%)
minecraft.picked_up.iron_ingot: #5, 2960(5%)
minecraft.used.cyan_wool: #4, 321(3%)
minecraft.mined.spruce_wall_hanging_sign: #4, 1(10%)
minecraft.crafted.green_bed: #4, 2(4%)
minecraft.killed.cat: #4, 1(8%)
minecraft.picked_up.porkchop: #5, 136(5%)
minecraft.used.cooked_mutton: #5, 58(8%)
minecraft.used.birch_sapling: #5, 1209(6%)
minecraft.picked_up.splash_potion: #5, 46(6%)
minecraft.picked_up.mossy_cobblestone_slab: #5, 51(8%)
minecraft.dropped.golden_horse_armor: #4, 1(9%)
minecraft.dropped.cookie: #4, 64(3%)
minecraft.mined.cobblestone: #5, 2435(4%)
minecraft.crafted.waxed_cut_copper: #4, 40(7%)
minecraft.used.stripped_acacia_wood: #4, 18(6%)
minecraft.mined.light_blue_wool: #5, 161(8%)
minecraft.custom.interact_with_grindstone: #5, 73(5%)
minecraft.dropped.music_disc_wait: #4, 2(5%)
minecraft.dropped.tall_grass: #4, 1(12%)
minecraft.dropped.black_concrete: #4, 114(3%)
minecraft.crafted.orange_stained_glass_pane: #4, 64(4%)
minecraft.used.chipped_anvil: #5, 16(6%)
minecraft.dropped.iron_shovel: #5, 7(5%)
minecraft.used.smooth_quartz_stairs: #5, 553(6%)
minecraft.mined.light_gray_concrete_powder: #4, 123(3%)
minecraft.crafted.crimson_stairs: #5, 244(8%)
minecraft.dropped.brewing_stand: #4, 1(9%)
minecraft.used.bone_meal: #5, 15776(5%)
minecraft.dropped.clock: #4, 5(6%)
minecraft.dropped.powder_snow_bucket: #4, 3(5%)
minecraft.mined.purple_glazed_terracotta: #4, 4(7%)
minecraft.dropped.bee_nest: #4, 1(7%)
minecraft.mined.mangrove_slab: #5, 71(7%)
minecraft.picked_up.quartz_bricks: #5, 42(6%)
minecraft.dropped.andesite_stairs: #4, 15(8%)
minecraft.picked_up.sticky_piston: #5, 284(5%)
minecraft.dropped.goat_horn: #5, 6(6%)
minecraft.used.bubble_coral_block: #4, 78(4%)
minecraft.picked_up.brown_carpet: #4, 268(2%)
minecraft.picked_up.stripped_acacia_wood: #4, 19(4%)
minecraft.dropped.birch_leaves: #5, 212(8%)
minecraft.used.sunflower: #5, 16(6%)
minecraft.crafted.cod_bucket: #4, 6(7%)
minecraft.crafted.birch_button: #5, 68(8%)
minecraft.picked_up.brush: #4, 1(6%)
minecraft.used.weeping_vines: #4, 25(3%)
minecraft.mined.black_glazed_terracotta: #4, 25(3%)
minecraft.crafted.warped_hyphae: #5, 594(8%)
minecraft.dropped.chest: #5, 72(5%)
minecraft.picked_up.white_glazed_terracotta: #4, 44(4%)
minecraft.used.damaged_anvil: #5, 10(6%)
minecraft.picked_up.red_concrete_powder: #4, 264(2%)
minecraft.dropped.orange_dye: #4, 6(3%)
minecraft.used.warped_roots: #4, 22(2%)
minecraft.picked_up.deepslate_brick_slab: #5, 273(6%)
minecraft.mined.brown_candle: #4, 2(5%)
minecraft.mined.pearlescent_froglight: #5, 61(6%)
minecraft.dropped.nether_brick: #4, 58(2%)
minecraft.crafted.chiseled_stone_bricks: #5, 1068(6%)
minecraft.dropped.bread: #5, 2062(6%)
minecraft.mined.waxed_weathered_cut_copper: #4, 15(3%)
minecraft.picked_up.saddle: #5, 20(4%)
minecraft.picked_up.suspicious_stew: #5, 14(6%)
minecraft.killed.horse: #5, 13(6%)
minecraft.crafted.purple_stained_glass: #5, 1904(8%)
minecraft.dropped.white_dye: #5, 216(6%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #4, 66(5%)
minecraft.used.waxed_oxidized_cut_copper: #4, 31(4%)
minecraft.used.music_disc_wait: #4, 3(3%)
minecraft.dropped.light_blue_wool: #4, 129(2%)
minecraft.dropped.birch_door: #4, 2(3%)
minecraft.picked_up.vine: #5, 426(5%)
minecraft.crafted.cobblestone_stairs: #5, 136(6%)
minecraft.dropped.birch_trapdoor: #4, 5(2%)
minecraft.used.stripped_birch_wood: #4, 53(2%)
minecraft.dropped.cobbled_deepslate_wall: #4, 11(3%)
minecraft.mined.cobblestone_stairs: #5, 66(5%)
minecraft.crafted.orange_stained_glass: #5, 1832(8%)
minecraft.used.waxed_weathered_cut_copper_slab: #4, 102(3%)
minecraft.picked_up.orange_concrete_powder: #4, 130(2%)
minecraft.dropped.birch_pressure_plate: #4, 1(4%)
minecraft.dropped.bell: #4, 1(3%)
minecraft.picked_up.stripped_oak_wood: #5, 141(6%)
minecraft.crafted.pink_bed: #4, 1(2%)
minecraft.used.deepslate_emerald_ore: #4, 1(4%)
minecraft.mined.acacia_leaves: #5, 1854(5%)
minecraft.mined.black_concrete_powder: #4, 113(1%)
minecraft.used.stone_hoe: #5, 342(6%)
minecraft.dropped.polished_blackstone_button: #4, 14(1%)
minecraft.dropped.paper: #4, 561(0%)
minecraft.dropped.painting: #4, 1(3%)
minecraft.crafted.warped_slab: #5, 838(6%)
minecraft.dropped.sculk_vein: #4, 5(1%)
minecraft.dropped.stripped_crimson_hyphae: #4, 1(2%)
minecraft.picked_up.red_concrete: #6, 1743(7%)
minecraft.picked_up.rabbit_stew: #4, 1(2%)
minecraft.used.green_wool: #5, 377(7%)
minecraft.picked_up.stick: #6, 7791(6%)
minecraft.used.dead_bubble_coral_block: #4, 12(2%)
minecraft.used.gilded_blackstone: #4, 6(1%)
minecraft.picked_up.dark_oak_slab: #5, 374(4%)
minecraft.mined.dead_bubble_coral_block: #4, 18(1%)
minecraft.dropped.deepslate_tiles: #5, 52(7%)
minecraft.picked_up.purple_glazed_terracotta: #4, 4(1%)
minecraft.mined.gray_terracotta: #4, 108(0%)
minecraft.dropped.phantom_membrane: #5, 16(6%)
minecraft.used.sculk_sensor: #5, 23(5%)
minecraft.picked_up.crimson_fence: #5, 44(8%)
minecraft.dropped.purpur_stairs: #5, 9(8%)
minecraft.mined.cherry_trapdoor: #4, 1(1%)
minecraft.mined.warped_pressure_plate: #4, 1(1%)
minecraft.used.dead_tube_coral_block: #4, 2(0%)
minecraft.dropped.diamond_sword: #6, 12(6%)
minecraft.picked_up.yellow_stained_glass: #5, 300(6%)
minecraft.mined.iron_ore: #6, 3573(6%)
minecraft.crafted.stone_axe: #6, 13(8%)
minecraft.used.dead_fire_coral_block: #4, 4(0%)
minecraft.picked_up.smooth_sandstone: #5, 618(5%)
minecraft.picked_up.red_glazed_terracotta: #5, 63(8%)
minecraft.killed.mooshroom: #4, 2(0%)
minecraft.used.dragon_egg: #4, 17(0%)
minecraft.used.warped_hyphae: #5, 496(7%)
minecraft.mined.acacia_trapdoor: #5, 84(6%)
minecraft.crafted.gray_stained_glass: #5, 1912(5%)
minecraft.picked_up.nautilus_shell: #5, 17(5%)
minecraft.picked_up.andesite_slab: #5, 66(5%)
minecraft.crafted.mossy_cobblestone: #5, 1278(4%)
minecraft.used.white_concrete_powder: #6, 8156(9%)
minecraft.crafted.deepslate_tile_stairs: #5, 92(5%)
minecraft.picked_up.red_stained_glass_pane: #5, 53(6%)
minecraft.dropped.oxeye_daisy: #5, 16(6%)
minecraft.picked_up.nether_wart_block: #6, 3649(8%)
minecraft.used.mud_bricks: #5, 441(4%)
minecraft.crafted.light_gray_stained_glass: #5, 3032(5%)
minecraft.crafted.cobblestone_slab: #5, 546(4%)
minecraft.mined.yellow_wool: #5, 145(4%)
minecraft.used.iron_ore: #6, 815(7%)
minecraft.mined.mossy_cobblestone: #5, 250(3%)
minecraft.picked_up.warped_fence: #5, 36(5%)
minecraft.dropped.netherite_ingot: #5, 4(6%)
minecraft.mined.pink_stained_glass: #5, 27(7%)
minecraft.picked_up.acacia_boat: #5, 8(5%)
minecraft.mined.tnt: #5, 111(4%)
minecraft.picked_up.green_stained_glass: #5, 139(6%)
minecraft.dropped.birch_sapling: #6, 138(7%)
minecraft.used.dark_oak_leaves: #5, 305(5%)
minecraft.picked_up.cobblestone_stairs: #6, 159(8%)
minecraft.used.mangrove_stairs: #5, 98(5%)
minecraft.used.kelp: #6, 1108(8%)
minecraft.mined.sculk: #5, 2471(3%)
minecraft.crafted.mangrove_stairs: #5, 100(5%)
minecraft.mined.stripped_oak_wood: #5, 97(4%)
minecraft.used.diorite_wall: #5, 184(5%)
minecraft.crafted.flower_banner_pattern: #5, 1(11%)
minecraft.picked_up.firework_rocket: #5, 11133(2%)
minecraft.mined.lantern: #6, 69(6%)
minecraft.crafted.ender_pearl: #5, 48(11%)
minecraft.crafted.magenta_terracotta: #5, 720(4%)
minecraft.used.dark_oak_planks: #6, 1879(6%)
minecraft.crafted.polished_diorite: #5, 756(4%)
minecraft.picked_up.mud_bricks: #6, 178(8%)
minecraft.picked_up.baked_potato: #6, 154(8%)
minecraft.picked_up.weathered_cut_copper_stairs: #5, 3(9%)
minecraft.dropped.brown_carpet: #5, 18(9%)
minecraft.dropped.book: #5, 22(4%)
minecraft.picked_up.blue_concrete: #6, 207(9%)
minecraft.dropped.copper_ingot: #5, 40(4%)
minecraft.mined.tube_coral_block: #5, 95(5%)
minecraft.picked_up.oak_sign: #6, 134(5%)
minecraft.picked_up.bubble_coral_block: #5, 143(5%)
minecraft.dropped.diamond_shovel: #6, 11(6%)
minecraft.dropped.yellow_stained_glass: #5, 55(10%)
minecraft.dropped.prismarine: #5, 64(5%)
minecraft.dropped.rotten_flesh: #6, 12432(5%)
minecraft.dropped.moss_carpet: #5, 402(2%)
minecraft.mined.stripped_dark_oak_wood: #5, 66(3%)
minecraft.dropped.calcite: #5, 89(3%)
minecraft.mined.chest: #6, 870(5%)
minecraft.used.yellow_stained_glass_pane: #5, 75(5%)
minecraft.dropped.acacia_log: #5, 71(5%)
minecraft.killed_by.creeper: #6, 7(6%)
minecraft.mined.rail: #6, 2563(6%)
minecraft.mined.attached_pumpkin_stem: #5, 2(6%)
minecraft.crafted.black_dye: #6, 6736(6%)
minecraft.used.player_head: #6, 160(5%)
minecraft.used.acacia_boat: #5, 7(5%)
minecraft.used.waxed_cut_copper_stairs: #5, 32(7%)
minecraft.mined.birch_sign: #6, 24(7%)
minecraft.used.cooked_chicken: #5, 69(3%)
minecraft.used.stripped_oak_wood: #5, 81(3%)
minecraft.picked_up.dark_oak_log: #6, 10991(5%)
minecraft.dropped.cake: #5, 4(6%)
minecraft.picked_up.acacia_trapdoor: #6, 163(8%)
minecraft.picked_up.tube_coral_block: #5, 92(4%)
minecraft.picked_up.iron_sword: #6, 15(6%)
minecraft.picked_up.stone_brick_slab: #5, 203(2%)
minecraft.dropped.saddle: #5, 11(4%)
minecraft.used.green_concrete: #5, 453(3%)
minecraft.mined.crimson_wall_sign: #5, 2(7%)
minecraft.crafted.enchanted_book: #5, 438(3%)
minecraft.dropped.gray_dye: #5, 31(6%)
minecraft.dropped.moss_block: #6, 614(6%)
minecraft.picked_up.anvil: #6, 122(6%)
minecraft.crafted.red_terracotta: #5, 1297(3%)
minecraft.custom.horse_one_cm: #6, 3319570(5%)
minecraft.mined.yellow_stained_glass_pane: #5, 17(4%)
minecraft.crafted.quartz_bricks: #5, 68(5%)
minecraft.used.music_disc_strad: #5, 3(4%)
minecraft.used.iron_trapdoor: #6, 367(6%)
minecraft.crafted.polished_blackstone_button: #5, 90(3%)
minecraft.crafted.andesite_slab: #5, 198(2%)
minecraft.crafted.birch_sign: #6, 201(5%)
minecraft.mined.black_concrete: #6, 4033(6%)
minecraft.picked_up.smooth_stone_slab: #6, 245(6%)
minecraft.used.iron_helmet: #6, 6(7%)
minecraft.picked_up.bread: #6, 767(7%)
minecraft.crafted.acacia_boat: #5, 3(4%)
minecraft.mined.lime_glazed_terracotta: #5, 3(7%)
minecraft.used.iron_door: #6, 37(5%)
minecraft.picked_up.white_concrete_powder: #5, 729(2%)
minecraft.dropped.red_mushroom_block: #5, 94(4%)
minecraft.crafted.black_concrete_powder: #6, 11584(6%)
minecraft.used.azalea_leaves: #6, 2183(5%)
minecraft.mined.azalea_leaves: #6, 4250(5%)
minecraft.mined.cactus: #6, 137(6%)
minecraft.crafted.music_disc_5: #5, 1(5%)
minecraft.used.lantern: #7, 628(7%)
minecraft.picked_up.warped_wart_block: #6, 3265(6%)
minecraft.mined.green_glazed_terracotta: #5, 9(4%)
minecraft.killed_by.zombie: #6, 6(7%)
minecraft.crafted.iron_trapdoor: #6, 359(6%)
minecraft.mined.birch_button: #5, 3(4%)
minecraft.crafted.waxed_cut_copper_stairs: #5, 24(6%)
minecraft.picked_up.waxed_cut_copper: #5, 9(3%)
minecraft.dropped.warped_stem: #5, 65(3%)
minecraft.picked_up.pink_glazed_terracotta: #5, 12(4%)
minecraft.dropped.mud_brick_stairs: #5, 6(5%)
minecraft.used.stripped_dark_oak_wood: #5, 60(2%)
minecraft.mined.warped_wart_block: #6, 3054(6%)
minecraft.dropped.soul_lantern: #5, 8(4%)
minecraft.picked_up.magenta_concrete_powder: #5, 23(4%)
minecraft.picked_up.crimson_stem: #6, 2122(5%)
minecraft.picked_up.heartbreak_pottery_sherd: #5, 1(6%)
minecraft.picked_up.cactus: #5, 1563(1%)
minecraft.mined.polished_diorite: #5, 49(2%)
minecraft.mined.red_glazed_terracotta: #5, 6(3%)
minecraft.used.spruce_chest_boat: #5, 1(5%)
minecraft.picked_up.hay_block: #6, 326(6%)
minecraft.dropped.sweet_berries: #5, 55(1%)
minecraft.used.moss_block: #6, 8441(4%)
minecraft.mined.infested_stone_bricks: #5, 7(3%)
minecraft.used.stone_stairs: #6, 702(5%)
minecraft.mined.flowering_azalea_leaves: #6, 1385(5%)
minecraft.dropped.acacia_boat: #5, 1(4%)
minecraft.picked_up.ghast_tear: #6, 30(5%)
minecraft.picked_up.cod: #6, 212(5%)
minecraft.dropped.iron_hoe: #5, 1(3%)
minecraft.picked_up.creeper_head: #5, 1(5%)
minecraft.dropped.brush: #5, 1(4%)
minecraft.used.birch_trapdoor: #6, 119(6%)
minecraft.dropped.yellow_stained_glass_pane: #5, 8(3%)
minecraft.mined.diorite: #6, 9556(4%)
minecraft.used.light_gray_bed: #5, 23(1%)
minecraft.crafted.bread: #6, 1900(5%)
minecraft.killed.pufferfish: #5, 4(1%)
minecraft.crafted.birch_trapdoor: #6, 160(5%)
minecraft.picked_up.blade_pottery_sherd: #5, 2(3%)
minecraft.picked_up.dark_oak_pressure_plate: #5, 4(2%)
minecraft.picked_up.birch_door: #5, 2(2%)
minecraft.picked_up.cyan_concrete_powder: #5, 127(1%)
minecraft.picked_up.light_gray_terracotta: #6, 803(4%)
minecraft.dropped.stone_stairs: #5, 32(1%)
minecraft.killed.zombie: #5, 1007(0%)
minecraft.dropped.black_wool: #5, 144(1%)
minecraft.dropped.oak_stairs: #5, 6(2%)
minecraft.dropped.cobbled_deepslate: #6, 1680(4%)
minecraft.picked_up.cookie: #6, 71(5%)
minecraft.crafted.weathered_cut_copper_stairs: #5, 4(2%)
minecraft.dropped.warped_slab: #5, 5(1%)
minecraft.used.golden_leggings: #5, 1(2%)
minecraft.dropped.jungle_sign: #5, 1(2%)
minecraft.crafted.blue_concrete: #5, 8(2%)
minecraft.picked_up.dark_oak_leaves: #6, 848(5%)
minecraft.used.mangrove_trapdoor: #6, 167(5%)
minecraft.used.waxed_oxidized_cut_copper_slab: #5, 77(1%)
minecraft.killed_by.skeleton: #6, 5(5%)
minecraft.picked_up.stripped_crimson_hyphae: #5, 9(1%)
minecraft.picked_up.dead_tube_coral_block: #5, 11(1%)
minecraft.killed.drowned: #5, 8468(0%)
minecraft.dropped.blast_furnace: #5, 1(1%)
minecraft.mined.orange_tulip: #6, 15(8%)
minecraft.custom.fly_one_cm: #8, 125512342(4%)
minecraft.picked_up.dead_bubble_coral_block: #5, 12(0%)
minecraft.dropped.cod: #5, 16(0%)
minecraft.picked_up.warped_pressure_plate: #5, 1(0%)
minecraft.dropped.lime_wool: #5, 4(0%)
minecraft.dropped.iron_helmet: #6, 6(6%)
minecraft.picked_up.dead_fire_coral_block: #5, 5(0%)
minecraft.mined.repeater: #6, 185(4%)
minecraft.picked_up.andesite_stairs: #6, 40(5%)
minecraft.killed.wandering_trader: #6, 7(5%)
minecraft.used.wooden_shovel: #5, 7(0%)
minecraft.used.cobblestone: #7, 5947(6%)
minecraft.mined.pink_concrete_powder: #5, 2(0%)
minecraft.mined.dead_fire_coral_block: #5, 1(0%)
minecraft.dropped.andesite: #6, 846(4%)
minecraft.mined.green_wool: #6, 82(6%)
minecraft.crafted.andesite_stairs: #6, 82(7%)
minecraft.mined.pointed_dripstone: #6, 130(4%)
minecraft.used.stripped_warped_hyphae: #6, 154(6%)
minecraft.used.warped_slab: #6, 559(5%)
minecraft.used.furnace_minecart: #6, 10(7%)
minecraft.dropped.deepslate_diamond_ore: #6, 79(6%)
minecraft.killed.slime: #6, 917(4%)
minecraft.picked_up.purple_terracotta: #6, 203(6%)
minecraft.picked_up.golden_chestplate: #6, 13(3%)
minecraft.used.jungle_sapling: #6, 128(6%)
minecraft.crafted.cobbled_deepslate_slab: #6, 398(4%)
minecraft.mined.moss_block: #6, 3893(2%)
minecraft.mined.blackstone_stairs: #6, 19(9%)
minecraft.picked_up.emerald_block: #6, 1150(3%)
minecraft.mined.sugar_cane: #6, 2150(3%)
minecraft.used.cactus: #7, 336(8%)
minecraft.picked_up.red_wool: #7, 875(7%)
minecraft.picked_up.purple_stained_glass: #6, 136(5%)
minecraft.used.oak_hanging_sign: #6, 6(7%)
minecraft.picked_up.stone_shovel: #6, 4(4%)
minecraft.picked_up.birch_sign: #7, 223(6%)
minecraft.picked_up.acacia_planks: #6, 108(4%)
minecraft.dropped.dark_oak_log: #6, 276(3%)
minecraft.mined.quartz_bricks: #6, 18(3%)
minecraft.killed_by.phantom: #6, 1(8%)
minecraft.mined.jungle_fence_gate: #6, 3(7%)
minecraft.mined.target: #6, 20(4%)
minecraft.mined.pitcher_plant: #6, 4(6%)
minecraft.crafted.player_head: #6, 472(5%)
minecraft.picked_up.bell: #6, 15(4%)
minecraft.dropped.piston: #6, 34(5%)
minecraft.killed_by.endermite: #6, 1(7%)
minecraft.crafted.leather_helmet: #6, 5(4%)
minecraft.dropped.ladder: #6, 47(4%)
minecraft.used.pitcher_pod: #6, 15(6%)
minecraft.crafted.deepslate_brick_slab: #6, 140(3%)
minecraft.mined.oak_fence_gate: #6, 7(4%)
minecraft.mined.magenta_wool: #6, 19(6%)
minecraft.mined.chain: #7, 143(6%)
minecraft.picked_up.black_wool: #6, 678(3%)
minecraft.broken.iron_helmet: #6, 1(8%)
minecraft.crafted.andesite_wall: #6, 240(4%)
minecraft.dropped.redstone_torch: #6, 44(3%)
minecraft.mined.verdant_froglight: #6, 74(4%)
minecraft.crafted.orange_terracotta: #6, 288(5%)
minecraft.dropped.glow_berries: #6, 24(4%)
minecraft.mined.light_gray_stained_glass_pane: #6, 13(4%)
minecraft.custom.eat_cake_slice: #6, 7(3%)
minecraft.used.elytra: #7, 58(5%)
minecraft.crafted.fermented_spider_eye: #6, 55(3%)
minecraft.mined.red_stained_glass_pane: #6, 18(6%)
minecraft.used.allium: #6, 7(4%)
minecraft.used.milk_bucket: #6, 6(3%)
minecraft.dropped.beef: #6, 40(3%)
minecraft.mined.birch_wood: #6, 7(5%)
minecraft.crafted.dark_oak_fence_gate: #6, 75(3%)
minecraft.picked_up.blue_wool: #6, 168(3%)
minecraft.picked_up.tall_grass: #6, 1(8%)
minecraft.crafted.bamboo_block: #6, 530(3%)
minecraft.dropped.azure_bluet: #6, 21(3%)
minecraft.mined.soul_fire: #6, 28(3%)
minecraft.mined.jungle_sign: #6, 2(7%)
minecraft.used.smooth_basalt: #6, 575(3%)
minecraft.crafted.dark_oak_wood: #6, 216(3%)
minecraft.custom.player_kills: #7, 43(4%)
minecraft.used.dark_oak_wood: #6, 178(3%)
minecraft.dropped.dark_prismarine: #6, 28(4%)
minecraft.used.red_candle: #6, 53(4%)
minecraft.dropped.dark_oak_sign: #6, 10(3%)
minecraft.mined.oak_wood: #6, 27(4%)
minecraft.picked_up.blaze_powder: #6, 36(3%)
minecraft.mined.spawner: #6, 7(5%)
minecraft.mined.blue_wool: #6, 41(4%)
minecraft.picked_up.mutton: #7, 123(6%)
minecraft.mined.twisting_vines: #6, 24(3%)
minecraft.picked_up.warped_slab: #6, 122(3%)
minecraft.mined.pitcher_crop: #6, 9(4%)
minecraft.mined.polished_blackstone_slab: #6, 57(3%)
minecraft.crafted.pumpkin_seeds: #6, 48(4%)
minecraft.used.green_concrete_powder: #6, 1047(2%)
minecraft.dropped.packed_mud: #6, 16(5%)
minecraft.mined.diamond_block: #7, 214(6%)
minecraft.dropped.deepslate_iron_ore: #6, 12(4%)
minecraft.dropped.sticky_piston: #6, 24(3%)
minecraft.crafted.yellow_stained_glass_pane: #6, 80(3%)
minecraft.picked_up.dandelion: #6, 532(2%)
minecraft.mined.yellow_glazed_terracotta: #6, 9(5%)
minecraft.dropped.golden_leggings: #6, 10(2%)
minecraft.dropped.stone_hoe: #6, 2(3%)
minecraft.picked_up.andesite: #7, 12788(5%)
minecraft.used.pink_petals: #6, 168(4%)
minecraft.crafted.redstone: #7, 18970(5%)
minecraft.dropped.dark_oak_button: #6, 24(4%)
minecraft.mined.jungle_log: #7, 2824(6%)
minecraft.crafted.pink_shulker_box: #6, 4(2%)
minecraft.used.rail: #7, 3631(5%)
minecraft.crafted.yellow_terracotta: #7, 1018(8%)
minecraft.killed.trader_llama: #7, 20(6%)
minecraft.dropped.stone_brick_wall: #6, 19(4%)
minecraft.picked_up.music_disc_5: #6, 2(5%)
minecraft.picked_up.deepslate_tiles: #7, 556(5%)
minecraft.mined.oxidized_cut_copper_slab: #6, 31(2%)
minecraft.used.quartz_bricks: #6, 63(3%)
minecraft.dropped.brick_stairs: #6, 11(7%)
minecraft.mined.torchflower: #6, 9(3%)
minecraft.picked_up.enchanted_golden_apple: #6, 3(4%)
minecraft.picked_up.torchflower: #6, 10(3%)
minecraft.picked_up.lapis_block: #6, 180(2%)
minecraft.dropped.jungle_log: #6, 66(2%)
minecraft.mined.spruce_sign: #7, 6(6%)
minecraft.picked_up.warped_planks: #7, 605(5%)
minecraft.picked_up.polished_blackstone_button: #6, 29(2%)
minecraft.crafted.iron_axe: #7, 14(5%)
minecraft.dropped.orange_wool: #6, 66(4%)
minecraft.killed.dolphin: #6, 1(5%)
minecraft.picked_up.lightning_rod: #7, 85(6%)
minecraft.dropped.red_wool: #6, 94(3%)
minecraft.mined.light_gray_stained_glass: #6, 129(2%)
minecraft.used.bone_block: #6, 617(1%)
