stat, rank, value, (percentage) 
minecraft.dropped.iron_boots: #3, 71(9%)
minecraft.dropped.purpur_block: #3, 74(13%)
minecraft.crafted.pumpkin_seeds: #3, 180(16%)
minecraft.mined.spruce_pressure_plate: #3, 11(13%)
minecraft.dropped.loom: #2, 4(12%)
minecraft.broken.iron_leggings: #2, 1(12%)
minecraft.crafted.cracked_deepslate_tiles: #2, 64(14%)
minecraft.dropped.acacia_boat: #2, 3(11%)
minecraft.mined.gray_stained_glass: #3, 81(12%)
minecraft.dropped.saddle: #3, 38(12%)
minecraft.dropped.glass_pane: #3, 164(12%)
minecraft.crafted.player_head: #3, 1208(12%)
minecraft.used.spruce_door: #3, 42(8%)
minecraft.mined.emerald_ore: #4, 97(10%)
minecraft.picked_up.light_gray_stained_glass: #2, 291(4%)
minecraft.dropped.brick_stairs: #2, 23(14%)
minecraft.picked_up.purple_dye: #3, 67(15%)
minecraft.dropped.end_rod: #3, 72(13%)
minecraft.killed_by.hoglin: #2, 1(17%)
minecraft.mined.spruce_hanging_sign: #2, 1(17%)
minecraft.picked_up.black_banner: #3, 46(13%)
minecraft.picked_up.spruce_fence: #4, 615(10%)
minecraft.picked_up.bubble_coral_block: #3, 377(13%)
minecraft.picked_up.iron_chestplate: #2, 20(3%)
minecraft.picked_up.birch_sign: #4, 349(9%)
minecraft.used.black_banner: #3, 76(16%)
minecraft.dropped.diamond_chestplate: #3, 6(13%)
minecraft.picked_up.chiseled_sandstone: #3, 24(13%)
minecraft.used.polished_blackstone_brick_slab: #3, 1383(20%)
minecraft.mined.pumpkin: #3, 622(6%)
minecraft.dropped.pink_wool: #2, 25(11%)
minecraft.dropped.iron_sword: #3, 16(10%)
minecraft.picked_up.diamond_leggings: #4, 78(8%)
minecraft.custom.damage_dealt: #3, 3476372(4%)
minecraft.crafted.golden_leggings: #3, 8(14%)
minecraft.picked_up.fermented_spider_eye: #2, 37(19%)
minecraft.crafted.written_book: #2, 45(6%)
minecraft.used.purple_banner: #2, 2(12%)
minecraft.dropped.deepslate_coal_ore: #2, 1(25%)
minecraft.dropped.cartography_table: #2, 2(25%)
minecraft.picked_up.purple_candle: #3, 33(19%)
minecraft.crafted.armor_stand: #3, 201(6%)
minecraft.dropped.netherite_ingot: #3, 8(12%)
minecraft.dropped.gray_carpet: #3, 113(12%)
minecraft.used.purpur_block: #3, 126(10%)
minecraft.picked_up.dragon_head: #3, 16(9%)
minecraft.dropped.stone_pickaxe: #3, 8(7%)
minecraft.picked_up.gravel: #4, 40043(8%)
minecraft.dropped.armor_stand: #3, 24(15%)
minecraft.picked_up.cooked_salmon: #3, 62(10%)
minecraft.dropped.deepslate_brick_wall: #2, 67(7%)
minecraft.picked_up.milk_bucket: #3, 8(12%)
minecraft.dropped.red_bed: #3, 5(14%)
minecraft.picked_up.tube_coral_block: #3, 281(12%)
minecraft.crafted.orange_carpet: #2, 591(5%)
minecraft.dropped.gunpowder: #4, 4432(8%)
minecraft.used.deepslate_emerald_ore: #2, 4(16%)
minecraft.dropped.jungle_leaves: #3, 65(16%)
minecraft.picked_up.raw_gold_block: #2, 114(4%)
minecraft.used.warped_fungus_on_a_stick: #2, 105(7%)
minecraft.picked_up.bricks: #3, 768(7%)
minecraft.dropped.yellow_wool: #3, 178(12%)
minecraft.mined.smooth_quartz: #4, 497(10%)
minecraft.mined.soul_sand: #4, 4758(10%)
minecraft.used.emerald_ore: #3, 26(12%)
minecraft.dropped.black_carpet: #3, 84(13%)
minecraft.picked_up.dead_tube_coral_fan: #2, 29(8%)
minecraft.picked_up.blue_orchid: #3, 468(11%)
minecraft.dropped.crimson_button: #2, 1(20%)
minecraft.dropped.recovery_compass: #2, 2(20%)
minecraft.killed_by.warden: #4, 29(11%)
minecraft.mined.dead_tube_coral_fan: #2, 30(8%)
minecraft.picked_up.brain_coral_block: #3, 341(13%)
minecraft.dropped.cyan_concrete: #2, 115(8%)
minecraft.picked_up.jungle_log: #4, 6738(12%)
minecraft.picked_up.diamond_pickaxe: #4, 117(6%)
minecraft.picked_up.magma_block: #4, 4044(9%)
minecraft.dropped.stone_axe: #4, 14(11%)
minecraft.dropped.lapis_ore: #3, 22(12%)
minecraft.mined.white_carpet: #3, 688(7%)
minecraft.mined.light_blue_carpet: #2, 109(11%)
minecraft.picked_up.purple_bed: #3, 86(9%)
minecraft.picked_up.dirt: #4, 79926(7%)
minecraft.used.white_carpet: #3, 3961(7%)
minecraft.mined.gravel: #4, 36632(8%)
minecraft.mined.amethyst_cluster: #4, 2268(11%)
minecraft.custom.inspect_hopper: #4, 3768(7%)
minecraft.crafted.wheat: #3, 6849(7%)
minecraft.dropped.nether_brick_fence: #2, 64(8%)
minecraft.dropped.blue_terracotta: #3, 35(15%)
minecraft.used.crafting_table: #4, 555(7%)
minecraft.mined.tall_grass: #4, 1327(8%)
minecraft.picked_up.leather_helmet: #4, 26(9%)
minecraft.mined.horn_coral_wall_fan: #3, 134(8%)
minecraft.mined.brain_coral_wall_fan: #3, 147(8%)
minecraft.picked_up.red_stained_glass: #3, 421(8%)
minecraft.custom.pot_flower: #4, 141(9%)
minecraft.mined.cobbled_deepslate_wall: #3, 34(10%)
minecraft.crafted.netherite_boots: #3, 6(12%)
minecraft.killed_by.guardian: #2, 1(12%)
minecraft.dropped.brain_coral: #2, 1(25%)
minecraft.picked_up.lime_concrete: #3, 914(7%)
minecraft.crafted.nether_brick_wall: #2, 36(8%)
minecraft.dropped.gold_block: #2, 188(4%)
minecraft.mined.magma_block: #4, 4144(9%)
minecraft.crafted.lime_candle: #2, 127(7%)
minecraft.broken.diamond_pickaxe: #3, 4(10%)
minecraft.picked_up.small_dripleaf: #3, 45(12%)
minecraft.dropped.water_bucket: #3, 23(5%)
minecraft.dropped.yellow_dye: #3, 70(13%)
minecraft.used.bucket: #4, 8390(7%)
minecraft.dropped.nether_wart: #3, 177(16%)
minecraft.mined.brain_coral_block: #3, 343(12%)
minecraft.dropped.dark_prismarine: #3, 73(12%)
minecraft.mined.coal_ore: #4, 9163(7%)
minecraft.dropped.blackstone_stairs: #2, 10(13%)
minecraft.dropped.leather_helmet: #3, 16(6%)
minecraft.picked_up.brain_coral_fan: #3, 148(7%)
minecraft.mined.chiseled_sandstone: #3, 15(10%)
minecraft.dropped.melon: #2, 11(8%)
minecraft.used.netherite_shovel: #3, 213431(15%)
minecraft.picked_up.raw_iron_block: #2, 244(2%)
minecraft.picked_up.acacia_planks: #3, 189(6%)
minecraft.dropped.stone_brick_stairs: #3, 72(9%)
minecraft.mined.purpur_pillar: #3, 116(7%)
minecraft.picked_up.stone: #4, 213443(7%)
minecraft.used.flowering_azalea_leaves: #3, 714(5%)
minecraft.dropped.purple_banner: #2, 1(17%)
minecraft.dropped.jack_o_lantern: #2, 13(5%)
minecraft.used.purple_bed: #3, 75(8%)
minecraft.crafted.netherite_leggings: #3, 5(13%)
minecraft.mined.light_blue_glazed_terracotta: #3, 11(19%)
minecraft.dropped.sugar: #4, 846(14%)
minecraft.picked_up.loom: #4, 34(10%)
minecraft.dropped.raw_gold_block: #3, 29(22%)
minecraft.dropped.cyan_carpet: #2, 14(7%)
minecraft.dropped.tipped_arrow: #2, 6(7%)
minecraft.mined.dandelion: #4, 360(8%)
minecraft.mined.purple_bed: #3, 75(9%)
minecraft.picked_up.diamond_chestplate: #4, 29(9%)
minecraft.custom.open_chest: #5, 57897(7%)
minecraft.killed_by.drowned: #4, 12(8%)
minecraft.used.dead_tube_coral_fan: #2, 19(5%)
minecraft.used.chorus_flower: #3, 205(16%)
minecraft.picked_up.horn_coral_fan: #3, 132(7%)
minecraft.mined.chorus_flower: #3, 16(10%)
minecraft.crafted.purpur_stairs: #3, 20(16%)
minecraft.picked_up.smooth_basalt: #4, 2011(9%)
minecraft.mined.potted_flowering_azalea_bush: #2, 1(4%)
minecraft.picked_up.lime_bed: #2, 14(3%)
minecraft.dropped.music_disc_strad: #2, 2(6%)
minecraft.dropped.hay_block: #3, 82(10%)
minecraft.broken.diamond_shovel: #3, 6(9%)
minecraft.mined.warped_wart_block: #4, 5084(10%)
minecraft.dropped.polished_blackstone_brick_stairs: #2, 36(3%)
minecraft.picked_up.mangrove_button: #3, 7(12%)
minecraft.picked_up.honeycomb: #4, 749(10%)
minecraft.mined.lime_bed: #2, 14(3%)
minecraft.dropped.light_blue_bed: #2, 1(11%)
minecraft.dropped.blaze_rod: #3, 83(12%)
minecraft.mined.blast_furnace: #4, 38(10%)
minecraft.dropped.polished_blackstone_brick_slab: #2, 22(3%)
minecraft.dropped.light_gray_wool: #3, 314(9%)
minecraft.dropped.green_carpet: #2, 22(3%)
minecraft.crafted.stone_axe: #4, 14(8%)
minecraft.mined.nether_bricks: #4, 2134(8%)
minecraft.dropped.music_disc_ward: #2, 1(4%)
minecraft.crafted.golden_chestplate: #3, 8(11%)
minecraft.killed.glow_squid: #4, 132(8%)
minecraft.crafted.bundle: #2, 16(2%)
minecraft.dropped.crimson_nylium: #4, 112(13%)
minecraft.picked_up.nether_quartz_ore: #4, 1611(9%)
minecraft.picked_up.book: #4, 4880(7%)
minecraft.picked_up.sheaf_pottery_sherd: #3, 3(12%)
minecraft.crafted.stone_slab: #4, 3984(8%)
minecraft.crafted.polished_blackstone_pressure_plate: #3, 99(9%)
minecraft.dropped.splash_potion: #3, 40(7%)
minecraft.mined.cobweb: #4, 475(8%)
minecraft.dropped.cracked_deepslate_bricks: #2, 14(1%)
minecraft.picked_up.player_head: #5, 2330(8%)
minecraft.dropped.golden_helmet: #3, 26(5%)
minecraft.dropped.sea_pickle: #3, 116(11%)
minecraft.crafted.iron_sword: #4, 18(8%)
minecraft.used.golden_sword: #3, 9(13%)
minecraft.dropped.purple_candle: #2, 1(1%)
minecraft.dropped.diamond_axe: #4, 13(7%)
minecraft.picked_up.prismarine: #4, 1028(10%)
minecraft.mined.black_concrete: #4, 5735(8%)
minecraft.custom.boat_one_cm: #4, 21375184(5%)
minecraft.killed.warden: #3, 11(10%)
minecraft.picked_up.coal_ore: #4, 3492(7%)
minecraft.dropped.purpur_pillar: #3, 16(7%)
minecraft.killed_by.wither: #3, 7(13%)
minecraft.crafted.fishing_rod: #4, 18(10%)
minecraft.used.lime_carpet: #3, 3827(10%)
minecraft.picked_up.redstone: #4, 13862(6%)
minecraft.crafted.ender_pearl: #3, 66(15%)
minecraft.crafted.light_gray_carpet: #4, 921(10%)
minecraft.dropped.cyan_glazed_terracotta: #2, 1(0%)
minecraft.mined.infested_mossy_stone_bricks: #3, 2(20%)
minecraft.picked_up.conduit: #3, 4(11%)
minecraft.killed_by.vindicator: #3, 2(14%)
minecraft.dropped.blast_furnace: #3, 16(20%)
minecraft.picked_up.host_armor_trim_smithing_template: #3, 3(14%)
minecraft.picked_up.lime_wool: #4, 411(9%)
minecraft.used.brain_coral_fan: #3, 43(7%)
minecraft.dropped.diamond_boots: #4, 14(7%)
minecraft.mined.dead_bush: #4, 363(8%)
minecraft.dropped.sea_lantern: #3, 204(7%)
minecraft.dropped.redstone_torch: #3, 62(5%)
minecraft.picked_up.danger_pottery_sherd: #3, 3(12%)
minecraft.picked_up.amethyst_shard: #4, 11503(8%)
minecraft.mined.spruce_fence: #4, 251(7%)
minecraft.used.gray_stained_glass: #3, 1467(5%)
minecraft.crafted.diamond_sword: #4, 9(6%)
minecraft.dropped.jungle_sign: #3, 10(16%)
minecraft.dropped.black_banner: #3, 9(12%)
minecraft.picked_up.quartz_bricks: #4, 57(8%)
minecraft.crafted.wild_armor_trim_smithing_template: #3, 4(18%)
minecraft.dropped.stripped_spruce_wood: #3, 9(11%)
minecraft.picked_up.blast_furnace: #4, 38(9%)
minecraft.picked_up.snow_block: #5, 9302(10%)
minecraft.broken.diamond_helmet: #3, 1(12%)
minecraft.dropped.brown_shulker_box: #3, 1(12%)
minecraft.custom.interact_with_loom: #4, 56(7%)
minecraft.picked_up.iron_helmet: #4, 12(7%)
minecraft.picked_up.polished_blackstone_brick_wall: #3, 80(10%)
minecraft.used.horn_coral_block: #3, 246(7%)
minecraft.dropped.iron_nugget: #3, 1485(2%)
minecraft.crafted.cyan_wool: #3, 218(8%)
minecraft.used.tropical_fish_bucket: #3, 21(9%)
minecraft.dropped.crimson_slab: #4, 69(13%)
minecraft.crafted.golden_helmet: #4, 8(10%)
minecraft.picked_up.dripstone_block: #4, 1138(8%)
minecraft.crafted.cobblestone_stairs: #4, 208(9%)
minecraft.mined.pearlescent_froglight: #4, 88(9%)
minecraft.picked_up.deepslate_tile_stairs: #4, 295(8%)
minecraft.picked_up.carved_pumpkin: #4, 1157(4%)
minecraft.mined.magenta_stained_glass: #4, 48(9%)
minecraft.crafted.flower_banner_pattern: #3, 1(11%)
minecraft.crafted.enchanted_book: #4, 1530(10%)
minecraft.dropped.blue_dye: #3, 27(10%)
minecraft.mined.skeleton_skull: #3, 5(13%)
minecraft.dropped.pink_dye: #3, 24(10%)
minecraft.crafted.pink_carpet: #3, 513(5%)
minecraft.mined.oak_hanging_sign: #3, 4(12%)
minecraft.crafted.yellow_shulker_box: #4, 22(8%)
minecraft.dropped.light_gray_carpet: #3, 40(6%)
minecraft.crafted.chest: #5, 6035(8%)
minecraft.dropped.beehive: #3, 2(18%)
minecraft.used.soul_campfire: #4, 40(13%)
minecraft.dropped.diamond_ore: #3, 5(10%)
minecraft.dropped.iron_pickaxe: #4, 7(7%)
minecraft.dropped.redstone_ore: #3, 5(8%)
minecraft.dropped.lantern: #4, 195(9%)
minecraft.picked_up.golden_chestplate: #4, 26(7%)
minecraft.crafted.netherite_chestplate: #3, 2(8%)
minecraft.mined.purple_concrete_powder: #3, 8(10%)
minecraft.dropped.horn_coral: #3, 1(17%)
minecraft.dropped.iron_horse_armor: #3, 1(11%)
minecraft.dropped.carrot: #4, 2178(6%)
minecraft.picked_up.gray_carpet: #3, 891(3%)
minecraft.used.polished_blackstone_pressure_plate: #3, 54(5%)
minecraft.dropped.brown_mushroom: #4, 92(9%)
minecraft.picked_up.pumpkin_seeds: #4, 4285(6%)
minecraft.dropped.blackstone_slab: #3, 10(11%)
minecraft.picked_up.azure_bluet: #4, 384(6%)
minecraft.broken.netherite_pickaxe: #3, 1(12%)
minecraft.dropped.clock: #3, 7(8%)
minecraft.picked_up.mangrove_pressure_plate: #3, 15(8%)
minecraft.mined.observer: #4, 532(6%)
minecraft.crafted.diamond_leggings: #4, 17(6%)
minecraft.picked_up.golden_helmet: #4, 29(6%)
minecraft.mined.lime_carpet: #3, 630(8%)
minecraft.used.fire_coral_fan: #4, 57(13%)
minecraft.dropped.jukebox: #3, 2(8%)
minecraft.picked_up.lime_carpet: #3, 1696(5%)
minecraft.killed.magma_cube: #5, 1132(10%)
minecraft.custom.leave_game: #6, 1815(5%)
minecraft.dropped.purple_shulker_box: #3, 1(14%)
minecraft.dropped.black_bed: #3, 1(14%)
minecraft.dropped.bricks: #4, 289(12%)
minecraft.used.tube_coral_fan: #4, 73(11%)
minecraft.dropped.experience_bottle: #3, 127(6%)
minecraft.picked_up.lime_dye: #4, 380(11%)
minecraft.dropped.warped_planks: #4, 89(11%)
minecraft.dropped.gold_ingot: #3, 695(3%)
minecraft.picked_up.mossy_cobblestone_slab: #4, 51(8%)
minecraft.custom.play_time: #6, 115936618(5%)
minecraft.custom.total_world_time: #6, 115936618(5%)
minecraft.dropped.red_terracotta: #4, 201(7%)
minecraft.mined.potted_azalea_bush: #3, 1(9%)
minecraft.mined.light_gray_carpet: #3, 119(2%)
minecraft.picked_up.observer: #4, 640(6%)
minecraft.picked_up.diamond_boots: #5, 67(7%)
minecraft.picked_up.polished_deepslate_stairs: #4, 275(6%)
minecraft.used.orange_wool: #4, 928(7%)
minecraft.dropped.blue_stained_glass_pane: #3, 4(10%)
minecraft.used.cobbled_deepslate_slab: #4, 1761(6%)
minecraft.dropped.acacia_fence: #3, 1(17%)
minecraft.used.pink_carpet: #3, 416(4%)
minecraft.picked_up.tipped_arrow: #3, 11(10%)
minecraft.dropped.iron_hoe: #3, 2(6%)
minecraft.dropped.light_gray_bed: #3, 1(7%)
minecraft.picked_up.sugar: #4, 775(9%)
minecraft.dropped.fire_coral: #3, 1(9%)
minecraft.crafted.bread: #4, 2333(7%)
minecraft.dropped.tube_coral: #3, 1(14%)
minecraft.crafted.stone_shovel: #4, 47(6%)
minecraft.dropped.stripped_crimson_stem: #3, 5(5%)
minecraft.mined.sweet_berry_bush: #4, 24(6%)
minecraft.picked_up.nether_brick_fence: #4, 193(10%)
minecraft.dropped.bone: #5, 3086(8%)
minecraft.dropped.small_amethyst_bud: #3, 10(6%)
minecraft.picked_up.light_blue_carpet: #3, 580(3%)
minecraft.mined.yellow_candle: #3, 3(4%)
minecraft.picked_up.dead_bush: #4, 288(8%)
minecraft.used.calcite: #5, 2008(10%)
minecraft.killed.wither_skeleton: #3, 2344(2%)
minecraft.used.red_terracotta: #4, 2956(6%)
minecraft.crafted.end_rod: #3, 364(4%)
minecraft.dropped.bread: #4, 2204(6%)
minecraft.used.spyglass: #4, 362(6%)
minecraft.mined.brown_wall_banner: #3, 1(8%)
minecraft.killed.horse: #4, 14(7%)
minecraft.used.bubble_coral: #3, 8(3%)
minecraft.dropped.music_disc_mall: #3, 2(6%)
minecraft.used.wither_rose: #3, 485(5%)
minecraft.used.birch_trapdoor: #4, 128(6%)
minecraft.dropped.grass: #4, 42(8%)
minecraft.dropped.netherite_upgrade_smithing_template: #3, 1(8%)
minecraft.used.black_stained_glass_pane: #4, 364(9%)
minecraft.used.orange_concrete_powder: #4, 1236(8%)
minecraft.picked_up.golden_leggings: #4, 17(5%)
minecraft.dropped.iron_chestplate: #3, 8(1%)
minecraft.used.gray_carpet: #4, 2621(5%)
minecraft.dropped.stripped_oak_wood: #3, 2(4%)
minecraft.mined.carved_pumpkin: #4, 928(4%)
minecraft.killed_by.enderman: #4, 2(8%)
minecraft.picked_up.lapis_block: #4, 618(7%)
minecraft.dropped.fire_coral_fan: #3, 3(4%)
minecraft.picked_up.green_candle: #4, 6(10%)
minecraft.dropped.white_concrete: #3, 122(2%)
minecraft.picked_up.acacia_slab: #4, 51(9%)
minecraft.mined.potted_azure_bluet: #3, 1(5%)
minecraft.dropped.mangrove_propagule: #3, 5(2%)
minecraft.dropped.oak_door: #4, 4(9%)
minecraft.picked_up.cobblestone_wall: #4, 154(5%)
minecraft.picked_up.gold_nugget: #3, 14200(1%)
minecraft.dropped.sculk_sensor: #3, 5(3%)
minecraft.dropped.oxeye_daisy: #4, 20(7%)
minecraft.crafted.emerald: #5, 45445(8%)
minecraft.dropped.lead: #5, 35(9%)
minecraft.dropped.clay_ball: #3, 267(1%)
minecraft.mined.fire_coral_wall_fan: #4, 136(7%)
minecraft.mined.prismarine_bricks: #4, 395(5%)
minecraft.dropped.brain_coral_fan: #3, 3(3%)
minecraft.used.bread: #4, 392(5%)
minecraft.crafted.diamond_helmet: #5, 10(8%)
minecraft.dropped.blaze_powder: #3, 25(2%)
minecraft.crafted.item_frame: #5, 624(8%)
minecraft.crafted.purple_concrete: #3, 40(4%)
minecraft.dropped.spruce_hanging_sign: #3, 1(4%)
minecraft.picked_up.blaze_powder: #4, 78(6%)
minecraft.picked_up.smooth_red_sandstone_slab: #3, 5(3%)
minecraft.crafted.smooth_red_sandstone: #3, 71(2%)
minecraft.used.dragon_head: #4, 5(10%)
minecraft.picked_up.detector_rail: #4, 31(7%)
minecraft.dropped.ink_sac: #3, 128(1%)
minecraft.mined.wither_rose: #3, 42(2%)
minecraft.crafted.gray_stained_glass: #4, 2144(6%)
minecraft.dropped.chiseled_polished_blackstone: #3, 11(1%)
minecraft.picked_up.glowstone_dust: #5, 1367(8%)
minecraft.picked_up.written_book: #5, 45(7%)
minecraft.picked_up.white_carpet: #4, 2065(5%)
minecraft.killed.mooshroom: #3, 14(2%)
minecraft.dropped.medium_amethyst_bud: #3, 4(2%)
minecraft.picked_up.furnace: #5, 210(6%)
minecraft.used.nether_bricks: #5, 916(9%)
minecraft.dropped.cod: #3, 39(0%)
minecraft.mined.orange_carpet: #3, 47(1%)
minecraft.picked_up.nether_wart: #5, 3371(9%)
minecraft.crafted.yellow_carpet: #4, 963(6%)
minecraft.killed.polar_bear: #3, 1(1%)
minecraft.crafted.brown_concrete: #3, 8(2%)
minecraft.used.orange_carpet: #3, 210(1%)
minecraft.used.orange_concrete: #4, 771(7%)
minecraft.dropped.gray_dye: #4, 64(13%)
minecraft.picked_up.horn_coral_block: #4, 293(7%)
minecraft.used.red_candle: #4, 103(7%)
minecraft.picked_up.fire_coral_fan: #4, 134(6%)
minecraft.mined.brain_coral: #4, 24(6%)
minecraft.dropped.nether_star: #3, 1(1%)
minecraft.mined.nether_wart: #5, 836(8%)
minecraft.mined.smooth_red_sandstone_slab: #3, 1(1%)
minecraft.dropped.wither_rose: #4, 288(11%)
minecraft.mined.infested_deepslate: #4, 20(6%)
minecraft.mined.powder_snow: #5, 115(6%)
minecraft.dropped.chainmail_leggings: #4, 7(6%)
minecraft.picked_up.iron_nugget: #5, 4724(6%)
minecraft.picked_up.piston: #5, 751(7%)
minecraft.dropped.azalea: #4, 86(5%)
minecraft.used.furnace: #5, 277(6%)
minecraft.mined.tube_coral_wall_fan: #4, 116(6%)
minecraft.mined.stone_stairs: #5, 199(8%)
minecraft.crafted.gold_ingot: #4, 28684(4%)
minecraft.used.beef: #4, 8(12%)
minecraft.picked_up.sea_pickle: #5, 697(8%)
minecraft.picked_up.oak_hanging_sign: #4, 6(8%)
minecraft.picked_up.enchanted_book: #5, 128(7%)
minecraft.mined.horn_coral_block: #4, 294(7%)
minecraft.mined.mossy_cobblestone: #4, 256(4%)
minecraft.used.purple_wool: #4, 326(6%)
minecraft.used.leather_chestplate: #4, 3(6%)
minecraft.used.beacon: #5, 59(7%)
minecraft.picked_up.horn_coral: #4, 18(5%)
minecraft.dropped.grindstone: #4, 9(11%)
minecraft.killed_by.pillager: #4, 1(14%)
minecraft.mined.furnace: #5, 175(6%)
minecraft.crafted.lapis_block: #5, 677(8%)
minecraft.used.light_gray_carpet: #4, 599(4%)
minecraft.killed.sheep: #5, 69(7%)
minecraft.used.spruce_hanging_sign: #4, 6(10%)
minecraft.crafted.gold_block: #4, 1704(3%)
minecraft.used.netherite_boots: #4, 18(4%)
minecraft.picked_up.mud_bricks: #5, 187(8%)
minecraft.picked_up.raiser_armor_trim_smithing_template: #4, 2(10%)
minecraft.crafted.flower_pot: #4, 192(3%)
minecraft.dropped.golden_boots: #4, 21(4%)
minecraft.crafted.green_banner: #4, 55(7%)
minecraft.custom.trigger_trapped_chest: #5, 62(7%)
minecraft.dropped.campfire: #4, 22(10%)
minecraft.killed.ravager: #4, 6(8%)
minecraft.picked_up.brown_banner: #4, 6(11%)
minecraft.dropped.brown_carpet: #4, 20(10%)
minecraft.dropped.light_gray_dye: #4, 37(9%)
minecraft.picked_up.brick_stairs: #4, 27(5%)
minecraft.picked_up.brain_coral: #4, 18(5%)
minecraft.picked_up.skeleton_skull: #4, 5(11%)
minecraft.crafted.fermented_spider_eye: #4, 66(4%)
minecraft.dropped.diamond_block: #5, 176(7%)
minecraft.picked_up.pink_candle: #4, 9(8%)
minecraft.picked_up.netherite_upgrade_smithing_template: #4, 2(12%)
minecraft.picked_up.pointed_dripstone: #5, 1124(6%)
minecraft.crafted.green_wool: #4, 170(8%)
minecraft.crafted.acacia_boat: #4, 5(7%)
minecraft.mined.black_banner: #4, 2(9%)
minecraft.broken.golden_helmet: #4, 1(9%)
minecraft.dropped.cooked_salmon: #4, 15(6%)
minecraft.dropped.leather_chestplate: #4, 23(4%)
minecraft.dropped.activator_rail: #4, 5(8%)
minecraft.mined.prismarine: #4, 253(3%)
minecraft.crafted.nether_brick: #4, 1056(6%)
minecraft.broken.iron_helmet: #4, 1(8%)
minecraft.mined.poppy: #5, 207(6%)
minecraft.crafted.black_wool: #4, 665(4%)
minecraft.used.chain: #5, 682(6%)
minecraft.broken.diamond_axe: #4, 1(17%)
minecraft.used.armor_stand: #5, 195(6%)
minecraft.crafted.smooth_stone_slab: #5, 930(7%)
minecraft.used.green_banner: #4, 29(6%)
minecraft.used.yellow_carpet: #4, 687(3%)
minecraft.mined.bookshelf: #5, 1262(6%)
minecraft.used.netherite_helmet: #4, 18(6%)
minecraft.picked_up.pumpkin: #5, 1597(5%)
minecraft.dropped.honeycomb: #4, 174(6%)
minecraft.mined.mangrove_wood: #4, 19(6%)
minecraft.crafted.oak_trapdoor: #5, 522(6%)
minecraft.used.dark_oak_boat: #5, 44(7%)
minecraft.crafted.iron_block: #5, 8150(6%)
minecraft.used.nether_wart: #5, 751(7%)
minecraft.picked_up.emerald_ore: #5, 56(7%)
minecraft.picked_up.dandelion: #4, 663(2%)
minecraft.crafted.acacia_planks: #5, 4027(6%)
minecraft.mined.cyan_carpet: #5, 66(9%)
minecraft.picked_up.golden_boots: #5, 33(6%)
minecraft.mined.green_candle: #4, 1(11%)
minecraft.custom.damage_resisted: #5, 8527(4%)
minecraft.picked_up.cyan_concrete: #5, 926(7%)
minecraft.mined.cactus: #5, 150(7%)
minecraft.used.detector_rail: #5, 59(9%)
minecraft.dropped.dark_oak_sapling: #5, 138(7%)
minecraft.picked_up.light_gray_carpet: #4, 373(2%)
minecraft.mined.anvil: #5, 66(6%)
minecraft.killed.wither: #4, 8(3%)
minecraft.used.netherite_leggings: #4, 14(4%)
minecraft.dropped.cooked_beef: #5, 120(8%)
minecraft.picked_up.name_tag: #4, 55(2%)
minecraft.crafted.spruce_hanging_sign: #4, 6(6%)
minecraft.crafted.coal: #5, 3339(6%)
minecraft.dropped.polished_granite: #4, 54(3%)
minecraft.dropped.tinted_glass: #4, 168(8%)
minecraft.used.netherite_axe: #5, 44284(10%)
minecraft.dropped.anvil: #4, 9(4%)
minecraft.killed.wandering_trader: #5, 10(7%)
minecraft.mined.polished_blackstone_pressure_plate: #4, 10(6%)
minecraft.mined.piston: #5, 418(6%)
minecraft.crafted.furnace_minecart: #5, 8(10%)
minecraft.dropped.enchanted_book: #5, 94(7%)
minecraft.mined.spruce_planks: #5, 1059(4%)
minecraft.picked_up.music_disc_5: #4, 2(5%)
minecraft.mined.stone: #6, 354893(7%)
minecraft.killed.blaze: #4, 286(2%)
minecraft.mined.suspicious_sand: #4, 6(4%)
minecraft.used.lime_concrete: #4, 234(3%)
minecraft.picked_up.diamond_ore: #5, 25(8%)
minecraft.mined.soul_soil: #5, 1896(6%)
minecraft.killed_by.zombie: #5, 6(7%)
minecraft.dropped.music_disc_otherside: #4, 1(6%)
minecraft.custom.raid_win: #4, 2869(6%)
minecraft.picked_up.magma_cream: #5, 258(5%)
minecraft.mined.water_cauldron: #4, 5(3%)
minecraft.dropped.pumpkin: #4, 322(2%)
minecraft.mined.respawn_anchor: #4, 2(5%)
minecraft.used.dark_oak_trapdoor: #5, 867(5%)
minecraft.dropped.orange_bed: #4, 1(9%)
minecraft.mined.green_carpet: #4, 29(2%)
minecraft.picked_up.gray_shulker_box: #5, 198(6%)
minecraft.picked_up.beef: #6, 1270(8%)
minecraft.mined.oxeye_daisy: #5, 16(6%)
minecraft.used.lead: #5, 5(6%)
minecraft.picked_up.dark_oak_boat: #5, 40(6%)
minecraft.crafted.spruce_door: #5, 33(5%)
minecraft.mined.bee_nest: #5, 45(6%)
minecraft.picked_up.heartbreak_pottery_sherd: #4, 1(6%)
minecraft.used.nether_brick_fence: #4, 92(3%)
minecraft.used.yellow_bed: #5, 68(7%)
minecraft.picked_up.orange_dye: #5, 127(10%)
minecraft.mined.black_wool: #5, 135(6%)
minecraft.dropped.stone_stairs: #4, 63(3%)
minecraft.picked_up.respawn_anchor: #4, 2(4%)
minecraft.dropped.dark_oak_slab: #4, 72(2%)
minecraft.picked_up.stone_stairs: #5, 314(5%)
