stat, rank, value, (percentage) 
minecraft.dropped.cyan_shulker_box: #11, 3(3%)
minecraft.custom.interact_with_lectern: #11, 207(2%)
minecraft.crafted.lectern: #11, 38(3%)
minecraft.mined.damaged_anvil: #11, 6(3%)
minecraft.picked_up.apple: #11, 187(2%)
minecraft.mined.deepslate_diamond_ore: #11, 718(2%)
minecraft.used.fishing_rod: #11, 106(3%)
minecraft.used.bone_meal: #11, 7297(2%)
minecraft.picked_up.redstone_torch: #11, 203(2%)
minecraft.picked_up.dark_prismarine: #11, 123(3%)
minecraft.crafted.crimson_trapdoor: #11, 114(3%)
minecraft.mined.cave_vines: #11, 50(2%)
minecraft.crafted.bow: #11, 116(2%)
minecraft.mined.big_dripleaf: #11, 9(2%)
minecraft.picked_up.oak_pressure_plate: #11, 2(4%)
minecraft.mined.large_fern: #11, 89(3%)
minecraft.crafted.dark_oak_slab: #11, 954(2%)
minecraft.dropped.terracotta: #11, 63(2%)
minecraft.picked_up.mangrove_stairs: #11, 9(3%)
minecraft.dropped.cooked_cod: #11, 5(3%)
minecraft.dropped.hopper: #11, 27(3%)
minecraft.crafted.redstone_torch: #11, 1383(2%)
minecraft.mined.glass_pane: #11, 21(2%)
minecraft.mined.glow_lichen: #11, 502(2%)
minecraft.mined.oak_pressure_plate: #11, 1(3%)
minecraft.mined.crimson_trapdoor: #11, 10(2%)
minecraft.killed.cave_spider: #11, 1599(2%)
minecraft.dropped.bone_meal: #11, 441(2%)
minecraft.picked_up.acacia_trapdoor: #11, 46(2%)
minecraft.mined.infested_stone: #11, 6(3%)
minecraft.crafted.leather_helmet: #11, 3(3%)
minecraft.used.gray_concrete_powder: #11, 1025(2%)
minecraft.dropped.shears: #11, 17(2%)
minecraft.picked_up.black_stained_glass: #11, 103(2%)
minecraft.picked_up.jukebox: #11, 9(2%)
minecraft.mined.acacia_trapdoor: #11, 31(2%)
minecraft.used.polished_deepslate_stairs: #11, 196(2%)
minecraft.used.diamond_sword: #11, 10085(1%)
minecraft.picked_up.orange_terracotta: #11, 973(1%)
minecraft.picked_up.grass: #11, 180(1%)
minecraft.mined.jungle_leaves: #11, 421(1%)
minecraft.used.yellow_terracotta: #11, 206(1%)
minecraft.mined.pink_petals: #11, 35(2%)
minecraft.crafted.yellow_terracotta: #11, 192(1%)
minecraft.mined.white_wall_banner: #11, 2(2%)
minecraft.picked_up.axolotl_bucket: #11, 2(2%)
minecraft.picked_up.pink_petals: #11, 106(1%)
minecraft.crafted.andesite_stairs: #11, 20(2%)
minecraft.mined.cave_vines_plant: #11, 18(1%)
minecraft.picked_up.red_banner: #11, 5(1%)
minecraft.killed.villager: #11, 3(2%)
minecraft.picked_up.polished_blackstone_slab: #11, 46(1%)
minecraft.used.cookie: #11, 7(1%)
minecraft.crafted.jukebox: #11, 4(1%)
minecraft.mined.gray_concrete_powder: #11, 10(1%)
minecraft.used.granite_slab: #11, 48(1%)
minecraft.used.yellow_dye: #11, 3(1%)
minecraft.dropped.mud: #11, 13(1%)
minecraft.mined.light_blue_wool: #11, 21(1%)
minecraft.used.cyan_concrete_powder: #11, 256(1%)
minecraft.picked_up.mangrove_roots: #11, 319(1%)
minecraft.mined.piston_head: #11, 4(1%)
minecraft.used.cornflower: #11, 3(1%)
minecraft.mined.redstone_block: #11, 104(1%)
minecraft.mined.slime_block: #11, 105(1%)
minecraft.custom.fill_cauldron: #11, 7(1%)
minecraft.picked_up.crimson_sign: #11, 1(1%)
minecraft.dropped.chainmail_chestplate: #11, 1(1%)
minecraft.used.cake: #11, 1(1%)
minecraft.picked_up.acacia_fence: #11, 1(1%)
minecraft.used.white_stained_glass: #11, 253(1%)
minecraft.mined.mossy_stone_brick_stairs: #11, 1(1%)
minecraft.picked_up.music_disc_blocks: #11, 1(1%)
minecraft.dropped.dropper: #11, 3(1%)
minecraft.picked_up.jungle_boat: #11, 1(1%)
minecraft.dropped.cocoa_beans: #11, 3(1%)
minecraft.used.polished_granite: #11, 61(1%)
minecraft.mined.mangrove_propagule: #11, 11(0%)
minecraft.crafted.map: #11, 92(0%)
minecraft.used.yellow_stained_glass: #11, 62(0%)
minecraft.picked_up.music_disc_wait: #11, 1(1%)
minecraft.killed.rabbit: #11, 1(1%)
minecraft.picked_up.yellow_stained_glass_pane: #11, 5(1%)
minecraft.crafted.chiseled_polished_blackstone: #11, 2(1%)
minecraft.used.orange_stained_glass: #11, 76(0%)
minecraft.mined.sculk_sensor: #11, 21(0%)
minecraft.crafted.sandstone: #11, 137(0%)
minecraft.used.brown_concrete: #11, 8(1%)
minecraft.picked_up.blue_ice: #11, 43(0%)
minecraft.dropped.deepslate_gold_ore: #11, 2(1%)
minecraft.dropped.piston: #11, 3(0%)
minecraft.custom.interact_with_smoker: #11, 2(0%)
minecraft.dropped.slime_ball: #11, 36(0%)
minecraft.dropped.jungle_log: #11, 11(0%)
minecraft.picked_up.muddy_mangrove_roots: #11, 23(0%)
minecraft.dropped.beetroot_seeds: #11, 3(0%)
minecraft.dropped.polished_andesite: #11, 8(0%)
minecraft.picked_up.polished_blackstone_stairs: #11, 6(0%)
minecraft.crafted.lantern: #12, 449(3%)
minecraft.dropped.ice: #11, 10(0%)
minecraft.used.chiseled_sandstone: #11, 1(0%)
minecraft.dropped.crimson_stem: #11, 8(0%)
minecraft.used.brick_stairs: #11, 2(0%)
minecraft.picked_up.light_weighted_pressure_plate: #11, 2(0%)
minecraft.used.lapis_block: #11, 1(0%)
minecraft.mined.deepslate_gold_ore: #12, 534(3%)
minecraft.picked_up.birch_log: #12, 3489(3%)
minecraft.picked_up.azalea: #12, 439(3%)
minecraft.picked_up.dark_oak_log: #12, 5747(3%)
minecraft.picked_up.moss_carpet: #12, 1156(2%)
minecraft.mined.andesite: #12, 7380(2%)
minecraft.mined.dark_oak_log: #12, 4238(2%)
minecraft.picked_up.oak_planks: #12, 434(2%)
minecraft.picked_up.dark_oak_sapling: #12, 517(2%)
minecraft.used.granite: #12, 546(2%)
minecraft.crafted.shield: #12, 8(3%)
minecraft.crafted.polished_deepslate: #12, 2317(2%)
minecraft.picked_up.brown_mushroom: #12, 241(3%)
minecraft.mined.smooth_stone_slab: #12, 70(2%)
minecraft.mined.iron_door: #12, 15(3%)
minecraft.picked_up.goat_horn: #12, 6(2%)
minecraft.mined.birch_log: #12, 2126(2%)
minecraft.mined.birch_leaves: #12, 1566(2%)
minecraft.picked_up.birch_planks: #12, 291(1%)
minecraft.picked_up.bamboo: #12, 4456(2%)
minecraft.crafted.composter: #12, 85(2%)
minecraft.used.deepslate_tile_slab: #12, 379(2%)
minecraft.picked_up.bookshelf: #12, 42(2%)
minecraft.mined.white_stained_glass: #12, 147(2%)
minecraft.picked_up.carrot: #12, 1188(1%)
minecraft.dropped.moss_block: #12, 162(1%)
minecraft.crafted.sticky_piston: #12, 218(2%)
minecraft.used.dropper: #12, 137(1%)
minecraft.used.end_rod: #12, 89(1%)
minecraft.mined.green_shulker_box: #12, 40(1%)
minecraft.picked_up.yellow_concrete: #12, 166(1%)
minecraft.picked_up.glow_lichen: #12, 554(1%)
minecraft.used.glow_item_frame: #12, 41(2%)
minecraft.picked_up.crimson_stem: #12, 556(1%)
minecraft.crafted.comparator: #12, 165(1%)
minecraft.crafted.gray_concrete_powder: #12, 1024(2%)
minecraft.crafted.torch: #13, 6880(4%)
minecraft.mined.jukebox: #12, 7(1%)
minecraft.dropped.oak_log: #12, 138(1%)
minecraft.mined.yellow_concrete: #12, 165(1%)
minecraft.crafted.magenta_shulker_box: #12, 1(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #12, 18(1%)
minecraft.used.acacia_button: #12, 3(1%)
minecraft.mined.smooth_stone: #12, 64(1%)
minecraft.crafted.cobblestone_wall: #12, 66(1%)
minecraft.crafted.hopper_minecart: #12, 41(1%)
minecraft.used.jukebox: #12, 7(1%)
minecraft.used.smooth_basalt: #12, 207(1%)
minecraft.crafted.glass_pane: #12, 224(1%)
minecraft.used.green_concrete_powder: #12, 408(1%)
minecraft.crafted.brown_dye: #12, 85(1%)
minecraft.picked_up.birch_slab: #12, 20(1%)
minecraft.mined.orange_stained_glass: #12, 15(1%)
minecraft.mined.polished_andesite_slab: #12, 31(1%)
minecraft.picked_up.pufferfish: #12, 4(1%)
minecraft.used.yellow_concrete: #12, 111(1%)
minecraft.used.yellow_concrete_powder: #12, 128(1%)
minecraft.crafted.deepslate_brick_wall: #12, 6(1%)
minecraft.killed.slime: #12, 139(1%)
minecraft.dropped.crimson_fungus: #12, 2(1%)
minecraft.used.verdant_froglight: #12, 50(1%)
minecraft.crafted.green_terracotta: #12, 304(1%)
minecraft.crafted.iron_pickaxe: #13, 16(4%)
minecraft.crafted.polished_deepslate_slab: #12, 106(1%)
minecraft.used.red_banner: #12, 8(1%)
minecraft.used.orange_dye: #12, 2(1%)
minecraft.crafted.light_gray_stained_glass: #12, 307(1%)
minecraft.mined.mangrove_trapdoor: #12, 9(0%)
minecraft.used.sponge: #12, 86(1%)
minecraft.crafted.beehive: #12, 12(0%)
minecraft.crafted.red_banner: #12, 12(0%)
minecraft.used.polished_blackstone_stairs: #12, 19(0%)
minecraft.used.mossy_cobblestone_wall: #12, 3(0%)
minecraft.used.black_stained_glass: #12, 307(0%)
minecraft.dropped.deepslate_diamond_ore: #12, 4(0%)
minecraft.used.yellow_stained_glass_pane: #12, 5(0%)
minecraft.picked_up.chiseled_deepslate: #12, 3(0%)
minecraft.used.birch_wood: #12, 7(0%)
minecraft.used.jungle_leaves: #12, 12(0%)
minecraft.picked_up.red_tulip: #12, 4(0%)
minecraft.mined.sandstone_stairs: #12, 1(0%)
minecraft.dropped.magenta_stained_glass: #12, 1(0%)
minecraft.picked_up.sandstone_stairs: #12, 1(0%)
minecraft.dropped.mangrove_log: #12, 1(0%)
minecraft.picked_up.cornflower: #12, 73(0%)
minecraft.used.chiseled_deepslate: #12, 3(0%)
minecraft.used.crimson_fungus: #12, 4(0%)
minecraft.used.mangrove_propagule: #12, 5(0%)
minecraft.dropped.polished_deepslate_slab: #12, 1(0%)
minecraft.picked_up.brown_glazed_terracotta: #12, 1(0%)
minecraft.picked_up.blue_carpet: #12, 1(0%)
minecraft.used.brick_slab: #12, 3(0%)
minecraft.custom.use_cauldron: #12, 2(0%)
minecraft.crafted.honeycomb_block: #12, 2(0%)
minecraft.crafted.lever: #13, 196(3%)
minecraft.picked_up.cyan_shulker_box: #13, 187(3%)
minecraft.picked_up.oak_slab: #13, 87(3%)
minecraft.killed.squid: #13, 235(3%)
minecraft.mined.kelp: #13, 176(3%)
minecraft.crafted.stone_pickaxe: #13, 5(3%)
minecraft.picked_up.redstone_ore: #13, 20(3%)
minecraft.crafted.gray_dye: #13, 800(2%)
minecraft.mined.player_head: #13, 24(2%)
minecraft.picked_up.snow: #13, 1104(2%)
minecraft.used.lava_bucket: #13, 237(2%)
minecraft.custom.inspect_dispenser: #13, 608(2%)
minecraft.used.kelp: #13, 341(2%)
minecraft.crafted.crimson_planks: #13, 2096(2%)
minecraft.picked_up.stone_axe: #13, 2(2%)
minecraft.used.grindstone: #13, 25(2%)
minecraft.dropped.goat_horn: #13, 2(2%)
minecraft.used.iron_ore: #13, 198(2%)
minecraft.crafted.black_dye: #13, 1876(2%)
minecraft.used.basalt: #13, 1248(2%)
minecraft.used.iron_shovel: #13, 1346(1%)
minecraft.mined.bamboo: #13, 386(2%)
minecraft.picked_up.green_shulker_box: #13, 41(1%)
minecraft.custom.traded_with_villager: #13, 9709(2%)
minecraft.mined.oak_planks: #13, 184(1%)
minecraft.picked_up.vine: #13, 118(1%)
minecraft.picked_up.weeping_vines: #13, 52(1%)
minecraft.picked_up.warped_planks: #13, 145(1%)
minecraft.custom.play_record: #13, 15(1%)
minecraft.used.suspicious_stew: #13, 3(2%)
minecraft.used.gray_concrete: #13, 581(2%)
minecraft.picked_up.deepslate_diamond_ore: #13, 245(1%)
minecraft.used.bookshelf: #13, 223(1%)
minecraft.used.smooth_quartz_stairs: #13, 108(1%)
minecraft.used.redstone_block: #13, 243(1%)
minecraft.crafted.iron_nugget: #13, 3287(1%)
minecraft.used.pumpkin_pie: #13, 245(1%)
minecraft.picked_up.suspicious_stew: #13, 3(1%)
minecraft.picked_up.yellow_terracotta: #13, 189(1%)
minecraft.mined.mangrove_planks: #13, 10(1%)
minecraft.mined.snow: #13, 5442(1%)
minecraft.used.cooked_mutton: #13, 7(1%)
minecraft.used.rooted_dirt: #13, 69(1%)
minecraft.used.dripstone_block: #13, 44(1%)
minecraft.crafted.lime_dye: #13, 269(1%)
minecraft.picked_up.music_disc_strad: #13, 1(1%)
minecraft.picked_up.acacia_sapling: #13, 60(1%)
minecraft.crafted.acacia_button: #13, 3(1%)
minecraft.mined.crimson_slab: #13, 19(1%)
minecraft.crafted.smooth_sandstone: #13, 64(1%)
minecraft.picked_up.green_terracotta: #13, 97(1%)
minecraft.mined.light_blue_concrete: #13, 25(1%)
minecraft.picked_up.light_blue_concrete: #13, 25(1%)
minecraft.used.cobweb: #13, 13(1%)
minecraft.picked_up.white_terracotta: #13, 172(0%)
minecraft.used.oak_button: #13, 3(1%)
minecraft.used.light_blue_concrete: #13, 21(1%)
minecraft.mined.quartz_bricks: #13, 3(1%)
minecraft.picked_up.cooked_mutton: #13, 5(1%)
minecraft.picked_up.brick: #13, 26(1%)
minecraft.used.light_blue_concrete_powder: #13, 24(1%)
minecraft.picked_up.cactus: #13, 507(0%)
minecraft.picked_up.oak_button: #13, 1(1%)
minecraft.crafted.red_wool: #13, 40(0%)
minecraft.crafted.snow_block: #13, 490(0%)
minecraft.used.blackstone: #13, 460(0%)
minecraft.crafted.orange_stained_glass: #13, 128(1%)
minecraft.used.andesite_wall: #13, 68(0%)
minecraft.mined.warped_stem: #13, 99(0%)
minecraft.picked_up.bamboo_raft: #13, 1(0%)
minecraft.picked_up.rabbit: #13, 1(0%)
minecraft.mined.acacia_leaves: #13, 99(0%)
minecraft.picked_up.andesite_wall: #13, 8(0%)
minecraft.dropped.polished_andesite_slab: #13, 4(0%)
minecraft.picked_up.honey_bottle: #13, 5(0%)
minecraft.dropped.light_gray_stained_glass_pane: #13, 1(0%)
minecraft.crafted.yellow_stained_glass_pane: #13, 8(0%)
minecraft.picked_up.polished_granite: #13, 13(0%)
minecraft.used.hanging_roots: #13, 2(0%)
minecraft.mined.andesite_wall: #13, 3(0%)
minecraft.dropped.dark_oak_fence: #13, 3(0%)
minecraft.crafted.cartography_table: #13, 2(0%)
minecraft.picked_up.brick_slab: #13, 4(0%)
minecraft.picked_up.red_stained_glass_pane: #13, 2(0%)
minecraft.used.red_carpet: #13, 34(0%)
minecraft.mined.lime_wool: #13, 2(0%)
minecraft.mined.green_stained_glass: #13, 2(0%)
minecraft.crafted.andesite_wall: #13, 6(0%)
minecraft.crafted.daylight_detector: #13, 1(0%)
minecraft.crafted.dried_kelp: #13, 9(0%)
minecraft.mined.jungle_planks: #13, 5(0%)
minecraft.used.heavy_weighted_pressure_plate: #13, 3(0%)
minecraft.mined.raw_gold_block: #13, 1(0%)
minecraft.dropped.slime_block: #13, 1(0%)
minecraft.mined.torch: #14, 755(3%)
minecraft.used.blue_carpet: #13, 1(0%)
minecraft.crafted.light_weighted_pressure_plate: #13, 1(0%)
minecraft.mined.sandstone: #14, 9247(3%)
minecraft.custom.player_kills: #14, 20(2%)
minecraft.mined.cyan_shulker_box: #14, 173(2%)
minecraft.mined.copper_ore: #14, 1363(2%)
minecraft.picked_up.ink_sac: #14, 1055(2%)
minecraft.mined.spruce_slab: #14, 196(2%)
minecraft.used.oak_sign: #14, 66(2%)
minecraft.picked_up.golden_carrot: #14, 469(1%)
minecraft.picked_up.red_mushroom: #14, 176(2%)
minecraft.picked_up.deepslate_lapis_ore: #14, 49(2%)
minecraft.mined.stonecutter: #14, 35(2%)
minecraft.picked_up.spruce_sapling: #14, 375(1%)
minecraft.crafted.repeater: #14, 285(2%)
minecraft.mined.peony: #14, 5(2%)
minecraft.picked_up.polished_deepslate_slab: #14, 102(2%)
minecraft.picked_up.stripped_crimson_stem: #14, 57(2%)
minecraft.used.tripwire_hook: #14, 11(2%)
minecraft.crafted.cyan_dye: #14, 662(2%)
minecraft.custom.pig_one_cm: #14, 54588(2%)
minecraft.custom.inspect_dropper: #14, 385(1%)
minecraft.crafted.oak_slab: #14, 360(1%)
minecraft.broken.iron_shovel: #14, 4(1%)
minecraft.picked_up.powered_rail: #14, 193(1%)
minecraft.picked_up.smooth_stone_slab: #14, 53(1%)
minecraft.used.oak_log: #14, 361(1%)
minecraft.mined.oak_stairs: #14, 19(1%)
minecraft.used.honeycomb: #14, 141(1%)
minecraft.picked_up.podzol: #14, 238(1%)
minecraft.picked_up.coal_block: #14, 67(1%)
minecraft.used.baked_potato: #14, 70(1%)
minecraft.mined.rooted_dirt: #14, 180(1%)
minecraft.crafted.redstone_lamp: #14, 59(1%)
minecraft.picked_up.lilac: #14, 119(1%)
minecraft.crafted.lime_shulker_box: #14, 2(1%)
minecraft.mined.podzol: #14, 312(1%)
minecraft.mined.powered_rail: #14, 83(1%)
minecraft.picked_up.note_block: #14, 15(1%)
minecraft.mined.andesite_slab: #14, 6(1%)
minecraft.crafted.slime_ball: #14, 297(1%)
minecraft.used.crimson_planks: #14, 72(1%)
minecraft.crafted.brick: #14, 845(1%)
minecraft.crafted.mossy_stone_bricks: #14, 90(1%)
minecraft.mined.iron_trapdoor: #14, 8(1%)
minecraft.used.mossy_stone_bricks: #14, 30(1%)
minecraft.mined.yellow_terracotta: #14, 86(1%)
minecraft.mined.crimson_roots: #14, 47(1%)
minecraft.mined.polished_basalt: #14, 21(1%)
minecraft.mined.polished_granite: #14, 9(1%)
minecraft.crafted.raw_copper: #14, 621(1%)
minecraft.crafted.brown_terracotta: #14, 32(1%)
minecraft.crafted.yellow_concrete_powder: #14, 128(1%)
minecraft.used.cooked_salmon: #14, 6(1%)
minecraft.crafted.pink_shulker_box: #14, 1(1%)
minecraft.crafted.yellow_stained_glass: #14, 128(1%)
minecraft.dropped.spruce_button: #14, 2(1%)
minecraft.picked_up.birch_stairs: #14, 4(1%)
minecraft.crafted.loom: #14, 10(1%)
minecraft.mined.cherry_log: #14, 45(0%)
minecraft.used.white_banner: #14, 3(0%)
minecraft.mined.mangrove_leaves: #14, 273(0%)
minecraft.used.lime_terracotta: #14, 201(0%)
minecraft.used.crimson_stairs: #14, 14(0%)
minecraft.mined.white_stained_glass_pane: #14, 3(0%)
minecraft.used.egg: #14, 97(0%)
minecraft.picked_up.warped_roots: #14, 98(0%)
minecraft.crafted.white_banner: #14, 7(0%)
minecraft.crafted.name_tag: #14, 18(0%)
minecraft.mined.polished_diorite: #14, 11(0%)
minecraft.picked_up.crimson_roots: #14, 150(0%)
minecraft.picked_up.mangrove_trapdoor: #14, 7(0%)
minecraft.used.acacia_trapdoor: #14, 37(0%)
minecraft.picked_up.polished_blackstone: #14, 15(0%)
minecraft.mined.warped_planks: #14, 25(0%)
minecraft.crafted.light_blue_concrete_powder: #14, 24(0%)
minecraft.mined.light_gray_wool: #14, 6(0%)
minecraft.mined.brown_concrete: #14, 8(0%)
minecraft.crafted.black_stained_glass: #14, 360(0%)
minecraft.crafted.acacia_trapdoor: #14, 28(0%)
minecraft.picked_up.brown_concrete: #14, 8(0%)
minecraft.picked_up.mangrove_propagule: #14, 21(0%)
minecraft.dropped.deepslate_tile_slab: #14, 2(0%)
minecraft.crafted.red_carpet: #14, 30(0%)
minecraft.used.birch_planks: #14, 199(0%)
minecraft.used.polished_basalt: #14, 43(0%)
minecraft.mined.stripped_dark_oak_wood: #14, 3(0%)
minecraft.mined.lime_stained_glass: #14, 4(0%)
minecraft.picked_up.granite_slab: #14, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #14, 3(0%)
minecraft.used.stripped_dark_oak_wood: #14, 3(0%)
minecraft.used.blackstone_slab: #14, 4(0%)
minecraft.picked_up.hopper_minecart: #14, 3(0%)
minecraft.picked_up.green_stained_glass: #14, 2(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #14, 1(0%)
minecraft.dropped.azalea_leaves: #14, 1(0%)
minecraft.used.raw_gold_block: #14, 1(0%)
minecraft.used.sculk_vein: #14, 1(0%)
minecraft.crafted.dried_kelp_block: #14, 1(0%)
minecraft.broken.iron_pickaxe: #15, 7(3%)
minecraft.picked_up.deepslate: #15, 9170(2%)
minecraft.picked_up.stonecutter: #15, 41(2%)
minecraft.picked_up.flowering_azalea: #15, 151(2%)
minecraft.mined.moss_carpet: #15, 166(2%)
minecraft.picked_up.sandstone: #15, 4893(2%)
minecraft.used.oak_slab: #15, 154(2%)
minecraft.mined.azalea: #15, 60(1%)
minecraft.mined.flowering_azalea: #15, 35(1%)
minecraft.mined.stripped_crimson_stem: #15, 58(2%)
minecraft.picked_up.raw_copper: #15, 3524(1%)
minecraft.mined.oak_leaves: #15, 1737(1%)
minecraft.mined.birch_sign: #15, 6(2%)
minecraft.used.damaged_anvil: #15, 3(2%)
minecraft.mined.kelp_plant: #15, 204(2%)
minecraft.used.flowering_azalea: #15, 29(2%)
minecraft.used.green_shulker_box: #15, 38(1%)
minecraft.used.cyan_terracotta: #15, 794(1%)
minecraft.picked_up.nether_wart_block: #15, 572(1%)
minecraft.picked_up.clay: #15, 542(1%)
minecraft.mined.redstone_torch: #15, 23(1%)
minecraft.used.jungle_log: #15, 68(1%)
minecraft.mined.dark_oak_leaves: #15, 402(1%)
minecraft.used.podzol: #15, 32(1%)
minecraft.mined.cauldron: #15, 3(1%)
minecraft.custom.animals_bred: #15, 102(1%)
minecraft.picked_up.slime_block: #15, 127(1%)
minecraft.crafted.glow_item_frame: #15, 12(1%)
minecraft.crafted.chiseled_stone_bricks: #15, 134(1%)
minecraft.used.slime_block: #15, 156(1%)
minecraft.picked_up.slime_ball: #15, 227(1%)
minecraft.mined.cobbled_deepslate_stairs: #15, 6(1%)
minecraft.mined.cocoa: #15, 39(1%)
minecraft.used.smooth_stone: #15, 148(1%)
minecraft.used.andesite_slab: #15, 68(1%)
minecraft.mined.birch_sapling: #15, 3(1%)
minecraft.picked_up.mangrove_planks: #15, 10(1%)
minecraft.crafted.lime_terracotta: #15, 336(1%)
minecraft.crafted.mud_bricks: #15, 104(1%)
minecraft.used.map: #15, 4(1%)
minecraft.crafted.raw_copper_block: #15, 77(1%)
minecraft.used.cooked_cod: #15, 5(1%)
minecraft.used.dark_oak_sapling: #15, 38(0%)
minecraft.mined.warped_roots: #15, 24(0%)
minecraft.picked_up.cherry_log: #15, 45(0%)
minecraft.picked_up.warped_stem: #15, 115(0%)
minecraft.picked_up.mud: #15, 316(0%)
minecraft.picked_up.andesite_slab: #15, 6(0%)
minecraft.picked_up.cooked_cod: #15, 3(0%)
minecraft.crafted.crimson_slab: #15, 132(0%)
minecraft.crafted.white_stained_glass: #15, 200(0%)
minecraft.mined.mud: #15, 334(0%)
minecraft.crafted.crimson_stairs: #15, 12(0%)
minecraft.picked_up.polished_diorite: #15, 10(0%)
minecraft.mined.smooth_quartz_slab: #15, 4(0%)
minecraft.used.green_terracotta: #15, 79(0%)
minecraft.used.green_wool: #15, 11(0%)
minecraft.mined.twisting_vines_plant: #15, 1(0%)
minecraft.crafted.brown_concrete_powder: #15, 8(0%)
minecraft.picked_up.brown_concrete_powder: #15, 1(0%)
minecraft.used.stripped_oak_wood: #15, 2(0%)
minecraft.picked_up.lime_stained_glass: #15, 4(0%)
minecraft.picked_up.gray_concrete_powder: #15, 9(0%)
minecraft.mined.ochre_froglight: #15, 1(0%)
minecraft.used.mangrove_leaves: #15, 6(0%)
minecraft.picked_up.light_gray_bed: #15, 1(0%)
minecraft.used.cherry_sapling: #15, 1(0%)
minecraft.picked_up.jungle_leaves: #15, 5(0%)
minecraft.used.fern: #15, 1(0%)
minecraft.picked_up.torchflower_seeds: #15, 1(0%)
minecraft.mined.light_gray_concrete_powder: #15, 1(0%)
minecraft.crafted.filled_map: #15, 4(0%)
minecraft.used.cut_sandstone: #15, 4(0%)
minecraft.used.player_head: #16, 63(2%)
minecraft.custom.interact_with_stonecutter: #16, 219(2%)
minecraft.mined.oak_slab: #16, 36(2%)
minecraft.dropped.golden_carrot: #16, 153(1%)
minecraft.picked_up.stone_slab: #16, 364(2%)
minecraft.used.spruce_slab: #16, 773(2%)
minecraft.crafted.oak_sign: #16, 48(2%)
minecraft.used.oak_stairs: #16, 36(1%)
minecraft.crafted.redstone: #16, 3569(1%)
minecraft.crafted.grindstone: #16, 14(1%)
minecraft.used.mangrove_planks: #16, 43(1%)
minecraft.used.oak_planks: #16, 177(1%)
minecraft.crafted.dropper: #16, 88(1%)
minecraft.mined.potatoes: #16, 57(1%)
minecraft.mined.note_block: #16, 10(1%)
minecraft.used.smooth_stone_slab: #16, 199(1%)
minecraft.used.white_concrete: #16, 529(1%)
minecraft.mined.weeping_vines_plant: #16, 8(1%)
minecraft.crafted.oak_stairs: #16, 40(1%)
minecraft.crafted.cyan_terracotta: #16, 520(1%)
minecraft.crafted.baked_potato: #16, 61(1%)
minecraft.mined.deepslate_tiles: #16, 59(1%)
minecraft.used.glow_lichen: #16, 288(1%)
minecraft.picked_up.oak_stairs: #16, 19(1%)
minecraft.used.stone_sword: #16, 31(1%)
minecraft.used.rose_bush: #16, 8(1%)
minecraft.crafted.purple_shulker_box: #16, 1(1%)
minecraft.crafted.dispenser: #16, 40(1%)
minecraft.used.powered_rail: #16, 214(1%)
minecraft.used.deepslate_diamond_ore: #16, 119(1%)
minecraft.mined.polished_deepslate_wall: #16, 10(1%)
minecraft.crafted.yellow_dye: #16, 256(1%)
minecraft.dropped.wheat: #16, 17(1%)
minecraft.used.polished_andesite_slab: #16, 138(1%)
minecraft.crafted.orange_dye: #16, 167(1%)
minecraft.mined.dark_oak_sapling: #16, 2(1%)
minecraft.crafted.packed_mud: #16, 170(1%)
minecraft.picked_up.iron_trapdoor: #16, 9(1%)
minecraft.picked_up.quartz_slab: #16, 18(1%)
minecraft.used.snow: #16, 288(0%)
minecraft.used.ochre_froglight: #16, 46(0%)
minecraft.mined.lime_concrete_powder: #16, 1(1%)
minecraft.crafted.light_gray_wool: #16, 26(0%)
minecraft.used.music_disc_13: #16, 1(0%)
minecraft.crafted.brown_shulker_box: #16, 1(0%)
minecraft.used.deepslate_tile_wall: #16, 29(0%)
minecraft.mined.diamond_block: #16, 8(0%)
minecraft.mined.nether_sprouts: #16, 10(0%)
minecraft.crafted.bricks: #16, 64(0%)
minecraft.mined.birch_stairs: #16, 1(0%)
minecraft.used.deepslate_iron_ore: #16, 7(0%)
minecraft.crafted.quartz_slab: #16, 12(0%)
minecraft.dropped.bamboo: #16, 58(0%)
minecraft.crafted.lime_stained_glass: #16, 32(0%)
minecraft.dropped.spruce_leaves: #16, 5(0%)
minecraft.mined.polished_blackstone: #16, 3(0%)
minecraft.used.terracotta: #16, 38(0%)
minecraft.used.orange_terracotta: #16, 12(0%)
minecraft.mined.green_wool: #16, 2(0%)
minecraft.used.crimson_slab: #16, 22(0%)
minecraft.used.cherry_log: #16, 2(0%)
minecraft.mined.granite_slab: #16, 1(0%)
minecraft.crafted.smooth_quartz_slab: #16, 6(0%)
minecraft.used.warped_wart_block: #16, 8(0%)
minecraft.used.lime_wool: #16, 2(0%)
minecraft.used.chiseled_polished_blackstone: #16, 1(0%)
minecraft.used.pointed_dripstone: #16, 14(0%)
minecraft.used.jungle_planks: #16, 2(0%)
minecraft.used.torch: #17, 5415(3%)
minecraft.used.diamond_axe: #17, 22531(2%)
minecraft.picked_up.copper_ore: #17, 569(2%)
minecraft.picked_up.lapis_ore: #17, 41(2%)
minecraft.picked_up.kelp: #17, 1824(2%)
minecraft.mined.dark_oak_planks: #17, 120(1%)
