stat, rank, value, (percentage) 
minecraft.mined.packed_mud: #5, 157(9%)
minecraft.crafted.golden_sword: #4, 3(8%)
minecraft.dropped.crimson_slab: #5, 64(12%)
minecraft.used.music_disc_blocks: #4, 5(6%)
minecraft.mined.magenta_glazed_terracotta: #4, 35(5%)
minecraft.picked_up.polished_blackstone_brick_wall: #4, 64(8%)
minecraft.dropped.light_gray_stained_glass: #4, 32(7%)
minecraft.dropped.smooth_stone_slab: #5, 65(12%)
minecraft.dropped.spruce_trapdoor: #5, 85(8%)
minecraft.custom.open_barrel: #6, 10176(6%)
minecraft.crafted.bone_block: #5, 13995(7%)
minecraft.picked_up.orange_stained_glass_pane: #4, 20(6%)
minecraft.mined.oxidized_cut_copper_stairs: #5, 83(9%)
minecraft.dropped.iron_sword: #5, 15(9%)
minecraft.dropped.dandelion: #5, 131(6%)
minecraft.crafted.scaffolding: #5, 6438(8%)
minecraft.crafted.vex_armor_trim_smithing_template: #4, 6(11%)
minecraft.mined.green_stained_glass: #4, 61(5%)
minecraft.picked_up.cyan_carpet: #4, 105(3%)
minecraft.used.birch_fence_gate: #4, 46(4%)
minecraft.crafted.brown_glazed_terracotta: #4, 257(6%)
minecraft.used.dark_oak_door: #5, 23(8%)
minecraft.crafted.cooked_salmon: #4, 39(5%)
minecraft.mined.magenta_terracotta: #4, 31(7%)
minecraft.picked_up.raw_gold_block: #4, 107(4%)
minecraft.used.powered_rail: #5, 2476(6%)
minecraft.crafted.polished_andesite: #5, 3324(6%)
minecraft.picked_up.netherite_shovel: #5, 28(9%)
minecraft.killed.salmon: #5, 103(6%)
minecraft.dropped.weathered_cut_copper: #4, 1(14%)
minecraft.picked_up.polished_blackstone_button: #4, 45(3%)
minecraft.mined.basalt: #5, 16960(6%)
minecraft.used.deepslate_tile_slab: #5, 1426(6%)
minecraft.used.acacia_log: #5, 810(7%)
minecraft.mined.powered_rail: #5, 584(6%)
minecraft.mined.blackstone: #5, 8574(6%)
minecraft.picked_up.rabbit_hide: #5, 33(10%)
minecraft.mined.light_gray_carpet: #4, 116(2%)
minecraft.mined.bamboo_wall_sign: #4, 2(11%)
minecraft.used.stone_sword: #5, 303(7%)
minecraft.picked_up.burn_pottery_sherd: #4, 2(9%)
minecraft.crafted.acacia_stairs: #4, 40(4%)
minecraft.mined.flowering_azalea: #5, 129(5%)
minecraft.picked_up.red_candle: #5, 49(10%)
minecraft.picked_up.powered_rail: #5, 864(6%)
minecraft.mined.ancient_debris: #4, 174(2%)
minecraft.mined.end_stone_bricks: #5, 166(7%)
minecraft.picked_up.wooden_axe: #5, 13(8%)
minecraft.crafted.campfire: #5, 186(6%)
minecraft.used.activator_rail: #4, 75(4%)
minecraft.crafted.dark_oak_hanging_sign: #4, 6(9%)
minecraft.mined.cracked_deepslate_bricks: #4, 54(3%)
minecraft.used.polished_deepslate_stairs: #5, 794(7%)
minecraft.picked_up.ancient_debris: #4, 174(2%)
minecraft.used.glowstone: #5, 550(6%)
minecraft.mined.cyan_stained_glass_pane: #4, 5(4%)
minecraft.used.spruce_button: #5, 65(6%)
minecraft.mined.warped_trapdoor: #5, 70(8%)
minecraft.mined.stone_button: #5, 46(6%)
minecraft.picked_up.clay_ball: #4, 2765(1%)
minecraft.picked_up.dead_brain_coral_block: #4, 117(4%)
minecraft.used.music_disc_relic: #4, 1(10%)
minecraft.mined.blast_furnace: #5, 24(7%)
minecraft.killed.rabbit: #5, 17(11%)
minecraft.crafted.birch_fence_gate: #4, 26(2%)
minecraft.crafted.black_terracotta: #5, 1540(7%)
minecraft.custom.inspect_dispenser: #5, 1459(4%)
minecraft.used.iron_hoe: #4, 1927(2%)
minecraft.picked_up.gray_stained_glass: #5, 115(7%)
minecraft.mined.warped_wart_block: #5, 3081(6%)
minecraft.mined.sculk_shrieker: #5, 84(7%)
minecraft.crafted.red_stained_glass: #5, 1504(7%)
minecraft.used.green_carpet: #4, 215(2%)
minecraft.crafted.glass: #6, 25847(8%)
minecraft.used.glass: #5, 4077(5%)
minecraft.killed_by.piglin_brute: #4, 1(6%)
minecraft.mined.redstone_wire: #5, 695(4%)
minecraft.picked_up.cyan_candle: #4, 5(5%)
minecraft.mined.red_sandstone: #4, 13(5%)
minecraft.used.cracked_deepslate_bricks: #4, 277(3%)
minecraft.picked_up.waxed_weathered_cut_copper: #4, 18(3%)
minecraft.picked_up.piglin_banner_pattern: #4, 1(7%)
minecraft.crafted.birch_trapdoor: #5, 170(6%)
minecraft.mined.iron_trapdoor: #5, 63(6%)
minecraft.picked_up.cyan_concrete_powder: #4, 188(2%)
minecraft.mined.polished_blackstone_brick_slab: #4, 15(2%)
minecraft.mined.acacia_fence_gate: #4, 1(6%)
minecraft.used.chest_minecart: #5, 10(8%)
minecraft.used.totem_of_undying: #6, 85(8%)
minecraft.crafted.warped_planks: #5, 5812(5%)
minecraft.crafted.spruce_planks: #6, 38432(7%)
minecraft.used.light_gray_concrete: #6, 2589(11%)
minecraft.picked_up.acacia_fence_gate: #4, 1(5%)
minecraft.picked_up.stone: #6, 200187(6%)
minecraft.picked_up.stone_bricks: #5, 2103(4%)
minecraft.crafted.baked_potato: #5, 371(6%)
minecraft.picked_up.music_disc_otherside: #5, 13(5%)
minecraft.picked_up.orange_wool: #5, 218(6%)
minecraft.mined.exposed_cut_copper_slab: #4, 4(2%)
minecraft.mined.campfire: #5, 47(5%)
minecraft.used.honeycomb_block: #4, 41(1%)
minecraft.dropped.yellow_wool: #5, 129(9%)
minecraft.used.pointed_dripstone: #4, 685(1%)
minecraft.dropped.blaze_rod: #5, 80(12%)
minecraft.used.nether_brick_wall: #4, 11(2%)
minecraft.used.red_nether_brick_stairs: #4, 4(3%)
minecraft.crafted.golden_axe: #4, 1(3%)
minecraft.mined.cyan_concrete: #5, 975(6%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #4, 27(2%)
minecraft.crafted.cauldron: #5, 232(5%)
minecraft.used.quartz_pillar: #5, 563(5%)
minecraft.used.raw_iron_block: #4, 175(1%)
minecraft.dropped.wooden_hoe: #5, 6(10%)
minecraft.dropped.gray_banner: #4, 1(4%)
minecraft.used.sticky_piston: #5, 699(4%)
minecraft.mined.dark_oak_sapling: #5, 19(6%)
minecraft.crafted.oak_boat: #5, 17(5%)
minecraft.mined.smooth_red_sandstone: #4, 8(3%)
minecraft.custom.clean_shulker_box: #4, 1(3%)
minecraft.picked_up.jukebox: #6, 50(9%)
minecraft.picked_up.acacia_planks: #5, 155(5%)
minecraft.dropped.sandstone_wall: #4, 1(3%)
minecraft.mined.cyan_candle: #4, 1(3%)
minecraft.dropped.dark_oak_fence_gate: #4, 6(2%)
minecraft.used.potato: #6, 627(8%)
minecraft.dropped.birch_slab: #4, 7(1%)
minecraft.dropped.chain: #5, 79(7%)
minecraft.used.chainmail_leggings: #4, 1(3%)
minecraft.mined.stone_bricks: #5, 1752(4%)
minecraft.mined.dead_tube_coral_fan: #4, 5(1%)
minecraft.picked_up.sculk_shrieker: #5, 74(5%)
minecraft.picked_up.polished_blackstone_slab: #5, 227(5%)
minecraft.picked_up.smooth_red_sandstone: #4, 8(2%)
minecraft.mined.deepslate: #6, 90297(7%)
minecraft.crafted.yellow_candle: #4, 26(1%)
minecraft.crafted.waxed_weathered_copper: #4, 16(1%)
minecraft.picked_up.emerald: #5, 4886(3%)
minecraft.used.magenta_stained_glass_pane: #4, 2(1%)
minecraft.mined.grass_block: #6, 53789(6%)
minecraft.picked_up.music_disc_blocks: #5, 9(7%)
minecraft.dropped.purple_carpet: #4, 1(1%)
minecraft.mined.smooth_red_sandstone_stairs: #4, 1(1%)
minecraft.crafted.dark_oak_slab: #5, 1872(4%)
minecraft.used.magenta_glazed_terracotta: #4, 45(0%)
minecraft.picked_up.smooth_red_sandstone_stairs: #4, 1(1%)
minecraft.used.dead_tube_coral_fan: #4, 3(1%)
minecraft.mined.white_stained_glass_pane: #5, 36(6%)
minecraft.picked_up.light_blue_carpet: #4, 64(0%)
minecraft.mined.jukebox: #6, 50(9%)
minecraft.killed.vex: #5, 23(7%)
minecraft.dropped.purple_stained_glass: #4, 4(0%)
minecraft.mined.birch_sapling: #5, 23(4%)
minecraft.dropped.oak_boat: #5, 7(6%)
minecraft.dropped.nether_star: #4, 1(1%)
minecraft.crafted.black_stained_glass_pane: #5, 400(7%)
minecraft.dropped.light_weighted_pressure_plate: #4, 3(0%)
minecraft.picked_up.pink_carpet: #4, 35(0%)
minecraft.dropped.fire_charge: #4, 4(0%)
minecraft.used.soul_sand: #5, 1112(4%)
minecraft.used.red_nether_brick_slab: #4, 1(0%)
minecraft.used.rabbit_stew: #5, 1(20%)
minecraft.mined.white_concrete: #6, 6202(8%)
minecraft.picked_up.birch_stairs: #5, 38(5%)
minecraft.picked_up.sculk_vein: #5, 870(6%)
minecraft.crafted.polished_blackstone_slab: #5, 96(6%)
minecraft.dropped.iron_block: #5, 375(4%)
minecraft.dropped.iron_bars: #5, 193(7%)
minecraft.dropped.rail: #5, 234(4%)
minecraft.used.white_concrete: #6, 5060(7%)
minecraft.picked_up.spruce_button: #5, 21(4%)
minecraft.mined.white_wall_banner: #5, 7(6%)
minecraft.used.mangrove_button: #5, 8(7%)
minecraft.picked_up.gray_banner: #5, 12(10%)
minecraft.picked_up.coal_ore: #6, 3286(7%)
minecraft.dropped.diamond: #5, 244(3%)
minecraft.dropped.white_terracotta: #5, 91(5%)
minecraft.crafted.bone_meal: #6, 210271(6%)
minecraft.used.gray_carpet: #5, 1864(4%)
minecraft.crafted.cake: #5, 12(7%)
minecraft.mined.blackstone_stairs: #5, 21(10%)
minecraft.crafted.rail: #6, 2736(7%)
minecraft.crafted.redstone: #6, 24479(6%)
minecraft.crafted.golden_leggings: #5, 4(7%)
minecraft.mined.carrots: #5, 441(3%)
minecraft.picked_up.acacia_slab: #5, 37(6%)
minecraft.picked_up.smithing_table: #6, 70(8%)
minecraft.killed_by.magma_cube: #5, 1(14%)
minecraft.picked_up.music_disc_chirp: #5, 8(6%)
minecraft.picked_up.white_concrete: #6, 5048(7%)
minecraft.mined.purpur_pillar: #5, 71(4%)
minecraft.mined.sugar_cane: #5, 2180(3%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #5, 2(9%)
minecraft.picked_up.birch_fence_gate: #5, 24(5%)
minecraft.used.blackstone_slab: #5, 235(5%)
minecraft.picked_up.oak_button: #5, 8(4%)
minecraft.mined.tall_grass: #6, 947(5%)
minecraft.used.acacia_fence: #5, 36(7%)
minecraft.dropped.shulker_shell: #5, 176(6%)
minecraft.mined.stone_slab: #6, 1051(7%)
minecraft.mined.quartz_stairs: #6, 47(10%)
minecraft.used.stone_button: #5, 509(3%)
minecraft.used.slime_block: #5, 759(3%)
minecraft.picked_up.chiseled_sandstone: #5, 10(5%)
minecraft.picked_up.black_wool: #5, 721(3%)
minecraft.used.warped_stairs: #5, 268(4%)
minecraft.mined.chain: #6, 146(6%)
minecraft.used.stone_shovel: #5, 606(3%)
minecraft.crafted.iron_sword: #6, 15(6%)
minecraft.mined.redstone_lamp: #6, 66(8%)
minecraft.crafted.dried_kelp: #5, 576(6%)
minecraft.dropped.iron_pickaxe: #6, 7(7%)
minecraft.crafted.bamboo_planks: #5, 596(4%)
minecraft.crafted.repeater: #6, 1119(6%)
minecraft.dropped.redstone_torch: #5, 45(3%)
minecraft.dropped.spruce_planks: #6, 236(7%)
minecraft.mined.polished_deepslate_wall: #6, 125(8%)
minecraft.mined.dark_oak_trapdoor: #6, 130(6%)
minecraft.picked_up.amethyst_block: #6, 1687(7%)
minecraft.picked_up.host_armor_trim_smithing_template: #5, 2(10%)
minecraft.picked_up.shield: #6, 16(6%)
minecraft.crafted.gray_bed: #5, 4(8%)
minecraft.used.purpur_stairs: #5, 16(6%)
minecraft.picked_up.music_disc_relic: #5, 2(8%)
minecraft.custom.open_shulker_box: #7, 62422(5%)
minecraft.broken.netherite_pickaxe: #5, 1(12%)
minecraft.crafted.ender_eye: #6, 91(6%)
minecraft.picked_up.polished_blackstone_brick_stairs: #5, 176(4%)
minecraft.used.rail: #6, 4044(6%)
minecraft.mined.purpur_stairs: #5, 31(3%)
minecraft.crafted.yellow_concrete: #5, 72(8%)
minecraft.used.repeater: #6, 1180(6%)
minecraft.picked_up.grass_block: #6, 34687(5%)
minecraft.custom.traded_with_villager: #6, 40323(6%)
minecraft.picked_up.cracked_deepslate_tiles: #5, 37(6%)
minecraft.dropped.black_shulker_box: #5, 2(4%)
minecraft.used.jungle_sign: #5, 18(5%)
minecraft.picked_up.dandelion: #5, 621(2%)
minecraft.crafted.iron_axe: #6, 16(5%)
minecraft.picked_up.packed_mud: #6, 150(7%)
minecraft.used.cake: #5, 4(3%)
minecraft.picked_up.netherite_pickaxe: #6, 47(5%)
minecraft.used.mangrove_wood: #5, 211(3%)
minecraft.crafted.tnt_minecart: #5, 3(7%)
minecraft.dropped.wheat_seeds: #6, 3635(5%)
minecraft.mined.pink_wool: #5, 64(4%)
minecraft.used.cobbled_deepslate: #6, 5183(5%)
minecraft.mined.daylight_detector: #5, 9(5%)
minecraft.used.polished_blackstone_slab: #5, 380(2%)
minecraft.used.lime_wool: #5, 149(2%)
minecraft.dropped.dark_oak_door: #5, 12(5%)
minecraft.crafted.green_carpet: #5, 216(2%)
minecraft.picked_up.polished_deepslate_stairs: #6, 264(6%)
minecraft.mined.red_stained_glass: #6, 124(8%)
minecraft.used.enchanting_table: #6, 6(7%)
minecraft.picked_up.netherite_axe: #6, 24(7%)
minecraft.dropped.polished_basalt: #5, 143(4%)
minecraft.crafted.wayfinder_armor_trim_smithing_template: #5, 2(8%)
minecraft.used.acacia_slab: #5, 39(3%)
minecraft.used.polished_blackstone_pressure_plate: #5, 37(4%)
minecraft.crafted.polished_blackstone_pressure_plate: #5, 39(3%)
minecraft.crafted.composter: #6, 290(5%)
minecraft.picked_up.wooden_shovel: #5, 5(3%)
minecraft.crafted.polished_blackstone_brick_wall: #5, 8(4%)
minecraft.used.stripped_warped_stem: #5, 307(3%)
minecraft.mined.andesite: #6, 13996(5%)
minecraft.crafted.brick: #6, 7072(5%)
minecraft.picked_up.spruce_trapdoor: #6, 396(4%)
minecraft.mined.mossy_cobblestone_wall: #5, 4(4%)
minecraft.crafted.snout_armor_trim_smithing_template: #5, 2(8%)
minecraft.picked_up.iron_bars: #6, 342(5%)
minecraft.used.waxed_exposed_cut_copper_slab: #5, 42(4%)
minecraft.used.grass_block: #6, 24796(4%)
minecraft.used.sculk_vein: #5, 120(3%)
minecraft.picked_up.purpur_stairs: #5, 28(2%)
minecraft.picked_up.dark_oak_fence_gate: #5, 19(3%)
minecraft.picked_up.gray_carpet: #5, 514(1%)
minecraft.picked_up.iron_ingot: #6, 2503(4%)
minecraft.mined.mangrove_wood: #5, 11(3%)
minecraft.picked_up.brown_carpet: #5, 251(2%)
minecraft.crafted.cut_sandstone: #5, 512(4%)
minecraft.used.fire_coral: #5, 5(3%)
minecraft.crafted.polished_deepslate: #6, 5000(5%)
minecraft.crafted.red_sandstone: #5, 211(2%)
minecraft.crafted.light_blue_shulker_box: #5, 20(1%)
minecraft.picked_up.lime_concrete_powder: #6, 54(7%)
minecraft.dropped.white_bed: #5, 3(2%)
minecraft.picked_up.warped_trapdoor: #6, 82(6%)
minecraft.mined.white_banner: #5, 3(3%)
minecraft.picked_up.light_gray_carpet: #5, 210(1%)
minecraft.crafted.bricks: #6, 1606(6%)
minecraft.crafted.red_bed: #5, 5(2%)
minecraft.killed_by.zombified_piglin: #5, 1(5%)
minecraft.mined.redstone_wall_torch: #6, 80(5%)
minecraft.dropped.polished_blackstone: #5, 51(2%)
minecraft.used.cut_sandstone: #5, 820(2%)
minecraft.mined.smooth_sandstone_stairs: #5, 30(2%)
minecraft.picked_up.copper_ingot: #5, 570(1%)
minecraft.picked_up.nether_brick_wall: #5, 3(4%)
minecraft.picked_up.netherrack: #6, 38591(4%)
minecraft.picked_up.smooth_sandstone_stairs: #5, 29(2%)
minecraft.crafted.golden_pickaxe: #5, 1(4%)
minecraft.mined.acacia_planks: #5, 30(2%)
minecraft.picked_up.netherite_sword: #6, 20(7%)
minecraft.mined.blue_terracotta: #5, 61(1%)
minecraft.crafted.rib_armor_trim_smithing_template: #5, 2(4%)
minecraft.crafted.sticky_piston: #6, 686(5%)
minecraft.picked_up.cyan_concrete: #6, 732(6%)
minecraft.picked_up.red_concrete_powder: #5, 188(1%)
minecraft.dropped.redstone: #6, 649(5%)
minecraft.used.dark_oak_trapdoor: #6, 764(4%)
minecraft.used.observer: #6, 1245(4%)
minecraft.picked_up.end_stone_bricks: #6, 160(6%)
minecraft.crafted.written_book: #5, 12(2%)
minecraft.crafted.dispenser: #6, 341(5%)
minecraft.mined.stripped_acacia_wood: #5, 8(2%)
minecraft.crafted.dark_oak_trapdoor: #6, 824(4%)
minecraft.crafted.blue_carpet: #5, 24(1%)
minecraft.dropped.polished_granite_stairs: #5, 2(4%)
minecraft.used.respawn_anchor: #5, 5(2%)
minecraft.dropped.raw_iron_block: #5, 4(2%)
minecraft.picked_up.observer: #6, 484(4%)
minecraft.mined.candle: #6, 7(6%)
minecraft.crafted.gray_shulker_box: #6, 12(5%)
minecraft.used.waxed_weathered_cut_copper_stairs: #5, 29(1%)
minecraft.mined.purple_carpet: #5, 12(2%)
minecraft.used.polished_blackstone_brick_wall: #5, 69(1%)
minecraft.crafted.green_concrete: #5, 8(3%)
minecraft.picked_up.exposed_cut_copper_slab: #5, 4(2%)
minecraft.used.chiseled_polished_blackstone: #5, 32(1%)
minecraft.picked_up.campfire: #6, 82(5%)
minecraft.crafted.white_concrete_powder: #6, 4992(6%)
minecraft.crafted.oak_slab: #6, 1128(4%)
minecraft.used.campfire: #6, 147(4%)
minecraft.picked_up.cooked_rabbit: #5, 3(2%)
minecraft.picked_up.snowball: #6, 18493(3%)
minecraft.crafted.polished_blackstone_brick_slab: #5, 18(1%)
minecraft.crafted.light_blue_concrete: #5, 8(2%)
minecraft.picked_up.cooked_salmon: #6, 40(6%)
minecraft.used.deepslate_brick_slab: #6, 1193(5%)
minecraft.picked_up.polished_blackstone_brick_slab: #5, 17(1%)
minecraft.used.light_weighted_pressure_plate: #5, 81(1%)
minecraft.picked_up.soul_sand: #6, 2256(4%)
minecraft.used.mangrove_propagule: #5, 35(0%)
minecraft.mined.spruce_trapdoor: #6, 229(3%)
minecraft.used.pink_candle: #5, 1(1%)
minecraft.picked_up.dark_prismarine: #6, 209(4%)
minecraft.custom.interact_with_lectern: #6, 281(3%)
minecraft.mined.wither_skeleton_skull: #5, 4(1%)
minecraft.picked_up.andesite_wall: #6, 149(7%)
minecraft.picked_up.purple_glazed_terracotta: #5, 3(1%)
minecraft.used.pink_carpet: #5, 42(0%)
minecraft.picked_up.red_mushroom: #6, 369(4%)
minecraft.used.purple_carpet: #5, 35(0%)
minecraft.mined.raw_iron_block: #5, 25(0%)
minecraft.custom.play_time: #8, 99219112(4%)
minecraft.custom.total_world_time: #8, 99219112(4%)
minecraft.crafted.purple_stained_glass: #6, 1608(6%)
minecraft.mined.birch_leaves: #6, 2899(3%)
minecraft.crafted.cyan_candle: #5, 9(0%)
minecraft.dropped.torchflower_seeds: #5, 5(0%)
minecraft.dropped.netherite_block: #5, 1(1%)
minecraft.dropped.jack_o_lantern: #5, 1(0%)
minecraft.crafted.white_candle: #5, 6(0%)
minecraft.crafted.jukebox: #6, 19(4%)
minecraft.crafted.warped_button: #6, 61(6%)
minecraft.picked_up.black_bed: #6, 43(6%)
minecraft.crafted.pink_glazed_terracotta: #5, 2(0%)
minecraft.dropped.cyan_wool: #5, 1(0%)
minecraft.picked_up.magenta_carpet: #5, 3(0%)
minecraft.picked_up.bone: #7, 5126(6%)
minecraft.used.light_gray_concrete_powder: #6, 2341(5%)
minecraft.crafted.brown_carpet: #6, 216(5%)
minecraft.crafted.smooth_quartz_stairs: #6, 213(6%)
minecraft.mined.birch_slab: #6, 33(6%)
minecraft.mined.spruce_button: #6, 8(5%)
minecraft.picked_up.dark_oak_button: #6, 40(5%)
minecraft.picked_up.deepslate_brick_wall: #6, 102(5%)
minecraft.used.nether_bricks: #6, 416(4%)
minecraft.used.black_stained_glass_pane: #6, 261(6%)
minecraft.crafted.light_blue_terracotta: #6, 1016(5%)
minecraft.used.purple_dye: #6, 5(8%)
minecraft.picked_up.iron_boots: #6, 24(3%)
minecraft.crafted.fletching_table: #6, 10(6%)
minecraft.broken.iron_sword: #6, 2(7%)
minecraft.picked_up.birch_planks: #6, 550(3%)
minecraft.used.brown_concrete: #6, 93(6%)
minecraft.picked_up.birch_slab: #6, 97(4%)
minecraft.mined.cyan_terracotta: #6, 449(3%)
minecraft.used.golden_chestplate: #6, 1(14%)
minecraft.crafted.note_block: #6, 174(3%)
minecraft.picked_up.cobblestone_wall: #6, 110(3%)
minecraft.custom.play_noteblock: #6, 169(3%)
minecraft.mined.mud_brick_slab: #6, 45(5%)
minecraft.crafted.detector_rail: #6, 60(6%)
minecraft.picked_up.shelter_pottery_sherd: #6, 4(8%)
minecraft.mined.birch_planks: #6, 450(3%)
minecraft.used.redstone_torch: #7, 961(6%)
minecraft.crafted.chest_minecart: #6, 5(5%)
minecraft.mined.sculk_vein: #6, 875(5%)
minecraft.picked_up.red_stained_glass_pane: #6, 46(5%)
minecraft.mined.horn_coral: #6, 18(5%)
minecraft.used.smoker: #6, 8(5%)
minecraft.picked_up.nether_gold_ore: #6, 152(4%)
minecraft.mined.polished_deepslate_stairs: #6, 76(4%)
minecraft.crafted.dark_prismarine_stairs: #6, 29(7%)
minecraft.dropped.polished_deepslate: #6, 96(5%)
minecraft.used.cyan_stained_glass_pane: #6, 55(5%)
minecraft.dropped.chest: #6, 41(3%)
minecraft.used.birch_boat: #7, 18(6%)
minecraft.crafted.light_gray_concrete_powder: #6, 2184(4%)
minecraft.picked_up.red_dye: #6, 118(4%)
minecraft.used.sculk_sensor: #6, 16(4%)
minecraft.dropped.glow_lichen: #6, 67(5%)
minecraft.used.light_gray_stained_glass: #6, 1771(4%)
minecraft.picked_up.furnace: #7, 174(5%)
minecraft.dropped.smooth_quartz_slab: #6, 31(6%)
minecraft.crafted.green_terracotta: #6, 1744(3%)
minecraft.mined.allium: #6, 22(3%)
minecraft.crafted.recovery_compass: #6, 1(10%)
minecraft.picked_up.sculk_catalyst: #6, 43(4%)
minecraft.dropped.baked_potato: #6, 14(5%)
minecraft.picked_up.moss_block: #7, 7567(5%)
minecraft.picked_up.netherite_leggings: #7, 31(8%)
minecraft.used.obsidian: #6, 1055(3%)
minecraft.mined.amethyst_block: #7, 1450(7%)
minecraft.picked_up.golden_sword: #6, 40(3%)
minecraft.killed_by.player: #7, 104(4%)
minecraft.picked_up.smoker: #6, 5(6%)
minecraft.used.potion: #6, 165(2%)
minecraft.crafted.hay_block: #6, 506(3%)
minecraft.picked_up.mangrove_roots: #6, 1160(3%)
minecraft.mined.cherry_leaves: #6, 1008(3%)
minecraft.used.prismarine_wall: #6, 39(6%)
minecraft.killed.villager: #6, 8(5%)
minecraft.used.light_gray_banner: #6, 6(6%)
minecraft.picked_up.polished_deepslate_wall: #7, 270(7%)
minecraft.mined.warped_fence: #6, 21(4%)
minecraft.mined.potted_dead_bush: #6, 1(10%)
minecraft.mined.sandstone: #7, 17143(6%)
minecraft.mined.smooth_quartz_stairs: #7, 74(6%)
minecraft.mined.gravel: #7, 22791(5%)
minecraft.dropped.rabbit_hide: #6, 3(4%)
minecraft.used.white_terracotta: #6, 553(3%)
minecraft.used.cooked_salmon: #6, 31(3%)
minecraft.crafted.slime_ball: #6, 846(3%)
minecraft.crafted.spyglass: #6, 3(4%)
minecraft.used.light_blue_concrete: #6, 94(4%)
minecraft.dropped.redstone_ore: #6, 4(6%)
minecraft.mined.smoker: #6, 5(6%)
minecraft.picked_up.netherite_scrap: #6, 4(7%)
minecraft.crafted.stone_axe: #7, 10(6%)
minecraft.used.waxed_exposed_cut_copper: #6, 14(6%)
minecraft.picked_up.stone_pickaxe: #7, 10(7%)
minecraft.crafted.netherite_hoe: #6, 1(8%)
minecraft.dropped.golden_sword: #6, 37(3%)
minecraft.picked_up.netherite_boots: #7, 30(7%)
minecraft.used.granite_stairs: #6, 15(5%)
minecraft.crafted.diorite_wall: #6, 70(4%)
minecraft.picked_up.blackstone_stairs: #6, 17(5%)
minecraft.picked_up.water_bucket: #7, 60(4%)
minecraft.picked_up.diorite: #7, 9381(4%)
minecraft.crafted.bamboo_sign: #6, 9(6%)
minecraft.mined.blue_stained_glass_pane: #6, 2(6%)
minecraft.picked_up.cobblestone_slab: #6, 263(2%)
minecraft.crafted.cyan_banner: #6, 9(5%)
minecraft.used.mud_brick_stairs: #6, 75(4%)
minecraft.crafted.mangrove_wood: #6, 213(2%)
minecraft.picked_up.cooked_porkchop: #6, 1193(1%)
minecraft.dropped.cookie: #6, 54(3%)
minecraft.picked_up.polished_deepslate: #7, 771(5%)
minecraft.crafted.oak_planks: #7, 10800(4%)
minecraft.picked_up.horn_coral: #6, 9(3%)
minecraft.mined.horn_coral_wall_fan: #6, 39(2%)
minecraft.dropped.poppy: #7, 5183(5%)
minecraft.picked_up.daylight_detector: #6, 11(4%)
minecraft.picked_up.blue_terracotta: #6, 144(2%)
minecraft.crafted.birch_pressure_plate: #6, 7(4%)
minecraft.dropped.dropper: #6, 11(3%)
minecraft.mined.white_wool: #7, 369(5%)
minecraft.dropped.chainmail_chestplate: #6, 3(3%)
minecraft.mined.orange_stained_glass: #6, 34(2%)
minecraft.used.glow_ink_sac: #7, 183(5%)
minecraft.crafted.deepslate_tile_wall: #6, 25(2%)
minecraft.mined.dark_oak_log: #7, 8065(4%)
minecraft.dropped.black_concrete: #6, 94(3%)
minecraft.crafted.name_tag: #6, 95(2%)
minecraft.mined.lapis_ore: #7, 232(5%)
minecraft.used.hopper_minecart: #7, 103(5%)
minecraft.used.kelp: #7, 841(6%)
minecraft.used.jungle_stairs: #6, 39(4%)
minecraft.mined.rail: #7, 2140(5%)
minecraft.used.purple_wool: #6, 125(2%)
minecraft.crafted.dark_oak_door: #7, 30(6%)
minecraft.used.lightning_rod: #7, 225(6%)
minecraft.crafted.diamond_pickaxe: #7, 16(4%)
minecraft.picked_up.oxidized_cut_copper_stairs: #7, 73(7%)
minecraft.crafted.polished_diorite_stairs: #6, 14(3%)
minecraft.crafted.blue_concrete_powder: #6, 320(2%)
minecraft.picked_up.jungle_sign: #6, 9(3%)
minecraft.dropped.crimson_trapdoor: #6, 3(3%)
minecraft.dropped.polished_andesite: #6, 67(2%)
minecraft.used.white_concrete_powder: #7, 5481(6%)
minecraft.picked_up.stone_axe: #7, 5(6%)
minecraft.mined.activator_rail: #6, 16(3%)
minecraft.dropped.deepslate_tile_wall: #6, 3(4%)
minecraft.picked_up.rail: #7, 2468(5%)
minecraft.dropped.cut_sandstone: #6, 16(2%)
minecraft.picked_up.soul_campfire: #6, 2(4%)
minecraft.mined.deepslate_coal_ore: #7, 20(6%)
minecraft.mined.bubble_coral_wall_fan: #6, 31(1%)
minecraft.picked_up.potato: #7, 1297(4%)
minecraft.picked_up.repeater: #7, 395(5%)
minecraft.picked_up.waxed_exposed_copper: #6, 28(2%)
minecraft.picked_up.oak_sign: #7, 101(4%)
minecraft.crafted.bamboo_raft: #6, 2(2%)
minecraft.custom.minecart_one_cm: #7, 3084644(4%)
minecraft.used.bamboo_sign: #6, 4(4%)
minecraft.mined.waxed_exposed_copper: #6, 27(2%)
minecraft.crafted.minecart: #7, 306(5%)
minecraft.picked_up.prize_pottery_sherd: #6, 1(4%)
minecraft.used.polished_andesite: #7, 1953(5%)
minecraft.dropped.bow: #7, 160(4%)
minecraft.mined.potatoes: #7, 322(5%)
