stat, rank, value, (percentage) 
minecraft.picked_up.raw_copper_block: #9, 56(2%)
minecraft.used.magenta_dye: #9, 2(4%)
minecraft.picked_up.warped_fence: #9, 18(2%)
minecraft.crafted.glass_pane: #9, 496(2%)
minecraft.dropped.coal_ore: #9, 64(2%)
minecraft.mined.white_terracotta: #9, 411(1%)
minecraft.picked_up.bricks: #9, 192(2%)
minecraft.picked_up.red_shulker_box: #10, 488(4%)
minecraft.mined.light_blue_shulker_box: #9, 202(1%)
minecraft.picked_up.sheaf_pottery_sherd: #9, 1(4%)
minecraft.picked_up.light_blue_shulker_box: #9, 203(1%)
minecraft.broken.stone_sword: #9, 1(4%)
minecraft.dropped.twisting_vines: #9, 6(3%)
minecraft.used.light_blue_shulker_box: #9, 194(1%)
minecraft.crafted.gray_wool: #9, 130(2%)
minecraft.mined.tube_coral: #9, 12(2%)
minecraft.picked_up.green_stained_glass: #9, 59(2%)
minecraft.mined.oak_sapling: #9, 17(1%)
minecraft.picked_up.coal: #10, 6885(4%)
minecraft.mined.tube_coral_wall_fan: #9, 40(2%)
minecraft.picked_up.ice: #9, 2461(1%)
minecraft.dropped.slime_block: #9, 63(2%)
minecraft.dropped.golden_leggings: #9, 7(2%)
minecraft.mined.pearlescent_froglight: #9, 16(2%)
minecraft.mined.target: #9, 9(2%)
minecraft.crafted.bamboo_block: #9, 298(2%)
minecraft.mined.mangrove_wall_sign: #9, 3(2%)
minecraft.crafted.spruce_pressure_plate: #9, 10(2%)
minecraft.mined.suspicious_gravel: #9, 8(3%)
minecraft.picked_up.white_terracotta: #9, 423(1%)
minecraft.picked_up.chain: #10, 224(5%)
minecraft.dropped.splash_potion: #9, 11(2%)
minecraft.mined.brain_coral: #9, 7(2%)
minecraft.picked_up.heart_pottery_sherd: #9, 1(3%)
minecraft.used.gray_wool: #9, 233(1%)
minecraft.dropped.sea_lantern: #9, 62(2%)
minecraft.picked_up.beehive: #9, 19(2%)
minecraft.crafted.golden_chestplate: #9, 2(3%)
minecraft.dropped.arrow: #9, 1515(1%)
minecraft.mined.redstone_block: #9, 174(1%)
minecraft.crafted.iron_chestplate: #9, 6(1%)
minecraft.used.crafting_table: #10, 282(3%)
minecraft.dropped.diamond_boots: #10, 9(5%)
minecraft.dropped.white_stained_glass_pane: #9, 12(3%)
minecraft.picked_up.mangrove_propagule: #9, 137(1%)
minecraft.used.oak_sapling: #9, 342(1%)
minecraft.mined.ice: #9, 2632(1%)
minecraft.crafted.deepslate_brick_slab: #9, 52(1%)
minecraft.dropped.big_dripleaf: #9, 7(2%)
minecraft.dropped.gunpowder: #9, 428(1%)
minecraft.killed.guardian: #9, 4(2%)
minecraft.used.red_sand: #9, 24(1%)
minecraft.picked_up.spruce_door: #10, 20(5%)
minecraft.picked_up.quartz_pillar: #9, 35(1%)
minecraft.dropped.spider_eye: #9, 1174(1%)
minecraft.mined.beehive: #9, 15(2%)
minecraft.used.orange_wool: #9, 143(1%)
minecraft.used.light_blue_stained_glass: #9, 79(2%)
minecraft.crafted.light_blue_stained_glass: #9, 128(1%)
minecraft.used.crimson_stairs: #9, 35(1%)
minecraft.picked_up.magenta_wool: #9, 64(1%)
minecraft.mined.spawner: #9, 3(2%)
minecraft.mined.lava_cauldron: #9, 1(2%)
minecraft.crafted.green_stained_glass: #9, 184(1%)
minecraft.crafted.leather_chestplate: #9, 11(1%)
minecraft.dropped.light_blue_dye: #9, 2(2%)
minecraft.picked_up.golden_axe: #9, 1(2%)
minecraft.used.wet_sponge: #9, 131(1%)
minecraft.dropped.mangrove_trapdoor: #9, 1(2%)
minecraft.picked_up.sand: #10, 73713(4%)
minecraft.picked_up.blue_stained_glass: #9, 12(1%)
minecraft.used.beehive: #9, 28(1%)
minecraft.used.spruce_trapdoor: #10, 1027(4%)
minecraft.crafted.leather_leggings: #9, 7(1%)
minecraft.dropped.iron_chestplate: #9, 5(1%)
minecraft.picked_up.mossy_stone_brick_wall: #9, 3(2%)
minecraft.crafted.red_nether_bricks: #9, 32(1%)
minecraft.picked_up.mangrove_wood: #9, 9(1%)
minecraft.custom.interact_with_loom: #10, 35(5%)
minecraft.crafted.red_carpet: #9, 126(1%)
minecraft.used.mangrove_leaves: #9, 87(1%)
minecraft.crafted.chiseled_deepslate: #9, 5(1%)
minecraft.dropped.cauldron: #9, 1(2%)
minecraft.used.anvil: #10, 138(4%)
minecraft.dropped.lily_pad: #9, 2(2%)
minecraft.dropped.powder_snow_bucket: #9, 1(2%)
minecraft.crafted.mud_brick_slab: #9, 20(1%)
minecraft.crafted.oak_sign: #10, 117(4%)
minecraft.used.oak_sign: #10, 140(4%)
minecraft.picked_up.polished_andesite_stairs: #10, 117(4%)
minecraft.picked_up.purple_wool: #9, 32(1%)
minecraft.mined.polished_diorite_slab: #9, 2(1%)
minecraft.used.tube_coral_fan: #9, 6(1%)
minecraft.used.powder_snow_bucket: #9, 57(1%)
minecraft.mined.birch_button: #9, 1(1%)
minecraft.used.brain_coral: #9, 2(1%)
minecraft.mined.purple_wool: #9, 7(1%)
minecraft.used.gray_stained_glass: #9, 167(1%)
minecraft.picked_up.muddy_mangrove_roots: #9, 50(1%)
minecraft.used.netherite_helmet: #9, 3(1%)
minecraft.picked_up.dark_oak_planks: #10, 641(3%)
minecraft.dropped.mossy_stone_bricks: #9, 6(1%)
minecraft.picked_up.pitcher_pod: #9, 14(1%)
minecraft.crafted.jungle_pressure_plate: #9, 1(1%)
minecraft.picked_up.oxeye_daisy: #9, 40(0%)
minecraft.dropped.birch_button: #9, 1(1%)
minecraft.crafted.acacia_pressure_plate: #9, 1(1%)
minecraft.used.dried_kelp: #9, 4(1%)
minecraft.used.blue_terracotta: #9, 101(1%)
minecraft.crafted.anvil: #10, 168(4%)
minecraft.picked_up.chipped_anvil: #10, 18(5%)
minecraft.used.polished_diorite_slab: #9, 10(1%)
minecraft.mined.suspicious_sand: #9, 1(1%)
minecraft.used.rotten_flesh: #9, 9(0%)
minecraft.used.jungle_trapdoor: #9, 50(0%)
minecraft.dropped.mossy_stone_brick_slab: #9, 1(1%)
minecraft.picked_up.torchflower_seeds: #9, 9(0%)
minecraft.picked_up.polished_diorite_slab: #9, 2(1%)
minecraft.dropped.light_blue_stained_glass_pane: #9, 1(1%)
minecraft.crafted.pumpkin_pie: #9, 144(0%)
minecraft.crafted.red_concrete: #9, 8(0%)
minecraft.used.blue_carpet: #9, 8(0%)
minecraft.picked_up.lapis_ore: #10, 89(4%)
minecraft.picked_up.gray_terracotta: #9, 53(0%)
minecraft.mined.spruce_fence: #10, 133(4%)
minecraft.dropped.pumpkin: #9, 25(0%)
minecraft.dropped.smithing_table: #9, 1(0%)
minecraft.mined.yellow_concrete_powder: #9, 4(0%)
minecraft.mined.netherite_block: #9, 1(0%)
minecraft.mined.green_stained_glass_pane: #9, 1(0%)
minecraft.picked_up.waxed_oxidized_copper: #9, 2(0%)
minecraft.crafted.white_wool: #10, 2816(4%)
minecraft.killed.player: #10, 63(3%)
minecraft.dropped.nether_brick: #9, 4(0%)
minecraft.picked_up.netherite_block: #9, 1(0%)
minecraft.used.netherite_block: #9, 1(0%)
minecraft.used.cherry_planks: #9, 1(0%)
minecraft.dropped.gold_block: #9, 5(0%)
minecraft.picked_up.stripped_crimson_hyphae: #9, 1(0%)
minecraft.used.wooden_shovel: #9, 1(0%)
minecraft.crafted.spruce_stairs: #10, 724(4%)
minecraft.picked_up.sunflower: #10, 744(3%)
minecraft.dropped.written_book: #10, 6(3%)
minecraft.used.spruce_door: #10, 21(4%)
minecraft.picked_up.leather_helmet: #10, 9(3%)
minecraft.used.granite: #10, 707(3%)
minecraft.used.stonecutter: #10, 70(3%)
minecraft.custom.horse_one_cm: #10, 1864414(3%)
minecraft.custom.aviate_one_cm: #11, 905013299(4%)
minecraft.picked_up.armor_stand: #10, 59(3%)
minecraft.used.gold_ore: #10, 35(4%)
minecraft.used.cobbled_deepslate_slab: #10, 855(3%)
minecraft.dropped.diorite: #10, 619(2%)
minecraft.mined.farmland: #10, 27(3%)
minecraft.dropped.granite: #10, 640(2%)
minecraft.picked_up.glow_ink_sac: #10, 304(2%)
minecraft.crafted.raw_gold: #10, 270(3%)
minecraft.used.stone_brick_stairs: #10, 238(3%)
minecraft.mined.sticky_piston: #10, 93(2%)
minecraft.picked_up.flint: #10, 411(2%)
minecraft.picked_up.golden_leggings: #10, 8(2%)
minecraft.killed.bat: #10, 9(3%)
minecraft.crafted.cobblestone_wall: #10, 180(3%)
minecraft.crafted.raw_copper_block: #10, 413(3%)
minecraft.picked_up.deepslate_brick_slab: #10, 127(3%)
minecraft.used.birch_sign: #10, 107(2%)
minecraft.picked_up.sticky_piston: #10, 118(2%)
minecraft.mined.cobblestone_stairs: #10, 32(2%)
minecraft.crafted.crimson_planks: #10, 2228(2%)
minecraft.crafted.smooth_sandstone: #10, 256(3%)
minecraft.crafted.flint_and_steel: #10, 11(2%)
minecraft.picked_up.friend_pottery_sherd: #10, 1(5%)
minecraft.dropped.spruce_log: #10, 183(2%)
minecraft.mined.stone_brick_stairs: #10, 52(2%)
minecraft.mined.torch: #11, 1139(4%)
minecraft.picked_up.pink_petals: #10, 219(3%)
minecraft.picked_up.redstone_block: #10, 401(2%)
minecraft.picked_up.piston: #10, 190(2%)
minecraft.picked_up.lime_wool: #10, 104(2%)
minecraft.custom.damage_resisted: #10, 2769(1%)
minecraft.picked_up.sea_pickle: #10, 175(2%)
minecraft.mined.red_concrete: #10, 614(2%)
minecraft.mined.black_wool: #10, 50(2%)
minecraft.used.furnace: #11, 205(4%)
minecraft.crafted.mud_bricks: #10, 400(2%)
minecraft.crafted.white_bed: #10, 16(2%)
minecraft.crafted.armor_stand: #10, 53(2%)
minecraft.custom.tune_noteblock: #10, 484(1%)
minecraft.mined.piston: #10, 128(2%)
minecraft.mined.cobblestone_wall: #10, 29(2%)
minecraft.picked_up.weathered_cut_copper: #10, 2(3%)
minecraft.dropped.brown_mushroom: #10, 23(2%)
minecraft.dropped.copper_ore: #10, 46(2%)
minecraft.mined.deepslate_brick_slab: #10, 49(2%)
minecraft.crafted.golden_boots: #10, 3(3%)
minecraft.crafted.flower_pot: #10, 92(1%)
minecraft.custom.leave_game: #12, 1206(3%)
minecraft.dropped.dark_oak_boat: #10, 2(3%)
minecraft.crafted.hopper_minecart: #10, 70(2%)
minecraft.used.packed_mud: #10, 216(2%)
minecraft.picked_up.mud: #10, 1295(1%)
minecraft.picked_up.red_stained_glass: #10, 100(2%)
minecraft.mined.polished_granite: #10, 26(2%)
minecraft.used.crimson_planks: #10, 141(1%)
minecraft.picked_up.acacia_sign: #10, 9(2%)
minecraft.used.map: #10, 11(2%)
minecraft.dropped.gravel: #10, 727(1%)
minecraft.dropped.dark_oak_sapling: #10, 28(1%)
minecraft.used.blue_stained_glass: #10, 22(2%)
minecraft.used.polished_granite: #10, 189(2%)
minecraft.dropped.amethyst_block: #10, 24(2%)
minecraft.dropped.ladder: #10, 18(2%)
minecraft.mined.red_shulker_box: #11, 449(4%)
minecraft.used.birch_slab: #10, 61(1%)
minecraft.picked_up.cracked_stone_bricks: #10, 75(1%)
minecraft.picked_up.compass: #11, 147(4%)
minecraft.picked_up.yellow_dye: #10, 31(2%)
minecraft.crafted.light_gray_banner: #10, 6(2%)
minecraft.mined.chorus_flower: #10, 3(2%)
minecraft.used.packed_ice: #10, 1119(1%)
minecraft.used.tnt: #10, 733(1%)
minecraft.crafted.gray_stained_glass: #10, 456(1%)
minecraft.used.medium_amethyst_bud: #10, 11(1%)
minecraft.used.dark_oak_boat: #10, 6(1%)
minecraft.crafted.spruce_trapdoor: #11, 988(4%)
minecraft.picked_up.black_concrete_powder: #10, 470(1%)
minecraft.dropped.dark_oak_leaves: #10, 9(1%)
minecraft.mined.weathered_cut_copper: #10, 1(2%)
minecraft.mined.mossy_cobblestone_stairs: #10, 2(2%)
minecraft.dropped.music_disc_blocks: #10, 1(2%)
minecraft.used.acacia_sign: #10, 9(1%)
minecraft.mined.crimson_stairs: #10, 5(1%)
minecraft.crafted.polished_deepslate_wall: #10, 25(1%)
minecraft.picked_up.golden_horse_armor: #10, 1(2%)
minecraft.mined.tube_coral_fan: #10, 5(1%)
minecraft.picked_up.bubble_coral_block: #10, 35(1%)
minecraft.dropped.lectern: #10, 1(2%)
minecraft.picked_up.gravel: #11, 17157(4%)
minecraft.crafted.polished_andesite_stairs: #10, 17(1%)
minecraft.used.red_bed: #10, 12(1%)
minecraft.used.birch_pressure_plate: #10, 2(2%)
minecraft.used.diorite_slab: #10, 13(1%)
minecraft.picked_up.allium: #10, 23(1%)
minecraft.dropped.comparator: #10, 8(1%)
minecraft.picked_up.nether_brick: #10, 121(1%)
minecraft.picked_up.jungle_door: #10, 1(1%)
minecraft.used.quartz_bricks: #10, 22(1%)
minecraft.used.pitcher_pod: #10, 3(1%)
minecraft.used.brown_mushroom: #10, 42(1%)
minecraft.crafted.map: #10, 147(1%)
minecraft.killed.ravager: #10, 1(1%)
minecraft.used.soul_campfire: #10, 3(1%)
minecraft.dropped.cocoa_beans: #10, 4(1%)
minecraft.picked_up.bone_meal: #10, 1231(0%)
minecraft.custom.interact_with_smoker: #10, 4(1%)
minecraft.dropped.leather_boots: #10, 9(1%)
minecraft.crafted.lantern: #11, 489(4%)
minecraft.killed.zombie: #10, 835(0%)
minecraft.dropped.warped_wart_block: #10, 59(1%)
minecraft.mined.brain_coral_fan: #10, 3(1%)
minecraft.mined.red_bed: #10, 8(1%)
minecraft.picked_up.fire_coral_block: #10, 36(1%)
minecraft.used.pink_concrete_powder: #10, 64(1%)
minecraft.used.pink_wool: #10, 64(1%)
minecraft.mined.light_blue_stained_glass: #10, 8(1%)
minecraft.used.terracotta: #10, 152(0%)
minecraft.crafted.iron_hoe: #10, 2(1%)
minecraft.picked_up.jungle_slab: #10, 14(1%)
minecraft.picked_up.cherry_planks: #10, 3(1%)
minecraft.picked_up.light_blue_dye: #10, 4(1%)
minecraft.crafted.mangrove_fence_gate: #10, 1(1%)
minecraft.used.mangrove_roots: #10, 32(0%)
minecraft.picked_up.granite_stairs: #10, 1(1%)
minecraft.mined.magenta_concrete: #10, 7(1%)
minecraft.picked_up.granite: #11, 8037(3%)
minecraft.mined.spruce_door: #11, 12(5%)
minecraft.used.polished_diorite_stairs: #10, 8(1%)
minecraft.mined.red_stained_glass_pane: #10, 2(1%)
minecraft.mined.nether_brick_stairs: #10, 1(1%)
minecraft.picked_up.magenta_concrete: #10, 7(0%)
minecraft.crafted.respawn_anchor: #10, 2(1%)
minecraft.picked_up.brain_coral_block: #10, 14(1%)
minecraft.picked_up.pink_concrete: #10, 19(0%)
minecraft.dropped.compass: #11, 112(4%)
minecraft.crafted.netherite_block: #10, 1(1%)
minecraft.dropped.potato: #10, 9(0%)
minecraft.dropped.red_candle: #10, 1(0%)
minecraft.mined.jungle_slab: #10, 2(0%)
minecraft.dropped.sculk_catalyst: #10, 1(0%)
minecraft.used.cyan_stained_glass: #10, 24(0%)
minecraft.crafted.warped_fence_gate: #10, 1(0%)
minecraft.picked_up.purple_concrete_powder: #10, 2(0%)
minecraft.used.small_amethyst_bud: #10, 11(0%)
minecraft.picked_up.brown_candle: #10, 1(0%)
minecraft.mined.blue_carpet: #10, 1(0%)
minecraft.picked_up.jungle_trapdoor: #10, 16(0%)
minecraft.crafted.crimson_pressure_plate: #10, 2(0%)
minecraft.used.pink_concrete: #10, 8(0%)
minecraft.crafted.warped_pressure_plate: #10, 1(0%)
minecraft.used.crimson_sign: #10, 4(0%)
minecraft.used.nether_brick_stairs: #10, 1(0%)
minecraft.used.green_candle: #10, 1(0%)
minecraft.crafted.glistering_melon_slice: #10, 2(0%)
minecraft.crafted.crimson_fence_gate: #10, 1(0%)
minecraft.used.mossy_stone_brick_slab: #10, 1(0%)
minecraft.used.dragon_egg: #10, 1(0%)
minecraft.picked_up.diamond_leggings: #11, 28(3%)
minecraft.picked_up.bow: #11, 157(3%)
minecraft.mined.polished_andesite_stairs: #11, 71(3%)
minecraft.picked_up.white_wool: #11, 601(3%)
minecraft.mined.mud_bricks: #11, 76(4%)
minecraft.mined.wheat: #11, 951(3%)
minecraft.used.elytra: #11, 30(2%)
minecraft.mined.birch_trapdoor: #11, 26(4%)
minecraft.picked_up.gold_ore: #11, 58(4%)
minecraft.custom.interact_with_grindstone: #11, 40(3%)
minecraft.mined.ladder: #11, 54(3%)
minecraft.dropped.torch: #11, 300(2%)
minecraft.mined.kelp: #11, 189(3%)
minecraft.picked_up.blue_concrete_powder: #11, 41(3%)
minecraft.picked_up.ender_chest: #11, 437(2%)
minecraft.mined.oak_sign: #11, 7(3%)
minecraft.custom.interact_with_furnace: #12, 2418(5%)
minecraft.used.dandelion: #11, 14(3%)
minecraft.mined.dark_oak_slab: #11, 74(3%)
minecraft.mined.polished_andesite: #11, 123(3%)
minecraft.used.wheat_seeds: #11, 1333(2%)
minecraft.crafted.diamond_hoe: #11, 3(3%)
minecraft.crafted.yellow_dye: #11, 1281(3%)
minecraft.killed_by.skeleton: #11, 3(3%)
minecraft.mined.bamboo: #11, 603(2%)
minecraft.dropped.ender_chest: #11, 8(3%)
minecraft.dropped.golden_apple: #11, 11(3%)
minecraft.crafted.acacia_planks: #11, 1536(2%)
minecraft.picked_up.soul_lantern: #11, 30(3%)
minecraft.picked_up.peony: #11, 277(2%)
minecraft.picked_up.netherite_helmet: #11, 9(3%)
minecraft.picked_up.cherry_sapling: #11, 95(3%)
minecraft.dropped.magma_cream: #11, 15(3%)
minecraft.mined.dragon_wall_head: #11, 3(3%)
minecraft.mined.brewing_stand: #11, 9(3%)
minecraft.used.oak_planks: #11, 401(2%)
minecraft.dropped.iron_ingot: #11, 349(2%)
minecraft.picked_up.birch_sign: #11, 64(2%)
minecraft.killed_by.ender_dragon: #11, 1(5%)
minecraft.mined.red_wool: #11, 96(2%)
minecraft.picked_up.amethyst_shard: #11, 2844(2%)
minecraft.picked_up.crimson_stem: #11, 764(2%)
minecraft.mined.andesite_slab: #11, 14(3%)
minecraft.dropped.barrel: #11, 6(2%)
minecraft.mined.deepslate_bricks: #11, 265(2%)
minecraft.mined.mangrove_planks: #11, 18(3%)
minecraft.crafted.raw_copper: #11, 2304(2%)
minecraft.used.oak_trapdoor: #11, 130(2%)
minecraft.used.leather_helmet: #11, 1(4%)
minecraft.used.flint_and_steel: #11, 277(1%)
minecraft.broken.shield: #11, 1(4%)
minecraft.dropped.stone_slab: #11, 131(2%)
minecraft.crafted.oak_trapdoor: #11, 130(1%)
minecraft.dropped.bucket: #11, 15(2%)
minecraft.used.torch: #12, 7908(4%)
minecraft.picked_up.dead_bush: #11, 81(2%)
minecraft.mined.honey_block: #11, 25(1%)
minecraft.dropped.spruce_boat: #11, 3(2%)
minecraft.used.cooked_porkchop: #11, 401(1%)
minecraft.used.large_amethyst_bud: #11, 9(2%)
minecraft.dropped.spruce_door: #11, 3(2%)
minecraft.picked_up.elytra: #12, 58(3%)
minecraft.crafted.jungle_door: #11, 3(3%)
minecraft.used.sniffer_egg: #11, 3(2%)
minecraft.crafted.light_gray_bed: #11, 1(3%)
minecraft.crafted.blaze_powder: #11, 106(1%)
minecraft.crafted.torch: #12, 6932(4%)
minecraft.picked_up.netherite_ingot: #11, 2(2%)
minecraft.used.mud_bricks: #11, 142(1%)
minecraft.picked_up.stripped_dark_oak_log: #11, 86(1%)
minecraft.custom.interact_with_anvil: #12, 447(3%)
minecraft.mined.stripped_dark_oak_log: #11, 86(1%)
minecraft.used.magma_block: #11, 324(1%)
minecraft.used.red_concrete: #11, 285(1%)
minecraft.mined.mossy_stone_brick_slab: #11, 2(2%)
minecraft.dropped.spruce_button: #11, 5(2%)
minecraft.dropped.purpur_slab: #11, 2(2%)
minecraft.crafted.stone_brick_stairs: #11, 78(1%)
minecraft.crafted.acacia_slab: #11, 36(1%)
minecraft.crafted.crimson_slab: #11, 390(1%)
minecraft.mined.acacia_wood: #11, 6(1%)
minecraft.crafted.brown_concrete_powder: #11, 96(1%)
minecraft.crafted.orange_dye: #11, 310(1%)
minecraft.picked_up.ender_pearl: #12, 12167(3%)
minecraft.mined.crimson_slab: #11, 29(1%)
minecraft.mined.waxed_weathered_copper: #11, 28(1%)
minecraft.crafted.charcoal: #11, 135(1%)
minecraft.used.mud: #11, 556(1%)
minecraft.dropped.sandstone: #11, 89(1%)
minecraft.mined.cherry_log: #11, 103(1%)
minecraft.crafted.magenta_dye: #11, 234(1%)
minecraft.used.ice: #11, 361(1%)
minecraft.mined.light_gray_wool: #11, 25(1%)
minecraft.dropped.chainmail_boots: #11, 2(1%)
minecraft.broken.iron_pickaxe: #12, 10(4%)
minecraft.dropped.mutton: #11, 5(1%)
minecraft.dropped.diamond_sword: #12, 7(4%)
minecraft.used.red_shulker_box: #12, 452(4%)
minecraft.crafted.acacia_sign: #11, 9(1%)
minecraft.mined.twisting_vines_plant: #11, 6(1%)
minecraft.picked_up.chiseled_stone_bricks: #11, 73(1%)
minecraft.mined.smooth_sandstone: #11, 57(1%)
minecraft.dropped.raw_gold: #11, 9(1%)
minecraft.crafted.acacia_boat: #11, 1(1%)
minecraft.picked_up.light_gray_wool: #11, 77(1%)
minecraft.picked_up.glass_pane: #11, 18(1%)
minecraft.mined.chiseled_stone_bricks: #11, 11(1%)
minecraft.used.end_stone_bricks: #11, 20(1%)
minecraft.used.red_banner: #11, 9(1%)
minecraft.picked_up.brown_concrete: #11, 25(1%)
minecraft.custom.jump: #13, 372529(4%)
minecraft.dropped.red_sand: #11, 4(1%)
minecraft.picked_up.tube_coral: #11, 4(1%)
minecraft.picked_up.cyan_stained_glass: #11, 14(1%)
minecraft.dropped.dispenser: #11, 11(1%)
minecraft.dropped.cyan_terracotta: #11, 15(1%)
minecraft.dropped.deepslate_iron_ore: #11, 3(1%)
minecraft.crafted.acacia_door: #11, 3(1%)
minecraft.picked_up.red_bed: #11, 8(0%)
minecraft.dropped.soul_soil: #11, 20(1%)
minecraft.used.polished_granite_slab: #11, 42(1%)
minecraft.dropped.sticky_piston: #11, 5(1%)
minecraft.crafted.beehive: #11, 14(1%)
minecraft.dropped.saddle: #11, 2(1%)
minecraft.used.chiseled_bookshelf: #11, 6(1%)
minecraft.crafted.chiseled_bookshelf: #11, 6(1%)
minecraft.picked_up.cherry_boat: #11, 1(1%)
minecraft.picked_up.fire_coral_fan: #11, 12(1%)
minecraft.picked_up.horn_coral_block: #11, 25(1%)
minecraft.picked_up.nether_brick_stairs: #11, 1(1%)
minecraft.mined.oxidized_cut_copper_slab: #11, 6(0%)
minecraft.crafted.jungle_trapdoor: #11, 40(1%)
minecraft.used.diorite_wall: #11, 17(0%)
minecraft.crafted.wooden_shovel: #11, 10(0%)
minecraft.mined.sandstone_stairs: #11, 2(1%)
minecraft.crafted.pink_concrete_powder: #11, 64(0%)
minecraft.picked_up.sandstone_stairs: #11, 2(0%)
minecraft.mined.pitcher_crop: #11, 1(0%)
minecraft.picked_up.brick_slab: #11, 6(0%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #11, 1(0%)
minecraft.used.smooth_sandstone: #11, 200(0%)
minecraft.dropped.mushroom_stem: #11, 1(0%)
minecraft.picked_up.powder_snow_bucket: #11, 2(0%)
minecraft.dropped.clay: #11, 19(0%)
minecraft.dropped.pink_petals: #11, 1(0%)
minecraft.used.pink_petals: #11, 11(0%)
minecraft.crafted.jungle_button: #11, 1(0%)
minecraft.picked_up.cornflower: #11, 75(0%)
minecraft.dropped.prismarine_bricks: #11, 3(0%)
minecraft.crafted.mangrove_pressure_plate: #11, 1(0%)
minecraft.picked_up.fire_charge: #11, 4(0%)
minecraft.crafted.jungle_fence: #11, 3(0%)
minecraft.mined.sandstone_slab: #11, 2(0%)
minecraft.dropped.spectral_arrow: #11, 19(0%)
minecraft.crafted.experience_bottle: #11, 96(0%)
minecraft.mined.black_terracotta: #11, 9(0%)
minecraft.picked_up.brown_dye: #11, 1(0%)
minecraft.picked_up.gray_dye: #11, 1(0%)
minecraft.picked_up.stripped_cherry_log: #11, 1(0%)
minecraft.mined.stripped_cherry_log: #11, 1(0%)
minecraft.used.sculk_catalyst: #11, 6(0%)
minecraft.used.brick_slab: #11, 4(0%)
minecraft.custom.use_cauldron: #11, 3(0%)
minecraft.mined.spruce_slab: #12, 324(4%)
minecraft.picked_up.glow_berries: #12, 212(3%)
minecraft.used.splash_potion: #12, 37(3%)
minecraft.picked_up.lapis_lazuli: #12, 2497(3%)
minecraft.dropped.oak_sapling: #12, 98(3%)
minecraft.picked_up.spruce_fence: #12, 188(3%)
minecraft.mined.lantern: #12, 32(3%)
minecraft.picked_up.stonecutter: #12, 62(3%)
minecraft.dropped.redstone_block: #12, 79(3%)
minecraft.mined.stonecutter: #12, 56(3%)
minecraft.picked_up.quartz: #12, 2721(2%)
minecraft.picked_up.spruce_planks: #12, 759(2%)
minecraft.mined.white_bed: #12, 55(2%)
minecraft.mined.oak_trapdoor: #12, 31(2%)
minecraft.dropped.netherite_leggings: #12, 2(4%)
minecraft.mined.glowstone: #12, 221(2%)
minecraft.custom.deaths: #13, 235(3%)
minecraft.used.oak_slab: #12, 217(2%)
minecraft.picked_up.glowstone: #12, 293(2%)
minecraft.custom.fall_one_cm: #13, 7857298(3%)
minecraft.used.ender_chest: #12, 355(2%)
minecraft.used.iron_chestplate: #12, 2(3%)
minecraft.used.dark_oak_fence: #12, 281(2%)
minecraft.used.polished_andesite_stairs: #12, 278(2%)
minecraft.picked_up.oak_sapling: #12, 746(2%)
minecraft.picked_up.yellow_shulker_box: #12, 106(2%)
minecraft.used.yellow_shulker_box: #12, 108(2%)
minecraft.mined.dark_oak_wall_sign: #12, 11(2%)
minecraft.picked_up.honey_block: #12, 82(2%)
minecraft.crafted.spruce_fence: #12, 423(2%)
minecraft.mined.brown_shulker_box: #12, 74(2%)
minecraft.picked_up.brown_shulker_box: #12, 74(2%)
minecraft.mined.dark_oak_leaves: #12, 1076(2%)
minecraft.picked_up.grindstone: #12, 22(2%)
minecraft.picked_up.red_concrete: #12, 422(2%)
minecraft.used.brown_shulker_box: #12, 76(2%)
minecraft.mined.player_wall_head: #12, 13(2%)
minecraft.used.sand: #12, 6653(2%)
minecraft.used.pumpkin_pie: #12, 435(1%)
minecraft.mined.stone_brick_wall: #12, 15(2%)
minecraft.crafted.blue_dye: #12, 1175(2%)
minecraft.mined.yellow_shulker_box: #12, 91(2%)
minecraft.picked_up.oxidized_copper: #12, 588(2%)
minecraft.picked_up.brewing_stand: #12, 9(2%)
minecraft.picked_up.crimson_trapdoor: #12, 14(2%)
minecraft.mined.tall_seagrass: #12, 95(2%)
minecraft.picked_up.birch_trapdoor: #12, 23(2%)
minecraft.mined.oxidized_copper: #12, 559(2%)
minecraft.used.lilac: #12, 13(2%)
minecraft.custom.interact_with_brewingstand: #12, 149(1%)
minecraft.crafted.diamond_leggings: #12, 4(1%)
minecraft.used.cobbled_deepslate_stairs: #12, 76(2%)
minecraft.mined.seagrass: #12, 92(1%)
minecraft.picked_up.cobblestone_stairs: #12, 32(2%)
minecraft.picked_up.netherite_hoe: #12, 2(2%)
minecraft.used.spruce_fence_gate: #12, 42(1%)
minecraft.picked_up.tinted_glass: #12, 99(2%)
minecraft.crafted.jungle_planks: #12, 1476(1%)
minecraft.mined.lime_shulker_box: #12, 40(1%)
minecraft.mined.magma_block: #12, 541(1%)
minecraft.picked_up.lime_shulker_box: #12, 40(1%)
minecraft.picked_up.black_stained_glass: #12, 85(1%)
minecraft.picked_up.polished_andesite_slab: #12, 80(1%)
minecraft.crafted.wooden_axe: #12, 2(1%)
minecraft.picked_up.andesite_slab: #12, 21(2%)
minecraft.picked_up.gray_shulker_box: #12, 41(1%)
