stat, rank, value, (percentage) 
minecraft.crafted.sticky_piston: #9, 246(2%)
minecraft.picked_up.brown_dye: #9, 32(4%)
minecraft.mined.oak_fence_gate: #9, 4(2%)
minecraft.picked_up.lead: #10, 168(4%)
minecraft.picked_up.crimson_door: #9, 1(4%)
minecraft.mined.exposed_cut_copper: #9, 4(3%)
minecraft.crafted.red_stained_glass_pane: #9, 80(2%)
minecraft.crafted.deepslate_tile_stairs: #9, 35(2%)
minecraft.dropped.iron_nugget: #9, 602(1%)
minecraft.picked_up.blackstone_slab: #9, 17(2%)
minecraft.killed.husk: #9, 4(2%)
minecraft.crafted.deepslate_tile_slab: #9, 68(2%)
minecraft.dropped.magma_block: #9, 17(2%)
minecraft.picked_up.emerald: #9, 1539(1%)
minecraft.crafted.mossy_stone_brick_slab: #9, 6(3%)
minecraft.used.dark_oak_wood: #9, 107(2%)
minecraft.picked_up.black_concrete_powder: #9, 733(1%)
minecraft.mined.yellow_wool: #9, 52(1%)
minecraft.picked_up.music_disc_chirp: #9, 3(2%)
minecraft.picked_up.mangrove_fence: #9, 5(2%)
minecraft.crafted.black_wool: #9, 302(2%)
minecraft.dropped.cyan_terracotta: #9, 37(2%)
minecraft.used.cyan_concrete: #9, 211(1%)
minecraft.crafted.deepslate_brick_wall: #9, 12(2%)
minecraft.crafted.deepslate_tile_wall: #9, 17(2%)
minecraft.picked_up.chest: #10, 906(4%)
minecraft.dropped.suspicious_stew: #9, 8(2%)
minecraft.used.crimson_door: #9, 2(2%)
minecraft.dropped.deepslate_iron_ore: #9, 6(2%)
minecraft.dropped.deepslate_copper_ore: #9, 3(2%)
minecraft.dropped.copper_ingot: #9, 12(1%)
minecraft.used.cyan_banner: #9, 3(2%)
minecraft.mined.diamond_ore: #10, 23(5%)
minecraft.dropped.music_disc_blocks: #9, 1(2%)
minecraft.mined.mud_brick_wall: #9, 2(2%)
minecraft.dropped.crimson_slab: #9, 7(1%)
minecraft.picked_up.mossy_cobblestone_wall: #9, 3(2%)
minecraft.dropped.slime_ball: #9, 102(1%)
minecraft.mined.light_gray_stained_glass: #9, 67(1%)
minecraft.picked_up.mangrove_boat: #9, 1(2%)
minecraft.mined.pitcher_crop: #9, 3(1%)
minecraft.dropped.obsidian: #9, 66(1%)
minecraft.used.purple_concrete_powder: #9, 77(1%)
minecraft.mined.cake: #9, 1(2%)
minecraft.picked_up.sculk_vein: #9, 132(1%)
minecraft.used.mangrove_fence_gate: #9, 2(2%)
minecraft.used.soul_soil: #9, 87(1%)
minecraft.mined.sculk_sensor: #9, 41(1%)
minecraft.crafted.pink_stained_glass: #9, 136(1%)
minecraft.dropped.leather_boots: #9, 10(1%)
minecraft.mined.blue_terracotta: #9, 33(1%)
minecraft.dropped.nether_gold_ore: #9, 5(1%)
minecraft.dropped.pufferfish: #9, 1(1%)
minecraft.dropped.magenta_stained_glass: #9, 4(1%)
minecraft.crafted.acacia_door: #9, 3(1%)
minecraft.mined.activator_rail: #9, 6(1%)
minecraft.dropped.gray_stained_glass: #9, 4(1%)
minecraft.crafted.compass: #9, 110(0%)
minecraft.mined.magenta_glazed_terracotta: #9, 5(1%)
minecraft.mined.mossy_cobblestone_wall: #9, 1(1%)
minecraft.crafted.brick_stairs: #9, 5(1%)
minecraft.used.crying_obsidian: #9, 70(1%)
minecraft.crafted.gray_banner: #9, 2(1%)
minecraft.dropped.black_carpet: #9, 4(1%)
minecraft.crafted.magenta_concrete_powder: #9, 40(1%)
minecraft.mined.red_stained_glass_pane: #9, 2(1%)
minecraft.picked_up.repeater: #10, 330(4%)
minecraft.killed.zombie_villager: #10, 12(4%)
minecraft.used.pink_stained_glass: #9, 49(0%)
minecraft.dropped.gray_concrete: #9, 3(0%)
minecraft.crafted.activator_rail: #9, 12(1%)
minecraft.crafted.polished_blackstone_brick_wall: #9, 1(1%)
minecraft.used.activator_rail: #9, 8(0%)
minecraft.picked_up.cornflower: #9, 126(0%)
minecraft.crafted.polished_blackstone_bricks: #9, 25(0%)
minecraft.mined.black_terracotta: #9, 24(0%)
minecraft.dropped.sculk_catalyst: #9, 1(0%)
minecraft.used.waxed_cut_copper_stairs: #9, 2(0%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #9, 2(0%)
minecraft.picked_up.waxed_exposed_cut_copper: #9, 1(0%)
minecraft.used.yellow_carpet: #9, 38(0%)
minecraft.picked_up.cobblestone: #10, 39815(3%)
minecraft.crafted.written_book: #9, 2(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #9, 1(0%)
minecraft.mined.lime_stained_glass_pane: #9, 3(0%)
minecraft.dropped.crying_obsidian: #9, 7(0%)
minecraft.mined.blue_carpet: #9, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #9, 1(0%)
minecraft.used.magenta_concrete: #9, 3(0%)
minecraft.picked_up.magenta_dye: #9, 2(0%)
minecraft.dropped.orange_wool: #9, 4(0%)
minecraft.picked_up.dried_kelp: #9, 7(0%)
minecraft.picked_up.pink_concrete_powder: #9, 8(0%)
minecraft.dropped.ink_sac: #9, 19(0%)
minecraft.mined.raw_gold_block: #9, 3(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #9, 1(0%)
minecraft.crafted.lime_wool: #9, 2(0%)
minecraft.crafted.brown_stained_glass: #9, 8(0%)
minecraft.crafted.polished_blackstone_brick_slab: #9, 2(0%)
minecraft.picked_up.pink_tulip: #9, 5(0%)
minecraft.crafted.pink_carpet: #9, 6(0%)
minecraft.picked_up.prismarine_brick_slab: #9, 5(0%)
minecraft.used.purple_carpet: #9, 1(0%)
minecraft.killed.pillager: #9, 91(0%)
minecraft.used.iron_bars: #10, 819(4%)
minecraft.picked_up.rose_bush: #10, 1335(3%)
minecraft.dropped.redstone: #10, 514(4%)
minecraft.mined.birch_log: #10, 3296(3%)
minecraft.used.kelp: #10, 500(4%)
minecraft.picked_up.black_concrete: #10, 1714(3%)
minecraft.picked_up.red_mushroom: #10, 264(3%)
minecraft.mined.dark_oak_sign: #10, 3(4%)
minecraft.picked_up.leather_leggings: #10, 13(3%)
minecraft.used.white_concrete_powder: #10, 2934(3%)
minecraft.picked_up.anvil: #10, 56(3%)
minecraft.crafted.clock: #10, 9(4%)
minecraft.mined.oak_wall_sign: #10, 23(2%)
minecraft.mined.candle: #10, 4(4%)
minecraft.picked_up.copper_block: #10, 298(2%)
minecraft.picked_up.dragon_head: #10, 6(3%)
minecraft.crafted.red_concrete_powder: #10, 1032(3%)
minecraft.mined.stripped_crimson_stem: #10, 89(2%)
minecraft.mined.redstone_wire: #10, 331(2%)
minecraft.used.crimson_trapdoor: #10, 93(3%)
minecraft.mined.redstone_wall_torch: #10, 38(2%)
minecraft.mined.glass_pane: #10, 26(2%)
minecraft.mined.large_fern: #10, 90(3%)
minecraft.crafted.leather_helmet: #10, 4(4%)
minecraft.picked_up.coal_block: #10, 132(2%)
minecraft.crafted.black_terracotta: #10, 624(3%)
minecraft.used.stone_pressure_plate: #10, 25(2%)
minecraft.killed.phantom: #10, 19(2%)
minecraft.mined.white_concrete: #10, 1631(2%)
minecraft.dropped.terracotta: #10, 64(2%)
minecraft.dropped.glass_bottle: #10, 143(2%)
minecraft.picked_up.observer: #10, 216(2%)
minecraft.mined.soul_sand: #10, 917(2%)
minecraft.used.stone_stairs: #10, 267(2%)
minecraft.crafted.cut_copper_stairs: #10, 26(3%)
minecraft.picked_up.nautilus_shell: #10, 8(3%)
minecraft.picked_up.glow_lichen: #10, 696(2%)
minecraft.crafted.blue_terracotta: #10, 608(3%)
minecraft.mined.stone_brick_slab: #10, 71(2%)
minecraft.picked_up.yellow_concrete: #10, 201(2%)
minecraft.picked_up.bamboo_raft: #10, 6(2%)
minecraft.dropped.stone_slab: #10, 137(2%)
minecraft.mined.red_stained_glass: #10, 34(2%)
minecraft.mined.white_wall_banner: #10, 3(3%)
minecraft.used.music_disc_13: #10, 5(2%)
minecraft.picked_up.lava_bucket: #10, 20(2%)
minecraft.picked_up.spruce_button: #10, 8(2%)
minecraft.picked_up.exposed_cut_copper: #10, 4(2%)
minecraft.dropped.stone_bricks: #10, 92(1%)
minecraft.used.snow_block: #10, 1846(1%)
minecraft.killed.enderman: #11, 38268(4%)
minecraft.dropped.iron_axe: #10, 21(2%)
minecraft.used.oak_button: #10, 7(2%)
minecraft.dropped.wooden_sword: #10, 9(1%)
minecraft.used.black_wool: #10, 137(1%)
minecraft.crafted.crimson_slab: #10, 432(1%)
minecraft.dropped.spruce_button: #10, 5(2%)
minecraft.picked_up.acacia_slab: #10, 11(2%)
minecraft.crafted.white_carpet: #10, 270(1%)
minecraft.used.gray_wool: #10, 189(1%)
minecraft.picked_up.acacia_planks: #10, 33(1%)
minecraft.picked_up.prismarine_crystals: #10, 58(1%)
minecraft.mined.green_wool: #10, 18(1%)
minecraft.picked_up.warped_roots: #10, 268(1%)
minecraft.dropped.cobbled_deepslate_slab: #10, 11(1%)
minecraft.used.carved_pumpkin: #11, 30(4%)
minecraft.dropped.white_bed: #10, 2(1%)
minecraft.picked_up.chiseled_stone_bricks: #10, 86(1%)
minecraft.crafted.yellow_stained_glass_pane: #10, 32(1%)
minecraft.picked_up.black_dye: #10, 34(1%)
minecraft.mined.stripped_acacia_log: #10, 21(1%)
minecraft.used.light_gray_terracotta: #10, 90(1%)
minecraft.picked_up.crimson_fungus: #10, 74(1%)
minecraft.picked_up.stripped_acacia_log: #10, 21(1%)
minecraft.used.spruce_slab: #11, 1886(4%)
minecraft.used.red_tulip: #10, 1(2%)
minecraft.mined.cyan_stained_glass: #10, 6(1%)
minecraft.mined.twisting_vines: #10, 7(1%)
minecraft.used.soul_sand: #10, 162(1%)
minecraft.dropped.snow_block: #10, 147(1%)
minecraft.picked_up.black_terracotta: #10, 93(1%)
minecraft.used.twisting_vines: #10, 10(1%)
minecraft.used.dark_oak_leaves: #10, 51(1%)
minecraft.crafted.white_banner: #10, 13(1%)
minecraft.used.purple_wool: #10, 46(1%)
minecraft.used.light_blue_bed: #10, 2(1%)
minecraft.crafted.red_nether_bricks: #10, 22(1%)
minecraft.mined.coal_ore: #11, 4259(3%)
minecraft.used.red_stained_glass_pane: #10, 13(1%)
minecraft.mined.cut_sandstone: #10, 42(1%)
minecraft.dropped.gunpowder: #10, 180(0%)
minecraft.picked_up.iron_ore: #11, 945(4%)
minecraft.picked_up.name_tag: #10, 11(0%)
minecraft.dropped.red_tulip: #10, 1(1%)
minecraft.picked_up.purple_terracotta: #10, 21(1%)
minecraft.crafted.mud_brick_stairs: #10, 4(1%)
minecraft.dropped.acacia_log: #10, 8(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #10, 1(1%)
minecraft.used.chiseled_polished_blackstone: #10, 16(0%)
minecraft.crafted.pink_concrete_powder: #10, 72(1%)
minecraft.mined.sculk_shrieker: #10, 4(0%)
minecraft.picked_up.orange_tulip: #10, 11(0%)
minecraft.dropped.clay: #10, 30(0%)
minecraft.dropped.heavy_weighted_pressure_plate: #10, 1(1%)
minecraft.dropped.purple_dye: #10, 1(1%)
minecraft.used.crimson_nylium: #10, 35(0%)
minecraft.dropped.mushroom_stem: #10, 1(0%)
minecraft.mined.black_concrete_powder: #10, 31(0%)
minecraft.used.tropical_fish: #10, 1(0%)
minecraft.used.raw_gold_block: #10, 9(0%)
minecraft.dropped.amethyst_cluster: #10, 2(0%)
minecraft.used.purple_concrete: #10, 20(0%)
minecraft.dropped.chiseled_stone_bricks: #10, 10(0%)
minecraft.picked_up.cracked_deepslate_bricks: #10, 8(0%)
minecraft.dropped.paper: #10, 93(0%)
minecraft.dropped.red_wool: #10, 5(0%)
minecraft.used.polished_blackstone_brick_wall: #10, 8(0%)
minecraft.used.magenta_stained_glass: #10, 8(0%)
minecraft.used.heavy_weighted_pressure_plate: #10, 6(0%)
minecraft.crafted.honeycomb_block: #10, 10(0%)
minecraft.mined.pink_carpet: #10, 1(0%)
minecraft.used.book: #10, 1(0%)
minecraft.picked_up.blue_carpet: #10, 2(0%)
minecraft.dropped.honeycomb: #10, 2(0%)
minecraft.crafted.purple_wool: #10, 1(0%)
minecraft.used.sculk_catalyst: #10, 6(0%)
minecraft.mined.redstone_ore: #11, 67(4%)
minecraft.crafted.purple_carpet: #10, 3(0%)
minecraft.crafted.orange_wool: #10, 1(0%)
minecraft.dropped.experience_bottle: #10, 1(0%)
minecraft.crafted.lime_carpet: #10, 3(0%)
minecraft.used.lime_carpet: #10, 1(0%)
minecraft.mined.copper_block: #11, 160(4%)
minecraft.crafted.ladder: #11, 363(3%)
minecraft.picked_up.birch_log: #11, 3629(3%)
minecraft.crafted.emerald: #11, 17847(3%)
minecraft.crafted.chain: #11, 344(3%)
minecraft.picked_up.oak_planks: #11, 472(2%)
minecraft.used.diamond_hoe: #11, 13960(3%)
minecraft.mined.rail: #11, 1156(3%)
minecraft.picked_up.diamond_ore: #11, 13(4%)
minecraft.dropped.netherite_pickaxe: #11, 6(3%)
minecraft.dropped.lead: #11, 11(3%)
minecraft.custom.swim_one_cm: #12, 5265761(4%)
minecraft.used.stripped_crimson_stem: #11, 32(3%)
minecraft.picked_up.slime_ball: #11, 909(2%)
minecraft.crafted.stone_slab: #11, 1154(2%)
minecraft.used.leather_chestplate: #11, 2(4%)
minecraft.crafted.iron_door: #11, 15(2%)
minecraft.picked_up.yellow_shulker_box: #11, 112(2%)
minecraft.mined.repeater: #11, 104(2%)
minecraft.picked_up.bamboo: #11, 5587(2%)
minecraft.mined.yellow_shulker_box: #11, 111(2%)
minecraft.used.yellow_shulker_box: #11, 113(2%)
minecraft.custom.sneak_time: #13, 5179770(4%)
minecraft.dropped.cooked_beef: #11, 44(3%)
minecraft.dropped.chest: #11, 29(2%)
minecraft.used.stone_brick_stairs: #11, 204(2%)
minecraft.used.honeycomb: #11, 250(2%)
minecraft.mined.pointed_dripstone: #11, 67(2%)
minecraft.used.white_wool: #11, 597(2%)
minecraft.crafted.lapis_lazuli: #11, 846(2%)
minecraft.dropped.oak_fence: #11, 8(3%)
minecraft.custom.interact_with_blast_furnace: #11, 95(2%)
minecraft.used.oak_log: #11, 545(1%)
minecraft.used.green_shulker_box: #11, 50(2%)
minecraft.picked_up.target: #11, 16(2%)
minecraft.dropped.wheat: #11, 59(2%)
minecraft.crafted.cobblestone_stairs: #11, 51(2%)
minecraft.mined.redstone_torch: #11, 50(2%)
minecraft.picked_up.soul_sand: #11, 926(2%)
minecraft.dropped.leather_helmet: #11, 5(2%)
minecraft.picked_up.poppy: #11, 393(1%)
minecraft.dropped.redstone_torch: #11, 27(2%)
minecraft.mined.lily_pad: #11, 9(3%)
minecraft.picked_up.bowl: #11, 8(2%)
minecraft.dropped.totem_of_undying: #11, 18(2%)
minecraft.used.gray_shulker_box: #11, 59(2%)
minecraft.crafted.warped_fence: #11, 45(2%)
minecraft.used.white_banner: #11, 12(2%)
minecraft.mined.cobbled_deepslate_stairs: #11, 14(2%)
minecraft.dropped.red_shulker_box: #11, 2(2%)
minecraft.used.yellow_wool: #11, 180(1%)
minecraft.crafted.light_blue_dye: #11, 238(1%)
minecraft.mined.rooted_dirt: #11, 218(1%)
minecraft.picked_up.oak_hanging_sign: #11, 2(3%)
minecraft.picked_up.stone_pressure_plate: #11, 9(2%)
minecraft.mined.yellow_concrete: #11, 204(1%)
minecraft.crafted.redstone_lamp: #11, 74(1%)
minecraft.used.prismarine_bricks: #11, 152(1%)
minecraft.crafted.smooth_sandstone: #11, 128(2%)
minecraft.mined.observer: #11, 89(1%)
minecraft.dropped.light_gray_terracotta: #11, 24(2%)
minecraft.used.lingering_potion: #11, 1(2%)
minecraft.dropped.bone: #11, 319(1%)
minecraft.dropped.deepslate_redstone_ore: #11, 6(2%)
minecraft.crafted.brown_dye: #11, 114(1%)
minecraft.used.polished_basalt: #11, 317(1%)
minecraft.picked_up.rabbit_foot: #11, 1(2%)
minecraft.picked_up.oak_wood: #11, 16(2%)
minecraft.used.yellow_concrete_powder: #11, 199(1%)
minecraft.crafted.black_concrete_powder: #11, 1824(1%)
minecraft.mined.bell: #11, 4(1%)
minecraft.crafted.wooden_hoe: #11, 1(2%)
minecraft.picked_up.sculk_sensor: #11, 43(1%)
minecraft.used.purpur_pillar: #11, 6(1%)
minecraft.used.orange_terracotta: #11, 101(1%)
minecraft.dropped.packed_ice: #11, 67(1%)
minecraft.dropped.wooden_shovel: #11, 2(1%)
minecraft.mined.black_stained_glass: #11, 43(1%)
minecraft.mined.polished_deepslate_slab: #11, 73(1%)
minecraft.used.chiseled_stone_bricks: #11, 61(1%)
minecraft.mined.dark_oak_button: #11, 2(1%)
minecraft.picked_up.purpur_stairs: #11, 13(1%)
minecraft.picked_up.warped_fungus: #11, 70(1%)
minecraft.used.cobweb: #11, 17(1%)
minecraft.crafted.purple_concrete_powder: #11, 104(1%)
minecraft.mined.prismarine_bricks: #11, 54(1%)
minecraft.picked_up.gilded_blackstone: #11, 9(1%)
minecraft.dropped.spruce_fence: #11, 5(1%)
minecraft.dropped.purpur_block: #11, 6(1%)
minecraft.dropped.ghast_tear: #11, 1(1%)
minecraft.crafted.birch_wood: #11, 33(1%)
minecraft.used.wet_sponge: #11, 95(1%)
minecraft.picked_up.rabbit_hide: #11, 3(1%)
minecraft.dropped.dark_prismarine: #11, 7(1%)
minecraft.crafted.mud_brick_wall: #11, 6(1%)
minecraft.mined.pink_stained_glass: #11, 4(1%)
minecraft.dropped.cut_sandstone: #11, 7(1%)
minecraft.dropped.flowering_azalea_leaves: #11, 12(1%)
minecraft.dropped.string: #11, 322(0%)
minecraft.mined.yellow_stained_glass: #11, 12(1%)
minecraft.dropped.cookie: #11, 13(1%)
minecraft.dropped.nether_quartz_ore: #11, 14(1%)
minecraft.dropped.light_blue_dye: #11, 1(1%)
minecraft.dropped.stone_button: #11, 26(1%)
minecraft.picked_up.birch_wood: #11, 3(1%)
minecraft.mined.light_blue_stained_glass: #11, 7(1%)
minecraft.picked_up.activator_rail: #11, 6(1%)
minecraft.dropped.black_dye: #11, 7(1%)
minecraft.picked_up.sculk_shrieker: #11, 5(0%)
minecraft.dropped.yellow_wool: #11, 8(1%)
minecraft.crafted.green_stained_glass: #11, 64(0%)
minecraft.picked_up.redstone: #12, 7279(3%)
minecraft.mined.green_stained_glass: #11, 6(0%)
minecraft.dropped.amethyst_shard: #11, 21(0%)
minecraft.picked_up.purple_concrete: #11, 24(0%)
minecraft.dropped.prismarine: #11, 5(0%)
minecraft.mined.purple_concrete: #11, 24(0%)
minecraft.crafted.blue_carpet: #11, 6(0%)
minecraft.dropped.stone_brick_slab: #11, 13(0%)
minecraft.picked_up.light_blue_dye: #11, 2(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #11, 12(0%)
minecraft.crafted.yellow_carpet: #11, 36(0%)
minecraft.dropped.white_concrete: #11, 22(0%)
minecraft.mined.white_carpet: #11, 16(0%)
minecraft.used.green_stained_glass: #11, 18(0%)
minecraft.picked_up.pink_stained_glass: #11, 4(0%)
minecraft.used.white_carpet: #11, 80(0%)
minecraft.mined.polished_blackstone_brick_stairs: #11, 7(0%)
minecraft.dropped.mossy_stone_bricks: #11, 2(0%)
minecraft.used.pink_wool: #11, 16(0%)
minecraft.mined.yellow_carpet: #11, 3(0%)
minecraft.dropped.end_stone: #11, 2(0%)
minecraft.dropped.deepslate_brick_stairs: #11, 2(0%)
minecraft.dropped.yellow_dye: #11, 1(0%)
minecraft.crafted.sandstone_stairs: #11, 1(0%)
minecraft.used.blue_carpet: #11, 4(0%)
minecraft.mined.purple_wool: #11, 1(0%)
minecraft.dropped.mud_bricks: #11, 1(0%)
minecraft.used.stripped_acacia_log: #11, 2(0%)
minecraft.used.blackstone_stairs: #11, 3(0%)
minecraft.picked_up.pink_wool: #11, 4(0%)
minecraft.used.sculk_vein: #11, 4(0%)
minecraft.used.waxed_weathered_cut_copper_stairs: #11, 2(0%)
minecraft.dropped.cod: #11, 5(0%)
minecraft.dropped.red_mushroom_block: #11, 2(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #11, 1(0%)
minecraft.used.pink_carpet: #11, 4(0%)
minecraft.crafted.pink_wool: #11, 1(0%)
minecraft.picked_up.pink_carpet: #11, 3(0%)
minecraft.picked_up.crimson_hyphae: #11, 1(0%)
minecraft.killed.vindicator: #11, 7(0%)
minecraft.broken.shears: #12, 16(4%)
minecraft.crafted.enchanting_table: #12, 3(5%)
minecraft.used.spruce_sign: #12, 77(3%)
minecraft.dropped.birch_log: #12, 110(4%)
minecraft.picked_up.oak_slab: #12, 88(3%)
minecraft.mined.deepslate_redstone_ore: #12, 1016(3%)
minecraft.picked_up.rail: #12, 1473(3%)
minecraft.picked_up.iron_bars: #12, 185(3%)
minecraft.used.deepslate: #12, 4280(3%)
minecraft.picked_up.diamond_block: #12, 117(2%)
minecraft.used.spruce_planks: #12, 1599(2%)
minecraft.used.rail: #12, 1774(3%)
minecraft.mined.spruce_fence: #12, 85(2%)
minecraft.used.cobbled_deepslate: #12, 2098(2%)
minecraft.picked_up.glass: #12, 1387(2%)
minecraft.used.lectern: #12, 216(2%)
minecraft.dropped.writable_book: #12, 4(3%)
minecraft.mined.peony: #12, 7(2%)
minecraft.crafted.diamond_pickaxe: #12, 7(2%)
minecraft.picked_up.lectern: #12, 183(2%)
minecraft.mined.end_stone_bricks: #12, 60(3%)
minecraft.used.damaged_anvil: #12, 4(2%)
minecraft.mined.bamboo: #12, 494(2%)
minecraft.dropped.stone: #12, 5143(2%)
minecraft.used.gold_ore: #12, 24(3%)
minecraft.mined.lilac: #12, 11(2%)
minecraft.mined.lectern: #12, 171(2%)
minecraft.mined.dark_oak_fence: #12, 45(2%)
minecraft.mined.tripwire: #12, 43(2%)
minecraft.picked_up.netherite_helmet: #12, 7(2%)
minecraft.picked_up.end_stone_bricks: #12, 58(2%)
minecraft.used.bookshelf: #12, 318(1%)
minecraft.mined.mangrove_planks: #12, 17(2%)
minecraft.picked_up.golden_boots: #12, 9(2%)
minecraft.used.piston: #12, 251(2%)
minecraft.crafted.dark_oak_door: #12, 9(2%)
minecraft.dropped.brown_terracotta: #12, 19(2%)
minecraft.picked_up.stone_button: #12, 75(1%)
minecraft.crafted.crimson_door: #12, 3(3%)
minecraft.picked_up.candle: #12, 16(2%)
minecraft.picked_up.campfire: #12, 26(2%)
minecraft.dropped.minecart: #12, 10(2%)
minecraft.dropped.diamond_block: #12, 35(1%)
minecraft.mined.spruce_pressure_plate: #12, 2(2%)
minecraft.used.deepslate_bricks: #12, 1243(1%)
minecraft.mined.stone_pressure_plate: #12, 5(2%)
minecraft.mined.stone_stairs: #12, 31(1%)
minecraft.picked_up.detector_rail: #12, 8(2%)
minecraft.mined.soul_lantern: #12, 8(2%)
minecraft.dropped.black_shulker_box: #12, 1(2%)
minecraft.mined.cauldron: #12, 5(1%)
minecraft.picked_up.lily_pad: #12, 9(2%)
minecraft.crafted.spruce_slab: #13, 3048(4%)
minecraft.mined.yellow_bed: #12, 10(1%)
minecraft.picked_up.bricks: #12, 121(1%)
minecraft.mined.black_concrete: #12, 707(1%)
minecraft.used.dark_prismarine: #12, 164(1%)
minecraft.picked_up.mangrove_planks: #12, 19(1%)
minecraft.dropped.stonecutter: #12, 1(2%)
minecraft.crafted.chiseled_stone_bricks: #12, 209(1%)
minecraft.picked_up.black_stained_glass_pane: #12, 15(1%)
minecraft.used.yellow_bed: #12, 12(1%)
minecraft.picked_up.red_banner: #12, 5(1%)
minecraft.dropped.hopper: #12, 13(1%)
minecraft.crafted.tnt: #12, 1283(1%)
minecraft.crafted.slime_ball: #12, 338(1%)
minecraft.mined.polished_basalt: #12, 37(1%)
minecraft.used.warped_planks: #12, 274(1%)
minecraft.dropped.smooth_basalt: #12, 23(1%)
minecraft.picked_up.dark_oak_leaves: #12, 165(1%)
minecraft.mined.weeping_vines: #12, 12(1%)
minecraft.crafted.dark_oak_wood: #12, 75(1%)
minecraft.crafted.stone_brick_stairs: #12, 60(1%)
minecraft.dropped.wooden_hoe: #12, 1(2%)
minecraft.dropped.furnace: #12, 3(1%)
minecraft.picked_up.feather: #12, 247(1%)
minecraft.crafted.stone_brick_wall: #12, 58(1%)
minecraft.mined.sponge: #12, 99(1%)
minecraft.dropped.rotten_flesh: #12, 1117(0%)
minecraft.mined.warped_fence: #12, 5(1%)
minecraft.dropped.charcoal: #12, 6(1%)
minecraft.used.yellow_dye: #12, 2(1%)
minecraft.picked_up.prismarine_bricks: #12, 57(1%)
minecraft.used.deepslate_tile_wall: #12, 67(1%)
minecraft.custom.inspect_hopper: #13, 1671(3%)
minecraft.used.deepslate_brick_wall: #12, 52(1%)
minecraft.crafted.red_bed: #12, 2(1%)
minecraft.picked_up.cooked_chicken: #12, 22(0%)
minecraft.used.blackstone: #12, 498(0%)
minecraft.dropped.leather: #12, 26(0%)
minecraft.crafted.gold_block: #12, 191(0%)
minecraft.used.acacia_boat: #12, 1(1%)
minecraft.dropped.sugar: #12, 31(0%)
minecraft.used.red_candle: #12, 8(1%)
minecraft.used.soul_torch: #12, 5(1%)
minecraft.used.stripped_oak_wood: #12, 11(0%)
minecraft.mined.gray_wool: #12, 23(0%)
minecraft.mined.chiseled_quartz_block: #12, 1(1%)
minecraft.used.cyan_bed: #12, 3(0%)
minecraft.crafted.chiseled_deepslate: #12, 2(0%)
minecraft.mined.stripped_warped_stem: #12, 50(0%)
minecraft.used.crimson_slab: #12, 99(0%)
minecraft.dropped.sticky_piston: #12, 3(0%)
minecraft.picked_up.honey_bottle: #12, 6(0%)
minecraft.picked_up.pink_terracotta: #12, 7(0%)
minecraft.mined.quartz_block: #12, 41(0%)
minecraft.mined.red_carpet: #12, 8(0%)
minecraft.dropped.gray_wool: #12, 8(0%)
minecraft.picked_up.red_stained_glass_pane: #12, 3(0%)
minecraft.picked_up.dark_oak_wood: #12, 4(0%)
minecraft.mined.cyan_concrete_powder: #12, 2(0%)
minecraft.dropped.poppy: #12, 122(0%)
minecraft.dropped.glow_lichen: #12, 3(0%)
minecraft.dropped.red_sand: #12, 1(0%)
minecraft.dropped.cracked_stone_bricks: #12, 2(0%)
minecraft.picked_up.purple_dye: #12, 1(0%)
minecraft.mined.light_gray_bed: #12, 2(0%)
minecraft.picked_up.red_nether_bricks: #12, 1(0%)
minecraft.dropped.pumpkin: #12, 15(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #12, 1(0%)
minecraft.mined.pink_concrete: #12, 7(0%)
minecraft.dropped.slime_block: #12, 3(0%)
minecraft.crafted.dried_kelp: #12, 11(0%)
minecraft.dropped.dried_kelp: #12, 3(0%)
minecraft.dropped.sea_lantern: #12, 2(0%)
minecraft.used.purple_terracotta: #12, 1(0%)
minecraft.crafted.black_carpet: #12, 9(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #12, 2(0%)
minecraft.used.raw_iron_block: #12, 3(0%)
minecraft.picked_up.tuff: #13, 4762(3%)
minecraft.picked_up.player_head: #13, 674(2%)
minecraft.picked_up.chipped_anvil: #13, 15(4%)
minecraft.picked_up.writable_book: #13, 10(3%)
minecraft.used.oak_fence: #13, 164(3%)
minecraft.picked_up.spruce_sign: #13, 41(3%)
minecraft.crafted.anvil: #13, 127(3%)
minecraft.dropped.redstone_block: #13, 78(3%)
minecraft.picked_up.copper_ore: #13, 791(3%)
minecraft.picked_up.cobbled_deepslate: #13, 21122(2%)
minecraft.used.composter: #13, 135(3%)
minecraft.dropped.cobbled_deepslate: #13, 1021(2%)
minecraft.used.chipped_anvil: #13, 7(3%)
minecraft.mined.dispenser: #13, 41(2%)
minecraft.custom.crouch_one_cm: #14, 23050385(3%)
minecraft.dropped.birch_planks: #13, 52(2%)
minecraft.crafted.diamond_shovel: #13, 6(2%)
minecraft.mined.stone_slab: #13, 332(2%)
