stat, rank, value, (percentage) 
minecraft.used.mangrove_stairs: #3, 202(11%)
minecraft.used.jungle_fence_gate: #3, 52(15%)
minecraft.mined.black_glazed_terracotta: #2, 47(6%)
minecraft.crafted.pink_bed: #2, 4(7%)
minecraft.dropped.magenta_glazed_terracotta: #2, 127(8%)
minecraft.dropped.polished_diorite_stairs: #2, 9(13%)
minecraft.crafted.dark_oak_sign: #4, 216(11%)
minecraft.mined.copper_ore: #4, 5615(8%)
minecraft.dropped.magenta_concrete_powder: #2, 41(15%)
minecraft.picked_up.mangrove_leaves: #4, 8233(14%)
minecraft.picked_up.brick: #3, 355(9%)
minecraft.crafted.oak_hanging_sign: #3, 12(13%)
minecraft.crafted.jungle_planks: #3, 7196(7%)
minecraft.used.stripped_warped_hyphae: #3, 255(10%)
minecraft.dropped.green_concrete_powder: #3, 79(20%)
minecraft.dropped.polished_andesite: #3, 341(10%)
minecraft.picked_up.stripped_oak_log: #2, 466(2%)
minecraft.dropped.purple_concrete_powder: #2, 16(14%)
minecraft.used.dragon_head: #3, 7(14%)
minecraft.mined.lime_glazed_terracotta: #2, 4(10%)
minecraft.crafted.bamboo_pressure_plate: #2, 1(14%)
minecraft.picked_up.cyan_stained_glass: #3, 174(10%)
minecraft.dropped.cyan_banner: #2, 2(18%)
minecraft.picked_up.acacia_hanging_sign: #2, 3(27%)
minecraft.picked_up.light_gray_stained_glass_pane: #4, 137(13%)
minecraft.used.totem_of_undying: #4, 97(9%)
minecraft.mined.stripped_oak_log: #2, 395(2%)
minecraft.dropped.cherry_leaves: #3, 36(25%)
minecraft.crafted.oak_stairs: #4, 492(10%)
minecraft.used.cherry_slab: #2, 28(12%)
minecraft.crafted.orange_bed: #3, 5(19%)
minecraft.picked_up.brown_candle: #2, 15(4%)
minecraft.picked_up.jungle_pressure_plate: #2, 2(15%)
minecraft.crafted.jukebox: #3, 27(6%)
minecraft.used.leather_boots: #3, 8(8%)
minecraft.picked_up.quartz: #4, 9147(8%)
minecraft.mined.acacia_wall_hanging_sign: #2, 2(22%)
minecraft.used.coarse_dirt: #4, 4050(8%)
minecraft.dropped.mossy_cobblestone_slab: #3, 29(16%)
minecraft.dropped.polished_blackstone: #3, 268(13%)
minecraft.used.acacia_stairs: #3, 51(16%)
minecraft.dropped.netherite_sword: #3, 6(10%)
minecraft.crafted.observer: #4, 2249(9%)
minecraft.used.brown_mushroom: #2, 126(2%)
minecraft.picked_up.jukebox: #4, 57(10%)
minecraft.picked_up.flowering_azalea: #4, 716(9%)
minecraft.dropped.stripped_oak_wood: #2, 3(6%)
minecraft.picked_up.stripped_warped_hyphae: #3, 270(10%)
minecraft.crafted.dark_oak_trapdoor: #4, 1660(8%)
minecraft.used.brown_dye: #3, 6(20%)
minecraft.dropped.acacia_trapdoor: #3, 51(14%)
minecraft.used.red_sandstone: #2, 31(8%)
minecraft.picked_up.acacia_log: #4, 3209(9%)
minecraft.picked_up.cherry_wood: #2, 16(19%)
minecraft.picked_up.mangrove_door: #3, 8(11%)
minecraft.used.blue_ice: #3, 1500(9%)
minecraft.crafted.diamond_helmet: #4, 11(9%)
minecraft.picked_up.cyan_wool: #4, 448(14%)
minecraft.used.ochre_froglight: #4, 1176(12%)
minecraft.crafted.mangrove_fence_gate: #3, 16(12%)
minecraft.picked_up.powered_rail: #4, 1343(9%)
minecraft.dropped.polished_deepslate: #3, 166(8%)
minecraft.used.orange_concrete_powder: #3, 1282(8%)
minecraft.crafted.stripped_mangrove_wood: #3, 171(27%)
minecraft.used.smooth_sandstone: #3, 5936(8%)
minecraft.mined.azalea: #4, 323(8%)
minecraft.dropped.campfire: #3, 37(16%)
minecraft.crafted.raw_copper_block: #4, 1591(11%)
minecraft.used.diamond_pickaxe: #4, 449720(6%)
minecraft.dropped.cooked_cod: #3, 13(7%)
minecraft.used.bamboo_trapdoor: #3, 113(13%)
minecraft.picked_up.polished_deepslate_wall: #4, 384(10%)
minecraft.dropped.stripped_oak_log: #3, 37(12%)
minecraft.crafted.oak_button: #4, 72(11%)
minecraft.used.mangrove_fence: #3, 141(8%)
minecraft.mined.ender_chest: #4, 1320(8%)
minecraft.dropped.bundle: #4, 60(9%)
minecraft.used.brick_slab: #3, 1246(8%)
minecraft.crafted.cherry_trapdoor: #3, 44(16%)
minecraft.picked_up.stripped_mangrove_log: #3, 749(7%)
minecraft.crafted.chiseled_sandstone: #3, 47(18%)
minecraft.crafted.dark_oak_fence: #4, 1230(9%)
minecraft.dropped.music_disc_wait: #3, 5(12%)
minecraft.killed.spider: #4, 197(7%)
minecraft.mined.dark_oak_trapdoor: #4, 174(8%)
minecraft.dropped.elytra: #4, 23(6%)
minecraft.dropped.fire_coral_block: #2, 5(12%)
minecraft.used.red_nether_brick_slab: #2, 16(6%)
minecraft.used.music_disc_stal: #2, 6(6%)
minecraft.used.spruce_pressure_plate: #3, 28(7%)
minecraft.used.dead_fire_coral: #2, 1(11%)
minecraft.mined.mangrove_door: #3, 6(11%)
minecraft.picked_up.birch_pressure_plate: #3, 12(15%)
minecraft.dropped.cyan_wool: #3, 155(24%)
minecraft.crafted.warped_slab: #4, 1644(11%)
minecraft.crafted.prismarine_wall: #3, 37(12%)
minecraft.picked_up.magenta_glazed_terracotta: #3, 127(8%)
minecraft.used.ender_chest: #4, 1320(8%)
minecraft.picked_up.dune_armor_trim_smithing_template: #2, 1(10%)
minecraft.mined.calibrated_sculk_sensor: #3, 17(24%)
minecraft.dropped.brown_glazed_terracotta: #2, 21(3%)
minecraft.dropped.cyan_stained_glass_pane: #2, 4(5%)
minecraft.picked_up.cherry_planks: #3, 39(12%)
minecraft.mined.stripped_warped_hyphae: #3, 219(8%)
minecraft.used.blackstone_slab: #3, 346(8%)
minecraft.mined.green_glazed_terracotta: #3, 27(13%)
minecraft.used.light_blue_dye: #4, 16(15%)
minecraft.dropped.powered_rail: #3, 75(6%)
minecraft.picked_up.ink_sac: #4, 3795(7%)
minecraft.crafted.cut_red_sandstone_slab: #2, 2(6%)
minecraft.dropped.horn_coral_block: #2, 3(4%)
minecraft.dropped.mossy_stone_brick_stairs: #2, 3(4%)
minecraft.mined.jungle_door: #3, 6(15%)
minecraft.crafted.coarse_dirt: #4, 3560(8%)
minecraft.used.stripped_birch_wood: #3, 331(15%)
minecraft.crafted.purpur_slab: #3, 50(17%)
minecraft.dropped.redstone_lamp: #3, 20(12%)
minecraft.mined.potted_blue_orchid: #2, 1(8%)
minecraft.dropped.blackstone_wall: #3, 57(23%)
minecraft.mined.jungle_button: #2, 1(7%)
minecraft.dropped.exposed_cut_copper_slab: #2, 1(7%)
minecraft.used.cauldron: #3, 208(5%)
minecraft.dropped.brick_slab: #3, 36(14%)
minecraft.picked_up.firework_rocket: #3, 16369(3%)
minecraft.mined.cherry_wood: #2, 8(7%)
minecraft.picked_up.warped_fungus_on_a_stick: #3, 5(16%)
minecraft.crafted.crimson_button: #3, 17(9%)
minecraft.crafted.birch_hanging_sign: #3, 18(19%)
minecraft.used.lime_shulker_box: #4, 268(9%)
minecraft.dropped.detector_rail: #3, 5(28%)
minecraft.dropped.warped_fungus_on_a_stick: #3, 2(22%)
minecraft.dropped.gray_dye: #3, 68(14%)
minecraft.mined.oxeye_daisy: #4, 25(10%)
minecraft.dropped.diorite_stairs: #3, 27(22%)
minecraft.crafted.polished_deepslate: #4, 7839(8%)
minecraft.dropped.name_tag: #3, 40(5%)
minecraft.dropped.quartz_stairs: #2, 2(2%)
minecraft.crafted.prismarine_brick_stairs: #2, 1(3%)
minecraft.picked_up.cobbled_deepslate_stairs: #4, 149(9%)
minecraft.crafted.iron_trapdoor: #4, 547(9%)
minecraft.picked_up.hanging_roots: #4, 365(13%)
minecraft.dropped.acacia_slab: #3, 21(12%)
minecraft.picked_up.sea_pickle: #4, 735(8%)
minecraft.dropped.bucket: #4, 78(9%)
minecraft.picked_up.spruce_stairs: #4, 401(7%)
minecraft.dropped.dark_prismarine_stairs: #2, 1(3%)
minecraft.dropped.stripped_jungle_log: #2, 5(1%)
minecraft.picked_up.dark_oak_hanging_sign: #3, 5(26%)
minecraft.picked_up.pink_bed: #3, 56(7%)
minecraft.used.oak_hanging_sign: #3, 8(10%)
minecraft.used.mangrove_log: #4, 1500(9%)
minecraft.dropped.sandstone_slab: #3, 58(12%)
minecraft.mined.lime_shulker_box: #4, 251(9%)
minecraft.mined.player_head: #5, 116(9%)
minecraft.picked_up.raw_gold: #4, 2499(7%)
minecraft.dropped.exposed_copper: #2, 2(1%)
minecraft.crafted.brick: #5, 15273(12%)
minecraft.used.brown_banner: #3, 5(15%)
minecraft.picked_up.lime_shulker_box: #4, 251(9%)
minecraft.mined.flowering_azalea: #4, 172(7%)
minecraft.dropped.brain_coral_block: #2, 1(1%)
minecraft.crafted.polished_blackstone: #4, 3168(9%)
minecraft.used.cherry_log: #4, 288(10%)
minecraft.mined.stripped_mangrove_log: #3, 583(5%)
minecraft.picked_up.red_mushroom_block: #4, 4579(8%)
minecraft.crafted.cut_sandstone: #3, 1475(11%)
minecraft.killed_by.slime: #3, 3(14%)
minecraft.dropped.trapped_chest: #3, 1(33%)
minecraft.picked_up.dead_bubble_coral: #3, 1(25%)
minecraft.dropped.mangrove_stairs: #3, 2(17%)
minecraft.dropped.painting: #3, 8(25%)
minecraft.broken.diamond_leggings: #3, 1(33%)
minecraft.used.polished_blackstone_stairs: #4, 645(9%)
minecraft.picked_up.torchflower: #3, 27(8%)
minecraft.used.gray_terracotta: #3, 2208(6%)
minecraft.picked_up.cyan_terracotta: #4, 1427(7%)
minecraft.crafted.spruce_hanging_sign: #3, 12(12%)
minecraft.picked_up.dark_oak_trapdoor: #4, 321(7%)
minecraft.mined.green_concrete: #3, 841(4%)
minecraft.killed.player: #4, 121(6%)
minecraft.picked_up.red_glazed_terracotta: #4, 121(16%)
minecraft.picked_up.white_glazed_terracotta: #3, 130(10%)
minecraft.crafted.light_blue_stained_glass_pane: #4, 320(12%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #3, 92(19%)
minecraft.picked_up.black_glazed_terracotta: #3, 127(8%)
minecraft.crafted.oak_trapdoor: #4, 624(7%)
minecraft.dropped.oxidized_cut_copper_stairs: #3, 2(18%)
minecraft.crafted.green_terracotta: #4, 4648(9%)
minecraft.custom.open_enderchest: #5, 7279(6%)
minecraft.dropped.cherry_fence: #3, 3(30%)
minecraft.dropped.calcite: #3, 125(4%)
minecraft.picked_up.orange_concrete_powder: #3, 637(8%)
minecraft.mined.torchflower: #3, 20(7%)
minecraft.custom.walk_on_water_one_cm: #6, 7789230(6%)
minecraft.crafted.green_shulker_box: #4, 23(8%)
minecraft.crafted.brick_slab: #3, 902(6%)
minecraft.used.goat_horn: #3, 17(6%)
minecraft.used.pink_bed: #3, 52(7%)
minecraft.picked_up.slime_block: #4, 1478(7%)
minecraft.picked_up.jungle_sign: #3, 25(9%)
minecraft.dropped.dark_oak_fence: #3, 69(6%)
minecraft.crafted.jungle_trapdoor: #3, 470(7%)
minecraft.dropped.comparator: #3, 48(6%)
minecraft.picked_up.birch_trapdoor: #4, 98(8%)
minecraft.mined.lava_cauldron: #3, 4(10%)
minecraft.mined.cherry_wall_sign: #3, 2(29%)
minecraft.mined.deepslate_gold_ore: #4, 1003(6%)
minecraft.mined.bamboo_block: #3, 32(8%)
minecraft.picked_up.sandstone_slab: #4, 285(15%)
minecraft.crafted.spruce_door: #4, 45(7%)
minecraft.crafted.leather_boots: #4, 123(8%)
minecraft.mined.light_gray_wall_banner: #3, 2(12%)
minecraft.dropped.lectern: #3, 5(8%)
minecraft.dropped.oak_fence_gate: #3, 5(10%)
minecraft.dropped.ochre_froglight: #3, 31(10%)
minecraft.mined.packed_mud: #4, 166(9%)
minecraft.dropped.polished_blackstone_button: #3, 81(7%)
minecraft.dropped.bone_block: #3, 199(6%)
minecraft.mined.dead_brain_coral_fan: #3, 2(13%)
minecraft.picked_up.dead_brain_coral_fan: #3, 2(13%)
minecraft.mined.cherry_door: #3, 5(20%)
minecraft.mined.sticky_piston: #4, 268(6%)
minecraft.dropped.cyan_dye: #3, 61(13%)
minecraft.crafted.polished_blackstone_slab: #4, 174(11%)
minecraft.mined.warped_slab: #3, 131(5%)
minecraft.picked_up.music_disc_mall: #4, 11(15%)
minecraft.picked_up.light_gray_dye: #4, 224(13%)
minecraft.used.calibrated_sculk_sensor: #3, 18(12%)
minecraft.dropped.netherite_boots: #4, 6(8%)
minecraft.custom.damage_taken: #6, 981724(7%)
minecraft.mined.polished_blackstone_pressure_plate: #3, 17(11%)
minecraft.mined.mossy_cobblestone_stairs: #4, 17(15%)
minecraft.dropped.stripped_spruce_log: #3, 19(8%)
minecraft.mined.pink_bed: #3, 48(7%)
minecraft.used.tripwire_hook: #4, 47(9%)
minecraft.picked_up.wooden_sword: #4, 73(7%)
minecraft.dropped.cyan_concrete_powder: #3, 64(15%)
minecraft.dropped.orange_bed: #3, 2(18%)
minecraft.crafted.birch_button: #4, 86(10%)
minecraft.picked_up.brush: #3, 2(12%)
minecraft.crafted.waxed_weathered_cut_copper_slab: #3, 68(17%)
minecraft.mined.cherry_trapdoor: #3, 12(17%)
minecraft.dropped.black_concrete: #3, 167(5%)
minecraft.mined.red_glazed_terracotta: #3, 13(7%)
minecraft.dropped.oak_sapling: #4, 190(6%)
minecraft.used.red_sandstone_wall: #3, 33(9%)
minecraft.picked_up.green_concrete: #4, 832(7%)
minecraft.crafted.dark_oak_button: #4, 260(8%)
minecraft.mined.sandstone_wall: #4, 92(11%)
minecraft.crafted.crimson_stairs: #4, 280(9%)
minecraft.mined.red_sandstone: #3, 31(11%)
minecraft.mined.red_banner: #3, 2(13%)
minecraft.mined.warped_stairs: #4, 93(10%)
minecraft.crafted.waxed_exposed_cut_copper: #3, 68(13%)
minecraft.crafted.raw_gold_block: #4, 231(8%)
minecraft.dropped.birch_fence_gate: #3, 10(16%)
minecraft.picked_up.jungle_button: #3, 4(11%)
minecraft.used.dark_prismarine_stairs: #3, 179(6%)
minecraft.mined.blackstone_wall: #4, 44(13%)
minecraft.dropped.green_terracotta: #3, 71(5%)
minecraft.mined.cherry_sapling: #3, 18(6%)
minecraft.dropped.dark_prismarine_slab: #3, 7(16%)
minecraft.mined.waxed_weathered_copper: #4, 202(10%)
minecraft.picked_up.dandelion: #3, 697(2%)
minecraft.picked_up.spruce_door: #4, 26(6%)
minecraft.picked_up.dark_oak_button: #4, 68(9%)
minecraft.mined.warped_hanging_sign: #3, 2(9%)
minecraft.dropped.light_gray_stained_glass_pane: #4, 33(11%)
minecraft.used.acacia_button: #4, 19(8%)
minecraft.dropped.waxed_exposed_cut_copper_slab: #3, 4(20%)
minecraft.dropped.chiseled_nether_bricks: #3, 1(20%)
minecraft.crafted.lightning_rod: #4, 251(7%)
minecraft.picked_up.decorated_pot: #4, 37(11%)
minecraft.crafted.warped_pressure_plate: #3, 26(5%)
minecraft.used.polished_deepslate_stairs: #4, 861(7%)
minecraft.picked_up.smithing_table: #5, 96(11%)
minecraft.picked_up.acacia_wood: #4, 76(8%)
minecraft.used.jungle_trapdoor: #3, 421(4%)
minecraft.crafted.spruce_fence: #4, 1233(5%)
minecraft.crafted.mossy_cobblestone_slab: #4, 156(8%)
minecraft.mined.green_wall_banner: #3, 5(11%)
minecraft.crafted.purpur_pillar: #3, 6(9%)
minecraft.crafted.quartz_stairs: #4, 97(10%)
minecraft.crafted.bamboo_block: #5, 2299(13%)
minecraft.picked_up.acacia_button: #4, 5(9%)
minecraft.used.stripped_mangrove_log: #3, 374(4%)
minecraft.mined.brown_glazed_terracotta: #3, 52(6%)
minecraft.picked_up.wheat_seeds: #5, 20487(7%)
minecraft.dropped.copper_ore: #4, 172(7%)
minecraft.dropped.green_concrete: #3, 11(6%)
minecraft.dropped.birch_trapdoor: #3, 13(5%)
minecraft.picked_up.sticky_piston: #4, 301(5%)
minecraft.mined.red_mushroom_block: #4, 4672(6%)
minecraft.crafted.mangrove_boat: #3, 3(8%)
minecraft.dropped.trident: #4, 4(11%)
minecraft.picked_up.warped_hanging_sign: #3, 2(7%)
minecraft.mined.polished_granite: #5, 187(11%)
minecraft.crafted.tripwire_hook: #4, 144(7%)
minecraft.picked_up.waxed_copper_block: #4, 126(9%)
minecraft.dropped.bamboo_mosaic: #3, 2(12%)
minecraft.mined.jungle_slab: #4, 69(15%)
minecraft.picked_up.calibrated_sculk_sensor: #3, 17(11%)
minecraft.used.bow: #5, 5117(7%)
minecraft.mined.dark_oak_fence_gate: #4, 27(10%)
minecraft.dropped.blue_terracotta: #4, 33(14%)
minecraft.picked_up.oak_fence_gate: #4, 18(8%)
minecraft.dropped.birch_slab: #3, 28(4%)
minecraft.crafted.chiseled_bookshelf: #4, 90(11%)
minecraft.dropped.stripped_dark_oak_wood: #3, 9(8%)
minecraft.crafted.copper_block: #4, 4112(6%)
minecraft.custom.target_hit: #4, 139(5%)
minecraft.dropped.light_gray_concrete_powder: #3, 228(5%)
minecraft.mined.end_rod: #5, 226(9%)
minecraft.dropped.azure_bluet: #4, 51(7%)
minecraft.dropped.rose_bush: #4, 87(9%)
minecraft.picked_up.birch_slab: #4, 158(7%)
minecraft.crafted.stripped_crimson_hyphae: #3, 51(6%)
minecraft.picked_up.birch_button: #3, 14(3%)
minecraft.picked_up.music_disc_blocks: #4, 12(9%)
minecraft.picked_up.cherry_fence: #3, 8(6%)
minecraft.mined.ochre_froglight: #4, 119(8%)
minecraft.crafted.glass_pane: #4, 1552(6%)
minecraft.used.green_glazed_terracotta: #4, 47(14%)
minecraft.dropped.warped_button: #4, 31(11%)
minecraft.picked_up.acacia_sign: #4, 36(7%)
minecraft.picked_up.yellow_concrete_powder: #3, 166(2%)
minecraft.dropped.bookshelf: #3, 46(4%)
minecraft.crafted.warped_hanging_sign: #3, 12(6%)
minecraft.dropped.polished_blackstone_wall: #3, 23(6%)
minecraft.mined.big_dripleaf_stem: #4, 21(6%)
minecraft.used.pointed_dripstone: #3, 1345(1%)
minecraft.used.light_blue_stained_glass_pane: #4, 151(10%)
minecraft.mined.dead_fire_coral: #3, 1(8%)
minecraft.dropped.waxed_weathered_cut_copper_stairs: #3, 3(11%)
minecraft.dropped.phantom_membrane: #4, 20(7%)
minecraft.dropped.cooked_porkchop: #3, 635(1%)
minecraft.picked_up.bookshelf: #4, 138(5%)
minecraft.used.waxed_exposed_cut_copper: #4, 34(15%)
minecraft.picked_up.warped_door: #4, 7(13%)
minecraft.used.warped_hanging_sign: #3, 8(4%)
minecraft.dropped.white_tulip: #3, 3(10%)
minecraft.picked_up.dead_fire_coral: #3, 1(8%)
minecraft.mined.weathered_cut_copper_slab: #3, 6(4%)
minecraft.used.flowering_azalea_leaves: #4, 696(5%)
minecraft.picked_up.yellow_dye: #4, 161(10%)
minecraft.used.mangrove_door: #4, 12(10%)
minecraft.dropped.mangrove_slab: #3, 9(4%)
minecraft.picked_up.white_tulip: #3, 59(2%)
minecraft.picked_up.cyan_candle: #3, 5(5%)
minecraft.dropped.dark_oak_button: #4, 67(11%)
minecraft.used.black_glazed_terracotta: #3, 76(4%)
minecraft.used.orange_dye: #4, 23(8%)
minecraft.used.mossy_stone_brick_wall: #4, 66(11%)
minecraft.mined.waxed_copper_block: #4, 95(8%)
minecraft.picked_up.mangrove_roots: #4, 2296(6%)
minecraft.mined.white_stained_glass: #4, 460(6%)
minecraft.crafted.bricks: #5, 2793(10%)
minecraft.picked_up.lime_candle: #3, 5(4%)
minecraft.dropped.jungle_fence: #3, 4(6%)
minecraft.used.brown_candle: #3, 15(3%)
minecraft.dropped.granite_wall: #3, 5(7%)
minecraft.mined.cherry_fence: #3, 5(4%)
minecraft.picked_up.weathered_cut_copper_slab: #3, 4(3%)
minecraft.picked_up.polished_andesite_stairs: #5, 226(8%)
minecraft.dropped.brown_banner: #3, 1(7%)
minecraft.crafted.cherry_fence: #3, 15(3%)
minecraft.crafted.fletching_table: #4, 13(8%)
minecraft.mined.lantern: #5, 85(7%)
minecraft.dropped.green_carpet: #3, 19(3%)
minecraft.dropped.acacia_planks: #4, 39(7%)
minecraft.used.light_gray_stained_glass_pane: #4, 182(6%)
minecraft.dropped.pink_wool: #3, 5(2%)
minecraft.crafted.crimson_pressure_plate: #3, 13(1%)
minecraft.picked_up.lightning_rod: #5, 136(10%)
minecraft.dropped.crimson_stairs: #3, 3(3%)
minecraft.dropped.gray_banner: #3, 1(4%)
minecraft.crafted.cherry_button: #3, 1(3%)
minecraft.dropped.brown_concrete: #3, 3(4%)
minecraft.crafted.andesite_slab: #4, 486(6%)
minecraft.picked_up.jungle_planks: #4, 572(6%)
minecraft.dropped.chiseled_deepslate: #3, 4(1%)
minecraft.crafted.prismarine_stairs: #3, 1(3%)
minecraft.used.chiseled_bookshelf: #4, 69(9%)
minecraft.crafted.lime_glazed_terracotta: #3, 12(2%)
minecraft.dropped.mycelium: #3, 10(2%)
minecraft.mined.cyan_candle: #3, 1(3%)
minecraft.crafted.writable_book: #4, 60(4%)
minecraft.dropped.dark_oak_pressure_plate: #3, 3(2%)
minecraft.dropped.dragon_egg: #3, 21(1%)
minecraft.dropped.quartz_slab: #4, 37(14%)
minecraft.crafted.stripped_acacia_wood: #3, 3(2%)
minecraft.dropped.purple_carpet: #3, 2(2%)
minecraft.dropped.brick: #4, 255(8%)
minecraft.used.cyan_shulker_box: #5, 596(6%)
minecraft.mined.dead_tube_coral_fan: #3, 5(1%)
minecraft.used.mangrove_planks: #4, 200(5%)
minecraft.dropped.nether_brick_wall: #3, 2(3%)
minecraft.mined.smooth_red_sandstone_stairs: #3, 2(2%)
minecraft.dropped.mangrove_pressure_plate: #3, 2(2%)
minecraft.dropped.stripped_jungle_wood: #3, 2(2%)
minecraft.picked_up.smooth_red_sandstone_stairs: #3, 2(2%)
minecraft.picked_up.red_dye: #5, 332(10%)
minecraft.crafted.mossy_stone_bricks: #4, 583(6%)
minecraft.dropped.pink_terracotta: #3, 7(1%)
minecraft.mined.gray_terracotta: #3, 116(0%)
minecraft.mined.smooth_stone: #4, 307(5%)
minecraft.dropped.pink_glazed_terracotta: #3, 2(2%)
minecraft.dropped.cobblestone_stairs: #4, 41(8%)
minecraft.picked_up.bundle: #5, 103(8%)
minecraft.dropped.red_sandstone_wall: #3, 1(2%)
minecraft.dropped.polished_andesite_stairs: #4, 22(7%)
minecraft.picked_up.mossy_cobblestone: #5, 787(8%)
minecraft.picked_up.acacia_leaves: #4, 873(7%)
minecraft.mined.nether_quartz_ore: #5, 4357(7%)
minecraft.crafted.red_sandstone_stairs: #3, 1(1%)
minecraft.mined.bamboo_mosaic: #3, 1(1%)
minecraft.picked_up.basalt: #5, 15742(7%)
minecraft.dropped.torch: #5, 753(6%)
minecraft.dropped.oxidized_copper: #3, 4(1%)
minecraft.used.dead_fire_coral_fan: #3, 1(1%)
minecraft.dropped.repeater: #4, 64(6%)
minecraft.mined.smooth_sandstone: #4, 388(5%)
minecraft.mined.dead_fire_coral_wall_fan: #3, 1(1%)
minecraft.dropped.polished_blackstone_brick_wall: #3, 2(1%)
minecraft.dropped.damaged_anvil: #4, 2(12%)
minecraft.dropped.green_banner: #4, 1(25%)
minecraft.dropped.packed_mud: #4, 32(10%)
minecraft.used.cherry_sapling: #4, 96(6%)
minecraft.dropped.cauldron: #4, 6(11%)
minecraft.crafted.oak_sign: #5, 201(7%)
minecraft.used.brown_concrete: #4, 103(7%)
minecraft.used.lightning_rod: #5, 330(9%)
minecraft.crafted.white_stained_glass_pane: #4, 464(5%)
minecraft.used.torchflower_seeds: #4, 22(7%)
minecraft.used.oxeye_daisy: #4, 5(8%)
minecraft.custom.drop: #5, 18240(4%)
minecraft.mined.polished_blackstone_slab: #4, 105(5%)
minecraft.crafted.lime_terracotta: #4, 2432(4%)
minecraft.picked_up.blue_orchid: #4, 265(6%)
minecraft.picked_up.stripped_mangrove_wood: #5, 108(14%)
minecraft.dropped.polished_deepslate_slab: #4, 85(5%)
minecraft.mined.stripped_birch_wood: #4, 93(7%)
minecraft.mined.stripped_mangrove_wood: #5, 112(14%)
minecraft.used.jukebox: #5, 63(7%)
minecraft.picked_up.chicken: #4, 1316(3%)
minecraft.dropped.polished_diorite: #4, 73(6%)
minecraft.dropped.mangrove_door: #4, 1(14%)
minecraft.crafted.birch_sign: #5, 255(6%)
minecraft.dropped.diamond_shovel: #5, 12(7%)
minecraft.mined.gray_stained_glass_pane: #4, 40(8%)
minecraft.dropped.stone_pressure_plate: #4, 27(5%)
minecraft.crafted.stripped_spruce_wood: #4, 96(7%)
minecraft.dropped.lily_of_the_valley: #4, 7(8%)
minecraft.used.oak_trapdoor: #5, 550(7%)
minecraft.mined.bone_block: #5, 551(7%)
minecraft.dropped.polished_blackstone_bricks: #4, 271(6%)
minecraft.crafted.piston: #6, 2896(10%)
minecraft.crafted.waxed_weathered_cut_copper: #4, 72(14%)
minecraft.used.green_dye: #4, 13(6%)
minecraft.picked_up.hopper: #5, 764(7%)
minecraft.dropped.red_concrete: #4, 32(9%)
minecraft.picked_up.cherry_trapdoor: #4, 11(13%)
minecraft.used.iron_door: #5, 46(7%)
minecraft.picked_up.polished_blackstone_pressure_plate: #4, 26(11%)
minecraft.picked_up.bamboo_block: #4, 47(6%)
minecraft.picked_up.fletching_table: #4, 10(8%)
minecraft.mined.dragon_head: #4, 2(12%)
minecraft.picked_up.acacia_stairs: #4, 10(8%)
minecraft.picked_up.cyan_dye: #5, 191(15%)
minecraft.used.lever: #5, 384(6%)
minecraft.picked_up.green_terracotta: #4, 518(3%)
minecraft.mined.chain: #5, 147(6%)
minecraft.used.ender_pearl: #6, 644(8%)
minecraft.mined.polished_blackstone_stairs: #4, 49(4%)
minecraft.dropped.polished_deepslate_stairs: #4, 82(7%)
minecraft.crafted.orange_concrete_powder: #4, 1008(6%)
minecraft.picked_up.netherite_hoe: #5, 10(8%)
minecraft.crafted.green_concrete_powder: #4, 1800(4%)
minecraft.dropped.bowl: #5, 20(8%)
minecraft.crafted.mangrove_pressure_plate: #4, 31(6%)
minecraft.dropped.stripped_birch_log: #4, 8(6%)
minecraft.used.polished_deepslate: #5, 4316(6%)
minecraft.used.cherry_trapdoor: #4, 29(11%)
minecraft.mined.oxidized_cut_copper_slab: #4, 51(4%)
minecraft.crafted.respawn_anchor: #4, 20(6%)
minecraft.dropped.bamboo_raft: #4, 2(7%)
minecraft.crafted.sentry_armor_trim_smithing_template: #4, 2(17%)
minecraft.mined.waxed_exposed_copper: #4, 70(6%)
minecraft.used.acacia_slab: #4, 56(5%)
minecraft.mined.green_bed: #4, 32(3%)
minecraft.dropped.birch_button: #4, 8(7%)
minecraft.picked_up.green_bed: #4, 34(3%)
minecraft.used.smithing_table: #5, 188(7%)
minecraft.picked_up.blue_terracotta: #4, 210(3%)
minecraft.killed.glow_squid: #5, 100(6%)
minecraft.picked_up.leather_horse_armor: #4, 5(5%)
minecraft.picked_up.brown_glazed_terracotta: #4, 73(4%)
minecraft.crafted.chiseled_quartz_block: #4, 43(5%)
minecraft.mined.green_terracotta: #4, 363(3%)
minecraft.picked_up.brown_mushroom_block: #5, 3483(8%)
minecraft.picked_up.light_gray_wool: #5, 861(7%)
minecraft.used.green_concrete: #4, 522(3%)
minecraft.used.pufferfish_bucket: #4, 4(7%)
minecraft.picked_up.deepslate_tile_slab: #5, 282(7%)
minecraft.crafted.magenta_glazed_terracotta: #4, 123(8%)
minecraft.used.tube_coral: #4, 8(4%)
minecraft.dropped.jukebox: #4, 2(8%)
minecraft.crafted.warped_button: #5, 95(9%)
minecraft.used.light_gray_dye: #4, 10(6%)
minecraft.mined.acacia_stairs: #4, 9(8%)
minecraft.picked_up.gold_ore: #5, 109(7%)
minecraft.dropped.soul_lantern: #4, 13(6%)
minecraft.used.oak_fence_gate: #5, 63(8%)
