stat, rank, value, (percentage) 
minecraft.used.clay: #11, 271(1%)
minecraft.crafted.blast_furnace: #11, 8(1%)
minecraft.dropped.egg: #11, 91(1%)
minecraft.dropped.porkchop: #11, 7(1%)
minecraft.killed.vex: #11, 4(1%)
minecraft.mined.bubble_coral_wall_fan: #11, 19(1%)
minecraft.picked_up.lava_bucket: #11, 9(1%)
minecraft.picked_up.mushroom_stem: #11, 338(1%)
minecraft.used.red_terracotta: #11, 353(1%)
minecraft.picked_up.lime_terracotta: #11, 69(1%)
minecraft.picked_up.light_gray_concrete: #11, 187(1%)
minecraft.crafted.red_terracotta: #11, 392(1%)
minecraft.crafted.cyan_concrete_powder: #11, 392(1%)
minecraft.dropped.charcoal: #11, 6(1%)
minecraft.mined.orange_tulip: #11, 2(1%)
minecraft.crafted.bricks: #11, 173(1%)
minecraft.dropped.crimson_fungus: #11, 2(1%)
minecraft.mined.brain_coral_wall_fan: #11, 13(1%)
minecraft.dropped.white_terracotta: #11, 13(1%)
minecraft.mined.polished_blackstone_button: #11, 3(1%)
minecraft.used.cyan_dye: #11, 4(1%)
minecraft.mined.horn_coral_wall_fan: #11, 11(1%)
minecraft.crafted.oxidized_cut_copper: #11, 20(1%)
minecraft.picked_up.brain_coral_fan: #11, 13(1%)
minecraft.picked_up.dark_oak_fence_gate: #11, 6(1%)
minecraft.mined.tube_coral: #11, 4(1%)
minecraft.mined.mossy_cobblestone_stairs: #11, 1(1%)
minecraft.picked_up.tube_coral_fan: #11, 12(1%)
minecraft.used.spruce_slab: #12, 1782(4%)
minecraft.picked_up.oxidized_cut_copper_slab: #11, 10(1%)
minecraft.picked_up.chorus_flower: #11, 7(1%)
minecraft.picked_up.bubble_coral_block: #11, 19(1%)
minecraft.used.acacia_boat: #11, 1(1%)
minecraft.crafted.orange_concrete_powder: #11, 120(1%)
minecraft.mined.fire_coral_wall_fan: #11, 10(1%)
minecraft.used.trident: #11, 59(0%)
minecraft.crafted.light_gray_banner: #11, 2(1%)
minecraft.dropped.snow_block: #11, 78(0%)
minecraft.used.jungle_wood: #11, 9(1%)
minecraft.used.red_carpet: #11, 81(0%)
minecraft.dropped.smooth_stone: #11, 17(0%)
minecraft.crafted.leather_boots: #11, 5(0%)
minecraft.picked_up.fire_coral: #11, 2(0%)
minecraft.used.lime_dye: #11, 1(0%)
minecraft.mined.deepslate_brick_wall: #11, 4(1%)
minecraft.dropped.vine: #11, 2(0%)
minecraft.mined.stripped_dark_oak_wood: #11, 7(0%)
minecraft.mined.stripped_oak_log: #11, 51(0%)
minecraft.dropped.crimson_planks: #11, 2(0%)
minecraft.picked_up.stripped_oak_log: #11, 51(0%)
minecraft.used.orange_concrete: #11, 45(0%)
minecraft.crafted.jungle_wood: #11, 12(0%)
minecraft.dropped.name_tag: #11, 2(0%)
minecraft.killed.tropical_fish: #11, 1(0%)
minecraft.crafted.compass: #11, 53(0%)
minecraft.dropped.crimson_slab: #11, 2(0%)
minecraft.picked_up.stripped_mangrove_wood: #11, 3(0%)
minecraft.picked_up.fire_coral_block: #11, 16(0%)
minecraft.dropped.polished_andesite_stairs: #11, 1(0%)
minecraft.crafted.acacia_wood: #11, 21(0%)
minecraft.dropped.nether_wart_block: #11, 16(0%)
minecraft.mined.acacia_planks: #11, 4(0%)
minecraft.crafted.blackstone_stairs: #11, 1(0%)
minecraft.used.stripped_dark_oak_wood: #11, 5(0%)
minecraft.dropped.rooted_dirt: #11, 1(0%)
minecraft.picked_up.chiseled_polished_blackstone: #11, 2(0%)
minecraft.picked_up.red_nether_bricks: #11, 1(0%)
minecraft.mined.blue_orchid: #11, 1(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #11, 1(0%)
minecraft.mined.pink_terracotta: #11, 1(0%)
minecraft.mined.pink_wool: #11, 1(0%)
minecraft.picked_up.stripped_birch_wood: #11, 1(0%)
minecraft.mined.mycelium: #11, 9(0%)
minecraft.used.honeycomb_block: #11, 1(0%)
minecraft.mined.sculk_catalyst: #11, 3(0%)
minecraft.dropped.honeycomb: #11, 1(0%)
minecraft.crafted.brick_slab: #11, 2(0%)
minecraft.crafted.honeycomb_block: #11, 2(0%)
minecraft.used.snowball: #12, 200(3%)
minecraft.custom.player_kills: #12, 24(2%)
minecraft.killed.player: #12, 52(2%)
minecraft.picked_up.pointed_dripstone: #12, 530(3%)
minecraft.mined.polished_andesite_stairs: #12, 63(3%)
minecraft.crafted.spruce_stairs: #12, 588(3%)
minecraft.dropped.torch: #12, 293(2%)
minecraft.used.chain: #12, 305(3%)
minecraft.picked_up.diorite: #12, 4612(2%)
minecraft.crafted.item_frame: #12, 203(3%)
minecraft.picked_up.nether_quartz_ore: #12, 520(3%)
minecraft.mined.rail: #12, 1046(2%)
minecraft.picked_up.deepslate_tiles: #12, 259(2%)
minecraft.used.cobbled_deepslate_slab: #12, 762(3%)
minecraft.custom.damage_blocked_by_shield: #12, 6245(3%)
minecraft.killed.sheep: #12, 23(2%)
minecraft.mined.polished_andesite: #12, 109(2%)
minecraft.picked_up.birch_sapling: #12, 522(2%)
minecraft.mined.lightning_rod: #12, 27(3%)
minecraft.picked_up.flowering_azalea_leaves: #12, 598(2%)
minecraft.dropped.cobblestone: #12, 1360(2%)
minecraft.crafted.stone: #12, 300(2%)
minecraft.mined.amethyst_cluster: #12, 471(2%)
minecraft.crafted.birch_planks: #12, 4780(2%)
minecraft.used.white_wool: #12, 584(2%)
minecraft.crafted.dark_oak_slab: #12, 864(2%)
minecraft.used.polished_deepslate_wall: #12, 335(2%)
minecraft.dropped.birch_sapling: #12, 33(2%)
minecraft.killed_by.skeleton: #12, 2(2%)
minecraft.crafted.polished_andesite: #12, 897(2%)
minecraft.mined.large_fern: #12, 67(2%)
minecraft.custom.horse_one_cm: #12, 948064(1%)
minecraft.picked_up.poppy: #12, 385(1%)
minecraft.mined.redstone_torch: #12, 46(2%)
minecraft.dropped.coal_ore: #12, 61(2%)
minecraft.picked_up.warped_nylium: #12, 122(2%)
minecraft.picked_up.coarse_dirt: #12, 282(1%)
minecraft.mined.bee_nest: #12, 13(2%)
minecraft.picked_up.mossy_cobblestone: #12, 148(1%)
minecraft.used.white_concrete: #12, 946(1%)
minecraft.used.bundle: #12, 30(1%)
minecraft.picked_up.deepslate_tile_wall: #12, 38(2%)
minecraft.dropped.repeater: #12, 22(2%)
minecraft.dropped.bowl: #12, 4(2%)
minecraft.picked_up.cherry_sapling: #12, 57(2%)
minecraft.picked_up.nether_gold_ore: #12, 65(2%)
minecraft.used.moss_block: #12, 2064(1%)
minecraft.picked_up.purpur_pillar: #12, 26(2%)
minecraft.dropped.filled_map: #12, 668(1%)
minecraft.picked_up.acacia_trapdoor: #12, 32(2%)
minecraft.killed.hoglin: #12, 6(1%)
minecraft.crafted.iron_nugget: #12, 3591(1%)
minecraft.picked_up.slime_ball: #12, 417(1%)
minecraft.crafted.paper: #12, 5532(1%)
minecraft.used.bee_nest: #12, 9(2%)
minecraft.crafted.yellow_concrete_powder: #12, 296(1%)
minecraft.mined.warped_fungus: #12, 19(1%)
minecraft.used.loom: #12, 10(1%)
minecraft.mined.iron_trapdoor: #12, 13(1%)
minecraft.picked_up.dark_oak_slab: #12, 88(1%)
minecraft.mined.polished_deepslate_stairs: #12, 24(1%)
minecraft.used.acacia_log: #12, 122(1%)
minecraft.dropped.copper_ore: #12, 26(1%)
minecraft.crafted.raw_gold: #12, 90(1%)
minecraft.used.rooted_dirt: #12, 80(1%)
minecraft.mined.birch_stairs: #12, 4(1%)
minecraft.picked_up.tropical_fish: #12, 48(1%)
minecraft.used.vine: #12, 10(1%)
minecraft.dropped.bread: #12, 311(1%)
minecraft.used.tinted_glass: #12, 440(1%)
minecraft.picked_up.cobbled_deepslate_slab: #12, 85(1%)
minecraft.crafted.light_gray_wool: #12, 64(1%)
minecraft.mined.polished_deepslate_slab: #12, 72(1%)
minecraft.crafted.white_carpet: #12, 192(1%)
minecraft.crafted.gray_terracotta: #12, 200(1%)
minecraft.crafted.lime_concrete_powder: #12, 152(1%)
minecraft.mined.crimson_slab: #12, 21(1%)
minecraft.used.gray_wool: #12, 127(1%)
minecraft.crafted.brush: #12, 1(1%)
minecraft.used.polished_blackstone_button: #12, 22(1%)
minecraft.used.stone_shovel: #12, 128(1%)
minecraft.picked_up.netherite_ingot: #12, 1(1%)
minecraft.crafted.loom: #12, 14(1%)
minecraft.picked_up.axolotl_bucket: #12, 1(1%)
minecraft.picked_up.oxidized_cut_copper: #12, 4(1%)
minecraft.mined.oxidized_cut_copper_stairs: #12, 6(1%)
minecraft.dropped.oak_trapdoor: #12, 2(1%)
minecraft.mined.polished_diorite: #12, 17(1%)
minecraft.dropped.magma_cream: #12, 3(1%)
minecraft.picked_up.acacia_boat: #12, 1(1%)
minecraft.crafted.light_gray_terracotta: #12, 64(1%)
minecraft.picked_up.brown_terracotta: #12, 448(0%)
minecraft.dropped.smooth_stone_slab: #12, 4(1%)
minecraft.picked_up.lime_concrete: #12, 63(0%)
minecraft.crafted.mossy_cobblestone_stairs: #12, 3(1%)
minecraft.mined.tube_coral_wall_fan: #12, 11(1%)
minecraft.used.green_concrete: #12, 82(0%)
minecraft.picked_up.purple_stained_glass_pane: #12, 3(1%)
minecraft.dropped.stone_pressure_plate: #12, 3(1%)
minecraft.crafted.birch_wood: #12, 21(0%)
minecraft.picked_up.green_wool: #12, 43(0%)
minecraft.used.green_terracotta: #12, 200(0%)
minecraft.mined.stripped_acacia_log: #12, 9(0%)
minecraft.mined.orange_concrete: #12, 54(0%)
minecraft.dropped.white_wool: #12, 18(0%)
minecraft.picked_up.stripped_acacia_log: #12, 9(0%)
minecraft.picked_up.orange_concrete: #12, 38(0%)
minecraft.used.orange_concrete_powder: #12, 68(0%)
minecraft.mined.fire_coral: #12, 2(0%)
minecraft.crafted.netherite_scrap: #12, 16(0%)
minecraft.used.lime_stained_glass: #12, 52(0%)
minecraft.killed.chicken: #12, 52(0%)
minecraft.dropped.deepslate_tiles: #12, 3(0%)
minecraft.dropped.bamboo: #12, 84(0%)
minecraft.dropped.cobblestone_stairs: #12, 2(0%)
minecraft.picked_up.sculk_catalyst: #12, 3(0%)
minecraft.used.end_stone_bricks: #12, 7(0%)
minecraft.picked_up.deepslate_brick_wall: #12, 5(0%)
minecraft.dropped.light_gray_terracotta: #12, 4(0%)
minecraft.used.pink_concrete_powder: #12, 24(0%)
minecraft.mined.brain_coral_fan: #12, 1(0%)
minecraft.mined.horn_coral_fan: #12, 1(0%)
minecraft.crafted.chiseled_polished_blackstone: #12, 1(0%)
minecraft.crafted.pink_concrete_powder: #12, 32(0%)
minecraft.dropped.white_banner: #12, 9(0%)
minecraft.picked_up.white_carpet: #12, 45(0%)
minecraft.crafted.andesite_wall: #12, 8(0%)
minecraft.picked_up.diorite_wall: #12, 2(0%)
minecraft.picked_up.black_terracotta: #12, 14(0%)
minecraft.used.tube_coral_fan: #12, 1(0%)
minecraft.dropped.piston: #12, 1(0%)
minecraft.used.air: #12, 5(0%)
minecraft.crafted.yellow_carpet: #12, 18(0%)
minecraft.dropped.light_gray_carpet: #12, 1(0%)
minecraft.dropped.diamond_sword: #13, 6(3%)
minecraft.dropped.polished_deepslate_wall: #12, 1(0%)
minecraft.used.yellow_carpet: #12, 14(0%)
minecraft.mined.jack_o_lantern: #12, 2(0%)
minecraft.mined.hanging_roots: #12, 4(0%)
minecraft.dropped.end_stone: #12, 1(0%)
minecraft.picked_up.map: #12, 1(0%)
minecraft.picked_up.yellow_dye: #12, 1(0%)
minecraft.used.brain_coral_block: #12, 1(0%)
minecraft.crafted.pink_carpet: #12, 3(0%)
minecraft.dropped.light_gray_wool: #12, 1(0%)
minecraft.picked_up.pink_tulip: #12, 1(0%)
minecraft.crafted.jack_o_lantern: #12, 1(0%)
minecraft.custom.raid_trigger: #12, 1(0%)
minecraft.broken.iron_pickaxe: #13, 8(3%)
minecraft.picked_up.dark_oak_planks: #13, 523(3%)
minecraft.mined.spruce_slab: #13, 292(3%)
minecraft.picked_up.spruce_stairs: #13, 163(3%)
minecraft.custom.jump: #14, 315332(3%)
minecraft.dropped.diamond_axe: #13, 5(3%)
minecraft.used.item_frame: #13, 288(3%)
minecraft.killed_by.player: #13, 49(2%)
minecraft.picked_up.end_rod: #13, 119(3%)
minecraft.crafted.spruce_sign: #13, 66(3%)
minecraft.picked_up.iron_door: #13, 15(3%)
minecraft.used.bow: #13, 1556(2%)
minecraft.picked_up.potato: #13, 744(3%)
minecraft.picked_up.grass_block: #13, 14986(2%)
minecraft.mined.azalea_leaves: #13, 2069(3%)
minecraft.picked_up.diamond_block: #13, 103(2%)
minecraft.used.polished_andesite: #13, 930(2%)
minecraft.picked_up.golden_carrot: #13, 527(1%)
minecraft.mined.flowering_azalea_leaves: #13, 619(2%)
minecraft.mined.chain: #13, 46(2%)
minecraft.mined.glass: #13, 372(2%)
minecraft.used.andesite_stairs: #13, 85(3%)
minecraft.dropped.diorite: #13, 470(2%)
minecraft.mined.birch_log: #13, 1969(2%)
minecraft.picked_up.glowstone: #13, 256(2%)
minecraft.custom.fall_one_cm: #14, 7463831(3%)
minecraft.used.polished_andesite_stairs: #13, 257(2%)
minecraft.crafted.oak_stairs: #13, 96(2%)
minecraft.mined.flowering_azalea: #13, 40(2%)
minecraft.dropped.red_terracotta: #13, 60(2%)
minecraft.mined.lilac: #13, 10(2%)
minecraft.crafted.grindstone: #13, 25(2%)
minecraft.picked_up.dragon_head: #13, 4(2%)
minecraft.picked_up.deepslate_tile_slab: #13, 76(2%)
minecraft.mined.peony: #13, 5(2%)
minecraft.picked_up.amethyst_shard: #13, 2335(2%)
minecraft.picked_up.bee_nest: #13, 12(2%)
minecraft.mined.white_concrete: #13, 1211(2%)
minecraft.picked_up.dark_oak_sign: #13, 16(1%)
minecraft.picked_up.cauldron: #13, 13(2%)
minecraft.mined.big_dripleaf_stem: #13, 6(2%)
minecraft.picked_up.salmon: #13, 33(1%)
minecraft.mined.oak_stairs: #13, 23(1%)
minecraft.mined.birch_sapling: #13, 8(2%)
minecraft.mined.spruce_wall_sign: #13, 8(1%)
minecraft.used.lilac: #13, 11(2%)
minecraft.mined.tripwire: #13, 33(1%)
minecraft.picked_up.spyglass: #13, 2(2%)
minecraft.picked_up.snowball: #13, 5057(1%)
minecraft.mined.polished_blackstone_slab: #13, 34(2%)
minecraft.picked_up.carved_pumpkin: #13, 194(1%)
minecraft.crafted.jungle_planks: #13, 1344(1%)
minecraft.mined.tinted_glass: #13, 47(1%)
minecraft.picked_up.yellow_concrete: #13, 135(1%)
minecraft.picked_up.lime_wool: #13, 59(1%)
minecraft.killed_by.warden: #13, 3(1%)
minecraft.used.iron_boots: #13, 1(1%)
minecraft.picked_up.smooth_quartz_slab: #13, 44(1%)
minecraft.picked_up.polished_andesite: #13, 109(1%)
minecraft.crafted.cyan_terracotta: #13, 648(1%)
minecraft.picked_up.purpur_block: #13, 53(1%)
minecraft.crafted.spruce_button: #13, 21(1%)
minecraft.mined.jungle_leaves: #13, 364(1%)
minecraft.crafted.polished_granite: #13, 236(1%)
minecraft.mined.dark_oak_wall_sign: #13, 5(1%)
minecraft.used.mossy_cobblestone: #13, 170(1%)
minecraft.mined.coarse_dirt: #13, 149(1%)
minecraft.used.glass_bottle: #13, 95(1%)
minecraft.crafted.iron_door: #13, 6(1%)
minecraft.dropped.bundle: #13, 6(1%)
minecraft.picked_up.blue_shulker_box: #13, 50(1%)
minecraft.picked_up.dark_oak_button: #13, 9(1%)
minecraft.mined.blue_shulker_box: #13, 50(1%)
minecraft.mined.cyan_terracotta: #13, 111(1%)
minecraft.mined.crimson_planks: #13, 24(1%)
minecraft.mined.pink_petals: #13, 25(1%)
minecraft.mined.dripstone_block: #13, 102(1%)
minecraft.used.diamond_block: #13, 32(1%)
minecraft.used.blue_shulker_box: #13, 43(1%)
minecraft.picked_up.black_stained_glass_pane: #13, 12(1%)
minecraft.picked_up.candle: #13, 8(1%)
minecraft.mined.bricks: #13, 25(1%)
minecraft.crafted.mossy_cobblestone_slab: #13, 18(1%)
minecraft.picked_up.polished_blackstone_slab: #13, 37(1%)
minecraft.mined.candle: #13, 1(1%)
minecraft.picked_up.deepslate_coal_ore: #13, 2(1%)
minecraft.crafted.granite_slab: #13, 24(1%)
minecraft.picked_up.cracked_stone_bricks: #13, 46(1%)
minecraft.crafted.wooden_axe: #13, 1(1%)
minecraft.used.deepslate_brick_slab: #13, 165(1%)
minecraft.used.warped_button: #13, 6(1%)
minecraft.dropped.oak_sign: #13, 4(1%)
minecraft.used.lime_terracotta: #13, 319(1%)
minecraft.mined.polished_basalt: #13, 22(1%)
minecraft.crafted.netherite_ingot: #13, 14(1%)
minecraft.used.grass: #13, 60(1%)
minecraft.picked_up.birch_slab: #13, 14(1%)
minecraft.dropped.spider_eye: #13, 588(0%)
minecraft.killed.slime: #13, 124(1%)
minecraft.dropped.tropical_fish: #13, 10(0%)
minecraft.mined.oxidized_cut_copper: #13, 3(1%)
minecraft.mined.cobblestone_slab: #13, 31(0%)
minecraft.crafted.green_dye: #13, 102(0%)
minecraft.dropped.feather: #13, 18(0%)
minecraft.crafted.light_gray_stained_glass: #13, 272(0%)
minecraft.dropped.big_dripleaf: #13, 2(0%)
minecraft.used.bricks: #13, 48(0%)
minecraft.crafted.polished_blackstone_button: #13, 14(0%)
minecraft.picked_up.allium: #13, 11(0%)
minecraft.picked_up.acacia_slab: #13, 3(1%)
minecraft.mined.light_gray_stained_glass: #13, 24(0%)
minecraft.used.light_gray_stained_glass: #13, 149(0%)
minecraft.dropped.slime_ball: #13, 35(0%)
minecraft.picked_up.mossy_cobblestone_stairs: #13, 1(0%)
minecraft.killed.creeper: #13, 149(0%)
minecraft.crafted.cracked_stone_bricks: #13, 28(0%)
minecraft.dropped.raw_gold: #13, 3(0%)
minecraft.picked_up.soul_torch: #13, 5(0%)
minecraft.used.cyan_wool: #13, 25(0%)
minecraft.used.mangrove_wood: #13, 17(0%)
minecraft.dropped.warped_wart_block: #13, 21(0%)
minecraft.crafted.leather_chestplate: #13, 2(0%)
minecraft.mined.tube_coral_fan: #13, 1(0%)
minecraft.used.orange_bed: #13, 1(0%)
minecraft.dropped.sunflower: #13, 2(0%)
minecraft.crafted.cooked_salmon: #13, 2(0%)
minecraft.mined.stripped_jungle_wood: #13, 1(0%)
minecraft.crafted.brick_stairs: #13, 1(0%)
minecraft.mined.cyan_wool: #13, 1(0%)
minecraft.picked_up.orange_tulip: #13, 2(0%)
minecraft.crafted.pink_terracotta: #13, 8(0%)
minecraft.picked_up.jack_o_lantern: #13, 2(0%)
minecraft.mined.red_concrete_powder: #13, 1(0%)
minecraft.picked_up.pink_wool: #13, 3(0%)
minecraft.used.muddy_mangrove_roots: #13, 1(0%)
minecraft.used.tube_coral_block: #13, 1(0%)
minecraft.mined.black_concrete_powder: #13, 4(0%)
minecraft.picked_up.blue_orchid: #13, 1(0%)
minecraft.used.jack_o_lantern: #13, 1(0%)
minecraft.crafted.stick: #14, 9312(3%)
minecraft.used.diamond_pickaxe: #14, 185037(2%)
minecraft.killed.spider: #14, 80(3%)
minecraft.picked_up.granite: #14, 6664(3%)
minecraft.picked_up.lapis_lazuli: #14, 2202(2%)
minecraft.crafted.anvil: #14, 119(3%)
minecraft.picked_up.white_wool: #14, 483(2%)
minecraft.dropped.diamond_pickaxe: #14, 8(2%)
minecraft.custom.interact_with_smithing_table: #14, 35(2%)
minecraft.mined.lantern: #14, 27(2%)
minecraft.crafted.diamond_axe: #14, 4(2%)
minecraft.picked_up.diamond_shovel: #14, 19(2%)
minecraft.dropped.golden_carrot: #14, 192(2%)
minecraft.used.wooden_pickaxe: #14, 12(2%)
minecraft.used.iron_bars: #14, 445(2%)
minecraft.custom.enchant_item: #14, 41(2%)
minecraft.mined.cobbled_deepslate: #14, 382(2%)
minecraft.picked_up.birch_log: #14, 1972(1%)
minecraft.dropped.written_book: #14, 3(2%)
minecraft.mined.netherrack: #14, 27051(1%)
minecraft.used.lava_bucket: #14, 181(2%)
minecraft.picked_up.bamboo: #14, 4299(2%)
minecraft.picked_up.lightning_rod: #14, 27(2%)
minecraft.picked_up.ghast_tear: #14, 10(2%)
minecraft.picked_up.bundle: #14, 20(2%)
minecraft.mined.bamboo: #14, 377(1%)
minecraft.used.lantern: #14, 103(1%)
minecraft.picked_up.wooden_pickaxe: #14, 1(2%)
minecraft.mined.dark_oak_door: #14, 2(2%)
minecraft.picked_up.rooted_dirt: #14, 239(1%)
minecraft.dropped.carved_pumpkin: #14, 26(1%)
minecraft.mined.sunflower: #14, 7(1%)
minecraft.dropped.chest: #14, 19(1%)
minecraft.picked_up.dark_prismarine: #14, 63(1%)
minecraft.picked_up.saddle: #14, 5(1%)
minecraft.mined.pointed_dripstone: #14, 41(1%)
minecraft.mined.warped_nylium: #14, 85(1%)
minecraft.killed.cow: #14, 71(1%)
minecraft.crafted.mangrove_trapdoor: #14, 50(1%)
minecraft.picked_up.clay: #14, 637(1%)
minecraft.used.iron_chestplate: #14, 1(1%)
minecraft.used.copper_ore: #14, 189(1%)
minecraft.mined.dark_oak_leaves: #14, 542(1%)
minecraft.used.bookshelf: #14, 190(1%)
minecraft.picked_up.polished_deepslate_stairs: #14, 45(1%)
minecraft.picked_up.white_concrete: #14, 689(1%)
minecraft.mined.jungle_log: #14, 477(1%)
minecraft.used.red_concrete: #14, 225(1%)
minecraft.dropped.player_head: #14, 79(1%)
minecraft.picked_up.stone_pressure_plate: #14, 6(1%)
minecraft.picked_up.oak_stairs: #14, 23(1%)
minecraft.dropped.dark_oak_log: #14, 71(1%)
minecraft.mined.polished_deepslate_wall: #14, 14(1%)
minecraft.picked_up.spruce_button: #14, 4(1%)
minecraft.used.cobblestone_wall: #14, 61(1%)
minecraft.dropped.magma_block: #14, 9(1%)
minecraft.mined.hay_block: #14, 26(1%)
minecraft.picked_up.green_concrete: #14, 84(1%)
minecraft.crafted.tinted_glass: #14, 448(1%)
minecraft.crafted.birch_boat: #14, 1(1%)
minecraft.mined.light_blue_shulker_box: #14, 82(0%)
minecraft.picked_up.iron_trapdoor: #14, 12(1%)
minecraft.picked_up.light_blue_shulker_box: #14, 82(0%)
minecraft.used.light_blue_shulker_box: #14, 78(0%)
minecraft.picked_up.tinted_glass: #14, 42(1%)
minecraft.killed.bat: #14, 2(1%)
minecraft.picked_up.mud: #14, 458(0%)
minecraft.picked_up.cooked_porkchop: #14, 334(0%)
minecraft.picked_up.clay_ball: #14, 876(0%)
minecraft.picked_up.lime_concrete_powder: #14, 5(1%)
minecraft.crafted.gray_stained_glass_pane: #14, 24(1%)
minecraft.used.smoker: #14, 1(1%)
minecraft.mined.green_concrete: #14, 85(0%)
minecraft.mined.cobbled_deepslate_slab: #14, 32(0%)
minecraft.dropped.spruce_fence: #14, 3(0%)
minecraft.mined.lime_concrete: #14, 63(1%)
minecraft.crafted.crafting_table: #15, 88(3%)
minecraft.mined.brown_terracotta: #14, 398(0%)
minecraft.mined.carved_pumpkin: #14, 60(0%)
minecraft.picked_up.jungle_planks: #14, 40(0%)
minecraft.crafted.quartz_stairs: #14, 5(0%)
minecraft.picked_up.polished_diorite: #14, 17(0%)
minecraft.picked_up.emerald: #14, 358(0%)
minecraft.used.blackstone: #14, 392(0%)
minecraft.picked_up.polished_basalt: #14, 27(0%)
minecraft.used.string: #14, 81(0%)
minecraft.crafted.andesite_slab: #14, 28(0%)
minecraft.mined.gray_concrete_powder: #14, 3(0%)
minecraft.crafted.charcoal: #14, 38(0%)
minecraft.dropped.grass: #14, 2(0%)
minecraft.dropped.crimson_roots: #14, 13(0%)
minecraft.dropped.gray_carpet: #14, 3(0%)
minecraft.picked_up.compass: #15, 123(3%)
minecraft.used.blue_wool: #14, 8(0%)
minecraft.mined.twisting_vines: #14, 2(0%)
minecraft.crafted.emerald_block: #14, 192(0%)
minecraft.crafted.mangrove_wood: #14, 18(0%)
minecraft.dropped.cobblestone_slab: #14, 4(0%)
minecraft.mined.cherry_leaves: #14, 52(0%)
minecraft.picked_up.brick_stairs: #14, 1(0%)
minecraft.dropped.polished_andesite_slab: #14, 2(0%)
minecraft.crafted.red_banner: #14, 4(0%)
minecraft.mined.blackstone_slab: #14, 1(0%)
minecraft.crafted.andesite_stairs: #14, 2(0%)
minecraft.picked_up.stripped_jungle_wood: #14, 1(0%)
minecraft.picked_up.hanging_roots: #14, 4(0%)
minecraft.crafted.brown_concrete_powder: #14, 8(0%)
minecraft.used.dried_kelp: #14, 1(0%)
minecraft.dropped.rose_bush: #14, 1(0%)
minecraft.mined.andesite_wall: #14, 1(0%)
minecraft.picked_up.melon: #14, 1(0%)
minecraft.mined.blue_terracotta: #14, 3(0%)
minecraft.mined.white_concrete_powder: #14, 7(0%)
minecraft.picked_up.blue_terracotta: #14, 3(0%)
minecraft.crafted.magenta_terracotta: #14, 8(0%)
minecraft.crafted.diorite_wall: #14, 1(0%)
minecraft.dropped.ink_sac: #14, 8(0%)
minecraft.picked_up.brown_wool: #14, 2(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #14, 9(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #14, 9(0%)
minecraft.dropped.compass: #15, 98(3%)
minecraft.custom.aviate_one_cm: #15, 461150615(2%)
minecraft.mined.grass_block: #15, 18399(2%)
minecraft.picked_up.item_frame: #15, 135(2%)
minecraft.used.iron_axe: #15, 747(2%)
minecraft.crafted.chain: #15, 279(2%)
minecraft.mined.spruce_door: #15, 7(3%)
minecraft.picked_up.writable_book: #15, 7(2%)
minecraft.crafted.lectern: #15, 29(2%)
minecraft.killed.trader_llama: #15, 7(2%)
minecraft.mined.cactus: #15, 43(2%)
minecraft.mined.diorite: #15, 3478(1%)
minecraft.picked_up.moss_block: #15, 1858(1%)
minecraft.crafted.quartz_block: #15, 1507(1%)
minecraft.mined.spruce_planks: #15, 282(1%)
minecraft.mined.glowstone: #15, 115(1%)
minecraft.picked_up.birch_sign: #15, 40(1%)
minecraft.picked_up.gray_concrete: #15, 448(1%)
minecraft.picked_up.bucket: #15, 19(1%)
minecraft.mined.deepslate_tiles: #15, 86(1%)
minecraft.mined.birch_fence: #15, 15(1%)
minecraft.used.white_concrete_powder: #15, 1065(1%)
minecraft.crafted.white_concrete_powder: #15, 1088(1%)
minecraft.picked_up.vine: #15, 87(1%)
minecraft.used.iron_helmet: #15, 1(1%)
minecraft.used.birch_fence: #15, 56(1%)
minecraft.picked_up.big_dripleaf: #15, 43(1%)
minecraft.used.cobblestone_stairs: #15, 53(1%)
minecraft.custom.play_noteblock: #15, 45(1%)
minecraft.dropped.basalt: #15, 250(1%)
minecraft.mined.clay: #15, 867(1%)
minecraft.used.sea_lantern: #15, 74(1%)
minecraft.used.polished_deepslate_stairs: #15, 100(1%)
minecraft.picked_up.jungle_log: #15, 470(1%)
minecraft.mined.red_concrete: #15, 222(1%)
minecraft.picked_up.pink_petals: #15, 76(1%)
minecraft.used.black_wool: #15, 85(1%)
minecraft.crafted.birch_fence: #15, 42(1%)
minecraft.crafted.bookshelf: #15, 189(1%)
minecraft.picked_up.mossy_stone_bricks: #15, 14(1%)
minecraft.mined.spruce_sapling: #15, 5(1%)
minecraft.picked_up.cyan_terracotta: #15, 121(1%)
minecraft.mined.mossy_cobblestone_slab: #15, 2(1%)
minecraft.mined.mossy_stone_bricks: #15, 11(1%)
minecraft.mined.cobblestone_wall: #15, 10(1%)
minecraft.crafted.oak_wood: #15, 51(1%)
minecraft.crafted.iron_leggings: #15, 3(0%)
minecraft.picked_up.glow_item_frame: #15, 9(1%)
minecraft.mined.dark_oak_sapling: #15, 2(1%)
minecraft.dropped.calcite: #15, 16(1%)
minecraft.picked_up.wooden_axe: #15, 1(1%)
