stat, rank, value, (percentage) 
minecraft.crafted.white_stained_glass: #5, 3856(7%)
minecraft.crafted.activator_rail: #4, 132(6%)
minecraft.crafted.pink_dye: #5, 2054(7%)
minecraft.crafted.granite_stairs: #4, 10(5%)
minecraft.dropped.diamond_ore: #4, 4(8%)
minecraft.crafted.armor_stand: #5, 181(6%)
minecraft.picked_up.cobweb: #5, 404(9%)
minecraft.dropped.redstone_ore: #4, 4(6%)
minecraft.killed_by.witch: #4, 1(11%)
minecraft.picked_up.iron_helmet: #5, 10(6%)
minecraft.mined.lily_pad: #5, 34(10%)
minecraft.picked_up.bamboo_sign: #4, 2(9%)
minecraft.picked_up.light_blue_glazed_terracotta: #4, 3(9%)
minecraft.dropped.orange_shulker_box: #4, 1(9%)
minecraft.used.ice: #5, 2687(6%)
minecraft.picked_up.cactus: #4, 2545(2%)
minecraft.used.music_disc_mellohi: #4, 4(6%)
minecraft.crafted.cyan_banner: #4, 10(5%)
minecraft.dropped.orange_terracotta: #5, 64(8%)
minecraft.crafted.nether_brick_stairs: #4, 85(6%)
minecraft.mined.infested_mossy_stone_bricks: #4, 1(10%)
minecraft.dropped.golden_pickaxe: #4, 1(7%)
minecraft.picked_up.ice: #5, 10938(5%)
minecraft.mined.soul_lantern: #5, 42(8%)
minecraft.used.podzol: #5, 263(6%)
minecraft.picked_up.exposed_copper: #5, 178(7%)
minecraft.used.orange_candle: #4, 17(7%)
minecraft.crafted.cut_sandstone_slab: #4, 142(6%)
minecraft.mined.mossy_stone_brick_wall: #4, 5(6%)
minecraft.crafted.packed_ice: #4, 685(4%)
minecraft.used.enchanting_table: #5, 6(7%)
minecraft.picked_up.tnt: #4, 1344(2%)
minecraft.used.flowering_azalea: #5, 115(6%)
minecraft.crafted.cooked_beef: #5, 371(6%)
minecraft.mined.stripped_dark_oak_log: #5, 429(6%)
minecraft.picked_up.stripped_dark_oak_log: #5, 424(5%)
minecraft.dropped.warped_roots: #4, 141(2%)
minecraft.picked_up.shulker_shell: #5, 1246(6%)
minecraft.picked_up.gray_glazed_terracotta: #4, 44(4%)
minecraft.dropped.light_blue_shulker_box: #4, 8(4%)
minecraft.crafted.tripwire_hook: #5, 140(7%)
minecraft.mined.weeping_vines_plant: #5, 56(7%)
minecraft.picked_up.red_sandstone: #4, 48(5%)
minecraft.crafted.light_blue_stained_glass: #5, 784(8%)
minecraft.killed.ender_dragon: #4, 1(5%)
minecraft.used.orange_terracotta: #5, 702(6%)
minecraft.picked_up.yellow_candle: #4, 12(4%)
minecraft.dropped.verdant_froglight: #4, 8(6%)
minecraft.used.brown_banner: #4, 2(6%)
minecraft.crafted.beehive: #5, 200(7%)
minecraft.crafted.smooth_quartz_stairs: #5, 300(9%)
minecraft.crafted.deepslate_bricks: #5, 2406(6%)
minecraft.mined.dead_brain_coral_fan: #4, 1(7%)
minecraft.picked_up.dead_brain_coral_fan: #4, 1(7%)
minecraft.crafted.warped_pressure_plate: #4, 18(4%)
minecraft.crafted.acacia_pressure_plate: #4, 5(4%)
minecraft.picked_up.music_disc_far: #4, 4(3%)
minecraft.mined.gray_shulker_box: #5, 196(6%)
minecraft.picked_up.wet_sponge: #5, 1369(8%)
minecraft.picked_up.dark_oak_fence: #5, 214(5%)
minecraft.crafted.black_shulker_box: #5, 23(7%)
minecraft.mined.glass_pane: #5, 62(6%)
minecraft.picked_up.redstone_torch: #5, 413(5%)
minecraft.mined.gilded_blackstone: #4, 15(3%)
minecraft.used.large_amethyst_bud: #5, 35(9%)
minecraft.crafted.red_shulker_box: #5, 32(6%)
minecraft.crafted.gray_glazed_terracotta: #4, 193(4%)
minecraft.picked_up.birch_button: #4, 12(2%)
minecraft.crafted.cracked_deepslate_tiles: #4, 25(6%)
minecraft.used.soul_torch: #4, 21(2%)
minecraft.mined.wet_sponge: #5, 1359(8%)
minecraft.used.gray_shulker_box: #5, 197(6%)
minecraft.used.sponge: #5, 1335(8%)
minecraft.dropped.stone_button: #5, 348(8%)
minecraft.used.purple_glazed_terracotta: #4, 116(8%)
minecraft.picked_up.polished_granite_stairs: #4, 22(5%)
minecraft.used.spruce_chest_boat: #4, 1(5%)
minecraft.picked_up.granite_wall: #4, 14(3%)
minecraft.crafted.yellow_glazed_terracotta: #4, 73(3%)
minecraft.mined.mangrove_pressure_plate: #4, 1(5%)
minecraft.killed.endermite: #5, 10(8%)
minecraft.picked_up.gravel: #6, 34025(7%)
minecraft.mined.ochre_froglight: #5, 112(8%)
minecraft.dropped.acacia_boat: #4, 1(4%)
minecraft.dropped.cactus: #4, 305(1%)
minecraft.crafted.magenta_stained_glass_pane: #4, 16(3%)
minecraft.crafted.flint_and_steel: #5, 25(5%)
minecraft.used.green_shulker_box: #5, 136(5%)
minecraft.used.stripped_mangrove_log: #4, 198(2%)
minecraft.crafted.red_glazed_terracotta: #4, 65(3%)
minecraft.picked_up.armor_stand: #6, 176(8%)
minecraft.picked_up.sunflower: #6, 1761(8%)
minecraft.picked_up.acacia_pressure_plate: #4, 1(7%)
minecraft.used.music_disc_pigstep: #4, 2(5%)
minecraft.used.chiseled_nether_bricks: #4, 3(3%)
minecraft.mined.purple_concrete_powder: #4, 3(4%)
minecraft.mined.quartz_bricks: #5, 30(6%)
minecraft.picked_up.sculk_sensor: #5, 252(5%)
minecraft.crafted.crimson_slab: #6, 3582(10%)
minecraft.used.black_glazed_terracotta: #4, 68(3%)
minecraft.mined.diorite_slab: #5, 9(10%)
minecraft.crafted.wooden_pickaxe: #5, 3(5%)
minecraft.picked_up.music_disc_pigstep: #4, 2(3%)
minecraft.dropped.jungle_slab: #4, 8(3%)
minecraft.dropped.torchflower_seeds: #4, 39(3%)
minecraft.dropped.polished_blackstone_wall: #4, 15(4%)
minecraft.crafted.red_candle: #4, 70(2%)
minecraft.dropped.stripped_acacia_wood: #4, 1(6%)
minecraft.dropped.detector_rail: #4, 1(6%)
minecraft.mined.lava_cauldron: #4, 1(2%)
minecraft.used.red_nether_brick_wall: #4, 3(5%)
minecraft.mined.mangrove_leaves: #5, 3649(6%)
minecraft.mined.red_sandstone_wall: #4, 3(3%)
minecraft.picked_up.amethyst_cluster: #5, 358(5%)
minecraft.used.soul_campfire: #5, 28(9%)
minecraft.picked_up.black_carpet: #4, 1118(1%)
minecraft.picked_up.lily_pad: #5, 40(7%)
minecraft.picked_up.raw_iron_block: #4, 130(1%)
minecraft.picked_up.cut_red_sandstone_slab: #4, 2(4%)
minecraft.picked_up.lime_candle: #4, 4(3%)
minecraft.killed.pufferfish: #4, 4(1%)
minecraft.dropped.polished_granite_stairs: #4, 2(4%)
minecraft.used.purple_stained_glass: #5, 1158(7%)
minecraft.used.lime_banner: #4, 4(3%)
minecraft.mined.granite_slab: #5, 91(7%)
minecraft.crafted.oxidized_cut_copper_stairs: #5, 76(7%)
minecraft.picked_up.mangrove_log: #5, 1132(5%)
minecraft.crafted.cut_red_sandstone: #4, 4(3%)
minecraft.mined.weathered_cut_copper_slab: #4, 3(2%)
minecraft.picked_up.weathered_cut_copper_slab: #4, 3(2%)
minecraft.used.music_disc_far: #4, 2(2%)
minecraft.used.polished_blackstone_brick_slab: #4, 110(2%)
minecraft.used.blue_candle: #4, 4(3%)
minecraft.mined.brewing_stand: #5, 19(5%)
minecraft.used.redstone_torch: #6, 1120(7%)
minecraft.mined.light_blue_terracotta: #4, 36(1%)
minecraft.dropped.wheat: #5, 146(4%)
minecraft.picked_up.tuff: #6, 11068(7%)
minecraft.mined.lime_candle: #4, 1(2%)
minecraft.dropped.fishing_rod: #5, 6(7%)
minecraft.crafted.rabbit_stew: #4, 1(1%)
minecraft.used.mangrove_propagule: #4, 41(0%)
minecraft.used.red_sandstone: #4, 7(2%)
minecraft.crafted.lime_glazed_terracotta: #4, 9(1%)
minecraft.used.acacia_trapdoor: #5, 627(6%)
minecraft.dropped.shears: #6, 91(8%)
minecraft.crafted.jukebox: #5, 20(4%)
minecraft.mined.kelp_plant: #5, 574(4%)
minecraft.dropped.small_amethyst_bud: #4, 2(1%)
minecraft.picked_up.stone_brick_stairs: #5, 160(4%)
minecraft.dropped.stone_pickaxe: #5, 5(4%)
minecraft.picked_up.blue_stained_glass: #5, 68(8%)
minecraft.used.cobbled_deepslate_stairs: #5, 215(5%)
minecraft.crafted.lime_candle: #4, 16(1%)
minecraft.picked_up.green_carpet: #4, 69(0%)
minecraft.dropped.horn_coral_block: #4, 1(1%)
minecraft.mined.lodestone: #4, 2(1%)
minecraft.dropped.firework_star: #4, 1(1%)
minecraft.picked_up.lodestone: #4, 2(1%)
minecraft.picked_up.red_stained_glass: #5, 294(6%)
minecraft.picked_up.mangrove_leaves: #5, 3305(6%)
minecraft.dropped.stripped_dark_oak_wood: #4, 1(1%)
minecraft.mined.orange_stained_glass_pane: #5, 15(12%)
minecraft.crafted.cyan_candle: #4, 13(1%)
minecraft.used.lodestone: #4, 3(1%)
minecraft.dropped.mangrove_pressure_plate: #4, 1(1%)
minecraft.used.glow_berries: #6, 299(7%)
minecraft.dropped.shulker_box: #5, 45(4%)
minecraft.picked_up.oak_fence_gate: #5, 13(6%)
minecraft.crafted.smooth_red_sandstone_stairs: #4, 1(1%)
minecraft.dropped.oak_fence: #5, 17(6%)
minecraft.dropped.wooden_pickaxe: #5, 2(4%)
minecraft.used.jungle_button: #4, 1(0%)
minecraft.picked_up.lilac: #6, 972(8%)
minecraft.used.smooth_red_sandstone_slab: #4, 5(0%)
minecraft.crafted.purple_candle: #4, 2(0%)
minecraft.picked_up.acacia_wood: #5, 49(5%)
minecraft.mined.dead_fire_coral_block: #4, 1(0%)
minecraft.used.calcite: #6, 1691(8%)
minecraft.crafted.orange_terracotta: #5, 424(7%)
minecraft.crafted.fletching_table: #5, 11(7%)
minecraft.custom.interact_with_furnace: #6, 2716(5%)
minecraft.picked_up.music_disc_mellohi: #5, 6(8%)
minecraft.crafted.prismarine_wall: #5, 30(10%)
minecraft.dropped.deepslate_diamond_ore: #5, 86(7%)
minecraft.picked_up.lead: #6, 238(6%)
minecraft.used.flint_and_steel: #5, 626(3%)
minecraft.used.red_stained_glass: #5, 743(5%)
minecraft.used.quartz_bricks: #5, 148(7%)
minecraft.crafted.light_gray_shulker_box: #5, 10(5%)
minecraft.dropped.suspicious_stew: #5, 29(7%)
minecraft.crafted.red_stained_glass_pane: #5, 208(6%)
minecraft.crafted.bucket: #6, 592(6%)
minecraft.picked_up.red_shulker_box: #6, 673(5%)
minecraft.mined.red_shulker_box: #6, 671(6%)
minecraft.used.gravel: #6, 2089(6%)
minecraft.picked_up.netherite_helmet: #5, 14(5%)
minecraft.used.mud_brick_stairs: #5, 141(7%)
minecraft.picked_up.ochre_froglight: #5, 124(4%)
minecraft.crafted.barrel: #6, 501(7%)
minecraft.used.bucket: #6, 6393(5%)
minecraft.picked_up.stone_hoe: #5, 3(5%)
minecraft.picked_up.snort_pottery_sherd: #5, 3(9%)
minecraft.mined.seagrass: #5, 212(3%)
minecraft.mined.polished_blackstone_wall: #5, 62(7%)
minecraft.mined.warped_stairs: #5, 48(5%)
minecraft.picked_up.golden_pickaxe: #5, 2(6%)
minecraft.dropped.smooth_basalt: #5, 89(4%)
minecraft.broken.shield: #5, 2(7%)
minecraft.mined.dark_oak_stairs: #6, 148(6%)
minecraft.used.acacia_stairs: #5, 29(9%)
minecraft.killed.cod: #5, 47(4%)
minecraft.crafted.soul_lantern: #5, 183(4%)
minecraft.mined.dark_oak_fence_gate: #5, 15(6%)
minecraft.crafted.dropper: #6, 687(7%)
minecraft.picked_up.oak_hanging_sign: #5, 5(7%)
minecraft.used.cactus: #6, 337(8%)
minecraft.dropped.polished_deepslate: #5, 97(5%)
minecraft.mined.terracotta: #6, 13683(6%)
minecraft.dropped.deepslate_tile_stairs: #5, 19(6%)
minecraft.crafted.mangrove_planks: #6, 2116(7%)
minecraft.mined.red_mushroom: #5, 63(4%)
minecraft.used.blue_ice: #5, 814(5%)
minecraft.custom.drop: #6, 16459(3%)
minecraft.crafted.fermented_spider_eye: #5, 64(4%)
minecraft.broken.diamond_pickaxe: #5, 2(5%)
minecraft.picked_up.terracotta: #6, 13615(6%)
minecraft.crafted.blue_dye: #6, 4390(6%)
minecraft.picked_up.sponge: #5, 502(4%)
minecraft.picked_up.cooked_beef: #6, 382(6%)
minecraft.used.red_shulker_box: #6, 657(5%)
minecraft.used.sandstone: #6, 2810(7%)
minecraft.used.music_disc_13: #6, 23(9%)
minecraft.dropped.white_shulker_box: #5, 2(6%)
minecraft.used.light_blue_terracotta: #5, 756(5%)
minecraft.used.red_candle: #5, 69(5%)
minecraft.mined.polished_andesite_slab: #5, 126(3%)
minecraft.picked_up.deepslate_gold_ore: #6, 407(7%)
minecraft.dropped.polished_deepslate_slab: #5, 66(4%)
minecraft.crafted.acacia_fence_gate: #5, 8(8%)
minecraft.used.golden_pickaxe: #5, 40(5%)
minecraft.dropped.crimson_nylium: #5, 36(4%)
minecraft.killed.bee: #5, 6(5%)
minecraft.crafted.jungle_sign: #5, 18(6%)
minecraft.picked_up.iron_shovel: #6, 12(7%)
minecraft.picked_up.acacia_stairs: #5, 9(8%)
minecraft.dropped.crimson_stem: #5, 197(5%)
minecraft.mined.sandstone: #6, 17930(7%)
minecraft.crafted.warped_fence_gate: #5, 19(6%)
minecraft.dropped.dark_oak_button: #5, 34(5%)
minecraft.custom.walk_on_water_one_cm: #8, 7294721(5%)
minecraft.picked_up.rose_bush: #6, 2212(6%)
minecraft.crafted.warped_fungus_on_a_stick: #5, 1(6%)
minecraft.mined.polished_blackstone_stairs: #5, 41(4%)
minecraft.used.smooth_sandstone: #5, 2751(4%)
minecraft.mined.mud: #6, 7062(6%)
minecraft.used.jungle_boat: #5, 6(6%)
minecraft.used.beacon: #6, 50(6%)
minecraft.dropped.honey_block: #5, 82(7%)
minecraft.used.light_blue_stained_glass_pane: #5, 67(4%)
minecraft.used.moss_carpet: #6, 1145(5%)
minecraft.crafted.light_gray_dye: #6, 1901(6%)
minecraft.crafted.soul_torch: #5, 300(3%)
minecraft.picked_up.magenta_glazed_terracotta: #5, 62(4%)
minecraft.mined.purple_concrete: #5, 278(3%)
minecraft.dropped.ghast_tear: #5, 4(4%)
minecraft.crafted.jungle_boat: #5, 5(6%)
minecraft.crafted.chiseled_deepslate: #5, 17(4%)
minecraft.mined.sponge: #5, 355(3%)
minecraft.dropped.deepslate_copper_ore: #5, 8(5%)
minecraft.picked_up.nether_brick_fence: #5, 76(4%)
minecraft.picked_up.chiseled_quartz_block: #5, 10(4%)
minecraft.mined.polished_blackstone: #6, 169(7%)
minecraft.used.gray_stained_glass: #5, 802(3%)
minecraft.used.end_crystal: #5, 4(5%)
minecraft.picked_up.yellow_glazed_terracotta: #5, 14(6%)
minecraft.mined.iron_block: #6, 1603(6%)
minecraft.picked_up.conduit: #5, 2(6%)
minecraft.dropped.mangrove_sign: #5, 1(7%)
minecraft.dropped.splash_potion: #5, 18(3%)
minecraft.dropped.deepslate_iron_ore: #5, 12(4%)
minecraft.mined.jungle_slab: #5, 23(5%)
minecraft.used.wet_sponge: #5, 322(3%)
minecraft.crafted.golden_sword: #5, 2(5%)
minecraft.dropped.stone_brick_wall: #5, 21(4%)
minecraft.crafted.mud_brick_stairs: #5, 25(4%)
minecraft.dropped.stone_sword: #5, 17(2%)
minecraft.used.netherite_axe: #6, 43451(10%)
minecraft.dropped.blackstone: #5, 708(2%)
minecraft.broken.golden_hoe: #5, 1(7%)
minecraft.mined.warped_stem: #6, 1809(6%)
minecraft.broken.stone_hoe: #5, 1(4%)
minecraft.dropped.dropper: #5, 11(3%)
minecraft.used.red_wool: #6, 638(6%)
minecraft.used.cod_bucket: #5, 2(4%)
minecraft.used.granite_wall: #5, 81(4%)
minecraft.mined.prismarine: #5, 142(2%)
minecraft.killed.ravager: #5, 3(4%)
minecraft.mined.stripped_mangrove_log: #5, 219(2%)
minecraft.used.jungle_stairs: #5, 41(4%)
minecraft.crafted.coal: #6, 3114(6%)
minecraft.used.amethyst_cluster: #6, 174(6%)
minecraft.used.orange_stained_glass_pane: #5, 30(2%)
minecraft.used.detector_rail: #6, 53(8%)
minecraft.mined.iron_bars: #6, 158(6%)
minecraft.picked_up.stripped_mangrove_log: #5, 222(2%)
minecraft.picked_up.orange_shulker_box: #6, 218(5%)
minecraft.used.chiseled_deepslate: #5, 66(3%)
minecraft.picked_up.stone_brick_wall: #6, 110(6%)
minecraft.mined.mangrove_button: #5, 1(5%)
minecraft.used.orange_shulker_box: #6, 219(5%)
minecraft.mined.chipped_anvil: #6, 21(6%)
minecraft.crafted.sandstone_wall: #5, 62(3%)
minecraft.mined.light_blue_glazed_terracotta: #5, 3(5%)
minecraft.crafted.stone_sword: #5, 6(1%)
minecraft.crafted.netherite_chestplate: #5, 1(4%)
minecraft.picked_up.gray_shulker_box: #6, 196(6%)
minecraft.picked_up.damaged_anvil: #6, 13(6%)
minecraft.mined.bamboo_block: #5, 13(3%)
minecraft.used.weeping_vines: #5, 24(3%)
minecraft.dropped.bamboo_raft: #5, 1(4%)
minecraft.dropped.oak_fence_gate: #5, 2(4%)
minecraft.mined.polished_diorite_slab: #5, 5(4%)
minecraft.picked_up.jungle_sign: #5, 9(3%)
minecraft.crafted.acacia_stairs: #5, 24(3%)
minecraft.picked_up.chipped_anvil: #6, 22(6%)
minecraft.crafted.jungle_stairs: #5, 40(3%)
minecraft.picked_up.jungle_stairs: #5, 29(3%)
minecraft.crafted.stone_bricks: #6, 8161(5%)
minecraft.crafted.orange_bed: #5, 1(4%)
minecraft.dropped.powder_snow_bucket: #5, 2(3%)
minecraft.picked_up.blue_candle: #5, 5(4%)
minecraft.crafted.lime_wool: #5, 43(3%)
minecraft.dropped.experience_bottle: #5, 64(3%)
minecraft.crafted.prismarine_brick_slab: #5, 12(4%)
minecraft.picked_up.bamboo_trapdoor: #5, 6(3%)
minecraft.picked_up.fire_charge: #5, 48(2%)
minecraft.picked_up.soul_lantern: #6, 64(6%)
minecraft.picked_up.torchflower_seeds: #5, 40(2%)
minecraft.crafted.blue_banner: #5, 4(4%)
minecraft.mined.orange_shulker_box: #6, 204(5%)
minecraft.crafted.red_concrete: #5, 48(3%)
minecraft.crafted.black_glazed_terracotta: #5, 64(2%)
minecraft.dropped.carrot_on_a_stick: #5, 1(3%)
minecraft.killed.strider: #5, 1(5%)
minecraft.used.green_candle: #5, 19(2%)
minecraft.dropped.cobbled_deepslate_slab: #6, 65(7%)
minecraft.used.jungle_trapdoor: #5, 169(2%)
minecraft.used.raw_gold_block: #5, 54(1%)
minecraft.dropped.iron_chestplate: #5, 6(1%)
minecraft.used.redstone_block: #6, 1052(5%)
minecraft.mined.polished_blackstone_brick_slab: #5, 13(2%)
minecraft.picked_up.yellow_concrete_powder: #5, 96(1%)
minecraft.mined.bamboo_trapdoor: #5, 5(2%)
minecraft.used.yellow_candle: #5, 23(2%)
minecraft.dropped.salmon: #5, 21(1%)
minecraft.mined.cracked_deepslate_bricks: #5, 23(1%)
minecraft.crafted.honey_block: #5, 586(2%)
minecraft.dropped.tnt: #5, 456(1%)
minecraft.used.blackstone_wall: #5, 49(1%)
minecraft.used.powered_rail: #6, 1832(5%)
minecraft.crafted.blue_stained_glass_pane: #5, 48(1%)
minecraft.picked_up.mangrove_boat: #5, 1(2%)
minecraft.crafted.mangrove_boat: #5, 1(3%)
minecraft.picked_up.jungle_button: #5, 1(3%)
minecraft.crafted.green_stained_glass: #6, 1024(8%)
minecraft.mined.andesite_stairs: #6, 25(6%)
minecraft.crafted.cherry_boat: #5, 1(3%)
minecraft.used.melon_slice: #5, 7(2%)
minecraft.used.diorite_slab: #6, 99(9%)
minecraft.crafted.stripped_crimson_hyphae: #5, 18(2%)
minecraft.crafted.brown_shulker_box: #6, 16(5%)
minecraft.dropped.target: #5, 1(2%)
minecraft.crafted.respawn_anchor: #5, 4(1%)
minecraft.mined.iron_door: #6, 29(5%)
minecraft.dropped.cooked_beef: #6, 91(6%)
minecraft.picked_up.green_dye: #5, 922(1%)
minecraft.killed.stray: #5, 1(2%)
minecraft.mined.light_blue_bed: #5, 2(2%)
minecraft.mined.andesite_slab: #6, 33(6%)
minecraft.dropped.allium: #5, 2(1%)
minecraft.dropped.mud: #6, 72(7%)
minecraft.picked_up.diamond_ore: #6, 20(6%)
minecraft.used.white_stained_glass: #6, 2234(5%)
minecraft.crafted.lime_banner: #5, 4(2%)
minecraft.used.white_banner: #6, 36(5%)
minecraft.picked_up.echo_shard: #5, 2(1%)
minecraft.crafted.diamond_block: #6, 241(4%)
minecraft.crafted.blue_shulker_box: #6, 5(6%)
minecraft.picked_up.tipped_arrow: #5, 2(2%)
minecraft.mined.red_sandstone: #5, 4(1%)
minecraft.crafted.powered_rail: #6, 1410(5%)
minecraft.used.prismarine_brick_slab: #5, 83(1%)
minecraft.mined.yellow_terracotta: #6, 701(4%)
minecraft.used.warped_sign: #6, 85(5%)
minecraft.used.spider_eye: #5, 1(1%)
minecraft.picked_up.mushroom_stew: #5, 1(1%)
minecraft.dropped.crying_obsidian: #5, 17(1%)
minecraft.crafted.green_candle: #5, 19(1%)
minecraft.crafted.stonecutter: #6, 52(4%)
minecraft.picked_up.polished_blackstone_pressure_plate: #5, 2(1%)
minecraft.used.cooked_rabbit: #5, 1(1%)
minecraft.picked_up.brown_mushroom_block: #6, 2269(5%)
minecraft.mined.polished_blackstone_pressure_plate: #5, 1(1%)
minecraft.mined.glow_lichen: #6, 1153(4%)
minecraft.used.netherite_shovel: #6, 161165(12%)
minecraft.dropped.hopper_minecart: #5, 1(0%)
minecraft.used.purple_candle: #5, 2(1%)
minecraft.crafted.yellow_candle: #5, 16(1%)
minecraft.crafted.smooth_red_sandstone: #5, 20(1%)
minecraft.dropped.pink_wool: #5, 1(0%)
minecraft.picked_up.deepslate_diamond_ore: #6, 834(4%)
minecraft.killed.wither_skeleton: #5, 179(0%)
minecraft.crafted.magenta_carpet: #5, 3(0%)
minecraft.mined.stripped_crimson_hyphae: #5, 2(0%)
minecraft.custom.walk_one_cm: #8, 185372673(5%)
minecraft.picked_up.brewing_stand: #6, 20(5%)
minecraft.used.smooth_red_sandstone: #5, 7(0%)
minecraft.custom.use_cauldron: #5, 9(0%)
minecraft.crafted.bundle: #5, 1(0%)
minecraft.crafted.lime_carpet: #5, 12(0%)
minecraft.crafted.warped_sign: #6, 87(5%)
minecraft.picked_up.granite_slab: #6, 99(6%)
minecraft.mined.crimson_hyphae: #5, 2(0%)
minecraft.crafted.light_gray_candle: #5, 1(0%)
minecraft.crafted.acacia_trapdoor: #6, 606(6%)
minecraft.picked_up.smooth_sandstone: #6, 598(5%)
minecraft.picked_up.yellow_terracotta: #6, 696(4%)
minecraft.dropped.dark_oak_boat: #6, 5(7%)
minecraft.picked_up.powered_rail: #6, 535(4%)
minecraft.dropped.brown_mushroom: #6, 52(5%)
minecraft.mined.blackstone_wall: #6, 25(7%)
minecraft.crafted.iron_ingot: #7, 34036(5%)
minecraft.used.sticky_piston: #6, 555(3%)
minecraft.dropped.oak_boat: #6, 6(5%)
minecraft.picked_up.sandstone_slab: #6, 133(7%)
minecraft.mined.nether_wart_block: #7, 2770(7%)
minecraft.dropped.ender_pearl: #7, 17878(5%)
minecraft.used.end_rod: #6, 197(3%)
minecraft.crafted.cut_copper_stairs: #6, 44(5%)
minecraft.mined.sand: #7, 101140(6%)
minecraft.used.coal_ore: #7, 1637(6%)
minecraft.mined.mangrove_door: #6, 4(7%)
minecraft.crafted.smoker: #6, 9(4%)
minecraft.used.cobbled_deepslate_wall: #6, 157(5%)
minecraft.crafted.red_stained_glass: #6, 856(4%)
minecraft.picked_up.chiseled_deepslate: #6, 54(5%)
minecraft.used.mangrove_planks: #6, 139(3%)
minecraft.picked_up.wheat: #7, 2914(5%)
minecraft.mined.twisting_vines_plant: #6, 27(4%)
minecraft.mined.powered_rail: #6, 286(3%)
minecraft.used.barrel: #7, 507(6%)
minecraft.picked_up.acacia_sign: #6, 19(4%)
minecraft.picked_up.sand: #7, 106066(6%)
minecraft.crafted.purple_concrete_powder: #6, 448(4%)
minecraft.dropped.netherite_helmet: #6, 2(5%)
minecraft.used.warped_fence_gate: #6, 24(8%)
minecraft.mined.dispenser: #7, 112(7%)
minecraft.picked_up.jungle_boat: #6, 6(5%)
minecraft.mined.mud_bricks: #7, 144(8%)
minecraft.picked_up.stone_sword: #6, 19(3%)
minecraft.used.shroomlight: #7, 232(7%)
minecraft.crafted.polished_basalt: #6, 772(3%)
minecraft.picked_up.deepslate: #7, 26321(6%)
minecraft.crafted.acacia_slab: #6, 96(3%)
minecraft.picked_up.magenta_shulker_box: #6, 92(4%)
minecraft.used.light_blue_concrete_powder: #6, 138(4%)
minecraft.dropped.coal: #6, 180(2%)
minecraft.mined.cave_vines_plant: #6, 48(2%)
minecraft.dropped.cooked_chicken: #6, 16(4%)
minecraft.crafted.shears: #7, 605(5%)
minecraft.picked_up.redstone_lamp: #7, 107(7%)
minecraft.mined.purple_stained_glass: #6, 71(4%)
minecraft.mined.magenta_shulker_box: #6, 92(4%)
minecraft.crafted.raw_iron_block: #7, 437(7%)
minecraft.mined.birch_wall_sign: #6, 28(2%)
minecraft.crafted.bamboo_planks: #6, 510(4%)
minecraft.crafted.cut_copper_slab: #6, 32(4%)
minecraft.picked_up.magenta_stained_glass: #6, 71(3%)
minecraft.used.birch_door: #6, 3(4%)
minecraft.picked_up.birch_boat: #7, 18(6%)
minecraft.picked_up.deepslate_redstone_ore: #7, 890(6%)
minecraft.used.rose_bush: #6, 29(2%)
minecraft.used.tnt: #6, 1749(2%)
minecraft.picked_up.crimson_slab: #6, 137(3%)
minecraft.picked_up.oak_trapdoor: #7, 91(5%)
minecraft.dropped.observer: #6, 35(4%)
minecraft.crafted.yellow_wool: #6, 102(4%)
minecraft.mined.chiseled_deepslate: #6, 13(4%)
minecraft.picked_up.gold_block: #6, 262(2%)
minecraft.crafted.crimson_button: #6, 8(4%)
minecraft.used.polished_basalt: #6, 715(2%)
minecraft.mined.brown_mushroom_block: #7, 2975(7%)
minecraft.used.egg: #6, 633(2%)
minecraft.picked_up.netherite_hoe: #6, 3(2%)
minecraft.dropped.spyglass: #6, 2(6%)
minecraft.killed.husk: #6, 6(3%)
minecraft.crafted.moss_carpet: #7, 618(6%)
minecraft.picked_up.stone_brick_slab: #6, 188(2%)
minecraft.mined.crimson_roots: #6, 175(2%)
minecraft.mined.blue_concrete: #7, 209(8%)
minecraft.crafted.glass_bottle: #6, 1890(2%)
minecraft.crafted.smooth_quartz_slab: #6, 242(3%)
minecraft.crafted.netherite_shovel: #6, 1(6%)
minecraft.mined.purpur_stairs: #6, 24(2%)
minecraft.crafted.fishing_rod: #7, 13(7%)
minecraft.picked_up.diorite_slab: #6, 9(4%)
minecraft.picked_up.honey_block: #7, 226(6%)
minecraft.mined.weeping_vines: #6, 27(2%)
minecraft.picked_up.iron_chestplate: #6, 11(2%)
minecraft.picked_up.ink_sac: #7, 2499(5%)
minecraft.dropped.black_dye: #6, 41(3%)
minecraft.dropped.lapis_ore: #6, 6(3%)
minecraft.picked_up.angler_pottery_sherd: #6, 2(5%)
minecraft.picked_up.white_concrete_powder: #6, 721(2%)
minecraft.dropped.ochre_froglight: #6, 16(5%)
minecraft.mined.red_candle: #6, 4(5%)
minecraft.dropped.wheat_seeds: #7, 3369(4%)
minecraft.picked_up.nether_brick: #6, 339(3%)
minecraft.crafted.nether_bricks: #6, 796(3%)
minecraft.dropped.quartz_bricks: #6, 2(5%)
minecraft.crafted.iron_sword: #7, 12(5%)
minecraft.broken.golden_axe: #6, 1(5%)
minecraft.used.end_stone_brick_wall: #6, 10(5%)
minecraft.picked_up.warped_stem: #7, 1757(6%)
minecraft.used.mangrove_roots: #6, 144(2%)
