stat, rank, value, (percentage) 
minecraft.mined.allium: #4, 84(13%)
minecraft.crafted.loom: #3, 166(9%)
minecraft.mined.spore_blossom: #4, 48(11%)
minecraft.mined.deepslate: #4, 115996(9%)
minecraft.custom.fall_one_cm: #5, 17979904(7%)
minecraft.dropped.honey_block: #3, 225(18%)
minecraft.killed.slime: #3, 1712(7%)
minecraft.dropped.crimson_fence_gate: #2, 4(21%)
minecraft.dropped.light_blue_wool: #2, 419(8%)
minecraft.used.potion: #5, 943(11%)
minecraft.crafted.oak_door: #3, 12(7%)
minecraft.dropped.dark_oak_trapdoor: #3, 111(8%)
minecraft.mined.small_dripleaf: #3, 31(7%)
minecraft.picked_up.black_candle: #2, 19(12%)
minecraft.crafted.lodestone: #2, 30(9%)
minecraft.mined.bamboo_door: #2, 1(20%)
minecraft.mined.light_gray_banner: #2, 1(20%)
minecraft.picked_up.armor_stand: #4, 201(10%)
minecraft.used.orange_bed: #3, 46(10%)
minecraft.dropped.lapis_lazuli: #4, 518(12%)
minecraft.used.stone_brick_slab: #3, 1384(6%)
minecraft.used.warped_button: #3, 63(8%)
minecraft.mined.blackstone_stairs: #3, 37(18%)
minecraft.dropped.warped_hanging_sign: #2, 2(29%)
minecraft.picked_up.yellow_shulker_box: #4, 504(9%)
minecraft.mined.polished_deepslate_stairs: #3, 150(7%)
minecraft.dropped.quartz_block: #3, 902(10%)
minecraft.used.yellow_shulker_box: #4, 515(9%)
minecraft.picked_up.glow_lichen: #4, 4001(10%)
minecraft.used.mycelium: #3, 829(19%)
minecraft.crafted.white_wool: #4, 7031(10%)
minecraft.dropped.stone_button: #3, 406(9%)
minecraft.mined.yellow_shulker_box: #4, 502(9%)
minecraft.dropped.tropical_fish: #3, 134(6%)
minecraft.dropped.gravel: #4, 5797(9%)
minecraft.picked_up.shroomlight: #4, 573(9%)
minecraft.used.glass_bottle: #4, 1030(11%)
minecraft.mined.soul_wall_torch: #2, 16(9%)
minecraft.used.ladder: #4, 746(8%)
minecraft.dropped.honeycomb_block: #2, 144(13%)
minecraft.used.quartz_stairs: #3, 298(8%)
minecraft.mined.magenta_candle: #2, 1(25%)
minecraft.mined.warped_sign: #3, 6(17%)
minecraft.mined.shulker_box: #4, 5749(8%)
minecraft.crafted.amethyst_block: #3, 744(12%)
minecraft.dropped.wither_skeleton_skull: #3, 85(21%)
minecraft.crafted.quartz_bricks: #3, 212(15%)
minecraft.mined.crafting_table: #4, 465(7%)
minecraft.picked_up.dark_oak_sign: #4, 102(9%)
minecraft.crafted.polished_blackstone_stairs: #3, 66(9%)
minecraft.mined.cracked_deepslate_tiles: #3, 15(18%)
minecraft.mined.orange_bed: #3, 48(10%)
minecraft.dropped.spruce_boat: #3, 12(8%)
minecraft.dropped.cauldron: #3, 9(16%)
minecraft.picked_up.purple_stained_glass: #3, 250(9%)
minecraft.used.stone_button: #3, 955(5%)
minecraft.mined.cracked_deepslate_bricks: #3, 174(11%)
minecraft.dropped.pink_terracotta: #2, 38(7%)
minecraft.mined.polished_deepslate_wall: #4, 181(11%)
minecraft.mined.fern: #4, 1185(10%)
minecraft.mined.crimson_door: #3, 3(16%)
minecraft.crafted.diamond_pickaxe: #4, 29(8%)
minecraft.used.cobweb: #3, 144(9%)
minecraft.picked_up.polished_blackstone_bricks: #3, 3392(6%)
minecraft.dropped.crimson_pressure_plate: #2, 1(20%)
minecraft.dropped.book: #3, 44(7%)
minecraft.used.white_dye: #4, 184(11%)
minecraft.dropped.azalea: #3, 120(6%)
minecraft.picked_up.blue_ice: #4, 1458(14%)
minecraft.used.pointed_dripstone: #2, 1532(2%)
minecraft.mined.lodestone: #2, 13(6%)
minecraft.dropped.light_blue_terracotta: #2, 87(7%)
minecraft.picked_up.skeleton_skull: #3, 9(20%)
minecraft.dropped.warped_pressure_plate: #2, 2(9%)
minecraft.picked_up.mossy_cobblestone: #4, 904(9%)
minecraft.dropped.blue_candle: #2, 13(17%)
minecraft.picked_up.warped_wart_block: #4, 5473(10%)
minecraft.mined.cyan_stained_glass_pane: #3, 16(13%)
minecraft.dropped.red_stained_glass_pane: #3, 64(19%)
minecraft.dropped.purple_terracotta: #2, 38(8%)
minecraft.picked_up.red_wool: #4, 1136(10%)
minecraft.used.crimson_fence: #4, 330(15%)
minecraft.picked_up.stone_brick_slab: #3, 497(5%)
minecraft.mined.brewing_stand: #3, 22(6%)
minecraft.dropped.white_banner: #4, 806(12%)
minecraft.crafted.blue_candle: #2, 135(7%)
minecraft.mined.blue_wall_banner: #2, 1(14%)
minecraft.used.composter: #4, 422(8%)
minecraft.used.green_candle: #3, 110(13%)
minecraft.crafted.barrel: #4, 610(8%)
minecraft.picked_up.diamond_shovel: #4, 68(7%)
minecraft.mined.purple_stained_glass: #3, 144(8%)
minecraft.dropped.purple_stained_glass_pane: #3, 23(21%)
minecraft.mined.red_stained_glass_pane: #3, 36(13%)
minecraft.crafted.warped_fungus_on_a_stick: #3, 2(12%)
minecraft.mined.blue_stained_glass_pane: #3, 5(16%)
minecraft.dropped.chiseled_stone_bricks: #3, 381(10%)
minecraft.dropped.stick: #4, 6052(6%)
minecraft.dropped.cake: #3, 9(14%)
minecraft.dropped.chainmail_boots: #3, 12(8%)
minecraft.used.cake: #3, 9(6%)
minecraft.dropped.ice: #3, 378(8%)
minecraft.dropped.yellow_bed: #3, 4(20%)
minecraft.dropped.deepslate_copper_ore: #3, 17(11%)
minecraft.mined.mossy_stone_brick_stairs: #3, 10(9%)
minecraft.used.netherite_block: #2, 10(2%)
minecraft.mined.redstone_ore: #4, 144(9%)
minecraft.mined.spruce_planks: #4, 1604(7%)
minecraft.mined.crimson_sign: #2, 7(5%)
minecraft.mined.honeycomb_block: #2, 16(2%)
minecraft.mined.quartz_slab: #4, 259(11%)
minecraft.dropped.white_candle: #2, 4(6%)
minecraft.mined.sugar_cane: #3, 2974(4%)
minecraft.picked_up.deepslate_tiles: #4, 830(8%)
minecraft.picked_up.diamond_axe: #4, 61(6%)
minecraft.picked_up.end_rod: #4, 329(8%)
minecraft.picked_up.white_dye: #4, 372(8%)
minecraft.mined.yellow_wall_banner: #3, 9(18%)
minecraft.killed.pillager: #4, 244407(8%)
minecraft.crafted.light_gray_candle: #2, 32(2%)
minecraft.used.diorite: #4, 1594(7%)
minecraft.used.purple_candle: #3, 56(18%)
minecraft.dropped.mangrove_pressure_plate: #2, 2(2%)
minecraft.dropped.honey_bottle: #3, 37(14%)
minecraft.dropped.big_dripleaf: #4, 56(12%)
minecraft.crafted.vex_armor_trim_smithing_template: #3, 10(18%)
minecraft.crafted.orange_wool: #3, 240(11%)
minecraft.crafted.magenta_candle: #2, 27(2%)
minecraft.used.warped_slab: #4, 1197(11%)
minecraft.picked_up.blue_candle: #3, 18(15%)
minecraft.crafted.nether_wart_block: #2, 5(1%)
minecraft.mined.crimson_wall_sign: #3, 4(15%)
minecraft.mined.light_blue_stained_glass_pane: #3, 84(9%)
minecraft.picked_up.spore_blossom: #4, 51(8%)
minecraft.used.soul_soil: #3, 612(5%)
minecraft.mined.red_nether_bricks: #3, 36(13%)
minecraft.used.light_gray_banner: #3, 10(10%)
minecraft.dropped.music_disc_blocks: #3, 5(10%)
minecraft.crafted.gray_candle: #2, 7(1%)
minecraft.dropped.gold_ore: #4, 19(14%)
minecraft.used.light_gray_terracotta: #4, 975(10%)
minecraft.picked_up.redstone_lamp: #4, 132(8%)
minecraft.crafted.pink_candle: #2, 5(0%)
minecraft.crafted.crimson_fence: #4, 369(13%)
minecraft.picked_up.granite: #4, 14794(6%)
minecraft.used.blackstone_stairs: #3, 196(8%)
minecraft.used.slime_block: #3, 975(4%)
minecraft.mined.black_wool: #4, 204(9%)
minecraft.mined.large_fern: #4, 309(9%)
minecraft.used.anvil: #4, 234(6%)
minecraft.picked_up.crimson_button: #3, 5(19%)
minecraft.mined.purple_stained_glass_pane: #3, 30(10%)
minecraft.used.music_disc_cat: #4, 28(11%)
minecraft.dropped.hopper_minecart: #3, 24(12%)
minecraft.used.oxeye_daisy: #3, 5(8%)
minecraft.picked_up.orange_shulker_box: #4, 307(7%)
minecraft.mined.cornflower: #4, 41(8%)
minecraft.used.kelp: #4, 1188(8%)
minecraft.used.orange_shulker_box: #4, 309(7%)
minecraft.mined.blue_ice: #4, 1115(12%)
minecraft.dropped.end_stone_bricks: #4, 55(12%)
minecraft.used.vine: #4, 98(11%)
minecraft.dropped.chipped_anvil: #3, 2(12%)
minecraft.crafted.fermented_spider_eye: #3, 76(4%)
minecraft.dropped.chest: #4, 101(7%)
minecraft.mined.orange_shulker_box: #4, 304(7%)
minecraft.used.sea_pickle: #4, 215(8%)
minecraft.dropped.brown_carpet: #3, 22(11%)
minecraft.crafted.bone_block: #4, 15480(8%)
minecraft.picked_up.red_candle: #4, 60(12%)
minecraft.used.spruce_sign: #5, 237(9%)
minecraft.picked_up.andesite_wall: #4, 259(12%)
minecraft.dropped.stripped_acacia_log: #3, 12(10%)
minecraft.dropped.shield: #4, 8(8%)
minecraft.dropped.spruce_pressure_plate: #3, 8(9%)
minecraft.dropped.granite_slab: #3, 36(12%)
minecraft.dropped.sculk: #3, 270(7%)
minecraft.dropped.pink_petals: #4, 55(17%)
minecraft.mined.bamboo_wall_hanging_sign: #3, 6(27%)
minecraft.crafted.green_wool: #3, 188(9%)
minecraft.used.polished_andesite: #4, 2820(7%)
minecraft.used.blue_concrete_powder: #4, 257(11%)
minecraft.dropped.cactus: #3, 845(4%)
minecraft.dropped.crimson_sign: #3, 3(13%)
minecraft.crafted.stone_brick_slab: #4, 2110(7%)
minecraft.used.acacia_leaves: #3, 49(9%)
minecraft.dropped.mangrove_trapdoor: #3, 4(9%)
minecraft.picked_up.crimson_fence_gate: #3, 9(9%)
minecraft.mined.potted_red_mushroom: #3, 1(25%)
minecraft.dropped.cartography_table: #3, 2(25%)
minecraft.picked_up.copper_ingot: #3, 1612(3%)
minecraft.dropped.spruce_trapdoor: #4, 88(8%)
minecraft.crafted.cracked_deepslate_tiles: #3, 54(12%)
minecraft.used.fishing_rod: #4, 272(9%)
minecraft.dropped.nether_bricks: #4, 156(11%)
minecraft.mined.quartz_bricks: #4, 41(8%)
minecraft.mined.yellow_wool: #4, 273(7%)
minecraft.dropped.dark_oak_sign: #4, 32(9%)
minecraft.mined.peony: #5, 32(11%)
minecraft.picked_up.packed_ice: #4, 15955(6%)
minecraft.dropped.warped_fence: #3, 3(9%)
minecraft.picked_up.cracked_deepslate_tiles: #3, 44(7%)
minecraft.crafted.redstone_block: #5, 4770(10%)
minecraft.dropped.warped_roots: #3, 214(4%)
minecraft.used.respawn_anchor: #3, 19(6%)
minecraft.mined.frosted_ice: #3, 7(7%)
minecraft.picked_up.stone_button: #4, 321(6%)
minecraft.killed.witch: #4, 48892(8%)
minecraft.dropped.loom: #3, 3(9%)
minecraft.picked_up.mossy_stone_brick_wall: #3, 11(7%)
minecraft.dropped.deepslate_lapis_ore: #3, 7(8%)
minecraft.used.quartz_pillar: #4, 811(8%)
minecraft.dropped.rotten_flesh: #5, 19750(8%)
minecraft.dropped.shulker_box: #4, 71(6%)
minecraft.mined.packed_ice: #4, 15777(6%)
minecraft.used.brown_carpet: #3, 449(4%)
minecraft.mined.deepslate_tile_wall: #4, 78(8%)
minecraft.used.quartz_bricks: #4, 250(12%)
minecraft.mined.ancient_debris: #3, 218(2%)
minecraft.mined.mangrove_pressure_plate: #3, 2(10%)
minecraft.picked_up.light_gray_banner: #3, 5(7%)
minecraft.killed.blaze: #3, 424(2%)
minecraft.picked_up.soul_torch: #4, 163(9%)
minecraft.mined.cyan_carpet: #4, 67(9%)
minecraft.crafted.crimson_planks: #4, 6208(6%)
minecraft.mined.purpur_slab: #4, 31(9%)
minecraft.dropped.diamond_horse_armor: #3, 2(6%)
minecraft.mined.light_gray_terracotta: #4, 991(6%)
minecraft.used.shulker_box: #5, 5806(8%)
minecraft.mined.piston_head: #4, 37(8%)
minecraft.used.brewing_stand: #4, 31(6%)
minecraft.used.acacia_wood: #4, 535(10%)
minecraft.crafted.bamboo_hanging_sign: #3, 6(11%)
minecraft.crafted.crimson_door: #4, 12(11%)
minecraft.picked_up.music_disc_cat: #5, 48(10%)
minecraft.crafted.granite_wall: #3, 50(6%)
minecraft.picked_up.shulker_box: #5, 5893(8%)
minecraft.picked_up.ancient_debris: #3, 220(2%)
minecraft.picked_up.spruce_trapdoor: #4, 434(5%)
minecraft.used.diamond_ore: #4, 16(11%)
minecraft.picked_up.diamond_pickaxe: #5, 114(6%)
minecraft.dropped.rail: #4, 362(6%)
minecraft.picked_up.white_wool: #4, 1016(5%)
minecraft.picked_up.purpur_slab: #4, 31(8%)
minecraft.dropped.white_bed: #3, 5(3%)
minecraft.crafted.green_candle: #3, 140(6%)
minecraft.used.gray_wool: #5, 1948(10%)
minecraft.dropped.lightning_rod: #3, 12(7%)
minecraft.mined.copper_ore: #5, 5331(8%)
minecraft.picked_up.crafting_table: #5, 515(6%)
minecraft.mined.pink_glazed_terracotta: #3, 14(12%)
minecraft.dropped.spruce_fence_gate: #3, 6(6%)
minecraft.picked_up.big_dripleaf: #4, 273(6%)
minecraft.picked_up.purple_stained_glass_pane: #4, 48(11%)
minecraft.mined.brown_mushroom: #5, 433(11%)
minecraft.dropped.paper: #3, 1996(2%)
minecraft.crafted.chiseled_nether_bricks: #3, 8(7%)
minecraft.picked_up.soul_soil: #4, 1705(6%)
minecraft.killed.strider: #3, 2(9%)
minecraft.picked_up.light_gray_terracotta: #4, 1003(6%)
minecraft.dropped.oak_fence: #4, 24(9%)
minecraft.dropped.spruce_slab: #4, 155(7%)
minecraft.used.crimson_stem: #4, 2133(6%)
minecraft.picked_up.emerald: #4, 6670(4%)
minecraft.crafted.map: #4, 1532(7%)
minecraft.crafted.stone_bricks: #4, 8940(5%)
minecraft.picked_up.light_blue_shulker_box: #4, 774(4%)
minecraft.used.gray_candle: #3, 7(14%)
minecraft.dropped.purpur_slab: #4, 11(9%)
minecraft.mined.light_blue_shulker_box: #4, 748(4%)
minecraft.picked_up.spruce_sapling: #5, 2038(8%)
minecraft.mined.crimson_fence_gate: #3, 5(6%)
minecraft.picked_up.chain: #5, 411(8%)
minecraft.dropped.leather_helmet: #4, 16(6%)
minecraft.crafted.warped_sign: #5, 207(12%)
minecraft.picked_up.clay: #5, 5119(10%)
minecraft.crafted.cobblestone_slab: #4, 818(5%)
minecraft.used.light_blue_shulker_box: #4, 735(4%)
minecraft.mined.blue_wool: #4, 109(10%)
minecraft.dropped.stone_bricks: #4, 380(6%)
minecraft.mined.cyan_glazed_terracotta: #3, 1(9%)
minecraft.used.dark_oak_sign: #5, 175(9%)
minecraft.mined.dirt: #5, 59768(6%)
minecraft.dropped.pink_carpet: #3, 2(11%)
minecraft.crafted.rail: #5, 3376(9%)
minecraft.crafted.cyan_concrete: #3, 128(8%)
minecraft.custom.raid_trigger: #4, 14140(10%)
minecraft.dropped.magenta_wool: #3, 130(5%)
minecraft.picked_up.stone: #5, 211526(7%)
minecraft.crafted.blue_shulker_box: #4, 6(7%)
minecraft.used.redstone_lamp: #4, 206(5%)
minecraft.dropped.warped_slab: #3, 13(3%)
minecraft.used.white_bed: #5, 246(8%)
minecraft.dropped.polished_blackstone_pressure_plate: #3, 7(10%)
minecraft.mined.warped_hyphae: #3, 49(2%)
minecraft.used.warped_door: #4, 11(9%)
minecraft.dropped.light_blue_stained_glass: #4, 32(18%)
minecraft.crafted.purple_carpet: #3, 156(2%)
minecraft.crafted.firework_rocket: #4, 58060(5%)
minecraft.mined.glow_lichen: #4, 1405(5%)
minecraft.dropped.soul_soil: #4, 248(7%)
minecraft.used.raw_copper_block: #4, 136(8%)
minecraft.picked_up.spruce_planks: #5, 2408(7%)
minecraft.mined.light_gray_stained_glass_pane: #4, 24(7%)
minecraft.picked_up.writable_book: #5, 25(8%)
minecraft.picked_up.totem_of_undying: #5, 151(7%)
minecraft.picked_up.red_bed: #5, 156(10%)
minecraft.mined.netherite_block: #3, 8(2%)
minecraft.dropped.water_bucket: #4, 19(4%)
minecraft.crafted.cut_copper_stairs: #4, 64(8%)
minecraft.crafted.light_gray_glazed_terracotta: #3, 74(3%)
minecraft.dropped.cut_copper: #3, 4(6%)
minecraft.used.brown_wool: #4, 495(9%)
minecraft.picked_up.gray_dye: #4, 128(11%)
minecraft.custom.interact_with_smithing_table: #5, 110(7%)
minecraft.picked_up.bucket: #5, 142(8%)
minecraft.mined.brown_shulker_box: #5, 309(10%)
minecraft.picked_up.brown_shulker_box: #5, 311(10%)
minecraft.crafted.warped_trapdoor: #5, 490(10%)
minecraft.crafted.polished_deepslate_slab: #4, 1034(6%)
minecraft.crafted.iron_door: #4, 30(5%)
minecraft.crafted.yellow_candle: #3, 61(2%)
minecraft.dropped.flint: #4, 420(4%)
minecraft.crafted.bone_meal: #5, 235374(7%)
minecraft.picked_up.netherite_block: #3, 8(2%)
minecraft.picked_up.blue_banner: #3, 1(3%)
minecraft.crafted.purple_candle: #3, 54(3%)
minecraft.used.oak_pressure_plate: #4, 6(7%)
minecraft.dropped.cyan_carpet: #3, 6(3%)
minecraft.crafted.slime_ball: #4, 1656(5%)
minecraft.dropped.golden_chestplate: #4, 20(5%)
minecraft.crafted.spruce_slab: #5, 5052(7%)
minecraft.picked_up.blue_stained_glass: #4, 69(8%)
minecraft.mined.red_bed: #5, 140(9%)
minecraft.picked_up.white_banner: #5, 408(8%)
minecraft.picked_up.nether_gold_ore: #4, 207(5%)
minecraft.used.yellow_wool: #5, 1109(9%)
minecraft.picked_up.yellow_banner: #4, 13(15%)
minecraft.dropped.white_shulker_box: #4, 3(10%)
minecraft.mined.iron_ore: #5, 3638(6%)
minecraft.dropped.mossy_stone_brick_stairs: #3, 1(1%)
minecraft.mined.redstone_block: #4, 651(4%)
minecraft.killed.spider: #5, 180(6%)
minecraft.dropped.cyan_stained_glass_pane: #3, 1(1%)
minecraft.dropped.netherite_helmet: #4, 3(7%)
minecraft.picked_up.brown_bed: #3, 1(1%)
minecraft.killed.vindicator: #4, 155673(7%)
minecraft.used.brown_shulker_box: #5, 309(9%)
minecraft.dropped.totem_of_undying: #4, 47(4%)
minecraft.dropped.yellow_terracotta: #4, 38(7%)
minecraft.used.piston: #5, 1232(8%)
minecraft.mined.blue_stained_glass: #4, 31(11%)
minecraft.used.hay_block: #4, 50(5%)
minecraft.picked_up.magenta_candle: #3, 1(0%)
minecraft.dropped.slime_block: #4, 194(6%)
minecraft.crafted.orange_candle: #3, 10(0%)
minecraft.dropped.exposed_copper: #3, 1(1%)
minecraft.crafted.deepslate_tile_stairs: #4, 99(5%)
minecraft.crafted.dark_oak_sign: #5, 165(9%)
minecraft.picked_up.black_concrete_powder: #5, 4494(9%)
minecraft.picked_up.cyan_glazed_terracotta: #3, 1(0%)
minecraft.crafted.light_blue_candle: #3, 3(0%)
minecraft.crafted.fire_charge: #3, 3(0%)
minecraft.crafted.polished_andesite_stairs: #4, 109(6%)
minecraft.used.candle: #4, 89(5%)
minecraft.dropped.red_wool: #4, 279(9%)
minecraft.dropped.glass: #5, 1911(9%)
minecraft.dropped.white_wool: #4, 223(4%)
minecraft.crafted.black_dye: #5, 8209(7%)
minecraft.dropped.golden_leggings: #4, 20(5%)
minecraft.dropped.oak_slab: #5, 41(10%)
minecraft.crafted.arrow: #4, 736(7%)
minecraft.crafted.tnt: #5, 10811(8%)
minecraft.picked_up.quartz_slab: #5, 310(9%)
minecraft.custom.jump: #6, 508290(5%)
minecraft.used.red_bed: #5, 147(8%)
minecraft.used.blue_ice: #4, 975(6%)
minecraft.picked_up.coarse_dirt: #5, 1374(7%)
minecraft.dropped.pufferfish: #4, 7(9%)
minecraft.broken.iron_leggings: #4, 1(12%)
minecraft.dropped.ghast_tear: #4, 6(7%)
minecraft.dropped.warped_sign: #4, 13(10%)
minecraft.mined.iron_bars: #5, 214(8%)
minecraft.picked_up.snow: #5, 3477(6%)
minecraft.crafted.dispenser: #5, 526(8%)
minecraft.picked_up.quartz_pillar: #5, 269(8%)
minecraft.dropped.stone_brick_wall: #4, 38(8%)
minecraft.picked_up.cookie: #5, 116(7%)
minecraft.crafted.cyan_terracotta: #5, 4732(7%)
minecraft.mined.cauldron: #4, 15(4%)
minecraft.mined.orange_stained_glass: #4, 71(5%)
minecraft.used.blue_dye: #4, 4(7%)
minecraft.crafted.deepslate: #4, 192(9%)
minecraft.mined.white_wool: #5, 475(7%)
minecraft.crafted.polished_blackstone_wall: #4, 59(7%)
minecraft.mined.oak_sapling: #4, 39(3%)
minecraft.picked_up.firework_rocket: #4, 11538(2%)
minecraft.custom.open_shulker_box: #6, 66256(6%)
minecraft.dropped.purpur_pillar: #4, 12(6%)
minecraft.dropped.amethyst_block: #4, 67(5%)
minecraft.killed_by.stray: #4, 1(8%)
minecraft.crafted.granite_slab: #4, 114(4%)
minecraft.picked_up.sponge: #4, 528(4%)
minecraft.mined.redstone_lamp: #5, 67(8%)
minecraft.used.obsidian: #5, 2709(6%)
minecraft.picked_up.paper: #4, 2511(2%)
minecraft.dropped.glowstone: #4, 128(6%)
minecraft.broken.flint_and_steel: #4, 9(5%)
minecraft.killed.evoker: #4, 30312(6%)
minecraft.mined.sponge: #4, 463(4%)
minecraft.crafted.cyan_wool: #4, 188(7%)
minecraft.used.rail: #5, 4360(6%)
minecraft.used.ancient_debris: #4, 14(5%)
minecraft.used.white_wool: #5, 2042(6%)
minecraft.dropped.grass_block: #5, 1818(6%)
minecraft.dropped.moss_carpet: #4, 440(3%)
minecraft.mined.warped_fungus: #5, 123(7%)
minecraft.picked_up.cracked_stone_bricks: #4, 207(4%)
minecraft.used.red_nether_bricks: #4, 95(10%)
minecraft.crafted.slime_block: #4, 2197(4%)
minecraft.dropped.acacia_sapling: #5, 46(10%)
minecraft.used.medium_amethyst_bud: #4, 34(4%)
minecraft.used.water_bucket: #5, 4243(5%)
minecraft.dropped.chainmail_chestplate: #4, 5(5%)
minecraft.used.wet_sponge: #4, 456(5%)
minecraft.used.oak_door: #5, 13(8%)
minecraft.used.mossy_stone_bricks: #5, 324(8%)
minecraft.picked_up.black_concrete: #5, 3545(7%)
minecraft.dropped.polished_andesite: #4, 142(4%)
minecraft.used.bookshelf: #5, 1218(6%)
minecraft.crafted.ladder: #5, 630(5%)
minecraft.dropped.black_terracotta: #4, 98(7%)
minecraft.mined.grindstone: #5, 33(7%)
minecraft.mined.skeleton_skull: #4, 4(10%)
minecraft.used.snow: #6, 7111(10%)
minecraft.used.tnt: #4, 1902(3%)
minecraft.used.poppy: #5, 38(6%)
minecraft.used.stone_slab: #5, 4869(6%)
minecraft.dropped.sponge: #4, 32(9%)
minecraft.crafted.sugar: #4, 910(3%)
minecraft.used.glow_ink_sac: #5, 210(6%)
minecraft.mined.dark_oak_wall_sign: #5, 33(7%)
minecraft.dropped.golden_helmet: #4, 14(3%)
minecraft.dropped.cocoa_beans: #4, 18(4%)
minecraft.crafted.paper: #5, 31408(5%)
minecraft.used.purple_stained_glass_pane: #4, 218(5%)
minecraft.crafted.mossy_stone_brick_stairs: #4, 18(7%)
minecraft.crafted.diorite_wall: #5, 210(11%)
minecraft.used.glow_lichen: #5, 2458(6%)
minecraft.picked_up.light_gray_dye: #5, 197(11%)
minecraft.crafted.spruce_boat: #5, 22(7%)
minecraft.picked_up.polished_granite: #5, 419(7%)
minecraft.dropped.crossbow: #5, 157(8%)
minecraft.used.red_mushroom: #4, 193(3%)
minecraft.picked_up.iron_axe: #5, 59(7%)
minecraft.dropped.rooted_dirt: #5, 60(11%)
minecraft.crafted.blue_ice: #4, 396(3%)
minecraft.crafted.redstone_lamp: #5, 352(6%)
minecraft.picked_up.crimson_pressure_plate: #4, 1(12%)
minecraft.mined.crimson_pressure_plate: #4, 1(12%)
minecraft.dropped.gray_terracotta: #4, 62(6%)
minecraft.picked_up.obsidian: #5, 2519(5%)
minecraft.picked_up.brown_mushroom: #5, 594(6%)
minecraft.broken.iron_shovel: #5, 17(6%)
minecraft.picked_up.gray_carpet: #4, 641(2%)
minecraft.used.written_book: #5, 1618(5%)
minecraft.mined.granite_wall: #4, 11(5%)
minecraft.custom.aviate_one_cm: #6, 1254798207(5%)
minecraft.crafted.polished_deepslate: #5, 5393(6%)
minecraft.dropped.stripped_spruce_log: #4, 11(5%)
minecraft.dropped.music_disc_far: #4, 2(7%)
minecraft.used.yellow_candle: #4, 49(4%)
minecraft.mined.fire: #6, 1631(7%)
minecraft.killed.iron_golem: #4, 8(3%)
minecraft.dropped.red_banner: #4, 4(6%)
minecraft.dropped.cobbled_deepslate: #5, 2100(5%)
minecraft.mined.small_amethyst_bud: #4, 147(2%)
minecraft.dropped.cyan_concrete_powder: #4, 36(8%)
minecraft.mined.potted_dandelion: #4, 1(10%)
minecraft.dropped.music_disc_stal: #4, 2(10%)
minecraft.used.magenta_stained_glass: #4, 240(3%)
minecraft.picked_up.cobbled_deepslate_slab: #5, 634(5%)
minecraft.crafted.red_bed: #4, 7(3%)
minecraft.used.spruce_sapling: #5, 1007(5%)
minecraft.used.purple_banner: #4, 1(6%)
minecraft.used.pink_candle: #4, 5(7%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #4, 730(2%)
minecraft.crafted.cyan_carpet: #5, 207(7%)
minecraft.crafted.acacia_wood: #5, 594(8%)
minecraft.picked_up.sugar: #5, 708(8%)
minecraft.picked_up.acacia_sapling: #5, 530(6%)
minecraft.picked_up.yellow_carpet: #4, 496(2%)
minecraft.dropped.music_disc_chirp: #4, 3(6%)
minecraft.picked_up.golden_chestplate: #5, 20(5%)
minecraft.crafted.mossy_cobblestone_stairs: #5, 38(10%)
minecraft.picked_up.crimson_planks: #5, 236(5%)
minecraft.crafted.bamboo_door: #4, 3(6%)
minecraft.picked_up.golden_leggings: #5, 17(5%)
minecraft.used.stone: #6, 63275(7%)
minecraft.picked_up.redstone_block: #5, 993(5%)
minecraft.crafted.pink_glazed_terracotta: #4, 68(4%)
minecraft.crafted.honey_block: #4, 834(2%)
minecraft.used.cobblestone_slab: #5, 838(5%)
minecraft.mined.purpur_block: #5, 283(6%)
minecraft.picked_up.carved_pumpkin: #5, 814(3%)
minecraft.crafted.golden_pickaxe: #4, 1(4%)
minecraft.picked_up.chiseled_stone_bricks: #5, 557(5%)
minecraft.used.lava_bucket: #5, 511(5%)
minecraft.picked_up.brick: #5, 273(7%)
minecraft.crafted.stone_stairs: #5, 633(6%)
minecraft.used.stone_bricks: #5, 6642(5%)
minecraft.dropped.spore_blossom: #4, 1(3%)
minecraft.picked_up.warped_fungus_on_a_stick: #4, 1(3%)
minecraft.mined.coal_ore: #6, 8471(7%)
minecraft.killed.goat: #4, 1(4%)
minecraft.used.redstone_block: #5, 1060(5%)
minecraft.used.crimson_roots: #4, 18(2%)
minecraft.used.nether_sprouts: #4, 7(4%)
minecraft.dropped.cut_copper_slab: #4, 1(4%)
minecraft.crafted.stone_button: #5, 1270(4%)
minecraft.used.crimson_nylium: #4, 141(1%)
minecraft.mined.pink_bed: #4, 13(2%)
minecraft.mined.oak_planks: #5, 589(4%)
minecraft.crafted.bell: #4, 6(2%)
minecraft.used.turtle_egg: #4, 21(2%)
minecraft.picked_up.kelp: #5, 4758(5%)
minecraft.used.purple_carpet: #4, 143(2%)
minecraft.broken.fishing_rod: #5, 4(10%)
minecraft.used.bamboo_door: #4, 1(4%)
minecraft.mined.purple_candle: #4, 1(4%)
minecraft.picked_up.podzol: #5, 957(4%)
minecraft.used.pink_glazed_terracotta: #4, 77(3%)
minecraft.dropped.black_wool: #4, 152(1%)
minecraft.mined.acacia_log: #6, 2099(8%)
minecraft.picked_up.glow_item_frame: #5, 83(5%)
minecraft.mined.light_gray_wool: #5, 139(6%)
minecraft.dropped.warped_planks: #5, 65(8%)
