stat, rank, value, (percentage) 
minecraft.crafted.iron_chestplate: #10, 5(1%)
minecraft.picked_up.wooden_axe: #10, 2(1%)
minecraft.picked_up.light_blue_wool: #10, 83(1%)
minecraft.crafted.golden_leggings: #10, 1(2%)
minecraft.crafted.jukebox: #10, 4(1%)
minecraft.dropped.packed_ice: #10, 70(1%)
minecraft.mined.bubble_coral_wall_fan: #10, 22(1%)
minecraft.crafted.quartz_stairs: #10, 12(1%)
minecraft.mined.brain_coral_wall_fan: #10, 18(1%)
minecraft.dropped.snowball: #10, 142(1%)
minecraft.used.orange_dye: #10, 3(1%)
minecraft.killed.rabbit: #10, 2(1%)
minecraft.mined.bubble_coral: #10, 4(1%)
minecraft.used.jungle_wood: #10, 18(1%)
minecraft.dropped.purpur_block: #10, 6(1%)
minecraft.mined.tube_coral: #10, 5(1%)
minecraft.crafted.dark_oak_boat: #10, 3(1%)
minecraft.mined.fire_coral_wall_fan: #10, 17(1%)
minecraft.used.music_disc_blocks: #10, 1(1%)
minecraft.dropped.chainmail_chestplate: #10, 1(1%)
minecraft.used.end_stone_bricks: #10, 20(1%)
minecraft.crafted.leather_boots: #10, 9(1%)
minecraft.picked_up.gray_concrete_powder: #10, 95(1%)
minecraft.used.crimson_door: #10, 1(1%)
minecraft.picked_up.tube_coral_fan: #10, 15(1%)
minecraft.killed.chicken: #10, 96(0%)
minecraft.used.black_stained_glass: #10, 721(1%)
minecraft.picked_up.fire_coral: #10, 3(1%)
minecraft.crafted.magenta_terracotta: #10, 96(1%)
minecraft.picked_up.melon: #10, 7(1%)
minecraft.crafted.jungle_wood: #10, 18(1%)
minecraft.dropped.dripstone_block: #10, 12(0%)
minecraft.used.hanging_roots: #10, 4(1%)
minecraft.picked_up.cyan_bed: #10, 4(1%)
minecraft.mined.pink_wool: #10, 9(1%)
minecraft.used.oxidized_cut_copper_slab: #10, 44(0%)
minecraft.mined.cyan_bed: #10, 3(0%)
minecraft.dropped.allium: #10, 1(1%)
minecraft.dropped.twisting_vines: #10, 1(1%)
minecraft.used.crimson_fungus: #10, 12(0%)
minecraft.mined.hanging_roots: #10, 7(0%)
minecraft.used.pink_bed: #10, 1(0%)
minecraft.crafted.green_banner: #10, 1(0%)
minecraft.used.nether_gold_ore: #10, 1(0%)
minecraft.picked_up.gold_nugget: #10, 956(0%)
minecraft.killed.pillager: #10, 84(0%)
minecraft.picked_up.oak_fence: #11, 77(3%)
minecraft.custom.play_time: #12, 65006348(3%)
minecraft.custom.total_world_time: #12, 65006348(3%)
minecraft.used.glow_ink_sac: #11, 128(3%)
minecraft.killed.player: #11, 56(3%)
minecraft.mined.fire: #11, 607(3%)
minecraft.picked_up.leather: #11, 525(2%)
minecraft.used.enchanting_table: #11, 3(3%)
minecraft.crafted.light_blue_terracotta: #11, 704(3%)
minecraft.dropped.iron_shovel: #11, 3(2%)
minecraft.picked_up.crimson_planks: #11, 112(2%)
minecraft.mined.smooth_stone_slab: #11, 71(2%)
minecraft.picked_up.dropper: #11, 92(2%)
minecraft.mined.clay: #11, 2507(2%)
minecraft.picked_up.yellow_wool: #11, 171(2%)
minecraft.picked_up.armor_stand: #11, 43(2%)
minecraft.crafted.coal: #11, 1179(2%)
minecraft.picked_up.gray_stained_glass: #11, 43(3%)
minecraft.crafted.minecart: #11, 113(2%)
minecraft.used.white_concrete: #11, 1124(2%)
minecraft.used.dropper: #11, 139(1%)
minecraft.used.diamond_boots: #11, 3(2%)
minecraft.crafted.yellow_concrete_powder: #11, 392(2%)
minecraft.picked_up.leather_chestplate: #11, 9(1%)
minecraft.crafted.glass_pane: #11, 352(1%)
minecraft.dropped.snow: #11, 144(1%)
minecraft.used.birch_stairs: #11, 35(2%)
minecraft.used.sea_pickle: #11, 35(1%)
minecraft.used.birch_sapling: #11, 229(1%)
minecraft.used.rose_bush: #11, 15(1%)
minecraft.mined.soul_lantern: #11, 8(2%)
minecraft.mined.yellow_wool: #11, 42(1%)
minecraft.crafted.warped_door: #11, 3(2%)
minecraft.crafted.magenta_shulker_box: #11, 1(1%)
minecraft.dropped.golden_leggings: #11, 5(1%)
minecraft.mined.red_mushroom: #11, 19(1%)
minecraft.used.gold_block: #11, 72(1%)
minecraft.used.fern: #11, 26(1%)
minecraft.dropped.magma_block: #11, 11(1%)
minecraft.picked_up.birch_slab: #11, 23(1%)
minecraft.picked_up.leather_boots: #11, 12(1%)
minecraft.crafted.birch_fence_gate: #11, 13(1%)
minecraft.mined.oxidized_cut_copper: #11, 5(1%)
minecraft.picked_up.feather: #11, 256(1%)
minecraft.used.dark_oak_boat: #11, 5(1%)
minecraft.picked_up.sculk_catalyst: #11, 11(1%)
minecraft.used.axolotl_bucket: #11, 5(1%)
minecraft.picked_up.pufferfish: #11, 4(1%)
minecraft.crafted.lime_dye: #11, 288(1%)
minecraft.used.beehive: #11, 24(1%)
minecraft.picked_up.oxidized_cut_copper: #11, 5(1%)
minecraft.picked_up.quartz_bricks: #11, 4(1%)
minecraft.mined.beehive: #11, 8(1%)
minecraft.mined.chorus_plant: #11, 4(1%)
minecraft.mined.oak_fence: #12, 77(4%)
minecraft.used.cyan_bed: #11, 5(1%)
minecraft.mined.fire_coral_fan: #11, 3(1%)
minecraft.mined.tube_coral_wall_fan: #11, 13(1%)
minecraft.crafted.black_stained_glass: #11, 816(1%)
minecraft.mined.horn_coral: #11, 2(1%)
minecraft.mined.red_bed: #11, 6(0%)
minecraft.used.quartz_block: #11, 160(0%)
minecraft.picked_up.ender_eye: #11, 1(1%)
minecraft.crafted.gold_ingot: #11, 2526(0%)
minecraft.picked_up.melon_slice: #11, 66(0%)
minecraft.used.lime_wool: #11, 24(0%)
minecraft.picked_up.nether_star: #11, 2(0%)
minecraft.picked_up.chiseled_sandstone: #11, 1(1%)
minecraft.mined.tube_coral_fan: #11, 2(0%)
minecraft.dropped.soul_sand: #11, 49(0%)
minecraft.picked_up.orange_tulip: #11, 9(0%)
minecraft.crafted.nether_brick: #11, 80(0%)
minecraft.used.birch_button: #11, 3(0%)
minecraft.used.gray_stained_glass: #11, 80(0%)
minecraft.crafted.respawn_anchor: #11, 1(0%)
minecraft.used.brown_wool: #11, 11(0%)
minecraft.picked_up.green_concrete_powder: #11, 25(0%)
minecraft.dropped.map: #11, 1(0%)
minecraft.mined.stripped_warped_hyphae: #11, 4(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #11, 35(0%)
minecraft.mined.cut_copper_slab: #11, 1(0%)
minecraft.used.cracked_polished_blackstone_bricks: #11, 9(0%)
minecraft.picked_up.pink_bed: #11, 1(0%)
minecraft.dropped.dried_kelp: #11, 4(0%)
minecraft.used.pointed_dripstone: #11, 39(0%)
minecraft.dropped.polished_granite: #11, 1(0%)
minecraft.dropped.light_gray_wool: #11, 2(0%)
minecraft.dropped.brown_wool: #11, 1(0%)
minecraft.picked_up.stone_slab: #12, 708(3%)
minecraft.used.iron_axe: #12, 1024(3%)
minecraft.crafted.oak_fence: #12, 168(3%)
minecraft.picked_up.shield: #12, 8(3%)
minecraft.custom.interact_with_stonecutter: #12, 297(3%)
minecraft.mined.kelp: #12, 177(3%)
minecraft.picked_up.diamond_helmet: #12, 11(2%)
minecraft.mined.dispenser: #12, 49(3%)
minecraft.mined.flower_pot: #12, 6(3%)
minecraft.mined.oak_wall_sign: #12, 20(2%)
minecraft.custom.enchant_item: #12, 43(2%)
minecraft.picked_up.rotten_flesh: #12, 1319(1%)
minecraft.crafted.oak_slab: #12, 498(2%)
minecraft.picked_up.birch_fence: #12, 55(2%)
minecraft.picked_up.egg: #12, 505(1%)
minecraft.mined.jungle_log: #12, 878(2%)
minecraft.mined.smooth_quartz_stairs: #12, 21(2%)
minecraft.picked_up.smooth_stone_slab: #12, 76(2%)
minecraft.picked_up.cod: #12, 74(2%)
minecraft.mined.white_concrete: #12, 1310(2%)
minecraft.mined.weeping_vines_plant: #12, 16(2%)
minecraft.used.smooth_stone_slab: #12, 360(1%)
minecraft.picked_up.dark_oak_door: #12, 6(2%)
minecraft.mined.lime_concrete_powder: #12, 4(2%)
minecraft.mined.pointed_dripstone: #12, 48(2%)
minecraft.picked_up.wooden_sword: #12, 15(1%)
minecraft.picked_up.jungle_log: #12, 894(2%)
minecraft.used.torch: #13, 7625(4%)
minecraft.mined.gold_block: #12, 79(1%)
minecraft.crafted.painting: #12, 9(1%)
minecraft.used.spruce_leaves: #12, 564(1%)
minecraft.used.sea_lantern: #12, 121(1%)
minecraft.crafted.yellow_shulker_box: #12, 4(2%)
minecraft.mined.purpur_block: #12, 71(2%)
minecraft.picked_up.purpur_block: #12, 66(1%)
minecraft.picked_up.andesite_stairs: #12, 12(2%)
minecraft.dropped.oak_door: #12, 1(2%)
minecraft.dropped.birch_leaves: #12, 43(2%)
minecraft.used.crimson_planks: #12, 114(1%)
minecraft.mined.cut_copper: #12, 8(1%)
minecraft.used.brown_concrete_powder: #12, 41(1%)
minecraft.picked_up.milk_bucket: #12, 1(1%)
minecraft.mined.diamond_block: #12, 29(1%)
minecraft.mined.infested_deepslate: #12, 4(1%)
minecraft.mined.dripstone_block: #12, 106(1%)
minecraft.mined.oak_door: #12, 1(1%)
minecraft.crafted.warped_button: #12, 11(1%)
minecraft.dropped.beef: #12, 12(1%)
minecraft.crafted.smoker: #12, 2(1%)
minecraft.mined.cut_copper_stairs: #12, 5(1%)
minecraft.crafted.firework_rocket: #12, 7125(1%)
minecraft.crafted.red_stained_glass_pane: #12, 32(1%)
minecraft.crafted.golden_boots: #12, 1(1%)
minecraft.custom.mob_kills: #12, 45475(0%)
minecraft.custom.boat_one_cm: #13, 11670861(3%)
minecraft.picked_up.crying_obsidian: #12, 35(0%)
minecraft.mined.nether_sprouts: #12, 19(0%)
minecraft.picked_up.horn_coral: #12, 2(1%)
minecraft.crafted.light_blue_stained_glass_pane: #12, 16(1%)
minecraft.mined.chiseled_sandstone: #12, 1(1%)
minecraft.used.red_bed: #12, 7(0%)
minecraft.picked_up.red_bed: #12, 6(0%)
minecraft.used.light_blue_wool: #12, 41(0%)
minecraft.dropped.dark_oak_trapdoor: #12, 5(0%)
minecraft.crafted.wooden_sword: #12, 7(0%)
minecraft.dropped.purpur_pillar: #12, 1(0%)
minecraft.mined.green_bed: #12, 3(0%)
minecraft.used.wither_skeleton_skull: #12, 6(0%)
minecraft.used.beetroot_seeds: #12, 9(0%)
minecraft.mined.red_wall_banner: #12, 1(0%)
minecraft.used.magenta_wool: #12, 16(0%)
minecraft.mined.magenta_concrete: #12, 4(0%)
minecraft.crafted.wooden_shovel: #12, 7(0%)
minecraft.used.red_sand: #12, 4(0%)
minecraft.mined.magenta_glazed_terracotta: #12, 2(0%)
minecraft.picked_up.magenta_concrete: #12, 4(0%)
minecraft.crafted.smooth_quartz_stairs: #12, 8(0%)
minecraft.used.purple_concrete_powder: #12, 15(0%)
minecraft.dropped.gold_nugget: #12, 61(0%)
minecraft.used.pink_wool: #12, 15(0%)
minecraft.picked_up.magenta_glazed_terracotta: #12, 2(0%)
minecraft.picked_up.cut_copper_slab: #12, 1(0%)
minecraft.picked_up.stripped_warped_hyphae: #12, 3(0%)
minecraft.mined.beetroots: #12, 2(0%)
minecraft.used.stripped_warped_hyphae: #12, 2(0%)
minecraft.used.activator_rail: #12, 2(0%)
minecraft.picked_up.beetroot: #12, 2(0%)
minecraft.crafted.daylight_detector: #12, 1(0%)
minecraft.crafted.red_nether_bricks: #12, 2(0%)
minecraft.crafted.nether_bricks: #12, 18(0%)
minecraft.crafted.red_sandstone: #12, 3(0%)
minecraft.used.melon: #12, 2(0%)
minecraft.picked_up.dragon_egg: #12, 1(0%)
minecraft.dropped.black_wool: #12, 1(0%)
minecraft.used.netherite_hoe: #12, 12(0%)
minecraft.picked_up.lapis_ore: #13, 67(3%)
minecraft.crafted.diamond_block: #13, 152(3%)
minecraft.crafted.oak_planks: #13, 4928(2%)
minecraft.used.oak_sign: #13, 76(2%)
minecraft.used.deepslate_gold_ore: #13, 128(3%)
minecraft.mined.netherrack: #13, 35157(2%)
minecraft.used.iron_leggings: #13, 2(2%)
minecraft.crafted.redstone_block: #13, 886(2%)
minecraft.picked_up.iron_ingot: #13, 837(1%)
minecraft.used.stone_brick_stairs: #13, 174(2%)
minecraft.crafted.iron_trapdoor: #13, 115(2%)
minecraft.mined.brown_shulker_box: #13, 60(2%)
minecraft.picked_up.brown_shulker_box: #13, 60(2%)
minecraft.picked_up.oak_door: #13, 3(2%)
minecraft.mined.campfire: #13, 16(2%)
minecraft.used.brown_shulker_box: #13, 60(2%)
minecraft.picked_up.music_disc_13: #13, 9(2%)
minecraft.custom.interact_with_crafting_table: #14, 3064(3%)
minecraft.picked_up.podzol: #13, 281(1%)
minecraft.picked_up.chainmail_boots: #13, 2(1%)
minecraft.custom.damage_dealt: #13, 616993(1%)
minecraft.picked_up.smooth_quartz_stairs: #13, 21(1%)
minecraft.crafted.torch: #14, 6864(4%)
minecraft.used.glass_pane: #13, 80(1%)
minecraft.used.white_dye: #13, 20(1%)
minecraft.picked_up.painting: #13, 18(1%)
minecraft.picked_up.grass: #13, 147(1%)
minecraft.mined.stone_pressure_plate: #13, 4(1%)
minecraft.used.dark_oak_trapdoor: #13, 157(1%)
minecraft.used.painting: #13, 21(1%)
minecraft.picked_up.pink_petals: #13, 99(1%)
minecraft.used.spyglass: #13, 63(1%)
minecraft.mined.pumpkin: #13, 80(1%)
minecraft.used.smooth_stone: #13, 229(1%)
minecraft.used.stone_sword: #13, 43(1%)
minecraft.used.cartography_table: #13, 3(1%)
minecraft.picked_up.cut_copper: #13, 8(1%)
minecraft.dropped.wheat: #13, 27(1%)
minecraft.picked_up.iron_chestplate: #13, 5(1%)
minecraft.used.crimson_stem: #13, 290(1%)
minecraft.mined.warped_wart_block: #13, 444(1%)
minecraft.crafted.light_blue_dye: #13, 134(1%)
minecraft.picked_up.warped_wart_block: #13, 436(1%)
minecraft.mined.spruce_fence_gate: #13, 8(1%)
minecraft.used.orange_wool: #13, 108(1%)
minecraft.picked_up.cobblestone_wall: #13, 23(1%)
minecraft.crafted.bread: #13, 280(1%)
minecraft.picked_up.gunpowder: #13, 620(0%)
minecraft.mined.warped_roots: #13, 39(1%)
minecraft.crafted.green_shulker_box: #13, 2(1%)
minecraft.picked_up.jungle_sapling: #13, 27(1%)
minecraft.killed.snow_golem: #13, 1(1%)
minecraft.crafted.cut_copper_slab: #13, 8(1%)
minecraft.crafted.blast_furnace: #13, 6(1%)
minecraft.picked_up.melon_seeds: #13, 3(1%)
minecraft.mined.crimson_roots: #13, 51(1%)
minecraft.used.spruce_pressure_plate: #13, 3(1%)
minecraft.mined.ancient_debris: #13, 46(1%)
minecraft.dropped.jungle_planks: #13, 6(1%)
minecraft.used.diamond_chestplate: #13, 1(1%)
minecraft.picked_up.light_gray_wool: #13, 62(0%)
minecraft.mined.cartography_table: #13, 1(1%)
minecraft.dropped.rotten_flesh: #13, 861(0%)
minecraft.mined.warped_wall_sign: #13, 2(1%)
minecraft.picked_up.ancient_debris: #13, 46(0%)
minecraft.crafted.pink_shulker_box: #13, 1(1%)
minecraft.picked_up.chicken: #13, 163(0%)
minecraft.crafted.green_concrete_powder: #13, 264(1%)
minecraft.mined.white_stained_glass: #13, 39(1%)
minecraft.custom.aviate_one_cm: #14, 562299202(2%)
minecraft.crafted.white_banner: #13, 8(1%)
minecraft.dropped.cooked_chicken: #13, 2(0%)
minecraft.mined.mangrove_propagule: #13, 9(0%)
minecraft.dropped.hopper: #13, 4(0%)
minecraft.dropped.iron_chestplate: #13, 2(0%)
minecraft.dropped.white_wool: #13, 16(0%)
minecraft.used.cut_copper: #13, 17(0%)
minecraft.picked_up.light_gray_concrete_powder: #13, 61(0%)
minecraft.picked_up.green_bed: #13, 3(0%)
minecraft.picked_up.wither_skeleton_skull: #13, 9(0%)
minecraft.crafted.red_bed: #13, 1(0%)
minecraft.mined.red_sand: #13, 111(0%)
minecraft.picked_up.hanging_roots: #13, 7(0%)
minecraft.crafted.chiseled_polished_blackstone: #13, 1(0%)
minecraft.mined.sculk: #13, 119(0%)
minecraft.used.light_gray_wool: #13, 59(0%)
minecraft.crafted.blue_stained_glass: #13, 8(0%)
minecraft.dropped.stone_brick_stairs: #13, 1(0%)
minecraft.used.daylight_detector: #13, 1(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #13, 34(0%)
minecraft.used.quartz_bricks: #13, 2(0%)
minecraft.picked_up.coal: #14, 5145(3%)
minecraft.crafted.dried_kelp_block: #13, 2(0%)
minecraft.used.cut_copper_slab: #13, 1(0%)
minecraft.picked_up.lead: #14, 114(3%)
minecraft.picked_up.diamond_pickaxe: #14, 42(2%)
minecraft.picked_up.arrow: #14, 2153(2%)
minecraft.picked_up.pointed_dripstone: #14, 506(3%)
minecraft.crafted.barrel: #14, 209(3%)
minecraft.picked_up.iron_helmet: #14, 5(3%)
minecraft.used.writable_book: #14, 132(2%)
minecraft.used.oak_door: #14, 5(3%)
minecraft.dropped.birch_log: #14, 73(3%)
minecraft.picked_up.diamond_block: #14, 92(2%)
minecraft.killed.sheep: #14, 21(2%)
minecraft.dropped.diamond_leggings: #14, 4(2%)
minecraft.crafted.smooth_stone: #14, 287(2%)
minecraft.mined.dark_oak_trapdoor: #14, 41(2%)
minecraft.mined.kelp_plant: #14, 267(2%)
minecraft.dropped.cobblestone: #14, 1150(1%)
minecraft.picked_up.stone_pickaxe: #14, 3(2%)
minecraft.dropped.diamond: #14, 122(1%)
minecraft.picked_up.oak_sign: #14, 36(1%)
minecraft.used.glow_berries: #14, 66(2%)
minecraft.picked_up.gold_ore: #14, 30(2%)
minecraft.crafted.copper_ingot: #14, 1322(2%)
minecraft.crafted.wooden_pickaxe: #14, 1(2%)
minecraft.picked_up.mutton: #14, 33(2%)
minecraft.mined.cobweb: #14, 90(2%)
minecraft.used.damaged_anvil: #14, 3(2%)
minecraft.picked_up.deepslate_redstone_ore: #14, 222(1%)
minecraft.mined.nether_gold_ore: #14, 132(1%)
minecraft.dropped.sand: #14, 464(1%)
minecraft.dropped.oak_planks: #14, 40(1%)
minecraft.used.end_rod: #14, 80(1%)
minecraft.killed.magma_cube: #14, 148(1%)
minecraft.picked_up.white_dye: #14, 59(1%)
minecraft.picked_up.weeping_vines: #14, 49(1%)
minecraft.used.stone_slab: #14, 915(1%)
minecraft.used.bundle: #14, 23(1%)
minecraft.crafted.book: #14, 33(1%)
minecraft.picked_up.music_disc_cat: #14, 5(1%)
minecraft.used.iron_boots: #14, 1(1%)
minecraft.custom.play_record: #14, 12(1%)
minecraft.crafted.jungle_planks: #14, 1128(1%)
minecraft.mined.tripwire_hook: #14, 2(1%)
minecraft.crafted.iron_door: #14, 6(1%)
minecraft.crafted.blue_shulker_box: #14, 1(1%)
minecraft.picked_up.sea_lantern: #14, 67(1%)
minecraft.dropped.terracotta: #14, 25(1%)
minecraft.picked_up.soul_lantern: #14, 10(1%)
minecraft.picked_up.cut_copper_stairs: #14, 5(1%)
minecraft.picked_up.lime_wool: #14, 40(1%)
minecraft.used.oak_pressure_plate: #14, 1(1%)
minecraft.killed.cave_spider: #14, 653(1%)
minecraft.used.diamond_block: #14, 29(1%)
minecraft.picked_up.jukebox: #14, 4(1%)
minecraft.picked_up.spruce_pressure_plate: #14, 2(1%)
minecraft.mined.cobblestone_wall: #14, 11(1%)
minecraft.crafted.birch_stairs: #14, 20(1%)
minecraft.dropped.oak_boat: #14, 1(1%)
minecraft.dropped.chainmail_leggings: #14, 1(1%)
minecraft.picked_up.spruce_fence_gate: #14, 8(1%)
minecraft.dropped.oak_fence: #14, 2(1%)
minecraft.crafted.wheat: #14, 477(1%)
minecraft.crafted.white_stained_glass: #14, 256(0%)
minecraft.crafted.light_gray_concrete_powder: #14, 296(1%)
minecraft.mined.oak_fence_gate: #14, 1(1%)
minecraft.picked_up.glass_pane: #14, 12(0%)
minecraft.picked_up.sculk: #14, 180(0%)
minecraft.used.blue_concrete_powder: #14, 12(0%)
minecraft.picked_up.oak_fence_gate: #14, 1(0%)
minecraft.dropped.podzol: #14, 2(0%)
minecraft.used.cobweb: #14, 7(0%)
minecraft.used.yellow_bed: #14, 3(0%)
minecraft.dropped.leather_boots: #14, 4(0%)
minecraft.dropped.raw_copper: #14, 28(0%)
minecraft.crafted.stone_brick_wall: #14, 18(0%)
minecraft.used.green_bed: #14, 3(0%)
minecraft.dropped.slime_ball: #14, 29(0%)
minecraft.used.light_gray_concrete: #14, 59(0%)
minecraft.picked_up.red_sand: #14, 110(0%)
minecraft.used.trident: #14, 35(0%)
minecraft.mined.chiseled_stone_bricks: #14, 4(0%)
minecraft.crafted.magenta_dye: #14, 53(0%)
minecraft.crafted.soul_torch: #14, 24(0%)
minecraft.killed.blaze: #14, 32(0%)
minecraft.used.cracked_stone_bricks: #14, 18(0%)
minecraft.used.light_gray_concrete_powder: #14, 101(0%)
minecraft.crafted.birch_button: #14, 2(0%)
minecraft.used.mangrove_roots: #14, 15(0%)
minecraft.picked_up.magenta_wool: #14, 11(0%)
minecraft.crafted.cut_copper: #14, 4(0%)
minecraft.crafted.gray_stained_glass: #14, 64(0%)
minecraft.crafted.smithing_table: #14, 4(0%)
minecraft.picked_up.birch_wood: #14, 1(0%)
minecraft.crafted.cracked_stone_bricks: #14, 16(0%)
minecraft.mined.twisting_vines_plant: #14, 1(0%)
minecraft.dropped.deepslate_diamond_ore: #14, 2(0%)
minecraft.picked_up.pink_concrete: #14, 5(0%)
minecraft.used.pumpkin_seeds: #14, 4(0%)
minecraft.mined.pink_concrete: #14, 5(0%)
minecraft.dropped.white_banner: #14, 4(0%)
minecraft.picked_up.purple_concrete: #14, 4(0%)
minecraft.dropped.clay_ball: #14, 8(0%)
minecraft.crafted.polished_blackstone_bricks: #14, 1(0%)
minecraft.used.acacia_sapling: #14, 1(0%)
minecraft.picked_up.bow: #15, 127(2%)
minecraft.picked_up.cyan_shulker_box: #15, 168(2%)
minecraft.picked_up.beacon: #15, 21(3%)
minecraft.mined.cyan_shulker_box: #15, 170(2%)
minecraft.crafted.diamond_axe: #15, 4(2%)
minecraft.picked_up.diamond_axe: #15, 19(2%)
minecraft.dropped.diamond_pickaxe: #15, 7(2%)
minecraft.mined.diamond_ore: #15, 11(3%)
minecraft.used.sunflower: #15, 6(2%)
minecraft.picked_up.iron_sword: #15, 5(2%)
minecraft.crafted.oak_sign: #15, 48(2%)
minecraft.picked_up.beef: #15, 246(2%)
minecraft.picked_up.shears: #15, 17(2%)
minecraft.crafted.anvil: #15, 65(1%)
minecraft.picked_up.blaze_rod: #15, 73(2%)
minecraft.crafted.gray_dye: #15, 442(1%)
minecraft.dropped.netherite_leggings: #15, 1(2%)
minecraft.killed.shulker: #15, 57(2%)
minecraft.used.campfire: #15, 43(1%)
minecraft.dropped.redstone: #15, 166(1%)
minecraft.picked_up.oak_pressure_plate: #15, 1(2%)
minecraft.picked_up.smooth_stone: #15, 167(1%)
minecraft.crafted.ender_eye: #15, 16(1%)
minecraft.mined.andesite_stairs: #15, 6(2%)
minecraft.crafted.cyan_dye: #15, 446(1%)
minecraft.used.sugar_cane: #15, 119(1%)
minecraft.picked_up.copper_block: #15, 114(1%)
minecraft.used.stone_pressure_plate: #15, 11(1%)
minecraft.picked_up.iron_leggings: #15, 5(1%)
minecraft.dropped.andesite: #15, 200(1%)
minecraft.used.gray_concrete: #15, 418(1%)
minecraft.picked_up.hay_block: #15, 55(1%)
minecraft.dropped.filled_map: #15, 487(1%)
minecraft.mined.jungle_leaves: #15, 319(1%)
minecraft.crafted.pink_dye: #15, 282(1%)
minecraft.mined.podzol: #15, 299(1%)
minecraft.mined.nether_wart_block: #15, 319(1%)
minecraft.dropped.cooked_cod: #15, 2(1%)
minecraft.custom.eat_cake_slice: #15, 2(1%)
minecraft.used.fishing_rod: #15, 29(1%)
minecraft.dropped.shears: #15, 8(1%)
minecraft.crafted.gray_concrete_powder: #15, 544(1%)
minecraft.picked_up.dripstone_block: #15, 108(1%)
minecraft.used.iron_door: #15, 4(1%)
minecraft.used.jukebox: #15, 5(1%)
minecraft.crafted.orange_dye: #15, 185(1%)
minecraft.crafted.warped_sign: #15, 12(1%)
minecraft.dropped.chainmail_helmet: #15, 1(1%)
minecraft.used.warped_sign: #15, 10(1%)
minecraft.mined.bamboo_sapling: #15, 1(1%)
minecraft.crafted.fishing_rod: #15, 1(1%)
minecraft.picked_up.white_banner: #15, 22(0%)
minecraft.used.nether_quartz_ore: #15, 70(1%)
minecraft.used.deepslate_copper_ore: #15, 6(1%)
minecraft.crafted.netherite_ingot: #15, 11(0%)
minecraft.crafted.cobblestone_wall: #15, 30(0%)
minecraft.picked_up.lime_concrete_powder: #15, 4(1%)
minecraft.used.oak_sapling: #15, 122(0%)
minecraft.mined.purpur_stairs: #15, 4(0%)
minecraft.used.gray_wool: #15, 60(0%)
minecraft.used.music_disc_13: #15, 1(0%)
minecraft.used.red_banner: #15, 5(0%)
minecraft.picked_up.cartography_table: #15, 1(0%)
minecraft.used.weathered_copper: #15, 4(0%)
minecraft.mined.nether_wart: #15, 27(0%)
minecraft.mined.light_gray_concrete: #15, 69(0%)
minecraft.picked_up.lava_bucket: #15, 3(0%)
minecraft.mined.prismarine_bricks: #15, 19(0%)
minecraft.picked_up.light_gray_concrete: #15, 69(0%)
minecraft.crafted.golden_carrot: #15, 162(0%)
minecraft.picked_up.iron_axe: #15, 2(0%)
minecraft.used.white_stained_glass: #15, 99(0%)
minecraft.dropped.crossbow: #15, 5(0%)
minecraft.picked_up.allium: #15, 7(0%)
minecraft.crafted.glowstone: #15, 47(0%)
minecraft.crafted.gold_block: #15, 86(0%)
minecraft.picked_up.acacia_sign: #15, 1(0%)
minecraft.dropped.leather: #15, 9(0%)
minecraft.crafted.light_blue_shulker_box: #15, 2(0%)
minecraft.dropped.feather: #15, 6(0%)
minecraft.crafted.beehive: #15, 4(0%)
minecraft.crafted.light_gray_stained_glass: #15, 88(0%)
minecraft.dropped.bread: #15, 41(0%)
minecraft.mined.cherry_leaves: #15, 35(0%)
minecraft.used.soul_soil: #15, 12(0%)
minecraft.picked_up.beetroot_seeds: #15, 6(0%)
minecraft.crafted.quartz_pillar: #15, 24(0%)
minecraft.used.red_stained_glass: #15, 14(0%)
minecraft.dropped.glowstone_dust: #15, 5(0%)
minecraft.crafted.light_blue_stained_glass: #15, 8(0%)
minecraft.mined.granite_slab: #15, 1(0%)
minecraft.mined.polished_granite_slab: #15, 1(0%)
minecraft.used.light_gray_stained_glass: #15, 27(0%)
minecraft.mined.purple_concrete: #15, 4(0%)
minecraft.picked_up.polished_granite_slab: #15, 1(0%)
minecraft.used.oxidized_cut_copper: #15, 1(0%)
minecraft.dropped.stone_brick_slab: #15, 1(0%)
minecraft.used.mangrove_propagule: #15, 1(0%)
minecraft.mined.gravel: #16, 10587(2%)
minecraft.used.anvil: #16, 73(2%)
minecraft.picked_up.diamond_sword: #16, 21(2%)
minecraft.used.spruce_log: #16, 841(2%)
minecraft.picked_up.bone: #16, 1291(1%)
minecraft.picked_up.iron_pickaxe: #16, 3(2%)
minecraft.dropped.written_book: #16, 3(2%)
minecraft.mined.cornflower: #16, 10(2%)
minecraft.used.grass_block: #16, 8402(2%)
minecraft.used.crossbow: #16, 19(2%)
minecraft.picked_up.written_book: #16, 9(1%)
minecraft.killed.glow_squid: #16, 24(1%)
minecraft.crafted.diamond_shovel: #16, 4(1%)
minecraft.mined.cobbled_deepslate: #16, 273(1%)
minecraft.mined.damaged_anvil: #16, 3(2%)
minecraft.picked_up.bone_block: #16, 266(1%)
minecraft.picked_up.spider_eye: #16, 886(1%)
minecraft.picked_up.birch_sapling: #16, 298(1%)
minecraft.used.yellow_shulker_box: #16, 69(1%)
