stat, rank, value, (percentage) 
minecraft.picked_up.netherite_boots: #15, 14(2%)
minecraft.killed.piglin: #15, 48(2%)
minecraft.mined.dispenser: #15, 39(2%)
minecraft.picked_up.iron_block: #15, 2188(2%)
minecraft.picked_up.damaged_anvil: #15, 6(2%)
minecraft.crafted.redstone: #15, 5158(2%)
minecraft.picked_up.spruce_door: #15, 11(2%)
minecraft.crafted.bucket: #15, 107(2%)
minecraft.picked_up.dispenser: #15, 45(2%)
minecraft.picked_up.wheat_seeds: #15, 5591(2%)
minecraft.mined.piston_head: #15, 5(2%)
minecraft.used.bell: #15, 6(2%)
minecraft.dropped.golden_helmet: #15, 6(2%)
minecraft.picked_up.glass: #15, 1132(1%)
minecraft.custom.inspect_dispenser: #15, 244(1%)
minecraft.picked_up.chainmail_boots: #15, 2(2%)
minecraft.picked_up.pufferfish: #15, 11(1%)
minecraft.mined.shroomlight: #15, 124(1%)
minecraft.picked_up.spruce_sapling: #15, 231(1%)
minecraft.picked_up.bell: #15, 10(1%)
minecraft.mined.spruce_wall_sign: #15, 5(1%)
minecraft.mined.birch_sign: #15, 8(1%)
minecraft.mined.crimson_roots: #15, 46(1%)
minecraft.picked_up.nether_brick_fence: #15, 20(1%)
minecraft.mined.stone_pressure_plate: #15, 7(1%)
minecraft.picked_up.armor_stand: #15, 47(1%)
minecraft.mined.clay: #15, 269(1%)
minecraft.used.comparator: #15, 101(1%)
minecraft.mined.slime_block: #15, 93(1%)
minecraft.dropped.netherite_boots: #15, 1(2%)
minecraft.used.sand: #15, 3746(1%)
minecraft.mined.stone_brick_slab: #15, 135(1%)
minecraft.picked_up.gunpowder: #15, 1386(1%)
minecraft.crafted.ender_chest: #15, 8(1%)
minecraft.picked_up.polished_basalt: #15, 85(1%)
minecraft.mined.oak_leaves: #15, 7645(1%)
minecraft.picked_up.clay_ball: #15, 344(1%)
minecraft.picked_up.lilac: #15, 33(1%)
minecraft.picked_up.polished_andesite_slab: #15, 87(1%)
minecraft.picked_up.oak_pressure_plate: #15, 1(1%)
minecraft.picked_up.splash_potion: #15, 7(1%)
minecraft.used.basalt: #15, 324(1%)
minecraft.dropped.scaffolding: #15, 87(1%)
minecraft.mined.brown_mushroom_block: #15, 386(1%)
minecraft.crafted.cyan_dye: #15, 342(1%)
minecraft.picked_up.cobblestone_wall: #15, 31(1%)
minecraft.mined.cyan_concrete: #15, 223(1%)
minecraft.crafted.cyan_carpet: #15, 69(1%)
minecraft.mined.seagrass: #15, 166(1%)
minecraft.picked_up.chorus_fruit: #15, 164(1%)
minecraft.killed.slime: #15, 297(1%)
minecraft.dropped.oak_trapdoor: #15, 4(1%)
minecraft.picked_up.polished_blackstone_wall: #15, 14(1%)
minecraft.dropped.chainmail_boots: #15, 1(1%)
minecraft.picked_up.chicken: #15, 29(0%)
minecraft.picked_up.white_stained_glass: #15, 69(0%)
minecraft.dropped.dark_oak_planks: #15, 15(1%)
minecraft.crafted.spruce_button: #15, 18(1%)
minecraft.mined.gold_block: #15, 36(1%)
minecraft.picked_up.redstone_lamp: #15, 11(0%)
minecraft.picked_up.brown_mushroom_block: #15, 261(1%)
minecraft.dropped.potion: #15, 20(0%)
minecraft.used.egg: #15, 39(0%)
minecraft.picked_up.cornflower: #15, 98(0%)
minecraft.used.sponge: #15, 51(0%)
minecraft.used.bamboo: #15, 48(0%)
minecraft.dropped.rabbit: #15, 1(0%)
minecraft.picked_up.gilded_blackstone: #15, 6(0%)
minecraft.used.chest_minecart: #15, 1(0%)
minecraft.mined.carved_pumpkin: #15, 15(0%)
minecraft.used.cracked_polished_blackstone_bricks: #15, 20(0%)
minecraft.used.white_terracotta: #15, 69(0%)
minecraft.dropped.white_terracotta: #15, 6(0%)
minecraft.dropped.nether_gold_ore: #15, 4(0%)
minecraft.picked_up.nether_wart: #15, 403(0%)
minecraft.mined.jungle_log: #15, 342(0%)
minecraft.mined.yellow_terracotta: #15, 200(0%)
minecraft.used.stone_sword: #15, 8(0%)
minecraft.picked_up.yellow_terracotta: #15, 189(0%)
minecraft.picked_up.red_dye: #15, 10(0%)
minecraft.picked_up.cyan_wool: #15, 17(0%)
minecraft.dropped.snowball: #15, 17(0%)
minecraft.mined.acacia_wall_sign: #15, 2(0%)
minecraft.mined.heavy_weighted_pressure_plate: #15, 1(0%)
minecraft.mined.crimson_trapdoor: #15, 2(0%)
minecraft.used.crimson_trapdoor: #15, 6(0%)
minecraft.dropped.packed_ice: #15, 7(0%)
minecraft.used.nether_wart: #15, 141(0%)
minecraft.used.melon_slice: #15, 2(0%)
minecraft.picked_up.sponge: #15, 12(0%)
minecraft.picked_up.orange_carpet: #15, 3(0%)
minecraft.dropped.warped_wart_block: #15, 11(0%)
minecraft.picked_up.ice: #15, 199(0%)
minecraft.dropped.iron_boots: #15, 3(0%)
minecraft.picked_up.honey_bottle: #15, 1(0%)
minecraft.crafted.purple_concrete_powder: #15, 16(0%)
minecraft.dropped.soul_lantern: #15, 1(0%)
minecraft.picked_up.spectral_arrow: #15, 5(0%)
minecraft.mined.black_carpet: #15, 24(0%)
minecraft.picked_up.cyan_stained_glass: #15, 14(0%)
minecraft.used.emerald_block: #15, 5(0%)
minecraft.mined.cyan_stained_glass: #15, 8(0%)
minecraft.picked_up.pink_concrete: #15, 5(0%)
minecraft.mined.prismarine_bricks: #15, 9(0%)
minecraft.picked_up.purple_stained_glass: #15, 1(0%)
minecraft.picked_up.magenta_wool: #15, 2(0%)
minecraft.mined.pink_concrete: #15, 4(0%)
minecraft.used.wet_sponge: #15, 1(0%)
minecraft.mined.packed_ice: #15, 18(0%)
minecraft.crafted.light_weighted_pressure_plate: #15, 1(0%)
minecraft.used.dirt: #16, 20004(2%)
minecraft.used.writable_book: #16, 95(2%)
minecraft.used.hopper_minecart: #16, 25(2%)
minecraft.picked_up.bow: #16, 135(2%)
minecraft.picked_up.water_bucket: #16, 16(2%)
minecraft.crafted.hopper_minecart: #16, 25(2%)
minecraft.mined.hopper: #16, 241(2%)
minecraft.mined.damaged_anvil: #16, 5(2%)
minecraft.picked_up.redstone_block: #16, 216(2%)
minecraft.crafted.coal_block: #16, 657(2%)
minecraft.picked_up.ender_chest: #16, 282(2%)
minecraft.picked_up.hopper: #16, 249(2%)
minecraft.mined.ender_chest: #16, 250(2%)
minecraft.mined.glowstone: #16, 172(2%)
minecraft.mined.piston: #16, 73(2%)
minecraft.picked_up.iron_door: #16, 9(2%)
minecraft.dropped.golden_leggings: #16, 7(2%)
minecraft.picked_up.cactus: #16, 311(1%)
minecraft.picked_up.detector_rail: #16, 6(1%)
minecraft.mined.note_block: #16, 16(1%)
minecraft.mined.warped_trapdoor: #16, 11(1%)
minecraft.crafted.stone_sword: #16, 1(1%)
minecraft.picked_up.jungle_planks: #16, 74(1%)
minecraft.picked_up.coal_block: #16, 88(1%)
minecraft.picked_up.polished_blackstone_slab: #16, 74(1%)
minecraft.mined.bone_block: #16, 79(1%)
minecraft.picked_up.iron_boots: #16, 7(1%)
minecraft.killed.endermite: #16, 3(1%)
minecraft.crafted.netherite_ingot: #16, 11(1%)
minecraft.custom.horse_one_cm: #16, 108764(1%)
minecraft.picked_up.soul_lantern: #16, 23(1%)
minecraft.crafted.stone: #16, 448(1%)
minecraft.picked_up.warped_trapdoor: #16, 9(1%)
minecraft.custom.fill_cauldron: #16, 2(1%)
minecraft.crafted.comparator: #16, 69(1%)
minecraft.dropped.slime_ball: #16, 51(1%)
minecraft.crafted.note_block: #16, 45(1%)
minecraft.used.iron_sword: #16, 306(1%)
minecraft.picked_up.cobblestone_slab: #16, 73(1%)
minecraft.mined.nether_brick_fence: #16, 8(1%)
minecraft.crafted.golden_boots: #16, 1(1%)
minecraft.crafted.polished_basalt: #16, 152(1%)
minecraft.picked_up.oak_leaves: #16, 4837(1%)
minecraft.mined.honey_block: #16, 30(1%)
minecraft.crafted.jungle_slab: #16, 168(1%)
minecraft.picked_up.birch_button: #16, 1(1%)
minecraft.crafted.birch_boat: #16, 1(1%)
minecraft.picked_up.polished_blackstone_bricks: #16, 219(0%)
minecraft.dropped.redstone_block: #16, 11(1%)
minecraft.used.gold_ore: #16, 2(1%)
minecraft.picked_up.red_carpet: #16, 15(0%)
minecraft.mined.twisting_vines_plant: #16, 5(0%)
minecraft.picked_up.tnt: #16, 78(0%)
minecraft.dropped.nether_quartz_ore: #16, 6(0%)
minecraft.mined.bamboo: #16, 54(0%)
minecraft.dropped.basalt: #16, 31(0%)
minecraft.used.red_carpet: #16, 65(0%)
minecraft.mined.twisting_vines: #16, 3(0%)
minecraft.dropped.iron_axe: #16, 1(0%)
minecraft.used.polished_blackstone_wall: #16, 48(0%)
minecraft.crafted.netherite_scrap: #16, 9(0%)
minecraft.mined.bamboo_sapling: #16, 1(0%)
minecraft.crafted.jungle_fence: #16, 6(0%)
minecraft.picked_up.warped_fence: #16, 1(0%)
minecraft.picked_up.lime_stained_glass_pane: #16, 4(0%)
minecraft.dropped.cactus: #16, 17(0%)
minecraft.picked_up.lapis_block: #16, 7(0%)
minecraft.dropped.ghast_tear: #16, 1(0%)
minecraft.dropped.iron_nugget: #16, 27(0%)
minecraft.used.magma_block: #16, 90(0%)
minecraft.mined.snow: #16, 462(0%)
minecraft.picked_up.brick: #16, 3(0%)
minecraft.dropped.oxeye_daisy: #16, 3(0%)
minecraft.picked_up.crimson_trapdoor: #16, 2(0%)
minecraft.picked_up.black_terracotta: #16, 11(0%)
minecraft.mined.white_terracotta: #16, 36(0%)
minecraft.crafted.cyan_stained_glass: #16, 48(0%)
minecraft.mined.chorus_plant: #16, 3(0%)
minecraft.mined.green_wool: #16, 1(0%)
minecraft.dropped.gold_block: #16, 1(0%)
minecraft.dropped.stone_brick_slab: #16, 5(0%)
minecraft.picked_up.sugar: #16, 2(0%)
minecraft.picked_up.black_carpet: #16, 40(0%)
minecraft.picked_up.prismarine: #16, 11(0%)
minecraft.picked_up.allium: #16, 1(0%)
minecraft.picked_up.prismarine_bricks: #16, 9(0%)
minecraft.used.crimson_slab: #16, 1(0%)
minecraft.picked_up.magenta_concrete: #16, 1(0%)
minecraft.used.purple_stained_glass: #16, 1(0%)
minecraft.custom.interact_with_furnace: #17, 1185(2%)
minecraft.picked_up.golden_leggings: #17, 10(2%)
minecraft.used.water_bucket: #17, 1146(2%)
minecraft.mined.wheat: #17, 1047(2%)
minecraft.used.ender_chest: #17, 247(2%)
minecraft.picked_up.golden_chestplate: #17, 7(2%)
minecraft.picked_up.lapis_lazuli: #17, 2251(2%)
minecraft.picked_up.bone: #17, 1437(1%)
minecraft.mined.nether_wart_block: #17, 561(1%)
minecraft.used.damaged_anvil: #17, 2(1%)
minecraft.mined.birch_wall_sign: #17, 15(1%)
minecraft.used.note_block: #17, 45(1%)
minecraft.used.spruce_log: #17, 224(1%)
minecraft.crafted.spruce_boat: #17, 2(1%)
minecraft.picked_up.slime_block: #17, 107(1%)
minecraft.used.polished_blackstone_bricks: #17, 264(1%)
minecraft.used.spruce_boat: #17, 3(1%)
minecraft.crafted.sticky_piston: #17, 50(1%)
minecraft.dropped.birch_sign: #17, 8(1%)
minecraft.dropped.nether_bricks: #17, 26(1%)
minecraft.picked_up.jungle_boat: #17, 3(1%)
minecraft.picked_up.carved_pumpkin: #17, 20(0%)
minecraft.crafted.ender_eye: #17, 8(0%)
minecraft.used.polished_basalt: #17, 109(0%)
minecraft.picked_up.wet_sponge: #17, 53(0%)
minecraft.mined.wet_sponge: #17, 52(0%)
minecraft.mined.detector_rail: #17, 1(0%)
minecraft.picked_up.poisonous_potato: #17, 1(0%)
minecraft.picked_up.twisting_vines: #17, 10(0%)
minecraft.mined.polished_basalt: #17, 21(0%)
minecraft.mined.light_gray_terracotta: #17, 174(0%)
minecraft.used.gold_block: #17, 45(0%)
minecraft.mined.spruce_button: #17, 1(0%)
minecraft.dropped.iron_block: #17, 32(0%)
minecraft.picked_up.jungle_log: #17, 334(0%)
minecraft.used.spruce_sapling: #17, 40(0%)
minecraft.mined.magma_block: #17, 180(0%)
minecraft.picked_up.cod: #17, 70(0%)
minecraft.dropped.jungle_log: #17, 5(0%)
minecraft.dropped.ink_sac: #17, 8(0%)
minecraft.used.blackstone: #17, 211(0%)
minecraft.picked_up.glass_bottle: #17, 21(0%)
minecraft.dropped.warped_fungus: #17, 1(0%)
minecraft.crafted.stone_shovel: #17, 1(0%)
minecraft.mined.stripped_jungle_log: #17, 1(0%)
minecraft.crafted.blaze_powder: #17, 40(0%)
minecraft.picked_up.yellow_wool: #17, 8(0%)
minecraft.used.purple_carpet: #17, 3(0%)
minecraft.used.terracotta: #17, 20(0%)
minecraft.used.blackstone_slab: #17, 7(0%)
minecraft.mined.jungle_slab: #17, 2(0%)
minecraft.used.chest: #18, 1116(2%)
minecraft.picked_up.cobblestone: #18, 47010(2%)
minecraft.picked_up.golden_boots: #18, 11(2%)
minecraft.picked_up.writable_book: #18, 10(2%)
minecraft.picked_up.lead: #18, 61(1%)
minecraft.picked_up.magma_cream: #18, 69(1%)
minecraft.picked_up.glowstone: #18, 168(1%)
minecraft.mined.spruce_log: #18, 1550(1%)
minecraft.mined.vine: #18, 305(1%)
minecraft.picked_up.polished_blackstone: #18, 88(1%)
minecraft.dropped.iron_shovel: #18, 2(1%)
minecraft.picked_up.piston: #18, 70(1%)
minecraft.picked_up.stone_bricks: #18, 871(1%)
minecraft.picked_up.spruce_log: #18, 1961(1%)
minecraft.picked_up.nether_wart_block: #18, 538(1%)
minecraft.mined.redstone_wire: #18, 137(1%)
minecraft.crafted.chain: #18, 127(1%)
minecraft.picked_up.milk_bucket: #18, 2(1%)
minecraft.crafted.jungle_planks: #18, 2212(1%)
minecraft.crafted.glass_bottle: #18, 213(1%)
minecraft.dropped.oak_boat: #18, 1(1%)
minecraft.crafted.lapis_lazuli: #18, 378(1%)
minecraft.picked_up.stone_brick_slab: #18, 154(1%)
minecraft.used.ender_pearl: #18, 84(1%)
minecraft.mined.comparator: #18, 12(1%)
minecraft.used.jungle_boat: #18, 3(1%)
minecraft.picked_up.saddle: #18, 2(1%)
minecraft.used.sticky_piston: #18, 51(0%)
minecraft.used.light_blue_shulker_box: #18, 29(0%)
minecraft.used.pink_shulker_box: #18, 8(0%)
minecraft.picked_up.bamboo: #18, 787(0%)
minecraft.crafted.detector_rail: #18, 6(1%)
minecraft.picked_up.nautilus_shell: #18, 2(0%)
minecraft.picked_up.cracked_stone_bricks: #18, 15(0%)
minecraft.used.glowstone: #18, 62(0%)
minecraft.picked_up.blaze_rod: #18, 54(0%)
minecraft.dropped.soul_sand: #18, 22(0%)
minecraft.picked_up.light_gray_terracotta: #18, 175(0%)
minecraft.mined.crying_obsidian: #18, 3(0%)
minecraft.used.birch_boat: #18, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #18, 2(0%)
minecraft.picked_up.magma_block: #18, 153(0%)
minecraft.used.spruce_button: #18, 6(0%)
minecraft.picked_up.wither_rose: #18, 12(0%)
minecraft.picked_up.spruce_boat: #18, 1(0%)
minecraft.picked_up.oxeye_daisy: #18, 30(0%)
minecraft.dropped.jungle_planks: #18, 4(0%)
minecraft.dropped.stone_pickaxe: #18, 1(0%)
minecraft.used.lilac: #18, 1(0%)
minecraft.used.rose_bush: #18, 4(0%)
minecraft.picked_up.snowball: #18, 303(0%)
minecraft.picked_up.stripped_jungle_log: #18, 1(0%)
minecraft.crafted.purple_dye: #18, 20(0%)
minecraft.crafted.nether_bricks: #18, 36(0%)
minecraft.dropped.warped_roots: #18, 2(0%)
minecraft.used.bone_block: #18, 11(0%)
minecraft.used.crimson_planks: #18, 1(0%)
minecraft.picked_up.diorite: #19, 8993(2%)
minecraft.picked_up.redstone: #19, 9877(2%)
minecraft.used.crafting_table: #19, 156(2%)
minecraft.mined.chest: #19, 320(2%)
minecraft.picked_up.chest: #19, 334(1%)
minecraft.mined.stone_bricks: #19, 724(1%)
minecraft.crafted.iron_helmet: #19, 2(1%)
minecraft.picked_up.potion: #19, 23(1%)
minecraft.killed.ghast: #19, 21(1%)
minecraft.used.soul_sand: #19, 131(1%)
minecraft.mined.weeping_vines_plant: #19, 7(1%)
minecraft.used.dandelion: #19, 2(1%)
minecraft.picked_up.slime_ball: #19, 190(0%)
minecraft.picked_up.peony: #19, 17(0%)
minecraft.mined.polished_blackstone: #19, 25(0%)
minecraft.mined.warped_stairs: #19, 2(0%)
minecraft.used.lapis_ore: #19, 16(0%)
minecraft.picked_up.honey_block: #19, 19(0%)
minecraft.used.lava_bucket: #19, 58(0%)
minecraft.picked_up.mutton: #19, 12(0%)
minecraft.mined.warped_stem: #19, 80(0%)
minecraft.picked_up.crimson_roots: #19, 46(0%)
minecraft.used.poppy: #19, 1(0%)
minecraft.mined.polished_blackstone_brick_stairs: #19, 4(0%)
minecraft.used.blackstone_wall: #19, 10(0%)
minecraft.picked_up.warped_stairs: #19, 1(0%)
minecraft.picked_up.warped_roots: #19, 39(0%)
minecraft.picked_up.terracotta: #19, 318(0%)
minecraft.picked_up.jungle_sapling: #19, 5(0%)
minecraft.used.jungle_sign: #19, 1(0%)
minecraft.picked_up.white_terracotta: #19, 36(0%)
minecraft.crafted.bone_block: #19, 76(0%)
minecraft.mined.red_stained_glass: #19, 1(0%)
minecraft.mined.blackstone_slab: #19, 1(0%)
minecraft.picked_up.jungle_slab: #19, 2(0%)
minecraft.picked_up.blackstone_slab: #19, 1(0%)
minecraft.crafted.wooden_pickaxe: #20, 1(3%)
minecraft.picked_up.leather_boots: #20, 8(2%)
minecraft.picked_up.leather_chestplate: #20, 8(2%)
minecraft.crafted.redstone_block: #20, 819(2%)
minecraft.picked_up.crafting_table: #20, 114(2%)
minecraft.used.bucket: #20, 1247(1%)
minecraft.picked_up.flint_and_steel: #20, 4(1%)
minecraft.crafted.iron_pickaxe: #20, 6(1%)
minecraft.crafted.flint_and_steel: #20, 3(1%)
minecraft.mined.furnace: #20, 28(1%)
minecraft.dropped.netherrack: #20, 2519(1%)
minecraft.picked_up.furnace: #20, 34(1%)
minecraft.picked_up.birch_sign: #20, 34(1%)
minecraft.picked_up.chainmail_chestplate: #20, 1(1%)
minecraft.picked_up.sugar_cane: #20, 1301(0%)
minecraft.picked_up.weeping_vines: #20, 20(0%)
minecraft.used.detector_rail: #20, 2(0%)
minecraft.picked_up.birch_boat: #20, 1(0%)
minecraft.picked_up.crying_obsidian: #20, 5(0%)
minecraft.mined.warped_nylium: #20, 17(0%)
minecraft.picked_up.ghast_tear: #20, 4(0%)
minecraft.picked_up.warped_stem: #20, 78(0%)
minecraft.picked_up.light_blue_shulker_box: #20, 11(0%)
minecraft.mined.light_blue_shulker_box: #20, 11(0%)
minecraft.mined.polished_blackstone_slab: #20, 8(0%)
minecraft.picked_up.warped_nylium: #20, 13(0%)
minecraft.used.polished_blackstone_brick_stairs: #20, 11(0%)
minecraft.picked_up.glowstone_dust: #20, 13(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #20, 3(0%)
minecraft.picked_up.spruce_button: #20, 1(0%)
minecraft.mined.terracotta: #20, 277(0%)
minecraft.dropped.blackstone: #20, 11(0%)
minecraft.used.iron_hoe: #20, 12(0%)
minecraft.picked_up.rabbit: #20, 1(0%)
minecraft.used.warped_nylium: #20, 1(0%)
minecraft.mined.nether_sprouts: #20, 1(0%)
minecraft.used.warped_stem: #20, 2(0%)
minecraft.crafted.glowstone: #20, 2(0%)
minecraft.mined.crafting_table: #21, 102(1%)
minecraft.crafted.enchanting_table: #21, 1(1%)
minecraft.crafted.iron_leggings: #21, 2(1%)
minecraft.crafted.iron_hoe: #21, 1(1%)
minecraft.used.stone_axe: #21, 50(1%)
minecraft.crafted.lapis_block: #21, 119(1%)
minecraft.picked_up.obsidian: #21, 181(1%)
minecraft.picked_up.iron_shovel: #21, 2(1%)
minecraft.mined.campfire: #21, 10(1%)
minecraft.mined.soul_sand: #21, 298(1%)
minecraft.dropped.leather_leggings: #21, 2(1%)
minecraft.used.iron_axe: #21, 253(1%)
minecraft.mined.sticky_piston: #21, 17(0%)
minecraft.killed.magma_cube: #21, 118(0%)
minecraft.picked_up.sticky_piston: #21, 17(0%)
minecraft.used.obsidian: #21, 73(0%)
minecraft.mined.ancient_debris: #21, 13(0%)
minecraft.picked_up.ancient_debris: #21, 13(0%)
minecraft.used.cactus: #21, 4(0%)
minecraft.picked_up.blue_wool: #21, 2(0%)
minecraft.picked_up.packed_ice: #21, 3(0%)
minecraft.picked_up.leather_leggings: #22, 5(1%)
minecraft.crafted.iron_chestplate: #22, 1(1%)
minecraft.used.milk_bucket: #22, 1(1%)
minecraft.picked_up.soul_sand: #22, 220(0%)
minecraft.crafted.cooked_beef: #22, 57(0%)
minecraft.crafted.spruce_sign: #22, 9(0%)
minecraft.mined.repeater: #22, 16(0%)
minecraft.picked_up.comparator: #22, 13(0%)
minecraft.mined.netherrack: #22, 5345(0%)
minecraft.crafted.iron_nugget: #22, 449(0%)
minecraft.mined.sugar_cane: #22, 196(0%)
minecraft.used.flint_and_steel: #22, 9(0%)
minecraft.mined.basalt: #22, 274(0%)
minecraft.used.stone_pickaxe: #22, 46(0%)
minecraft.picked_up.rose_bush: #22, 28(0%)
minecraft.mined.crimson_stem: #22, 11(0%)
minecraft.crafted.smooth_stone: #22, 43(0%)
minecraft.used.tnt: #22, 30(0%)
minecraft.mined.warped_fungus: #22, 1(0%)
minecraft.picked_up.crimson_stem: #22, 10(0%)
minecraft.dropped.crimson_roots: #22, 1(0%)
minecraft.mined.warped_wart_block: #22, 11(0%)
minecraft.picked_up.warped_wart_block: #22, 11(0%)
minecraft.picked_up.warped_fungus: #22, 1(0%)
minecraft.picked_up.iron_nugget: #22, 1(0%)
minecraft.crafted.air: #22, 0(0%)
minecraft.picked_up.chainmail_leggings: #23, 1(1%)
minecraft.broken.iron_pickaxe: #23, 2(1%)
minecraft.crafted.iron_boots: #23, 1(0%)
minecraft.mined.obsidian: #23, 151(0%)
minecraft.picked_up.netherrack: #23, 3985(0%)
minecraft.used.spruce_sign: #23, 7(0%)
minecraft.crafted.stone_axe: #23, 1(0%)
minecraft.crafted.iron_shovel: #23, 2(0%)
minecraft.picked_up.repeater: #23, 22(0%)
minecraft.used.netherrack: #23, 527(0%)
minecraft.used.iron_shovel: #23, 263(0%)
minecraft.picked_up.blackstone: #23, 329(0%)
minecraft.crafted.stone_pickaxe: #23, 1(0%)
minecraft.picked_up.crimson_nylium: #23, 10(0%)
minecraft.mined.blackstone: #23, 264(0%)
minecraft.mined.crimson_nylium: #23, 9(0%)
minecraft.picked_up.soul_soil: #23, 28(0%)
minecraft.picked_up.campfire: #23, 2(0%)
minecraft.picked_up.basalt: #23, 80(0%)
minecraft.picked_up.nether_gold_ore: #23, 4(0%)
minecraft.mined.soul_soil: #23, 14(0%)
minecraft.mined.nether_gold_ore: #23, 2(0%)
minecraft.crafted.coal: #24, 135(0%)
minecraft.picked_up.tropical_fish: #24, 1(0%)
minecraft.mined.fire: #24, 1(0%)
minecraft.custom.time_since_rest: #38, 11415(0%)
minecraft.custom.time_since_death: #47, 11381(0%)
