stat, rank, value, (percentage) 
minecraft.used.dark_oak_fence_gate: #5, 285(6%)
minecraft.dropped.orange_stained_glass_pane: #4, 8(3%)
minecraft.dropped.gold_nugget: #5, 963(5%)
minecraft.used.oak_leaves: #5, 10456(5%)
minecraft.crafted.gray_dye: #6, 5820(9%)
minecraft.used.cut_red_sandstone_slab: #4, 1(3%)
minecraft.mined.brown_carpet: #5, 78(6%)
minecraft.picked_up.netherite_ingot: #5, 9(8%)
minecraft.dropped.pumpkin: #5, 860(6%)
minecraft.killed.ocelot: #4, 4(1%)
minecraft.crafted.glass: #5, 17796(5%)
minecraft.dropped.andesite_stairs: #4, 17(1%)
minecraft.used.spruce_trapdoor: #5, 2008(5%)
minecraft.dropped.yellow_concrete_powder: #4, 8(1%)
minecraft.dropped.light_gray_dye: #4, 34(1%)
minecraft.used.blue_glazed_terracotta: #4, 4(1%)
minecraft.dropped.blue_dye: #4, 39(0%)
minecraft.crafted.cut_red_sandstone_slab: #4, 2(1%)
minecraft.dropped.blue_ice: #4, 16(1%)
minecraft.mined.purple_glazed_terracotta: #4, 1(1%)
minecraft.mined.blue_glazed_terracotta: #4, 1(1%)
minecraft.mined.dried_kelp_block: #4, 3(0%)
minecraft.used.lime_wool: #5, 271(6%)
minecraft.killed.iron_golem: #5, 33(6%)
minecraft.dropped.bone_meal: #5, 1079(5%)
minecraft.dropped.bee_nest: #5, 1(20%)
minecraft.picked_up.stone_stairs: #5, 343(5%)
minecraft.used.acacia_fence: #5, 47(8%)
minecraft.picked_up.fern: #6, 793(9%)
minecraft.used.lime_terracotta: #5, 327(6%)
minecraft.picked_up.yellow_concrete: #6, 1620(9%)
minecraft.dropped.light_blue_dye: #5, 45(10%)
minecraft.mined.sandstone_wall: #5, 176(5%)
minecraft.mined.sea_lantern: #5, 510(4%)
minecraft.custom.interact_with_lectern: #5, 385(4%)
minecraft.used.red_mushroom: #5, 39(5%)
minecraft.mined.black_glazed_terracotta: #5, 45(10%)
minecraft.picked_up.melon_slice: #5, 2076(4%)
minecraft.dropped.hay_block: #5, 130(8%)
minecraft.mined.acacia_leaves: #5, 1368(4%)
minecraft.crafted.birch_button: #5, 38(6%)
minecraft.dropped.stone_sword: #5, 66(4%)
minecraft.crafted.dropper: #6, 696(8%)
minecraft.picked_up.tube_coral: #5, 13(7%)
minecraft.mined.oak_trapdoor: #6, 167(8%)
minecraft.crafted.birch_wood: #5, 204(7%)
minecraft.dropped.vine: #5, 38(7%)
minecraft.used.light_blue_concrete_powder: #5, 1909(5%)
minecraft.dropped.light_gray_carpet: #5, 67(5%)
minecraft.used.crimson_roots: #5, 10(5%)
minecraft.picked_up.polished_diorite_slab: #5, 97(7%)
minecraft.used.crimson_fence: #5, 102(6%)
minecraft.picked_up.red_terracotta: #6, 5824(8%)
minecraft.crafted.acacia_fence_gate: #5, 39(9%)
minecraft.used.lime_carpet: #6, 1096(10%)
minecraft.picked_up.music_disc_pigstep: #5, 4(13%)
minecraft.crafted.prismarine_slab: #5, 84(9%)
minecraft.dropped.salmon: #5, 28(4%)
minecraft.dropped.feather: #5, 323(4%)
minecraft.crafted.light_blue_concrete_powder: #5, 1920(5%)
minecraft.crafted.cut_sandstone_slab: #5, 246(8%)
minecraft.mined.dark_oak_fence_gate: #5, 41(4%)
minecraft.picked_up.oak_boat: #6, 102(7%)
minecraft.picked_up.diamond_pickaxe: #6, 93(7%)
minecraft.mined.pumpkin: #5, 363(3%)
minecraft.picked_up.fire_coral: #5, 15(7%)
minecraft.used.cyan_terracotta: #6, 17672(7%)
minecraft.mined.white_carpet: #6, 338(7%)
minecraft.killed.skeleton_horse: #5, 1(14%)
minecraft.used.red_nether_brick_stairs: #5, 60(6%)
minecraft.picked_up.light_gray_carpet: #5, 483(3%)
minecraft.used.nether_wart_block: #5, 516(4%)
minecraft.mined.beetroots: #5, 65(5%)
minecraft.crafted.stone_button: #5, 1849(3%)
minecraft.picked_up.bubble_coral: #5, 11(7%)
minecraft.picked_up.black_banner: #5, 53(4%)
minecraft.dropped.oak_leaves: #6, 911(8%)
minecraft.mined.coal_block: #5, 79(4%)
minecraft.mined.birch_planks: #5, 314(3%)
minecraft.used.bow: #6, 7909(7%)
minecraft.mined.black_stained_glass: #6, 449(8%)
minecraft.crafted.cut_sandstone: #5, 1100(4%)
minecraft.killed_by.endermite: #5, 1(12%)
minecraft.mined.andesite_slab: #5, 201(3%)
minecraft.used.jungle_planks: #6, 986(8%)
minecraft.mined.dirt: #6, 77511(6%)
minecraft.used.cooked_salmon: #5, 54(4%)
minecraft.mined.potted_birch_sapling: #5, 2(10%)
minecraft.dropped.clay: #5, 25(5%)
minecraft.crafted.diamond_shovel: #6, 24(7%)
minecraft.picked_up.item_frame: #6, 471(6%)
minecraft.picked_up.quartz_bricks: #5, 198(4%)
minecraft.mined.stripped_spruce_wood: #5, 53(6%)
minecraft.crafted.yellow_terracotta: #5, 416(5%)
minecraft.crafted.acacia_stairs: #5, 112(4%)
minecraft.picked_up.horn_coral: #5, 11(4%)
minecraft.dropped.magenta_shulker_box: #5, 1(9%)
minecraft.dropped.rabbit_hide: #5, 9(4%)
minecraft.picked_up.light_blue_banner: #5, 11(6%)
minecraft.picked_up.stripped_spruce_wood: #5, 55(5%)
minecraft.picked_up.lily_of_the_valley: #5, 167(3%)
minecraft.mined.attached_pumpkin_stem: #5, 3(7%)
minecraft.crafted.brown_banner: #5, 16(9%)
minecraft.dropped.smooth_quartz_stairs: #5, 35(5%)
minecraft.dropped.smooth_sandstone: #5, 73(3%)
minecraft.crafted.yellow_carpet: #5, 660(3%)
minecraft.dropped.flint: #6, 811(7%)
minecraft.used.stone_button: #5, 1244(2%)
minecraft.picked_up.orange_dye: #5, 92(3%)
minecraft.picked_up.cooked_rabbit: #5, 12(6%)
minecraft.used.crimson_fence_gate: #5, 9(5%)
minecraft.dropped.oak_log: #6, 339(6%)
minecraft.picked_up.player_head: #6, 917(5%)
minecraft.custom.boat_one_cm: #6, 15730161(6%)
minecraft.crafted.powered_rail: #6, 1266(6%)
minecraft.mined.redstone_wall_torch: #6, 111(6%)
minecraft.dropped.clock: #5, 4(4%)
minecraft.mined.light_blue_concrete_powder: #5, 15(5%)
minecraft.crafted.chiseled_quartz_block: #5, 113(3%)
minecraft.picked_up.pumpkin: #6, 1970(6%)
minecraft.mined.powered_rail: #6, 586(6%)
minecraft.used.diamond_shovel: #6, 231321(6%)
minecraft.mined.red_nether_brick_stairs: #5, 19(5%)
minecraft.picked_up.cut_red_sandstone: #5, 3(7%)
minecraft.dropped.gray_stained_glass: #5, 44(4%)
minecraft.used.stripped_spruce_wood: #5, 41(5%)
minecraft.mined.spawner: #5, 4(3%)
minecraft.killed.wither: #5, 8(3%)
minecraft.mined.light_gray_stained_glass: #5, 148(3%)
minecraft.dropped.yellow_carpet: #5, 14(4%)
minecraft.dropped.magenta_carpet: #5, 2(7%)
minecraft.picked_up.green_glazed_terracotta: #5, 9(8%)
minecraft.mined.lime_wool: #5, 42(3%)
minecraft.dropped.polished_andesite_slab: #5, 106(2%)
minecraft.used.green_stained_glass: #5, 256(2%)
minecraft.used.wither_skeleton_skull: #5, 27(2%)
minecraft.mined.brain_coral_fan: #5, 13(3%)
minecraft.crafted.item_frame: #6, 591(6%)
minecraft.mined.tube_coral: #5, 14(3%)
minecraft.mined.tube_coral_fan: #5, 12(3%)
minecraft.dropped.brown_carpet: #5, 43(4%)
minecraft.mined.large_fern: #6, 234(8%)
minecraft.crafted.iron_door: #6, 66(7%)
minecraft.dropped.cocoa_beans: #5, 277(2%)
minecraft.picked_up.spruce_stairs: #6, 378(6%)
minecraft.crafted.smooth_stone_slab: #6, 6890(6%)
minecraft.picked_up.gray_glazed_terracotta: #5, 7(4%)
minecraft.mined.oak_log: #6, 8700(6%)
minecraft.used.dark_oak_slab: #6, 2177(6%)
minecraft.broken.shield: #5, 1(5%)
minecraft.crafted.brown_glazed_terracotta: #5, 12(4%)
minecraft.crafted.diamond_boots: #6, 13(6%)
minecraft.mined.smooth_red_sandstone_slab: #5, 7(5%)
minecraft.mined.mossy_stone_brick_stairs: #5, 2(6%)
minecraft.mined.horn_coral: #5, 12(2%)
minecraft.picked_up.bricks: #6, 1143(9%)
minecraft.picked_up.dark_oak_slab: #6, 747(6%)
minecraft.used.horn_coral: #5, 3(3%)
minecraft.mined.orange_concrete: #6, 1015(7%)
minecraft.mined.light_blue_stained_glass_pane: #5, 49(2%)
minecraft.mined.bubble_coral: #5, 11(2%)
minecraft.used.green_stained_glass_pane: #5, 21(4%)
minecraft.picked_up.redstone_ore: #6, 2286(5%)
minecraft.crafted.blue_stained_glass_pane: #5, 32(3%)
minecraft.crafted.warped_button: #5, 7(3%)
minecraft.mined.spruce_pressure_plate: #5, 6(2%)
minecraft.used.pumpkin_pie: #5, 58(1%)
minecraft.picked_up.cyan_shulker_box: #6, 145(7%)
minecraft.used.prismarine_stairs: #5, 33(2%)
minecraft.mined.fire_coral_fan: #5, 9(2%)
minecraft.mined.white_stained_glass_pane: #6, 124(6%)
minecraft.dropped.magma_cream: #6, 80(6%)
minecraft.used.magenta_bed: #5, 3(3%)
minecraft.dropped.prismarine_crystals: #5, 256(1%)
minecraft.picked_up.enchanting_table: #6, 7(8%)
minecraft.crafted.polished_diorite: #6, 1284(6%)
minecraft.mined.cyan_shulker_box: #6, 141(6%)
minecraft.used.magenta_banner: #5, 1(5%)
minecraft.killed.wither_skeleton: #5, 437(1%)
minecraft.mined.smoker: #6, 35(9%)
minecraft.used.birch_fence_gate: #6, 149(7%)
minecraft.dropped.dark_oak_slab: #5, 80(2%)
minecraft.dropped.brown_stained_glass: #5, 3(4%)
minecraft.used.diorite_stairs: #5, 16(3%)
minecraft.crafted.smooth_red_sandstone: #5, 30(4%)
minecraft.used.nether_brick_slab: #6, 1084(5%)
minecraft.picked_up.smooth_red_sandstone_slab: #5, 5(3%)
minecraft.crafted.leather_boots: #6, 45(6%)
minecraft.mined.bee_nest: #6, 30(5%)
minecraft.picked_up.smoker: #6, 34(7%)
minecraft.dropped.player_head: #6, 101(5%)
minecraft.mined.iron_trapdoor: #6, 292(6%)
minecraft.dropped.black_stained_glass_pane: #5, 20(2%)
minecraft.picked_up.daylight_detector: #6, 19(6%)
minecraft.mined.peony: #6, 17(7%)
minecraft.mined.light_gray_stained_glass_pane: #6, 96(5%)
minecraft.used.diamond_axe: #6, 33691(5%)
minecraft.crafted.spruce_slab: #6, 4558(5%)
minecraft.mined.yellow_glazed_terracotta: #5, 16(1%)
minecraft.picked_up.red_sandstone: #5, 6(1%)
minecraft.picked_up.brown_concrete_powder: #5, 78(1%)
minecraft.crafted.daylight_detector: #6, 133(6%)
minecraft.crafted.purpur_slab: #5, 180(2%)
minecraft.used.blue_stained_glass_pane: #5, 12(1%)
minecraft.dropped.lectern: #5, 3(1%)
minecraft.crafted.stripped_spruce_wood: #5, 3(2%)
minecraft.crafted.black_wool: #6, 286(6%)
minecraft.picked_up.black_bed: #5, 6(1%)
minecraft.dropped.glistering_melon_slice: #5, 8(2%)
minecraft.crafted.blackstone_wall: #6, 156(7%)
minecraft.crafted.magenta_glazed_terracotta: #5, 12(1%)
minecraft.mined.black_bed: #5, 5(1%)
minecraft.picked_up.dragon_head: #6, 21(6%)
minecraft.picked_up.purpur_slab: #6, 62(6%)
minecraft.dropped.magenta_dye: #5, 1(1%)
minecraft.crafted.blue_glazed_terracotta: #5, 12(1%)
minecraft.mined.white_tulip: #6, 45(7%)
minecraft.dropped.bucket: #6, 55(5%)
minecraft.used.bone_meal: #6, 14563(5%)
minecraft.dropped.quartz_slab: #5, 15(1%)
minecraft.picked_up.glistering_melon_slice: #5, 1(1%)
minecraft.mined.purple_concrete_powder: #6, 9(9%)
minecraft.picked_up.cyan_glazed_terracotta: #5, 2(1%)
minecraft.dropped.red_mushroom_block: #5, 12(0%)
minecraft.dropped.sandstone_wall: #5, 4(1%)
minecraft.picked_up.blue_glazed_terracotta: #5, 1(1%)
minecraft.mined.prismarine_wall: #5, 1(1%)
minecraft.picked_up.netherite_hoe: #6, 12(7%)
minecraft.dropped.red_wool: #6, 94(9%)
minecraft.picked_up.stone_brick_stairs: #6, 382(4%)
minecraft.killed.panda: #5, 1(0%)
minecraft.mined.purpur_slab: #6, 55(6%)
minecraft.picked_up.shulker_shell: #6, 1034(5%)
minecraft.used.dried_kelp_block: #5, 3(0%)
minecraft.crafted.netherite_pickaxe: #6, 4(7%)
minecraft.picked_up.lantern: #6, 419(4%)
minecraft.used.green_concrete: #6, 567(5%)
minecraft.picked_up.lava_bucket: #6, 11(5%)
minecraft.crafted.lime_stained_glass: #6, 2008(5%)
minecraft.picked_up.smooth_quartz: #6, 630(5%)
minecraft.mined.light_gray_carpet: #6, 214(4%)
minecraft.picked_up.diorite_wall: #6, 68(7%)
minecraft.picked_up.acacia_trapdoor: #6, 125(6%)
minecraft.used.orange_terracotta: #6, 747(5%)
minecraft.picked_up.shield: #6, 15(5%)
minecraft.used.shears: #6, 28807(4%)
minecraft.used.red_concrete_powder: #6, 2045(5%)
minecraft.picked_up.sea_lantern: #6, 864(4%)
minecraft.custom.open_chest: #7, 48362(6%)
minecraft.custom.damage_blocked_by_shield: #6, 9579(6%)
minecraft.crafted.hay_block: #6, 374(4%)
minecraft.used.lime_stained_glass: #6, 1561(5%)
minecraft.mined.white_bed: #6, 130(4%)
minecraft.mined.acacia_trapdoor: #6, 87(5%)
minecraft.mined.birch_button: #6, 5(7%)
minecraft.mined.sea_pickle: #6, 52(4%)
minecraft.used.sandstone_wall: #6, 620(5%)
minecraft.picked_up.white_carpet: #6, 493(4%)
minecraft.dropped.filled_map: #6, 43(4%)
minecraft.broken.diamond_helmet: #6, 1(14%)
minecraft.mined.end_stone: #6, 2569(4%)
minecraft.used.cooked_chicken: #6, 201(5%)
minecraft.mined.andesite_stairs: #6, 25(5%)
minecraft.killed.chicken: #7, 316(8%)
minecraft.picked_up.acacia_door: #6, 11(9%)
minecraft.picked_up.end_stone: #6, 2600(4%)
minecraft.dropped.paper: #6, 1072(4%)
minecraft.picked_up.sea_pickle: #6, 174(4%)
minecraft.mined.yellow_carpet: #6, 73(5%)
minecraft.used.white_carpet: #7, 2979(8%)
minecraft.mined.mossy_cobblestone_slab: #6, 7(7%)
minecraft.picked_up.melon: #6, 596(4%)
minecraft.crafted.brown_concrete_powder: #6, 1328(4%)
minecraft.dropped.cyan_stained_glass_pane: #6, 28(8%)
minecraft.dropped.dark_oak_boat: #6, 1(10%)
minecraft.killed_by.phantom: #6, 1(10%)
minecraft.dropped.brown_shulker_box: #6, 2(8%)
minecraft.mined.red_concrete_powder: #6, 25(4%)
minecraft.crafted.leather_leggings: #6, 51(4%)
minecraft.picked_up.brick_slab: #6, 42(6%)
minecraft.mined.jungle_button: #6, 5(5%)
minecraft.used.blast_furnace: #6, 41(3%)
minecraft.crafted.polished_blackstone_stairs: #6, 247(5%)
minecraft.used.powered_rail: #7, 1837(7%)
minecraft.crafted.crimson_fence: #6, 102(6%)
minecraft.mined.birch_log: #7, 5351(7%)
minecraft.mined.dark_prismarine_slab: #6, 56(6%)
minecraft.picked_up.flower_pot: #6, 74(3%)
minecraft.used.green_terracotta: #6, 351(3%)
minecraft.mined.stone_brick_wall: #6, 87(3%)
minecraft.dropped.brown_bed: #6, 1(8%)
minecraft.crafted.polished_granite_slab: #6, 36(5%)
minecraft.dropped.birch_fence: #6, 15(5%)
minecraft.dropped.carved_pumpkin: #6, 5(4%)
minecraft.picked_up.diamond_helmet: #7, 32(6%)
minecraft.custom.swim_one_cm: #7, 6777187(6%)
minecraft.mined.smooth_red_sandstone_stairs: #6, 11(7%)
minecraft.mined.brown_stained_glass: #6, 18(5%)
minecraft.picked_up.stone_sword: #6, 30(3%)
minecraft.dropped.red_bed: #6, 1(9%)
minecraft.dropped.stripped_acacia_log: #6, 1(9%)
minecraft.mined.grindstone: #6, 30(2%)
minecraft.crafted.dark_oak_slab: #7, 2532(7%)
minecraft.used.spruce_fence_gate: #6, 61(3%)
minecraft.mined.brown_wool: #6, 44(3%)
minecraft.dropped.cooked_cod: #6, 40(4%)
minecraft.crafted.cyan_banner: #6, 10(5%)
minecraft.used.cut_sandstone: #6, 872(3%)
minecraft.picked_up.ender_pearl: #7, 26328(6%)
minecraft.dropped.white_concrete: #7, 228(7%)
minecraft.picked_up.smooth_red_sandstone_stairs: #6, 9(6%)
minecraft.used.mossy_stone_brick_slab: #6, 12(5%)
minecraft.picked_up.mossy_cobblestone: #7, 225(6%)
minecraft.used.sea_pickle: #6, 91(2%)
minecraft.used.lime_banner: #6, 17(6%)
minecraft.picked_up.oak_slab: #7, 463(6%)
minecraft.picked_up.blue_orchid: #6, 130(2%)
minecraft.dropped.cyan_stained_glass: #6, 12(4%)
minecraft.used.fire_coral: #6, 2(5%)
minecraft.picked_up.gray_stained_glass_pane: #6, 53(3%)
minecraft.picked_up.sandstone_wall: #6, 87(2%)
minecraft.picked_up.dark_oak_fence_gate: #6, 42(2%)
minecraft.picked_up.diorite_slab: #6, 69(4%)
minecraft.used.brown_banner: #6, 7(6%)
minecraft.used.sugar_cane: #7, 877(6%)
minecraft.dropped.stone_stairs: #6, 108(3%)
minecraft.used.spruce_slab: #7, 3053(6%)
minecraft.picked_up.oak_planks: #7, 1051(6%)
minecraft.picked_up.flint: #7, 1499(6%)
minecraft.dropped.stone_slab: #6, 401(2%)
minecraft.crafted.red_nether_brick_slab: #6, 114(4%)
minecraft.used.gray_shulker_box: #7, 298(7%)
minecraft.dropped.sugar_cane: #6, 654(2%)
minecraft.custom.minecart_one_cm: #6, 2403757(1%)
minecraft.used.redstone_torch: #7, 734(5%)
minecraft.picked_up.orange_banner: #6, 2(5%)
minecraft.dropped.cobblestone_stairs: #6, 12(3%)
minecraft.dropped.cracked_stone_bricks: #6, 12(3%)
minecraft.used.dark_prismarine: #6, 623(2%)
minecraft.used.pink_wool: #6, 87(2%)
minecraft.crafted.light_blue_stained_glass_pane: #6, 144(2%)
minecraft.crafted.stone_pressure_plate: #7, 176(6%)
minecraft.used.dispenser: #7, 226(6%)
minecraft.mined.polished_diorite_stairs: #6, 51(4%)
minecraft.crafted.wheat: #7, 1539(7%)
minecraft.crafted.cut_red_sandstone: #6, 28(5%)
minecraft.dropped.cobblestone: #7, 12037(6%)
minecraft.dropped.sea_pickle: #6, 13(3%)
minecraft.picked_up.cooked_beef: #7, 1285(5%)
minecraft.used.chiseled_sandstone: #6, 196(2%)
minecraft.dropped.melon_slice: #6, 496(2%)
minecraft.dropped.gray_stained_glass_pane: #6, 25(3%)
minecraft.picked_up.red_nether_brick_stairs: #6, 18(3%)
minecraft.crafted.leather_helmet: #6, 15(2%)
minecraft.picked_up.beetroot: #6, 46(2%)
minecraft.dropped.light_gray_wool: #6, 177(2%)
minecraft.used.chorus_fruit: #6, 32(2%)
minecraft.crafted.diamond_pickaxe: #7, 26(5%)
minecraft.mined.stone_button: #7, 118(6%)
minecraft.custom.interact_with_brewingstand: #7, 474(5%)
minecraft.mined.glass: #7, 1144(5%)
minecraft.picked_up.gray_shulker_box: #7, 252(5%)
minecraft.crafted.red_nether_bricks: #6, 497(2%)
minecraft.used.dark_oak_sign: #7, 59(6%)
minecraft.picked_up.light_blue_stained_glass_pane: #6, 49(2%)
minecraft.mined.lime_bed: #6, 11(2%)
minecraft.picked_up.gold_nugget: #6, 5722(1%)
minecraft.dropped.wooden_sword: #6, 3(2%)
minecraft.mined.quartz_bricks: #6, 86(2%)
minecraft.used.prismarine_wall: #6, 48(3%)
minecraft.dropped.pink_dye: #6, 5(3%)
minecraft.dropped.oak_door: #6, 3(2%)
minecraft.mined.acacia_log: #7, 1891(6%)
minecraft.mined.fern: #7, 327(5%)
minecraft.mined.nether_quartz_ore: #7, 5741(5%)
minecraft.mined.horn_coral_fan: #6, 7(2%)
minecraft.dropped.beehive: #6, 2(2%)
minecraft.dropped.green_wool: #6, 52(2%)
minecraft.used.beetroot_seeds: #6, 66(2%)
minecraft.dropped.polished_andesite_stairs: #6, 47(2%)
minecraft.dropped.orange_concrete: #6, 4(2%)
minecraft.crafted.rail: #7, 1824(5%)
minecraft.crafted.stick: #7, 32002(5%)
minecraft.dropped.spruce_planks: #7, 264(5%)
minecraft.crafted.stone_bricks: #7, 13156(5%)
minecraft.mined.gray_shulker_box: #7, 248(6%)
minecraft.used.orange_concrete: #7, 1008(6%)
minecraft.picked_up.yellow_bed: #6, 6(2%)
minecraft.dropped.bread: #6, 245(1%)
minecraft.picked_up.leather_helmet: #7, 73(5%)
minecraft.picked_up.cyan_concrete_powder: #6, 165(1%)
minecraft.mined.yellow_bed: #6, 5(1%)
minecraft.dropped.black_banner: #6, 8(1%)
minecraft.dropped.podzol: #6, 42(1%)
minecraft.picked_up.oak_log: #7, 8851(5%)
minecraft.mined.gold_ore: #7, 1331(5%)
minecraft.picked_up.yellow_glazed_terracotta: #6, 16(1%)
minecraft.picked_up.white_wool: #7, 1202(4%)
minecraft.picked_up.black_stained_glass: #7, 454(5%)
minecraft.crafted.sandstone: #7, 1060(6%)
minecraft.mined.gray_glazed_terracotta: #6, 2(2%)
minecraft.picked_up.iron_ingot: #6, 4249(0%)
minecraft.used.red_nether_bricks: #6, 117(1%)
minecraft.used.pumpkin: #7, 330(5%)
minecraft.picked_up.stone_slab: #7, 1590(5%)
minecraft.dropped.stone_brick_stairs: #6, 26(1%)
minecraft.picked_up.elytra: #7, 72(4%)
minecraft.dropped.glass_pane: #6, 22(1%)
minecraft.dropped.brown_wool: #6, 36(1%)
minecraft.mined.diorite_stairs: #6, 4(1%)
minecraft.mined.spruce_fence: #7, 226(5%)
minecraft.used.glass: #7, 3779(5%)
minecraft.used.smooth_red_sandstone: #6, 64(1%)
minecraft.picked_up.acacia_log: #7, 1852(5%)
minecraft.crafted.written_book: #6, 17(1%)
minecraft.picked_up.diorite_stairs: #6, 4(1%)
minecraft.picked_up.gold_ore: #7, 1319(5%)
minecraft.used.diorite_slab: #6, 43(1%)
minecraft.crafted.spruce_trapdoor: #7, 1704(5%)
minecraft.picked_up.oak_fence_gate: #7, 65(5%)
minecraft.dropped.mycelium: #7, 1529(5%)
minecraft.picked_up.red_sandstone_wall: #6, 1(1%)
minecraft.dropped.lime_stained_glass_pane: #6, 3(1%)
minecraft.mined.prismarine_stairs: #6, 4(1%)
minecraft.used.purpur_slab: #6, 7(1%)
minecraft.used.blue_ice: #6, 41(0%)
minecraft.dropped.stone_brick_wall: #6, 8(1%)
minecraft.dropped.diamond_leggings: #7, 6(5%)
minecraft.broken.diamond_shovel: #7, 3(8%)
minecraft.picked_up.fire_coral_fan: #7, 59(7%)
minecraft.dropped.gilded_blackstone: #6, 2(1%)
minecraft.picked_up.prismarine_stairs: #6, 4(1%)
minecraft.dropped.brick: #6, 7(1%)
minecraft.dropped.light_blue_wool: #6, 5(0%)
minecraft.dropped.light_blue_terracotta: #6, 1(1%)
minecraft.killed.wandering_trader: #7, 12(5%)
minecraft.dropped.green_dye: #6, 134(0%)
minecraft.dropped.lime_terracotta: #6, 4(0%)
minecraft.picked_up.netherite_axe: #7, 25(5%)
minecraft.crafted.cyan_terracotta: #7, 11386(5%)
minecraft.dropped.green_terracotta: #6, 2(0%)
minecraft.mined.chain: #7, 127(4%)
minecraft.dropped.blaze_powder: #6, 1(0%)
minecraft.crafted.purpur_block: #6, 8(0%)
minecraft.crafted.experience_bottle: #6, 12(0%)
minecraft.dropped.bone_block: #7, 152(6%)
minecraft.mined.poppy: #7, 282(4%)
minecraft.picked_up.horn_coral_fan: #7, 54(6%)
minecraft.picked_up.brain_coral_fan: #7, 60(7%)
minecraft.picked_up.name_tag: #7, 43(4%)
minecraft.used.cocoa_beans: #7, 970(5%)
minecraft.picked_up.tripwire_hook: #7, 53(4%)
minecraft.crafted.iron_sword: #7, 15(4%)
minecraft.picked_up.firework_rocket: #7, 4777(4%)
minecraft.used.mycelium: #7, 1499(4%)
minecraft.dropped.sandstone: #7, 627(4%)
minecraft.used.birch_wood: #7, 139(8%)
minecraft.used.oak_fence_gate: #7, 100(5%)
minecraft.mined.fire_coral_wall_fan: #7, 54(6%)
minecraft.dropped.end_stone_bricks: #7, 55(6%)
minecraft.picked_up.tube_coral_fan: #7, 41(5%)
minecraft.used.kelp: #7, 1035(4%)
minecraft.mined.spruce_trapdoor: #7, 534(4%)
minecraft.mined.smithing_table: #7, 31(4%)
minecraft.crafted.warped_trapdoor: #7, 196(5%)
minecraft.mined.purpur_pillar: #7, 132(5%)
minecraft.mined.cobblestone_stairs: #7, 60(4%)
minecraft.crafted.red_concrete_powder: #7, 2000(4%)
minecraft.dropped.netherite_helmet: #7, 3(7%)
minecraft.mined.horn_coral_wall_fan: #7, 51(6%)
minecraft.mined.brain_coral_wall_fan: #7, 51(6%)
minecraft.mined.cyan_terracotta: #7, 1791(4%)
minecraft.picked_up.bubble_coral_fan: #7, 47(6%)
minecraft.used.smooth_stone_slab: #7, 6932(4%)
minecraft.killed_by.wither_skeleton: #7, 1(10%)
minecraft.used.golden_apple: #7, 9(5%)
minecraft.used.orange_shulker_box: #7, 210(4%)
minecraft.crafted.netherite_chestplate: #7, 1(11%)
minecraft.crafted.blackstone_stairs: #7, 176(4%)
minecraft.used.diorite_wall: #7, 116(6%)
minecraft.picked_up.bee_nest: #7, 20(3%)
minecraft.dropped.lead: #7, 21(4%)
minecraft.used.brown_concrete_powder: #7, 813(3%)
minecraft.mined.bubble_coral_wall_fan: #7, 43(5%)
minecraft.dropped.water_bucket: #7, 14(4%)
minecraft.picked_up.kelp: #7, 6890(3%)
minecraft.dropped.golden_sword: #7, 132(4%)
minecraft.used.brown_wool: #7, 275(3%)
minecraft.dropped.chorus_fruit: #7, 123(4%)
minecraft.crafted.white_stained_glass: #7, 2968(3%)
minecraft.used.jungle_leaves: #7, 902(3%)
minecraft.mined.birch_fence_gate: #7, 17(5%)
minecraft.picked_up.feather: #7, 372(3%)
minecraft.used.peony: #7, 13(4%)
minecraft.mined.tube_coral_wall_fan: #7, 30(4%)
minecraft.crafted.netherite_axe: #7, 1(8%)
minecraft.dropped.clay_ball: #7, 34(5%)
minecraft.dropped.leather_helmet: #7, 23(3%)
minecraft.used.orange_concrete_powder: #7, 915(4%)
minecraft.custom.target_hit: #7, 406(3%)
minecraft.dropped.obsidian: #7, 81(3%)
minecraft.mined.spruce_door: #7, 4(4%)
minecraft.picked_up.white_tulip: #7, 75(3%)
minecraft.mined.end_rod: #7, 358(3%)
minecraft.crafted.orange_concrete_powder: #7, 912(3%)
minecraft.dropped.polished_andesite: #7, 230(3%)
minecraft.used.jungle_stairs: #7, 126(4%)
minecraft.used.birch_button: #7, 25(4%)
minecraft.dropped.red_shulker_box: #7, 2(5%)
minecraft.mined.potted_lily_of_the_valley: #7, 1(8%)
minecraft.used.white_stained_glass: #7, 2057(3%)
minecraft.mined.sandstone: #7, 11422(2%)
minecraft.mined.brown_concrete: #7, 149(4%)
minecraft.picked_up.birch_log: #8, 5524(6%)
minecraft.used.purpur_block: #7, 57(3%)
minecraft.mined.green_terracotta: #7, 78(3%)
minecraft.dropped.ender_pearl: #8, 25909(6%)
minecraft.dropped.andesite_wall: #7, 32(4%)
minecraft.picked_up.black_glazed_terracotta: #7, 43(4%)
minecraft.custom.drop: #8, 14221(5%)
minecraft.used.stone_brick_wall: #7, 358(3%)
minecraft.dropped.white_stained_glass: #7, 28(3%)
minecraft.used.red_bed: #7, 14(3%)
minecraft.used.sandstone_stairs: #7, 513(3%)
minecraft.mined.oak_button: #7, 4(3%)
minecraft.dropped.jungle_sign: #7, 8(4%)
minecraft.dropped.beef: #7, 25(3%)
minecraft.used.prismarine_brick_stairs: #7, 78(4%)
