stat, rank, value, (percentage) 
minecraft.used.rotten_flesh: #9, 11(1%)
minecraft.killed.creeper: #10, 489(5%)
minecraft.picked_up.torch: #10, 8617(5%)
minecraft.picked_up.cyan_wool: #9, 86(1%)
minecraft.used.fern: #9, 54(1%)
minecraft.used.iron_hoe: #9, 375(1%)
minecraft.picked_up.green_dye: #9, 228(1%)
minecraft.crafted.enchanted_book: #9, 85(1%)
minecraft.used.acacia_button: #9, 3(2%)
minecraft.custom.climb_one_cm: #10, 4702345(4%)
minecraft.used.quartz_pillar: #9, 205(1%)
minecraft.crafted.chiseled_quartz_block: #9, 42(1%)
minecraft.mined.activator_rail: #9, 1(2%)
minecraft.crafted.cyan_banner: #9, 3(1%)
minecraft.picked_up.oak_trapdoor: #10, 148(5%)
minecraft.mined.cyan_bed: #9, 10(1%)
minecraft.mined.cyan_stained_glass_pane: #9, 11(1%)
minecraft.dropped.chicken: #9, 31(1%)
minecraft.dropped.blaze_rod: #9, 8(1%)
minecraft.dropped.cooked_porkchop: #9, 115(0%)
minecraft.broken.stone_shovel: #9, 2(1%)
minecraft.dropped.ancient_debris: #9, 3(1%)
minecraft.killed.vex: #9, 1(1%)
minecraft.crafted.quartz_pillar: #9, 180(0%)
minecraft.dropped.dark_oak_trapdoor: #9, 7(0%)
minecraft.crafted.red_nether_bricks: #9, 93(0%)
minecraft.used.red_nether_brick_slab: #9, 15(0%)
minecraft.dropped.prismarine_bricks: #9, 2(0%)
minecraft.dropped.acacia_leaves: #9, 7(0%)
minecraft.picked_up.chorus_flower: #9, 14(0%)
minecraft.dropped.prismarine: #9, 2(0%)
minecraft.dropped.warped_stem: #9, 2(0%)
minecraft.used.red_nether_bricks: #9, 24(0%)
minecraft.dropped.brown_dye: #9, 2(0%)
minecraft.dropped.dark_oak_sapling: #9, 1(0%)
minecraft.picked_up.brown_dye: #9, 2(0%)
minecraft.dropped.dark_oak_sign: #9, 2(0%)
minecraft.dropped.campfire: #9, 1(0%)
minecraft.used.blue_ice: #9, 7(0%)
minecraft.mined.chorus_flower: #9, 3(0%)
minecraft.killed.vindicator: #9, 4(0%)
minecraft.dropped.andesite: #10, 2023(4%)
minecraft.mined.birch_trapdoor: #10, 53(5%)
minecraft.custom.player_kills: #10, 47(4%)
minecraft.mined.player_wall_head: #10, 32(4%)
minecraft.used.bucket: #10, 3685(4%)
minecraft.picked_up.magma_block: #10, 3439(4%)
minecraft.crafted.iron_ingot: #10, 21807(4%)
minecraft.used.stone_axe: #10, 234(4%)
minecraft.mined.glass: #10, 783(4%)
minecraft.dropped.light_gray_concrete: #10, 64(6%)
minecraft.picked_up.soul_lantern: #10, 102(4%)
minecraft.mined.brown_mushroom_block: #10, 1972(4%)
minecraft.killed.ghast: #10, 122(4%)
minecraft.used.bell: #10, 13(4%)
minecraft.mined.comparator: #10, 78(3%)
minecraft.used.dark_oak_trapdoor: #10, 428(3%)
minecraft.mined.polished_andesite: #10, 599(3%)
minecraft.crafted.iron_helmet: #10, 7(3%)
minecraft.crafted.netherite_boots: #10, 1(5%)
minecraft.used.black_shulker_box: #10, 154(3%)
minecraft.crafted.netherite_leggings: #10, 1(5%)
minecraft.crafted.barrel: #10, 218(3%)
minecraft.picked_up.chorus_fruit: #10, 866(3%)
minecraft.dropped.stone_button: #10, 77(3%)
minecraft.picked_up.oak_door: #10, 18(3%)
minecraft.dropped.iron_ore: #10, 282(3%)
minecraft.mined.pink_tulip: #10, 22(4%)
minecraft.crafted.diamond_chestplate: #10, 3(3%)
minecraft.used.polished_andesite: #10, 2283(3%)
minecraft.mined.cobblestone_stairs: #10, 42(3%)
minecraft.picked_up.stone_bricks: #10, 2269(2%)
minecraft.mined.bricks: #10, 309(4%)
minecraft.crafted.composter: #10, 77(3%)
minecraft.used.wooden_sword: #10, 13(3%)
minecraft.mined.fire: #10, 346(2%)
minecraft.crafted.minecart: #10, 100(2%)
minecraft.crafted.polished_andesite_slab: #10, 380(3%)
minecraft.mined.smithing_table: #10, 18(2%)
minecraft.crafted.red_wool: #10, 75(3%)
minecraft.mined.detector_rail: #10, 7(3%)
minecraft.used.dried_kelp: #10, 57(4%)
minecraft.picked_up.cobblestone_wall: #10, 104(2%)
minecraft.mined.green_carpet: #10, 60(2%)
minecraft.used.light_gray_concrete_powder: #10, 2051(2%)
minecraft.picked_up.totem_of_undying: #10, 11(2%)
minecraft.dropped.ladder: #10, 27(2%)
minecraft.dropped.filled_map: #10, 22(2%)
minecraft.picked_up.cyan_terracotta: #10, 1216(2%)
minecraft.picked_up.iron_horse_armor: #10, 1(3%)
minecraft.mined.stone_pressure_plate: #10, 11(2%)
minecraft.picked_up.honey_block: #10, 130(2%)
minecraft.mined.carved_pumpkin: #10, 82(2%)
minecraft.picked_up.armor_stand: #10, 68(2%)
minecraft.used.dark_oak_pressure_plate: #10, 2(3%)
minecraft.dropped.magma_cream: #10, 24(2%)
minecraft.used.carved_pumpkin: #10, 11(2%)
minecraft.crafted.lectern: #10, 20(2%)
minecraft.used.warped_stem: #10, 364(2%)
minecraft.used.smooth_quartz_slab: #10, 756(2%)
minecraft.crafted.cauldron: #10, 28(1%)
minecraft.picked_up.black_banner: #10, 23(2%)
minecraft.dropped.purpur_slab: #10, 6(2%)
minecraft.picked_up.dark_oak_log: #10, 1318(1%)
minecraft.picked_up.diamond_horse_armor: #10, 1(2%)
minecraft.crafted.green_stained_glass: #10, 224(2%)
minecraft.crafted.polished_diorite: #10, 280(1%)
minecraft.picked_up.cyan_concrete: #10, 409(1%)
minecraft.picked_up.dead_bush: #10, 49(1%)
minecraft.crafted.dark_oak_fence_gate: #10, 56(1%)
minecraft.crafted.yellow_concrete_powder: #10, 512(2%)
minecraft.mined.light_blue_shulker_box: #10, 68(1%)
minecraft.crafted.smooth_quartz_slab: #10, 342(1%)
minecraft.dropped.lapis_lazuli: #10, 43(1%)
minecraft.custom.strider_one_cm: #10, 15378(1%)
minecraft.used.stone_sword: #10, 30(1%)
minecraft.picked_up.andesite_slab: #10, 124(1%)
minecraft.crafted.spruce_fence_gate: #10, 26(1%)
minecraft.crafted.mossy_cobblestone: #10, 64(1%)
minecraft.used.spruce_fence_gate: #10, 21(1%)
minecraft.mined.andesite_slab: #10, 59(1%)
minecraft.custom.drop: #11, 11076(4%)
minecraft.used.spruce_button: #10, 25(1%)
minecraft.used.crying_obsidian: #10, 166(1%)
minecraft.crafted.blue_shulker_box: #10, 1(1%)
minecraft.killed.salmon: #10, 8(1%)
minecraft.picked_up.fire_coral_fan: #10, 9(1%)
minecraft.picked_up.tube_coral_fan: #10, 7(1%)
minecraft.crafted.brown_wool: #10, 16(1%)
minecraft.mined.polished_blackstone_brick_slab: #10, 38(1%)
minecraft.mined.dark_oak_fence_gate: #10, 8(1%)
minecraft.used.brown_stained_glass: #10, 27(1%)
minecraft.crafted.bookshelf: #10, 142(1%)
minecraft.used.cyan_bed: #10, 11(1%)
minecraft.picked_up.cyan_bed: #10, 10(1%)
minecraft.picked_up.magenta_stained_glass: #10, 5(1%)
minecraft.picked_up.tube_coral: #10, 2(1%)
minecraft.used.stone_shovel: #10, 272(1%)
minecraft.used.netherite_hoe: #10, 5015(1%)
minecraft.dropped.cobblestone_wall: #10, 18(1%)
minecraft.dropped.andesite_wall: #10, 6(1%)
minecraft.crafted.cooked_salmon: #10, 3(1%)
minecraft.used.prismarine_bricks: #10, 178(1%)
minecraft.picked_up.dark_oak_fence_gate: #10, 8(0%)
minecraft.mined.green_stained_glass: #10, 10(0%)
minecraft.crafted.pumpkin_seeds: #10, 12(0%)
minecraft.dropped.heavy_weighted_pressure_plate: #10, 1(1%)
minecraft.dropped.red_dye: #10, 8(0%)
minecraft.dropped.dark_prismarine: #10, 7(0%)
minecraft.picked_up.prismarine_crystals: #10, 84(0%)
minecraft.crafted.ladder: #11, 522(4%)
minecraft.custom.raid_win: #10, 1(0%)
minecraft.mined.orange_wool: #10, 6(0%)
minecraft.picked_up.turtle_egg: #10, 12(0%)
minecraft.picked_up.leather_boots: #11, 20(4%)
minecraft.mined.bubble_coral_fan: #10, 1(0%)
minecraft.used.dark_prismarine_slab: #10, 14(0%)
minecraft.picked_up.purple_stained_glass_pane: #10, 1(0%)
minecraft.mined.composter: #11, 42(4%)
minecraft.mined.spruce_planks: #11, 764(4%)
minecraft.used.diamond_pickaxe: #11, 326102(4%)
minecraft.custom.swim_one_cm: #11, 3603984(3%)
minecraft.used.crossbow: #11, 154(4%)
minecraft.mined.oak_trapdoor: #11, 74(4%)
minecraft.picked_up.smooth_stone: #11, 1456(3%)
minecraft.picked_up.spruce_planks: #11, 893(3%)
minecraft.crafted.coal_block: #11, 1081(3%)
minecraft.picked_up.rail: #11, 1465(3%)
minecraft.used.flint_and_steel: #11, 196(3%)
minecraft.crafted.warped_trapdoor: #11, 156(4%)
minecraft.picked_up.iron_bars: #11, 325(3%)
minecraft.mined.stone_bricks: #11, 2113(3%)
minecraft.mined.black_shulker_box: #11, 144(3%)
minecraft.killed.enderman: #11, 20215(3%)
minecraft.picked_up.black_shulker_box: #11, 147(3%)
minecraft.crafted.diamond_helmet: #11, 4(3%)
minecraft.mined.peony: #11, 9(4%)
minecraft.mined.nether_gold_ore: #11, 251(3%)
minecraft.crafted.iron_hoe: #11, 3(3%)
minecraft.used.polished_blackstone_bricks: #11, 951(3%)
minecraft.picked_up.bookshelf: #11, 72(3%)
minecraft.crafted.nether_brick_slab: #11, 306(3%)
minecraft.used.end_rod: #11, 334(2%)
minecraft.used.dark_oak_slab: #11, 856(2%)
minecraft.used.splash_potion: #11, 35(2%)
minecraft.used.kelp: #11, 581(2%)
minecraft.picked_up.brown_mushroom: #11, 271(2%)
minecraft.picked_up.porkchop: #11, 46(2%)
minecraft.used.iron_axe: #11, 1035(2%)
minecraft.used.diamond_ore: #11, 395(2%)
minecraft.picked_up.smooth_quartz_slab: #11, 295(2%)
minecraft.crafted.item_frame: #11, 198(2%)
minecraft.used.dark_oak_door: #11, 16(3%)
minecraft.picked_up.sea_pickle: #11, 101(2%)
minecraft.mined.cracked_stone_bricks: #11, 38(2%)
minecraft.dropped.iron_helmet: #11, 6(3%)
minecraft.picked_up.diamond_ore: #11, 419(2%)
minecraft.crafted.stone_brick_wall: #11, 120(2%)
minecraft.custom.talked_to_villager: #11, 1881(2%)
minecraft.picked_up.bell: #11, 13(2%)
minecraft.crafted.wooden_hoe: #11, 1(3%)
minecraft.used.dragon_head: #11, 1(3%)
minecraft.used.hay_block: #11, 32(2%)
minecraft.crafted.bone_meal: #11, 42402(2%)
minecraft.used.birch_fence: #11, 71(2%)
minecraft.picked_up.bricks: #11, 309(2%)
minecraft.mined.redstone_lamp: #11, 29(2%)
minecraft.dropped.gold_nugget: #11, 285(2%)
minecraft.mined.sea_lantern: #11, 184(1%)
minecraft.used.crimson_slab: #11, 117(2%)
minecraft.used.warped_wart_block: #11, 226(2%)
minecraft.used.ice: #11, 589(1%)
minecraft.used.cyan_concrete_powder: #11, 641(1%)
minecraft.mined.ancient_debris: #11, 89(1%)
minecraft.crafted.jungle_slab: #11, 378(1%)
minecraft.crafted.filled_map: #11, 44(1%)
minecraft.picked_up.pumpkin_seeds: #11, 333(1%)
minecraft.mined.daylight_detector: #11, 3(1%)
minecraft.used.black_concrete_powder: #11, 1614(1%)
minecraft.crafted.white_stained_glass: #11, 992(1%)
minecraft.dropped.smooth_stone_slab: #11, 71(1%)
minecraft.used.bookshelf: #11, 186(1%)
minecraft.picked_up.brown_stained_glass: #11, 9(2%)
minecraft.crafted.cyan_bed: #11, 2(2%)
minecraft.picked_up.fire_charge: #11, 25(1%)
minecraft.mined.end_rod: #11, 123(1%)
minecraft.mined.twisting_vines: #11, 9(1%)
minecraft.killed.slime: #11, 508(1%)
minecraft.picked_up.bee_nest: #11, 5(1%)
minecraft.mined.beehive: #11, 9(1%)
minecraft.crafted.gold_block: #11, 394(1%)
minecraft.dropped.enchanted_book: #11, 22(1%)
minecraft.used.light_gray_carpet: #11, 391(1%)
minecraft.used.bricks: #11, 446(1%)
minecraft.mined.tube_coral_wall_fan: #11, 7(1%)
minecraft.used.pufferfish_bucket: #11, 2(1%)
minecraft.used.crimson_fungus: #11, 23(1%)
minecraft.used.chest_minecart: #11, 2(1%)
minecraft.picked_up.mossy_cobblestone_slab: #11, 3(1%)
minecraft.crafted.dark_oak_door: #11, 6(1%)
minecraft.crafted.white_wool: #11, 265(1%)
minecraft.crafted.chest_minecart: #11, 2(1%)
minecraft.dropped.grass: #11, 10(1%)
minecraft.mined.fire_coral_wall_fan: #11, 7(1%)
minecraft.crafted.polished_blackstone_stairs: #11, 45(1%)
minecraft.used.cyan_wool: #11, 25(1%)
minecraft.used.blackstone: #11, 592(0%)
minecraft.mined.target: #11, 6(1%)
minecraft.dropped.lantern: #11, 17(1%)
minecraft.used.weeping_vines: #11, 6(1%)
minecraft.dropped.stone_brick_slab: #11, 51(1%)
minecraft.picked_up.yellow_terracotta: #11, 393(0%)
minecraft.used.wooden_hoe: #11, 5(1%)
minecraft.crafted.polished_andesite_stairs: #11, 40(1%)
minecraft.dropped.light_gray_carpet: #11, 8(1%)
minecraft.picked_up.target: #11, 6(1%)
minecraft.crafted.acacia_button: #11, 2(1%)
minecraft.crafted.bricks: #11, 392(0%)
minecraft.dropped.acacia_sign: #11, 2(1%)
minecraft.used.soul_campfire: #11, 2(1%)
minecraft.dropped.dark_oak_log: #11, 10(0%)
minecraft.picked_up.yellow_concrete_powder: #11, 49(0%)
minecraft.mined.fire_coral_fan: #11, 2(0%)
minecraft.used.orange_carpet: #11, 43(0%)
minecraft.dropped.nether_brick: #11, 19(0%)
minecraft.crafted.orange_carpet: #11, 54(0%)
minecraft.crafted.brick: #11, 710(0%)
minecraft.dropped.light_gray_wool: #11, 21(0%)
minecraft.killed.zombified_piglin: #11, 974(0%)
minecraft.crafted.apple: #11, 20(0%)
minecraft.dropped.melon: #11, 8(0%)
minecraft.used.bee_nest: #11, 1(0%)
minecraft.dropped.crimson_planks: #11, 2(0%)
minecraft.custom.fish_caught: #11, 8(0%)
minecraft.crafted.sandstone_stairs: #11, 8(0%)
minecraft.dropped.polished_andesite_stairs: #11, 3(0%)
minecraft.dropped.prismarine_shard: #11, 17(0%)
minecraft.dropped.diamond_ore: #11, 1(0%)
minecraft.mined.purple_stained_glass_pane: #11, 1(0%)
minecraft.dropped.light_gray_concrete_powder: #11, 1(0%)
minecraft.crafted.air: #11, 0(0%)
minecraft.used.ladder: #12, 418(4%)
minecraft.mined.stone: #12, 249754(4%)
minecraft.mined.coal_ore: #12, 9404(4%)
minecraft.used.diamond_shovel: #12, 129902(3%)
minecraft.mined.andesite: #12, 13554(3%)
minecraft.crafted.diamond_block: #12, 362(3%)
minecraft.used.rail: #12, 1723(3%)
minecraft.picked_up.composter: #12, 42(3%)
minecraft.mined.diorite: #12, 12110(3%)
minecraft.picked_up.writable_book: #12, 14(3%)
minecraft.mined.crimson_fungus: #12, 35(4%)
minecraft.mined.red_terracotta: #12, 2207(3%)
minecraft.killed_by.player: #12, 36(3%)
minecraft.used.stone_bricks: #12, 7242(3%)
minecraft.crafted.diamond_pickaxe: #12, 14(3%)
minecraft.picked_up.red_terracotta: #12, 2252(3%)
minecraft.mined.cobblestone: #12, 1819(3%)
minecraft.mined.gravel: #12, 23935(3%)
minecraft.picked_up.polished_andesite: #12, 666(3%)
minecraft.crafted.rail: #12, 896(2%)
minecraft.picked_up.mossy_cobblestone: #12, 90(3%)
minecraft.crafted.iron_axe: #12, 7(2%)
minecraft.mined.lantern: #12, 59(2%)
minecraft.used.stone_pressure_plate: #12, 52(3%)
minecraft.picked_up.birch_sapling: #12, 350(2%)
minecraft.crafted.chain: #12, 355(2%)
minecraft.used.diamond_block: #12, 221(2%)
minecraft.used.netherite_axe: #12, 14493(3%)
minecraft.broken.iron_axe: #12, 3(2%)
minecraft.dropped.wheat_seeds: #12, 2236(2%)
minecraft.used.diorite: #12, 471(2%)
minecraft.mined.warped_planks: #12, 25(3%)
minecraft.mined.sticky_piston: #12, 87(2%)
minecraft.used.white_banner: #12, 21(2%)
minecraft.picked_up.diamond_chestplate: #12, 5(2%)
minecraft.used.comparator: #12, 174(2%)
minecraft.used.oak_door: #12, 10(2%)
minecraft.custom.horse_one_cm: #12, 242018(2%)
minecraft.used.jungle_leaves: #12, 530(2%)
minecraft.mined.tripwire: #12, 43(2%)
minecraft.used.black_concrete: #12, 1610(2%)
minecraft.used.redstone_lamp: #12, 93(2%)
minecraft.crafted.light_gray_concrete_powder: #12, 1952(2%)
minecraft.custom.inspect_dropper: #12, 466(2%)
minecraft.mined.stone_slab: #12, 223(2%)
minecraft.mined.obsidian: #12, 639(2%)
minecraft.used.oak_slab: #12, 273(2%)
minecraft.used.blast_furnace: #12, 24(2%)
minecraft.picked_up.smithing_table: #12, 18(2%)
minecraft.crafted.nether_bricks: #12, 930(2%)
minecraft.used.soul_sand: #12, 366(2%)
minecraft.picked_up.milk_bucket: #12, 4(2%)
minecraft.crafted.gray_dye: #12, 954(2%)
minecraft.used.iron_ore: #12, 11(2%)
minecraft.mined.flower_pot: #12, 5(2%)
minecraft.used.sticky_piston: #12, 152(1%)
minecraft.custom.sprint_one_cm: #13, 108694648(4%)
minecraft.mined.nether_brick_slab: #12, 59(1%)
minecraft.crafted.blue_concrete_powder: #12, 352(2%)
minecraft.mined.bookshelf: #12, 135(1%)
minecraft.used.smithing_table: #12, 20(1%)
minecraft.used.peony: #12, 5(1%)
minecraft.picked_up.light_gray_concrete: #12, 636(1%)
minecraft.picked_up.redstone_lamp: #12, 29(1%)
minecraft.picked_up.light_blue_shulker_box: #12, 68(1%)
minecraft.mined.purpur_slab: #12, 13(1%)
minecraft.dropped.peony: #12, 2(2%)
minecraft.used.light_blue_shulker_box: #12, 64(1%)
minecraft.mined.gray_concrete_powder: #12, 86(1%)
minecraft.dropped.purpur_block: #12, 15(1%)
minecraft.crafted.gold_ingot: #12, 8554(1%)
minecraft.picked_up.purpur_slab: #12, 13(1%)
minecraft.used.oak_log: #12, 526(1%)
minecraft.dropped.gray_concrete: #12, 63(1%)
minecraft.used.smooth_sandstone_slab: #12, 286(1%)
minecraft.crafted.polished_blackstone_bricks: #12, 276(1%)
minecraft.used.blue_concrete_powder: #12, 199(1%)
minecraft.mined.bee_nest: #12, 5(1%)
minecraft.dropped.milk_bucket: #12, 1(1%)
minecraft.used.lilac: #12, 6(1%)
minecraft.picked_up.daylight_detector: #12, 3(1%)
minecraft.mined.purpur_block: #12, 63(1%)
minecraft.dropped.warped_planks: #12, 3(1%)
minecraft.used.stripped_dark_oak_log: #12, 56(1%)
minecraft.crafted.tnt: #12, 831(1%)
minecraft.picked_up.white_stained_glass: #12, 109(1%)
minecraft.picked_up.red_banner: #12, 1(1%)
minecraft.picked_up.music_disc_cat: #12, 2(1%)
minecraft.dropped.light_gray_stained_glass_pane: #12, 84(1%)
minecraft.picked_up.chicken: #12, 38(1%)
minecraft.crafted.charcoal: #12, 32(1%)
minecraft.mined.red_carpet: #12, 13(1%)
minecraft.picked_up.blaze_rod: #12, 105(1%)
minecraft.picked_up.azure_bluet: #12, 123(1%)
minecraft.picked_up.cornflower: #12, 128(0%)
minecraft.mined.blue_concrete: #12, 83(0%)
minecraft.picked_up.book: #12, 219(0%)
minecraft.custom.crouch_one_cm: #13, 11518276(3%)
minecraft.used.music_disc_cat: #12, 1(1%)
minecraft.dropped.quartz: #12, 32(0%)
minecraft.picked_up.end_crystal: #12, 1(1%)
minecraft.picked_up.spectral_arrow: #12, 23(0%)
minecraft.mined.chorus_plant: #12, 15(0%)
minecraft.used.birch_leaves: #12, 150(0%)
minecraft.used.mushroom_stem: #12, 24(0%)
minecraft.used.chorus_fruit: #12, 7(0%)
minecraft.custom.inspect_hopper: #13, 2250(4%)
minecraft.mined.fletching_table: #12, 2(0%)
minecraft.mined.tube_coral: #12, 2(0%)
minecraft.mined.orange_carpet: #12, 3(0%)
minecraft.picked_up.horn_coral: #12, 1(0%)
minecraft.killed.spider: #13, 170(4%)
minecraft.dropped.egg: #12, 41(0%)
minecraft.crafted.golden_carrot: #12, 390(0%)
minecraft.dropped.polished_blackstone: #12, 2(0%)
minecraft.crafted.purple_stained_glass: #12, 48(0%)
minecraft.picked_up.honey_bottle: #12, 2(0%)
minecraft.dropped.weeping_vines: #12, 3(0%)
minecraft.mined.tube_coral_fan: #12, 1(0%)
minecraft.mined.turtle_egg: #12, 6(0%)
minecraft.dropped.acacia_trapdoor: #12, 1(0%)
minecraft.dropped.light_blue_concrete: #12, 1(0%)
minecraft.dropped.dispenser: #12, 1(0%)
minecraft.dropped.andesite_slab: #12, 7(0%)
minecraft.killed.cave_spider: #12, 21(0%)
minecraft.dropped.dark_oak_stairs: #12, 3(0%)
minecraft.used.experience_bottle: #12, 3(0%)
minecraft.used.turtle_egg: #12, 1(0%)
minecraft.picked_up.quartz_bricks: #12, 2(0%)
minecraft.dropped.mushroom_stem: #12, 1(0%)
minecraft.crafted.crafting_table: #13, 96(4%)
minecraft.picked_up.diamond_boots: #13, 33(3%)
minecraft.custom.interact_with_smithing_table: #13, 31(4%)
minecraft.picked_up.golden_helmet: #13, 22(4%)
minecraft.mined.ladder: #13, 76(4%)
minecraft.picked_up.birch_trapdoor: #13, 53(4%)
minecraft.used.dirt: #13, 25536(3%)
minecraft.used.netherite_pickaxe: #13, 215322(3%)
minecraft.picked_up.diamond_block: #13, 340(3%)
minecraft.used.golden_carrot: #13, 2190(3%)
minecraft.mined.granite: #13, 10343(3%)
minecraft.picked_up.gravel: #13, 19558(2%)
minecraft.mined.redstone_wall_torch: #13, 46(3%)
minecraft.used.glass: #13, 2047(2%)
minecraft.mined.soul_sand: #13, 1361(3%)
minecraft.picked_up.quartz: #13, 4274(3%)
minecraft.killed_by.creeper: #13, 4(3%)
minecraft.picked_up.slime_block: #13, 361(3%)
minecraft.dropped.diorite: #13, 1686(2%)
minecraft.dropped.diamond_block: #13, 70(3%)
minecraft.crafted.wooden_pickaxe: #13, 1(3%)
minecraft.crafted.oak_planks: #13, 8056(2%)
minecraft.mined.kelp: #13, 234(2%)
minecraft.crafted.birch_planks: #13, 4148(2%)
minecraft.picked_up.netherite_helmet: #13, 10(2%)
minecraft.mined.diamond_ore: #13, 903(2%)
minecraft.mined.redstone_wire: #13, 346(2%)
minecraft.custom.sneak_time: #14, 3026337(3%)
minecraft.crafted.iron_nugget: #13, 3632(2%)
minecraft.crafted.lapis_block: #13, 342(2%)
minecraft.picked_up.sticky_piston: #13, 105(2%)
minecraft.used.spruce_planks: #13, 1210(2%)
minecraft.dropped.coal: #13, 116(2%)
minecraft.mined.vine: #13, 492(2%)
minecraft.used.bread: #13, 81(2%)
minecraft.mined.slime_block: #13, 142(2%)
minecraft.picked_up.crying_obsidian: #13, 42(2%)
minecraft.crafted.netherite_ingot: #13, 21(2%)
minecraft.picked_up.sea_lantern: #13, 338(2%)
minecraft.killed.bat: #13, 25(1%)
minecraft.mined.dark_oak_sign: #13, 1(2%)
minecraft.mined.white_wool: #13, 60(1%)
minecraft.crafted.lead: #13, 16(2%)
minecraft.dropped.diamond_helmet: #13, 2(2%)
minecraft.picked_up.white_banner: #13, 22(1%)
minecraft.mined.lilac: #13, 3(2%)
minecraft.mined.oak_sapling: #13, 9(1%)
minecraft.used.pumpkin: #13, 84(1%)
minecraft.killed_by.vex: #13, 1(2%)
minecraft.dropped.redstone_block: #13, 29(2%)
minecraft.picked_up.ancient_debris: #13, 91(1%)
minecraft.picked_up.green_carpet: #13, 62(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #13, 11(1%)
minecraft.crafted.lantern: #13, 186(1%)
minecraft.dropped.end_stone_bricks: #13, 15(2%)
minecraft.crafted.netherite_pickaxe: #13, 1(2%)
minecraft.killed.pufferfish: #13, 5(1%)
minecraft.killed.cod: #13, 26(1%)
minecraft.crafted.leather_boots: #13, 9(1%)
minecraft.dropped.gold_ore: #13, 8(1%)
minecraft.crafted.black_wool: #13, 61(1%)
minecraft.killed.magma_cube: #13, 330(1%)
minecraft.mined.quartz_pillar: #13, 44(1%)
minecraft.picked_up.birch_button: #13, 2(1%)
minecraft.mined.sea_pickle: #13, 13(1%)
minecraft.dropped.blackstone: #13, 149(1%)
minecraft.mined.white_stained_glass: #13, 108(1%)
minecraft.used.birch_trapdoor: #13, 75(1%)
minecraft.mined.polished_blackstone_bricks: #13, 430(1%)
minecraft.crafted.leather_leggings: #13, 15(1%)
minecraft.crafted.smooth_stone_slab: #13, 1022(1%)
minecraft.used.cyan_carpet: #13, 92(1%)
minecraft.mined.twisting_vines_plant: #13, 11(1%)
minecraft.mined.white_tulip: #13, 8(1%)
minecraft.crafted.leather_chestplate: #13, 13(1%)
minecraft.dropped.spruce_log: #13, 120(1%)
minecraft.mined.stripped_dark_oak_log: #13, 63(1%)
minecraft.picked_up.purpur_block: #13, 64(1%)
minecraft.picked_up.nether_brick_slab: #13, 64(1%)
minecraft.picked_up.stripped_dark_oak_log: #13, 62(1%)
minecraft.crafted.anvil: #13, 32(1%)
minecraft.used.andesite_slab: #13, 171(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #13, 88(1%)
minecraft.picked_up.netherite_ingot: #13, 1(1%)
minecraft.picked_up.iron_axe: #13, 2(1%)
minecraft.picked_up.beehive: #13, 7(1%)
minecraft.used.birch_sapling: #13, 71(1%)
minecraft.mined.green_concrete: #13, 76(1%)
minecraft.dropped.carved_pumpkin: #13, 1(1%)
minecraft.used.dark_oak_fence_gate: #13, 29(1%)
minecraft.picked_up.dark_oak_sapling: #13, 63(1%)
minecraft.used.red_carpet: #13, 102(0%)
minecraft.used.green_concrete: #13, 59(1%)
minecraft.crafted.blackstone_slab: #13, 60(1%)
minecraft.picked_up.horn_coral_fan: #13, 5(1%)
minecraft.dropped.cookie: #13, 15(0%)
minecraft.crafted.grindstone: #13, 17(0%)
minecraft.picked_up.brain_coral_fan: #13, 5(1%)
minecraft.mined.brain_coral_wall_fan: #13, 5(1%)
minecraft.mined.birch_planks: #13, 37(0%)
minecraft.used.white_stained_glass: #13, 278(0%)
minecraft.crafted.emerald: #13, 2450(0%)
minecraft.picked_up.green_concrete: #13, 41(0%)
minecraft.crafted.stone_shovel: #13, 3(0%)
minecraft.picked_up.brain_coral: #13, 1(1%)
minecraft.dropped.birch_slab: #13, 3(0%)
minecraft.used.warped_planks: #13, 29(0%)
minecraft.used.birch_planks: #13, 88(0%)
minecraft.crafted.white_banner: #13, 4(0%)
minecraft.picked_up.fletching_table: #13, 2(0%)
minecraft.used.chiseled_stone_bricks: #13, 10(0%)
minecraft.used.target: #13, 6(0%)
minecraft.picked_up.dark_oak_button: #13, 2(0%)
minecraft.used.red_mushroom_block: #13, 18(0%)
minecraft.picked_up.orange_carpet: #13, 3(0%)
minecraft.mined.horn_coral_fan: #13, 1(0%)
minecraft.killed.pillager: #13, 47(0%)
minecraft.dropped.iron_trapdoor: #13, 2(0%)
minecraft.mined.brain_coral: #13, 1(0%)
minecraft.dropped.red_carpet: #13, 1(0%)
minecraft.used.chiseled_quartz_block: #13, 15(0%)
minecraft.mined.horn_coral: #13, 1(0%)
minecraft.mined.ice: #13, 543(0%)
minecraft.dropped.soul_lantern: #13, 1(0%)
minecraft.picked_up.rabbit_hide: #13, 3(0%)
minecraft.mined.blue_ice: #13, 2(0%)
minecraft.used.purple_stained_glass: #13, 9(0%)
minecraft.dropped.cut_sandstone: #13, 1(0%)
minecraft.mined.yellow_stained_glass: #13, 1(0%)
minecraft.mined.pink_wool: #13, 1(0%)
minecraft.killed.witch: #13, 9(0%)
minecraft.custom.aviate_one_cm: #14, 683213232(4%)
minecraft.used.chest: #14, 1665(4%)
minecraft.used.item_frame: #14, 370(3%)
