stat, rank, value, (percentage) 
minecraft.dropped.kelp: #15, 146(1%)
minecraft.used.polished_basalt: #15, 199(1%)
minecraft.mined.brown_concrete_powder: #15, 5(1%)
minecraft.crafted.dark_oak_fence: #15, 57(1%)
minecraft.picked_up.nether_brick_slab: #15, 48(1%)
minecraft.used.smooth_quartz: #15, 219(1%)
minecraft.used.iron_trapdoor: #15, 162(1%)
minecraft.mined.red_wool: #15, 17(1%)
minecraft.picked_up.grass: #15, 127(1%)
minecraft.mined.polished_basalt: #15, 40(1%)
minecraft.mined.red_mushroom_block: #15, 199(1%)
minecraft.dropped.minecart: #15, 5(1%)
minecraft.mined.dark_oak_fence: #15, 9(1%)
minecraft.crafted.stone_stairs: #15, 40(1%)
minecraft.picked_up.tropical_fish: #15, 12(0%)
minecraft.crafted.lime_dye: #15, 138(1%)
minecraft.used.gold_block: #15, 85(0%)
minecraft.killed.cod: #15, 12(1%)
minecraft.used.dark_oak_log: #15, 146(1%)
minecraft.crafted.hay_block: #15, 46(1%)
minecraft.mined.polished_andesite: #15, 90(0%)
minecraft.dropped.flint_and_steel: #15, 1(1%)
minecraft.dropped.coal_ore: #15, 39(1%)
minecraft.used.andesite_slab: #15, 109(0%)
minecraft.mined.red_carpet: #15, 9(0%)
minecraft.mined.quartz_block: #15, 34(0%)
minecraft.crafted.black_shulker_box: #15, 1(0%)
minecraft.picked_up.purpur_slab: #15, 5(0%)
minecraft.used.cocoa_beans: #15, 84(0%)
minecraft.picked_up.iron_nugget: #15, 69(0%)
minecraft.used.fishing_rod: #15, 73(0%)
minecraft.dropped.basalt: #15, 31(0%)
minecraft.mined.tnt: #15, 27(0%)
minecraft.custom.play_noteblock: #15, 32(0%)
minecraft.picked_up.spruce_leaves: #15, 396(0%)
minecraft.used.iron_hoe: #15, 112(0%)
minecraft.crafted.yellow_shulker_box: #15, 1(0%)
minecraft.crafted.light_gray_stained_glass_pane: #15, 96(0%)
minecraft.crafted.stone_hoe: #15, 1(0%)
minecraft.used.polished_blackstone_brick_slab: #15, 71(0%)
minecraft.mined.chiseled_polished_blackstone: #15, 3(0%)
minecraft.picked_up.mushroom_stem: #15, 56(0%)
minecraft.dropped.water_bucket: #15, 1(0%)
minecraft.mined.andesite_slab: #15, 17(0%)
minecraft.picked_up.chiseled_polished_blackstone: #15, 3(0%)
minecraft.used.brown_bed: #15, 2(0%)
minecraft.crafted.purple_dye: #15, 54(0%)
minecraft.picked_up.birch_fence_gate: #15, 1(0%)
minecraft.used.jungle_trapdoor: #15, 13(0%)
minecraft.dropped.stone_pressure_plate: #15, 2(0%)
minecraft.mined.birch_fence_gate: #15, 1(0%)
minecraft.crafted.polished_blackstone_bricks: #15, 56(0%)
minecraft.crafted.jungle_sign: #15, 3(0%)
minecraft.picked_up.smooth_quartz_slab: #15, 25(0%)
minecraft.picked_up.red_mushroom_block: #15, 63(0%)
minecraft.picked_up.light_blue_stained_glass: #15, 15(0%)
minecraft.dropped.cobblestone_slab: #15, 7(0%)
minecraft.crafted.fermented_spider_eye: #15, 16(0%)
minecraft.mined.cut_sandstone: #15, 10(0%)
minecraft.used.rose_bush: #15, 4(0%)
minecraft.mined.red_tulip: #15, 1(0%)
minecraft.picked_up.red_stained_glass: #15, 6(0%)
minecraft.picked_up.dark_oak_button: #15, 1(0%)
minecraft.picked_up.snow: #15, 62(0%)
minecraft.dropped.beef: #15, 1(0%)
minecraft.crafted.mossy_cobblestone: #15, 6(0%)
minecraft.used.birch_fence_gate: #15, 2(0%)
minecraft.used.purple_carpet: #15, 4(0%)
minecraft.used.acacia_planks: #15, 2(0%)
minecraft.picked_up.packed_ice: #15, 92(0%)
minecraft.dropped.redstone_ore: #15, 1(0%)
minecraft.dropped.light_gray_carpet: #15, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #15, 1(0%)
minecraft.crafted.snow_block: #15, 40(0%)
minecraft.dropped.cyan_terracotta: #15, 3(0%)
minecraft.dropped.nether_wart_block: #15, 3(0%)
minecraft.picked_up.prismarine_shard: #15, 18(0%)
minecraft.mined.jungle_slab: #15, 2(0%)
minecraft.dropped.iron_bars: #15, 1(0%)
minecraft.crafted.oak_wood: #15, 3(0%)
minecraft.custom.sprint_one_cm: #16, 78843903(3%)
minecraft.custom.damage_taken: #16, 195582(2%)
minecraft.custom.walk_under_water_one_cm: #16, 4899077(1%)
minecraft.custom.player_kills: #16, 17(2%)
minecraft.picked_up.gravel: #16, 10926(1%)
minecraft.mined.gravel: #16, 12331(1%)
minecraft.dropped.writable_book: #16, 3(1%)
minecraft.crafted.stone_pressure_plate: #16, 40(1%)
minecraft.picked_up.spruce_sapling: #16, 213(1%)
minecraft.mined.scaffolding: #16, 1040(1%)
minecraft.crafted.oak_fence_gate: #16, 22(1%)
minecraft.mined.cracked_stone_bricks: #16, 21(1%)
minecraft.custom.jump: #17, 252231(3%)
minecraft.mined.spruce_wall_sign: #16, 4(1%)
minecraft.mined.stone_button: #16, 21(1%)
minecraft.used.soul_sand: #16, 226(1%)
minecraft.dropped.gold_ingot: #16, 50(1%)
minecraft.dropped.diamond_boots: #16, 2(1%)
minecraft.crafted.redstone_torch: #16, 647(1%)
minecraft.picked_up.white_banner: #16, 16(1%)
minecraft.picked_up.tripwire_hook: #16, 11(1%)
minecraft.dropped.oak_planks: #16, 34(1%)
minecraft.dropped.white_concrete: #16, 27(1%)
minecraft.dropped.diamond_leggings: #16, 1(1%)
minecraft.mined.blackstone: #16, 2045(1%)
minecraft.broken.iron_axe: #16, 1(1%)
minecraft.used.stonecutter: #16, 21(1%)
minecraft.mined.mushroom_stem: #16, 81(1%)
minecraft.dropped.diamond_helmet: #16, 1(1%)
minecraft.crafted.red_dye: #16, 347(1%)
minecraft.used.stone_pressure_plate: #16, 15(1%)
minecraft.picked_up.dragon_head: #16, 3(1%)
minecraft.dropped.leather_boots: #16, 3(1%)
minecraft.used.end_rod: #16, 96(1%)
minecraft.mined.quartz_slab: #16, 24(1%)
minecraft.mined.stone_stairs: #16, 21(1%)
minecraft.crafted.magenta_dye: #16, 84(1%)
minecraft.crafted.blue_concrete_powder: #16, 152(1%)
minecraft.used.light_gray_stained_glass_pane: #16, 57(1%)
minecraft.mined.cartography_table: #16, 1(1%)
minecraft.used.redstone_lamp: #16, 28(1%)
minecraft.used.glass_bottle: #16, 71(1%)
minecraft.picked_up.sea_pickle: #16, 26(1%)
minecraft.picked_up.rose_bush: #16, 142(0%)
minecraft.used.netherite_shovel: #16, 14451(1%)
minecraft.picked_up.cocoa_beans: #16, 264(0%)
minecraft.used.smooth_quartz_stairs: #16, 93(0%)
minecraft.used.stone_stairs: #16, 56(0%)
minecraft.picked_up.golden_apple: #16, 3(0%)
minecraft.used.crossbow: #16, 15(0%)
minecraft.mined.warped_slab: #16, 4(0%)
minecraft.used.bamboo: #16, 46(0%)
minecraft.used.ice: #16, 146(0%)
minecraft.mined.purpur_slab: #16, 4(0%)
minecraft.crafted.nether_brick_slab: #16, 42(0%)
minecraft.used.dark_oak_planks: #16, 122(0%)
minecraft.killed.drowned: #16, 39(0%)
minecraft.dropped.potion: #16, 14(0%)
minecraft.crafted.sugar: #16, 60(0%)
minecraft.mined.stone_brick_wall: #16, 8(0%)
minecraft.picked_up.brown_mushroom_block: #16, 142(0%)
minecraft.picked_up.warped_slab: #16, 4(0%)
minecraft.broken.iron_shovel: #16, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #16, 2(0%)
minecraft.picked_up.smooth_quartz_stairs: #16, 12(0%)
minecraft.picked_up.cooked_mutton: #16, 9(0%)
minecraft.picked_up.snowball: #16, 547(0%)
minecraft.crafted.white_wool: #16, 82(0%)
minecraft.mined.smooth_quartz_stairs: #16, 9(0%)
minecraft.used.stone_button: #16, 85(0%)
minecraft.dropped.enchanted_book: #16, 4(0%)
minecraft.picked_up.iron_ingot: #16, 1146(0%)
minecraft.mined.jungle_stairs: #16, 2(0%)
minecraft.dropped.light_gray_terracotta: #16, 2(0%)
minecraft.picked_up.ice: #16, 162(0%)
minecraft.used.black_stained_glass_pane: #16, 21(0%)
minecraft.dropped.orange_terracotta: #16, 4(0%)
minecraft.mined.lime_terracotta: #16, 1(0%)
minecraft.dropped.glass: #16, 8(0%)
minecraft.dropped.poppy: #16, 97(0%)
minecraft.picked_up.jungle_stairs: #16, 2(0%)
minecraft.dropped.pumpkin_seeds: #16, 10(0%)
minecraft.dropped.nether_gold_ore: #16, 1(0%)
minecraft.mined.smooth_quartz_slab: #16, 6(0%)
minecraft.picked_up.lime_terracotta: #16, 2(0%)
minecraft.picked_up.brown_concrete_powder: #16, 6(0%)
minecraft.used.purpur_pillar: #16, 2(0%)
minecraft.mined.ice: #16, 198(0%)
minecraft.crafted.light_blue_stained_glass: #16, 8(0%)
minecraft.crafted.soul_lantern: #16, 1(0%)
minecraft.picked_up.red_tulip: #16, 1(0%)
minecraft.used.light_blue_stained_glass: #16, 3(0%)
minecraft.mined.prismarine: #16, 1(0%)
minecraft.used.oak_wood: #16, 1(0%)
minecraft.custom.fall_one_cm: #17, 5676509(2%)
minecraft.used.cooked_beef: #17, 491(2%)
minecraft.picked_up.obsidian: #17, 594(2%)
minecraft.picked_up.redstone_block: #17, 200(2%)
minecraft.used.red_shulker_box: #17, 128(1%)
minecraft.dropped.dirt: #17, 1463(1%)
minecraft.mined.brown_mushroom: #17, 34(1%)
minecraft.mined.poppy: #17, 99(1%)
minecraft.dropped.diamond_pickaxe: #17, 5(1%)
minecraft.custom.interact_with_brewingstand: #17, 122(1%)
minecraft.crafted.oak_slab: #17, 354(1%)
minecraft.picked_up.wheat: #17, 975(1%)
minecraft.used.golden_carrot: #17, 949(1%)
minecraft.dropped.wheat_seeds: #17, 1279(1%)
minecraft.used.netherrack: #17, 3054(1%)
minecraft.used.scaffolding: #17, 2680(1%)
minecraft.crafted.painting: #17, 12(1%)
minecraft.killed.trader_llama: #17, 6(1%)
minecraft.picked_up.redstone_ore: #17, 474(1%)
minecraft.killed.wandering_trader: #17, 3(1%)
minecraft.killed.cow: #17, 114(1%)
minecraft.picked_up.rail: #17, 507(1%)
minecraft.picked_up.iron_sword: #17, 4(1%)
minecraft.used.iron_ore: #17, 8(1%)
minecraft.used.iron_bars: #17, 293(1%)
minecraft.picked_up.iron_door: #17, 6(1%)
minecraft.custom.interact_with_beacon: #17, 15(1%)
minecraft.used.bone_meal: #17, 2945(1%)
minecraft.picked_up.birch_sapling: #17, 145(1%)
minecraft.dropped.cooked_beef: #17, 34(1%)
minecraft.mined.white_shulker_box: #17, 49(1%)
minecraft.picked_up.potion: #17, 30(1%)
minecraft.picked_up.scaffolding: #17, 2033(1%)
minecraft.mined.repeater: #17, 46(1%)
minecraft.mined.stonecutter: #17, 21(1%)
minecraft.dropped.golden_helmet: #17, 3(1%)
minecraft.crafted.iron_bars: #17, 272(1%)
minecraft.picked_up.milk_bucket: #17, 2(1%)
minecraft.picked_up.poppy: #17, 349(1%)
minecraft.picked_up.stonecutter: #17, 21(1%)
minecraft.mined.spruce_sign: #17, 2(1%)
minecraft.custom.damage_absorbed: #17, 78(1%)
minecraft.picked_up.stone_slab: #17, 240(1%)
minecraft.picked_up.nether_gold_ore: #17, 51(1%)
minecraft.mined.soul_lantern: #17, 4(1%)
minecraft.used.iron_sword: #17, 288(1%)
minecraft.mined.comparator: #17, 15(1%)
minecraft.picked_up.iron_pickaxe: #17, 2(1%)
minecraft.picked_up.stone_brick_slab: #17, 160(1%)
minecraft.crafted.blast_furnace: #17, 12(1%)
minecraft.dropped.diamond: #17, 75(1%)
minecraft.used.wooden_sword: #17, 3(1%)
minecraft.crafted.stone_slab: #17, 374(1%)
minecraft.used.ender_pearl: #17, 89(1%)
minecraft.picked_up.polished_andesite: #17, 130(1%)
minecraft.mined.brown_mushroom_block: #17, 295(1%)
minecraft.mined.iron_trapdoor: #17, 29(1%)
minecraft.killed.magma_cube: #17, 166(1%)
minecraft.crafted.shulker_box: #17, 32(0%)
minecraft.picked_up.stone_brick_stairs: #17, 39(0%)
minecraft.picked_up.cracked_stone_bricks: #17, 19(0%)
minecraft.crafted.blue_dye: #17, 259(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #17, 4(0%)
minecraft.picked_up.splash_potion: #17, 4(0%)
minecraft.custom.fill_cauldron: #17, 1(0%)
minecraft.picked_up.polished_basalt: #17, 37(0%)
minecraft.picked_up.cartography_table: #17, 1(0%)
minecraft.dropped.leather_helmet: #17, 3(0%)
minecraft.picked_up.quartz_slab: #17, 25(0%)
minecraft.dropped.iron_helmet: #17, 1(0%)
minecraft.dropped.lead: #17, 2(0%)
minecraft.crafted.white_stained_glass: #17, 296(0%)
minecraft.crafted.smooth_stone_slab: #17, 362(0%)
minecraft.used.egg: #17, 30(0%)
minecraft.dropped.soul_sand: #17, 24(0%)
minecraft.crafted.gray_dye: #17, 182(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #17, 44(0%)
minecraft.used.red_carpet: #17, 55(0%)
minecraft.mined.red_terracotta: #17, 162(0%)
minecraft.used.jungle_log: #17, 44(0%)
minecraft.dropped.redstone_block: #17, 5(0%)
minecraft.mined.jungle_log: #17, 271(0%)
minecraft.picked_up.melon_slice: #17, 105(0%)
minecraft.picked_up.dark_oak_fence: #17, 9(0%)
minecraft.picked_up.jungle_fence: #17, 2(0%)
minecraft.dropped.apple: #17, 3(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #17, 31(0%)
minecraft.picked_up.quartz_block: #17, 32(0%)
minecraft.used.snow_block: #17, 124(0%)
minecraft.crafted.spruce_fence_gate: #17, 5(0%)
minecraft.crafted.player_head: #17, 21(0%)
minecraft.dropped.ladder: #17, 2(0%)
minecraft.dropped.iron_ingot: #17, 57(0%)
minecraft.picked_up.lime_concrete: #17, 19(0%)
minecraft.picked_up.sandstone_stairs: #17, 9(0%)
minecraft.used.jungle_sign: #17, 2(0%)
minecraft.dropped.sandstone: #17, 20(0%)
minecraft.crafted.black_stained_glass_pane: #17, 32(0%)
minecraft.used.tnt: #17, 80(0%)
minecraft.picked_up.red_wool: #17, 29(0%)
minecraft.used.blackstone_wall: #17, 11(0%)
minecraft.dropped.oak_leaves: #17, 13(0%)
minecraft.crafted.birch_stairs: #17, 8(0%)
minecraft.dropped.glowstone_dust: #17, 2(0%)
minecraft.crafted.smithing_table: #17, 2(0%)
minecraft.mined.lime_concrete: #17, 16(0%)
minecraft.picked_up.light_gray_wool: #17, 37(0%)
minecraft.dropped.lever: #17, 1(0%)
minecraft.dropped.spruce_sapling: #17, 1(0%)
minecraft.used.cyan_concrete_powder: #17, 32(0%)
minecraft.mined.snow: #17, 216(0%)
minecraft.used.lime_concrete: #17, 15(0%)
minecraft.dropped.potato: #17, 7(0%)
minecraft.mined.red_sand: #17, 92(0%)
minecraft.mined.light_gray_concrete_powder: #17, 2(0%)
minecraft.mined.lily_pad: #17, 1(0%)
minecraft.dropped.smooth_stone_slab: #17, 3(0%)
minecraft.used.birch_stairs: #17, 3(0%)
minecraft.picked_up.cooked_cod: #17, 1(0%)
minecraft.used.black_wool: #17, 13(0%)
minecraft.used.lime_concrete_powder: #17, 18(0%)
minecraft.dropped.obsidian: #17, 1(0%)
minecraft.crafted.birch_fence_gate: #17, 1(0%)
minecraft.crafted.soul_torch: #17, 4(0%)
minecraft.dropped.quartz: #17, 3(0%)
minecraft.dropped.iron_boots: #17, 1(0%)
minecraft.crafted.lime_concrete_powder: #17, 16(0%)
minecraft.crafted.bricks: #17, 25(0%)
minecraft.picked_up.rabbit_hide: #17, 1(0%)
minecraft.picked_up.jungle_slab: #17, 2(0%)
minecraft.used.green_concrete: #17, 2(0%)
minecraft.killed.cave_spider: #17, 5(0%)
minecraft.picked_up.spectral_arrow: #17, 1(0%)
minecraft.used.sandstone_stairs: #17, 1(0%)
minecraft.used.prismarine: #17, 1(0%)
minecraft.custom.interact_with_smithing_table: #18, 24(3%)
minecraft.crafted.diamond_block: #18, 204(2%)
minecraft.picked_up.golden_leggings: #18, 9(2%)
minecraft.picked_up.chainmail_leggings: #18, 2(2%)
minecraft.picked_up.spruce_planks: #18, 430(2%)
minecraft.picked_up.red_shulker_box: #18, 122(1%)
minecraft.mined.red_shulker_box: #18, 119(1%)
minecraft.mined.spruce_stairs: #18, 59(1%)
minecraft.mined.dandelion: #18, 61(1%)
minecraft.picked_up.bone_meal: #18, 573(1%)
minecraft.crafted.cooked_beef: #18, 166(1%)
minecraft.crafted.iron_sword: #18, 4(1%)
minecraft.used.oak_slab: #18, 181(1%)
minecraft.used.redstone_ore: #18, 290(1%)
minecraft.dropped.coal: #18, 65(1%)
minecraft.used.flint_and_steel: #18, 61(1%)
minecraft.used.white_shulker_box: #18, 53(1%)
minecraft.used.iron_axe: #18, 473(1%)
minecraft.used.obsidian: #18, 313(1%)
minecraft.picked_up.white_shulker_box: #18, 49(1%)
minecraft.picked_up.comparator: #18, 42(1%)
minecraft.crafted.white_dye: #18, 1292(1%)
minecraft.picked_up.spruce_stairs: #18, 55(1%)
minecraft.picked_up.sea_lantern: #18, 181(1%)
minecraft.used.gravel: #18, 404(1%)
minecraft.used.netherite_pickaxe: #18, 52278(1%)
minecraft.crafted.comparator: #18, 65(1%)
minecraft.picked_up.blackstone: #18, 1919(1%)
minecraft.crafted.ender_chest: #18, 6(1%)
minecraft.mined.netherrack: #18, 14597(1%)
minecraft.mined.redstone_torch: #18, 13(1%)
minecraft.mined.stripped_spruce_log: #18, 20(1%)
minecraft.dropped.string: #18, 104(1%)
minecraft.crafted.iron_shovel: #18, 4(1%)
minecraft.picked_up.cyan_shulker_box: #18, 13(1%)
minecraft.picked_up.bone_block: #18, 70(0%)
minecraft.used.iron_shovel: #18, 618(0%)
minecraft.used.damaged_anvil: #18, 1(1%)
minecraft.used.cyan_shulker_box: #18, 13(1%)
minecraft.dropped.golden_chestplate: #18, 2(1%)
minecraft.used.crimson_nylium: #18, 19(1%)
minecraft.picked_up.enchanted_book: #18, 10(0%)
minecraft.picked_up.dark_oak_planks: #18, 84(0%)
minecraft.mined.mossy_stone_bricks: #18, 7(0%)
minecraft.mined.stone_slab: #18, 50(0%)
minecraft.mined.cyan_shulker_box: #18, 10(0%)
minecraft.mined.smithing_table: #18, 3(0%)
minecraft.mined.seagrass: #18, 108(0%)
minecraft.crafted.stone_brick_slab: #18, 180(0%)
minecraft.dropped.brown_mushroom: #18, 11(0%)
minecraft.dropped.diamond_shovel: #18, 1(0%)
minecraft.used.armor_stand: #18, 17(0%)
minecraft.used.jungle_leaves: #18, 100(0%)
minecraft.picked_up.mycelium: #18, 693(0%)
minecraft.custom.sneak_time: #19, 2234596(2%)
minecraft.mined.mycelium: #18, 758(0%)
minecraft.picked_up.red_terracotta: #18, 233(0%)
minecraft.crafted.bread: #18, 96(0%)
minecraft.used.smithing_table: #18, 5(0%)
minecraft.picked_up.white_carpet: #18, 40(0%)
minecraft.used.polished_andesite: #18, 257(0%)
minecraft.mined.oak_fence_gate: #18, 3(0%)
minecraft.mined.dragon_wall_head: #18, 1(0%)
minecraft.picked_up.smooth_quartz: #18, 42(0%)
minecraft.mined.dark_oak_planks: #18, 29(0%)
minecraft.used.stripped_spruce_log: #18, 7(0%)
minecraft.crafted.writable_book: #18, 8(0%)
minecraft.picked_up.tnt: #18, 52(0%)
minecraft.dropped.scaffolding: #18, 29(0%)
minecraft.picked_up.jungle_log: #18, 332(0%)
minecraft.picked_up.egg: #18, 47(0%)
minecraft.picked_up.gunpowder: #18, 344(0%)
minecraft.crafted.polished_basalt: #18, 57(0%)
minecraft.crafted.redstone_lamp: #18, 11(0%)
minecraft.dropped.oak_log: #18, 10(0%)
minecraft.used.spruce_fence_gate: #18, 5(0%)
minecraft.dropped.golden_carrot: #18, 20(0%)
minecraft.crafted.pink_dye: #18, 22(0%)
minecraft.used.nether_brick_slab: #18, 38(0%)
minecraft.picked_up.jungle_sapling: #18, 11(0%)
minecraft.dropped.dandelion: #18, 10(0%)
minecraft.picked_up.cod: #18, 58(0%)
minecraft.picked_up.purpur_block: #18, 14(0%)
minecraft.crafted.cobblestone_slab: #18, 48(0%)
minecraft.dropped.gunpowder: #18, 57(0%)
minecraft.mined.acacia_log: #18, 58(0%)
minecraft.dropped.arrow: #18, 163(0%)
minecraft.killed.shulker: #18, 16(0%)
minecraft.mined.coarse_dirt: #18, 44(0%)
minecraft.crafted.gold_block: #18, 74(0%)
minecraft.used.birch_log: #18, 26(0%)
minecraft.picked_up.fern: #18, 12(0%)
minecraft.used.coal_block: #18, 7(0%)
minecraft.picked_up.green_carpet: #18, 6(0%)
minecraft.used.gray_carpet: #18, 46(0%)
minecraft.mined.smooth_quartz: #18, 9(0%)
minecraft.crafted.gray_carpet: #18, 45(0%)
minecraft.used.green_carpet: #18, 12(0%)
minecraft.mined.fern: #18, 6(0%)
minecraft.mined.cyan_concrete: #18, 34(0%)
minecraft.dropped.cactus: #18, 9(0%)
minecraft.used.purpur_block: #18, 2(0%)
minecraft.picked_up.cornflower: #18, 20(0%)
minecraft.picked_up.cyan_concrete: #18, 27(0%)
minecraft.crafted.jungle_slab: #18, 24(0%)
minecraft.picked_up.green_dye: #18, 18(0%)
minecraft.killed.blaze: #18, 30(0%)
minecraft.mined.green_carpet: #18, 2(0%)
minecraft.mined.light_gray_terracotta: #18, 42(0%)
minecraft.picked_up.white_stained_glass_pane: #18, 4(0%)
minecraft.crafted.cyan_concrete_powder: #18, 32(0%)
minecraft.used.cyan_concrete: #18, 17(0%)
minecraft.picked_up.purple_concrete: #18, 2(0%)
minecraft.dropped.jungle_log: #18, 1(0%)
minecraft.mined.black_stained_glass_pane: #18, 1(0%)
minecraft.picked_up.end_stone_bricks: #18, 14(0%)
minecraft.used.crimson_fungus: #18, 1(0%)
minecraft.picked_up.rabbit: #18, 1(0%)
minecraft.used.stripped_oak_log: #18, 1(0%)
minecraft.picked_up.red_dye: #18, 1(0%)
minecraft.mined.end_stone_bricks: #18, 8(0%)
minecraft.picked_up.green_concrete: #18, 2(0%)
minecraft.crafted.glowstone: #18, 5(0%)
minecraft.used.warped_fungus: #18, 1(0%)
minecraft.used.polished_blackstone_stairs: #18, 1(0%)
minecraft.picked_up.prismarine: #18, 1(0%)
minecraft.used.red_sand: #18, 1(0%)
minecraft.custom.crouch_one_cm: #19, 7170723(2%)
minecraft.custom.deaths: #19, 61(2%)
minecraft.crafted.redstone_block: #19, 866(2%)
minecraft.crafted.diamond_pickaxe: #19, 8(2%)
minecraft.picked_up.leather_leggings: #19, 7(2%)
minecraft.crafted.birch_planks: #19, 2879(1%)
minecraft.used.spruce_sign: #19, 23(1%)
minecraft.custom.inspect_dispenser: #19, 169(1%)
minecraft.picked_up.oak_slab: #19, 68(1%)
minecraft.picked_up.stone_button: #19, 45(1%)
minecraft.mined.redstone_wall_torch: #19, 14(1%)
minecraft.dropped.stone: #19, 2440(1%)
minecraft.mined.player_wall_head: #19, 6(1%)
minecraft.dropped.player_head: #19, 15(1%)
minecraft.dropped.netherrack: #19, 2718(1%)
minecraft.mined.spruce_log: #19, 998(1%)
minecraft.picked_up.repeater: #19, 70(1%)
minecraft.mined.glass: #19, 149(1%)
minecraft.used.brewing_stand: #19, 5(1%)
minecraft.picked_up.flint: #19, 170(1%)
minecraft.mined.nether_gold_ore: #19, 62(1%)
minecraft.picked_up.pufferfish: #19, 5(1%)
minecraft.crafted.netherite_ingot: #19, 8(1%)
minecraft.picked_up.iron_shovel: #19, 2(1%)
minecraft.mined.kelp_plant: #19, 133(1%)
minecraft.mined.cobblestone_slab: #19, 23(1%)
minecraft.picked_up.armor_stand: #19, 23(1%)
minecraft.picked_up.dropper: #19, 21(1%)
minecraft.custom.interact_with_grindstone: #19, 14(1%)
minecraft.crafted.iron_nugget: #19, 968(1%)
minecraft.mined.ancient_debris: #19, 37(1%)
minecraft.killed.enderman: #19, 3519(0%)
minecraft.killed.bat: #19, 8(0%)
minecraft.crafted.paper: #19, 3895(0%)
minecraft.mined.birch_log: #19, 350(0%)
minecraft.picked_up.iron_helmet: #19, 2(0%)
minecraft.mined.soul_soil: #19, 180(0%)
minecraft.used.oak_fence_gate: #19, 11(1%)
minecraft.mined.stripped_oak_log: #19, 25(0%)
minecraft.dropped.grass_block: #19, 129(0%)
minecraft.picked_up.pumpkin_seeds: #19, 122(0%)
minecraft.picked_up.stripped_spruce_log: #19, 16(0%)
minecraft.picked_up.mossy_stone_bricks: #19, 7(0%)
minecraft.mined.damaged_anvil: #19, 1(0%)
minecraft.picked_up.iron_trapdoor: #19, 27(0%)
minecraft.used.cobblestone_slab: #19, 99(0%)
minecraft.picked_up.soul_soil: #19, 128(0%)
minecraft.picked_up.vine: #19, 61(0%)
minecraft.crafted.white_stained_glass_pane: #19, 64(0%)
minecraft.used.white_stained_glass_pane: #19, 49(0%)
minecraft.used.dark_oak_sign: #19, 4(0%)
minecraft.picked_up.ink_sac: #19, 162(0%)
minecraft.crafted.composter: #19, 11(0%)
minecraft.picked_up.damaged_anvil: #19, 1(0%)
minecraft.used.flower_pot: #19, 8(0%)
minecraft.picked_up.stripped_oak_log: #19, 19(0%)
minecraft.mined.spruce_leaves: #19, 497(0%)
minecraft.crafted.oak_trapdoor: #19, 26(0%)
minecraft.mined.stone_brick_stairs: #19, 16(0%)
minecraft.dropped.bone: #19, 115(0%)
minecraft.picked_up.chicken: #19, 17(0%)
minecraft.used.white_carpet: #19, 96(0%)
minecraft.mined.glass_pane: #19, 4(0%)
minecraft.crafted.red_carpet: #19, 51(0%)
minecraft.crafted.acacia_planks: #19, 148(0%)
minecraft.crafted.dark_oak_sign: #19, 3(0%)
minecraft.picked_up.end_rod: #19, 36(0%)
minecraft.picked_up.polished_blackstone_bricks: #19, 92(0%)
minecraft.mined.bookshelf: #19, 21(0%)
minecraft.mined.gold_block: #19, 15(0%)
minecraft.picked_up.stone_stairs: #19, 15(0%)
minecraft.picked_up.pumpkin_pie: #19, 7(0%)
minecraft.mined.jungle_leaves: #19, 171(0%)
minecraft.picked_up.lime_shulker_box: #19, 5(0%)
minecraft.mined.white_stained_glass_pane: #19, 4(0%)
minecraft.mined.purpur_block: #19, 14(0%)
minecraft.picked_up.campfire: #19, 5(0%)
minecraft.mined.end_rod: #19, 23(0%)
minecraft.picked_up.glowstone_dust: #19, 19(0%)
minecraft.picked_up.shulker_shell: #19, 38(0%)
minecraft.used.written_book: #19, 64(0%)
minecraft.used.lime_shulker_box: #19, 4(0%)
minecraft.used.netherite_axe: #19, 865(0%)
minecraft.picked_up.book: #19, 63(0%)
minecraft.mined.jungle_planks: #19, 5(0%)
minecraft.picked_up.jungle_sign: #19, 1(0%)
minecraft.used.smooth_stone_slab: #19, 226(0%)
minecraft.crafted.birch_trapdoor: #19, 10(0%)
minecraft.mined.quartz_pillar: #19, 5(0%)
minecraft.dropped.blackstone: #19, 17(0%)
minecraft.mined.light_gray_stained_glass_pane: #19, 2(0%)
minecraft.used.red_terracotta: #19, 31(0%)
minecraft.mined.light_gray_shulker_box: #19, 3(0%)
minecraft.mined.brown_shulker_box: #19, 4(0%)
minecraft.used.light_gray_shulker_box: #19, 3(0%)
minecraft.picked_up.brown_shulker_box: #19, 4(0%)
minecraft.used.brown_shulker_box: #19, 4(0%)
minecraft.mined.polished_blackstone_bricks: #19, 45(0%)
minecraft.picked_up.phantom_membrane: #19, 6(0%)
minecraft.picked_up.light_gray_shulker_box: #19, 3(0%)
minecraft.crafted.green_carpet: #19, 12(0%)
minecraft.picked_up.black_wool: #19, 14(0%)
minecraft.picked_up.gray_wool: #19, 28(0%)
minecraft.dropped.terracotta: #19, 5(0%)
minecraft.mined.lime_shulker_box: #19, 2(0%)
minecraft.crafted.stone_brick_stairs: #19, 8(0%)
