stat, rank, value, (percentage) 
minecraft.dropped.gray_wool: #7, 64(4%)
minecraft.crafted.blue_shulker_box: #7, 3(4%)
minecraft.crafted.jungle_trapdoor: #7, 178(3%)
minecraft.used.horn_coral_fan: #7, 6(4%)
minecraft.used.totem_of_undying: #7, 7(3%)
minecraft.dropped.damaged_anvil: #7, 1(6%)
minecraft.mined.sea_lantern: #7, 261(2%)
minecraft.mined.red_wall_banner: #7, 2(5%)
minecraft.used.warped_hyphae: #7, 318(3%)
minecraft.used.brain_coral_fan: #7, 8(4%)
minecraft.picked_up.birch_door: #7, 10(3%)
minecraft.crafted.spruce_door: #7, 27(2%)
minecraft.used.polished_blackstone_pressure_plate: #7, 22(3%)
minecraft.mined.jungle_button: #7, 3(3%)
minecraft.used.brown_mushroom_block: #7, 264(2%)
minecraft.picked_up.blaze_powder: #7, 46(2%)
minecraft.dropped.dandelion: #7, 87(2%)
minecraft.mined.magenta_stained_glass_pane: #7, 4(3%)
minecraft.crafted.comparator: #8, 515(6%)
minecraft.used.stripped_birch_wood: #7, 37(3%)
minecraft.mined.red_terracotta: #8, 4045(6%)
minecraft.mined.barrel: #8, 213(5%)
minecraft.used.lily_of_the_valley: #7, 4(3%)
minecraft.used.iron_hoe: #7, 512(1%)
minecraft.used.dirt: #8, 44113(5%)
minecraft.crafted.daylight_detector: #7, 32(1%)
minecraft.picked_up.smooth_red_sandstone_stairs: #7, 5(3%)
minecraft.custom.interact_with_beacon: #8, 87(5%)
minecraft.used.purple_shulker_box: #7, 12(2%)
minecraft.mined.smooth_red_sandstone_stairs: #7, 5(3%)
minecraft.picked_up.quartz_stairs: #7, 98(1%)
minecraft.crafted.redstone_torch: #8, 3824(5%)
minecraft.custom.deaths: #8, 145(4%)
minecraft.picked_up.barrel: #8, 241(5%)
minecraft.used.comparator: #8, 485(5%)
minecraft.used.torch: #8, 17085(5%)
minecraft.picked_up.purple_shulker_box: #7, 11(2%)
minecraft.picked_up.netherrack: #8, 55929(5%)
minecraft.mined.purple_shulker_box: #7, 11(2%)
minecraft.dropped.black_dye: #7, 17(1%)
minecraft.used.dispenser: #8, 204(5%)
minecraft.dropped.pumpkin_seeds: #7, 136(1%)
minecraft.picked_up.suspicious_stew: #7, 1(2%)
minecraft.dropped.oxeye_daisy: #7, 29(1%)
minecraft.dropped.smooth_sandstone_slab: #7, 11(2%)
minecraft.used.chipped_anvil: #8, 19(5%)
minecraft.mined.fern: #8, 321(5%)
minecraft.mined.gravel: #8, 42381(5%)
minecraft.mined.red_stained_glass_pane: #7, 10(2%)
minecraft.crafted.iron_ingot: #8, 27739(5%)
minecraft.picked_up.light_weighted_pressure_plate: #7, 26(1%)
minecraft.used.warped_roots: #7, 11(1%)
minecraft.dropped.cut_sandstone: #7, 18(1%)
minecraft.used.podzol: #7, 295(1%)
minecraft.mined.brain_coral_block: #7, 19(1%)
minecraft.used.ladder: #8, 496(5%)
minecraft.dropped.string: #8, 939(5%)
minecraft.mined.jungle_wood: #7, 15(1%)
minecraft.dropped.podzol: #7, 40(1%)
minecraft.picked_up.ghast_tear: #8, 103(5%)
minecraft.picked_up.brain_coral_block: #7, 15(1%)
minecraft.dropped.dark_oak_button: #7, 6(1%)
minecraft.dropped.white_tulip: #7, 1(1%)
minecraft.dropped.sunflower: #7, 2(1%)
minecraft.crafted.light_gray_wool: #7, 32(1%)
minecraft.mined.hay_block: #8, 83(5%)
minecraft.crafted.cracked_polished_blackstone_bricks: #7, 6(1%)
minecraft.dropped.campfire: #7, 5(1%)
minecraft.picked_up.redstone: #8, 18488(4%)
minecraft.used.smooth_red_sandstone: #7, 34(0%)
minecraft.dropped.pink_dye: #7, 1(1%)
minecraft.dropped.red_mushroom_block: #7, 9(0%)
minecraft.used.light_weighted_pressure_plate: #7, 29(0%)
minecraft.dropped.black_terracotta: #7, 4(0%)
minecraft.killed.guardian: #7, 76(0%)
minecraft.dropped.yellow_concrete_powder: #7, 2(0%)
minecraft.dropped.lime_dye: #7, 1(0%)
minecraft.killed.vindicator: #7, 9(0%)
minecraft.picked_up.magenta_concrete_powder: #7, 3(0%)
minecraft.mined.dark_oak_stairs: #8, 210(4%)
minecraft.mined.blue_orchid: #8, 40(5%)
minecraft.picked_up.gold_ore: #8, 1184(4%)
minecraft.mined.spruce_planks: #8, 801(4%)
minecraft.used.pink_shulker_box: #8, 77(5%)
minecraft.mined.gold_ore: #8, 1118(4%)
minecraft.used.spruce_door: #8, 29(5%)
minecraft.mined.clay: #8, 929(4%)
minecraft.picked_up.twisting_vines: #8, 139(4%)
minecraft.crafted.iron_sword: #8, 14(4%)
minecraft.picked_up.oak_fence_gate: #8, 54(4%)
minecraft.crafted.nether_brick_slab: #8, 510(5%)
minecraft.picked_up.pink_shulker_box: #8, 74(4%)
minecraft.mined.pink_shulker_box: #8, 74(4%)
minecraft.picked_up.polished_blackstone_stairs: #8, 96(4%)
minecraft.mined.peony: #8, 12(5%)
minecraft.dropped.birch_log: #8, 97(4%)
minecraft.mined.nether_gold_ore: #8, 307(3%)
minecraft.crafted.iron_door: #8, 36(4%)
minecraft.mined.nether_sprouts: #8, 187(3%)
minecraft.mined.polished_blackstone_stairs: #8, 74(4%)
minecraft.dropped.lead: #8, 20(4%)
minecraft.mined.warped_roots: #8, 292(3%)
minecraft.mined.white_shulker_box: #8, 167(3%)
minecraft.picked_up.white_shulker_box: #8, 170(3%)
minecraft.mined.farmland: #8, 97(3%)
minecraft.used.lily_pad: #8, 6(5%)
minecraft.used.golden_apple: #8, 7(4%)
minecraft.dropped.purpur_slab: #8, 12(3%)
minecraft.dropped.end_stone_bricks: #8, 35(4%)
minecraft.mined.sunflower: #8, 4(4%)
minecraft.picked_up.birch_button: #8, 5(3%)
minecraft.crafted.jungle_boat: #8, 7(4%)
minecraft.killed.cod: #8, 57(3%)
minecraft.mined.light_blue_wool: #8, 36(4%)
minecraft.used.brown_wool: #8, 196(2%)
minecraft.used.spruce_button: #8, 73(3%)
minecraft.custom.crouch_one_cm: #9, 15905336(5%)
minecraft.custom.open_shulker_box: #9, 48892(5%)
minecraft.crafted.tripwire_hook: #8, 74(2%)
minecraft.used.jungle_boat: #8, 12(2%)
minecraft.used.red_terracotta: #8, 608(2%)
minecraft.custom.fall_one_cm: #9, 11848389(5%)
minecraft.used.red_banner: #8, 13(3%)
minecraft.used.red_mushroom_block: #8, 215(2%)
minecraft.used.birch_button: #8, 18(3%)
minecraft.crafted.mossy_cobblestone_slab: #8, 18(4%)
minecraft.crafted.smooth_sandstone: #8, 768(3%)
minecraft.mined.lily_pad: #8, 38(2%)
minecraft.dropped.iron_hoe: #8, 1(3%)
minecraft.mined.black_stained_glass_pane: #8, 45(2%)
minecraft.mined.brown_wool: #8, 32(2%)
minecraft.picked_up.cod: #8, 546(1%)
minecraft.crafted.red_sandstone: #8, 309(2%)
minecraft.picked_up.cooked_mutton: #8, 74(2%)
minecraft.crafted.netherite_shovel: #8, 1(4%)
minecraft.dropped.shield: #8, 4(2%)
minecraft.picked_up.target: #8, 22(2%)
minecraft.used.barrel: #9, 538(6%)
minecraft.used.lead: #8, 2(4%)
minecraft.mined.target: #8, 18(2%)
minecraft.broken.golden_helmet: #8, 1(3%)
minecraft.picked_up.magenta_stained_glass_pane: #8, 6(3%)
minecraft.dropped.rabbit_hide: #8, 5(2%)
minecraft.crafted.red_banner: #8, 10(2%)
minecraft.picked_up.seagrass: #8, 151(1%)
minecraft.picked_up.dark_oak_sign: #8, 23(1%)
minecraft.crafted.acacia_slab: #8, 96(2%)
minecraft.mined.birch_slab: #8, 58(1%)
minecraft.dropped.ink_sac: #8, 46(1%)
minecraft.mined.sandstone_wall: #8, 46(1%)
minecraft.used.black_wool: #8, 383(1%)
minecraft.used.acacia_stairs: #8, 51(2%)
minecraft.crafted.light_blue_wool: #8, 40(2%)
minecraft.crafted.polished_blackstone_wall: #8, 120(2%)
minecraft.used.repeater: #9, 979(5%)
minecraft.used.fire_coral: #8, 1(3%)
minecraft.picked_up.acacia_fence: #8, 5(2%)
minecraft.picked_up.magenta_concrete: #8, 91(1%)
minecraft.crafted.repeater: #9, 828(5%)
minecraft.mined.oak_wood: #8, 37(1%)
minecraft.picked_up.oak_trapdoor: #9, 154(5%)
minecraft.picked_up.soul_sand: #9, 2899(5%)
minecraft.mined.magenta_concrete: #8, 91(1%)
minecraft.killed.dolphin: #8, 1(1%)
minecraft.crafted.powered_rail: #9, 1008(5%)
minecraft.dropped.iron_nugget: #8, 142(1%)
minecraft.dropped.light_blue_concrete: #8, 9(1%)
minecraft.picked_up.dark_oak_button: #8, 8(1%)
minecraft.mined.sand: #9, 97271(5%)
minecraft.custom.jump: #10, 435060(5%)
minecraft.picked_up.red_stained_glass_pane: #8, 9(1%)
minecraft.killed.parrot: #8, 1(2%)
minecraft.used.jungle_pressure_plate: #8, 2(1%)
minecraft.dropped.cod: #8, 218(1%)
minecraft.used.chiseled_sandstone: #8, 91(1%)
minecraft.dropped.honey_block: #8, 16(1%)
minecraft.picked_up.jungle_wood: #8, 15(1%)
minecraft.mined.orange_concrete_powder: #8, 2(1%)
minecraft.picked_up.diamond_axe: #9, 27(5%)
minecraft.dropped.sea_pickle: #8, 5(1%)
minecraft.crafted.diamond: #9, 2871(5%)
minecraft.crafted.barrel: #9, 359(5%)
minecraft.crafted.crimson_planks: #9, 2664(5%)
minecraft.mined.spawner: #8, 1(1%)
minecraft.mined.horn_coral_block: #8, 13(1%)
minecraft.picked_up.chipped_anvil: #9, 25(5%)
minecraft.dropped.heart_of_the_sea: #8, 1(1%)
minecraft.dropped.dark_prismarine: #8, 10(1%)
minecraft.mined.ice: #8, 1866(0%)
minecraft.killed.rabbit: #8, 8(0%)
minecraft.dropped.dark_oak_trapdoor: #8, 8(0%)
minecraft.used.blue_orchid: #8, 4(1%)
minecraft.killed.zombified_piglin: #8, 1587(0%)
minecraft.mined.fire_coral_fan: #8, 2(0%)
minecraft.custom.raid_win: #8, 1(0%)
minecraft.used.acacia_leaves: #8, 12(0%)
minecraft.dropped.prismarine: #8, 3(0%)
minecraft.dropped.prismarine_shard: #8, 60(0%)
minecraft.picked_up.spruce_planks: #9, 1229(4%)
minecraft.mined.stripped_warped_hyphae: #8, 9(0%)
minecraft.dropped.polished_blackstone_pressure_plate: #8, 1(0%)
minecraft.picked_up.stripped_warped_hyphae: #8, 8(0%)
minecraft.used.cyan_glazed_terracotta: #8, 1(0%)
minecraft.used.end_stone_bricks: #8, 78(0%)
minecraft.picked_up.pink_stained_glass: #8, 1(0%)
minecraft.crafted.acacia_wood: #8, 12(0%)
minecraft.mined.repeater: #9, 230(4%)
minecraft.mined.oak_trapdoor: #9, 88(4%)
minecraft.used.flint_and_steel: #9, 261(4%)
minecraft.picked_up.soul_lantern: #9, 110(4%)
minecraft.custom.leave_game: #10, 1718(4%)
minecraft.used.soul_lantern: #9, 144(4%)
minecraft.custom.mob_kills: #9, 77269(3%)
minecraft.mined.sugar_cane: #9, 3308(4%)
minecraft.mined.kelp: #9, 409(4%)
minecraft.mined.potatoes: #9, 192(5%)
minecraft.crafted.bow: #9, 213(3%)
minecraft.picked_up.smooth_stone: #9, 1544(3%)
minecraft.crafted.diamond_axe: #9, 7(3%)
minecraft.mined.cobweb: #9, 262(3%)
minecraft.mined.spruce_trapdoor: #9, 459(3%)
minecraft.mined.fire: #9, 487(3%)
minecraft.dropped.diamond_axe: #9, 5(4%)
minecraft.picked_up.grass_block: #9, 18786(3%)
minecraft.used.white_shulker_box: #9, 173(3%)
minecraft.dropped.trident: #9, 3(5%)
minecraft.picked_up.flint_and_steel: #9, 10(3%)
minecraft.picked_up.dark_oak_trapdoor: #9, 177(3%)
minecraft.dropped.diamond_helmet: #9, 4(3%)
minecraft.picked_up.brown_mushroom_block: #9, 1614(3%)
minecraft.used.birch_boat: #9, 12(3%)
minecraft.picked_up.golden_shovel: #9, 5(4%)
minecraft.used.spruce_boat: #9, 13(3%)
minecraft.picked_up.sea_lantern: #9, 558(3%)
minecraft.dropped.jungle_sapling: #9, 15(4%)
minecraft.picked_up.detector_rail: #9, 13(3%)
minecraft.mined.lime_concrete: #9, 408(3%)
minecraft.crafted.dark_oak_pressure_plate: #9, 3(4%)
minecraft.used.chiseled_polished_blackstone: #9, 135(3%)
minecraft.crafted.crimson_slab: #9, 186(3%)
minecraft.picked_up.birch_boat: #9, 11(3%)
minecraft.crafted.jungle_fence: #9, 63(3%)
minecraft.used.light_gray_concrete_powder: #9, 2286(2%)
minecraft.crafted.lime_stained_glass: #9, 1032(3%)
minecraft.used.white_terracotta: #9, 508(3%)
minecraft.mined.warped_stem: #9, 867(2%)
minecraft.used.lime_stained_glass: #9, 878(3%)
minecraft.picked_up.spruce_button: #9, 29(2%)
minecraft.mined.detector_rail: #9, 7(3%)
minecraft.crafted.light_gray_concrete_powder: #9, 2368(2%)
minecraft.used.brown_carpet: #9, 151(2%)
minecraft.used.glass_pane: #9, 168(2%)
minecraft.mined.obsidian: #9, 778(2%)
minecraft.dropped.spruce_door: #9, 7(3%)
minecraft.picked_up.sunflower: #9, 146(3%)
minecraft.dropped.dark_oak_log: #9, 69(3%)
minecraft.dropped.ladder: #9, 27(2%)
minecraft.mined.stripped_acacia_log: #9, 12(3%)
minecraft.picked_up.lime_stained_glass: #9, 141(2%)
minecraft.dropped.totem_of_undying: #9, 3(3%)
minecraft.used.obsidian: #9, 616(2%)
minecraft.crafted.lapis_lazuli: #9, 1152(2%)
minecraft.crafted.red_carpet: #9, 396(2%)
minecraft.picked_up.gray_concrete: #9, 2597(2%)
minecraft.used.red_carpet: #9, 383(2%)
minecraft.dropped.acacia_planks: #9, 16(2%)
minecraft.picked_up.stripped_acacia_log: #9, 12(3%)
minecraft.mined.black_stained_glass: #9, 101(2%)
minecraft.mined.polished_blackstone_button: #9, 4(2%)
minecraft.dropped.snowball: #9, 143(2%)
minecraft.crafted.ender_eye: #9, 32(2%)
minecraft.mined.coal_block: #9, 36(2%)
minecraft.dropped.fern: #9, 11(2%)
minecraft.used.crimson_stairs: #9, 37(2%)
minecraft.used.nether_wart_block: #9, 213(1%)
minecraft.dropped.grass: #9, 23(2%)
minecraft.picked_up.netherite_chestplate: #9, 1(2%)
minecraft.crafted.sandstone_wall: #9, 147(2%)
minecraft.picked_up.quartz_slab: #9, 90(1%)
minecraft.picked_up.sandstone_wall: #9, 58(2%)
minecraft.dropped.cyan_terracotta: #9, 101(1%)
minecraft.picked_up.golden_horse_armor: #9, 1(2%)
minecraft.picked_up.white_concrete_powder: #9, 2247(1%)
minecraft.dropped.leather: #9, 128(1%)
minecraft.crafted.gray_stained_glass: #9, 768(2%)
minecraft.mined.crimson_planks: #9, 35(1%)
minecraft.picked_up.brown_carpet: #9, 35(1%)
minecraft.killed_by.iron_golem: #9, 1(2%)
minecraft.mined.allium: #9, 8(2%)
minecraft.dropped.end_rod: #9, 31(1%)
minecraft.used.lime_stained_glass_pane: #9, 68(1%)
minecraft.dropped.light_gray_carpet: #9, 16(1%)
minecraft.used.coal_block: #9, 49(1%)
minecraft.dropped.diamond_chestplate: #9, 1(1%)
minecraft.dropped.furnace: #9, 4(1%)
minecraft.picked_up.crimson_fence: #9, 5(1%)
minecraft.dropped.white_bed: #9, 1(1%)
minecraft.picked_up.oak_wood: #9, 36(1%)
minecraft.mined.stripped_crimson_stem: #9, 9(1%)
minecraft.dropped.cooked_mutton: #9, 8(1%)
minecraft.dropped.sugar_cane: #9, 250(1%)
minecraft.dropped.yellow_terracotta: #9, 11(1%)
minecraft.dropped.white_dye: #9, 30(1%)
minecraft.picked_up.horn_coral_block: #9, 11(1%)
minecraft.mined.brain_coral_fan: #9, 3(1%)
minecraft.dropped.barrel: #9, 2(1%)
minecraft.dropped.lime_stained_glass: #9, 8(1%)
minecraft.mined.tube_coral: #9, 3(1%)
minecraft.dropped.light_gray_stained_glass: #9, 10(1%)
minecraft.crafted.magenta_stained_glass: #9, 16(1%)
minecraft.picked_up.bubble_coral: #9, 1(1%)
minecraft.picked_up.rabbit: #9, 7(0%)
minecraft.mined.light_blue_concrete_powder: #9, 1(0%)
minecraft.picked_up.sand: #10, 97928(4%)
minecraft.mined.tube_coral_fan: #9, 1(0%)
minecraft.crafted.jungle_door: #9, 3(0%)
minecraft.mined.bubble_coral: #9, 1(0%)
minecraft.mined.vine: #10, 1230(4%)
minecraft.mined.anvil: #10, 45(4%)
minecraft.used.acacia_wood: #9, 9(0%)
minecraft.dropped.pink_concrete: #9, 1(0%)
minecraft.custom.raid_trigger: #9, 1(0%)
minecraft.used.jungle_door: #9, 1(0%)
minecraft.used.purpur_stairs: #9, 2(0%)
minecraft.crafted.chiseled_nether_bricks: #9, 1(0%)
minecraft.dropped.light_gray_concrete_powder: #9, 1(0%)
minecraft.killed.evoker: #9, 1(0%)
minecraft.mined.beacon: #10, 44(4%)
minecraft.picked_up.diorite: #10, 13641(4%)
minecraft.crafted.redstone_block: #10, 1945(4%)
minecraft.used.beacon: #10, 50(4%)
minecraft.used.redstone_torch: #10, 463(3%)
minecraft.picked_up.cactus: #10, 865(3%)
minecraft.crafted.diamond_pickaxe: #10, 17(3%)
minecraft.picked_up.crafting_table: #10, 260(3%)
minecraft.used.bow: #10, 3883(4%)
minecraft.mined.soul_fire: #10, 51(4%)
minecraft.crafted.redstone: #10, 9426(3%)
minecraft.used.polished_basalt: #10, 947(3%)
minecraft.picked_up.obsidian: #10, 837(3%)
minecraft.killed.trader_llama: #10, 16(4%)
minecraft.used.oak_pressure_plate: #10, 6(4%)
minecraft.killed.wandering_trader: #10, 8(3%)
minecraft.crafted.oak_trapdoor: #10, 246(3%)
minecraft.crafted.white_dye: #10, 4285(3%)
minecraft.used.firework_rocket: #10, 689(3%)
minecraft.picked_up.leather_helmet: #10, 40(3%)
minecraft.dropped.flint: #10, 333(3%)
minecraft.custom.damage_resisted: #10, 7932(2%)
minecraft.crafted.warped_slab: #10, 198(3%)
minecraft.crafted.light_blue_dye: #10, 542(2%)
minecraft.crafted.dark_oak_trapdoor: #10, 294(3%)
minecraft.used.potato: #10, 193(3%)
minecraft.dropped.bone_meal: #10, 582(2%)
minecraft.mined.oak_pressure_plate: #10, 2(4%)
minecraft.crafted.cyan_stained_glass_pane: #10, 128(3%)
minecraft.mined.red_wool: #10, 71(3%)
minecraft.dropped.white_terracotta: #10, 47(3%)
minecraft.crafted.ender_chest: #10, 20(2%)
minecraft.crafted.lapis_block: #10, 393(2%)
minecraft.picked_up.spruce_sign: #10, 64(2%)
minecraft.picked_up.oak_pressure_plate: #10, 3(3%)
minecraft.picked_up.warped_stem: #10, 956(2%)
minecraft.used.warped_slab: #10, 155(3%)
minecraft.crafted.brown_carpet: #10, 189(2%)
minecraft.used.hay_block: #10, 42(2%)
minecraft.picked_up.potato: #10, 712(2%)
minecraft.crafted.leather_boots: #10, 18(2%)
minecraft.picked_up.birch_planks: #10, 327(2%)
minecraft.used.tripwire_hook: #10, 15(2%)
minecraft.picked_up.nether_brick_wall: #10, 94(3%)
minecraft.picked_up.polished_blackstone_bricks: #10, 930(2%)
minecraft.used.diamond_hoe: #10, 3349(2%)
minecraft.picked_up.blackstone_slab: #10, 123(2%)
minecraft.crafted.spruce_boat: #10, 5(3%)
minecraft.broken.flint_and_steel: #10, 2(3%)
minecraft.used.crimson_slab: #10, 156(3%)
minecraft.crafted.shield: #10, 6(2%)
minecraft.mined.polished_blackstone_bricks: #10, 869(2%)
minecraft.picked_up.sugar_cane: #10, 5610(2%)
minecraft.mined.flower_pot: #10, 6(2%)
minecraft.dropped.dark_oak_planks: #10, 56(2%)
minecraft.picked_up.stripped_oak_log: #10, 96(2%)
minecraft.used.blackstone_slab: #10, 310(2%)
minecraft.picked_up.horn_coral_fan: #10, 21(2%)
minecraft.picked_up.jungle_boat: #10, 10(2%)
minecraft.crafted.black_stained_glass: #10, 1656(2%)
minecraft.picked_up.glass_pane: #10, 108(2%)
minecraft.used.jungle_fence: #10, 34(2%)
minecraft.mined.horn_coral_wall_fan: #10, 21(2%)
minecraft.picked_up.stone_slab: #10, 481(1%)
minecraft.dropped.mutton: #10, 14(2%)
minecraft.mined.gray_concrete: #10, 2363(1%)
minecraft.dropped.ender_chest: #10, 4(2%)
minecraft.picked_up.jungle_fence: #10, 12(1%)
minecraft.picked_up.diamond_boots: #11, 47(5%)
minecraft.mined.purple_concrete: #10, 62(1%)
minecraft.used.melon_seeds: #10, 24(1%)
minecraft.mined.blackstone_slab: #10, 46(1%)
minecraft.used.orange_bed: #10, 3(2%)
minecraft.used.black_stained_glass: #10, 917(1%)
minecraft.mined.warped_fence: #10, 4(1%)
minecraft.picked_up.warped_fence: #10, 4(1%)
minecraft.used.bubble_coral_fan: #10, 2(2%)
minecraft.custom.damage_blocked_by_shield: #10, 1990(1%)
minecraft.mined.podzol: #10, 602(1%)
minecraft.used.target: #10, 25(1%)
minecraft.picked_up.stripped_crimson_stem: #10, 9(2%)
minecraft.dropped.jungle_leaves: #10, 34(1%)
minecraft.mined.tube_coral_wall_fan: #10, 7(1%)
minecraft.killed.villager: #10, 6(1%)
minecraft.used.quartz_stairs: #10, 230(1%)
minecraft.used.fire_coral_fan: #10, 2(1%)
minecraft.used.tube_coral_fan: #10, 1(1%)
minecraft.mined.crimson_slab: #10, 12(1%)
minecraft.used.chest_minecart: #10, 2(1%)
minecraft.mined.crimson_stairs: #10, 3(1%)
minecraft.crafted.chest_minecart: #10, 2(1%)
minecraft.dropped.iron_axe: #10, 2(1%)
minecraft.dropped.gold_block: #10, 12(1%)
minecraft.mined.cyan_stained_glass_pane: #10, 10(1%)
minecraft.crafted.spruce_wood: #10, 51(1%)
minecraft.dropped.soul_torch: #10, 1(1%)
minecraft.dropped.dark_oak_leaves: #10, 3(1%)
minecraft.picked_up.horn_coral: #10, 2(1%)
minecraft.used.yellow_wool: #10, 30(1%)
minecraft.picked_up.end_stone_bricks: #10, 177(1%)
minecraft.picked_up.leather_leggings: #11, 21(5%)
minecraft.used.yellow_terracotta: #10, 55(1%)
minecraft.mined.horn_coral_fan: #10, 3(1%)
minecraft.used.crimson_planks: #10, 49(0%)
minecraft.used.music_disc_cat: #10, 1(1%)
minecraft.crafted.crossbow: #10, 9(1%)
minecraft.picked_up.packed_ice: #10, 531(0%)
minecraft.used.mossy_cobblestone_slab: #10, 4(1%)
minecraft.mined.black_carpet: #10, 104(0%)
minecraft.picked_up.jungle_door: #10, 1(0%)
minecraft.picked_up.fire_coral: #10, 1(0%)
minecraft.mined.horn_coral: #10, 2(0%)
minecraft.dropped.stone_hoe: #10, 1(0%)
minecraft.used.oak_wood: #10, 121(0%)
minecraft.crafted.blaze_powder: #10, 110(0%)
minecraft.crafted.oak_wood: #10, 120(0%)
minecraft.picked_up.chiseled_quartz_block: #10, 3(0%)
minecraft.crafted.gray_bed: #10, 1(0%)
minecraft.used.dark_oak_leaves: #10, 11(0%)
minecraft.used.stripped_dark_oak_wood: #10, 2(0%)
minecraft.picked_up.bubble_coral_block: #10, 5(0%)
minecraft.picked_up.acacia_leaves: #10, 17(0%)
minecraft.mined.bubble_coral_block: #10, 5(0%)
minecraft.killed.ocelot: #10, 1(0%)
minecraft.dropped.sticky_piston: #10, 1(0%)
minecraft.picked_up.prismarine_shard: #10, 60(0%)
minecraft.mined.fire_coral: #10, 1(0%)
minecraft.picked_up.fire_coral_block: #10, 3(0%)
minecraft.dropped.smooth_quartz_stairs: #10, 1(0%)
minecraft.dropped.acacia_leaves: #10, 3(0%)
minecraft.mined.fire_coral_block: #10, 3(0%)
minecraft.dropped.melon_slice: #10, 22(0%)
minecraft.used.pink_terracotta: #10, 1(0%)
minecraft.picked_up.brown_dye: #10, 1(0%)
minecraft.dropped.mushroom_stem: #10, 1(0%)
minecraft.used.gravel: #11, 2040(4%)
minecraft.picked_up.torch: #11, 6660(4%)
minecraft.picked_up.hopper: #11, 582(4%)
minecraft.picked_up.diamond_pickaxe: #11, 50(4%)
minecraft.picked_up.beacon: #11, 46(4%)
minecraft.used.diamond_sword: #11, 13878(3%)
minecraft.crafted.diamond_sword: #11, 6(3%)
minecraft.used.crafting_table: #11, 278(3%)
minecraft.picked_up.golden_boots: #11, 16(3%)
minecraft.picked_up.diamond_shovel: #11, 31(3%)
minecraft.picked_up.writable_book: #11, 14(3%)
minecraft.used.netherrack: #11, 8304(3%)
minecraft.killed_by.player: #11, 39(3%)
minecraft.crafted.stick: #11, 20292(3%)
minecraft.picked_up.dropper: #11, 125(3%)
minecraft.picked_up.repeater: #11, 292(3%)
minecraft.picked_up.mossy_cobblestone: #11, 102(3%)
minecraft.custom.damage_absorbed: #11, 300(4%)
minecraft.custom.walk_one_cm: #12, 149540117(4%)
minecraft.custom.enchant_item: #11, 103(3%)
minecraft.crafted.oak_pressure_plate: #11, 5(3%)
minecraft.mined.dandelion: #11, 131(3%)
minecraft.mined.polished_blackstone: #11, 177(3%)
minecraft.crafted.stone_slab: #11, 1692(3%)
minecraft.crafted.birch_planks: #11, 4912(2%)
minecraft.picked_up.glowstone_dust: #11, 281(2%)
minecraft.killed.sheep: #11, 62(3%)
minecraft.used.nether_brick_slab: #11, 489(2%)
minecraft.custom.player_kills: #11, 26(2%)
minecraft.used.diorite: #11, 497(2%)
minecraft.picked_up.dragon_head: #11, 10(3%)
minecraft.used.oak_fence_gate: #11, 54(2%)
minecraft.dropped.diamond_shovel: #11, 6(2%)
minecraft.picked_up.birch_slab: #11, 112(2%)
minecraft.picked_up.purpur_block: #11, 168(2%)
minecraft.crafted.warped_stairs: #11, 64(2%)
minecraft.used.anvil: #11, 74(2%)
minecraft.picked_up.cooked_porkchop: #11, 243(2%)
minecraft.picked_up.chiseled_stone_bricks: #11, 55(2%)
minecraft.picked_up.diamond_chestplate: #11, 5(2%)
minecraft.dropped.gunpowder: #11, 632(2%)
minecraft.killed.shulker: #11, 187(2%)
minecraft.custom.play_one_minute: #12, 65914148(3%)
minecraft.crafted.crimson_stairs: #11, 64(3%)
minecraft.crafted.red_shulker_box: #11, 5(2%)
minecraft.crafted.oak_fence_gate: #11, 34(2%)
minecraft.mined.stripped_oak_log: #11, 99(2%)
minecraft.crafted.composter: #11, 51(2%)
minecraft.mined.lilac: #11, 4(2%)
minecraft.picked_up.tnt: #11, 337(2%)
minecraft.picked_up.lily_pad: #11, 57(2%)
minecraft.mined.smooth_stone: #11, 508(2%)
minecraft.used.potion: #11, 38(2%)
minecraft.picked_up.carved_pumpkin: #11, 84(2%)
minecraft.mined.purpur_block: #11, 122(2%)
minecraft.mined.spruce_sign: #11, 4(2%)
minecraft.used.sea_lantern: #11, 898(1%)
minecraft.picked_up.purpur_slab: #11, 19(2%)
minecraft.crafted.enchanting_table: #11, 1(1%)
minecraft.dropped.mycelium: #11, 449(1%)
minecraft.picked_up.warped_roots: #11, 487(1%)
minecraft.mined.tripwire_hook: #11, 2(2%)
minecraft.crafted.smooth_stone_slab: #11, 1470(1%)
minecraft.picked_up.polished_blackstone_button: #11, 6(2%)
minecraft.crafted.red_wool: #11, 42(2%)
minecraft.crafted.black_stained_glass_pane: #11, 304(1%)
minecraft.mined.spruce_wood: #11, 9(2%)
minecraft.mined.purpur_slab: #11, 14(1%)
minecraft.picked_up.jukebox: #11, 2(2%)
minecraft.dropped.poisonous_potato: #11, 2(2%)
minecraft.used.jungle_button: #11, 9(1%)
minecraft.mined.gray_concrete_powder: #11, 89(1%)
minecraft.mined.spruce_button: #11, 4(1%)
minecraft.crafted.cobblestone_wall: #11, 120(1%)
minecraft.crafted.cyan_terracotta: #11, 2536(1%)
minecraft.dropped.cactus: #11, 97(1%)
minecraft.dropped.bowl: #11, 1(1%)
minecraft.killed.wolf: #11, 1(1%)
minecraft.dropped.jungle_sign: #11, 3(1%)
