stat, rank, value, (percentage) 
minecraft.used.netherite_axe: #13, 13850(3%)
minecraft.used.crimson_nylium: #13, 80(2%)
minecraft.picked_up.crimson_nylium: #13, 182(2%)
minecraft.picked_up.leather_helmet: #13, 26(2%)
minecraft.crafted.light_gray_concrete_powder: #13, 1928(2%)
minecraft.crafted.oak_trapdoor: #13, 142(2%)
minecraft.picked_up.slime_ball: #13, 808(2%)
minecraft.crafted.spruce_stairs: #13, 208(2%)
minecraft.crafted.book: #13, 175(2%)
minecraft.used.stonecutter: #13, 43(1%)
minecraft.picked_up.iron_trapdoor: #13, 97(2%)
minecraft.picked_up.stone_brick_stairs: #13, 119(1%)
minecraft.picked_up.black_stained_glass: #13, 125(1%)
minecraft.crafted.light_gray_dye: #13, 440(1%)
minecraft.picked_up.kelp: #13, 2825(1%)
minecraft.used.jukebox: #13, 2(2%)
minecraft.mined.blast_furnace: #13, 8(1%)
minecraft.mined.polished_blackstone_slab: #13, 69(1%)
minecraft.mined.sunflower: #13, 2(2%)
minecraft.mined.nether_wart_block: #13, 723(1%)
minecraft.picked_up.wither_rose: #13, 86(1%)
minecraft.crafted.netherite_scrap: #13, 40(1%)
minecraft.crafted.oak_door: #13, 6(1%)
minecraft.used.polished_granite: #13, 147(1%)
minecraft.crafted.stone_brick_stairs: #13, 128(1%)
minecraft.picked_up.blast_furnace: #13, 8(1%)
minecraft.mined.smithing_table: #13, 9(1%)
minecraft.picked_up.jukebox: #13, 2(2%)
minecraft.picked_up.ink_sac: #13, 475(1%)
minecraft.mined.lily_of_the_valley: #13, 10(1%)
minecraft.used.stone_brick_stairs: #13, 177(1%)
minecraft.crafted.red_concrete_powder: #13, 512(1%)
minecraft.dropped.smooth_stone_slab: #13, 65(1%)
minecraft.picked_up.pumpkin_seeds: #13, 274(1%)
minecraft.picked_up.sandstone: #13, 4357(1%)
minecraft.mined.smooth_stone: #13, 282(1%)
minecraft.dropped.bowl: #13, 1(1%)
minecraft.crafted.black_stained_glass: #13, 904(1%)
minecraft.picked_up.cookie: #13, 18(1%)
minecraft.used.smooth_sandstone: #13, 822(1%)
minecraft.mined.azure_bluet: #13, 15(1%)
minecraft.crafted.jungle_button: #13, 8(1%)
minecraft.dropped.redstone: #13, 93(1%)
minecraft.crafted.ender_eye: #13, 17(1%)
minecraft.mined.purpur_stairs: #13, 17(1%)
minecraft.picked_up.wither_skeleton_skull: #13, 7(1%)
minecraft.mined.cyan_wool: #13, 6(1%)
minecraft.crafted.jungle_boat: #13, 2(1%)
minecraft.picked_up.purpur_stairs: #13, 15(1%)
minecraft.picked_up.smooth_sandstone_slab: #13, 53(1%)
minecraft.dropped.oak_trapdoor: #13, 5(1%)
minecraft.mined.crimson_stem: #13, 106(1%)
minecraft.crafted.tnt: #13, 622(1%)
minecraft.used.blackstone_slab: #13, 92(1%)
minecraft.mined.coarse_dirt: #13, 137(0%)
minecraft.used.blackstone: #13, 567(0%)
minecraft.dropped.book: #13, 4(1%)
minecraft.picked_up.blaze_rod: #13, 78(0%)
minecraft.custom.play_record: #13, 2(1%)
minecraft.dropped.white_wool: #13, 36(0%)
minecraft.used.black_stained_glass: #13, 376(0%)
minecraft.mined.nether_wart: #13, 325(0%)
minecraft.dropped.heart_of_the_sea: #13, 1(1%)
minecraft.dropped.spider_eye: #13, 57(0%)
minecraft.crafted.oak_button: #13, 4(0%)
minecraft.mined.snow_block: #13, 114(0%)
minecraft.picked_up.blackstone_wall: #13, 7(0%)
minecraft.dropped.light_gray_carpet: #13, 4(0%)
minecraft.crafted.snow_block: #13, 158(0%)
minecraft.mined.snow: #13, 643(0%)
minecraft.crafted.beacon: #13, 1(0%)
minecraft.used.cooked_salmon: #13, 3(0%)
minecraft.dropped.weeping_vines: #13, 3(0%)
minecraft.crafted.cooked_salmon: #13, 1(0%)
minecraft.mined.brown_concrete: #13, 8(0%)
minecraft.mined.black_carpet: #13, 48(0%)
minecraft.mined.sweet_berry_bush: #13, 11(0%)
minecraft.crafted.brown_stained_glass: #13, 8(0%)
minecraft.picked_up.black_carpet: #13, 117(0%)
minecraft.mined.end_stone_bricks: #13, 36(0%)
minecraft.crafted.chiseled_stone_bricks: #13, 16(0%)
minecraft.dropped.nether_wart: #13, 3(0%)
minecraft.used.sandstone_slab: #13, 40(0%)
minecraft.crafted.bricks: #13, 75(0%)
minecraft.crafted.nether_brick_stairs: #13, 3(0%)
minecraft.picked_up.cyan_concrete_powder: #13, 12(0%)
minecraft.dropped.light_gray_wool: #13, 5(0%)
minecraft.crafted.packed_ice: #13, 5(0%)
minecraft.picked_up.dried_kelp: #13, 8(0%)
minecraft.used.end_stone_bricks: #13, 3(0%)
minecraft.picked_up.diorite: #14, 11294(3%)
minecraft.mined.coal_ore: #14, 7891(3%)
minecraft.picked_up.smooth_stone_slab: #14, 897(3%)
minecraft.crafted.diamond_hoe: #14, 3(3%)
minecraft.picked_up.chest: #14, 743(3%)
minecraft.crafted.diamond_pickaxe: #14, 13(3%)
minecraft.crafted.iron_ingot: #14, 14294(3%)
minecraft.picked_up.hopper: #14, 368(2%)
minecraft.picked_up.iron_sword: #14, 9(2%)
minecraft.mined.hopper: #14, 296(2%)
minecraft.killed.ghast: #14, 83(2%)
minecraft.picked_up.gravel: #14, 17681(2%)
minecraft.used.netherite_pickaxe: #14, 160597(2%)
minecraft.mined.rail: #14, 709(2%)
minecraft.mined.warped_fungus: #14, 53(2%)
minecraft.mined.gravel: #14, 19274(2%)
minecraft.dropped.diorite: #14, 1614(2%)
minecraft.custom.mob_kills: #14, 44180(2%)
minecraft.picked_up.oak_trapdoor: #14, 63(2%)
minecraft.dropped.diamond_pickaxe: #14, 7(2%)
minecraft.mined.lantern: #14, 52(2%)
minecraft.picked_up.sand: #14, 44362(2%)
minecraft.used.bone_meal: #14, 6228(2%)
minecraft.picked_up.beef: #14, 528(2%)
minecraft.picked_up.gold_ingot: #14, 250(2%)
minecraft.picked_up.shulker_shell: #14, 422(2%)
minecraft.mined.vine: #14, 487(2%)
minecraft.mined.redstone_wall_torch: #14, 30(2%)
minecraft.mined.dandelion: #14, 82(2%)
minecraft.mined.tripwire: #14, 39(2%)
minecraft.used.scaffolding: #14, 3607(2%)
minecraft.used.redstone: #14, 1123(1%)
minecraft.broken.diamond_shovel: #14, 1(2%)
minecraft.used.observer: #14, 345(2%)
minecraft.used.grass_block: #14, 5309(1%)
minecraft.picked_up.cooked_porkchop: #14, 186(1%)
minecraft.custom.inspect_dropper: #14, 400(1%)
minecraft.mined.scaffolding: #14, 1280(1%)
minecraft.mined.sticky_piston: #14, 53(1%)
minecraft.mined.soul_lantern: #14, 7(1%)
minecraft.mined.tall_grass: #14, 110(1%)
minecraft.mined.kelp_plant: #14, 252(1%)
minecraft.crafted.oak_fence: #14, 192(1%)
minecraft.picked_up.nether_wart_block: #14, 714(1%)
minecraft.custom.damage_resisted: #14, 3436(1%)
minecraft.picked_up.stripped_oak_log: #14, 61(1%)
minecraft.crafted.red_shulker_box: #14, 3(1%)
minecraft.mined.jungle_log: #14, 1434(1%)
minecraft.dropped.oak_sapling: #14, 77(1%)
minecraft.mined.stripped_oak_log: #14, 59(1%)
minecraft.picked_up.light_gray_concrete: #14, 546(1%)
minecraft.picked_up.jungle_log: #14, 1412(1%)
minecraft.broken.flint_and_steel: #14, 1(2%)
minecraft.dropped.filled_map: #14, 11(1%)
minecraft.crafted.pink_shulker_box: #14, 1(1%)
minecraft.picked_up.loom: #14, 5(1%)
minecraft.used.red_concrete: #14, 330(1%)
minecraft.killed.magma_cube: #14, 306(1%)
minecraft.used.oak_fence_gate: #14, 23(1%)
minecraft.crafted.bone_meal: #14, 23748(1%)
minecraft.picked_up.warped_fungus: #14, 82(1%)
minecraft.crafted.light_blue_dye: #14, 192(1%)
minecraft.mined.blue_orchid: #14, 8(1%)
minecraft.mined.white_tulip: #14, 8(1%)
minecraft.picked_up.jungle_sapling: #14, 51(1%)
minecraft.custom.target_hit: #14, 110(1%)
minecraft.dropped.shulker_box: #14, 11(1%)
minecraft.dropped.purpur_slab: #14, 3(1%)
minecraft.dropped.crimson_roots: #14, 16(1%)
minecraft.mined.cyan_carpet: #14, 8(1%)
minecraft.used.snowball: #14, 81(1%)
minecraft.mined.bamboo: #14, 96(1%)
minecraft.dropped.dandelion: #14, 33(1%)
minecraft.mined.purpur_block: #14, 46(1%)
minecraft.used.polished_blackstone_brick_wall: #14, 10(1%)
minecraft.mined.spruce_leaves: #14, 815(1%)
minecraft.picked_up.black_wool: #14, 85(1%)
minecraft.mined.acacia_trapdoor: #14, 11(1%)
minecraft.used.lily_pad: #14, 1(1%)
minecraft.dropped.cobblestone_slab: #14, 24(1%)
minecraft.dropped.stone_bricks: #14, 74(1%)
minecraft.mined.brown_carpet: #14, 7(1%)
minecraft.picked_up.light_blue_carpet: #14, 10(0%)
minecraft.used.gilded_blackstone: #14, 3(1%)
minecraft.dropped.light_gray_stained_glass_pane: #14, 48(0%)
minecraft.used.cooked_cod: #14, 7(0%)
minecraft.used.nether_wart_block: #14, 57(0%)
minecraft.mined.podzol: #14, 256(0%)
minecraft.picked_up.book: #14, 177(0%)
minecraft.dropped.oak_slab: #14, 5(0%)
minecraft.mined.polished_blackstone_brick_wall: #14, 2(0%)
minecraft.mined.smooth_quartz_stairs: #14, 15(0%)
minecraft.picked_up.sandstone_stairs: #14, 19(0%)
minecraft.killed.silverfish: #14, 3(0%)
minecraft.picked_up.polished_blackstone_brick_wall: #14, 2(0%)
minecraft.picked_up.snowball: #14, 700(0%)
minecraft.used.polished_blackstone_pressure_plate: #14, 3(0%)
minecraft.dropped.twisting_vines: #14, 2(0%)
minecraft.picked_up.lily_of_the_valley: #14, 15(0%)
minecraft.mined.purple_carpet: #14, 2(0%)
minecraft.dropped.wheat: #14, 13(0%)
minecraft.picked_up.chiseled_nether_bricks: #14, 2(0%)
minecraft.dropped.stone_hoe: #14, 1(0%)
minecraft.mined.chiseled_nether_bricks: #14, 2(0%)
minecraft.picked_up.blackstone_slab: #14, 11(0%)
minecraft.picked_up.podzol: #14, 135(0%)
minecraft.picked_up.smooth_sandstone_stairs: #14, 20(0%)
minecraft.used.blackstone_wall: #14, 15(0%)
minecraft.picked_up.black_concrete_powder: #14, 124(0%)
minecraft.picked_up.gold_nugget: #14, 824(0%)
minecraft.used.sandstone_wall: #14, 24(0%)
minecraft.mined.purple_concrete: #14, 8(0%)
minecraft.mined.jack_o_lantern: #14, 1(0%)
minecraft.used.fern: #14, 7(0%)
minecraft.picked_up.brown_stained_glass: #14, 1(0%)
minecraft.dropped.potato: #14, 11(0%)
minecraft.picked_up.end_stone_bricks: #14, 35(0%)
minecraft.crafted.blaze_powder: #14, 56(0%)
minecraft.crafted.brick: #14, 312(0%)
minecraft.picked_up.light_blue_wool: #14, 11(0%)
minecraft.picked_up.cyan_stained_glass: #14, 14(0%)
minecraft.used.pink_wool: #14, 2(0%)
minecraft.mined.yellow_stained_glass: #14, 1(0%)
minecraft.dropped.snow_block: #14, 1(0%)
minecraft.killed.zombified_piglin: #14, 54(0%)
minecraft.crafted.polished_blackstone_wall: #14, 1(0%)
minecraft.crafted.dried_kelp_block: #14, 1(0%)
minecraft.custom.interact_with_anvil: #15, 379(3%)
minecraft.custom.inspect_hopper: #15, 1652(3%)
minecraft.used.bucket: #15, 2927(3%)
minecraft.used.crafting_table: #15, 251(3%)
minecraft.mined.torch: #15, 1577(3%)
minecraft.picked_up.granite: #15, 9591(3%)
minecraft.used.minecart: #15, 83(2%)
minecraft.picked_up.soul_sand: #15, 1388(2%)
minecraft.used.diamond_pickaxe: #15, 202324(2%)
minecraft.picked_up.iron_leggings: #15, 5(2%)
minecraft.crafted.chest: #15, 1583(2%)
minecraft.picked_up.spruce_planks: #15, 643(2%)
minecraft.crafted.redstone_block: #15, 1117(2%)
minecraft.dropped.netherite_sword: #15, 2(3%)
minecraft.used.lantern: #15, 261(2%)
minecraft.picked_up.rail: #15, 908(2%)
minecraft.picked_up.magma_cream: #15, 96(2%)
minecraft.picked_up.string: #15, 910(2%)
minecraft.crafted.barrel: #15, 126(2%)
minecraft.picked_up.scaffolding: #15, 3753(2%)
minecraft.picked_up.diamond_chestplate: #15, 4(2%)
minecraft.mined.kelp: #15, 159(2%)
minecraft.mined.nether_quartz_ore: #15, 1565(1%)
minecraft.picked_up.oak_sapling: #15, 820(1%)
minecraft.dropped.diamond_helmet: #15, 2(2%)
minecraft.crafted.diamond_helmet: #15, 2(1%)
minecraft.used.obsidian: #15, 451(1%)
minecraft.crafted.lapis_lazuli: #15, 833(1%)
minecraft.picked_up.diamond_shovel: #15, 12(1%)
minecraft.dropped.stick: #15, 618(1%)
minecraft.crafted.fishing_rod: #15, 4(1%)
minecraft.picked_up.dragon_head: #15, 5(1%)
minecraft.dropped.white_concrete: #15, 39(1%)
minecraft.picked_up.polished_blackstone_slab: #15, 79(1%)
minecraft.picked_up.stone_axe: #15, 1(2%)
minecraft.crafted.scaffolding: #15, 463(1%)
minecraft.mined.redstone_block: #15, 43(1%)
minecraft.crafted.observer: #15, 208(1%)
minecraft.used.oak_trapdoor: #15, 83(1%)
minecraft.mined.comparator: #15, 23(1%)
minecraft.used.cactus: #15, 88(1%)
minecraft.picked_up.oak_button: #15, 4(1%)
minecraft.mined.cocoa: #15, 80(1%)
minecraft.picked_up.sticky_piston: #15, 52(1%)
minecraft.used.shroomlight: #15, 84(1%)
minecraft.used.pumpkin: #15, 64(1%)
minecraft.used.sticky_piston: #15, 93(1%)
minecraft.mined.flower_pot: #15, 3(1%)
minecraft.dropped.pufferfish: #15, 2(1%)
minecraft.picked_up.birch_boat: #15, 4(1%)
minecraft.picked_up.cauldron: #15, 7(1%)
minecraft.picked_up.smithing_table: #15, 9(1%)
minecraft.used.iron_sword: #15, 344(1%)
minecraft.picked_up.peony: #15, 33(1%)
minecraft.mined.warped_stem: #15, 296(1%)
minecraft.used.smithing_table: #15, 11(1%)
minecraft.picked_up.warped_stem: #15, 296(1%)
minecraft.mined.birch_leaves: #15, 699(1%)
minecraft.dropped.redstone_torch: #15, 7(1%)
minecraft.picked_up.acacia_log: #15, 212(1%)
minecraft.mined.green_shulker_box: #15, 11(1%)
minecraft.picked_up.green_shulker_box: #15, 11(1%)
minecraft.mined.redstone_lamp: #15, 9(1%)
minecraft.used.oak_sapling: #15, 176(0%)
minecraft.mined.rose_bush: #15, 5(0%)
minecraft.used.poppy: #15, 2(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #15, 60(0%)
minecraft.picked_up.acacia_trapdoor: #15, 11(0%)
minecraft.crafted.quartz_block: #15, 805(0%)
minecraft.dropped.wooden_sword: #15, 1(1%)
minecraft.mined.birch_fence: #15, 6(0%)
minecraft.picked_up.cod: #15, 108(0%)
minecraft.picked_up.pink_tulip: #15, 22(0%)
minecraft.used.warped_nylium: #15, 11(0%)
minecraft.picked_up.cyan_concrete: #15, 88(0%)
minecraft.picked_up.smooth_quartz_stairs: #15, 15(0%)
minecraft.crafted.jungle_fence: #15, 6(0%)
minecraft.dropped.soul_soil: #15, 8(0%)
minecraft.used.rotten_flesh: #15, 2(0%)
minecraft.mined.large_fern: #15, 7(0%)
minecraft.crafted.pumpkin_seeds: #15, 4(0%)
minecraft.mined.sponge: #15, 7(0%)
minecraft.used.nether_brick_stairs: #15, 8(0%)
minecraft.dropped.pumpkin_seeds: #15, 13(0%)
minecraft.picked_up.sweet_berries: #15, 42(0%)
minecraft.dropped.stone_brick_slab: #15, 6(0%)
minecraft.mined.green_wool: #15, 1(0%)
minecraft.mined.nether_brick_wall: #15, 1(0%)
minecraft.crafted.yellow_wool: #15, 1(0%)
minecraft.crafted.yellow_stained_glass: #15, 8(0%)
minecraft.used.green_wool: #15, 3(0%)
minecraft.picked_up.yellow_stained_glass: #15, 1(0%)
minecraft.dropped.sugar: #15, 1(0%)
minecraft.used.yellow_stained_glass: #15, 1(0%)
minecraft.crafted.smooth_quartz_stairs: #15, 1(0%)
minecraft.custom.climb_one_cm: #16, 3262822(3%)
minecraft.used.ladder: #16, 290(3%)
minecraft.used.chest: #16, 1164(3%)
minecraft.mined.redstone_ore: #16, 2831(3%)
minecraft.custom.aviate_one_cm: #16, 458089383(2%)
minecraft.mined.andesite: #16, 10600(2%)
minecraft.mined.diorite: #16, 9346(2%)
minecraft.picked_up.torch: #16, 4063(2%)
minecraft.mined.granite: #16, 8895(2%)
minecraft.mined.wall_torch: #16, 375(2%)
minecraft.picked_up.firework_rocket: #16, 2568(2%)
minecraft.mined.chest: #16, 405(2%)
minecraft.crafted.lever: #16, 106(2%)
minecraft.picked_up.diamond_axe: #16, 11(2%)
minecraft.picked_up.comparator: #16, 88(2%)
minecraft.crafted.hopper: #16, 572(2%)
minecraft.picked_up.netherite_axe: #16, 10(2%)
minecraft.picked_up.filled_map: #16, 85(2%)
minecraft.picked_up.diamond_pickaxe: #16, 20(1%)
minecraft.dropped.player_head: #16, 32(1%)
minecraft.crafted.iron_pickaxe: #16, 10(2%)
minecraft.used.redstone_block: #16, 156(2%)
minecraft.dropped.coal: #16, 83(1%)
minecraft.crafted.item_frame: #16, 128(1%)
minecraft.custom.bell_ring: #16, 23(1%)
minecraft.picked_up.glass: #16, 958(1%)
minecraft.killed_by.vex: #16, 1(2%)
minecraft.used.iron_axe: #16, 584(1%)
minecraft.mined.repeater: #16, 62(1%)
minecraft.crafted.jungle_planks: #16, 3576(1%)
minecraft.crafted.furnace: #16, 103(1%)
minecraft.crafted.white_shulker_box: #16, 3(1%)
minecraft.dropped.netherite_shovel: #16, 1(1%)
minecraft.mined.lime_shulker_box: #16, 29(1%)
minecraft.picked_up.lime_shulker_box: #16, 29(1%)
minecraft.crafted.piston: #16, 184(1%)
minecraft.crafted.iron_shovel: #16, 7(1%)
minecraft.mined.enchanting_table: #16, 1(1%)
minecraft.picked_up.hay_block: #16, 37(1%)
minecraft.used.wooden_sword: #16, 4(1%)
minecraft.used.spruce_slab: #16, 377(1%)
minecraft.crafted.glass: #16, 2692(1%)
minecraft.mined.oak_fence_gate: #16, 7(1%)
minecraft.picked_up.bamboo: #16, 1170(1%)
minecraft.used.blast_furnace: #16, 9(1%)
minecraft.used.red_terracotta: #16, 179(1%)
minecraft.used.bookshelf: #16, 104(1%)
minecraft.used.spruce_door: #16, 4(1%)
minecraft.used.iron_shovel: #16, 683(0%)
minecraft.mined.red_terracotta: #16, 362(1%)
minecraft.picked_up.oak_fence_gate: #16, 7(1%)
minecraft.dropped.sand: #16, 327(1%)
minecraft.used.glowstone: #16, 97(0%)
minecraft.used.dark_oak_log: #16, 137(0%)
minecraft.picked_up.purpur_block: #16, 37(1%)
minecraft.used.diamond_hoe: #16, 738(0%)
minecraft.picked_up.coarse_dirt: #16, 220(0%)
minecraft.picked_up.crimson_stem: #16, 106(0%)
minecraft.crafted.gray_dye: #16, 266(0%)
minecraft.used.daylight_detector: #16, 5(0%)
minecraft.used.warped_wart_block: #16, 62(0%)
minecraft.crafted.yellow_dye: #16, 88(0%)
minecraft.crafted.filled_map: #16, 14(0%)
minecraft.picked_up.redstone_lamp: #16, 9(0%)
minecraft.dropped.mycelium: #16, 95(0%)
minecraft.picked_up.birch_fence: #16, 6(0%)
minecraft.picked_up.white_tulip: #16, 8(0%)
minecraft.mined.purpur_pillar: #16, 9(0%)
minecraft.picked_up.purpur_pillar: #16, 9(0%)
minecraft.dropped.ladder: #16, 3(0%)
minecraft.mined.nether_brick_stairs: #16, 6(0%)
minecraft.used.snow_block: #16, 145(0%)
minecraft.used.jungle_fence: #16, 4(0%)
minecraft.crafted.acacia_trapdoor: #16, 22(0%)
minecraft.mined.smooth_sandstone: #16, 39(0%)
minecraft.used.acacia_trapdoor: #16, 17(0%)
minecraft.crafted.dried_kelp: #16, 47(0%)
minecraft.dropped.warped_fungus: #16, 1(0%)
minecraft.crafted.golden_carrot: #16, 216(0%)
minecraft.dropped.warped_wart_block: #16, 9(0%)
minecraft.picked_up.blaze_powder: #16, 3(0%)
minecraft.picked_up.sponge: #16, 7(0%)
minecraft.used.purple_wool: #16, 2(0%)
minecraft.crafted.white_banner: #16, 1(0%)
minecraft.dropped.quartz: #16, 5(0%)
minecraft.crafted.smooth_sandstone: #16, 22(0%)
minecraft.mined.acacia_leaves: #16, 19(0%)
minecraft.crafted.smooth_quartz: #16, 8(0%)
minecraft.picked_up.green_concrete: #16, 6(0%)
minecraft.used.purple_concrete_powder: #16, 8(0%)
minecraft.mined.green_concrete: #16, 6(0%)
minecraft.dropped.nether_wart_block: #16, 3(0%)
minecraft.picked_up.nether_brick_wall: #16, 1(0%)
minecraft.used.orange_wool: #16, 2(0%)
minecraft.crafted.cooked_porkchop: #16, 2(0%)
minecraft.dropped.ice: #16, 1(0%)
minecraft.dropped.carrot: #16, 9(0%)
minecraft.used.snow: #16, 5(0%)
minecraft.picked_up.green_wool: #16, 1(0%)
minecraft.picked_up.andesite: #17, 11700(3%)
minecraft.mined.stone: #17, 164504(2%)
minecraft.crafted.wooden_pickaxe: #17, 1(3%)
minecraft.picked_up.oak_planks: #17, 405(2%)
minecraft.used.diamond_axe: #17, 15685(2%)
minecraft.picked_up.redstone_torch: #17, 207(2%)
minecraft.used.cobblestone: #17, 3879(2%)
minecraft.picked_up.oak_sign: #17, 85(2%)
minecraft.picked_up.iron_helmet: #17, 8(2%)
minecraft.mined.mossy_cobblestone: #17, 42(2%)
minecraft.used.redstone_torch: #17, 215(1%)
minecraft.picked_up.lead: #17, 68(2%)
minecraft.picked_up.diamond_leggings: #17, 8(1%)
minecraft.picked_up.water_bucket: #17, 12(1%)
minecraft.crafted.diamond: #17, 914(1%)
minecraft.custom.interact_with_lectern: #17, 148(1%)
minecraft.mined.sugar_cane: #17, 1085(1%)
minecraft.picked_up.grass_block: #17, 6856(1%)
minecraft.picked_up.netherite_shovel: #17, 6(1%)
minecraft.used.flint_and_steel: #17, 68(1%)
minecraft.custom.eat_cake_slice: #17, 3(1%)
minecraft.dropped.armor_stand: #17, 3(1%)
minecraft.mined.redstone_wire: #17, 167(1%)
minecraft.crafted.oak_fence_gate: #17, 19(1%)
minecraft.picked_up.iron_shovel: #17, 3(1%)
minecraft.picked_up.sea_lantern: #17, 200(1%)
minecraft.mined.player_head: #17, 13(1%)
minecraft.mined.spruce_slab: #17, 125(1%)
minecraft.custom.walk_one_cm: #18, 109843023(3%)
minecraft.used.comparator: #17, 82(1%)
minecraft.custom.sneak_time: #18, 2502138(2%)
minecraft.used.campfire: #17, 30(1%)
minecraft.crafted.cobblestone_stairs: #17, 40(1%)
minecraft.crafted.spruce_sign: #17, 21(1%)
minecraft.mined.cracked_stone_bricks: #17, 16(1%)
minecraft.used.bell: #17, 3(1%)
minecraft.used.lime_shulker_box: #17, 24(1%)
minecraft.used.armor_stand: #17, 36(1%)
minecraft.crafted.comparator: #17, 66(1%)
minecraft.used.iron_pickaxe: #17, 1024(1%)
minecraft.picked_up.sugar_cane: #17, 2225(1%)
minecraft.mined.bookshelf: #17, 73(1%)
minecraft.picked_up.weeping_vines: #17, 34(1%)
minecraft.used.cauldron: #17, 7(1%)
minecraft.custom.pot_flower: #17, 11(1%)
minecraft.crafted.paper: #17, 5199(1%)
minecraft.used.flower_pot: #17, 14(1%)
minecraft.crafted.black_dye: #17, 752(1%)
minecraft.crafted.redstone_lamp: #17, 33(1%)
minecraft.picked_up.bookshelf: #17, 18(1%)
minecraft.dropped.shears: #17, 5(1%)
minecraft.dropped.scaffolding: #17, 69(1%)
minecraft.mined.mushroom_stem: #17, 66(1%)
minecraft.used.nether_bricks: #17, 198(1%)
minecraft.mined.glass_pane: #17, 9(1%)
minecraft.picked_up.red_terracotta: #17, 396(1%)
minecraft.used.jungle_boat: #17, 3(1%)
minecraft.mined.mossy_stone_bricks: #17, 8(1%)
minecraft.dropped.stone_button: #17, 13(1%)
minecraft.picked_up.cocoa_beans: #17, 260(0%)
minecraft.used.dandelion: #17, 2(1%)
minecraft.used.cobblestone_stairs: #17, 17(0%)
minecraft.picked_up.pumpkin: #17, 126(0%)
minecraft.mined.red_carpet: #17, 9(0%)
minecraft.used.shears: #17, 2879(0%)
minecraft.picked_up.lilac: #17, 16(0%)
minecraft.dropped.gunpowder: #17, 131(0%)
minecraft.crafted.map: #17, 14(0%)
minecraft.mined.melon_stem: #17, 1(0%)
minecraft.crafted.wooden_sword: #17, 1(0%)
minecraft.picked_up.tnt: #17, 70(0%)
minecraft.used.polished_andesite: #17, 276(0%)
minecraft.picked_up.spruce_boat: #17, 2(0%)
minecraft.dropped.oak_fence: #17, 3(0%)
minecraft.crafted.green_dye: #17, 48(0%)
minecraft.mined.warped_slab: #17, 3(0%)
minecraft.dropped.jungle_planks: #17, 6(0%)
minecraft.picked_up.purpur_slab: #17, 3(0%)
minecraft.mined.nether_brick_slab: #17, 9(0%)
minecraft.mined.end_rod: #17, 28(0%)
minecraft.picked_up.brown_carpet: #17, 7(0%)
minecraft.mined.pumpkin: #17, 22(0%)
minecraft.dropped.stone_pressure_plate: #17, 2(0%)
minecraft.used.packed_ice: #17, 63(0%)
minecraft.picked_up.nether_brick_stairs: #17, 6(0%)
minecraft.picked_up.warped_slab: #17, 3(0%)
minecraft.dropped.white_carpet: #17, 3(0%)
minecraft.picked_up.fern: #17, 16(0%)
minecraft.mined.dark_oak_fence_gate: #17, 2(0%)
minecraft.mined.jungle_fence: #17, 1(0%)
minecraft.dropped.tripwire_hook: #17, 1(0%)
minecraft.dropped.iron_nugget: #17, 26(0%)
minecraft.crafted.nether_bricks: #17, 75(0%)
minecraft.crafted.flower_pot: #17, 8(0%)
minecraft.dropped.smooth_stone: #17, 4(0%)
minecraft.mined.stripped_birch_log: #17, 7(0%)
minecraft.crafted.brown_dye: #17, 17(0%)
minecraft.used.rose_bush: #17, 4(0%)
minecraft.picked_up.jack_o_lantern: #17, 1(0%)
minecraft.used.polished_andesite_stairs: #17, 19(0%)
minecraft.picked_up.purple_carpet: #17, 2(0%)
minecraft.used.spruce_leaves: #17, 63(0%)
minecraft.picked_up.dark_oak_fence_gate: #17, 2(0%)
minecraft.used.fishing_rod: #17, 16(0%)
minecraft.mined.stripped_dark_oak_log: #17, 5(0%)
minecraft.picked_up.stripped_dark_oak_log: #17, 5(0%)
minecraft.dropped.powered_rail: #17, 1(0%)
minecraft.dropped.redstone_ore: #17, 1(0%)
minecraft.used.stripped_dark_oak_log: #17, 4(0%)
minecraft.crafted.purple_concrete_powder: #17, 8(0%)
minecraft.used.lime_wool: #17, 2(0%)
minecraft.dropped.cobblestone_wall: #17, 1(0%)
minecraft.dropped.egg: #17, 5(0%)
minecraft.dropped.cornflower: #17, 1(0%)
minecraft.dropped.glowstone: #17, 1(0%)
minecraft.used.cyan_stained_glass: #17, 20(0%)
minecraft.crafted.brown_concrete_powder: #17, 8(0%)
minecraft.crafted.polished_blackstone_bricks: #17, 4(0%)
minecraft.picked_up.light_gray_dye: #17, 1(0%)
minecraft.picked_up.nether_brick: #17, 1(0%)
minecraft.used.light_gray_wool: #17, 2(0%)
minecraft.used.red_sand: #17, 2(0%)
minecraft.crafted.air: #17, 0(0%)
minecraft.custom.crouch_one_cm: #18, 7606400(2%)
minecraft.picked_up.redstone: #18, 10106(2%)
minecraft.mined.oak_sign: #18, 12(2%)
minecraft.crafted.ladder: #18, 201(2%)
minecraft.mined.oak_log: #18, 2426(2%)
minecraft.mined.poppy: #18, 97(1%)
minecraft.mined.piston: #18, 64(1%)
minecraft.mined.bell: #18, 4(1%)
minecraft.used.rail: #18, 679(1%)
minecraft.picked_up.oak_log: #18, 2361(1%)
minecraft.mined.shroomlight: #18, 115(1%)
minecraft.mined.beacon: #18, 13(1%)
minecraft.picked_up.beacon: #18, 14(1%)
