stat, rank, value, (percentage) 
minecraft.used.stone_shovel: #1, 28130(76%)
minecraft.crafted.light_gray_concrete_powder: #16, 1616(2%)
minecraft.dropped.leather_chestplate: #16, 6(2%)
minecraft.used.damaged_anvil: #16, 3(2%)
minecraft.mined.chain: #16, 40(1%)
minecraft.used.chipped_anvil: #16, 5(1%)
minecraft.crafted.iron_helmet: #16, 3(1%)
minecraft.used.splash_potion: #16, 21(1%)
minecraft.dropped.diamond_axe: #16, 2(1%)
minecraft.used.obsidian: #16, 419(1%)
minecraft.used.polished_blackstone: #16, 529(1%)
minecraft.mined.redstone_wire: #16, 197(1%)
minecraft.picked_up.gray_carpet: #16, 144(1%)
minecraft.mined.crimson_roots: #16, 40(1%)
minecraft.crafted.oak_boat: #16, 4(1%)
minecraft.dropped.iron_shovel: #16, 2(1%)
minecraft.dropped.red_mushroom: #16, 12(1%)
minecraft.mined.cocoa: #16, 79(1%)
minecraft.picked_up.slime_block: #16, 137(1%)
minecraft.picked_up.nether_brick_fence: #16, 15(1%)
minecraft.dropped.written_book: #16, 7(1%)
minecraft.picked_up.crimson_nylium: #16, 78(1%)
minecraft.picked_up.cobblestone_stairs: #16, 17(1%)
minecraft.used.hay_block: #16, 16(1%)
minecraft.dropped.golden_boots: #16, 4(1%)
minecraft.crafted.birch_sign: #16, 51(1%)
minecraft.dropped.string: #16, 150(1%)
minecraft.used.smooth_stone_slab: #16, 1557(1%)
minecraft.killed_by.skeleton: #16, 1(1%)
minecraft.used.white_concrete_powder: #16, 2270(1%)
minecraft.mined.cyan_terracotta: #16, 378(1%)
minecraft.crafted.scaffolding: #16, 324(1%)
minecraft.picked_up.emerald: #16, 126(1%)
minecraft.custom.damage_absorbed: #16, 80(1%)
minecraft.picked_up.sugar_cane: #16, 2371(1%)
minecraft.crafted.red_shulker_box: #16, 2(1%)
minecraft.dropped.gold_nugget: #16, 139(1%)
minecraft.used.gray_carpet: #16, 279(1%)
minecraft.used.dropper: #16, 52(1%)
minecraft.picked_up.warped_nylium: #16, 62(1%)
minecraft.killed.magma_cube: #16, 202(1%)
minecraft.crafted.shield: #16, 2(1%)
minecraft.dropped.filled_map: #16, 7(1%)
minecraft.crafted.stone_brick_wall: #16, 40(1%)
minecraft.mined.cobblestone_stairs: #16, 9(1%)
minecraft.dropped.crimson_roots: #16, 14(1%)
minecraft.mined.iron_trapdoor: #16, 31(1%)
minecraft.crafted.polished_andesite: #16, 520(1%)
minecraft.dropped.magma_cream: #16, 8(1%)
minecraft.mined.light_gray_carpet: #16, 26(1%)
minecraft.used.slime_block: #16, 82(0%)
minecraft.dropped.flint_and_steel: #16, 1(1%)
minecraft.crafted.gray_carpet: #16, 195(1%)
minecraft.mined.light_gray_terracotta: #16, 289(1%)
minecraft.used.birch_boat: #16, 2(1%)
minecraft.mined.gold_block: #16, 34(0%)
minecraft.crafted.brown_shulker_box: #16, 1(1%)
minecraft.mined.smooth_quartz: #16, 35(0%)
minecraft.dropped.coal_ore: #16, 34(0%)
minecraft.used.polished_blackstone_brick_stairs: #16, 34(0%)
minecraft.picked_up.quartz_slab: #16, 28(0%)
minecraft.picked_up.wither_rose: #16, 27(0%)
minecraft.dropped.blackstone: #16, 59(0%)
minecraft.crafted.leather_chestplate: #16, 6(0%)
minecraft.picked_up.green_carpet: #16, 19(0%)
minecraft.used.cocoa_beans: #16, 80(0%)
minecraft.crafted.gray_shulker_box: #16, 1(0%)
minecraft.mined.rose_bush: #16, 4(0%)
minecraft.picked_up.cod: #16, 106(0%)
minecraft.dropped.jungle_planks: #16, 8(0%)
minecraft.picked_up.chicken: #16, 19(0%)
minecraft.crafted.player_head: #16, 41(0%)
minecraft.used.map: #16, 2(0%)
minecraft.used.light_blue_concrete: #16, 108(0%)
minecraft.crafted.bookshelf: #16, 59(0%)
minecraft.custom.walk_on_water_one_cm: #17, 3981834(2%)
minecraft.picked_up.smooth_sandstone_slab: #16, 20(0%)
minecraft.picked_up.cooked_chicken: #16, 7(0%)
minecraft.mined.black_concrete_powder: #16, 16(0%)
minecraft.used.polished_blackstone_slab: #16, 88(0%)
minecraft.dropped.cookie: #16, 8(0%)
minecraft.dropped.jungle_log: #16, 5(0%)
minecraft.picked_up.birch_fence_gate: #16, 1(0%)
minecraft.crafted.daylight_detector: #16, 5(0%)
minecraft.used.black_stained_glass: #16, 192(0%)
minecraft.crafted.black_wool: #16, 11(0%)
minecraft.mined.brown_terracotta: #16, 58(0%)
minecraft.crafted.brown_dye: #16, 27(0%)
minecraft.crafted.red_wool: #16, 6(0%)
minecraft.crafted.nether_bricks: #16, 98(0%)
minecraft.used.blackstone_slab: #16, 29(0%)
minecraft.used.orange_concrete_powder: #16, 46(0%)
minecraft.used.chiseled_polished_blackstone: #16, 8(0%)
minecraft.mined.light_gray_concrete_powder: #16, 5(0%)
minecraft.crafted.brown_concrete_powder: #16, 56(0%)
minecraft.used.melon_seeds: #16, 3(0%)
minecraft.mined.yellow_concrete: #16, 30(0%)
minecraft.killed.hoglin: #16, 11(0%)
minecraft.crafted.orange_concrete_powder: #16, 40(0%)
minecraft.crafted.andesite_wall: #16, 12(0%)
minecraft.crafted.spruce_pressure_plate: #16, 1(0%)
minecraft.mined.birch_stairs: #16, 2(0%)
minecraft.picked_up.birch_stairs: #16, 2(0%)
minecraft.used.yellow_concrete_powder: #16, 32(0%)
minecraft.dropped.white_stained_glass: #16, 1(0%)
minecraft.crafted.crimson_slab: #16, 6(0%)
minecraft.crafted.yellow_concrete_powder: #16, 32(0%)
minecraft.crafted.light_blue_concrete_powder: #16, 32(0%)
minecraft.used.nether_brick_stairs: #16, 5(0%)
minecraft.dropped.stone_slab: #16, 13(0%)
minecraft.crafted.polished_blackstone_bricks: #16, 14(0%)
minecraft.used.twisting_vines: #16, 1(0%)
minecraft.dropped.azure_bluet: #16, 1(0%)
minecraft.crafted.purple_concrete_powder: #16, 8(0%)
minecraft.crafted.slime_ball: #16, 27(0%)
minecraft.crafted.andesite_stairs: #16, 1(0%)
minecraft.crafted.name_tag: #16, 1(0%)
minecraft.used.chiseled_nether_bricks: #16, 1(0%)
minecraft.crafted.target: #16, 1(0%)
minecraft.picked_up.sandstone_slab: #16, 3(0%)
minecraft.crafted.pumpkin_pie: #16, 4(0%)
minecraft.used.red_stained_glass: #16, 3(0%)
minecraft.crafted.cooked_chicken: #16, 1(0%)
minecraft.used.red_sand: #16, 2(0%)
minecraft.custom.inspect_hopper: #17, 1233(2%)
minecraft.picked_up.redstone: #17, 10191(2%)
minecraft.mined.dirt: #17, 26627(2%)
minecraft.picked_up.player_head: #17, 339(2%)
minecraft.custom.swim_one_cm: #17, 2296292(2%)
minecraft.killed.creeper: #17, 203(2%)
minecraft.killed.zombie: #17, 716(2%)
minecraft.picked_up.ender_chest: #17, 263(2%)
minecraft.custom.boat_one_cm: #17, 4080297(1%)
minecraft.crafted.oak_pressure_plate: #17, 3(2%)
minecraft.crafted.white_bed: #17, 7(1%)
minecraft.mined.obsidian: #17, 483(1%)
minecraft.mined.beacon: #17, 13(1%)
minecraft.crafted.minecart: #17, 52(1%)
minecraft.mined.glass: #17, 249(1%)
minecraft.used.anvil: #17, 44(1%)
minecraft.dropped.golden_leggings: #17, 5(1%)
minecraft.picked_up.birch_sign: #17, 50(1%)
minecraft.crafted.diamond_axe: #17, 2(1%)
minecraft.crafted.furnace: #17, 86(1%)
minecraft.mined.redstone_block: #17, 38(1%)
minecraft.picked_up.chain: #17, 79(1%)
minecraft.picked_up.terracotta: #17, 3475(1%)
minecraft.picked_up.end_rod: #17, 149(1%)
minecraft.crafted.repeater: #17, 131(1%)
minecraft.crafted.light_gray_dye: #17, 270(1%)
minecraft.mined.damaged_anvil: #17, 2(1%)
minecraft.picked_up.blackstone: #17, 2143(1%)
minecraft.picked_up.bell: #17, 6(1%)
minecraft.picked_up.note_block: #17, 21(1%)
minecraft.used.soul_sand: #17, 174(1%)
minecraft.picked_up.trident: #17, 4(1%)
minecraft.mined.crimson_nylium: #17, 75(1%)
minecraft.mined.black_concrete: #17, 343(1%)
minecraft.picked_up.damaged_anvil: #17, 2(1%)
minecraft.dropped.iron_sword: #17, 2(1%)
minecraft.picked_up.chainmail_boots: #17, 1(1%)
minecraft.dropped.golden_chestplate: #17, 3(1%)
minecraft.mined.blackstone: #17, 1868(1%)
minecraft.mined.terracotta: #17, 2588(1%)
minecraft.used.lectern: #17, 45(1%)
minecraft.killed.endermite: #17, 2(1%)
minecraft.picked_up.charcoal: #17, 6(1%)
minecraft.mined.lectern: #17, 39(1%)
minecraft.picked_up.lectern: #17, 39(1%)
minecraft.picked_up.iron_trapdoor: #17, 39(1%)
minecraft.crafted.polished_basalt: #17, 140(1%)
minecraft.crafted.lead: #17, 6(1%)
minecraft.picked_up.honey_block: #17, 37(1%)
minecraft.mined.smithing_table: #17, 4(1%)
minecraft.mined.warped_nylium: #17, 44(1%)
minecraft.crafted.crimson_planks: #17, 272(1%)
minecraft.used.red_concrete: #17, 169(1%)
minecraft.picked_up.bamboo: #17, 889(0%)
minecraft.crafted.black_stained_glass: #17, 464(0%)
minecraft.used.cookie: #17, 1(0%)
minecraft.used.redstone_lamp: #17, 23(0%)
minecraft.picked_up.acacia_planks: #17, 11(1%)
minecraft.picked_up.golden_apple: #17, 3(0%)
minecraft.used.birch_slab: #17, 51(0%)
minecraft.mined.oak_fence_gate: #17, 4(0%)
minecraft.dropped.oak_sign: #17, 5(0%)
minecraft.mined.magenta_stained_glass: #17, 2(0%)
minecraft.used.red_concrete_powder: #17, 201(0%)
minecraft.dropped.flint: #17, 46(0%)
minecraft.used.quartz_slab: #17, 93(0%)
minecraft.picked_up.nether_brick_slab: #17, 30(0%)
minecraft.crafted.lime_shulker_box: #17, 1(0%)
minecraft.picked_up.hay_block: #17, 15(0%)
minecraft.mined.green_carpet: #17, 10(0%)
minecraft.dropped.iron_ore: #17, 33(0%)
minecraft.killed.cod: #17, 8(0%)
minecraft.used.glass_pane: #17, 26(0%)
minecraft.mined.carrots: #17, 75(0%)
minecraft.used.crossbow: #17, 13(0%)
minecraft.picked_up.oak_fence_gate: #17, 4(0%)
minecraft.picked_up.crimson_roots: #17, 66(0%)
minecraft.used.cooked_porkchop: #17, 33(0%)
minecraft.crafted.gray_concrete_powder: #17, 760(0%)
minecraft.used.written_book: #17, 89(0%)
minecraft.picked_up.redstone_lamp: #17, 5(0%)
minecraft.used.orange_concrete: #17, 38(0%)
minecraft.dropped.cooked_chicken: #17, 2(0%)
minecraft.picked_up.seagrass: #17, 23(0%)
minecraft.picked_up.yellow_concrete: #17, 34(0%)
minecraft.picked_up.white_terracotta: #17, 124(0%)
minecraft.used.trident: #17, 14(0%)
minecraft.used.snowball: #17, 23(0%)
minecraft.dropped.spider_eye: #17, 28(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #17, 28(0%)
minecraft.used.warped_nylium: #17, 6(0%)
minecraft.picked_up.brown_terracotta: #17, 57(0%)
minecraft.mined.brown_concrete_powder: #17, 1(0%)
minecraft.dropped.mycelium: #17, 41(0%)
minecraft.used.polished_blackstone_brick_slab: #17, 33(0%)
minecraft.picked_up.crimson_planks: #17, 5(0%)
minecraft.dropped.sugar_cane: #17, 35(0%)
minecraft.dropped.magma_block: #17, 2(0%)
minecraft.dropped.feather: #17, 7(0%)
minecraft.picked_up.snow_block: #17, 26(0%)
minecraft.used.bone_block: #17, 20(0%)
minecraft.picked_up.emerald_block: #17, 4(0%)
minecraft.crafted.armor_stand: #17, 14(0%)
minecraft.dropped.chain: #17, 2(0%)
minecraft.picked_up.chiseled_stone_bricks: #17, 1(0%)
minecraft.dropped.polished_andesite: #17, 3(0%)
minecraft.picked_up.yellow_terracotta: #17, 30(0%)
minecraft.picked_up.prismarine_crystals: #17, 7(0%)
minecraft.dropped.carrot: #17, 6(0%)
minecraft.dropped.pumpkin: #17, 1(0%)
minecraft.used.purple_concrete_powder: #17, 1(0%)
minecraft.crafted.torch: #18, 6764(2%)
minecraft.killed.zombie_villager: #18, 11(2%)
minecraft.custom.damage_taken: #18, 155415(2%)
minecraft.picked_up.oak_fence: #18, 148(2%)
minecraft.mined.coal_ore: #18, 5245(2%)
minecraft.picked_up.torch: #18, 3585(2%)
minecraft.custom.walk_under_water_one_cm: #18, 3587789(1%)
minecraft.picked_up.written_book: #18, 30(2%)
minecraft.mined.anvil: #18, 19(2%)
minecraft.crafted.oak_planks: #18, 6140(2%)
minecraft.custom.aviate_one_cm: #18, 268015347(1%)
minecraft.used.diamond_shovel: #18, 57140(1%)
minecraft.used.lever: #18, 94(1%)
minecraft.picked_up.minecart: #18, 60(1%)
minecraft.mined.chipped_anvil: #18, 6(1%)
minecraft.picked_up.diamond_boots: #18, 12(1%)
minecraft.dropped.diorite: #18, 932(1%)
minecraft.picked_up.redstone_block: #18, 138(1%)
minecraft.picked_up.diamond_leggings: #18, 6(1%)
minecraft.picked_up.flint_and_steel: #18, 4(1%)
minecraft.mined.stone_bricks: #18, 823(1%)
minecraft.crafted.stone_bricks: #18, 2748(1%)
minecraft.used.firework_rocket: #18, 261(1%)
minecraft.custom.bell_ring: #18, 19(1%)
minecraft.picked_up.basalt: #18, 1333(1%)
minecraft.picked_up.stone_button: #18, 53(1%)
minecraft.picked_up.compass: #18, 11(1%)
minecraft.custom.enchant_item: #18, 38(1%)
minecraft.mined.iron_block: #18, 715(1%)
minecraft.mined.redstone_wall_torch: #18, 17(1%)
minecraft.used.redstone: #18, 701(1%)
minecraft.picked_up.observer: #18, 81(1%)
minecraft.killed.piglin: #18, 19(1%)
minecraft.mined.hopper: #18, 111(1%)
minecraft.used.redstone_block: #18, 91(1%)
minecraft.picked_up.cooked_porkchop: #18, 115(1%)
minecraft.dropped.compass: #18, 8(1%)
minecraft.used.enchanting_table: #18, 1(1%)
minecraft.picked_up.black_concrete: #18, 343(1%)
minecraft.picked_up.cyan_terracotta: #18, 424(1%)
minecraft.picked_up.fishing_rod: #18, 2(1%)
minecraft.custom.interact_with_grindstone: #18, 17(1%)
minecraft.picked_up.chainmail_chestplate: #18, 1(1%)
minecraft.mined.note_block: #18, 9(1%)
minecraft.mined.blast_furnace: #18, 4(1%)
minecraft.mined.tripwire_hook: #18, 1(1%)
minecraft.picked_up.jungle_leaves: #18, 380(1%)
minecraft.used.iron_block: #18, 880(1%)
minecraft.mined.slime_block: #18, 41(0%)
minecraft.mined.bone_block: #18, 39(1%)
minecraft.crafted.dropper: #18, 41(0%)
minecraft.picked_up.sticky_piston: #18, 25(0%)
minecraft.dropped.leather_boots: #18, 2(1%)
minecraft.crafted.orange_dye: #18, 66(0%)
minecraft.used.mycelium: #18, 148(0%)
minecraft.crafted.observer: #18, 80(0%)
minecraft.dropped.birch_planks: #18, 10(0%)
minecraft.mined.polished_blackstone: #18, 26(0%)
minecraft.killed.slime: #18, 214(0%)
minecraft.crafted.red_concrete_powder: #18, 184(0%)
minecraft.picked_up.campfire: #18, 10(0%)
minecraft.dropped.birch_sign: #18, 5(0%)
minecraft.picked_up.cobblestone_wall: #18, 16(0%)
minecraft.picked_up.orange_concrete: #18, 37(0%)
minecraft.crafted.lime_dye: #18, 80(0%)
minecraft.picked_up.carrot: #18, 306(0%)
minecraft.crafted.iron_door: #18, 3(0%)
minecraft.picked_up.polished_blackstone_bricks: #18, 120(0%)
minecraft.crafted.yellow_shulker_box: #18, 1(0%)
minecraft.crafted.gray_dye: #18, 160(0%)
minecraft.crafted.yellow_dye: #18, 59(0%)
minecraft.dropped.leather_helmet: #18, 2(0%)
minecraft.used.blue_concrete: #18, 41(0%)
minecraft.used.black_concrete_powder: #18, 355(0%)
minecraft.crafted.cyan_dye: #18, 124(0%)
minecraft.mined.quartz_block: #18, 20(0%)
minecraft.dropped.stone_button: #18, 6(0%)
minecraft.picked_up.magenta_stained_glass: #18, 2(0%)
minecraft.picked_up.light_gray_carpet: #18, 34(0%)
minecraft.crafted.black_dye: #18, 253(0%)
minecraft.mined.orange_concrete: #18, 37(0%)
minecraft.picked_up.gray_concrete_powder: #18, 245(0%)
minecraft.used.bread: #18, 8(0%)
minecraft.mined.warped_slab: #18, 2(0%)
minecraft.dropped.bucket: #18, 2(0%)
minecraft.mined.redstone_lamp: #18, 3(0%)
minecraft.picked_up.spruce_button: #18, 2(0%)
minecraft.mined.purpur_pillar: #18, 5(0%)
minecraft.picked_up.purpur_pillar: #18, 5(0%)
minecraft.picked_up.warped_slab: #18, 2(0%)
minecraft.mined.red_terracotta: #18, 78(0%)
minecraft.dropped.rotten_flesh: #18, 605(0%)
minecraft.used.yellow_concrete: #18, 31(0%)
minecraft.crafted.emerald_block: #18, 17(0%)
minecraft.dropped.glass_bottle: #18, 6(0%)
minecraft.dropped.redstone_torch: #18, 1(0%)
minecraft.mined.twisting_vines_plant: #18, 1(0%)
minecraft.picked_up.sunflower: #18, 5(0%)
minecraft.crafted.firework_rocket: #18, 681(0%)
minecraft.dropped.leather: #18, 7(0%)
minecraft.crafted.magenta_dye: #18, 8(0%)
minecraft.picked_up.black_concrete_powder: #18, 44(0%)
minecraft.crafted.filled_map: #18, 2(0%)
minecraft.dropped.glowstone_dust: #18, 1(0%)
minecraft.mined.dark_prismarine: #18, 2(0%)
minecraft.mined.white_terracotta: #18, 17(0%)
minecraft.dropped.golden_sword: #18, 1(0%)
minecraft.dropped.emerald: #18, 2(0%)
minecraft.dropped.cyan_terracotta: #18, 2(0%)
minecraft.mined.blackstone_slab: #18, 1(0%)
minecraft.picked_up.dark_prismarine: #18, 2(0%)
minecraft.crafted.blackstone_stairs: #18, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #18, 2(0%)
minecraft.picked_up.blackstone_slab: #18, 1(0%)
minecraft.crafted.lime_concrete_powder: #18, 8(0%)
minecraft.crafted.slime_block: #18, 8(0%)
minecraft.picked_up.andesite: #19, 10339(3%)
minecraft.custom.drop: #19, 4138(2%)
minecraft.mined.andesite: #19, 7581(2%)
minecraft.picked_up.arrow: #19, 1587(2%)
minecraft.picked_up.lapis_lazuli: #19, 1998(1%)
minecraft.crafted.crafting_table: #19, 35(1%)
minecraft.picked_up.bow: #19, 84(1%)
minecraft.picked_up.netherite_leggings: #19, 6(1%)
minecraft.used.redstone_torch: #19, 154(1%)
minecraft.picked_up.diamond_pickaxe: #19, 15(1%)
minecraft.picked_up.leather: #19, 478(1%)
minecraft.picked_up.golden_helmet: #19, 7(1%)
minecraft.picked_up.chipped_anvil: #19, 6(1%)
minecraft.crafted.iron_sword: #19, 4(1%)
minecraft.picked_up.diamond_helmet: #19, 5(1%)
minecraft.used.minecart: #19, 34(1%)
minecraft.picked_up.hopper: #19, 144(1%)
minecraft.mined.composter: #19, 10(1%)
minecraft.mined.sand: #19, 19121(1%)
minecraft.crafted.hopper: #19, 285(1%)
minecraft.picked_up.stone_bricks: #19, 777(1%)
minecraft.crafted.iron_hoe: #19, 1(1%)
minecraft.crafted.stone_pressure_plate: #19, 25(1%)
minecraft.custom.interact_with_beacon: #19, 13(1%)
minecraft.picked_up.iron_block: #19, 788(1%)
minecraft.picked_up.lantern: #19, 79(1%)
minecraft.used.piston: #19, 112(1%)
minecraft.mined.repeater: #19, 41(1%)
minecraft.mined.birch_wall_sign: #19, 12(1%)
minecraft.crafted.redstone: #19, 1969(1%)
minecraft.custom.inspect_dropper: #19, 185(1%)
minecraft.mined.cauldron: #19, 2(1%)
minecraft.mined.basalt: #19, 1223(1%)
minecraft.crafted.iron_chestplate: #19, 1(1%)
minecraft.mined.stone_brick_slab: #19, 79(1%)
minecraft.used.milk_bucket: #19, 1(1%)
minecraft.picked_up.smooth_stone: #19, 255(1%)
minecraft.picked_up.stone_brick_slab: #19, 151(1%)
minecraft.picked_up.blast_furnace: #19, 4(1%)
minecraft.mined.ladder: #19, 12(1%)
minecraft.mined.cobblestone_wall: #19, 12(1%)
minecraft.used.observer: #19, 117(1%)
minecraft.mined.comparator: #19, 11(0%)
minecraft.crafted.iron_boots: #19, 1(0%)
minecraft.dropped.coal: #19, 28(0%)
minecraft.picked_up.lava_bucket: #19, 1(0%)
minecraft.used.sticky_piston: #19, 40(0%)
minecraft.picked_up.smithing_table: #19, 4(0%)
minecraft.picked_up.bookshelf: #19, 11(0%)
minecraft.mined.red_concrete: #19, 76(0%)
minecraft.dropped.crafting_table: #19, 2(0%)
minecraft.picked_up.chorus_fruit: #19, 91(0%)
minecraft.mined.smooth_stone_slab: #19, 79(0%)
minecraft.dropped.bow: #19, 20(0%)
minecraft.mined.nether_bricks: #19, 87(0%)
minecraft.picked_up.mycelium: #19, 521(0%)
minecraft.mined.polished_blackstone_slab: #19, 12(0%)
minecraft.picked_up.red_terracotta: #19, 153(0%)
minecraft.picked_up.melon_seeds: #19, 2(0%)
minecraft.crafted.light_blue_dye: #19, 39(0%)
minecraft.picked_up.gold_ingot: #19, 24(0%)
minecraft.used.jungle_boat: #19, 1(0%)
minecraft.picked_up.jungle_boat: #19, 1(0%)
minecraft.custom.target_hit: #19, 24(0%)
minecraft.crafted.netherite_scrap: #19, 5(0%)
minecraft.picked_up.lily_pad: #19, 5(0%)
minecraft.crafted.hay_block: #19, 12(0%)
minecraft.used.gold_block: #19, 19(0%)
minecraft.custom.play_noteblock: #19, 10(0%)
minecraft.picked_up.light_gray_concrete_powder: #19, 29(0%)
minecraft.crafted.purple_dye: #19, 16(0%)
minecraft.mined.birch_slab: #19, 3(0%)
minecraft.dropped.stone_sword: #19, 1(0%)
minecraft.mined.purpur_stairs: #19, 1(0%)
minecraft.dropped.iron_nugget: #19, 8(0%)
minecraft.picked_up.glass_bottle: #19, 6(0%)
minecraft.picked_up.gold_nugget: #19, 210(0%)
minecraft.crafted.stone_stairs: #19, 3(0%)
minecraft.picked_up.lime_concrete: #19, 5(0%)
minecraft.used.lime_concrete: #19, 9(0%)
minecraft.dropped.end_rod: #19, 1(0%)
minecraft.picked_up.beetroot_seeds: #19, 2(0%)
minecraft.mined.carved_pumpkin: #19, 1(0%)
minecraft.crafted.red_stained_glass: #19, 8(0%)
minecraft.mined.lime_concrete: #19, 2(0%)
minecraft.crafted.enchanted_book: #19, 1(0%)
minecraft.crafted.glowstone: #19, 2(0%)
minecraft.used.lime_concrete_powder: #19, 1(0%)
minecraft.killed.zombified_piglin: #19, 4(0%)
minecraft.used.torch: #20, 8772(2%)
minecraft.custom.open_chest: #20, 13339(2%)
minecraft.mined.iron_ore: #20, 2168(2%)
minecraft.picked_up.iron_ore: #20, 2288(2%)
minecraft.mined.redstone_ore: #20, 2005(2%)
minecraft.mined.oak_fence: #20, 111(2%)
minecraft.picked_up.golden_leggings: #20, 8(2%)
minecraft.mined.stone: #20, 81896(1%)
minecraft.picked_up.golden_boots: #20, 6(1%)
minecraft.mined.granite: #20, 4709(1%)
minecraft.used.diamond_pickaxe: #20, 105970(1%)
minecraft.picked_up.cooked_beef: #20, 231(1%)
minecraft.picked_up.golden_chestplate: #20, 4(1%)
minecraft.mined.observer: #20, 62(1%)
minecraft.crafted.lapis_block: #20, 163(1%)
minecraft.used.glass: #20, 724(1%)
minecraft.used.bow: #20, 993(1%)
minecraft.used.oak_boat: #20, 12(1%)
minecraft.crafted.item_frame: #20, 86(1%)
minecraft.used.hopper: #20, 328(1%)
minecraft.used.netherrack: #20, 2086(1%)
minecraft.mined.lever: #20, 13(1%)
minecraft.mined.oak_slab: #20, 38(1%)
minecraft.picked_up.composter: #20, 9(1%)
minecraft.picked_up.soul_sand: #20, 395(1%)
minecraft.dropped.stick: #20, 337(1%)
minecraft.mined.campfire: #20, 11(1%)
minecraft.mined.soul_sand: #20, 356(1%)
minecraft.picked_up.rail: #20, 300(1%)
minecraft.used.repeater: #20, 119(1%)
minecraft.picked_up.spruce_sign: #20, 18(1%)
minecraft.crafted.dispenser: #20, 24(1%)
minecraft.picked_up.coal_ore: #20, 538(1%)
minecraft.mined.cobweb: #20, 45(1%)
minecraft.crafted.comparator: #20, 50(1%)
minecraft.dropped.stone: #20, 1701(1%)
minecraft.dropped.leather_leggings: #20, 2(1%)
minecraft.mined.spruce_wall_sign: #20, 2(1%)
minecraft.picked_up.ladder: #20, 35(0%)
minecraft.used.redstone_ore: #20, 126(0%)
minecraft.picked_up.nether_bricks: #20, 174(0%)
minecraft.mined.soul_fire: #20, 6(0%)
minecraft.mined.redstone_torch: #20, 9(0%)
minecraft.mined.sticky_piston: #20, 17(0%)
minecraft.picked_up.slime_ball: #20, 183(0%)
minecraft.picked_up.bone_block: #20, 53(0%)
minecraft.dropped.oak_planks: #20, 16(0%)
minecraft.used.black_concrete: #20, 308(0%)
minecraft.mined.soul_lantern: #20, 2(0%)
minecraft.picked_up.polished_blackstone_slab: #20, 21(0%)
minecraft.picked_up.spider_eye: #20, 84(0%)
minecraft.crafted.bow: #20, 17(0%)
minecraft.mined.powered_rail: #20, 26(0%)
minecraft.used.carrot: #20, 84(0%)
minecraft.crafted.glass: #20, 1021(0%)
minecraft.used.iron_door: #20, 3(0%)
minecraft.picked_up.potion: #20, 9(0%)
minecraft.dropped.golden_helmet: #20, 1(0%)
minecraft.used.kelp: #20, 67(0%)
minecraft.crafted.white_concrete_powder: #20, 768(0%)
minecraft.picked_up.cauldron: #20, 2(0%)
minecraft.dropped.rail: #20, 13(0%)
minecraft.used.iron_trapdoor: #20, 67(0%)
minecraft.custom.talked_to_villager: #20, 247(0%)
minecraft.crafted.wheat: #20, 54(0%)
minecraft.crafted.bone_meal: #20, 4729(0%)
minecraft.crafted.black_concrete_powder: #20, 288(0%)
minecraft.crafted.quartz_block: #20, 379(0%)
minecraft.mined.hay_block: #20, 3(0%)
minecraft.crafted.shulker_box: #20, 10(0%)
minecraft.dropped.bone: #20, 56(0%)
minecraft.mined.smooth_stone: #20, 44(0%)
minecraft.picked_up.iron_boots: #20, 1(0%)
minecraft.dropped.ender_pearl: #20, 471(0%)
minecraft.mined.glass_pane: #20, 2(0%)
minecraft.killed.husk: #20, 1(0%)
minecraft.picked_up.pumpkin: #20, 33(0%)
minecraft.crafted.smooth_stone_slab: #20, 120(0%)
minecraft.crafted.iron_trapdoor: #20, 24(0%)
minecraft.mined.polished_blackstone_bricks: #20, 35(0%)
minecraft.mined.polished_blackstone_brick_stairs: #20, 2(0%)
minecraft.crafted.brewing_stand: #20, 1(0%)
minecraft.picked_up.iron_nugget: #20, 10(0%)
minecraft.used.cooked_cod: #20, 1(0%)
minecraft.picked_up.lapis_block: #20, 2(0%)
minecraft.dropped.potion: #20, 2(0%)
minecraft.picked_up.melon_slice: #20, 21(0%)
minecraft.crafted.bone_block: #20, 66(0%)
minecraft.mined.blue_concrete: #20, 7(0%)
minecraft.crafted.blue_concrete_powder: #20, 8(0%)
minecraft.picked_up.golden_sword: #20, 1(0%)
minecraft.used.nether_wart_block: #20, 4(0%)
minecraft.used.ice: #20, 9(0%)
minecraft.used.honey_block: #20, 2(0%)
minecraft.mined.melon: #20, 1(0%)
minecraft.used.blue_concrete_powder: #20, 1(0%)
minecraft.killed.witch: #20, 3(0%)
minecraft.mined.yellow_terracotta: #20, 1(0%)
minecraft.picked_up.diorite: #21, 6993(2%)
minecraft.picked_up.granite: #21, 5880(2%)
minecraft.mined.diorite: #21, 4698(1%)
minecraft.crafted.iron_ingot: #21, 7078(1%)
minecraft.custom.open_enderchest: #21, 945(1%)
minecraft.picked_up.string: #21, 528(1%)
minecraft.picked_up.gravel: #21, 7133(1%)
minecraft.picked_up.stone: #21, 25813(1%)
minecraft.picked_up.lever: #21, 38(1%)
minecraft.picked_up.black_shulker_box: #21, 39(1%)
minecraft.dropped.diamond_sword: #21, 2(1%)
minecraft.mined.black_shulker_box: #21, 37(1%)
minecraft.crafted.redstone_torch: #21, 500(1%)
minecraft.used.black_shulker_box: #21, 36(1%)
