stat, rank, value, (percentage) 
minecraft.used.written_book: #1, 31541(69%)
minecraft.picked_up.prismarine_brick_stairs: #5, 14(2%)
minecraft.mined.warped_roots: #6, 467(5%)
minecraft.crafted.wooden_shovel: #5, 5(1%)
minecraft.used.dark_oak_log: #6, 1462(5%)
minecraft.picked_up.dark_prismarine: #6, 448(6%)
minecraft.picked_up.music_disc_far: #5, 1(2%)
minecraft.used.stone_stairs: #6, 610(5%)
minecraft.broken.diamond_shovel: #6, 3(8%)
minecraft.crafted.gray_glazed_terracotta: #5, 8(1%)
minecraft.mined.black_wool: #6, 103(5%)
minecraft.mined.oak_leaves: #6, 36665(4%)
minecraft.used.blackstone_slab: #6, 738(5%)
minecraft.crafted.smooth_sandstone: #6, 1658(6%)
minecraft.mined.polished_blackstone_wall: #6, 76(4%)
minecraft.mined.purple_bed: #6, 16(5%)
minecraft.crafted.lapis_block: #6, 606(3%)
minecraft.dropped.chorus_fruit: #6, 132(4%)
minecraft.mined.potted_poppy: #6, 1(12%)
minecraft.used.cut_red_sandstone: #6, 28(8%)
minecraft.mined.red_tulip: #6, 33(5%)
minecraft.picked_up.crimson_door: #6, 3(7%)
minecraft.crafted.dark_oak_fence: #6, 297(3%)
minecraft.used.fern: #6, 167(4%)
minecraft.picked_up.jukebox: #6, 5(5%)
minecraft.used.prismarine_brick_stairs: #6, 112(5%)
minecraft.used.orange_tulip: #6, 30(8%)
minecraft.picked_up.polished_blackstone_wall: #6, 75(3%)
minecraft.picked_up.beetroot_seeds: #6, 218(3%)
minecraft.mined.potted_lily_of_the_valley: #6, 1(8%)
minecraft.mined.smooth_sandstone_stairs: #6, 252(3%)
minecraft.dropped.polished_blackstone_slab: #6, 18(4%)
minecraft.picked_up.chiseled_stone_bricks: #7, 188(8%)
minecraft.picked_up.bowl: #6, 5(3%)
minecraft.used.birch_planks: #6, 702(2%)
minecraft.used.music_disc_13: #6, 1(5%)
minecraft.crafted.sandstone_wall: #6, 217(3%)
minecraft.picked_up.quartz_bricks: #6, 142(3%)
minecraft.mined.dark_oak_wood: #6, 20(3%)
minecraft.picked_up.allium: #6, 65(2%)
minecraft.crafted.light_gray_bed: #6, 6(4%)
minecraft.picked_up.player_head: #7, 848(5%)
minecraft.picked_up.leather_leggings: #7, 26(6%)
minecraft.mined.potted_blue_orchid: #6, 1(6%)
minecraft.used.quartz_bricks: #6, 264(2%)
minecraft.picked_up.crimson_pressure_plate: #6, 1(4%)
minecraft.mined.wheat: #7, 3307(5%)
minecraft.mined.magenta_wool: #6, 18(2%)
minecraft.used.lime_bed: #6, 10(2%)
minecraft.picked_up.dark_oak_wood: #6, 19(2%)
minecraft.used.yellow_bed: #6, 8(2%)
minecraft.picked_up.pink_tulip: #6, 69(1%)
minecraft.dropped.jungle_stairs: #6, 2(2%)
minecraft.mined.oak_sign: #7, 35(5%)
minecraft.picked_up.music_disc_strad: #6, 1(3%)
minecraft.crafted.quartz_stairs: #6, 164(1%)
minecraft.picked_up.gray_glazed_terracotta: #6, 4(2%)
minecraft.picked_up.music_disc_mellohi: #6, 1(2%)
minecraft.custom.animals_bred: #7, 1445(5%)
minecraft.used.dark_oak_sapling: #6, 81(1%)
minecraft.mined.lapis_ore: #7, 852(5%)
minecraft.picked_up.music_disc_11: #6, 1(2%)
minecraft.crafted.white_glazed_terracotta: #6, 8(2%)
minecraft.dropped.beetroot: #6, 1(1%)
minecraft.picked_up.redstone_ore: #7, 1924(5%)
minecraft.mined.redstone_ore: #7, 4738(4%)
minecraft.killed.pillager: #6, 69(0%)
minecraft.mined.stone_stairs: #7, 150(5%)
minecraft.picked_up.oak_leaves: #7, 33918(4%)
minecraft.crafted.glass_pane: #7, 704(4%)
minecraft.dropped.cooked_beef: #7, 140(4%)
minecraft.custom.horse_one_cm: #7, 442490(3%)
minecraft.crafted.wooden_hoe: #7, 2(7%)
minecraft.crafted.spruce_sign: #7, 84(3%)
minecraft.picked_up.spruce_sign: #7, 91(3%)
minecraft.killed.cod: #7, 73(4%)
minecraft.picked_up.cobblestone_wall: #7, 140(3%)
minecraft.mined.jukebox: #7, 4(4%)
minecraft.picked_up.magenta_wool: #7, 241(3%)
minecraft.custom.interact_with_smoker: #7, 66(3%)
minecraft.used.birch_trapdoor: #7, 189(2%)
minecraft.dropped.golden_shovel: #7, 1(6%)
minecraft.used.netherite_hoe: #7, 21962(4%)
minecraft.crafted.birch_trapdoor: #7, 190(2%)
minecraft.used.stripped_oak_log: #7, 85(2%)
minecraft.crafted.white_wool: #7, 850(2%)
minecraft.picked_up.orange_tulip: #7, 57(3%)
minecraft.mined.dark_oak_log: #7, 1364(2%)
minecraft.crafted.stone_shovel: #7, 16(2%)
minecraft.crafted.filled_map: #7, 62(2%)
minecraft.mined.soul_lantern: #8, 35(7%)
minecraft.dropped.stone_pickaxe: #7, 10(2%)
minecraft.picked_up.dark_oak_log: #7, 1437(1%)
minecraft.used.black_wool: #7, 492(1%)
minecraft.used.dark_oak_wood: #7, 110(2%)
minecraft.crafted.chiseled_quartz_block: #7, 65(2%)
minecraft.crafted.dark_oak_wood: #7, 108(2%)
minecraft.used.chiseled_sandstone: #7, 128(2%)
minecraft.mined.oxeye_daisy: #8, 75(6%)
minecraft.mined.spruce_wall_sign: #8, 20(5%)
minecraft.used.stone_brick_stairs: #8, 893(5%)
minecraft.used.gray_glazed_terracotta: #7, 4(2%)
minecraft.crafted.cyan_wool: #7, 4(1%)
minecraft.used.cracked_stone_bricks: #8, 358(5%)
minecraft.used.spruce_leaves: #7, 337(1%)
minecraft.picked_up.coal_ore: #8, 4424(5%)
minecraft.used.light_gray_bed: #7, 5(1%)
minecraft.killed.stray: #7, 1(1%)
minecraft.used.crimson_pressure_plate: #7, 1(1%)
minecraft.used.blue_bed: #7, 6(1%)
minecraft.crafted.crimson_pressure_plate: #7, 1(1%)
minecraft.used.red_tulip: #7, 3(1%)
minecraft.dropped.stone_shovel: #7, 1(0%)
minecraft.picked_up.lapis_lazuli: #8, 6249(4%)
minecraft.mined.white_tulip: #8, 43(6%)
minecraft.dropped.dark_prismarine_slab: #7, 1(0%)
minecraft.picked_up.wheat: #8, 3309(4%)
minecraft.dropped.redstone: #8, 479(4%)
minecraft.used.wheat_seeds: #8, 3365(4%)
minecraft.crafted.coal_block: #8, 1229(4%)
minecraft.picked_up.lantern: #8, 354(3%)
minecraft.picked_up.stripped_oak_log: #8, 192(3%)
minecraft.used.dragon_head: #8, 2(5%)
minecraft.dropped.birch_leaves: #8, 235(4%)
minecraft.used.jukebox: #8, 5(4%)
minecraft.dropped.netherite_leggings: #8, 2(6%)
minecraft.dropped.hopper: #8, 22(4%)
minecraft.crafted.polished_andesite_stairs: #8, 284(5%)
minecraft.crafted.red_wool: #8, 102(4%)
minecraft.crafted.blackstone_wall: #8, 91(4%)
minecraft.mined.lily_of_the_valley: #8, 26(3%)
minecraft.crafted.diamond_boots: #8, 6(3%)
minecraft.used.dark_oak_fence: #8, 244(3%)
minecraft.dropped.bowl: #8, 3(4%)
minecraft.picked_up.glass_pane: #8, 173(3%)
minecraft.mined.smooth_quartz: #8, 207(3%)
minecraft.crafted.birch_boat: #8, 5(3%)
minecraft.crafted.green_terracotta: #8, 512(3%)
minecraft.picked_up.lava_bucket: #8, 6(3%)
minecraft.mined.azure_bluet: #8, 41(3%)
minecraft.mined.smooth_sandstone_slab: #8, 143(3%)
minecraft.mined.spruce_sapling: #8, 21(2%)
minecraft.killed.cave_spider: #8, 807(2%)
minecraft.picked_up.sponge: #8, 176(3%)
minecraft.used.honey_block: #8, 314(2%)
minecraft.broken.iron_sword: #8, 2(3%)
minecraft.mined.dark_prismarine: #8, 103(2%)
minecraft.crafted.andesite_wall: #8, 180(2%)
minecraft.dropped.wooden_hoe: #8, 1(5%)
minecraft.dropped.fern: #8, 13(2%)
minecraft.picked_up.music_disc_mall: #8, 1(3%)
minecraft.used.cooked_cod: #8, 27(2%)
minecraft.mined.twisting_vines: #8, 13(2%)
minecraft.used.crimson_fence: #8, 36(2%)
minecraft.used.stone_sword: #8, 41(2%)
minecraft.used.dark_prismarine: #8, 276(1%)
minecraft.crafted.quartz_bricks: #8, 128(1%)
minecraft.used.smooth_sandstone_stairs: #8, 570(1%)
minecraft.used.acacia_door: #8, 3(1%)
minecraft.crafted.bowl: #8, 4(1%)
minecraft.mined.crimson_fence_gate: #8, 1(1%)
minecraft.dropped.beacon: #8, 1(1%)
minecraft.mined.crimson_wall_sign: #8, 1(1%)
minecraft.dropped.cyan_carpet: #8, 4(1%)
minecraft.used.warped_pressure_plate: #8, 1(1%)
minecraft.crafted.yellow_banner: #8, 1(1%)
minecraft.crafted.warped_pressure_plate: #8, 1(1%)
minecraft.crafted.light_gray_wool: #8, 19(0%)
minecraft.dropped.dropper: #8, 1(0%)
minecraft.dropped.birch_stairs: #8, 1(0%)
minecraft.dropped.cyan_wool: #8, 1(0%)
minecraft.picked_up.stripped_spruce_log: #9, 154(4%)
minecraft.dropped.gold_ingot: #9, 192(4%)
minecraft.picked_up.cake: #9, 2(6%)
minecraft.used.writable_book: #9, 145(4%)
minecraft.mined.oak_sapling: #9, 24(3%)
minecraft.mined.cobblestone_wall: #9, 72(3%)
minecraft.crafted.netherite_helmet: #9, 1(7%)
minecraft.mined.stripped_spruce_log: #9, 111(3%)
minecraft.picked_up.chorus_fruit: #9, 872(3%)
minecraft.broken.iron_axe: #9, 4(3%)
minecraft.used.dried_kelp: #9, 75(5%)
minecraft.picked_up.cracked_stone_bricks: #9, 118(3%)
minecraft.broken.diamond_pickaxe: #9, 2(3%)
minecraft.picked_up.wooden_hoe: #9, 1(7%)
minecraft.picked_up.black_wool: #9, 431(3%)
minecraft.mined.stripped_oak_log: #9, 144(2%)
minecraft.picked_up.spider_eye: #9, 722(2%)
minecraft.broken.shears: #9, 65(2%)
minecraft.broken.stone_axe: #9, 1(5%)
minecraft.used.dark_oak_planks: #9, 931(2%)
minecraft.used.gray_carpet: #9, 954(2%)
minecraft.used.iron_sword: #9, 997(2%)
minecraft.mined.dark_oak_planks: #9, 236(2%)
minecraft.used.white_wool: #9, 854(2%)
minecraft.dropped.sea_lantern: #9, 67(3%)
minecraft.picked_up.quartz_pillar: #9, 123(2%)
minecraft.picked_up.fern: #9, 182(2%)
minecraft.crafted.crimson_door: #9, 3(4%)
minecraft.mined.tripwire_hook: #9, 3(2%)
minecraft.used.crimson_door: #9, 3(4%)
minecraft.crafted.cyan_shulker_box: #9, 4(3%)
minecraft.picked_up.white_tulip: #9, 52(2%)
minecraft.used.pink_bed: #9, 7(3%)
minecraft.used.yellow_concrete: #9, 562(2%)
minecraft.used.stripped_spruce_log: #9, 40(2%)
minecraft.mined.twisting_vines_plant: #9, 21(2%)
minecraft.used.purple_wool: #9, 40(2%)
minecraft.crafted.polished_blackstone_brick_slab: #9, 126(2%)
minecraft.mined.blackstone_slab: #9, 51(1%)
minecraft.used.orange_wool: #9, 99(1%)
minecraft.used.twisting_vines: #9, 22(1%)
minecraft.used.sandstone: #9, 1352(1%)
minecraft.used.blackstone_wall: #9, 82(1%)
minecraft.used.jungle_slab: #9, 185(1%)
minecraft.picked_up.music_disc_ward: #9, 1(2%)
minecraft.used.music_disc_cat: #9, 2(1%)
minecraft.mined.orange_bed: #9, 1(1%)
minecraft.used.cyan_bed: #9, 12(1%)
minecraft.picked_up.acacia_door: #9, 2(2%)
minecraft.crafted.spruce_wood: #9, 69(1%)
minecraft.broken.stone_pickaxe: #9, 2(1%)
minecraft.crafted.leather_helmet: #9, 7(1%)
minecraft.crafted.cooked_cod: #9, 31(1%)
minecraft.picked_up.orange_bed: #9, 1(1%)
minecraft.crafted.polished_blackstone_wall: #9, 72(1%)
minecraft.used.wet_sponge: #9, 48(1%)
minecraft.mined.black_terracotta: #9, 60(1%)
minecraft.crafted.baked_potato: #9, 20(1%)
minecraft.crafted.dark_oak_button: #9, 16(1%)
minecraft.dropped.lava_bucket: #9, 1(1%)
minecraft.crafted.acacia_door: #9, 3(1%)
minecraft.used.stone_slab: #10, 3091(4%)
minecraft.used.sandstone_slab: #9, 191(0%)
minecraft.used.red_mushroom_block: #9, 37(0%)
minecraft.mined.yellow_bed: #9, 2(1%)
minecraft.used.crimson_fence_gate: #9, 1(1%)
minecraft.picked_up.yellow_bed: #9, 2(0%)
minecraft.dropped.yellow_dye: #9, 2(0%)
minecraft.mined.coal_ore: #10, 10641(4%)
minecraft.dropped.oak_fence_gate: #9, 1(0%)
minecraft.crafted.crimson_fence_gate: #9, 1(0%)
minecraft.crafted.chiseled_sandstone: #9, 1(0%)
minecraft.picked_up.coal: #10, 11656(3%)
minecraft.crafted.warped_trapdoor: #10, 168(4%)
minecraft.mined.warped_planks: #10, 37(4%)
minecraft.mined.warped_wart_block: #10, 2158(3%)
minecraft.crafted.diamond_axe: #10, 6(3%)
minecraft.crafted.dark_oak_stairs: #10, 440(3%)
minecraft.custom.bell_ring: #10, 50(3%)
minecraft.crafted.iron_boots: #10, 6(3%)
minecraft.picked_up.lily_pad: #10, 98(3%)
minecraft.mined.stone_slab: #10, 343(3%)
minecraft.picked_up.yellow_concrete: #10, 487(3%)
minecraft.used.soul_lantern: #10, 89(3%)
minecraft.mined.white_carpet: #10, 111(2%)
minecraft.used.birch_boat: #10, 11(3%)
minecraft.used.shears: #10, 15887(2%)
minecraft.picked_up.warped_wart_block: #10, 2157(2%)
minecraft.used.diamond_ore: #10, 415(2%)
minecraft.picked_up.stone_stairs: #10, 145(2%)
minecraft.picked_up.diamond_ore: #10, 424(2%)
minecraft.crafted.golden_boots: #10, 3(3%)
minecraft.mined.cyan_carpet: #10, 23(2%)
minecraft.crafted.netherite_scrap: #10, 57(2%)
minecraft.used.gold_ore: #10, 8(2%)
minecraft.used.campfire: #10, 55(2%)
minecraft.used.warped_wart_block: #10, 262(2%)
minecraft.mined.warped_slab: #10, 16(2%)
minecraft.mined.smooth_sandstone: #10, 326(1%)
minecraft.picked_up.cobweb: #10, 82(2%)
minecraft.used.smooth_sandstone_slab: #10, 434(2%)
minecraft.used.lime_concrete: #10, 338(1%)
minecraft.killed_by.piglin: #10, 1(2%)
minecraft.mined.honey_block: #10, 68(1%)
minecraft.used.blue_wool: #10, 34(2%)
minecraft.crafted.golden_leggings: #10, 2(2%)
minecraft.picked_up.heart_of_the_sea: #10, 3(2%)
minecraft.picked_up.netherite_hoe: #10, 3(2%)
minecraft.crafted.golden_chestplate: #10, 2(2%)
minecraft.used.stone_hoe: #10, 115(1%)
minecraft.crafted.nether_brick_stairs: #10, 52(2%)
minecraft.used.cyan_wool: #10, 43(1%)
minecraft.picked_up.red_dye: #10, 36(1%)
minecraft.dropped.tnt: #10, 32(1%)
minecraft.used.quartz_pillar: #10, 169(1%)
minecraft.mined.sponge: #10, 48(1%)
minecraft.picked_up.sandstone_slab: #10, 74(1%)
minecraft.used.wooden_hoe: #10, 6(1%)
minecraft.dropped.netherite_ingot: #10, 1(1%)
minecraft.crafted.nether_brick: #10, 470(1%)
minecraft.picked_up.crimson_fence_gate: #10, 1(1%)
minecraft.picked_up.soul_campfire: #10, 1(1%)
minecraft.used.green_bed: #10, 5(1%)
minecraft.crafted.yellow_wool: #10, 8(1%)
minecraft.mined.lime_bed: #10, 4(1%)
minecraft.crafted.black_bed: #10, 1(1%)
minecraft.used.prismarine: #10, 172(0%)
minecraft.picked_up.red_tulip: #10, 31(0%)
minecraft.used.warped_button: #10, 1(0%)
minecraft.dropped.glass_pane: #10, 10(0%)
minecraft.picked_up.green_bed: #10, 2(0%)
minecraft.used.jungle_sapling: #10, 8(0%)
minecraft.picked_up.orange_wool: #10, 31(0%)
minecraft.crafted.warped_button: #10, 1(0%)
minecraft.used.acacia_sapling: #10, 13(0%)
minecraft.used.crimson_hyphae: #10, 6(0%)
minecraft.picked_up.dried_kelp: #10, 31(0%)
minecraft.mined.red_shulker_box: #11, 334(4%)
minecraft.picked_up.red_shulker_box: #11, 338(4%)
minecraft.used.red_shulker_box: #11, 330(4%)
