stat, rank, value, (percentage) 
minecraft.picked_up.smooth_quartz_stairs: #11, 139(3%)
minecraft.picked_up.jungle_planks: #11, 156(2%)
minecraft.crafted.spruce_sign: #11, 57(2%)
minecraft.mined.diamond_block: #11, 175(2%)
minecraft.used.green_carpet: #11, 258(2%)
minecraft.picked_up.nether_gold_ore: #11, 156(2%)
minecraft.mined.farmland: #11, 69(2%)
minecraft.dropped.diamond_helmet: #11, 3(3%)
minecraft.mined.stripped_birch_log: #11, 125(2%)
minecraft.crafted.green_carpet: #11, 279(2%)
minecraft.used.light_gray_stained_glass_pane: #11, 206(2%)
minecraft.picked_up.oak_leaves: #11, 16158(2%)
minecraft.crafted.spruce_boat: #11, 5(3%)
minecraft.dropped.birch_sapling: #11, 31(2%)
minecraft.picked_up.cake: #11, 1(3%)
minecraft.picked_up.stripped_birch_log: #11, 106(2%)
minecraft.dropped.ladder: #11, 25(2%)
minecraft.picked_up.warped_stairs: #11, 17(2%)
minecraft.mined.obsidian: #11, 671(2%)
minecraft.crafted.golden_boots: #11, 3(3%)
minecraft.crafted.lantern: #11, 284(2%)
minecraft.picked_up.potato: #11, 600(2%)
minecraft.mined.cyan_terracotta: #11, 865(2%)
minecraft.picked_up.white_tulip: #11, 47(2%)
minecraft.mined.gold_block: #11, 122(2%)
minecraft.picked_up.purpur_pillar: #11, 54(2%)
minecraft.dropped.peony: #11, 3(3%)
minecraft.mined.jungle_planks: #11, 63(2%)
minecraft.mined.polished_diorite: #11, 76(2%)
minecraft.crafted.cyan_carpet: #11, 165(2%)
minecraft.used.jungle_fence: #11, 31(2%)
minecraft.picked_up.charcoal: #11, 14(1%)
minecraft.crafted.jungle_trapdoor: #11, 110(2%)
minecraft.crafted.red_carpet: #11, 288(1%)
minecraft.used.magenta_shulker_box: #11, 22(2%)
minecraft.mined.purpur_stairs: #11, 30(2%)
minecraft.used.polished_blackstone_button: #11, 24(2%)
minecraft.crafted.white_banner: #11, 21(2%)
minecraft.dropped.black_concrete: #11, 64(2%)
minecraft.picked_up.sponge: #11, 109(2%)
minecraft.picked_up.wet_sponge: #11, 185(1%)
minecraft.picked_up.blue_shulker_box: #11, 27(1%)
minecraft.used.lime_carpet: #11, 160(1%)
minecraft.mined.gilded_blackstone: #11, 15(1%)
minecraft.picked_up.stone_sword: #11, 14(1%)
minecraft.picked_up.quartz_block: #11, 226(1%)
minecraft.dropped.lead: #11, 7(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #11, 10(1%)
minecraft.crafted.golden_apple: #11, 58(1%)
minecraft.mined.green_carpet: #11, 32(1%)
minecraft.dropped.warped_planks: #11, 4(2%)
minecraft.crafted.light_gray_carpet: #11, 483(1%)
minecraft.picked_up.purpur_stairs: #11, 23(1%)
minecraft.used.stripped_birch_log: #11, 37(1%)
minecraft.used.green_concrete: #11, 132(1%)
minecraft.picked_up.jungle_fence: #11, 11(1%)
minecraft.dropped.warped_wart_block: #11, 85(1%)
minecraft.crafted.emerald: #11, 6990(1%)
minecraft.mined.yellow_carpet: #11, 20(1%)
minecraft.used.jungle_planks: #11, 127(1%)
minecraft.dropped.black_shulker_box: #11, 1(2%)
minecraft.crafted.soul_torch: #11, 108(1%)
minecraft.mined.brain_coral_wall_fan: #11, 12(1%)
minecraft.used.packed_ice: #11, 290(1%)
minecraft.used.stone_sword: #11, 30(1%)
minecraft.dropped.salmon: #11, 7(1%)
minecraft.used.bubble_coral_fan: #11, 2(2%)
minecraft.dropped.lapis_lazuli: #11, 36(1%)
minecraft.custom.crouch_one_cm: #12, 12480089(4%)
minecraft.crafted.polished_blackstone_button: #11, 19(1%)
minecraft.dropped.coarse_dirt: #11, 54(1%)
minecraft.mined.podzol: #11, 511(1%)
minecraft.used.tnt: #11, 429(1%)
minecraft.custom.inspect_hopper: #12, 2425(4%)
minecraft.picked_up.podzol: #11, 473(1%)
minecraft.killed.villager: #11, 5(1%)
minecraft.custom.traded_with_villager: #11, 6403(1%)
minecraft.mined.white_concrete_powder: #11, 36(1%)
minecraft.dropped.cookie: #11, 20(1%)
minecraft.crafted.soul_lantern: #11, 44(1%)
minecraft.dropped.polished_andesite_slab: #11, 27(1%)
minecraft.used.melon_slice: #11, 6(1%)
minecraft.crafted.golden_carrot: #11, 783(0%)
minecraft.mined.end_stone_bricks: #11, 146(0%)
minecraft.mined.acacia_slab: #11, 5(1%)
minecraft.picked_up.acacia_slab: #11, 5(1%)
minecraft.used.orange_stained_glass_pane: #11, 19(1%)
minecraft.used.dark_prismarine: #11, 127(0%)
minecraft.crafted.magenta_stained_glass: #11, 16(1%)
minecraft.mined.lime_stained_glass_pane: #11, 5(0%)
minecraft.dropped.stone_slab: #11, 60(0%)
minecraft.crafted.red_stained_glass_pane: #11, 16(0%)
minecraft.crafted.polished_blackstone_wall: #11, 30(0%)
minecraft.dropped.smooth_quartz: #11, 5(0%)
minecraft.mined.ice: #11, 1246(0%)
minecraft.picked_up.red_concrete_powder: #11, 56(0%)
minecraft.dropped.polished_andesite: #11, 17(0%)
minecraft.custom.fall_one_cm: #12, 8472889(4%)
minecraft.killed.hoglin: #11, 15(0%)
minecraft.mined.orange_stained_glass_pane: #11, 3(0%)
minecraft.crafted.glowstone: #11, 63(0%)
minecraft.used.prismarine_brick_slab: #11, 12(0%)
minecraft.mined.light_blue_stained_glass_pane: #11, 5(0%)
minecraft.used.light_blue_bed: #11, 5(0%)
minecraft.dropped.jungle_fence: #11, 1(0%)
minecraft.picked_up.yellow_carpet: #11, 23(0%)
minecraft.mined.blue_stained_glass: #11, 3(0%)
minecraft.crafted.cookie: #11, 24(0%)
minecraft.mined.yellow_stained_glass: #11, 3(0%)
minecraft.dropped.glass_pane: #11, 4(0%)
minecraft.picked_up.gray_bed: #11, 2(0%)
minecraft.dropped.black_stained_glass: #11, 2(0%)
minecraft.crafted.written_book: #11, 3(0%)
minecraft.crafted.bell: #11, 1(0%)
minecraft.dropped.dark_oak_slab: #11, 3(0%)
minecraft.crafted.end_rod: #11, 8(0%)
minecraft.used.end_stone_bricks: #11, 21(0%)
minecraft.used.lapis_block: #11, 1(0%)
minecraft.crafted.torch: #12, 10589(4%)
minecraft.crafted.diamond: #12, 2403(4%)
minecraft.custom.mob_kills: #12, 71434(3%)
minecraft.picked_up.soul_sand: #12, 1987(4%)
minecraft.killed.zombie: #12, 1153(3%)
minecraft.picked_up.redstone_block: #12, 380(3%)
minecraft.mined.oak_sign: #12, 23(3%)
minecraft.crafted.diamond_shovel: #12, 12(3%)
minecraft.mined.beacon: #12, 34(3%)
minecraft.used.netherite_pickaxe: #12, 220056(3%)
minecraft.dropped.coal: #12, 198(3%)
minecraft.mined.gold_ore: #12, 869(3%)
minecraft.picked_up.netherite_pickaxe: #12, 31(3%)
minecraft.picked_up.diamond_helmet: #12, 14(3%)
minecraft.picked_up.painting: #12, 98(3%)
minecraft.mined.sand: #12, 51923(3%)
minecraft.picked_up.diamond_leggings: #12, 13(2%)
minecraft.mined.powered_rail: #12, 244(3%)
minecraft.crafted.shulker_box: #12, 173(3%)
minecraft.mined.spruce_stairs: #12, 105(2%)
minecraft.mined.cactus: #12, 60(3%)
minecraft.dropped.elytra: #12, 5(3%)
minecraft.crafted.white_dye: #12, 3611(2%)
minecraft.picked_up.enchanting_table: #12, 3(3%)
minecraft.dropped.diamond_leggings: #12, 3(3%)
minecraft.custom.enchant_item: #12, 84(2%)
minecraft.crafted.iron_nugget: #12, 4128(2%)
minecraft.dropped.stone: #12, 6559(2%)
minecraft.mined.cornflower: #12, 28(2%)
minecraft.mined.polished_basalt: #12, 153(2%)
minecraft.dropped.stick: #12, 956(2%)
minecraft.crafted.blue_dye: #12, 1151(2%)
minecraft.picked_up.spruce_log: #12, 3820(2%)
minecraft.picked_up.oak_sapling: #12, 1145(2%)
minecraft.mined.detector_rail: #12, 6(3%)
minecraft.crafted.spruce_stairs: #12, 252(2%)
minecraft.picked_up.rose_bush: #12, 521(2%)
minecraft.dropped.iron_hoe: #12, 1(3%)
minecraft.mined.lilac: #12, 4(2%)
minecraft.dropped.charcoal: #12, 2(3%)
minecraft.mined.green_shulker_box: #12, 35(2%)
minecraft.mined.orange_terracotta: #12, 2253(2%)
minecraft.picked_up.red_concrete: #12, 304(2%)
minecraft.picked_up.green_shulker_box: #12, 35(2%)
minecraft.mined.red_wool: #12, 47(2%)
minecraft.used.cactus: #12, 133(2%)
minecraft.mined.smithing_table: #12, 12(2%)
minecraft.custom.play_one_minute: #13, 61965896(3%)
minecraft.mined.red_mushroom: #12, 14(1%)
minecraft.picked_up.pumpkin_pie: #12, 54(2%)
minecraft.picked_up.spruce_sign: #12, 41(1%)
minecraft.picked_up.black_dye: #12, 25(2%)
minecraft.dropped.diamond_hoe: #12, 1(2%)
minecraft.picked_up.green_carpet: #12, 68(1%)
minecraft.picked_up.wither_rose: #12, 92(1%)
minecraft.killed_by.piglin: #12, 1(2%)
minecraft.used.cyan_carpet: #12, 137(2%)
minecraft.mined.polished_blackstone_slab: #12, 70(1%)
minecraft.mined.grindstone: #12, 16(1%)
minecraft.dropped.netherite_helmet: #12, 1(2%)
minecraft.custom.fill_cauldron: #12, 3(1%)
minecraft.dropped.golden_carrot: #12, 129(1%)
minecraft.crafted.magenta_dye: #12, 155(1%)
minecraft.crafted.birch_stairs: #12, 88(1%)
minecraft.used.activator_rail: #12, 2(2%)
minecraft.dropped.spruce_boat: #12, 1(2%)
minecraft.used.blue_shulker_box: #12, 26(1%)
minecraft.crafted.jungle_fence: #12, 30(2%)
minecraft.used.iron_door: #12, 12(1%)
minecraft.dropped.birch_sign: #12, 16(1%)
minecraft.dropped.blackstone: #12, 169(1%)
minecraft.dropped.birch_log: #12, 30(1%)
minecraft.mined.oak_button: #12, 2(2%)
minecraft.mined.blue_shulker_box: #12, 25(1%)
minecraft.crafted.ender_eye: #12, 21(1%)
minecraft.picked_up.cookie: #12, 20(1%)
minecraft.used.birch_stairs: #12, 67(1%)
minecraft.used.sponge: #12, 128(1%)
minecraft.mined.birch_stairs: #12, 16(1%)
minecraft.picked_up.poisonous_potato: #12, 3(1%)
minecraft.used.gold_ore: #12, 4(1%)
minecraft.crafted.anvil: #12, 39(1%)
minecraft.mined.wet_sponge: #12, 128(1%)
minecraft.killed.dolphin: #12, 1(1%)
minecraft.used.polished_blackstone_slab: #12, 326(1%)
minecraft.dropped.enchanted_book: #12, 22(1%)
minecraft.crafted.polished_blackstone_brick_stairs: #12, 28(1%)
minecraft.picked_up.netherite_hoe: #12, 2(1%)
minecraft.used.horn_coral_fan: #12, 2(1%)
minecraft.mined.cut_sandstone_slab: #12, 11(1%)
minecraft.used.fire_coral_fan: #12, 2(1%)
minecraft.dropped.water_bucket: #12, 3(1%)
minecraft.picked_up.yellow_dye: #12, 15(1%)
minecraft.used.cyan_stained_glass_pane: #12, 26(1%)
minecraft.dropped.cyan_terracotta: #12, 59(1%)
minecraft.used.light_gray_carpet: #12, 363(1%)
minecraft.mined.pumpkin_stem: #12, 3(1%)
minecraft.dropped.nether_wart_block: #12, 63(1%)
minecraft.used.red_carpet: #12, 133(1%)
minecraft.mined.black_concrete_powder: #12, 46(1%)
minecraft.dropped.book: #12, 6(1%)
minecraft.used.red_mushroom: #12, 6(1%)
minecraft.custom.damage_blocked_by_shield: #12, 1440(1%)
minecraft.used.nether_gold_ore: #12, 4(1%)
minecraft.dropped.birch_leaves: #12, 42(1%)
minecraft.picked_up.fern: #12, 53(1%)
minecraft.picked_up.brain_coral_fan: #12, 8(1%)
minecraft.dropped.sweet_berries: #12, 16(1%)
minecraft.dropped.hopper: #12, 4(1%)
minecraft.used.rotten_flesh: #12, 6(1%)
minecraft.crafted.polished_blackstone_brick_slab: #12, 60(1%)
minecraft.crafted.grindstone: #12, 24(1%)
minecraft.mined.lime_terracotta: #12, 6(1%)
minecraft.used.wither_skeleton_skull: #12, 8(1%)
minecraft.used.brain_coral_fan: #12, 2(1%)
minecraft.picked_up.brown_wool: #12, 78(1%)
minecraft.mined.spawner: #12, 1(1%)
minecraft.used.blackstone: #12, 571(0%)
minecraft.used.cracked_polished_blackstone_bricks: #12, 30(1%)
minecraft.picked_up.black_banner: #12, 8(1%)
minecraft.used.fletching_table: #12, 4(1%)
minecraft.used.orange_concrete_powder: #12, 136(1%)
minecraft.mined.large_fern: #12, 15(1%)
minecraft.picked_up.end_stone_bricks: #12, 141(0%)
minecraft.used.purple_carpet: #12, 18(0%)
minecraft.crafted.fermented_spider_eye: #12, 30(0%)
minecraft.used.light_blue_concrete_powder: #12, 129(0%)
minecraft.picked_up.packed_ice: #12, 393(0%)
minecraft.dropped.sea_lantern: #12, 7(0%)
minecraft.used.mossy_cobblestone_stairs: #12, 1(0%)
minecraft.crafted.lime_concrete_powder: #12, 112(0%)
minecraft.picked_up.yellow_concrete_powder: #12, 36(0%)
minecraft.dropped.iron_bars: #12, 14(0%)
minecraft.dropped.white_dye: #12, 12(0%)
minecraft.crafted.light_blue_stained_glass: #12, 88(0%)
minecraft.used.pink_concrete_powder: #12, 40(0%)
minecraft.used.acacia_slab: #12, 9(0%)
minecraft.crafted.pink_concrete_powder: #12, 40(0%)
minecraft.picked_up.blue_stained_glass: #12, 3(0%)
minecraft.used.prismarine_brick_stairs: #12, 3(0%)
minecraft.mined.purple_stained_glass: #12, 3(0%)
minecraft.mined.orange_stained_glass: #12, 4(0%)
minecraft.picked_up.black_glazed_terracotta: #12, 1(0%)
minecraft.mined.light_blue_bed: #12, 2(0%)
minecraft.dropped.green_carpet: #12, 1(0%)
minecraft.dropped.polished_andesite_stairs: #12, 1(0%)
minecraft.dropped.light_gray_concrete_powder: #12, 1(0%)
minecraft.dropped.green_dye: #12, 13(0%)
minecraft.custom.aviate_one_cm: #13, 722412265(4%)
minecraft.picked_up.damaged_anvil: #13, 10(4%)
minecraft.used.water_bucket: #13, 2315(3%)
minecraft.picked_up.diorite: #13, 11828(3%)
minecraft.picked_up.dirt: #13, 47694(3%)
minecraft.mined.damaged_anvil: #13, 8(4%)
minecraft.mined.oak_trapdoor: #13, 65(3%)
minecraft.mined.grass_block: #13, 29597(3%)
minecraft.mined.black_shulker_box: #13, 140(3%)
minecraft.mined.oak_wall_sign: #13, 40(3%)
minecraft.killed.enderman: #13, 19360(3%)
minecraft.used.black_shulker_box: #13, 139(3%)
minecraft.used.painting: #13, 104(3%)
minecraft.used.beacon: #13, 34(3%)
minecraft.used.enchanting_table: #13, 3(3%)
minecraft.picked_up.sand: #13, 52297(2%)
minecraft.picked_up.diamond_pickaxe: #13, 29(2%)
minecraft.picked_up.oak_trapdoor: #13, 69(2%)
minecraft.dropped.player_head: #13, 42(2%)
minecraft.picked_up.wheat_seeds: #13, 6648(2%)
minecraft.used.flint_and_steel: #13, 125(2%)
minecraft.dropped.diamond_boots: #13, 4(2%)
minecraft.dropped.soul_sand: #13, 155(2%)
minecraft.dropped.sand: #13, 1244(2%)
minecraft.used.iron_axe: #13, 930(2%)
minecraft.used.diamond_block: #13, 186(2%)
minecraft.mined.fire: #13, 261(2%)
minecraft.used.green_shulker_box: #13, 37(2%)
minecraft.crafted.oak_fence_gate: #13, 29(2%)
minecraft.dropped.redstone_torch: #13, 19(2%)
minecraft.picked_up.gold_block: #13, 176(1%)
minecraft.used.white_banner: #13, 15(1%)
minecraft.crafted.birch_boat: #13, 3(2%)
minecraft.picked_up.yellow_shulker_box: #13, 71(1%)
minecraft.used.black_concrete: #13, 1233(1%)
minecraft.picked_up.cyan_terracotta: #13, 888(1%)
minecraft.used.soul_lantern: #13, 49(1%)
minecraft.custom.talked_to_villager: #13, 1479(1%)
minecraft.crafted.oak_boat: #13, 5(1%)
minecraft.mined.yellow_shulker_box: #13, 68(1%)
minecraft.mined.blackstone: #13, 3408(1%)
minecraft.picked_up.glowstone_dust: #13, 139(1%)
minecraft.picked_up.polished_diorite: #13, 64(1%)
minecraft.picked_up.lime_concrete: #13, 155(1%)
minecraft.crafted.iron_door: #13, 12(1%)
minecraft.dropped.netherite_boots: #13, 1(2%)
minecraft.mined.spruce_button: #13, 4(1%)
minecraft.used.oak_fence_gate: #13, 24(1%)
minecraft.mined.wither_rose: #13, 14(1%)
minecraft.crafted.cyan_shulker_box: #13, 2(1%)
minecraft.used.dandelion: #13, 4(1%)
minecraft.crafted.spruce_button: #13, 33(1%)
minecraft.picked_up.birch_stairs: #13, 16(1%)
minecraft.used.gray_concrete: #13, 1950(1%)
minecraft.dropped.diamond_chestplate: #13, 1(1%)
minecraft.dropped.warped_nylium: #13, 4(1%)
minecraft.picked_up.cooked_chicken: #13, 24(1%)
minecraft.mined.polished_blackstone_stairs: #13, 18(1%)
minecraft.dropped.gunpowder: #13, 265(1%)
minecraft.picked_up.oak_pressure_plate: #13, 1(1%)
minecraft.mined.white_banner: #13, 1(1%)
minecraft.crafted.spruce_fence: #13, 172(1%)
minecraft.dropped.shulker_box: #13, 12(1%)
minecraft.mined.stone_brick_wall: #13, 22(1%)
minecraft.picked_up.coarse_dirt: #13, 342(1%)
minecraft.crafted.cobblestone_wall: #13, 78(1%)
minecraft.crafted.polished_diorite: #13, 152(1%)
minecraft.killed.slime: #13, 387(1%)
minecraft.dropped.arrow: #13, 554(1%)
minecraft.used.iron_hoe: #13, 223(1%)
minecraft.crafted.quartz_slab: #13, 160(1%)
minecraft.dropped.stone_sword: #13, 9(1%)
minecraft.dropped.cobblestone_slab: #13, 25(1%)
minecraft.picked_up.crimson_slab: #13, 12(1%)
minecraft.used.spruce_button: #13, 16(1%)
minecraft.picked_up.cut_sandstone_slab: #13, 11(1%)
minecraft.crafted.pink_dye: #13, 54(1%)
minecraft.mined.horn_coral_wall_fan: #13, 6(1%)
minecraft.used.birch_button: #13, 4(1%)
minecraft.mined.polished_blackstone_button: #13, 1(1%)
minecraft.mined.red_tulip: #13, 4(1%)
minecraft.crafted.orange_concrete_powder: #13, 136(1%)
minecraft.dropped.furnace: #13, 2(1%)
minecraft.crafted.crimson_slab: #13, 30(0%)
minecraft.picked_up.book: #13, 192(0%)
minecraft.mined.melon: #13, 41(0%)
minecraft.picked_up.clock: #13, 1(1%)
minecraft.picked_up.yellow_wool: #13, 51(0%)
minecraft.dropped.iron_nugget: #13, 61(0%)
minecraft.mined.bubble_coral_wall_fan: #13, 4(0%)
minecraft.picked_up.crimson_sign: #13, 1(0%)
minecraft.dropped.spruce_button: #13, 2(0%)
minecraft.picked_up.cooked_cod: #13, 6(0%)
minecraft.used.crimson_slab: #13, 20(0%)
minecraft.mined.stripped_warped_stem: #13, 8(0%)
minecraft.picked_up.bubble_coral_fan: #13, 3(0%)
minecraft.mined.fire_coral_wall_fan: #13, 3(0%)
minecraft.used.lime_concrete_powder: #13, 113(0%)
minecraft.dropped.item_frame: #13, 2(0%)
minecraft.crafted.birch_button: #13, 2(0%)
minecraft.crafted.mossy_cobblestone: #13, 15(0%)
minecraft.crafted.quartz_stairs: #13, 32(0%)
minecraft.dropped.black_dye: #13, 3(0%)
minecraft.dropped.golden_apple: #13, 1(0%)
minecraft.picked_up.stripped_warped_stem: #13, 5(0%)
minecraft.dropped.rose_bush: #13, 12(0%)
minecraft.dropped.spruce_trapdoor: #13, 8(0%)
minecraft.dropped.cobblestone_wall: #13, 4(0%)
minecraft.mined.beetroots: #13, 2(0%)
minecraft.dropped.shroomlight: #13, 2(0%)
minecraft.picked_up.yellow_stained_glass: #13, 4(0%)
minecraft.picked_up.purple_stained_glass: #13, 4(0%)
minecraft.dropped.spruce_leaves: #13, 4(0%)
minecraft.picked_up.orange_stained_glass: #13, 5(0%)
minecraft.used.mossy_cobblestone_slab: #13, 1(0%)
minecraft.used.crying_obsidian: #13, 13(0%)
minecraft.picked_up.light_blue_bed: #13, 2(0%)
minecraft.custom.fish_caught: #13, 4(0%)
minecraft.mined.cyan_stained_glass: #13, 13(0%)
minecraft.used.light_blue_stained_glass: #13, 21(0%)
minecraft.picked_up.blue_ice: #13, 2(0%)
minecraft.used.orange_stained_glass: #13, 4(0%)
minecraft.used.blue_stained_glass: #13, 3(0%)
minecraft.picked_up.chorus_flower: #13, 1(0%)
minecraft.used.chiseled_sandstone: #13, 1(0%)
minecraft.custom.interact_with_crafting_table: #14, 3431(3%)
minecraft.custom.damage_taken: #14, 247806(3%)
minecraft.used.stone: #14, 26244(3%)
minecraft.picked_up.oak_fence: #14, 199(3%)
minecraft.picked_up.black_shulker_box: #14, 142(3%)
minecraft.picked_up.oak_planks: #14, 466(3%)
minecraft.used.white_bed: #14, 90(2%)
minecraft.picked_up.diamond_axe: #14, 13(2%)
minecraft.custom.damage_absorbed: #14, 239(3%)
minecraft.picked_up.magma_cream: #14, 104(2%)
minecraft.custom.interact_with_grindstone: #14, 54(2%)
minecraft.used.netherite_shovel: #14, 59697(3%)
minecraft.dropped.firework_rocket: #14, 596(2%)
minecraft.custom.player_kills: #14, 22(2%)
minecraft.mined.hay_block: #14, 35(2%)
minecraft.crafted.bucket: #14, 108(2%)
minecraft.picked_up.glass: #14, 1419(2%)
minecraft.crafted.wheat: #14, 486(2%)
minecraft.mined.spruce_trapdoor: #14, 241(2%)
minecraft.mined.nether_gold_ore: #14, 165(2%)
minecraft.used.white_stained_glass_pane: #14, 225(2%)
minecraft.mined.pink_shulker_box: #14, 34(2%)
minecraft.picked_up.spruce_sapling: #14, 277(2%)
minecraft.picked_up.white_wool: #14, 389(1%)
minecraft.crafted.painting: #14, 16(2%)
minecraft.dropped.string: #14, 285(1%)
minecraft.picked_up.basalt: #14, 1811(1%)
minecraft.crafted.item_frame: #14, 142(1%)
minecraft.picked_up.smithing_table: #14, 15(1%)
minecraft.used.hay_block: #14, 27(1%)
minecraft.picked_up.spruce_trapdoor: #14, 284(1%)
minecraft.picked_up.soul_lantern: #14, 36(1%)
minecraft.mined.red_concrete: #14, 293(1%)
minecraft.used.jukebox: #14, 2(2%)
minecraft.dropped.red_mushroom: #14, 15(1%)
minecraft.mined.birch_sign: #14, 8(1%)
minecraft.picked_up.blackstone: #14, 3372(1%)
minecraft.dropped.gold_ingot: #14, 61(1%)
minecraft.crafted.yellow_dye: #14, 269(1%)
minecraft.used.spruce_planks: #14, 708(1%)
minecraft.used.birch_sign: #14, 81(1%)
minecraft.picked_up.birch_button: #14, 2(1%)
minecraft.mined.lime_concrete: #14, 158(1%)
minecraft.crafted.black_wool: #14, 56(1%)
minecraft.picked_up.golden_apple: #14, 6(1%)
minecraft.dropped.bowl: #14, 1(1%)
minecraft.used.polished_blackstone_stairs: #14, 104(1%)
minecraft.picked_up.grass: #14, 190(1%)
minecraft.killed.wolf: #14, 1(1%)
minecraft.crafted.map: #14, 32(1%)
minecraft.picked_up.pumpkin: #14, 228(1%)
minecraft.dropped.ender_pearl: #14, 2866(1%)
minecraft.picked_up.splash_potion: #14, 7(1%)
minecraft.mined.birch_trapdoor: #14, 9(1%)
minecraft.crafted.paper: #14, 6045(1%)
minecraft.picked_up.white_dye: #14, 76(1%)
minecraft.used.map: #14, 5(1%)
minecraft.crafted.green_shulker_box: #14, 1(1%)
minecraft.crafted.lime_dye: #14, 171(1%)
minecraft.picked_up.gilded_blackstone: #14, 11(1%)
minecraft.dropped.cooked_chicken: #14, 6(1%)
minecraft.used.quartz_slab: #14, 137(1%)
minecraft.mined.birch_slab: #14, 27(1%)
minecraft.crafted.golden_chestplate: #14, 1(1%)
minecraft.crafted.cyan_terracotta: #14, 1272(1%)
minecraft.used.warped_wart_block: #14, 78(1%)
minecraft.picked_up.acacia_sign: #14, 6(1%)
minecraft.crafted.stonecutter: #14, 8(0%)
minecraft.crafted.bread: #14, 137(0%)
minecraft.crafted.writable_book: #14, 14(0%)
minecraft.mined.quartz_block: #14, 36(0%)
minecraft.picked_up.feather: #14, 49(0%)
minecraft.picked_up.wooden_sword: #14, 1(1%)
minecraft.crafted.birch_door: #14, 3(1%)
minecraft.used.cake: #14, 1(1%)
minecraft.crafted.purple_dye: #14, 92(0%)
minecraft.crafted.purple_carpet: #14, 24(0%)
minecraft.dropped.rotten_flesh: #14, 1957(0%)
minecraft.crafted.dark_oak_door: #14, 3(1%)
minecraft.mined.pumpkin: #14, 36(0%)
minecraft.crafted.daylight_detector: #14, 8(0%)
minecraft.mined.polished_blackstone_brick_slab: #14, 17(0%)
minecraft.killed.iron_golem: #14, 2(0%)
minecraft.mined.light_gray_concrete_powder: #14, 10(0%)
minecraft.used.polished_blackstone_brick_slab: #14, 74(0%)
minecraft.dropped.ink_sac: #14, 11(0%)
minecraft.crafted.light_blue_concrete_powder: #14, 144(0%)
minecraft.picked_up.horn_coral_fan: #14, 3(0%)
minecraft.picked_up.light_blue_stained_glass: #14, 21(0%)
minecraft.used.nether_wart: #14, 192(0%)
minecraft.used.chorus_fruit: #14, 5(0%)
minecraft.picked_up.tube_coral_fan: #14, 2(0%)
minecraft.dropped.barrel: #14, 1(0%)
minecraft.crafted.green_stained_glass: #14, 32(0%)
minecraft.picked_up.fire_coral_fan: #14, 2(0%)
minecraft.crafted.beacon: #14, 1(0%)
minecraft.dropped.weeping_vines: #14, 3(0%)
minecraft.dropped.quartz: #14, 12(0%)
minecraft.used.dark_oak_door: #14, 1(0%)
minecraft.used.black_wool: #14, 45(0%)
minecraft.used.light_blue_stained_glass_pane: #14, 10(0%)
minecraft.used.light_gray_stained_glass: #14, 43(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #14, 5(0%)
minecraft.picked_up.orange_stained_glass_pane: #14, 3(0%)
minecraft.dropped.cooked_mutton: #14, 1(0%)
minecraft.used.gray_bed: #14, 1(0%)
minecraft.mined.crimson_slab: #14, 1(0%)
minecraft.dropped.quartz_block: #14, 4(0%)
minecraft.dropped.coal_block: #14, 1(0%)
minecraft.mined.packed_ice: #14, 48(0%)
minecraft.crafted.blue_stained_glass: #14, 8(0%)
minecraft.used.red_stained_glass: #14, 6(0%)
minecraft.used.purple_stained_glass: #14, 3(0%)
minecraft.crafted.cut_sandstone: #14, 4(0%)
minecraft.picked_up.stone: #15, 129805(4%)
minecraft.custom.interact_with_furnace: #15, 1849(3%)
minecraft.picked_up.andesite: #15, 11934(3%)
minecraft.custom.sleep_in_bed: #15, 1021(3%)
minecraft.picked_up.beacon: #15, 35(3%)
minecraft.used.writable_book: #15, 97(2%)
minecraft.picked_up.firework_rocket: #15, 2664(2%)
minecraft.picked_up.flint_and_steel: #15, 8(2%)
minecraft.killed.ghast: #15, 77(2%)
minecraft.used.spruce_sign: #15, 42(2%)
minecraft.used.pink_shulker_box: #15, 35(2%)
minecraft.picked_up.pink_shulker_box: #15, 34(2%)
minecraft.used.coal_ore: #15, 852(2%)
minecraft.dropped.compass: #15, 16(2%)
minecraft.picked_up.cactus: #15, 383(1%)
minecraft.custom.walk_one_cm: #16, 123036754(3%)
minecraft.picked_up.iron_door: #15, 9(2%)
minecraft.crafted.dark_oak_planks: #15, 3012(2%)
minecraft.broken.iron_axe: #15, 2(2%)
minecraft.picked_up.apple: #15, 106(1%)
minecraft.crafted.spruce_trapdoor: #15, 490(1%)
minecraft.crafted.white_stained_glass_pane: #15, 224(1%)
minecraft.crafted.stone_slab: #15, 864(1%)
minecraft.mined.cauldron: #15, 4(2%)
minecraft.used.spruce_trapdoor: #15, 555(1%)
minecraft.picked_up.ender_pearl: #15, 5028(1%)
minecraft.dropped.golden_chestplate: #15, 5(1%)
minecraft.used.ender_pearl: #15, 171(1%)
minecraft.crafted.stone_sword: #15, 1(1%)
minecraft.used.sunflower: #15, 2(2%)
minecraft.mined.kelp_plant: #15, 220(1%)
minecraft.dropped.golden_boots: #15, 5(1%)
minecraft.mined.sea_lantern: #15, 124(1%)
minecraft.custom.damage_resisted: #15, 2988(1%)
minecraft.crafted.pink_shulker_box: #15, 1(1%)
minecraft.picked_up.kelp: #15, 1997(1%)
