stat, rank, value, (percentage) 
minecraft.used.cobweb: #4, 112(4%)
minecraft.picked_up.nether_wart: #5, 12549(8%)
minecraft.crafted.orange_wool: #4, 98(10%)
minecraft.used.blackstone: #4, 4220(3%)
minecraft.picked_up.carved_pumpkin: #5, 419(8%)
minecraft.used.lime_stained_glass_pane: #4, 262(5%)
minecraft.crafted.blue_carpet: #4, 300(6%)
minecraft.used.blue_banner: #4, 6(10%)
minecraft.picked_up.emerald: #5, 1278(7%)
minecraft.picked_up.diamond_leggings: #5, 37(7%)
minecraft.crafted.iron_chestplate: #5, 12(8%)
minecraft.used.barrel: #5, 696(8%)
minecraft.custom.open_enderchest: #5, 6877(7%)
minecraft.picked_up.prismarine_shard: #4, 2310(4%)
minecraft.crafted.wooden_sword: #4, 9(4%)
minecraft.mined.stripped_crimson_stem: #4, 39(6%)
minecraft.dropped.ladder: #5, 102(9%)
minecraft.mined.oak_fence: #5, 431(7%)
minecraft.crafted.furnace: #5, 670(7%)
minecraft.picked_up.anvil: #5, 152(7%)
minecraft.picked_up.beacon: #5, 89(7%)
minecraft.crafted.gold_block: #5, 3764(7%)
minecraft.mined.jungle_button: #4, 5(5%)
minecraft.dropped.prismarine_bricks: #4, 33(6%)
minecraft.dropped.gold_ore: #5, 56(9%)
minecraft.used.red_banner: #4, 19(5%)
minecraft.mined.blast_furnace: #5, 45(8%)
minecraft.mined.hay_block: #5, 128(8%)
minecraft.picked_up.stripped_crimson_stem: #4, 35(6%)
minecraft.mined.oak_planks: #5, 768(7%)
minecraft.picked_up.crimson_stem: #5, 1785(7%)
minecraft.used.pumpkin: #5, 490(7%)
minecraft.picked_up.music_disc_mall: #4, 2(6%)
minecraft.used.furnace_minecart: #4, 3(11%)
minecraft.picked_up.iron_bars: #5, 772(7%)
minecraft.used.oak_slab: #5, 1169(7%)
minecraft.crafted.jungle_planks: #5, 22268(7%)
minecraft.mined.vine: #5, 1957(7%)
minecraft.crafted.furnace_minecart: #4, 3(10%)
minecraft.dropped.gray_wool: #5, 200(12%)
minecraft.mined.player_head: #5, 99(7%)
minecraft.custom.interact_with_brewingstand: #5, 596(6%)
minecraft.picked_up.green_concrete: #5, 897(8%)
minecraft.picked_up.magenta_stained_glass_pane: #4, 12(6%)
minecraft.mined.potted_birch_sapling: #4, 2(10%)
minecraft.dropped.white_wool: #4, 256(3%)
minecraft.crafted.oak_trapdoor: #5, 586(7%)
minecraft.picked_up.brown_shulker_box: #5, 288(8%)
minecraft.dropped.brown_bed: #4, 1(8%)
minecraft.crafted.item_frame: #5, 681(7%)
minecraft.mined.brown_shulker_box: #5, 284(8%)
minecraft.dropped.lime_banner: #4, 11(14%)
minecraft.used.filled_map: #4, 11(9%)
minecraft.dropped.light_gray_stained_glass: #4, 70(5%)
minecraft.dropped.red_bed: #4, 1(9%)
minecraft.used.stripped_acacia_log: #4, 15(6%)
minecraft.picked_up.polished_blackstone_brick_stairs: #5, 193(7%)
minecraft.crafted.yellow_carpet: #4, 695(3%)
minecraft.used.pink_concrete_powder: #4, 657(3%)
minecraft.crafted.andesite_slab: #4, 602(3%)
minecraft.mined.dark_oak_fence: #5, 117(8%)
minecraft.used.brown_shulker_box: #5, 281(7%)
minecraft.used.diorite_wall: #5, 231(12%)
minecraft.crafted.purple_stained_glass: #5, 1736(10%)
minecraft.picked_up.jungle_fence: #5, 73(8%)
minecraft.mined.polished_blackstone_brick_stairs: #5, 191(7%)
minecraft.mined.wither_rose: #5, 100(9%)
minecraft.dropped.red_mushroom: #5, 77(8%)
minecraft.used.stripped_crimson_stem: #4, 30(7%)
minecraft.mined.redstone_lamp: #5, 127(7%)
minecraft.picked_up.wheat_seeds: #5, 20819(6%)
minecraft.mined.gravel: #5, 53381(6%)
minecraft.used.loom: #5, 70(7%)
minecraft.picked_up.heavy_weighted_pressure_plate: #4, 19(3%)
minecraft.used.blue_carpet: #4, 239(4%)
minecraft.dropped.chicken: #4, 128(3%)
minecraft.dropped.redstone: #5, 774(6%)
minecraft.used.red_nether_bricks: #4, 487(4%)
minecraft.picked_up.oak_button: #5, 26(7%)
minecraft.used.music_disc_13: #4, 1(5%)
minecraft.crafted.red_banner: #4, 15(3%)
minecraft.crafted.crafting_table: #5, 157(6%)
minecraft.used.piston: #5, 901(6%)
minecraft.crafted.smooth_red_sandstone_stairs: #4, 32(7%)
minecraft.mined.spruce_trapdoor: #5, 849(6%)
minecraft.used.water_bucket: #5, 4015(6%)
minecraft.crafted.glistering_melon_slice: #4, 613(3%)
minecraft.crafted.end_crystal: #4, 57(5%)
minecraft.crafted.stone_bricks: #5, 15715(6%)
minecraft.crafted.orange_terracotta: #4, 136(4%)
minecraft.mined.iron_ore: #5, 5890(6%)
minecraft.dropped.acacia_wood: #4, 4(6%)
minecraft.picked_up.crimson_planks: #5, 270(7%)
minecraft.dropped.light_gray_concrete: #5, 104(9%)
minecraft.dropped.birch_door: #4, 3(5%)
minecraft.mined.green_concrete: #5, 898(8%)
minecraft.mined.lantern: #5, 149(6%)
minecraft.dropped.yellow_shulker_box: #4, 1(4%)
minecraft.dropped.light_blue_wool: #4, 41(4%)
minecraft.mined.blue_carpet: #4, 55(4%)
minecraft.picked_up.loom: #5, 31(7%)
minecraft.used.cyan_bed: #4, 27(2%)
minecraft.mined.cyan_bed: #4, 24(2%)
minecraft.broken.golden_leggings: #4, 1(7%)
minecraft.dropped.stone_brick_stairs: #4, 81(3%)
minecraft.crafted.ender_eye: #5, 128(6%)
minecraft.dropped.end_crystal: #4, 1(4%)
minecraft.dropped.golden_leggings: #5, 27(6%)
minecraft.dropped.oak_door: #4, 4(3%)
minecraft.picked_up.yellow_carpet: #4, 273(2%)
minecraft.used.polished_andesite_slab: #5, 1179(5%)
minecraft.crafted.terracotta: #4, 192(4%)
minecraft.picked_up.jungle_sign: #5, 48(6%)
minecraft.dropped.diamond_helmet: #5, 8(7%)
minecraft.used.green_carpet: #5, 648(6%)
minecraft.crafted.golden_sword: #4, 1(6%)
minecraft.dropped.quartz_block: #5, 628(9%)
minecraft.used.prismarine_brick_slab: #4, 104(2%)
minecraft.dropped.golden_chestplate: #5, 23(6%)
minecraft.used.acacia_pressure_plate: #4, 2(5%)
minecraft.picked_up.crossbow: #5, 55(5%)
minecraft.crafted.red_nether_brick_wall: #4, 36(5%)
minecraft.dropped.piston: #5, 60(12%)
minecraft.mined.prismarine_brick_slab: #4, 41(3%)
minecraft.mined.stripped_acacia_log: #5, 33(7%)
minecraft.dropped.lime_bed: #4, 1(3%)
minecraft.dropped.netherite_sword: #5, 5(6%)
minecraft.picked_up.iron_boots: #5, 40(6%)
minecraft.picked_up.bucket: #5, 127(6%)
minecraft.used.note_block: #5, 289(6%)
minecraft.used.end_stone_brick_slab: #4, 103(3%)
minecraft.picked_up.oak_pressure_plate: #5, 7(7%)
minecraft.dropped.polished_blackstone_brick_wall: #4, 1(5%)
minecraft.mined.dark_oak_pressure_plate: #4, 1(5%)
minecraft.mined.birch_wall_sign: #5, 84(5%)
minecraft.used.ancient_debris: #4, 38(1%)
minecraft.mined.crimson_slab: #5, 93(8%)
minecraft.crafted.purple_dye: #5, 1390(6%)
minecraft.dropped.gray_concrete: #5, 356(6%)
minecraft.dropped.crying_obsidian: #4, 12(2%)
minecraft.mined.red_sandstone_wall: #4, 1(4%)
minecraft.mined.spruce_button: #5, 20(6%)
minecraft.dropped.lime_terracotta: #4, 20(2%)
minecraft.used.crafting_table: #5, 390(5%)
minecraft.dropped.lime_glazed_terracotta: #4, 1(4%)
minecraft.dropped.purpur_pillar: #5, 22(8%)
minecraft.dropped.blackstone_wall: #4, 26(2%)
minecraft.mined.twisting_vines_plant: #5, 66(6%)
minecraft.used.dragon_head: #5, 3(8%)
minecraft.picked_up.blackstone: #5, 13484(5%)
minecraft.picked_up.music_disc_11: #4, 1(2%)
minecraft.dropped.orange_carpet: #4, 10(1%)
minecraft.crafted.mossy_cobblestone_slab: #5, 48(9%)
minecraft.mined.purpur_block: #5, 397(6%)
minecraft.dropped.stripped_dark_oak_wood: #4, 1(3%)
minecraft.mined.blackstone: #5, 13170(5%)
minecraft.picked_up.polished_andesite_stairs: #5, 402(6%)
minecraft.used.writable_book: #5, 199(5%)
minecraft.dropped.warped_button: #4, 1(2%)
minecraft.dropped.twisting_vines: #5, 41(8%)
minecraft.dropped.black_concrete: #5, 241(8%)
minecraft.crafted.chiseled_polished_blackstone: #5, 193(10%)
minecraft.dropped.pufferfish: #5, 11(6%)
minecraft.crafted.pink_shulker_box: #5, 5(7%)
minecraft.dropped.birch_planks: #5, 119(5%)
minecraft.used.jungle_door: #4, 8(1%)
minecraft.crafted.black_glazed_terracotta: #4, 20(2%)
minecraft.dropped.nether_brick_wall: #4, 17(1%)
minecraft.dropped.cyan_bed: #4, 1(1%)
minecraft.picked_up.diorite_wall: #5, 75(8%)
minecraft.dropped.beetroot: #4, 1(1%)
minecraft.dropped.jungle_wood: #4, 1(1%)
minecraft.used.mossy_cobblestone: #5, 153(6%)
minecraft.crafted.cooked_mutton: #5, 197(7%)
minecraft.killed.enderman: #6, 63585(9%)
minecraft.custom.raid_trigger: #4, 5(0%)
minecraft.dropped.crimson_fence_gate: #4, 1(1%)
minecraft.crafted.acacia_pressure_plate: #4, 1(1%)
minecraft.mined.orange_glazed_terracotta: #4, 2(1%)
minecraft.picked_up.iron_hoe: #5, 4(8%)
minecraft.dropped.chiseled_sandstone: #4, 5(1%)
minecraft.picked_up.light_blue_terracotta: #5, 138(9%)
minecraft.dropped.emerald_ore: #4, 1(1%)
minecraft.picked_up.polished_blackstone_wall: #5, 131(5%)
minecraft.killed.evoker: #4, 4(0%)
minecraft.used.campfire: #5, 149(4%)
minecraft.killed.witch: #4, 29(0%)
minecraft.dropped.spruce_pressure_plate: #5, 16(8%)
minecraft.dropped.diorite_wall: #5, 16(10%)
minecraft.picked_up.granite_stairs: #5, 12(8%)
minecraft.killed.shulker: #5, 449(6%)
minecraft.crafted.polished_andesite_stairs: #5, 405(7%)
minecraft.mined.crimson_fence: #5, 18(6%)
minecraft.picked_up.green_concrete_powder: #5, 916(6%)
minecraft.picked_up.chain: #5, 361(4%)
minecraft.dropped.blackstone: #5, 659(5%)
minecraft.picked_up.bell: #5, 32(4%)
minecraft.picked_up.ink_sac: #5, 1799(4%)
minecraft.used.quartz_slab: #5, 1043(4%)
minecraft.mined.activator_rail: #5, 6(10%)
minecraft.used.crimson_slab: #5, 329(5%)
minecraft.picked_up.white_bed: #5, 139(4%)
minecraft.crafted.lime_wool: #5, 68(7%)
minecraft.dropped.mossy_cobblestone: #5, 48(5%)
minecraft.picked_up.ancient_debris: #5, 289(4%)
minecraft.picked_up.crimson_slab: #5, 92(6%)
minecraft.mined.blue_concrete: #6, 1524(9%)
minecraft.crafted.birch_trapdoor: #5, 334(4%)
minecraft.picked_up.campfire: #5, 107(4%)
minecraft.crafted.note_block: #5, 228(4%)
minecraft.used.cake: #5, 10(6%)
minecraft.crafted.brown_concrete_powder: #5, 1536(5%)
minecraft.dropped.prismarine: #5, 60(8%)
minecraft.used.lava_bucket: #5, 783(4%)
minecraft.picked_up.stone_sword: #5, 44(4%)
minecraft.used.nether_wart: #5, 3430(4%)
minecraft.used.yellow_stained_glass: #5, 520(5%)
minecraft.picked_up.spruce_leaves: #5, 4700(4%)
minecraft.picked_up.totem_of_undying: #5, 19(3%)
minecraft.picked_up.beetroot_seeds: #5, 287(4%)
minecraft.mined.end_rod: #5, 454(4%)
minecraft.dropped.comparator: #5, 35(7%)
minecraft.crafted.netherite_helmet: #5, 1(7%)
minecraft.picked_up.crimson_door: #5, 3(7%)
minecraft.dropped.netherite_leggings: #5, 2(6%)
minecraft.crafted.crimson_hyphae: #5, 333(7%)
minecraft.used.acacia_boat: #5, 7(6%)
minecraft.picked_up.observer: #6, 622(8%)
minecraft.mined.campfire: #5, 50(3%)
minecraft.picked_up.twisting_vines: #6, 265(8%)
minecraft.mined.nether_wart: #5, 2720(3%)
minecraft.dropped.diamond_block: #6, 217(8%)
minecraft.dropped.crimson_fungus: #5, 32(5%)
minecraft.used.crossbow: #6, 317(8%)
minecraft.used.bookshelf: #5, 529(3%)
minecraft.crafted.crimson_fence: #5, 108(6%)
minecraft.used.spruce_leaves: #5, 2123(4%)
minecraft.crafted.gold_nugget: #5, 6479(3%)
minecraft.mined.observer: #6, 480(8%)
minecraft.mined.jungle_fence: #6, 48(10%)
minecraft.picked_up.stripped_jungle_log: #6, 71(9%)
minecraft.killed.phantom: #5, 96(3%)
minecraft.crafted.quartz_slab: #5, 834(3%)
minecraft.crafted.cobblestone_slab: #6, 2055(7%)
minecraft.crafted.crossbow: #5, 71(4%)
minecraft.mined.acacia_stairs: #5, 52(5%)
minecraft.crafted.green_stained_glass: #5, 512(4%)
minecraft.used.furnace: #6, 456(6%)
minecraft.picked_up.red_dye: #5, 128(3%)
minecraft.used.fishing_rod: #5, 586(3%)
minecraft.dropped.oak_button: #5, 12(4%)
minecraft.crafted.stone_brick_stairs: #6, 768(8%)
minecraft.crafted.map: #5, 103(3%)
minecraft.picked_up.crimson_fence: #5, 17(4%)
minecraft.used.smooth_red_sandstone_stairs: #5, 37(6%)
minecraft.crafted.prismarine_brick_slab: #5, 72(7%)
minecraft.picked_up.brown_mushroom: #6, 837(6%)
minecraft.mined.orange_stained_glass: #5, 161(5%)
minecraft.dropped.lantern: #5, 84(3%)
minecraft.dropped.blackstone_slab: #5, 62(5%)
minecraft.dropped.mossy_stone_bricks: #5, 13(6%)
minecraft.dropped.white_dye: #5, 164(3%)
minecraft.used.nether_brick_fence: #5, 66(3%)
minecraft.crafted.bow: #6, 388(6%)
minecraft.picked_up.diamond_boots: #6, 57(6%)
minecraft.crafted.cyan_banner: #5, 10(5%)
minecraft.dropped.crossbow: #5, 48(2%)
minecraft.used.ladder: #6, 658(6%)
minecraft.crafted.nether_brick_fence: #5, 102(4%)
minecraft.crafted.sandstone_wall: #5, 252(3%)
minecraft.picked_up.soul_lantern: #6, 176(6%)
minecraft.custom.interact_with_smithing_table: #6, 53(6%)
minecraft.used.snow: #5, 1211(3%)
minecraft.custom.aviate_one_cm: #6, 1089739739(6%)
minecraft.picked_up.diamond_shovel: #6, 59(6%)
minecraft.picked_up.black_concrete: #6, 2818(6%)
minecraft.mined.warped_slab: #6, 75(8%)
minecraft.mined.magenta_stained_glass: #5, 10(2%)
minecraft.mined.oak_sign: #6, 42(6%)
minecraft.custom.deaths: #6, 171(5%)
minecraft.picked_up.acacia_stairs: #5, 50(3%)
minecraft.dropped.granite_slab: #5, 6(7%)
minecraft.picked_up.crimson_hyphae: #5, 29(4%)
minecraft.used.observer: #6, 1414(6%)
minecraft.dropped.crimson_trapdoor: #5, 36(5%)
minecraft.picked_up.pumpkin_seeds: #6, 1803(6%)
minecraft.picked_up.gravel: #6, 44898(5%)
minecraft.picked_up.brewing_stand: #6, 52(7%)
minecraft.dropped.diamond_shovel: #6, 17(7%)
minecraft.used.acacia_stairs: #5, 92(3%)
minecraft.used.blue_concrete_powder: #6, 1409(7%)
minecraft.picked_up.yellow_concrete_powder: #5, 337(2%)
minecraft.dropped.warped_fungus: #5, 15(2%)
minecraft.used.brown_concrete: #5, 199(3%)
minecraft.used.jungle_sign: #6, 90(7%)
minecraft.used.bucket: #6, 5319(5%)
minecraft.dropped.kelp: #6, 1289(6%)
minecraft.dropped.light_gray_wool: #5, 209(2%)
minecraft.picked_up.cyan_bed: #5, 26(2%)
minecraft.crafted.stick: #6, 36021(5%)
minecraft.dropped.sea_pickle: #5, 14(3%)
minecraft.picked_up.blue_carpet: #5, 65(3%)
minecraft.crafted.oak_sign: #6, 372(6%)
minecraft.crafted.cooked_chicken: #5, 225(2%)
minecraft.crafted.chainmail_leggings: #5, 2(5%)
minecraft.used.smooth_quartz: #6, 2246(6%)
minecraft.used.polished_blackstone_slab: #6, 2515(6%)
minecraft.dropped.birch_log: #6, 163(7%)
minecraft.dropped.item_frame: #6, 59(7%)
minecraft.picked_up.obsidian: #6, 1543(5%)
minecraft.custom.play_noteblock: #5, 147(2%)
minecraft.used.crimson_nylium: #6, 230(6%)
minecraft.used.diorite: #6, 1264(5%)
minecraft.dropped.cooked_chicken: #6, 62(7%)
minecraft.picked_up.music_disc_mellohi: #5, 2(4%)
minecraft.picked_up.quartz_stairs: #5, 116(1%)
minecraft.dropped.lava_bucket: #5, 3(3%)
minecraft.mined.soul_sand: #6, 2986(6%)
minecraft.dropped.spruce_fence: #5, 70(2%)
minecraft.used.ender_chest: #6, 830(5%)
minecraft.crafted.jungle_pressure_plate: #5, 6(3%)
minecraft.used.slime_block: #6, 985(6%)
minecraft.dropped.wither_rose: #5, 23(3%)
minecraft.picked_up.cyan_dye: #5, 120(2%)
minecraft.crafted.magenta_stained_glass: #5, 64(2%)
minecraft.mined.quartz_stairs: #5, 118(1%)
minecraft.picked_up.blast_furnace: #6, 39(6%)
minecraft.crafted.magenta_bed: #5, 1(4%)
minecraft.mined.black_concrete: #6, 2622(6%)
minecraft.mined.ender_chest: #6, 798(5%)
minecraft.picked_up.redstone_lamp: #6, 138(6%)
minecraft.picked_up.fire_charge: #6, 149(8%)
minecraft.killed.guardian: #5, 837(2%)
minecraft.picked_up.andesite_stairs: #5, 45(1%)
minecraft.picked_up.phantom_membrane: #5, 72(1%)
minecraft.dropped.stonecutter: #5, 3(4%)
minecraft.custom.interact_with_cartography_table: #6, 31(7%)
minecraft.dropped.yellow_banner: #5, 1(3%)
minecraft.dropped.nether_star: #5, 1(5%)
minecraft.used.flint_and_steel: #6, 342(5%)
minecraft.used.diorite_slab: #5, 128(3%)
minecraft.crafted.scaffolding: #6, 2299(6%)
minecraft.picked_up.warped_stairs: #6, 51(6%)
minecraft.picked_up.ender_chest: #6, 822(5%)
minecraft.dropped.crimson_slab: #5, 12(5%)
minecraft.dropped.gold_ingot: #6, 275(5%)
minecraft.crafted.netherite_scrap: #6, 177(6%)
minecraft.dropped.green_carpet: #5, 24(2%)
minecraft.mined.light_blue_stained_glass: #5, 104(1%)
minecraft.mined.blue_ice: #5, 30(1%)
minecraft.crafted.cake: #5, 7(1%)
minecraft.picked_up.end_stone_bricks: #5, 327(1%)
minecraft.dropped.acacia_stairs: #5, 3(3%)
minecraft.used.shield: #5, 16(2%)
minecraft.used.spruce_log: #6, 1434(5%)
minecraft.picked_up.prismarine_brick_slab: #5, 44(2%)
minecraft.dropped.brown_dye: #5, 16(2%)
minecraft.used.red_nether_brick_wall: #5, 17(2%)
minecraft.used.activator_rail: #6, 9(8%)
minecraft.used.blue_ice: #5, 115(1%)
minecraft.crafted.crimson_button: #5, 36(2%)
minecraft.dropped.yellow_stained_glass_pane: #5, 4(2%)
minecraft.dropped.carrot: #6, 3785(5%)
minecraft.crafted.lime_glazed_terracotta: #5, 1(3%)
minecraft.dropped.wither_skeleton_skull: #5, 2(2%)
minecraft.picked_up.polished_andesite_slab: #6, 571(5%)
minecraft.mined.warped_planks: #6, 59(7%)
minecraft.used.crimson_button: #5, 33(2%)
minecraft.dropped.dark_oak_fence_gate: #5, 8(2%)
minecraft.picked_up.smooth_stone: #6, 2078(5%)
minecraft.dropped.yellow_stained_glass: #5, 2(2%)
minecraft.crafted.green_carpet: #6, 666(6%)
minecraft.used.end_stone_bricks: #5, 363(1%)
minecraft.used.warped_wart_block: #6, 777(5%)
minecraft.dropped.yellow_wool: #5, 11(1%)
minecraft.dropped.cooked_salmon: #5, 3(1%)
minecraft.crafted.jungle_door: #5, 9(1%)
minecraft.crafted.smooth_red_sandstone_slab: #5, 6(2%)
minecraft.crafted.polished_andesite_slab: #6, 784(5%)
minecraft.dropped.white_stained_glass_pane: #5, 24(1%)
minecraft.crafted.end_stone_bricks: #5, 320(1%)
minecraft.dropped.polished_blackstone_pressure_plate: #5, 2(1%)
minecraft.picked_up.red_sandstone_wall: #5, 1(1%)
minecraft.mined.oak_fence_gate: #6, 46(5%)
minecraft.picked_up.hay_block: #6, 202(5%)
minecraft.picked_up.spruce_trapdoor: #6, 969(5%)
minecraft.dropped.stone_brick_wall: #5, 8(1%)
minecraft.used.kelp: #6, 1201(5%)
minecraft.crafted.chiseled_sandstone: #5, 32(1%)
minecraft.picked_up.lime_glazed_terracotta: #5, 1(1%)
minecraft.picked_up.flint_and_steel: #6, 16(5%)
minecraft.picked_up.diamond_hoe: #6, 5(6%)
minecraft.used.crying_obsidian: #6, 1011(7%)
minecraft.crafted.stonecutter: #6, 81(5%)
minecraft.dropped.red_glazed_terracotta: #5, 1(1%)
minecraft.picked_up.magenta_concrete_powder: #5, 27(0%)
minecraft.crafted.lime_shulker_box: #6, 13(6%)
minecraft.dropped.red_tulip: #5, 6(0%)
minecraft.mined.honey_block: #6, 238(5%)
minecraft.picked_up.name_tag: #6, 45(4%)
minecraft.picked_up.stripped_acacia_log: #6, 33(7%)
minecraft.dropped.light_blue_concrete_powder: #5, 2(0%)
minecraft.dropped.red_sandstone: #5, 1(0%)
minecraft.used.oak_stairs: #6, 153(4%)
minecraft.mined.diorite_wall: #6, 67(8%)
minecraft.used.redstone_lamp: #6, 225(4%)
minecraft.crafted.golden_leggings: #6, 7(7%)
minecraft.dropped.netherite_boots: #6, 4(6%)
minecraft.dropped.compass: #6, 41(5%)
minecraft.used.birch_sign: #6, 311(4%)
minecraft.used.bread: #6, 188(4%)
minecraft.crafted.soul_torch: #6, 508(5%)
minecraft.used.hay_block: #6, 81(4%)
minecraft.custom.crouch_one_cm: #7, 20533769(6%)
minecraft.picked_up.honey_block: #6, 291(4%)
minecraft.crafted.campfire: #6, 144(4%)
minecraft.used.firework_rocket: #6, 951(4%)
minecraft.dropped.redstone_torch: #6, 50(5%)
minecraft.used.gilded_blackstone: #6, 31(6%)
minecraft.picked_up.jungle_door: #6, 18(7%)
minecraft.mined.polished_andesite_slab: #6, 223(4%)
minecraft.dropped.spruce_trapdoor: #6, 279(5%)
minecraft.crafted.iron_pickaxe: #6, 23(4%)
minecraft.dropped.polished_andesite: #6, 327(4%)
minecraft.mined.jungle_trapdoor: #6, 46(5%)
minecraft.picked_up.mossy_cobblestone_slab: #6, 17(7%)
minecraft.mined.orange_shulker_box: #6, 210(4%)
minecraft.picked_up.purple_wool: #6, 497(5%)
minecraft.dropped.purpur_slab: #6, 17(5%)
minecraft.picked_up.yellow_stained_glass: #6, 169(5%)
minecraft.picked_up.orange_shulker_box: #6, 210(4%)
minecraft.crafted.brewing_stand: #6, 51(4%)
minecraft.used.redstone_block: #7, 765(8%)
minecraft.mined.spruce_leaves: #6, 5167(3%)
minecraft.crafted.netherite_ingot: #6, 44(3%)
minecraft.used.orange_shulker_box: #6, 213(4%)
minecraft.used.cooked_mutton: #6, 169(4%)
minecraft.used.oak_log: #6, 1827(3%)
minecraft.picked_up.birch_button: #6, 7(5%)
minecraft.killed.bat: #6, 53(3%)
minecraft.used.jack_o_lantern: #6, 141(5%)
minecraft.dropped.gray_concrete_powder: #6, 192(5%)
minecraft.mined.quartz_block: #6, 274(4%)
minecraft.picked_up.quartz_pillar: #6, 189(4%)
minecraft.crafted.slime_ball: #6, 2304(4%)
minecraft.used.basalt: #6, 1434(3%)
minecraft.used.acacia_planks: #6, 100(4%)
minecraft.dropped.smoker: #6, 1(8%)
minecraft.crafted.brown_terracotta: #6, 1472(5%)
minecraft.picked_up.pink_wool: #6, 385(4%)
minecraft.dropped.oak_stairs: #6, 6(5%)
minecraft.picked_up.gray_wool: #6, 1010(3%)
minecraft.dropped.andesite_wall: #6, 42(5%)
minecraft.dropped.dark_oak_planks: #6, 95(4%)
minecraft.crafted.jungle_slab: #6, 946(3%)
minecraft.used.gray_wool: #6, 1003(3%)
minecraft.mined.soul_campfire: #6, 5(7%)
minecraft.custom.strider_one_cm: #6, 50833(5%)
minecraft.picked_up.snow: #6, 2264(3%)
minecraft.used.end_stone: #6, 494(4%)
minecraft.custom.fall_one_cm: #7, 13496585(6%)
minecraft.mined.obsidian: #6, 1052(3%)
minecraft.used.wither_rose: #6, 258(4%)
minecraft.used.crimson_fence: #6, 81(4%)
minecraft.used.spruce_button: #6, 89(3%)
minecraft.mined.acacia_planks: #6, 55(5%)
minecraft.mined.blue_terracotta: #6, 176(7%)
minecraft.picked_up.crimson_fungus: #6, 130(3%)
minecraft.picked_up.spruce_pressure_plate: #6, 16(4%)
minecraft.custom.open_shulker_box: #7, 52338(5%)
minecraft.used.armor_stand: #6, 123(3%)
minecraft.dropped.red_shulker_box: #6, 2(5%)
minecraft.dropped.purple_bed: #6, 1(8%)
minecraft.picked_up.dark_oak_fence: #6, 119(3%)
minecraft.picked_up.pink_dye: #6, 32(5%)
minecraft.mined.ladder: #7, 146(7%)
minecraft.killed.slime: #6, 1372(2%)
minecraft.dropped.birch_sign: #6, 33(3%)
minecraft.dropped.stone_sword: #6, 40(2%)
minecraft.crafted.smooth_quartz_stairs: #6, 460(3%)
minecraft.picked_up.brown_wool: #6, 362(3%)
minecraft.picked_up.crying_obsidian: #7, 165(7%)
minecraft.picked_up.jungle_pressure_plate: #6, 1(6%)
minecraft.crafted.snow: #6, 132(4%)
minecraft.crafted.light_gray_dye: #7, 2147(6%)
minecraft.used.lime_terracotta: #6, 164(3%)
minecraft.used.pink_banner: #6, 4(7%)
minecraft.mined.sand: #7, 122510(6%)
minecraft.used.quartz_block: #6, 720(2%)
minecraft.crafted.chiseled_quartz_block: #6, 107(3%)
minecraft.mined.potted_fern: #6, 1(5%)
minecraft.killed_by.enderman: #6, 1(4%)
minecraft.mined.honeycomb_block: #6, 48(4%)
minecraft.picked_up.bookshelf: #7, 190(7%)
minecraft.used.light_blue_shulker_box: #7, 388(6%)
minecraft.crafted.oak_planks: #7, 21284(6%)
minecraft.picked_up.oak_door: #7, 39(7%)
minecraft.picked_up.diamond_pickaxe: #7, 75(6%)
minecraft.crafted.polished_blackstone_pressure_plate: #6, 31(3%)
minecraft.dropped.rabbit: #6, 5(2%)
minecraft.used.light_blue_stained_glass: #6, 847(2%)
minecraft.mined.orange_concrete_powder: #6, 6(4%)
minecraft.picked_up.light_gray_wool: #6, 673(2%)
minecraft.mined.crimson_nylium: #7, 612(6%)
minecraft.picked_up.honeycomb_block: #6, 56(3%)
minecraft.dropped.snow: #6, 290(2%)
minecraft.picked_up.light_blue_shulker_box: #7, 379(6%)
minecraft.picked_up.ice: #6, 2512(2%)
minecraft.mined.cyan_concrete_powder: #6, 13(4%)
minecraft.crafted.black_bed: #6, 4(3%)
minecraft.crafted.barrel: #7, 431(6%)
minecraft.mined.light_blue_shulker_box: #7, 379(6%)
minecraft.used.iron_hoe: #6, 588(2%)
minecraft.killed.husk: #7, 49(7%)
minecraft.used.fletching_table: #6, 13(2%)
minecraft.mined.fletching_table: #6, 12(2%)
minecraft.dropped.jungle_slab: #6, 46(2%)
minecraft.mined.black_carpet: #6, 565(2%)
minecraft.crafted.brick_wall: #6, 48(3%)
minecraft.dropped.lapis_ore: #6, 12(2%)
minecraft.picked_up.cooked_chicken: #7, 176(6%)
minecraft.picked_up.gray_carpet: #7, 709(6%)
minecraft.mined.heavy_weighted_pressure_plate: #6, 7(2%)
minecraft.used.green_stained_glass: #6, 185(2%)
minecraft.crafted.acacia_button: #6, 6(2%)
minecraft.mined.wall_torch: #7, 888(5%)
minecraft.dropped.chiseled_stone_bricks: #6, 27(3%)
minecraft.dropped.sweet_berries: #6, 33(2%)
minecraft.used.stone_brick_stairs: #7, 979(6%)
minecraft.picked_up.weeping_vines: #7, 279(6%)
minecraft.mined.smooth_quartz_stairs: #7, 278(6%)
minecraft.used.honeycomb_block: #6, 176(2%)
minecraft.picked_up.honey_bottle: #6, 13(2%)
minecraft.crafted.white_dye: #7, 7956(5%)
minecraft.dropped.magenta_carpet: #6, 1(3%)
