stat, rank, value, (percentage) 
minecraft.picked_up.light_blue_stained_glass: #9, 94(1%)
minecraft.dropped.soul_lantern: #9, 11(1%)
minecraft.crafted.bread: #9, 242(1%)
minecraft.mined.snow_block: #9, 301(1%)
minecraft.mined.dark_oak_wood: #9, 8(1%)
minecraft.crafted.cookie: #9, 160(1%)
minecraft.crafted.bookshelf: #9, 156(1%)
minecraft.picked_up.acacia_slab: #9, 10(1%)
minecraft.picked_up.snow_block: #9, 319(1%)
minecraft.mined.polished_granite_stairs: #9, 3(2%)
minecraft.dropped.stripped_oak_log: #9, 2(1%)
minecraft.crafted.white_terracotta: #9, 112(1%)
minecraft.used.gray_bed: #9, 8(1%)
minecraft.used.warped_roots: #9, 9(1%)
minecraft.dropped.clock: #9, 1(1%)
minecraft.used.horn_coral_block: #9, 2(1%)
minecraft.used.pumpkin_pie: #9, 23(1%)
minecraft.picked_up.brick_wall: #9, 14(1%)
minecraft.dropped.snow_block: #9, 14(1%)
minecraft.used.cyan_stained_glass: #9, 388(0%)
minecraft.picked_up.birch_door: #9, 2(1%)
minecraft.picked_up.emerald_ore: #9, 3(1%)
minecraft.dropped.heart_of_the_sea: #9, 1(1%)
minecraft.picked_up.gray_terracotta: #9, 37(1%)
minecraft.dropped.white_concrete: #10, 165(5%)
minecraft.mined.quartz_bricks: #9, 26(0%)
minecraft.picked_up.light_gray_dye: #9, 30(0%)
minecraft.picked_up.gray_bed: #9, 7(0%)
minecraft.dropped.composter: #9, 1(1%)
minecraft.crafted.soul_campfire: #9, 5(1%)
minecraft.dropped.dark_prismarine: #9, 7(0%)
minecraft.dropped.stripped_birch_log: #9, 1(0%)
minecraft.mined.light_weighted_pressure_plate: #9, 3(0%)
minecraft.dropped.black_banner: #9, 3(0%)
minecraft.picked_up.light_blue_banner: #9, 1(1%)
minecraft.used.light_blue_bed: #9, 9(0%)
minecraft.picked_up.light_blue_bed: #9, 9(0%)
minecraft.picked_up.red_sandstone: #9, 2(0%)
minecraft.crafted.cooked_porkchop: #9, 22(0%)
minecraft.mined.light_blue_bed: #9, 8(0%)
minecraft.crafted.warped_button: #9, 1(0%)
minecraft.dropped.smooth_sandstone_stairs: #9, 3(0%)
minecraft.picked_up.turtle_egg: #9, 14(0%)
minecraft.dropped.light_weighted_pressure_plate: #9, 1(0%)
minecraft.dropped.brown_mushroom: #10, 136(5%)
minecraft.picked_up.black_bed: #9, 2(0%)
minecraft.dropped.prismarine_shard: #9, 46(0%)
minecraft.mined.acacia_wood: #9, 2(0%)
minecraft.used.pink_stained_glass: #9, 2(0%)
minecraft.picked_up.rabbit_foot: #9, 1(0%)
minecraft.picked_up.light_gray_bed: #9, 1(0%)
minecraft.picked_up.honeycomb: #9, 36(0%)
minecraft.dropped.brown_wool: #9, 4(0%)
minecraft.picked_up.blue_bed: #9, 1(0%)
minecraft.dropped.black_terracotta: #9, 1(0%)
minecraft.used.yellow_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.pink_concrete_powder: #9, 2(0%)
minecraft.mined.slime_block: #10, 349(4%)
minecraft.killed.zombie_villager: #10, 19(4%)
minecraft.mined.brown_mushroom: #10, 92(4%)
minecraft.picked_up.lead: #10, 164(4%)
minecraft.crafted.coal: #10, 4524(4%)
minecraft.dropped.golden_helmet: #10, 15(4%)
minecraft.picked_up.filled_map: #10, 194(4%)
minecraft.mined.stone_brick_slab: #10, 503(4%)
minecraft.mined.jungle_log: #10, 5273(4%)
minecraft.killed.zombie: #10, 1257(3%)
minecraft.picked_up.jungle_log: #10, 5412(4%)
minecraft.picked_up.painting: #10, 139(4%)
minecraft.picked_up.cooked_beef: #10, 852(3%)
minecraft.mined.spruce_stairs: #10, 149(4%)
minecraft.mined.dark_oak_slab: #10, 265(4%)
minecraft.picked_up.clay_ball: #10, 1508(3%)
minecraft.used.painting: #10, 145(4%)
minecraft.picked_up.ladder: #10, 263(3%)
minecraft.mined.piston: #10, 156(3%)
minecraft.crafted.dark_oak_planks: #10, 6804(3%)
minecraft.dropped.armor_stand: #10, 10(4%)
minecraft.picked_up.chainmail_leggings: #10, 4(3%)
minecraft.mined.cobweb: #10, 262(3%)
minecraft.crafted.birch_planks: #10, 6524(3%)
minecraft.killed.sheep: #10, 83(3%)
minecraft.mined.polished_basalt: #10, 244(3%)
minecraft.picked_up.wither_rose: #10, 226(4%)
minecraft.dropped.name_tag: #10, 20(3%)
minecraft.crafted.iron_axe: #10, 8(3%)
minecraft.crafted.polished_andesite: #10, 2784(3%)
minecraft.mined.oak_stairs: #10, 56(3%)
minecraft.mined.orange_terracotta: #10, 3890(3%)
minecraft.mined.bone_block: #10, 230(3%)
minecraft.dropped.grass_block: #10, 850(3%)
minecraft.picked_up.yellow_dye: #10, 60(5%)
minecraft.used.spruce_stairs: #10, 374(3%)
minecraft.dropped.leather_boots: #10, 12(3%)
minecraft.picked_up.yellow_shulker_box: #10, 128(2%)
minecraft.crafted.heavy_weighted_pressure_plate: #10, 24(3%)
minecraft.dropped.chainmail_helmet: #10, 4(4%)
minecraft.used.spruce_boat: #10, 12(3%)
minecraft.crafted.oak_boat: #10, 9(3%)
minecraft.custom.fill_cauldron: #10, 6(3%)
minecraft.mined.yellow_shulker_box: #10, 123(2%)
minecraft.picked_up.orange_terracotta: #10, 3595(2%)
minecraft.mined.stone_stairs: #10, 79(2%)
minecraft.killed.endermite: #10, 8(3%)
minecraft.picked_up.enchanting_table: #10, 3(3%)
minecraft.used.cactus: #10, 197(2%)
minecraft.crafted.dark_oak_slab: #10, 838(2%)
minecraft.picked_up.acacia_planks: #10, 56(3%)
minecraft.dropped.jungle_sapling: #10, 13(4%)
minecraft.crafted.dispenser: #10, 86(2%)
minecraft.picked_up.stripped_warped_stem: #10, 68(3%)
minecraft.picked_up.light_gray_concrete: #10, 1058(2%)
minecraft.used.heavy_weighted_pressure_plate: #10, 14(2%)
minecraft.mined.red_mushroom: #10, 19(2%)
minecraft.dropped.oak_slab: #10, 30(2%)
minecraft.dropped.chorus_fruit: #10, 76(2%)
minecraft.used.snowball: #10, 269(2%)
minecraft.crafted.cyan_carpet: #10, 222(2%)
minecraft.mined.dark_oak_planks: #10, 190(2%)
minecraft.crafted.lantern: #10, 302(2%)
minecraft.picked_up.gray_concrete: #10, 2553(2%)
minecraft.used.cyan_carpet: #10, 190(2%)
minecraft.crafted.black_carpet: #10, 1248(2%)
minecraft.crafted.diamond_boots: #10, 4(2%)
minecraft.picked_up.spruce_fence: #10, 190(2%)
minecraft.crafted.acacia_trapdoor: #10, 212(2%)
minecraft.mined.pink_bed: #10, 2(3%)
minecraft.crafted.white_banner: #10, 28(2%)
minecraft.picked_up.stone_brick_wall: #10, 62(2%)
minecraft.mined.stripped_warped_stem: #10, 58(2%)
minecraft.dropped.warped_roots: #10, 57(2%)
minecraft.used.jungle_log: #10, 348(2%)
minecraft.dropped.poisonous_potato: #10, 3(3%)
minecraft.used.stone_stairs: #10, 208(2%)
minecraft.mined.gold_block: #10, 122(2%)
minecraft.broken.diamond_shovel: #10, 1(2%)
minecraft.used.oak_leaves: #10, 3195(1%)
minecraft.mined.black_stained_glass: #10, 95(2%)
minecraft.crafted.leather_chestplate: #10, 23(2%)
minecraft.crafted.jungle_fence: #10, 36(2%)
minecraft.mined.jungle_leaves: #10, 1242(1%)
minecraft.used.jukebox: #10, 2(2%)
minecraft.dropped.spruce_log: #10, 189(1%)
minecraft.used.acacia_log: #10, 151(1%)
minecraft.picked_up.iron_helmet: #11, 24(5%)
minecraft.used.golden_shovel: #10, 46(2%)
minecraft.mined.crimson_planks: #10, 34(1%)
minecraft.custom.fly_one_cm: #11, 84075966(3%)
minecraft.custom.interact_with_smoker: #10, 29(1%)
minecraft.used.sandstone_wall: #10, 163(1%)
minecraft.used.stone_button: #10, 552(1%)
minecraft.crafted.dark_oak_door: #10, 9(2%)
minecraft.picked_up.polished_granite: #10, 65(1%)
minecraft.crafted.cyan_shulker_box: #10, 2(1%)
minecraft.dropped.wheat: #10, 59(1%)
minecraft.mined.black_wall_banner: #10, 5(2%)
minecraft.picked_up.music_disc_chirp: #10, 1(2%)
minecraft.dropped.packed_ice: #10, 39(1%)
minecraft.mined.gray_stained_glass: #10, 47(1%)
minecraft.used.black_wool: #10, 301(1%)
minecraft.crafted.yellow_shulker_box: #10, 3(1%)
minecraft.dropped.glowstone_dust: #10, 15(1%)
minecraft.used.warped_sign: #10, 4(1%)
minecraft.picked_up.glass_bottle: #10, 105(1%)
minecraft.picked_up.melon: #10, 130(1%)
minecraft.used.black_carpet: #10, 1262(1%)
minecraft.crafted.cyan_stained_glass: #10, 568(1%)
minecraft.picked_up.red_mushroom_block: #10, 279(1%)
minecraft.used.jungle_pressure_plate: #10, 2(1%)
minecraft.picked_up.blaze_powder: #10, 18(1%)
minecraft.used.stone_brick_wall: #10, 97(1%)
minecraft.used.spruce_wood: #10, 49(1%)
minecraft.mined.sandstone_wall: #10, 25(1%)
minecraft.used.acacia_button: #10, 2(1%)
minecraft.picked_up.acacia_boat: #10, 1(1%)
minecraft.crafted.light_blue_stained_glass_pane: #10, 48(1%)
minecraft.used.purple_bed: #10, 4(1%)
minecraft.mined.spawner: #10, 1(1%)
minecraft.used.jungle_stairs: #10, 22(1%)
minecraft.picked_up.dark_oak_wood: #10, 8(1%)
minecraft.picked_up.crimson_stairs: #10, 7(1%)
minecraft.mined.black_terracotta: #10, 45(1%)
minecraft.custom.time_since_death: #11, 9035841(2%)
minecraft.picked_up.oak_boat: #11, 64(4%)
minecraft.picked_up.player_head: #11, 672(4%)
minecraft.crafted.smooth_sandstone: #10, 166(1%)
minecraft.mined.acacia_fence: #10, 2(1%)
minecraft.picked_up.dark_oak_leaves: #10, 41(1%)
minecraft.used.light_blue_stained_glass_pane: #10, 26(0%)
minecraft.killed.cave_spider: #10, 119(0%)
minecraft.mined.packed_ice: #10, 461(0%)
minecraft.picked_up.horn_coral_block: #10, 8(1%)
minecraft.used.torch: #11, 14839(4%)
minecraft.dropped.seagrass: #10, 6(0%)
minecraft.picked_up.red_concrete_powder: #10, 71(0%)
minecraft.picked_up.polished_granite_slab: #10, 3(0%)
minecraft.dropped.wooden_shovel: #10, 1(0%)
minecraft.crafted.blue_stained_glass: #10, 64(0%)
minecraft.crafted.sandstone_slab: #10, 126(0%)
minecraft.killed.hoglin: #10, 16(0%)
minecraft.dropped.grindstone: #10, 1(0%)
minecraft.picked_up.prismarine: #10, 60(0%)
minecraft.dropped.acacia_sapling: #10, 2(0%)
minecraft.picked_up.chiseled_sandstone: #10, 6(0%)
minecraft.used.pink_carpet: #10, 9(0%)
minecraft.used.emerald_block: #10, 24(0%)
minecraft.picked_up.emerald_block: #10, 14(0%)
minecraft.killed.mooshroom: #10, 4(0%)
minecraft.picked_up.rabbit: #10, 5(0%)
minecraft.picked_up.rabbit_hide: #10, 6(0%)
minecraft.crafted.sandstone_stairs: #10, 16(0%)
minecraft.dropped.prismarine_crystals: #10, 28(0%)
minecraft.mined.prismarine: #10, 41(0%)
minecraft.dropped.flower_pot: #10, 3(0%)
minecraft.mined.pink_carpet: #10, 1(0%)
minecraft.picked_up.pink_carpet: #10, 1(0%)
minecraft.mined.black_bed: #10, 1(0%)
minecraft.dropped.polished_basalt: #10, 1(0%)
minecraft.used.granite_slab: #10, 1(0%)
minecraft.mined.stripped_spruce_wood: #10, 1(0%)
minecraft.picked_up.stripped_spruce_wood: #10, 1(0%)
minecraft.used.oak_boat: #11, 59(4%)
minecraft.crafted.dried_kelp_block: #10, 40(0%)
minecraft.picked_up.orange_concrete_powder: #10, 6(0%)
minecraft.used.stone: #11, 33884(4%)
minecraft.dropped.ender_pearl: #11, 16033(4%)
minecraft.picked_up.andesite: #11, 15112(4%)
minecraft.custom.open_barrel: #11, 6372(3%)
minecraft.crafted.flint_and_steel: #11, 12(4%)
minecraft.crafted.diamond_pickaxe: #11, 17(3%)
minecraft.picked_up.string: #11, 1882(3%)
minecraft.picked_up.ender_pearl: #11, 14629(3%)
minecraft.picked_up.smooth_stone_slab: #11, 1013(3%)
minecraft.mined.oak_log: #11, 5106(3%)
minecraft.mined.dirt: #11, 36512(3%)
minecraft.dropped.coal: #11, 201(3%)
minecraft.crafted.cooked_beef: #11, 466(3%)
minecraft.mined.cactus: #11, 72(3%)
minecraft.picked_up.polished_andesite: #11, 714(3%)
minecraft.picked_up.spruce_stairs: #11, 198(3%)
minecraft.picked_up.netherite_sword: #11, 16(3%)
minecraft.dropped.string: #11, 583(3%)
minecraft.used.milk_bucket: #11, 5(3%)
minecraft.picked_up.quartz: #11, 5092(3%)
minecraft.used.white_banner: #11, 30(3%)
minecraft.picked_up.dark_oak_slab: #11, 357(3%)
minecraft.custom.interact_with_loom: #11, 25(3%)
minecraft.mined.mushroom_stem: #11, 306(3%)
minecraft.picked_up.basalt: #11, 3180(2%)
minecraft.picked_up.black_stained_glass: #11, 228(3%)
minecraft.custom.eat_cake_slice: #11, 7(3%)
minecraft.used.light_gray_concrete: #11, 1711(3%)
minecraft.mined.cornflower: #11, 33(3%)
minecraft.used.spruce_trapdoor: #11, 1019(2%)
minecraft.crafted.wooden_pickaxe: #11, 1(3%)
minecraft.used.yellow_shulker_box: #11, 124(2%)
minecraft.used.acacia_trapdoor: #11, 268(3%)
minecraft.picked_up.detector_rail: #11, 12(3%)
minecraft.used.stone_brick_slab: #11, 1438(2%)
minecraft.used.spruce_planks: #11, 1430(2%)
minecraft.picked_up.chainmail_helmet: #11, 3(3%)
minecraft.crafted.spruce_stairs: #11, 296(2%)
minecraft.picked_up.shroomlight: #11, 247(2%)
minecraft.picked_up.oak_stairs: #11, 53(2%)
minecraft.used.poppy: #11, 11(3%)
minecraft.picked_up.stone_brick_slab: #11, 545(2%)
minecraft.used.brown_mushroom: #11, 37(2%)
minecraft.mined.tall_grass: #11, 192(2%)
minecraft.used.shears: #11, 14563(2%)
minecraft.mined.white_wall_banner: #11, 5(3%)
minecraft.crafted.stone: #11, 1094(2%)
minecraft.dropped.trident: #11, 2(4%)
minecraft.mined.spruce_fence: #11, 95(2%)
minecraft.used.smooth_stone_slab: #11, 3859(2%)
minecraft.used.iron_sword: #11, 830(2%)
minecraft.crafted.spruce_trapdoor: #11, 694(2%)
minecraft.crafted.birch_fence: #11, 84(2%)
minecraft.picked_up.enchanted_book: #11, 38(2%)
minecraft.mined.black_wool: #11, 41(2%)
minecraft.broken.shears: #11, 48(2%)
minecraft.used.warped_slab: #11, 124(2%)
minecraft.used.iron_shovel: #11, 2179(2%)
minecraft.used.red_terracotta: #11, 501(2%)
minecraft.crafted.nether_brick_wall: #11, 142(3%)
minecraft.mined.light_gray_terracotta: #11, 978(2%)
minecraft.picked_up.poisonous_potato: #11, 5(2%)
minecraft.picked_up.cooked_mutton: #11, 67(2%)
minecraft.dropped.chainmail_boots: #11, 3(2%)
minecraft.crafted.brown_carpet: #11, 126(2%)
minecraft.killed.skeleton: #11, 2116(1%)
minecraft.mined.sea_pickle: #11, 19(2%)
minecraft.mined.white_stained_glass: #11, 154(1%)
minecraft.dropped.diamond_hoe: #11, 1(2%)
minecraft.mined.red_mushroom_block: #11, 496(1%)
minecraft.dropped.leather_helmet: #11, 10(1%)
minecraft.mined.gray_concrete: #11, 2324(1%)
minecraft.crafted.dark_oak_fence: #11, 120(1%)
minecraft.crafted.blackstone_stairs: #11, 60(1%)
minecraft.picked_up.jungle_slab: #11, 114(1%)
minecraft.picked_up.white_stained_glass: #11, 163(1%)
minecraft.crafted.netherite_pickaxe: #11, 1(2%)
minecraft.dropped.acacia_planks: #11, 10(1%)
minecraft.picked_up.cyan_concrete: #11, 364(1%)
minecraft.dropped.emerald: #11, 84(1%)
minecraft.used.tropical_fish_bucket: #11, 5(2%)
minecraft.mined.black_stained_glass_pane: #11, 26(1%)
minecraft.used.gold_block: #11, 163(1%)
minecraft.mined.jungle_slab: #11, 80(1%)
minecraft.dropped.sandstone: #11, 146(1%)
minecraft.dropped.nether_quartz_ore: #11, 16(1%)
minecraft.dropped.nether_gold_ore: #11, 14(1%)
minecraft.dropped.birch_boat: #11, 1(1%)
minecraft.picked_up.brown_terracotta: #11, 333(1%)
minecraft.mined.polished_blackstone_button: #11, 2(1%)
minecraft.crafted.birch_button: #11, 8(1%)
minecraft.picked_up.netherite_hoe: #11, 2(1%)
minecraft.picked_up.warped_sign: #11, 3(1%)
minecraft.crafted.snow_block: #11, 591(1%)
minecraft.dropped.white_bed: #11, 1(1%)
minecraft.mined.light_gray_concrete_powder: #11, 26(1%)
minecraft.picked_up.spruce_fence_gate: #11, 8(1%)
minecraft.used.stripped_oak_log: #11, 27(1%)
minecraft.dropped.slime_block: #11, 30(1%)
minecraft.used.birch_button: #11, 6(1%)
minecraft.picked_up.purple_bed: #11, 3(1%)
minecraft.dropped.gold_block: #11, 12(1%)
minecraft.picked_up.sandstone_wall: #11, 25(1%)
minecraft.used.black_stained_glass: #11, 501(1%)
minecraft.crafted.spruce_wood: #11, 51(1%)
minecraft.picked_up.horn_coral: #11, 2(1%)
minecraft.mined.sponge: #11, 33(1%)
minecraft.crafted.pink_carpet: #11, 24(1%)
minecraft.used.wet_sponge: #11, 32(1%)
minecraft.crafted.dark_oak_button: #11, 12(1%)
minecraft.crafted.jungle_stairs: #11, 24(1%)
minecraft.picked_up.clock: #11, 1(1%)
minecraft.used.music_disc_cat: #11, 1(1%)
minecraft.crafted.spruce_fence_gate: #11, 10(0%)
minecraft.picked_up.quartz_bricks: #11, 24(0%)
minecraft.picked_up.red_stained_glass: #11, 16(0%)
minecraft.dropped.spruce_sign: #11, 5(0%)
minecraft.killed.spider: #12, 170(4%)
minecraft.crafted.black_banner: #11, 3(0%)
minecraft.dropped.shulker_shell: #11, 3(0%)
minecraft.crafted.fletching_table: #11, 2(0%)
minecraft.used.warped_fence_gate: #11, 1(0%)
minecraft.crafted.nether_brick: #11, 163(0%)
minecraft.mined.prismarine_bricks: #11, 61(0%)
minecraft.used.dark_oak_wood: #11, 13(0%)
minecraft.crafted.gray_bed: #11, 1(0%)
minecraft.crafted.quartz_pillar: #11, 76(0%)
minecraft.crafted.warped_fence_gate: #11, 1(0%)
minecraft.mined.chiseled_sandstone: #11, 3(0%)
minecraft.used.light_gray_bed: #11, 1(0%)
minecraft.dropped.quartz_slab: #11, 4(0%)
minecraft.killed.rabbit: #11, 2(0%)
minecraft.used.polished_granite_stairs: #11, 1(0%)
minecraft.mined.yellow_stained_glass_pane: #11, 2(0%)
minecraft.crafted.dark_oak_wood: #11, 6(0%)
minecraft.dropped.gray_stained_glass: #11, 1(0%)
minecraft.picked_up.experience_bottle: #11, 1(0%)
minecraft.dropped.hay_block: #11, 1(0%)
minecraft.used.chiseled_sandstone: #11, 2(0%)
minecraft.picked_up.granite: #12, 12726(4%)
minecraft.picked_up.redstone: #12, 15430(4%)
minecraft.mined.furnace: #12, 121(3%)
minecraft.picked_up.golden_chestplate: #12, 15(3%)
minecraft.used.dirt: #12, 27823(3%)
minecraft.picked_up.iron_ore: #12, 3342(3%)
minecraft.mined.spruce_wall_sign: #12, 13(3%)
minecraft.used.spruce_sign: #12, 68(3%)
minecraft.picked_up.oak_log: #12, 5631(3%)
minecraft.dropped.netherrack: #12, 10827(3%)
minecraft.mined.wheat: #12, 1734(3%)
minecraft.used.wooden_pickaxe: #12, 18(3%)
minecraft.picked_up.golden_leggings: #12, 13(3%)
minecraft.picked_up.furnace: #12, 132(2%)
minecraft.mined.polished_andesite: #12, 508(3%)
minecraft.picked_up.magma_cream: #12, 131(3%)
minecraft.mined.white_stained_glass_pane: #12, 61(3%)
minecraft.mined.nether_brick_fence: #12, 34(3%)
minecraft.picked_up.slime_block: #12, 364(3%)
minecraft.used.spruce_slab: #12, 1165(2%)
minecraft.mined.shroomlight: #12, 191(2%)
minecraft.custom.pot_flower: #12, 36(2%)
minecraft.used.stonecutter: #12, 63(2%)
minecraft.crafted.warped_stairs: #12, 64(2%)
minecraft.crafted.spruce_sign: #12, 51(2%)
minecraft.used.gravel: #12, 950(2%)
minecraft.mined.terracotta: #12, 7495(2%)
minecraft.mined.spruce_slab: #12, 261(2%)
minecraft.mined.nether_gold_ore: #12, 180(2%)
minecraft.picked_up.terracotta: #12, 7520(2%)
minecraft.used.flower_pot: #12, 42(2%)
minecraft.mined.warped_trapdoor: #12, 18(2%)
minecraft.custom.target_hit: #12, 259(2%)
minecraft.mined.enchanting_table: #12, 2(2%)
minecraft.used.end_rod: #12, 254(2%)
minecraft.picked_up.mycelium: #12, 3574(2%)
minecraft.picked_up.light_gray_terracotta: #12, 1217(2%)
minecraft.mined.white_terracotta: #12, 1020(2%)
minecraft.dropped.redstone_block: #12, 40(2%)
minecraft.picked_up.white_terracotta: #12, 1166(2%)
minecraft.picked_up.brick: #12, 49(2%)
minecraft.dropped.diamond: #12, 200(2%)
minecraft.dropped.birch_sapling: #12, 26(2%)
minecraft.picked_up.salmon: #12, 22(2%)
minecraft.picked_up.jungle_sapling: #12, 93(2%)
minecraft.picked_up.kelp: #12, 3077(1%)
minecraft.used.mycelium: #12, 524(1%)
minecraft.used.trident: #12, 118(2%)
minecraft.mined.kelp_plant: #12, 308(1%)
minecraft.used.white_wool: #12, 540(1%)
minecraft.picked_up.armor_stand: #12, 58(1%)
minecraft.broken.iron_shovel: #12, 6(1%)
minecraft.crafted.golden_helmet: #12, 2(1%)
minecraft.used.brown_carpet: #12, 89(1%)
minecraft.mined.dark_oak_log: #12, 976(1%)
minecraft.used.warped_stairs: #12, 39(1%)
minecraft.picked_up.warped_fungus: #12, 115(1%)
minecraft.used.diamond_hoe: #12, 1994(1%)
minecraft.picked_up.gilded_blackstone: #12, 21(1%)
minecraft.dropped.mycelium: #12, 377(1%)
minecraft.dropped.chainmail_chestplate: #12, 2(2%)
minecraft.killed.silverfish: #12, 12(1%)
minecraft.dropped.mutton: #12, 11(1%)
minecraft.mined.coarse_dirt: #12, 316(1%)
minecraft.picked_up.golden_shovel: #12, 2(1%)
minecraft.picked_up.stone_stairs: #12, 79(1%)
minecraft.used.dark_oak_door: #12, 8(2%)
minecraft.used.warped_stem: #12, 244(1%)
minecraft.used.polished_basalt: #12, 287(1%)
minecraft.mined.birch_fence_gate: #12, 5(1%)
minecraft.crafted.light_gray_shulker_box: #12, 3(1%)
minecraft.crafted.smooth_stone: #12, 641(1%)
minecraft.used.snow_block: #12, 670(1%)
minecraft.dropped.bowl: #12, 1(1%)
minecraft.crafted.brown_shulker_box: #12, 2(1%)
minecraft.picked_up.dark_oak_door: #12, 6(1%)
minecraft.custom.interact_with_furnace: #13, 2779(5%)
minecraft.mined.white_tulip: #12, 8(1%)
minecraft.picked_up.coarse_dirt: #12, 417(1%)
minecraft.crafted.dark_oak_pressure_plate: #12, 1(1%)
minecraft.dropped.warped_nylium: #12, 4(1%)
minecraft.mined.jungle_stairs: #12, 12(1%)
minecraft.dropped.jungle_sign: #12, 3(1%)
minecraft.dropped.warped_wart_block: #12, 64(1%)
minecraft.picked_up.flower_pot: #12, 19(1%)
minecraft.picked_up.nether_brick: #12, 75(1%)
minecraft.mined.pumpkin: #12, 71(1%)
minecraft.broken.golden_shovel: #12, 1(1%)
minecraft.mined.emerald_ore: #12, 5(1%)
minecraft.dropped.spruce_door: #12, 2(1%)
minecraft.used.spruce_fence_gate: #12, 14(1%)
minecraft.used.dead_bush: #12, 8(1%)
minecraft.dropped.glass_bottle: #12, 37(1%)
minecraft.used.pink_bed: #12, 2(1%)
minecraft.mined.brown_concrete: #12, 32(1%)
minecraft.mined.red_tulip: #12, 5(1%)
minecraft.killed.villager: #12, 4(1%)
minecraft.dropped.soul_soil: #12, 19(1%)
minecraft.mined.purple_bed: #12, 2(1%)
minecraft.custom.walk_under_water_one_cm: #13, 7891137(2%)
minecraft.picked_up.sandstone_stairs: #12, 28(1%)
minecraft.used.crimson_stairs: #12, 11(1%)
minecraft.picked_up.jungle_stairs: #12, 11(0%)
minecraft.used.light_gray_stained_glass: #12, 137(1%)
minecraft.used.black_stained_glass_pane: #12, 77(0%)
minecraft.dropped.spider_eye: #12, 65(0%)
minecraft.dropped.birch_fence: #12, 2(1%)
minecraft.crafted.smooth_sandstone_slab: #12, 96(1%)
minecraft.used.brown_bed: #12, 3(1%)
minecraft.dropped.pumpkin: #12, 57(0%)
minecraft.mined.green_terracotta: #12, 11(0%)
minecraft.mined.red_stained_glass: #12, 9(0%)
minecraft.picked_up.sweet_berries: #12, 150(0%)
minecraft.mined.nether_sprouts: #12, 13(0%)
minecraft.dropped.nether_brick: #12, 18(0%)
minecraft.picked_up.light_weighted_pressure_plate: #12, 7(0%)
minecraft.crafted.light_gray_terracotta: #12, 72(0%)
minecraft.picked_up.dark_oak_button: #12, 2(0%)
minecraft.used.polished_granite_slab: #12, 3(0%)
minecraft.used.dark_oak_button: #12, 5(0%)
minecraft.mined.smoker: #12, 1(0%)
minecraft.crafted.cooked_salmon: #12, 1(0%)
minecraft.dropped.clay: #12, 1(0%)
minecraft.mined.horn_coral: #12, 1(0%)
minecraft.mined.light_blue_stained_glass_pane: #12, 4(0%)
minecraft.dropped.melon: #12, 5(0%)
minecraft.dropped.red_dye: #12, 2(0%)
minecraft.picked_up.cyan_concrete_powder: #12, 13(0%)
minecraft.picked_up.yellow_stained_glass_pane: #12, 2(0%)
minecraft.used.red_stained_glass: #12, 14(0%)
minecraft.used.light_weighted_pressure_plate: #12, 8(0%)
minecraft.picked_up.purple_concrete_powder: #12, 4(0%)
minecraft.mined.stripped_oak_wood: #12, 2(0%)
minecraft.crafted.sponge: #12, 3(0%)
minecraft.used.red_sand: #12, 14(0%)
minecraft.killed.zombified_piglin: #12, 84(0%)
minecraft.used.stripped_oak_wood: #12, 1(0%)
minecraft.picked_up.stone: #13, 135121(4%)
minecraft.used.cooked_beef: #13, 703(3%)
minecraft.mined.gold_ore: #13, 765(3%)
minecraft.picked_up.spruce_planks: #13, 754(3%)
minecraft.picked_up.polished_basalt: #13, 247(3%)
minecraft.picked_up.wheat: #13, 1857(2%)
minecraft.mined.warped_fungus: #13, 55(3%)
minecraft.mined.nether_quartz_ore: #13, 2633(2%)
minecraft.mined.spruce_planks: #13, 439(2%)
minecraft.picked_up.netherite_leggings: #13, 10(2%)
minecraft.used.bone_meal: #13, 6285(2%)
minecraft.crafted.spruce_planks: #13, 10643(2%)
minecraft.crafted.painting: #13, 19(2%)
minecraft.mined.farmland: #13, 59(2%)
minecraft.crafted.diamond_chestplate: #13, 2(2%)
minecraft.picked_up.dark_oak_planks: #13, 345(2%)
minecraft.picked_up.pufferfish: #13, 14(2%)
minecraft.picked_up.spruce_slab: #13, 369(2%)
minecraft.used.andesite: #13, 1409(2%)
minecraft.mined.clay: #13, 392(2%)
minecraft.picked_up.warped_trapdoor: #13, 18(2%)
minecraft.mined.warped_nylium: #13, 138(2%)
minecraft.dropped.spruce_planks: #13, 74(1%)
minecraft.picked_up.warped_nylium: #13, 132(1%)
minecraft.mined.bamboo: #13, 232(1%)
minecraft.used.warped_nylium: #13, 60(2%)
minecraft.picked_up.spruce_sign: #13, 40(1%)
minecraft.crafted.dark_oak_stairs: #13, 216(2%)
minecraft.used.spruce_door: #13, 10(2%)
minecraft.picked_up.rotten_flesh: #13, 3177(1%)
minecraft.used.brown_terracotta: #13, 567(2%)
minecraft.crafted.hay_block: #13, 122(1%)
minecraft.picked_up.lapis_block: #13, 56(1%)
minecraft.picked_up.stripped_oak_log: #13, 70(1%)
minecraft.used.sea_lantern: #13, 695(1%)
minecraft.picked_up.gray_shulker_box: #13, 51(1%)
minecraft.mined.stripped_oak_log: #13, 62(1%)
minecraft.picked_up.pumpkin: #13, 333(1%)
minecraft.crafted.coarse_dirt: #13, 784(1%)
minecraft.crafted.glass: #13, 3933(1%)
