stat, rank, value, (percentage) 
minecraft.killed.pillager: #1, 33729(96%)
minecraft.used.warped_fence: #10, 32(2%)
minecraft.crafted.acacia_sign: #10, 24(2%)
minecraft.crafted.light_blue_shulker_box: #10, 4(2%)
minecraft.dropped.shield: #10, 3(2%)
minecraft.picked_up.jungle_trapdoor: #10, 34(2%)
minecraft.used.oak_button: #10, 16(1%)
minecraft.crafted.smithing_table: #10, 23(1%)
minecraft.mined.birch_fence: #10, 20(1%)
minecraft.used.terracotta: #10, 462(1%)
minecraft.dropped.polished_blackstone_slab: #10, 8(2%)
minecraft.mined.purple_concrete_powder: #10, 2(2%)
minecraft.killed.slime: #10, 585(1%)
minecraft.used.nether_brick_fence: #10, 28(1%)
minecraft.dropped.cyan_stained_glass: #10, 6(2%)
minecraft.mined.lime_terracotta: #10, 11(1%)
minecraft.crafted.black_banner: #10, 14(1%)
minecraft.mined.diorite_wall: #10, 14(2%)
minecraft.used.dark_oak_fence_gate: #10, 52(1%)
minecraft.picked_up.acacia_sapling: #10, 85(1%)
minecraft.crafted.name_tag: #10, 29(1%)
minecraft.picked_up.spectral_arrow: #10, 70(1%)
minecraft.dropped.arrow: #10, 855(1%)
minecraft.mined.acacia_log: #10, 300(1%)
minecraft.used.stripped_spruce_log: #10, 21(1%)
minecraft.dropped.cooked_chicken: #10, 9(1%)
minecraft.mined.gray_wool: #10, 38(1%)
minecraft.crafted.acacia_button: #10, 4(2%)
minecraft.mined.orange_tulip: #10, 9(1%)
minecraft.dropped.rabbit_hide: #10, 3(1%)
minecraft.crafted.snow: #10, 48(1%)
minecraft.crafted.red_stained_glass: #10, 352(1%)
minecraft.crafted.enchanted_book: #10, 76(1%)
minecraft.crafted.oak_button: #10, 11(1%)
minecraft.used.sandstone: #10, 1059(1%)
minecraft.dropped.iron_boots: #10, 24(1%)
minecraft.picked_up.black_terracotta: #10, 101(1%)
minecraft.picked_up.green_concrete_powder: #10, 152(1%)
minecraft.used.fishing_rod: #10, 153(1%)
minecraft.dropped.wooden_sword: #10, 2(1%)
minecraft.dropped.phantom_membrane: #10, 3(1%)
minecraft.picked_up.sandstone_stairs: #10, 42(1%)
minecraft.picked_up.acacia_slab: #10, 9(1%)
minecraft.picked_up.brain_coral: #10, 2(1%)
minecraft.mined.cut_sandstone: #10, 42(1%)
minecraft.custom.aviate_one_cm: #11, 826899279(4%)
minecraft.dropped.mossy_cobblestone: #10, 6(1%)
minecraft.used.baked_potato: #10, 16(1%)
minecraft.mined.acacia_slab: #10, 6(1%)
minecraft.picked_up.polished_diorite_slab: #10, 12(1%)
minecraft.dropped.red_wool: #10, 9(1%)
minecraft.dropped.pumpkin_seeds: #10, 60(0%)
minecraft.crafted.cookie: #10, 90(1%)
minecraft.picked_up.polished_granite_stairs: #10, 2(1%)
minecraft.used.chorus_fruit: #10, 8(0%)
minecraft.mined.red_stained_glass_pane: #10, 4(1%)
minecraft.dropped.polished_blackstone: #10, 3(0%)
minecraft.custom.interact_with_anvil: #11, 457(4%)
minecraft.dropped.light_gray_stained_glass: #10, 8(1%)
minecraft.used.sandstone_stairs: #10, 63(0%)
minecraft.crafted.diamond: #11, 2700(4%)
minecraft.dropped.honey_block: #10, 6(0%)
minecraft.mined.brain_coral: #10, 2(0%)
minecraft.crafted.granite_stairs: #10, 4(1%)
minecraft.crafted.jack_o_lantern: #10, 11(0%)
minecraft.used.chiseled_nether_bricks: #10, 6(0%)
minecraft.crafted.lime_wool: #10, 3(0%)
minecraft.crafted.brick_wall: #10, 6(0%)
minecraft.mined.coal_ore: #11, 10539(4%)
minecraft.used.polished_granite_stairs: #10, 2(0%)
minecraft.dropped.gray_stained_glass_pane: #10, 2(0%)
minecraft.used.lime_terracotta: #10, 7(0%)
minecraft.dropped.polished_blackstone_brick_slab: #10, 1(0%)
minecraft.picked_up.chest: #11, 1146(4%)
minecraft.dropped.yellow_wool: #10, 2(0%)
minecraft.picked_up.pink_stained_glass: #10, 1(0%)
minecraft.dropped.white_stained_glass_pane: #10, 4(0%)
minecraft.used.end_stone_bricks: #10, 23(0%)
minecraft.picked_up.blue_carpet: #10, 1(0%)
minecraft.crafted.honey_block: #10, 1(0%)
minecraft.killed.piglin: #11, 85(4%)
minecraft.used.barrel: #11, 365(4%)
minecraft.crafted.redstone_block: #11, 1876(4%)
minecraft.picked_up.diamond_leggings: #11, 18(3%)
minecraft.picked_up.chainmail_boots: #11, 5(4%)
minecraft.crafted.stone_pressure_plate: #11, 104(3%)
minecraft.picked_up.diamond_helmet: #11, 16(3%)
minecraft.picked_up.chainmail_leggings: #11, 4(3%)
minecraft.picked_up.lead: #11, 133(3%)
minecraft.picked_up.netherite_boots: #11, 18(3%)
minecraft.picked_up.golden_carrot: #11, 1214(3%)
minecraft.used.composter: #11, 76(3%)
minecraft.used.spruce_slab: #11, 1500(3%)
minecraft.used.cobblestone_stairs: #11, 117(3%)
minecraft.crafted.wheat: #11, 747(3%)
minecraft.picked_up.diamond: #11, 1701(3%)
minecraft.picked_up.birch_log: #11, 2218(3%)
minecraft.dropped.leather_boots: #11, 12(3%)
minecraft.dropped.sand: #11, 1763(3%)
minecraft.mined.enchanting_table: #11, 3(4%)
minecraft.crafted.iron_nugget: #11, 4741(3%)
minecraft.mined.birch_log: #11, 1936(2%)
minecraft.picked_up.gold_ingot: #11, 348(2%)
minecraft.used.ender_chest: #11, 372(2%)
minecraft.picked_up.end_rod: #11, 441(2%)
minecraft.dropped.soul_sand: #11, 198(3%)
minecraft.mined.white_terracotta: #11, 1480(3%)
minecraft.crafted.white_concrete_powder: #11, 7536(2%)
minecraft.picked_up.ender_chest: #11, 369(2%)
minecraft.mined.ender_chest: #11, 339(2%)
minecraft.picked_up.iron_pickaxe: #11, 7(3%)
minecraft.picked_up.white_terracotta: #11, 1637(2%)
minecraft.used.firework_rocket: #11, 551(2%)
minecraft.custom.pot_flower: #11, 39(2%)
minecraft.dropped.iron_leggings: #11, 5(3%)
minecraft.dropped.stick: #11, 1073(2%)
minecraft.picked_up.oak_button: #11, 9(3%)
minecraft.picked_up.iron_door: #11, 13(2%)
minecraft.picked_up.brick: #11, 64(3%)
minecraft.custom.sprint_one_cm: #12, 120945570(4%)
minecraft.used.flower_pot: #11, 43(2%)
minecraft.crafted.blackstone_wall: #11, 60(3%)
minecraft.dropped.chorus_fruit: #11, 69(2%)
minecraft.used.iron_door: #11, 19(2%)
minecraft.dropped.redstone: #11, 205(2%)
minecraft.picked_up.cooked_chicken: #11, 52(2%)
minecraft.picked_up.stone_brick_wall: #11, 61(2%)
minecraft.crafted.iron_door: #11, 18(2%)
minecraft.dropped.netherite_leggings: #11, 1(3%)
minecraft.mined.loom: #11, 6(2%)
minecraft.mined.grindstone: #11, 19(2%)
minecraft.picked_up.polished_diorite: #11, 76(2%)
minecraft.killed_by.vindicator: #11, 1(3%)
minecraft.picked_up.stone_pressure_plate: #11, 23(2%)
minecraft.crafted.netherite_scrap: #11, 46(2%)
minecraft.killed.cod: #11, 33(2%)
minecraft.picked_up.splash_potion: #11, 13(1%)
minecraft.used.cyan_carpet: #11, 139(2%)
minecraft.dropped.red_shulker_box: #11, 1(2%)
minecraft.crafted.black_stained_glass: #11, 1352(1%)
minecraft.crafted.brown_shulker_box: #11, 3(2%)
minecraft.crafted.activator_rail: #11, 6(3%)
minecraft.picked_up.cyan_carpet: #11, 33(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #11, 197(1%)
minecraft.picked_up.diamond_horse_armor: #11, 1(2%)
minecraft.crafted.player_head: #11, 150(1%)
minecraft.picked_up.iron_nugget: #11, 200(1%)
minecraft.picked_up.diorite_wall: #11, 16(2%)
minecraft.crafted.warped_fence: #11, 30(1%)
minecraft.picked_up.birch_fence: #11, 20(1%)
minecraft.dropped.shulker_box: #11, 16(1%)
minecraft.mined.jungle_stairs: #11, 14(1%)
minecraft.picked_up.music_disc_chirp: #11, 1(2%)
minecraft.crafted.yellow_shulker_box: #11, 3(1%)
minecraft.crafted.polished_granite: #11, 256(1%)
minecraft.used.polished_diorite: #11, 112(1%)
minecraft.dropped.jungle_boat: #11, 1(2%)
minecraft.mined.nether_brick_wall: #11, 15(1%)
minecraft.picked_up.crimson_roots: #11, 169(1%)
minecraft.crafted.gold_nugget: #11, 1584(1%)
minecraft.picked_up.fletching_table: #11, 6(1%)
minecraft.crafted.sandstone: #11, 154(1%)
minecraft.crafted.wooden_sword: #11, 2(1%)
minecraft.custom.damage_blocked_by_shield: #11, 1620(1%)
minecraft.killed.salmon: #11, 7(1%)
minecraft.used.loom: #11, 7(1%)
minecraft.dropped.nether_wart: #11, 25(1%)
minecraft.used.polished_blackstone_pressure_plate: #11, 7(1%)
minecraft.picked_up.seagrass: #11, 69(1%)
minecraft.mined.magenta_concrete_powder: #11, 1(1%)
minecraft.used.fletching_table: #11, 5(1%)
minecraft.picked_up.beetroot_seeds: #11, 45(1%)
minecraft.used.black_banner: #11, 7(1%)
minecraft.used.jungle_trapdoor: #11, 32(1%)
minecraft.picked_up.cut_sandstone: #11, 43(1%)
minecraft.dropped.white_tulip: #11, 1(1%)
minecraft.picked_up.light_blue_terracotta: #11, 13(1%)
minecraft.crafted.polished_granite_slab: #11, 6(1%)
minecraft.mined.sandstone_wall: #11, 18(1%)
minecraft.picked_up.light_gray_wool: #11, 166(0%)
minecraft.used.brown_mushroom_block: #11, 64(0%)
minecraft.mined.oak_wood: #11, 16(1%)
minecraft.dropped.andesite_wall: #11, 5(1%)
minecraft.crafted.leather_helmet: #11, 4(0%)
minecraft.mined.polished_granite_slab: #11, 1(1%)
minecraft.used.cooked_salmon: #11, 7(1%)
minecraft.crafted.white_terracotta: #11, 64(1%)
minecraft.mined.snow_block: #11, 137(0%)
minecraft.used.gray_wool: #11, 108(0%)
minecraft.dropped.oak_door: #11, 1(1%)
minecraft.picked_up.packed_ice: #11, 507(0%)
minecraft.mined.smoker: #11, 2(0%)
minecraft.picked_up.oak_wood: #11, 15(0%)
minecraft.picked_up.red_stained_glass_pane: #11, 4(1%)
minecraft.picked_up.stripped_birch_wood: #11, 5(0%)
minecraft.mined.stripped_birch_wood: #11, 5(0%)
minecraft.used.diorite_wall: #11, 9(0%)
minecraft.picked_up.orange_carpet: #11, 6(0%)
minecraft.used.magenta_wool: #11, 6(0%)
minecraft.picked_up.polished_granite_slab: #11, 3(0%)
minecraft.used.crimson_fence_gate: #11, 1(1%)
minecraft.picked_up.lime_banner: #11, 2(0%)
minecraft.mined.acacia_leaves: #11, 86(0%)
minecraft.mined.beetroots: #11, 5(0%)
minecraft.crafted.cake: #11, 2(0%)
minecraft.dropped.black_carpet: #11, 3(0%)
minecraft.dropped.cauldron: #11, 1(0%)
minecraft.used.stripped_birch_wood: #11, 5(0%)
minecraft.broken.stone_shovel: #11, 1(0%)
minecraft.picked_up.beetroot: #11, 6(0%)
minecraft.crafted.crimson_fence_gate: #11, 1(0%)
minecraft.dropped.orange_wool: #11, 2(0%)
minecraft.crafted.brick_stairs: #11, 4(0%)
minecraft.used.jack_o_lantern: #11, 6(0%)
minecraft.mined.bubble_coral_fan: #11, 1(0%)
minecraft.crafted.ladder: #12, 510(4%)
minecraft.used.magenta_concrete_powder: #11, 24(0%)
minecraft.crafted.magenta_terracotta: #11, 12(0%)
minecraft.crafted.yellow_terracotta: #11, 12(0%)
minecraft.crafted.magenta_concrete_powder: #11, 24(0%)
minecraft.dropped.dark_oak_trapdoor: #11, 2(0%)
minecraft.picked_up.cyan_concrete_powder: #11, 17(0%)
minecraft.dropped.polished_basalt: #11, 1(0%)
minecraft.mined.magenta_wool: #11, 1(0%)
minecraft.dropped.gray_carpet: #11, 3(0%)
minecraft.crafted.dark_prismarine_slab: #11, 6(0%)
minecraft.dropped.jungle_trapdoor: #11, 1(0%)
minecraft.dropped.blackstone_slab: #11, 1(0%)
minecraft.dropped.orange_dye: #11, 1(0%)
minecraft.mined.brain_coral_block: #11, 1(0%)
minecraft.custom.sleep_in_bed: #12, 1427(4%)
minecraft.picked_up.leather_boots: #12, 19(4%)
minecraft.picked_up.leather_leggings: #12, 17(4%)
minecraft.mined.ladder: #12, 79(4%)
minecraft.used.cooked_beef: #12, 739(3%)
minecraft.used.diamond_axe: #12, 23710(3%)
minecraft.picked_up.diamond_sword: #12, 32(3%)
minecraft.picked_up.coal: #12, 11375(3%)
minecraft.mined.anvil: #12, 34(3%)
minecraft.picked_up.iron_sword: #12, 12(3%)
minecraft.picked_up.diamond_axe: #12, 18(3%)
minecraft.dropped.netherite_sword: #12, 3(4%)
minecraft.picked_up.oak_sign: #12, 138(3%)
minecraft.picked_up.firework_rocket: #12, 3544(3%)
minecraft.killed.ghast: #12, 100(3%)
minecraft.dropped.string: #12, 560(3%)
minecraft.mined.oak_wall_sign: #12, 42(3%)
minecraft.used.oak_sign: #12, 205(3%)
minecraft.picked_up.flint_and_steel: #12, 10(3%)
minecraft.dropped.wooden_pickaxe: #12, 1(5%)
minecraft.mined.stone_bricks: #12, 1921(3%)
minecraft.crafted.netherite_sword: #12, 1(5%)
minecraft.custom.boat_one_cm: #12, 6334159(2%)
minecraft.dropped.diorite: #12, 1823(3%)
minecraft.picked_up.basalt: #12, 3163(2%)
minecraft.picked_up.slime_ball: #12, 1201(2%)
minecraft.picked_up.spruce_stairs: #12, 155(2%)
minecraft.picked_up.pink_shulker_box: #12, 46(3%)
minecraft.used.pink_shulker_box: #12, 43(3%)
minecraft.used.iron_bars: #12, 637(2%)
minecraft.mined.pink_shulker_box: #12, 45(3%)
minecraft.dropped.written_book: #12, 16(2%)
minecraft.mined.basalt: #12, 3830(2%)
minecraft.picked_up.ender_pearl: #12, 7992(2%)
minecraft.used.anvil: #12, 73(2%)
minecraft.crafted.spruce_boat: #12, 5(3%)
minecraft.broken.flint_and_steel: #12, 2(3%)
minecraft.mined.oak_stairs: #12, 36(2%)
minecraft.dropped.white_concrete: #12, 63(2%)
minecraft.dropped.bone: #12, 722(2%)
minecraft.picked_up.gold_block: #12, 206(2%)
minecraft.mined.white_wall_banner: #12, 4(2%)
minecraft.dropped.purpur_pillar: #12, 7(2%)
minecraft.mined.brown_concrete_powder: #12, 12(2%)
minecraft.picked_up.gray_concrete: #12, 2234(2%)
minecraft.picked_up.sugar_cane: #12, 4881(1%)
minecraft.picked_up.acacia_button: #12, 1(3%)
minecraft.mined.dark_oak_wall_sign: #12, 4(2%)
minecraft.used.pumpkin: #12, 97(1%)
minecraft.dropped.chainmail_boots: #12, 3(2%)
minecraft.used.armor_stand: #12, 67(1%)
minecraft.crafted.cyan_carpet: #12, 156(2%)
minecraft.crafted.composter: #12, 40(1%)
minecraft.crafted.compass: #12, 66(1%)
minecraft.used.egg: #12, 131(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #12, 12(1%)
minecraft.picked_up.cobweb: #12, 76(2%)
minecraft.dropped.end_stone_bricks: #12, 17(2%)
minecraft.dropped.terracotta: #12, 81(1%)
minecraft.picked_up.dark_oak_log: #12, 1206(1%)
minecraft.picked_up.spruce_fence: #12, 126(1%)
minecraft.picked_up.glass_pane: #12, 79(1%)
minecraft.mined.gray_concrete: #12, 2154(1%)
minecraft.dropped.iron_ingot: #12, 442(1%)
minecraft.dropped.lead: #12, 7(1%)
minecraft.picked_up.green_concrete: #12, 139(1%)
minecraft.crafted.black_carpet: #12, 768(1%)
minecraft.crafted.black_wool: #12, 64(1%)
minecraft.used.acacia_sign: #12, 16(1%)
minecraft.dropped.smooth_stone_slab: #12, 71(1%)
minecraft.killed.magma_cube: #12, 339(1%)
minecraft.crafted.glass_bottle: #12, 327(1%)
minecraft.crafted.jungle_boat: #12, 3(2%)
minecraft.crafted.polished_basalt: #12, 260(1%)
minecraft.picked_up.brick_stairs: #12, 14(2%)
minecraft.mined.magenta_stained_glass: #12, 5(1%)
minecraft.used.glowstone: #12, 194(1%)
minecraft.used.stone_hoe: #12, 106(1%)
minecraft.mined.twisting_vines: #12, 9(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #12, 8(1%)
minecraft.crafted.acacia_trapdoor: #12, 104(1%)
minecraft.crafted.shears: #12, 133(1%)
minecraft.picked_up.acacia_log: #12, 303(1%)
minecraft.dropped.jungle_button: #12, 1(1%)
minecraft.crafted.gold_block: #12, 392(1%)
minecraft.picked_up.cyan_concrete: #12, 264(1%)
minecraft.used.brown_wool: #12, 64(1%)
minecraft.picked_up.jungle_fence: #12, 8(1%)
minecraft.crafted.warped_sign: #12, 6(1%)
minecraft.used.birch_fence: #12, 31(1%)
minecraft.crafted.andesite_wall: #12, 72(1%)
minecraft.dropped.iron_door: #12, 1(1%)
minecraft.crafted.dark_oak_door: #12, 6(1%)
minecraft.crafted.mossy_cobblestone_slab: #12, 6(1%)
minecraft.crafted.lime_bed: #12, 1(1%)
minecraft.mined.green_concrete: #12, 91(1%)
minecraft.dropped.tripwire_hook: #12, 4(1%)
minecraft.used.green_concrete: #12, 77(1%)
minecraft.used.acacia_trapdoor: #12, 67(1%)
minecraft.mined.black_wall_banner: #12, 3(1%)
minecraft.dropped.clock: #12, 1(1%)
minecraft.picked_up.yellow_banner: #12, 1(1%)
minecraft.used.green_concrete_powder: #12, 296(1%)
minecraft.used.cyan_wool: #12, 23(1%)
minecraft.picked_up.cooked_salmon: #12, 3(1%)
minecraft.used.black_stained_glass: #12, 450(0%)
minecraft.dropped.beef: #12, 5(1%)
minecraft.used.yellow_wool: #12, 27(1%)
minecraft.crafted.orange_bed: #12, 1(1%)
minecraft.picked_up.sandstone_wall: #12, 18(1%)
minecraft.dropped.barrel: #12, 2(1%)
minecraft.mined.granite_stairs: #12, 1(1%)
minecraft.mined.birch_pressure_plate: #12, 1(1%)
minecraft.picked_up.cyan_wool: #12, 30(0%)
minecraft.used.nether_brick_stairs: #12, 30(0%)
minecraft.used.blackstone_stairs: #12, 34(0%)
minecraft.picked_up.birch_pressure_plate: #12, 1(1%)
minecraft.picked_up.smoker: #12, 2(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #12, 5(0%)
minecraft.picked_up.red_mushroom_block: #12, 119(0%)
minecraft.used.black_carpet: #12, 506(0%)
minecraft.dropped.jungle_slab: #12, 9(0%)
minecraft.mined.jack_o_lantern: #12, 2(0%)
minecraft.picked_up.red_stained_glass: #12, 16(0%)
minecraft.dropped.light_gray_carpet: #12, 5(0%)
minecraft.crafted.polished_andesite_stairs: #12, 24(0%)
minecraft.mined.polished_blackstone_pressure_plate: #12, 1(0%)
minecraft.crafted.red_stained_glass_pane: #12, 16(0%)
minecraft.picked_up.nether_brick_wall: #12, 11(0%)
minecraft.used.purple_bed: #12, 2(0%)
minecraft.picked_up.jack_o_lantern: #12, 2(0%)
minecraft.dropped.polished_andesite: #12, 16(0%)
minecraft.dropped.grindstone: #12, 1(0%)
minecraft.used.light_gray_wool: #12, 45(0%)
minecraft.dropped.cobblestone_wall: #12, 6(0%)
minecraft.dropped.chicken: #12, 9(0%)
minecraft.dropped.chain: #12, 7(0%)
minecraft.used.melon: #12, 3(0%)
minecraft.used.pink_wool: #12, 6(0%)
minecraft.used.red_stained_glass_pane: #12, 4(0%)
minecraft.used.orange_carpet: #12, 18(0%)
minecraft.used.light_blue_terracotta: #12, 13(0%)
minecraft.used.beetroot_seeds: #12, 6(0%)
minecraft.mined.light_weighted_pressure_plate: #12, 1(0%)
minecraft.crafted.bricks: #12, 80(0%)
minecraft.picked_up.light_blue_bed: #12, 3(0%)
minecraft.killed.snow_golem: #12, 1(0%)
minecraft.used.snow: #12, 35(0%)
minecraft.crafted.orange_carpet: #12, 12(0%)
minecraft.crafted.red_terracotta: #12, 12(0%)
minecraft.dropped.flower_pot: #12, 1(0%)
minecraft.crafted.clay: #12, 2(0%)
minecraft.crafted.dark_oak_wood: #12, 3(0%)
minecraft.used.torch: #13, 13111(4%)
minecraft.killed.creeper: #13, 332(3%)
minecraft.picked_up.powered_rail: #13, 584(3%)
minecraft.picked_up.elytra: #13, 54(3%)
minecraft.mined.redstone_ore: #13, 3669(3%)
minecraft.mined.crafting_table: #13, 226(3%)
minecraft.killed.zombie_villager: #13, 15(3%)
minecraft.crafted.jungle_planks: #13, 10224(3%)
minecraft.picked_up.chipped_anvil: #13, 17(3%)
minecraft.picked_up.crafting_table: #13, 234(3%)
minecraft.dropped.dirt: #13, 2942(3%)
minecraft.picked_up.diamond_shovel: #13, 28(3%)
minecraft.crafted.netherite_leggings: #13, 1(5%)
minecraft.used.chain: #13, 365(3%)
minecraft.mined.cobblestone: #13, 1785(3%)
minecraft.crafted.dropper: #13, 232(3%)
minecraft.dropped.diamond_sword: #13, 7(2%)
minecraft.picked_up.glowstone: #13, 320(2%)
minecraft.dropped.elytra: #13, 5(3%)
minecraft.picked_up.name_tag: #13, 24(2%)
minecraft.mined.wheat: #13, 1412(2%)
minecraft.picked_up.enchanting_table: #13, 3(3%)
minecraft.picked_up.stone_bricks: #13, 1967(2%)
minecraft.used.detector_rail: #13, 12(2%)
minecraft.dropped.netherrack: #13, 7730(2%)
minecraft.dropped.leather_chestplate: #13, 9(2%)
minecraft.mined.bone_block: #13, 170(2%)
minecraft.mined.sugar_cane: #13, 1688(2%)
minecraft.used.white_stained_glass_pane: #13, 251(2%)
minecraft.used.stone_brick_slab: #13, 1206(2%)
minecraft.used.tripwire_hook: #13, 14(2%)
minecraft.mined.spruce_slab: #13, 258(2%)
minecraft.picked_up.nether_quartz_ore: #13, 681(2%)
minecraft.dropped.name_tag: #13, 12(2%)
minecraft.picked_up.cake: #13, 1(3%)
minecraft.picked_up.dragon_head: #13, 8(2%)
minecraft.mined.shroomlight: #13, 156(2%)
minecraft.used.grass_block: #13, 5772(1%)
minecraft.mined.diamond_block: #13, 130(2%)
minecraft.dropped.glass: #13, 153(2%)
minecraft.mined.cartography_table: #13, 3(2%)
minecraft.custom.interact_with_stonecutter: #13, 126(2%)
minecraft.used.white_concrete: #13, 4299(1%)
minecraft.picked_up.mutton: #13, 82(2%)
minecraft.picked_up.warped_stairs: #13, 14(2%)
minecraft.used.iron_ore: #13, 11(2%)
minecraft.mined.flower_pot: #13, 5(2%)
minecraft.used.dark_oak_log: #13, 434(2%)
minecraft.used.hay_block: #13, 28(2%)
minecraft.picked_up.oak_stairs: #13, 34(1%)
minecraft.custom.interact_with_blast_furnace: #13, 28(1%)
minecraft.used.spruce_stairs: #13, 188(1%)
minecraft.mined.spruce_door: #13, 2(2%)
minecraft.dropped.coal_ore: #13, 113(2%)
minecraft.dropped.ender_pearl: #13, 5154(1%)
minecraft.used.jungle_log: #13, 272(1%)
minecraft.dropped.leather_helmet: #13, 10(1%)
minecraft.picked_up.honey_block: #13, 90(1%)
minecraft.picked_up.gunpowder: #13, 1871(1%)
minecraft.dropped.oak_boat: #13, 2(2%)
minecraft.mined.tall_grass: #13, 113(1%)
minecraft.crafted.birch_fence: #13, 57(2%)
minecraft.dropped.bow: #13, 93(1%)
minecraft.mined.dragon_wall_head: #13, 4(1%)
minecraft.mined.daylight_detector: #13, 3(1%)
minecraft.picked_up.iron_hoe: #13, 1(2%)
minecraft.picked_up.loom: #13, 6(1%)
minecraft.dropped.magma_cream: #13, 15(1%)
minecraft.mined.dark_oak_log: #13, 770(1%)
minecraft.broken.iron_sword: #13, 1(2%)
minecraft.crafted.light_gray_shulker_box: #13, 3(1%)
minecraft.mined.polished_blackstone_brick_stairs: #13, 26(1%)
minecraft.crafted.nether_bricks: #13, 512(1%)
minecraft.picked_up.brown_mushroom_block: #13, 502(1%)
minecraft.mined.bookshelf: #13, 90(1%)
minecraft.mined.cyan_carpet: #13, 11(1%)
minecraft.picked_up.daylight_detector: #13, 3(1%)
minecraft.picked_up.grindstone: #13, 20(1%)
minecraft.used.gold_block: #13, 132(1%)
minecraft.killed.dolphin: #13, 1(1%)
minecraft.mined.black_stained_glass: #13, 45(1%)
minecraft.mined.smooth_sandstone: #13, 167(1%)
minecraft.mined.black_wool: #13, 16(1%)
minecraft.used.dark_oak_fence: #13, 64(1%)
minecraft.dropped.warped_wart_block: #13, 56(1%)
minecraft.dropped.nether_gold_ore: #13, 10(1%)
minecraft.dropped.nether_quartz_ore: #13, 11(1%)
minecraft.crafted.dark_oak_fence_gate: #13, 32(1%)
minecraft.used.red_banner: #13, 4(1%)
minecraft.crafted.red_bed: #13, 1(1%)
minecraft.crafted.bread: #13, 161(1%)
minecraft.mined.light_gray_concrete_powder: #13, 19(1%)
minecraft.picked_up.blue_concrete: #13, 65(1%)
minecraft.dropped.magenta_stained_glass: #13, 1(1%)
minecraft.crafted.red_wool: #13, 16(1%)
minecraft.mined.brick_stairs: #13, 4(1%)
minecraft.picked_up.phantom_membrane: #13, 29(0%)
minecraft.used.stone_brick_wall: #13, 72(1%)
minecraft.mined.purple_bed: #13, 2(1%)
minecraft.killed.cat: #13, 1(1%)
minecraft.used.blue_concrete: #13, 68(0%)
minecraft.picked_up.bricks: #13, 77(1%)
minecraft.picked_up.purple_bed: #13, 2(1%)
minecraft.used.light_gray_terracotta: #13, 147(0%)
minecraft.picked_up.granite_stairs: #13, 1(1%)
minecraft.picked_up.jungle_stairs: #13, 11(0%)
minecraft.picked_up.polished_blackstone_pressure_plate: #13, 2(1%)
minecraft.dropped.polished_andesite_slab: #13, 21(0%)
minecraft.used.blackstone_wall: #13, 31(0%)
minecraft.crafted.magenta_stained_glass: #13, 16(1%)
minecraft.used.orange_bed: #13, 1(1%)
minecraft.crafted.pink_bed: #13, 1(1%)
minecraft.picked_up.lime_terracotta: #13, 10(0%)
minecraft.mined.acacia_wall_sign: #13, 3(0%)
minecraft.crafted.jungle_trapdoor: #13, 22(0%)
minecraft.picked_up.green_wool: #13, 53(0%)
minecraft.used.black_terracotta: #13, 94(0%)
minecraft.dropped.jungle_sign: #13, 1(0%)
minecraft.used.stone_shovel: #13, 132(0%)
minecraft.used.mushroom_stem: #13, 21(0%)
minecraft.used.purple_wool: #13, 6(0%)
minecraft.dropped.warped_fungus: #13, 2(0%)
minecraft.picked_up.smooth_sandstone_stairs: #13, 21(0%)
minecraft.dropped.oxeye_daisy: #13, 6(0%)
minecraft.mined.sandstone_stairs: #13, 11(0%)
minecraft.crafted.fletching_table: #13, 2(0%)
minecraft.picked_up.honey_bottle: #13, 2(0%)
minecraft.used.spruce_leaves: #13, 108(0%)
minecraft.used.orange_wool: #13, 13(0%)
minecraft.dropped.poppy: #13, 162(0%)
minecraft.dropped.clay: #13, 1(0%)
minecraft.crafted.sandstone_wall: #13, 12(0%)
minecraft.used.cut_sandstone: #13, 35(0%)
minecraft.mined.smooth_sandstone_stairs: #13, 9(0%)
minecraft.used.light_blue_bed: #13, 3(0%)
minecraft.mined.green_concrete_powder: #13, 6(0%)
minecraft.mined.light_blue_bed: #13, 2(0%)
minecraft.used.smooth_sandstone_stairs: #13, 25(0%)
minecraft.used.oak_wood: #13, 15(0%)
minecraft.crafted.cooked_chicken: #13, 3(0%)
minecraft.used.red_sand: #13, 9(0%)
minecraft.killed.zombified_piglin: #13, 68(0%)
minecraft.picked_up.blue_dye: #13, 1(0%)
minecraft.custom.fall_one_cm: #14, 7430487(3%)
minecraft.custom.drop: #14, 8231(3%)
minecraft.custom.interact_with_smithing_table: #14, 30(3%)
minecraft.used.crafting_table: #14, 256(3%)
minecraft.used.chipped_anvil: #14, 11(3%)
minecraft.picked_up.ladder: #14, 216(3%)
minecraft.dropped.granite: #14, 1613(3%)
minecraft.picked_up.lapis_lazuli: #14, 3892(3%)
minecraft.picked_up.coal_ore: #14, 2497(3%)
minecraft.killed.zombie: #14, 881(2%)
minecraft.mined.glowstone: #14, 271(3%)
minecraft.crafted.oak_slab: #14, 642(3%)
minecraft.mined.oak_sign: #14, 17(2%)
minecraft.dropped.diamond_axe: #14, 4(3%)
