stat, rank, value, (percentage) 
minecraft.dropped.shroomlight: #16, 1(0%)
minecraft.picked_up.nether_brick: #16, 4(0%)
minecraft.crafted.dark_oak_button: #16, 1(0%)
minecraft.used.acacia_planks: #16, 1(0%)
minecraft.picked_up.red_concrete_powder: #16, 8(0%)
minecraft.dropped.spruce_trapdoor: #16, 2(0%)
minecraft.dropped.jungle_leaves: #16, 1(0%)
minecraft.picked_up.sandstone_wall: #16, 1(0%)
minecraft.dropped.spruce_fence: #16, 1(0%)
minecraft.used.green_terracotta: #16, 2(0%)
minecraft.killed.witch: #16, 8(0%)
minecraft.picked_up.light_blue_wool: #16, 1(0%)
minecraft.used.light_gray_stained_glass: #16, 2(0%)
minecraft.picked_up.yellow_concrete_powder: #16, 1(0%)
minecraft.picked_up.writable_book: #17, 11(3%)
minecraft.killed.spider: #17, 92(2%)
minecraft.picked_up.composter: #17, 30(2%)
minecraft.used.black_shulker_box: #17, 121(2%)
minecraft.crafted.diamond_hoe: #17, 2(2%)
minecraft.picked_up.elytra: #17, 29(2%)
minecraft.picked_up.flint_and_steel: #17, 6(2%)
minecraft.picked_up.diamond: #17, 1060(2%)
minecraft.picked_up.mossy_cobblestone: #17, 58(2%)
minecraft.picked_up.string: #17, 839(1%)
minecraft.picked_up.oak_trapdoor: #17, 48(2%)
minecraft.picked_up.red_shulker_box: #17, 127(1%)
minecraft.mined.red_shulker_box: #17, 124(1%)
minecraft.mined.glowstone: #17, 156(1%)
minecraft.used.rail: #17, 754(1%)
minecraft.used.spruce_sign: #17, 31(1%)
minecraft.used.composter: #17, 32(1%)
minecraft.custom.inspect_dispenser: #17, 216(1%)
minecraft.mined.cobweb: #17, 98(1%)
minecraft.mined.powered_rail: #17, 112(1%)
minecraft.used.chipped_anvil: #17, 4(1%)
minecraft.used.dispenser: #17, 41(1%)
minecraft.picked_up.nether_bricks: #17, 422(1%)
minecraft.used.grass_block: #17, 3548(1%)
minecraft.mined.polished_andesite_slab: #17, 58(1%)
minecraft.dropped.diamond_boots: #17, 2(1%)
minecraft.picked_up.armor_stand: #17, 36(1%)
minecraft.custom.interact_with_stonecutter: #17, 71(1%)
minecraft.mined.tall_grass: #17, 79(1%)
minecraft.used.powered_rail: #17, 216(1%)
minecraft.used.spruce_planks: #17, 473(1%)
minecraft.used.observer: #17, 167(1%)
minecraft.mined.cornflower: #17, 10(1%)
minecraft.dropped.diamond_helmet: #17, 1(1%)
minecraft.picked_up.polished_andesite_slab: #17, 78(1%)
minecraft.dropped.chainmail_leggings: #17, 1(1%)
minecraft.used.oak_trapdoor: #17, 52(1%)
minecraft.picked_up.jungle_leaves: #17, 387(1%)
minecraft.crafted.fishing_rod: #17, 2(1%)
minecraft.picked_up.mossy_stone_bricks: #17, 10(1%)
minecraft.picked_up.glass_pane: #17, 39(1%)
minecraft.used.crimson_nylium: #17, 22(1%)
minecraft.picked_up.ink_sac: #17, 233(0%)
minecraft.crafted.wheat: #17, 135(1%)
minecraft.dropped.crafting_table: #17, 3(1%)
minecraft.dropped.magma_cream: #17, 7(1%)
minecraft.crafted.brown_shulker_box: #17, 1(1%)
minecraft.used.cobblestone_slab: #17, 103(0%)
minecraft.mined.hay_block: #17, 7(0%)
minecraft.used.light_gray_shulker_box: #17, 12(0%)
minecraft.used.grindstone: #17, 16(0%)
minecraft.picked_up.music_disc_cat: #17, 1(0%)
minecraft.crafted.hay_block: #17, 31(0%)
minecraft.mined.diamond_block: #17, 24(0%)
minecraft.mined.flower_pot: #17, 1(0%)
minecraft.mined.honey_block: #17, 15(0%)
minecraft.dropped.potion: #17, 13(0%)
minecraft.mined.sandstone: #17, 1277(0%)
minecraft.dropped.white_concrete: #17, 9(0%)
minecraft.crafted.stone_hoe: #17, 1(0%)
minecraft.picked_up.acacia_log: #17, 97(0%)
minecraft.picked_up.jungle_sapling: #17, 14(0%)
minecraft.custom.play_noteblock: #17, 23(0%)
minecraft.used.gold_ore: #17, 1(0%)
minecraft.mined.spruce_fence_gate: #17, 1(0%)
minecraft.picked_up.cooked_mutton: #17, 9(0%)
minecraft.mined.acacia_log: #17, 67(0%)
minecraft.killed.salmon: #17, 2(0%)
minecraft.picked_up.snowball: #17, 492(0%)
minecraft.picked_up.gilded_blackstone: #17, 3(0%)
minecraft.mined.rose_bush: #17, 2(0%)
minecraft.mined.smooth_quartz_stairs: #17, 7(0%)
minecraft.used.quartz_pillar: #17, 37(0%)
minecraft.picked_up.acacia_sapling: #17, 13(0%)
minecraft.killed.iron_golem: #17, 1(0%)
minecraft.dropped.oak_slab: #17, 2(0%)
minecraft.dropped.emerald: #17, 10(0%)
minecraft.picked_up.dark_oak_sapling: #17, 15(0%)
minecraft.used.chorus_fruit: #17, 3(0%)
minecraft.picked_up.lapis_block: #17, 5(0%)
minecraft.mined.purple_carpet: #17, 1(0%)
minecraft.picked_up.tube_coral_fan: #17, 1(0%)
minecraft.mined.dark_oak_leaves: #17, 53(0%)
minecraft.killed.blaze: #17, 39(0%)
minecraft.crafted.emerald: #17, 641(0%)
minecraft.mined.lime_terracotta: #17, 1(0%)
minecraft.mined.warped_planks: #17, 1(0%)
minecraft.picked_up.spruce_fence_gate: #17, 1(0%)
minecraft.dropped.pumpkin_seeds: #17, 10(0%)
minecraft.mined.brown_carpet: #17, 1(0%)
minecraft.used.birch_fence: #17, 2(0%)
minecraft.picked_up.packed_ice: #17, 67(0%)
minecraft.used.sandstone: #17, 55(0%)
minecraft.mined.emerald_block: #17, 3(0%)
minecraft.dropped.packed_ice: #17, 1(0%)
minecraft.used.cut_sandstone: #17, 3(0%)
minecraft.mined.packed_ice: #17, 11(0%)
minecraft.used.sandstone_wall: #17, 1(0%)
minecraft.used.emerald_block: #17, 1(0%)
minecraft.crafted.snow_block: #17, 1(0%)
minecraft.crafted.diamond_pickaxe: #18, 9(2%)
minecraft.picked_up.netherite_leggings: #18, 7(2%)
minecraft.used.red_shulker_box: #18, 123(1%)
minecraft.crafted.minecart: #18, 50(1%)
minecraft.crafted.diamond_shovel: #18, 4(1%)
minecraft.crafted.coal: #18, 1278(1%)
minecraft.picked_up.hopper: #18, 154(1%)
minecraft.mined.dispenser: #18, 18(1%)
minecraft.picked_up.netherite_helmet: #18, 5(1%)
minecraft.crafted.lapis_block: #18, 179(1%)
minecraft.crafted.diamond_axe: #18, 2(1%)
minecraft.used.anvil: #18, 35(1%)
minecraft.picked_up.spruce_sign: #18, 25(1%)
minecraft.used.dark_oak_sign: #18, 9(1%)
minecraft.used.campfire: #18, 28(1%)
minecraft.dropped.diamond_leggings: #18, 1(1%)
minecraft.used.comparator: #18, 69(1%)
minecraft.picked_up.powered_rail: #18, 116(1%)
minecraft.crafted.netherite_ingot: #18, 9(1%)
minecraft.used.note_block: #18, 35(1%)
minecraft.mined.birch_trapdoor: #18, 7(1%)
minecraft.crafted.glass_pane: #18, 96(1%)
minecraft.dropped.bone: #18, 221(1%)
minecraft.mined.ancient_debris: #18, 38(1%)
minecraft.picked_up.gold_ingot: #18, 71(0%)
minecraft.dropped.red_mushroom: #18, 6(1%)
minecraft.picked_up.iron_trapdoor: #18, 30(0%)
minecraft.crafted.dark_oak_sign: #18, 6(0%)
minecraft.crafted.oak_trapdoor: #18, 34(0%)
minecraft.picked_up.pumpkin: #18, 119(0%)
minecraft.mined.daylight_detector: #18, 1(0%)
minecraft.picked_up.birch_planks: #18, 59(0%)
minecraft.custom.eat_cake_slice: #18, 1(0%)
minecraft.crafted.coarse_dirt: #18, 256(0%)
minecraft.used.glass_pane: #18, 26(0%)
minecraft.dropped.blackstone: #18, 50(0%)
minecraft.picked_up.daylight_detector: #18, 1(0%)
minecraft.mined.loom: #18, 1(0%)
minecraft.mined.quartz_stairs: #18, 23(0%)
minecraft.mined.dark_oak_fence: #18, 4(0%)
minecraft.used.dark_oak_fence: #18, 18(0%)
minecraft.picked_up.loom: #18, 1(0%)
minecraft.mined.smooth_stone: #18, 60(0%)
minecraft.used.iron_hoe: #18, 72(0%)
minecraft.used.blue_concrete_powder: #18, 40(0%)
minecraft.picked_up.warped_planks: #18, 3(0%)
minecraft.picked_up.smooth_quartz_stairs: #18, 10(0%)
minecraft.used.birch_trapdoor: #18, 13(0%)
minecraft.dropped.crimson_roots: #18, 4(0%)
minecraft.crafted.blue_concrete_powder: #18, 40(0%)
minecraft.picked_up.smooth_sandstone: #18, 56(0%)
minecraft.used.jungle_sign: #18, 2(0%)
minecraft.mined.smooth_sandstone: #18, 30(0%)
minecraft.crafted.spruce_fence_gate: #18, 4(0%)
minecraft.dropped.oak_trapdoor: #18, 1(0%)
minecraft.crafted.stonecutter: #18, 2(0%)
minecraft.dropped.white_terracotta: #18, 2(0%)
minecraft.crafted.fermented_spider_eye: #18, 11(0%)
minecraft.used.birch_planks: #18, 33(0%)
minecraft.picked_up.gold_nugget: #18, 273(0%)
minecraft.picked_up.golden_sword: #18, 2(0%)
minecraft.dropped.red_terracotta: #18, 1(0%)
minecraft.dropped.spruce_log: #18, 6(0%)
minecraft.used.fern: #18, 2(0%)
minecraft.dropped.quartz: #18, 3(0%)
minecraft.dropped.iron_boots: #18, 1(0%)
minecraft.picked_up.rabbit_hide: #18, 1(0%)
minecraft.picked_up.spectral_arrow: #18, 1(0%)
minecraft.mined.smooth_sandstone_stairs: #18, 1(0%)
minecraft.custom.climb_one_cm: #19, 2656465(2%)
minecraft.crafted.torch: #19, 6682(2%)
minecraft.killed.zombie_villager: #19, 10(2%)
minecraft.crafted.chest: #19, 1091(2%)
minecraft.picked_up.lead: #19, 53(1%)
minecraft.picked_up.redstone_block: #19, 131(1%)
minecraft.crafted.diamond_sword: #19, 2(1%)
minecraft.crafted.spruce_planks: #19, 6624(1%)
minecraft.dropped.diamond_sword: #19, 3(1%)
minecraft.picked_up.cooked_beef: #19, 241(1%)
minecraft.picked_up.rail: #19, 480(1%)
minecraft.mined.lantern: #19, 26(1%)
minecraft.mined.hopper: #19, 109(1%)
minecraft.used.wooden_pickaxe: #19, 6(1%)
minecraft.picked_up.lever: #19, 44(1%)
minecraft.used.hopper: #19, 343(1%)
minecraft.crafted.redstone_torch: #19, 539(1%)
minecraft.picked_up.dispenser: #19, 18(1%)
minecraft.picked_up.chainmail_boots: #19, 1(1%)
minecraft.picked_up.glowstone: #19, 90(1%)
minecraft.picked_up.oak_stairs: #19, 17(1%)
minecraft.crafted.bow: #19, 39(1%)
minecraft.mined.blast_furnace: #19, 4(1%)
minecraft.picked_up.comparator: #19, 30(1%)
minecraft.crafted.dispenser: #19, 25(1%)
minecraft.crafted.stone: #19, 320(1%)
minecraft.mined.spruce_fence: #19, 27(1%)
minecraft.picked_up.ancient_debris: #19, 42(1%)
minecraft.dropped.netherite_pickaxe: #19, 1(1%)
minecraft.mined.oak_stairs: #19, 10(1%)
minecraft.crafted.dark_oak_trapdoor: #19, 62(1%)
minecraft.picked_up.note_block: #19, 14(1%)
minecraft.used.damaged_anvil: #19, 1(1%)
minecraft.mined.spruce_trapdoor: #19, 62(0%)
minecraft.dropped.leather_boots: #19, 2(1%)
minecraft.crafted.cobblestone_wall: #19, 48(0%)
minecraft.crafted.jungle_planks: #19, 1212(0%)
minecraft.used.black_concrete: #19, 335(0%)
minecraft.picked_up.spider_eye: #19, 105(0%)
minecraft.picked_up.blue_concrete: #19, 48(0%)
minecraft.picked_up.cauldron: #19, 3(0%)
minecraft.dropped.lead: #19, 2(0%)
minecraft.picked_up.splash_potion: #19, 3(0%)
minecraft.mined.note_block: #19, 4(0%)
minecraft.picked_up.golden_apple: #19, 2(0%)
minecraft.crafted.dark_oak_slab: #19, 108(0%)
minecraft.used.diamond_block: #19, 27(0%)
minecraft.picked_up.spruce_fence: #19, 28(0%)
minecraft.mined.cobblestone_stairs: #19, 4(0%)
minecraft.used.mossy_stone_bricks: #19, 8(0%)
minecraft.used.shears: #19, 1790(0%)
minecraft.dropped.leather_helmet: #19, 2(0%)
minecraft.custom.interact_with_blast_furnace: #19, 5(0%)
minecraft.used.oak_sapling: #19, 102(0%)
minecraft.mined.bone_block: #19, 19(0%)
minecraft.crafted.dropper: #19, 19(0%)
minecraft.picked_up.hay_block: #19, 9(0%)
minecraft.picked_up.blaze_rod: #19, 39(0%)
minecraft.used.spruce_fence_gate: #19, 5(0%)
minecraft.used.polished_blackstone_brick_stairs: #19, 16(0%)
minecraft.picked_up.flower_pot: #19, 5(0%)
minecraft.used.bread: #19, 8(0%)
minecraft.mined.redstone_lamp: #19, 3(0%)
minecraft.picked_up.coarse_dirt: #19, 78(0%)
minecraft.broken.shears: #19, 4(0%)
minecraft.used.birch_sapling: #19, 20(0%)
minecraft.used.pumpkin_seeds: #19, 3(0%)
minecraft.used.birch_log: #19, 26(0%)
minecraft.crafted.dark_oak_stairs: #19, 20(0%)
minecraft.picked_up.redstone_lamp: #19, 3(0%)
minecraft.crafted.smithing_table: #19, 2(0%)
minecraft.picked_up.cooked_chicken: #19, 3(0%)
minecraft.dropped.cooked_chicken: #19, 1(0%)
minecraft.used.magma_block: #19, 57(0%)
minecraft.killed.hoglin: #19, 8(0%)
minecraft.dropped.lever: #19, 1(0%)
minecraft.picked_up.quartz_pillar: #19, 5(0%)
minecraft.dropped.rotten_flesh: #19, 490(0%)
minecraft.picked_up.stripped_birch_log: #19, 4(0%)
minecraft.picked_up.grass: #19, 16(0%)
minecraft.dropped.light_gray_stained_glass_pane: #19, 9(0%)
minecraft.crafted.gold_nugget: #19, 144(0%)
minecraft.picked_up.dark_oak_fence: #19, 3(0%)
minecraft.picked_up.red_wool: #19, 15(0%)
minecraft.picked_up.potato: #19, 20(0%)
minecraft.picked_up.brown_carpet: #19, 2(0%)
minecraft.picked_up.purple_carpet: #19, 1(0%)
minecraft.crafted.grindstone: #19, 2(0%)
minecraft.dropped.potato: #19, 5(0%)
minecraft.used.vine: #19, 1(0%)
minecraft.picked_up.podzol: #19, 22(0%)
minecraft.mined.melon: #19, 3(0%)
minecraft.dropped.golden_sword: #19, 1(0%)
minecraft.mined.podzol: #19, 13(0%)
minecraft.dropped.chicken: #19, 1(0%)
minecraft.used.packed_ice: #19, 5(0%)
minecraft.picked_up.brown_wool: #19, 2(0%)
minecraft.dropped.nether_wart_block: #19, 1(0%)
minecraft.used.smooth_sandstone: #19, 9(0%)
minecraft.picked_up.smooth_sandstone_stairs: #19, 1(0%)
minecraft.crafted.golden_carrot: #19, 14(0%)
minecraft.used.brown_mushroom_block: #19, 1(0%)
minecraft.used.grass: #19, 1(0%)
minecraft.custom.interact_with_smithing_table: #20, 20(2%)
minecraft.dropped.diamond_pickaxe: #20, 4(1%)
minecraft.crafted.stick: #20, 7220(1%)
minecraft.crafted.iron_sword: #20, 4(1%)
minecraft.crafted.iron_hoe: #20, 1(1%)
minecraft.picked_up.bow: #20, 50(1%)
minecraft.crafted.hopper: #20, 238(1%)
minecraft.mined.rail: #20, 214(1%)
minecraft.used.splash_potion: #20, 11(1%)
minecraft.mined.cauldron: #20, 2(1%)
minecraft.custom.inspect_dropper: #20, 173(1%)
minecraft.mined.repeater: #20, 32(1%)
minecraft.mined.tripwire: #20, 14(1%)
minecraft.picked_up.blast_furnace: #20, 4(1%)
minecraft.crafted.repeater: #20, 89(1%)
minecraft.picked_up.smooth_stone: #20, 234(1%)
minecraft.mined.cactus: #20, 11(0%)
minecraft.mined.damaged_anvil: #20, 1(0%)
minecraft.mined.comparator: #20, 9(0%)
minecraft.picked_up.damaged_anvil: #20, 1(0%)
minecraft.used.white_concrete: #20, 1014(0%)
minecraft.picked_up.pumpkin_seeds: #20, 99(0%)
minecraft.used.pumpkin: #20, 22(0%)
minecraft.used.stonecutter: #20, 9(0%)
minecraft.dropped.leather_chestplate: #20, 1(0%)
minecraft.dropped.golden_chestplate: #20, 1(0%)
minecraft.dropped.spruce_planks: #20, 12(0%)
minecraft.dropped.golden_leggings: #20, 1(0%)
minecraft.picked_up.cobblestone_stairs: #20, 4(0%)
minecraft.used.jungle_leaves: #20, 51(0%)
minecraft.picked_up.sandstone: #20, 841(0%)
minecraft.used.dark_oak_trapdoor: #20, 22(0%)
minecraft.mined.bookshelf: #20, 18(0%)
minecraft.dropped.bow: #20, 13(0%)
minecraft.crafted.composter: #20, 5(0%)
minecraft.picked_up.dark_oak_log: #20, 170(0%)
minecraft.used.ender_pearl: #20, 20(0%)
minecraft.crafted.bread: #20, 36(0%)
minecraft.used.redstone_lamp: #20, 6(0%)
minecraft.mined.quartz_pillar: #20, 5(0%)
minecraft.used.dark_oak_planks: #20, 42(0%)
minecraft.used.blue_concrete: #20, 17(0%)
minecraft.used.coarse_dirt: #20, 85(0%)
minecraft.dropped.crossbow: #20, 2(0%)
minecraft.dropped.arrow: #20, 79(0%)
minecraft.used.blackstone: #20, 83(0%)
minecraft.used.dark_oak_stairs: #20, 10(0%)
minecraft.used.cooked_porkchop: #20, 8(0%)
minecraft.picked_up.book: #20, 25(0%)
minecraft.used.gold_block: #20, 8(0%)
minecraft.mined.stripped_birch_log: #20, 2(0%)
minecraft.picked_up.bread: #20, 2(0%)
minecraft.dropped.birch_leaves: #20, 1(0%)
minecraft.killed.cave_spider: #20, 4(0%)
minecraft.used.smooth_sandstone_stairs: #20, 1(0%)
minecraft.picked_up.redstone: #21, 7663(2%)
minecraft.crafted.redstone_block: #21, 704(1%)
minecraft.picked_up.lapis_lazuli: #21, 1935(1%)
minecraft.crafted.birch_planks: #21, 2664(1%)
minecraft.picked_up.arrow: #21, 1011(1%)
minecraft.custom.inspect_hopper: #21, 363(1%)
minecraft.picked_up.spruce_door: #21, 4(1%)
minecraft.crafted.dark_oak_planks: #21, 1296(1%)
minecraft.picked_up.redstone_torch: #21, 60(1%)
minecraft.used.repeater: #21, 113(1%)
minecraft.mined.redstone_wire: #21, 95(1%)
minecraft.used.spruce_log: #21, 152(1%)
minecraft.crafted.piston: #21, 90(0%)
minecraft.picked_up.repeater: #21, 47(0%)
minecraft.custom.enchant_item: #21, 17(1%)
minecraft.picked_up.spruce_trapdoor: #21, 96(0%)
minecraft.custom.interact_with_grindstone: #21, 11(0%)
minecraft.picked_up.netherite_shovel: #21, 2(0%)
minecraft.crafted.white_shulker_box: #21, 1(0%)
minecraft.crafted.red_shulker_box: #21, 1(0%)
minecraft.used.oak_planks: #21, 56(0%)
minecraft.picked_up.dropper: #21, 11(0%)
minecraft.used.cobblestone_stairs: #21, 11(0%)
minecraft.mined.stonecutter: #21, 7(0%)
minecraft.picked_up.stonecutter: #21, 7(0%)
minecraft.picked_up.diamond_block: #21, 27(0%)
minecraft.picked_up.vine: #21, 38(0%)
minecraft.killed.pig: #21, 2(0%)
minecraft.crafted.anvil: #21, 9(0%)
minecraft.picked_up.netherite_axe: #21, 1(0%)
minecraft.mined.dark_oak_trapdoor: #21, 6(0%)
minecraft.mined.smithing_table: #21, 1(0%)
minecraft.mined.vine: #21, 34(0%)
minecraft.used.smithing_table: #21, 2(0%)
minecraft.mined.dark_oak_stairs: #21, 6(0%)
minecraft.mined.dark_oak_log: #21, 87(0%)
minecraft.mined.dark_oak_planks: #21, 10(0%)
minecraft.mined.dark_oak_slab: #21, 7(0%)
minecraft.picked_up.dark_oak_trapdoor: #21, 6(0%)
minecraft.picked_up.crying_obsidian: #21, 2(0%)
minecraft.picked_up.dark_oak_stairs: #21, 5(0%)
minecraft.used.dark_oak_slab: #21, 20(0%)
minecraft.picked_up.dark_oak_slab: #21, 7(0%)
minecraft.used.polished_blackstone_bricks: #21, 17(0%)
minecraft.mined.gold_block: #21, 3(0%)
minecraft.used.mycelium: #21, 8(0%)
minecraft.picked_up.white_concrete_powder: #21, 26(0%)
minecraft.dropped.feather: #21, 1(0%)
minecraft.used.cobblestone: #22, 2809(1%)
minecraft.used.redstone: #22, 322(0%)
minecraft.crafted.spruce_stairs: #22, 52(0%)
minecraft.picked_up.netherite_sword: #22, 2(0%)
minecraft.mined.redstone_wall_torch: #22, 6(0%)
minecraft.used.iron_ore: #22, 2(0%)
minecraft.picked_up.spruce_stairs: #22, 16(0%)
minecraft.mined.spruce_planks: #22, 47(0%)
minecraft.mined.redstone_block: #22, 8(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #22, 24(0%)
minecraft.picked_up.smithing_table: #22, 1(0%)
minecraft.mined.stripped_oak_log: #22, 4(0%)
minecraft.picked_up.gold_block: #22, 5(0%)
minecraft.dropped.redstone: #22, 5(0%)
minecraft.crafted.birch_trapdoor: #22, 2(0%)
minecraft.crafted.redstone: #23, 1539(1%)
minecraft.used.spruce_stairs: #23, 45(0%)
minecraft.used.redstone_torch: #23, 33(0%)
minecraft.picked_up.spruce_planks: #23, 67(0%)
minecraft.mined.spruce_stairs: #23, 9(0%)
minecraft.picked_up.netherite_boots: #23, 1(0%)
minecraft.picked_up.netherite_pickaxe: #23, 1(0%)
minecraft.used.piston: #23, 13(0%)
minecraft.mined.piston: #23, 4(0%)
minecraft.mined.dropper: #23, 2(0%)
minecraft.used.dropper: #23, 5(0%)
minecraft.picked_up.dark_oak_planks: #23, 12(0%)
minecraft.used.redstone_block: #23, 6(0%)
minecraft.picked_up.piston: #23, 4(0%)
minecraft.dropped.gold_ingot: #23, 3(0%)
minecraft.crafted.gold_block: #23, 25(0%)
minecraft.crafted.gold_ingot: #23, 383(0%)
minecraft.picked_up.stripped_oak_log: #23, 2(0%)
minecraft.picked_up.cooked_porkchop: #23, 1(0%)
minecraft.killed.piglin: #24, 1(0%)
minecraft.used.glowstone: #24, 1(0%)
minecraft.custom.time_since_death: #27, 929558(0%)
minecraft.custom.time_since_rest: #45, 5121(0%)
