stat, rank, value, (percentage) 
minecraft.mined.red_sandstone: #8, 1(1%)
minecraft.mined.prismarine_slab: #8, 3(1%)
minecraft.mined.yellow_bed: #8, 2(1%)
minecraft.picked_up.yellow_bed: #8, 2(0%)
minecraft.dropped.smooth_quartz_slab: #8, 8(0%)
minecraft.used.jungle_sapling: #8, 10(0%)
minecraft.dropped.writable_book: #9, 10(5%)
minecraft.dropped.red_stained_glass: #8, 4(0%)
minecraft.picked_up.polished_andesite: #9, 1041(4%)
minecraft.used.blue_stained_glass_pane: #8, 4(0%)
minecraft.picked_up.prismarine_slab: #8, 5(0%)
minecraft.picked_up.clay_ball: #9, 1852(4%)
minecraft.mined.black_glazed_terracotta: #8, 1(0%)
minecraft.used.diamond_sword: #9, 16798(4%)
minecraft.picked_up.dried_kelp: #8, 66(0%)
minecraft.dropped.blue_concrete: #8, 1(0%)
minecraft.mined.brown_mushroom: #9, 97(4%)
minecraft.used.diamond_axe: #9, 29326(4%)
minecraft.dropped.coal_ore: #9, 349(5%)
minecraft.used.polished_basalt: #9, 1229(4%)
minecraft.killed.ghast: #9, 136(4%)
minecraft.mined.oak_planks: #9, 426(4%)
minecraft.dropped.light_gray_concrete: #9, 68(6%)
minecraft.picked_up.spruce_slab: #9, 815(4%)
minecraft.used.brown_mushroom: #9, 69(4%)
minecraft.picked_up.pufferfish: #9, 30(4%)
minecraft.picked_up.crafting_table: #9, 277(4%)
minecraft.mined.shroomlight: #9, 338(4%)
minecraft.picked_up.coal_block: #9, 309(4%)
minecraft.picked_up.iron_chestplate: #9, 8(4%)
minecraft.custom.boat_one_cm: #9, 8604352(3%)
minecraft.mined.chain: #9, 101(4%)
minecraft.mined.mushroom_stem: #9, 420(4%)
minecraft.picked_up.stick: #9, 4088(3%)
minecraft.dropped.oak_planks: #9, 155(4%)
minecraft.used.polished_blackstone_slab: #9, 1535(4%)
minecraft.used.hopper_minecart: #9, 39(3%)
minecraft.picked_up.shroomlight: #9, 400(4%)
minecraft.picked_up.water_bucket: #9, 26(3%)
minecraft.used.kelp: #9, 865(3%)
minecraft.dropped.stone: #9, 10057(3%)
minecraft.mined.polished_basalt: #9, 247(3%)
minecraft.picked_up.cookie: #9, 69(4%)
minecraft.mined.white_bed: #9, 107(3%)
minecraft.used.white_bed: #9, 116(3%)
minecraft.crafted.iron_nugget: #9, 5627(3%)
minecraft.picked_up.chainmail_helmet: #9, 4(4%)
minecraft.mined.polished_blackstone_slab: #9, 165(3%)
minecraft.mined.nether_gold_ore: #9, 282(3%)
minecraft.mined.crimson_stem: #9, 514(3%)
minecraft.mined.blackstone: #9, 7643(3%)
minecraft.crafted.light_blue_dye: #9, 620(3%)
minecraft.used.slime_block: #9, 493(3%)
minecraft.used.cauldron: #9, 29(3%)
minecraft.crafted.wooden_axe: #9, 1(5%)
minecraft.used.end_rod: #9, 381(3%)
minecraft.crafted.stone_stairs: #9, 200(3%)
minecraft.dropped.netherite_helmet: #9, 2(5%)
minecraft.dropped.compass: #9, 24(3%)
minecraft.mined.white_wall_banner: #9, 6(3%)
minecraft.dropped.terracotta: #9, 167(3%)
minecraft.picked_up.polished_blackstone_bricks: #9, 1125(3%)
minecraft.crafted.white_carpet: #9, 891(2%)
minecraft.crafted.polished_andesite_slab: #9, 396(3%)
minecraft.picked_up.stone_slab: #9, 777(2%)
minecraft.crafted.spruce_fence: #9, 543(2%)
minecraft.dropped.purpur_pillar: #9, 10(3%)
minecraft.picked_up.nether_gold_ore: #9, 161(2%)
minecraft.mined.spruce_sign: #9, 6(3%)
minecraft.picked_up.stone_axe: #9, 2(3%)
minecraft.dropped.light_gray_terracotta: #9, 40(3%)
minecraft.used.polished_granite: #9, 267(2%)
minecraft.picked_up.white_banner: #9, 38(2%)
minecraft.crafted.white_stained_glass: #9, 2040(2%)
minecraft.mined.lily_of_the_valley: #9, 21(3%)
minecraft.crafted.blast_furnace: #9, 43(2%)
minecraft.picked_up.polished_blackstone_brick_stairs: #9, 61(2%)
minecraft.mined.polished_blackstone_brick_stairs: #9, 61(2%)
minecraft.used.lava_bucket: #9, 467(2%)
minecraft.mined.brown_concrete_powder: #9, 16(3%)
minecraft.mined.dragon_wall_head: #9, 7(2%)
minecraft.crafted.red_concrete_powder: #9, 1072(2%)
minecraft.mined.smooth_quartz: #9, 166(2%)
minecraft.dropped.oak_sapling: #9, 145(2%)
minecraft.mined.horn_coral_wall_fan: #9, 27(3%)
minecraft.mined.orange_concrete: #9, 354(2%)
minecraft.used.iron_shovel: #9, 2489(2%)
minecraft.used.lilac: #9, 14(2%)
minecraft.picked_up.mushroom_stem: #9, 454(2%)
minecraft.used.polished_blackstone_brick_slab: #9, 534(2%)
minecraft.picked_up.horn_coral_fan: #9, 23(3%)
minecraft.used.brown_concrete_powder: #9, 445(2%)
minecraft.dropped.birch_boat: #9, 2(3%)
minecraft.used.cookie: #9, 4(2%)
minecraft.crafted.gray_shulker_box: #9, 5(2%)
minecraft.mined.red_mushroom_block: #9, 648(2%)
minecraft.used.light_blue_carpet: #9, 156(2%)
minecraft.crafted.warped_door: #9, 3(3%)
minecraft.picked_up.crimson_planks: #9, 74(2%)
minecraft.mined.white_stained_glass: #9, 190(2%)
minecraft.used.red_concrete_powder: #9, 819(2%)
minecraft.used.spruce_sapling: #9, 275(2%)
minecraft.crafted.purple_dye: #9, 430(2%)
minecraft.used.wooden_axe: #9, 13(3%)
minecraft.crafted.yellow_concrete_powder: #9, 720(2%)
minecraft.crafted.birch_slab: #9, 480(2%)
minecraft.used.warped_door: #9, 3(3%)
minecraft.mined.black_stained_glass_pane: #9, 39(2%)
minecraft.used.honey_block: #9, 227(2%)
minecraft.broken.golden_helmet: #9, 1(3%)
minecraft.used.red_concrete: #9, 496(2%)
minecraft.dropped.warped_nylium: #9, 7(2%)
minecraft.used.pufferfish_bucket: #9, 4(2%)
minecraft.crafted.filled_map: #9, 52(2%)
minecraft.used.birch_pressure_plate: #9, 6(2%)
minecraft.dropped.red_shulker_box: #9, 1(2%)
minecraft.mined.quartz_block: #9, 109(1%)
minecraft.picked_up.wither_skeleton_skull: #9, 12(2%)
minecraft.picked_up.tropical_fish: #9, 28(1%)
minecraft.mined.spruce_sapling: #9, 12(1%)
minecraft.dropped.gray_wool: #9, 33(2%)
minecraft.picked_up.red_carpet: #9, 45(1%)
minecraft.crafted.polished_blackstone_brick_wall: #9, 36(2%)
minecraft.mined.gray_stained_glass: #9, 63(2%)
minecraft.dropped.wheat: #9, 73(1%)
minecraft.used.stone_hoe: #9, 127(1%)
minecraft.picked_up.brain_coral_fan: #9, 15(2%)
minecraft.dropped.polished_blackstone_slab: #9, 8(2%)
minecraft.picked_up.shulker_box: #10, 3855(5%)
minecraft.used.polished_blackstone_wall: #9, 174(1%)
minecraft.crafted.writable_book: #9, 33(1%)
minecraft.picked_up.birch_pressure_plate: #9, 3(2%)
minecraft.mined.mossy_cobblestone_slab: #9, 2(2%)
minecraft.dropped.lantern: #9, 33(1%)
minecraft.used.shulker_box: #10, 3790(5%)
minecraft.dropped.stripped_warped_stem: #9, 1(2%)
minecraft.mined.cracked_polished_blackstone_bricks: #9, 156(1%)
minecraft.crafted.light_gray_stained_glass_pane: #9, 304(1%)
minecraft.crafted.smooth_quartz_stairs: #9, 156(1%)
minecraft.used.crimson_fungus: #9, 25(1%)
minecraft.mined.shulker_box: #10, 3767(5%)
minecraft.custom.aviate_one_cm: #10, 857856116(5%)
minecraft.dropped.cobblestone_wall: #9, 26(1%)
minecraft.mined.bubble_coral_fan: #9, 5(1%)
minecraft.used.yellow_terracotta: #9, 81(1%)
minecraft.used.scaffolding: #10, 11011(5%)
minecraft.dropped.stone_axe: #9, 2(1%)
minecraft.mined.jack_o_lantern: #9, 4(1%)
minecraft.used.red_stained_glass_pane: #9, 22(1%)
minecraft.used.jungle_fence_gate: #9, 26(1%)
minecraft.used.green_stained_glass: #9, 75(1%)
minecraft.picked_up.experience_bottle: #9, 12(1%)
minecraft.used.torch: #10, 15457(4%)
minecraft.crafted.bricks: #9, 501(1%)
minecraft.crafted.blue_stained_glass: #9, 128(1%)
minecraft.picked_up.soul_sand: #10, 2688(5%)
minecraft.picked_up.green_wool: #9, 85(1%)
minecraft.picked_up.scaffolding: #10, 10955(5%)
minecraft.used.horn_coral: #9, 1(1%)
minecraft.dropped.rose_bush: #9, 36(0%)
minecraft.picked_up.leather_boots: #10, 21(5%)
minecraft.mined.green_stained_glass: #9, 12(1%)
minecraft.mined.orange_stained_glass: #9, 22(1%)
minecraft.dropped.cut_sandstone: #9, 10(1%)
minecraft.crafted.yellow_stained_glass: #9, 64(0%)
minecraft.mined.granite_wall: #9, 4(1%)
minecraft.dropped.jack_o_lantern: #9, 1(1%)
minecraft.crafted.brick_stairs: #9, 8(1%)
minecraft.picked_up.granite_wall: #9, 4(1%)
minecraft.dropped.smooth_quartz_stairs: #9, 4(1%)
minecraft.used.blue_stained_glass: #9, 59(0%)
minecraft.dropped.blue_stained_glass: #9, 1(1%)
minecraft.used.pink_terracotta: #9, 6(1%)
minecraft.crafted.armor_stand: #9, 74(0%)
minecraft.dropped.chiseled_stone_bricks: #9, 4(0%)
minecraft.used.end_crystal: #9, 2(0%)
minecraft.used.light_gray_glazed_terracotta: #9, 7(0%)
minecraft.mined.pink_terracotta: #9, 2(0%)
minecraft.dropped.gray_stained_glass: #9, 3(0%)
minecraft.picked_up.tipped_arrow: #9, 3(0%)
minecraft.used.purpur_slab: #9, 3(0%)
minecraft.dropped.lime_carpet: #9, 2(0%)
minecraft.picked_up.dried_kelp_block: #9, 5(0%)
minecraft.mined.wall_torch: #10, 702(4%)
minecraft.dropped.string: #10, 806(4%)
minecraft.picked_up.iron_shovel: #10, 13(4%)
minecraft.mined.spruce_wall_sign: #10, 16(4%)
minecraft.crafted.oak_planks: #10, 13904(4%)
minecraft.mined.wheat: #10, 2389(4%)
minecraft.custom.mob_kills: #10, 76747(3%)
minecraft.dropped.cobblestone: #10, 7722(4%)
minecraft.crafted.oak_slab: #10, 912(4%)
minecraft.crafted.acacia_planks: #10, 2568(4%)
minecraft.used.crafting_table: #10, 283(3%)
minecraft.picked_up.ghast_tear: #10, 77(4%)
minecraft.crafted.stone_pressure_plate: #10, 107(4%)
minecraft.used.cracked_stone_bricks: #10, 248(3%)
minecraft.dropped.stick: #10, 1574(3%)
minecraft.mined.nether_brick_fence: #10, 42(4%)
minecraft.crafted.hopper_minecart: #10, 39(3%)
minecraft.used.polished_blackstone: #10, 1348(3%)
minecraft.picked_up.grass_block: #10, 18726(3%)
minecraft.picked_up.shield: #10, 11(3%)
minecraft.mined.smooth_stone_slab: #10, 823(3%)
minecraft.used.shroomlight: #10, 248(3%)
minecraft.crafted.lead: #10, 32(3%)
minecraft.crafted.chain: #10, 433(3%)
minecraft.used.golden_apple: #10, 7(4%)
minecraft.dropped.item_frame: #10, 27(3%)
minecraft.used.iron_trapdoor: #10, 769(3%)
minecraft.picked_up.glass: #10, 1998(2%)
minecraft.mined.lilac: #10, 6(3%)
minecraft.picked_up.nether_brick_fence: #10, 42(3%)
minecraft.used.polished_andesite_stairs: #10, 474(3%)
minecraft.picked_up.birch_boat: #10, 11(3%)
minecraft.dropped.red_banner: #10, 1(5%)
minecraft.crafted.item_frame: #10, 223(2%)
minecraft.used.bamboo: #10, 303(2%)
minecraft.dropped.netherite_shovel: #10, 2(3%)
minecraft.picked_up.birch_leaves: #10, 1876(2%)
minecraft.crafted.iron_pickaxe: #10, 13(2%)
minecraft.dropped.basalt: #10, 206(2%)
minecraft.picked_up.crimson_stem: #10, 514(2%)
minecraft.crafted.blackstone_wall: #10, 66(3%)
minecraft.used.blast_furnace: #10, 29(2%)
minecraft.custom.horse_one_cm: #10, 252423(2%)
minecraft.used.red_terracotta: #10, 565(2%)
minecraft.killed.player: #10, 2(4%)
minecraft.used.birch_sign: #10, 135(2%)
minecraft.mined.gray_shulker_box: #10, 86(2%)
minecraft.used.trident: #10, 147(2%)
minecraft.dropped.pufferfish: #10, 4(2%)
minecraft.mined.birch_sign: #10, 11(2%)
minecraft.used.white_stained_glass: #10, 1389(2%)
minecraft.dropped.hopper: #10, 12(2%)
minecraft.picked_up.warped_door: #10, 2(3%)
minecraft.used.acacia_sign: #10, 24(2%)
minecraft.crafted.brown_concrete_powder: #10, 648(2%)
minecraft.picked_up.polished_blackstone_brick_slab: #10, 103(2%)
minecraft.picked_up.saddle: #10, 6(2%)
minecraft.dropped.carrot: #10, 1068(2%)
minecraft.mined.polished_blackstone_stairs: #10, 33(2%)
minecraft.crafted.black_stained_glass_pane: #10, 352(2%)
minecraft.dropped.water_bucket: #10, 6(2%)
minecraft.dropped.iron_ingot: #10, 552(1%)
minecraft.mined.light_gray_concrete_powder: #10, 51(2%)
minecraft.mined.spruce_leaves: #10, 1989(1%)
minecraft.used.black_stained_glass_pane: #10, 287(2%)
minecraft.picked_up.sponge: #10, 113(2%)
minecraft.mined.azure_bluet: #10, 23(1%)
minecraft.crafted.shears: #10, 202(1%)
minecraft.crafted.player_head: #10, 166(1%)
minecraft.picked_up.stone_sword: #10, 15(1%)
minecraft.used.activator_rail: #10, 2(2%)
minecraft.dropped.cactus: #10, 112(1%)
minecraft.picked_up.acacia_sign: #10, 14(1%)
minecraft.used.stone_pickaxe: #10, 348(1%)
minecraft.dropped.scaffolding: #10, 126(1%)
minecraft.picked_up.lime_dye: #10, 36(1%)
minecraft.dropped.carved_pumpkin: #10, 2(2%)
minecraft.used.smoker: #10, 8(1%)
minecraft.used.bricks: #10, 624(2%)
minecraft.killed.drowned: #10, 127(1%)
minecraft.dropped.salmon: #10, 8(1%)
minecraft.broken.iron_sword: #10, 1(2%)
minecraft.dropped.cyan_terracotta: #10, 82(1%)
minecraft.mined.chiseled_stone_bricks: #10, 23(1%)
minecraft.custom.walk_under_water_one_cm: #11, 8690663(2%)
minecraft.used.jack_o_lantern: #10, 38(1%)
minecraft.used.written_book: #10, 371(1%)
minecraft.mined.blackstone_stairs: #10, 18(1%)
minecraft.crafted.magenta_shulker_box: #10, 1(2%)
minecraft.dropped.stripped_spruce_log: #10, 2(1%)
minecraft.used.crimson_stem: #10, 72(1%)
minecraft.dropped.glass_bottle: #10, 56(1%)
minecraft.dropped.redstone_ore: #10, 14(1%)
minecraft.crafted.acacia_stairs: #10, 36(1%)
minecraft.mined.large_fern: #10, 30(1%)
minecraft.dropped.dead_bush: #10, 1(1%)
minecraft.dropped.rabbit: #10, 2(1%)
minecraft.used.red_wool: #10, 101(1%)
minecraft.picked_up.cyan_wool: #10, 58(1%)
minecraft.dropped.stripped_jungle_log: #10, 1(1%)
minecraft.used.birch_wood: #10, 22(1%)
minecraft.used.birch_leaves: #10, 351(1%)
minecraft.mined.fire_coral_wall_fan: #10, 8(1%)
minecraft.dropped.stone_pickaxe: #10, 4(1%)
minecraft.picked_up.beetroot_seeds: #10, 45(1%)
minecraft.picked_up.jack_o_lantern: #10, 5(1%)
minecraft.crafted.slime_block: #10, 266(1%)
minecraft.picked_up.respawn_anchor: #10, 1(1%)
minecraft.crafted.light_blue_stained_glass: #10, 224(1%)
minecraft.dropped.stone_slab: #10, 97(0%)
minecraft.picked_up.cyan_dye: #10, 38(1%)
minecraft.used.yellow_bed: #10, 3(1%)
minecraft.picked_up.golden_chestplate: #11, 20(5%)
minecraft.used.spruce_leaves: #10, 230(0%)
minecraft.crafted.pink_bed: #10, 1(1%)
minecraft.picked_up.red_stained_glass_pane: #10, 4(1%)
minecraft.used.granite_stairs: #10, 4(1%)
minecraft.dropped.composter: #10, 1(1%)
minecraft.mined.sweet_berry_bush: #10, 25(0%)
minecraft.custom.interact_with_crafting_table: #11, 4105(4%)
minecraft.picked_up.lime_banner: #10, 2(0%)
minecraft.used.light_blue_stained_glass: #10, 116(0%)
minecraft.crafted.wooden_shovel: #10, 2(0%)
minecraft.picked_up.green_stained_glass: #10, 10(0%)
minecraft.used.gray_terracotta: #10, 64(0%)
minecraft.picked_up.bone_block: #11, 651(5%)
minecraft.used.pink_wool: #10, 10(0%)
minecraft.dropped.crimson_planks: #10, 3(0%)
minecraft.used.red_sandstone: #10, 1(0%)
minecraft.dropped.purple_concrete: #10, 1(0%)
minecraft.used.beetroot_seeds: #10, 10(0%)
minecraft.crafted.clay: #10, 8(0%)
minecraft.crafted.cyan_wool: #10, 1(0%)
minecraft.mined.blue_stained_glass: #10, 3(0%)
minecraft.dropped.dark_oak_sign: #10, 2(0%)
minecraft.crafted.arrow: #10, 28(0%)
minecraft.used.blue_terracotta: #10, 2(0%)
minecraft.dropped.andesite: #11, 1676(3%)
minecraft.picked_up.wheat: #11, 2522(3%)
minecraft.picked_up.leather_chestplate: #11, 15(3%)
minecraft.picked_up.white_concrete: #11, 3718(3%)
minecraft.mined.mycelium: #11, 7482(3%)
minecraft.killed.trader_llama: #11, 16(4%)
minecraft.used.lever: #11, 202(3%)
minecraft.crafted.netherite_boots: #11, 1(5%)
minecraft.mined.sticky_piston: #11, 128(3%)
minecraft.picked_up.trident: #11, 16(4%)
minecraft.picked_up.slime_block: #11, 420(3%)
minecraft.crafted.painting: #11, 29(3%)
minecraft.broken.iron_pickaxe: #11, 9(3%)
minecraft.mined.bell: #11, 8(3%)
minecraft.picked_up.blackstone: #11, 7449(3%)
minecraft.dropped.pumpkin_pie: #11, 47(4%)
minecraft.custom.jump: #12, 326145(4%)
minecraft.picked_up.polished_blackstone_slab: #11, 189(3%)
minecraft.crafted.book: #11, 296(3%)
minecraft.crafted.red_dye: #11, 1307(3%)
minecraft.used.pink_shulker_box: #11, 47(3%)
minecraft.dropped.oak_sign: #11, 31(3%)
minecraft.picked_up.pink_shulker_box: #11, 48(3%)
minecraft.picked_up.tripwire_hook: #11, 31(2%)
minecraft.dropped.gold_ore: #11, 19(3%)
minecraft.picked_up.rose_bush: #11, 697(2%)
minecraft.mined.pink_shulker_box: #11, 48(3%)
minecraft.picked_up.bamboo: #11, 4375(2%)
minecraft.crafted.cyan_stained_glass_pane: #11, 128(3%)
minecraft.picked_up.polished_blackstone_stairs: #11, 61(3%)
minecraft.picked_up.sticky_piston: #11, 123(2%)
minecraft.mined.clay: #11, 538(2%)
minecraft.dropped.chest: #11, 38(2%)
minecraft.used.birch_boat: #11, 10(3%)
minecraft.mined.cobblestone_wall: #11, 47(2%)
minecraft.crafted.acacia_fence: #11, 30(4%)
minecraft.used.tripwire_hook: #11, 15(2%)
minecraft.used.white_carpet: #11, 780(2%)
minecraft.mined.fire: #11, 290(2%)
minecraft.picked_up.crossbow: #11, 20(2%)
minecraft.picked_up.salmon: #11, 29(2%)
minecraft.picked_up.gray_shulker_box: #11, 86(2%)
minecraft.mined.green_shulker_box: #11, 40(2%)
minecraft.dropped.bone_block: #11, 64(3%)
minecraft.picked_up.green_shulker_box: #11, 40(2%)
minecraft.used.gray_shulker_box: #11, 90(2%)
minecraft.mined.stone_pressure_plate: #11, 11(2%)
minecraft.crafted.paper: #11, 14910(2%)
minecraft.used.wooden_sword: #11, 9(2%)
minecraft.mined.birch_leaves: #11, 2133(2%)
minecraft.picked_up.fishing_rod: #11, 5(2%)
minecraft.dropped.charcoal: #11, 2(3%)
minecraft.mined.blue_orchid: #11, 15(2%)
minecraft.broken.iron_shovel: #11, 7(2%)
minecraft.picked_up.mutton: #11, 83(2%)
minecraft.broken.diamond_shovel: #11, 1(2%)
minecraft.picked_up.crimson_fungus: #11, 75(2%)
minecraft.dropped.melon_seeds: #11, 8(2%)
minecraft.used.stone_stairs: #11, 181(2%)
minecraft.used.white_terracotta: #11, 320(2%)
minecraft.used.birch_slab: #11, 168(2%)
minecraft.used.acacia_fence: #11, 15(2%)
minecraft.crafted.polished_blackstone_bricks: #11, 420(2%)
minecraft.killed.silverfish: #11, 14(2%)
minecraft.crafted.glass_bottle: #11, 414(1%)
minecraft.used.polished_blackstone_stairs: #11, 158(1%)
minecraft.used.lime_concrete: #11, 312(1%)
minecraft.crafted.jungle_fence: #11, 33(2%)
minecraft.crafted.ender_eye: #11, 26(1%)
minecraft.crafted.iron_trapdoor: #11, 356(1%)
minecraft.crafted.quartz_block: #11, 2494(1%)
minecraft.dropped.stone_bricks: #11, 174(1%)
minecraft.picked_up.clay: #11, 182(1%)
minecraft.mined.light_blue_carpet: #11, 11(1%)
minecraft.used.orange_bed: #11, 3(2%)
minecraft.mined.brown_terracotta: #11, 291(1%)
minecraft.crafted.cyan_shulker_box: #11, 2(1%)
minecraft.picked_up.black_stained_glass_pane: #11, 37(1%)
minecraft.used.acacia_boat: #11, 2(2%)
minecraft.mined.pumpkin: #11, 99(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #11, 154(1%)
minecraft.crafted.andesite_wall: #11, 90(1%)
minecraft.crafted.smooth_quartz_slab: #11, 312(1%)
minecraft.dropped.twisting_vines: #11, 7(1%)
minecraft.dropped.diamond_chestplate: #11, 1(1%)
minecraft.crafted.enchanted_book: #11, 75(1%)
minecraft.used.tube_coral_fan: #11, 1(1%)
minecraft.crafted.green_stained_glass: #11, 128(1%)
minecraft.dropped.stone_sword: #11, 12(1%)
minecraft.mined.pumpkin_stem: #11, 3(1%)
minecraft.dropped.book: #11, 6(1%)
minecraft.dropped.spruce_slab: #11, 44(1%)
minecraft.dropped.cobblestone_slab: #11, 29(1%)
minecraft.used.soul_soil: #11, 122(1%)
minecraft.used.sea_pickle: #11, 25(1%)
minecraft.crafted.light_blue_stained_glass_pane: #11, 48(1%)
minecraft.crafted.snow: #11, 30(1%)
minecraft.crafted.smoker: #11, 8(1%)
minecraft.crafted.bookshelf: #11, 112(1%)
minecraft.mined.green_wool: #11, 9(1%)
minecraft.killed.wither: #11, 2(1%)
minecraft.picked_up.orange_stained_glass_pane: #11, 16(1%)
minecraft.crafted.birch_wood: #11, 24(1%)
minecraft.custom.strider_one_cm: #11, 7102(1%)
minecraft.picked_up.nether_star: #11, 4(1%)
minecraft.custom.minecart_one_cm: #11, 612527(0%)
minecraft.dropped.iron_nugget: #11, 74(0%)
minecraft.picked_up.blue_wool: #11, 48(0%)
minecraft.crafted.orange_bed: #11, 1(1%)
minecraft.dropped.barrel: #11, 2(1%)
minecraft.mined.nether_wart: #11, 331(0%)
minecraft.mined.brick_wall: #11, 7(1%)
minecraft.mined.granite_stairs: #11, 1(1%)
minecraft.dropped.heart_of_the_sea: #11, 1(1%)
minecraft.mined.cyan_stained_glass_pane: #11, 6(1%)
minecraft.dropped.stripped_oak_log: #11, 1(1%)
minecraft.dropped.crimson_fungus: #11, 3(0%)
minecraft.crafted.cooked_salmon: #11, 2(0%)
minecraft.killed.wither_skeleton: #11, 106(0%)
minecraft.picked_up.brown_concrete_powder: #11, 30(0%)
minecraft.picked_up.brick_wall: #11, 7(0%)
minecraft.dropped.snow: #11, 34(0%)
minecraft.mined.jungle_fence_gate: #11, 1(0%)
minecraft.used.soul_torch: #11, 3(0%)
minecraft.mined.red_stained_glass_pane: #11, 2(0%)
minecraft.dropped.chain: #11, 8(0%)
minecraft.picked_up.jungle_fence_gate: #11, 1(0%)
minecraft.killed.pillager: #11, 52(0%)
minecraft.used.acacia_slab: #11, 9(0%)
minecraft.picked_up.turtle_egg: #11, 12(0%)
minecraft.crafted.oak_wood: #11, 96(0%)
minecraft.mined.bubble_coral: #11, 1(0%)
minecraft.used.snow: #11, 61(0%)
minecraft.picked_up.red_sandstone: #11, 1(0%)
minecraft.used.experience_bottle: #11, 7(0%)
minecraft.dropped.andesite_slab: #11, 8(0%)
minecraft.mined.gray_terracotta: #11, 5(0%)
minecraft.picked_up.black_glazed_terracotta: #11, 1(0%)
minecraft.custom.raid_trigger: #11, 1(0%)
minecraft.dropped.brown_dye: #11, 1(0%)
minecraft.used.lime_terracotta: #11, 3(0%)
minecraft.dropped.stone_stairs: #11, 2(0%)
minecraft.dropped.black_concrete_powder: #11, 1(0%)
minecraft.used.purple_terracotta: #11, 2(0%)
minecraft.dropped.brown_terracotta: #11, 1(0%)
minecraft.killed.vindicator: #11, 2(0%)
minecraft.used.chest: #12, 1798(4%)
minecraft.picked_up.iron_block: #12, 3431(4%)
minecraft.picked_up.ladder: #12, 247(3%)
minecraft.picked_up.chainmail_chestplate: #12, 5(4%)
minecraft.crafted.iron_chestplate: #12, 5(3%)
minecraft.mined.brewing_stand: #12, 18(3%)
minecraft.used.redstone_ore: #12, 783(3%)
minecraft.picked_up.polished_basalt: #12, 263(3%)
minecraft.picked_up.written_book: #12, 44(3%)
minecraft.picked_up.weeping_vines: #12, 139(3%)
minecraft.dropped.diamond_axe: #12, 4(3%)
minecraft.custom.damage_absorbed: #12, 271(3%)
minecraft.mined.polished_blackstone: #12, 169(2%)
minecraft.picked_up.polished_blackstone: #12, 192(2%)
minecraft.used.player_head: #12, 86(2%)
minecraft.mined.birch_log: #12, 1783(2%)
minecraft.picked_up.potion: #12, 78(2%)
minecraft.picked_up.birch_log: #12, 1890(2%)
minecraft.picked_up.chorus_fruit: #12, 626(2%)
minecraft.picked_up.lantern: #12, 205(2%)
minecraft.custom.damage_resisted: #12, 6599(2%)
minecraft.mined.white_shulker_box: #12, 110(2%)
minecraft.dropped.soul_sand: #12, 164(2%)
minecraft.picked_up.white_shulker_box: #12, 110(2%)
minecraft.picked_up.cobblestone_wall: #12, 100(2%)
minecraft.custom.walk_one_cm: #13, 132000978(3%)
minecraft.used.iron_pickaxe: #12, 2851(2%)
minecraft.used.white_shulker_box: #12, 109(2%)
minecraft.used.firework_rocket: #12, 460(2%)
minecraft.dropped.oak_log: #12, 98(2%)
minecraft.mined.soul_fire: #12, 27(2%)
minecraft.mined.bamboo: #12, 303(2%)
minecraft.picked_up.white_wool: #12, 448(2%)
minecraft.crafted.green_carpet: #12, 252(2%)
minecraft.mined.white_concrete: #12, 3649(2%)
minecraft.mined.acacia_trapdoor: #12, 41(2%)
minecraft.used.green_shulker_box: #12, 38(2%)
minecraft.used.lapis_ore: #12, 92(2%)
minecraft.mined.cobblestone_slab: #12, 65(2%)
minecraft.crafted.shield: #12, 5(2%)
minecraft.mined.magma_block: #12, 1317(2%)
minecraft.dropped.rail: #12, 84(1%)
minecraft.picked_up.white_carpet: #12, 191(1%)
minecraft.crafted.birch_boat: #12, 3(2%)
minecraft.crafted.lantern: #12, 231(2%)
minecraft.dropped.oak_leaves: #12, 175(1%)
minecraft.used.orange_terracotta: #12, 248(2%)
minecraft.used.ice: #12, 584(1%)
minecraft.dropped.iron_pickaxe: #12, 2(2%)
minecraft.picked_up.magma_block: #12, 1124(1%)
minecraft.dropped.filled_map: #12, 15(1%)
minecraft.killed.husk: #12, 11(1%)
minecraft.picked_up.orange_shulker_box: #12, 75(1%)
minecraft.picked_up.polished_diorite: #12, 68(1%)
minecraft.used.orange_concrete: #12, 247(1%)
minecraft.mined.orange_shulker_box: #12, 71(1%)
minecraft.dropped.bone_meal: #12, 302(1%)
minecraft.used.jungle_fence: #12, 27(2%)
minecraft.picked_up.lime_stained_glass: #12, 87(2%)
minecraft.picked_up.brown_bed: #12, 4(2%)
minecraft.crafted.dark_oak_fence: #12, 117(1%)
minecraft.used.mossy_cobblestone: #12, 38(1%)
minecraft.mined.brown_bed: #12, 4(2%)
minecraft.used.orange_shulker_box: #12, 70(1%)
minecraft.crafted.black_concrete_powder: #12, 1840(1%)
minecraft.used.spruce_fence: #12, 253(1%)
minecraft.dropped.netherite_boots: #12, 1(2%)
minecraft.used.bookshelf: #12, 182(1%)
minecraft.dropped.bucket: #12, 12(1%)
minecraft.picked_up.cobblestone_slab: #12, 97(1%)
minecraft.dropped.nether_gold_ore: #12, 14(1%)
minecraft.crafted.light_blue_shulker_box: #12, 3(1%)
minecraft.mined.end_rod: #12, 116(1%)
minecraft.dropped.shulker_box: #12, 14(1%)
