stat, rank, value, (percentage) 
minecraft.crafted.spruce_fence: #14, 144(1%)
minecraft.mined.polished_deepslate: #14, 71(1%)
minecraft.used.gravel: #14, 188(1%)
minecraft.picked_up.spruce_sign: #14, 14(1%)
minecraft.used.tuff: #14, 165(1%)
minecraft.used.calcite: #14, 141(1%)
minecraft.used.deepslate_tiles: #14, 367(1%)
minecraft.picked_up.cobblestone_slab: #14, 23(1%)
minecraft.dropped.bucket: #14, 3(1%)
minecraft.mined.dropper: #14, 7(1%)
minecraft.killed.piglin: #14, 8(1%)
minecraft.used.painting: #14, 19(1%)
minecraft.mined.cocoa: #14, 17(1%)
minecraft.killed.shulker: #14, 33(1%)
minecraft.mined.oxeye_daisy: #14, 6(1%)
minecraft.mined.deepslate_tile_stairs: #14, 30(1%)
minecraft.crafted.spruce_pressure_plate: #14, 1(1%)
minecraft.picked_up.sunflower: #14, 34(1%)
minecraft.picked_up.comparator: #14, 12(1%)
minecraft.dropped.dark_oak_log: #14, 10(1%)
minecraft.picked_up.cooked_mutton: #14, 2(1%)
minecraft.mined.end_stone_bricks: #14, 6(1%)
minecraft.custom.minecart_one_cm: #14, 92925(1%)
minecraft.picked_up.end_stone_bricks: #14, 6(1%)
minecraft.dropped.golden_sword: #14, 1(1%)
minecraft.used.deepslate_iron_ore: #14, 8(1%)
minecraft.picked_up.dark_oak_fence_gate: #14, 2(1%)
minecraft.mined.dead_bush: #14, 22(0%)
minecraft.mined.weeping_vines_plant: #14, 2(1%)
minecraft.dropped.magma_cream: #14, 4(1%)
minecraft.picked_up.netherite_boots: #14, 1(1%)
minecraft.crafted.ender_eye: #14, 7(1%)
minecraft.custom.fall_one_cm: #15, 2984014(2%)
minecraft.picked_up.crossbow: #14, 1(0%)
minecraft.picked_up.wither_skeleton_skull: #14, 3(0%)
minecraft.crafted.stone_brick_wall: #14, 6(0%)
minecraft.crafted.orange_dye: #14, 22(0%)
minecraft.picked_up.saddle: #14, 2(0%)
minecraft.mined.soul_soil: #14, 36(0%)
minecraft.mined.polished_blackstone_stairs: #14, 4(0%)
minecraft.mined.crimson_stem: #14, 14(0%)
minecraft.dropped.grass_block: #14, 128(0%)
minecraft.crafted.brown_dye: #14, 18(0%)
minecraft.crafted.lime_dye: #14, 20(0%)
minecraft.crafted.tinted_glass: #14, 66(0%)
minecraft.crafted.lime_terracotta: #14, 8(0%)
minecraft.crafted.cyan_stained_glass: #14, 8(0%)
minecraft.used.cocoa_beans: #14, 15(0%)
minecraft.used.deepslate_brick_wall: #14, 5(0%)
minecraft.picked_up.black_concrete: #14, 25(0%)
minecraft.crafted.red_concrete_powder: #14, 24(0%)
minecraft.crafted.warped_trapdoor: #14, 2(0%)
minecraft.mined.black_concrete: #14, 25(0%)
minecraft.crafted.yellow_terracotta: #14, 8(0%)
minecraft.used.stone_button: #14, 32(0%)
minecraft.used.red_concrete: #14, 10(0%)
minecraft.crafted.map: #14, 4(0%)
minecraft.used.coal_block: #14, 4(0%)
minecraft.used.nether_wart_block: #14, 1(0%)
minecraft.used.stripped_spruce_log: #14, 1(0%)
minecraft.picked_up.snow: #14, 5(0%)
minecraft.crafted.iron_ingot: #15, 7314(3%)
minecraft.crafted.wooden_pickaxe: #15, 1(3%)
minecraft.mined.andesite: #15, 4473(3%)
minecraft.mined.stone: #15, 66482(2%)
minecraft.mined.granite: #15, 3754(2%)
minecraft.used.dirt: #15, 7002(2%)
minecraft.picked_up.chest: #15, 256(2%)
minecraft.mined.lilac: #15, 5(2%)
minecraft.custom.interact_with_beacon: #15, 12(2%)
minecraft.crafted.iron_hoe: #15, 1(3%)
minecraft.killed_by.creeper: #15, 3(2%)
minecraft.custom.aviate_one_cm: #15, 119401057(2%)
minecraft.picked_up.stick: #15, 1058(2%)
minecraft.mined.copper_ore: #15, 587(2%)
minecraft.used.spruce_sapling: #15, 124(2%)
minecraft.killed.wandering_trader: #15, 2(2%)
minecraft.mined.cactus: #15, 76(2%)
minecraft.picked_up.leather_helmet: #15, 4(2%)
minecraft.picked_up.spruce_sapling: #15, 220(2%)
minecraft.used.firework_rocket: #15, 3661(2%)
minecraft.picked_up.blackstone: #15, 751(1%)
minecraft.picked_up.sticky_piston: #15, 25(2%)
minecraft.picked_up.stone_pickaxe: #15, 1(2%)
minecraft.dropped.netherite_pickaxe: #15, 2(2%)
minecraft.picked_up.carrot: #15, 1414(1%)
minecraft.picked_up.calcite: #15, 485(1%)
minecraft.killed.trader_llama: #15, 3(2%)
minecraft.picked_up.repeater: #15, 52(1%)
minecraft.picked_up.chain: #15, 35(1%)
minecraft.crafted.stone_sword: #15, 1(1%)
minecraft.picked_up.cactus: #15, 242(1%)
minecraft.used.dark_oak_trapdoor: #15, 55(1%)
minecraft.picked_up.hopper: #15, 62(1%)
minecraft.crafted.dark_oak_trapdoor: #15, 52(1%)
minecraft.crafted.brewing_stand: #15, 2(1%)
minecraft.custom.inspect_dropper: #15, 60(1%)
minecraft.mined.hopper: #15, 47(1%)
minecraft.picked_up.amethyst_shard: #15, 470(1%)
minecraft.used.iron_ore: #15, 159(1%)
minecraft.mined.white_wool: #15, 17(1%)
minecraft.crafted.yellow_dye: #15, 54(1%)
minecraft.used.iron_door: #15, 3(1%)
minecraft.used.dropper: #15, 20(1%)
minecraft.used.copper_ore: #15, 58(1%)
minecraft.crafted.glass: #15, 1519(1%)
minecraft.picked_up.baked_potato: #15, 65(1%)
minecraft.used.wither_skeleton_skull: #15, 3(1%)
minecraft.mined.bee_nest: #15, 1(1%)
minecraft.picked_up.gold_block: #15, 17(1%)
minecraft.mined.stone_brick_wall: #15, 2(1%)
minecraft.picked_up.bee_nest: #15, 1(1%)
minecraft.picked_up.golden_sword: #15, 1(1%)
minecraft.picked_up.netherite_axe: #15, 1(1%)
minecraft.picked_up.smooth_stone_slab: #15, 20(1%)
minecraft.mined.stone_button: #15, 7(1%)
minecraft.mined.red_mushroom: #15, 1(1%)
minecraft.picked_up.stone_brick_wall: #15, 3(0%)
minecraft.picked_up.cocoa_beans: #15, 47(0%)
minecraft.dropped.lever: #15, 1(0%)
minecraft.used.tinted_glass: #15, 65(0%)
minecraft.mined.nether_wart_block: #15, 23(0%)
minecraft.picked_up.bread: #15, 13(0%)
minecraft.crafted.polished_deepslate_stairs: #15, 8(0%)
minecraft.mined.spruce_leaves: #15, 361(0%)
minecraft.picked_up.nether_wart_block: #15, 19(0%)
minecraft.picked_up.polished_granite: #15, 4(0%)
minecraft.picked_up.ghast_tear: #15, 2(0%)
minecraft.mined.jungle_leaves: #15, 67(0%)
minecraft.picked_up.book: #15, 44(0%)
minecraft.crafted.cauldron: #15, 9(0%)
minecraft.crafted.stone_stairs: #15, 14(0%)
minecraft.crafted.cobbled_deepslate_stairs: #15, 2(0%)
minecraft.used.polished_deepslate_stairs: #15, 25(0%)
minecraft.mined.cobbled_deepslate_slab: #15, 2(0%)
minecraft.picked_up.nether_bricks: #15, 14(0%)
minecraft.dropped.soul_sand: #15, 3(0%)
minecraft.crafted.gray_carpet: #15, 12(0%)
minecraft.used.polished_granite: #15, 4(0%)
minecraft.crafted.stone_button: #15, 45(0%)
minecraft.dropped.obsidian: #15, 2(0%)
minecraft.mined.jungle_planks: #15, 3(0%)
minecraft.used.red_concrete_powder: #15, 17(0%)
minecraft.used.sandstone: #15, 27(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #15, 1(0%)
minecraft.picked_up.red_concrete: #15, 17(0%)
minecraft.crafted.smithing_table: #15, 1(0%)
minecraft.crafted.gold_nugget: #15, 45(0%)
minecraft.mined.white_concrete_powder: #15, 2(0%)
minecraft.used.smooth_sandstone: #15, 11(0%)
minecraft.used.grass: #15, 1(0%)
minecraft.used.smooth_stone: #15, 10(0%)
minecraft.picked_up.orange_terracotta: #15, 7(0%)
minecraft.mined.smooth_sandstone: #15, 2(0%)
minecraft.picked_up.torch: #16, 2364(3%)
minecraft.mined.deepslate_lapis_ore: #16, 38(3%)
minecraft.picked_up.dandelion: #16, 58(2%)
minecraft.mined.spruce_log: #16, 2596(2%)
minecraft.mined.diamond_ore: #16, 125(2%)
minecraft.picked_up.spruce_log: #16, 2589(2%)
minecraft.picked_up.oak_fence: #16, 67(2%)
minecraft.picked_up.leather: #16, 372(2%)
minecraft.picked_up.leather_boots: #16, 6(2%)
minecraft.used.coal_ore: #16, 325(2%)
minecraft.dropped.oak_sign: #16, 3(2%)
minecraft.picked_up.spruce_slab: #16, 95(1%)
minecraft.mined.spruce_slab: #16, 66(1%)
minecraft.picked_up.cooked_beef: #16, 178(1%)
minecraft.picked_up.bone: #16, 574(1%)
minecraft.used.lever: #16, 39(1%)
minecraft.mined.amethyst_block: #16, 254(1%)
minecraft.broken.shears: #16, 4(1%)
minecraft.used.sticky_piston: #16, 38(1%)
minecraft.mined.spruce_fence: #16, 30(1%)
minecraft.used.glow_ink_sac: #16, 20(1%)
minecraft.crafted.bone_meal: #16, 9449(1%)
minecraft.crafted.stonecutter: #16, 3(1%)
minecraft.mined.oak_stairs: #16, 9(1%)
minecraft.crafted.iron_axe: #16, 4(1%)
minecraft.picked_up.glow_item_frame: #16, 2(1%)
minecraft.crafted.stone_hoe: #16, 1(1%)
minecraft.used.stone_hoe: #16, 84(1%)
minecraft.used.glow_item_frame: #16, 6(1%)
minecraft.mined.birch_slab: #16, 8(1%)
minecraft.picked_up.dark_oak_planks: #16, 53(1%)
minecraft.mined.warped_fungus: #16, 6(1%)
minecraft.custom.jump: #17, 129461(3%)
minecraft.picked_up.oak_stairs: #16, 9(1%)
minecraft.crafted.birch_sign: #16, 12(1%)
minecraft.used.lead: #16, 1(1%)
minecraft.used.cooked_mutton: #16, 3(1%)
minecraft.killed.zombie: #16, 232(1%)
minecraft.mined.sticky_piston: #16, 8(1%)
minecraft.crafted.glow_item_frame: #16, 4(1%)
minecraft.mined.birch_sign: #16, 1(1%)
minecraft.picked_up.nether_brick_fence: #16, 4(1%)
minecraft.picked_up.netherite_leggings: #16, 1(1%)
minecraft.picked_up.netherite_shovel: #16, 1(1%)
minecraft.picked_up.tnt: #16, 9(1%)
minecraft.mined.cornflower: #16, 4(1%)
minecraft.picked_up.powered_rail: #16, 52(1%)
minecraft.crafted.cooked_mutton: #16, 3(1%)
minecraft.mined.iron_door: #16, 1(1%)
minecraft.picked_up.netherite_pickaxe: #16, 2(1%)
minecraft.mined.amethyst_cluster: #16, 57(0%)
minecraft.picked_up.painting: #16, 16(0%)
minecraft.mined.sandstone: #16, 407(0%)
minecraft.dropped.carved_pumpkin: #16, 3(0%)
minecraft.picked_up.shulker_shell: #16, 32(0%)
minecraft.killed.witch: #16, 2(0%)
minecraft.crafted.painting: #16, 3(0%)
minecraft.used.amethyst_block: #16, 18(0%)
minecraft.picked_up.red_wool: #16, 29(0%)
minecraft.mined.polished_blackstone: #16, 4(0%)
minecraft.used.birch_slab: #16, 6(0%)
minecraft.dropped.cactus: #16, 3(0%)
minecraft.mined.sea_pickle: #16, 2(0%)
minecraft.used.red_wool: #16, 15(0%)
minecraft.used.deepslate_brick_stairs: #16, 8(0%)
minecraft.used.azalea_leaves: #16, 23(0%)
minecraft.crafted.light_gray_stained_glass: #16, 8(0%)
minecraft.mined.orange_terracotta: #16, 7(0%)
minecraft.used.cobbled_deepslate_wall: #16, 2(0%)
minecraft.used.cobbled_deepslate_stairs: #16, 1(0%)
minecraft.used.gold_block: #16, 1(0%)
minecraft.picked_up.smooth_sandstone: #16, 2(0%)
minecraft.custom.play_time: #17, 17934869(2%)
minecraft.custom.total_world_time: #17, 17934869(2%)
minecraft.custom.crouch_one_cm: #17, 4842511(3%)
minecraft.used.ladder: #17, 113(2%)
minecraft.custom.interact_with_anvil: #17, 93(2%)
minecraft.picked_up.minecart: #17, 31(2%)
minecraft.mined.deepslate_iron_ore: #17, 184(2%)
minecraft.custom.interact_with_stonecutter: #17, 102(2%)
minecraft.crafted.lapis_block: #17, 63(2%)
minecraft.picked_up.leather_leggings: #17, 4(1%)
minecraft.picked_up.tuff: #17, 528(1%)
minecraft.dropped.torch: #17, 76(1%)
minecraft.picked_up.wheat_seeds: #17, 3456(1%)
minecraft.mined.wheat: #17, 985(1%)
minecraft.picked_up.deepslate_tiles: #17, 100(1%)
minecraft.used.oak_log: #17, 188(1%)
minecraft.crafted.redstone: #17, 1381(1%)
minecraft.custom.inspect_hopper: #17, 226(1%)
minecraft.picked_up.mutton: #17, 9(1%)
minecraft.picked_up.oak_planks: #17, 143(1%)
minecraft.picked_up.spruce_fence: #17, 41(1%)
minecraft.used.spruce_door: #17, 6(1%)
minecraft.crafted.red_dye: #17, 98(1%)
minecraft.crafted.bucket: #17, 42(1%)
minecraft.picked_up.piston: #17, 30(1%)
minecraft.picked_up.iron_ore: #17, 220(1%)
minecraft.picked_up.anvil: #17, 4(1%)
minecraft.picked_up.chainmail_leggings: #17, 1(1%)
minecraft.used.chipped_anvil: #17, 1(1%)
minecraft.picked_up.dark_oak_sign: #17, 10(1%)
minecraft.picked_up.oak_door: #17, 1(1%)
minecraft.mined.kelp_plant: #17, 29(1%)
minecraft.picked_up.rotten_flesh: #17, 582(1%)
minecraft.crafted.cobblestone_stairs: #17, 19(1%)
minecraft.picked_up.bone_block: #17, 49(1%)
minecraft.used.oak_fence: #17, 23(1%)
minecraft.used.glass: #17, 163(0%)
minecraft.killed.ghast: #17, 3(1%)
minecraft.crafted.blaze_powder: #17, 12(0%)
minecraft.picked_up.sandstone: #17, 402(0%)
minecraft.picked_up.lily_pad: #17, 6(0%)
minecraft.picked_up.stone_pressure_plate: #17, 1(0%)
minecraft.used.deepslate_diamond_ore: #17, 2(0%)
minecraft.used.white_wool: #17, 33(0%)
minecraft.crafted.polished_granite: #17, 12(0%)
minecraft.picked_up.crimson_stem: #17, 14(0%)
minecraft.mined.nether_bricks: #17, 15(0%)
minecraft.used.smooth_basalt: #17, 10(0%)
minecraft.mined.chorus_plant: #17, 1(0%)
minecraft.crafted.armor_stand: #17, 2(0%)
minecraft.killed.pillager: #17, 6(0%)
minecraft.crafted.spruce_boat: #17, 1(0%)
minecraft.custom.walk_one_cm: #18, 34998205(2%)
minecraft.used.dark_oak_planks: #17, 13(0%)
minecraft.picked_up.polished_blackstone: #17, 4(0%)
minecraft.dropped.birch_log: #17, 2(0%)
minecraft.custom.interact_with_smoker: #17, 1(0%)
minecraft.crafted.smooth_stone_slab: #17, 8(0%)
minecraft.used.sweet_berries: #17, 2(0%)
minecraft.picked_up.jungle_planks: #17, 3(0%)
minecraft.dropped.oak_leaves: #17, 3(0%)
minecraft.used.polished_basalt: #17, 8(0%)
minecraft.picked_up.sea_pickle: #17, 13(0%)
minecraft.picked_up.chorus_fruit: #17, 3(0%)
minecraft.crafted.warped_planks: #17, 20(0%)
minecraft.crafted.crimson_planks: #17, 8(0%)
minecraft.picked_up.yellow_concrete: #17, 1(0%)
minecraft.mined.yellow_concrete: #17, 1(0%)
minecraft.crafted.air: #17, 0(0%)
minecraft.custom.walk_under_water_one_cm: #18, 1813543(2%)
minecraft.mined.grass: #18, 1374(2%)
minecraft.mined.deepslate_copper_ore: #18, 27(2%)
minecraft.picked_up.cobbled_deepslate: #18, 4130(1%)
minecraft.mined.tuff: #18, 474(1%)
minecraft.picked_up.oak_sapling: #18, 231(1%)
minecraft.used.white_bed: #18, 29(1%)
minecraft.picked_up.amethyst_block: #18, 255(1%)
minecraft.used.iron_hoe: #18, 80(1%)
minecraft.picked_up.rose_bush: #18, 63(1%)
minecraft.used.spruce_log: #18, 148(1%)
minecraft.picked_up.wheat: #18, 970(1%)
minecraft.custom.sneak_time: #19, 1022556(2%)
minecraft.used.iron_bars: #18, 54(1%)
minecraft.crafted.piston: #18, 70(1%)
minecraft.mined.anvil: #18, 3(1%)
minecraft.picked_up.birch_planks: #18, 32(1%)
minecraft.dropped.redstone: #18, 36(1%)
minecraft.used.deepslate: #18, 405(1%)
minecraft.custom.pot_flower: #18, 6(1%)
minecraft.used.granite: #18, 177(1%)
minecraft.picked_up.golden_leggings: #18, 3(1%)
minecraft.crafted.light_blue_dye: #18, 28(1%)
minecraft.used.flower_pot: #18, 9(1%)
minecraft.mined.dark_oak_trapdoor: #18, 7(1%)
minecraft.picked_up.golden_chestplate: #18, 3(1%)
minecraft.mined.shroomlight: #18, 21(1%)
minecraft.picked_up.copper_ore: #18, 84(1%)
minecraft.picked_up.dark_oak_trapdoor: #18, 9(1%)
minecraft.picked_up.birch_slab: #18, 8(1%)
minecraft.dropped.sand: #18, 75(1%)
minecraft.dropped.leather_helmet: #18, 2(1%)
minecraft.crafted.scaffolding: #18, 108(1%)
minecraft.used.oak_trapdoor: #18, 24(1%)
minecraft.picked_up.glow_berries: #18, 47(1%)
minecraft.killed.skeleton: #18, 172(1%)
minecraft.picked_up.warped_fungus: #18, 6(1%)
minecraft.picked_up.dragon_head: #18, 1(1%)
minecraft.used.spruce_planks: #18, 245(1%)
minecraft.picked_up.redstone_block: #18, 22(0%)
minecraft.picked_up.shroomlight: #18, 21(0%)
minecraft.crafted.coarse_dirt: #18, 128(0%)
minecraft.dropped.chest: #18, 2(0%)
minecraft.crafted.shulker_box: #18, 16(0%)
minecraft.picked_up.crimson_fungus: #18, 2(0%)
minecraft.used.flowering_azalea_leaves: #18, 9(0%)
minecraft.dropped.leather_boots: #18, 1(0%)
minecraft.mined.dark_oak_leaves: #18, 55(0%)
minecraft.crafted.flower_pot: #18, 4(0%)
minecraft.broken.iron_shovel: #18, 1(0%)
minecraft.dropped.golden_boots: #18, 1(0%)
minecraft.used.dark_oak_sign: #18, 7(0%)
minecraft.mined.redstone_lamp: #18, 1(0%)
minecraft.crafted.dark_oak_sign: #18, 6(0%)
minecraft.picked_up.azalea_leaves: #18, 113(0%)
minecraft.picked_up.white_dye: #18, 4(0%)
minecraft.mined.nether_brick_fence: #18, 1(0%)
minecraft.picked_up.flowering_azalea_leaves: #18, 23(0%)
minecraft.mined.polished_andesite: #18, 3(0%)
minecraft.mined.jungle_log: #18, 42(0%)
minecraft.picked_up.redstone_lamp: #18, 1(0%)
minecraft.picked_up.jungle_log: #18, 42(0%)
minecraft.picked_up.glass_bottle: #18, 2(0%)
minecraft.picked_up.lectern: #18, 3(0%)
minecraft.mined.lectern: #18, 3(0%)
minecraft.picked_up.twisting_vines: #18, 3(0%)
minecraft.mined.stripped_dark_oak_log: #18, 1(0%)
minecraft.picked_up.coal_block: #18, 1(0%)
minecraft.crafted.jungle_planks: #18, 8(0%)
minecraft.crafted.black_stained_glass: #18, 8(0%)
minecraft.mined.snow: #18, 5(0%)
minecraft.used.crafting_table: #19, 99(3%)
minecraft.custom.open_shulker_box: #19, 5295(2%)
minecraft.mined.dirt: #19, 7957(2%)
minecraft.crafted.ladder: #19, 120(1%)
minecraft.crafted.oak_slab: #19, 186(1%)
minecraft.mined.tall_grass: #19, 151(1%)
minecraft.dropped.writable_book: #19, 1(2%)
minecraft.mined.white_bed: #19, 25(1%)
minecraft.picked_up.white_bed: #19, 25(1%)
minecraft.used.golden_carrot: #19, 376(1%)
minecraft.crafted.red_shulker_box: #19, 1(1%)
minecraft.used.wheat_seeds: #19, 1073(1%)
minecraft.crafted.stone: #19, 192(1%)
minecraft.used.anvil: #19, 11(1%)
minecraft.used.chain: #19, 61(1%)
minecraft.crafted.oak_sign: #19, 18(1%)
minecraft.killed.sheep: #19, 4(1%)
minecraft.mined.chipped_anvil: #19, 1(1%)
minecraft.crafted.oak_trapdoor: #19, 24(1%)
minecraft.picked_up.chipped_anvil: #19, 1(1%)
minecraft.mined.oak_planks: #19, 84(1%)
minecraft.used.minecart: #19, 8(1%)
minecraft.used.piston: #19, 28(1%)
minecraft.used.cobblestone_stairs: #19, 12(0%)
minecraft.picked_up.oak_trapdoor: #19, 7(0%)
minecraft.used.deepslate_redstone_ore: #19, 8(1%)
minecraft.picked_up.potion: #19, 4(0%)
minecraft.crafted.oak_fence: #19, 18(0%)
minecraft.crafted.lantern: #19, 23(0%)
minecraft.mined.dark_oak_planks: #19, 7(0%)
minecraft.crafted.flint_and_steel: #19, 2(0%)
minecraft.picked_up.bucket: #19, 5(0%)
minecraft.used.poppy: #19, 1(0%)
minecraft.picked_up.stone_button: #19, 9(0%)
minecraft.crafted.composter: #19, 4(0%)
minecraft.dropped.oak_log: #19, 6(0%)
minecraft.crafted.raw_iron_block: #19, 14(0%)
minecraft.used.coarse_dirt: #19, 63(0%)
minecraft.used.stone_brick_wall: #19, 3(0%)
minecraft.mined.warped_nylium: #19, 2(0%)
minecraft.custom.talked_to_villager: #19, 49(0%)
minecraft.crafted.stone_pressure_plate: #19, 1(0%)
minecraft.used.string: #19, 18(0%)
minecraft.crafted.tnt: #19, 4(0%)
minecraft.used.magma_block: #19, 3(0%)
minecraft.used.polished_blackstone: #19, 2(0%)
minecraft.used.smooth_stone_slab: #19, 1(0%)
minecraft.killed.drowned: #19, 5(0%)
minecraft.custom.walk_on_water_one_cm: #20, 965833(2%)
minecraft.crafted.crafting_table: #20, 24(2%)
minecraft.used.diamond_shovel: #20, 18052(1%)
minecraft.picked_up.water_bucket: #20, 6(1%)
minecraft.mined.ladder: #20, 15(1%)
minecraft.mined.deepslate: #20, 4535(1%)
minecraft.crafted.stone_pickaxe: #20, 2(1%)
minecraft.killed_by.player: #20, 2(1%)
minecraft.mined.dandelion: #20, 22(1%)
minecraft.crafted.iron_chestplate: #20, 1(1%)
minecraft.crafted.lever: #20, 28(1%)
minecraft.crafted.iron_leggings: #20, 1(1%)
minecraft.used.brewing_stand: #20, 3(1%)
minecraft.crafted.white_bed: #20, 4(1%)
minecraft.custom.inspect_dispenser: #20, 58(1%)
minecraft.picked_up.arrow: #20, 420(1%)
minecraft.mined.soul_sand: #20, 76(1%)
minecraft.crafted.stone_axe: #20, 1(1%)
minecraft.mined.piston: #20, 14(1%)
minecraft.picked_up.glow_ink_sac: #20, 31(1%)
minecraft.crafted.iron_bars: #20, 64(1%)
minecraft.picked_up.poppy: #20, 64(1%)
minecraft.picked_up.deepslate: #20, 684(1%)
minecraft.custom.interact_with_brewingstand: #20, 26(1%)
minecraft.picked_up.oak_boat: #20, 6(1%)
minecraft.crafted.iron_nugget: #20, 459(1%)
minecraft.used.writable_book: #20, 8(1%)
minecraft.crafted.anvil: #20, 6(0%)
minecraft.mined.player_wall_head: #20, 1(1%)
minecraft.mined.oak_trapdoor: #20, 5(0%)
minecraft.crafted.shears: #20, 8(0%)
minecraft.picked_up.enchanted_book: #20, 2(0%)
minecraft.mined.brewing_stand: #20, 1(0%)
minecraft.used.glass_bottle: #20, 22(0%)
minecraft.picked_up.brewing_stand: #20, 1(0%)
minecraft.crafted.spruce_trapdoor: #20, 40(0%)
minecraft.used.iron_shovel: #20, 265(0%)
minecraft.used.spruce_trapdoor: #20, 35(0%)
minecraft.used.diamond_ore: #20, 4(0%)
minecraft.mined.glass: #20, 23(0%)
minecraft.used.gold_ore: #20, 6(0%)
minecraft.used.nether_wart: #20, 12(0%)
minecraft.picked_up.shears: #20, 1(0%)
minecraft.mined.nether_wart: #20, 10(0%)
minecraft.picked_up.smooth_stone: #20, 11(0%)
minecraft.mined.smooth_basalt: #20, 21(0%)
minecraft.picked_up.magma_block: #20, 31(0%)
minecraft.picked_up.nether_wart: #20, 35(0%)
minecraft.picked_up.cod: #20, 19(0%)
minecraft.crafted.birch_slab: #20, 12(0%)
minecraft.picked_up.filled_map: #20, 1(0%)
minecraft.used.lectern: #20, 4(0%)
minecraft.mined.pointed_dripstone: #20, 9(0%)
minecraft.used.shroomlight: #20, 4(0%)
minecraft.used.diamond_block: #20, 1(0%)
minecraft.used.jungle_log: #20, 3(0%)
minecraft.used.blackstone: #20, 8(0%)
minecraft.mined.stripped_spruce_log: #20, 1(0%)
minecraft.mined.stripped_oak_log: #20, 1(0%)
minecraft.used.tnt: #20, 1(0%)
minecraft.dropped.gold_nugget: #20, 1(0%)
minecraft.crafted.deepslate_tiles: #20, 1(0%)
minecraft.crafted.golden_carrot: #20, 2(0%)
minecraft.dropped.carrot: #20, 1(0%)
minecraft.custom.leave_game: #21, 283(2%)
minecraft.picked_up.dirt: #21, 8805(2%)
minecraft.crafted.iron_helmet: #21, 1(1%)
minecraft.crafted.iron_boots: #21, 1(1%)
minecraft.crafted.dark_oak_planks: #21, 936(1%)
minecraft.custom.interact_with_lectern: #21, 15(1%)
minecraft.picked_up.player_head: #21, 82(1%)
minecraft.picked_up.bow: #21, 21(1%)
minecraft.picked_up.gold_ore: #21, 23(1%)
minecraft.dropped.iron_sword: #21, 1(1%)
minecraft.picked_up.apple: #21, 28(1%)
minecraft.picked_up.golden_boots: #21, 2(1%)
minecraft.mined.player_head: #21, 2(1%)
minecraft.used.lantern: #21, 22(1%)
minecraft.picked_up.soul_sand: #21, 82(0%)
minecraft.used.shears: #21, 310(0%)
minecraft.used.redstone_ore: #21, 16(0%)
minecraft.used.oak_boat: #21, 3(0%)
minecraft.mined.tall_seagrass: #21, 9(0%)
minecraft.mined.clay: #21, 17(0%)
minecraft.picked_up.deepslate_iron_ore: #21, 8(0%)
minecraft.crafted.lectern: #21, 1(0%)
minecraft.picked_up.white_banner: #21, 1(0%)
minecraft.mined.seagrass: #21, 11(0%)
minecraft.picked_up.diamond_ore: #21, 4(0%)
minecraft.used.composter: #21, 4(0%)
minecraft.crafted.iron_shovel: #21, 1(0%)
minecraft.picked_up.deepslate_diamond_ore: #21, 2(0%)
minecraft.mined.spruce_trapdoor: #21, 5(0%)
minecraft.dropped.gunpowder: #21, 15(0%)
minecraft.picked_up.smooth_basalt: #21, 24(0%)
minecraft.dropped.rail: #21, 1(0%)
minecraft.mined.grindstone: #21, 1(0%)
minecraft.used.armor_stand: #21, 1(0%)
minecraft.picked_up.grindstone: #21, 1(0%)
minecraft.crafted.oak_boat: #21, 1(0%)
minecraft.picked_up.pointed_dripstone: #21, 21(0%)
minecraft.dropped.bone: #21, 17(0%)
minecraft.mined.coarse_dirt: #21, 5(0%)
minecraft.mined.azalea_leaves: #21, 20(0%)
minecraft.used.lava_bucket: #21, 3(0%)
minecraft.picked_up.stripped_spruce_log: #21, 1(0%)
minecraft.dropped.firework_rocket: #21, 2(0%)
minecraft.used.stone_shovel: #21, 1(0%)
minecraft.custom.traded_with_villager: #21, 19(0%)
minecraft.picked_up.copper_ingot: #21, 1(0%)
minecraft.custom.boat_one_cm: #22, 1399663(1%)
minecraft.picked_up.coal_ore: #22, 413(1%)
minecraft.picked_up.oak_log: #22, 665(1%)
minecraft.picked_up.leather_chestplate: #22, 2(1%)
minecraft.mined.poppy: #22, 10(0%)
minecraft.dropped.leather_leggings: #22, 1(0%)
minecraft.crafted.chain: #22, 31(0%)
minecraft.picked_up.golden_carrot: #22, 64(0%)
minecraft.picked_up.brown_mushroom: #22, 10(0%)
minecraft.mined.spruce_planks: #22, 24(0%)
minecraft.picked_up.redstone_ore: #22, 16(0%)
minecraft.used.ender_pearl: #22, 13(0%)
minecraft.used.bread: #22, 5(0%)
minecraft.mined.magma_block: #22, 26(0%)
minecraft.dropped.bow: #22, 2(0%)
minecraft.picked_up.cobblestone_stairs: #22, 1(0%)
minecraft.picked_up.weeping_vines: #22, 1(0%)
minecraft.dropped.player_head: #22, 4(0%)
minecraft.mined.tripwire: #22, 2(0%)
minecraft.picked_up.polished_andesite: #22, 1(0%)
minecraft.picked_up.coarse_dirt: #22, 5(0%)
minecraft.dropped.spider_eye: #22, 2(0%)
minecraft.picked_up.birch_leaves: #22, 1(0%)
minecraft.used.scaffolding: #22, 2(0%)
minecraft.custom.interact_with_crafting_table: #23, 818(2%)
minecraft.custom.drop: #23, 1201(1%)
minecraft.custom.damage_taken: #23, 42437(1%)
minecraft.custom.deaths: #23, 12(1%)
minecraft.mined.lapis_ore: #23, 49(1%)
