stat, rank, value, (percentage) 
minecraft.crafted.jungle_fence: #7, 24(3%)
minecraft.mined.lime_terracotta: #7, 6(4%)
minecraft.picked_up.brick_wall: #7, 3(4%)
minecraft.mined.brick_slab: #7, 2(4%)
minecraft.mined.shroomlight: #8, 141(5%)
minecraft.used.mossy_cobblestone_slab: #7, 53(3%)
minecraft.picked_up.red_dye: #7, 14(2%)
minecraft.dropped.cobblestone_slab: #7, 34(2%)
minecraft.used.crimson_nylium: #7, 13(2%)
minecraft.used.acacia_boat: #7, 2(3%)
minecraft.mined.oak_fence_gate: #7, 4(2%)
minecraft.picked_up.prismarine: #7, 143(2%)
minecraft.picked_up.loom: #7, 4(2%)
minecraft.custom.interact_with_crafting_table: #8, 1985(5%)
minecraft.dropped.amethyst_shard: #7, 8(2%)
minecraft.dropped.polished_granite: #7, 5(2%)
minecraft.dropped.light_gray_stained_glass: #7, 6(3%)
minecraft.picked_up.lily_of_the_valley: #7, 30(1%)
minecraft.used.birch_leaves: #7, 137(1%)
minecraft.crafted.spruce_slab: #8, 1392(5%)
minecraft.used.flower_pot: #8, 51(6%)
minecraft.used.cyan_dye: #7, 4(2%)
minecraft.mined.jungle_stairs: #7, 5(2%)
minecraft.picked_up.brown_carpet: #7, 12(2%)
minecraft.picked_up.brick_slab: #7, 2(3%)
minecraft.dropped.crossbow: #7, 3(1%)
minecraft.dropped.stone_shovel: #7, 2(1%)
minecraft.picked_up.red_concrete_powder: #7, 34(2%)
minecraft.mined.spruce_wood: #7, 4(2%)
minecraft.picked_up.red_carpet: #7, 4(2%)
minecraft.dropped.elytra: #8, 8(7%)
minecraft.picked_up.red_banner: #7, 1(3%)
minecraft.used.spruce_wood: #7, 47(1%)
minecraft.dropped.crimson_nylium: #7, 1(2%)
minecraft.mined.white_terracotta: #7, 86(1%)
minecraft.used.soul_sand: #8, 246(4%)
minecraft.crafted.crossbow: #7, 1(2%)
minecraft.picked_up.spruce_leaves: #7, 710(1%)
minecraft.killed.ravager: #7, 1(2%)
minecraft.picked_up.green_wool: #7, 40(1%)
minecraft.crafted.jungle_button: #7, 1(2%)
minecraft.used.acacia_wood: #7, 35(1%)
minecraft.used.brown_concrete_powder: #7, 24(1%)
minecraft.crafted.polished_granite_slab: #7, 6(2%)
minecraft.mined.pointed_dripstone: #7, 74(1%)
minecraft.picked_up.dark_oak_leaves: #7, 42(1%)
minecraft.mined.redstone_ore: #8, 1107(4%)
minecraft.mined.raw_gold_block: #7, 1(2%)
minecraft.used.light_gray_concrete: #7, 61(1%)
minecraft.used.jungle_button: #7, 1(2%)
minecraft.crafted.leather_helmet: #7, 1(1%)
minecraft.dropped.sea_pickle: #7, 1(1%)
minecraft.crafted.beehive: #7, 9(1%)
minecraft.crafted.brown_concrete_powder: #7, 24(1%)
minecraft.used.beehive: #7, 10(1%)
minecraft.picked_up.cut_copper: #7, 2(1%)
minecraft.mined.jungle_wall_sign: #7, 1(1%)
minecraft.custom.interact_with_furnace: #8, 1430(4%)
minecraft.dropped.dark_oak_fence: #7, 1(1%)
minecraft.mined.deepslate_copper_ore: #8, 55(4%)
minecraft.mined.polished_andesite_slab: #7, 1(1%)
minecraft.picked_up.fire_coral: #7, 4(1%)
minecraft.mined.dark_oak_planks: #8, 84(5%)
minecraft.mined.exposed_cut_copper_stairs: #7, 1(1%)
minecraft.dropped.cyan_terracotta: #7, 5(1%)
minecraft.mined.mossy_stone_brick_stairs: #7, 1(1%)
minecraft.picked_up.mossy_cobblestone: #8, 167(5%)
minecraft.dropped.splash_potion: #7, 1(0%)
minecraft.dropped.oak_boat: #7, 2(0%)
minecraft.dropped.snow: #7, 30(0%)
minecraft.crafted.dark_oak_stairs: #8, 272(5%)
minecraft.dropped.beetroot: #7, 3(0%)
minecraft.killed_by.player: #8, 7(4%)
minecraft.crafted.oxidized_cut_copper_stairs: #7, 2(0%)
minecraft.mined.blue_ice: #7, 5(0%)
minecraft.used.snow: #7, 36(0%)
minecraft.picked_up.orange_tulip: #7, 7(0%)
minecraft.crafted.quartz_pillar: #7, 3(0%)
minecraft.mined.stripped_crimson_stem: #7, 1(0%)
minecraft.used.crimson_planks: #7, 1(0%)
minecraft.used.stripped_warped_hyphae: #7, 1(0%)
minecraft.used.warped_hyphae: #7, 1(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #7, 1(0%)
minecraft.mined.player_head: #8, 15(4%)
minecraft.crafted.name_tag: #7, 1(0%)
minecraft.used.bubble_coral_block: #7, 2(0%)
minecraft.picked_up.spruce_sign: #8, 52(4%)
minecraft.picked_up.deepslate_copper_ore: #8, 24(5%)
minecraft.used.polished_andesite: #8, 399(5%)
minecraft.used.spruce_boat: #8, 20(4%)
minecraft.killed.glow_squid: #8, 7(4%)
minecraft.crafted.acacia_planks: #8, 1844(5%)
minecraft.picked_up.spruce_trapdoor: #8, 217(4%)
minecraft.used.oak_sapling: #8, 306(3%)
minecraft.dropped.filled_map: #8, 4(5%)
minecraft.crafted.dark_oak_fence: #8, 138(4%)
minecraft.mined.oak_sign: #8, 6(4%)
minecraft.crafted.coal: #8, 2088(3%)
minecraft.mined.crimson_fungus: #8, 13(4%)
minecraft.crafted.coal_block: #8, 436(3%)
minecraft.crafted.glass: #8, 7756(3%)
minecraft.picked_up.mushroom_stem: #8, 179(5%)
minecraft.used.stone_brick_stairs: #8, 256(4%)
minecraft.picked_up.warped_nylium: #8, 63(4%)
minecraft.picked_up.dark_oak_sign: #8, 38(3%)
minecraft.crafted.flower_pot: #8, 45(4%)
minecraft.used.spruce_planks: #8, 1353(3%)
minecraft.dropped.birch_planks: #8, 37(4%)
minecraft.crafted.sandstone: #8, 177(4%)
minecraft.dropped.white_bed: #8, 5(5%)
minecraft.crafted.blue_shulker_box: #8, 1(7%)
minecraft.picked_up.cut_copper_stairs: #8, 12(5%)
minecraft.used.cornflower: #8, 6(5%)
minecraft.mined.emerald_ore: #8, 17(4%)
minecraft.mined.infested_stone: #8, 15(4%)
minecraft.used.spruce_sign: #8, 78(2%)
minecraft.mined.warped_trapdoor: #8, 7(4%)
minecraft.dropped.glow_ink_sac: #8, 43(3%)
minecraft.picked_up.chainmail_chestplate: #8, 2(3%)
minecraft.dropped.iron_bars: #8, 31(6%)
minecraft.crafted.spruce_pressure_plate: #8, 3(3%)
minecraft.picked_up.jungle_planks: #8, 70(3%)
minecraft.picked_up.light_gray_concrete: #8, 131(3%)
minecraft.crafted.fishing_rod: #8, 1(4%)
minecraft.crafted.netherite_shovel: #8, 1(5%)
minecraft.used.andesite_slab: #8, 167(2%)
minecraft.picked_up.diamond_block: #8, 28(2%)
minecraft.used.weathered_copper: #8, 15(3%)
minecraft.crafted.tnt: #8, 428(2%)
minecraft.picked_up.stone_hoe: #8, 1(5%)
minecraft.mined.cobblestone_slab: #8, 48(2%)
minecraft.dropped.raw_copper: #8, 38(4%)
minecraft.picked_up.stone_button: #8, 61(2%)
minecraft.used.sunflower: #8, 4(3%)
minecraft.picked_up.crimson_nylium: #8, 41(2%)
minecraft.crafted.smooth_stone: #8, 269(2%)
minecraft.mined.spruce_pressure_plate: #8, 1(4%)
minecraft.picked_up.yellow_bed: #8, 5(2%)
minecraft.dropped.copper_block: #8, 41(4%)
minecraft.picked_up.polished_andesite_stairs: #8, 7(3%)
minecraft.dropped.chainmail_chestplate: #8, 2(2%)
minecraft.dropped.orange_terracotta: #8, 22(2%)
minecraft.dropped.nether_bricks: #8, 1(3%)
minecraft.picked_up.andesite_slab: #8, 14(2%)
minecraft.used.green_carpet: #8, 18(2%)
minecraft.dropped.cobblestone_stairs: #8, 4(3%)
minecraft.picked_up.netherite_ingot: #8, 2(2%)
minecraft.used.andesite_stairs: #8, 19(2%)
minecraft.crafted.spruce_planks: #9, 15444(5%)
minecraft.crafted.oak_boat: #8, 13(1%)
minecraft.mined.light_gray_concrete: #8, 64(1%)
minecraft.picked_up.red_concrete: #8, 172(1%)
minecraft.picked_up.sea_pickle: #8, 192(1%)
minecraft.used.black_wool: #8, 128(1%)
minecraft.picked_up.crying_obsidian: #8, 34(1%)
minecraft.picked_up.mossy_cobblestone_stairs: #8, 4(2%)
minecraft.used.smooth_sandstone: #8, 202(1%)
minecraft.used.prismarine_bricks: #8, 39(1%)
minecraft.used.crimson_fungus: #8, 2(1%)
minecraft.mined.red_concrete_powder: #8, 2(2%)
minecraft.used.string: #8, 175(1%)
minecraft.crafted.black_terracotta: #8, 56(2%)
minecraft.mined.red_sand: #8, 1313(1%)
minecraft.crafted.orange_terracotta: #8, 16(1%)
minecraft.used.brown_carpet: #8, 34(1%)
minecraft.crafted.spruce_boat: #8, 4(1%)
minecraft.mined.jungle_fence_gate: #8, 1(2%)
minecraft.used.birch_trapdoor: #8, 26(1%)
minecraft.picked_up.big_dripleaf: #8, 100(1%)
minecraft.mined.lily_pad: #8, 8(1%)
minecraft.dropped.sugar_cane: #8, 36(1%)
minecraft.picked_up.crimson_stairs: #8, 2(1%)
minecraft.used.red_carpet: #8, 10(1%)
minecraft.picked_up.stripped_birch_log: #8, 20(1%)
minecraft.crafted.crimson_fence: #8, 3(1%)
minecraft.mined.jungle_trapdoor: #8, 8(1%)
minecraft.crafted.light_blue_terracotta: #8, 24(1%)
minecraft.crafted.acacia_stairs: #8, 12(1%)
minecraft.picked_up.blackstone_slab: #8, 5(1%)
minecraft.picked_up.black_stained_glass: #8, 36(1%)
minecraft.picked_up.pink_wool: #8, 10(1%)
minecraft.mined.horn_coral_fan: #8, 2(1%)
minecraft.dropped.lantern: #8, 3(1%)
minecraft.mined.warped_fence: #8, 1(1%)
minecraft.crafted.brown_carpet: #8, 24(1%)
minecraft.used.crimson_fence: #8, 1(1%)
minecraft.custom.eat_cake_slice: #8, 1(1%)
minecraft.used.stripped_birch_log: #8, 17(1%)
minecraft.mined.beetroots: #8, 7(1%)
minecraft.mined.scaffolding: #9, 1815(4%)
minecraft.crafted.oxidized_cut_copper_slab: #8, 6(1%)
minecraft.dropped.cocoa_beans: #8, 1(1%)
minecraft.dropped.stone_brick_wall: #8, 2(1%)
minecraft.used.brick_stairs: #8, 6(1%)
minecraft.used.tube_coral: #8, 1(1%)
minecraft.mined.acacia_planks: #8, 6(0%)
minecraft.used.brown_terracotta: #8, 46(0%)
minecraft.used.oxidized_cut_copper_stairs: #8, 14(0%)
minecraft.picked_up.stripped_birch_wood: #8, 1(0%)
minecraft.used.mossy_stone_brick_stairs: #8, 4(0%)
minecraft.mined.bubble_coral_fan: #8, 1(0%)
minecraft.used.sandstone_wall: #8, 4(0%)
minecraft.crafted.candle: #8, 13(0%)
minecraft.dropped.deepslate_bricks: #8, 1(0%)
minecraft.crafted.smooth_quartz_stairs: #8, 1(0%)
minecraft.crafted.warped_hyphae: #8, 3(0%)
minecraft.crafted.cracked_deepslate_tiles: #8, 3(0%)
minecraft.picked_up.mossy_cobblestone_slab: #8, 1(0%)
minecraft.mined.mossy_cobblestone_slab: #8, 1(0%)
minecraft.crafted.warped_button: #8, 1(0%)
minecraft.used.green_concrete_powder: #8, 1(0%)
minecraft.used.green_terracotta: #8, 8(0%)
minecraft.used.dark_oak_leaves: #8, 2(0%)
minecraft.used.green_stained_glass_pane: #8, 1(0%)
minecraft.picked_up.bubble_coral_block: #8, 2(0%)
minecraft.crafted.iron_hoe: #9, 2(5%)
minecraft.picked_up.chest: #9, 426(4%)
minecraft.dropped.writable_book: #9, 3(5%)
minecraft.mined.dark_oak_stairs: #9, 31(4%)
minecraft.picked_up.lapis_ore: #9, 59(4%)
minecraft.crafted.dark_oak_slab: #9, 504(4%)
minecraft.picked_up.gold_ore: #9, 114(3%)
minecraft.picked_up.cobblestone_slab: #9, 83(3%)
minecraft.dropped.iron_helmet: #9, 3(5%)
minecraft.picked_up.apple: #9, 146(3%)
minecraft.used.elytra: #9, 9(5%)
minecraft.picked_up.dark_oak_planks: #9, 174(3%)
minecraft.dropped.spruce_planks: #9, 84(3%)
minecraft.crafted.raw_iron: #9, 977(4%)
minecraft.used.redstone_block: #9, 84(3%)
minecraft.crafted.scaffolding: #9, 462(3%)
minecraft.picked_up.shears: #9, 17(3%)
minecraft.crafted.coarse_dirt: #9, 880(3%)
minecraft.dropped.coal: #9, 80(3%)
minecraft.custom.talked_to_villager: #9, 1260(2%)
minecraft.dropped.azalea_leaves: #9, 59(5%)
minecraft.crafted.bookshelf: #9, 200(2%)
minecraft.picked_up.scaffolding: #9, 2541(2%)
minecraft.used.sugar_cane: #9, 271(2%)
minecraft.picked_up.light_gray_stained_glass: #9, 33(4%)
minecraft.picked_up.cactus: #9, 495(2%)
minecraft.mined.oxeye_daisy: #9, 18(3%)
minecraft.used.ender_pearl: #9, 188(2%)
minecraft.crafted.stone_axe: #9, 3(2%)
minecraft.picked_up.tnt: #9, 38(3%)
minecraft.mined.polished_basalt: #9, 43(3%)
minecraft.picked_up.polished_basalt: #9, 48(2%)
minecraft.picked_up.cooked_mutton: #9, 6(3%)
minecraft.picked_up.netherite_pickaxe: #9, 8(2%)
minecraft.dropped.grass: #9, 9(3%)
minecraft.used.vine: #9, 51(3%)
minecraft.picked_up.gold_ingot: #9, 64(2%)
minecraft.used.smoker: #9, 3(3%)
minecraft.used.diamond_hoe: #9, 6881(2%)
minecraft.picked_up.oak_button: #9, 2(3%)
minecraft.crafted.gray_shulker_box: #9, 1(4%)
minecraft.picked_up.stone_brick_wall: #9, 12(2%)
minecraft.dropped.spruce_slab: #9, 14(2%)
minecraft.picked_up.peony: #9, 23(2%)
minecraft.picked_up.white_stained_glass: #9, 34(2%)
minecraft.crafted.spruce_sign: #9, 51(2%)
minecraft.picked_up.warped_trapdoor: #9, 7(2%)
minecraft.crafted.deepslate_brick_wall: #9, 12(2%)
minecraft.crafted.raw_copper_block: #9, 92(2%)
minecraft.custom.damage_dealt: #9, 427090(1%)
minecraft.used.stripped_oak_log: #9, 42(2%)
minecraft.mined.lime_shulker_box: #9, 59(2%)
minecraft.picked_up.lime_shulker_box: #9, 59(2%)
minecraft.mined.andesite_stairs: #9, 3(2%)
minecraft.used.warped_slab: #9, 41(2%)
minecraft.used.white_stained_glass: #9, 161(2%)
minecraft.crafted.warped_fence: #9, 15(2%)
minecraft.picked_up.smoker: #9, 2(2%)
minecraft.used.lime_shulker_box: #9, 59(1%)
minecraft.used.netherite_shovel: #9, 17097(2%)
minecraft.picked_up.birch_trapdoor: #9, 7(2%)
minecraft.used.wooden_sword: #9, 10(2%)
minecraft.mined.crimson_trapdoor: #9, 3(2%)
minecraft.crafted.painting: #9, 12(1%)
minecraft.mined.cut_copper_stairs: #9, 4(2%)
minecraft.used.birch_log: #9, 70(1%)
minecraft.picked_up.painting: #9, 34(1%)
minecraft.picked_up.saddle: #9, 5(1%)
minecraft.crafted.green_carpet: #9, 18(1%)
minecraft.picked_up.red_sand: #9, 1297(1%)
minecraft.crafted.spruce_wood: #9, 48(1%)
minecraft.mined.crimson_stem: #9, 35(1%)
minecraft.crafted.yellow_shulker_box: #9, 1(1%)
minecraft.picked_up.white_terracotta: #9, 86(1%)
minecraft.used.oak_wood: #9, 65(1%)
minecraft.used.hanging_roots: #9, 5(1%)
minecraft.dropped.chainmail_helmet: #9, 1(1%)
minecraft.crafted.acacia_wood: #9, 39(1%)
minecraft.crafted.brown_dye: #9, 41(1%)
minecraft.used.red_concrete: #9, 75(1%)
minecraft.crafted.light_blue_shulker_box: #9, 1(1%)
minecraft.used.warped_sign: #9, 6(1%)
minecraft.mined.stripped_birch_log: #9, 21(1%)
minecraft.mined.sea_pickle: #9, 10(1%)
minecraft.used.cyan_stained_glass: #9, 20(1%)
minecraft.killed.trader_llama: #10, 10(6%)
minecraft.crafted.birch_trapdoor: #9, 22(1%)
minecraft.used.crimson_slab: #9, 6(1%)
minecraft.used.crimson_stairs: #9, 5(1%)
minecraft.used.green_wool: #9, 10(1%)
minecraft.crafted.crimson_slab: #9, 12(1%)
minecraft.crafted.crimson_stairs: #9, 4(1%)
minecraft.crafted.red_carpet: #9, 6(1%)
minecraft.crafted.white_banner: #9, 1(1%)
minecraft.dropped.stone_stairs: #9, 1(1%)
minecraft.used.blackstone_slab: #9, 15(0%)
minecraft.picked_up.jungle_trapdoor: #9, 7(0%)
minecraft.custom.open_enderchest: #10, 1330(4%)
minecraft.picked_up.snow: #9, 128(0%)
minecraft.crafted.birch_wood: #9, 6(0%)
minecraft.mined.cut_copper: #9, 1(0%)
minecraft.used.blackstone_wall: #9, 3(0%)
minecraft.crafted.pink_terracotta: #9, 8(0%)
minecraft.used.sandstone_stairs: #9, 7(0%)
minecraft.used.beetroot_seeds: #9, 7(0%)
minecraft.picked_up.beetroot: #9, 6(0%)
minecraft.dropped.spruce_boat: #9, 1(0%)
minecraft.mined.horn_coral: #9, 1(0%)
minecraft.mined.warped_stairs: #9, 1(0%)
minecraft.picked_up.horn_coral: #9, 1(0%)
minecraft.dropped.prismarine_crystals: #9, 2(0%)
minecraft.used.twisting_vines: #9, 2(0%)
minecraft.crafted.black_wool: #9, 6(0%)
minecraft.crafted.smooth_quartz_slab: #9, 2(0%)
minecraft.crafted.green_terracotta: #9, 16(0%)
minecraft.used.warped_button: #9, 1(0%)
minecraft.crafted.lime_stained_glass: #9, 8(0%)
minecraft.mined.bubble_coral_block: #9, 2(0%)
minecraft.picked_up.coal_ore: #10, 1464(4%)
minecraft.crafted.copper_ingot: #10, 1723(4%)
minecraft.dropped.tuff: #10, 63(4%)
minecraft.used.iron_bars: #10, 201(4%)
minecraft.mined.birch_log: #10, 1203(3%)
minecraft.custom.inspect_dispenser: #10, 233(3%)
minecraft.mined.lantern: #10, 22(4%)
minecraft.killed.wandering_trader: #10, 4(5%)
minecraft.custom.jump: #11, 199057(4%)
minecraft.picked_up.spruce_stairs: #10, 99(3%)
minecraft.killed_by.creeper: #10, 5(4%)
minecraft.picked_up.iron_ore: #10, 766(3%)
minecraft.used.furnace: #10, 75(3%)
minecraft.picked_up.dark_oak_stairs: #10, 36(4%)
minecraft.used.stone_slab: #10, 741(3%)
minecraft.mined.rose_bush: #10, 6(3%)
minecraft.picked_up.shroomlight: #10, 143(3%)
minecraft.picked_up.cooked_beef: #10, 376(3%)
minecraft.mined.sugar_cane: #10, 1489(3%)
minecraft.used.spruce_stairs: #10, 262(3%)
minecraft.dropped.string: #10, 139(3%)
minecraft.used.gold_ore: #10, 82(3%)
minecraft.used.flowering_azalea_leaves: #10, 79(3%)
minecraft.crafted.oak_button: #10, 11(4%)
minecraft.crafted.glow_item_frame: #10, 15(3%)
minecraft.picked_up.dark_oak_slab: #10, 61(3%)
minecraft.used.coarse_dirt: #10, 848(2%)
minecraft.mined.cobblestone_wall: #10, 32(2%)
minecraft.used.scaffolding: #10, 2227(2%)
minecraft.used.cut_copper_slab: #10, 56(4%)
minecraft.used.copper_ore: #10, 170(2%)
minecraft.used.iron_shovel: #10, 1676(2%)
minecraft.picked_up.spyglass: #10, 2(2%)
minecraft.picked_up.azalea_leaves: #10, 888(2%)
minecraft.mined.dark_oak_wall_sign: #10, 9(2%)
minecraft.broken.iron_shovel: #10, 6(2%)
minecraft.mined.stone_stairs: #10, 20(2%)
minecraft.dropped.netherite_shovel: #10, 1(2%)
minecraft.used.white_stained_glass_pane: #10, 64(2%)
minecraft.used.jungle_log: #10, 72(1%)
minecraft.picked_up.dark_oak_fence: #10, 22(2%)
minecraft.used.honeycomb: #10, 99(2%)
minecraft.mined.hay_block: #10, 27(1%)
minecraft.mined.dead_bush: #10, 50(1%)
minecraft.mined.polished_andesite_stairs: #10, 4(2%)
minecraft.used.smooth_stone_slab: #10, 211(1%)
minecraft.picked_up.crimson_trapdoor: #10, 3(2%)
minecraft.used.warped_fence: #10, 8(2%)
minecraft.picked_up.lily_pad: #10, 18(1%)
minecraft.custom.traded_with_villager: #10, 3768(1%)
minecraft.picked_up.lapis_block: #10, 12(1%)
minecraft.picked_up.cooked_cod: #10, 6(1%)
minecraft.picked_up.oxeye_daisy: #10, 26(1%)
minecraft.used.stone: #11, 22755(5%)
minecraft.used.warped_stem: #10, 41(1%)
minecraft.used.dirt: #11, 13914(4%)
minecraft.crafted.warped_slab: #10, 54(1%)
minecraft.crafted.raw_gold_block: #10, 13(1%)
minecraft.used.deepslate_brick_wall: #10, 22(1%)
minecraft.dropped.obsidian: #10, 12(1%)
minecraft.used.andesite_wall: #10, 26(1%)
minecraft.mined.bricks: #10, 6(1%)
minecraft.dropped.player_head: #10, 27(1%)
minecraft.picked_up.detector_rail: #10, 1(1%)
minecraft.mined.red_bed: #10, 6(1%)
minecraft.mined.jungle_planks: #10, 15(1%)
minecraft.picked_up.jungle_boat: #10, 1(1%)
minecraft.picked_up.oak_fence_gate: #10, 3(1%)
minecraft.used.warped_nylium: #10, 4(1%)
minecraft.dropped.bamboo: #10, 40(1%)
minecraft.picked_up.red_bed: #10, 6(1%)
minecraft.used.dark_oak_pressure_plate: #10, 1(1%)
minecraft.mined.blackstone_slab: #10, 2(1%)
minecraft.dropped.stone_button: #10, 13(1%)
minecraft.mined.oxidized_copper: #10, 104(1%)
minecraft.picked_up.stripped_oak_wood: #10, 8(1%)
minecraft.picked_up.oxidized_copper: #10, 104(1%)
minecraft.crafted.dark_oak_boat: #10, 1(1%)
minecraft.crafted.red_terracotta: #10, 24(1%)
minecraft.picked_up.pointed_dripstone: #10, 132(0%)
minecraft.used.rotten_flesh: #10, 2(1%)
minecraft.used.warped_roots: #10, 1(1%)
minecraft.mined.stripped_oak_wood: #10, 7(1%)
minecraft.mined.acacia_slab: #10, 5(1%)
minecraft.crafted.gray_wool: #10, 15(1%)
minecraft.crafted.birch_button: #10, 1(1%)
minecraft.used.birch_button: #10, 1(1%)
minecraft.dropped.coarse_dirt: #10, 6(0%)
minecraft.crafted.gray_stained_glass_pane: #10, 16(1%)
minecraft.used.sponge: #10, 28(0%)
minecraft.crafted.light_gray_stained_glass_pane: #10, 16(1%)
minecraft.used.polished_diorite: #10, 22(0%)
minecraft.picked_up.acacia_slab: #10, 4(0%)
minecraft.dropped.birch_slab: #10, 1(0%)
minecraft.used.powder_snow_bucket: #10, 2(0%)
minecraft.custom.target_hit: #10, 1(0%)
minecraft.crafted.mossy_cobblestone_slab: #10, 2(0%)
minecraft.mined.snow: #10, 111(0%)
minecraft.used.cracked_deepslate_tiles: #10, 3(0%)
minecraft.used.smooth_quartz_stairs: #10, 4(0%)
minecraft.picked_up.fire_charge: #10, 1(0%)
minecraft.mined.sponge: #10, 1(0%)
minecraft.used.raw_iron_block: #10, 1(0%)
minecraft.used.brown_mushroom_block: #10, 2(0%)
minecraft.used.lime_stained_glass: #10, 1(0%)
minecraft.used.diamond_shovel: #11, 44343(3%)
minecraft.mined.lilac: #11, 8(4%)
minecraft.picked_up.iron_chestplate: #11, 7(4%)
minecraft.crafted.redstone_block: #11, 590(3%)
minecraft.custom.inspect_dropper: #11, 201(3%)
minecraft.picked_up.diamond_ore: #11, 67(3%)
minecraft.picked_up.cobbled_deepslate: #11, 9277(3%)
minecraft.used.glow_item_frame: #11, 20(4%)
minecraft.dropped.diamond_sword: #11, 4(3%)
minecraft.mined.moss_block: #11, 1208(3%)
minecraft.picked_up.deepslate: #11, 3121(3%)
minecraft.mined.spruce_stairs: #11, 50(3%)
minecraft.used.diamond_leggings: #11, 2(4%)
minecraft.mined.spruce_sapling: #11, 10(3%)
minecraft.custom.leave_game: #12, 492(3%)
minecraft.crafted.spruce_stairs: #11, 216(3%)
minecraft.crafted.iron_bars: #11, 224(2%)
minecraft.picked_up.writable_book: #11, 4(3%)
minecraft.crafted.iron_boots: #11, 2(2%)
minecraft.picked_up.crimson_fungus: #11, 14(3%)
minecraft.picked_up.player_head: #11, 182(2%)
minecraft.mined.crimson_nylium: #11, 41(2%)
minecraft.used.blast_furnace: #11, 8(2%)
minecraft.mined.birch_slab: #11, 13(2%)
minecraft.used.deepslate_diamond_ore: #11, 14(2%)
minecraft.used.note_block: #11, 46(2%)
minecraft.crafted.note_block: #11, 46(2%)
minecraft.dropped.diamond_shovel: #11, 2(2%)
minecraft.picked_up.powder_snow_bucket: #11, 1(2%)
minecraft.mined.cocoa: #11, 25(2%)
minecraft.dropped.ender_chest: #11, 2(2%)
minecraft.crafted.iron_shovel: #11, 7(1%)
minecraft.crafted.white_stained_glass: #11, 192(1%)
minecraft.used.tnt: #11, 113(1%)
minecraft.picked_up.terracotta: #11, 1833(1%)
minecraft.used.exposed_copper: #11, 6(2%)
minecraft.mined.spore_blossom: #11, 1(2%)
minecraft.crafted.warped_planks: #11, 528(1%)
minecraft.crafted.jungle_planks: #11, 768(1%)
minecraft.picked_up.cocoa_beans: #11, 89(1%)
minecraft.picked_up.birch_leaves: #11, 195(1%)
minecraft.picked_up.bone_meal: #11, 795(1%)
minecraft.mined.light_gray_stained_glass: #11, 9(1%)
minecraft.crafted.dark_oak_pressure_plate: #11, 1(1%)
minecraft.used.crimson_trapdoor: #11, 11(1%)
minecraft.used.oxeye_daisy: #11, 2(1%)
minecraft.used.red_bed: #11, 7(1%)
minecraft.crafted.crimson_trapdoor: #11, 10(1%)
minecraft.used.smooth_stone: #11, 155(1%)
minecraft.picked_up.andesite_stairs: #11, 3(1%)
minecraft.picked_up.jungle_stairs: #11, 4(1%)
minecraft.crafted.emerald: #11, 1931(1%)
minecraft.dropped.spider_eye: #11, 74(1%)
minecraft.mined.honey_block: #11, 3(1%)
minecraft.picked_up.green_dye: #11, 3(1%)
minecraft.dropped.hopper: #11, 1(1%)
minecraft.picked_up.birch_fence: #11, 5(1%)
minecraft.crafted.cake: #11, 1(1%)
minecraft.dropped.gold_ingot: #11, 14(1%)
minecraft.used.oxidized_copper: #11, 43(0%)
minecraft.used.azure_bluet: #11, 1(1%)
minecraft.crafted.crimson_planks: #11, 96(0%)
minecraft.used.polished_blackstone_wall: #11, 7(1%)
minecraft.picked_up.beetroot_seeds: #11, 23(0%)
minecraft.crafted.warped_sign: #11, 3(0%)
minecraft.picked_up.honey_block: #11, 3(0%)
minecraft.used.gray_stained_glass_pane: #11, 7(0%)
minecraft.mined.wet_sponge: #11, 27(0%)
minecraft.picked_up.wet_sponge: #11, 27(0%)
minecraft.crafted.light_blue_stained_glass: #11, 24(0%)
minecraft.used.soul_soil: #11, 14(0%)
minecraft.crafted.orange_stained_glass: #11, 8(0%)
minecraft.used.acacia_planks: #11, 10(0%)
minecraft.used.smooth_quartz: #11, 13(0%)
minecraft.crafted.warped_stairs: #11, 8(0%)
minecraft.picked_up.bricks: #11, 6(0%)
minecraft.dropped.gold_nugget: #11, 14(0%)
minecraft.dropped.end_rod: #11, 1(0%)
minecraft.mined.smooth_sandstone: #11, 9(0%)
minecraft.used.weeping_vines: #11, 3(0%)
minecraft.crafted.polished_blackstone_stairs: #11, 2(0%)
minecraft.used.light_blue_stained_glass: #11, 8(0%)
minecraft.dropped.birch_leaves: #11, 1(0%)
minecraft.dropped.glowstone_dust: #11, 3(0%)
minecraft.crafted.daylight_detector: #11, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #11, 2(0%)
minecraft.used.daylight_detector: #11, 1(0%)
minecraft.used.experience_bottle: #11, 2(0%)
minecraft.picked_up.brown_terracotta: #11, 5(0%)
minecraft.picked_up.sponge: #11, 1(0%)
minecraft.used.trident: #11, 1(0%)
minecraft.crafted.dripstone_block: #11, 2(0%)
minecraft.crafted.air: #11, 0(0%)
minecraft.custom.deaths: #12, 32(3%)
minecraft.dropped.crafting_table: #12, 4(3%)
minecraft.mined.deepslate: #12, 10621(3%)
minecraft.custom.open_shulker_box: #12, 7138(3%)
minecraft.picked_up.spruce_planks: #12, 455(3%)
minecraft.crafted.oak_slab: #12, 366(3%)
minecraft.crafted.diamond_pickaxe: #12, 7(3%)
minecraft.picked_up.sugar_cane: #12, 2440(2%)
