stat, rank, value, (percentage) 
minecraft.picked_up.granite: #19, 2479(2%)
minecraft.picked_up.andesite: #19, 2614(2%)
minecraft.mined.stone: #19, 44493(2%)
minecraft.crafted.diamond_shovel: #19, 2(1%)
minecraft.crafted.diamond_axe: #19, 2(2%)
minecraft.picked_up.oak_sign: #19, 13(1%)
minecraft.mined.granite: #19, 2078(1%)
minecraft.crafted.shield: #19, 1(1%)
minecraft.picked_up.flint_and_steel: #19, 2(1%)
minecraft.picked_up.golden_boots: #19, 4(1%)
minecraft.crafted.redstone: #19, 1287(1%)
minecraft.used.lever: #19, 31(1%)
minecraft.picked_up.gravel: #19, 2271(1%)
minecraft.picked_up.moss_carpet: #19, 251(1%)
minecraft.crafted.item_frame: #19, 43(1%)
minecraft.picked_up.leather_chestplate: #19, 3(1%)
minecraft.crafted.piston: #19, 65(1%)
minecraft.picked_up.birch_sign: #19, 8(1%)
minecraft.picked_up.redstone_torch: #19, 27(1%)
minecraft.custom.enchant_item: #19, 19(1%)
minecraft.mined.piston: #19, 14(1%)
minecraft.mined.obsidian: #19, 119(1%)
minecraft.crafted.dispenser: #19, 11(1%)
minecraft.used.birch_sign: #19, 10(1%)
minecraft.picked_up.oak_slab: #19, 12(1%)
minecraft.killed.slime: #19, 48(1%)
minecraft.mined.chain: #19, 7(1%)
minecraft.killed.zombie: #19, 166(0%)
minecraft.dropped.oak_fence: #19, 2(0%)
minecraft.used.glass_bottle: #19, 27(0%)
minecraft.crafted.powered_rail: #19, 30(0%)
minecraft.picked_up.mutton: #19, 3(0%)
minecraft.dropped.coal_ore: #19, 6(0%)
minecraft.crafted.light_gray_dye: #19, 24(0%)
minecraft.used.oak_planks: #19, 105(0%)
minecraft.picked_up.chicken: #19, 4(0%)
minecraft.crafted.gray_dye: #19, 32(0%)
minecraft.picked_up.white_banner: #19, 1(0%)
minecraft.crafted.cobblestone_wall: #19, 8(0%)
minecraft.mined.budding_amethyst: #19, 1(0%)
minecraft.dropped.potion: #19, 1(0%)
minecraft.dropped.stone_sword: #19, 1(0%)
minecraft.picked_up.name_tag: #19, 2(0%)
minecraft.dropped.arrow: #19, 82(0%)
minecraft.mined.stone_button: #19, 2(0%)
minecraft.dropped.bone: #19, 39(0%)
minecraft.crafted.birch_slab: #19, 12(0%)
minecraft.picked_up.shulker_shell: #19, 12(0%)
minecraft.dropped.egg: #19, 4(0%)
minecraft.used.sea_lantern: #19, 4(0%)
minecraft.crafted.bone_block: #19, 28(0%)
minecraft.picked_up.lectern: #19, 2(0%)
minecraft.mined.lectern: #19, 2(0%)
minecraft.used.white_concrete: #19, 14(0%)
minecraft.crafted.glowstone: #19, 1(0%)
minecraft.used.black_concrete: #19, 1(0%)
minecraft.dropped.carrot: #19, 1(0%)
minecraft.custom.interact_with_anvil: #20, 86(2%)
minecraft.picked_up.diamond: #20, 240(2%)
minecraft.mined.shulker_box: #20, 394(2%)
minecraft.picked_up.shulker_box: #20, 401(1%)
minecraft.used.shulker_box: #20, 392(1%)
minecraft.picked_up.diorite: #20, 2193(1%)
minecraft.used.chest: #20, 235(1%)
minecraft.picked_up.diamond_pickaxe: #20, 9(1%)
minecraft.crafted.diamond_sword: #20, 1(1%)
minecraft.killed.spider: #20, 25(1%)
minecraft.used.bow: #20, 390(1%)
minecraft.crafted.diamond_block: #20, 15(1%)
minecraft.used.repeater: #20, 57(1%)
minecraft.picked_up.porkchop: #20, 12(1%)
minecraft.picked_up.lever: #20, 14(1%)
minecraft.crafted.ender_chest: #20, 2(1%)
minecraft.used.andesite: #20, 243(1%)
minecraft.picked_up.repeater: #20, 23(1%)
minecraft.mined.iron_bars: #20, 6(1%)
minecraft.crafted.sticky_piston: #20, 16(1%)
minecraft.picked_up.deepslate_tiles: #20, 45(1%)
minecraft.used.netherrack: #20, 285(1%)
minecraft.picked_up.gunpowder: #20, 95(0%)
minecraft.dropped.stick: #20, 66(0%)
minecraft.picked_up.egg: #20, 31(0%)
minecraft.mined.oak_fence: #20, 13(0%)
minecraft.picked_up.blackstone: #20, 232(0%)
minecraft.dropped.golden_carrot: #20, 26(0%)
minecraft.picked_up.rotten_flesh: #20, 352(0%)
minecraft.used.diamond_sword: #20, 2363(0%)
minecraft.picked_up.glow_berries: #20, 30(0%)
minecraft.picked_up.sticky_piston: #20, 6(0%)
minecraft.picked_up.smooth_basalt: #20, 65(0%)
minecraft.mined.birch_planks: #20, 5(0%)
minecraft.crafted.lapis_lazuli: #20, 36(0%)
minecraft.mined.comparator: #20, 2(0%)
minecraft.mined.sea_lantern: #20, 3(0%)
minecraft.crafted.cobblestone_slab: #20, 20(0%)
minecraft.picked_up.calcite: #20, 71(0%)
minecraft.mined.powered_rail: #20, 8(0%)
minecraft.used.splash_potion: #20, 1(0%)
minecraft.picked_up.sea_lantern: #20, 3(0%)
minecraft.dropped.rail: #20, 1(0%)
minecraft.picked_up.comparator: #20, 2(0%)
minecraft.crafted.magenta_dye: #20, 2(0%)
minecraft.crafted.gold_block: #20, 11(0%)
minecraft.crafted.stone_slab: #20, 14(0%)
minecraft.picked_up.bread: #20, 3(0%)
minecraft.mined.bone_block: #20, 2(0%)
minecraft.picked_up.smooth_sandstone_stairs: #20, 1(0%)
minecraft.picked_up.rooted_dirt: #20, 2(0%)
minecraft.dropped.moss_carpet: #20, 1(0%)
minecraft.mined.polished_blackstone: #20, 1(0%)
minecraft.picked_up.polished_blackstone: #20, 1(0%)
minecraft.crafted.deepslate_bricks: #20, 7(0%)
minecraft.used.shield: #20, 2(0%)
minecraft.picked_up.book: #20, 6(0%)
minecraft.mined.carved_pumpkin: #20, 1(0%)
minecraft.used.polished_deepslate_slab: #20, 8(0%)
minecraft.mined.rooted_dirt: #20, 1(0%)
minecraft.custom.damage_blocked_by_shield: #20, 80(0%)
minecraft.custom.minecart_one_cm: #20, 2783(0%)
minecraft.crafted.polished_blackstone: #20, 3(0%)
minecraft.picked_up.black_concrete: #20, 1(0%)
minecraft.mined.black_concrete: #20, 1(0%)
minecraft.mined.white_concrete: #20, 2(0%)
minecraft.picked_up.gold_nugget: #20, 9(0%)
minecraft.custom.fly_one_cm: #21, 22285041(2%)
minecraft.custom.open_chest: #21, 7454(2%)
minecraft.used.torch: #21, 3355(2%)
minecraft.custom.damage_taken: #21, 47242(1%)
minecraft.mined.diorite: #21, 2050(1%)
minecraft.crafted.oak_planks: #21, 2196(1%)
minecraft.custom.interact_with_beacon: #21, 4(1%)
minecraft.killed.squid: #21, 20(1%)
minecraft.picked_up.minecart: #21, 10(1%)
minecraft.used.sticky_piston: #21, 22(1%)
minecraft.crafted.repeater: #21, 37(1%)
minecraft.picked_up.golden_leggings: #21, 2(1%)
minecraft.crafted.bow: #21, 8(1%)
minecraft.crafted.cooked_porkchop: #21, 3(0%)
minecraft.dropped.leather_leggings: #21, 1(0%)
minecraft.picked_up.piston: #21, 11(0%)
minecraft.picked_up.chain: #21, 9(0%)
minecraft.crafted.birch_planks: #21, 268(0%)
minecraft.crafted.light_blue_dye: #21, 10(0%)
minecraft.picked_up.deepslate_tile_slab: #21, 18(0%)
minecraft.killed.skeleton: #21, 83(0%)
minecraft.mined.blackstone: #21, 99(0%)
minecraft.used.bread: #21, 8(0%)
minecraft.picked_up.stone_sword: #21, 1(0%)
minecraft.used.deepslate_bricks: #21, 64(0%)
minecraft.crafted.polished_deepslate_slab: #21, 8(0%)
minecraft.crafted.shulker_box: #21, 6(0%)
minecraft.picked_up.powered_rail: #21, 10(0%)
minecraft.picked_up.amethyst_shard: #21, 42(0%)
minecraft.mined.amethyst_cluster: #21, 11(0%)
minecraft.killed.enderman: #21, 281(0%)
minecraft.crafted.quartz_block: #21, 23(0%)
minecraft.crafted.deepslate_tile_stairs: #21, 1(0%)
minecraft.picked_up.deepslate_bricks: #21, 4(0%)
minecraft.used.birch_planks: #21, 4(0%)
minecraft.mined.potatoes: #21, 6(0%)
minecraft.used.end_rod: #21, 3(0%)
minecraft.picked_up.sandstone: #21, 53(0%)
minecraft.used.pumpkin: #21, 1(0%)
minecraft.crafted.bread: #21, 5(0%)
minecraft.picked_up.pumpkin_seeds: #21, 4(0%)
minecraft.crafted.deepslate_tile_slab: #21, 2(0%)
minecraft.mined.deepslate_tile_stairs: #21, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #21, 1(0%)
minecraft.used.written_book: #21, 2(0%)
minecraft.used.magma_block: #21, 1(0%)
minecraft.crafted.crafting_table: #22, 18(1%)
minecraft.used.water_bucket: #22, 310(1%)
minecraft.mined.andesite: #22, 2093(1%)
minecraft.mined.torch: #22, 254(1%)
minecraft.used.bone_meal: #22, 1121(1%)
minecraft.crafted.chest: #22, 258(1%)
minecraft.picked_up.bow: #22, 18(1%)
minecraft.crafted.lever: #22, 18(1%)
minecraft.dropped.granite: #22, 123(1%)
minecraft.picked_up.oak_fence: #22, 14(0%)
minecraft.used.glow_ink_sac: #22, 7(0%)
minecraft.crafted.white_dye: #22, 139(0%)
minecraft.used.deepslate_tiles: #22, 132(0%)
minecraft.picked_up.golden_helmet: #22, 1(0%)
minecraft.mined.sand: #22, 1813(0%)
minecraft.used.minecart: #22, 4(0%)
minecraft.picked_up.leather_boots: #22, 1(0%)
minecraft.picked_up.glass: #22, 78(0%)
minecraft.picked_up.sand: #22, 1889(0%)
minecraft.mined.rail: #22, 37(0%)
minecraft.mined.birch_wall_sign: #22, 1(0%)
minecraft.picked_up.oak_leaves: #22, 195(0%)
minecraft.picked_up.potion: #22, 2(0%)
minecraft.mined.ladder: #22, 2(0%)
minecraft.mined.deepslate_tile_slab: #22, 8(0%)
minecraft.crafted.flint_and_steel: #22, 1(0%)
minecraft.picked_up.glowstone_dust: #22, 7(0%)
minecraft.custom.mob_kills: #22, 4581(0%)
minecraft.dropped.iron_nugget: #22, 4(0%)
minecraft.used.cooked_porkchop: #22, 3(0%)
minecraft.mined.smooth_basalt: #22, 9(0%)
minecraft.crafted.glass_bottle: #22, 18(0%)
minecraft.mined.calcite: #22, 17(0%)
minecraft.mined.deepslate_bricks: #22, 2(0%)
minecraft.picked_up.dripstone_block: #22, 4(0%)
minecraft.picked_up.potato: #22, 13(0%)
minecraft.used.glowstone: #22, 1(0%)
minecraft.picked_up.nether_bricks: #22, 1(0%)
minecraft.custom.sprint_one_cm: #23, 22290039(2%)
minecraft.picked_up.torch: #23, 991(1%)
minecraft.used.ladder: #23, 44(1%)
minecraft.used.bucket: #23, 344(1%)
minecraft.mined.gravel: #23, 1598(1%)
minecraft.killed.magma_cube: #23, 42(0%)
minecraft.picked_up.basalt: #23, 397(0%)
minecraft.picked_up.iron_shovel: #23, 1(0%)
minecraft.picked_up.leather_leggings: #23, 1(0%)
minecraft.crafted.blue_dye: #23, 28(0%)
minecraft.dropped.cobblestone: #23, 222(0%)
minecraft.picked_up.bone: #23, 107(0%)
minecraft.picked_up.quartz: #23, 113(0%)
minecraft.crafted.stone_bricks: #23, 211(0%)
minecraft.crafted.bone_meal: #23, 1302(0%)
minecraft.crafted.black_dye: #23, 38(0%)
minecraft.crafted.diamond: #23, 9(0%)
minecraft.killed.chicken: #23, 1(0%)
minecraft.picked_up.stone_bricks: #23, 14(0%)
minecraft.used.deepslate_tile_slab: #23, 13(0%)
minecraft.mined.stone_bricks: #23, 12(0%)
minecraft.used.deepslate_tile_stairs: #23, 5(0%)
minecraft.mined.dripstone_block: #23, 1(0%)
minecraft.picked_up.arrow: #24, 276(0%)
minecraft.dropped.diorite: #24, 81(0%)
minecraft.crafted.red_dye: #24, 29(0%)
minecraft.picked_up.soul_sand: #24, 48(0%)
minecraft.picked_up.diamond_leggings: #24, 1(0%)
minecraft.picked_up.iron_nugget: #24, 21(0%)
minecraft.mined.nether_quartz_ore: #24, 48(0%)
minecraft.picked_up.feather: #24, 1(0%)
minecraft.used.polished_deepslate: #24, 15(0%)
minecraft.mined.polished_deepslate: #24, 2(0%)
minecraft.crafted.polished_deepslate: #24, 5(0%)
minecraft.picked_up.amethyst_block: #24, 1(0%)
minecraft.picked_up.ender_pearl: #24, 7(0%)
minecraft.dropped.ender_pearl: #24, 5(0%)
minecraft.picked_up.cobblestone: #25, 7186(1%)
minecraft.picked_up.rail: #25, 40(0%)
minecraft.mined.soul_sand: #25, 18(0%)
minecraft.used.obsidian: #25, 32(0%)
minecraft.picked_up.polished_deepslate: #25, 5(0%)
minecraft.picked_up.ladder: #25, 2(0%)
minecraft.picked_up.magma_block: #25, 5(0%)
minecraft.dropped.torch: #25, 1(0%)
minecraft.picked_up.netherrack: #25, 44(0%)
minecraft.mined.netherrack: #25, 44(0%)
minecraft.mined.sandstone: #25, 1(0%)
minecraft.mined.fire: #26, 15(0%)
minecraft.mined.magma_block: #26, 3(0%)
minecraft.custom.time_since_death: #36, 244057(0%)
minecraft.custom.time_since_rest: #43, 14096(0%)
