stat, rank, value, (percentage) 
minecraft.used.firework_rocket: #12, 7187(3%)
minecraft.mined.lantern: #12, 19(3%)
minecraft.crafted.cooked_beef: #12, 246(3%)
minecraft.mined.dandelion: #12, 56(3%)
minecraft.custom.aviate_one_cm: #12, 181664723(3%)
minecraft.picked_up.calcite: #12, 1028(3%)
minecraft.mined.dark_oak_log: #12, 1730(3%)
minecraft.picked_up.birch_log: #12, 1125(3%)
minecraft.crafted.red_dye: #12, 290(3%)
minecraft.mined.cobweb: #12, 115(3%)
minecraft.crafted.diamond: #12, 288(3%)
minecraft.picked_up.sticky_piston: #12, 43(3%)
minecraft.picked_up.amethyst_block: #12, 522(3%)
minecraft.picked_up.golden_chestplate: #12, 9(3%)
minecraft.crafted.spruce_trapdoor: #12, 330(2%)
minecraft.crafted.book: #12, 105(2%)
minecraft.used.writable_book: #12, 36(2%)
minecraft.picked_up.flowering_azalea: #12, 109(2%)
minecraft.mined.spruce_trapdoor: #12, 85(2%)
minecraft.used.piston: #12, 114(2%)
minecraft.mined.cobbled_deepslate: #12, 127(2%)
minecraft.used.sticky_piston: #12, 74(2%)
minecraft.picked_up.dispenser: #12, 17(2%)
minecraft.picked_up.purpur_pillar: #12, 14(3%)
minecraft.picked_up.lever: #12, 39(2%)
minecraft.picked_up.observer: #12, 63(2%)
minecraft.picked_up.kelp: #12, 705(2%)
minecraft.picked_up.crimson_fungus: #12, 12(2%)
minecraft.picked_up.dark_oak_sapling: #12, 121(2%)
minecraft.mined.obsidian: #12, 299(2%)
minecraft.mined.repeater: #12, 38(2%)
minecraft.crafted.paper: #12, 2964(2%)
minecraft.used.bread: #12, 57(2%)
minecraft.crafted.deepslate_tile_wall: #12, 24(2%)
minecraft.crafted.stone_axe: #12, 2(2%)
minecraft.picked_up.anvil: #12, 7(2%)
minecraft.picked_up.poppy: #12, 145(1%)
minecraft.used.spyglass: #12, 70(2%)
minecraft.picked_up.spruce_trapdoor: #12, 85(1%)
minecraft.used.coarse_dirt: #12, 513(1%)
minecraft.used.stone_sword: #12, 17(2%)
minecraft.dropped.chainmail_boots: #12, 2(2%)
minecraft.picked_up.shulker_shell: #12, 133(1%)
minecraft.picked_up.slime_block: #12, 88(1%)
minecraft.mined.powered_rail: #12, 47(1%)
minecraft.mined.brown_mushroom: #12, 11(1%)
minecraft.used.bookshelf: #12, 74(1%)
minecraft.crafted.cyan_dye: #12, 76(1%)
minecraft.crafted.golden_apple: #12, 12(2%)
minecraft.crafted.shulker_box: #12, 50(1%)
minecraft.crafted.anvil: #12, 12(1%)
minecraft.picked_up.spruce_button: #12, 4(1%)
minecraft.mined.bamboo: #12, 79(1%)
minecraft.crafted.polished_diorite: #12, 81(1%)
minecraft.used.dark_oak_sapling: #12, 44(1%)
minecraft.crafted.copper_block: #12, 215(1%)
minecraft.crafted.stone_shovel: #12, 3(1%)
minecraft.mined.purpur_stairs: #12, 3(1%)
minecraft.picked_up.black_concrete: #12, 143(1%)
minecraft.mined.dragon_wall_head: #12, 1(1%)
minecraft.custom.mob_kills: #12, 23903(1%)
minecraft.dropped.barrel: #12, 1(1%)
minecraft.picked_up.nether_wart_block: #12, 43(1%)
minecraft.mined.black_concrete: #12, 143(1%)
minecraft.picked_up.purpur_stairs: #12, 2(1%)
minecraft.mined.quartz_slab: #12, 3(1%)
minecraft.mined.tinted_glass: #12, 14(1%)
minecraft.used.lava_bucket: #12, 84(1%)
minecraft.mined.loom: #12, 1(1%)
minecraft.crafted.raw_gold_block: #12, 10(1%)
minecraft.mined.bookshelf: #12, 38(1%)
minecraft.dropped.dark_oak_planks: #12, 9(1%)
minecraft.used.wither_skeleton_skull: #12, 3(1%)
minecraft.picked_up.golden_sword: #12, 1(1%)
minecraft.picked_up.cornflower: #12, 22(0%)
minecraft.dropped.redstone_torch: #12, 2(1%)
minecraft.mined.stone_pressure_plate: #12, 1(1%)
minecraft.crafted.cut_copper: #12, 8(1%)
minecraft.picked_up.amethyst_cluster: #12, 26(0%)
minecraft.crafted.red_concrete_powder: #12, 64(0%)
minecraft.crafted.leather_leggings: #12, 1(1%)
minecraft.mined.stripped_dark_oak_log: #12, 15(0%)
minecraft.crafted.spruce_boat: #12, 2(0%)
minecraft.picked_up.loom: #12, 1(1%)
minecraft.crafted.stone_button: #12, 99(0%)
minecraft.crafted.loom: #12, 1(0%)
minecraft.picked_up.clock: #12, 2(0%)
minecraft.used.red_concrete: #12, 29(0%)
minecraft.crafted.polished_blackstone_slab: #12, 4(0%)
minecraft.picked_up.black_shulker_box: #12, 2(0%)
minecraft.dropped.redstone_block: #12, 1(0%)
minecraft.dropped.ink_sac: #12, 3(0%)
minecraft.mined.smooth_sandstone: #12, 9(0%)
minecraft.picked_up.horn_coral_fan: #12, 2(0%)
minecraft.custom.use_cauldron: #12, 9(0%)
minecraft.picked_up.sponge: #12, 1(0%)
minecraft.killed.drowned: #12, 35(0%)
minecraft.crafted.iron_ingot: #13, 7965(3%)
minecraft.crafted.wooden_pickaxe: #13, 1(3%)
minecraft.picked_up.dark_oak_log: #13, 2042(3%)
minecraft.used.cobblestone_stairs: #13, 74(3%)
minecraft.picked_up.composter: #13, 22(3%)
minecraft.used.spruce_trapdoor: #13, 313(2%)
minecraft.crafted.diamond_axe: #13, 3(2%)
minecraft.used.bone_meal: #13, 2925(2%)
minecraft.used.oak_sapling: #13, 203(2%)
minecraft.picked_up.blaze_rod: #13, 65(2%)
minecraft.dropped.oak_log: #13, 64(3%)
minecraft.crafted.oak_slab: #13, 300(2%)
minecraft.picked_up.leather_chestplate: #13, 7(2%)
minecraft.crafted.white_bed: #13, 10(2%)
minecraft.used.dispenser: #13, 40(2%)
minecraft.custom.inspect_dispenser: #13, 144(2%)
minecraft.picked_up.chainmail_boots: #13, 3(3%)
minecraft.picked_up.amethyst_shard: #13, 1042(2%)
minecraft.picked_up.blackstone: #13, 1029(2%)
minecraft.crafted.iron_hoe: #13, 1(3%)
minecraft.mined.soul_sand: #13, 195(2%)
minecraft.crafted.bucket: #13, 91(2%)
minecraft.used.ender_chest: #13, 99(2%)
minecraft.picked_up.apple: #13, 94(2%)
minecraft.picked_up.spruce_fence: #13, 82(2%)
minecraft.crafted.redstone: #13, 2187(2%)
minecraft.mined.ender_chest: #13, 97(2%)
minecraft.mined.piston: #13, 36(2%)
minecraft.custom.play_time: #14, 26313460(3%)
minecraft.custom.total_world_time: #14, 26313460(3%)
minecraft.picked_up.ender_chest: #13, 101(2%)
minecraft.picked_up.dark_oak_planks: #13, 108(2%)
minecraft.dropped.string: #13, 83(2%)
minecraft.mined.purpur_pillar: #13, 13(3%)
minecraft.used.repeater: #13, 122(2%)
minecraft.picked_up.deepslate_redstone_ore: #13, 64(2%)
minecraft.mined.dark_oak_planks: #13, 30(2%)
minecraft.crafted.golden_helmet: #13, 1(2%)
minecraft.picked_up.copper_block: #13, 89(2%)
minecraft.picked_up.powder_snow_bucket: #13, 1(2%)
minecraft.picked_up.rotten_flesh: #13, 871(1%)
minecraft.dropped.rotten_flesh: #13, 1052(1%)
minecraft.used.iron_door: #13, 4(1%)
minecraft.used.diamond_hoe: #13, 4440(1%)
minecraft.picked_up.bamboo: #13, 1055(1%)
minecraft.used.cobblestone_wall: #13, 39(1%)
minecraft.used.diamond_boots: #13, 1(2%)
minecraft.picked_up.obsidian: #13, 285(1%)
minecraft.used.painting: #13, 21(1%)
minecraft.picked_up.powered_rail: #13, 95(1%)
minecraft.crafted.polished_deepslate_slab: #13, 60(1%)
minecraft.picked_up.salmon: #13, 4(1%)
minecraft.picked_up.white_banner: #13, 3(1%)
minecraft.crafted.raw_copper_block: #13, 44(1%)
minecraft.mined.red_mushroom_block: #13, 62(1%)
minecraft.broken.stone_shovel: #13, 1(1%)
minecraft.crafted.bookshelf: #13, 35(0%)
minecraft.dropped.spruce_log: #13, 30(1%)
minecraft.used.blackstone: #13, 107(0%)
minecraft.crafted.polished_basalt: #13, 72(1%)
minecraft.picked_up.cobbled_deepslate_slab: #13, 8(1%)
minecraft.picked_up.iron_ingot: #13, 409(0%)
minecraft.custom.fill_cauldron: #13, 3(1%)
minecraft.dropped.leather: #13, 6(0%)
minecraft.used.deepslate_tile_wall: #13, 29(0%)
minecraft.crafted.painting: #13, 4(0%)
minecraft.mined.oak_fence_gate: #13, 1(0%)
minecraft.used.andesite_slab: #13, 26(0%)
minecraft.picked_up.nautilus_shell: #13, 1(1%)
minecraft.used.black_concrete_powder: #13, 128(0%)
minecraft.crafted.black_concrete_powder: #13, 128(0%)
minecraft.dropped.carrot: #13, 82(0%)
minecraft.mined.red_wool: #13, 13(0%)
minecraft.used.light_gray_concrete: #13, 18(0%)
minecraft.picked_up.cooked_cod: #13, 1(0%)
minecraft.used.crimson_stem: #13, 4(0%)
minecraft.used.smooth_sandstone: #13, 33(0%)
minecraft.mined.magenta_stained_glass: #13, 1(0%)
minecraft.picked_up.mushroom_stem: #13, 6(0%)
minecraft.crafted.smithing_table: #13, 1(0%)
minecraft.killed.magma_cube: #14, 275(3%)
minecraft.custom.drop: #14, 2820(3%)
minecraft.used.shulker_box: #14, 744(3%)
minecraft.crafted.redstone_torch: #14, 780(3%)
minecraft.mined.shulker_box: #14, 701(3%)
minecraft.picked_up.shulker_box: #14, 693(3%)
minecraft.custom.boat_one_cm: #14, 2564566(2%)
minecraft.mined.rose_bush: #14, 5(3%)
minecraft.picked_up.quartz: #14, 1275(2%)
minecraft.crafted.repeater: #14, 150(2%)
minecraft.used.item_frame: #14, 104(2%)
minecraft.mined.composter: #14, 17(2%)
minecraft.mined.chest: #14, 158(2%)
minecraft.picked_up.cobblestone_stairs: #14, 20(2%)
minecraft.used.rail: #14, 509(2%)
minecraft.picked_up.spruce_sapling: #14, 282(2%)
minecraft.custom.interact_with_grindstone: #14, 25(2%)
minecraft.mined.dirt_path: #14, 171(2%)
minecraft.used.redstone_torch: #14, 94(2%)
minecraft.used.wheat_seeds: #14, 2157(2%)
minecraft.crafted.stone_pickaxe: #14, 3(2%)
minecraft.picked_up.basalt: #14, 1373(2%)
minecraft.mined.dark_oak_trapdoor: #14, 14(2%)
minecraft.crafted.piston: #14, 112(2%)
minecraft.picked_up.repeater: #14, 59(2%)
minecraft.used.lever: #14, 45(1%)
minecraft.picked_up.player_head: #14, 130(1%)
minecraft.picked_up.black_wool: #14, 35(2%)
minecraft.used.bamboo: #14, 43(2%)
minecraft.picked_up.enchanted_book: #14, 8(1%)
minecraft.used.diamond_leggings: #14, 1(2%)
minecraft.crafted.powered_rail: #14, 108(1%)
minecraft.picked_up.lantern: #14, 44(1%)
minecraft.mined.chain: #14, 17(1%)
minecraft.crafted.gray_dye: #14, 160(1%)
minecraft.killed.sheep: #14, 6(1%)
minecraft.used.cooked_mutton: #14, 5(2%)
minecraft.mined.scaffolding: #14, 475(1%)
minecraft.picked_up.potion: #14, 11(1%)
minecraft.mined.cave_vines: #14, 7(1%)
minecraft.custom.inspect_dropper: #14, 62(1%)
minecraft.mined.warped_fungus: #14, 7(1%)
minecraft.mined.amethyst_cluster: #14, 137(1%)
minecraft.used.egg: #14, 53(1%)
minecraft.used.dark_oak_log: #14, 212(1%)
minecraft.crafted.deepslate_brick_stairs: #14, 10(1%)
minecraft.dropped.rail: #14, 7(1%)
minecraft.crafted.wheat: #14, 117(1%)
minecraft.crafted.cooked_mutton: #14, 5(1%)
minecraft.dropped.minecart: #14, 1(1%)
minecraft.dropped.golden_chestplate: #14, 3(1%)
minecraft.crafted.white_carpet: #14, 48(1%)
minecraft.killed.ghast: #14, 4(1%)
minecraft.used.stone_shovel: #14, 131(1%)
minecraft.picked_up.bread: #14, 22(1%)
minecraft.used.azalea: #14, 29(1%)
minecraft.crafted.raw_iron_block: #14, 42(1%)
minecraft.picked_up.golden_apple: #14, 2(1%)
minecraft.picked_up.trident: #14, 1(1%)
minecraft.dropped.player_head: #14, 22(0%)
minecraft.picked_up.netherite_axe: #14, 1(1%)
minecraft.mined.coarse_dirt: #14, 55(0%)
minecraft.picked_up.painting: #14, 17(0%)
minecraft.dropped.lever: #14, 1(0%)
minecraft.used.warped_stem: #14, 18(1%)
minecraft.picked_up.quartz_slab: #14, 3(1%)
minecraft.picked_up.crimson_stem: #14, 24(0%)
minecraft.used.spruce_button: #14, 5(0%)
minecraft.dropped.egg: #14, 12(0%)
minecraft.dropped.magma_block: #14, 2(0%)
minecraft.picked_up.copper_ingot: #14, 73(0%)
minecraft.dropped.iron_axe: #14, 1(0%)
minecraft.crafted.polished_deepslate_wall: #14, 6(0%)
minecraft.used.soul_lantern: #14, 5(0%)
minecraft.picked_up.oak_fence_gate: #14, 1(0%)
minecraft.picked_up.sea_pickle: #14, 36(0%)
minecraft.picked_up.lectern: #14, 8(0%)
minecraft.mined.lectern: #14, 8(0%)
minecraft.picked_up.light_gray_concrete_powder: #14, 2(0%)
minecraft.used.pointed_dripstone: #14, 42(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #14, 1(0%)
minecraft.used.stripped_dark_oak_log: #14, 2(0%)
minecraft.picked_up.red_terracotta: #14, 6(0%)
minecraft.crafted.air: #14, 0(0%)
minecraft.picked_up.magma_cream: #15, 84(3%)
minecraft.picked_up.barrel: #15, 46(3%)
minecraft.custom.animals_bred: #15, 258(2%)
minecraft.mined.redstone_torch: #15, 12(2%)
minecraft.crafted.light_blue_dye: #15, 66(2%)
minecraft.crafted.stick: #15, 5761(2%)
minecraft.used.deepslate: #15, 753(2%)
minecraft.mined.tuff: #15, 597(2%)
minecraft.used.observer: #15, 100(2%)
minecraft.picked_up.white_concrete: #15, 724(2%)
minecraft.picked_up.beef: #15, 225(2%)
minecraft.used.oak_slab: #15, 87(1%)
minecraft.used.flowering_azalea_leaves: #15, 36(1%)
minecraft.picked_up.dark_oak_trapdoor: #15, 14(1%)
minecraft.mined.oak_planks: #15, 159(1%)
minecraft.mined.glowstone: #15, 54(1%)
minecraft.used.anvil: #15, 14(1%)
minecraft.dropped.iron_pickaxe: #15, 1(2%)
minecraft.crafted.cobblestone_stairs: #15, 28(1%)
minecraft.custom.jump: #16, 131369(3%)
minecraft.custom.interact_with_loom: #15, 2(1%)
minecraft.used.composter: #15, 18(1%)
minecraft.mined.dropper: #15, 6(1%)
minecraft.picked_up.spore_blossom: #15, 2(1%)
minecraft.used.powered_rail: #15, 88(1%)
minecraft.picked_up.cobweb: #15, 21(1%)
minecraft.mined.dark_oak_stairs: #15, 5(1%)
minecraft.used.white_carpet: #15, 20(1%)
minecraft.dropped.golden_helmet: #15, 2(1%)
minecraft.picked_up.netherite_shovel: #15, 1(1%)
minecraft.mined.dark_oak_leaves: #15, 91(0%)
minecraft.mined.iron_door: #15, 1(1%)
minecraft.picked_up.dark_oak_stairs: #15, 5(0%)
minecraft.used.loom: #15, 1(1%)
minecraft.crafted.bone_block: #15, 324(0%)
minecraft.mined.tripwire: #15, 9(0%)
minecraft.mined.end_rod: #15, 15(0%)
minecraft.picked_up.coarse_dirt: #15, 50(0%)
minecraft.mined.cave_vines_plant: #15, 2(0%)
minecraft.used.written_book: #15, 29(0%)
minecraft.dropped.basalt: #15, 25(0%)
minecraft.mined.polished_granite: #15, 1(0%)
minecraft.dropped.oak_leaves: #15, 8(0%)
minecraft.crafted.spruce_button: #15, 2(0%)
minecraft.crafted.purple_dye: #15, 4(0%)
minecraft.picked_up.clay: #15, 4(0%)
minecraft.picked_up.smooth_sandstone: #15, 9(0%)
minecraft.dropped.sugar_cane: #15, 2(0%)
minecraft.used.rooted_dirt: #15, 1(0%)
minecraft.picked_up.spruce_leaves: #15, 18(0%)
minecraft.mined.grass: #16, 1559(3%)
minecraft.custom.open_chest: #16, 10178(3%)
minecraft.mined.deepslate_redstone_ore: #16, 283(3%)
minecraft.custom.interact_with_anvil: #16, 108(2%)
minecraft.custom.open_enderchest: #16, 815(2%)
minecraft.crafted.crafting_table: #16, 34(2%)
minecraft.mined.ladder: #16, 22(2%)
minecraft.picked_up.rail: #16, 369(2%)
minecraft.picked_up.chest: #16, 186(2%)
minecraft.crafted.white_dye: #16, 658(2%)
minecraft.custom.fly_one_cm: #17, 34148383(3%)
minecraft.crafted.spruce_planks: #16, 5030(2%)
minecraft.picked_up.birch_sapling: #16, 134(2%)
minecraft.crafted.observer: #16, 79(2%)
minecraft.crafted.stone: #16, 314(1%)
minecraft.picked_up.deepslate: #16, 1548(1%)
minecraft.mined.sugar_cane: #16, 653(1%)
minecraft.used.diorite: #16, 125(1%)
minecraft.crafted.sticky_piston: #16, 33(1%)
minecraft.mined.basalt: #16, 1415(1%)
minecraft.picked_up.oak_planks: #16, 171(1%)
minecraft.crafted.cobbled_deepslate_slab: #16, 38(1%)
minecraft.picked_up.piston: #16, 36(1%)
minecraft.picked_up.chainmail_chestplate: #16, 1(1%)
minecraft.picked_up.bone_block: #16, 78(1%)
minecraft.picked_up.soul_sand: #16, 159(1%)
minecraft.picked_up.gunpowder: #16, 165(1%)
minecraft.used.dark_oak_fence: #16, 33(1%)
minecraft.crafted.dark_oak_fence: #16, 36(1%)
minecraft.picked_up.chain: #16, 23(1%)
minecraft.picked_up.iron_door: #16, 2(1%)
minecraft.used.chipped_anvil: #16, 1(1%)
minecraft.picked_up.glowstone: #16, 54(1%)
minecraft.used.dark_oak_stairs: #16, 42(1%)
minecraft.mined.seagrass: #16, 39(1%)
minecraft.dropped.paper: #16, 21(1%)
minecraft.mined.cobblestone_stairs: #16, 4(1%)
minecraft.used.oak_button: #16, 2(1%)
minecraft.crafted.dark_oak_stairs: #16, 40(1%)
minecraft.crafted.polished_andesite: #16, 88(1%)
minecraft.mined.birch_planks: #16, 9(1%)
minecraft.picked_up.dropper: #16, 6(1%)
minecraft.dropped.sandstone: #16, 22(1%)
minecraft.mined.magma_block: #16, 92(0%)
minecraft.used.oak_leaves: #16, 176(0%)
minecraft.crafted.composter: #16, 7(0%)
minecraft.picked_up.magma_block: #16, 79(0%)
minecraft.mined.white_concrete: #16, 212(0%)
minecraft.mined.weeping_vines_plant: #16, 1(0%)
minecraft.used.shield: #16, 15(0%)
minecraft.used.cauldron: #16, 8(0%)
minecraft.mined.pointed_dripstone: #16, 23(0%)
minecraft.crafted.oak_fence_gate: #16, 1(0%)
minecraft.used.white_concrete_powder: #16, 192(0%)
minecraft.dropped.amethyst_shard: #16, 1(0%)
minecraft.crafted.glowstone: #16, 17(0%)
minecraft.dropped.obsidian: #16, 1(0%)
minecraft.crafted.deepslate_tiles: #16, 7(0%)
minecraft.mined.red_terracotta: #16, 4(0%)
minecraft.used.note_block: #16, 1(0%)
minecraft.crafted.note_block: #16, 1(0%)
minecraft.mined.white_terracotta: #16, 2(0%)
minecraft.used.dripstone_block: #16, 6(0%)
minecraft.picked_up.white_terracotta: #16, 1(0%)
minecraft.picked_up.gold_nugget: #16, 36(0%)
minecraft.picked_up.cobblestone: #17, 16802(2%)
minecraft.picked_up.water_bucket: #17, 8(2%)
minecraft.picked_up.writable_book: #17, 3(2%)
minecraft.dropped.water_bucket: #17, 1(2%)
minecraft.picked_up.stick: #17, 805(1%)
minecraft.picked_up.golden_boots: #17, 5(2%)
minecraft.picked_up.cooked_beef: #17, 171(1%)
minecraft.picked_up.birch_sign: #17, 12(1%)
minecraft.used.spruce_log: #17, 171(1%)
minecraft.used.minecart: #17, 16(1%)
minecraft.dropped.leather_leggings: #17, 3(1%)
minecraft.crafted.red_shulker_box: #17, 1(1%)
minecraft.dropped.stick: #17, 142(1%)
minecraft.dropped.lead: #17, 2(1%)
minecraft.picked_up.carrot: #17, 997(1%)
minecraft.mined.rail: #17, 134(1%)
minecraft.picked_up.golden_leggings: #17, 3(1%)
minecraft.dropped.bow: #17, 15(1%)
minecraft.picked_up.egg: #17, 54(1%)
minecraft.picked_up.oak_boat: #17, 9(1%)
minecraft.crafted.spruce_stairs: #17, 64(1%)
minecraft.crafted.stonecutter: #17, 2(1%)
minecraft.custom.player_kills: #17, 1(1%)
minecraft.mined.mossy_cobblestone: #17, 18(1%)
minecraft.dropped.elytra: #17, 1(1%)
minecraft.picked_up.dragon_head: #17, 1(1%)
minecraft.killed.player: #17, 1(1%)
minecraft.killed.slime: #17, 51(1%)
minecraft.mined.smooth_basalt: #17, 82(1%)
minecraft.dropped.cooked_beef: #17, 9(1%)
minecraft.crafted.yellow_dye: #17, 33(1%)
minecraft.killed.pig: #17, 3(1%)
minecraft.picked_up.baked_potato: #17, 55(0%)
minecraft.picked_up.smooth_basalt: #17, 87(0%)
minecraft.used.tuff: #17, 56(0%)
minecraft.picked_up.tinted_glass: #17, 14(0%)
minecraft.used.hopper_minecart: #17, 2(0%)
minecraft.crafted.hopper_minecart: #17, 2(0%)
minecraft.dropped.golden_boots: #17, 1(0%)
minecraft.mined.crimson_fungus: #17, 1(0%)
minecraft.used.birch_planks: #17, 17(0%)
minecraft.crafted.oak_button: #17, 1(0%)
minecraft.used.oak_fence_gate: #17, 1(0%)
minecraft.dropped.smooth_basalt: #17, 2(0%)
minecraft.dropped.dark_oak_log: #17, 2(0%)
minecraft.picked_up.armor_stand: #17, 1(0%)
minecraft.mined.gold_block: #17, 2(0%)
minecraft.mined.lime_shulker_box: #17, 5(0%)
minecraft.used.lectern: #17, 6(0%)
minecraft.picked_up.lime_shulker_box: #17, 5(0%)
minecraft.picked_up.red_wool: #17, 13(0%)
minecraft.used.stone_button: #17, 28(0%)
minecraft.mined.copper_block: #17, 2(0%)
minecraft.used.red_wool: #17, 13(0%)
minecraft.dropped.birch_planks: #17, 1(0%)
minecraft.picked_up.polished_granite: #17, 1(0%)
minecraft.dropped.kelp: #17, 1(0%)
minecraft.custom.sleep_in_bed: #18, 368(2%)
minecraft.crafted.ladder: #18, 129(1%)
minecraft.picked_up.redstone_torch: #18, 43(1%)
minecraft.picked_up.tuff: #18, 496(1%)
minecraft.picked_up.sugar_cane: #18, 1243(1%)
minecraft.mined.furnace: #18, 17(1%)
minecraft.crafted.birch_planks: #18, 900(1%)
minecraft.dropped.oak_sign: #18, 2(1%)
minecraft.crafted.iron_leggings: #18, 1(1%)
minecraft.mined.oak_wall_sign: #18, 3(1%)
minecraft.picked_up.ladder: #18, 62(1%)
minecraft.picked_up.leather: #18, 179(1%)
minecraft.used.oak_boat: #18, 9(1%)
minecraft.custom.interact_with_smithing_table: #18, 4(1%)
minecraft.dropped.crafting_table: #18, 1(1%)
minecraft.picked_up.leather_helmet: #18, 2(1%)
minecraft.mined.chipped_anvil: #18, 1(1%)
minecraft.picked_up.chipped_anvil: #18, 1(1%)
minecraft.picked_up.mutton: #18, 5(1%)
minecraft.mined.kelp: #18, 21(1%)
minecraft.dropped.oak_sapling: #18, 6(1%)
minecraft.mined.hay_block: #18, 13(1%)
minecraft.used.diamond_sword: #18, 2736(0%)
minecraft.used.cobblestone_slab: #18, 27(0%)
minecraft.used.spruce_stairs: #18, 32(0%)
minecraft.picked_up.end_rod: #18, 15(0%)
minecraft.used.dropper: #18, 8(0%)
minecraft.mined.red_shulker_box: #18, 7(0%)
minecraft.picked_up.red_shulker_box: #18, 7(0%)
minecraft.crafted.cobblestone_slab: #18, 24(0%)
minecraft.dropped.golden_leggings: #18, 1(0%)
minecraft.custom.damage_blocked_by_shield: #18, 630(0%)
minecraft.used.glowstone: #18, 13(0%)
minecraft.crafted.green_dye: #18, 15(0%)
minecraft.dropped.spider_eye: #18, 21(0%)
minecraft.picked_up.ghast_tear: #18, 1(0%)
minecraft.mined.mushroom_stem: #18, 6(0%)
minecraft.crafted.dropper: #18, 3(0%)
minecraft.used.stone_pressure_plate: #18, 1(0%)
minecraft.used.smithing_table: #18, 1(0%)
minecraft.picked_up.snowball: #18, 22(0%)
minecraft.custom.deaths: #19, 21(2%)
minecraft.crafted.blue_dye: #19, 115(1%)
minecraft.crafted.iron_helmet: #19, 1(1%)
minecraft.crafted.iron_boots: #19, 1(1%)
minecraft.crafted.iron_chestplate: #19, 1(1%)
minecraft.mined.wheat: #19, 828(1%)
minecraft.mined.oak_leaves: #19, 1221(1%)
minecraft.picked_up.wheat: #19, 903(1%)
minecraft.mined.farmland: #19, 20(1%)
minecraft.picked_up.spider_eye: #19, 46(1%)
minecraft.used.wooden_pickaxe: #19, 4(1%)
minecraft.picked_up.white_wool: #19, 84(1%)
minecraft.used.flint_and_steel: #19, 37(1%)
minecraft.picked_up.birch_slab: #19, 6(1%)
minecraft.picked_up.birch_planks: #19, 19(1%)
minecraft.picked_up.oak_leaves: #19, 325(0%)
minecraft.used.dark_oak_trapdoor: #19, 17(0%)
minecraft.used.red_shulker_box: #19, 8(0%)
minecraft.crafted.iron_sword: #19, 1(0%)
minecraft.used.glow_berries: #19, 9(0%)
minecraft.used.birch_sapling: #19, 12(0%)
minecraft.mined.spruce_stairs: #19, 4(0%)
minecraft.dropped.firework_rocket: #19, 25(0%)
minecraft.picked_up.spruce_stairs: #19, 4(0%)
minecraft.crafted.lightning_rod: #19, 3(0%)
minecraft.picked_up.mossy_cobblestone: #19, 5(0%)
minecraft.mined.red_bed: #19, 1(0%)
minecraft.picked_up.lily_pad: #19, 2(0%)
minecraft.picked_up.stripped_spruce_log: #19, 2(0%)
minecraft.mined.stripped_spruce_log: #19, 2(0%)
minecraft.picked_up.cocoa_beans: #19, 4(0%)
minecraft.mined.orange_terracotta: #19, 4(0%)
minecraft.dropped.gold_nugget: #19, 1(0%)
minecraft.crafted.emerald: #19, 4(0%)
minecraft.custom.fall_one_cm: #20, 1807561(2%)
minecraft.custom.interact_with_crafting_table: #20, 934(2%)
minecraft.used.stone_axe: #20, 120(2%)
minecraft.crafted.shield: #20, 1(1%)
minecraft.picked_up.wheat_seeds: #20, 2602(1%)
minecraft.picked_up.string: #20, 164(1%)
minecraft.custom.time_since_rest: #20, 598511(0%)
minecraft.picked_up.minecart: #20, 12(1%)
minecraft.used.chain: #20, 60(1%)
minecraft.mined.flowering_azalea: #20, 10(1%)
minecraft.crafted.chain: #20, 57(1%)
minecraft.picked_up.diamond_helmet: #20, 2(1%)
minecraft.dropped.iron_sword: #20, 1(1%)
minecraft.dropped.oak_planks: #20, 10(1%)
minecraft.killed.glow_squid: #20, 1(1%)
minecraft.used.granite: #20, 103(0%)
minecraft.picked_up.elytra: #20, 4(0%)
minecraft.picked_up.iron_nugget: #20, 37(0%)
minecraft.mined.oak_sapling: #20, 2(0%)
minecraft.crafted.dispenser: #20, 6(0%)
minecraft.crafted.spruce_slab: #20, 84(0%)
minecraft.dropped.wheat_seeds: #20, 211(0%)
minecraft.picked_up.lilac: #20, 4(0%)
minecraft.mined.birch_slab: #20, 2(0%)
minecraft.picked_up.paper: #20, 12(0%)
minecraft.custom.horse_one_cm: #20, 259180(0%)
minecraft.used.spruce_boat: #20, 1(0%)
minecraft.crafted.light_gray_dye: #20, 14(0%)
minecraft.used.lightning_rod: #20, 3(0%)
minecraft.picked_up.pointed_dripstone: #20, 31(0%)
minecraft.used.armor_stand: #20, 1(0%)
minecraft.custom.talked_to_villager: #20, 43(0%)
minecraft.crafted.smooth_stone: #20, 16(0%)
minecraft.crafted.oak_boat: #20, 1(0%)
minecraft.used.string: #20, 17(0%)
minecraft.crafted.ender_eye: #20, 1(0%)
minecraft.picked_up.gold_block: #20, 2(0%)
minecraft.mined.azalea_leaves: #20, 25(0%)
minecraft.dropped.baked_potato: #20, 1(0%)
minecraft.picked_up.azalea_leaves: #20, 5(0%)
minecraft.custom.traded_with_villager: #20, 20(0%)
minecraft.mined.fire: #21, 64(1%)
minecraft.picked_up.furnace: #21, 11(1%)
minecraft.picked_up.oak_sign: #21, 6(1%)
minecraft.picked_up.lead: #21, 14(1%)
minecraft.broken.shears: #21, 2(1%)
minecraft.picked_up.flint_and_steel: #21, 1(1%)
minecraft.picked_up.diamond_leggings: #21, 2(1%)
