stat, rank, value, (percentage) 
minecraft.used.tropical_fish_bucket: #4, 4(11%)
minecraft.picked_up.enchanted_book: #5, 40(7%)
minecraft.picked_up.purple_bed: #4, 4(13%)
minecraft.picked_up.pink_bed: #4, 2(17%)
minecraft.mined.granite_stairs: #4, 6(9%)
minecraft.crafted.lectern: #5, 29(8%)
minecraft.custom.minecart_one_cm: #4, 444001(3%)
minecraft.mined.coal_block: #4, 40(5%)
minecraft.dropped.allium: #4, 16(10%)
minecraft.dropped.golden_sword: #4, 5(4%)
minecraft.mined.acacia_planks: #4, 78(5%)
minecraft.dropped.beacon: #4, 1(10%)
minecraft.dropped.potato: #4, 1500(3%)
minecraft.picked_up.yellow_wool: #4, 158(4%)
minecraft.crafted.white_bed: #5, 29(6%)
minecraft.picked_up.raw_gold_block: #4, 6(6%)
minecraft.crafted.spruce_sign: #5, 240(7%)
minecraft.picked_up.coarse_dirt: #5, 1035(7%)
minecraft.picked_up.golden_sword: #4, 5(4%)
minecraft.mined.warped_stem: #5, 613(7%)
minecraft.picked_up.birch_wood: #4, 20(8%)
minecraft.crafted.birch_sign: #5, 99(7%)
minecraft.picked_up.raw_gold: #5, 1279(6%)
minecraft.picked_up.spruce_trapdoor: #5, 380(6%)
minecraft.used.torch: #5, 10104(6%)
minecraft.killed.sheep: #5, 32(7%)
minecraft.dropped.apple: #5, 75(8%)
minecraft.picked_up.crimson_planks: #4, 17(9%)
minecraft.dropped.black_concrete: #4, 14(6%)
minecraft.mined.warped_wall_sign: #4, 6(6%)
minecraft.crafted.rail: #5, 1354(6%)
minecraft.custom.leave_game: #6, 765(5%)
minecraft.used.spruce_sign: #5, 216(7%)
minecraft.dropped.white_tulip: #4, 1(7%)
minecraft.crafted.oxidized_cut_copper_slab: #4, 42(5%)
minecraft.custom.interact_with_beacon: #5, 33(6%)
minecraft.broken.flint_and_steel: #4, 3(5%)
minecraft.crafted.green_stained_glass: #4, 616(3%)
minecraft.picked_up.glowstone: #5, 424(7%)
minecraft.used.birch_sapling: #5, 298(7%)
minecraft.dropped.moss_carpet: #5, 134(7%)
minecraft.picked_up.smooth_basalt: #5, 1158(6%)
minecraft.crafted.cyan_shulker_box: #4, 1(6%)
minecraft.used.twisting_vines: #4, 58(4%)
minecraft.used.deepslate_emerald_ore: #4, 1(9%)
minecraft.picked_up.deepslate_emerald_ore: #4, 3(6%)
minecraft.used.polished_andesite_stairs: #4, 68(3%)
minecraft.picked_up.iron_ingot: #4, 1780(2%)
minecraft.picked_up.flint_and_steel: #5, 10(7%)
minecraft.used.poppy: #5, 23(7%)
minecraft.dropped.deepslate_redstone_ore: #4, 3(5%)
minecraft.mined.dark_oak_button: #4, 1(5%)
minecraft.mined.crimson_fence: #4, 1(8%)
minecraft.picked_up.gray_concrete_powder: #4, 64(4%)
minecraft.dropped.beef: #4, 27(5%)
minecraft.mined.water_cauldron: #4, 2(5%)
minecraft.used.powder_snow_bucket: #4, 31(3%)
minecraft.picked_up.chest: #5, 607(5%)
minecraft.dropped.acacia_planks: #4, 15(6%)
minecraft.dropped.mutton: #4, 6(4%)
minecraft.dropped.jungle_slab: #4, 3(5%)
minecraft.picked_up.leather_horse_armor: #4, 1(6%)
minecraft.dropped.cooked_mutton: #4, 3(8%)
minecraft.dropped.powder_snow_bucket: #4, 1(6%)
minecraft.used.terracotta: #5, 493(9%)
minecraft.dropped.cracked_stone_bricks: #4, 2(6%)
minecraft.picked_up.golden_leggings: #5, 18(6%)
minecraft.dropped.enchanted_book: #5, 32(9%)
minecraft.used.glow_ink_sac: #5, 99(5%)
minecraft.picked_up.stone_slab: #5, 428(6%)
minecraft.crafted.green_shulker_box: #4, 4(4%)
minecraft.mined.white_stained_glass: #5, 111(8%)
minecraft.mined.oak_wall_sign: #5, 16(6%)
minecraft.picked_up.acacia_planks: #5, 160(8%)
minecraft.mined.tube_coral: #4, 9(2%)
minecraft.mined.birch_wood: #4, 9(4%)
minecraft.crafted.oak_button: #5, 23(7%)
minecraft.mined.yellow_stained_glass_pane: #4, 3(5%)
minecraft.mined.horn_coral_fan: #4, 6(2%)
minecraft.picked_up.writable_book: #5, 9(6%)
minecraft.mined.crying_obsidian: #4, 14(2%)
minecraft.dropped.dead_fire_coral_block: #4, 1(7%)
minecraft.picked_up.ink_sac: #5, 608(5%)
minecraft.picked_up.golden_chestplate: #5, 19(5%)
minecraft.dropped.pointed_dripstone: #4, 22(2%)
minecraft.killed.zombie_villager: #5, 13(5%)
minecraft.picked_up.cyan_dye: #4, 9(3%)
minecraft.used.weathered_cut_copper: #4, 1(5%)
minecraft.killed.ender_dragon: #4, 1(5%)
minecraft.mined.cactus: #5, 235(5%)
minecraft.picked_up.spruce_log: #5, 6166(5%)
minecraft.used.fire_coral_block: #4, 19(3%)
minecraft.mined.cut_sandstone: #4, 43(2%)
minecraft.picked_up.pumpkin_pie: #4, 49(2%)
minecraft.picked_up.raw_iron_block: #4, 45(2%)
minecraft.used.purpur_slab: #4, 1(6%)
minecraft.used.jungle_planks: #4, 152(1%)
minecraft.crafted.iron_block: #5, 3551(5%)
minecraft.mined.nether_brick_stairs: #4, 3(3%)
minecraft.picked_up.yellow_stained_glass_pane: #4, 3(5%)
minecraft.picked_up.golden_helmet: #5, 15(5%)
minecraft.killed.snow_golem: #4, 1(4%)
minecraft.picked_up.iron_axe: #5, 14(7%)
minecraft.used.dark_oak_door: #5, 16(9%)
minecraft.picked_up.gravel: #5, 10671(5%)
minecraft.picked_up.hay_block: #5, 154(5%)
minecraft.used.blue_concrete_powder: #4, 15(3%)
minecraft.crafted.purple_stained_glass: #4, 48(2%)
minecraft.crafted.coarse_dirt: #5, 1604(5%)
minecraft.picked_up.black_terracotta: #4, 11(3%)
minecraft.picked_up.powder_snow_bucket: #5, 4(7%)
minecraft.crafted.dark_oak_sign: #5, 126(6%)
minecraft.mined.warped_button: #4, 1(2%)
minecraft.dropped.rabbit_hide: #4, 1(2%)
minecraft.used.dark_oak_trapdoor: #5, 229(5%)
minecraft.used.weeping_vines: #4, 22(1%)
minecraft.used.horn_coral_fan: #4, 7(2%)
minecraft.picked_up.jungle_leaves: #5, 188(8%)
minecraft.dropped.light_gray_concrete_powder: #4, 5(2%)
minecraft.dropped.smooth_sandstone: #4, 7(2%)
minecraft.used.deepslate_diamond_ore: #5, 45(6%)
minecraft.crafted.lime_shulker_box: #4, 8(1%)
minecraft.crafted.brown_terracotta: #4, 174(2%)
minecraft.picked_up.saddle: #5, 32(7%)
minecraft.used.brain_coral: #4, 4(2%)
minecraft.used.brain_coral_fan: #4, 9(2%)
minecraft.picked_up.glass: #6, 2436(8%)
minecraft.mined.orange_tulip: #4, 3(1%)
minecraft.picked_up.fermented_spider_eye: #4, 7(3%)
minecraft.crafted.dark_oak_trapdoor: #5, 226(5%)
minecraft.used.horn_coral: #4, 5(2%)
minecraft.used.yellow_stained_glass_pane: #4, 3(2%)
minecraft.dropped.pumpkin: #4, 91(1%)
minecraft.used.pink_terracotta: #4, 10(1%)
minecraft.used.cactus: #5, 271(5%)
minecraft.custom.sprint_one_cm: #6, 69191499(6%)
minecraft.picked_up.lime_dye: #4, 7(1%)
minecraft.mined.stripped_acacia_wood: #4, 7(1%)
minecraft.killed.llama: #4, 4(1%)
minecraft.used.stripped_acacia_wood: #4, 4(1%)
minecraft.mined.pink_wool: #4, 5(1%)
minecraft.dropped.yellow_wool: #4, 19(1%)
minecraft.dropped.smooth_quartz: #4, 1(1%)
minecraft.dropped.leather_chestplate: #5, 15(6%)
minecraft.picked_up.andesite_wall: #5, 154(8%)
minecraft.dropped.beetroot: #4, 7(1%)
minecraft.dropped.lime_dye: #4, 2(1%)
minecraft.dropped.stone_shovel: #5, 11(7%)
minecraft.used.bubble_coral_fan: #4, 4(1%)
minecraft.dropped.green_concrete_powder: #4, 1(1%)
minecraft.dropped.blue_dye: #4, 1(1%)
minecraft.crafted.sandstone_wall: #4, 12(1%)
minecraft.picked_up.cactus: #5, 889(4%)
minecraft.dropped.pink_wool: #4, 5(1%)
minecraft.killed.horse: #4, 3(1%)
minecraft.mined.stripped_crimson_stem: #4, 4(1%)
minecraft.picked_up.stripped_crimson_stem: #4, 4(1%)
minecraft.dropped.iron_helmet: #5, 4(7%)
minecraft.crafted.warped_fence_gate: #5, 37(11%)
minecraft.crafted.orange_glazed_terracotta: #4, 7(1%)
minecraft.dropped.light_blue_wool: #4, 2(0%)
minecraft.used.wooden_shovel: #4, 11(0%)
minecraft.mined.magenta_terracotta: #4, 1(0%)
minecraft.used.green_concrete: #4, 1(0%)
minecraft.picked_up.pink_glazed_terracotta: #4, 1(0%)
minecraft.crafted.pink_glazed_terracotta: #4, 1(0%)
minecraft.mined.exposed_copper: #5, 33(6%)
minecraft.mined.twisting_vines_plant: #5, 43(6%)
minecraft.picked_up.exposed_copper: #5, 32(6%)
minecraft.picked_up.book: #6, 1679(10%)
minecraft.crafted.stone_slab: #5, 694(4%)
minecraft.used.warped_door: #5, 6(12%)
minecraft.crafted.wooden_hoe: #5, 2(10%)
minecraft.picked_up.wheat: #6, 7302(7%)
minecraft.picked_up.stick: #6, 4382(7%)
minecraft.crafted.warped_door: #5, 6(12%)
minecraft.picked_up.birch_slab: #5, 40(4%)
minecraft.dropped.chain: #5, 15(7%)
minecraft.dropped.item_frame: #5, 5(7%)
minecraft.dropped.end_stone: #5, 22(8%)
minecraft.picked_up.dark_oak_fence: #5, 69(5%)
minecraft.dropped.oak_leaves: #5, 158(5%)
minecraft.custom.deaths: #6, 73(6%)
minecraft.dropped.flowering_azalea_leaves: #5, 39(8%)
minecraft.used.vine: #5, 102(5%)
minecraft.mined.bookshelf: #6, 532(9%)
minecraft.picked_up.emerald_ore: #5, 11(7%)
minecraft.picked_up.jungle_planks: #5, 122(5%)
minecraft.mined.green_carpet: #5, 8(10%)
minecraft.used.azure_bluet: #5, 10(7%)
minecraft.crafted.green_concrete_powder: #5, 152(9%)
minecraft.dropped.netherite_ingot: #5, 4(13%)
minecraft.mined.light_gray_carpet: #5, 29(6%)
minecraft.picked_up.stripped_dark_oak_log: #5, 172(5%)
minecraft.picked_up.purple_wool: #5, 116(8%)
minecraft.used.orange_wool: #5, 95(9%)
minecraft.mined.oak_button: #5, 2(8%)
minecraft.picked_up.twisting_vines: #5, 221(4%)
minecraft.picked_up.dispenser: #6, 54(7%)
minecraft.picked_up.obsidian: #5, 860(3%)
minecraft.killed.chicken: #5, 42(3%)
minecraft.mined.dark_oak_stairs: #6, 57(8%)
minecraft.mined.stripped_dark_oak_wood: #5, 149(6%)
minecraft.crafted.spruce_slab: #6, 1926(7%)
minecraft.used.warped_roots: #5, 7(7%)
minecraft.used.deepslate_tile_slab: #6, 1920(7%)
minecraft.mined.blackstone_slab: #5, 11(6%)
minecraft.picked_up.warped_sign: #5, 15(5%)
minecraft.picked_up.smooth_sandstone: #5, 467(4%)
minecraft.picked_up.andesite: #6, 10092(6%)
minecraft.dropped.oak_log: #6, 190(8%)
minecraft.picked_up.netherite_ingot: #5, 5(6%)
minecraft.crafted.minecart: #6, 80(7%)
minecraft.used.warped_stem: #6, 349(10%)
minecraft.custom.damage_absorbed: #5, 137(5%)
minecraft.picked_up.stone_brick_wall: #6, 53(9%)
minecraft.picked_up.water_bucket: #6, 26(6%)
minecraft.dropped.cooked_porkchop: #5, 14(5%)
minecraft.used.wheat_seeds: #6, 7582(7%)
minecraft.picked_up.sweet_berries: #6, 277(8%)
minecraft.crafted.chain: #6, 573(7%)
minecraft.picked_up.diamond: #6, 875(6%)
minecraft.crafted.yellow_bed: #5, 2(7%)
minecraft.killed.husk: #6, 13(8%)
minecraft.crafted.orange_terracotta: #5, 65(6%)
minecraft.used.spruce_boat: #6, 34(7%)
minecraft.crafted.acacia_fence: #5, 72(6%)
minecraft.picked_up.snow: #5, 1795(4%)
minecraft.picked_up.pink_wool: #5, 64(5%)
minecraft.mined.granite_wall: #5, 3(8%)
minecraft.crafted.iron_bars: #6, 608(7%)
minecraft.used.oxeye_daisy: #5, 8(4%)
minecraft.used.jungle_sign: #5, 22(5%)
minecraft.custom.interact_with_grindstone: #6, 80(6%)
minecraft.used.yellow_wool: #5, 127(4%)
minecraft.used.golden_apple: #5, 4(6%)
minecraft.used.trident: #5, 277(5%)
minecraft.mined.chorus_flower: #5, 8(7%)
minecraft.broken.wooden_hoe: #5, 1(9%)
minecraft.used.birch_leaves: #5, 324(3%)
minecraft.broken.diamond_pickaxe: #5, 1(8%)
minecraft.picked_up.granite_stairs: #5, 5(9%)
minecraft.picked_up.spruce_leaves: #5, 2781(3%)
minecraft.custom.play_record: #5, 3(9%)
minecraft.used.spruce_leaves: #5, 1185(3%)
minecraft.picked_up.fire_charge: #5, 62(4%)
minecraft.picked_up.oxidized_cut_copper: #5, 10(6%)
minecraft.mined.snow: #5, 4176(3%)
minecraft.picked_up.cobbled_deepslate: #6, 17850(5%)
minecraft.picked_up.birch_trapdoor: #5, 14(3%)
minecraft.crafted.netherite_sword: #5, 1(7%)
minecraft.used.chain: #6, 444(6%)
minecraft.used.crafting_table: #6, 212(5%)
minecraft.picked_up.crimson_trapdoor: #5, 6(4%)
minecraft.crafted.spruce_planks: #6, 17776(6%)
minecraft.picked_up.acacia_fence_gate: #5, 2(6%)
minecraft.crafted.magenta_shulker_box: #5, 1(5%)
minecraft.crafted.glow_item_frame: #6, 35(7%)
minecraft.dropped.cocoa_beans: #5, 7(5%)
minecraft.mined.polished_granite_slab: #5, 3(6%)
minecraft.crafted.cobblestone_slab: #6, 504(6%)
minecraft.used.warped_fence_gate: #5, 14(5%)
minecraft.mined.stripped_warped_stem: #5, 68(4%)
minecraft.mined.cocoa: #6, 120(8%)
minecraft.dropped.tropical_fish: #5, 2(6%)
minecraft.mined.pointed_dripstone: #5, 230(2%)
minecraft.crafted.chest: #6, 1716(5%)
minecraft.dropped.deepslate_coal_ore: #5, 3(3%)
minecraft.used.purpur_pillar: #5, 11(3%)
minecraft.picked_up.stripped_warped_stem: #5, 66(4%)
minecraft.used.rotten_flesh: #5, 7(3%)
minecraft.crafted.spore_blossom: #5, 32(4%)
minecraft.picked_up.white_terracotta: #5, 190(2%)
minecraft.crafted.oak_slab: #6, 720(5%)
minecraft.mined.quartz_block: #5, 37(2%)
minecraft.dropped.horn_coral_fan: #5, 1(6%)
minecraft.picked_up.cut_sandstone: #5, 56(3%)
minecraft.mined.infested_deepslate: #5, 4(4%)
minecraft.crafted.slime_block: #5, 508(2%)
minecraft.dropped.glow_lichen: #5, 6(4%)
minecraft.dropped.stone_bricks: #5, 43(2%)
minecraft.dropped.dark_oak_log: #6, 84(7%)
minecraft.crafted.stone_brick_stairs: #6, 140(6%)
minecraft.dropped.sandstone_slab: #5, 2(6%)
minecraft.dropped.cobbled_deepslate_wall: #5, 5(4%)
minecraft.picked_up.medium_amethyst_bud: #5, 41(2%)
minecraft.killed.ravager: #5, 2(3%)
minecraft.picked_up.deepslate_brick_slab: #6, 123(7%)
minecraft.used.blackstone_wall: #5, 22(3%)
minecraft.picked_up.tinted_glass: #6, 216(6%)
minecraft.dropped.vine: #5, 18(4%)
minecraft.dropped.trident: #5, 1(4%)
minecraft.picked_up.allium: #5, 137(2%)
minecraft.used.cyan_wool: #5, 6(4%)
minecraft.mined.coal_ore: #6, 5421(5%)
minecraft.dropped.wooden_shovel: #5, 1(3%)
minecraft.picked_up.slime_block: #6, 388(6%)
minecraft.dropped.stripped_spruce_log: #5, 1(4%)
minecraft.mined.sponge: #5, 68(2%)
minecraft.used.copper_block: #6, 1307(6%)
minecraft.picked_up.dark_prismarine: #5, 25(2%)
minecraft.picked_up.cocoa_beans: #6, 623(6%)
minecraft.dropped.jungle_sign: #5, 2(3%)
minecraft.mined.warped_fence_gate: #5, 2(3%)
minecraft.picked_up.small_amethyst_bud: #5, 54(2%)
minecraft.used.mossy_cobblestone: #6, 305(7%)
minecraft.crafted.blue_concrete_powder: #5, 16(3%)
minecraft.picked_up.oak_trapdoor: #6, 82(5%)
minecraft.picked_up.campfire: #6, 34(7%)
minecraft.picked_up.tube_coral: #5, 6(2%)
minecraft.mined.red_nether_bricks: #5, 3(3%)
minecraft.used.end_stone: #6, 159(6%)
minecraft.used.medium_amethyst_bud: #5, 22(2%)
minecraft.crafted.campfire: #6, 78(5%)
minecraft.used.magenta_wool: #5, 6(3%)
minecraft.picked_up.cut_copper: #5, 4(1%)
minecraft.mined.snow_block: #5, 77(1%)
minecraft.mined.bubble_coral: #5, 8(2%)
minecraft.killed.tropical_fish: #5, 1(2%)
minecraft.picked_up.gray_wool: #6, 257(6%)
minecraft.used.pointed_dripstone: #5, 255(1%)
minecraft.used.tube_coral_fan: #5, 8(2%)
minecraft.picked_up.cyan_bed: #5, 4(2%)
minecraft.mined.cyan_wool: #5, 1(2%)
minecraft.dropped.shield: #6, 3(8%)
minecraft.mined.cut_copper: #5, 3(1%)
minecraft.used.wet_sponge: #5, 55(2%)
minecraft.mined.bubble_coral_fan: #5, 3(1%)
minecraft.mined.horn_coral: #5, 5(1%)
minecraft.used.light_gray_shulker_box: #5, 6(2%)
minecraft.crafted.iron_helmet: #6, 4(5%)
minecraft.dropped.stripped_dark_oak_log: #5, 1(2%)
minecraft.crafted.cyan_stained_glass_pane: #5, 8(2%)
minecraft.dropped.twisting_vines: #5, 11(1%)
minecraft.mined.dark_prismarine: #5, 13(1%)
minecraft.used.dandelion: #6, 15(7%)
minecraft.mined.deepslate_diamond_ore: #6, 109(4%)
minecraft.used.cobbled_deepslate_slab: #6, 400(5%)
minecraft.picked_up.bubble_coral: #5, 5(1%)
minecraft.picked_up.horn_coral: #5, 5(1%)
minecraft.mined.light_gray_shulker_box: #5, 5(2%)
minecraft.picked_up.melon: #5, 39(1%)
minecraft.picked_up.fire_coral_block: #5, 24(1%)
minecraft.picked_up.light_gray_shulker_box: #5, 5(1%)
minecraft.used.white_stained_glass_pane: #6, 207(6%)
minecraft.dropped.cobblestone_wall: #5, 4(1%)
minecraft.used.coarse_dirt: #6, 1694(5%)
minecraft.crafted.cut_sandstone: #5, 16(1%)
minecraft.dropped.saddle: #6, 8(11%)
minecraft.mined.lime_wool: #5, 2(1%)
minecraft.mined.spore_blossom: #6, 5(8%)
minecraft.dropped.splash_potion: #5, 2(1%)
minecraft.used.black_terracotta: #5, 9(1%)
minecraft.used.tube_coral_block: #5, 9(1%)
minecraft.crafted.white_stained_glass_pane: #6, 240(7%)
minecraft.picked_up.black_bed: #5, 2(1%)
minecraft.mined.black_bed: #5, 2(1%)
minecraft.used.stone_pickaxe: #6, 457(4%)
minecraft.mined.cyan_stained_glass: #5, 2(1%)
minecraft.dropped.red_sand: #5, 6(1%)
minecraft.used.cut_sandstone: #5, 15(0%)
minecraft.used.black_bed: #5, 2(1%)
minecraft.used.warped_button: #5, 4(0%)
minecraft.used.fire_coral: #5, 1(0%)
minecraft.crafted.wheat: #6, 594(5%)
minecraft.used.crying_obsidian: #5, 14(0%)
minecraft.used.cyan_stained_glass_pane: #5, 1(0%)
minecraft.crafted.gray_dye: #6, 554(4%)
minecraft.dropped.coal_block: #5, 4(0%)
minecraft.mined.raw_iron_block: #5, 1(0%)
minecraft.killed.zombified_piglin: #5, 48(0%)
minecraft.dropped.prismarine_shard: #5, 3(0%)
minecraft.broken.stone_axe: #6, 2(6%)
minecraft.dropped.iron_nugget: #6, 138(4%)
minecraft.mined.dark_oak_slab: #6, 54(5%)
minecraft.dropped.grass: #6, 20(6%)
minecraft.picked_up.stone_brick_stairs: #6, 91(4%)
minecraft.picked_up.salmon: #6, 21(5%)
minecraft.used.milk_bucket: #6, 10(5%)
minecraft.dropped.oak_trapdoor: #6, 16(7%)
minecraft.mined.warped_slab: #6, 15(8%)
minecraft.killed.silverfish: #6, 24(6%)
minecraft.mined.azure_bluet: #6, 31(5%)
minecraft.picked_up.leather_helmet: #6, 9(4%)
minecraft.dropped.spruce_trapdoor: #6, 27(6%)
minecraft.crafted.dark_oak_door: #6, 15(7%)
minecraft.picked_up.birch_leaves: #6, 1040(4%)
minecraft.crafted.diamond_chestplate: #6, 2(5%)
minecraft.mined.warped_nylium: #6, 66(4%)
minecraft.crafted.stone_brick_wall: #6, 66(5%)
minecraft.mined.campfire: #6, 21(5%)
minecraft.picked_up.glow_ink_sac: #7, 329(7%)
minecraft.mined.quartz_stairs: #6, 15(6%)
minecraft.picked_up.polished_deepslate_wall: #6, 71(4%)
minecraft.used.shroomlight: #6, 227(3%)
minecraft.broken.iron_helmet: #6, 1(8%)
minecraft.used.sweet_berries: #6, 66(4%)
minecraft.picked_up.nautilus_shell: #6, 11(6%)
minecraft.picked_up.stripped_dark_oak_wood: #6, 162(6%)
minecraft.broken.stone_pickaxe: #6, 3(4%)
minecraft.killed_by.enderman: #6, 1(6%)
minecraft.dropped.crimson_nylium: #6, 4(10%)
minecraft.crafted.blaze_powder: #6, 70(3%)
minecraft.mined.deepslate: #7, 23709(6%)
minecraft.dropped.azalea: #6, 52(4%)
minecraft.picked_up.vine: #6, 397(3%)
minecraft.used.jungle_sapling: #6, 53(4%)
minecraft.crafted.polished_deepslate: #7, 2780(7%)
minecraft.used.stripped_dark_oak_wood: #6, 158(6%)
minecraft.killed.ghast: #6, 16(3%)
minecraft.picked_up.spore_blossom: #6, 8(3%)
minecraft.picked_up.moss_block: #7, 5099(6%)
minecraft.picked_up.glow_lichen: #6, 846(3%)
minecraft.picked_up.smoker: #6, 5(5%)
minecraft.dropped.iron_hoe: #6, 1(8%)
minecraft.dropped.phantom_membrane: #6, 11(4%)
minecraft.used.chorus_flower: #6, 6(8%)
minecraft.crafted.polished_andesite_slab: #6, 48(8%)
minecraft.dropped.feather: #6, 18(3%)
minecraft.dropped.dark_oak_slab: #6, 7(5%)
minecraft.picked_up.axolotl_bucket: #6, 3(5%)
minecraft.used.acacia_fence: #6, 56(6%)
minecraft.dropped.cooked_cod: #6, 4(5%)
minecraft.crafted.warped_fence: #6, 33(4%)
minecraft.crafted.orange_stained_glass_pane: #6, 8(9%)
minecraft.dropped.diamond: #7, 131(6%)
minecraft.mined.lime_terracotta: #6, 9(6%)
minecraft.crafted.jungle_stairs: #6, 56(4%)
minecraft.mined.orange_terracotta: #6, 362(2%)
minecraft.picked_up.big_dripleaf: #6, 403(3%)
minecraft.dropped.netherite_helmet: #6, 1(6%)
minecraft.mined.farmland: #7, 145(6%)
minecraft.mined.deepslate_emerald_ore: #6, 5(4%)
minecraft.crafted.apple: #6, 128(4%)
minecraft.mined.yellow_wool: #6, 51(3%)
minecraft.mined.spruce_stairs: #7, 113(6%)
minecraft.killed.elder_guardian: #6, 2(8%)
minecraft.picked_up.dirt: #7, 28949(5%)
minecraft.used.oak_trapdoor: #7, 227(6%)
minecraft.dropped.netherite_boots: #6, 1(5%)
minecraft.used.diamond_ore: #7, 104(7%)
minecraft.crafted.light_gray_carpet: #6, 192(3%)
minecraft.mined.black_concrete_powder: #6, 15(4%)
minecraft.picked_up.netherite_leggings: #6, 3(3%)
minecraft.crafted.light_gray_shulker_box: #6, 1(7%)
minecraft.picked_up.cobblestone_stairs: #7, 55(6%)
minecraft.dropped.stone_slab: #6, 74(2%)
minecraft.picked_up.lime_terracotta: #6, 13(4%)
minecraft.used.soul_lantern: #6, 42(2%)
minecraft.used.white_terracotta: #6, 39(3%)
minecraft.picked_up.orange_terracotta: #6, 345(2%)
minecraft.used.warped_slab: #6, 64(3%)
minecraft.picked_up.crying_obsidian: #6, 70(3%)
minecraft.mined.blackstone_wall: #6, 4(5%)
minecraft.used.cauldron: #6, 69(2%)
minecraft.picked_up.netherite_sword: #6, 3(2%)
minecraft.dropped.mossy_cobblestone: #6, 14(3%)
minecraft.used.jukebox: #6, 1(5%)
minecraft.crafted.warped_slab: #6, 108(3%)
minecraft.dropped.piston: #6, 4(3%)
minecraft.mined.spruce_wall_sign: #7, 19(6%)
minecraft.mined.brick_wall: #6, 2(5%)
minecraft.picked_up.flowering_azalea: #7, 260(6%)
minecraft.used.brick_wall: #6, 29(4%)
minecraft.crafted.brown_dye: #6, 97(2%)
minecraft.picked_up.spectral_arrow: #6, 221(2%)
minecraft.used.glow_lichen: #6, 567(2%)
minecraft.picked_up.nether_brick: #6, 114(3%)
minecraft.mined.smooth_quartz_slab: #6, 21(3%)
minecraft.picked_up.weeping_vines: #7, 57(6%)
minecraft.picked_up.acacia_door: #6, 1(5%)
minecraft.crafted.sugar: #6, 124(1%)
minecraft.used.light_blue_wool: #6, 44(3%)
minecraft.mined.andesite_wall: #6, 16(3%)
minecraft.crafted.birch_planks: #7, 4250(5%)
minecraft.used.gray_concrete: #6, 333(2%)
minecraft.crafted.quartz_slab: #6, 30(2%)
minecraft.crafted.dark_oak_stairs: #7, 336(7%)
minecraft.used.campfire: #7, 82(6%)
minecraft.picked_up.cooked_salmon: #6, 1(3%)
minecraft.mined.barrel: #7, 72(5%)
minecraft.used.smithing_table: #6, 14(1%)
minecraft.crafted.birch_trapdoor: #6, 48(2%)
minecraft.used.obsidian: #6, 396(1%)
minecraft.dropped.bone_meal: #6, 1156(1%)
minecraft.used.splash_potion: #7, 37(6%)
minecraft.used.big_dripleaf: #6, 30(1%)
minecraft.used.shears: #7, 4936(5%)
minecraft.picked_up.painting: #6, 39(1%)
minecraft.used.iron_bars: #7, 268(5%)
minecraft.picked_up.light_gray_terracotta: #6, 242(2%)
minecraft.crafted.black_terracotta: #6, 68(2%)
minecraft.used.granite_stairs: #6, 24(2%)
minecraft.used.cyan_bed: #6, 5(2%)
minecraft.crafted.pink_terracotta: #6, 40(1%)
minecraft.picked_up.cauldron: #6, 15(1%)
minecraft.picked_up.jungle_button: #6, 1(3%)
minecraft.mined.deepslate_iron_ore: #7, 405(5%)
minecraft.crafted.wooden_shovel: #6, 2(2%)
minecraft.used.purple_shulker_box: #6, 6(2%)
minecraft.picked_up.piston: #7, 154(5%)
minecraft.used.composter: #7, 101(5%)
minecraft.crafted.copper_block: #7, 1232(5%)
minecraft.crafted.deepslate_brick_slab: #7, 66(7%)
minecraft.mined.honeycomb_block: #6, 2(1%)
minecraft.used.pumpkin_pie: #6, 8(1%)
minecraft.dropped.spruce_stairs: #6, 2(1%)
minecraft.used.mushroom_stem: #6, 23(1%)
minecraft.picked_up.dark_oak_leaves: #6, 45(1%)
minecraft.dropped.cut_sandstone: #6, 3(2%)
minecraft.custom.pig_one_cm: #6, 22100(2%)
minecraft.used.dispenser: #7, 83(5%)
minecraft.used.orange_stained_glass_pane: #6, 1(2%)
minecraft.picked_up.deepslate_bricks: #7, 287(4%)
minecraft.mined.peony: #7, 7(6%)
minecraft.picked_up.spruce_sapling: #7, 640(4%)
minecraft.mined.brain_coral_wall_fan: #6, 11(1%)
minecraft.mined.purple_shulker_box: #6, 5(2%)
minecraft.picked_up.purple_shulker_box: #6, 5(2%)
minecraft.picked_up.yellow_stained_glass: #6, 5(1%)
minecraft.mined.cobblestone_stairs: #7, 27(5%)
minecraft.dropped.glass_bottle: #6, 63(1%)
minecraft.crafted.blue_stained_glass: #6, 16(1%)
minecraft.dropped.glowstone_dust: #6, 33(1%)
minecraft.used.purpur_stairs: #6, 1(2%)
minecraft.used.gray_terracotta: #6, 16(1%)
minecraft.dropped.red_dye: #6, 3(1%)
minecraft.mined.fire_coral_block: #6, 23(1%)
minecraft.mined.brain_coral: #6, 4(1%)
minecraft.dropped.sea_pickle: #6, 1(1%)
minecraft.dropped.purpur_slab: #6, 1(1%)
minecraft.mined.gray_shulker_box: #6, 5(1%)
minecraft.crafted.amethyst_block: #6, 12(1%)
minecraft.used.lime_wool: #6, 8(1%)
minecraft.picked_up.item_frame: #7, 120(4%)
minecraft.dropped.cyan_terracotta: #6, 7(1%)
minecraft.picked_up.snow_block: #6, 99(1%)
