stat, rank, value, (percentage) 
minecraft.dropped.white_dye: #10, 25(1%)
minecraft.picked_up.weathered_copper: #10, 10(1%)
minecraft.picked_up.black_shulker_box: #10, 9(1%)
minecraft.picked_up.stripped_spruce_log: #10, 38(1%)
minecraft.mined.weathered_copper: #10, 9(1%)
minecraft.mined.stripped_spruce_log: #10, 40(1%)
minecraft.mined.black_shulker_box: #10, 8(1%)
minecraft.dropped.pumpkin_seeds: #10, 28(1%)
minecraft.picked_up.ghast_tear: #10, 5(1%)
minecraft.mined.crimson_trapdoor: #10, 2(1%)
minecraft.dropped.polished_granite: #10, 3(1%)
minecraft.crafted.jungle_fence_gate: #10, 2(1%)
minecraft.mined.soul_soil: #10, 79(1%)
minecraft.mined.yellow_terracotta: #10, 3(1%)
minecraft.mined.gray_stained_glass_pane: #10, 2(1%)
minecraft.used.melon_seeds: #10, 6(1%)
minecraft.picked_up.soul_soil: #10, 68(1%)
minecraft.dropped.white_wool: #10, 4(1%)
minecraft.dropped.white_carpet: #10, 1(1%)
minecraft.mined.stone_pressure_plate: #10, 1(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #10, 1(1%)
minecraft.picked_up.beetroot_seeds: #10, 25(0%)
minecraft.used.cyan_stained_glass: #10, 12(1%)
minecraft.used.yellow_shulker_box: #10, 6(1%)
minecraft.mined.brown_carpet: #10, 1(1%)
minecraft.picked_up.brown_terracotta: #10, 87(0%)
minecraft.mined.yellow_shulker_box: #10, 5(0%)
minecraft.picked_up.yellow_shulker_box: #10, 5(0%)
minecraft.used.beacon: #11, 15(5%)
minecraft.dropped.raw_copper: #10, 4(0%)
minecraft.dropped.amethyst_block: #10, 3(0%)
minecraft.picked_up.prismarine: #10, 17(0%)
minecraft.used.brown_shulker_box: #10, 2(0%)
minecraft.mined.smooth_sandstone: #10, 13(0%)
minecraft.crafted.brown_carpet: #10, 9(0%)
minecraft.picked_up.jungle_trapdoor: #10, 4(0%)
minecraft.mined.brown_terracotta: #10, 40(0%)
minecraft.picked_up.green_stained_glass: #10, 5(0%)
minecraft.mined.prismarine_bricks: #10, 13(0%)
minecraft.picked_up.brown_carpet: #10, 1(0%)
minecraft.mined.brown_shulker_box: #10, 1(0%)
minecraft.picked_up.brown_shulker_box: #10, 1(0%)
minecraft.used.orange_shulker_box: #10, 2(0%)
minecraft.crafted.clock: #10, 1(0%)
minecraft.picked_up.rabbit_hide: #10, 1(0%)
minecraft.dropped.cauldron: #10, 1(0%)
minecraft.mined.orange_shulker_box: #10, 1(0%)
minecraft.picked_up.horn_coral_block: #10, 1(0%)
minecraft.picked_up.dandelion: #11, 94(4%)
minecraft.mined.shroomlight: #11, 106(4%)
minecraft.custom.walk_under_water_one_cm: #12, 3801774(4%)
minecraft.custom.boat_one_cm: #11, 3747874(3%)
minecraft.mined.cobblestone: #11, 1306(3%)
minecraft.used.bow: #11, 1339(3%)
minecraft.picked_up.iron_ore: #11, 754(3%)
minecraft.mined.beacon: #11, 10(3%)
minecraft.picked_up.shield: #11, 6(4%)
minecraft.crafted.wooden_pickaxe: #11, 1(3%)
minecraft.picked_up.coal_ore: #11, 1096(3%)
minecraft.custom.pot_flower: #11, 19(3%)
minecraft.mined.blast_furnace: #11, 5(3%)
minecraft.mined.dirt_path: #11, 241(3%)
minecraft.used.stone_axe: #11, 157(2%)
minecraft.picked_up.iron_sword: #11, 5(3%)
minecraft.used.spruce_log: #11, 352(3%)
minecraft.picked_up.repeater: #11, 97(3%)
minecraft.dropped.tuff: #11, 42(2%)
minecraft.crafted.dispenser: #11, 41(3%)
minecraft.crafted.oak_door: #11, 3(4%)
minecraft.used.deepslate_tile_stairs: #11, 416(3%)
minecraft.picked_up.lightning_rod: #11, 26(3%)
minecraft.dropped.andesite: #11, 396(2%)
minecraft.picked_up.carved_pumpkin: #11, 83(2%)
minecraft.killed.pig: #11, 13(2%)
minecraft.used.iron_axe: #11, 912(2%)
minecraft.used.lapis_ore: #11, 18(3%)
minecraft.dropped.oak_fence: #11, 9(2%)
minecraft.crafted.stone_pickaxe: #11, 3(2%)
minecraft.used.spruce_fence: #11, 214(2%)
minecraft.dropped.ender_pearl: #11, 2744(2%)
minecraft.crafted.fermented_spider_eye: #11, 13(2%)
minecraft.dropped.oak_sapling: #11, 20(2%)
minecraft.mined.nether_wart: #11, 114(2%)
minecraft.picked_up.deepslate_tile_wall: #11, 28(3%)
minecraft.killed.shulker: #11, 71(2%)
minecraft.used.flowering_azalea: #11, 33(2%)
minecraft.used.oak_slab: #11, 114(2%)
minecraft.picked_up.deepslate_lapis_ore: #11, 9(2%)
minecraft.mined.dark_oak_sign: #11, 1(2%)
minecraft.picked_up.slime_ball: #11, 338(2%)
minecraft.used.deepslate_coal_ore: #11, 43(2%)
minecraft.picked_up.birch_boat: #11, 7(2%)
minecraft.picked_up.cobblestone_wall: #11, 25(2%)
minecraft.picked_up.deepslate_iron_ore: #11, 46(2%)
minecraft.mined.redstone_block: #11, 27(1%)
minecraft.picked_up.nether_bricks: #11, 123(2%)
minecraft.crafted.jungle_slab: #11, 90(2%)
minecraft.used.nether_wart: #11, 101(1%)
minecraft.used.dark_oak_log: #11, 309(2%)
minecraft.picked_up.polished_blackstone_button: #11, 16(1%)
minecraft.crafted.stone_sword: #11, 1(1%)
minecraft.used.map: #11, 4(2%)
minecraft.used.ender_pearl: #11, 93(1%)
minecraft.mined.magma_block: #11, 250(1%)
minecraft.used.apple: #11, 5(1%)
minecraft.crafted.acacia_trapdoor: #11, 76(2%)
minecraft.used.deepslate_tile_wall: #11, 103(2%)
minecraft.mined.purpur_stairs: #11, 4(2%)
minecraft.used.deepslate_redstone_ore: #11, 21(1%)
minecraft.picked_up.andesite_slab: #11, 12(2%)
minecraft.used.gray_carpet: #11, 68(2%)
minecraft.picked_up.nether_wart_block: #11, 65(1%)
minecraft.dropped.written_book: #11, 1(2%)
minecraft.crafted.purple_dye: #11, 30(1%)
minecraft.picked_up.purpur_stairs: #11, 3(2%)
minecraft.mined.stone_slab: #11, 47(1%)
minecraft.mined.smoker: #11, 1(2%)
minecraft.used.weathered_copper: #11, 7(1%)
minecraft.picked_up.warped_wart_block: #11, 146(1%)
minecraft.mined.torch: #12, 1030(4%)
minecraft.used.loom: #11, 2(1%)
minecraft.used.black_shulker_box: #11, 9(1%)
minecraft.picked_up.loom: #11, 2(1%)
minecraft.custom.sneak_time: #13, 1749653(4%)
minecraft.used.polished_blackstone_button: #11, 28(1%)
minecraft.dropped.soul_sand: #11, 9(1%)
minecraft.crafted.cyan_terracotta: #11, 280(1%)
minecraft.crafted.polished_blackstone_button: #11, 32(1%)
minecraft.used.heavy_weighted_pressure_plate: #11, 1(1%)
minecraft.crafted.pumpkin_seeds: #11, 8(1%)
minecraft.picked_up.amethyst_cluster: #11, 36(1%)
minecraft.mined.sea_pickle: #11, 9(1%)
minecraft.used.smooth_sandstone: #11, 108(1%)
minecraft.used.cobbled_deepslate_stairs: #11, 14(1%)
minecraft.used.hanging_roots: #11, 3(1%)
minecraft.dropped.end_stone_bricks: #11, 2(1%)
minecraft.picked_up.gray_stained_glass_pane: #11, 2(1%)
minecraft.mined.white_concrete_powder: #11, 13(0%)
minecraft.mined.oak_fence_gate: #11, 1(0%)
minecraft.used.podzol: #11, 12(0%)
minecraft.used.cut_copper: #11, 6(1%)
minecraft.mined.acacia_trapdoor: #11, 3(1%)
minecraft.used.deepslate_copper_ore: #11, 1(1%)
minecraft.crafted.loom: #11, 1(0%)
minecraft.crafted.yellow_terracotta: #11, 16(0%)
minecraft.mined.deepslate_tile_wall: #11, 3(0%)
minecraft.picked_up.prismarine_bricks: #11, 24(0%)
minecraft.mined.dark_oak_wood: #11, 2(0%)
minecraft.picked_up.red_dye: #11, 2(0%)
minecraft.mined.jungle_trapdoor: #11, 3(0%)
minecraft.picked_up.lava_bucket: #11, 1(0%)
minecraft.dropped.gray_wool: #11, 1(0%)
minecraft.used.honey_block: #11, 4(0%)
minecraft.mined.red_terracotta: #11, 18(0%)
minecraft.mined.soul_fire: #11, 1(0%)
minecraft.mined.medium_amethyst_bud: #11, 5(0%)
minecraft.dropped.crimson_roots: #11, 1(0%)
minecraft.dropped.smooth_stone: #11, 1(0%)
minecraft.used.netherite_shovel: #11, 1536(0%)
minecraft.used.brown_carpet: #11, 5(0%)
minecraft.crafted.cooked_cod: #11, 1(0%)
minecraft.picked_up.orange_shulker_box: #11, 1(0%)
minecraft.mined.wall_torch: #12, 305(4%)
minecraft.custom.interact_with_lectern: #12, 56(3%)
minecraft.crafted.light_blue_dye: #12, 112(4%)
minecraft.used.enchanting_table: #12, 2(4%)
minecraft.mined.poppy: #12, 74(3%)
minecraft.used.spruce_sapling: #12, 178(3%)
minecraft.mined.soul_sand: #12, 226(2%)
minecraft.picked_up.leather_chestplate: #12, 7(2%)
minecraft.picked_up.chainmail_boots: #12, 3(3%)
minecraft.used.redstone_ore: #12, 113(3%)
minecraft.picked_up.white_concrete: #12, 972(3%)
minecraft.mined.iron_bars: #12, 21(2%)
minecraft.crafted.furnace: #12, 55(2%)
minecraft.picked_up.ender_pearl: #12, 3125(2%)
minecraft.used.redstone_block: #12, 54(2%)
minecraft.mined.clay: #12, 114(2%)
minecraft.mined.white_bed: #12, 35(2%)
minecraft.picked_up.spruce_door: #12, 8(2%)
minecraft.picked_up.podzol: #12, 113(2%)
minecraft.picked_up.chainmail_leggings: #12, 2(2%)
minecraft.used.chipped_anvil: #12, 2(2%)
minecraft.mined.chipped_anvil: #12, 2(2%)
minecraft.picked_up.feather: #12, 28(1%)
minecraft.crafted.mossy_cobblestone: #12, 150(2%)
minecraft.mined.purpur_block: #12, 36(2%)
minecraft.used.baked_potato: #12, 133(1%)
minecraft.mined.ancient_debris: #12, 19(2%)
minecraft.dropped.lapis_lazuli: #12, 11(2%)
minecraft.killed.endermite: #12, 2(2%)
minecraft.picked_up.comparator: #12, 20(1%)
minecraft.picked_up.acacia_log: #12, 274(1%)
minecraft.used.painting: #12, 24(1%)
minecraft.used.stone_slab: #12, 251(1%)
minecraft.killed.hoglin: #12, 2(2%)
minecraft.picked_up.written_book: #12, 2(1%)
minecraft.picked_up.magma_block: #12, 205(1%)
minecraft.crafted.raw_iron_block: #12, 67(1%)
minecraft.mined.jungle_leaves: #12, 255(1%)
minecraft.mined.pumpkin: #12, 40(1%)
minecraft.mined.dead_bush: #12, 40(1%)
minecraft.mined.gray_carpet: #12, 8(1%)
minecraft.used.stone_brick_wall: #12, 19(1%)
minecraft.dropped.carrot: #12, 293(1%)
minecraft.used.tinted_glass: #12, 141(1%)
minecraft.picked_up.red_mushroom: #12, 12(1%)
minecraft.picked_up.crimson_nylium: #12, 18(1%)
minecraft.crafted.red_bed: #12, 1(1%)
minecraft.used.oak_leaves: #12, 278(1%)
minecraft.used.lime_shulker_box: #12, 36(1%)
minecraft.used.cooked_cod: #12, 8(1%)
minecraft.mined.nether_sprouts: #12, 11(1%)
minecraft.picked_up.netherite_helmet: #12, 1(1%)
minecraft.mined.nether_wart_block: #12, 34(0%)
minecraft.picked_up.trident: #12, 1(1%)
minecraft.broken.stone_shovel: #12, 1(1%)
minecraft.used.deepslate_brick_slab: #12, 37(0%)
minecraft.crafted.painting: #12, 5(0%)
minecraft.picked_up.oak_fence_gate: #12, 2(1%)
minecraft.picked_up.stripped_oak_wood: #12, 6(1%)
minecraft.mined.stripped_oak_wood: #12, 6(1%)
minecraft.dropped.leather: #12, 6(0%)
minecraft.dropped.spider_eye: #12, 47(0%)
minecraft.dropped.brown_mushroom: #12, 1(0%)
minecraft.used.brown_mushroom: #12, 5(0%)
minecraft.mined.pumpkin_stem: #12, 2(0%)
minecraft.mined.jack_o_lantern: #12, 1(0%)
minecraft.mined.slime_block: #12, 7(0%)
minecraft.used.fishing_rod: #12, 2(0%)
minecraft.picked_up.jack_o_lantern: #12, 1(0%)
minecraft.dropped.gold_nugget: #12, 12(0%)
minecraft.picked_up.stripped_birch_log: #12, 3(0%)
minecraft.custom.fish_caught: #12, 1(0%)
minecraft.dropped.slime_ball: #12, 5(0%)
minecraft.used.gray_stained_glass_pane: #12, 2(0%)
minecraft.picked_up.gold_nugget: #12, 244(0%)
minecraft.mined.beetroots: #12, 1(0%)
minecraft.picked_up.dead_bush: #12, 1(0%)
minecraft.used.sea_pickle: #12, 2(0%)
minecraft.picked_up.red_sand: #12, 11(0%)
minecraft.mined.red_sand: #12, 10(0%)
minecraft.picked_up.iron_block: #13, 1428(4%)
minecraft.custom.open_enderchest: #13, 1068(3%)
minecraft.killed.magma_cube: #13, 276(3%)
minecraft.mined.dandelion: #13, 53(3%)
minecraft.used.glass: #13, 860(2%)
minecraft.broken.iron_pickaxe: #13, 8(3%)
minecraft.dropped.cobblestone: #13, 2060(2%)
minecraft.crafted.enchanting_table: #13, 1(3%)
minecraft.picked_up.sticky_piston: #13, 39(2%)
minecraft.crafted.ladder: #13, 186(2%)
minecraft.mined.piston_head: #13, 2(3%)
minecraft.used.white_bed: #13, 43(2%)
minecraft.dropped.dirt: #13, 835(2%)
minecraft.picked_up.polished_deepslate: #13, 140(2%)
minecraft.used.diorite: #13, 176(2%)
minecraft.crafted.spruce_door: #13, 9(2%)
minecraft.dropped.granite: #13, 348(2%)
minecraft.used.dark_oak_fence: #13, 60(2%)
minecraft.mined.obsidian: #13, 263(2%)
minecraft.custom.horse_one_cm: #13, 1993107(1%)
minecraft.dropped.coal_ore: #13, 31(2%)
minecraft.dropped.gravel: #13, 225(1%)
minecraft.picked_up.lapis_ore: #13, 22(1%)
minecraft.picked_up.ancient_debris: #13, 19(2%)
minecraft.picked_up.chipped_anvil: #13, 2(2%)
minecraft.picked_up.white_carpet: #13, 15(2%)
minecraft.used.basalt: #13, 270(1%)
minecraft.mined.comparator: #13, 8(1%)
minecraft.mined.oak_slab: #13, 17(1%)
minecraft.mined.white_concrete: #13, 706(1%)
minecraft.used.spruce_door: #13, 7(1%)
minecraft.mined.warped_roots: #13, 27(1%)
minecraft.dropped.deepslate: #13, 53(1%)
minecraft.picked_up.azalea_leaves: #13, 490(1%)
minecraft.crafted.shulker_box: #13, 48(1%)
minecraft.crafted.netherite_ingot: #13, 4(1%)
minecraft.picked_up.shulker_shell: #13, 107(1%)
minecraft.used.jungle_log: #13, 49(1%)
minecraft.picked_up.coal_block: #13, 45(1%)
minecraft.dropped.stone_pickaxe: #13, 1(1%)
minecraft.mined.weeping_vines: #13, 3(1%)
minecraft.mined.bamboo: #13, 66(1%)
minecraft.crafted.cooked_mutton: #13, 5(1%)
minecraft.crafted.cobblestone_wall: #13, 30(1%)
minecraft.used.note_block: #13, 20(1%)
minecraft.picked_up.armor_stand: #13, 5(1%)
minecraft.used.azalea: #13, 31(1%)
minecraft.dropped.basalt: #13, 54(1%)
minecraft.picked_up.yellow_terracotta: #13, 3(1%)
minecraft.crafted.sandstone: #13, 32(1%)
minecraft.used.netherite_pickaxe: #13, 16819(1%)
minecraft.picked_up.netherite_boots: #13, 1(1%)
minecraft.used.jungle_fence: #13, 6(1%)
minecraft.custom.interact_with_blast_furnace: #13, 13(0%)
minecraft.crafted.andesite_slab: #13, 12(1%)
minecraft.crafted.cobbled_deepslate_stairs: #13, 4(1%)
minecraft.crafted.raw_copper: #13, 126(0%)
minecraft.used.cobbled_deepslate_wall: #13, 17(0%)
minecraft.dropped.glow_ink_sac: #13, 5(0%)
minecraft.crafted.chiseled_deepslate: #13, 1(0%)
minecraft.mined.sandstone_slab: #13, 2(0%)
minecraft.crafted.cut_copper: #13, 4(0%)
minecraft.picked_up.cooked_chicken: #13, 3(0%)
minecraft.picked_up.deepslate_brick_wall: #13, 1(0%)
minecraft.picked_up.green_dye: #13, 1(0%)
minecraft.crafted.polished_blackstone: #13, 44(0%)
minecraft.picked_up.clock: #13, 1(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #13, 1(0%)
minecraft.mined.polished_blackstone_slab: #13, 1(0%)
minecraft.custom.damage_resisted: #13, 14(0%)
minecraft.mined.stripped_birch_log: #13, 3(0%)
minecraft.used.light_blue_stained_glass: #13, 5(0%)
minecraft.picked_up.cracked_stone_bricks: #13, 2(0%)
minecraft.dropped.warped_roots: #13, 1(0%)
minecraft.picked_up.cookie: #13, 1(0%)
minecraft.mined.small_amethyst_bud: #13, 1(0%)
minecraft.custom.open_barrel: #14, 1862(3%)
minecraft.mined.deepslate_lapis_ore: #14, 39(3%)
minecraft.used.cobblestone: #14, 2547(3%)
minecraft.mined.deepslate_coal_ore: #14, 336(3%)
minecraft.killed_by.player: #14, 4(3%)
minecraft.mined.lilac: #14, 5(2%)
minecraft.picked_up.oak_fence: #14, 75(2%)
minecraft.dropped.cobbled_deepslate: #14, 152(2%)
minecraft.custom.inspect_hopper: #14, 366(2%)
minecraft.mined.oak_trapdoor: #14, 25(2%)
minecraft.picked_up.ender_chest: #14, 100(2%)
minecraft.mined.spruce_sapling: #14, 7(2%)
minecraft.crafted.bucket: #14, 65(1%)
minecraft.picked_up.stone_axe: #14, 1(2%)
minecraft.mined.sticky_piston: #14, 15(1%)
minecraft.picked_up.copper_block: #14, 86(1%)
minecraft.mined.kelp: #14, 45(1%)
minecraft.picked_up.oak_leaves: #14, 1075(1%)
minecraft.mined.lightning_rod: #14, 10(2%)
minecraft.used.blast_furnace: #14, 6(1%)
minecraft.picked_up.hopper: #14, 64(1%)
minecraft.dropped.sandstone: #14, 47(1%)
minecraft.custom.interact_with_loom: #14, 2(1%)
minecraft.used.pumpkin: #14, 24(1%)
minecraft.crafted.smoker: #14, 1(1%)
minecraft.picked_up.dropper: #14, 9(1%)
minecraft.mined.damaged_anvil: #14, 1(1%)
minecraft.picked_up.stone_pressure_plate: #14, 3(1%)
minecraft.picked_up.damaged_anvil: #14, 1(1%)
minecraft.crafted.white_stained_glass: #14, 120(1%)
minecraft.used.azalea_leaves: #14, 187(1%)
minecraft.dropped.polished_blackstone_button: #14, 1(1%)
minecraft.picked_up.filled_map: #14, 6(1%)
minecraft.mined.lime_shulker_box: #14, 28(1%)
minecraft.picked_up.lime_shulker_box: #14, 28(1%)
minecraft.used.white_concrete_powder: #14, 701(1%)
minecraft.picked_up.smooth_stone_slab: #14, 22(1%)
minecraft.mined.dark_oak_leaves: #14, 94(0%)
minecraft.mined.birch_trapdoor: #14, 2(1%)
minecraft.crafted.white_concrete_powder: #14, 688(1%)
minecraft.used.tripwire_hook: #14, 2(1%)
minecraft.crafted.jungle_fence: #14, 6(1%)
minecraft.crafted.oak_stairs: #14, 12(0%)
minecraft.picked_up.polished_deepslate_slab: #14, 15(0%)
minecraft.mined.tinted_glass: #14, 7(0%)
minecraft.picked_up.stone_brick_slab: #14, 31(0%)
minecraft.crafted.stone_brick_slab: #14, 48(0%)
minecraft.mined.smooth_stone_slab: #14, 10(0%)
minecraft.mined.cobbled_deepslate_stairs: #14, 1(0%)
minecraft.used.polished_deepslate_slab: #14, 68(0%)
minecraft.dropped.stone_button: #14, 6(0%)
minecraft.used.pumpkin_seeds: #14, 6(0%)
minecraft.dropped.copper_ore: #14, 3(0%)
minecraft.used.oak_stairs: #14, 6(0%)
minecraft.used.brown_wool: #14, 3(0%)
minecraft.mined.large_amethyst_bud: #14, 3(0%)
minecraft.crafted.oak_fence_gate: #14, 1(0%)
minecraft.dropped.kelp: #14, 13(0%)
minecraft.used.magma_block: #14, 25(0%)
minecraft.used.sandstone: #14, 27(0%)
minecraft.used.orange_terracotta: #14, 2(0%)
minecraft.used.rooted_dirt: #14, 2(0%)
minecraft.used.polished_blackstone: #14, 8(0%)
minecraft.used.prismarine_bricks: #14, 1(0%)
minecraft.used.netherrack: #15, 1405(3%)
minecraft.mined.dark_oak_log: #15, 1308(2%)
minecraft.used.furnace: #15, 48(2%)
minecraft.crafted.bow: #15, 28(2%)
minecraft.mined.piston: #15, 33(2%)
minecraft.used.iron_pickaxe: #15, 2009(2%)
minecraft.picked_up.scaffolding: #15, 1511(1%)
minecraft.picked_up.redstone_ore: #15, 120(1%)
minecraft.crafted.writable_book: #15, 3(1%)
minecraft.mined.deepslate_tiles: #15, 84(1%)
minecraft.used.hopper: #15, 189(1%)
minecraft.mined.netherrack: #15, 5851(1%)
minecraft.picked_up.flowering_azalea_leaves: #15, 204(1%)
minecraft.used.polished_andesite: #15, 112(1%)
minecraft.used.scaffolding: #15, 981(1%)
minecraft.mined.spruce_door: #15, 3(1%)
minecraft.mined.dark_oak_wall_sign: #15, 5(1%)
minecraft.used.oak_door: #15, 1(1%)
minecraft.mined.podzol: #15, 77(1%)
minecraft.used.damaged_anvil: #15, 1(1%)
minecraft.mined.crimson_nylium: #15, 17(1%)
minecraft.mined.polished_deepslate: #15, 47(1%)
minecraft.used.glass_bottle: #15, 50(1%)
minecraft.mined.deepslate_bricks: #15, 29(1%)
minecraft.used.lightning_rod: #15, 15(1%)
minecraft.picked_up.warped_roots: #15, 28(1%)
minecraft.used.white_concrete: #15, 333(1%)
minecraft.picked_up.stone_button: #15, 15(0%)
minecraft.picked_up.sunflower: #15, 20(0%)
minecraft.crafted.baked_potato: #15, 28(0%)
minecraft.picked_up.birch_stairs: #15, 1(0%)
minecraft.mined.polished_blackstone_button: #15, 1(0%)
minecraft.used.hay_block: #15, 6(0%)
minecraft.crafted.lime_dye: #15, 14(0%)
minecraft.crafted.smooth_stone_slab: #15, 12(0%)
minecraft.picked_up.polished_blackstone: #15, 5(0%)
minecraft.used.oak_fence_gate: #15, 1(0%)
minecraft.picked_up.sea_pickle: #15, 34(0%)
minecraft.used.slime_block: #15, 12(0%)
minecraft.mined.warped_wart_block: #15, 23(0%)
minecraft.custom.interact_with_smoker: #15, 1(0%)
minecraft.picked_up.white_concrete_powder: #15, 13(0%)
minecraft.used.stripped_oak_log: #15, 3(0%)
minecraft.picked_up.polished_blackstone_slab: #15, 1(0%)
minecraft.used.smooth_sandstone_slab: #15, 1(0%)
minecraft.picked_up.ice: #15, 2(0%)
minecraft.custom.sleep_in_bed: #16, 403(3%)
minecraft.mined.redstone_ore: #16, 608(2%)
minecraft.custom.interact_with_brewingstand: #16, 85(2%)
minecraft.picked_up.quartz: #16, 893(2%)
minecraft.picked_up.iron_leggings: #16, 3(2%)
minecraft.picked_up.porkchop: #16, 21(1%)
minecraft.mined.redstone_torch: #16, 7(1%)
minecraft.dropped.dandelion: #16, 8(1%)
minecraft.used.potion: #16, 9(1%)
minecraft.crafted.iron_chestplate: #16, 1(1%)
minecraft.picked_up.deepslate_coal_ore: #16, 46(1%)
minecraft.picked_up.basalt: #16, 828(1%)
minecraft.picked_up.deepslate_redstone_ore: #16, 42(1%)
minecraft.picked_up.iron_pickaxe: #16, 2(1%)
minecraft.mined.glowstone: #16, 45(1%)
minecraft.used.bamboo: #16, 26(1%)
minecraft.used.ender_chest: #16, 38(1%)
minecraft.picked_up.oak_door: #16, 1(1%)
minecraft.crafted.yellow_dye: #16, 52(1%)
minecraft.picked_up.amethyst_shard: #16, 357(1%)
minecraft.mined.ender_chest: #16, 34(1%)
minecraft.crafted.blast_furnace: #16, 3(1%)
minecraft.mined.powered_rail: #16, 25(1%)
minecraft.crafted.oak_fence: #16, 27(1%)
minecraft.used.stone_sword: #16, 8(1%)
minecraft.mined.azalea_leaves: #16, 372(1%)
minecraft.mined.white_carpet: #16, 5(1%)
minecraft.broken.iron_shovel: #16, 2(1%)
minecraft.used.white_carpet: #16, 13(0%)
minecraft.picked_up.sandstone_slab: #16, 3(1%)
minecraft.picked_up.melon_seeds: #16, 1(0%)
minecraft.crafted.lightning_rod: #16, 7(0%)
minecraft.dropped.scaffolding: #16, 14(0%)
minecraft.used.white_shulker_box: #16, 9(0%)
minecraft.dropped.birch_log: #16, 5(0%)
minecraft.mined.birch_stairs: #16, 1(0%)
minecraft.mined.redstone_lamp: #16, 1(0%)
minecraft.crafted.glass_bottle: #16, 69(0%)
minecraft.custom.damage_blocked_by_shield: #16, 740(0%)
minecraft.used.deepslate_gold_ore: #16, 2(0%)
minecraft.crafted.raw_copper_block: #16, 14(0%)
minecraft.mined.polished_deepslate_wall: #16, 2(0%)
minecraft.picked_up.end_stone_bricks: #16, 2(0%)
minecraft.mined.polished_deepslate_slab: #16, 5(0%)
minecraft.used.birch_log: #16, 10(0%)
minecraft.mined.carved_pumpkin: #16, 3(0%)
minecraft.used.nether_quartz_ore: #16, 6(0%)
minecraft.used.gray_wool: #16, 6(0%)
minecraft.custom.walk_on_water_one_cm: #17, 1246272(2%)
minecraft.mined.smooth_sandstone_slab: #16, 1(0%)
minecraft.picked_up.smooth_sandstone_slab: #16, 1(0%)
minecraft.picked_up.light_gray_concrete: #16, 3(0%)
minecraft.used.sandstone_slab: #16, 1(0%)
minecraft.used.light_gray_carpet: #16, 2(0%)
minecraft.used.chiseled_deepslate: #16, 1(0%)
minecraft.used.polished_blackstone_slab: #16, 1(0%)
minecraft.used.ice: #16, 1(0%)
minecraft.mined.ice: #16, 3(0%)
minecraft.picked_up.sand: #17, 13968(2%)
minecraft.picked_up.shulker_box: #17, 456(2%)
minecraft.used.shulker_box: #17, 450(2%)
minecraft.mined.shulker_box: #17, 433(2%)
minecraft.mined.oak_leaves: #17, 1794(1%)
minecraft.mined.sand: #17, 9430(1%)
minecraft.dropped.diorite: #17, 329(1%)
minecraft.crafted.stone: #17, 291(1%)
minecraft.mined.amethyst_block: #17, 253(1%)
minecraft.picked_up.iron_helmet: #17, 2(1%)
minecraft.mined.furnace: #17, 17(1%)
minecraft.picked_up.warped_fungus: #17, 9(1%)
minecraft.crafted.powered_rail: #17, 72(1%)
minecraft.picked_up.brown_mushroom: #17, 29(1%)
minecraft.mined.scaffolding: #17, 342(1%)
minecraft.crafted.stone_axe: #17, 1(1%)
minecraft.mined.basalt: #17, 809(1%)
minecraft.mined.hopper: #17, 31(1%)
minecraft.mined.flowering_azalea_leaves: #17, 140(1%)
minecraft.used.iron_shovel: #17, 524(1%)
minecraft.used.stone_brick_stairs: #17, 35(0%)
minecraft.picked_up.bamboo: #17, 425(0%)
minecraft.mined.cobblestone_wall: #17, 6(0%)
minecraft.used.deepslate_bricks: #17, 148(0%)
minecraft.used.red_shulker_box: #17, 9(0%)
minecraft.picked_up.pumpkin_seeds: #17, 50(0%)
minecraft.mined.nether_gold_ore: #17, 11(0%)
minecraft.used.cobblestone_wall: #17, 12(0%)
minecraft.mined.red_shulker_box: #17, 7(0%)
minecraft.used.polished_deepslate_wall: #17, 22(0%)
minecraft.crafted.birch_slab: #17, 24(0%)
minecraft.mined.sandstone: #17, 243(0%)
minecraft.mined.white_shulker_box: #17, 5(0%)
minecraft.picked_up.white_shulker_box: #17, 5(0%)
minecraft.mined.crimson_roots: #17, 2(0%)
minecraft.mined.red_concrete: #17, 5(0%)
minecraft.used.smooth_stone_slab: #17, 4(0%)
minecraft.mined.light_gray_concrete: #17, 1(0%)
minecraft.custom.interact_with_furnace: #18, 821(2%)
minecraft.used.ladder: #18, 101(2%)
minecraft.picked_up.iron_chestplate: #18, 4(2%)
minecraft.used.dirt: #18, 5411(2%)
minecraft.mined.lapis_ore: #18, 71(2%)
minecraft.mined.deepslate_gold_ore: #18, 51(2%)
minecraft.killed.enderman: #18, 5635(2%)
minecraft.killed_by.creeper: #18, 2(2%)
minecraft.mined.redstone_wire: #18, 71(1%)
minecraft.used.oak_log: #18, 150(1%)
minecraft.picked_up.netherrack: #18, 2757(1%)
minecraft.mined.redstone_wall_torch: #18, 6(1%)
minecraft.used.sticky_piston: #18, 30(1%)
minecraft.used.moss_carpet: #18, 167(1%)
minecraft.mined.blackstone: #18, 344(1%)
minecraft.mined.oak_stairs: #18, 7(1%)
minecraft.used.piston: #18, 40(1%)
minecraft.killed.slime: #18, 50(1%)
minecraft.used.rose_bush: #18, 1(1%)
