stat, rank, value, (percentage) 
minecraft.picked_up.moss_carpet: #16, 409(2%)
minecraft.broken.iron_pickaxe: #16, 5(2%)
minecraft.picked_up.birch_sign: #16, 12(1%)
minecraft.crafted.dispenser: #16, 17(1%)
minecraft.mined.deepslate_tile_slab: #16, 39(1%)
minecraft.picked_up.egg: #16, 55(1%)
minecraft.picked_up.diamond_chestplate: #16, 1(1%)
minecraft.used.spruce_planks: #16, 336(1%)
minecraft.mined.flower_pot: #16, 1(1%)
minecraft.dropped.iron_sword: #16, 1(1%)
minecraft.crafted.lead: #16, 4(1%)
minecraft.dropped.moss_carpet: #16, 12(1%)
minecraft.mined.oxeye_daisy: #16, 4(1%)
minecraft.used.snowball: #16, 24(1%)
minecraft.picked_up.deepslate_tile_stairs: #16, 19(0%)
minecraft.picked_up.diamond_hoe: #16, 1(1%)
minecraft.mined.lightning_rod: #16, 3(0%)
minecraft.used.grass_block: #16, 599(0%)
minecraft.mined.acacia_log: #16, 71(0%)
minecraft.mined.potatoes: #16, 29(0%)
minecraft.picked_up.exposed_copper: #16, 2(0%)
minecraft.mined.exposed_copper: #16, 2(0%)
minecraft.mined.crimson_fungus: #16, 1(0%)
minecraft.picked_up.polished_deepslate_wall: #16, 5(0%)
minecraft.mined.stripped_oak_log: #16, 22(0%)
minecraft.crafted.birch_slab: #16, 24(0%)
minecraft.picked_up.stripped_oak_log: #16, 23(0%)
minecraft.used.potato: #16, 22(0%)
minecraft.picked_up.polished_granite: #16, 2(0%)
minecraft.picked_up.beetroot_seeds: #16, 5(0%)
minecraft.picked_up.twisting_vines: #16, 4(0%)
minecraft.mined.white_stained_glass: #16, 1(0%)
minecraft.crafted.polished_diorite: #16, 4(0%)
minecraft.dropped.ink_sac: #16, 1(0%)
minecraft.mined.red_mushroom_block: #16, 4(0%)
minecraft.crafted.gray_stained_glass: #16, 8(0%)
minecraft.picked_up.orange_terracotta: #16, 6(0%)
minecraft.mined.oxidized_copper: #16, 1(0%)
minecraft.crafted.iron_pickaxe: #17, 8(2%)
minecraft.crafted.copper_ingot: #17, 754(2%)
minecraft.crafted.cooked_beef: #17, 122(2%)
minecraft.used.oak_sapling: #17, 120(1%)
minecraft.picked_up.leather_chestplate: #17, 3(1%)
minecraft.mined.spruce_wall_sign: #17, 3(1%)
minecraft.mined.spruce_planks: #17, 105(1%)
minecraft.used.diamond_hoe: #17, 3708(1%)
minecraft.mined.deepslate_tiles: #17, 37(1%)
minecraft.crafted.campfire: #17, 9(1%)
minecraft.used.gold_ore: #17, 16(1%)
minecraft.used.polished_deepslate: #17, 218(0%)
minecraft.dropped.iron_ingot: #17, 40(0%)
minecraft.used.campfire: #17, 7(0%)
minecraft.picked_up.amethyst_shard: #17, 216(0%)
minecraft.picked_up.spruce_stairs: #17, 10(0%)
minecraft.crafted.iron_sword: #17, 1(0%)
minecraft.used.cobbled_deepslate_slab: #17, 28(0%)
minecraft.picked_up.lightning_rod: #17, 3(0%)
minecraft.picked_up.acacia_log: #17, 70(0%)
minecraft.picked_up.grass_block: #17, 851(0%)
minecraft.mined.warped_nylium: #17, 5(0%)
minecraft.picked_up.warped_roots: #17, 12(0%)
minecraft.mined.dark_oak_stairs: #17, 2(0%)
minecraft.crafted.magenta_dye: #17, 4(0%)
minecraft.picked_up.dark_oak_stairs: #17, 2(0%)
minecraft.crafted.polished_deepslate_stairs: #17, 4(0%)
minecraft.mined.mushroom_stem: #17, 6(0%)
minecraft.used.hay_block: #17, 3(0%)
minecraft.mined.polished_deepslate_stairs: #17, 2(0%)
minecraft.mined.twisting_vines_plant: #17, 1(0%)
minecraft.custom.interact_with_blast_furnace: #17, 3(0%)
minecraft.picked_up.polished_deepslate_stairs: #17, 2(0%)
minecraft.used.bone_block: #17, 4(0%)
minecraft.dropped.dark_oak_planks: #17, 1(0%)
minecraft.picked_up.warped_nylium: #17, 1(0%)
minecraft.mined.polished_basalt: #17, 1(0%)
minecraft.crafted.brick: #17, 51(0%)
minecraft.picked_up.polished_basalt: #17, 1(0%)
minecraft.mined.acacia_leaves: #17, 14(0%)
minecraft.used.gray_wool: #17, 3(0%)
minecraft.mined.orange_terracotta: #17, 6(0%)
minecraft.used.acacia_log: #17, 1(0%)
minecraft.picked_up.acacia_sapling: #17, 1(0%)
minecraft.used.smooth_sandstone: #17, 3(0%)
minecraft.used.polished_blackstone: #17, 2(0%)
minecraft.used.oxidized_copper: #17, 1(0%)
minecraft.picked_up.oxidized_copper: #17, 1(0%)
minecraft.mined.tall_grass: #18, 183(2%)
minecraft.used.iron_pickaxe: #18, 1752(2%)
minecraft.picked_up.diamond_boots: #18, 7(2%)
minecraft.picked_up.lead: #18, 33(1%)
minecraft.crafted.oak_slab: #18, 192(1%)
minecraft.crafted.book: #18, 64(1%)
minecraft.mined.barrel: #18, 20(1%)
minecraft.crafted.diamond_leggings: #18, 1(1%)
minecraft.picked_up.deepslate_tiles: #18, 98(1%)
minecraft.used.iron_axe: #18, 553(1%)
minecraft.picked_up.beef: #18, 133(1%)
minecraft.mined.dirt_path: #18, 59(1%)
minecraft.dropped.wheat_seeds: #18, 442(1%)
minecraft.dropped.lead: #18, 1(1%)
minecraft.mined.spruce_stairs: #18, 8(0%)
minecraft.used.copper_ore: #18, 35(0%)
minecraft.crafted.yellow_dye: #18, 20(0%)
minecraft.crafted.polished_deepslate_slab: #18, 18(0%)
minecraft.picked_up.potato: #18, 131(0%)
minecraft.used.white_concrete: #18, 130(0%)
minecraft.used.light_gray_concrete_powder: #18, 34(0%)
minecraft.crafted.lightning_rod: #18, 3(0%)
minecraft.used.smooth_basalt: #18, 8(0%)
minecraft.crafted.smooth_stone_slab: #18, 6(0%)
minecraft.crafted.polished_granite: #18, 4(0%)
minecraft.mined.white_concrete: #18, 34(0%)
minecraft.crafted.white_stained_glass: #18, 8(0%)
minecraft.picked_up.copper_block: #18, 3(0%)
minecraft.used.polished_deepslate_stairs: #18, 6(0%)
minecraft.crafted.white_concrete_powder: #18, 24(0%)
minecraft.picked_up.amethyst_cluster: #18, 1(0%)
minecraft.mined.wall_torch: #19, 175(2%)
minecraft.crafted.diamond_helmet: #19, 1(1%)
minecraft.picked_up.spruce_planks: #19, 192(1%)
minecraft.crafted.stone_pickaxe: #19, 2(1%)
minecraft.crafted.diamond_sword: #19, 1(1%)
minecraft.used.barrel: #19, 41(1%)
minecraft.picked_up.cooked_beef: #19, 121(1%)
minecraft.picked_up.deepslate_tile_slab: #19, 40(1%)
minecraft.picked_up.dark_oak_sapling: #19, 26(0%)
minecraft.mined.polished_deepslate: #19, 17(0%)
minecraft.mined.cornflower: #19, 2(0%)
minecraft.mined.dark_oak_leaves: #19, 48(0%)
minecraft.picked_up.end_rod: #19, 12(0%)
minecraft.crafted.birch_sign: #19, 3(0%)
minecraft.picked_up.sweet_berries: #19, 8(0%)
minecraft.crafted.pink_dye: #19, 4(0%)
minecraft.crafted.deepslate_tile_slab: #19, 12(0%)
minecraft.used.lightning_rod: #19, 3(0%)
minecraft.picked_up.polished_andesite: #19, 3(0%)
minecraft.picked_up.filled_map: #19, 1(0%)
minecraft.used.birch_planks: #19, 7(0%)
minecraft.picked_up.white_concrete: #19, 35(0%)
minecraft.crafted.hay_block: #19, 3(0%)
minecraft.picked_up.rooted_dirt: #19, 2(0%)
minecraft.used.polished_deepslate_slab: #19, 13(0%)
minecraft.mined.tinted_glass: #19, 1(0%)
minecraft.mined.copper_block: #19, 1(0%)
minecraft.mined.mossy_cobblestone: #19, 1(0%)
minecraft.used.dark_oak_planks: #19, 3(0%)
minecraft.crafted.polished_andesite: #19, 4(0%)
minecraft.mined.rooted_dirt: #19, 1(0%)
minecraft.picked_up.polished_deepslate_slab: #19, 1(0%)
minecraft.picked_up.copper_ingot: #19, 6(0%)
minecraft.used.white_concrete_powder: #19, 24(0%)
minecraft.used.copper_block: #19, 3(0%)
minecraft.used.diamond_axe: #20, 6311(1%)
minecraft.used.diamond_pickaxe: #20, 51596(1%)
minecraft.killed.cow: #20, 52(1%)
minecraft.mined.azalea: #20, 15(1%)
minecraft.picked_up.polished_deepslate: #20, 40(0%)
minecraft.used.iron_sword: #20, 90(0%)
minecraft.used.ender_pearl: #20, 33(0%)
minecraft.used.egg: #20, 13(0%)
minecraft.picked_up.dripstone_block: #20, 38(0%)
minecraft.mined.dark_oak_planks: #20, 4(0%)
minecraft.crafted.spruce_stairs: #20, 16(0%)
minecraft.used.flowering_azalea: #20, 3(0%)
minecraft.mined.end_rod: #20, 6(0%)
minecraft.mined.dripstone_block: #20, 16(0%)
minecraft.dropped.oak_log: #20, 3(0%)
minecraft.picked_up.mossy_cobblestone: #20, 4(0%)
minecraft.picked_up.weeping_vines: #20, 1(0%)
minecraft.mined.amethyst_cluster: #20, 13(0%)
minecraft.used.dark_oak_log: #20, 18(0%)
minecraft.mined.flowering_azalea_leaves: #20, 14(0%)
minecraft.mined.polished_deepslate_slab: #20, 1(0%)
minecraft.crafted.barrel: #21, 20(1%)
minecraft.mined.flowering_azalea: #21, 3(0%)
minecraft.mined.red_shulker_box: #21, 3(0%)
minecraft.picked_up.red_shulker_box: #21, 3(0%)
minecraft.used.red_shulker_box: #21, 3(0%)
minecraft.used.spruce_stairs: #21, 8(0%)
minecraft.crafted.cyan_dye: #21, 6(0%)
minecraft.picked_up.dark_oak_planks: #21, 4(0%)
minecraft.picked_up.tinted_glass: #21, 1(0%)
minecraft.picked_up.nether_wart_block: #21, 1(0%)
minecraft.picked_up.podzol: #21, 1(0%)
minecraft.used.white_wool: #21, 1(0%)
minecraft.used.dripstone_block: #21, 2(0%)
minecraft.picked_up.barrel: #22, 21(1%)
minecraft.used.cooked_beef: #22, 52(0%)
minecraft.custom.animals_bred: #22, 31(0%)
minecraft.used.birch_sign: #22, 4(0%)
minecraft.mined.spruce_fence: #22, 6(0%)
minecraft.picked_up.spruce_fence: #22, 8(0%)
minecraft.picked_up.spruce_slab: #22, 12(0%)
minecraft.used.spruce_slab: #22, 20(0%)
minecraft.mined.white_wool: #22, 2(0%)
minecraft.mined.sea_lantern: #22, 1(0%)
minecraft.mined.podzol: #22, 5(0%)
minecraft.used.spruce_fence: #22, 6(0%)
minecraft.picked_up.sea_lantern: #22, 1(0%)
minecraft.mined.azalea_leaves: #22, 17(0%)
minecraft.mined.nether_wart_block: #22, 1(0%)
minecraft.crafted.coarse_dirt: #22, 4(0%)
minecraft.used.stone_pickaxe: #23, 88(1%)
minecraft.picked_up.wheat: #23, 532(1%)
minecraft.picked_up.wheat_seeds: #23, 1055(0%)
minecraft.picked_up.spruce_sign: #23, 3(0%)
minecraft.mined.spruce_slab: #23, 7(0%)
minecraft.picked_up.spruce_sapling: #23, 20(0%)
minecraft.crafted.spruce_slab: #23, 18(0%)
minecraft.used.azalea: #23, 2(0%)
minecraft.mined.coarse_dirt: #23, 1(0%)
minecraft.picked_up.coarse_dirt: #23, 1(0%)
minecraft.mined.wheat: #24, 112(0%)
minecraft.used.wheat_seeds: #24, 89(0%)
minecraft.picked_up.spruce_log: #24, 76(0%)
minecraft.mined.spruce_trapdoor: #24, 1(0%)
minecraft.picked_up.spruce_trapdoor: #24, 1(0%)
minecraft.picked_up.warped_wart_block: #24, 1(0%)
minecraft.mined.warped_wart_block: #24, 1(0%)
minecraft.custom.horse_one_cm: #24, 4918(0%)
minecraft.mined.shroomlight: #25, 1(0%)
minecraft.picked_up.shroomlight: #25, 1(0%)
minecraft.mined.spruce_log: #25, 12(0%)
minecraft.mined.spruce_leaves: #25, 5(0%)
minecraft.used.spruce_trapdoor: #26, 1(0%)
minecraft.custom.time_since_death: #27, 709828(0%)
minecraft.custom.time_since_rest: #27, 161214(0%)
