stat, rank, value, (percentage) 
minecraft.dropped.redstone_ore: #4, 14(12%)
minecraft.dropped.rabbit_hide: #3, 1(2%)
minecraft.used.brain_coral_fan: #3, 11(2%)
minecraft.crafted.dark_prismarine_stairs: #3, 8(4%)
minecraft.custom.enchant_item: #5, 217(9%)
minecraft.mined.nether_quartz_ore: #5, 2852(9%)
minecraft.dropped.lapis_block: #3, 4(3%)
minecraft.used.horn_coral: #3, 5(2%)
minecraft.used.orange_carpet: #3, 2(3%)
minecraft.killed_by.magma_cube: #4, 3(8%)
minecraft.used.golden_sword: #3, 1(3%)
minecraft.crafted.bread: #5, 1297(10%)
minecraft.dropped.red_concrete_powder: #3, 38(2%)
minecraft.mined.smithing_table: #4, 9(8%)
minecraft.crafted.ladder: #4, 369(4%)
minecraft.crafted.black_concrete: #3, 8(2%)
minecraft.used.hopper_minecart: #5, 54(11%)
minecraft.crafted.hopper_minecart: #5, 54(11%)
minecraft.used.gravel: #5, 1392(8%)
minecraft.custom.climb_one_cm: #5, 3256740(7%)
minecraft.dropped.porkchop: #4, 19(10%)
minecraft.dropped.gold_block: #3, 1(1%)
minecraft.killed.zombified_piglin: #3, 82(0%)
minecraft.crafted.jack_o_lantern: #4, 155(8%)
minecraft.mined.sponge: #4, 318(9%)
minecraft.mined.carrots: #5, 1463(8%)
minecraft.used.light_gray_stained_glass: #4, 519(6%)
minecraft.dropped.light_gray_stained_glass: #4, 24(12%)
minecraft.custom.boat_one_cm: #5, 7961939(7%)
minecraft.picked_up.magma_cream: #5, 257(8%)
minecraft.used.iron_ore: #5, 1364(8%)
minecraft.mined.ladder: #5, 80(8%)
minecraft.dropped.stone_pressure_plate: #4, 6(8%)
minecraft.custom.damage_dealt: #4, 1308374(3%)
minecraft.used.jungle_button: #4, 8(13%)
minecraft.dropped.axolotl_bucket: #4, 3(10%)
minecraft.used.bone_meal: #5, 9503(8%)
minecraft.used.nether_brick_fence: #4, 45(7%)
minecraft.used.light_gray_carpet: #4, 302(5%)
minecraft.crafted.white_carpet: #4, 243(4%)
minecraft.dropped.shulker_shell: #4, 69(10%)
minecraft.picked_up.bucket: #4, 57(3%)
minecraft.picked_up.player_head: #5, 640(6%)
minecraft.custom.interact_with_smoker: #5, 69(10%)
minecraft.crafted.blue_dye: #5, 608(8%)
minecraft.dropped.netherite_ingot: #4, 4(13%)
minecraft.used.furnace_minecart: #4, 6(11%)
minecraft.crafted.furnace_minecart: #4, 6(11%)
minecraft.picked_up.bone_block: #5, 572(8%)
minecraft.broken.diamond_shovel: #4, 1(11%)
minecraft.picked_up.carrot: #5, 7427(7%)
minecraft.broken.iron_helmet: #4, 1(8%)
minecraft.killed_by.spider: #4, 1(12%)
minecraft.used.netherite_boots: #4, 4(12%)
minecraft.mined.composter: #5, 57(8%)
minecraft.used.birch_boat: #5, 19(9%)
minecraft.picked_up.nether_brick_fence: #5, 46(9%)
minecraft.crafted.polished_blackstone_brick_wall: #4, 6(14%)
minecraft.used.golden_apple: #4, 5(8%)
minecraft.picked_up.dropper: #5, 83(8%)
minecraft.killed.magma_cube: #5, 577(7%)
minecraft.custom.interact_with_grindstone: #5, 86(7%)
minecraft.crafted.light_gray_carpet: #4, 288(4%)
minecraft.mined.tripwire: #4, 69(3%)
minecraft.dropped.powered_rail: #4, 10(7%)
minecraft.mined.chiseled_sandstone: #4, 1(8%)
minecraft.picked_up.chiseled_sandstone: #4, 1(8%)
minecraft.killed_by.phantom: #4, 1(11%)
minecraft.mined.coal_ore: #5, 7267(6%)
minecraft.used.wet_sponge: #4, 318(9%)
minecraft.mined.lapis_ore: #5, 267(6%)
minecraft.used.piston: #5, 339(7%)
minecraft.crafted.item_frame: #5, 295(7%)
minecraft.picked_up.sugar_cane: #5, 6693(7%)
minecraft.killed.husk: #5, 13(8%)
minecraft.mined.sea_pickle: #4, 52(3%)
minecraft.mined.stone_pressure_plate: #4, 7(4%)
minecraft.mined.crimson_stem: #5, 359(7%)
minecraft.picked_up.rose_bush: #5, 377(6%)
minecraft.picked_up.horn_coral_block: #4, 114(6%)
minecraft.mined.black_concrete: #5, 1524(7%)
minecraft.mined.andesite_wall: #4, 33(5%)
minecraft.dropped.tropical_fish: #4, 3(10%)
minecraft.killed.spider: #5, 156(6%)
minecraft.picked_up.iron_chestplate: #5, 13(7%)
minecraft.picked_up.cut_sandstone: #4, 102(5%)
minecraft.used.rotten_flesh: #4, 11(4%)
minecraft.picked_up.lapis_ore: #5, 104(7%)
minecraft.picked_up.diamond_pickaxe: #5, 52(6%)
minecraft.broken.diamond_pickaxe: #4, 1(8%)
minecraft.mined.cracked_deepslate_tiles: #4, 8(6%)
minecraft.mined.warped_fence: #4, 6(6%)
minecraft.mined.brown_shulker_box: #4, 30(4%)
minecraft.picked_up.iron_leggings: #5, 11(7%)
minecraft.used.crossbow: #4, 16(7%)
minecraft.used.brown_shulker_box: #4, 30(4%)
minecraft.used.enchanting_table: #5, 4(7%)
minecraft.used.wooden_pickaxe: #5, 31(7%)
minecraft.mined.chiseled_polished_blackstone: #4, 3(7%)
minecraft.dropped.fire_coral_fan: #4, 3(9%)
minecraft.picked_up.warped_fence: #4, 6(5%)
minecraft.used.stone: #5, 27059(5%)
minecraft.mined.cave_vines: #5, 39(6%)
minecraft.dropped.white_concrete_powder: #4, 64(5%)
minecraft.custom.damage_blocked_by_shield: #4, 5680(2%)
minecraft.dropped.leather_boots: #5, 20(7%)
minecraft.picked_up.sandstone_stairs: #4, 48(5%)
minecraft.used.dead_fire_coral_block: #4, 7(8%)
minecraft.used.ice: #4, 526(2%)
minecraft.picked_up.wooden_sword: #4, 1(9%)
minecraft.picked_up.prismarine_bricks: #4, 179(2%)
minecraft.crafted.sugar: #4, 149(2%)
minecraft.dropped.spider_eye: #4, 215(1%)
minecraft.mined.gold_ore: #5, 583(5%)
minecraft.dropped.purpur_stairs: #4, 4(4%)
minecraft.mined.birch_stairs: #5, 21(7%)
minecraft.mined.prismarine_bricks: #4, 153(2%)
minecraft.killed.ravager: #4, 2(3%)
minecraft.mined.bubble_coral_fan: #4, 7(3%)
minecraft.killed.phantom: #5, 57(6%)
minecraft.picked_up.iron_pickaxe: #5, 11(7%)
minecraft.crafted.deepslate_brick_slab: #5, 72(8%)
minecraft.dropped.dispenser: #4, 1(5%)
minecraft.dropped.warped_slab: #4, 2(5%)
minecraft.used.turtle_egg: #4, 17(4%)
minecraft.dropped.dandelion: #5, 33(6%)
minecraft.picked_up.lantern: #5, 173(5%)
minecraft.used.fire_coral: #4, 7(3%)
minecraft.mined.bee_nest: #5, 10(8%)
minecraft.used.tube_coral_fan: #4, 12(3%)
minecraft.used.tube_coral: #4, 4(2%)
minecraft.picked_up.white_wool: #5, 588(5%)
minecraft.picked_up.turtle_egg: #4, 24(3%)
minecraft.dropped.nether_wart: #4, 26(3%)
minecraft.picked_up.tube_coral: #4, 6(2%)
minecraft.dropped.crafting_table: #5, 6(5%)
minecraft.crafted.black_concrete_powder: #5, 2760(7%)
minecraft.picked_up.dead_brain_coral_block: #4, 14(2%)
minecraft.dropped.purpur_slab: #4, 2(2%)
minecraft.dropped.oak_boat: #4, 11(1%)
minecraft.mined.turtle_egg: #4, 21(2%)
minecraft.used.sea_pickle: #4, 141(1%)
minecraft.dropped.chicken: #5, 17(6%)
minecraft.picked_up.chainmail_leggings: #5, 6(6%)
minecraft.used.dead_bubble_coral_block: #4, 9(3%)
minecraft.crafted.slime_ball: #5, 434(7%)
minecraft.crafted.green_dye: #5, 443(5%)
minecraft.mined.bone_block: #5, 144(5%)
minecraft.dropped.iron_chestplate: #5, 4(6%)
minecraft.dropped.compass: #4, 3(3%)
minecraft.picked_up.bubble_coral_fan: #4, 16(1%)
minecraft.used.fire_coral_fan: #4, 13(2%)
minecraft.used.bee_nest: #5, 10(9%)
minecraft.mined.horn_coral: #4, 5(1%)
minecraft.crafted.orange_carpet: #4, 3(2%)
minecraft.used.tube_coral_block: #4, 15(2%)
minecraft.dropped.splash_potion: #4, 3(1%)
minecraft.picked_up.horn_coral: #4, 5(1%)
minecraft.used.dark_prismarine_stairs: #4, 12(2%)
minecraft.dropped.orange_wool: #4, 10(1%)
minecraft.used.bubble_coral: #4, 3(1%)
minecraft.dropped.sugar: #4, 79(1%)
minecraft.used.deepslate_brick_wall: #5, 136(7%)
minecraft.crafted.leather_boots: #5, 22(9%)
minecraft.picked_up.mycelium: #4, 4(1%)
minecraft.mined.cobbled_deepslate: #5, 243(4%)
minecraft.crafted.wheat: #5, 603(5%)
minecraft.dropped.smooth_sandstone_slab: #4, 1(1%)
minecraft.mined.mycelium: #4, 4(1%)
minecraft.dropped.brown_wool: #4, 1(0%)
minecraft.mined.raw_iron_block: #4, 1(0%)
minecraft.dropped.prismarine_shard: #4, 17(0%)
minecraft.dropped.birch_leaves: #5, 56(7%)
minecraft.mined.cobblestone_wall: #5, 58(4%)
minecraft.crafted.stick: #5, 12426(4%)
minecraft.crafted.stone_axe: #5, 5(4%)
minecraft.used.brown_wool: #5, 68(6%)
minecraft.crafted.stone_sword: #5, 3(4%)
minecraft.mined.melon_stem: #5, 6(10%)
minecraft.mined.damaged_anvil: #5, 5(5%)
minecraft.dropped.stone_axe: #5, 5(6%)
minecraft.used.carrot: #6, 1649(7%)
minecraft.picked_up.damaged_anvil: #5, 5(5%)
minecraft.picked_up.sponge: #5, 321(7%)
minecraft.used.comparator: #6, 253(8%)
minecraft.mined.calcite: #6, 2432(7%)
minecraft.used.damaged_anvil: #5, 4(5%)
minecraft.mined.red_concrete: #5, 593(4%)
minecraft.mined.small_dripleaf: #5, 2(7%)
minecraft.picked_up.smithing_table: #5, 11(6%)
minecraft.picked_up.carved_pumpkin: #6, 280(7%)
minecraft.custom.fall_one_cm: #7, 7341907(6%)
minecraft.mined.redstone_wire: #6, 381(7%)
minecraft.dropped.bowl: #5, 3(8%)
minecraft.crafted.warped_slab: #5, 198(5%)
minecraft.used.lava_bucket: #5, 403(3%)
minecraft.used.green_concrete_powder: #5, 96(7%)
minecraft.crafted.white_dye: #6, 2554(7%)
minecraft.used.big_dripleaf: #5, 91(4%)
minecraft.used.repeater: #6, 499(7%)
minecraft.crafted.oak_wood: #5, 288(4%)
minecraft.crafted.deepslate_tile_wall: #5, 41(4%)
minecraft.used.oak_planks: #5, 965(3%)
minecraft.custom.talked_to_villager: #6, 3264(6%)
minecraft.dropped.diamond_sword: #6, 9(6%)
minecraft.used.bookshelf: #6, 467(7%)
minecraft.picked_up.written_book: #5, 5(3%)
minecraft.mined.farmland: #6, 155(6%)
minecraft.dropped.purpur_pillar: #5, 6(7%)
minecraft.broken.shears: #6, 22(7%)
minecraft.dropped.gold_ingot: #5, 96(3%)
minecraft.mined.horn_coral_block: #5, 115(5%)
minecraft.used.diamond_sword: #5, 13637(2%)
minecraft.used.emerald_ore: #5, 3(7%)
minecraft.crafted.bookshelf: #6, 512(6%)
minecraft.crafted.emerald_block: #5, 335(4%)
minecraft.used.coal_block: #5, 140(4%)
minecraft.custom.mob_kills: #5, 77838(2%)
minecraft.used.torch: #6, 10029(5%)
minecraft.killed_by.iron_golem: #5, 1(8%)
minecraft.dropped.stonecutter: #5, 1(7%)
minecraft.used.deepslate_iron_ore: #6, 107(8%)
minecraft.crafted.polished_deepslate_wall: #5, 54(3%)
minecraft.picked_up.brown_shulker_box: #5, 32(5%)
minecraft.picked_up.oak_log: #6, 4544(6%)
minecraft.dropped.elytra: #6, 10(8%)
minecraft.dropped.polished_blackstone: #5, 8(5%)
minecraft.picked_up.nether_brick_slab: #5, 6(5%)
minecraft.mined.nether_brick_slab: #5, 4(4%)
minecraft.mined.deepslate_lapis_ore: #6, 75(6%)
minecraft.picked_up.crimson_stem: #6, 453(6%)
minecraft.custom.jump: #7, 260915(6%)
minecraft.picked_up.brown_dye: #5, 12(6%)
minecraft.dropped.stone_brick_wall: #5, 14(4%)
minecraft.picked_up.bowl: #5, 2(6%)
minecraft.crafted.oak_planks: #6, 9292(5%)
minecraft.dropped.cactus: #5, 41(2%)
minecraft.picked_up.shield: #6, 11(7%)
minecraft.crafted.brewing_stand: #6, 11(7%)
minecraft.picked_up.birch_planks: #6, 189(5%)
minecraft.used.redstone_ore: #6, 292(7%)
minecraft.crafted.nautilus_shell: #5, 3(7%)
minecraft.picked_up.birch_stairs: #6, 21(8%)
minecraft.picked_up.glass_bottle: #6, 205(7%)
minecraft.crafted.diamond_axe: #6, 7(5%)
minecraft.killed.axolotl: #5, 2(4%)
minecraft.used.fishing_rod: #5, 30(3%)
minecraft.dropped.sticky_piston: #5, 4(5%)
minecraft.picked_up.redstone_ore: #6, 477(5%)
minecraft.used.flint_and_steel: #6, 301(5%)
minecraft.mined.warped_stairs: #5, 14(3%)
minecraft.dropped.nether_brick_fence: #5, 1(6%)
minecraft.mined.prismarine: #5, 128(2%)
minecraft.picked_up.glow_berries: #6, 402(5%)
minecraft.dropped.stone_brick_stairs: #5, 16(4%)
minecraft.crafted.light_gray_wool: #5, 65(2%)
minecraft.picked_up.chiseled_polished_blackstone: #5, 2(5%)
minecraft.crafted.pumpkin_pie: #5, 68(3%)
minecraft.crafted.comparator: #6, 182(5%)
minecraft.dropped.cooked_mutton: #5, 2(5%)
minecraft.dropped.ghast_tear: #5, 12(4%)
minecraft.used.poppy: #6, 20(6%)
minecraft.mined.orange_wool: #5, 10(3%)
minecraft.crafted.anvil: #6, 62(5%)
minecraft.crafted.cracked_deepslate_tiles: #5, 72(3%)
minecraft.mined.dandelion: #6, 96(5%)
minecraft.mined.horn_coral_fan: #5, 5(2%)
minecraft.dropped.gray_carpet: #5, 9(3%)
minecraft.picked_up.warped_stairs: #5, 14(3%)
minecraft.mined.sugar_cane: #6, 2525(5%)
minecraft.used.sand: #6, 6913(5%)
minecraft.mined.tube_coral: #5, 7(2%)
minecraft.dropped.brown_mushroom_block: #5, 7(4%)
minecraft.mined.fire_coral_fan: #5, 7(2%)
minecraft.picked_up.polished_blackstone_brick_wall: #5, 1(4%)
minecraft.used.purpur_stairs: #5, 2(3%)
minecraft.mined.horn_coral_wall_fan: #5, 17(1%)
minecraft.mined.polished_blackstone_brick_wall: #5, 1(4%)
minecraft.mined.deepslate_iron_ore: #6, 413(5%)
minecraft.used.anvil: #6, 63(4%)
minecraft.crafted.glowstone: #5, 107(1%)
minecraft.mined.brain_coral: #5, 8(2%)
minecraft.mined.tube_coral_wall_fan: #5, 16(1%)
minecraft.dropped.chorus_fruit: #5, 2(3%)
minecraft.used.cobweb: #6, 38(8%)
minecraft.crafted.chiseled_polished_blackstone: #5, 1(2%)
minecraft.mined.bubble_coral_wall_fan: #5, 16(1%)
minecraft.killed_by.zombie: #6, 6(6%)
minecraft.dropped.enchanted_book: #6, 28(8%)
minecraft.picked_up.horn_coral_fan: #5, 16(1%)
minecraft.used.blue_bed: #5, 3(2%)
minecraft.picked_up.chain: #6, 125(5%)
minecraft.mined.fire_coral: #5, 8(2%)
minecraft.used.fire_coral_block: #5, 12(2%)
minecraft.crafted.pink_wool: #5, 1(2%)
minecraft.used.melon: #5, 4(1%)
minecraft.dropped.rose_bush: #5, 2(1%)
minecraft.custom.fish_caught: #5, 8(1%)
minecraft.mined.raw_gold_block: #5, 1(2%)
minecraft.picked_up.fire_coral: #5, 7(1%)
minecraft.picked_up.brain_coral: #5, 7(1%)
minecraft.mined.brain_coral_wall_fan: #5, 11(1%)
minecraft.crafted.polished_blackstone_pressure_plate: #5, 10(2%)
minecraft.used.waxed_weathered_copper: #5, 2(2%)
minecraft.used.polished_blackstone_pressure_plate: #5, 8(1%)
minecraft.mined.fire_coral_block: #5, 24(1%)
minecraft.dropped.carrot: #6, 1669(5%)
minecraft.mined.tube_coral_block: #5, 17(1%)
minecraft.dropped.tnt: #5, 3(1%)
minecraft.dropped.polished_diorite: #5, 3(1%)
minecraft.mined.waxed_weathered_copper: #5, 2(2%)
minecraft.dropped.light_gray_dye: #5, 4(2%)
minecraft.picked_up.tube_coral_block: #5, 15(1%)
minecraft.killed.zombie_villager: #6, 11(4%)
minecraft.mined.bubble_coral_block: #5, 64(1%)
minecraft.crafted.yellow_wool: #5, 2(1%)
minecraft.crafted.oak_fence: #6, 198(5%)
minecraft.killed.cod: #6, 73(6%)
minecraft.dropped.honey_block: #5, 1(1%)
minecraft.killed.guardian: #5, 2(0%)
minecraft.crafted.lantern: #6, 258(4%)
minecraft.mined.copper_ore: #6, 1285(4%)
minecraft.picked_up.light_gray_stained_glass: #6, 56(6%)
minecraft.picked_up.golden_chestplate: #6, 15(4%)
minecraft.dropped.glass: #6, 356(5%)
minecraft.dropped.prismarine_bricks: #6, 39(10%)
minecraft.picked_up.jungle_slab: #6, 78(7%)
minecraft.dropped.golden_boots: #6, 15(5%)
minecraft.crafted.light_gray_stained_glass: #6, 648(6%)
minecraft.used.red_concrete_powder: #6, 576(5%)
minecraft.crafted.sandstone: #6, 247(6%)
minecraft.dropped.chain: #6, 13(6%)
minecraft.picked_up.lapis_block: #6, 47(5%)
minecraft.picked_up.nether_gold_ore: #6, 79(5%)
minecraft.custom.deaths: #7, 70(6%)
minecraft.crafted.smoker: #6, 4(5%)
minecraft.mined.purpur_slab: #6, 10(5%)
minecraft.picked_up.deepslate_brick_wall: #6, 20(5%)
minecraft.crafted.dark_oak_planks: #7, 6096(7%)
minecraft.picked_up.warped_slab: #6, 25(5%)
minecraft.crafted.green_concrete_powder: #6, 128(8%)
minecraft.used.smoker: #6, 5(4%)
minecraft.picked_up.coal_block: #6, 150(4%)
minecraft.picked_up.cobblestone: #7, 47986(6%)
minecraft.used.stone_shovel: #6, 577(3%)
minecraft.killed.zombie: #6, 891(3%)
minecraft.picked_up.soul_lantern: #6, 22(4%)
minecraft.used.oak_wood: #6, 283(4%)
minecraft.picked_up.purpur_slab: #6, 10(5%)
minecraft.dropped.oak_leaves: #6, 119(4%)
minecraft.dropped.warped_planks: #6, 28(6%)
minecraft.dropped.copper_block: #6, 77(7%)
minecraft.picked_up.jungle_leaves: #6, 101(4%)
minecraft.picked_up.jungle_sapling: #6, 83(3%)
minecraft.picked_up.diamond: #7, 864(6%)
minecraft.picked_up.deepslate_tile_wall: #6, 40(4%)
minecraft.picked_up.composter: #7, 55(8%)
minecraft.picked_up.chicken: #6, 37(2%)
minecraft.dropped.raw_copper: #6, 51(5%)
minecraft.picked_up.iron_hoe: #6, 1(6%)
minecraft.picked_up.green_dye: #6, 16(4%)
minecraft.dropped.cobblestone_stairs: #6, 8(6%)
minecraft.picked_up.gold_ingot: #7, 240(7%)
minecraft.killed.iron_golem: #6, 9(6%)
minecraft.picked_up.oak_stairs: #7, 70(7%)
minecraft.mined.oak_stairs: #7, 53(7%)
minecraft.mined.big_dripleaf: #6, 7(4%)
minecraft.used.stone_axe: #7, 361(6%)
minecraft.crafted.andesite_wall: #6, 54(4%)
minecraft.dropped.bone_block: #6, 65(5%)
minecraft.custom.swim_one_cm: #7, 2906819(5%)
minecraft.used.apple: #6, 9(3%)
minecraft.picked_up.golden_horse_armor: #6, 1(5%)
minecraft.dropped.stick: #7, 796(6%)
minecraft.mined.gray_concrete_powder: #6, 5(5%)
minecraft.mined.dead_bush: #6, 91(2%)
minecraft.used.sticky_piston: #7, 194(6%)
minecraft.picked_up.cobbled_deepslate: #7, 17213(5%)
minecraft.picked_up.iron_ingot: #6, 1684(2%)
minecraft.dropped.slime_block: #6, 73(5%)
minecraft.used.red_concrete: #6, 228(2%)
minecraft.mined.powered_rail: #7, 239(6%)
minecraft.dropped.stone_shovel: #6, 4(3%)
minecraft.crafted.torch: #7, 7268(5%)
minecraft.dropped.cooked_porkchop: #6, 8(3%)
minecraft.dropped.spectral_arrow: #6, 30(4%)
minecraft.used.polished_blackstone_wall: #6, 36(3%)
minecraft.picked_up.cracked_deepslate_tiles: #6, 8(3%)
minecraft.killed.trader_llama: #7, 12(7%)
minecraft.killed.pufferfish: #6, 3(4%)
minecraft.dropped.polished_andesite: #6, 3(3%)
minecraft.picked_up.prismarine: #6, 159(2%)
minecraft.dropped.hopper: #6, 3(2%)
minecraft.dropped.deepslate_gold_ore: #6, 1(4%)
minecraft.used.shield: #6, 80(1%)
minecraft.used.cracked_deepslate_tiles: #6, 77(3%)
minecraft.used.soul_campfire: #6, 8(4%)
minecraft.picked_up.basalt: #7, 4102(5%)
minecraft.picked_up.chipped_anvil: #7, 8(6%)
minecraft.dropped.polished_granite: #6, 5(2%)
minecraft.picked_up.andesite_wall: #6, 33(2%)
minecraft.mined.blue_candle: #6, 1(3%)
minecraft.picked_up.emerald_block: #6, 67(2%)
minecraft.mined.green_carpet: #6, 2(3%)
minecraft.picked_up.sea_pickle: #6, 200(1%)
minecraft.picked_up.deepslate_copper_ore: #7, 29(7%)
minecraft.mined.brain_coral_fan: #6, 5(2%)
minecraft.mined.tube_coral_fan: #6, 4(2%)
minecraft.crafted.acacia_boat: #6, 1(2%)
minecraft.mined.brown_wool: #6, 4(2%)
minecraft.mined.blackstone: #7, 1950(5%)
minecraft.mined.deepslate_copper_ore: #7, 59(5%)
minecraft.picked_up.tube_coral_fan: #6, 14(1%)
minecraft.mined.fire_coral_wall_fan: #6, 15(1%)
minecraft.mined.dead_bubble_coral_block: #6, 9(2%)
minecraft.picked_up.fire_coral_fan: #6, 16(1%)
minecraft.mined.rose_bush: #7, 9(5%)
minecraft.crafted.smooth_sandstone_stairs: #6, 8(1%)
minecraft.used.dead_brain_coral_block: #6, 8(2%)
minecraft.mined.dead_brain_coral_block: #6, 9(1%)
minecraft.mined.magenta_stained_glass: #6, 4(1%)
minecraft.picked_up.brain_coral_fan: #6, 13(1%)
minecraft.picked_up.apple: #7, 213(4%)
minecraft.mined.bubble_coral: #6, 5(1%)
minecraft.dropped.tinted_glass: #6, 1(1%)
minecraft.used.glow_ink_sac: #7, 82(4%)
minecraft.used.chain: #7, 330(4%)
minecraft.picked_up.waxed_weathered_copper: #6, 2(1%)
minecraft.crafted.furnace: #7, 121(4%)
minecraft.picked_up.orange_stained_glass: #6, 1(1%)
minecraft.picked_up.bubble_coral: #6, 4(1%)
minecraft.mined.cut_sandstone: #6, 13(1%)
minecraft.crafted.cyan_wool: #6, 1(1%)
minecraft.dropped.prismarine_crystals: #6, 6(0%)
minecraft.picked_up.fire_coral_block: #6, 12(0%)
minecraft.mined.birch_sapling: #7, 11(6%)
minecraft.used.emerald_block: #6, 14(0%)
minecraft.crafted.name_tag: #6, 16(1%)
minecraft.dropped.twisting_vines: #6, 4(0%)
minecraft.crafted.melon: #6, 120(0%)
minecraft.dropped.amethyst_cluster: #6, 1(1%)
minecraft.crafted.blue_wool: #6, 1(0%)
minecraft.used.raw_gold_block: #6, 1(0%)
minecraft.used.red_mushroom: #6, 1(0%)
minecraft.dropped.melon_slice: #6, 40(0%)
minecraft.dropped.smooth_sandstone: #6, 1(0%)
minecraft.used.polished_blackstone_brick_wall: #6, 2(0%)
minecraft.picked_up.bubble_coral_block: #6, 14(0%)
minecraft.used.bubble_coral_block: #6, 11(0%)
minecraft.used.magenta_stained_glass: #6, 1(0%)
minecraft.picked_up.prismarine_shard: #6, 17(0%)
minecraft.crafted.air: #6, 0(0%)
minecraft.crafted.iron_hoe: #7, 2(5%)
minecraft.custom.interact_with_smithing_table: #7, 18(5%)
minecraft.mined.poppy: #7, 101(4%)
minecraft.picked_up.deepslate_redstone_ore: #7, 164(4%)
minecraft.mined.cactus: #7, 183(4%)
minecraft.dropped.iron_nugget: #7, 135(4%)
minecraft.picked_up.deepslate_lapis_ore: #7, 21(5%)
minecraft.used.redstone_lamp: #7, 80(4%)
minecraft.crafted.glass: #7, 9279(3%)
minecraft.mined.oak_planks: #7, 480(3%)
minecraft.picked_up.hay_block: #7, 105(4%)
minecraft.used.oak_stairs: #7, 116(5%)
minecraft.crafted.fermented_spider_eye: #7, 24(4%)
minecraft.used.spruce_sign: #7, 108(3%)
minecraft.crafted.acacia_slab: #7, 252(6%)
minecraft.crafted.spruce_sign: #7, 108(3%)
minecraft.picked_up.gold_block: #7, 100(3%)
minecraft.used.cobbled_deepslate: #7, 733(3%)
minecraft.dropped.chainmail_leggings: #7, 4(4%)
minecraft.used.polished_blackstone_stairs: #7, 237(4%)
minecraft.crafted.light_gray_dye: #7, 223(3%)
minecraft.mined.hay_block: #7, 67(3%)
minecraft.picked_up.purpur_block: #7, 64(4%)
minecraft.picked_up.feather: #7, 49(3%)
minecraft.picked_up.music_disc_cat: #7, 1(5%)
minecraft.crafted.redstone_torch: #8, 1624(6%)
minecraft.dropped.glow_ink_sac: #7, 44(3%)
minecraft.mined.jack_o_lantern: #7, 17(4%)
minecraft.mined.jungle_slab: #7, 27(4%)
minecraft.picked_up.warped_planks: #7, 66(3%)
minecraft.mined.oak_wood: #7, 28(4%)
minecraft.custom.traded_with_villager: #7, 8234(2%)
minecraft.killed_by.skeleton: #7, 2(3%)
minecraft.mined.cave_vines_plant: #7, 12(3%)
minecraft.picked_up.stone_hoe: #7, 1(5%)
minecraft.mined.oak_log: #8, 3975(5%)
minecraft.crafted.iron_shovel: #7, 10(2%)
minecraft.picked_up.red_concrete: #7, 316(2%)
minecraft.crafted.orange_terracotta: #7, 40(3%)
minecraft.crafted.emerald: #7, 6037(2%)
minecraft.dropped.redstone_torch: #7, 8(2%)
minecraft.dropped.dark_oak_sapling: #7, 4(3%)
minecraft.mined.grass: #8, 2656(5%)
minecraft.broken.stone_shovel: #7, 3(2%)
minecraft.picked_up.pufferfish: #7, 6(3%)
minecraft.mined.iron_bars: #8, 55(6%)
minecraft.dropped.baked_potato: #7, 65(2%)
minecraft.mined.white_banner: #7, 1(3%)
minecraft.dropped.weeping_vines: #7, 1(4%)
minecraft.crafted.repeater: #8, 319(5%)
minecraft.picked_up.smooth_sandstone: #7, 186(1%)
minecraft.mined.jungle_planks: #7, 28(1%)
minecraft.picked_up.trident: #7, 2(2%)
minecraft.picked_up.heart_of_the_sea: #7, 2(3%)
minecraft.crafted.observer: #8, 253(5%)
minecraft.crafted.soul_campfire: #7, 8(3%)
minecraft.picked_up.stripped_oak_wood: #7, 14(1%)
minecraft.mined.ice: #7, 849(1%)
minecraft.mined.coal_block: #7, 11(1%)
minecraft.picked_up.magenta_stained_glass: #7, 2(2%)
minecraft.used.warped_stairs: #7, 43(1%)
minecraft.picked_up.lava_bucket: #7, 4(1%)
minecraft.used.smithing_table: #7, 9(1%)
minecraft.picked_up.stick: #8, 2570(4%)
minecraft.dropped.copper_ingot: #7, 8(1%)
minecraft.picked_up.dandelion: #8, 106(4%)
minecraft.picked_up.orange_wool: #7, 12(1%)
minecraft.used.basalt: #8, 1019(5%)
minecraft.dropped.warped_roots: #7, 10(1%)
minecraft.dropped.black_concrete: #7, 2(1%)
minecraft.picked_up.red_mushroom: #8, 76(6%)
minecraft.dropped.gray_dye: #7, 1(1%)
minecraft.used.brain_coral_block: #7, 7(1%)
minecraft.crafted.red_nether_bricks: #7, 9(1%)
minecraft.picked_up.pink_stained_glass: #7, 1(1%)
minecraft.crafted.blue_stained_glass: #7, 8(1%)
minecraft.mined.allium: #7, 3(0%)
minecraft.dropped.dripstone_block: #7, 7(0%)
minecraft.picked_up.brown_wool: #7, 7(0%)
minecraft.dropped.brick: #7, 5(0%)
minecraft.dropped.white_stained_glass: #7, 1(0%)
minecraft.mined.brain_coral_block: #7, 13(0%)
minecraft.crafted.cut_sandstone: #7, 8(0%)
minecraft.picked_up.petrified_oak_slab: #7, 1(0%)
minecraft.crafted.purple_stained_glass: #7, 8(0%)
minecraft.picked_up.black_bed: #7, 1(0%)
minecraft.picked_up.yellow_stained_glass: #7, 1(0%)
minecraft.dropped.snow_block: #7, 8(0%)
minecraft.picked_up.deepslate_coal_ore: #8, 182(4%)
minecraft.crafted.yellow_stained_glass: #7, 8(0%)
